,CSGS US Equity,CSGS US Equity,CSGS US Equity,CSGS US Equity,CSGS US Equity
2021-03-14,45.7781,46.0962,45.4133,45.6752,189017.0
2021-03-15,45.6846,45.6846,44.5995,44.9176,183079.0
2021-03-16,44.665,45.3853,44.3937,45.2449,163038.0
2021-03-17,44.9924,45.4414,44.5715,44.7679,104587.0
2021-03-18,44.7118,45.0392,44.3283,44.5808,139808.0
2021-03-19,44.2893,45.3613,43.9978,45.1356,751444.0
2021-03-20,44.2893,45.3613,43.9978,45.1356,751444.0
2021-03-21,44.2893,45.3613,43.9978,45.1356,751444.0
2021-03-22,45.1356,45.5775,44.5996,45.239,99280.0
2021-03-23,45.0416,45.5493,44.6325,44.8253,119610.0
2021-03-24,45.0228,45.2484,44.5526,44.5902,139342.0
2021-03-25,44.4398,45.1074,44.1577,44.9193,100297.0
2021-03-26,45.145,45.8408,44.388,45.7562,118453.0
2021-03-27,45.145,45.8408,44.388,45.7562,118453.0
2021-03-28,45.145,45.8408,44.388,45.7562,118453.0
2021-03-29,45.6904,45.9819,44.9757,45.286,134693.0
2021-03-30,44.5056,45.1826,43.4242,43.5464,327137.0
2021-03-31,43.3375,43.3678,42.1736,42.2112,308161.0
2021-04-01,42.2112,43.3772,42.2112,43.1421,216944.0
2021-04-02,42.2112,43.3772,42.2112,43.1421,216944.0
2021-04-03,42.2112,43.3772,42.2112,43.1421,216944.0
2021-04-04,42.2112,43.3772,42.2112,43.1421,216944.0
2021-04-05,43.349,43.5182,42.3334,43.1703,150308.0
2021-04-06,43.2549,43.6217,42.86,43.3396,157633.0
2021-04-07,43.1891,43.6781,42.6954,43.2173,115353.0
2021-04-08,43.2173,43.7439,43.0669,43.6076,209675.0
2021-04-09,43.7533,43.9649,43.2832,43.885,226657.0
2021-04-10,43.7533,43.9649,43.2832,43.885,226657.0
2021-04-11,43.7533,43.9649,43.2832,43.885,226657.0
2021-04-12,43.9508,43.9508,43.2784,43.7815,171952.0
2021-04-13,43.8097,44.12,43.41,43.932,138483.0
2021-04-14,44.0354,44.6936,43.6593,43.8285,105401.0
2021-04-15,44.0354,44.2047,43.6029,44.1106,88109.0
2021-04-16,44.2423,44.5902,43.4148,44.1859,186985.0
2021-04-17,44.2423,44.5902,43.4148,44.1859,186985.0
2021-04-18,44.2423,44.5902,43.4148,44.1859,186985.0
2021-04-19,44.1953,44.2987,43.537,44.026,184078.0
2021-04-20,43.9508,44.0918,43.3114,43.3396,183721.0
2021-04-21,43.2361,44.0636,43.0551,43.9226,162602.0
2021-04-22,43.9696,44.026,43.443,43.6499,83275.0
2021-04-23,43.7251,44.1106,43.4054,43.8191,116649.0
2021-04-24,43.7251,44.1106,43.4054,43.8191,116649.0
2021-04-25,43.7251,44.1106,43.4054,43.8191,116649.0
2021-04-26,43.8662,44.1294,43.5041,43.932,166754.0
2021-04-27,43.932,43.9931,43.0481,43.2173,139021.0
2021-04-28,43.2173,43.302,42.766,43.0387,88012.0
2021-04-29,43.2267,43.49,42.813,43.4524,112960.0
2021-04-30,43.3302,43.7627,42.8788,43.2455,185401.0
2021-05-01,43.3302,43.7627,42.8788,43.2455,185401.0
2021-05-02,43.3302,43.7627,42.8788,43.2455,185401.0
2021-05-03,43.4618,44.12,43.1985,43.5652,290581.0
2021-05-04,43.4336,43.7251,43.2126,43.5935,101999.0
2021-05-05,43.5182,43.6123,43.1186,43.1985,106988.0
2021-05-06,43.1797,43.1797,41.9667,43.0199,182632.0
2021-05-07,43.0669,43.2549,42.7378,42.7754,88109.0
2021-05-08,43.0669,43.2549,42.7378,42.7754,88109.0
2021-05-09,43.0669,43.2549,42.7378,42.7754,88109.0
2021-05-10,42.8976,43.7251,42.6466,43.1985,142801.0
2021-05-11,42.7942,43.0669,42.1642,42.1642,135612.0
2021-05-12,41.9949,42.2112,41.4401,41.5153,139530.0
2021-05-13,41.4542,42.9352,41.4542,42.7566,161888.0
2021-05-14,42.8882,43.0105,42.0325,42.9352,96962.0
2021-05-15,42.8882,43.0105,42.0325,42.9352,96962.0
2021-05-16,42.8882,43.0105,42.0325,42.9352,96962.0
2021-05-17,42.7378,43.2173,42.1736,42.23,112158.0
2021-05-18,42.1266,42.5121,41.9009,41.9103,138114.0
2021-05-19,41.5812,42.0889,41.3837,42.0137,89702.0
2021-05-20,41.9573,42.2394,41.8351,42.0607,75835.0
2021-05-21,42.1077,42.7895,41.8068,41.9009,159640.0
2021-05-22,42.1077,42.7895,41.8068,41.9009,159640.0
2021-05-23,42.1077,42.7895,41.8068,41.9009,159640.0
2021-05-24,42.0889,42.2958,41.8539,42.1548,78413.0
2021-05-25,42.0419,42.1077,41.5624,41.7128,87603.0
2021-05-26,41.8821,42.3146,41.6282,41.788,105011.0
2021-05-27,41.9761,42.23,41.6,41.8256,96901.0
2021-05-28,41.8915,41.8915,41.2803,41.4119,103399.0
2021-05-29,41.8915,41.8915,41.2803,41.4119,103399.0
2021-05-30,41.8915,41.8915,41.2803,41.4119,103399.0
2021-05-31,41.8915,41.8915,41.2803,41.4119,103399.0
2021-06-01,41.4307,41.6282,41.017,41.111,204642.0
2021-06-02,41.3273,41.4119,40.622,40.8665,240800.0
2021-06-03,40.7631,40.9511,40.4622,40.6502,251473.0
2021-06-04,40.8007,40.9605,40.4988,40.6879,168639.0
2021-06-05,40.8007,40.9605,40.4988,40.6879,168639.0
2021-06-06,40.8007,40.9605,40.4988,40.6879,168639.0
2021-06-07,40.669,40.9511,40.1519,40.2083,162904.0
2021-06-08,40.1425,40.6973,40.039,40.5186,178040.0
2021-06-09,40.6408,41.0734,40.5374,40.9511,199981.0
2021-06-10,41.2803,41.7786,40.9088,41.7034,172607.0
2021-06-11,41.7034,43.0746,41.7034,42.9611,221309.0
2021-06-12,41.7034,43.0746,41.7034,42.9611,221309.0
2021-06-13,41.7034,43.0746,41.7034,42.9611,221309.0
2021-06-14,43.0462,43.0462,42.3039,42.8382,238343.0
2021-06-15,42.9706,43.103,42.6869,42.9044,312248.0
2021-06-16,43.0273,43.3867,42.7909,43.1881,184965.0
2021-06-17,43.1219,43.8973,42.9044,43.8879,213928.0
2021-06-18,43.8595,43.973,42.8855,42.9328,352129.0
2021-06-19,43.8595,43.973,42.8855,42.9328,352129.0
2021-06-20,43.8595,43.973,42.8855,42.9328,352129.0
2021-06-21,43.0273,43.7366,42.8382,43.6893,134167.0
2021-06-22,43.642,43.8595,43.2637,43.8122,155725.0
2021-06-23,43.9446,44.1148,43.3016,43.3867,216385.0
2021-06-24,43.6042,43.642,42.3872,43.6136,99065.0
2021-06-25,43.5191,44.7862,43.3678,44.616,1021191.0
2021-06-26,43.5191,44.7862,43.3678,44.616,1021191.0
2021-06-27,43.5191,44.7862,43.3678,44.616,1021191.0
2021-06-28,44.7862,44.8619,43.8406,44.3229,237373.0
2021-06-29,44.3512,44.9186,44.2756,44.8335,128456.0
2021-06-30,45.1692,45.1692,44.3134,44.616,119205.0
2021-07-01,44.6822,45.1645,44.1716,44.4647,151732.0
2021-07-02,44.5782,44.7768,44.1716,44.2472,184013.0
2021-07-03,44.5782,44.7768,44.1716,44.2472,184013.0
2021-07-04,44.5782,44.7768,44.1716,44.2472,184013.0
2021-07-05,44.5782,44.7768,44.1716,44.2472,184013.0
2021-07-06,44.2567,44.2567,43.5758,44.0392,114476.0
2021-07-07,43.6846,44.3229,43.5096,43.6704,267245.0
2021-07-08,43.1975,43.4623,42.6396,43.2259,155286.0
2021-07-09,43.5285,44.1432,43.1503,43.5569,138398.0
2021-07-10,43.5285,44.1432,43.1503,43.5569,138398.0
2021-07-11,43.5285,44.1432,43.1503,43.5569,138398.0
2021-07-12,43.4529,43.5758,43.0179,43.5191,194415.0
2021-07-13,44.1385,44.1385,43.4056,43.4623,126816.0
2021-07-14,43.6515,43.6515,42.7815,43.4623,92054.0
2021-07-15,43.2354,43.5758,43.1219,43.3016,85623.0
2021-07-16,43.5853,43.9446,43.3961,43.6609,173978.0
2021-07-17,43.5853,43.9446,43.3961,43.6609,173978.0
2021-07-18,43.5853,43.9446,43.3961,43.6609,173978.0
2021-07-19,43.1692,43.5002,42.6774,42.9895,140396.0
2021-07-20,42.9895,43.9068,42.8287,43.3678,162369.0
2021-07-21,43.5474,43.9352,43.2543,43.5191,78509.0
2021-07-22,43.4529,43.4529,42.1683,42.5072,182000.0
2021-07-23,42.7247,43.0746,42.4978,42.9233,69532.0
2021-07-24,42.7247,43.0746,42.4978,42.9233,69532.0
2021-07-25,42.7247,43.0746,42.4978,42.9233,69532.0
2021-07-26,42.98,43.1597,42.8571,43.0368,68099.0
2021-07-27,42.8476,43.1739,42.3086,42.7153,77092.0
2021-07-28,42.8004,43.1692,42.5356,42.7909,72983.0
2021-07-29,43.0084,43.4623,42.9422,43.103,61246.0
2021-07-30,42.1006,43.2827,42.1006,42.8949,128984.0
2021-07-31,42.1006,43.2827,42.1006,42.8949,128984.0
2021-08-01,42.1006,43.2827,42.1006,42.8949,128984.0
2021-08-02,42.999,43.4907,42.2519,42.3654,94431.0
2021-08-03,42.4032,42.8004,42.233,42.4694,142966.0
2021-08-04,42.1951,42.337,41.8122,42.0533,164796.0
2021-08-05,42.2897,43.7791,42.0533,43.4812,144268.0
2021-08-06,43.7555,44.1101,43.3583,43.5569,87727.0
2021-08-07,43.7555,44.1101,43.3583,43.5569,87727.0
2021-08-08,43.7555,44.1101,43.3583,43.5569,87727.0
2021-08-09,43.4434,43.5191,42.8014,43.2165,111840.0
2021-08-10,43.2543,43.8879,42.999,43.5758,115796.0
2021-08-11,43.4623,43.8406,43.3299,43.8406,84539.0
2021-08-12,43.8122,44.181,43.7886,44.0108,97915.0
2021-08-13,44.1999,44.9092,44.077,44.8619,125503.0
2021-08-14,44.1999,44.9092,44.077,44.8619,125503.0
2021-08-15,44.1999,44.9092,44.077,44.8619,125503.0
2021-08-16,44.7957,44.8052,44.2425,44.7862,108369.0
2021-08-17,44.5215,44.7673,43.8695,44.7011,104491.0
2021-08-18,44.6917,44.7531,43.8784,44.0013,120909.0
2021-08-19,43.869,44.077,43.4434,44.0297,139057.0
2021-08-20,43.9919,44.9565,43.9824,44.8524,160935.0
2021-08-21,43.9919,44.9565,43.9824,44.8524,160935.0
2021-08-22,43.9919,44.9565,43.9824,44.8524,160935.0
2021-08-23,45.155,45.174,44.304,44.947,133291.0
2021-08-24,44.9754,45.1172,44.5971,44.739,95006.0
2021-08-25,44.8335,44.8808,44.0108,44.6539,73287.0
2021-08-26,44.7295,44.7295,44.0297,44.4836,98907.0
2021-08-27,44.7106,45.6846,44.4458,45.6752,159732.0
2021-08-28,44.7106,45.6846,44.4458,45.6752,159732.0
2021-08-29,44.7106,45.6846,44.4458,45.6752,159732.0
2021-08-30,45.7603,46.0818,45.3915,45.6846,96124.0
2021-08-31,45.6657,46.1102,45.486,45.5901,139133.0
2021-09-01,45.6941,46.252,45.2685,46.0534,82255.0
2021-09-02,46.1196,46.252,45.8927,46.1764,107760.0
2021-09-03,46.1858,46.3087,45.713,45.7886,171828.0
2021-09-04,46.1858,46.3087,45.713,45.7886,171828.0
2021-09-05,46.1858,46.3087,45.713,45.7886,171828.0
2021-09-06,46.1858,46.3087,45.713,45.7886,171828.0
2021-09-07,45.7886,46.0345,45.5049,45.7697,127994.0
2021-09-08,45.8076,46.0345,45.1456,45.6846,133753.0
2021-09-09,45.6279,45.8454,44.7957,44.9565,145279.0
2021-09-10,45.1929,45.2496,44.427,44.6255,114679.0
2021-09-11,45.1929,45.2496,44.427,44.6255,114679.0
2021-09-12,45.1929,45.2496,44.427,44.6255,114679.0
2021-09-13,44.8241,45.434,44.181,44.843,109952.0
2021-09-14,45.0046,45.7794,44.4104,44.7764,110446.0
2021-09-15,44.881,46.1359,44.824,45.9933,158851.0
2021-09-16,45.9458,46.0503,45.4324,45.4419,113718.0
2021-09-17,45.4704,46.6112,45.1567,45.4609,561582.0
2021-09-18,45.4704,46.6112,45.1567,45.4609,561582.0
2021-09-19,45.4704,46.6112,45.1567,45.4609,561582.0
2021-09-20,44.9095,45.2518,43.6832,44.4342,122516.0
2021-09-21,44.6624,44.7099,43.9208,44.0064,98149.0
2021-09-22,44.2631,44.8572,44.0872,44.6338,73130.0
2021-09-23,44.6719,45.2518,44.6719,45.0997,116633.0
2021-09-24,45.0426,45.8887,44.7479,45.6796,142350.0
2021-09-25,45.0426,45.8887,44.7479,45.6796,142350.0
2021-09-26,45.0426,45.8887,44.7479,45.6796,142350.0
2021-09-27,45.594,46.4639,45.4609,46.0408,199060.0
2021-09-28,45.9172,45.9648,43.0013,45.632,134581.0
2021-09-29,45.6606,46.3736,45.5655,46.0123,83509.0
2021-09-30,45.9553,46.4829,45.7651,45.8222,113902.0
2021-10-01,46.0218,47.1056,45.8602,46.7918,172273.0
2021-10-02,46.0218,47.1056,45.8602,46.7918,172273.0
2021-10-03,46.0218,47.1056,45.8602,46.7918,172273.0
2021-10-04,46.8489,47.2577,46.8394,47.2006,138548.0
2021-10-05,47.2387,47.7996,45.8412,47.6665,148302.0
2021-10-06,47.2672,47.9422,47.1341,47.5524,114044.0
2021-10-07,47.7805,48.5981,47.5001,48.5221,114607.0
2021-10-08,48.6171,48.6932,48.3224,48.5316,46488.0
2021-10-09,48.6171,48.6932,48.3224,48.5316,46488.0
2021-10-10,48.6171,48.6932,48.3224,48.5316,46488.0
2021-10-11,48.7692,48.8263,47.8661,47.8661,59137.0
2021-10-12,48.0848,48.2844,47.3908,47.5334,130995.0
2021-10-13,47.5999,47.8661,47.058,47.3432,71582.0
2021-10-14,47.7425,48.3176,47.3622,47.4858,101102.0
2021-10-15,47.9326,48.1418,47.4288,47.7235,128234.0
2021-10-16,47.9326,48.1418,47.4288,47.7235,128234.0
2021-10-17,47.9326,48.1418,47.4288,47.7235,128234.0
2021-10-18,47.676,47.8756,47.1436,47.2767,88194.0
2021-10-19,47.3147,47.4621,47.02,47.3147,74075.0
2021-10-20,47.3052,47.8186,47.077,47.676,62015.0
2021-10-21,47.5809,48.0087,47.5048,47.9422,87099.0
2021-10-22,48.0467,48.484,47.7996,48.1228,84351.0
2021-10-23,48.0467,48.484,47.7996,48.1228,84351.0
2021-10-24,48.0467,48.484,47.7996,48.1228,84351.0
2021-10-25,48.1323,48.3462,47.79,48.2654,93332.0
2021-10-26,48.5221,48.5221,47.6855,47.7425,72471.0
2021-10-27,47.676,47.676,46.8109,46.9249,100344.0
2021-10-28,47.0961,47.9707,47.001,47.9231,100030.0
2021-10-29,47.79,47.79,46.8822,47.5809,149763.0
2021-10-30,47.79,47.79,46.8822,47.5809,149763.0
2021-10-31,47.79,47.79,46.8822,47.5809,149763.0
2021-11-01,47.6189,48.6457,47.2957,48.5506,113500.0
2021-11-02,48.6647,48.9546,48.0657,48.1988,78417.0
2021-11-03,48.0182,48.9213,47.1626,48.7883,164717.0
2021-11-04,48.9309,51.279,48.2939,50.6421,319670.0
2021-11-05,50.3378,52.1251,48.2654,51.8114,235803.0
2021-11-06,50.3378,52.1251,48.2654,51.8114,235803.0
2021-11-07,50.3378,52.1251,48.2654,51.8114,235803.0
2021-11-08,51.9587,51.9587,51.2838,51.4977,131167.0
2021-11-09,51.3265,52.0158,51.0603,51.336,195791.0
2021-11-10,51.1744,51.3931,50.8702,50.9368,134001.0
2021-11-11,50.8607,51.4311,50.3759,50.6421,113344.0
2021-11-12,50.7181,50.8512,49.9386,50.0051,85538.0
2021-11-13,50.7181,50.8512,49.9386,50.0051,85538.0
2021-11-14,50.7181,50.8512,49.9386,50.0051,85538.0
2021-11-15,50.0812,50.3188,49.1685,49.2826,114465.0
2021-11-16,49.4727,50.2475,48.7597,50.1287,173847.0
2021-11-17,49.872,50.3203,49.4442,50.1762,281221.0
2021-11-18,50.1382,50.1667,49.3111,49.7484,130030.0
2021-11-19,49.7009,50.3187,49.6534,49.9005,333457.0
2021-11-20,49.7009,50.3187,49.6534,49.9005,333457.0
2021-11-21,49.7009,50.3187,49.6534,49.9005,333457.0
2021-11-22,50.0907,50.8417,49.4204,50.547,239035.0
2021-11-23,50.3569,50.7371,49.7579,50.4139,151878.0
2021-11-24,50.2428,50.4424,49.9291,49.9956,90039.0
2021-11-25,50.2428,50.4424,49.9291,49.9956,90039.0
2021-11-26,49.3301,49.9671,48.9926,49.197,117091.0
2021-11-27,49.3301,49.9671,48.9926,49.197,117091.0
2021-11-28,49.3301,49.9671,48.9926,49.197,117091.0
2021-11-29,49.5963,50.4519,48.7502,49.6439,164180.0
2021-11-30,49.2826,50.4329,49.2636,50.1097,375630.0
2021-12-01,50.6896,51.1174,50.0574,50.4139,332309.0
2021-12-02,50.6527,51.4837,50.3566,51.2544,215419.0
2021-12-03,51.3404,52.1189,50.5189,50.9583,201041.0
2021-12-04,51.3404,52.1189,50.5189,50.9583,201041.0
2021-12-05,51.3404,52.1189,50.5189,50.9583,201041.0
2021-12-06,51.3499,52.3147,51.1971,51.7511,144944.0
2021-12-07,51.9708,52.5439,51.4932,52.0568,386518.0
2021-12-08,52.1523,52.5917,51.8848,52.4102,100700.0
2021-12-09,52.1332,52.926,51.7654,52.5535,112921.0
2021-12-10,52.7827,53.3367,52.7158,52.9642,203932.0
2021-12-11,52.7827,53.3367,52.7158,52.9642,203932.0
2021-12-12,52.7827,53.3367,52.7158,52.9642,203932.0
2021-12-13,52.7636,54.4733,52.3338,54.1486,302977.0
2021-12-14,54.3778,54.9653,53.5564,54.225,472964.0
2021-12-15,54.3014,55.5145,54.0435,55.1897,714730.0
2021-12-16,55.2279,55.6769,53.2412,53.8811,371257.0
2021-12-17,53.862,55.1038,52.4675,52.7063,640869.0
2021-12-18,53.862,55.1038,52.4675,52.7063,640869.0
2021-12-19,53.862,55.1038,52.4675,52.7063,640869.0
2021-12-20,52.0377,54.0626,51.5601,53.9002,356645.0
2021-12-21,54.6357,54.7981,53.6137,54.5211,246692.0
2021-12-22,54.3014,55.2661,54.0149,55.1897,98104.0
2021-12-23,55.4667,55.5128,55.0178,55.247,106586.0
2021-12-24,55.4667,55.5128,55.0178,55.247,106586.0
2021-12-25,55.4667,55.5128,55.0178,55.247,106586.0
2021-12-26,55.4667,55.5128,55.0178,55.247,106586.0
2021-12-27,55.4667,55.8392,54.8172,55.3712,211220.0
2021-12-28,55.2948,56.2786,54.6023,55.2566,280515.0
2021-12-29,55.4476,55.7724,54.5593,55.3521,145437.0
2021-12-30,55.5049,56.8116,54.4542,55.0847,121620.0
2021-12-31,55.1802,55.61,54.9889,55.0369,147984.0
2022-01-01,55.1802,55.61,54.9889,55.0369,147984.0
2022-01-02,55.1802,55.61,54.9889,55.0369,147984.0
2022-01-03,55.0656,56.7084,54.9987,56.3264,277092.0
2022-01-04,56.0398,56.5938,55.6864,55.9443,374268.0
2022-01-05,55.8106,56.4505,55.1611,55.4476,269205.0
2022-01-06,55.333,56.2118,54.7695,56.1736,406749.0
2022-01-07,56.1067,56.6129,54.3969,55.6482,400208.0
2022-01-08,56.1067,56.6129,54.3969,55.6482,400208.0
2022-01-09,56.1067,56.6129,54.3969,55.6482,400208.0
2022-01-10,55.3139,55.7342,54.7121,55.7342,170949.0
2022-01-11,55.6482,55.6482,54.6644,55.2375,155285.0
2022-01-12,55.2852,55.6769,54.8077,54.9127,340252.0
2022-01-13,55.142,56.0207,55.0703,55.1802,157401.0
2022-01-14,55.056,55.7724,54.5671,54.9414,197066.0
2022-01-15,55.056,55.7724,54.5671,54.9414,197066.0
2022-01-16,55.056,55.7724,54.5671,54.9414,197066.0
2022-01-17,55.056,55.7724,54.5671,54.9414,197066.0
2022-01-18,54.6835,55.3855,53.9671,54.1199,129581.0
2022-01-19,54.3492,54.9891,53.4609,53.7665,208140.0
2022-01-20,53.8907,54.6071,53.2221,53.5277,167485.0
2022-01-21,53.2985,54.9509,53.2985,53.671,335577.0
2022-01-22,53.2985,54.9509,53.2985,53.671,335577.0
2022-01-23,53.2985,54.9509,53.2985,53.671,335577.0
2022-01-24,53.2794,54.4638,53.2603,54.3396,258401.0
2022-01-25,53.948,54.0387,52.848,53.3654,324557.0
2022-01-26,53.8143,54.0637,52.3624,53.1648,217862.0
2022-01-27,53.2889,54.6166,53.2221,53.3367,226574.0
2022-01-28,53.2221,54.4542,53.2221,54.4542,213905.0
2022-01-29,53.2221,54.4542,53.2221,54.4542,213905.0
2022-01-30,53.2221,54.4542,53.2221,54.4542,213905.0
2022-01-31,54.1295,55.7342,53.4609,54.225,414147.0
2022-02-01,54.0053,54.8506,53.7856,54.2823,298431.0
2022-02-02,56.355,56.6989,53.4179,55.7151,422409.0
2022-02-03,54.5689,55.3043,53.3749,54.6739,463627.0
2022-02-04,54.5211,55.1324,53.9289,54.7503,225779.0
2022-02-05,54.5211,55.1324,53.9289,54.7503,225779.0
2022-02-06,54.5211,55.1324,53.9289,54.7503,225779.0
2022-02-07,54.8841,55.2088,53.4991,55.0369,454029.0
2022-02-08,54.9891,57.8451,54.2155,57.6827,439821.0
2022-02-09,58.8146,58.8146,56.9186,57.3389,323663.0
2022-02-10,56.6607,57.5974,56.6607,57.2338,223319.0
2022-02-11,57.4153,58.2463,57.1383,58.0361,337363.0
2022-02-12,57.4153,58.2463,57.1383,58.0361,337363.0
2022-02-13,57.4153,58.2463,57.1383,58.0361,337363.0
2022-02-14,58.1603,58.657,57.3866,57.4821,310804.0
2022-02-15,57.6541,58.1412,56.6989,56.8326,178989.0
2022-02-16,56.9186,57.9693,56.5556,57.6541,439745.0
2022-02-17,57.272,57.5394,56.7371,56.8517,215634.0
2022-02-18,56.7753,57.2051,56.0589,56.2118,174996.0
2022-02-19,56.7753,57.2051,56.0589,56.2118,174996.0
2022-02-20,56.7753,57.2051,56.0589,56.2118,174996.0
2022-02-21,56.7753,57.2051,56.0589,56.2118,174996.0
2022-02-22,56.2118,57.1908,55.7676,56.9281,262525.0
2022-02-23,57.3675,57.6827,56.1067,56.3837,249466.0
2022-02-24,55.5336,57.4535,55.4382,57.3007,262851.0
2022-02-25,57.4917,59.125,57.4917,58.8671,245745.0
2022-02-26,57.4917,59.125,57.4917,58.8671,245745.0
2022-02-27,57.4917,59.125,57.4917,58.8671,245745.0
2022-02-28,58.4373,59.8605,58.1412,58.9531,409831.0
2022-03-01,58.8194,59.488,57.3532,58.0075,505962.0
2022-03-02,58.0743,60.0515,57.8355,59.6599,345729.0
2022-03-03,60.1184,60.7966,59.5166,59.7459,308678.0
2022-03-04,59.3447,61.7135,59.2396,61.6753,472375.0
2022-03-05,59.3447,61.7135,59.2396,61.6753,472375.0
2022-03-06,59.3447,61.7135,59.2396,61.6753,472375.0
2022-03-07,61.3983,62.6974,61.15,62.0478,469775.0
2022-03-08,62.0478,62.9839,60.9207,61.2646,487479.0
2022-03-09,61.9619,62.2007,60.51,61.3028,220602.0
2022-03-10,61.0545,62.3439,61.0545,62.3344,224782.0
2022-03-11,61.9905,62.1816,60.5864,60.8539,239155.0
2022-03-12,61.9905,62.1816,60.5864,60.8539,239155.0
2022-03-13,61.9905,62.1816,60.5864,60.8539,239155.0
2022-03-14,60.8539,60.9685,60.0515,60.3572,133212.0
2022-03-15,60.3476,60.3859,59.4689,59.765,165488.0
2022-03-16,60.0802,61.3792,59.6504,61.3315,326929.0
2022-03-17,61.4322,62.2762,60.4316,61.6432,135799.0
2022-03-18,61.883,61.883,60.6265,61.0197,490229.0
2022-03-19,61.883,61.883,60.6265,61.0197,490229.0
2022-03-20,61.883,61.883,60.6265,61.0197,490229.0
2022-03-21,61.0006,61.7247,60.3004,60.8087,268160.0
2022-03-22,61.0389,61.2499,60.4347,60.5977,344825.0
2022-03-23,60.3292,60.8663,60.1086,60.3484,202964.0
2022-03-24,60.7032,60.8471,58.9336,59.0439,259167.0
2022-03-25,59.2454,60.2141,58.9384,59.5811,265704.0
2022-03-26,59.2454,60.2141,58.9384,59.5811,265704.0
2022-03-27,59.2454,60.2141,58.9384,59.5811,265704.0
2022-03-28,59.2837,60.0127,59.1015,59.9359,230062.0
2022-03-29,60.1373,61.9165,60.1373,61.7679,382244.0
2022-03-30,61.7103,62.046,60.8855,61.2116,181607.0
2022-03-31,61.1157,61.7966,60.7608,60.9718,308443.0
2022-04-01,61.2979,62.3338,60.7704,62.2378,312036.0
2022-04-02,61.2979,62.3338,60.7704,62.2378,312036.0
2022-04-03,61.2979,62.3338,60.7704,62.2378,312036.0
2022-04-04,62.5256,62.8709,61.5808,62.6215,298663.0
2022-04-05,62.6886,63.2353,61.2979,61.5089,280415.0
2022-04-06,61.3267,62.0844,60.9622,61.2212,380831.0
2022-04-07,61.0293,61.5377,60.8375,61.2212,236341.0
2022-04-08,61.2595,61.8734,60.8951,60.9718,242172.0
2022-04-09,61.2595,61.8734,60.8951,60.9718,242172.0
2022-04-10,61.2595,61.8734,60.8951,60.9718,242172.0
2022-04-11,60.7896,61.2691,60.3867,60.4347,227535.0
2022-04-12,60.7991,61.624,60.6649,61.1253,256643.0
2022-04-13,61.1348,62.1899,61.1348,61.7295,142030.0
2022-04-14,61.883,62.2474,61.6336,61.7679,251514.0
2022-04-15,61.883,62.2474,61.6336,61.7679,251514.0
2022-04-16,61.883,62.2474,61.6336,61.7679,251514.0
2022-04-17,61.883,62.2474,61.6336,61.7679,251514.0
2022-04-18,61.5569,62.1803,61.2547,61.413,248432.0
2022-04-19,61.4418,62.4297,61.4418,62.2187,220301.0
2022-04-20,62.6119,63.2545,62.4009,62.6886,212207.0
2022-04-21,62.6886,63.1682,61.9021,61.9789,225020.0
2022-04-22,61.9789,62.0844,60.9814,61.1444,262845.0
2022-04-23,61.9789,62.0844,60.9814,61.1444,262845.0
2022-04-24,61.9789,62.0844,60.9814,61.1444,262845.0
2022-04-25,60.7224,61.4609,60.3268,61.2499,202833.0
2022-04-26,60.9047,61.0006,59.2454,59.255,208347.0
2022-04-27,59.418,60.099,58.9432,59.1015,131990.0
2022-04-28,59.5811,60.3579,59.1686,60.2237,156045.0
2022-04-29,59.9359,59.9935,58.7754,58.9576,184219.0
2022-04-30,59.9359,59.9935,58.7754,58.9576,184219.0
2022-05-01,59.9359,59.9935,58.7754,58.9576,184219.0
2022-05-02,59.0056,59.37,57.4422,58.4013,207632.0
2022-05-03,58.3821,58.8785,56.4831,58.4301,194897.0
2022-05-04,58.2383,59.6386,57.8306,59.3605,185079.0
2022-05-05,58.2958,58.7265,56.4927,56.9435,221442.0
2022-05-06,56.6557,56.6557,54.9916,55.1882,197397.0
2022-05-07,56.6557,56.6557,54.9916,55.1882,197397.0
2022-05-08,56.6557,56.6557,54.9916,55.1882,197397.0
2022-05-09,54.7854,56.1009,54.4401,55.8788,170211.0
2022-05-10,56.0994,56.5406,55.2458,55.3993,168865.0
2022-05-11,55.0444,56.0419,54.4401,54.6799,163122.0
2022-05-12,54.6895,55.8117,53.7879,55.687,168692.0
2022-05-13,55.8021,56.4639,55.5623,55.9747,170432.0
2022-05-14,55.8021,56.4639,55.5623,55.9747,170432.0
2022-05-15,55.8021,56.4639,55.5623,55.9747,170432.0
2022-05-16,55.639,56.7612,55.265,55.9555,204056.0
2022-05-17,56.4255,57.2024,56.3392,56.7037,109457.0
2022-05-18,56.1282,56.5598,55.1595,55.5335,211189.0
2022-05-19,55.4184,56.3296,55.1978,55.5623,158415.0
2022-05-20,56.0227,56.2433,54.7183,56.1666,132650.0
2022-05-21,56.0227,56.2433,54.7183,56.1666,132650.0
2022-05-22,56.0227,56.2433,54.7183,56.1666,132650.0
2022-05-23,56.3392,57.2312,56.0035,56.9818,148160.0
2022-05-24,56.5118,57.6532,55.9364,57.6244,169858.0
2022-05-25,57.4518,58.056,57.423,57.6244,123989.0
2022-05-26,57.7299,58.7466,57.7299,58.3534,128935.0
2022-05-27,58.6987,59.1494,58.2239,58.9864,162347.0
2022-05-28,58.6987,59.1494,58.2239,58.9864,162347.0
