,VSH US Equity,VSH US Equity,VSH US Equity,VSH US Equity,VSH US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-02-20,18.9235,19.071,18.7021,19.0065,934466.0
2020-02-21,18.8681,18.9235,18.4716,18.5546,872450.0
2020-02-22,18.8681,18.9235,18.4716,18.5546,872450.0
2020-02-23,18.8681,18.9235,18.4716,18.5546,872450.0
2020-02-24,17.6047,17.9183,17.5955,17.7615,1434079.0
2020-02-25,17.9367,17.9367,17.4111,17.4756,1627734.0
2020-02-26,17.6693,18.075,17.6324,17.7338,1037759.0
2020-02-27,17.1067,17.8076,16.9407,16.95,1617190.0
2020-02-28,16.2399,17.3972,16.203,17.2451,2065274.0
2020-02-29,16.2399,17.3972,16.203,17.2451,2065274.0
2020-03-01,16.2399,17.3972,16.203,17.2451,2065274.0
2020-03-02,17.3373,17.6508,16.8762,17.6416,1086072.0
2020-03-03,17.6139,18.0658,17.0929,17.2543,1709421.0
