,ABTX US Equity,ABTX US Equity,ABTX US Equity,ABTX US Equity,ABTX US Equity
2020-03-29,23.6623,25.0268,22.6896,22.9267,106705.0
2020-03-30,23.1687,23.6719,22.6848,23.459,62125.0
2020-03-31,23.2364,24.2236,22.6654,23.3332,109137.0
2020-04-01,22.3364,23.1106,21.2234,21.5235,123330.0
2020-04-02,21.088,22.6025,21.088,22.2783,84255.0
2020-04-03,22.0751,22.1525,20.575,20.9912,64766.0
2020-04-04,22.0751,22.1525,20.575,20.9912,64766.0
2020-04-05,22.0751,22.1525,20.575,20.9912,64766.0
2020-04-06,22.0073,22.8784,21.8041,22.7138,100346.0
2020-04-07,23.1687,23.701,21.9686,22.1719,93194.0
2020-04-08,22.7525,24.001,22.3364,23.5558,90187.0
2020-04-09,24.0784,26.4688,22.2203,26.2462,89645.0
2020-04-10,24.0784,26.4688,22.2203,26.2462,89645.0
2020-04-11,24.0784,26.4688,22.2203,26.2462,89645.0
2020-04-12,24.0784,26.4688,22.2203,26.2462,89645.0
2020-04-13,26.0817,27.5527,24.0397,24.2526,50811.0
2020-04-14,25.0752,25.4333,23.2268,23.8655,69902.0
2020-04-15,22.8203,24.1945,21.8622,21.9686,73278.0
2020-04-16,22.0557,22.4961,20.2073,20.9138,134511.0
2020-04-17,21.6396,22.6267,21.6396,22.4041,81284.0
2020-04-18,21.6396,22.6267,21.6396,22.4041,81284.0
2020-04-19,21.6396,22.6267,21.6396,22.4041,81284.0
2020-04-20,21.6783,22.53,21.1557,21.6106,76976.0
2020-04-21,20.7008,21.5718,20.4299,21.2041,87309.0
2020-04-22,21.7557,21.7848,21.0202,21.4944,78512.0
2020-04-23,21.4751,22.3848,20.8267,21.7267,92886.0
2020-04-24,21.7944,22.1332,21.2622,21.9493,53787.0
2020-04-25,21.7944,22.1332,21.2622,21.9493,53787.0
2020-04-26,21.7944,22.1332,21.2622,21.9493,53787.0
2020-04-27,22.4816,23.8752,21.988,23.5945,87182.0
2020-04-28,24.1945,24.8817,23.767,24.6204,94854.0
2020-04-29,25.6269,27.0979,24.027,27.0108,116111.0
2020-04-30,22.2009,25.6311,22.2009,24.272,112663.0
2020-05-01,23.3622,23.8074,22.9848,23.6913,97650.0
2020-05-02,23.3622,23.8074,22.9848,23.6913,97650.0
2020-05-03,23.3622,23.8074,22.9848,23.6913,97650.0
2020-05-04,23.5268,23.701,22.5396,22.8784,103011.0
2020-05-05,23.3429,23.8365,21.7654,21.9009,113979.0
2020-05-06,21.9202,22.2493,21.1363,21.417,104387.0
2020-05-07,21.6493,22.588,21.3589,22.0557,106369.0
2020-05-08,22.7429,23.4397,22.7429,23.3526,95475.0
2020-05-09,22.7429,23.4397,22.7429,23.3526,95475.0
2020-05-10,22.7429,23.4397,22.7429,23.3526,95475.0
2020-05-11,22.83,23.2993,21.8719,22.7332,112980.0
2020-05-12,22.8203,22.8203,21.6686,21.6928,118496.0
2020-05-13,21.5428,21.8573,20.8073,21.6493,176137.0
2020-05-14,20.9815,22.0073,20.3428,21.746,129627.0
2020-05-15,21.8815,22.1428,20.9912,21.6299,638309.0
2020-05-16,21.8815,22.1428,20.9912,21.6299,638309.0
2020-05-17,21.8815,22.1428,20.9912,21.6299,638309.0
2020-05-18,22.3945,23.7058,22.3945,23.5655,141365.0
2020-05-19,23.3526,24.0155,22.3751,22.3751,88320.0
2020-05-20,22.9945,24.2042,22.9945,24.0978,87572.0
2020-05-21,24.1461,24.5913,23.8848,24.059,92124.0
2020-05-22,24.272,24.2913,23.7348,24.0397,55956.0
2020-05-23,24.272,24.2913,23.7348,24.0397,55956.0
2020-05-24,24.272,24.2913,23.7348,24.0397,55956.0
2020-05-25,24.272,24.2913,23.7348,24.0397,55956.0
2020-05-26,25.201,25.8107,24.9736,25.6365,77376.0
2020-05-27,26.4979,27.2721,25.9753,27.0301,94456.0
2020-05-28,27.4672,27.4672,25.2042,25.4664,92073.0
2020-05-29,25.0585,25.3013,24.2912,24.8739,135211.0
2020-05-30,25.0585,25.3013,24.2912,24.8739,135211.0
2020-05-31,25.0585,25.3013,24.2912,24.8739,135211.0
2020-06-01,25.0876,25.4858,24.6797,24.6894,86552.0
2020-06-02,25.0293,25.2139,24.2912,24.5534,48791.0
2020-06-03,25.3207,26.1851,25.1022,25.7189,68448.0
2020-06-04,25.2819,26.4377,25.0925,26.3988,83037.0
2020-06-05,27.982,28.9726,26.3697,28.351,109149.0
2020-06-06,27.982,28.9726,26.3697,28.351,109149.0
2020-06-07,27.982,28.9726,26.3697,28.351,109149.0
2020-06-08,29.0212,29.3806,28.3996,28.5453,92159.0
2020-06-09,27.8071,28.9435,27.4283,28.3607,58631.0
2020-06-10,28.1665,28.1665,26.1074,26.2434,61311.0
2020-06-11,24.6797,25.0002,23.6599,23.8832,85434.0
2020-06-12,25.107,25.1459,23.3782,24.3106,85016.0
2020-06-13,25.107,25.1459,23.3782,24.3106,85016.0
2020-06-14,25.107,25.1459,23.3782,24.3106,85016.0
2020-06-15,23.2325,25.3013,23.2325,25.039,74764.0
2020-06-16,26.2143,26.3017,25.2042,25.7286,82366.0
2020-06-17,25.8646,25.8646,24.1455,24.1552,62869.0
2020-06-18,23.7376,24.4563,23.7376,24.2329,109817.0
2020-06-19,24.2038,24.2815,23.3199,23.7667,279124.0
2020-06-20,24.2038,24.2815,23.3199,23.7667,279124.0
2020-06-21,24.2038,24.2815,23.3199,23.7667,279124.0
2020-06-22,23.4462,24.5631,23.3491,24.3883,58087.0
2020-06-23,24.8448,25.1362,24.2232,24.2912,94556.0
2020-06-24,23.9804,24.0775,23.1742,23.2616,98566.0
2020-06-25,23.0674,23.9998,23.0674,23.9318,93502.0
2020-06-26,23.4462,23.5822,22.4749,22.64,109945.0
2020-06-27,23.4462,23.5822,22.4749,22.64,109945.0
2020-06-28,23.4462,23.5822,22.4749,22.64,109945.0
2020-06-29,23.1062,24.2815,23.1062,24.0095,55810.0
2020-06-30,23.757,24.7671,23.757,24.6603,63048.0
2020-07-01,24.7865,25.1556,23.1742,23.2034,66488.0
2020-07-02,23.9415,24.2329,22.98,23.1257,40733.0
2020-07-03,23.9415,24.2329,22.98,23.1257,40733.0
2020-07-04,23.9415,24.2329,22.98,23.1257,40733.0
2020-07-05,23.9415,24.2329,22.98,23.1257,40733.0
2020-07-06,23.7861,23.9221,22.9508,23.0188,48301.0
2020-07-07,22.776,23.004,22.3681,22.5041,71311.0
2020-07-08,22.4166,22.5376,21.6105,22.0573,68829.0
2020-07-09,21.8533,22.067,21.0083,21.1152,59546.0
2020-07-10,21.1443,22.0087,21.1249,21.999,39965.0
2020-07-11,21.1443,22.0087,21.1249,21.999,39965.0
2020-07-12,21.1443,22.0087,21.1249,21.999,39965.0
2020-07-13,22.3098,22.7566,21.6299,22.3292,55772.0
2020-07-14,22.2807,22.572,21.7076,22.1933,65660.0
2020-07-15,22.9314,23.5724,22.7954,23.3588,88222.0
2020-07-16,23.1645,23.5336,22.8537,23.0965,38481.0
2020-07-17,22.9314,23.2228,22.3292,22.3778,40195.0
2020-07-18,22.9314,23.2228,22.3292,22.3778,40195.0
2020-07-19,22.9314,23.2228,22.3292,22.3778,40195.0
2020-07-20,22.1058,22.3292,21.7562,21.7562,45060.0
2020-07-21,22.1447,23.4219,22.1447,23.3393,51603.0
2020-07-22,23.0188,23.2228,22.407,22.8926,40666.0
2020-07-23,22.708,23.5822,22.708,23.4947,39065.0
2020-07-24,23.5142,23.6307,23.2811,23.2908,29226.0
2020-07-25,23.5142,23.6307,23.2811,23.2908,29226.0
2020-07-26,23.5142,23.6307,23.2811,23.2908,29226.0
2020-07-27,23.1645,23.1645,22.0379,22.8343,28093.0
2020-07-28,22.6497,23.082,22.6497,22.7177,26361.0
2020-07-29,22.844,23.7958,22.7372,23.6501,46069.0
2020-07-30,23.7958,24.738,22.6303,24.2718,61799.0
2020-07-31,24.1649,24.262,23.1257,23.689,57063.0
2020-08-01,24.1649,24.262,23.1257,23.689,57063.0
2020-08-02,24.1649,24.262,23.1257,23.689,57063.0
2020-08-03,23.8444,23.8444,22.3311,23.3976,41219.0
2020-08-04,23.2422,23.5239,22.9411,23.3005,36461.0
2020-08-05,23.6113,24.0192,21.8922,23.9998,47586.0
2020-08-06,24.2718,24.4854,23.7036,24.1066,87662.0
2020-08-07,23.757,25.583,23.757,25.5732,47351.0
2020-08-08,23.757,25.583,23.757,25.5732,47351.0
2020-08-09,23.757,25.583,23.757,25.5732,47351.0
2020-08-10,25.7286,26.797,25.6024,26.292,65502.0
2020-08-11,26.8844,27.0107,26.2046,26.3308,39892.0
2020-08-12,26.9524,26.9524,25.6024,26.1657,37574.0
2020-08-13,26.0006,26.0297,25.5441,25.6995,33720.0
2020-08-14,25.3984,26.02,24.6331,25.8646,46241.0
2020-08-15,25.3984,26.02,24.6331,25.8646,46241.0
2020-08-16,25.3984,26.02,24.6331,25.8646,46241.0
2020-08-17,25.8743,25.8743,24.9808,25.2139,44345.0
2020-08-18,25.039,25.2527,24.2426,24.4369,25423.0
2020-08-19,24.3397,25.1556,24.3397,24.7282,58776.0
2020-08-20,24.2912,24.2912,24.0581,24.1358,28677.0
2020-08-21,23.9221,24.0678,23.7474,23.9609,61709.0
2020-08-22,23.9221,24.0678,23.7474,23.9609,61709.0
2020-08-23,23.9221,24.0678,23.7474,23.9609,61709.0
2020-08-24,24.3009,25.2819,23.5724,25.2139,52741.0
2020-08-25,25.5247,25.5441,24.5097,25.1556,33331.0
2020-08-26,25.039,25.1653,24.4951,24.6311,49215.0
2020-08-27,24.6117,25.6024,22.1933,25.311,56985.0
2020-08-28,25.6035,26.0129,25.4865,25.8862,61666.0
2020-08-29,25.6035,26.0129,25.4865,25.8862,61666.0
2020-08-30,25.6035,26.0129,25.4865,25.8862,61666.0
2020-08-31,25.662,25.6717,24.7552,24.7845,60998.0
2020-09-01,24.687,25.155,24.2141,24.9697,31559.0
2020-09-02,24.8137,25.0282,24.5797,24.8625,21623.0
2020-09-03,24.9405,25.3012,24.4042,24.7942,65171.0
2020-09-04,25.4475,25.7302,25.0575,25.5937,27632.0
2020-09-05,25.4475,25.7302,25.0575,25.5937,27632.0
2020-09-06,25.4475,25.7302,25.0575,25.5937,27632.0
2020-09-07,25.4475,25.7302,25.0575,25.5937,27632.0
2020-09-08,25.1452,25.1452,24.258,24.8332,46349.0
2020-09-09,24.9307,24.999,24.1897,24.4237,77693.0
2020-09-10,24.453,24.57,24.0337,24.141,42439.0
2020-09-11,24.5115,24.8137,24.2287,24.2482,48813.0
2020-09-12,24.5115,24.8137,24.2287,24.2482,48813.0
2020-09-13,24.5115,24.8137,24.2287,24.2482,48813.0
2020-09-14,24.3165,24.7357,24.1605,24.2775,46090.0
2020-09-15,24.297,24.297,23.8582,23.9947,36981.0
2020-09-16,23.985,24.6577,23.79,24.18,76569.0
2020-09-17,23.7997,24.1785,23.3141,23.868,41303.0
2020-09-18,24.1507,24.3555,23.517,24.336,242977.0
2020-09-19,24.1507,24.3555,23.517,24.336,242977.0
2020-09-20,24.1507,24.3555,23.517,24.336,242977.0
2020-09-21,23.6535,23.8387,22.035,22.2787,60584.0
2020-09-22,22.386,22.5225,21.2745,21.6157,50026.0
2020-09-23,21.684,22.0252,20.9089,21.1575,93181.0
2020-09-24,21.2062,22.0447,21.021,21.5865,54899.0
2020-09-25,21.294,21.6645,21.294,21.4792,43261.0
2020-09-26,21.294,21.6645,21.294,21.4792,43261.0
2020-09-27,21.294,21.6645,21.294,21.4792,43261.0
2020-09-28,21.9082,22.6785,21.9082,22.4445,47044.0
2020-09-29,22.2885,22.9515,21.6937,22.6687,81281.0
2020-09-30,22.7955,23.2635,22.5615,22.7857,74568.0
2020-10-01,22.815,23.0392,22.4737,23.0002,33461.0
2020-10-02,22.6395,23.79,22.1617,23.595,42897.0
2020-10-03,22.6395,23.79,22.1617,23.595,42897.0
2020-10-04,22.6395,23.79,22.1617,23.595,42897.0
2020-10-05,23.829,24.609,23.5609,24.5895,49261.0
2020-10-06,24.96,25.5547,24.219,24.2385,110345.0
2020-10-07,24.4335,25.2135,24.2872,25.1257,62445.0
2020-10-08,25.3305,25.6035,25.0087,25.3207,71727.0
2020-10-09,25.5645,25.6912,25.3376,25.5352,35376.0
2020-10-10,25.5645,25.6912,25.3376,25.5352,35376.0
2020-10-11,25.5645,25.6912,25.3376,25.5352,35376.0
2020-10-12,25.5352,26.325,25.4719,26.2372,43965.0
2020-10-13,25.7205,26.0227,24.9307,25.1842,28559.0
2020-10-14,23.9996,25.2427,23.9996,24.7162,23448.0
2020-10-15,24.063,25.5255,24.0532,25.4865,28663.0
2020-10-16,25.3597,25.8424,24.7455,25.4572,28056.0
2020-10-17,25.3597,25.8424,24.7455,25.4572,28056.0
2020-10-18,25.3597,25.8424,24.7455,25.4572,28056.0
2020-10-19,25.7302,25.8667,25.35,25.428,21967.0
2020-10-20,25.5937,26.0666,25.467,25.8472,23138.0
2020-10-21,25.7985,26.208,25.5889,25.9155,18497.0
2020-10-22,25.8472,27.0757,25.545,26.7832,41393.0
2020-10-23,26.8515,27.3,26.8515,27.2122,25374.0
2020-10-24,26.8515,27.3,26.8515,27.2122,25374.0
2020-10-25,26.8515,27.3,26.8515,27.2122,25374.0
2020-10-26,26.598,27.027,26.5882,26.9636,38832.0
2020-10-27,26.7637,27.3,26.13,26.8807,58339.0
2020-10-28,26.1787,27.0075,25.5937,26.559,57270.0
2020-10-29,27.2902,27.2902,25.818,26.715,44000.0
2020-10-30,26.6857,27.7192,26.6857,27.5925,62809.0
2020-10-31,26.6857,27.7192,26.6857,27.5925,62809.0
2020-11-01,26.6857,27.7192,26.6857,27.5925,62809.0
2020-11-02,28.002,28.5577,27.651,28.392,45635.0
2020-11-03,28.8015,29.25,28.5675,29.0452,46828.0
2020-11-04,28.4212,28.5236,26.3152,26.6565,41998.0
2020-11-05,26.6467,27.8752,26.5785,27.5632,27139.0
2020-11-06,27.9045,27.9045,26.9076,27.0562,28151.0
2020-11-07,27.9045,27.9045,26.9076,27.0562,28151.0
2020-11-08,27.9045,27.9045,26.9076,27.0562,28151.0
2020-11-09,29.25,32.2179,28.4017,30.1567,173548.0
2020-11-10,30.615,32.1261,30.1762,31.6192,94715.0
2020-11-11,31.1512,31.1512,29.6692,30.4882,45355.0
2020-11-12,29.8837,30.0495,28.6894,29.3182,56482.0
2020-11-13,29.6107,30.3615,29.6107,30.0495,35574.0
2020-11-14,29.6107,30.3615,29.6107,30.0495,35574.0
2020-11-15,29.6107,30.3615,29.6107,30.0495,35574.0
2020-11-16,30.8685,31.4632,30.8002,31.4145,42289.0
2020-11-17,30.9465,31.5266,29.952,31.3267,41860.0
2020-11-18,32.0726,32.0726,30.5272,30.6735,25824.0
2020-11-19,30.693,30.927,30.0007,30.8295,30745.0
2020-11-20,30.3322,30.8295,29.7862,30.654,42374.0
2020-11-21,30.3322,30.8295,29.7862,30.654,42374.0
2020-11-22,30.3322,30.8295,29.7862,30.654,42374.0
2020-11-23,31.1317,31.1317,30.2591,30.8977,41155.0
2020-11-24,31.5412,32.8823,31.2975,32.3895,60301.0
2020-11-25,31.8727,32.5845,30.9075,31.9897,60842.0
2020-11-26,31.8727,32.5845,30.9075,31.9897,60842.0
2020-11-27,32.0386,32.5472,31.5594,31.6866,48509.0
2020-11-28,32.0386,32.5472,31.5594,31.6866,48509.0
2020-11-29,32.0386,32.5472,31.5594,31.6866,48509.0
2020-11-30,31.2954,32.1658,30.7575,30.9629,83465.0
2020-12-01,31.5594,32.5325,31.5594,31.8919,62690.0
2020-12-02,31.7648,32.9971,31.7648,32.6645,58415.0
2020-12-03,32.557,33.2513,32.4787,32.7428,51344.0
2020-12-04,33.0655,33.6816,33.0655,33.4665,69564.0
2020-12-05,33.0655,33.6816,33.0655,33.4665,69564.0
2020-12-06,33.0655,33.6816,33.0655,33.4665,69564.0
2020-12-07,33.1046,33.3785,32.9384,33.2318,55752.0
2020-12-08,32.9286,34.2,32.9286,33.8479,70416.0
2020-12-09,34.1511,34.2391,33.2513,33.3687,80818.0
2020-12-10,33.1046,33.7794,32.7428,33.5643,44942.0
2020-12-11,33.1144,34.112,33.1144,33.4958,55342.0
2020-12-12,33.1144,34.112,33.1144,33.4958,55342.0
2020-12-13,33.1144,34.112,33.1144,33.4958,55342.0
2020-12-14,33.9457,34.2293,33.4665,33.5741,77964.0
2020-12-15,34.0142,34.5716,33.6719,34.2195,81064.0
2020-12-16,34.5325,34.5325,33.2171,33.4372,113311.0
2020-12-17,33.2513,34.0239,32.6808,33.5936,82707.0
2020-12-18,33.8283,34.1315,32.4103,32.4103,279469.0
2020-12-19,33.8283,34.1315,32.4103,32.4103,279469.0
2020-12-20,33.8283,34.1315,32.4103,32.4103,279469.0
2020-12-21,32.1951,33.2905,32.1951,32.645,85504.0
2020-12-22,32.8406,32.8601,31.8039,31.9017,62510.0
2020-12-23,32.068,33.0851,32.068,32.9775,68880.0
2020-12-24,32.9873,33.2611,32.5668,33.0949,38342.0
2020-12-25,32.9873,33.2611,32.5668,33.0949,38342.0
2020-12-26,32.9873,33.2611,32.5668,33.0949,38342.0
2020-12-27,32.9873,33.2611,32.5668,33.0949,38342.0
2020-12-28,33.3198,33.8968,32.7477,33.1535,104130.0
2020-12-29,33.3002,33.3296,32.332,32.7721,68344.0
2020-12-30,32.6841,33.4958,32.5668,33.0264,62557.0
2020-12-31,33.1242,33.5936,32.8308,33.3785,60528.0
2021-01-01,33.1242,33.5936,32.8308,33.3785,60528.0
2021-01-02,33.1242,33.5936,32.8308,33.3785,60528.0
2021-01-03,33.1242,33.5936,32.8308,33.3785,60528.0
2021-01-04,33.6425,33.7892,32.5912,33.2122,75413.0
2021-01-05,32.733,34.1511,32.733,33.5936,95303.0
2021-01-06,34.9579,36.8503,33.7403,36.0777,193930.0
2021-01-07,36.5569,36.997,36.3809,36.6156,59719.0
2021-01-08,36.2831,36.4885,35.1486,35.5496,57445.0
2021-01-09,36.2831,36.4885,35.1486,35.5496,57445.0
2021-01-10,36.2831,36.4885,35.1486,35.5496,57445.0
2021-01-11,34.9237,36.0288,34.9237,35.8136,55448.0
2021-01-12,35.9995,36.6449,35.8528,36.4982,68120.0
2021-01-13,36.1951,36.1951,35.0606,35.2171,190337.0
2021-01-14,35.6376,36.6645,35.3149,36.0484,92958.0
2021-01-15,35.5398,35.9701,35.1975,35.6767,62614.0
2021-01-16,35.5398,35.9701,35.1975,35.6767,62614.0
2021-01-17,35.5398,35.9701,35.1975,35.6767,62614.0
2021-01-18,35.5398,35.9701,35.1975,35.6767,62614.0
2021-01-19,36.107,36.107,35.5496,35.9506,58832.0
2021-01-20,35.9897,36.0973,35.3051,35.618,70394.0
2021-01-21,35.7158,35.7158,34.9628,35.1193,91412.0
2021-01-22,34.601,35.8234,33.7159,35.6669,98618.0
2021-01-23,34.601,35.8234,33.7159,35.6669,98618.0
2021-01-24,34.601,35.8234,33.7159,35.6669,98618.0
2021-01-25,35.266,36.0875,31.7355,35.9212,75725.0
2021-01-26,36.0581,36.0581,35.2562,35.266,37066.0
2021-01-27,34.288,34.8357,33.8381,34.112,82226.0
2021-01-28,36.0973,36.0973,33.1438,34.9335,91283.0
2021-01-29,35.2269,35.4616,33.9457,34.4054,94419.0
2021-01-30,35.2269,35.4616,33.9457,34.4054,94419.0
2021-01-31,35.2269,35.4616,33.9457,34.4054,94419.0
2021-02-01,34.4445,34.9139,33.7697,34.7574,89081.0
2021-02-02,35.1975,35.5007,33.9604,35.5007,70728.0
2021-02-03,35.266,35.7452,35.0215,35.5203,43287.0
2021-02-04,35.8039,36.5031,35.6963,36.3222,53171.0
2021-02-05,36.4298,36.4298,35.4469,35.9995,32877.0
2021-02-06,36.4298,36.4298,35.4469,35.9995,32877.0
2021-02-07,36.4298,36.4298,35.4469,35.9995,32877.0
2021-02-08,36.2635,36.684,36.1462,36.684,66435.0
2021-02-09,36.3222,36.8307,35.8332,36.6254,77198.0
2021-02-10,36.8992,37.0655,36.3564,36.4004,51803.0
2021-02-11,36.4689,36.8405,35.6963,35.843,45324.0
2021-02-12,35.6474,36.2831,35.4811,35.755,32654.0
2021-02-13,35.6474,36.2831,35.4811,35.755,32654.0
2021-02-14,35.6474,36.2831,35.4811,35.755,32654.0
2021-02-15,35.6474,36.2831,35.4811,35.755,32654.0
2021-02-16,36.0484,36.2048,35.398,35.843,39313.0
2021-02-17,36.1559,36.4493,35.5692,35.9897,33823.0
2021-02-18,35.6278,35.9995,35.2513,35.2953,29521.0
2021-02-19,35.442,36.4298,35.442,36.2929,44011.0
2021-02-20,35.442,36.4298,35.442,36.2929,44011.0
2021-02-21,35.442,36.4298,35.442,36.2929,44011.0
2021-02-22,36.1364,37.1633,35.9897,36.8796,53136.0
2021-02-23,36.9383,37.975,36.1951,37.2904,118018.0
2021-02-24,37.6229,38.8648,37.6229,38.0532,101206.0
2021-02-25,38.2789,38.9165,37.2586,37.3959,107141.0
2021-02-26,36.9153,37.5627,36.4149,36.9349,77058.0
2021-02-27,36.9153,37.5627,36.4149,36.9349,77058.0
2021-02-28,36.9153,37.5627,36.4149,36.9349,77058.0
2021-03-01,37.7687,38.2592,37.2213,38.014,92781.0
2021-03-02,37.857,38.014,37.4058,37.6608,34498.0
2021-03-03,38.0042,39.3383,38.0042,38.2592,157414.0
2021-03-04,38.5732,39.6827,37.7834,38.3966,133756.0
2021-03-05,38.3279,39.25,38.1955,38.9361,162603.0
2021-03-06,38.3279,39.25,38.1955,38.9361,162603.0
2021-03-07,38.3279,39.25,38.1955,38.9361,162603.0
2021-03-08,39.3972,41.0257,38.0827,40.3782,129142.0
2021-03-09,40.1526,41.1238,39.2746,40.2605,106511.0
2021-03-10,40.3782,41.4671,40.3782,41.0453,81280.0
2021-03-11,41.2022,41.6928,40.5057,40.7117,149957.0
2021-03-12,41.1924,42.5168,41.1434,41.9674,119028.0
2021-03-13,41.1924,42.5168,41.1434,41.9674,119028.0
2021-03-14,41.1924,42.5168,41.1434,41.9674,119028.0
2021-03-15,42.1538,42.1538,40.6725,41.3102,70054.0
