,ABTX US Equity,ABTX US Equity,ABTX US Equity,ABTX US Equity,ABTX US Equity
2021-03-16,41.0355,41.0355,39.8387,40.7019,45167.0
2021-03-17,40.7117,41.1826,40.0349,40.4959,59823.0
2021-03-18,40.7706,42.0655,39.8239,40.9178,64323.0
2021-03-19,40.0937,42.1048,39.8485,41.9576,332578.0
2021-03-20,40.0937,42.1048,39.8485,41.9576,332578.0
2021-03-21,40.0937,42.1048,39.8485,41.9576,332578.0
2021-03-22,41.5064,41.5064,39.6443,40.2507,55534.0
2021-03-23,39.8779,40.3733,38.7301,38.9459,50899.0
2021-03-24,39.358,40.5057,38.6271,38.8086,56809.0
2021-03-25,39.0244,40.7706,37.8085,39.7994,62952.0
2021-03-26,40.2409,40.9962,39.9171,40.8393,54982.0
2021-03-27,40.2409,40.9962,39.9171,40.8393,54982.0
2021-03-28,40.2409,40.9962,39.9171,40.8393,54982.0
2021-03-29,40.2507,40.9079,39.4462,39.613,47753.0
2021-03-30,40.0447,41.9871,39.77,40.1428,83615.0
2021-03-31,40.2016,40.7117,39.098,39.77,106603.0
2021-04-01,39.5934,40.128,39.1421,40.1133,37517.0
2021-04-02,39.5934,40.128,39.1421,40.1133,37517.0
2021-04-03,39.5934,40.128,39.1421,40.1133,37517.0
2021-04-04,39.5934,40.128,39.1421,40.1133,37517.0
2021-04-05,40.5842,41.163,39.7798,40.3684,56746.0
2021-04-06,40.2409,40.5204,39.5591,39.9662,39243.0
2021-04-07,39.9662,39.9662,38.8675,39.2991,56661.0
2021-04-08,39.5443,39.8583,38.9557,39.613,42600.0
2021-04-09,39.6032,39.8387,39.0342,39.5247,45422.0
2021-04-10,39.6032,39.8387,39.0342,39.5247,45422.0
2021-04-11,39.6032,39.8387,39.0342,39.5247,45422.0
2021-04-12,39.7798,40.1918,38.5339,40.0054,48166.0
2021-04-13,39.6915,39.8288,38.8184,38.8184,26481.0
2021-04-14,38.7497,40.0545,38.7497,39.4659,33292.0
2021-04-15,39.6915,39.6915,38.7497,39.4659,22149.0
2021-04-16,40.1133,40.2114,39.3481,39.7013,52033.0
2021-04-17,40.1133,40.2114,39.3481,39.7013,52033.0
2021-04-18,40.1133,40.2114,39.3481,39.7013,52033.0
2021-04-19,39.7602,40.025,38.9361,39.4757,39442.0
2021-04-20,39.1912,39.4855,37.5431,37.9944,51398.0
2021-04-21,37.9551,40.2114,37.808,38.8478,44266.0
2021-04-22,39.0244,39.1029,38.0827,38.0827,37589.0
2021-04-23,38.2396,40.1575,38.2396,39.9368,75266.0
2021-04-24,38.2396,40.1575,38.2396,39.9368,75266.0
2021-04-25,38.2396,40.1575,38.2396,39.9368,75266.0
2021-04-26,40.0643,40.3586,39.5934,39.8387,35557.0
2021-04-27,40.0839,40.7902,39.2177,39.9073,39339.0
2021-04-28,40.0152,40.2212,39.1569,39.4757,26322.0
2021-04-29,39.5443,40.3586,38.9773,39.8387,49728.0
2021-04-30,39.6621,40.0349,38.4456,38.8478,97322.0
2021-05-01,39.6621,40.0349,38.4456,38.8478,97322.0
2021-05-02,39.6621,40.0349,38.4456,38.8478,97322.0
2021-05-03,39.3383,40.2212,39.1912,40.1624,134917.0
2021-05-04,40.0741,40.4076,39.4266,40.1035,56506.0
2021-05-05,40.133,40.4371,39.6201,40.0937,38926.0
2021-05-06,40.0643,40.2212,39.5885,40.2212,59739.0
2021-05-07,39.9269,40.1918,39.8288,40.1035,22352.0
2021-05-08,39.9269,40.1918,39.8288,40.1035,22352.0
2021-05-09,39.9269,40.1918,39.8288,40.1035,22352.0
2021-05-10,40.2212,40.5705,39.5247,39.7209,53528.0
2021-05-11,39.1716,40.0447,38.8675,38.9754,21988.0
2021-05-12,39.1519,39.2991,37.9061,38.1709,40117.0
2021-05-13,38.2592,40.1722,38.2592,39.7602,40962.0
2021-05-14,40.0152,40.2212,39.7013,40.2016,26173.0
2021-05-15,40.0152,40.2212,39.7013,40.2016,26173.0
2021-05-16,40.0152,40.2212,39.7013,40.2016,26173.0
2021-05-17,39.976,40.2703,39.7896,40.2212,104112.0
2021-05-18,40.1035,40.3684,39.3285,39.4757,20803.0
2021-05-19,38.9656,39.6915,38.5241,39.3678,66221.0
2021-05-20,39.2402,39.7406,38.9361,39.6719,24847.0
2021-05-21,40.0447,40.4469,39.8485,40.339,48482.0
2021-05-22,40.0447,40.4469,39.8485,40.339,48482.0
2021-05-23,40.0447,40.4469,39.8485,40.339,48482.0
2021-05-24,40.1526,40.4567,39.3138,39.6817,38635.0
2021-05-25,39.7896,39.7896,38.269,38.269,50398.0
2021-05-26,38.6124,39.3972,38.1121,39.1618,44909.0
2021-05-27,39.7423,40.3129,39.3979,39.9292,37984.0
2021-05-28,40.0572,40.0572,39.3389,39.9096,20322.0
2021-05-29,40.0572,40.0572,39.3389,39.9096,20322.0
2021-05-30,40.0572,40.0572,39.3389,39.9096,20322.0
2021-05-31,40.0572,40.0572,39.3389,39.9096,20322.0
2021-06-01,40.0178,40.5787,39.9588,40.2933,67920.0
2021-06-02,40.5295,40.559,39.6685,39.9096,112549.0
2021-06-03,38.2762,39.9292,38.2762,39.8407,31927.0
2021-06-04,39.7915,40.1851,39.3684,40.0276,35643.0
2021-06-05,39.7915,40.1851,39.3684,40.0276,35643.0
2021-06-06,39.7915,40.1851,39.3684,40.0276,35643.0
2021-06-07,40.5393,41.1297,40.3524,41.0116,54987.0
2021-06-08,40.7951,41.4642,40.4409,41.3265,58087.0
2021-06-09,41.1592,41.4741,40.4834,40.8739,76338.0
2021-06-10,41.1592,41.4544,40.4606,40.5491,43649.0
2021-06-11,40.5491,41.0214,40.2244,40.4507,41101.0
2021-06-12,40.5491,41.0214,40.2244,40.4507,41101.0
2021-06-13,40.5491,41.0214,40.2244,40.4507,41101.0
2021-06-14,40.3819,40.7263,39.4717,39.8505,51539.0
2021-06-15,40.0473,40.3917,39.5553,40.1654,35776.0
2021-06-16,39.8505,41.051,39.6931,40.9526,41278.0
2021-06-17,40.6869,40.6869,39.3684,39.4963,68799.0
2021-06-18,38.7878,39.3881,37.7645,37.8728,184106.0
2021-06-19,38.7878,39.3881,37.7645,37.8728,184106.0
2021-06-20,38.7878,39.3881,37.7645,37.8728,184106.0
2021-06-21,38.2368,39.4471,37.9023,39.2306,62780.0
2021-06-22,39.1618,39.3585,38.1778,38.8764,32377.0
2021-06-23,38.7288,39.1667,38.5222,38.6304,89803.0
2021-06-24,38.6501,39.3585,38.5615,39.3094,36092.0
2021-06-25,39.3585,40.126,39.0535,39.2897,172905.0
2021-06-26,39.3585,40.126,39.0535,39.2897,172905.0
2021-06-27,39.3585,40.126,39.0535,39.2897,172905.0
2021-06-28,39.3094,39.3094,38.2565,38.4435,43092.0
2021-06-29,38.8272,38.8272,38.0499,38.1089,24603.0
2021-06-30,37.8137,38.473,37.735,37.8236,39448.0
2021-07-01,37.8236,38.5419,37.8236,38.4336,26441.0
2021-07-02,38.1286,38.227,37.5087,37.5481,37825.0
2021-07-03,38.1286,38.227,37.5087,37.5481,37825.0
2021-07-04,38.1286,38.227,37.5087,37.5481,37825.0
2021-07-05,38.1286,38.227,37.5087,37.5481,37825.0
2021-07-06,37.3808,37.3808,35.9836,36.4854,32647.0
2021-07-07,36.1705,36.9183,35.8753,36.141,67887.0
2021-07-08,35.2259,36.0426,34.9504,35.7474,90585.0
2021-07-09,36.3771,36.7117,35.0783,36.7018,63952.0
2021-07-10,36.3771,36.7117,35.0783,36.7018,63952.0
2021-07-11,36.3771,36.7117,35.0783,36.7018,63952.0
2021-07-12,36.3083,37.3414,35.9147,37.0364,70087.0
2021-07-13,37.0069,37.6907,35.7868,35.9639,48040.0
2021-07-14,36.2197,36.2197,35.5113,35.6195,26668.0
2021-07-15,35.3735,36.1508,35.1275,36.0229,35815.0
2021-07-16,36.3575,36.4362,35.0881,35.2259,37968.0
2021-07-17,36.3575,36.4362,35.0881,35.2259,37968.0
2021-07-18,36.3575,36.4362,35.0881,35.2259,37968.0
2021-07-19,34.2715,34.7044,33.75,34.2026,61422.0
2021-07-20,34.2026,35.8753,34.2026,34.6355,68674.0
2021-07-21,35.1472,35.5604,34.9183,35.4227,31849.0
2021-07-22,35.1669,35.1669,34.1731,34.3895,42638.0
2021-07-23,34.6454,35.098,34.5765,34.7634,37132.0
2021-07-24,34.6454,35.098,34.5765,34.7634,37132.0
2021-07-25,34.6454,35.098,34.5765,34.7634,37132.0
2021-07-26,34.8323,35.2554,34.8126,35.098,25262.0
2021-07-27,34.7536,35.6293,34.6158,34.9799,31190.0
2021-07-28,35.1275,35.6687,34.2836,35.4817,38810.0
2021-07-29,35.7572,36.0819,35.4916,35.7572,23628.0
2021-07-30,35.9245,36.0918,35.5703,35.8852,47880.0
2021-07-31,35.9245,36.0918,35.5703,35.8852,47880.0
2021-08-01,35.9245,36.0918,35.5703,35.8852,47880.0
2021-08-02,36.2099,36.7215,34.9701,35.1177,59074.0
2021-08-03,35.3932,36.1115,35.0783,36.1016,104409.0
2021-08-04,35.5703,36.0819,35.2244,35.9344,49900.0
2021-08-05,36.1607,36.3673,36.0328,36.2099,24784.0
2021-08-06,36.7609,37.6661,36.6713,37.489,36102.0
2021-08-07,36.7609,37.6661,36.6713,37.489,36102.0
2021-08-08,36.7609,37.6661,36.6713,37.489,36102.0
2021-08-09,37.2332,37.8432,36.9383,37.2824,49785.0
2021-08-10,37.5579,37.5677,36.9282,37.3906,76359.0
2021-08-11,37.6071,37.6071,36.8986,37.4693,35403.0
2021-08-12,37.4693,37.4693,36.8003,36.8593,65998.0
2021-08-13,37.0167,37.2283,36.2886,36.4067,32686.0
2021-08-14,37.0167,37.2283,36.2886,36.4067,32686.0
2021-08-15,37.0167,37.2283,36.2886,36.4067,32686.0
2021-08-16,35.9737,36.9577,35.9737,36.7855,59942.0
2021-08-17,36.5739,36.9774,36.0525,36.4067,44084.0
2021-08-18,36.4067,36.938,36.0426,36.1705,35683.0
2021-08-19,35.7572,37.0561,35.4817,36.1311,122611.0
2021-08-20,36.0426,36.997,35.7572,36.8986,67904.0
2021-08-21,36.0426,36.997,35.7572,36.8986,67904.0
2021-08-22,36.0426,36.997,35.7572,36.8986,67904.0
2021-08-23,37.0069,37.4497,36.5247,37.125,58793.0
2021-08-24,37.2332,37.6563,37.1446,37.6465,73791.0
2021-08-25,37.6858,38.9945,36.8494,37.0069,60239.0
2021-08-26,37.0659,37.0659,36.2591,36.2984,59590.0
2021-08-27,36.5247,37.5185,36.5247,37.2332,63626.0
2021-08-28,36.5247,37.5185,36.5247,37.2332,63626.0
2021-08-29,36.5247,37.5185,36.5247,37.2332,63626.0
2021-08-30,37.4701,37.4701,36.404,36.5027,42183.0
2021-08-31,36.3645,36.9864,36.3645,36.6903,38588.0
2021-09-01,36.6409,36.6409,35.9894,36.3744,37391.0
2021-09-02,36.2856,36.8087,36.1276,36.1276,31270.0
2021-09-03,36.1869,36.2856,35.4465,35.7624,63674.0
2021-09-04,36.1869,36.2856,35.4465,35.7624,63674.0
2021-09-05,36.1869,36.2856,35.4465,35.7624,63674.0
2021-09-06,36.1869,36.2856,35.4465,35.7624,63674.0
2021-09-07,35.9302,36.2066,35.6538,35.6538,31433.0
2021-09-08,35.5847,35.7427,34.9727,35.0714,29770.0
2021-09-09,35.1208,35.486,34.7654,34.7753,32979.0
2021-09-10,35.032,35.644,34.4101,34.7457,50277.0
2021-09-11,35.032,35.644,34.4101,34.7457,50277.0
2021-09-12,35.032,35.644,34.4101,34.7457,50277.0
2021-09-13,35.1405,35.2491,34.7408,35.1109,49882.0
2021-09-14,35.2294,35.2294,33.9462,34.1238,40901.0
2021-09-15,34.3114,34.7358,34.114,34.5187,45509.0
2021-09-16,34.6371,35.0517,34.3954,34.8642,68940.0
2021-09-17,34.8938,36.2362,34.262,36.1375,233984.0
2021-09-18,34.8938,36.2362,34.262,36.1375,233984.0
2021-09-19,34.8938,36.2362,34.262,36.1375,233984.0
2021-09-20,35.2392,35.3876,34.6766,35.2491,77747.0
2021-09-21,35.259,35.6213,34.5878,34.6075,64767.0
2021-09-22,34.9431,35.8759,34.3607,35.2294,52888.0
2021-09-23,35.6538,36.7298,35.6538,36.3645,49010.0
2021-09-24,36.3448,37.1048,36.3448,36.8087,32580.0
2021-09-25,36.3448,37.1048,36.3448,36.8087,32580.0
2021-09-26,36.3448,37.1048,36.3448,36.8087,32580.0
2021-09-27,37.0654,38.4374,35.5255,38.0031,49195.0
2021-09-28,38.161,38.161,37.2825,37.5589,46698.0
2021-09-29,37.5194,39.237,37.174,38.1512,48606.0
2021-09-30,38.2203,39.4344,37.6181,37.6576,36014.0
2021-10-01,37.6971,39.0889,37.6971,38.6546,46724.0
2021-10-02,37.6971,39.0889,37.6971,38.6546,46724.0
2021-10-03,37.6971,39.0889,37.6971,38.6546,46724.0
2021-10-04,38.7138,38.773,38.1216,38.3683,48289.0
2021-10-05,38.24,38.7237,37.934,38.2795,109808.0
2021-10-06,38.1117,38.4917,37.5293,38.1314,23746.0
2021-10-07,38.8125,38.8125,38.0722,38.4967,35954.0
2021-10-08,38.4276,39.0906,38.2301,38.546,18711.0
2021-10-09,38.4276,39.0906,38.2301,38.546,18711.0
2021-10-10,38.4276,39.0906,38.2301,38.546,18711.0
2021-10-11,38.7533,38.8125,38.0031,38.0426,18765.0
2021-10-12,37.9143,38.161,37.8254,38.0229,15075.0
2021-10-13,37.9439,38.2894,37.1542,37.6872,34098.0
2021-10-14,38.1413,38.1413,37.6872,38.0623,39513.0
2021-10-15,38.5065,39.2172,37.628,37.9439,60617.0
2021-10-16,38.5065,39.2172,37.628,37.9439,60617.0
2021-10-17,38.5065,39.2172,37.628,37.9439,60617.0
2021-10-18,37.6675,38.2301,37.6675,37.7761,30428.0
2021-10-19,37.8156,37.8304,37.4207,37.7761,19318.0
2021-10-20,37.628,38.4967,37.3566,38.4276,26223.0
2021-10-21,38.3683,38.931,38.1808,38.7928,43170.0
2021-10-22,38.7928,39.6121,38.7928,39.6022,58696.0
2021-10-23,38.7928,39.6121,38.7928,39.6022,58696.0
2021-10-24,38.7928,39.6121,38.7928,39.6022,58696.0
2021-10-25,39.6318,39.8194,39.237,39.6713,32524.0
2021-10-26,39.5035,39.9576,39.1939,39.6614,51810.0
2021-10-27,39.4838,39.7108,39.1383,39.1778,42158.0
2021-10-28,38.7632,40.1797,36.5817,38.161,57652.0
2021-10-29,38.4868,39.0988,38.3091,38.6645,41825.0
2021-10-30,38.4868,39.0988,38.3091,38.6645,41825.0
2021-10-31,38.4868,39.0988,38.3091,38.6645,41825.0
2021-11-01,38.7928,39.5183,38.5905,39.3159,72871.0
2021-11-02,39.2765,39.3258,38.6052,38.7138,29893.0
2021-11-03,38.6941,39.6071,38.625,39.5331,65817.0
2021-11-04,39.4245,39.4245,38.5164,39.2271,44877.0
2021-11-05,39.5627,40.5202,39.4838,39.7305,94322.0
2021-11-06,39.5627,40.5202,39.4838,39.7305,94322.0
2021-11-07,39.5627,40.5202,39.4838,39.7305,94322.0
2021-11-08,40.6387,42.8004,40.4708,42.4944,213612.0
2021-11-09,42.3266,42.8201,41.8972,42.2476,184943.0
2021-11-10,42.4154,42.524,41.5566,41.833,93848.0
2021-11-11,41.9515,42.6523,41.073,41.1717,81566.0
2021-11-12,41.4283,41.8528,40.5498,41.7639,153602.0
2021-11-13,41.4283,41.8528,40.5498,41.7639,153602.0
2021-11-14,41.4283,41.8528,40.5498,41.7639,153602.0
2021-11-15,42.0008,42.7412,41.4579,42.5339,126451.0
2021-11-16,42.445,43.7283,42.1588,43.1755,136702.0
2021-11-17,42.83,43.8023,42.0502,43.669,114814.0
2021-11-18,43.3729,43.9948,43.1261,43.4519,125174.0
2021-11-19,42.9781,43.8566,42.7609,43.3532,54790.0
2021-11-20,42.9781,43.8566,42.7609,43.3532,54790.0
2021-11-21,42.9781,43.8566,42.7609,43.3532,54790.0
2021-11-22,43.7677,45.0312,43.1804,43.7579,111525.0
2021-11-23,44.1132,44.9424,43.9158,44.745,93677.0
2021-11-24,44.4587,45.3175,43.8467,44.1034,63599.0
2021-11-25,44.4587,45.3175,43.8467,44.1034,63599.0
2021-11-26,42.7708,43.669,41.4579,42.2575,59078.0
2021-11-27,42.7708,43.669,41.4579,42.2575,59078.0
2021-11-28,42.7708,43.669,41.4579,42.2575,59078.0
2021-11-29,42.5643,42.5643,40.8222,41.2082,116878.0
2021-11-30,40.8222,42.1337,39.9115,40.0204,94768.0
2021-12-01,40.7727,41.4161,39.0602,39.3572,98459.0
2021-12-02,39.4859,41.8402,39.4859,40.8222,91713.0
2021-12-03,40.7232,41.4161,39.9907,40.0996,59834.0
2021-12-04,40.7232,41.4161,39.9907,40.0996,59834.0
2021-12-05,40.7232,41.4161,39.9907,40.0996,59834.0
2021-12-06,40.7034,41.4854,40.545,40.6242,79338.0
2021-12-07,41.0201,41.6042,40.0798,40.1491,48907.0
2021-12-08,40.347,40.7232,40.0006,40.4163,42140.0
2021-12-09,40.0501,40.4361,39.8917,40.159,36456.0
2021-12-10,40.4064,41.0523,39.8125,39.9808,44184.0
2021-12-11,40.4064,41.0523,39.8125,39.9808,44184.0
2021-12-12,40.4064,41.0523,39.8125,39.9808,44184.0
2021-12-13,39.8125,40.9509,39.4215,40.347,52015.0
2021-12-14,40.4361,41.5151,39.9709,39.9808,44267.0
2021-12-15,40.2184,40.8321,38.8424,38.9018,166186.0
2021-12-16,39.5749,40.5054,39.3572,39.6046,82377.0
2021-12-17,39.7927,41.1092,38.3722,40.4262,351136.0
2021-12-18,39.7927,41.1092,38.3722,40.4262,351136.0
2021-12-19,39.7927,41.1092,38.3722,40.4262,351136.0
2021-12-20,39.7729,39.8224,38.8311,39.5155,74084.0
2021-12-21,39.8719,41.1191,39.372,40.8717,74338.0
2021-12-22,40.6638,41.4062,40.6638,41.2676,33764.0
2021-12-23,41.4161,41.812,41.3963,41.4953,33771.0
2021-12-24,41.4161,41.812,41.3963,41.4953,33771.0
2021-12-25,41.4161,41.812,41.3963,41.4953,33771.0
2021-12-26,41.4161,41.812,41.3963,41.4953,33771.0
2021-12-27,41.4557,42.307,41.3155,42.2278,36000.0
2021-12-28,41.7428,42.4505,41.7428,42.406,36463.0
2021-12-29,42.3763,42.6633,41.6735,42.6435,31302.0
2021-12-30,42.5841,43.188,42.2773,42.9702,44511.0
2021-12-31,42.4654,43.2375,41.7032,41.7823,77267.0
2022-01-01,42.4654,43.2375,41.7032,41.7823,77267.0
2022-01-02,42.4654,43.2375,41.7032,41.7823,77267.0
2022-01-03,42.307,43.772,42.307,43.5839,37602.0
2022-01-04,43.5542,44.064,42.8118,43.0692,75847.0
2022-01-05,43.1187,43.5542,42.6188,42.9405,37594.0
2022-01-06,43.4057,44.5441,43.2078,44.2966,30238.0
2022-01-07,44.356,44.7025,43.2968,43.5245,76379.0
2022-01-08,44.356,44.7025,43.2968,43.5245,76379.0
2022-01-09,44.356,44.7025,43.2968,43.5245,76379.0
2022-01-10,43.6829,44.0986,43.2869,43.5146,28033.0
2022-01-11,43.6829,43.772,43.188,43.4057,32833.0
2022-01-12,43.5641,43.7522,42.9553,43.376,49284.0
2022-01-13,43.0395,44.4946,43.0395,44.2273,42335.0
2022-01-14,43.6829,44.8509,43.6829,44.5441,54941.0
2022-01-15,43.6829,44.8509,43.6829,44.5441,54941.0
2022-01-16,43.6829,44.8509,43.6829,44.5441,54941.0
2022-01-17,43.6829,44.8509,43.6829,44.5441,54941.0
2022-01-18,44.5045,44.7322,44.2867,44.3857,46104.0
2022-01-19,44.5441,44.7124,43.7918,44.2966,62751.0
2022-01-20,44.1085,44.6332,43.0543,43.3463,107876.0
2022-01-21,43.0593,44.4847,43.0593,43.3859,94755.0
2022-01-22,43.0593,44.4847,43.0593,43.3859,94755.0
2022-01-23,43.0593,44.4847,43.0593,43.3859,94755.0
2022-01-24,42.8118,44.9796,42.8118,44.6629,65741.0
2022-01-25,44.2768,45.3459,42.8811,44.8806,44843.0
2022-01-26,45.039,45.4746,43.188,44.0194,64193.0
2022-01-27,44.0887,44.94,42.9108,43.277,68389.0
2022-01-28,42.0793,43.3067,40.5351,42.4159,103868.0
2022-01-29,42.0793,43.3067,40.5351,42.4159,103868.0
2022-01-30,42.0793,43.3067,40.5351,42.4159,103868.0
2022-01-31,42.5049,43.8908,42.2674,43.5839,58097.0
2022-02-01,43.3364,43.3364,42.4555,42.7128,50934.0
2022-02-02,42.7029,42.7029,41.525,41.8318,56908.0
2022-02-03,41.8813,42.4555,41.4656,41.4656,71371.0
2022-02-04,41.7032,42.208,41.3864,42.0991,52638.0
2022-02-05,41.7032,42.208,41.3864,42.0991,52638.0
2022-02-06,41.7032,42.208,41.3864,42.0991,52638.0
2022-02-07,42.0397,42.3565,41.2082,42.2179,56981.0
2022-02-08,42.4109,43.4156,42.3169,43.1583,62630.0
2022-02-09,43.277,43.277,41.8516,42.0199,41871.0
2022-02-10,42.2674,42.3466,41.3963,42.0496,89207.0
2022-02-11,41.9011,42.6534,41.6735,42.2179,44931.0
2022-02-12,41.9011,42.6534,41.6735,42.2179,44931.0
2022-02-13,41.9011,42.6534,41.6735,42.2179,44931.0
2022-02-14,42.4753,42.6633,41.6042,41.6042,55437.0
2022-02-15,42.1585,42.4852,41.7131,42.2476,43537.0
2022-02-16,41.9506,42.6138,41.9011,42.4258,57258.0
2022-02-17,42.3169,42.3169,41.3913,41.7625,47532.0
2022-02-18,41.5349,42.8811,41.5349,42.8019,80714.0
2022-02-19,41.5349,42.8811,41.5349,42.8019,80714.0
2022-02-20,41.5349,42.8811,41.5349,42.8019,80714.0
2022-02-21,41.5349,42.8811,41.5349,42.8019,80714.0
2022-02-22,42.4456,42.8811,42.1288,42.4555,47424.0
2022-02-23,42.6732,42.891,42.2179,42.3367,41738.0
2022-02-24,41.3864,41.5646,40.644,41.5547,67642.0
2022-02-25,41.8725,43.0047,41.7136,42.8657,32503.0
2022-02-26,41.8725,43.0047,41.7136,42.8657,32503.0
2022-02-27,41.8725,43.0047,41.7136,42.8657,32503.0
2022-02-28,42.2996,42.6968,42.2996,42.5578,61208.0
2022-03-01,42.4585,42.6571,41.1375,41.7831,82231.0
2022-03-02,42.0413,43.6304,42.0413,43.3722,83726.0
2022-03-03,43.6304,44.3356,42.8557,44.2164,87967.0
2022-03-04,43.5708,44.4008,43.2332,43.3325,47457.0
2022-03-05,43.5708,44.4008,43.2332,43.3325,47457.0
2022-03-06,43.5708,44.4008,43.2332,43.3325,47457.0
2022-03-07,43.2927,43.6006,42.3989,42.5081,83052.0
2022-03-08,42.6472,43.69,42.6372,42.6968,87255.0
2022-03-09,43.5212,43.7198,43.0444,43.3523,39541.0
2022-03-10,42.8359,43.9284,42.8359,43.9184,73924.0
2022-03-11,44.0575,44.5739,43.9582,44.2065,53543.0
2022-03-12,44.0575,44.5739,43.9582,44.2065,53543.0
2022-03-13,44.0575,44.5739,43.9582,44.2065,53543.0
2022-03-14,44.5739,44.9514,43.8688,44.3356,56134.0
2022-03-15,44.4349,44.4895,43.7148,44.276,54368.0
2022-03-16,44.6236,44.9414,44.1568,44.7527,106230.0
2022-03-17,44.4548,44.6037,43.7099,44.0575,65696.0
2022-03-18,43.8191,44.0972,43.0842,43.9482,119704.0
2022-03-19,43.8191,44.0972,43.0842,43.9482,119704.0
2022-03-20,43.8191,44.0972,43.0842,43.9482,119704.0
2022-03-21,44.0277,44.3753,43.4119,43.7297,62276.0
2022-03-22,44.3058,45.4281,44.1965,45.4082,219180.0
2022-03-23,45.6863,45.6863,44.0575,44.0774,148062.0
2022-03-24,44.4051,44.4479,43.1736,44.1568,103469.0
2022-03-25,44.425,45.3685,44.425,45.1301,122767.0
2022-03-26,44.425,45.3685,44.425,45.1301,122767.0
2022-03-27,44.425,45.3685,44.425,45.1301,122767.0
2022-03-28,45.1997,45.1997,44.276,44.8222,84585.0
2022-03-29,45.15,45.5671,44.9613,45.4281,119776.0
2022-03-30,45.4182,45.5473,44.3058,44.5243,88493.0
2022-03-31,44.5739,45.0606,44.2561,44.3753,196508.0
2022-04-01,45.1897,45.1897,43.541,43.541,141503.0
2022-04-02,45.1897,45.1897,43.541,43.541,141503.0
2022-04-03,45.1897,45.1897,43.541,43.541,141503.0
2022-04-04,43.3821,43.4517,42.7068,43.4318,92857.0
2022-04-05,43.3325,43.7943,42.8359,43.0544,114656.0
2022-04-06,42.9749,43.2231,42.5578,42.8657,189996.0
2022-04-07,42.9948,42.9948,41.8228,41.8725,92084.0
2022-04-08,41.9122,41.9122,40.929,41.0382,73210.0
2022-04-09,41.9122,41.9122,40.929,41.0382,73210.0
2022-04-10,41.9122,41.9122,40.929,41.0382,73210.0
2022-04-11,40.9687,41.7037,40.7502,40.8495,66867.0
2022-04-12,40.8793,41.491,40.2735,40.3231,54441.0
2022-04-13,40.204,40.6112,39.9623,40.5516,71610.0
2022-04-14,40.6807,41.1971,40.4671,40.631,46083.0
2022-04-15,40.6807,41.1971,40.4671,40.631,46083.0
2022-04-16,40.6807,41.1971,40.4671,40.631,46083.0
2022-04-17,40.6807,41.1971,40.4671,40.631,46083.0
2022-04-18,40.3331,40.8595,40.2805,40.641,29408.0
2022-04-19,41.0035,41.952,41.0035,41.7037,53349.0
2022-04-20,42.0115,42.5115,41.803,41.9222,35036.0
2022-04-21,42.23,42.672,41.3858,41.4454,73129.0
2022-04-22,41.4951,41.6739,40.3927,40.5019,43882.0
2022-04-23,41.4951,41.6739,40.3927,40.5019,43882.0
2022-04-24,41.4951,41.6739,40.3927,40.5019,43882.0
2022-04-25,40.4026,40.7303,39.7272,40.6012,53125.0
2022-04-26,40.1344,40.5714,39.468,39.5683,55278.0
2022-04-27,39.4193,39.5782,38.5652,38.6546,57110.0
2022-04-28,39.181,39.8961,38.9029,39.8861,66057.0
2022-04-29,39.8861,41.1475,38.8857,40.5814,62283.0
2022-04-30,39.8861,41.1475,38.8857,40.5814,62283.0
2022-05-01,39.8861,41.1475,38.8857,40.5814,62283.0
2022-05-02,41.1375,41.9619,39.5385,41.366,95755.0
2022-05-03,41.1276,41.7732,40.9488,40.9886,66902.0
2022-05-04,40.9389,42.0413,40.641,42.0314,88870.0
2022-05-05,41.5547,41.7037,40.641,41.1773,80390.0
2022-05-06,40.919,41.2865,40.6012,41.217,69663.0
2022-05-07,40.919,41.2865,40.6012,41.217,69663.0
2022-05-08,40.919,41.2865,40.6012,41.217,69663.0
2022-05-09,40.8595,41.9817,40.5416,41.5547,91768.0
2022-05-10,41.7037,42.1804,40.1544,40.4522,52738.0
2022-05-11,40.6112,41.0581,38.8087,40.0053,46862.0
2022-05-12,39.7272,39.8965,38.4858,39.0618,55397.0
2022-05-13,39.2604,39.7371,38.2375,38.8036,67935.0
2022-05-14,39.2604,39.7371,38.2375,38.8036,67935.0
2022-05-15,39.2604,39.7371,38.2375,38.8036,67935.0
2022-05-16,38.8632,39.3076,38.1034,39.0717,49271.0
2022-05-17,39.2505,39.7272,38.9525,39.32,72831.0
2022-05-18,39.2505,39.3895,38.6049,38.8433,80234.0
2022-05-19,38.4262,38.734,37.8799,38.0289,108391.0
2022-05-20,38.2673,38.2673,37.3734,38.0984,53516.0
2022-05-21,38.2673,38.2673,37.3734,38.0984,53516.0
2022-05-22,38.2673,38.2673,37.3734,38.0984,53516.0
2022-05-23,38.4758,39.3002,38.1779,39.1412,43341.0
2022-05-24,39.0618,39.1214,38.5354,38.6447,94988.0
2022-05-25,38.893,39.6875,38.7837,38.7837,57901.0
2022-05-26,39.0817,39.7074,39.0817,39.4889,30412.0
2022-05-27,39.738,40.3709,39.6982,40.3659,44740.0
2022-05-28,39.738,40.3709,39.6982,40.3659,44740.0
2022-05-29,39.738,40.3709,39.6982,40.3659,44740.0
2022-05-30,39.738,40.3709,39.6982,40.3659,44740.0
