,CNP US Equity,CNP US Equity,CNP US Equity,CNP US Equity,CNP US Equity
2021-03-01,18.3375,18.5506,18.1199,18.1523,4653774.0
2021-03-02,18.2357,18.2542,18.069,18.1245,4403579.0
2021-03-03,18.0227,18.1894,17.9486,18.0134,4212919.0
2021-03-04,18.282,18.9025,18.1153,18.4024,4702781.0
2021-03-05,18.6339,19.2637,18.5691,19.134,4830431.0
2021-03-06,18.6339,19.2637,18.5691,19.134,4830431.0
2021-03-07,18.6339,19.2637,18.5691,19.134,4830431.0
2021-03-08,19.486,19.486,19.0785,19.2729,5234121.0
2021-03-09,19.2266,19.4952,19.0692,19.3563,7772011.0
2021-03-10,19.347,19.912,19.3331,19.7453,8416724.0
2021-03-11,19.7453,20.2269,19.6249,19.7175,5218700.0
2021-03-12,19.7731,20.4445,19.6712,20.3473,6914100.0
2021-03-13,19.7731,20.4445,19.6712,20.3473,6914100.0
2021-03-14,19.7731,20.4445,19.6712,20.3473,6914100.0
2021-03-15,20.4214,20.9215,20.3473,20.9029,4399243.0
2021-03-16,20.764,20.8705,20.4954,20.7825,6174510.0
2021-03-17,20.764,20.8752,20.5788,20.6251,4349483.0
2021-03-18,20.6344,20.6899,20.301,20.3195,3531899.0
2021-03-19,20.375,20.8659,20.162,20.6158,9138813.0
2021-03-20,20.375,20.8659,20.162,20.6158,9138813.0
2021-03-21,20.375,20.8659,20.162,20.6158,9138813.0
2021-03-22,20.5047,20.727,20.1806,20.338,4076774.0
2021-03-23,20.2824,20.4954,20.0972,20.2639,4970941.0
2021-03-24,20.1898,20.5417,20.125,20.1435,3659046.0
2021-03-25,20.2361,20.7548,19.949,20.6529,3481403.0
2021-03-26,20.6714,20.8011,20.1481,20.3473,3745507.0
2021-03-27,20.6714,20.8011,20.1481,20.3473,3745507.0
2021-03-28,20.6714,20.8011,20.1481,20.3473,3745507.0
2021-03-29,20.2732,21.1576,20.2732,20.977,4403392.0
2021-03-30,20.8752,21.1252,20.5973,21.116,3533131.0
2021-03-31,21.0048,21.1808,20.7918,20.977,3533188.0
2021-04-01,20.977,21.0233,20.7964,20.977,1886483.0
2021-04-02,20.977,21.0233,20.7964,20.977,1886483.0
2021-04-03,20.977,21.0233,20.7964,20.977,1886483.0
2021-04-04,20.977,21.0233,20.7964,20.977,1886483.0
2021-04-05,21.0604,21.3568,21.0262,21.2456,2374320.0
2021-04-06,21.1623,21.542,21.116,21.5235,3248629.0
2021-04-07,21.6253,21.6902,21.491,21.6346,3693645.0
2021-04-08,21.7087,21.7457,21.3938,21.5142,5406433.0
2021-04-09,21.542,21.6763,21.4216,21.5235,5558462.0
2021-04-10,21.542,21.6763,21.4216,21.5235,5558462.0
2021-04-11,21.542,21.6763,21.4216,21.5235,5558462.0
2021-04-12,21.5512,21.8013,21.4818,21.6161,6639977.0
2021-04-13,21.5142,21.9865,21.329,21.9124,7432448.0
2021-04-14,21.8939,22.1671,21.7643,21.9587,7981485.0
2021-04-15,21.968,22.3199,21.9217,22.2736,5350821.0
2021-04-16,22.4218,22.5052,22.0977,22.2829,7555450.0
2021-04-17,22.4218,22.5052,22.0977,22.2829,7555450.0
2021-04-18,22.4218,22.5052,22.0977,22.2829,7555450.0
2021-04-19,22.2922,22.3107,21.931,22.0236,5962185.0
2021-04-20,22.0421,22.5237,21.9587,22.4403,5103520.0
2021-04-21,22.4866,22.5607,22.3014,22.4959,5157129.0
2021-04-22,22.5052,22.6163,22.3755,22.3848,6085530.0
2021-04-23,22.3848,22.5237,22.1718,22.3477,7151203.0
2021-04-24,22.3848,22.5237,22.1718,22.3477,7151203.0
2021-04-25,22.3848,22.5237,22.1718,22.3477,7151203.0
2021-04-26,22.4125,22.4403,22.1718,22.2181,4934613.0
2021-04-27,22.2088,22.2505,21.9402,22.0514,8512502.0
2021-04-28,21.9958,22.1718,21.8661,22.1718,9395300.0
2021-04-29,22.2273,22.9266,22.1875,22.6997,11206192.0
2021-04-30,22.7274,22.7552,22.4218,22.6811,4514744.0
2021-05-01,22.7274,22.7552,22.4218,22.6811,4514744.0
2021-05-02,22.7274,22.7552,22.4218,22.6811,4514744.0
2021-05-03,22.7089,22.8849,22.5561,22.6163,2949627.0
2021-05-04,22.6163,22.8108,22.4866,22.746,3088973.0
2021-05-05,22.7089,22.7182,22.2829,22.4866,8980257.0
2021-05-06,22.5052,22.8571,22.0884,22.5793,4955628.0
2021-05-07,22.5052,22.9034,22.1856,22.6811,4627838.0
2021-05-08,22.5052,22.9034,22.1856,22.6811,4627838.0
2021-05-09,22.5052,22.9034,22.1856,22.6811,4627838.0
2021-05-10,22.8478,22.9775,22.6441,22.6904,4913258.0
2021-05-11,22.6256,22.6256,22.0328,22.1903,6200463.0
2021-05-12,22.3477,22.4218,21.8846,21.9032,9466206.0
2021-05-13,21.8383,22.6997,21.8383,22.6626,9513392.0
2021-05-14,22.8293,23.3433,22.6626,23.172,12058484.0
2021-05-15,22.8293,23.3433,22.6626,23.172,12058484.0
2021-05-16,22.8293,23.3433,22.6626,23.172,12058484.0
2021-05-17,23.0608,23.3526,22.9451,23.1812,7228758.0
2021-05-18,23.1442,23.1627,22.8664,22.8756,10316213.0
2021-05-19,22.7917,22.829,22.3443,22.8197,5121560.0
2021-05-20,22.8197,23.118,22.7265,23.0248,4258638.0
2021-05-21,23.0807,23.1599,22.8989,23.0341,2684076.0
2021-05-22,23.0807,23.1599,22.8989,23.0341,2684076.0
2021-05-23,23.0807,23.1599,22.8989,23.0341,2684076.0
2021-05-24,23.2392,23.4955,23.118,23.3324,3446073.0
2021-05-25,23.3044,23.3044,23.0714,23.2485,3531798.0
2021-05-26,23.2858,23.4303,23.1087,23.407,3707686.0
2021-05-27,23.5095,23.5934,23.3417,23.379,10274881.0
2021-05-28,23.4815,23.6307,23.4443,23.5841,3939121.0
2021-05-29,23.4815,23.6307,23.4443,23.5841,3939121.0
2021-05-30,23.4815,23.6307,23.4443,23.5841,3939121.0
2021-05-31,23.4815,23.6307,23.4443,23.5841,3939121.0
2021-06-01,23.668,23.6726,23.2951,23.407,4702511.0
2021-06-02,23.407,23.5328,23.2858,23.3883,4806437.0
2021-06-03,23.2765,23.8358,23.1221,23.668,5022112.0
2021-06-04,23.6866,23.7938,23.6074,23.6773,4283237.0
2021-06-05,23.6866,23.7938,23.6074,23.6773,4283237.0
2021-06-06,23.6866,23.7938,23.6074,23.6773,4283237.0
2021-06-07,23.7519,23.8544,23.6307,23.8451,3389660.0
2021-06-08,23.9103,23.9942,23.6773,23.7332,5474688.0
2021-06-09,23.8171,24.1993,23.7239,24.0222,5567980.0
2021-06-10,24.0129,24.2692,24.0129,24.19,4101365.0
2021-06-11,24.1527,24.3951,24.0875,24.3764,4538372.0
2021-06-12,24.1527,24.3951,24.0875,24.3764,4538372.0
2021-06-13,24.1527,24.3951,24.0875,24.3764,4538372.0
2021-06-14,24.3951,24.4044,24.0641,24.218,6064651.0
2021-06-15,24.2925,24.3671,24.1574,24.2273,5147463.0
2021-06-16,24.1993,24.3019,23.5748,23.7985,7250825.0
2021-06-17,24.0129,24.0548,23.5654,23.6214,7436693.0
2021-06-18,23.3697,23.6214,22.9222,22.9595,16590993.0
2021-06-19,23.3697,23.6214,22.9222,22.9595,16590993.0
2021-06-20,23.3697,23.6214,22.9222,22.9595,16590993.0
2021-06-21,23.0714,23.3231,22.9409,23.2485,4390282.0
2021-06-22,23.1646,23.2858,23.0154,23.1087,5162128.0
2021-06-23,23.0527,23.1553,22.7172,23.0248,5208568.0
2021-06-24,23.0714,23.0714,22.7358,22.8477,4206367.0
2021-06-25,22.8477,23.1506,22.8383,23.0714,5853759.0
2021-06-26,22.8477,23.1506,22.8383,23.0714,5853759.0
2021-06-27,22.8477,23.1506,22.8383,23.0714,5853759.0
2021-06-28,23.1646,23.2103,22.8756,22.9595,3234056.0
2021-06-29,22.9595,23.09,22.7358,22.829,5512978.0
2021-06-30,22.8756,23.0154,22.582,22.857,8231633.0
2021-07-01,22.9129,23.1926,22.6426,23.0527,3951192.0
2021-07-02,23.0807,23.2299,22.8663,23.2205,5173687.0
2021-07-03,23.0807,23.2299,22.8663,23.2205,5173687.0
2021-07-04,23.0807,23.2299,22.8663,23.2205,5173687.0
2021-07-05,23.0807,23.2299,22.8663,23.2205,5173687.0
2021-07-06,23.1087,23.2112,22.7568,23.2019,6798976.0
2021-07-07,23.1273,23.351,22.9782,23.3137,5929796.0
2021-07-08,23.0154,23.5748,22.9875,23.5468,12780742.0
2021-07-09,23.6587,23.7798,23.4955,23.7425,9651953.0
2021-07-10,23.6587,23.7798,23.4955,23.7425,9651953.0
2021-07-11,23.6587,23.7798,23.4955,23.7425,9651953.0
2021-07-12,23.6307,23.6773,23.4256,23.5002,4972255.0
2021-07-13,23.407,23.4489,22.9968,23.0061,3991582.0
2021-07-14,23.0154,23.2485,22.8943,23.09,3627242.0
2021-07-15,22.9968,23.64,22.9968,23.6027,4640602.0
2021-07-16,23.6493,23.9569,23.612,23.8544,4508636.0
2021-07-17,23.6493,23.9569,23.612,23.8544,4508636.0
2021-07-18,23.6493,23.9569,23.612,23.8544,4508636.0
2021-07-19,23.668,23.7798,22.9082,23.1832,5600163.0
2021-07-20,23.2299,23.5748,23.1646,23.5281,4873492.0
2021-07-21,23.6493,23.8264,23.407,23.4629,2836820.0
2021-07-22,23.4256,23.5654,23.2718,23.3324,3448375.0
2021-07-23,23.4256,23.5002,23.2485,23.4722,3064572.0
2021-07-24,23.4256,23.5002,23.2485,23.4722,3064572.0
2021-07-25,23.4256,23.5002,23.2485,23.4722,3064572.0
2021-07-26,23.4909,23.6913,23.4909,23.6307,3132304.0
2021-07-27,23.5188,23.9569,23.4443,23.9476,3211144.0
2021-07-28,23.9663,24.0408,23.7425,23.9197,3128601.0
2021-07-29,24.0036,24.0875,23.8078,24.0595,3253515.0
2021-07-30,24.0408,24.2758,23.6307,23.7332,6769286.0
2021-07-31,24.0408,24.2758,23.6307,23.7332,6769286.0
2021-08-01,24.0408,24.2758,23.6307,23.7332,6769286.0
2021-08-02,23.7705,24.0175,23.7239,23.8171,4557465.0
2021-08-03,23.9197,24.1341,23.6587,24.1154,3852415.0
2021-08-04,23.9942,24.0735,23.5654,23.9569,3747250.0
2021-08-05,24.0688,24.479,23.9476,24.4603,6344110.0
2021-08-06,24.4883,25.0942,24.4137,24.684,4921488.0
2021-08-07,24.4883,25.0942,24.4137,24.684,4921488.0
2021-08-08,24.4883,25.0942,24.4137,24.684,4921488.0
2021-08-09,24.6421,24.7586,24.4836,24.74,3778884.0
2021-08-10,24.74,24.8984,24.5535,24.8146,5009731.0
2021-08-11,24.8239,25.0196,24.6607,24.9917,5059814.0
2021-08-12,24.973,25.0103,24.7307,24.9357,2492651.0
2021-08-13,25.0476,25.0942,24.8425,25.0756,2225246.0
2021-08-14,25.0476,25.0942,24.8425,25.0756,2225246.0
2021-08-15,25.0476,25.0942,24.8425,25.0756,2225246.0
2021-08-16,25.0383,25.3506,24.9544,24.973,4222845.0
2021-08-17,24.8705,25.0383,24.5116,25.029,5068912.0
2021-08-18,25.0196,25.0196,24.6538,24.757,4811285.0
2021-08-19,24.6726,25.0102,24.2647,24.3069,8494566.0
2021-08-20,24.26,24.7289,24.0959,24.7007,5628305.0
2021-08-21,24.26,24.7289,24.0959,24.7007,5628305.0
2021-08-22,24.26,24.7289,24.0959,24.7007,5628305.0
2021-08-23,24.7664,24.8414,24.4663,24.5507,4007386.0
2021-08-24,24.6445,24.6445,24.2131,24.2319,3806922.0
2021-08-25,24.2131,24.2975,24.0912,24.1193,4962207.0
2021-08-26,24.0724,24.1006,23.7301,23.7911,3942763.0
2021-08-27,23.8755,24.1053,23.763,24.0255,3956175.0
2021-08-28,23.8755,24.1053,23.763,24.0255,3956175.0
2021-08-29,23.8755,24.1053,23.763,24.0255,3956175.0
2021-08-30,23.9974,24.0302,23.7489,23.8005,3618196.0
2021-08-31,23.7348,23.8333,23.2894,23.5285,10819712.0
2021-09-01,23.6035,24.0912,23.6035,23.9224,5740709.0
2021-09-02,23.9318,24.185,23.913,24.1662,4559396.0
2021-09-03,24.1662,24.3913,24.0255,24.3256,6942890.0
2021-09-04,24.1662,24.3913,24.0255,24.3256,6942890.0
2021-09-05,24.1662,24.3913,24.0255,24.3256,6942890.0
2021-09-06,24.1662,24.3913,24.0255,24.3256,6942890.0
2021-09-07,24.3819,24.5019,24.1053,24.1943,7051237.0
2021-09-08,24.1943,25.0008,24.1006,24.8226,5135449.0
2021-09-09,24.8039,25.0383,24.682,24.907,6323240.0
2021-09-10,25.029,25.0383,24.5366,24.5882,5469994.0
2021-09-11,25.029,25.0383,24.5366,24.5882,5469994.0
2021-09-12,25.029,25.0383,24.5366,24.5882,5469994.0
2021-09-13,24.7945,24.907,24.3866,24.5319,4736590.0
2021-09-14,24.5413,24.7101,24.0443,24.0631,4890237.0
2021-09-15,24.0584,24.0631,23.4816,23.5379,5948561.0
2021-09-16,23.4816,23.5473,23.0972,23.0972,7032440.0
2021-09-17,22.9565,23.2472,22.8674,22.9096,11907728.0
2021-09-18,22.9565,23.2472,22.8674,22.9096,11907728.0
2021-09-19,22.9565,23.2472,22.8674,22.9096,11907728.0
2021-09-20,22.844,23.3316,22.8111,23.1722,9682378.0
2021-09-21,23.2753,23.6317,23.2566,23.3691,9581426.0
2021-09-22,23.4348,23.4816,22.9846,23.0315,7099275.0
2021-09-23,23.0503,23.7161,22.9752,23.2566,9926929.0
2021-09-24,23.5191,23.9224,23.4535,23.8286,10294774.0
2021-09-25,23.5191,23.9224,23.4535,23.8286,10294774.0
2021-09-26,23.5191,23.9224,23.4535,23.8286,10294774.0
2021-09-27,23.9787,24.2272,23.7723,23.838,7895531.0
2021-09-28,23.7255,23.8849,23.2238,23.3972,9988243.0
2021-09-29,23.3972,23.8427,23.3691,23.5473,4807580.0
2021-09-30,23.5848,23.7255,23.0503,23.069,4725421.0
2021-10-01,23.6223,23.6786,23.1769,23.3504,6295301.0
2021-10-02,23.6223,23.6786,23.1769,23.3504,6295301.0
2021-10-03,23.6223,23.6786,23.1769,23.3504,6295301.0
2021-10-04,23.266,24.0209,23.266,23.9036,6230160.0
2021-10-05,23.8755,24.3444,23.8005,23.8849,5445002.0
2021-10-06,23.7911,24.199,23.3597,24.185,5391976.0
2021-10-07,24.2037,24.4241,23.9787,23.9787,5886313.0
2021-10-08,23.9036,24.1193,23.7817,23.9505,3119087.0
2021-10-09,23.9036,24.1193,23.7817,23.9505,3119087.0
2021-10-10,23.9036,24.1193,23.7817,23.9505,3119087.0
2021-10-11,23.9693,24.0631,23.8474,23.9505,3452931.0
2021-10-12,24.0349,24.4382,23.9693,24.4194,5362697.0
2021-10-13,24.41,24.485,24.1943,24.2881,6043117.0
2021-10-14,24.3819,24.9164,24.3257,24.9164,5033255.0
2021-10-15,25.0196,25.2446,24.8367,25.0852,4665971.0
2021-10-16,25.0196,25.2446,24.8367,25.0852,4665971.0
2021-10-17,25.0196,25.2446,24.8367,25.0852,4665971.0
2021-10-18,24.9164,24.9352,24.5507,24.5601,3230823.0
2021-10-19,24.7382,24.7758,24.5038,24.5319,3680875.0
2021-10-20,24.757,25.0712,24.682,24.9727,2440130.0
2021-10-21,24.9539,25.0524,24.8226,24.8602,3389730.0
2021-10-22,24.907,25.0102,24.832,24.8883,5155503.0
2021-10-23,24.907,25.0102,24.832,24.8883,5155503.0
2021-10-24,24.907,25.0102,24.832,24.8883,5155503.0
2021-10-25,24.8602,25.1837,24.7289,25.104,3867954.0
2021-10-26,25.1227,25.2493,25.0008,25.0196,2946031.0
2021-10-27,25.0102,25.029,24.6726,24.6726,3292077.0
2021-10-28,24.6445,24.757,24.4382,24.6538,3268436.0
2021-10-29,24.6257,24.757,24.2225,24.4194,3794682.0
2021-10-30,24.6257,24.757,24.2225,24.4194,3794682.0
2021-10-31,24.6257,24.757,24.2225,24.4194,3794682.0
2021-11-01,24.4944,24.7054,24.4194,24.6538,3730051.0
2021-11-02,24.7289,24.7289,24.2225,24.5601,5620507.0
2021-11-03,24.4288,24.7758,24.3914,24.6538,3350940.0
2021-11-04,24.7945,25.0749,24.6726,24.8508,3364781.0
2021-11-05,25.0477,25.2165,24.7851,25.0102,3179036.0
2021-11-06,25.0477,25.2165,24.7851,25.0102,3179036.0
2021-11-07,25.0477,25.2165,24.7851,25.0102,3179036.0
2021-11-08,24.9258,25.0571,24.6398,24.8695,2692949.0
2021-11-09,24.8695,24.9539,24.7664,24.8695,2569780.0
2021-11-10,24.8602,25.1462,24.8006,24.9258,3423779.0
2021-11-11,24.8133,25.1321,24.8039,25.104,5399744.0
2021-11-12,25.0477,25.1227,24.5976,24.9446,3447270.0
2021-11-13,25.0477,25.1227,24.5976,24.9446,3447270.0
2021-11-14,25.0477,25.1227,24.5976,24.9446,3447270.0
2021-11-15,25.1134,25.2821,25.0243,25.2728,2800648.0
2021-11-16,25.3009,25.3009,25.0805,25.1134,2462994.0
2021-11-17,25.1228,25.2077,24.9482,25.1983,2253306.0
2021-11-18,25.1889,25.3068,24.8774,24.934,3041743.0
2021-11-19,24.8302,25.085,24.5943,25.0567,3468641.0
2021-11-20,24.8302,25.085,24.5943,25.0567,3468641.0
2021-11-21,24.8302,25.085,24.5943,25.0567,3468641.0
2021-11-22,25.0473,25.1936,24.7736,25.1228,4272549.0
2021-11-23,25.2738,25.3493,25.0567,25.1133,2102858.0
2021-11-24,25.1228,25.321,25.0378,25.2644,2025224.0
2021-11-25,25.1228,25.321,25.0378,25.2644,2025224.0
2021-11-26,24.9246,24.9623,24.6037,24.7547,3530260.0
2021-11-27,24.9246,24.9623,24.6037,24.7547,3530260.0
2021-11-28,24.9246,24.9623,24.6037,24.7547,3530260.0
2021-11-29,24.9718,25.1605,24.7453,25.0945,3135741.0
2021-11-30,24.8019,24.934,24.4433,24.4527,8311314.0
2021-12-01,24.8113,25.1511,24.3017,24.3112,3414792.0
2021-12-02,24.4244,24.9907,24.3772,24.7453,3471648.0
2021-12-03,24.8774,25.4531,24.8209,25.4342,5727275.0
2021-12-04,24.8774,25.4531,24.8209,25.4342,5727275.0
2021-12-05,24.8774,25.4531,24.8209,25.4342,5727275.0
2021-12-06,25.5569,26.3072,25.4909,26.1609,5129707.0
2021-12-07,26.1892,26.4818,26.1137,26.3119,3736637.0
2021-12-08,26.3025,26.3497,26.0618,26.076,3228026.0
2021-12-09,26.0288,26.2128,25.9155,25.991,3878536.0
2021-12-10,26.1798,26.3733,26.0194,26.3025,4072140.0
2021-12-11,26.1798,26.3733,26.0194,26.3025,4072140.0
2021-12-12,26.1798,26.3733,26.0194,26.3025,4072140.0
2021-12-13,26.3214,26.5431,26.2553,26.4252,3413130.0
2021-12-14,26.3969,26.5479,26.1185,26.2553,5183566.0
2021-12-15,26.3025,26.5573,26.1892,26.5101,3085513.0
2021-12-16,26.4157,26.7696,26.3025,26.4063,4859457.0
2021-12-17,26.142,26.3119,25.2455,25.4625,20978315.0
2021-12-18,26.142,26.3119,25.2455,25.4625,20978315.0
2021-12-19,26.142,26.3119,25.2455,25.4625,20978315.0
2021-12-20,25.1605,25.5144,24.7358,25.4814,5979519.0
2021-12-21,25.6419,25.9439,25.5758,25.7645,3918949.0
2021-12-22,25.7079,25.9674,25.6135,25.9344,2565049.0
2021-12-23,25.9439,26.0949,25.8872,25.9722,3353457.0
2021-12-24,25.9439,26.0949,25.8872,25.9722,3353457.0
2021-12-25,25.9439,26.0949,25.8872,25.9722,3353457.0
2021-12-26,25.9439,26.0949,25.8872,25.9722,3353457.0
2021-12-27,25.8589,26.0571,25.8212,26.0288,2132844.0
2021-12-28,25.991,26.3119,25.9816,26.2836,2119133.0
2021-12-29,26.3591,26.4724,26.1468,26.378,2618931.0
2021-12-30,26.4157,26.4818,26.1751,26.2647,2815384.0
2021-12-31,26.2081,26.4346,26.1137,26.3402,3039308.0
2022-01-01,26.2081,26.4346,26.1137,26.3402,3039308.0
2022-01-02,26.2081,26.4346,26.1137,26.3402,3039308.0
2022-01-03,26.3497,26.3874,25.8684,26.0665,5835858.0
2022-01-04,26.1137,26.2553,25.8967,25.9061,8767906.0
2022-01-05,25.8778,26.0571,25.6135,25.8495,6831125.0
2022-01-06,25.9816,26.1468,25.7126,26.0949,5521631.0
2022-01-07,26.1043,26.3733,25.9627,26.1043,5208416.0
2022-01-08,26.1043,26.3733,25.9627,26.1043,5208416.0
2022-01-09,26.1043,26.3733,25.9627,26.1043,5208416.0
2022-01-10,26.227,26.3497,25.958,26.1326,8316259.0
2022-01-11,26.1137,26.1892,25.6702,25.8589,3063208.0
2022-01-12,25.8306,25.991,25.7174,25.8778,2423016.0
2022-01-13,25.4059,26.0854,25.2927,26.0005,5675893.0
2022-01-14,26.0288,26.0949,25.5947,26.0571,3099653.0
2022-01-15,26.0288,26.0949,25.5947,26.0571,3099653.0
2022-01-16,26.0288,26.0949,25.5947,26.0571,3099653.0
2022-01-17,26.0288,26.0949,25.5947,26.0571,3099653.0
2022-01-18,25.8872,26.0477,25.5994,25.8023,4735774.0
2022-01-19,25.8684,26.227,25.7834,25.8117,3527197.0
2022-01-20,25.8212,25.9391,25.5947,25.6796,7283042.0
2022-01-21,25.7315,26.2695,25.6985,25.8023,5908621.0
2022-01-22,25.7315,26.2695,25.6985,25.8023,5908621.0
2022-01-23,25.7315,26.2695,25.6985,25.8023,5908621.0
2022-01-24,25.623,25.8589,25.0568,25.6324,6962681.0
2022-01-25,25.3682,25.9486,25.17,25.7457,4461949.0
2022-01-26,25.8684,26.2081,25.5758,25.7645,4228185.0
2022-01-27,26.0665,26.3402,25.6796,25.8306,4395473.0
2022-01-28,25.7645,26.3025,25.6796,26.293,4280146.0
2022-01-29,25.7645,26.3025,25.6796,26.293,4280146.0
2022-01-30,25.7645,26.3025,25.6796,26.293,4280146.0
2022-01-31,26.0382,26.7744,25.991,26.7649,3659544.0
2022-02-01,26.6517,26.8215,26.2411,26.5007,4490668.0
2022-02-02,26.5101,26.897,26.4157,26.7272,6498318.0
2022-02-03,26.6989,26.9159,26.5479,26.5667,4469062.0
2022-02-04,26.3874,26.5243,25.9627,26.3214,4661742.0
2022-02-05,26.3874,26.5243,25.9627,26.3214,4661742.0
2022-02-06,26.3874,26.5243,25.9627,26.3214,4661742.0
2022-02-07,26.2647,26.5856,26.2175,26.5007,2828741.0
2022-02-08,26.6517,26.7932,26.4912,26.6045,2144176.0
2022-02-09,26.7838,26.8593,26.6139,26.6611,2813090.0
2022-02-10,26.4157,26.6328,25.9816,26.0665,5685219.0
2022-02-11,26.2081,26.3261,25.6654,25.8589,5032766.0
2022-02-12,26.2081,26.3261,25.6654,25.8589,5032766.0
2022-02-13,26.2081,26.3261,25.6654,25.8589,5032766.0
2022-02-14,25.9439,26.0477,25.1086,25.3965,3886528.0
2022-02-15,25.6513,25.84,25.2219,25.3776,4025253.0
2022-02-16,25.3206,25.577,25.2114,25.5296,4993290.0
2022-02-17,25.4821,25.5865,25.0879,25.4631,7949121.0
2022-02-18,25.3491,25.6625,25.1354,25.2731,14096416.0
2022-02-19,25.3491,25.6625,25.1354,25.2731,14096416.0
2022-02-20,25.3491,25.6625,25.1354,25.2731,14096416.0
2022-02-21,25.3491,25.6625,25.1354,25.2731,14096416.0
2022-02-22,26.1184,26.2181,25.3301,25.8335,6208256.0
2022-02-23,25.9665,26.0804,25.1497,25.1592,4061079.0
2022-02-24,24.9122,25.3206,24.6938,25.2161,6656979.0
2022-02-25,25.5106,26.0852,25.4061,26.0044,5303335.0
2022-02-26,25.5106,26.0852,25.4061,26.0044,5303335.0
2022-02-27,25.5106,26.0852,25.4061,26.0044,5303335.0
2022-02-28,25.7385,26.1896,25.7195,25.9759,6521295.0
2022-03-01,25.919,26.1374,25.3064,25.5296,5494380.0
2022-03-02,25.6245,26.4413,25.5296,26.3274,4961210.0
2022-03-03,26.4128,26.9352,26.3938,26.8212,4753437.0
2022-03-04,26.6978,27.5431,26.6408,27.5336,5433555.0
2022-03-05,26.6978,27.5431,26.6408,27.5336,5433555.0
2022-03-06,26.6978,27.5431,26.6408,27.5336,5433555.0
2022-03-07,27.4576,27.5905,26.9684,27.2866,5326427.0
2022-03-08,27.4576,27.5431,27.0682,27.1062,4404790.0
2022-03-09,27.3531,27.4481,26.9162,26.9542,3795412.0
2022-03-10,26.9067,27.2866,26.8022,27.2581,3712091.0
2022-03-11,27.2296,27.4733,27.0017,27.0207,2567755.0
2022-03-12,27.2296,27.4733,27.0017,27.0207,2567755.0
2022-03-13,27.2296,27.4733,27.0017,27.0207,2567755.0
2022-03-14,27.2106,27.4291,26.8402,26.9827,3480842.0
2022-03-15,27.3151,27.4956,27.1347,27.4291,5337605.0
2022-03-16,27.4291,27.5336,26.9305,27.4196,5853156.0
2022-03-17,27.4576,27.79,27.2771,27.619,4502121.0
2022-03-18,27.638,27.8375,27.3911,27.5905,10395836.0
2022-03-19,27.638,27.8375,27.3911,27.5905,10395836.0
2022-03-20,27.638,27.8375,27.3911,27.5905,10395836.0
2022-03-21,27.7615,28.1224,27.6855,27.9894,3829641.0
2022-03-22,28.0084,28.1367,27.8755,27.9894,5292835.0
2022-03-23,28.0369,28.3124,27.8375,28.1319,4102805.0
2022-03-24,28.1319,28.3504,28.0749,28.2839,3152259.0
2022-03-25,28.3314,28.8965,28.2934,28.8822,3200447.0
2022-03-26,28.3314,28.8965,28.2934,28.8822,3200447.0
2022-03-27,28.3314,28.8965,28.2934,28.8822,3200447.0
2022-03-28,28.8632,28.8917,28.6068,28.8537,3370189.0
2022-03-29,28.8917,29.2526,28.7872,29.2526,4047643.0
2022-03-30,29.1387,29.4115,29.1197,29.2336,4332362.0
2022-03-31,29.0912,29.5251,28.9107,29.1007,6440330.0
2022-04-01,29.1292,29.6705,28.9392,29.585,4214111.0
2022-04-02,29.1292,29.6705,28.9392,29.585,4214111.0
2022-04-03,29.1292,29.6705,28.9392,29.585,4214111.0
2022-04-04,29.3286,29.4568,28.8917,29.3761,3435030.0
2022-04-05,29.4331,29.8082,29.4283,29.4711,5203757.0
2022-04-06,29.5945,30.2309,29.4806,30.1739,5203949.0
2022-04-07,30.1454,30.5443,29.851,30.4018,9364526.0
2022-04-08,30.5253,31.0429,30.3638,30.8577,6152569.0
2022-04-09,30.5253,31.0429,30.3638,30.8577,6152569.0
2022-04-10,30.5253,31.0429,30.3638,30.8577,6152569.0
2022-04-11,30.9052,31.0714,30.549,30.6108,5720722.0
2022-04-12,30.4588,30.9147,30.3164,30.6298,4824921.0
2022-04-13,30.6773,30.8292,30.3543,30.6963,3729278.0
2022-04-14,30.8387,30.9907,30.6953,30.7722,5403617.0
2022-04-15,30.8387,30.9907,30.6953,30.7722,5403617.0
2022-04-16,30.8387,30.9907,30.6953,30.7722,5403617.0
2022-04-17,30.8387,30.9907,30.6953,30.7722,5403617.0
2022-04-18,30.8577,31.0049,30.5538,30.6583,3255155.0
2022-04-19,30.7722,30.8957,30.4256,30.5538,5251555.0
2022-04-20,30.9147,31.2424,30.8197,31.1047,4812821.0
2022-04-21,31.1521,31.3421,30.5348,30.6393,8136848.0
2022-04-22,30.6868,30.6868,30.2119,30.2309,5314901.0
2022-04-23,30.6868,30.6868,30.2119,30.2309,5314901.0
2022-04-24,30.6868,30.6868,30.2119,30.2309,5314901.0
2022-04-25,30.2689,30.3353,29.6183,30.1549,5219192.0
2022-04-26,30.1834,30.3876,29.7085,29.718,4444763.0
2022-04-27,29.7655,30.2641,29.4236,29.756,6066019.0
2022-04-28,29.8035,30.0029,29.661,29.8605,5835155.0
2022-04-29,29.775,29.8035,29.0247,29.0722,4372226.0
2022-04-30,29.775,29.8035,29.0247,29.0722,4372226.0
2022-05-01,29.775,29.8035,29.0247,29.0722,4372226.0
