,APAM US Equity,APAM US Equity,APAM US Equity,APAM US Equity,APAM US Equity
2020-03-14,15.0006,15.7186,13.5576,15.6764,1264191.0
2020-03-15,15.0006,15.7186,13.5576,15.6764,1264191.0
2020-03-16,13.4942,13.8532,12.6495,12.6776,752003.0
2020-03-17,12.7128,14.4375,12.4524,14.1981,1028268.0
2020-03-18,13.4097,14.0785,12.9944,14.0221,900581.0
2020-03-19,13.7969,15.5426,13.4027,15.2047,610381.0
2020-03-20,15.4018,15.4863,13.5646,13.7124,755482.0
2020-03-21,15.4018,15.4863,13.5646,13.7124,755482.0
2020-03-22,15.4018,15.4863,13.5646,13.7124,755482.0
2020-03-23,13.4801,13.7758,12.4524,12.7128,648066.0
2020-03-24,13.6068,14.0573,12.9944,13.5998,801768.0
2020-03-25,13.7687,15.4581,13.6209,14.0714,494833.0
2020-03-26,14.4445,15.8594,14.1911,15.6834,670787.0
2020-03-27,15.0921,15.8383,14.7824,15.3737,394951.0
2020-03-28,15.0921,15.8383,14.7824,15.3737,394951.0
2020-03-29,15.0921,15.8383,14.7824,15.3737,394951.0
2020-03-30,15.5497,15.979,15.159,15.3455,594091.0
2020-03-31,15.3244,15.6623,14.7472,15.1273,475427.0
2020-04-01,14.1911,14.5782,13.5927,13.818,371029.0
2020-04-02,13.7476,14.6205,13.4168,13.818,315049.0
2020-04-03,13.6139,13.9658,12.9592,13.7898,503317.0
2020-04-04,13.6139,13.9658,12.9592,13.7898,503317.0
2020-04-05,13.6139,13.9658,12.9592,13.7898,503317.0
2020-04-06,14.6064,14.8528,14.1207,14.6697,570334.0
2020-04-07,15.4018,15.5778,14.4586,14.5571,541673.0
2020-04-08,14.7049,15.6552,14.5642,15.1414,359955.0
2020-04-09,15.5074,16.4788,15.2892,16.0776,423309.0
2020-04-10,15.5074,16.4788,15.2892,16.0776,423309.0
2020-04-11,15.5074,16.4788,15.2892,16.0776,423309.0
2020-04-12,15.5074,16.4788,15.2892,16.0776,423309.0
2020-04-13,16.1058,16.4859,15.7397,15.9438,478798.0
2020-04-14,16.4999,16.8378,15.8383,15.8594,468311.0
2020-04-15,15.3807,15.8594,15.0297,15.6834,345877.0
2020-04-16,15.789,15.884,14.9443,15.4652,465218.0
2020-04-17,16.0987,16.4366,15.8383,16.1058,653579.0
2020-04-18,16.0987,16.4366,15.8383,16.1058,653579.0
2020-04-19,16.0987,16.4366,15.8383,16.1058,653579.0
2020-04-20,15.8383,16.0846,15.4863,15.7327,411401.0
2020-04-21,15.3033,16.0142,15.0991,15.9157,379949.0
2020-04-22,16.3592,16.3592,15.9016,16.148,326068.0
2020-04-23,15.8242,16.5492,15.7186,16.0213,376747.0
2020-04-24,16.1621,16.6196,15.9298,16.4929,325605.0
2020-04-25,16.1621,16.6196,15.9298,16.4929,325605.0
2020-04-26,16.1621,16.6196,15.9298,16.4929,325605.0
2020-04-27,16.7322,17.0835,16.4366,16.9434,827956.0
2020-04-28,17.4221,18.6504,17.2454,18.2457,612801.0
2020-04-29,19.1185,20.5193,19.0094,20.1251,911463.0
2020-04-30,20.2448,21.0966,19.7873,20.7235,935495.0
2020-05-01,20.0688,20.3926,19.7591,20.3926,595672.0
2020-05-02,20.0688,20.3926,19.7591,20.3926,595672.0
2020-05-03,20.0688,20.3926,19.7591,20.3926,595672.0
2020-05-04,20.0266,20.6461,19.7873,20.5616,646234.0
2020-05-05,20.9135,21.1599,20.5053,20.5897,555332.0
2020-05-06,20.7235,20.7235,19.6746,19.9914,575667.0
2020-05-07,20.3082,20.6812,20.2589,20.3504,586864.0
2020-05-08,20.7305,20.9347,20.4067,20.6109,446913.0
2020-05-09,20.7305,20.9347,20.4067,20.6109,446913.0
2020-05-10,20.7305,20.9347,20.4067,20.6109,446913.0
2020-05-11,20.2589,21.533,20.097,21.0825,650361.0
2020-05-12,21.2585,21.4274,20.0196,20.0548,553369.0
2020-05-13,19.7098,19.8506,18.6856,19.0481,613669.0
2020-05-14,18.5728,19.5703,18.3,19.545,608514.0
2020-05-15,19.2858,19.4334,19.1021,19.293,401726.0
2020-05-16,19.2858,19.4334,19.1021,19.293,401726.0
2020-05-17,19.2858,19.4334,19.1021,19.293,401726.0
2020-05-18,19.9987,20.33,19.7071,20.15,583693.0
2020-05-19,20.0708,20.3372,19.5594,19.5811,408564.0
2020-05-20,19.9771,20.222,19.6963,19.8979,380845.0
2020-05-21,19.8979,20.2436,19.8151,19.9627,244256.0
2020-05-22,20.15,20.1716,19.6747,20.1356,230327.0
2020-05-23,20.15,20.1716,19.6747,20.1356,230327.0
2020-05-24,20.15,20.1716,19.6747,20.1356,230327.0
2020-05-25,20.15,20.1716,19.6747,20.1356,230327.0
2020-05-26,20.8485,21.7631,20.7153,21.3094,670285.0
2020-05-27,21.7055,22.008,21.5255,21.9864,389273.0
2020-05-28,22.1736,22.3537,21.1817,21.2446,313156.0
2020-05-29,21.0502,21.2014,20.6721,20.8629,495320.0
2020-05-30,21.0502,21.2014,20.6721,20.8629,495320.0
2020-05-31,21.0502,21.2014,20.6721,20.8629,495320.0
2020-06-01,21.0286,21.4607,20.8773,20.9782,637274.0
2020-06-02,21.2014,21.6839,20.9638,21.5975,461877.0
2020-06-03,21.9648,22.9298,21.6947,22.6561,729852.0
2020-06-04,22.4689,22.6129,21.8495,22.3681,436527.0
2020-06-05,22.8578,23.7076,22.8578,23.3835,527316.0
2020-06-06,22.8578,23.7076,22.8578,23.3835,527316.0
2020-06-07,22.8578,23.7076,22.8578,23.3835,527316.0
2020-06-08,23.794,23.794,23.1242,23.4339,351246.0
2020-06-09,22.9442,23.3691,22.829,23.3475,497465.0
2020-06-10,23.5059,23.9236,22.5409,22.5697,551131.0
2020-06-11,21.7271,22.0872,20.8269,20.8485,707352.0
2020-06-12,21.7487,21.7847,21.043,21.5687,575865.0
2020-06-13,21.7487,21.7847,21.043,21.5687,575865.0
2020-06-14,21.7487,21.7847,21.043,21.5687,575865.0
2020-06-15,20.8485,22.3969,20.8485,22.296,408695.0
2020-06-16,23.2034,23.2034,22.2168,22.8218,421630.0
2020-06-17,22.8578,23.4627,22.7281,23.4195,631974.0
2020-06-18,23.117,23.758,23.0522,23.6067,496163.0
2020-06-19,24.1685,24.1757,22.901,23.5491,1032183.0
2020-06-20,24.1685,24.1757,22.901,23.5491,1032183.0
2020-06-21,24.1685,24.1757,22.901,23.5491,1032183.0
2020-06-22,23.3907,23.8876,23.2034,23.7724,520111.0
2020-06-23,24.1252,24.3269,23.83,23.9524,578144.0
2020-06-24,23.6787,23.8156,23.1962,23.4123,615858.0
2020-06-25,23.2683,23.9092,23.2142,23.8876,737870.0
2020-06-26,23.5059,23.6571,22.08,22.1088,1151462.0
2020-06-27,23.5059,23.6571,22.08,22.1088,1151462.0
2020-06-28,23.5059,23.6571,22.08,22.1088,1151462.0
2020-06-29,22.3609,22.7281,22.2528,22.6201,551251.0
2020-06-30,22.4545,23.5059,22.4401,23.4051,787133.0
2020-07-01,23.4771,23.5347,22.6129,22.7425,399537.0
2020-07-02,23.2467,23.3583,22.8938,22.9658,420280.0
2020-07-03,23.2467,23.3583,22.8938,22.9658,420280.0
2020-07-04,23.2467,23.3583,22.8938,22.9658,420280.0
2020-07-05,23.2467,23.3583,22.8938,22.9658,420280.0
2020-07-06,23.4339,23.7076,23.2197,23.5635,407932.0
2020-07-07,23.1458,23.5419,22.9946,23.1818,468272.0
2020-07-08,23.1674,23.7003,23.1458,23.4051,260301.0
2020-07-09,23.3043,23.3043,22.2744,22.4689,602766.0
2020-07-10,22.5553,23.5059,22.5265,23.4915,308186.0
2020-07-11,22.5553,23.5059,22.5265,23.4915,308186.0
2020-07-12,22.5553,23.5059,22.5265,23.4915,308186.0
2020-07-13,23.8012,24.0028,23.3979,23.5779,556615.0
2020-07-14,23.5347,24.2477,23.2827,24.2333,587610.0
2020-07-15,24.5069,25.1047,24.2981,24.939,594245.0
2020-07-16,24.7374,25.0326,24.6185,24.7086,496150.0
2020-07-17,24.7302,24.9318,24.3989,24.687,334378.0
2020-07-18,24.7302,24.9318,24.3989,24.687,334378.0
2020-07-19,24.7302,24.9318,24.3989,24.687,334378.0
2020-07-20,24.5357,24.7878,24.3341,24.6077,347747.0
2020-07-21,24.8166,25.2487,24.6077,25.0254,421977.0
2020-07-22,24.8166,25.1839,24.8166,24.9534,508213.0
2020-07-23,24.9534,25.1695,24.687,24.8166,415019.0
2020-07-24,24.7446,24.9102,24.1324,24.154,308535.0
2020-07-25,24.7446,24.9102,24.1324,24.154,308535.0
2020-07-26,24.7446,24.9102,24.1324,24.154,308535.0
2020-07-27,24.154,24.8166,24.0267,24.7518,446906.0
2020-07-28,24.4925,24.5501,24.0532,24.3701,451789.0
2020-07-29,24.8454,26.5162,24.5357,25.5512,1355977.0
2020-07-30,25.2199,25.8824,25.083,25.76,792982.0
2020-07-31,26.0193,26.2857,25.7456,26.0913,508050.0
2020-08-01,26.0193,26.2857,25.7456,26.0913,508050.0
2020-08-02,26.0193,26.2857,25.7456,26.0913,508050.0
2020-08-03,26.2641,27.1859,26.2209,27.1715,1109478.0
2020-08-04,27.1715,27.3299,26.761,27.0779,589740.0
2020-08-05,27.3659,28.0357,27.1836,28.0213,640860.0
2020-08-06,27.9781,28.0645,27.6072,27.8484,384959.0
2020-08-07,27.726,28.4318,27.582,28.4246,406153.0
2020-08-08,27.726,28.4318,27.582,28.4246,406153.0
2020-08-09,27.726,28.4318,27.582,28.4246,406153.0
2020-08-10,28.4462,28.5182,27.8701,27.9853,659232.0
2020-08-11,28.3094,28.7126,27.8124,27.9421,500160.0
2020-08-12,28.3094,28.4894,27.834,28.0645,353328.0
2020-08-13,27.9061,28.1869,27.6006,27.8124,362073.0
2020-08-14,27.6732,28.0323,27.512,27.7391,348515.0
2020-08-15,27.6732,28.0323,27.512,27.7391,348515.0
2020-08-16,27.6732,28.0323,27.512,27.7391,348515.0
2020-08-17,27.7025,28.8165,27.6219,28.4647,673355.0
2020-08-18,28.3474,28.6772,28.0763,28.3694,499488.0
2020-08-19,28.3767,28.985,28.2668,28.3401,486205.0
2020-08-20,28.0689,28.3694,27.5633,27.6292,395752.0
2020-08-21,27.4313,27.7391,27.3141,27.5633,225202.0
2020-08-22,27.4313,27.7391,27.3141,27.5633,225202.0
2020-08-23,27.4313,27.7391,27.3141,27.5633,225202.0
2020-08-24,27.7831,28.025,27.5449,28.025,379061.0
2020-08-25,28.1569,28.4354,28.1422,28.2521,451453.0
2020-08-26,28.2521,28.376,27.7428,27.9224,245945.0
2020-08-27,28.025,28.45,27.9737,28.2155,290222.0
2020-08-28,28.4427,28.7285,28.1349,28.5673,353155.0
2020-08-29,28.4427,28.7285,28.1349,28.5673,353155.0
2020-08-30,28.4427,28.7285,28.1349,28.5673,353155.0
2020-08-31,28.5673,28.6332,28.2595,28.3694,396148.0
2020-09-01,28.2668,29.0217,28.084,28.9997,338654.0
2020-09-02,28.9997,29.3661,28.6845,29.2635,383792.0
2020-09-03,29.2342,29.3588,27.8344,28.0103,389805.0
2020-09-04,28.4574,28.5087,25.4453,27.1675,1113320.0
2020-09-05,28.4574,28.5087,25.4453,27.1675,1113320.0
2020-09-06,28.4574,28.5087,25.4453,27.1675,1113320.0
2020-09-07,28.4574,28.5087,25.4453,27.1675,1113320.0
2020-09-08,27.0356,27.0429,26.0242,26.0975,677026.0
2020-09-09,26.3247,26.9037,26.2587,26.7131,410672.0
2020-09-10,26.7131,26.8157,26.1928,26.2368,342787.0
2020-09-11,26.5226,27.38,26.442,27.0136,469636.0
2020-09-12,26.5226,27.38,26.442,27.0136,469636.0
2020-09-13,26.5226,27.38,26.442,27.0136,469636.0
2020-09-14,27.1748,27.49,26.878,27.3654,377326.0
2020-09-15,27.6146,28.1495,27.2481,27.9663,328200.0
2020-09-16,28.0982,28.9117,27.893,28.6552,523656.0
2020-09-17,28.1862,28.8018,27.9883,28.6992,675091.0
2020-09-18,28.7285,28.9484,28.158,28.7725,834038.0
2020-09-19,28.7285,28.9484,28.158,28.7725,834038.0
2020-09-20,28.7285,28.9484,28.158,28.7725,834038.0
2020-09-21,28.1789,28.4126,27.2774,27.6878,582675.0
2020-09-22,27.8271,28.4354,27.6732,28.3181,409942.0
2020-09-23,28.2741,28.4793,27.2994,27.3214,454995.0
2020-09-24,27.3507,27.5339,26.6911,26.867,391464.0
2020-09-25,26.6398,27.424,26.4933,27.2408,648563.0
2020-09-26,26.6398,27.424,26.4933,27.2408,648563.0
2020-09-27,26.6398,27.424,26.4933,27.2408,648563.0
2020-09-28,27.7538,28.3548,27.7245,28.2888,356846.0
2020-09-29,28.2888,28.5746,28.1276,28.3621,322088.0
2020-09-30,28.5233,29.095,28.3767,28.5746,396721.0
2020-10-01,28.7578,28.8384,27.8051,28.0689,436802.0
2020-10-02,27.5999,28.6919,27.4826,28.3254,418781.0
2020-10-03,27.5999,28.6919,27.4826,28.3254,418781.0
2020-10-04,27.5999,28.6919,27.4826,28.3254,418781.0
2020-10-05,28.5746,28.9202,28.5013,28.7358,276762.0
2020-10-06,29.1609,29.5462,28.6626,28.6992,313030.0
2020-10-07,29.1682,29.9011,28.9778,29.2782,535898.0
2020-10-08,30.033,31.4548,29.6886,31.2642,781025.0
2020-10-09,31.5574,32.3929,31.3449,32.3562,596097.0
2020-10-10,31.5574,32.3929,31.3449,32.3562,596097.0
2020-10-11,31.5574,32.3929,31.3449,32.3562,596097.0
2020-10-12,32.3196,33.2357,31.5281,33.1111,451603.0
2020-10-13,33.2137,33.5435,33.0085,33.4189,444370.0
2020-10-14,33.5288,34.1811,33.4927,33.6094,414004.0
2020-10-15,33.287,33.7047,32.7666,33.5728,549102.0
2020-10-16,33.4995,33.822,33.3822,33.712,405938.0
2020-10-17,33.4995,33.822,33.3822,33.712,405938.0
2020-10-18,33.4995,33.822,33.3822,33.712,405938.0
2020-10-19,33.199,33.8659,32.6646,33.309,413120.0
2020-10-20,33.5361,33.9502,33.3529,33.3603,427654.0
2020-10-21,33.6534,33.8073,31.6893,31.8359,694163.0
2020-10-22,32.0191,32.5944,31.5281,31.8066,464800.0
2020-10-23,31.9678,32.0191,31.3962,31.6966,404358.0
2020-10-24,31.9678,32.0191,31.3962,31.6966,404358.0
2020-10-25,31.9678,32.0191,31.3962,31.6966,404358.0
2020-10-26,31.2496,31.5222,30.3775,31.2716,540663.0
2020-10-27,31.3082,31.4841,30.5094,30.5387,570644.0
2020-10-28,30.5827,30.7512,29.2928,29.3368,759923.0
2020-10-29,29.1756,29.7985,29.0583,29.3221,523964.0
2020-10-30,29.1682,29.6006,28.9997,29.3588,551978.0
2020-10-31,29.1682,29.6006,28.9997,29.3588,551978.0
2020-11-01,29.1682,29.6006,28.9997,29.3588,551978.0
2020-11-02,30.0037,30.7366,29.7399,30.5387,640975.0
2020-11-03,31.0004,31.5647,30.8245,31.4181,402878.0
2020-11-04,31.0224,31.9206,30.5827,31.4914,544775.0
2020-11-05,31.66,32.3709,31.6124,32.2096,372179.0
2020-11-06,32.3636,32.3636,31.1107,31.191,455205.0
2020-11-07,32.3636,32.3636,31.1107,31.191,455205.0
2020-11-08,32.3636,32.3636,31.1107,31.191,455205.0
2020-11-09,32.3782,33.6314,32.3782,32.9792,570901.0
2020-11-10,33.1697,34.9359,33.1184,34.2763,698536.0
2020-11-11,34.8993,34.9433,33.0158,33.2943,667932.0
2020-11-12,33.0085,33.4995,31.8359,32.3782,567636.0
2020-11-13,32.6471,33.0728,32.3409,32.901,417419.0
2020-11-14,32.6471,33.0728,32.3409,32.901,417419.0
2020-11-15,32.6471,33.0728,32.3409,32.901,417419.0
2020-11-16,33.6106,34.3416,33.4388,34.0737,412276.0
2020-11-17,33.8571,34.3175,33.6106,34.1185,349623.0
2020-11-18,34.1484,34.716,33.7002,33.7077,460806.0
2020-11-19,33.6181,34.0587,33.3268,33.9168,306580.0
2020-11-20,33.7077,33.9243,33.1438,33.4687,297067.0
2020-11-21,33.7077,33.9243,33.1438,33.4687,297067.0
2020-11-22,33.7077,33.9243,33.1438,33.4687,297067.0
2020-11-23,34.0214,34.2679,33.6255,33.8795,342148.0
2020-11-24,34.35,35.321,33.9094,35.194,393986.0
2020-11-25,35.0148,35.026,33.999,34.1185,576893.0
2020-11-26,35.0148,35.026,33.999,34.1185,576893.0
2020-11-27,34.0363,34.4845,33.394,34.3426,200211.0
2020-11-28,34.0363,34.4845,33.394,34.3426,200211.0
2020-11-29,34.0363,34.4845,33.394,34.3426,200211.0
2020-11-30,34.365,34.477,33.4911,33.6106,348907.0
2020-12-01,34.1857,34.6637,33.7675,34.35,372302.0
2020-12-02,34.3351,35.0223,34.0065,34.6637,257887.0
2020-12-03,35.1044,36.0754,34.97,35.8513,479694.0
2020-12-04,35.9633,36.658,35.5431,36.2322,332623.0
2020-12-05,35.9633,36.658,35.5431,36.2322,332623.0
2020-12-06,35.9633,36.658,35.5431,36.2322,332623.0
2020-12-07,36.2024,36.5161,35.7318,36.4339,289319.0
2020-12-08,36.2248,37.0613,36.1351,37.0015,282707.0
2020-12-09,37.1659,37.3302,36.2658,36.4339,380819.0
2020-12-10,36.1501,36.2845,35.5451,35.6721,316315.0
2020-12-11,35.3882,36.2098,35.2837,36.0829,417246.0
2020-12-12,35.3882,36.2098,35.2837,36.0829,417246.0
2020-12-13,35.3882,36.2098,35.2837,36.0829,417246.0
2020-12-14,36.7401,36.882,35.7841,35.8214,296562.0
2020-12-15,36.0455,36.4339,35.3509,36.2248,398388.0
2020-12-16,36.5385,37.9949,36.4115,37.8455,485430.0
2020-12-17,37.7709,37.853,36.5979,37.1883,468152.0
2020-12-18,37.248,37.6065,36.7252,37.3974,1338190.0
2020-12-19,37.248,37.6065,36.7252,37.3974,1338190.0
2020-12-20,37.248,37.6065,36.7252,37.3974,1338190.0
2020-12-21,36.9119,37.3376,36.419,37.2779,405260.0
2020-12-22,37.2555,37.5094,36.9418,37.0613,249576.0
2020-12-23,37.1808,37.3227,36.7102,37.1061,269393.0
2020-12-24,37.2928,37.5468,36.9567,37.263,103626.0
2020-12-25,37.2928,37.5468,36.9567,37.263,103626.0
2020-12-26,37.2928,37.5468,36.9567,37.263,103626.0
2020-12-27,37.2928,37.5468,36.9567,37.263,103626.0
2020-12-28,37.5767,37.7783,36.6804,36.7999,377400.0
2020-12-29,37.0613,37.2928,36.2845,36.882,329020.0
2020-12-30,37.0837,37.3078,36.8596,37.1509,303695.0
2020-12-31,37.1584,37.7186,36.8298,37.5991,317811.0
2021-01-01,37.1584,37.7186,36.8298,37.5991,317811.0
2021-01-02,37.1584,37.7186,36.8298,37.5991,317811.0
2021-01-03,37.1584,37.7186,36.8298,37.5991,317811.0
2021-01-04,37.8082,38.163,36.4115,36.6654,332847.0
2021-01-05,36.7625,37.6962,36.6654,37.4422,307198.0
2021-01-06,38.0995,41.1244,38.0995,40.385,990868.0
2021-01-07,40.385,40.8706,38.5551,38.9883,724346.0
2021-01-08,39.0854,39.3169,38.1966,38.5476,543649.0
2021-01-09,39.0854,39.3169,38.1966,38.5476,543649.0
2021-01-10,39.0854,39.3169,38.1966,38.5476,543649.0
2021-01-11,38.4281,39.3169,38.3439,38.8539,437473.0
2021-01-12,39.0555,39.78,38.5551,38.7792,374686.0
2021-01-13,38.8389,40.8182,38.8389,40.6464,690927.0
2021-01-14,40.751,41.2664,39.9667,40.1161,487414.0
2021-01-15,39.5858,39.7501,38.2489,39.3916,555071.0
2021-01-16,39.5858,39.7501,38.2489,39.3916,555071.0
2021-01-17,39.5858,39.7501,38.2489,39.3916,555071.0
2021-01-18,39.5858,39.7501,38.2489,39.3916,555071.0
2021-01-19,39.8771,39.9112,39.0779,39.7128,422813.0
2021-01-20,39.8099,40.6091,39.6829,40.5643,421713.0
2021-01-21,40.5867,40.7659,39.7875,39.795,352366.0
2021-01-22,39.3842,39.795,38.824,39.429,432052.0
2021-01-23,39.3842,39.795,38.824,39.429,432052.0
2021-01-24,39.3842,39.795,38.824,39.429,432052.0
2021-01-25,39.1452,39.9742,38.6406,39.4663,510003.0
2021-01-26,39.9742,40.1908,38.9808,39.0854,264192.0
2021-01-27,38.585,38.7381,36.7882,36.9717,947833.0
2021-01-28,37.3526,39.19,37.2032,38.8315,711853.0
2021-01-29,38.4729,38.4879,36.0007,36.1501,888254.0
2021-01-30,38.4729,38.4879,36.0007,36.1501,888254.0
2021-01-31,38.4729,38.4879,36.0007,36.1501,888254.0
2021-02-01,36.531,37.4721,35.6272,37.3003,702032.0
2021-02-02,37.7634,38.2265,37.0464,38.0024,619730.0
2021-02-03,38.3236,39.0779,36.6953,37.0613,893478.0
2021-02-04,37.8829,39.3692,37.4347,39.1078,1053990.0
2021-02-05,39.1078,40.1983,38.7568,39.7725,756673.0
2021-02-06,39.1078,40.1983,38.7568,39.7725,756673.0
2021-02-07,39.1078,40.1983,38.7568,39.7725,756673.0
2021-02-08,40.3327,40.7806,39.5709,40.1236,692215.0
2021-02-09,40.0414,40.7659,39.6381,40.4074,475327.0
2021-02-10,40.6614,40.8009,39.7277,39.8696,582794.0
2021-02-11,40.1069,40.3059,38.6147,39.9845,523041.0
2021-02-12,39.862,40.3824,39.5712,40.2446,443256.0
2021-02-13,39.862,40.3824,39.5712,40.2446,443256.0
2021-02-14,39.862,40.3824,39.5712,40.2446,443256.0
2021-02-15,39.862,40.3824,39.5712,40.2446,443256.0
2021-02-16,40.5584,40.7497,39.4717,39.4717,479254.0
2021-02-17,39.135,39.4714,38.0713,38.7524,519443.0
2021-02-18,38.3774,38.4004,36.7398,36.9234,904272.0
2021-02-19,37.0918,37.8379,36.6556,37.2908,818773.0
2021-02-20,37.0918,37.8379,36.6556,37.2908,818773.0
2021-02-21,37.0918,37.8379,36.6556,37.2908,818773.0
2021-02-22,37.1607,37.417,36.3725,36.7245,799626.0
2021-02-23,36.1735,36.6556,35.2093,36.2424,1152782.0
2021-02-24,36.3572,37.8111,36.3419,37.7882,814841.0
2021-02-25,37.2295,37.7193,36.2653,36.3342,974538.0
2021-02-26,36.9158,36.9387,35.9171,36.3495,731096.0
2021-02-27,36.9158,36.9387,35.9171,36.3495,731096.0
2021-02-28,36.9158,36.9387,35.9171,36.3495,731096.0
2021-03-01,37.4132,38.0025,37.1224,37.7576,1393473.0
2021-03-02,37.7423,37.7512,36.9464,37.0688,616519.0
2021-03-03,37.1377,37.6275,36.6173,36.625,626735.0
2021-03-04,35.9669,36.3801,34.3139,35.2475,984553.0
2021-03-05,35.7909,36.7589,34.1303,36.6633,676323.0
2021-03-06,35.7909,36.7589,34.1303,36.6633,676323.0
2021-03-07,35.7909,36.7589,34.1303,36.6633,676323.0
2021-03-08,36.9005,37.1913,36.1582,36.2118,572544.0
2021-03-09,36.648,37.88,36.3495,37.4591,815007.0
2021-03-10,38.0254,39.0508,37.88,38.7907,744552.0
2021-03-11,39.0049,39.5712,38.5381,38.7371,580887.0
2021-03-12,38.7371,38.9973,38.079,38.2473,405073.0
2021-03-13,38.7371,38.9973,38.079,38.2473,405073.0
2021-03-14,38.7371,38.9973,38.079,38.2473,405073.0
2021-03-15,38.4157,38.959,37.8188,38.9514,440482.0
2021-03-16,39.1427,39.709,38.6682,39.4641,704114.0
2021-03-17,39.2957,40.9946,39.2192,40.8875,653857.0
2021-03-18,40.9563,41.0175,39.2996,39.5406,664549.0
2021-03-19,39.5406,40.8415,39.0355,40.5737,1063280.0
2021-03-20,39.5406,40.8415,39.0355,40.5737,1063280.0
2021-03-21,39.5406,40.8415,39.0355,40.5737,1063280.0
2021-03-22,40.6655,41.0482,39.862,40.6502,491604.0
2021-03-23,40.3365,40.5967,39.0049,39.0968,781114.0
2021-03-24,39.4717,40.0533,39.0508,39.1044,746956.0
2021-03-25,38.7907,39.1427,36.9617,38.9896,749579.0
2021-03-26,39.3952,40.5048,39.0279,40.436,598376.0
2021-03-27,39.3952,40.5048,39.0279,40.436,598376.0
2021-03-28,39.3952,40.5048,39.0279,40.436,598376.0
2021-03-29,40.038,40.4028,38.6223,38.8978,520159.0
2021-03-30,38.8366,39.4408,38.6529,39.3263,431338.0
2021-03-31,39.4105,40.3288,39.2957,39.9232,598513.0
2021-04-01,40.4053,40.5354,39.8314,40.1911,390648.0
2021-04-02,40.4053,40.5354,39.8314,40.1911,390648.0
2021-04-03,40.4053,40.5354,39.8314,40.1911,390648.0
2021-04-04,40.4053,40.5354,39.8314,40.1911,390648.0
2021-04-05,40.5584,41.8976,40.2906,41.6374,1278724.0
2021-04-06,41.7063,41.8593,40.0304,40.5431,762330.0
2021-04-07,40.4206,40.8415,40.038,40.566,370169.0
2021-04-08,40.8339,40.9869,39.5712,40.5431,739795.0
2021-04-09,40.9257,41.0558,40.1987,40.8339,539648.0
2021-04-10,40.9257,41.0558,40.1987,40.8339,539648.0
2021-04-11,40.9257,41.0558,40.1987,40.8339,539648.0
2021-04-12,40.8339,41.8364,40.7803,41.7139,390434.0
2021-04-13,41.8823,41.9257,40.8186,41.5226,531023.0
2021-04-14,41.4308,42.1195,41.2089,41.2777,376729.0
2021-04-15,41.9818,43.8413,41.4537,43.3592,1193493.0
2021-04-16,44.002,44.1168,42.4945,43.0837,634333.0
2021-04-17,44.002,44.1168,42.4945,43.0837,634333.0
2021-04-18,44.002,44.1168,42.4945,43.0837,634333.0
2021-04-19,42.8695,43.053,41.3466,41.9129,599903.0
2021-04-20,41.515,42.2113,39.9691,40.5048,721241.0
2021-04-21,40.3135,41.4155,40.2599,41.3925,579313.0
2021-04-22,41.3849,41.7445,40.788,41.117,614832.0
2021-04-23,41.2854,42.242,40.941,42.0659,471465.0
2021-04-24,41.2854,42.242,40.941,42.0659,471465.0
2021-04-25,41.2854,42.242,40.941,42.0659,471465.0
2021-04-26,42.5251,43.5811,42.395,43.2368,966467.0
2021-04-27,41.2318,42.1731,40.8262,41.1094,1027136.0
2021-04-28,40.7114,41.1094,39.0968,40.2293,1117471.0
2021-04-29,40.788,41.1094,39.7625,40.3824,530837.0
2021-04-30,39.8391,40.1528,38.6988,38.9667,935984.0
2021-05-01,39.8391,40.1528,38.6988,38.9667,935984.0
2021-05-02,39.8391,40.1528,38.6988,38.9667,935984.0
2021-05-03,39.2498,40.0317,38.8825,39.686,776586.0
2021-05-04,39.9309,40.4584,39.4947,40.1987,601639.0
2021-05-05,40.39,41.6451,40.0839,41.6297,823892.0
2021-05-06,41.5456,43.1756,41.4155,43.122,671311.0
2021-05-07,43.1603,43.7801,42.8618,43.2215,560091.0
2021-05-08,43.1603,43.7801,42.8618,43.2215,560091.0
2021-05-09,43.1603,43.7801,42.8618,43.2215,560091.0
2021-05-10,43.3057,43.7572,43.1143,43.1373,596848.0
2021-05-11,41.9818,42.5327,41.5532,42.1425,498865.0
2021-05-12,41.844,42.0889,38.8825,38.9667,853475.0
2021-05-13,39.1224,40.0569,38.9433,39.722,628963.0
2021-05-14,39.9946,40.82,39.7765,40.5708,395847.0
2021-05-15,39.9946,40.82,39.7765,40.5708,395847.0
2021-05-16,39.9946,40.82,39.7765,40.5708,395847.0
2021-05-17,40.2515,40.4112,39.2159,39.8155,514223.0
2021-05-18,39.7298,40.1036,38.8421,39.0913,953974.0
2021-05-19,38.3593,38.7253,37.6896,38.6708,577724.0
2021-05-20,38.8732,39.9595,38.5384,39.6208,437544.0
2021-05-21,39.9556,40.345,39.6831,39.9245,309143.0
2021-05-22,39.9556,40.345,39.6831,39.9245,309143.0
2021-05-23,39.9556,40.345,39.6831,39.9245,309143.0
2021-05-24,40.3761,40.4151,39.8622,39.9011,340181.0
2021-05-25,40.1347,40.4462,39.0913,39.1224,388482.0
2021-05-26,39.2392,39.7337,38.6785,39.4573,692016.0
2021-05-27,39.8232,40.0335,39.5429,39.8855,506723.0
2021-05-28,39.9401,39.9868,39.1224,39.7765,389949.0
