,QTWO US Equity,QTWO US Equity,QTWO US Equity,QTWO US Equity,QTWO US Equity
2022-09-17,38.51,38.51,37.275,37.68,835133.0
2022-09-18,38.51,38.51,37.275,37.68,835133.0
2022-09-19,37.16,37.94,36.31,36.93,356908.0
2022-09-20,36.36,36.96,36.0,36.72,255430.0
2022-09-21,37.01,37.78,36.09,36.2,481765.0
2022-09-22,35.62,35.91,34.4901,34.61,366532.0
2022-09-23,34.01,34.17,32.78,33.15,714732.0
2022-09-24,34.01,34.17,32.78,33.15,714732.0
2022-09-25,34.01,34.17,32.78,33.15,714732.0
2022-09-26,32.95,33.63,31.87,32.02,644882.0
2022-09-27,32.6,32.95,31.32,31.58,617790.0
2022-09-28,31.86,33.28,31.73,33.18,879607.0
2022-09-29,32.7,33.26,32.115,32.97,442278.0
2022-09-30,33.03,33.76,32.16,32.2,378609.0
2022-10-01,33.03,33.76,32.16,32.2,378609.0
2022-10-02,33.03,33.76,32.16,32.2,378609.0
2022-10-03,32.5,33.47,31.79,32.77,475641.0
2022-10-04,33.9,37.2097,33.6,35.65,1166050.0
2022-10-05,34.89,35.35,34.09,34.69,536901.0
2022-10-06,34.43,35.1,34.32,34.78,487145.0
2022-10-07,33.8,33.8,32.985,33.15,569070.0
2022-10-08,33.8,33.8,32.985,33.15,569070.0
2022-10-09,33.8,33.8,32.985,33.15,569070.0
2022-10-10,33.44,33.44,31.69,31.96,389776.0
2022-10-11,31.66,31.66,30.36,30.8,355891.0
2022-10-12,30.76,30.84,29.91,30.7,508442.0
2022-10-13,29.55,30.74,28.71,30.26,490605.0
2022-10-14,30.73,30.785,27.94,27.96,614618.0
2022-10-15,30.73,30.785,27.94,27.96,614618.0
2022-10-16,30.73,30.785,27.94,27.96,614618.0
2022-10-17,28.91,29.89,28.91,29.55,791988.0
2022-10-18,30.58,31.095,29.32,29.66,791860.0
2022-10-19,29.01,29.41,27.5,27.62,448838.0
2022-10-20,27.56,28.35,27.0,27.2,632317.0
2022-10-21,27.11,27.99,26.56,27.86,531241.0
2022-10-22,27.11,27.99,26.56,27.86,531241.0
2022-10-23,27.11,27.99,26.56,27.86,531241.0
2022-10-24,28.08,28.29,26.85,27.83,337890.0
2022-10-25,28.08,30.85,28.08,30.76,514495.0
2022-10-26,30.48,31.82,30.16,30.81,617235.0
2022-10-27,31.25,31.77,30.68,31.04,472001.0
2022-10-28,31.04,31.99,31.02,31.69,695227.0
2022-10-29,31.04,31.99,31.02,31.69,695227.0
2022-10-30,31.04,31.99,31.02,31.69,695227.0
2022-10-31,31.43,31.64,30.57,31.04,507332.0
2022-11-01,31.75,31.9,31.07,31.23,260101.0
2022-11-02,31.3,31.3,28.82,28.89,430501.0
2022-11-03,28.19,28.7538,27.38,27.46,516529.0
2022-11-04,27.82,27.82,25.53,26.58,1239014.0
2022-11-05,27.82,27.82,25.53,26.58,1239014.0
2022-11-06,27.82,27.82,25.53,26.58,1239014.0
2022-11-07,26.95,26.95,25.98,26.44,641879.0
2022-11-08,21.125,24.905,20.93,24.4,2192176.0
2022-11-09,24.48,24.62,23.705,24.37,1067760.0
2022-11-10,26.34,27.97,26.34,27.63,960226.0
2022-11-11,27.44,29.05,27.44,28.63,611658.0
2022-11-12,27.44,29.05,27.44,28.63,611658.0
2022-11-13,27.44,29.05,27.44,28.63,611658.0
2022-11-14,28.04,28.3,27.18,27.51,386107.0
2022-11-15,28.7,30.0,28.47,29.09,539669.0
2022-11-16,28.36,28.515,27.15,27.29,322514.0
2022-11-17,26.46,26.98,26.0,26.27,326906.0
2022-11-18,27.06,27.06,25.685,25.88,418209.0
2022-11-19,27.06,27.06,25.685,25.88,418209.0
2022-11-20,27.06,27.06,25.685,25.88,418209.0
2022-11-21,25.55,25.82,24.78,25.15,530544.0
2022-11-22,25.43,25.47,24.575,25.13,384334.0
2022-11-23,25.1,25.97,24.59,25.89,443659.0
2022-11-24,25.1,25.97,24.59,25.89,443659.0
2022-11-25,25.89,26.35,25.72,26.03,144698.0
2022-11-26,25.89,26.35,25.72,26.03,144698.0
2022-11-27,25.89,26.35,25.72,26.03,144698.0
2022-11-28,25.74,26.59,25.16,25.29,479444.0
2022-11-29,25.44,26.03,25.13,25.84,471265.0
2022-11-30,25.71,27.24,25.69,27.2,635600.0
2022-12-01,27.38,28.335,27.2068,27.87,611397.0
2022-12-02,27.18,27.78,26.3,27.67,516552.0
2022-12-03,27.18,27.78,26.3,27.67,516552.0
2022-12-04,27.18,27.78,26.3,27.67,516552.0
2022-12-05,27.3,27.595,26.23,26.55,804887.0
2022-12-06,26.55,26.55,24.995,25.1,704329.0
2022-12-07,25.0,25.67,24.62,25.46,584391.0
2022-12-08,25.63,26.63,25.205,26.16,568712.0
2022-12-09,25.92,26.74,25.7504,26.25,403841.0
2022-12-10,25.92,26.74,25.7504,26.25,403841.0
2022-12-11,25.92,26.74,25.7504,26.25,403841.0
2022-12-12,26.34,27.34,26.34,27.05,477496.0
2022-12-13,28.5,29.23,27.48,27.87,495989.0
2022-12-14,27.62,28.63,27.47,27.74,329878.0
2022-12-15,26.79,27.25,26.19,26.64,479164.0
2022-12-16,26.31,26.92,26.2691,26.59,774283.0
2022-12-17,26.31,26.92,26.2691,26.59,774283.0
2022-12-18,26.31,26.92,26.2691,26.59,774283.0
2022-12-19,26.56,26.56,25.31,25.59,289685.0
2022-12-20,25.44,26.15,25.1901,25.82,323246.0
2022-12-21,26.04,26.36,25.55,25.85,342250.0
2022-12-22,25.46,25.46,24.57,25.3,607387.0
2022-12-23,25.0,25.29,24.6,25.21,448829.0
2022-12-24,25.0,25.29,24.6,25.21,448829.0
2022-12-25,25.0,25.29,24.6,25.21,448829.0
2022-12-26,25.0,25.29,24.6,25.21,448829.0
2022-12-27,24.99,24.99,24.17,24.61,295155.0
2022-12-28,24.56,25.0,24.29,24.53,273604.0
2022-12-29,24.92,26.51,24.68,26.38,475642.0
2022-12-30,25.73,26.92,25.73,26.87,378028.0
2022-12-31,25.73,26.92,25.73,26.87,378028.0
2023-01-01,25.73,26.92,25.73,26.87,378028.0
2023-01-02,25.73,26.92,25.73,26.87,378028.0
2023-01-03,27.6,28.25,26.7,27.18,397749.0
2023-01-04,27.76,28.78,27.27,28.56,468017.0
2023-01-05,28.21,28.21,27.09,27.57,454181.0
2023-01-06,27.85,28.68,26.93,28.52,333528.0
2023-01-07,27.85,28.68,26.93,28.52,333528.0
2023-01-08,27.85,28.68,26.93,28.52,333528.0
2023-01-09,28.89,30.73,28.89,29.96,511878.0
2023-01-10,29.65,30.185,28.895,29.55,264420.0
2023-01-11,29.87,30.31,29.25,30.23,371357.0
2023-01-12,30.59,31.085,29.72,30.94,622286.0
2023-01-13,30.37,31.09,30.005,30.73,402373.0
2023-01-14,30.37,31.09,30.005,30.73,402373.0
2023-01-15,30.37,31.09,30.005,30.73,402373.0
2023-01-16,30.37,31.09,30.005,30.73,402373.0
2023-01-17,30.89,31.94,30.62,31.8,500764.0
2023-01-18,32.21,32.83,30.91,31.17,575052.0
2023-01-19,30.68,31.12,30.46,30.65,333201.0
2023-01-20,30.87,32.02,30.67,31.96,399819.0
2023-01-21,30.87,32.02,30.67,31.96,399819.0
2023-01-22,30.87,32.02,30.67,31.96,399819.0
2023-01-23,32.13,32.97,31.805,32.89,279428.0
2023-01-24,32.48,33.25,31.98,32.06,333532.0
2023-01-25,31.25,31.63,30.41,31.46,367856.0
2023-01-26,32.04,32.77,31.58,31.92,227772.0
2023-01-27,31.64,33.01,31.64,32.82,286385.0
2023-01-28,31.64,33.01,31.64,32.82,286385.0
2023-01-29,31.64,33.01,31.64,32.82,286385.0
2023-01-30,32.07,32.2399,31.655,32.04,248754.0
2023-01-31,31.91,32.82,31.8,32.72,448242.0
2023-02-01,32.82,34.17,32.42,33.76,286641.0
2023-02-02,34.79,36.515,34.64,35.78,600300.0
2023-02-03,34.58,35.39,34.14,34.39,252105.0
2023-02-04,34.58,35.39,34.14,34.39,252105.0
2023-02-05,34.58,35.39,34.14,34.39,252105.0
2023-02-06,33.8,34.3,33.095,33.22,255177.0
2023-02-07,33.05,34.2,32.53,33.93,409221.0
2023-02-08,33.82,34.31,33.16,33.4,245075.0
2023-02-09,34.04,34.205,33.0,33.06,352491.0
2023-02-10,32.57,34.3,32.4,34.25,708506.0
2023-02-11,32.57,34.3,32.4,34.25,708506.0
2023-02-12,32.57,34.3,32.4,34.25,708506.0
2023-02-13,34.52,34.83,33.64,33.76,489705.0
2023-02-14,33.47,34.36,32.915,33.67,392208.0
2023-02-15,33.38,35.33,33.38,35.31,476409.0
2023-02-16,34.22,35.05,33.65,33.67,579774.0
2023-02-17,33.58,33.7,32.62,33.29,587849.0
2023-02-18,33.58,33.7,32.62,33.29,587849.0
2023-02-19,33.58,33.7,32.62,33.29,587849.0
2023-02-20,33.58,33.7,32.62,33.29,587849.0
2023-02-21,32.38,32.665,31.51,31.72,620346.0
2023-02-22,32.97,33.54,31.76,32.51,810389.0
2023-02-23,33.26,33.54,32.3,32.82,388958.0
2023-02-24,31.85,32.35,31.13,31.44,563895.0
2023-02-25,31.85,32.35,31.13,31.44,563895.0
2023-02-26,31.85,32.35,31.13,31.44,563895.0
2023-02-27,31.67,31.79,31.165,31.33,392289.0
2023-02-28,31.44,32.415,31.31,32.28,542557.0
2023-03-01,32.18,32.31,31.5,31.9,250082.0
2023-03-02,31.67,32.44,31.51,32.23,235993.0
2023-03-03,32.45,33.28,32.45,33.03,270453.0
2023-03-04,32.45,33.28,32.45,33.03,270453.0
2023-03-05,32.45,33.28,32.45,33.03,270453.0
2023-03-06,33.1,33.1,31.51,32.15,641197.0
2023-03-07,32.17,32.91,31.21,31.31,277471.0
2023-03-08,31.41,32.28,31.41,32.0,237256.0
2023-03-09,31.86,32.31,29.68,29.77,649661.0
2023-03-10,29.45,29.45,26.401,27.27,1205275.0
2023-03-11,29.45,29.45,26.401,27.27,1205275.0
2023-03-12,29.45,29.45,26.401,27.27,1205275.0
2023-03-13,25.4,25.72,18.91,20.87,4651331.0
2023-03-14,22.24,24.0999,22.165,23.99,3016962.0
2023-03-15,20.87,23.22,20.87,23.18,1402482.0
2023-03-16,22.96,24.6,22.17,24.31,1285157.0
2023-03-17,23.97,23.97,22.45,22.92,1492952.0
2023-03-18,23.97,23.97,22.45,22.92,1492952.0
2023-03-19,23.97,23.97,22.45,22.92,1492952.0
2023-03-20,23.22,23.65,22.4,22.47,1041373.0
2023-03-21,23.27,23.61,23.11,23.35,946551.0
2023-03-22,23.32,23.36,22.16,22.16,1026168.0
2023-03-23,22.34,22.98,22.14,22.77,1001636.0
2023-03-24,22.58,22.74,22.14,22.62,552669.0
2023-03-25,22.58,22.74,22.14,22.62,552669.0
2023-03-26,22.58,22.74,22.14,22.62,552669.0
2023-03-27,23.19,23.19,22.72,22.75,498685.0
2023-03-28,22.55,23.07,22.32,23.0,679436.0
2023-03-29,23.49,23.61,22.82,22.97,890734.0
2023-03-30,23.27,23.86,22.94,23.8,818072.0
2023-03-31,23.8,25.07,23.56,24.62,779678.0
2023-04-01,23.8,25.07,23.56,24.62,779678.0
2023-04-02,23.8,25.07,23.56,24.62,779678.0
2023-04-03,24.42,24.715,23.89,24.15,505685.0
2023-04-04,24.22,24.59,23.565,23.78,545199.0
2023-04-05,23.48,23.69,22.71,23.05,509411.0
2023-04-06,23.16,23.4,22.66,23.34,782808.0
2023-04-07,23.16,23.4,22.66,23.34,782808.0
2023-04-08,23.16,23.4,22.66,23.34,782808.0
2023-04-09,23.16,23.4,22.66,23.34,782808.0
2023-04-10,23.24,23.59,22.935,23.22,522848.0
2023-04-11,23.17,23.745,22.7437,23.67,446035.0
2023-04-12,24.15,24.58,22.91,22.99,369498.0
2023-04-13,23.25,23.98,23.23,23.74,407685.0
2023-04-14,24.11,24.28,23.16,23.56,393988.0
2023-04-15,24.11,24.28,23.16,23.56,393988.0
2023-04-16,24.11,24.28,23.16,23.56,393988.0
2023-04-17,23.6,23.95,23.56,23.74,515540.0
2023-04-18,24.05,24.11,23.43,24.11,457071.0
2023-04-19,23.75,24.3,23.58,24.13,392632.0
2023-04-20,23.66,24.03,23.5,23.85,347791.0
2023-04-21,23.89,24.75,23.5401,24.43,382147.0
2023-04-22,23.89,24.75,23.5401,24.43,382147.0
2023-04-23,23.89,24.75,23.5401,24.43,382147.0
2023-04-24,24.23,24.49,23.682,23.98,593300.0
2023-04-25,23.53,23.88,22.865,23.01,813140.0
2023-04-26,22.97,24.13,22.97,23.85,759042.0
2023-04-27,24.22,25.06,24.175,24.77,675971.0
2023-04-28,24.51,25.06,24.331,24.62,537799.0
2023-04-29,24.51,25.06,24.331,24.62,537799.0
2023-04-30,24.51,25.06,24.331,24.62,537799.0
2023-05-01,24.31,24.71,23.95,24.19,488983.0
2023-05-02,23.94,24.12,22.36,22.5,769093.0
2023-05-03,22.42,23.58,22.29,22.75,641703.0
2023-05-04,22.46,22.645,21.21,21.65,1075276.0
2023-05-05,22.28,22.465,21.78,22.35,589189.0
2023-05-06,22.28,22.465,21.78,22.35,589189.0
2023-05-07,22.28,22.465,21.78,22.35,589189.0
2023-05-08,22.5,22.67,22.07,22.59,421068.0
2023-05-09,22.38,23.31,21.94,22.99,1005346.0
2023-05-10,24.69,26.71,24.69,25.33,1508928.0
2023-05-11,25.4,25.58,24.87,25.2,754351.0
2023-05-12,25.31,25.31,24.1,24.76,572412.0
2023-05-13,25.31,25.31,24.1,24.76,572412.0
2023-05-14,25.31,25.31,24.1,24.76,572412.0
2023-05-15,24.77,25.84,24.46,25.78,1024621.0
2023-05-16,25.31,26.02,24.99,25.86,859680.0
2023-05-17,26.11,27.38,25.98,27.2,1649797.0
2023-05-18,27.21,27.85,27.0,27.85,973833.0
2023-05-19,28.03,28.24,27.375,27.69,851284.0
2023-05-20,28.03,28.24,27.375,27.69,851284.0
2023-05-21,28.03,28.24,27.375,27.69,851284.0
2023-05-22,27.76,28.34,27.62,28.14,500258.0
2023-05-23,28.2,28.87,27.71,27.79,1445908.0
2023-05-24,27.18,27.8,27.11,27.7,799636.0
2023-05-25,27.9,27.9,26.54,27.1,987120.0
2023-05-26,27.16,27.86,27.16,27.82,591395.0
2023-05-27,27.16,27.86,27.16,27.82,591395.0
2023-05-28,27.16,27.86,27.16,27.82,591395.0
2023-05-29,27.16,27.86,27.16,27.82,591395.0
2023-05-30,28.24,28.58,27.183,27.65,576022.0
2023-05-31,28.61,29.245,28.02,29.12,2056740.0
2023-06-01,28.93,29.21,28.22,28.4,602668.0
2023-06-02,28.88,29.3,28.01,28.36,617878.0
2023-06-03,28.88,29.3,28.01,28.36,617878.0
2023-06-04,28.88,29.3,28.01,28.36,617878.0
2023-06-05,27.9,28.08,27.28,27.68,964478.0
2023-06-06,27.64,29.16,27.47,28.83,549895.0
2023-06-07,29.02,29.25,28.36,28.52,528500.0
2023-06-08,28.32,28.57,27.89,28.21,358259.0
2023-06-09,28.33,28.58,27.74,27.91,283961.0
2023-06-10,28.33,28.58,27.74,27.91,283961.0
2023-06-11,28.33,28.58,27.74,27.91,283961.0
2023-06-12,28.0,28.76,27.93,28.42,459169.0
2023-06-13,28.58,28.98,27.98,28.29,442274.0
2023-06-14,28.29,28.3,27.25,27.79,616610.0
2023-06-15,27.45,28.51,27.175,28.51,464821.0
2023-06-16,28.83,30.1,28.41,29.79,2096323.0
2023-06-17,28.83,30.1,28.41,29.79,2096323.0
2023-06-18,28.83,30.1,28.41,29.79,2096323.0
2023-06-19,28.83,30.1,28.41,29.79,2096323.0
2023-06-20,29.34,29.78,29.19,29.46,735991.0
2023-06-21,29.27,29.495,28.65,29.15,489314.0
2023-06-22,28.94,29.36,28.72,29.18,518636.0
2023-06-23,28.61,29.63,28.59,29.57,1366009.0
2023-06-24,28.61,29.63,28.59,29.57,1366009.0
2023-06-25,28.61,29.63,28.59,29.57,1366009.0
2023-06-26,29.44,30.2289,29.205,29.29,548064.0
2023-06-27,29.52,30.41,28.9,30.29,522981.0
2023-06-28,30.21,30.7,30.13,30.29,381343.0
2023-06-29,30.35,30.81,30.2,30.44,488152.0
2023-06-30,30.79,31.07,30.6,30.9,592066.0
2023-07-01,30.79,31.07,30.6,30.9,592066.0
2023-07-02,30.79,31.07,30.6,30.9,592066.0
2023-07-03,30.58,31.2,30.58,30.77,155259.0
2023-07-04,30.58,31.2,30.58,30.77,155259.0
2023-07-05,30.41,30.97,30.37,30.52,483569.0
2023-07-06,29.92,30.14,29.04,30.07,478817.0
2023-07-07,30.22,31.08,30.17,30.78,377245.0
2023-07-08,30.22,31.08,30.17,30.78,377245.0
2023-07-09,30.22,31.08,30.17,30.78,377245.0
2023-07-10,30.41,31.31,30.17,31.31,404334.0
2023-07-11,31.35,32.03,31.11,31.99,374837.0
2023-07-12,33.52,33.8,32.72,33.31,822689.0
2023-07-13,33.64,34.49,33.555,34.08,553858.0
2023-07-14,33.86,33.985,32.87,33.27,418164.0
2023-07-15,33.86,33.985,32.87,33.27,418164.0
2023-07-16,33.86,33.985,32.87,33.27,418164.0
2023-07-17,33.3,33.765,33.08,33.7,354452.0
2023-07-18,33.57,33.8,33.22,33.29,624932.0
2023-07-19,33.66,34.345,33.41,33.92,594861.0
2023-07-20,33.67,33.67,32.62,32.82,477625.0
2023-07-21,33.27,33.36,32.52,32.55,383299.0
2023-07-22,33.27,33.36,32.52,32.55,383299.0
2023-07-23,33.27,33.36,32.52,32.55,383299.0
2023-07-24,34.8,34.97,33.87,34.45,814591.0
2023-07-25,34.8,35.74,34.595,34.73,845924.0
2023-07-26,34.68,35.15,34.26,35.0,437639.0
2023-07-27,35.64,35.64,34.375,34.65,592490.0
2023-07-28,35.38,35.82,34.905,34.95,288410.0
2023-07-29,35.38,35.82,34.905,34.95,288410.0
2023-07-30,35.38,35.82,34.905,34.95,288410.0
2023-07-31,34.87,35.56,34.62,35.47,618144.0
2023-08-01,35.16,35.93,34.69,35.81,372892.0
2023-08-02,34.75,34.84,33.89,34.25,1291480.0
2023-08-03,35.25,35.27,33.24,33.6,967246.0
2023-08-04,34.14,34.14,32.56,32.81,699881.0
2023-08-05,34.14,34.14,32.56,32.81,699881.0
2023-08-06,34.14,34.14,32.56,32.81,699881.0
2023-08-07,33.99,34.29,33.21,34.19,547460.0
2023-08-08,33.48,33.495,32.64,33.15,572341.0
2023-08-09,33.16,33.81,32.57,33.5,622297.0
2023-08-10,33.89,33.97,33.12,33.37,597678.0
2023-08-11,33.3,33.87,33.12,33.58,349437.0
2023-08-12,33.3,33.87,33.12,33.58,349437.0
2023-08-13,33.3,33.87,33.12,33.58,349437.0
2023-08-14,33.23,34.06,33.16,33.95,421567.0
2023-08-15,33.7,34.16,33.5,33.55,332436.0
2023-08-16,33.33,33.82,33.33,33.51,425232.0
2023-08-17,33.53,33.65,33.175,33.25,423728.0
2023-08-18,32.86,33.71,31.8,32.89,581966.0
2023-08-19,32.86,33.71,31.8,32.89,581966.0
2023-08-20,32.86,33.71,31.8,32.89,581966.0
2023-08-21,32.89,32.97,32.19,32.6,381544.0
2023-08-22,32.97,33.26,32.42,32.67,305824.0
2023-08-23,32.61,33.48,32.58,33.36,354825.0
2023-08-24,33.27,33.51,32.34,32.34,375232.0
2023-08-25,32.5,32.91,32.04,32.57,286193.0
2023-08-26,32.5,32.91,32.04,32.57,286193.0
2023-08-27,32.5,32.91,32.04,32.57,286193.0
2023-08-28,32.71,33.145,32.56,32.58,595735.0
2023-08-29,32.89,33.61,32.53,33.31,785552.0
2023-08-30,33.02,35.21,33.02,34.88,555691.0
2023-08-31,34.8,35.53,34.295,34.41,795295.0
2023-09-01,34.67,35.3,34.67,35.19,511887.0
2023-09-02,34.67,35.3,34.67,35.19,511887.0
2023-09-03,34.67,35.3,34.67,35.19,511887.0
2023-09-04,34.67,35.3,34.67,35.19,511887.0
2023-09-05,34.91,35.015,34.27,34.27,246851.0
2023-09-06,33.97,34.39,33.69,33.87,513421.0
2023-09-07,33.62,33.77,33.501,33.6,439218.0
2023-09-08,33.68,33.7,33.28,33.34,218269.0
2023-09-09,33.68,33.7,33.28,33.34,218269.0
2023-09-10,33.68,33.7,33.28,33.34,218269.0
2023-09-11,33.49,33.94,33.06,33.7,517129.0
2023-09-12,33.12,34.14,33.12,33.71,572006.0
2023-09-13,33.5,33.5,32.62,32.64,451001.0
2023-09-14,32.93,33.2,32.65,32.87,275499.0
2023-09-15,32.68,32.83,32.3,32.65,572399.0
2023-09-16,32.68,32.83,32.3,32.65,572399.0
2023-09-17,32.68,32.83,32.3,32.65,572399.0
2023-09-18,32.55,32.83,32.35,32.61,269830.0
2023-09-19,32.58,32.68,32.35,32.4,316255.0
2023-09-20,32.61,32.99,32.07,32.1,207957.0
2023-09-21,31.7,31.96,31.32,31.33,406809.0
2023-09-22,31.56,32.18,31.36,31.83,298702.0
2023-09-23,31.56,32.18,31.36,31.83,298702.0
2023-09-24,31.56,32.18,31.36,31.83,298702.0
2023-09-25,31.53,31.99,31.3,31.51,280189.0
2023-09-26,31.28,31.83,31.0,31.7,651512.0
2023-09-27,31.9,32.17,31.22,31.62,342220.0
2023-09-28,31.42,32.16,31.31,31.95,289626.0
2023-09-29,32.31,32.585,32.06,32.27,388762.0
2023-09-30,32.31,32.585,32.06,32.27,388762.0
2023-10-01,32.31,32.585,32.06,32.27,388762.0
2023-10-02,32.07,32.42,31.81,32.13,344452.0
2023-10-03,31.82,31.82,30.55,30.81,364981.0
2023-10-04,30.96,31.51,30.61,31.37,230043.0
2023-10-05,31.21,31.68,31.07,31.48,360422.0
2023-10-06,31.1,32.26,31.03,32.16,261710.0
2023-10-07,31.1,32.26,31.03,32.16,261710.0
2023-10-08,31.1,32.26,31.03,32.16,261710.0
2023-10-09,31.73,32.66,31.545,32.48,235341.0
2023-10-10,32.47,33.385,32.33,32.66,312250.0
2023-10-11,32.9,33.405,32.8,33.3,270992.0
2023-10-12,34.23,34.54,33.01,33.33,529196.0
2023-10-13,33.29,33.29,31.6,32.07,613857.0
2023-10-14,33.29,33.29,31.6,32.07,613857.0
2023-10-15,33.29,33.29,31.6,32.07,613857.0
2023-10-16,32.5,32.7099,32.12,32.48,501661.0
2023-10-17,32.06,33.28,32.06,33.27,856846.0
2023-10-18,32.72,32.72,32.1,32.21,723804.0
2023-10-19,32.52,33.12,32.21,32.61,488745.0
2023-10-20,32.7,33.02,31.26,31.39,776756.0
2023-10-21,32.7,33.02,31.26,31.39,776756.0
2023-10-22,32.7,33.02,31.26,31.39,776756.0
2023-10-23,31.17,31.69,30.8,30.83,765730.0
2023-10-24,31.29,32.22,31.23,31.66,514507.0
2023-10-25,31.14,31.235,30.0471,30.15,825475.0
2023-10-26,30.19,30.53,29.75,30.36,512491.0
2023-10-27,30.57,30.66,29.36,29.38,483231.0
2023-10-28,30.57,30.66,29.36,29.38,483231.0
2023-10-29,30.57,30.66,29.36,29.38,483231.0
2023-10-30,29.83,29.9,28.97,29.15,494913.0
2023-10-31,29.0,30.27,28.91,30.03,1517877.0
2023-11-01,30.01,30.3,29.275,29.8,971249.0
2023-11-02,31.88,33.19,30.89,33.01,1689064.0
2023-11-03,33.88,34.22,33.53,34.14,754876.0
2023-11-04,33.88,34.22,33.53,34.14,754876.0
2023-11-05,33.88,34.22,33.53,34.14,754876.0
2023-11-06,34.1,34.1,33.18,33.6,467063.0
2023-11-07,33.82,34.57,33.57,34.44,457334.0
2023-11-08,34.42,34.94,34.15,34.74,208441.0
2023-11-09,34.92,34.92,33.4,33.41,345036.0
2023-11-10,33.41,33.73,32.97,33.61,336252.0
2023-11-11,33.41,33.73,32.97,33.61,336252.0
2023-11-12,33.41,33.73,32.97,33.61,336252.0
2023-11-13,33.32,33.8,33.17,33.54,543556.0
2023-11-14,34.96,35.86,34.47,35.85,534576.0
2023-11-15,35.96,36.62,35.65,35.74,417689.0
2023-11-16,35.62,35.71,34.8,34.97,1287637.0
2023-11-17,35.16,35.53,35.04,35.51,347935.0
2023-11-18,35.16,35.53,35.04,35.51,347935.0
2023-11-19,35.16,35.53,35.04,35.51,347935.0
2023-11-20,35.66,36.44,35.63,36.33,463728.0
2023-11-21,35.65,36.13,34.69,34.73,927725.0
2023-11-22,35.2,35.56,34.725,34.86,1140924.0
2023-11-23,35.2,35.56,34.725,34.86,1140924.0
2023-11-24,34.93,35.36,34.75,35.19,341085.0
2023-11-25,34.93,35.36,34.75,35.19,341085.0
2023-11-26,34.93,35.36,34.75,35.19,341085.0
2023-11-27,34.84,35.55,34.59,35.45,784575.0
2023-11-28,35.4,36.38,35.35,35.67,632289.0
2023-11-29,36.39,37.3899,36.27,36.44,710552.0
2023-11-30,36.53,36.9,35.42,35.52,730851.0
2023-12-01,35.42,37.58,35.2,37.52,706135.0
2023-12-02,35.42,37.58,35.2,37.52,706135.0
2023-12-03,35.42,37.58,35.2,37.52,706135.0
2023-12-04,37.11,38.15,37.05,37.94,821991.0
2023-12-05,37.75,37.925,36.93,37.41,464175.0
2023-12-06,37.64,38.1,37.15,37.16,362355.0
2023-12-07,37.42,38.32,36.975,37.66,793508.0
2023-12-08,37.54,38.42,37.54,38.08,486754.0
2023-12-09,37.54,38.42,37.54,38.08,486754.0
2023-12-10,37.54,38.42,37.54,38.08,486754.0
2023-12-11,37.74,38.06,37.34,37.73,714970.0
2023-12-12,37.54,37.81,36.96,37.61,610001.0
2023-12-13,38.31,40.19,38.04,40.0,810636.0
2023-12-14,41.18,41.91,40.11,40.99,883222.0
2023-12-15,41.23,42.268,39.64,42.07,1413344.0
2023-12-16,41.23,42.268,39.64,42.07,1413344.0
2023-12-17,41.23,42.268,39.64,42.07,1413344.0
2023-12-18,42.41,43.1,42.03,42.81,1183813.0
2023-12-19,43.13,44.13,43.04,44.07,809958.0
2023-12-20,43.83,44.77,42.5,42.52,931687.0
2023-12-21,43.2,43.32,42.61,43.26,574241.0
2023-12-22,43.42,43.78,43.08,43.42,276241.0
2023-12-23,43.42,43.78,43.08,43.42,276241.0
2023-12-24,43.42,43.78,43.08,43.42,276241.0
2023-12-25,43.42,43.78,43.08,43.42,276241.0
2023-12-26,43.44,44.01,43.295,43.97,188820.0
2023-12-27,43.99,44.2383,43.545,44.12,393588.0
2023-12-28,43.81,44.3699,43.81,44.15,317396.0
2023-12-29,43.92,44.34,43.1,43.41,539966.0
2023-12-30,43.92,44.34,43.1,43.41,539966.0
2023-12-31,43.92,44.34,43.1,43.41,539966.0
2024-01-01,43.92,44.34,43.1,43.41,539966.0
2024-01-02,42.36,42.59,41.36,42.26,597959.0
2024-01-03,41.59,41.71,40.17,40.18,894804.0
2024-01-04,40.59,41.05,40.21,40.3,794457.0
2024-01-05,39.97,40.93,39.66,40.3,719705.0
2024-01-06,39.97,40.93,39.66,40.3,719705.0
2024-01-07,39.97,40.93,39.66,40.3,719705.0
2024-01-08,40.59,42.185,40.44,41.99,495889.0
2024-01-09,41.07,42.135,41.07,42.0,505706.0
2024-01-10,42.14,42.44,41.7,42.39,386188.0
2024-01-11,42.26,42.59,41.37,42.38,327156.0
2024-01-12,42.83,42.995,42.1,42.36,276289.0
2024-01-13,42.83,42.995,42.1,42.36,276289.0
2024-01-14,42.83,42.995,42.1,42.36,276289.0
2024-01-15,42.83,42.995,42.1,42.36,276289.0
2024-01-16,41.67,42.42,41.5,42.38,569787.0
2024-01-17,41.6,42.24,41.42,42.11,504439.0
2024-01-18,42.62,42.74,41.7525,42.52,516221.0
2024-01-19,42.9,43.59,42.21,43.5,427880.0
2024-01-20,42.9,43.59,42.21,43.5,427880.0
2024-01-21,42.9,43.59,42.21,43.5,427880.0
2024-01-22,44.27,45.0,43.745,44.75,697965.0
2024-01-23,45.0,45.0,44.2,44.41,663744.0
2024-01-24,45.0,45.0,43.42,43.55,448411.0
