,SYBT US Equity,SYBT US Equity,SYBT US Equity,SYBT US Equity,SYBT US Equity
2021-03-14,51.5698,52.5074,50.7259,51.5698,93113.0
2021-03-15,51.7292,51.7292,48.9631,49.6851,62922.0
2021-03-16,49.2351,49.2444,48.1193,49.1601,45748.0
2021-03-17,49.1601,50.2477,48.2505,48.7194,44864.0
2021-03-18,48.9725,49.8633,48.3256,48.5506,41409.0
2021-03-19,48.6631,49.5914,47.6223,49.085,425585.0
2021-03-20,48.6631,49.5914,47.6223,49.085,425585.0
2021-03-21,48.6631,49.5914,47.6223,49.085,425585.0
2021-03-22,49.0288,49.5726,46.9097,48.1568,58973.0
2021-03-23,47.6036,48.1005,47.191,47.5004,56063.0
2021-03-24,48.0068,49.2819,47.116,47.4067,55140.0
2021-03-25,47.2379,48.7475,46.891,48.71,46924.0
2021-03-26,49.3663,49.8633,48.3443,49.01,49532.0
2021-03-27,49.3663,49.8633,48.3443,49.01,49532.0
2021-03-28,49.3663,49.8633,48.3443,49.01,49532.0
2021-03-29,48.5975,49.4601,47.2754,47.5942,39208.0
2021-03-30,47.9693,49.8351,47.9036,48.2974,51835.0
2021-03-31,48.0818,48.4509,47.5286,47.8755,95437.0
2021-04-01,48.1287,48.4006,47.4067,48.1849,59194.0
2021-04-02,48.1287,48.4006,47.4067,48.1849,59194.0
2021-04-03,48.1287,48.4006,47.4067,48.1849,59194.0
2021-04-04,48.1287,48.4006,47.4067,48.1849,59194.0
2021-04-05,48.8038,49.2069,47.8989,48.4099,28332.0
2021-04-06,48.1662,49.0202,47.7958,48.3443,45475.0
2021-04-07,48.7522,48.8694,48.2881,48.4568,46183.0
2021-04-08,48.6444,48.6444,48.063,48.213,70923.0
2021-04-09,48.3256,48.3256,47.763,47.9786,51479.0
2021-04-10,48.3256,48.3256,47.763,47.9786,51479.0
2021-04-11,48.3256,48.3256,47.763,47.9786,51479.0
2021-04-12,48.0536,48.4381,47.6973,48.0349,33216.0
2021-04-13,47.9036,47.9036,46.9097,47.5755,37359.0
2021-04-14,47.4161,48.7287,47.4161,48.2505,21773.0
2021-04-15,48.2787,48.8318,47.5379,48.2412,29698.0
2021-04-16,48.6819,48.785,48.0068,48.5412,33904.0
2021-04-17,48.6819,48.785,48.0068,48.5412,33904.0
2021-04-18,48.6819,48.785,48.0068,48.5412,33904.0
2021-04-19,48.1943,48.4943,47.5848,48.1755,32452.0
2021-04-20,47.9036,47.9036,46.9285,47.0316,41612.0
2021-04-21,47.6036,48.213,46.9285,47.6598,40580.0
2021-04-22,48.0536,48.4006,47.3504,47.7911,33313.0
2021-04-23,47.6317,48.9444,47.5379,48.1943,31844.0
2021-04-24,47.6317,48.9444,47.5379,48.1943,31844.0
2021-04-25,47.6317,48.9444,47.5379,48.1943,31844.0
2021-04-26,48.4943,48.7944,47.8567,48.2505,30333.0
2021-04-27,48.1755,48.2787,47.477,48.063,55983.0
2021-04-28,48.1193,50.604,47.688,47.8661,101192.0
2021-04-29,48.1943,48.6378,47.988,48.1849,24090.0
2021-04-30,47.8192,48.8038,47.4254,47.9693,55232.0
2021-05-01,47.8192,48.8038,47.4254,47.9693,55232.0
2021-05-02,47.8192,48.8038,47.4254,47.9693,55232.0
2021-05-03,48.4287,48.7269,47.9318,48.5693,42994.0
2021-05-04,48.1662,48.6912,48.0161,48.3068,27497.0
2021-05-05,48.5506,48.6819,47.8192,48.2974,22169.0
2021-05-06,48.3349,50.2713,47.8567,48.5693,41581.0
2021-05-07,48.2787,49.1179,48.2505,49.0194,42365.0
2021-05-08,48.2787,49.1179,48.2505,49.0194,42365.0
2021-05-09,48.2787,49.1179,48.2505,49.0194,42365.0
2021-05-10,49.1788,49.5445,48.3631,48.5881,48410.0
2021-05-11,48.1287,49.2491,47.9613,48.2224,37335.0
2021-05-12,48.3912,48.5318,46.9191,47.341,62188.0
2021-05-13,47.2567,48.9819,47.2285,48.7569,48499.0
2021-05-14,48.7569,49.357,47.988,49.0007,35931.0
2021-05-15,48.7569,49.357,47.988,49.0007,35931.0
2021-05-16,48.7569,49.357,47.988,49.0007,35931.0
2021-05-17,48.7569,49.2069,48.3324,49.1225,23353.0
2021-05-18,49.1694,49.4929,47.9786,48.0443,32299.0
2021-05-19,47.9224,48.2505,47.2754,48.138,43997.0
2021-05-20,47.9786,48.6537,47.2754,48.1849,32196.0
2021-05-21,48.5787,49.0288,48.0818,48.7287,34195.0
2021-05-22,48.5787,49.0288,48.0818,48.7287,34195.0
2021-05-23,48.5787,49.0288,48.0818,48.7287,34195.0
2021-05-24,48.7662,48.7662,47.8896,48.1099,21055.0
2021-05-25,48.1568,48.3912,47.8146,47.8755,94220.0
2021-05-26,48.1474,49.1413,47.6692,48.9163,75158.0
2021-05-27,49.3757,50.9509,49.2819,50.679,81062.0
2021-05-28,50.9697,50.9697,48.9725,50.3884,42954.0
2021-05-29,50.9697,50.9697,48.9725,50.3884,42954.0
2021-05-30,50.9697,50.9697,48.9725,50.3884,42954.0
2021-05-31,50.9697,50.9697,48.9725,50.3884,42954.0
2021-06-01,50.5477,51.0259,49.3476,50.6321,41651.0
2021-06-02,51.0259,51.0259,49.9945,50.1914,65222.0
2021-06-03,50.229,50.8759,50.0133,50.3415,61471.0
2021-06-04,50.2477,50.6696,49.3148,49.4507,41275.0
2021-06-05,50.2477,50.6696,49.3148,49.4507,41275.0
2021-06-06,50.2477,50.6696,49.3148,49.4507,41275.0
2021-06-07,49.4413,49.5914,48.9444,49.1601,23741.0
2021-06-08,48.9069,49.4602,48.4756,48.8975,39800.0
2021-06-09,48.7475,48.7475,47.8286,48.0349,50577.0
2021-06-10,48.1099,48.5975,48.0021,48.2037,52060.0
2021-06-11,48.3443,48.5318,48.0068,48.5318,40400.0
2021-06-12,48.3443,48.5318,48.0068,48.5318,40400.0
2021-06-13,48.3443,48.5318,48.0068,48.5318,40400.0
2021-06-14,48.4568,48.6397,47.8381,48.4099,63151.0
2021-06-15,48.5037,49.4601,48.5037,49.1788,46696.0
2021-06-16,49.1319,49.6382,48.5647,49.2913,49205.0
2021-06-17,49.4788,49.4976,48.1099,48.5318,100621.0
2021-06-18,47.5044,48.6544,47.4102,48.3245,213624.0
2021-06-19,47.5044,48.6544,47.4102,48.3245,213624.0
2021-06-20,47.5044,48.6544,47.4102,48.3245,213624.0
2021-06-21,48.5978,49.1822,48.4046,48.513,111593.0
2021-06-22,48.3716,48.5412,47.528,48.1265,70011.0
2021-06-23,48.2396,48.2868,47.4856,47.8438,94033.0
2021-06-24,47.9003,48.5978,47.4385,48.5412,80437.0
2021-06-25,48.5789,48.8711,48.1548,48.447,529972.0
2021-06-26,48.5789,48.8711,48.1548,48.447,529972.0
2021-06-27,48.5789,48.8711,48.1548,48.447,529972.0
2021-06-28,48.4658,48.4658,47.3536,47.7118,52770.0
2021-06-29,47.8155,49.1006,47.5233,47.6364,42125.0
2021-06-30,47.4573,48.5223,47.4573,47.9663,91709.0
2021-07-01,48.3999,49.0596,48.1831,48.4187,60466.0
2021-07-02,48.4376,48.5376,47.872,48.0511,29917.0
2021-07-03,48.4376,48.5376,47.872,48.0511,29917.0
2021-07-04,48.4376,48.5376,47.872,48.0511,29917.0
2021-07-05,48.4376,48.5376,47.872,48.0511,29917.0
2021-07-06,47.8532,47.8532,46.2791,46.6656,39462.0
2021-07-07,46.4205,47.1227,46.1943,46.4959,30334.0
2021-07-08,45.9775,46.0246,45.28,45.6193,33693.0
2021-07-09,46.1472,46.9813,46.1472,46.7316,30053.0
2021-07-10,46.1472,46.9813,46.1472,46.7316,30053.0
2021-07-11,46.1472,46.9813,46.1472,46.7316,30053.0
2021-07-12,46.3922,46.7598,45.855,46.675,59383.0
2021-07-13,46.4959,46.8117,45.5178,45.6476,36573.0
2021-07-14,45.5816,46.0647,45.2895,45.5722,23015.0
2021-07-15,45.3083,46.298,45.2423,46.1283,29219.0
2021-07-16,46.2697,46.9389,45.5251,45.5816,35252.0
2021-07-17,46.2697,46.9389,45.5251,45.5816,35252.0
2021-07-18,46.2697,46.9389,45.5251,45.5816,35252.0
2021-07-19,44.7711,46.4488,44.4789,44.592,34638.0
2021-07-20,44.5731,46.5148,43.2818,44.46,109594.0
2021-07-21,44.903,45.4308,44.6202,44.7145,44299.0
2021-07-22,44.46,44.8135,43.64,43.8851,36928.0
2021-07-23,44.2809,44.5307,43.9039,43.9887,16713.0
2021-07-24,44.2809,44.5307,43.9039,43.9887,16713.0
2021-07-25,44.2809,44.5307,43.9039,43.9887,16713.0
2021-07-26,44.1301,45.1575,43.8019,44.7051,26328.0
2021-07-27,44.2527,45.7853,44.1207,44.6674,31361.0
2021-07-28,44.6579,45.2423,43.8097,45.1198,32526.0
2021-07-29,45.3366,45.5251,44.9219,45.0538,20663.0
2021-07-30,45.0161,45.4968,44.6391,44.903,29275.0
2021-07-31,45.0161,45.4968,44.6391,44.903,29275.0
2021-08-01,45.0161,45.4968,44.6391,44.903,29275.0
2021-08-02,44.9124,45.478,43.9133,44.6391,55028.0
2021-08-03,44.9501,46.0528,44.4694,45.7136,39356.0
2021-08-04,45.5345,46.5148,44.9784,45.1763,48903.0
2021-08-05,45.6011,45.8267,45.2518,45.6476,19872.0
2021-08-06,46.1189,47.5516,46.1189,47.3348,37765.0
2021-08-07,46.1189,47.5516,46.1189,47.3348,37765.0
2021-08-08,46.1189,47.5516,46.1189,47.3348,37765.0
2021-08-09,47.052,47.2217,46.3302,47.0803,26808.0
2021-08-10,46.9201,48.2019,46.7928,48.0323,45398.0
2021-08-11,47.9097,48.758,47.8108,48.7298,46512.0
2021-08-12,48.381,49.0314,48.381,48.7769,33821.0
2021-08-13,48.7561,49.1125,48.4046,48.5884,30961.0
2021-08-14,48.7561,49.1125,48.4046,48.5884,30961.0
2021-08-15,48.7561,49.1125,48.4046,48.5884,30961.0
2021-08-16,48.5035,48.6123,48.07,48.2491,24347.0
2021-08-17,48.1454,48.5003,46.6561,47.627,88776.0
2021-08-18,47.3725,47.8626,47.0897,47.2028,41812.0
2021-08-19,46.6561,47.5139,46.6561,47.3065,33376.0
2021-08-20,47.0332,48.8617,47.0332,48.6638,64174.0
2021-08-21,47.0332,48.8617,47.0332,48.6638,64174.0
2021-08-22,47.0332,48.8617,47.0332,48.6638,64174.0
2021-08-23,48.9937,49.3801,48.0228,48.6732,64322.0
2021-08-24,48.7109,49.2199,47.7872,49.0785,57174.0
2021-08-25,48.7863,49.3613,48.4093,48.4847,78470.0
2021-08-26,48.4376,48.4376,47.1746,47.2028,55252.0
2021-08-27,47.1651,49.3236,47.1086,49.0596,48052.0
2021-08-28,47.1651,49.3236,47.1086,49.0596,48052.0
2021-08-29,47.1651,49.3236,47.1086,49.0596,48052.0
2021-08-30,49.0879,49.3895,47.9192,47.9569,41057.0
2021-08-31,47.9663,48.7486,47.9663,48.6166,43368.0
2021-09-01,48.6166,49.0596,48.1548,48.7769,36156.0
2021-09-02,48.7392,50.2001,48.6449,50.2001,80771.0
2021-09-03,49.6912,50.8882,49.6912,50.8034,79437.0
2021-09-04,49.6912,50.8882,49.6912,50.8034,79437.0
2021-09-05,49.6912,50.8882,49.6912,50.8034,79437.0
2021-09-06,49.6912,50.8882,49.6912,50.8034,79437.0
2021-09-07,50.9824,52.2125,50.8788,51.1427,97871.0
2021-09-08,50.9542,51.2558,49.4178,49.7571,56494.0
2021-09-09,49.6063,51.2841,49.6063,51.0107,95468.0
2021-09-10,51.3218,51.35,50.0399,50.0399,61494.0
2021-09-11,51.3218,51.35,50.0399,50.0399,61494.0
2021-09-12,51.3218,51.35,50.0399,50.0399,61494.0
2021-09-13,50.464,51.0626,50.1719,50.9165,73865.0
2021-09-14,50.9165,51.2746,50.4169,50.8505,73915.0
2021-09-15,50.8693,52.0475,50.8693,51.8307,95881.0
2021-09-16,51.991,52.2643,51.2746,51.6988,112560.0
2021-09-17,51.9167,51.9546,49.5293,49.5293,663444.0
2021-09-18,51.9167,51.9546,49.5293,49.5293,663444.0
2021-09-19,51.9167,51.9546,49.5293,49.5293,663444.0
2021-09-20,48.7903,49.7661,48.6008,49.643,120421.0
2021-09-21,49.624,50.1356,49.3966,49.7188,65753.0
2021-09-22,50.0409,50.6282,49.3209,50.2872,65144.0
2021-09-23,50.7135,52.3051,50.7135,51.7651,38407.0
2021-09-24,51.8788,52.6178,51.4714,52.3241,42681.0
2021-09-25,51.8788,52.6178,51.4714,52.3241,42681.0
2021-09-26,51.8788,52.6178,51.4714,52.3241,42681.0
2021-09-27,52.5514,55.5831,52.5514,55.3367,84747.0
2021-09-28,55.1852,56.7768,54.9673,56.0947,149627.0
2021-09-29,56.3599,56.5873,55.9526,56.1799,89668.0
2021-09-30,56.3694,56.4452,54.2567,55.5641,157918.0
2021-10-01,55.5736,57.5536,55.2515,57.3736,89001.0
2021-10-02,55.5736,57.5536,55.2515,57.3736,89001.0
2021-10-03,55.5736,57.5536,55.2515,57.3736,89001.0
2021-10-04,57.4399,58.5389,57.3547,58.2831,62439.0
2021-10-05,58.2831,58.4442,56.3325,58.0273,59956.0
2021-10-06,57.8473,58.9747,55.8862,57.7715,38806.0
2021-10-07,58.2073,59.0539,58.2073,58.4821,86667.0
2021-10-08,58.4536,58.4536,56.6513,58.0747,44748.0
2021-10-09,58.4536,58.4536,56.6513,58.0747,44748.0
2021-10-10,58.4536,58.4536,56.6513,58.0747,44748.0
2021-10-11,58.2736,58.8137,57.3642,57.7336,110698.0
2021-10-12,57.6957,57.8615,57.3547,57.6957,38555.0
2021-10-13,57.5915,58.2926,56.7105,58.2926,56153.0
2021-10-14,58.8515,59.1263,54.5978,59.0031,50097.0
2021-10-15,59.6189,61.2105,58.34,59.1831,60451.0
2021-10-16,59.6189,61.2105,58.34,59.1831,60451.0
2021-10-17,59.6189,61.2105,58.34,59.1831,60451.0
2021-10-18,58.9463,59.3442,58.7663,58.9368,32283.0
2021-10-19,59.2021,59.7705,58.9652,59.3631,39351.0
2021-10-20,59.3821,60.2253,59.2684,60.1779,42144.0
2021-10-21,60.0642,60.4621,59.8558,60.0642,35106.0
2021-10-22,60.121,61.2105,59.9884,60.9642,30657.0
2021-10-23,60.121,61.2105,59.9884,60.9642,30657.0
2021-10-24,60.121,61.2105,59.9884,60.9642,30657.0
2021-10-25,61.3432,61.5516,60.8979,61.2579,27066.0
2021-10-26,61.5516,61.9874,60.7274,60.9642,52732.0
2021-10-27,60.3105,60.9926,59.78,60.0926,122392.0
2021-10-28,57.8473,60.2063,57.3926,57.8947,86941.0
2021-10-29,58.0463,58.8658,57.6768,58.0273,67504.0
2021-10-30,58.0463,58.8658,57.6768,58.0273,67504.0
2021-10-31,58.0463,58.8658,57.6768,58.0273,67504.0
2021-11-01,58.5105,59.24,57.961,58.7663,105816.0
2021-11-02,58.6715,59.1926,58.2926,58.7,87733.0
2021-11-03,58.52,61.0779,58.52,60.8505,67817.0
2021-11-04,60.7463,60.9832,59.761,60.2347,45242.0
2021-11-05,60.8126,62.5463,60.1589,62.499,69105.0
2021-11-06,60.8126,62.5463,60.1589,62.499,69105.0
2021-11-07,60.8126,62.5463,60.1589,62.499,69105.0
2021-11-08,62.7264,63.219,62.0063,62.859,40930.0
2021-11-09,62.6221,63.1527,61.9117,63.02,34227.0
2021-11-10,63.2379,63.7116,63.1716,63.4937,48196.0
2021-11-11,63.3422,63.8537,63.3422,63.6737,28755.0
2021-11-12,63.579,63.579,61.0921,62.2621,33653.0
2021-11-13,63.579,63.579,61.0921,62.2621,33653.0
2021-11-14,63.579,63.579,61.0921,62.2621,33653.0
2021-11-15,62.5653,62.5653,61.8927,62.4706,29509.0
2021-11-16,62.2716,62.3285,61.6842,62.1863,59732.0
2021-11-17,61.8642,61.9021,61.059,61.9021,34721.0
2021-11-18,61.7221,62.2906,61.6463,61.76,57820.0
2021-11-19,61.1821,61.6548,60.8505,61.0116,36440.0
2021-11-20,61.1821,61.6548,60.8505,61.0116,36440.0
2021-11-21,61.1821,61.6548,60.8505,61.0116,36440.0
2021-11-22,61.4758,62.7642,61.1632,61.4095,45567.0
2021-11-23,61.7032,61.8169,60.8221,61.8169,60249.0
2021-11-24,61.4474,63.5506,61.4474,63.3232,87805.0
2021-11-25,61.4474,63.5506,61.4474,63.3232,87805.0
2021-11-26,61.5516,61.5516,58.2547,58.7379,47688.0
2021-11-27,61.5516,61.5516,58.2547,58.7379,47688.0
2021-11-28,61.5516,61.5516,58.2547,58.7379,47688.0
2021-11-29,59.5052,60.3863,57.5726,57.5726,65043.0
2021-11-30,56.9663,57.8189,55.5925,56.682,105481.0
2021-12-01,57.8947,59.0789,56.8526,56.862,77723.0
2021-12-02,57.5347,59.24,57.5063,58.9463,37952.0
2021-12-03,59.2116,59.2116,57.5915,57.8757,41508.0
2021-12-04,59.2116,59.2116,57.5915,57.8757,41508.0
2021-12-05,59.2116,59.2116,57.5915,57.8757,41508.0
2021-12-06,58.7284,60.0453,58.2708,59.4105,41139.0
2021-12-07,59.9695,59.9695,58.0652,58.3968,47391.0
2021-12-08,58.8137,59.2684,58.0084,59.1452,39468.0
2021-12-09,58.8705,59.3252,58.4536,58.5579,38539.0
2021-12-10,59.0031,59.0031,57.6531,58.3968,27197.0
2021-12-11,59.0031,59.0031,57.6531,58.3968,27197.0
2021-12-12,59.0031,59.0031,57.6531,58.3968,27197.0
2021-12-13,58.0273,58.9747,57.8047,58.4442,45579.0
2021-12-14,58.2642,59.3537,57.8947,58.7758,61007.0
2021-12-15,58.6147,59.5905,58.4252,58.88,51028.0
2021-12-16,59.5716,59.9789,58.6336,58.9747,44467.0
2021-12-17,59.3649,59.6504,57.4425,57.8517,214773.0
2021-12-18,59.3649,59.6504,57.4425,57.8517,214773.0
2021-12-19,59.3649,59.6504,57.4425,57.8517,214773.0
2021-12-20,57.0238,57.0238,55.5868,55.8532,117214.0
2021-12-21,56.3767,57.5758,56.3767,57.2617,57389.0
2021-12-22,57.3569,58.2324,56.8049,58.2134,46202.0
2021-12-23,58.6131,59.5742,58.2657,58.6797,31966.0
2021-12-24,58.6131,59.5742,58.2657,58.6797,31966.0
2021-12-25,58.6131,59.5742,58.2657,58.6797,31966.0
2021-12-26,58.6131,59.5742,58.2657,58.6797,31966.0
2021-12-27,58.9462,60.2214,58.1563,59.974,54280.0
2021-12-28,59.8122,60.7153,59.2126,60.307,37391.0
2021-12-29,60.4308,60.7258,59.7836,60.6116,26494.0
2021-12-30,60.6211,61.154,60.0548,60.3356,44029.0
2021-12-31,60.4308,60.8495,60.4308,60.7924,18912.0
2022-01-01,60.4308,60.8495,60.4308,60.7924,18912.0
2022-01-02,60.4308,60.8495,60.4308,60.7924,18912.0
2022-01-03,61.0684,62.7192,60.0691,61.5061,64580.0
2022-01-04,61.7821,63.3523,61.7821,62.0105,38538.0
2022-01-05,62.0486,63.3571,61.6489,61.9439,42968.0
2022-01-06,62.1342,63.7806,62.1057,63.695,32008.0
2022-01-07,63.7806,63.99,62.4578,62.5815,54953.0
2022-01-08,63.7806,63.99,62.4578,62.5815,54953.0
2022-01-09,63.7806,63.99,62.4578,62.5815,54953.0
2022-01-10,62.8004,62.8004,61.6774,61.9439,41841.0
2022-01-11,61.8583,61.8583,60.7496,61.3063,82896.0
2022-01-12,61.2873,61.8583,60.2404,60.3261,81182.0
2022-01-13,60.6306,61.2159,60.3832,60.7638,40980.0
2022-01-14,60.0691,61.8202,59.6504,61.8107,66102.0
2022-01-15,60.0691,61.8202,59.6504,61.8107,66102.0
2022-01-16,60.0691,61.8202,59.6504,61.8107,66102.0
2022-01-17,60.0691,61.8202,59.6504,61.8107,66102.0
2022-01-18,61.5061,61.9344,60.8114,61.0589,38610.0
2022-01-19,61.0969,61.4966,59.5172,59.7836,55077.0
2022-01-20,59.717,60.9589,58.7273,58.7653,45946.0
2022-01-21,58.2514,59.9169,58.2514,58.4037,60306.0
2022-01-22,58.2514,59.9169,58.2514,58.4037,60306.0
2022-01-23,58.2514,59.9169,58.2514,58.4037,60306.0
2022-01-24,57.7756,59.6599,57.4045,59.4791,77611.0
2022-01-25,58.9176,59.5552,57.5662,59.3744,58100.0
2022-01-26,60.0691,61.1255,57.9231,58.7939,91894.0
2022-01-27,58.4513,59.6837,55.8791,56.31,48001.0
2022-01-28,56.567,57.2332,54.9777,56.4528,55870.0
2022-01-29,56.567,57.2332,54.9777,56.4528,55870.0
2022-01-30,56.567,57.2332,54.9777,56.4528,55870.0
2022-01-31,55.9579,56.7763,55.563,56.7002,58558.0
2022-02-01,56.5575,57.0238,55.11,56.7097,50034.0
2022-02-02,56.548,56.6051,55.0538,55.3203,54208.0
2022-02-03,55.1966,56.0055,54.7493,55.6248,60029.0
2022-02-04,55.9103,56.3653,55.3964,56.1483,57766.0
2022-02-05,55.9103,56.3653,55.3964,56.1483,57766.0
2022-02-06,55.9103,56.3653,55.3964,56.1483,57766.0
2022-02-07,56.1102,56.3767,55.2251,55.6153,29418.0
2022-02-08,55.6819,56.3598,55.1014,55.8152,55162.0
2022-02-09,55.8437,55.8437,53.7691,53.9785,60725.0
2022-02-10,53.9785,54.3211,52.846,53.3789,65581.0
2022-02-11,53.16,54.0546,52.4796,52.9316,52039.0
2022-02-12,53.16,54.0546,52.4796,52.9316,52039.0
2022-02-13,53.16,54.0546,52.4796,52.9316,52039.0
2022-02-14,53.3694,53.7596,51.9514,52.256,41026.0
2022-02-15,52.8079,53.7501,52.589,53.141,85947.0
2022-02-16,52.8555,53.1886,52.5224,53.0649,32823.0
2022-02-17,52.5605,54.0498,51.8658,51.8753,34829.0
2022-02-18,51.7516,53.0078,51.428,52.3892,44312.0
2022-02-19,51.7516,53.0078,51.428,52.3892,44312.0
2022-02-20,51.7516,53.0078,51.428,52.3892,44312.0
2022-02-21,51.7516,53.0078,51.428,52.3892,44312.0
2022-02-22,52.3892,52.9887,51.7135,52.6176,40727.0
2022-02-23,52.865,52.865,51.1044,51.2662,54350.0
2022-02-24,50.305,51.7421,49.0964,50.6001,48388.0
2022-02-25,50.8951,51.8229,50.8951,51.3614,41588.0
2022-02-26,50.8951,51.8229,50.8951,51.3614,41588.0
2022-02-27,50.8951,51.8229,50.8951,51.3614,41588.0
2022-02-28,50.6191,51.0569,50.5239,50.8856,71409.0
2022-03-01,50.5144,50.5144,48.3732,48.868,96466.0
2022-03-02,49.0584,51.3328,48.9346,50.7809,77211.0
2022-03-03,51.133,51.133,49.9053,50.3431,38552.0
2022-03-04,49.8292,50.0386,49.0203,49.6674,42427.0
2022-03-05,49.8292,50.0386,49.0203,49.6674,42427.0
2022-03-06,49.8292,50.0386,49.0203,49.6674,42427.0
2022-03-07,49.6674,49.9624,48.6111,48.6967,54709.0
2022-03-08,48.9061,49.4676,48.3922,48.5445,50219.0
2022-03-09,49.6389,49.8387,48.8651,49.0679,42738.0
2022-03-10,48.4207,49.2868,48.4207,49.163,38584.0
2022-03-11,49.3724,50.0576,48.849,48.9632,51319.0
2022-03-12,49.3724,50.0576,48.849,48.9632,51319.0
2022-03-13,49.3724,50.0576,48.849,48.9632,51319.0
2022-03-14,49.3058,51.2472,48.9632,51.1044,58062.0
2022-03-15,51.3995,51.3995,50.7999,51.152,58858.0
2022-03-16,51.5517,52.7794,51.4946,52.7508,61451.0
2022-03-17,52.3416,52.4939,51.4851,52.1608,48931.0
2022-03-18,51.8068,52.3329,50.4103,52.2851,154339.0
2022-03-19,51.8068,52.3329,50.4103,52.2851,154339.0
2022-03-20,51.8068,52.3329,50.4103,52.2851,154339.0
2022-03-21,52.0651,52.4955,51.5581,51.8834,50572.0
2022-03-22,52.2851,53.0121,51.9025,52.5721,37517.0
2022-03-23,52.1703,52.1703,51.1241,51.2042,27236.0
2022-03-24,51.3381,51.692,50.8694,51.5199,29536.0
2022-03-25,51.4338,52.5338,50.659,51.8834,48749.0
2022-03-26,51.4338,52.5338,50.659,51.8834,48749.0
2022-03-27,51.4338,52.5338,50.659,51.8834,48749.0
2022-03-28,51.606,51.606,50.4964,50.879,41928.0
2022-03-29,51.5868,51.9073,51.0416,51.4433,47499.0
2022-03-30,51.319,52.3425,50.4581,50.6016,55475.0
2022-03-31,50.6781,53.5191,50.4294,50.6016,59201.0
2022-04-01,50.7833,51.319,50.4581,51.0799,67151.0
2022-04-02,50.7833,51.319,50.4581,51.0799,67151.0
2022-04-03,50.7833,51.319,50.4581,51.0799,67151.0
2022-04-04,51.0225,51.6633,50.3505,51.3286,49676.0
2022-04-05,51.1851,52.0268,50.9651,51.1659,58013.0
2022-04-06,51.2233,51.6251,50.7738,50.9459,51483.0
2022-04-07,50.6972,50.812,49.869,50.2094,72989.0
2022-04-08,50.0372,50.7259,49.865,50.305,49401.0
2022-04-09,50.0372,50.7259,49.865,50.305,49401.0
2022-04-10,50.0372,50.7259,49.865,50.305,49401.0
2022-04-11,49.9703,50.9459,49.6833,50.5059,64461.0
2022-04-12,50.6685,51.4816,50.0181,50.0372,83611.0
2022-04-13,49.9989,50.6207,49.6642,50.305,53328.0
2022-04-14,50.4485,50.5059,49.4291,49.8937,49326.0
2022-04-15,50.4485,50.5059,49.4291,49.8937,49326.0
2022-04-16,50.4485,50.5059,49.4291,49.8937,49326.0
2022-04-17,50.4485,50.5059,49.4291,49.8937,49326.0
2022-04-18,49.4155,51.4433,49.4155,51.1468,113825.0
2022-04-19,51.0703,52.1608,51.0703,52.1225,50861.0
2022-04-20,51.9121,53.5095,51.9121,53.3373,45995.0
2022-04-21,53.8156,55.0878,53.3469,54.7052,120133.0
2022-04-22,54.2747,54.5713,52.0842,52.1895,61596.0
2022-04-23,54.2747,54.5713,52.0842,52.1895,61596.0
2022-04-24,54.2747,54.5713,52.0842,52.1895,61596.0
2022-04-25,52.046,52.5625,51.1899,52.3999,65202.0
2022-04-26,51.8164,52.6749,50.9842,51.0894,69167.0
2022-04-27,50.5633,51.7756,50.2094,51.0703,80994.0
2022-04-28,51.1468,51.1468,49.9224,50.5633,71549.0
2022-04-29,50.6207,50.8168,49.7981,50.0085,69654.0
2022-04-30,50.6207,50.8168,49.7981,50.0085,69654.0
2022-05-01,50.6207,50.8168,49.7981,50.0085,69654.0
2022-05-02,50.0755,51.4242,49.7215,50.5824,81886.0
2022-05-03,50.2572,51.3477,50.2381,51.0225,55082.0
2022-05-04,51.0607,52.5147,50.8503,52.4477,64701.0
2022-05-05,51.979,52.3377,51.1372,52.0938,66926.0
2022-05-06,51.7494,51.7781,50.9268,51.7781,56866.0
2022-05-07,51.7494,51.7781,50.9268,51.7781,56866.0
2022-05-08,51.7494,51.7781,50.9268,51.7781,56866.0
2022-05-09,51.2903,52.7921,51.1946,52.5338,75930.0
2022-05-10,52.7156,53.916,51.1755,52.5721,79567.0
2022-05-11,52.2373,53.0886,51.8929,52.3138,57652.0
2022-05-12,52.3616,52.419,51.5007,52.3329,63691.0
2022-05-13,52.5338,52.8973,51.4051,51.5007,73895.0
2022-05-14,52.5338,52.8973,51.4051,51.5007,73895.0
2022-05-15,52.5338,52.8973,51.4051,51.5007,73895.0
2022-05-16,51.5964,52.0268,49.8363,49.9894,91597.0
2022-05-17,50.7642,51.1085,50.5537,50.9746,58977.0
2022-05-18,50.439,51.3477,50.1525,50.8311,61056.0
2022-05-19,50.5729,51.3094,49.645,50.2668,79860.0
2022-05-20,50.6111,50.7929,49.8889,50.7546,84802.0
2022-05-21,50.6111,50.7929,49.8889,50.7546,84802.0
2022-05-22,50.6111,50.7929,49.8889,50.7546,84802.0
2022-05-23,51.3668,53.9399,51.2138,53.7391,130322.0
2022-05-24,53.7965,54.7147,52.7873,54.7052,124154.0
2022-05-25,54.7052,55.4369,54.1791,54.7434,76114.0
2022-05-26,55.1835,56.0444,55.1835,55.4035,81214.0
2022-05-27,55.1308,56.3505,55.1308,56.3026,51681.0
2022-05-28,55.1308,56.3505,55.1308,56.3026,51681.0
