,CTBI US Equity,CTBI US Equity,CTBI US Equity,CTBI US Equity,CTBI US Equity
2021-03-14,41.4268,41.9517,40.9326,41.6474,58583.0
2021-03-15,41.5592,41.9475,40.0765,40.7384,65001.0
2021-03-16,40.4736,40.5531,39.4675,40.1294,35036.0
2021-03-17,40.0147,40.3677,39.3705,39.8559,40435.0
2021-03-18,40.05,40.8355,39.3043,39.7323,46411.0
2021-03-19,39.8382,40.6325,39.2734,40.5442,333893.0
2021-03-20,39.8382,40.6325,39.2734,40.5442,333893.0
2021-03-21,39.8382,40.6325,39.2734,40.5442,333893.0
2021-03-22,40.103,40.3766,38.4173,39.0704,57204.0
2021-03-23,38.7968,39.3881,37.8701,38.0555,53300.0
2021-03-24,38.2937,39.9441,37.9937,38.0202,67534.0
2021-03-25,37.9495,39.2469,37.6186,38.7968,36095.0
2021-03-26,39.5646,39.8294,39.3793,39.7411,41425.0
2021-03-27,39.5646,39.8294,39.3793,39.7411,41425.0
2021-03-28,39.5646,39.8294,39.3793,39.7411,41425.0
2021-03-29,39.7411,39.8823,38.6909,39.1498,53303.0
2021-03-30,39.4675,40.1266,39.2381,39.4411,43481.0
2021-03-31,39.2381,40.0941,38.4217,38.8586,101046.0
2021-04-01,38.8586,39.5734,38.5144,39.5028,52661.0
2021-04-02,38.8586,39.5734,38.5144,39.5028,52661.0
2021-04-03,38.8586,39.5734,38.5144,39.5028,52661.0
2021-04-04,38.8586,39.5734,38.5144,39.5028,52661.0
2021-04-05,39.6529,39.7588,39.0969,39.5999,42296.0
2021-04-06,39.4499,39.5734,38.8056,39.3175,26405.0
2021-04-07,39.5293,39.6087,38.7483,38.9733,38053.0
2021-04-08,38.8762,39.1939,38.5497,39.0792,26851.0
2021-04-09,39.291,39.5381,38.7527,39.2645,45118.0
2021-04-10,39.291,39.5381,38.7527,39.2645,45118.0
2021-04-11,39.291,39.5381,38.7527,39.2645,45118.0
2021-04-12,39.494,39.6705,39.1498,39.6705,32281.0
2021-04-13,39.697,39.7146,38.9204,39.4058,91124.0
2021-04-14,39.5911,40.1912,39.3616,39.5117,39809.0
2021-04-15,38.9071,39.8382,38.9071,39.7764,47445.0
2021-04-16,40.1294,40.1736,39.494,39.8912,28255.0
2021-04-17,40.1294,40.1736,39.494,39.8912,28255.0
2021-04-18,40.1294,40.1736,39.494,39.8912,28255.0
2021-04-19,39.7588,40.2556,39.5823,39.847,39966.0
2021-04-20,40.0963,40.0963,38.532,38.7438,31005.0
2021-04-21,38.8762,39.7058,38.8321,39.5999,33014.0
2021-04-22,39.8382,40.0324,39.4146,39.5911,40710.0
2021-04-23,39.6705,40.3104,39.6705,40.0941,42033.0
2021-04-24,39.6705,40.3104,39.6705,40.0941,42033.0
2021-04-25,39.6705,40.3104,39.6705,40.0941,42033.0
2021-04-26,40.2,40.5531,39.4675,39.7676,39516.0
2021-04-27,39.7235,39.7235,39.2822,39.6529,36583.0
2021-04-28,39.6793,40.0324,38.8409,39.3616,37004.0
2021-04-29,39.7676,40.0919,39.1675,39.3528,24565.0
2021-04-30,39.088,39.4852,38.8586,39.3263,57203.0
2021-05-01,39.088,39.4852,38.8586,39.3263,57203.0
2021-05-02,39.088,39.4852,38.8586,39.3263,57203.0
2021-05-03,39.5205,40.2795,39.494,39.9441,25839.0
2021-05-04,39.8912,40.3854,39.6264,39.9176,39761.0
2021-05-05,39.7676,39.8779,39.3705,39.8735,41445.0
2021-05-06,39.9,40.1046,39.1498,40.05,39064.0
2021-05-07,39.6617,40.1912,39.6617,40.05,35664.0
2021-05-08,39.6617,40.1912,39.6617,40.05,35664.0
2021-05-09,39.6617,40.1912,39.6617,40.05,35664.0
2021-05-10,40.0412,40.2398,39.3793,39.3793,29963.0
2021-05-11,39.2116,39.7508,38.6644,38.9733,31953.0
2021-05-12,39.1322,39.2734,37.7907,38.179,34944.0
2021-05-13,38.0996,39.4587,38.0996,39.3616,30570.0
2021-05-14,39.5117,39.8117,38.9645,39.6264,26289.0
2021-05-15,39.5117,39.8117,38.9645,39.6264,26289.0
2021-05-16,39.5117,39.8117,38.9645,39.6264,26289.0
2021-05-17,39.4058,39.8912,39.1851,39.8029,19778.0
2021-05-18,39.8559,40.0941,39.547,39.697,34057.0
2021-05-19,39.2822,40.05,38.7615,39.4322,31868.0
2021-05-20,39.3351,39.4852,38.9027,39.4852,29763.0
2021-05-21,39.8823,40.1118,39.3705,39.8117,25692.0
2021-05-22,39.8823,40.1118,39.3705,39.8117,25692.0
2021-05-23,39.8823,40.1118,39.3705,39.8117,25692.0
2021-05-24,39.8294,39.8294,39.2381,39.3793,36325.0
2021-05-25,39.3881,39.5205,37.8613,37.976,45688.0
2021-05-26,38.0466,38.532,37.8745,38.2584,24819.0
2021-05-27,38.735,39.0439,38.4085,38.8674,40477.0
2021-05-28,38.6203,38.991,38.1967,38.991,26542.0
2021-05-29,38.6203,38.991,38.1967,38.991,26542.0
2021-05-30,38.6203,38.991,38.1967,38.991,26542.0
2021-05-31,38.6203,38.991,38.1967,38.991,26542.0
2021-06-01,39.2028,39.6264,38.5497,39.3705,31929.0
2021-06-02,39.3273,39.445,38.7527,39.0351,28452.0
2021-06-03,38.885,39.1851,38.7703,39.1763,60365.0
2021-06-04,39.0263,39.1145,38.585,39.0351,36901.0
2021-06-05,39.0263,39.1145,38.585,39.0351,36901.0
2021-06-06,39.0263,39.1145,38.585,39.0351,36901.0
2021-06-07,39.0263,39.2204,38.7174,39.1586,25477.0
2021-06-08,39.6087,39.6087,38.7703,39.1233,33414.0
2021-06-09,39.4234,39.4852,38.6556,38.6909,28636.0
2021-06-10,38.9204,38.9314,38.1261,38.1261,32279.0
2021-06-11,38.3643,38.4438,37.9231,38.1614,44577.0
2021-06-12,38.3643,38.4438,37.9231,38.1614,44577.0
2021-06-13,38.3643,38.4438,37.9231,38.1614,44577.0
2021-06-14,38.335,38.433,37.3421,37.6939,32525.0
2021-06-15,37.6939,38.2192,37.5247,37.9788,34400.0
2021-06-16,37.8987,38.3528,37.4089,38.1035,38284.0
2021-06-17,38.246,38.246,36.7322,36.9281,34026.0
2021-06-18,36.4116,36.4116,35.4053,35.628,131420.0
2021-06-19,36.4116,36.4116,35.4053,35.628,131420.0
2021-06-20,36.4116,36.4116,35.4053,35.628,131420.0
2021-06-21,36.0198,36.8835,36.0198,36.652,41354.0
2021-06-22,36.652,36.9814,35.9931,36.3492,27072.0
2021-06-23,36.4027,36.4472,35.9029,36.1088,59113.0
2021-06-24,36.2691,36.6164,35.8773,36.5719,33335.0
2021-06-25,36.3136,37.124,35.6191,36.2424,227277.0
2021-06-26,36.3136,37.124,35.6191,36.2424,227277.0
2021-06-27,36.3136,37.124,35.6191,36.2424,227277.0
2021-06-28,36.3225,36.3403,35.6191,36.2068,61535.0
2021-06-29,36.465,37.1001,35.9307,35.9307,54991.0
2021-06-30,35.7348,36.4338,35.7348,35.9574,50125.0
2021-07-01,36.2869,36.6253,36.0198,36.4205,90967.0
2021-07-02,36.278,36.4294,35.8773,35.9574,40216.0
2021-07-03,36.278,36.4294,35.8773,35.9574,40216.0
2021-07-04,36.278,36.4294,35.8773,35.9574,40216.0
2021-07-05,36.278,36.4294,35.8773,35.9574,40216.0
2021-07-06,35.9307,35.9307,34.6662,35.254,50136.0
2021-07-07,35.1827,35.7259,34.8266,35.3608,40248.0
2021-07-08,35.3875,35.3875,34.4258,34.7998,41781.0
2021-07-09,35.3964,36.0331,35.2985,35.7972,49130.0
2021-07-10,35.3964,36.0331,35.2985,35.7972,49130.0
2021-07-11,35.3964,36.0331,35.2985,35.7972,49130.0
2021-07-12,35.717,36.9458,35.3859,35.8417,49362.0
2021-07-13,35.8061,35.9449,35.1026,35.6191,52708.0
2021-07-14,35.6903,36.0198,35.5389,35.7615,43397.0
2021-07-15,35.6102,36.6431,35.3252,36.376,53129.0
2021-07-16,36.7143,36.7143,35.6458,35.6992,44683.0
2021-07-17,36.7143,36.7143,35.6458,35.6992,44683.0
2021-07-18,36.7143,36.7143,35.6458,35.6992,44683.0
2021-07-19,35.1026,36.2468,34.4525,34.7019,61497.0
2021-07-20,34.7286,36.1088,34.7286,35.0313,61729.0
2021-07-21,35.5211,36.3302,35.1916,35.3875,43693.0
2021-07-22,35.5033,35.628,34.5505,34.7019,35108.0
2021-07-23,35.0313,35.0759,34.5683,34.969,25366.0
2021-07-24,35.0313,35.0759,34.5683,34.969,25366.0
2021-07-25,35.0313,35.0759,34.5683,34.969,25366.0
2021-07-26,35.0046,35.8595,35.0046,35.5656,42245.0
2021-07-27,35.4232,35.8862,35.2896,35.5033,25485.0
2021-07-28,35.53,35.7704,34.9334,35.6903,29735.0
2021-07-29,35.8951,35.8951,34.9957,35.2183,86550.0
2021-07-30,35.2451,35.6636,35.0937,35.4053,48151.0
2021-07-31,35.2451,35.6636,35.0937,35.4053,48151.0
2021-08-01,35.2451,35.6636,35.0937,35.4053,48151.0
2021-08-02,35.5567,36.1979,34.9512,35.0313,32829.0
2021-08-03,35.1738,35.6458,34.8844,35.3252,44647.0
2021-08-04,35.1115,35.4855,34.8176,35.0848,45669.0
2021-08-05,35.3341,35.7348,35.1738,35.2807,32447.0
2021-08-06,35.5834,36.3403,35.5834,36.1177,50203.0
2021-08-07,35.5834,36.3403,35.5834,36.1177,50203.0
2021-08-08,35.5834,36.3403,35.5834,36.1177,50203.0
2021-08-09,36.1177,36.2424,35.7615,35.8773,24256.0
2021-08-10,35.7793,36.473,35.7793,36.3225,22433.0
2021-08-11,36.4225,36.8212,36.1801,36.8123,51500.0
2021-08-12,36.8212,37.3822,36.7945,37.1507,38417.0
2021-08-13,37.1596,37.4891,36.7768,37.3377,28842.0
2021-08-14,37.1596,37.4891,36.7768,37.3377,28842.0
2021-08-15,37.1596,37.4891,36.7768,37.3377,28842.0
2021-08-16,37.2486,37.2713,36.75,36.9904,26728.0
2021-08-17,36.8212,37.026,36.5051,36.6876,29174.0
2021-08-18,36.5986,37.0972,36.5362,36.6164,33908.0
2021-08-19,36.3582,37.2753,35.9663,36.2513,33947.0
2021-08-20,36.0999,37.0705,36.0999,36.8657,62357.0
2021-08-21,36.0999,37.0705,36.0999,36.8657,62357.0
2021-08-22,36.0999,37.0705,36.0999,36.8657,62357.0
2021-08-23,37.0171,37.4891,36.8746,36.9192,24175.0
2021-08-24,37.1329,37.1596,36.8479,36.9815,26480.0
2021-08-25,37.1774,37.587,37.1774,37.3911,29276.0
2021-08-26,37.4178,37.498,36.7945,36.8746,47669.0
2021-08-27,37.0883,37.9833,36.7778,37.8096,38990.0
2021-08-28,37.0883,37.9833,36.7778,37.8096,38990.0
2021-08-29,37.0883,37.9833,36.7778,37.8096,38990.0
2021-08-30,37.8542,37.8542,36.9815,37.0438,30985.0
2021-08-31,36.9548,37.3466,36.8568,37.0972,49177.0
2021-09-01,37.2219,37.2219,36.6698,37.0438,33847.0
2021-09-02,37.2397,37.2397,36.8123,36.9548,17095.0
2021-09-03,36.8301,36.839,36.5986,36.7411,75719.0
2021-09-04,36.8301,36.839,36.5986,36.7411,75719.0
2021-09-05,36.8301,36.839,36.5986,36.7411,75719.0
2021-09-06,36.8301,36.839,36.5986,36.7411,75719.0
2021-09-07,36.839,36.8479,36.3671,36.376,21317.0
2021-09-08,36.2958,36.4472,35.8595,36.0198,46560.0
2021-09-09,36.0554,36.5184,36.002,36.091,33127.0
2021-09-10,36.5362,36.5362,35.7259,35.815,35062.0
2021-09-11,36.5362,36.5362,35.7259,35.815,35062.0
2021-09-12,36.5362,36.5362,35.7259,35.815,35062.0
2021-09-13,36.1355,36.2513,35.6547,36.1622,46629.0
2021-09-14,36.2702,36.2702,35.3169,35.4428,54000.0
2021-09-15,35.5687,35.9554,35.4428,35.7036,33969.0
2021-09-16,35.9464,36.1302,35.2629,35.6856,42701.0
2021-09-17,35.7216,36.1712,35.0561,35.2899,571258.0
2021-09-18,35.7216,36.1712,35.0561,35.2899,571258.0
2021-09-19,35.7216,36.1712,35.0561,35.2899,571258.0
2021-09-20,34.8942,35.191,34.358,35.0471,83970.0
2021-09-21,35.3708,35.3708,34.9257,35.137,31133.0
2021-09-22,35.2989,35.5327,34.5435,35.182,40635.0
2021-09-23,35.4698,36.4411,35.4698,36.1443,39631.0
2021-09-24,36.0094,36.7873,36.0094,36.6659,34166.0
2021-09-25,36.0094,36.7873,36.0094,36.6659,34166.0
2021-09-26,36.0094,36.7873,36.0094,36.6659,34166.0
2021-09-27,36.7918,38.2127,36.7918,37.9339,36396.0
2021-09-28,38.1318,38.3791,37.6372,37.7271,31782.0
2021-09-29,37.907,38.5365,37.6284,38.4825,36683.0
2021-09-30,38.6264,38.6264,37.7181,37.862,48266.0
2021-10-01,38.0599,38.8423,37.6981,38.5635,43505.0
2021-10-02,38.0599,38.8423,37.6981,38.5635,43505.0
2021-10-03,38.0599,38.8423,37.6981,38.5635,43505.0
2021-10-04,38.6264,38.8962,38.4018,38.7433,38772.0
2021-10-05,38.8872,38.8872,38.5545,38.6534,15749.0
2021-10-06,38.3836,38.6219,37.9519,38.4286,21734.0
2021-10-07,38.6714,38.9682,38.6084,38.9682,26964.0
2021-10-08,38.8513,39.3099,38.8513,39.202,19586.0
2021-10-09,38.8513,39.3099,38.8513,39.202,19586.0
2021-10-10,38.8513,39.3099,38.8513,39.202,19586.0
2021-10-11,39.4178,39.5527,38.5545,38.7164,34392.0
2021-10-12,38.4825,38.8843,38.4106,38.6804,23471.0
2021-10-13,38.2397,38.3926,37.9339,38.3926,13426.0
2021-10-14,38.7433,38.7883,38.3117,38.6714,20602.0
2021-10-15,39.175,39.3549,38.5275,38.5455,41943.0
2021-10-16,39.175,39.3549,38.5275,38.5455,41943.0
2021-10-17,39.175,39.3549,38.5275,38.5455,41943.0
2021-10-18,38.5455,38.8693,38.3926,38.7344,26660.0
2021-10-19,38.9862,38.9862,38.2577,38.6624,23541.0
2021-10-20,38.6939,39.2919,38.6939,39.247,27732.0
2021-10-21,39.0851,39.3369,38.9772,39.256,24508.0
2021-10-22,39.184,39.5617,39.0078,39.0491,23598.0
2021-10-23,39.184,39.5617,39.0078,39.0491,23598.0
2021-10-24,39.184,39.5617,39.0078,39.0491,23598.0
2021-10-25,39.274,39.7326,38.8281,39.6067,44635.0
2021-10-26,39.5168,39.7866,39.166,39.4808,62193.0
2021-10-27,39.229,39.5168,38.2847,38.3207,28673.0
2021-10-28,38.5005,39.238,38.5005,39.0401,18433.0
2021-10-29,38.8962,39.6202,38.8693,39.2829,36641.0
2021-10-30,38.8962,39.6202,38.8693,39.2829,36641.0
2021-10-31,38.8962,39.6202,38.8693,39.2829,36641.0
2021-11-01,39.4538,40.4161,39.2919,40.2722,31840.0
2021-11-02,40.2273,40.2632,39.3909,39.4718,22797.0
2021-11-03,39.3999,40.9872,39.3999,40.6859,34196.0
2021-11-04,40.515,40.7938,39.8585,40.2273,24465.0
2021-11-05,40.542,41.5583,40.542,41.2345,38724.0
2021-11-06,40.542,41.5583,40.542,41.2345,38724.0
2021-11-07,40.542,41.5583,40.542,41.2345,38724.0
2021-11-08,41.3694,41.5583,40.596,41.0636,32140.0
2021-11-09,40.7399,41.1595,40.506,40.8118,51023.0
2021-11-10,40.6949,41.1266,40.6949,40.9377,31961.0
2021-11-11,41.1266,41.3109,40.9197,41.0277,69100.0
2021-11-12,41.1805,41.1805,40.2992,40.56,22545.0
2021-11-13,41.1805,41.1805,40.2992,40.56,22545.0
2021-11-14,41.1805,41.1805,40.2992,40.56,22545.0
2021-11-15,40.6769,40.6828,40.1643,40.2632,34334.0
2021-11-16,39.9485,40.533,39.9485,40.4161,29641.0
2021-11-17,40.1733,40.2542,39.5168,40.0114,55104.0
2021-11-18,38.9592,40.2093,38.9502,40.1643,31273.0
2021-11-19,39.7056,40.1373,39.6067,39.8945,22077.0
2021-11-20,39.7056,40.1373,39.6067,39.8945,22077.0
2021-11-21,39.7056,40.1373,39.6067,39.8945,22077.0
2021-11-22,40.2003,41.0187,40.1463,40.2183,40195.0
2021-11-23,40.506,40.7006,39.6427,39.9934,143063.0
2021-11-24,40.0294,40.4026,39.1032,39.9215,24187.0
2021-11-25,40.0294,40.4026,39.1032,39.9215,24187.0
2021-11-26,38.9142,38.9142,37.3674,38.1138,34186.0
2021-11-27,38.9142,38.9142,37.3674,38.1138,34186.0
2021-11-28,38.9142,38.9142,37.3674,38.1138,34186.0
2021-11-29,38.7344,39.1031,37.6641,37.808,36017.0
2021-11-30,37.5113,38.3386,37.1335,37.7721,66356.0
2021-12-01,38.5455,39.0581,37.853,37.9609,40198.0
2021-12-02,38.0868,39.0176,38.0868,38.8243,26217.0
2021-12-03,38.8243,38.8243,38.0329,38.2307,76876.0
2021-12-04,38.8243,38.8243,38.0329,38.2307,76876.0
2021-12-05,38.8243,38.8243,38.0329,38.2307,76876.0
2021-12-06,38.6804,39.3549,38.4466,39.166,29103.0
2021-12-07,39.4448,39.5617,38.4286,38.8603,33444.0
2021-12-08,38.9232,38.9411,38.5275,38.8243,25986.0
2021-12-09,38.5635,39.229,38.3566,38.6444,39106.0
2021-12-10,38.9322,39.0786,38.3566,38.8782,26251.0
2021-12-11,38.9322,39.0786,38.3566,38.8782,26251.0
2021-12-12,38.9322,39.0786,38.3566,38.8782,26251.0
2021-12-13,38.6894,39.5977,38.4196,39.1121,87400.0
2021-12-14,39.1847,39.9562,38.8397,38.9759,74849.0
2021-12-15,39.2936,39.702,38.8761,38.9759,55983.0
2021-12-16,39.457,39.8654,39.1879,39.5024,54969.0
2021-12-17,39.1937,39.4479,38.0228,38.5039,220627.0
2021-12-18,39.1937,39.4479,38.0228,38.5039,220627.0
2021-12-19,39.1937,39.4479,38.0228,38.5039,220627.0
2021-12-20,38.2044,38.631,37.2638,38.0047,85705.0
2021-12-21,38.4404,39.1211,38.4132,38.867,50179.0
2021-12-22,38.8488,39.0848,38.5311,39.0485,26033.0
2021-12-23,39.2936,39.7678,39.103,39.2573,34392.0
2021-12-24,39.2936,39.7678,39.103,39.2573,34392.0
2021-12-25,39.2936,39.7678,39.103,39.2573,34392.0
2021-12-26,39.2936,39.7678,39.103,39.2573,34392.0
2021-12-27,39.3481,39.6535,38.9379,39.584,27671.0
2021-12-28,39.6567,39.8019,39.0667,39.5114,20158.0
2021-12-29,39.702,39.8019,39.1302,39.6748,15648.0
2021-12-30,39.7384,39.938,39.2936,39.3027,21290.0
2021-12-31,39.4025,39.6748,39.2754,39.584,19049.0
2022-01-01,39.4025,39.6748,39.2754,39.584,19049.0
2022-01-02,39.4025,39.6748,39.2754,39.584,19049.0
2022-01-03,39.8473,40.3828,39.8473,40.283,56470.0
2022-01-04,40.5462,41.1794,40.1559,40.5008,62813.0
2022-01-05,40.7913,41.1362,40.401,40.5643,37826.0
2022-01-06,40.6551,41.3903,40.6097,41.3903,33448.0
2022-01-07,41.6354,41.7534,41.2179,41.4176,28577.0
2022-01-08,41.6354,41.7534,41.2179,41.4176,28577.0
2022-01-09,41.6354,41.7534,41.2179,41.4176,28577.0
2022-01-10,41.5083,41.5356,40.991,41.109,27269.0
2022-01-11,41.3268,41.3268,40.646,40.7913,73809.0
2022-01-12,40.8457,41.2542,40.6733,41.0,51648.0
2022-01-13,41.1725,41.8623,41.1725,41.5083,26593.0
2022-01-14,41.1362,41.7262,41.1362,41.708,24401.0
2022-01-15,41.1362,41.7262,41.1362,41.708,24401.0
2022-01-16,41.1362,41.7262,41.1362,41.708,24401.0
2022-01-17,41.1362,41.7262,41.1362,41.708,24401.0
2022-01-18,41.708,41.9531,41.0772,41.581,41466.0
2022-01-19,41.8533,41.9984,40.764,40.8457,28127.0
2022-01-20,41.3722,41.3722,39.9108,40.0651,68897.0
2022-01-21,39.693,40.8367,39.4661,39.9108,41608.0
2022-01-22,39.693,40.8367,39.4661,39.9108,41608.0
2022-01-23,39.693,40.8367,39.4661,39.9108,41608.0
2022-01-24,39.5477,41.0908,39.2522,41.0363,64695.0
2022-01-25,40.9819,41.4085,40.0288,41.2905,31469.0
2022-01-26,41.5174,42.0257,40.0107,40.5371,48434.0
2022-01-27,40.7459,41.9194,39.6113,40.2013,48982.0
2022-01-28,40.1831,40.3556,39.2164,40.1922,33127.0
2022-01-29,40.1831,40.3556,39.2164,40.1922,33127.0
2022-01-30,40.1831,40.3556,39.2164,40.1922,33127.0
2022-01-31,39.7837,41.2451,39.2301,40.1105,45297.0
2022-02-01,39.8654,40.1459,39.575,39.9925,32241.0
2022-02-02,39.9017,39.9199,39.3481,39.5659,41679.0
2022-02-03,39.5931,40.0337,39.4025,39.6839,39096.0
2022-02-04,39.5659,40.1786,39.1937,39.6385,42386.0
2022-02-05,39.5659,40.1786,39.1937,39.6385,42386.0
2022-02-06,39.5659,40.1786,39.1937,39.6385,42386.0
2022-02-07,39.929,39.929,39.3209,39.7111,47828.0
2022-02-08,39.8564,40.5371,39.8564,40.4373,38764.0
2022-02-09,40.5008,40.5734,39.457,39.5568,47091.0
2022-02-10,39.6204,40.3127,39.0485,39.4297,44418.0
2022-02-11,39.2301,40.1196,39.2301,39.6476,36646.0
2022-02-12,39.2301,40.1196,39.2301,39.6476,36646.0
2022-02-13,39.2301,40.1196,39.2301,39.6476,36646.0
2022-02-14,39.8382,39.9471,39.0485,39.2936,28814.0
2022-02-15,39.6294,39.8019,39.5477,39.6748,24323.0
2022-02-16,39.6657,39.8641,39.457,39.7565,27822.0
2022-02-17,39.702,39.8291,38.9214,39.221,33892.0
2022-02-18,39.1211,39.7384,39.1211,39.4661,33560.0
2022-02-19,39.1211,39.7384,39.1211,39.4661,33560.0
2022-02-20,39.1211,39.7384,39.1211,39.4661,33560.0
2022-02-21,39.1211,39.7384,39.1211,39.4661,33560.0
2022-02-22,39.2301,39.6657,39.0576,39.0576,42383.0
2022-02-23,39.3571,39.4388,38.4404,38.5493,43277.0
2022-02-24,38.0591,38.0591,36.7884,37.7778,52164.0
2022-02-25,37.9593,38.7581,37.8504,38.6491,47705.0
2022-02-26,37.9593,38.7581,37.8504,38.6491,47705.0
2022-02-27,37.9593,38.7581,37.8504,38.6491,47705.0
2022-02-28,38.1408,38.6219,38.0682,38.3768,65520.0
2022-03-01,38.3859,38.3859,37.0516,37.6507,79695.0
2022-03-02,38.0138,39.1393,38.0138,38.8307,37522.0
2022-03-03,39.0485,39.2754,38.7762,39.2573,128306.0
2022-03-04,38.7218,38.8397,38.3133,38.5674,35884.0
2022-03-05,38.7218,38.8397,38.3133,38.5674,35884.0
2022-03-06,38.7218,38.8397,38.3133,38.5674,35884.0
2022-03-07,38.4494,38.8761,37.9956,38.0501,38949.0
2022-03-08,38.3496,38.7218,37.9048,37.9048,40145.0
2022-03-09,38.6038,38.6038,38.0274,38.2134,39322.0
2022-03-10,37.9139,38.2951,37.6688,38.0319,33869.0
2022-03-11,38.1862,38.5765,38.1227,38.2225,58416.0
2022-03-12,38.1862,38.5765,38.1227,38.2225,58416.0
2022-03-13,38.1862,38.5765,38.1227,38.2225,58416.0
2022-03-14,38.5616,39.1664,38.2294,38.5616,68576.0
2022-03-15,38.809,38.809,37.9293,38.0393,91630.0
2022-03-16,38.3325,38.8915,38.2592,38.8365,64508.0
2022-03-17,38.5433,38.7953,38.1538,38.5708,49000.0
2022-03-18,38.4883,38.4883,37.5627,38.0576,250588.0
2022-03-19,38.4883,38.4883,37.5627,38.0576,250588.0
2022-03-20,38.4883,38.4883,37.5627,38.0576,250588.0
2022-03-21,38.3875,38.754,38.1126,38.4791,98575.0
2022-03-22,38.8182,39.2947,38.7174,38.9465,116868.0
2022-03-23,38.7815,38.8823,37.8651,37.8651,34267.0
2022-03-24,38.0667,38.305,37.8651,38.0851,21395.0
2022-03-25,38.2042,38.9007,38.2042,38.7724,24448.0
2022-03-26,38.2042,38.9007,38.2042,38.7724,24448.0
2022-03-27,38.2042,38.9007,38.2042,38.7724,24448.0
2022-03-28,38.5341,38.6257,38.1126,38.3966,23943.0
2022-03-29,38.7174,39.2947,38.5982,38.9373,69671.0
2022-03-30,39.0473,39.1989,37.4619,37.636,66369.0
2022-03-31,37.8651,38.1263,37.6085,37.7552,51853.0
2022-04-01,38.1034,38.1034,37.4161,37.8193,106728.0
2022-04-02,38.1034,38.1034,37.4161,37.8193,106728.0
2022-04-03,38.1034,38.1034,37.4161,37.8193,106728.0
2022-04-04,37.8193,38.195,37.1962,37.7094,64565.0
2022-04-05,37.691,38.1034,37.3886,37.5261,42440.0
2022-04-06,37.5811,37.7827,37.132,37.1412,43039.0
2022-04-07,37.1504,37.1504,36.5547,36.7471,52754.0
2022-04-08,36.7655,36.8846,36.2523,36.3989,59272.0
2022-04-09,36.7655,36.8846,36.2523,36.3989,59272.0
2022-04-10,36.7655,36.8846,36.2523,36.3989,59272.0
2022-04-11,36.5318,36.8754,36.2981,36.2981,29046.0
2022-04-12,36.3806,36.7197,36.1973,36.4447,71311.0
2022-04-13,36.3989,36.9121,36.3531,36.8388,31213.0
2022-04-14,36.8938,37.0129,36.4499,36.6188,41560.0
2022-04-15,36.8938,37.0129,36.4499,36.6188,41560.0
2022-04-16,36.8938,37.0129,36.4499,36.6188,41560.0
2022-04-17,36.8938,37.0129,36.4499,36.6188,41560.0
2022-04-18,36.4539,36.9533,36.4539,36.8021,33931.0
2022-04-19,36.7746,37.6819,36.7746,37.6269,35474.0
2022-04-20,37.5169,38.7265,37.5169,38.5616,45018.0
2022-04-21,39.1206,39.318,38.4974,38.6441,43149.0
2022-04-22,38.5249,39.1206,37.6177,37.6727,31534.0
2022-04-23,38.5249,39.1206,37.6177,37.6727,31534.0
2022-04-24,38.5249,39.1206,37.6177,37.6727,31534.0
2022-04-25,37.6177,38.0393,37.2053,37.9293,56247.0
2022-04-26,37.7277,38.0393,37.3061,37.3703,53426.0
2022-04-27,37.5627,37.5994,36.7719,36.9213,30751.0
2022-04-28,37.132,37.5169,36.7105,37.3336,42464.0
2022-04-29,37.242,37.242,36.289,36.4814,59450.0
2022-04-30,37.242,37.242,36.289,36.4814,59450.0
2022-05-01,37.242,37.242,36.289,36.4814,59450.0
2022-05-02,36.6555,37.4069,36.3073,36.7655,64178.0
2022-05-03,36.7105,37.0954,36.518,36.7563,28956.0
2022-05-04,36.9656,37.6269,36.6922,37.5169,33609.0
2022-05-05,37.2053,37.3245,36.5364,37.242,54818.0
2022-05-06,37.2053,37.4803,36.4997,36.8846,46877.0
2022-05-07,37.2053,37.4803,36.4997,36.8846,46877.0
2022-05-08,37.2053,37.4803,36.4997,36.8846,46877.0
2022-05-09,36.6188,37.7552,36.6188,37.7094,64556.0
2022-05-10,37.7552,38.0576,36.573,37.1778,62947.0
2022-05-11,37.1045,37.6452,37.0037,37.3061,44518.0
2022-05-12,37.1504,37.8835,36.8388,37.3886,59863.0
2022-05-13,37.4253,37.7552,36.7609,36.8938,53198.0
2022-05-14,37.4253,37.7552,36.7609,36.8938,53198.0
2022-05-15,37.4253,37.7552,36.7609,36.8938,53198.0
2022-05-16,36.8754,37.0129,36.5089,36.8388,23964.0
2022-05-17,37.2053,37.6223,37.0862,37.4069,37181.0
2022-05-18,37.3932,37.3932,36.7197,37.1045,37659.0
2022-05-19,36.7563,37.1778,36.4814,36.6005,54015.0
2022-05-20,36.7838,37.0862,36.4722,37.0404,49465.0
2022-05-21,36.7838,37.0862,36.4722,37.0404,49465.0
2022-05-22,36.7838,37.0862,36.4722,37.0404,49465.0
2022-05-23,37.2237,38.1767,37.2237,37.9018,59994.0
2022-05-24,37.8102,38.0759,37.1045,38.0393,40663.0
2022-05-25,38.0484,38.36,37.746,37.9568,38298.0
2022-05-26,38.2867,38.6716,38.1217,38.1309,22513.0
2022-05-27,38.3875,38.5387,38.195,38.4425,25851.0
2022-05-28,38.3875,38.5387,38.195,38.4425,25851.0
