,PRI US Equity,PRI US Equity,PRI US Equity,PRI US Equity,PRI US Equity
2020-03-15,89.8578,94.5135,86.4702,93.4158,313238.0
2020-03-16,81.2657,88.1167,80.433,80.4614,377175.0
2020-03-17,82.1647,86.1059,78.7865,83.6976,541910.0
2020-03-18,77.4806,80.0545,68.1315,69.8253,592983.0
2020-03-19,68.6614,70.5634,64.7438,67.2136,495155.0
2020-03-20,67.6205,68.5478,58.1294,59.0,840604.0
2020-03-21,67.6205,68.5478,58.1294,59.0,840604.0
2020-03-22,67.6205,68.5478,58.1294,59.0,840604.0
2020-03-23,59.5488,66.6222,57.9118,63.8543,559997.0
2020-03-24,67.7624,75.4793,66.5323,75.3042,478407.0
2020-03-25,75.7963,80.291,74.5945,76.506,382677.0
2020-03-26,76.506,83.3475,76.1038,83.3475,410807.0
2020-03-27,79.1177,89.9809,78.2282,85.1265,493956.0
2020-03-28,79.1177,89.9809,78.2282,85.1265,493956.0
2020-03-29,79.1177,89.9809,78.2282,85.1265,493956.0
2020-03-30,84.9845,87.407,80.5371,85.8362,411461.0
2020-03-31,85.4861,87.4096,82.8271,83.726,447158.0
2020-04-01,79.8936,81.7625,78.6824,79.6381,264612.0
2020-04-02,78.3701,81.313,77.0548,78.3133,499220.0
2020-04-03,77.1873,79.7848,74.2728,76.3546,499240.0
2020-04-04,77.1873,79.7848,74.2728,76.3546,499240.0
2020-04-05,77.1873,79.7848,74.2728,76.3546,499240.0
2020-04-06,80.1775,84.2323,79.9078,82.4107,398415.0
2020-04-07,85.0981,88.0315,83.0731,83.3286,329116.0
2020-04-08,85.0886,92.8906,84.114,92.2708,247912.0
2020-04-09,94.6081,98.9988,94.3337,96.6521,294555.0
2020-04-10,94.6081,98.9988,94.3337,96.6521,294555.0
2020-04-11,94.6081,98.9988,94.3337,96.6521,294555.0
2020-04-12,94.6081,98.9988,94.3337,96.6521,294555.0
2020-04-13,95.403,95.8288,91.476,92.4506,197229.0
2020-04-14,95.2137,97.5416,92.4506,93.5578,240381.0
2020-04-15,89.6213,89.8011,85.7132,85.9214,205420.0
2020-04-16,85.1738,87.0947,84.9278,87.0285,269327.0
2020-04-17,91.5422,93.9647,90.1395,92.1384,242005.0
2020-04-18,91.5422,93.9647,90.1395,92.1384,242005.0
2020-04-19,91.5422,93.9647,90.1395,92.1384,242005.0
2020-04-20,90.1039,92.7969,89.8957,91.1353,229075.0
2020-04-21,88.429,88.9068,86.8392,87.0569,227416.0
2020-04-22,90.066,91.0218,88.0978,90.1985,228075.0
2020-04-23,91.4097,93.0059,89.3658,89.4888,163269.0
2020-04-24,90.2837,91.4854,89.1198,90.8987,316022.0
2020-04-25,90.2837,91.4854,89.1198,90.8987,316022.0
2020-04-26,90.2837,91.4854,89.1198,90.8987,316022.0
2020-04-27,91.5233,94.3323,91.5233,92.4506,300649.0
2020-04-28,94.8731,97.2529,94.8731,95.4882,256810.0
2020-04-29,98.6108,100.2195,97.3239,100.1722,215899.0
2020-04-30,98.3175,107.1746,96.9585,98.327,408731.0
2020-05-01,95.8004,96.3682,93.1035,94.6554,242829.0
2020-05-02,95.8004,96.3682,93.1035,94.6554,242829.0
2020-05-03,95.8004,96.3682,93.1035,94.6554,242829.0
2020-05-04,92.3181,96.4533,91.5896,96.16,200587.0
2020-05-05,97.8538,99.2732,96.2168,96.5953,214038.0
2020-05-06,97.7971,98.2655,94.769,95.2894,240339.0
2020-05-07,96.8697,100.6169,96.8697,99.5666,270054.0
2020-05-08,100.9954,103.1056,99.9829,102.8785,205435.0
2020-05-09,100.9954,103.1056,99.9829,102.8785,205435.0
2020-05-10,100.9954,103.1056,99.9829,102.8785,205435.0
2020-05-11,101.5916,103.4747,100.229,101.1374,236593.0
2020-05-12,101.9039,102.8038,97.693,97.9106,262445.0
2020-05-13,96.3114,97.7687,93.0468,93.9552,216909.0
2020-05-14,92.1667,95.895,89.8957,95.7531,185471.0
2020-05-15,94.381,96.5764,94.1113,95.772,134608.0
2020-05-16,94.381,96.5764,94.1113,95.772,134608.0
2020-05-17,94.381,96.5764,94.1113,95.772,134608.0
2020-05-18,99.7653,102.0025,99.4152,101.0238,154980.0
2020-05-19,100.3993,101.9133,98.9799,99.1124,156608.0
2020-05-20,101.2509,103.1246,100.7636,101.2888,164168.0
2020-05-21,100.6619,104.6892,100.4426,103.7013,272625.0
2020-05-22,103.1219,103.7203,102.1199,102.894,179838.0
2020-05-23,103.1219,103.7203,102.1199,102.894,179838.0
2020-05-24,103.1219,103.7203,102.1199,102.894,179838.0
2020-05-25,103.1219,103.7203,102.1199,102.894,179838.0
2020-05-26,106.7788,109.6947,106.7788,109.1058,244816.0
2020-05-27,111.7843,112.9146,110.4356,111.6133,227869.0
2020-05-28,112.2592,112.4017,108.4286,109.4572,171237.0
2020-05-29,108.137,109.2388,106.6078,107.9375,246462.0
2020-05-30,108.137,109.2388,106.6078,107.9375,246462.0
2020-05-31,108.137,109.2388,106.6078,107.9375,246462.0
2020-06-01,107.8141,110.0651,107.059,109.7042,185609.0
2020-06-02,110.7205,110.8725,107.6811,108.4599,185421.0
2020-06-03,111.2429,113.38,111.0719,111.9173,158678.0
2020-06-04,111.3189,113.3515,110.1601,113.2945,173617.0
2020-06-05,119.5728,119.6814,116.1155,116.3909,177865.0
2020-06-06,119.5728,119.6814,116.1155,116.3909,177865.0
2020-06-07,119.5728,119.6814,116.1155,116.3909,177865.0
2020-06-08,118.927,123.6191,118.4615,123.5146,232536.0
2020-06-09,120.9216,122.8117,120.6461,121.501,211691.0
2020-06-10,120.3137,120.3137,115.2891,115.3176,191018.0
2020-06-11,109.6282,111.8698,105.639,106.0664,165604.0
2020-06-12,110.901,110.9675,105.6865,108.6689,152420.0
2020-06-13,110.901,110.9675,105.6865,108.6689,152420.0
2020-06-14,110.901,110.9675,105.6865,108.6689,152420.0
2020-06-15,104.4802,111.1574,104.4802,110.2171,152216.0
2020-06-16,115.0707,115.4791,111.4994,112.1737,143435.0
2020-06-17,113.0856,113.0856,110.4641,111.1004,145091.0
2020-06-18,109.7232,112.5537,109.3908,111.1859,186742.0
2020-06-19,112.5347,113.7219,110.6635,112.1737,375672.0
2020-06-20,112.5347,113.7219,110.6635,112.1737,375672.0
2020-06-21,112.5347,113.7219,110.6635,112.1737,375672.0
2020-06-22,111.2524,114.1209,110.0818,113.1236,223413.0
2020-06-23,115.2606,115.2606,111.9553,112.0788,191917.0
2020-06-24,110.9675,110.9675,107.7571,108.5264,178395.0
2020-06-25,107.3961,110.4071,107.2062,110.3406,170897.0
2020-06-26,108.7829,109.9986,105.6342,106.1234,337850.0
2020-06-27,108.7829,109.9986,105.6342,106.1234,337850.0
2020-06-28,108.7829,109.9986,105.6342,106.1234,337850.0
2020-06-29,107.6336,109.8182,106.4368,108.2035,246967.0
2020-06-30,108.194,111.1859,108.194,110.749,168462.0
2020-07-01,110.8915,111.7558,107.3581,107.4816,218720.0
2020-07-02,109.9417,111.1574,107.1777,107.4341,139905.0
2020-07-03,109.9417,111.1574,107.1777,107.4341,139905.0
2020-07-04,109.9417,111.1574,107.1777,107.4341,139905.0
2020-07-05,109.9417,111.1574,107.1777,107.4341,139905.0
2020-07-06,109.9037,111.5848,108.4789,109.1058,216340.0
2020-07-07,107.7856,109.0583,105.4965,105.7909,180201.0
2020-07-08,105.8004,108.8779,105.8004,107.6906,147623.0
2020-07-09,107.4436,107.4436,103.6823,103.7868,146801.0
2020-07-10,105.1831,107.583,104.2332,107.4436,118816.0
2020-07-11,105.1831,107.583,104.2332,107.4436,118816.0
2020-07-12,105.1831,107.583,104.2332,107.4436,118816.0
2020-07-13,108.9443,109.2293,105.8099,105.9429,164877.0
2020-07-14,105.6675,109.4098,105.2875,109.2198,177760.0
2020-07-15,111.6038,114.071,110.6825,113.551,153435.0
2020-07-16,112.6012,115.1087,112.0313,113.1995,123766.0
2020-07-17,113.6744,114.0164,112.3352,112.6201,95064.0
2020-07-18,113.6744,114.0164,112.3352,112.6201,95064.0
2020-07-19,113.6744,114.0164,112.3352,112.6201,95064.0
2020-07-20,112.6201,113.0286,111.6418,111.7938,81204.0
2020-07-21,112.4967,114.8522,112.4967,113.5985,90772.0
2020-07-22,112.8956,114.8237,112.8956,114.1969,99790.0
2020-07-23,113.7124,116.7424,113.7124,114.8712,130043.0
2020-07-24,114.9282,115.4126,113.6412,113.7314,77910.0
2020-07-25,114.9282,115.4126,113.6412,113.7314,77910.0
2020-07-26,114.9282,115.4126,113.6412,113.7314,77910.0
2020-07-27,114.2633,114.7667,113.0001,113.9879,71499.0
2020-07-28,112.8956,114.2443,111.9458,112.3162,129819.0
2020-07-29,112.9906,116.049,112.9906,115.878,117458.0
2020-07-30,113.494,114.2728,111.4709,113.9309,189581.0
2020-07-31,114.0164,114.9161,111.8935,113.6555,211661.0
2020-08-01,114.0164,114.9161,111.8935,113.6555,211661.0
2020-08-02,114.0164,114.9161,111.8935,113.6555,211661.0
2020-08-03,114.2823,116.7424,113.9309,115.3936,95167.0
2020-08-04,114.9282,115.5646,114.4153,114.7667,101419.0
2020-08-05,116.7329,120.7649,115.4696,120.2472,197072.0
2020-08-06,122.4318,129.4984,122.0804,124.3504,337073.0
2020-08-07,123.7045,125.2812,123.3203,124.7968,143497.0
2020-08-08,123.7045,125.2812,123.3203,124.7968,143497.0
2020-08-09,123.7045,125.2812,123.3203,124.7968,143497.0
2020-08-10,124.9013,127.8648,124.9013,126.6205,113473.0
2020-08-11,128.3777,130.0778,127.7983,128.1972,125846.0
2020-08-12,129.7359,130.6952,127.9787,128.6246,218167.0
2020-08-13,127.1429,128.9191,127.0859,128.6531,146347.0
2020-08-14,127.3993,129.6789,127.2996,128.9855,103650.0
2020-08-15,127.3993,129.6789,127.2996,128.9855,103650.0
2020-08-16,127.3993,129.6789,127.2996,128.9855,103650.0
2020-08-17,128.5296,129.5554,126.6015,126.801,111927.0
2020-08-18,126.44,127.2474,124.9916,125.2718,128981.0
2020-08-19,125.2243,126.782,123.5146,124.056,149327.0
2020-08-20,122.1314,123.7701,122.0647,122.9222,189596.0
2020-08-21,122.2743,123.2937,119.902,120.1878,160620.0
2020-08-22,122.2743,123.2937,119.902,120.1878,160620.0
2020-08-23,122.2743,123.2937,119.902,120.1878,160620.0
2020-08-24,120.3021,122.9031,120.3021,122.7792,216891.0
2020-08-25,123.8558,124.0559,121.8646,121.9123,294519.0
2020-08-26,121.8837,122.4172,120.1878,120.5213,123888.0
2020-08-27,121.3692,122.4267,120.3974,121.6455,149687.0
2020-08-28,122.1314,122.6078,120.5403,120.9881,122965.0
2020-08-29,122.1314,122.6078,120.5403,120.9881,122965.0
2020-08-30,122.1314,122.6078,120.5403,120.9881,122965.0
2020-08-31,120.264,120.426,118.7015,118.9492,163994.0
2020-09-01,118.1775,119.3684,117.8441,118.2061,209804.0
2020-09-02,118.2442,120.5213,117.9584,120.1402,141357.0
2020-09-03,120.9309,122.6268,119.216,119.5876,231970.0
2020-09-04,121.5597,122.36,118.8159,119.8829,194112.0
2020-09-05,121.5597,122.36,118.8159,119.8829,194112.0
2020-09-06,121.5597,122.36,118.8159,119.8829,194112.0
2020-09-07,121.5597,122.36,118.8159,119.8829,194112.0
2020-09-08,118.1489,118.1489,114.3285,114.4237,240638.0
2020-09-09,115.9481,115.9481,113.5472,115.3193,230690.0
2020-09-10,116.2339,116.6103,113.7949,114.4333,232497.0
2020-09-11,114.8906,115.7385,113.2519,115.0621,164707.0
2020-09-12,114.8906,115.7385,113.2519,115.0621,164707.0
2020-09-13,114.8906,115.7385,113.2519,115.0621,164707.0
2020-09-14,116.072,116.6531,115.6242,116.2339,249522.0
2020-09-15,118.6539,118.6539,115.8052,116.272,158660.0
2020-09-16,116.434,117.7678,114.3285,114.4618,202201.0
2020-09-17,113.1471,114.0617,111.6608,112.7183,320297.0
2020-09-18,113.1375,113.1375,110.527,111.5655,662372.0
2020-09-19,113.1375,113.1375,110.527,111.5655,662372.0
2020-09-20,113.1375,113.1375,110.527,111.5655,662372.0
2020-09-21,108.8598,110.165,105.4299,107.5164,313889.0
2020-09-22,107.6307,110.0888,107.4402,108.6883,229300.0
2020-09-23,108.955,109.984,105.7252,105.8015,157750.0
2020-09-24,106.1635,107.8117,104.1246,105.8967,133930.0
2020-09-25,104.9916,106.7637,104.7344,106.7066,163747.0
2020-09-26,104.9916,106.7637,104.7344,106.7066,163747.0
2020-09-27,104.9916,106.7637,104.7344,106.7066,163747.0
2020-09-28,108.5644,110.0697,108.2452,109.3361,345930.0
2020-09-29,109.136,109.298,106.5637,107.6021,161879.0
2020-09-30,107.4783,108.4882,106.1826,107.7927,522919.0
2020-10-01,107.7927,109.0836,106.4207,107.8689,204576.0
2020-10-02,106.2397,108.6502,105.8777,107.3449,260142.0
2020-10-03,106.2397,108.6502,105.8777,107.3449,260142.0
2020-10-04,106.2397,108.6502,105.8777,107.3449,260142.0
2020-10-05,108.5644,111.1177,108.5644,108.8216,235789.0
2020-10-06,109.6124,109.6743,106.0968,107.3449,411439.0
2020-10-07,108.6883,109.0598,107.3735,108.6216,294639.0
2020-10-08,109.6696,110.7748,108.7931,109.6886,303655.0
2020-10-09,110.8033,111.4607,109.1265,109.4409,138733.0
2020-10-10,110.8033,111.4607,109.1265,109.4409,138733.0
2020-10-11,110.8033,111.4607,109.1265,109.4409,138733.0
2020-10-12,109.2313,110.7414,109.2313,110.0793,133696.0
2020-10-13,109.1837,110.1078,108.0785,109.0408,219406.0
2020-10-14,109.2599,110.9868,109.1932,109.3933,117601.0
2020-10-15,107.9356,110.5175,107.5677,110.4604,151340.0
2020-10-16,110.9272,113.1185,110.3794,111.8609,171091.0
2020-10-17,110.9272,113.1185,110.3794,111.8609,171091.0
2020-10-18,110.9272,113.1185,110.3794,111.8609,171091.0
2020-10-19,112.2229,112.5754,109.1265,109.3171,111934.0
2020-10-20,110.5461,112.9565,110.1174,112.0705,249876.0
2020-10-21,111.8609,113.0137,110.8033,111.8418,210416.0
2020-10-22,111.5846,116.8056,111.2035,116.5388,246778.0
2020-10-23,117.0247,117.7488,113.7949,115.9291,142466.0
2020-10-24,117.0247,117.7488,113.7949,115.9291,142466.0
2020-10-25,117.0247,117.7488,113.7949,115.9291,142466.0
2020-10-26,114.6715,114.6715,111.5655,112.3563,122774.0
2020-10-27,111.718,112.4992,107.6593,107.7546,120900.0
2020-10-28,105.2489,106.4398,103.2672,104.3247,165389.0
2020-10-29,103.8769,105.8967,102.5431,105.0298,132736.0
2020-10-30,104.4867,106.3159,103.4196,105.0298,149558.0
2020-10-31,104.4867,106.3159,103.4196,105.0298,149558.0
2020-11-01,104.4867,106.3159,103.4196,105.0298,149558.0
2020-11-02,106.8685,107.2782,105.0488,106.3731,178072.0
2020-11-03,108.6787,109.5553,107.6403,108.0785,145645.0
2020-11-04,105.973,110.6985,105.973,109.0979,206817.0
2020-11-05,109.9268,114.0522,109.7267,113.5663,285557.0
2020-11-06,114.6524,115.7195,112.4802,112.5373,229741.0
2020-11-07,114.6524,115.7195,112.4802,112.5373,229741.0
2020-11-08,114.6524,115.7195,112.4802,112.5373,229741.0
2020-11-09,121.9123,124.942,120.5178,121.8075,354806.0
2020-11-10,122.865,123.8558,121.7074,122.0742,144902.0
2020-11-11,122.0742,122.0742,118.1966,119.1303,183146.0
2020-11-12,117.6535,118.0298,115.6432,117.2438,174982.0
2020-11-13,118.3585,122.6078,117.7012,121.131,220732.0
2020-11-14,118.3585,122.6078,117.7012,121.131,220732.0
2020-11-15,118.3585,122.6078,117.7012,121.131,220732.0
2020-11-16,123.8558,124.4275,122.3842,124.2179,102662.0
2020-11-17,122.2171,124.4846,121.6545,123.6081,133831.0
2020-11-18,124.0178,125.6184,123.6653,123.6653,123980.0
2020-11-19,123.6749,124.6115,122.5233,124.2005,102495.0
2020-11-20,123.7609,123.9998,122.5854,123.4742,121686.0
2020-11-21,123.7609,123.9998,122.5854,123.4742,121686.0
2020-11-22,123.7609,123.9998,122.5854,123.4742,121686.0
2020-11-23,124.7166,127.2109,123.7896,126.9242,118311.0
2020-11-24,128.998,129.9251,127.5072,129.6957,139470.0
2020-11-25,128.8356,129.4472,126.8525,128.7687,93188.0
2020-11-26,128.8356,129.4472,126.8525,128.7687,93188.0
2020-11-27,128.9407,129.4377,127.5932,128.5489,50847.0
2020-11-28,128.9407,129.4377,127.5932,128.5489,50847.0
2020-11-29,128.9407,129.4377,127.5932,128.5489,50847.0
2020-11-30,127.1153,127.5454,124.3534,124.4968,171813.0
2020-12-01,126.7713,127.7079,125.9494,127.4976,100212.0
2020-12-02,127.5263,128.4629,126.6375,127.8512,115622.0
2020-12-03,127.727,130.5701,127.727,129.0936,114798.0
2020-12-04,130.4602,133.9644,130.4602,133.8816,138559.0
2020-12-05,130.4602,133.9644,130.4602,133.8816,138559.0
2020-12-06,130.4602,133.9644,130.4602,133.8816,138559.0
2020-12-07,132.9928,134.8946,131.9798,133.031,160072.0
2020-12-08,131.8173,133.7096,131.5736,132.8494,128775.0
2020-12-09,133.5566,134.2256,132.2951,132.8494,156251.0
2020-12-10,131.6644,133.7287,131.3872,133.4133,134739.0
2020-12-11,131.7217,133.786,127.8608,128.4629,270632.0
2020-12-12,131.7217,133.786,127.8608,128.4629,270632.0
2020-12-13,131.7217,133.786,127.8608,128.4629,270632.0
2020-12-14,130.9476,131.6931,127.5378,127.9086,151804.0
2020-12-15,129.5906,131.1292,128.1379,131.0432,166374.0
2020-12-16,132.2569,132.2569,128.3721,129.0649,117658.0
2020-12-17,129.8008,131.9798,128.7209,131.7886,143819.0
2020-12-18,132.5532,133.4324,129.2561,129.7721,366461.0
2020-12-19,132.5532,133.4324,129.2561,129.7721,366461.0
2020-12-20,132.5532,133.4324,129.2561,129.7721,366461.0
2020-12-21,128.9311,129.3899,124.4633,127.727,132327.0
2020-12-22,127.0389,128.5871,126.8382,127.1249,81515.0
2020-12-23,127.9372,129.8805,127.904,128.7018,91974.0
2020-12-24,129.0841,129.0841,127.3638,128.7782,33294.0
2020-12-25,129.0841,129.0841,127.3638,128.7782,33294.0
2020-12-26,129.0841,129.0841,127.3638,128.7782,33294.0
2020-12-27,129.0841,129.0841,127.3638,128.7782,33294.0
2020-12-28,129.9633,130.4985,127.8321,128.0328,85358.0
2020-12-29,128.6158,128.6158,126.6375,127.9372,72148.0
2020-12-30,128.2335,129.6431,127.7365,127.9563,74678.0
2020-12-31,127.3065,129.1366,127.2683,127.9946,118304.0
2021-01-01,127.3065,129.1366,127.2683,127.9946,118304.0
2021-01-02,127.3065,129.1366,127.2683,127.9946,118304.0
2021-01-03,127.3065,129.1366,127.2683,127.9946,118304.0
2021-01-04,128.9407,128.9407,123.1301,124.1241,172011.0
2021-01-05,123.5315,126.714,123.5315,125.6245,110568.0
2021-01-06,127.7461,132.5627,127.0007,131.0241,220561.0
2021-01-07,131.6548,133.2795,130.4889,130.8712,124004.0
2021-01-08,131.2152,131.6071,127.985,130.2691,98292.0
2021-01-09,131.2152,131.6071,127.985,130.2691,98292.0
2021-01-10,131.2152,131.6071,127.985,130.2691,98292.0
2021-01-11,129.0363,130.5654,128.5584,129.1701,120960.0
2021-01-12,129.5619,133.3082,129.5619,131.1961,133772.0
2021-01-13,130.6131,131.2343,127.3829,129.8486,169587.0
2021-01-14,130.8712,131.8842,129.8773,130.1831,107565.0
2021-01-15,128.8547,132.5197,128.2431,131.932,165218.0
2021-01-16,128.8547,132.5197,128.2431,131.932,165218.0
2021-01-17,128.8547,132.5197,128.2431,131.932,165218.0
2021-01-18,128.8547,132.5197,128.2431,131.932,165218.0
2021-01-19,132.4003,134.6557,132.1327,132.515,158302.0
2021-01-20,133.5089,135.0767,133.2222,134.044,215890.0
2021-01-21,134.0727,134.1348,131.4637,131.6071,89713.0
2021-01-22,130.1831,131.6548,129.0172,129.9537,95517.0
2021-01-23,130.1831,131.6548,129.0172,129.9537,95517.0
2021-01-24,130.1831,131.6548,129.0172,129.9537,95517.0
2021-01-25,129.0172,129.2943,126.1788,127.4689,150485.0
2021-01-26,128.568,130.4507,127.9468,128.912,122586.0
2021-01-27,126.2361,129.0172,124.9077,129.0172,429365.0
2021-01-28,130.4507,135.4298,129.4091,135.2291,346458.0
2021-01-29,135.7069,136.3472,130.5367,133.1361,307133.0
2021-01-30,135.7069,136.3472,130.5367,133.1361,307133.0
2021-01-31,135.7069,136.3472,130.5367,133.1361,307133.0
2021-02-01,134.4072,137.3794,133.1457,136.4524,217059.0
2021-02-02,137.9146,138.0484,134.8755,136.309,152959.0
2021-02-03,135.64,136.9398,135.1431,136.7008,123092.0
2021-02-04,137.6279,140.2751,137.6279,140.1509,121339.0
2021-02-05,140.8772,141.1352,139.2525,140.5905,125687.0
2021-02-06,140.8772,141.1352,139.2525,140.5905,125687.0
2021-02-07,140.8772,141.1352,139.2525,140.5905,125687.0
2021-02-08,141.3263,143.3142,140.6956,143.2377,144656.0
2021-02-09,142.9128,143.4766,141.6131,142.368,120412.0
2021-02-10,139.3385,140.9011,136.7773,138.2968,256971.0
2021-02-11,138.8798,140.7912,135.2864,136.1465,178892.0
2021-02-12,136.2039,136.8633,134.1014,135.4871,95958.0
2021-02-13,136.2039,136.8633,134.1014,135.4871,95958.0
2021-02-14,136.2039,136.8633,134.1014,135.4871,95958.0
2021-02-15,136.2039,136.8633,134.1014,135.4871,95958.0
2021-02-16,136.2421,137.3507,135.0475,136.7964,285787.0
2021-02-17,135.5254,137.2456,135.5254,135.9745,121431.0
2021-02-18,135.3247,138.3159,134.2256,137.6183,211842.0
2021-02-19,138.5771,139.1716,137.5704,138.5484,140764.0
2021-02-20,138.5771,139.1716,137.5704,138.5484,140764.0
2021-02-21,138.5771,139.1716,137.5704,138.5484,140764.0
2021-02-22,137.4841,140.5427,137.4841,138.7114,94214.0
2021-02-23,138.6442,138.6442,136.1034,137.1485,123196.0
2021-02-24,137.743,140.7728,137.4745,139.9291,115039.0
2021-02-25,140.8399,141.1995,137.6567,137.6758,141122.0
2021-02-26,136.9184,137.7525,134.6518,135.413,137052.0
2021-02-27,136.9184,137.7525,134.6518,135.413,137052.0
2021-02-28,136.9184,137.7525,134.6518,135.413,137052.0
2021-03-01,138.0114,140.9646,138.0114,140.6194,119407.0
2021-03-02,140.1879,140.4133,138.4908,139.2004,155307.0
2021-03-03,139.3346,142.3453,139.0565,139.1812,109813.0
2021-03-04,138.4237,139.0278,134.0228,135.3939,188710.0
2021-03-05,137.2156,140.2359,135.087,139.9003,178741.0
2021-03-06,137.2156,140.2359,135.087,139.9003,178741.0
2021-03-07,137.2156,140.2359,135.087,139.9003,178741.0
2021-03-08,141.3481,144.004,140.907,141.1084,86959.0
2021-03-09,141.0604,143.6205,140.3893,140.8687,125348.0
2021-03-10,141.1372,145.4326,141.1372,145.4326,140096.0
2021-03-11,145.0299,146.3914,144.2437,145.1354,100539.0
2021-03-12,146.5257,147.8776,145.7778,146.8804,83516.0
2021-03-13,146.5257,147.8776,145.7778,146.8804,83516.0
2021-03-14,146.5257,147.8776,145.7778,146.8804,83516.0
2021-03-15,146.89,150.0349,146.7846,149.8528,126642.0
2021-03-16,148.6159,150.1212,148.0885,148.4721,133484.0
2021-03-17,148.6351,150.8883,147.1585,150.5815,135785.0
2021-03-18,150.6965,151.2047,146.2668,146.4298,229015.0
2021-03-19,146.2284,147.1106,143.1315,143.7643,580897.0
2021-03-20,146.2284,147.1106,143.1315,143.7643,580897.0
2021-03-21,146.2284,147.1106,143.1315,143.7643,580897.0
2021-03-22,142.6329,143.7739,140.8687,141.0317,213674.0
2021-03-23,140.1688,141.7987,137.1293,137.6471,227339.0
2021-03-24,139.4305,140.8351,136.7746,136.7746,109521.0
2021-03-25,135.8062,140.1592,134.3488,139.5263,112684.0
2021-03-26,141.1084,141.1515,138.7305,141.0029,97463.0
2021-03-27,141.1084,141.1515,138.7305,141.0029,97463.0
2021-03-28,141.1084,141.1515,138.7305,141.0029,97463.0
2021-03-29,139.2866,142.2206,137.9347,140.3509,125681.0
2021-03-30,141.1947,143.5917,140.3605,143.2178,138804.0
2021-03-31,141.9042,143.1794,141.1228,141.7316,221199.0
2021-04-01,141.9521,145.1833,141.7316,145.0299,151347.0
2021-04-02,141.9521,145.1833,141.7316,145.0299,151347.0
2021-04-03,141.9521,145.1833,141.7316,145.0299,151347.0
2021-04-04,141.9521,145.1833,141.7316,145.0299,151347.0
2021-04-05,146.0175,147.7721,145.7395,146.9476,141448.0
2021-04-06,147.1297,148.8316,146.449,147.379,100886.0
2021-04-07,146.5449,147.6379,144.6176,144.982,86235.0
2021-04-08,145.26,145.26,143.0931,144.2341,127998.0
2021-04-09,145.3655,146.8325,143.8794,146.5544,89726.0
2021-04-10,145.3655,146.8325,143.8794,146.5544,89726.0
2021-04-11,145.3655,146.8325,143.8794,146.5544,89726.0
2021-04-12,147.0914,148.8268,146.9955,148.5008,78334.0
2021-04-13,147.7721,148.5967,146.5506,147.8009,56576.0
2021-04-14,147.5804,150.0158,147.5804,149.6418,88649.0
2021-04-15,150.1596,151.6457,150.0158,150.7828,70303.0
2021-04-16,151.8375,154.6756,151.6074,154.5605,145604.0
2021-04-17,151.8375,154.6756,151.6074,154.5605,145604.0
2021-04-18,151.8375,154.6756,151.6074,154.5605,145604.0
2021-04-19,154.8961,156.948,153.4387,154.177,162189.0
2021-04-20,153.9852,153.9852,149.9486,151.3485,235566.0
2021-04-21,151.5307,154.7235,150.639,154.4359,125170.0
2021-04-22,153.5729,154.1243,150.2459,151.2047,126827.0
2021-04-23,151.454,154.1482,151.3006,153.5442,84616.0
2021-04-24,151.454,154.1482,151.3006,153.5442,84616.0
2021-04-25,151.454,154.1482,151.3006,153.5442,84616.0
2021-04-26,154.6948,156.5549,154.1482,154.4742,157158.0
2021-04-27,154.5318,155.3276,153.7264,154.9345,140513.0
2021-04-28,154.992,155.6248,153.8798,154.0907,110299.0
2021-04-29,155.318,156.5836,154.6564,156.3439,61579.0
2021-04-30,155.596,156.0946,153.0552,153.1894,116413.0
2021-05-01,155.596,156.0946,153.0552,153.1894,116413.0
2021-05-02,155.596,156.0946,153.0552,153.1894,116413.0
2021-05-03,155.3755,156.5165,153.6784,155.107,108525.0
2021-05-04,154.34,155.9796,153.2949,154.8482,75566.0
2021-05-05,156.1042,158.5396,153.3237,158.4245,137467.0
2021-05-06,155.3276,157.8588,153.247,155.3755,176190.0
2021-05-07,154.7906,157.1685,154.7906,157.1014,118869.0
2021-05-08,154.7906,157.1685,154.7906,157.1014,118869.0
2021-05-09,154.7906,157.1685,154.7906,157.1014,118869.0
2021-05-10,156.9576,157.7134,155.155,155.1742,162146.0
2021-05-11,153.3812,153.4962,150.6773,150.9746,135785.0
2021-05-12,149.9486,150.7061,147.5995,147.705,93152.0
2021-05-13,147.264,153.3141,147.264,152.4895,134809.0
2021-05-14,153.4771,155.27,152.798,154.8961,96301.0
2021-05-15,153.4771,155.27,152.798,154.8961,96301.0
2021-05-16,153.4771,155.27,152.798,154.8961,96301.0
2021-05-17,153.7551,154.014,152.0964,153.7551,71103.0
2021-05-18,153.8894,154.4551,152.432,152.7004,97697.0
2021-05-19,149.9486,152.0676,148.9802,151.7896,72425.0
2021-05-20,152.7897,153.6167,151.78,153.0878,83546.0
2021-05-21,154.5399,155.7901,154.011,154.1841,112516.0
2021-05-22,154.5399,155.7901,154.011,154.1841,112516.0
2021-05-23,154.5399,155.7901,154.011,154.1841,112516.0
2021-05-24,154.5976,154.5976,152.7801,153.2225,56030.0
2021-05-25,152.9051,153.6264,150.9914,151.3087,109839.0
2021-05-26,151.6069,152.8955,151.001,152.2127,101234.0
2021-05-27,153.6937,154.1745,153.1551,153.7514,81205.0
2021-05-28,153.6744,156.0017,152.5204,155.9921,116032.0
2021-05-29,153.6744,156.0017,152.5204,155.9921,116032.0
