,SXT US Equity,SXT US Equity,SXT US Equity,SXT US Equity,SXT US Equity
2021-03-13,76.2395,76.5393,75.1151,75.4056,188444.0
2021-03-14,76.2395,76.5393,75.1151,75.4056,188444.0
2021-03-15,74.9277,74.9652,73.8877,74.5155,230220.0
2021-03-16,74.2531,75.4056,73.5692,75.1901,273246.0
2021-03-17,75.265,76.1833,74.5904,75.7897,212018.0
2021-03-18,75.7054,76.3987,74.3281,74.6841,350265.0
2021-03-19,74.4405,74.4405,72.6697,73.082,843133.0
2021-03-20,74.4405,74.4405,72.6697,73.082,843133.0
2021-03-21,74.4405,74.4405,72.6697,73.082,843133.0
2021-03-22,73.3818,73.3911,72.6791,73.1007,330244.0
2021-03-23,72.5104,72.7165,70.7864,70.9551,230967.0
2021-03-24,71.5454,72.6369,70.8989,70.9551,411068.0
2021-03-25,70.6927,72.1169,70.4304,71.7609,285014.0
2021-03-26,72.22,73.2693,72.0982,73.2038,260165.0
2021-03-27,72.22,73.2693,72.0982,73.2038,260165.0
2021-03-28,72.22,73.2693,72.0982,73.2038,260165.0
2021-03-29,73.1569,74.5811,72.2387,72.4074,215708.0
2021-03-30,72.4167,73.1101,71.9576,72.8477,181619.0
2021-03-31,72.9039,74.0564,72.6978,73.082,264239.0
2021-04-01,73.2787,74.3656,72.8009,74.3187,193340.0
2021-04-02,73.2787,74.3656,72.8009,74.3187,193340.0
2021-04-03,73.2787,74.3656,72.8009,74.3187,193340.0
2021-04-04,73.2787,74.3656,72.8009,74.3187,193340.0
2021-04-05,75.1432,75.3213,73.9908,74.225,187641.0
2021-04-06,73.8784,75.6492,73.8784,74.3375,147878.0
2021-04-07,74.3937,74.3937,72.9883,73.082,131231.0
2021-04-08,73.1382,73.691,72.3886,73.4286,138363.0
2021-04-09,73.6348,74.5249,73.26,74.4312,168999.0
2021-04-10,73.6348,74.5249,73.26,74.4312,168999.0
2021-04-11,73.6348,74.5249,73.26,74.4312,168999.0
2021-04-12,74.4312,74.8622,74.2438,74.6654,123807.0
2021-04-13,74.2625,74.9746,73.7987,74.6279,211816.0
2021-04-14,74.6935,75.5649,74.2812,74.7216,112797.0
2021-04-15,75.1245,75.8132,74.7122,75.6211,107655.0
2021-04-16,76.3987,76.8297,75.6773,76.0521,145193.0
2021-04-17,76.3987,76.8297,75.6773,76.0521,145193.0
2021-04-18,76.3987,76.8297,75.6773,76.0521,145193.0
2021-04-19,75.8834,76.0802,74.8622,75.3494,181241.0
2021-04-20,74.909,75.5086,74.2719,75.0027,183993.0
2021-04-21,75.3119,76.1739,74.7872,75.4243,306019.0
2021-04-22,75.6023,77.242,75.2557,76.3706,371402.0
2021-04-23,76.3051,80.5869,75.8928,79.5937,473230.0
2021-04-24,76.3051,80.5869,75.8928,79.5937,473230.0
2021-04-25,76.3051,80.5869,75.8928,79.5937,473230.0
2021-04-26,79.9592,80.1465,77.9072,78.0853,248105.0
2021-04-27,78.029,78.2164,77.167,77.8698,169894.0
2021-04-28,77.9635,78.2914,77.3029,77.4388,210942.0
2021-04-29,78.0103,78.3757,77.242,78.0571,186895.0
2021-04-30,77.4452,77.9771,77.0216,77.417,241966.0
2021-05-01,77.4452,77.9771,77.0216,77.417,241966.0
2021-05-02,77.4452,77.9771,77.0216,77.417,241966.0
2021-05-03,78.2077,78.8949,77.7841,78.1607,162153.0
2021-05-04,77.9724,78.4807,77.2193,78.4243,310603.0
2021-05-05,78.5749,79.5633,78.1513,78.782,191904.0
2021-05-06,78.9043,79.5539,78.1889,79.4692,146293.0
2021-05-07,79.102,80.034,79.102,79.8645,125187.0
2021-05-08,79.102,80.034,79.102,79.8645,125187.0
2021-05-09,79.102,80.034,79.102,79.8645,125187.0
2021-05-10,79.9963,80.6788,79.6198,79.7704,291904.0
2021-05-11,79.1303,80.9659,79.1303,80.7306,174617.0
2021-05-12,80.1469,80.5705,77.9442,77.9912,291064.0
2021-05-13,78.0006,80.1187,78.0006,79.921,243863.0
2021-05-14,80.5517,80.7871,79.5727,80.6364,136454.0
2021-05-15,80.5517,80.7871,79.5727,80.6364,136454.0
2021-05-16,80.5517,80.7871,79.5727,80.6364,136454.0
2021-05-17,80.2317,80.6364,79.6386,80.5141,190085.0
2021-05-18,80.4952,80.8953,79.8363,80.3917,250305.0
2021-05-19,79.6009,80.6553,79.1491,80.5517,245497.0
2021-05-20,80.5517,81.2436,80.3917,81.0883,183606.0
2021-05-21,81.8131,82.6133,81.5401,81.7566,205247.0
2021-05-22,81.8131,82.6133,81.5401,81.7566,205247.0
2021-05-23,81.8131,82.6133,81.5401,81.7566,205247.0
2021-05-24,82.0673,82.2744,81.686,81.8414,147731.0
2021-05-25,82.3026,82.425,81.2295,81.2483,139524.0
2021-05-26,81.6625,82.0391,81.5684,81.6908,198271.0
2021-05-27,81.9449,82.2838,81.5025,81.5872,365986.0
2021-05-28,81.7566,81.7566,80.9565,81.6625,206405.0
2021-05-29,81.7566,81.7566,80.9565,81.6625,206405.0
2021-05-30,81.7566,81.7566,80.9565,81.6625,206405.0
2021-05-31,81.7566,81.7566,80.9565,81.6625,206405.0
2021-06-01,82.7827,82.9898,81.8696,82.7168,151214.0
2021-06-02,82.8486,83.244,82.3685,82.5756,243828.0
2021-06-03,82.312,83.0181,82.0014,82.7168,130025.0
2021-06-04,83.0463,83.8182,82.7262,83.7053,138271.0
2021-06-05,83.0463,83.8182,82.7262,83.7053,138271.0
2021-06-06,83.0463,83.8182,82.7262,83.7053,138271.0
2021-06-07,83.9877,84.3454,83.3099,83.7806,154860.0
2021-06-08,83.7806,84.6937,83.6488,84.336,224376.0
2021-06-09,84.0818,84.383,83.3099,83.3758,344383.0
2021-06-10,83.79,83.79,83.1216,83.1781,255514.0
2021-06-11,83.3475,83.9123,83.2063,83.7147,127125.0
2021-06-12,83.3475,83.9123,83.2063,83.7147,127125.0
2021-06-13,83.3475,83.9123,83.2063,83.7147,127125.0
2021-06-14,83.9218,83.9218,83.0651,83.4417,214467.0
2021-06-15,83.6111,84.1477,83.3099,83.9312,154353.0
2021-06-16,84.0159,84.0159,83.0745,83.5358,133547.0
2021-06-17,83.4699,83.9218,82.312,82.8204,274280.0
2021-06-18,82.312,82.4815,81.2012,81.8414,440284.0
2021-06-19,82.312,82.4815,81.2012,81.8414,440284.0
2021-06-20,82.312,82.4815,81.2012,81.8414,440284.0
2021-06-21,82.585,83.5735,82.0202,83.1216,161372.0
2021-06-22,82.8486,83.0557,82.0955,82.2932,189493.0
2021-06-23,82.3309,82.3309,81.446,81.6813,287346.0
2021-06-24,81.9073,82.5191,81.4978,82.4438,146530.0
2021-06-25,82.0861,82.7262,81.9261,82.0767,780456.0
2021-06-26,82.0861,82.7262,81.9261,82.0767,780456.0
2021-06-27,82.0861,82.7262,81.9261,82.0767,780456.0
2021-06-28,82.1614,82.7921,80.9941,81.5025,190697.0
2021-06-29,81.6154,82.2273,81.1165,81.2671,125098.0
2021-06-30,80.9565,81.8225,80.7023,81.4837,239760.0
2021-07-01,81.9355,82.7639,81.559,82.3779,212570.0
2021-07-02,82.5286,82.5286,81.9543,82.3215,133760.0
2021-07-03,82.5286,82.5286,81.9543,82.3215,133760.0
2021-07-04,82.5286,82.5286,81.9543,82.3215,133760.0
2021-07-05,82.5286,82.5286,81.9543,82.3215,133760.0
2021-07-06,82.1238,82.1238,80.0246,81.0506,102847.0
2021-07-07,80.7776,81.9355,80.5611,81.6625,104647.0
2021-07-08,80.6553,81.3801,80.2505,80.8435,130733.0
2021-07-09,81.5495,82.1708,80.8247,80.9471,319708.0
2021-07-10,81.5495,82.1708,80.8247,80.9471,319708.0
2021-07-11,81.5495,82.1708,80.8247,80.9471,319708.0
2021-07-12,80.4482,81.8508,80.1093,81.4178,265085.0
2021-07-13,80.74,81.173,79.1397,79.215,136016.0
2021-07-14,79.328,80.4952,78.3019,79.6386,277300.0
2021-07-15,79.3562,79.6009,78.4478,78.829,116406.0
2021-07-16,79.0644,79.0644,77.3229,77.4264,138649.0
2021-07-17,79.0644,79.0644,77.3229,77.4264,138649.0
2021-07-18,79.0644,79.0644,77.3229,77.4264,138649.0
2021-07-19,76.2685,76.3344,74.6329,74.8095,338611.0
2021-07-20,74.6306,76.8428,73.6233,76.1838,294672.0
2021-07-21,76.9557,78.0571,76.9557,77.4264,274338.0
2021-07-22,77.0687,77.4782,76.3344,76.7298,187918.0
2021-07-23,79.4692,80.9659,77.7371,80.5423,374984.0
2021-07-24,79.4692,80.9659,77.7371,80.5423,374984.0
2021-07-25,79.4692,80.9659,77.7371,80.5423,374984.0
2021-07-26,81.0412,81.9732,80.3352,81.3613,288244.0
2021-07-27,80.9,81.3707,79.6951,80.8624,384809.0
2021-07-28,80.6176,81.0506,79.1962,80.9471,226410.0
2021-07-29,81.6343,82.312,81.2954,82.1991,168641.0
2021-07-30,82.3598,83.5843,82.1234,82.4355,210781.0
2021-07-31,82.3598,83.5843,82.1234,82.4355,210781.0
2021-08-01,82.3598,83.5843,82.1234,82.4355,210781.0
2021-08-02,82.5678,83.3905,81.7735,82.0572,209255.0
2021-08-03,81.8586,82.738,81.1542,82.3314,127936.0
2021-08-04,81.6601,81.9863,80.4166,80.4497,92664.0
2021-08-05,81.0738,81.8019,80.601,81.4899,95703.0
2021-08-06,82.1896,82.5867,82.0856,82.3787,73394.0
2021-08-07,82.1896,82.5867,82.0856,82.3787,73394.0
2021-08-08,82.1896,82.5867,82.0856,82.3787,73394.0
2021-08-09,82.0667,82.3125,81.6506,81.9438,93834.0
2021-08-10,81.8208,83.1446,81.6033,82.7759,80559.0
2021-08-11,82.9461,83.6174,82.9461,83.5418,67945.0
2021-08-12,83.6931,83.7403,82.9744,83.5891,83911.0
2021-08-13,83.5323,84.1422,83.0501,84.0335,68252.0
2021-08-14,83.5323,84.1422,83.0501,84.0335,68252.0
2021-08-15,83.5323,84.1422,83.0501,84.0335,68252.0
2021-08-16,83.5323,84.2131,82.7002,84.0051,79475.0
2021-08-17,83.173,83.6127,82.5678,82.6435,125011.0
2021-08-18,82.4449,83.0123,81.296,81.3575,92238.0
2021-08-19,80.7334,82.0572,80.6578,80.8091,167329.0
2021-08-20,80.9793,81.5182,80.6105,81.5088,205963.0
2021-08-21,80.9793,81.5182,80.6105,81.5088,205963.0
2021-08-22,80.9793,81.5182,80.6105,81.5088,205963.0
2021-08-23,82.2842,82.8988,81.8114,82.1896,112817.0
2021-08-24,82.0194,82.8893,82.0194,82.322,131621.0
2021-08-25,81.991,82.7097,81.8965,81.8965,127875.0
2021-08-26,81.8681,81.9958,80.6767,80.7145,120844.0
2021-08-27,81.1495,83.2108,81.1495,82.9461,205731.0
2021-08-28,81.1495,83.2108,81.1495,82.9461,205731.0
2021-08-29,81.1495,83.2108,81.1495,82.9461,205731.0
2021-08-30,83.2108,83.3432,82.1707,82.2558,121416.0
2021-08-31,82.0383,82.686,81.8208,82.1234,218017.0
2021-09-01,81.9721,83.3668,81.4426,83.1825,271285.0
2021-09-02,83.2014,83.9578,83.0123,83.2676,253452.0
2021-09-03,83.381,83.8254,82.7475,83.3905,206664.0
2021-09-04,83.381,83.8254,82.7475,83.3905,206664.0
2021-09-05,83.381,83.8254,82.7475,83.3905,206664.0
2021-09-06,83.381,83.8254,82.7475,83.3905,206664.0
2021-09-07,83.2014,84.0146,82.8893,83.1825,238610.0
2021-09-08,83.2392,84.7994,82.5962,84.7899,236723.0
2021-09-09,85.102,87.1633,85.102,85.7355,287777.0
2021-09-10,86.3691,86.9269,85.6693,86.1232,221215.0
2021-09-11,86.3691,86.9269,85.6693,86.1232,221215.0
2021-09-12,86.3691,86.9269,85.6693,86.1232,221215.0
2021-09-13,87.0215,87.0404,84.4306,85.414,166709.0
2021-09-14,86.0476,86.6716,85.1965,86.5014,231223.0
2021-09-15,86.6622,88.6195,86.5487,88.2224,285517.0
2021-09-16,88.3453,88.7425,87.5321,87.7969,211357.0
2021-09-17,88.4966,88.4966,85.7592,86.4258,703335.0
2021-09-18,88.4966,88.4966,85.7592,86.4258,703335.0
2021-09-19,88.4966,88.4966,85.7592,86.4258,703335.0
2021-09-20,85.102,86.3691,83.9578,84.9601,269384.0
2021-09-21,85.4802,85.6079,84.3077,85.3006,240898.0
2021-09-22,86.0192,87.3997,85.5464,86.8513,284553.0
2021-09-23,87.7023,88.3075,86.9553,87.0782,292640.0
2021-09-24,87.3714,88.1231,86.4258,86.8513,185463.0
2021-09-25,87.3714,88.1231,86.4258,86.8513,185463.0
2021-09-26,87.3714,88.1231,86.4258,86.8513,185463.0
2021-09-27,87.1255,88.3784,86.804,87.6456,184902.0
2021-09-28,87.8158,87.8158,85.9341,86.7946,191330.0
2021-09-29,86.8418,88.1657,86.1516,87.7307,188425.0
2021-09-30,88.4399,88.9668,86.0381,86.1232,259095.0
2021-10-01,86.804,89.3665,86.4352,88.9221,262351.0
2021-10-02,86.804,89.3665,86.4352,88.9221,262351.0
2021-10-03,86.804,89.3665,86.4352,88.9221,262351.0
2021-10-04,88.5912,89.4044,87.5699,88.0805,233892.0
2021-10-05,88.5061,88.5061,86.7095,86.8135,397506.0
2021-10-06,86.4069,87.2295,85.3457,85.953,360812.0
2021-10-07,86.1421,87.3335,85.8726,85.9152,273036.0
2021-10-08,85.9057,85.9057,84.2604,84.3077,151532.0
2021-10-09,85.9057,85.9057,84.2604,84.3077,151532.0
2021-10-10,85.9057,85.9057,84.2604,84.3077,151532.0
2021-10-11,84.4117,84.9412,83.9331,84.2415,114916.0
2021-10-12,84.4495,85.3478,84.0382,84.6197,203332.0
2021-10-13,84.6765,84.7805,83.277,83.92,181532.0
2021-10-14,84.4023,87.1539,84.1753,86.7946,303074.0
2021-10-15,91.6737,93.3285,87.6361,90.974,323092.0
2021-10-16,91.6737,93.3285,87.6361,90.974,323092.0
2021-10-17,91.6737,93.3285,87.6361,90.974,323092.0
2021-10-18,90.9267,92.2458,90.1514,91.0213,242336.0
2021-10-19,91.2766,91.2955,89.8299,90.7282,258289.0
2021-10-20,90.8227,91.3901,90.3216,90.6052,111463.0
2021-10-21,90.227,91.3712,89.9244,91.2861,155146.0
2021-10-22,91.3239,92.2695,90.6242,90.7754,160083.0
2021-10-23,91.3239,92.2695,90.6242,90.7754,160083.0
2021-10-24,91.3239,92.2695,90.6242,90.7754,160083.0
2021-10-25,91.1064,92.1276,90.6998,91.1915,103907.0
2021-10-26,91.2104,91.4657,90.3783,91.2671,161812.0
2021-10-27,90.87,91.0118,89.1112,89.5462,225965.0
2021-10-28,90.1514,91.026,88.6763,88.9883,119794.0
2021-10-29,88.9219,90.9732,88.9219,90.7928,266089.0
2021-10-30,88.9219,90.9732,88.9219,90.7928,266089.0
2021-10-31,88.9219,90.9732,88.9219,90.7928,266089.0
2021-11-01,90.7643,91.4956,90.3179,90.6788,158924.0
2021-11-02,90.6978,92.3978,90.185,92.1034,251420.0
2021-11-03,92.2744,92.6352,91.1062,91.5906,208315.0
2021-11-04,92.0274,93.6704,91.4576,91.7235,203709.0
2021-11-05,92.7112,93.8129,92.7112,93.1196,157617.0
2021-11-06,92.7112,93.8129,92.7112,93.1196,157617.0
2021-11-07,92.7112,93.8129,92.7112,93.1196,157617.0
2021-11-08,93.7369,94.3922,92.8537,94.3257,114628.0
2021-11-09,94.4302,94.5632,93.4425,94.4872,106607.0
2021-11-10,94.5822,95.285,93.9838,94.4587,100248.0
2021-11-11,94.9715,95.3324,94.4872,94.7151,101818.0
2021-11-12,95.133,96.7,94.9526,96.5956,139700.0
2021-11-13,95.133,96.7,94.9526,96.5956,139700.0
2021-11-14,95.133,96.7,94.9526,96.5956,139700.0
2021-11-15,97.2129,97.8302,95.6316,97.8017,270716.0
2021-11-16,97.7257,100.8883,97.1179,100.043,277150.0
2021-11-17,99.4542,100.9737,96.5386,97.4883,206360.0
2021-11-18,97.6972,97.6972,96.6335,97.1084,167288.0
2021-11-19,96.662,98.0581,96.662,97.4503,248809.0
2021-11-20,96.662,98.0581,96.662,97.4503,248809.0
2021-11-21,96.662,98.0581,96.662,97.4503,248809.0
2021-11-22,97.8492,98.9509,96.9659,97.8777,132854.0
2021-11-23,97.5643,98.3525,97.0039,97.6877,141323.0
2021-11-24,96.9375,97.5928,96.3961,97.3458,144535.0
2021-11-25,96.9375,97.5928,96.3961,97.3458,144535.0
2021-11-26,95.0285,95.5414,93.7179,94.8956,112240.0
2021-11-27,95.0285,95.5414,93.7179,94.8956,112240.0
2021-11-28,95.0285,95.5414,93.7179,94.8956,112240.0
2021-11-29,95.8453,96.2157,94.2783,94.3827,148496.0
2021-11-30,93.6894,94.2308,91.6191,92.3978,300815.0
2021-12-01,94.0313,94.3162,91.5811,91.5811,223648.0
2021-12-02,92.2839,92.9866,91.0492,92.6542,220015.0
2021-12-03,92.9961,93.49,90.8308,90.8878,209090.0
2021-12-04,92.9961,93.49,90.8308,90.8878,209090.0
2021-12-05,92.9961,93.49,90.8308,90.8878,209090.0
2021-12-06,91.8517,95.076,91.752,94.3732,218656.0
2021-12-07,95.6648,95.9972,93.2146,93.3855,145247.0
2021-12-08,93.433,94.3067,93.2146,94.2403,136198.0
2021-12-09,93.4995,95.0475,93.2051,93.9364,113199.0
2021-12-10,94.5917,95.1045,93.8414,94.1643,128994.0
2021-12-11,94.5917,95.1045,93.8414,94.1643,128994.0
2021-12-12,94.5917,95.1045,93.8414,94.1643,128994.0
2021-12-13,93.6135,94.3827,92.8157,93.0626,142332.0
2021-12-14,92.6257,93.9316,92.2459,92.7777,252459.0
2021-12-15,92.5403,93.4615,91.3246,92.8632,369953.0
2021-12-16,93.414,94.6771,92.3408,92.7397,178760.0
2021-12-17,92.4168,93.509,91.8375,92.2933,386842.0
2021-12-18,92.4168,93.509,91.8375,92.2933,386842.0
2021-12-19,92.4168,93.509,91.8375,92.2933,386842.0
2021-12-20,90.9827,91.0207,88.4707,90.185,338330.0
2021-12-21,90.6408,92.4643,90.5934,92.3313,146276.0
2021-12-22,91.9989,92.6163,91.7995,92.3218,94737.0
2021-12-23,92.7492,93.4805,92.1651,92.2649,73240.0
2021-12-24,92.7492,93.4805,92.1651,92.2649,73240.0
2021-12-25,92.7492,93.4805,92.1651,92.2649,73240.0
2021-12-26,92.7492,93.4805,92.1651,92.2649,73240.0
2021-12-27,92.9202,94.1453,92.3693,94.1358,75017.0
2021-12-28,93.9933,95.5699,93.7274,95.247,126079.0
2021-12-29,95.4369,95.6838,94.7816,95.3229,108565.0
2021-12-30,95.5414,95.9782,94.3732,94.5822,91245.0
2021-12-31,94.6012,95.5794,94.1358,95.0285,92488.0
2022-01-01,94.6012,95.5794,94.1358,95.0285,92488.0
2022-01-02,94.6012,95.5794,94.1358,95.0285,92488.0
2022-01-03,95.3609,96.643,93.7464,94.4302,143336.0
2022-01-04,94.5062,95.5319,94.2213,94.3732,137914.0
2022-01-05,94.6296,94.8956,92.2744,92.4263,143312.0
2022-01-06,92.6257,93.7464,91.3436,92.1509,136000.0
2022-01-07,91.6285,92.1509,90.5269,90.7548,112648.0
2022-01-08,91.6285,92.1509,90.5269,90.7548,112648.0
2022-01-09,91.6285,92.1509,90.5269,90.7548,112648.0
2022-01-10,90.3369,90.9068,89.1973,90.0995,133002.0
2022-01-11,90.3844,90.9305,89.0643,90.7643,104818.0
2022-01-12,91.3436,91.7045,89.8431,89.9001,115152.0
2022-01-13,90.5554,90.7643,89.1213,89.3587,76985.0
2022-01-14,88.4375,89.0358,87.2314,87.3738,104548.0
2022-01-15,88.4375,89.0358,87.2314,87.3738,104548.0
2022-01-16,88.4375,89.0358,87.2314,87.3738,104548.0
2022-01-17,88.4375,89.0358,87.2314,87.3738,104548.0
2022-01-18,86.3291,86.8135,85.6548,86.1962,115364.0
2022-01-19,86.1677,87.8582,85.7403,86.1867,112043.0
2022-01-20,86.3291,87.7632,85.4269,85.6074,353907.0
2022-01-21,85.6263,87.0319,84.5247,84.5627,148637.0
2022-01-22,85.6263,87.0319,84.5247,84.5627,148637.0
2022-01-23,85.6263,87.0319,84.5247,84.5627,148637.0
2022-01-24,83.537,84.4677,81.8085,84.1353,230661.0
2022-01-25,82.9007,83.7269,81.0202,82.7772,287446.0
2022-01-26,83.8884,84.2826,80.2889,81.0107,364725.0
2022-01-27,81.4761,82.5018,79.4722,80.3459,208466.0
2022-01-28,80.4409,80.4504,78.8549,80.3174,206606.0
2022-01-29,80.4409,80.4504,78.8549,80.3174,206606.0
2022-01-30,80.4409,80.4504,78.8549,80.3174,206606.0
2022-01-31,79.7001,80.5264,79.1588,80.4789,239285.0
2022-02-01,80.3834,81.0467,79.7249,80.1162,432973.0
2022-02-02,80.7938,81.6145,79.4005,79.8299,597372.0
2022-02-03,79.3718,80.0303,77.6827,78.408,411008.0
2022-02-04,78.1026,78.9615,77.0146,77.6636,702561.0
2022-02-05,78.1026,78.9615,77.0146,77.6636,702561.0
2022-02-06,78.1026,78.9615,77.0146,77.6636,702561.0
2022-02-07,77.6063,79.0664,76.9144,78.4843,307197.0
2022-02-08,78.4843,80.059,78.4843,79.1905,310881.0
2022-02-09,79.7917,80.6697,79.1428,80.4025,399183.0
2022-02-10,79.6009,81.7386,79.6009,79.62,551877.0
2022-02-11,77.5013,79.6772,75.4686,76.6806,444975.0
2022-02-12,77.5013,79.6772,75.4686,76.6806,444975.0
2022-02-13,77.5013,79.6772,75.4686,76.6806,444975.0
2022-02-14,76.4229,78.3602,76.3294,76.5566,309283.0
2022-02-15,76.9955,80.1258,76.4802,79.2955,626133.0
2022-02-16,79.076,79.5722,76.9287,77.425,426804.0
2022-02-17,76.6043,78.303,76.6043,78.0262,427116.0
2022-02-18,77.8926,78.303,76.9478,77.32,349563.0
2022-02-19,77.8926,78.303,76.9478,77.32,349563.0
2022-02-20,77.8926,78.303,76.9478,77.32,349563.0
2022-02-21,77.8926,78.303,76.9478,77.32,349563.0
2022-02-22,77.2246,77.7686,75.9458,76.5661,201208.0
2022-02-23,76.7951,77.2914,75.7549,75.9172,201160.0
2022-02-24,74.6002,75.4094,73.789,75.1823,335350.0
2022-02-25,75.3255,77.9881,75.2396,77.9022,204612.0
2022-02-26,75.3255,77.9881,75.2396,77.9022,204612.0
2022-02-27,75.3255,77.9881,75.2396,77.9022,204612.0
2022-02-28,77.1578,78.6656,77.1578,78.3793,339139.0
2022-03-01,77.9117,78.1503,73.8987,74.9437,372157.0
2022-03-02,75.8217,76.4707,74.8006,76.1366,200822.0
2022-03-03,77.0051,77.4918,76.0603,77.1101,134586.0
2022-03-04,75.7931,76.2607,75.2777,75.7549,228082.0
2022-03-05,75.7931,76.2607,75.2777,75.7549,228082.0
2022-03-06,75.7931,76.2607,75.2777,75.7549,228082.0
2022-03-07,75.879,75.879,72.4338,72.4529,203270.0
2022-03-08,72.2907,73.7699,71.031,71.6704,234234.0
2022-03-09,72.9587,74.5334,72.1237,74.0848,152141.0
2022-03-10,72.9015,73.4168,72.033,73.0064,127606.0
2022-03-11,73.0637,73.5409,71.8135,71.8708,275482.0
2022-03-12,73.0637,73.5409,71.8135,71.8708,275482.0
2022-03-13,73.0637,73.5409,71.8135,71.8708,275482.0
2022-03-14,72.4243,73.5695,72.1571,72.7774,141428.0
2022-03-15,73.2927,74.2184,72.4911,74.2089,126343.0
2022-03-16,74.9437,76.9001,74.8865,76.4325,247553.0
2022-03-17,75.7931,76.9478,75.2491,76.3466,147357.0
2022-03-18,76.4229,77.5586,75.5163,77.3964,381394.0
2022-03-19,76.4229,77.5586,75.5163,77.3964,381394.0
2022-03-20,76.4229,77.5586,75.5163,77.3964,381394.0
2022-03-21,76.9669,77.635,76.0269,76.7283,106888.0
2022-03-22,77.2723,77.7447,76.7761,76.986,139036.0
2022-03-23,76.318,76.5184,75.4209,75.8981,176925.0
2022-03-24,76.213,77.091,75.9076,76.9669,108073.0
2022-03-25,77.3296,77.864,76.9287,77.3009,189189.0
2022-03-26,77.3296,77.864,76.9287,77.3009,189189.0
2022-03-27,77.3296,77.864,76.9287,77.3009,189189.0
2022-03-28,78.0358,79.0092,76.9669,78.971,191345.0
2022-03-29,79.3814,82.6738,79.3814,82.4448,306316.0
2022-03-30,82.7025,82.7883,80.0303,80.7938,193992.0
2022-03-31,81.1564,81.6431,79.9922,80.1162,174795.0
2022-04-01,80.8224,81.8913,80.1401,81.8054,308703.0
2022-04-02,80.8224,81.8913,80.1401,81.8054,308703.0
2022-04-03,80.8224,81.8913,80.1401,81.8054,308703.0
2022-04-04,81.8817,82.5211,80.9751,81.7958,162246.0
2022-04-05,81.9963,82.0631,80.3166,80.4121,187477.0
2022-04-06,80.1544,80.4979,78.7133,80.4311,193538.0
2022-04-07,80.4025,80.9083,78.9806,80.6888,196687.0
2022-04-08,80.8892,80.8892,79.5245,79.7345,177571.0
2022-04-09,80.8892,80.8892,79.5245,79.7345,177571.0
2022-04-10,80.8892,80.8892,79.5245,79.7345,177571.0
2022-04-11,79.639,80.3166,78.7897,78.847,227575.0
2022-04-12,79.305,80.2594,78.1598,78.303,255637.0
2022-04-13,78.9615,79.9826,78.8947,79.7154,159792.0
2022-04-14,80.2212,81.1183,78.3698,78.6752,160290.0
2022-04-15,80.2212,81.1183,78.3698,78.6752,160290.0
2022-04-16,80.2212,81.1183,78.3698,78.6752,160290.0
2022-04-17,80.2212,81.1183,78.3698,78.6752,160290.0
2022-04-18,78.6465,79.6104,78.0644,78.5511,136954.0
2022-04-19,78.5988,81.0324,78.5988,80.8224,110431.0
2022-04-20,81.3187,81.8054,80.8224,81.1469,92225.0
2022-04-21,82.2348,82.273,79.577,80.0303,221099.0
2022-04-22,79.7536,80.1687,79.0092,79.9349,188409.0
2022-04-23,79.7536,80.1687,79.0092,79.9349,188409.0
2022-04-24,79.7536,80.1687,79.0092,79.9349,188409.0
2022-04-25,79.9063,80.8701,78.3221,80.6411,687519.0
2022-04-26,79.7727,80.832,77.6827,78.2362,425624.0
2022-04-27,78.3793,80.4025,78.1503,79.5627,251488.0
2022-04-28,80.517,81.4427,78.7801,81.0992,266729.0
2022-04-29,80.4311,82.8361,80.4311,80.7365,437330.0
2022-04-30,80.4311,82.8361,80.4311,80.7365,437330.0
2022-05-01,80.4311,82.8361,80.4311,80.7365,437330.0
2022-05-02,81.3282,83.5709,80.0017,81.6145,301746.0
2022-05-03,81.6527,81.9056,80.5266,80.6411,302791.0
2022-05-04,81.1851,83.7618,80.1353,83.6472,183885.0
2022-05-05,82.9601,83.2751,80.5266,81.4332,191718.0
2022-05-06,80.9921,80.9921,78.0865,78.8057,330646.0
2022-05-07,80.9921,80.9921,78.0865,78.8057,330646.0
2022-05-08,80.9921,80.9921,78.0865,78.8057,330646.0
2022-05-09,78.2591,79.3235,77.818,79.055,272754.0
2022-05-10,80.1099,80.6373,78.6619,80.0427,310637.0
2022-05-11,79.7934,81.3229,78.0194,78.144,300902.0
2022-05-12,78.2591,79.3811,77.2043,78.729,175676.0
2022-05-13,79.7263,81.4236,79.5777,80.2825,170468.0
2022-05-14,79.7263,81.4236,79.5777,80.2825,170468.0
2022-05-15,79.7263,81.4236,79.5777,80.2825,170468.0
2022-05-16,79.9756,80.2633,79.0646,79.4866,266916.0
2022-05-17,80.7907,81.2126,79.9181,80.3017,322206.0
2022-05-18,79.8222,80.7524,79.0263,79.266,260829.0
2022-05-19,79.1413,80.7715,78.729,79.851,173703.0
2022-05-20,80.877,80.877,78.5756,80.5222,241810.0
2022-05-21,80.877,80.877,78.5756,80.5222,241810.0
2022-05-22,80.877,80.877,78.5756,80.5222,241810.0
2022-05-23,81.3853,81.5387,79.7455,80.2633,170245.0
2022-05-24,80.0715,80.8674,78.9208,80.3784,184973.0
2022-05-25,80.1099,82.4401,80.1099,82.1524,173049.0
2022-05-26,82.7949,83.5429,82.675,83.4278,179856.0
2022-05-27,84.1566,84.7415,83.1593,84.0223,184080.0
