,CPB US Equity,CPB US Equity,CPB US Equity,CPB US Equity,CPB US Equity
2021-03-02,41.0514,41.3579,40.6457,41.1235,1983709.0
2021-03-03,41.0153,41.421,40.6908,41.2948,2009150.0
2021-03-04,41.5111,41.7816,41.0874,41.2858,1707996.0
2021-03-05,41.4029,42.1692,41.2136,41.9979,2149466.0
2021-03-06,41.4029,42.1692,41.2136,41.9979,2149466.0
2021-03-07,41.4029,42.1692,41.2136,41.9979,2149466.0
2021-03-08,42.1872,43.2148,41.8517,42.5928,3157515.0
2021-03-09,42.4666,42.8362,42.2413,42.3044,2127878.0
2021-03-10,41.0243,43.8639,40.4745,43.1607,6788100.0
2021-03-11,42.9985,43.3681,42.2323,42.7641,2222263.0
2021-03-12,43.0345,43.2599,42.8092,43.2329,2259578.0
2021-03-13,43.0345,43.2599,42.8092,43.2329,2259578.0
2021-03-14,43.0345,43.2599,42.8092,43.2329,2259578.0
2021-03-15,43.4492,43.6773,42.7461,42.9083,1770355.0
2021-03-16,42.9895,44.2244,42.9444,44.0802,2174226.0
2021-03-17,44.1704,44.3416,43.35,44.1343,2804036.0
2021-03-18,43.8999,44.8104,43.8999,44.6391,1923244.0
2021-03-19,44.7473,45.1349,44.5219,44.8825,3443884.0
2021-03-20,44.7473,45.1349,44.5219,44.8825,3443884.0
2021-03-21,44.7473,45.1349,44.5219,44.8825,3443884.0
2021-03-22,44.7112,46.0003,44.5219,45.9913,1921296.0
2021-03-23,46.1896,46.2707,45.5045,45.6397,1670916.0
2021-03-24,45.0177,45.0177,43.8639,43.963,2535948.0
2021-03-25,44.2605,44.7923,43.8008,44.5039,1740666.0
2021-03-26,44.6121,45.9191,44.2515,45.856,3137630.0
2021-03-27,44.6121,45.9191,44.2515,45.856,3137630.0
2021-03-28,44.6121,45.9191,44.2515,45.856,3137630.0
2021-03-29,45.9282,47.082,45.9146,46.8386,2918492.0
2021-03-30,46.8386,47.0363,46.1806,46.3158,2732963.0
2021-03-31,46.1084,46.3518,45.18,45.3152,2415473.0
2021-04-01,45.216,45.4684,44.1974,45.0447,2994801.0
2021-04-02,45.216,45.4684,44.1974,45.0447,2994801.0
2021-04-03,45.216,45.4684,44.1974,45.0447,2994801.0
2021-04-04,45.216,45.4684,44.1974,45.0447,2994801.0
2021-04-05,45.1619,45.9822,44.8645,45.1529,2688573.0
2021-04-06,45.1439,45.5045,44.7022,45.1529,2575191.0
2021-04-07,45.1802,45.3527,44.4446,44.6989,2376558.0
2021-04-08,44.5536,44.7624,44.0813,44.272,2176371.0
2021-04-09,44.1812,44.4128,43.2368,43.6545,1661555.0
2021-04-10,44.1812,44.4128,43.2368,43.6545,1661555.0
2021-04-11,44.1812,44.4128,43.2368,43.6545,1661555.0
2021-04-12,43.7635,44.4083,43.6817,44.3447,1732414.0
2021-04-13,44.4083,44.6898,44.0541,44.3719,2345097.0
2021-04-14,44.3628,44.4355,43.6817,43.9905,1477044.0
2021-04-15,44.0268,44.6444,44.0268,44.3901,1688722.0
2021-04-16,44.5808,45.1075,44.3447,44.8623,1478994.0
2021-04-17,44.5808,45.1075,44.3447,44.8623,1478994.0
2021-04-18,44.5808,45.1075,44.3447,44.8623,1478994.0
2021-04-19,44.6989,45.2437,44.6353,45.0984,1362023.0
2021-04-20,45.1166,45.8795,45.0258,45.5344,2185925.0
2021-04-21,45.834,46.161,45.6252,45.9067,1337710.0
2021-04-22,45.7341,45.7341,44.9804,44.9804,1707282.0
2021-04-23,44.7352,44.935,44.0813,44.2902,1938686.0
2021-04-24,44.7352,44.935,44.0813,44.2902,1938686.0
2021-04-25,44.7352,44.935,44.0813,44.2902,1938686.0
2021-04-26,44.3356,44.3765,43.4093,43.5183,3295186.0
2021-04-27,43.4547,43.6727,43.0824,43.6091,2488164.0
2021-04-28,43.7635,43.9905,43.0914,43.2004,1971468.0
2021-04-29,43.1823,43.7544,43.1641,43.6091,1581738.0
2021-04-30,43.7271,43.7271,43.2458,43.3639,1893849.0
2021-05-01,43.7271,43.7271,43.2458,43.3639,1893849.0
2021-05-02,43.7271,43.7271,43.2458,43.3639,1893849.0
2021-05-03,43.3821,44.1902,43.2458,43.9542,1786812.0
2021-05-04,44.0359,44.1631,43.5455,43.818,1535183.0
2021-05-05,43.7271,44.4809,43.5001,44.3628,2311258.0
2021-05-06,44.7352,45.3709,44.6262,45.2437,2397226.0
2021-05-07,45.1711,45.2165,44.3901,44.9986,2070257.0
2021-05-08,45.1711,45.2165,44.3901,44.9986,2070257.0
2021-05-09,45.1711,45.2165,44.3901,44.9986,2070257.0
2021-05-10,44.9168,45.8795,44.9168,45.5434,1769572.0
2021-05-11,45.7614,45.8431,45.1211,45.4345,2103038.0
2021-05-12,45.4617,45.4617,44.6535,44.6807,2162534.0
2021-05-13,44.49,45.3891,44.3084,45.0076,1904284.0
2021-05-14,45.0984,45.4799,44.7306,44.7443,1160964.0
2021-05-15,45.0984,45.4799,44.7306,44.7443,1160964.0
2021-05-16,45.0984,45.4799,44.7306,44.7443,1160964.0
2021-05-17,44.6353,45.162,44.272,44.826,2350513.0
2021-05-18,44.7079,44.9531,44.263,44.3265,2326545.0
2021-05-19,44.4083,44.4809,43.6454,43.8906,2103991.0
2021-05-20,43.8815,44.8078,43.7453,44.3719,2955611.0
2021-05-21,44.4718,45.053,44.2857,44.381,2653858.0
2021-05-22,44.4718,45.053,44.2857,44.381,2653858.0
2021-05-23,44.4718,45.053,44.2857,44.381,2653858.0
2021-05-24,43.9542,44.4173,43.9269,44.1721,1366837.0
2021-05-25,44.1812,44.1812,43.4093,43.9633,1772163.0
2021-05-26,43.8634,44.1267,43.7953,43.9179,1387994.0
2021-05-27,43.9814,44.2266,43.4184,43.4275,2532362.0
2021-05-28,43.5274,44.3084,43.491,44.1994,2086716.0
2021-05-29,43.5274,44.3084,43.491,44.1994,2086716.0
2021-05-30,43.5274,44.3084,43.491,44.1994,2086716.0
2021-05-31,43.5274,44.3084,43.491,44.1994,2086716.0
2021-06-01,44.3356,44.599,44.154,44.381,1432804.0
2021-06-02,44.5263,45.0984,44.0995,45.0984,1760254.0
2021-06-03,45.0894,45.4072,44.3356,44.8805,1964135.0
2021-06-04,44.8442,45.1893,44.5899,45.1166,1315617.0
2021-06-05,44.8442,45.1893,44.5899,45.1166,1315617.0
2021-06-06,44.8442,45.1893,44.5899,45.1166,1315617.0
2021-06-07,45.0712,45.1983,44.5899,44.9168,1342391.0
2021-06-08,45.0258,45.0894,44.2993,44.608,2601231.0
2021-06-09,40.8211,42.7554,40.6258,41.702,12374533.0
2021-06-10,41.5567,42.1697,41.2298,41.5204,4541943.0
2021-06-11,41.593,41.9109,41.475,41.8745,3357306.0
2021-06-12,41.593,41.9109,41.475,41.8745,3357306.0
2021-06-13,41.593,41.9109,41.475,41.8745,3357306.0
2021-06-14,41.7746,41.7973,41.2388,41.6112,2739191.0
2021-06-15,41.7292,41.8019,41.03,41.2025,3171955.0
2021-06-16,41.3478,41.4205,41.048,41.3387,3054630.0
2021-06-17,41.4295,41.7383,41.0118,41.4931,3803687.0
2021-06-18,41.3478,41.4205,41.0118,41.1117,4264217.0
2021-06-19,41.3478,41.4205,41.0118,41.1117,4264217.0
2021-06-20,41.3478,41.4205,41.0118,41.1117,4264217.0
2021-06-21,41.1843,41.4659,41.0209,41.366,2224283.0
2021-06-22,41.4568,41.7837,41.1843,41.4023,2237530.0
2021-06-23,41.2752,41.4023,41.0481,41.0663,1868561.0
2021-06-24,41.0027,41.3478,40.6576,41.0481,2983159.0
2021-06-25,41.0572,41.652,40.9573,41.5567,3952713.0
2021-06-26,41.0572,41.652,40.9573,41.5567,3952713.0
2021-06-27,41.0572,41.652,40.9573,41.5567,3952713.0
2021-06-28,41.5567,41.7429,41.4295,41.6475,1580531.0
2021-06-29,41.6747,41.811,41.4159,41.4386,1380480.0
2021-06-30,41.484,41.6929,41.2207,41.4023,2904060.0
2021-07-01,41.3296,41.7338,41.2842,41.5204,1683878.0
2021-07-02,41.6475,41.7474,41.3659,41.4659,1832431.0
2021-07-03,41.6475,41.7474,41.3659,41.4659,1832431.0
2021-07-04,41.6475,41.7474,41.3659,41.4659,1832431.0
2021-07-05,41.6475,41.7474,41.3659,41.4659,1832431.0
2021-07-06,41.4205,41.4613,41.1117,41.3569,1738347.0
2021-07-07,41.2388,41.9563,41.2388,41.8473,4122683.0
2021-07-08,41.82,42.3922,41.4704,41.6475,3408483.0
2021-07-09,41.6384,41.8382,41.3342,41.4477,2078793.0
2021-07-10,41.6384,41.8382,41.3342,41.4477,2078793.0
2021-07-11,41.6384,41.8382,41.3342,41.4477,2078793.0
2021-07-12,41.3296,41.5113,41.2025,41.366,2465742.0
2021-07-13,41.2927,41.5308,40.7708,40.9357,3267679.0
2021-07-14,40.8807,40.8945,40.1208,40.6244,2971320.0
2021-07-15,40.5053,41.311,40.5053,41.2561,2156718.0
2021-07-16,41.366,41.7414,41.3202,41.6864,2197239.0
2021-07-17,41.366,41.7414,41.3202,41.6864,2197239.0
2021-07-18,41.366,41.7414,41.3202,41.6864,2197239.0
2021-07-19,41.7047,42.2861,41.2936,42.0344,2804119.0
2021-07-20,42.2175,42.5654,41.3934,41.4575,2970981.0
2021-07-21,41.4392,41.5766,40.78,40.8258,2843322.0
2021-07-22,40.6701,40.7651,40.2673,40.5328,3165651.0
2021-07-23,40.6244,40.9173,40.3955,40.8075,1828498.0
2021-07-24,40.6244,40.9173,40.3955,40.8075,1828498.0
2021-07-25,40.6244,40.9173,40.3955,40.8075,1828498.0
2021-07-26,40.9173,41.0181,40.6564,40.7525,1612338.0
2021-07-27,40.9631,41.279,40.7251,40.9173,2274934.0
2021-07-28,40.7983,40.9402,40.1208,40.3771,2038222.0
2021-07-29,40.3771,40.6518,40.2032,40.2307,1610915.0
2021-07-30,40.2764,40.5694,40.0201,40.0292,3388223.0
2021-07-31,40.2764,40.5694,40.0201,40.0292,3388223.0
2021-08-01,40.2764,40.5694,40.0201,40.0292,3388223.0
2021-08-02,40.0292,40.0567,39.6081,39.6538,3087027.0
2021-08-03,39.544,40.075,39.3792,39.6905,2011775.0
2021-08-04,39.5714,39.6309,38.784,38.8664,2545591.0
2021-08-05,38.9122,38.9763,38.6147,38.665,1817332.0
2021-08-06,38.6375,38.9946,38.5551,38.7291,2600623.0
2021-08-07,38.6375,38.9946,38.5551,38.7291,2600623.0
2021-08-08,38.6375,38.9946,38.5551,38.7291,2600623.0
2021-08-09,38.839,39.0129,38.6833,38.9946,1781526.0
2021-08-10,38.8756,39.0312,38.7199,38.9214,2165066.0
2021-08-11,39.0129,39.4982,38.8481,39.2144,2074406.0
2021-08-12,39.2327,39.3883,38.9122,38.9946,1684964.0
2021-08-13,39.1686,39.5866,39.1136,39.5348,1417986.0
2021-08-14,39.1686,39.5866,39.1136,39.5348,1417986.0
2021-08-15,39.1686,39.5866,39.1136,39.5348,1417986.0
2021-08-16,39.6355,40.3198,39.5531,39.7729,2461227.0
2021-08-17,39.8186,40.4687,39.8141,40.194,4285814.0
2021-08-18,40.1391,40.1849,39.1365,39.1686,2054389.0
2021-08-19,39.2235,39.7546,39.2235,39.5531,2308023.0
2021-08-20,39.6264,40.0933,39.3425,39.6264,4783105.0
2021-08-21,39.6264,40.0933,39.3425,39.6264,4783105.0
2021-08-22,39.6264,40.0933,39.3425,39.6264,4783105.0
2021-08-23,39.5989,39.5989,38.8893,38.9305,3213115.0
2021-08-24,39.0129,39.0221,38.3903,38.4727,3436790.0
2021-08-25,37.7952,38.1798,37.5114,37.6396,4862476.0
2021-08-26,37.3557,37.5952,36.9071,37.017,4937884.0
2021-08-27,36.8522,38.0149,36.669,37.9051,3940218.0
2021-08-28,36.8522,38.0149,36.669,37.9051,3940218.0
2021-08-29,36.8522,38.0149,36.669,37.9051,3940218.0
2021-08-30,37.7494,37.9875,37.4473,37.5022,2647659.0
2021-08-31,37.4564,38.3262,37.1635,38.2072,5239563.0
2021-09-01,39.0679,39.7362,38.491,38.9946,4993594.0
2021-09-02,38.839,39.5897,38.7566,39.196,4880384.0
2021-09-03,39.2327,39.7729,39.1228,39.4158,2893419.0
2021-09-04,39.2327,39.7729,39.1228,39.4158,2893419.0
2021-09-05,39.2327,39.7729,39.1228,39.4158,2893419.0
2021-09-06,39.2327,39.7729,39.1228,39.4158,2893419.0
2021-09-07,39.4066,39.7134,39.045,39.2601,3510844.0
2021-09-08,39.4707,40.075,39.2052,39.3883,3398892.0
2021-09-09,39.4158,39.5211,39.0679,39.1869,2576234.0
2021-09-10,39.3425,39.6038,38.8664,39.5073,2283716.0
2021-09-11,39.3425,39.6038,38.8664,39.5073,2283716.0
2021-09-12,39.3425,39.6038,38.8664,39.5073,2283716.0
2021-09-13,39.6813,40.5603,39.663,40.1299,3261871.0
2021-09-14,40.1299,40.2627,39.4341,39.6996,2845491.0
2021-09-15,39.8278,40.4138,39.7028,40.2856,3120427.0
2021-09-16,40.3405,40.542,39.6081,39.8461,3001626.0
2021-09-17,39.7362,40.0109,39.4387,39.544,9252206.0
2021-09-18,39.7362,40.0109,39.4387,39.544,9252206.0
2021-09-19,39.7362,40.0109,39.4387,39.544,9252206.0
2021-09-20,39.1136,39.4616,38.7703,39.0038,3753860.0
2021-09-21,39.0038,39.2418,38.4727,38.6559,1985393.0
2021-09-22,38.9672,38.99,38.2347,38.784,2552502.0
2021-09-23,38.784,39.0862,38.6742,38.7108,1467673.0
2021-09-24,38.784,39.1228,38.7016,38.8481,1229799.0
2021-09-25,38.784,39.1228,38.7016,38.8481,1229799.0
2021-09-26,38.784,39.1228,38.7016,38.8481,1229799.0
2021-09-27,38.9305,39.2968,38.5826,38.6925,2058066.0
2021-09-28,38.784,38.958,38.253,38.5094,2067399.0
2021-09-29,38.5002,39.3685,38.4636,39.2327,1914218.0
2021-09-30,39.251,39.3425,38.2713,38.2805,2791449.0
2021-10-01,38.3262,38.3812,37.8776,38.0241,2116842.0
2021-10-02,38.3262,38.3812,37.8776,38.0241,2116842.0
2021-10-03,38.3262,38.3812,37.8776,38.0241,2116842.0
2021-10-04,37.96,38.6284,37.96,38.5551,2477561.0
2021-10-05,38.372,39.1045,38.3171,38.9672,3839120.0
2021-10-06,39.0318,39.272,38.5238,39.2535,1997480.0
2021-10-07,39.2535,39.4659,38.8286,38.9764,2476993.0
2021-10-08,38.9487,39.3135,38.8748,38.9856,1578243.0
2021-10-09,38.9487,39.3135,38.8748,38.9856,1578243.0
2021-10-10,38.9487,39.3135,38.8748,38.9856,1578243.0
2021-10-11,39.0411,39.2535,38.6208,38.6716,1525911.0
2021-10-12,38.7178,38.9348,38.4084,38.57,2252564.0
2021-10-13,38.5515,38.6162,37.9604,38.3391,2046408.0
2021-10-14,38.3483,38.5146,38.1036,38.3206,1940564.0
2021-10-15,38.3391,38.496,37.7942,38.0158,2022874.0
2021-10-16,38.3391,38.496,37.7942,38.0158,2022874.0
2021-10-17,38.3391,38.496,37.7942,38.0158,2022874.0
2021-10-18,37.9235,38.1452,37.4709,37.7388,2183379.0
2021-10-19,37.7757,37.8496,37.24,37.7018,1956190.0
2021-10-20,37.7572,38.3576,37.6372,38.1267,1728202.0
2021-10-21,38.2006,38.2006,37.3273,37.5263,2246339.0
2021-10-22,37.5263,37.7757,37.4109,37.591,2424943.0
2021-10-23,37.5263,37.7757,37.4109,37.591,2424943.0
2021-10-24,37.5263,37.7757,37.4109,37.591,2424943.0
2021-10-25,37.591,37.591,36.9814,37.1292,3000222.0
2021-10-26,37.0461,37.7341,36.9999,37.6556,2359919.0
2021-10-27,37.9235,37.9512,36.7736,36.8613,2946666.0
2021-10-28,36.8244,37.1477,36.7228,37.1199,2496425.0
2021-10-29,37.0922,37.3739,36.8983,36.8983,1905942.0
2021-10-30,37.0922,37.3739,36.8983,36.8983,1905942.0
2021-10-31,37.0922,37.3739,36.8983,36.8983,1905942.0
2021-11-01,36.8706,37.3416,36.8613,37.3231,2086366.0
2021-11-02,37.3231,37.4063,36.8475,37.2954,1737492.0
2021-11-03,37.2954,38.4407,37.2862,38.3945,2731942.0
2021-11-04,38.3761,38.6347,37.6972,37.8311,2058833.0
2021-11-05,37.942,38.1174,37.5494,37.6187,1854563.0
2021-11-06,37.942,38.1174,37.5494,37.6187,1854563.0
2021-11-07,37.942,38.1174,37.5494,37.6187,1854563.0
2021-11-08,37.5725,37.7526,37.3416,37.6926,1370600.0
2021-11-09,37.8496,38.3391,37.7388,38.1267,1786026.0
2021-11-10,38.1821,38.4869,37.8773,38.2468,1497018.0
2021-11-11,38.1082,38.1544,37.7803,37.8034,1613890.0
2021-11-12,37.9604,38.4777,37.8681,38.3761,1786528.0
2021-11-13,37.9604,38.4777,37.8681,38.3761,1786528.0
2021-11-14,37.9604,38.4777,37.8681,38.3761,1786528.0
2021-11-15,38.5146,38.6716,38.062,38.5423,1818898.0
2021-11-16,38.6531,38.884,38.2006,38.219,1338425.0
2021-11-17,38.1636,38.4684,38.0362,38.413,1293385.0
2021-11-18,38.2652,38.2652,37.4617,37.8588,1772879.0
2021-11-19,38.0158,38.219,37.4063,37.4802,1911306.0
2021-11-20,38.0158,38.219,37.4063,37.4802,1911306.0
2021-11-21,38.0158,38.219,37.4063,37.4802,1911306.0
2021-11-22,37.3139,38.1636,37.047,37.9235,1665829.0
2021-11-23,38.0436,38.5331,37.8587,38.3391,2185694.0
2021-11-24,38.4038,38.528,37.9189,38.1913,1459928.0
2021-11-25,38.4038,38.528,37.9189,38.1913,1459928.0
2021-11-26,38.0805,38.764,38.0805,38.3483,1342088.0
2021-11-27,38.0805,38.764,38.0805,38.3483,1342088.0
2021-11-28,38.0805,38.764,38.0805,38.3483,1342088.0
2021-11-29,38.3576,38.5469,38.0251,38.0528,1690297.0
2021-11-30,37.9143,38.1359,37.1846,37.2492,4696994.0
2021-12-01,37.277,37.7711,36.8059,36.8613,2437464.0
2021-12-02,37.0091,37.6095,37.0091,37.4247,2268443.0
2021-12-03,37.5725,38.3437,37.4986,37.9881,2222722.0
2021-12-04,37.5725,38.3437,37.4986,37.9881,2222722.0
2021-12-05,37.5725,38.3437,37.4986,37.9881,2222722.0
2021-12-06,38.256,38.764,38.0528,38.1452,2706177.0
2021-12-07,38.0436,38.5562,37.6649,37.9789,3807512.0
2021-12-08,37.9835,39.9924,37.9835,38.6347,4397720.0
2021-12-09,38.5238,38.9579,37.8588,38.9579,3706166.0
2021-12-10,39.2073,39.9554,39.1242,39.8538,2738690.0
2021-12-11,39.2073,39.9554,39.1242,39.8538,2738690.0
2021-12-12,39.2073,39.9554,39.1242,39.8538,2738690.0
2021-12-13,40.0755,40.6528,39.743,40.3249,3332018.0
2021-12-14,40.3711,40.7313,39.6968,39.7799,4116221.0
2021-12-15,39.8446,40.5373,39.7984,40.1679,3207117.0
2021-12-16,40.1956,40.916,40.0293,40.8052,3059592.0
2021-12-17,40.759,41.133,39.6229,39.8261,6867321.0
2021-12-18,40.759,41.133,39.6229,39.8261,6867321.0
2021-12-19,40.759,41.133,39.6229,39.8261,6867321.0
2021-12-20,39.5306,40.1494,39.4382,39.9185,3205971.0
2021-12-21,39.6968,39.8815,38.921,39.0688,2556884.0
2021-12-22,38.9949,39.2535,38.6485,38.764,2414347.0
2021-12-23,38.8194,39.0133,38.6347,38.7547,1890508.0
2021-12-24,38.8194,39.0133,38.6347,38.7547,1890508.0
2021-12-25,38.8194,39.0133,38.6347,38.7547,1890508.0
2021-12-26,38.8194,39.0133,38.6347,38.7547,1890508.0
2021-12-27,38.7178,38.9579,38.57,38.9579,1934280.0
2021-12-28,38.921,40.0755,38.9118,40.0478,2623393.0
2021-12-29,40.1309,40.1956,39.6137,39.9185,1530149.0
2021-12-30,40.057,40.1217,39.7431,39.8538,1336394.0
2021-12-31,39.9554,40.2248,39.8261,40.1402,1083902.0
2022-01-01,39.9554,40.2248,39.8261,40.1402,1083902.0
2022-01-02,39.9554,40.2248,39.8261,40.1402,1083902.0
2022-01-03,40.094,40.4804,39.7245,40.3988,2815033.0
2022-01-04,40.4819,41.2115,40.4542,40.7497,2727472.0
2022-01-05,40.9826,41.6253,40.9453,41.2434,3807684.0
2022-01-06,41.3552,42.4263,41.113,41.9419,5655463.0
2022-01-07,42.063,43.1481,41.8954,42.7057,3677064.0
2022-01-08,42.063,43.1481,41.8954,42.7057,3677064.0
2022-01-09,42.063,43.1481,41.8954,42.7057,3677064.0
2022-01-10,42.8641,43.204,42.6312,42.6964,3842851.0
2022-01-11,42.7802,42.9057,41.3086,41.9792,2756457.0
2022-01-12,41.8022,42.2307,41.6532,42.1096,1895492.0
2022-01-13,42.1655,42.9432,42.0723,42.7337,2249466.0
2022-01-14,42.7057,43.2459,42.4077,43.1994,1814696.0
2022-01-15,42.7057,43.2459,42.4077,43.1994,1814696.0
2022-01-16,42.7057,43.2459,42.4077,43.1994,1814696.0
2022-01-17,42.7057,43.2459,42.4077,43.1994,1814696.0
2022-01-18,43.0783,43.2413,42.5101,43.1155,2992965.0
2022-01-19,43.0503,43.558,42.7616,42.8827,3406562.0
2022-01-20,42.8082,42.8827,41.7277,41.7557,5925514.0
2022-01-21,41.9047,42.417,41.8115,42.1934,2199325.0
2022-01-22,41.9047,42.417,41.8115,42.1934,2199325.0
2022-01-23,41.9047,42.417,41.8115,42.1934,2199325.0
2022-01-24,42.3238,42.8827,41.4716,42.2121,2421783.0
2022-01-25,42.0351,42.1375,41.2713,41.3458,2721393.0
2022-01-26,41.1316,41.5321,40.2933,40.5448,4375456.0
2022-01-27,40.7777,41.6066,40.7777,41.1782,1758326.0
2022-01-28,41.0105,41.2713,40.6938,41.1875,2465426.0
2022-01-29,41.0105,41.2713,40.6938,41.1875,2465426.0
2022-01-30,41.0105,41.2713,40.6938,41.1875,2465426.0
2022-01-31,41.0198,41.3086,40.7404,41.0944,4713951.0
2022-02-01,41.0571,41.3132,40.5076,41.1223,2444813.0
2022-02-02,41.0292,41.737,40.9733,41.4856,2105772.0
2022-02-03,41.4949,41.8814,41.248,41.5414,1681327.0
2022-02-04,41.4017,41.4017,39.9953,40.135,3403075.0
2022-02-05,41.4017,41.4017,39.9953,40.135,3403075.0
2022-02-06,41.4017,41.4017,39.9953,40.135,3403075.0
2022-02-07,40.2374,40.7497,39.9068,40.5541,1871557.0
2022-02-08,40.7497,40.8894,40.5076,40.6286,1838602.0
2022-02-09,40.6938,40.7497,40.433,40.4796,1684303.0
2022-02-10,40.4796,40.7982,40.1257,40.2281,2090545.0
2022-02-11,40.3492,41.2248,40.2561,41.1223,2167441.0
2022-02-12,40.3492,41.2248,40.2561,41.1223,2167441.0
2022-02-13,40.3492,41.2248,40.2561,41.1223,2167441.0
2022-02-14,41.2434,41.4017,40.1676,41.0105,1769328.0
2022-02-15,41.1316,41.5321,40.9174,41.1037,1911226.0
2022-02-16,41.1782,41.5508,40.4051,40.6752,2240731.0
2022-02-17,40.61,41.3132,40.6007,41.1596,3976631.0
2022-02-18,41.1316,41.8954,41.0757,41.8674,6644654.0
2022-02-19,41.1316,41.8954,41.0757,41.8674,6644654.0
2022-02-20,41.1316,41.8954,41.0757,41.8674,6644654.0
2022-02-21,41.1316,41.8954,41.0757,41.8674,6644654.0
2022-02-22,41.8674,42.1282,41.3458,41.6253,2858020.0
2022-02-23,41.8209,41.9792,41.4669,41.6066,2343002.0
2022-02-24,41.2806,41.4856,39.5109,40.5541,3558872.0
2022-02-25,40.7311,42.1282,40.604,42.091,1959130.0
2022-02-26,40.7311,42.1282,40.604,42.091,1959130.0
2022-02-27,40.7311,42.1282,40.604,42.091,1959130.0
2022-02-28,41.5042,42.0071,41.3458,41.8861,2060176.0
2022-03-01,41.765,42.1748,41.0664,41.3645,2365045.0
2022-03-02,41.4483,42.4263,41.1502,42.0537,3468665.0
2022-03-03,42.1096,42.7616,42.0723,42.4263,2194144.0
2022-03-04,41.914,42.7243,41.8302,42.4263,3354319.0
2022-03-05,41.914,42.7243,41.8302,42.4263,3354319.0
2022-03-06,41.914,42.7243,41.8302,42.4263,3354319.0
2022-03-07,42.2027,42.7243,41.6532,42.3983,3639669.0
2022-03-08,42.2866,42.5287,39.3899,39.3992,6265827.0
2022-03-09,39.8462,40.964,39.6227,39.7065,3872192.0
2022-03-10,39.4551,40.4237,38.8636,38.9987,2579990.0
2022-03-11,39.1104,39.5855,38.98,39.2781,2412701.0
2022-03-12,39.1104,39.5855,38.98,39.2781,2412701.0
2022-03-13,39.1104,39.5855,38.98,39.2781,2412701.0
2022-03-14,39.0266,40.1443,38.8776,39.8742,2087210.0
2022-03-15,40.0605,40.6845,40.0139,40.4889,2424065.0
2022-03-16,40.5076,40.5169,39.3712,39.7345,1988740.0
2022-03-17,39.7717,40.1443,39.4364,39.809,1439521.0
2022-03-18,39.7438,39.8323,39.3014,39.5203,3758914.0
2022-03-19,39.7438,39.8323,39.3014,39.5203,3758914.0
2022-03-20,39.7438,39.8323,39.3014,39.5203,3758914.0
2022-03-21,39.6879,40.2188,39.5389,39.5575,1527964.0
2022-03-22,39.6413,40.2281,39.5575,40.0418,1999676.0
2022-03-23,40.3306,40.8149,40.0372,40.0605,2260136.0
2022-03-24,40.0791,40.5728,40.0512,40.3492,1405006.0
2022-03-25,40.4982,41.4949,40.4144,41.4762,1947753.0
2022-03-26,40.4982,41.4949,40.4144,41.4762,1947753.0
2022-03-27,40.4982,41.4949,40.4144,41.4762,1947753.0
2022-03-28,41.1689,41.262,40.5262,41.1223,1513856.0
2022-03-29,41.4856,41.8674,41.3272,41.6625,1665760.0
2022-03-30,41.3924,41.5321,40.7637,41.0757,3071684.0
2022-03-31,41.0944,41.6625,40.9081,41.5135,1952722.0
2022-04-01,41.4483,41.9699,40.9686,41.9606,1885508.0
2022-04-02,41.4483,41.9699,40.9686,41.9606,1885508.0
2022-04-03,41.4483,41.9699,40.9686,41.9606,1885508.0
2022-04-04,41.8674,41.9233,41.0292,41.9047,1893514.0
2022-04-05,41.8954,42.417,41.7091,41.8022,2552573.0
2022-04-06,41.8961,42.3,41.652,42.1591,2165360.0
2022-04-07,42.1685,42.516,41.9431,42.4127,1545387.0
2022-04-08,42.5536,42.7649,42.2812,42.7038,1665856.0
2022-04-09,42.5536,42.7649,42.2812,42.7038,1665856.0
2022-04-10,42.5536,42.7649,42.2812,42.7038,1665856.0
2022-04-11,42.948,43.2861,42.7977,42.9856,1428902.0
2022-04-12,42.8353,43.2767,42.5911,42.9292,1536870.0
2022-04-13,42.8165,43.0466,42.5723,43.0231,1451872.0
2022-04-14,43.2016,43.6054,43.0837,43.3894,1424493.0
2022-04-15,43.2016,43.6054,43.0837,43.3894,1424493.0
2022-04-16,43.2016,43.6054,43.0837,43.3894,1424493.0
2022-04-17,43.2016,43.6054,43.0837,43.3894,1424493.0
2022-04-18,43.3894,43.4739,42.5348,42.7038,1118282.0
2022-04-19,42.7602,43.5209,42.7602,43.3894,1458805.0
2022-04-20,43.427,44.3755,43.427,44.2722,1427690.0
2022-04-21,44.2722,44.8921,44.1407,44.5915,1774932.0
2022-04-22,44.6761,44.8827,44.0656,44.0844,1964251.0
2022-04-23,44.6761,44.8827,44.0656,44.0844,1964251.0
2022-04-24,44.6761,44.8827,44.0656,44.0844,1964251.0
2022-04-25,44.2159,44.4601,43.1452,43.9811,2012345.0
2022-04-26,43.9623,44.3286,43.5115,43.5397,1892725.0
2022-04-27,43.7651,44.4225,43.6148,44.1783,2527074.0
2022-04-28,44.4225,45.3523,44.1314,45.3335,2802431.0
2022-04-29,45.1175,45.3804,44.2816,44.3474,2354737.0
2022-04-30,45.1175,45.3804,44.2816,44.3474,2354737.0
2022-05-01,45.1175,45.3804,44.2816,44.3474,2354737.0
2022-05-02,44.6949,45.0236,42.948,44.0468,2969276.0
2022-05-03,44.1314,44.77,43.9529,44.2534,2125828.0
