,AMTB US Equity,AMTB US Equity,AMTB US Equity,AMTB US Equity,AMTB US Equity
2021-03-14,18.5789,18.6754,18.1928,18.5306,102853.0
2021-03-15,18.5403,18.7864,18.1253,18.2894,81870.0
2021-03-16,18.1156,18.1156,17.7006,17.9226,75915.0
2021-03-17,17.9902,18.077,17.5655,17.9612,64712.0
2021-03-18,18.1446,18.4341,17.9709,18.0481,99697.0
2021-03-19,18.0963,18.6368,17.9033,18.5596,295197.0
2021-03-20,18.0963,18.6368,17.9033,18.5596,295197.0
2021-03-21,18.0963,18.6368,17.9033,18.5596,295197.0
2021-03-22,18.4534,18.4534,17.5317,17.5752,122502.0
2021-03-23,17.2084,17.3532,16.9671,17.1795,118197.0
2021-03-24,17.4497,18.1398,17.0057,17.1312,42650.0
2021-03-25,17.025,17.3049,16.7162,17.1119,92324.0
2021-03-26,17.4304,17.8454,17.3821,17.6717,48411.0
2021-03-27,17.4304,17.8454,17.3821,17.6717,48411.0
2021-03-28,17.4304,17.8454,17.3821,17.6717,48411.0
2021-03-29,17.3339,18.1735,17.3339,17.3725,38476.0
2021-03-30,17.5945,18.2266,17.4014,17.913,36593.0
2021-03-31,17.8647,18.4438,17.5848,17.9226,43221.0
2021-04-01,17.8068,18.2894,17.5333,18.2797,26135.0
2021-04-02,17.8068,18.2894,17.5333,18.2797,26135.0
2021-04-03,17.8068,18.2894,17.5333,18.2797,26135.0
2021-04-04,17.8068,18.2894,17.5333,18.2797,26135.0
2021-04-05,18.4245,18.6368,18.106,18.5306,28150.0
2021-04-06,18.4534,18.6706,18.2025,18.3376,42498.0
2021-04-07,18.1639,18.2894,17.4593,17.9226,63954.0
2021-04-08,17.8647,18.3762,17.7971,18.3762,27809.0
2021-04-09,18.4727,18.4727,18.106,18.2508,18155.0
2021-04-10,18.4727,18.4727,18.106,18.2508,18155.0
2021-04-11,18.4727,18.4727,18.106,18.2508,18155.0
2021-04-12,18.2329,18.3955,18.1349,18.3087,24345.0
2021-04-13,18.1542,18.2701,18.0963,18.0963,18557.0
2021-04-14,18.0577,18.5065,17.9902,18.3762,121507.0
2021-04-15,18.3376,18.4052,18.1832,18.4052,57052.0
2021-04-16,18.6561,18.6561,17.9274,18.0674,33934.0
2021-04-17,18.6561,18.6561,17.9274,18.0674,33934.0
2021-04-18,18.6561,18.6561,17.9274,18.0674,33934.0
2021-04-19,18.106,18.106,17.5172,17.7489,35242.0
2021-04-20,17.5945,17.5945,16.7934,16.9961,26393.0
2021-04-21,17.0829,17.3725,16.9382,17.3628,34836.0
2021-04-22,17.44,18.1349,16.9864,17.0926,28417.0
2021-04-23,17.1891,17.7296,17.1891,17.5945,39742.0
2021-04-24,17.1891,17.7296,17.1891,17.5945,39742.0
2021-04-25,17.1891,17.7296,17.1891,17.5945,39742.0
2021-04-26,17.662,17.8937,17.2567,17.4014,14856.0
2021-04-27,17.5172,17.5269,16.9478,17.2953,24731.0
2021-04-28,17.276,17.4786,16.9961,17.3146,15348.0
2021-04-29,17.6331,17.6331,17.1119,17.5366,24111.0
2021-04-30,17.7585,18.8105,17.5172,18.2894,77829.0
2021-05-01,17.7585,18.8105,17.5172,18.2894,77829.0
2021-05-02,17.7585,18.8105,17.5172,18.2894,77829.0
2021-05-03,18.8202,19.2545,18.5982,19.1676,99189.0
2021-05-04,19.1194,19.3703,18.965,19.3028,111778.0
2021-05-05,19.6985,20.0266,19.3607,19.8915,103411.0
2021-05-06,19.7853,20.2582,19.5826,20.2003,58515.0
2021-05-07,19.9108,20.3451,19.8239,20.2679,42668.0
2021-05-08,19.9108,20.3451,19.8239,20.2679,42668.0
2021-05-09,19.9108,20.3451,19.8239,20.2679,42668.0
2021-05-10,20.2968,20.4899,19.988,20.0266,42893.0
2021-05-11,19.8529,20.3741,19.351,19.7178,126741.0
2021-05-12,19.9977,20.3161,19.7468,20.0845,76300.0
2021-05-13,20.0749,20.9338,20.0266,20.8952,76826.0
2021-05-14,21.5998,22.7,21.233,22.2078,240327.0
2021-05-15,21.5998,22.7,21.233,22.2078,240327.0
2021-05-16,21.5998,22.7,21.233,22.2078,240327.0
2021-05-17,22.3815,23.3756,22.3815,22.5746,129774.0
2021-05-18,22.3912,22.4783,21.9279,22.0051,82470.0
2021-05-19,21.7735,21.9617,20.7601,21.9086,90614.0
2021-05-20,22.1499,22.4201,21.8121,22.2271,97413.0
2021-05-21,22.4684,22.7869,22.1885,22.6035,82017.0
2021-05-22,22.4684,22.7869,22.1885,22.6035,82017.0
2021-05-23,22.4684,22.7869,22.1885,22.6035,82017.0
2021-05-24,22.8062,22.8474,22.1596,22.2078,84839.0
2021-05-25,22.285,22.922,21.7735,21.7735,92001.0
2021-05-26,21.9086,22.4684,21.9086,22.4008,78815.0
2021-05-27,22.4491,22.9317,22.1837,22.9317,184896.0
2021-05-28,22.729,23.3081,22.2561,23.2791,93664.0
2021-05-29,22.729,23.3081,22.2561,23.2791,93664.0
2021-05-30,22.729,23.3081,22.2561,23.2791,93664.0
2021-05-31,22.729,23.3081,22.2561,23.2791,93664.0
2021-06-01,23.4625,23.5494,23.0909,23.1826,136572.0
2021-06-02,23.3081,23.3081,22.7049,22.7676,119720.0
2021-06-03,22.7676,22.8931,22.507,22.6904,203915.0
2021-06-04,22.8931,23.0234,22.4974,22.9124,116825.0
2021-06-05,22.8931,23.0234,22.4974,22.9124,116825.0
2021-06-06,22.8931,23.0234,22.4974,22.9124,116825.0
2021-06-07,23.115,23.3177,22.6132,22.8738,104761.0
2021-06-08,22.8255,22.8834,22.4491,22.6711,157912.0
2021-06-09,22.5553,22.5553,22.0244,22.0244,103975.0
2021-06-10,22.2464,22.2464,21.04,21.262,95322.0
2021-06-11,21.4357,21.8797,21.0979,21.7928,136446.0
2021-06-12,21.4357,21.8797,21.0979,21.7928,136446.0
2021-06-13,21.4357,21.8797,21.0979,21.7928,136446.0
2021-06-14,21.7156,22.1017,21.0594,21.1655,97160.0
2021-06-15,21.1558,21.5033,21.0834,21.3875,49404.0
2021-06-16,21.2234,21.4647,20.8277,21.3681,59085.0
2021-06-17,21.4743,21.4743,20.625,20.7987,84977.0
2021-06-18,20.403,20.625,19.3124,19.8818,149004.0
2021-06-19,20.403,20.625,19.3124,19.8818,149004.0
2021-06-20,20.403,20.625,19.3124,19.8818,149004.0
2021-06-21,20.1907,20.4513,19.5537,20.3741,47640.0
2021-06-22,20.3258,20.596,19.8818,20.3355,44347.0
2021-06-23,20.3644,20.8277,20.3161,20.5188,93681.0
2021-06-24,20.4609,21.1462,20.4609,21.1076,69794.0
2021-06-25,21.2427,21.4261,21.069,21.233,517346.0
2021-06-26,21.2427,21.4261,21.069,21.233,517346.0
2021-06-27,21.2427,21.4261,21.069,21.233,517346.0
2021-06-28,21.233,21.2331,20.4706,20.8566,86758.0
2021-06-29,20.9531,21.0207,20.4899,20.7408,32804.0
2021-06-30,20.6443,20.9049,20.5092,20.6346,62669.0
2021-07-01,21.011,21.1365,20.5144,20.8759,31208.0
2021-07-02,20.8277,21.0786,20.4127,20.5864,24365.0
2021-07-03,20.8277,21.0786,20.4127,20.5864,24365.0
2021-07-04,20.8277,21.0786,20.4127,20.5864,24365.0
2021-07-05,20.8277,21.0786,20.4127,20.5864,24365.0
2021-07-06,20.5092,20.7312,20.181,20.5188,60271.0
2021-07-07,20.3934,20.7022,20.1328,20.432,71497.0
2021-07-08,19.9397,20.3548,19.7178,19.9494,36965.0
2021-07-09,20.2486,20.7698,20.2486,20.596,30652.0
2021-07-10,20.2486,20.7698,20.2486,20.596,30652.0
2021-07-11,20.2486,20.7698,20.2486,20.596,30652.0
2021-07-12,20.4127,20.7698,20.181,20.3837,29776.0
2021-07-13,20.3258,20.4995,19.8432,20.2293,38692.0
2021-07-14,20.3837,20.5381,20.017,20.2293,32387.0
2021-07-15,20.3934,20.8084,20.07,20.7119,42392.0
2021-07-16,20.9145,22.2175,19.5247,20.8373,86523.0
2021-07-17,20.9145,22.2175,19.5247,20.8373,86523.0
2021-07-18,20.9145,22.2175,19.5247,20.8373,86523.0
2021-07-19,19.9397,20.5385,19.8432,20.0845,80119.0
2021-07-20,20.1135,21.4802,20.1135,20.9435,102146.0
2021-07-21,21.2909,21.7808,21.2234,21.2909,62653.0
2021-07-22,21.6191,21.6191,21.0593,21.233,52437.0
2021-07-23,21.5998,22.2175,21.1269,21.233,43018.0
2021-07-24,21.5998,22.2175,21.1269,21.233,43018.0
2021-07-25,21.5998,22.2175,21.1269,21.233,43018.0
2021-07-26,21.2427,21.5612,21.233,21.5612,26645.0
2021-07-27,21.3295,21.677,21.1703,21.3681,47246.0
2021-07-28,21.4936,21.8025,21.233,21.5322,39881.0
2021-07-29,21.5226,21.7156,21.344,21.5129,46564.0
2021-07-30,21.455,21.9183,21.3006,21.3778,41815.0
2021-07-31,21.455,21.9183,21.3006,21.3778,41815.0
2021-08-01,21.455,21.9183,21.3006,21.3778,41815.0
2021-08-02,21.3875,21.8652,21.1992,21.3488,73847.0
2021-08-03,21.6191,21.8411,20.9917,21.5226,60860.0
2021-08-04,21.4357,21.6384,21.0593,21.4261,54965.0
2021-08-05,21.5998,22.1065,21.4357,21.9086,71518.0
2021-08-06,21.5612,22.6325,21.5612,22.5456,48498.0
2021-08-07,21.5612,22.6325,21.5612,22.5456,48498.0
2021-08-08,21.5612,22.6325,21.5612,22.5456,48498.0
2021-08-09,22.3429,22.9655,22.3429,22.8255,67980.0
2021-08-10,22.6035,23.1488,22.5746,23.0571,44119.0
2021-08-11,23.0668,23.4625,22.9221,23.3853,67190.0
2021-08-12,23.2984,23.7134,23.1054,23.5301,33485.0
2021-08-13,23.4818,23.5976,22.8545,23.2598,74363.0
2021-08-14,23.4818,23.5976,22.8545,23.2598,74363.0
2021-08-15,23.4818,23.5976,22.8545,23.2598,74363.0
2021-08-16,23.1633,23.3563,22.9992,23.1633,39853.0
2021-08-17,22.9896,23.5783,22.9896,23.5011,72304.0
2021-08-18,23.4625,23.8872,23.337,23.3949,45401.0
2021-08-19,23.2888,23.4239,22.6518,22.922,59274.0
2021-08-20,22.7966,23.477,22.729,23.4239,84198.0
2021-08-21,22.7966,23.477,22.729,23.4239,84198.0
2021-08-22,22.7966,23.477,22.729,23.4239,84198.0
2021-08-23,23.4818,23.7424,23.173,23.2212,31324.0
2021-08-24,23.115,23.5301,23.1074,23.3177,32898.0
2021-08-25,23.0957,23.6169,22.9848,23.2405,41307.0
2021-08-26,23.0861,23.3177,22.8448,23.1633,50521.0
2021-08-27,23.144,23.9862,22.8641,23.7906,52945.0
2021-08-28,23.144,23.9862,22.8641,23.7906,52945.0
2021-08-29,23.144,23.9862,22.8641,23.7906,52945.0
2021-08-30,24.1284,25.9748,24.1284,25.6148,199231.0
2021-08-31,25.5375,26.1649,25.4603,25.6437,55573.0
2021-09-01,25.8271,25.9332,25.2866,25.5472,45998.0
2021-09-02,25.7306,25.7306,25.2866,25.3252,35736.0
2021-09-03,25.3445,26.5027,25.1419,25.3928,42533.0
2021-09-04,25.3445,26.5027,25.1419,25.3928,42533.0
2021-09-05,25.3445,26.5027,25.1419,25.3928,42533.0
2021-09-06,25.3445,26.5027,25.1419,25.3928,42533.0
2021-09-07,25.6244,27.2362,25.1274,25.277,45907.0
2021-09-08,25.0743,25.277,24.804,24.833,46089.0
2021-09-09,24.7751,24.8909,24.611,24.611,45137.0
2021-09-10,24.7847,24.7847,24.5338,24.6207,47594.0
2021-09-11,24.7847,24.7847,24.5338,24.6207,47594.0
2021-09-12,24.7847,24.7847,24.5338,24.6207,47594.0
2021-09-13,24.9392,26.5316,24.9392,25.5182,195180.0
2021-09-14,25.7885,25.7885,24.6786,24.7558,99151.0
2021-09-15,24.833,24.833,23.9644,24.4952,46742.0
2021-09-16,24.4759,24.4759,23.6507,23.7231,43401.0
2021-09-17,23.7134,23.7713,23.2598,23.588,327952.0
2021-09-18,23.7134,23.7713,23.2598,23.588,327952.0
2021-09-19,23.7134,23.7713,23.2598,23.588,327952.0
2021-09-20,22.951,23.115,22.4974,23.0185,70399.0
2021-09-21,23.2984,23.6724,22.8255,23.1826,103352.0
2021-09-22,23.5108,23.8196,23.4561,23.4721,27609.0
2021-09-23,23.8099,24.1477,23.5109,24.0609,29027.0
2021-09-24,23.7617,24.4469,23.4046,23.9547,47533.0
2021-09-25,23.7617,24.4469,23.4046,23.9547,47533.0
2021-09-26,23.7617,24.4469,23.4046,23.9547,47533.0
2021-09-27,24.1864,24.6303,24.0126,24.3697,106777.0
2021-09-28,24.4566,25.0259,23.6169,23.6459,64813.0
2021-09-29,23.588,23.9837,23.588,23.9451,38804.0
2021-09-30,24.0609,24.5048,23.752,23.8775,45378.0
2021-10-01,24.0512,24.7075,22.8546,24.5917,99390.0
2021-10-02,24.0512,24.7075,22.8546,24.5917,99390.0
2021-10-03,24.0512,24.7075,22.8546,24.5917,99390.0
2021-10-04,24.5917,25.0067,23.9595,24.4469,21322.0
2021-10-05,24.611,24.9006,24.4276,24.7461,35459.0
2021-10-06,24.4373,24.9343,23.0961,24.6882,38190.0
2021-10-07,25.0743,25.2866,23.839,24.8619,80222.0
2021-10-08,24.6496,25.2673,24.3505,24.804,26504.0
2021-10-09,24.6496,25.2673,24.3505,24.804,26504.0
2021-10-10,24.6496,25.2673,24.3505,24.804,26504.0
2021-10-11,25.0453,25.0453,24.3311,24.3794,17483.0
2021-10-12,24.1574,24.5724,24.003,24.4566,20312.0
2021-10-13,24.4759,24.6207,24.114,24.611,33163.0
2021-10-14,24.7944,25.1322,24.7268,24.8619,36379.0
2021-10-15,25.3349,25.6033,24.4855,25.2287,109305.0
2021-10-16,25.3349,25.6033,24.4855,25.2287,109305.0
2021-10-17,25.3349,25.6033,24.4855,25.2287,109305.0
2021-10-18,25.2866,25.7499,24.7751,25.6148,53601.0
2021-10-19,25.6823,25.803,25.0646,25.7209,34783.0
2021-10-20,25.8174,26.5316,25.6341,25.7885,33875.0
2021-10-21,26.1938,26.1938,24.7172,25.5761,68472.0
2021-10-22,25.8464,27.13,25.5761,25.6727,25373.0
2021-10-23,25.8464,27.13,25.5761,25.6727,25373.0
2021-10-24,25.8464,27.13,25.5761,25.6727,25373.0
2021-10-25,25.7692,26.0973,25.5761,26.0201,29869.0
2021-10-26,26.0491,26.3386,25.5761,25.6823,40382.0
2021-10-27,25.6727,26.4448,25.1901,25.5761,44460.0
2021-10-28,25.8657,26.2614,25.3928,25.7499,41908.0
2021-10-29,25.7885,25.9043,25.2673,25.6244,35920.0
2021-10-30,25.7885,25.9043,25.2673,25.6244,35920.0
2021-10-31,25.7885,25.9043,25.2673,25.6244,35920.0
2021-11-01,25.6727,26.6088,24.8137,26.3869,70745.0
2021-11-02,26.4448,26.4544,25.7788,25.8174,45904.0
2021-11-03,25.9429,26.6088,25.9429,26.3483,47407.0
2021-11-04,26.6378,26.6378,25.6727,26.2324,36676.0
2021-11-05,26.6088,28.2206,26.5509,28.0372,51192.0
2021-11-06,26.6088,28.2206,26.5509,28.0372,51192.0
2021-11-07,26.6088,28.2206,26.5509,28.0372,51192.0
2021-11-08,28.4716,29.5332,28.2303,28.9348,52374.0
2021-11-09,28.9155,28.9445,27.4004,28.5391,45613.0
2021-11-10,28.3364,28.556,28.1772,28.211,28987.0
2021-11-11,28.7901,29.3498,27.5354,28.9638,41098.0
2021-11-12,28.9638,29.0892,28.6115,28.8769,27542.0
2021-11-13,28.9638,29.0892,28.6115,28.8769,27542.0
2021-11-14,28.9638,29.0892,28.6115,28.8769,27542.0
2021-11-15,28.9541,29.0603,28.7128,29.0506,52053.0
2021-11-16,29.0024,29.4994,28.8094,29.3016,52791.0
2021-11-17,29.4367,29.4946,28.433,29.0506,112949.0
2021-11-18,28.9734,30.7396,28.6453,30.537,203818.0
2021-11-19,30.0833,30.8072,29.3498,30.2378,726245.0
2021-11-20,30.0833,30.8072,29.3498,30.2378,726245.0
2021-11-21,30.0833,30.8072,29.3498,30.2378,726245.0
2021-11-22,30.6238,31.531,30.4308,30.7686,187992.0
2021-11-23,30.8651,31.1546,29.6683,29.8903,88375.0
2021-11-24,29.7841,29.8807,29.3112,29.5718,43722.0
2021-11-25,29.7841,29.8807,29.3112,29.5718,43722.0
2021-11-26,28.4523,28.8094,27.3906,28.2399,78932.0
2021-11-27,28.4523,28.8094,27.3906,28.2399,78932.0
2021-11-28,28.4523,28.8094,27.3906,28.2399,78932.0
2021-11-29,28.6839,29.0651,27.4003,27.9118,86960.0
2021-11-30,27.6126,27.6512,26.9563,27.1686,140661.0
2021-12-01,27.8925,28.1531,27.4196,27.4871,89707.0
2021-12-02,27.7477,28.848,27.5161,28.5777,69287.0
2021-12-03,28.7804,28.7804,27.6415,28.3944,78831.0
2021-12-04,28.7804,28.7804,27.6415,28.3944,78831.0
2021-12-05,28.7804,28.7804,27.6415,28.3944,78831.0
2021-12-06,28.7611,29.8614,28.2303,29.5815,126180.0
2021-12-07,30.0351,30.1702,29.3016,29.4946,110972.0
2021-12-08,29.4174,30.1799,29.0699,29.9868,81123.0
2021-12-09,29.678,29.9048,29.456,29.6876,60416.0
2021-12-10,29.7455,30.6142,29.6394,30.5563,69063.0
2021-12-11,29.7455,30.6142,29.6394,30.5563,69063.0
2021-12-12,29.7455,30.6142,29.6394,30.5563,69063.0
2021-12-13,30.508,30.508,28.4523,29.2147,179186.0
2021-12-14,29.1954,30.3005,28.9541,30.2571,130570.0
2021-12-15,30.2667,30.6721,29.7262,30.2957,608041.0
2021-12-16,30.8265,32.9884,30.8265,32.5927,232035.0
2021-12-17,32.1487,35.4399,31.6469,34.3879,489472.0
2021-12-18,32.1487,35.4399,31.6469,34.3879,489472.0
2021-12-19,32.1487,35.4399,31.6469,34.3879,489472.0
2021-12-20,33.7798,33.9777,32.2597,33.8184,226204.0
2021-12-21,34.2051,34.6885,32.7453,33.0643,146813.0
2021-12-22,33.0546,33.6637,32.8129,33.4414,120781.0
2021-12-23,33.5961,33.5961,32.9048,33.0063,60293.0
2021-12-24,33.5961,33.5961,32.9048,33.0063,60293.0
2021-12-25,33.5961,33.5961,32.9048,33.0063,60293.0
2021-12-26,33.5961,33.5961,32.9048,33.0063,60293.0
2021-12-27,32.2329,33.8861,32.2329,33.5961,91958.0
2021-12-28,33.5961,34.0214,33.103,33.6831,86909.0
2021-12-29,33.5961,34.2535,32.2715,33.6154,70122.0
2021-12-30,33.6154,33.8764,32.6969,32.7743,58666.0
2021-12-31,32.842,33.6154,32.7549,33.4027,104278.0
2022-01-01,32.842,33.6154,32.7549,33.4027,104278.0
2022-01-02,32.842,33.6154,32.7549,33.4027,104278.0
2022-01-03,33.509,34.1616,33.016,33.4124,90167.0
2022-01-04,33.7411,33.8958,33.2963,33.2963,66209.0
2022-01-05,33.4414,33.8571,30.918,32.8806,76910.0
2022-01-06,33.2093,33.7604,33.1078,33.5864,118438.0
2022-01-07,33.219,33.8184,33.219,33.6347,81977.0
2022-01-08,33.219,33.8184,33.219,33.6347,81977.0
2022-01-09,33.219,33.8184,33.219,33.6347,81977.0
2022-01-10,33.0885,34.1181,32.9193,33.1513,41067.0
2022-01-11,33.2963,33.422,32.871,33.2867,44667.0
2022-01-12,33.2963,33.6831,33.0982,33.2963,87892.0
2022-01-13,33.4607,34.3042,33.2929,33.4994,50293.0
2022-01-14,33.0837,33.7604,32.9096,33.3447,122536.0
2022-01-15,33.0837,33.7604,32.9096,33.3447,122536.0
2022-01-16,33.0837,33.7604,32.9096,33.3447,122536.0
2022-01-17,33.0837,33.7604,32.9096,33.3447,122536.0
2022-01-18,33.2287,33.2287,32.3972,32.5713,90413.0
2022-01-19,32.8806,32.8806,31.8075,32.0105,132412.0
2022-01-20,29.7676,33.3302,29.2165,32.3682,157403.0
2022-01-21,31.9718,33.1707,31.9718,32.6873,138207.0
2022-01-22,31.9718,33.1707,31.9718,32.6873,138207.0
2022-01-23,31.9718,33.1707,31.9718,32.6873,138207.0
2022-01-24,32.3102,33.8764,32.2619,33.6927,664234.0
2022-01-25,33.0837,34.1955,32.6728,33.7797,144722.0
2022-01-26,33.7797,34.769,32.7453,33.335,146914.0
2022-01-27,33.2383,33.7604,32.3779,32.6003,104401.0
2022-01-28,32.4939,32.8516,29.9909,32.7066,116577.0
2022-01-29,32.4939,32.8516,29.9909,32.7066,116577.0
2022-01-30,32.4939,32.8516,29.9909,32.7066,116577.0
2022-01-31,32.3199,33.2189,32.025,32.871,241865.0
2022-02-01,32.8903,34.7755,32.871,34.6789,367360.0
2022-02-02,34.7272,34.9397,33.219,33.3253,86080.0
2022-02-03,33.5961,34.0408,33.0546,33.3544,107006.0
2022-02-04,33.422,33.9828,33.3248,33.8184,80754.0
2022-02-05,33.422,33.9828,33.3248,33.8184,80754.0
2022-02-06,33.422,33.9828,33.3248,33.8184,80754.0
2022-02-07,33.8281,34.1181,33.3302,33.9344,66452.0
2022-02-08,34.1278,34.8625,33.7411,34.1955,93230.0
2022-02-09,34.2921,34.3211,32.8129,32.8806,156741.0
2022-02-10,32.7061,33.5204,32.7061,33.0454,232730.0
2022-02-11,32.9776,33.9663,32.9485,33.3362,152008.0
2022-02-12,32.9776,33.9663,32.9485,33.3362,152008.0
2022-02-13,32.9776,33.9663,32.9485,33.3362,152008.0
2022-02-14,33.2974,33.4428,32.0373,32.2796,142035.0
2022-02-15,32.3572,33.0745,32.1342,32.9679,98609.0
2022-02-16,32.9485,33.5204,32.5995,32.9388,146435.0
2022-02-17,32.774,32.774,31.9694,32.0082,136516.0
2022-02-18,31.9403,32.2263,31.5817,32.0373,170388.0
2022-02-19,31.9403,32.2263,31.5817,32.0373,170388.0
2022-02-20,31.9403,32.2263,31.5817,32.0373,170388.0
2022-02-21,31.9403,32.2263,31.5817,32.0373,170388.0
2022-02-22,32.0276,32.0373,31.3684,31.6398,185813.0
2022-02-23,31.7755,32.0179,30.8547,30.9807,156040.0
2022-02-24,30.2343,31.0873,29.2843,31.0291,204330.0
2022-02-25,31.1358,32.5316,30.9322,32.4541,169659.0
2022-02-26,31.1358,32.5316,30.9322,32.4541,169659.0
2022-02-27,31.1358,32.5316,30.9322,32.4541,169659.0
2022-02-28,31.9791,31.9791,31.1358,31.4557,289749.0
2022-03-01,31.7368,31.7368,29.7011,30.2633,160508.0
2022-03-02,30.4766,31.4266,29.9774,31.1358,110548.0
2022-03-03,31.2036,31.7998,30.9419,31.097,143351.0
2022-03-04,30.5639,31.3878,30.2149,30.4378,131166.0
2022-03-05,30.5639,31.3878,30.2149,30.4378,131166.0
2022-03-06,30.5639,31.3878,30.2149,30.4378,131166.0
2022-03-07,30.3312,30.5735,29.4782,29.8174,152147.0
2022-03-08,30.0307,30.6269,29.7593,29.9822,112431.0
2022-03-09,30.6123,31.3539,30.3603,30.5445,63455.0
2022-03-10,30.0986,30.7965,29.895,30.2537,76942.0
2022-03-11,30.3215,30.9031,30.1858,30.3118,63206.0
2022-03-12,30.3215,30.9031,30.1858,30.3118,63206.0
2022-03-13,30.3215,30.9031,30.1858,30.3118,63206.0
2022-03-14,30.5832,31.2085,29.9822,30.2537,168015.0
2022-03-15,30.5445,30.971,30.0792,30.7577,128942.0
2022-03-16,31.0485,31.2424,30.748,31.2036,107131.0
2022-03-17,30.9419,31.0996,30.622,31.0291,97917.0
2022-03-18,30.7771,30.8934,29.9338,30.2537,284514.0
2022-03-19,30.7771,30.8934,29.9338,30.2537,284514.0
2022-03-20,30.7771,30.8934,29.9338,30.2537,284514.0
2022-03-21,30.4281,31.0194,29.8853,30.3506,158084.0
2022-03-22,30.6996,31.2618,30.4281,30.9322,118530.0
2022-03-23,30.9225,30.9322,30.2149,30.2924,81011.0
2022-03-24,30.3312,30.9807,29.8998,30.6026,60408.0
2022-03-25,30.6026,31.3006,30.5154,31.2424,77014.0
2022-03-26,30.6026,31.3006,30.5154,31.2424,77014.0
2022-03-27,30.6026,31.3006,30.5154,31.2424,77014.0
2022-03-28,30.9613,30.9613,30.4475,30.8256,52559.0
2022-03-29,31.2133,31.6301,30.9952,31.0776,83999.0
2022-03-30,31.3781,31.3781,30.3021,30.37,73522.0
2022-03-31,30.3118,30.7674,30.2827,30.622,129868.0
2022-04-01,30.6705,31.2569,30.2246,30.4184,81682.0
2022-04-02,30.6705,31.2569,30.2246,30.4184,81682.0
2022-04-03,30.6705,31.2569,30.2246,30.4184,81682.0
2022-04-04,30.3894,30.3894,29.3909,29.5363,82833.0
2022-04-05,29.4976,29.9144,29.3909,29.5363,98846.0
2022-04-06,29.7981,29.7981,28.5185,28.5573,120507.0
2022-04-07,28.8481,28.8675,27.4328,27.7721,70399.0
2022-04-08,28.1598,28.1598,27.4571,27.5491,65245.0
2022-04-09,28.1598,28.1598,27.4571,27.5491,65245.0
2022-04-10,28.1598,28.1598,27.4571,27.5491,65245.0
2022-04-11,27.617,28.2471,27.4716,27.6461,65805.0
2022-04-12,27.7624,28.1986,27.365,27.4716,74003.0
2022-04-13,27.5395,28.2568,27.2971,28.1598,87434.0
2022-04-14,28.1598,28.2956,27.5007,27.7721,107766.0
2022-04-15,28.1598,28.2956,27.5007,27.7721,107766.0
2022-04-16,28.1598,28.2956,27.5007,27.7721,107766.0
2022-04-17,28.1598,28.2956,27.5007,27.7721,107766.0
2022-04-18,27.4522,28.0144,27.142,27.6267,437581.0
2022-04-19,27.869,28.3731,27.7236,28.2762,140680.0
2022-04-20,28.6348,29.1583,28.4313,29.0226,101424.0
2022-04-21,29.2843,29.7205,27.0839,28.693,100137.0
2022-04-22,28.4603,28.4603,27.0839,27.1323,114929.0
2022-04-23,28.4603,28.4603,27.0839,27.1323,114929.0
2022-04-24,28.4603,28.4603,27.0839,27.1323,114929.0
2022-04-25,27.0548,27.0838,26.2308,27.0451,101990.0
2022-04-26,26.7058,27.0935,26.7058,26.7349,100456.0
2022-04-27,26.793,27.1517,26.4441,26.6864,100515.0
2022-04-28,26.9288,27.0812,26.3859,26.6961,152959.0
2022-04-29,26.667,26.7155,25.5426,25.7752,172788.0
2022-04-30,26.667,26.7155,25.5426,25.7752,172788.0
2022-05-01,26.667,26.7155,25.5426,25.7752,172788.0
2022-05-02,25.7268,26.3568,25.3778,25.7364,172619.0
2022-05-03,25.9109,26.2987,25.5232,26.192,150352.0
2022-05-04,26.4635,27.5879,26.2405,27.5201,134961.0
2022-05-05,27.1517,27.4328,26.3035,26.9481,107336.0
2022-05-06,26.9966,27.1614,26.5556,26.8997,132282.0
2022-05-07,26.9966,27.1614,26.5556,26.8997,132282.0
2022-05-08,26.9966,27.1614,26.5556,26.8997,132282.0
2022-05-09,26.5701,26.89,26.3471,26.7543,119753.0
2022-05-10,26.9481,27.2923,26.1436,26.764,125332.0
2022-05-11,26.9385,27.2196,26.667,26.8415,98695.0
2022-05-12,26.6567,27.0846,26.506,26.9971,133437.0
2022-05-13,26.9971,27.7849,26.8415,27.2694,99583.0
2022-05-14,26.9971,27.7849,26.8415,27.2694,99583.0
2022-05-15,26.9971,27.7849,26.8415,27.2694,99583.0
2022-05-16,27.2305,27.7557,26.895,27.532,127104.0
2022-05-17,27.9502,27.9696,27.4542,27.8724,65560.0
2022-05-18,27.5125,27.8627,26.9679,27.1722,87296.0
2022-05-19,26.9971,27.3618,26.9388,27.143,129537.0
2022-05-20,27.3472,28.0474,27.2305,27.8821,115151.0
2022-05-21,27.3472,28.0474,27.2305,27.8821,115151.0
2022-05-22,27.3472,28.0474,27.2305,27.8821,115151.0
2022-05-23,28.3684,28.6018,26.9874,27.2305,162245.0
2022-05-24,27.2791,27.7168,26.8512,27.6098,94425.0
2022-05-25,27.7168,28.7087,27.7168,28.0669,63144.0
2022-05-26,28.3489,28.6844,28.2711,28.2711,59643.0
2022-05-27,28.4559,28.5599,28.0037,28.3586,68696.0
2022-05-28,28.4559,28.5599,28.0037,28.3586,68696.0
