,ATH US Equity,ATH US Equity,ATH US Equity,ATH US Equity,ATH US Equity
2021-08-25,64.4,65.43,64.4,64.87,716016.0
2021-08-26,64.8,65.57,64.61,64.76,506047.0
2021-08-27,64.84,65.74,64.815,65.58,410113.0
2021-08-28,64.84,65.74,64.815,65.58,410113.0
2021-08-29,64.84,65.74,64.815,65.58,410113.0
2021-08-30,65.82,67.23,65.61,65.82,940343.0
2021-08-31,66.05,67.41,65.91,66.97,923084.0
2021-09-01,66.7,68.93,66.44,68.22,1243772.0
2021-09-02,68.43,69.05,68.07,68.43,595085.0
2021-09-03,68.52,69.73,68.52,69.11,694335.0
2021-09-04,68.52,69.73,68.52,69.11,694335.0
2021-09-05,68.52,69.73,68.52,69.11,694335.0
2021-09-06,68.52,69.73,68.52,69.11,694335.0
2021-09-07,69.48,69.7,68.65,69.17,1115518.0
2021-09-08,69.24,69.33,68.15,68.62,1217155.0
2021-09-09,68.26,69.38,68.26,68.67,492134.0
2021-09-10,69.51,69.51,67.96,68.0,599022.0
2021-09-11,69.51,69.51,67.96,68.0,599022.0
2021-09-12,69.51,69.51,67.96,68.0,599022.0
2021-09-13,68.5,69.77,68.01,69.75,1033371.0
2021-09-14,69.93,70.43,67.83,68.45,1353619.0
2021-09-15,68.8,70.9,68.35,70.61,1251667.0
2021-09-16,70.76,71.37,69.74,70.17,1205099.0
2021-09-17,70.11,71.0812,69.75,70.05,1501705.0
2021-09-18,70.11,71.0812,69.75,70.05,1501705.0
2021-09-19,70.11,71.0812,69.75,70.05,1501705.0
2021-09-20,68.1,68.14,64.37,65.14,1234214.0
2021-09-21,65.6,66.82,65.6,65.94,1141917.0
2021-09-22,66.85,66.85,65.38,66.37,584093.0
2021-09-23,66.94,69.53,66.92,68.5,574806.0
2021-09-24,68.45,69.89,68.23,69.79,511808.0
2021-09-25,68.45,69.89,68.23,69.79,511808.0
2021-09-26,68.45,69.89,68.23,69.79,511808.0
2021-09-27,70.14,71.15,69.78,70.63,570366.0
2021-09-28,70.67,70.7,68.29,68.82,827742.0
2021-09-29,69.32,69.75,68.52,69.72,752813.0
2021-09-30,69.87,70.53,68.66,68.87,1435004.0
2021-10-01,69.37,69.74,68.47,69.64,755386.0
2021-10-02,69.37,69.74,68.47,69.64,755386.0
2021-10-03,69.37,69.74,68.47,69.64,755386.0
2021-10-04,69.23,70.125,66.07,66.25,1198908.0
2021-10-05,66.59,69.77,66.33,69.36,625331.0
2021-10-06,68.4,70.489,67.1,70.42,441668.0
2021-10-07,71.3,72.74,70.8035,71.71,583716.0
2021-10-08,71.88,74.09,71.55,73.6,1150328.0
2021-10-09,71.88,74.09,71.55,73.6,1150328.0
2021-10-10,71.88,74.09,71.55,73.6,1150328.0
2021-10-11,74.12,75.24,73.46,73.46,1276229.0
2021-10-12,73.49,74.46,73.34,74.07,860611.0
2021-10-13,73.88,74.83,73.35,74.1,818341.0
2021-10-14,75.24,76.59,74.97,76.19,714557.0
2021-10-15,77.34,77.34,75.3,75.75,478600.0
2021-10-16,77.34,77.34,75.3,75.75,478600.0
2021-10-17,77.34,77.34,75.3,75.75,478600.0
2021-10-18,75.68,76.95,75.55,76.77,1116186.0
2021-10-19,77.69,84.4499,77.38,82.17,2495004.0
2021-10-20,81.78,84.62,81.69,83.75,1734457.0
2021-10-21,84.31,87.22,84.0,86.92,842331.0
2021-10-22,87.06,90.249,86.4,89.8,1430133.0
2021-10-23,87.06,90.249,86.4,89.8,1430133.0
2021-10-24,87.06,90.249,86.4,89.8,1430133.0
2021-10-25,89.86,91.0,88.97,90.11,1466599.0
2021-10-26,90.67,91.26,89.71,89.8,1429253.0
2021-10-27,89.66,90.025,86.54,87.37,951429.0
2021-10-28,87.6,89.01,87.4,88.42,1055855.0
2021-10-29,88.18,88.28,86.15,87.01,1015019.0
2021-10-30,88.18,88.28,86.15,87.01,1015019.0
2021-10-31,88.18,88.28,86.15,87.01,1015019.0
2021-11-01,87.6,88.1,85.32,86.26,1583067.0
2021-11-02,85.68,86.9,83.87,86.66,2134908.0
2021-11-03,87.035,88.96,86.51,88.3,1135350.0
2021-11-04,88.57,88.81,86.1722,87.54,1608948.0
2021-11-05,88.95,89.26,86.77,87.24,1120061.0
2021-11-06,88.95,89.26,86.77,87.24,1120061.0
2021-11-07,88.95,89.26,86.77,87.24,1120061.0
2021-11-08,87.79,88.36,86.7,87.28,843009.0
2021-11-09,86.6,87.48,86.26,86.44,1693617.0
2021-11-10,85.83,86.25,83.81,84.05,2202426.0
2021-11-11,84.78,85.52,84.365,85.02,610315.0
2021-11-12,84.95,85.49,84.31,85.13,668899.0
2021-11-13,84.95,85.49,84.31,85.13,668899.0
2021-11-14,84.95,85.49,84.31,85.13,668899.0
2021-11-15,85.1,86.84,84.99,86.42,1268479.0
2021-11-16,86.31,86.685,85.73,86.12,463897.0
2021-11-17,85.79,86.46,85.25,85.87,387799.0
2021-11-18,85.92,86.66,84.535,86.22,1395841.0
2021-11-19,85.69,86.36,84.73,85.73,743053.0
2021-11-20,85.69,86.36,84.73,85.73,743053.0
2021-11-21,85.69,86.36,84.73,85.73,743053.0
2021-11-22,86.82,89.11,86.1606,86.77,985177.0
2021-11-23,86.84,86.99,84.33,84.4,1542703.0
2021-11-24,84.21,85.39,83.0,84.78,948700.0
2021-11-25,84.21,85.39,83.0,84.78,948700.0
2021-11-26,81.53,83.02,81.2634,82.18,761473.0
2021-11-27,81.53,83.02,81.2634,82.18,761473.0
2021-11-28,81.53,83.02,81.2634,82.18,761473.0
2021-11-29,83.89,84.56,82.63,84.25,946708.0
2021-11-30,83.31,83.89,80.62,81.92,2373031.0
2021-12-01,83.93,85.5,81.04,81.09,1652062.0
2021-12-02,82.04,84.11,81.55,82.46,1504888.0
2021-12-03,82.77,83.17,78.76,80.46,834464.0
2021-12-04,82.77,83.17,78.76,80.46,834464.0
2021-12-05,82.77,83.17,78.76,80.46,834464.0
2021-12-06,81.41,81.95,80.0,80.42,1151504.0
2021-12-07,81.98,83.19,80.65,81.38,599567.0
2021-12-08,81.15,82.74,81.0,81.48,518579.0
2021-12-09,81.16,83.1,80.73,80.77,816358.0
2021-12-10,81.41,82.62,79.85,79.98,536455.0
2021-12-11,81.41,82.62,79.85,79.98,536455.0
2021-12-12,81.41,82.62,79.85,79.98,536455.0
2021-12-13,79.5,80.36,79.1,79.72,791036.0
2021-12-14,79.27,80.92,78.22,78.56,1718560.0
2021-12-15,78.64,80.72,77.52,80.54,838327.0
2021-12-16,81.73,82.07,78.53,79.92,1064936.0
2021-12-17,79.48,81.64,78.87,80.6,1501644.0
2021-12-18,79.48,81.64,78.87,80.6,1501644.0
2021-12-19,79.48,81.64,78.87,80.6,1501644.0
2021-12-20,78.91,79.51,77.53,78.71,1089586.0
2021-12-21,79.99,83.16,79.6,82.52,1115919.0
2021-12-22,82.11,83.13,81.68,82.79,1296943.0
2021-12-23,83.39,85.62,83.3,85.21,725743.0
2021-12-24,83.39,85.62,83.3,85.21,725743.0
2021-12-25,83.39,85.62,83.3,85.21,725743.0
2021-12-26,83.39,85.62,83.3,85.21,725743.0
2021-12-27,85.37,85.78,84.585,84.94,1067805.0
2021-12-28,85.0,86.53,84.29,84.4,447179.0
2021-12-29,84.15,84.71,83.1,83.64,724904.0
2021-12-30,84.12,84.765,83.83,83.91,787334.0
2021-12-31,83.29,84.32,82.17,83.33,3498864.0
2022-01-01,83.29,84.32,82.17,83.33,3498864.0
2022-01-02,83.29,84.32,82.17,83.33,3498864.0
2022-01-03,83.29,84.32,82.17,83.33,3498864.0
2022-01-04,83.29,84.32,82.17,83.33,3498864.0
2022-01-05,83.29,84.32,82.17,83.33,3498864.0
2022-01-06,83.29,84.32,82.17,83.33,3498864.0
2022-01-07,83.29,84.32,82.17,83.33,3498864.0
2022-01-08,83.29,84.32,82.17,83.33,3498864.0
2022-01-09,83.29,84.32,82.17,83.33,3498864.0
2022-01-10,83.29,84.32,82.17,83.33,3498864.0
2022-01-11,83.29,84.32,82.17,83.33,3498864.0
2022-01-12,83.29,84.32,82.17,83.33,3498864.0
2022-01-13,83.29,84.32,82.17,83.33,3498864.0
2022-01-14,83.29,84.32,82.17,83.33,3498864.0
2022-01-15,83.29,84.32,82.17,83.33,3498864.0
2022-01-16,83.29,84.32,82.17,83.33,3498864.0
2022-01-17,83.29,84.32,82.17,83.33,3498864.0
2022-01-18,83.29,84.32,82.17,83.33,3498864.0
2022-01-19,83.29,84.32,82.17,83.33,3498864.0
2022-01-20,83.29,84.32,82.17,83.33,3498864.0
2022-01-21,83.29,84.32,82.17,83.33,3498864.0
2022-01-22,83.29,84.32,82.17,83.33,3498864.0
2022-01-23,83.29,84.32,82.17,83.33,3498864.0
2022-01-24,83.29,84.32,82.17,83.33,3498864.0
2022-01-25,83.29,84.32,82.17,83.33,3498864.0
2022-01-26,83.29,84.32,82.17,83.33,3498864.0
2022-01-27,83.29,84.32,82.17,83.33,3498864.0
2022-01-28,83.29,84.32,82.17,83.33,3498864.0
2022-01-29,83.29,84.32,82.17,83.33,3498864.0
2022-01-30,83.29,84.32,82.17,83.33,3498864.0
2022-01-31,83.29,84.32,82.17,83.33,3498864.0
2022-02-01,83.29,84.32,82.17,83.33,3498864.0
2022-02-02,83.29,84.32,82.17,83.33,3498864.0
2022-02-03,83.29,84.32,82.17,83.33,3498864.0
2022-02-04,83.29,84.32,82.17,83.33,3498864.0
2022-02-05,83.29,84.32,82.17,83.33,3498864.0
2022-02-06,83.29,84.32,82.17,83.33,3498864.0
2022-02-07,83.29,84.32,82.17,83.33,3498864.0
2022-02-08,83.29,84.32,82.17,83.33,3498864.0
2022-02-09,83.29,84.32,82.17,83.33,3498864.0
2022-02-10,83.29,84.32,82.17,83.33,3498864.0
2022-02-11,83.29,84.32,82.17,83.33,3498864.0
2022-02-12,83.29,84.32,82.17,83.33,3498864.0
2022-02-13,83.29,84.32,82.17,83.33,3498864.0
2022-02-14,83.29,84.32,82.17,83.33,3498864.0
2022-02-15,83.29,84.32,82.17,83.33,3498864.0
2022-02-16,83.29,84.32,82.17,83.33,3498864.0
2022-02-17,83.29,84.32,82.17,83.33,3498864.0
2022-02-18,83.29,84.32,82.17,83.33,3498864.0
2022-02-19,83.29,84.32,82.17,83.33,3498864.0
2022-02-20,83.29,84.32,82.17,83.33,3498864.0
2022-02-21,83.29,84.32,82.17,83.33,3498864.0
2022-02-22,83.29,84.32,82.17,83.33,3498864.0
2022-02-23,83.29,84.32,82.17,83.33,3498864.0
2022-02-24,83.29,84.32,82.17,83.33,3498864.0
2022-02-25,83.29,84.32,82.17,83.33,3498864.0
2022-02-26,83.29,84.32,82.17,83.33,3498864.0
2022-02-27,83.29,84.32,82.17,83.33,3498864.0
2022-02-28,83.29,84.32,82.17,83.33,3498864.0
2022-03-01,83.29,84.32,82.17,83.33,3498864.0
2022-03-02,83.29,84.32,82.17,83.33,3498864.0
2022-03-03,83.29,84.32,82.17,83.33,3498864.0
2022-03-04,83.29,84.32,82.17,83.33,3498864.0
2022-03-05,83.29,84.32,82.17,83.33,3498864.0
2022-03-06,83.29,84.32,82.17,83.33,3498864.0
2022-03-07,83.29,84.32,82.17,83.33,3498864.0
2022-03-08,83.29,84.32,82.17,83.33,3498864.0
2022-03-09,83.29,84.32,82.17,83.33,3498864.0
2022-03-10,83.29,84.32,82.17,83.33,3498864.0
2022-03-11,83.29,84.32,82.17,83.33,3498864.0
2022-03-12,83.29,84.32,82.17,83.33,3498864.0
2022-03-13,83.29,84.32,82.17,83.33,3498864.0
2022-03-14,83.29,84.32,82.17,83.33,3498864.0
2022-03-15,83.29,84.32,82.17,83.33,3498864.0
2022-03-16,83.29,84.32,82.17,83.33,3498864.0
2022-03-17,83.29,84.32,82.17,83.33,3498864.0
2022-03-18,83.29,84.32,82.17,83.33,3498864.0
2022-03-19,83.29,84.32,82.17,83.33,3498864.0
2022-03-20,83.29,84.32,82.17,83.33,3498864.0
2022-03-21,83.29,84.32,82.17,83.33,3498864.0
2022-03-22,83.29,84.32,82.17,83.33,3498864.0
2022-03-23,83.29,84.32,82.17,83.33,3498864.0
2022-03-24,83.29,84.32,82.17,83.33,3498864.0
2022-03-25,83.29,84.32,82.17,83.33,3498864.0
2022-03-26,83.29,84.32,82.17,83.33,3498864.0
2022-03-27,83.29,84.32,82.17,83.33,3498864.0
2022-03-28,83.29,84.32,82.17,83.33,3498864.0
2022-03-29,83.29,84.32,82.17,83.33,3498864.0
2022-03-30,83.29,84.32,82.17,83.33,3498864.0
2022-03-31,83.29,84.32,82.17,83.33,3498864.0
2022-04-01,83.29,84.32,82.17,83.33,3498864.0
2022-04-02,83.29,84.32,82.17,83.33,3498864.0
2022-04-03,83.29,84.32,82.17,83.33,3498864.0
2022-04-04,83.29,84.32,82.17,83.33,3498864.0
2022-04-05,83.29,84.32,82.17,83.33,3498864.0
2022-04-06,83.29,84.32,82.17,83.33,3498864.0
2022-04-07,83.29,84.32,82.17,83.33,3498864.0
2022-04-08,83.29,84.32,82.17,83.33,3498864.0
2022-04-09,83.29,84.32,82.17,83.33,3498864.0
2022-04-10,83.29,84.32,82.17,83.33,3498864.0
2022-04-11,83.29,84.32,82.17,83.33,3498864.0
2022-04-12,83.29,84.32,82.17,83.33,3498864.0
2022-04-13,83.29,84.32,82.17,83.33,3498864.0
2022-04-14,83.29,84.32,82.17,83.33,3498864.0
2022-04-15,83.29,84.32,82.17,83.33,3498864.0
2022-04-16,83.29,84.32,82.17,83.33,3498864.0
2022-04-17,83.29,84.32,82.17,83.33,3498864.0
2022-04-18,83.29,84.32,82.17,83.33,3498864.0
2022-04-19,83.29,84.32,82.17,83.33,3498864.0
2022-04-20,83.29,84.32,82.17,83.33,3498864.0
2022-04-21,83.29,84.32,82.17,83.33,3498864.0
2022-04-22,83.29,84.32,82.17,83.33,3498864.0
2022-04-23,83.29,84.32,82.17,83.33,3498864.0
2022-04-24,83.29,84.32,82.17,83.33,3498864.0
2022-04-25,83.29,84.32,82.17,83.33,3498864.0
2022-04-26,83.29,84.32,82.17,83.33,3498864.0
2022-04-27,83.29,84.32,82.17,83.33,3498864.0
2022-04-28,83.29,84.32,82.17,83.33,3498864.0
2022-04-29,83.29,84.32,82.17,83.33,3498864.0
2022-04-30,83.29,84.32,82.17,83.33,3498864.0
2022-05-01,83.29,84.32,82.17,83.33,3498864.0
2022-05-02,83.29,84.32,82.17,83.33,3498864.0
2022-05-03,83.29,84.32,82.17,83.33,3498864.0
2022-05-04,83.29,84.32,82.17,83.33,3498864.0
2022-05-05,83.29,84.32,82.17,83.33,3498864.0
2022-05-06,83.29,84.32,82.17,83.33,3498864.0
2022-05-07,83.29,84.32,82.17,83.33,3498864.0
2022-05-08,83.29,84.32,82.17,83.33,3498864.0
2022-05-09,83.29,84.32,82.17,83.33,3498864.0
2022-05-10,83.29,84.32,82.17,83.33,3498864.0
2022-05-11,83.29,84.32,82.17,83.33,3498864.0
2022-05-12,83.29,84.32,82.17,83.33,3498864.0
2022-05-13,83.29,84.32,82.17,83.33,3498864.0
2022-05-14,83.29,84.32,82.17,83.33,3498864.0
2022-05-15,83.29,84.32,82.17,83.33,3498864.0
2022-05-16,83.29,84.32,82.17,83.33,3498864.0
2022-05-17,83.29,84.32,82.17,83.33,3498864.0
2022-05-18,83.29,84.32,82.17,83.33,3498864.0
2022-05-19,83.29,84.32,82.17,83.33,3498864.0
2022-05-20,83.29,84.32,82.17,83.33,3498864.0
2022-05-21,83.29,84.32,82.17,83.33,3498864.0
2022-05-22,83.29,84.32,82.17,83.33,3498864.0
2022-05-23,83.29,84.32,82.17,83.33,3498864.0
2022-05-24,83.29,84.32,82.17,83.33,3498864.0
2022-05-25,83.29,84.32,82.17,83.33,3498864.0
2022-05-26,83.29,84.32,82.17,83.33,3498864.0
2022-05-27,83.29,84.32,82.17,83.33,3498864.0
2022-05-28,83.29,84.32,82.17,83.33,3498864.0
2022-05-29,83.29,84.32,82.17,83.33,3498864.0
2022-05-30,83.29,84.32,82.17,83.33,3498864.0
2022-05-31,83.29,84.32,82.17,83.33,3498864.0
2022-06-01,83.29,84.32,82.17,83.33,3498864.0
2022-06-02,83.29,84.32,82.17,83.33,3498864.0
2022-06-03,83.29,84.32,82.17,83.33,3498864.0
2022-06-04,83.29,84.32,82.17,83.33,3498864.0
2022-06-05,83.29,84.32,82.17,83.33,3498864.0
2022-06-06,83.29,84.32,82.17,83.33,3498864.0
2022-06-07,83.29,84.32,82.17,83.33,3498864.0
2022-06-08,83.29,84.32,82.17,83.33,3498864.0
2022-06-09,83.29,84.32,82.17,83.33,3498864.0
2022-06-10,83.29,84.32,82.17,83.33,3498864.0
2022-06-11,83.29,84.32,82.17,83.33,3498864.0
2022-06-12,83.29,84.32,82.17,83.33,3498864.0
2022-06-13,83.29,84.32,82.17,83.33,3498864.0
2022-06-14,83.29,84.32,82.17,83.33,3498864.0
2022-06-15,83.29,84.32,82.17,83.33,3498864.0
2022-06-16,83.29,84.32,82.17,83.33,3498864.0
2022-06-17,83.29,84.32,82.17,83.33,3498864.0
2022-06-18,83.29,84.32,82.17,83.33,3498864.0
2022-06-19,83.29,84.32,82.17,83.33,3498864.0
2022-06-20,83.29,84.32,82.17,83.33,3498864.0
2022-06-21,83.29,84.32,82.17,83.33,3498864.0
2022-06-22,83.29,84.32,82.17,83.33,3498864.0
2022-06-23,83.29,84.32,82.17,83.33,3498864.0
2022-06-24,83.29,84.32,82.17,83.33,3498864.0
2022-06-25,83.29,84.32,82.17,83.33,3498864.0
2022-06-26,83.29,84.32,82.17,83.33,3498864.0
2022-06-27,83.29,84.32,82.17,83.33,3498864.0
2022-06-28,83.29,84.32,82.17,83.33,3498864.0
2022-06-29,83.29,84.32,82.17,83.33,3498864.0
2022-06-30,83.29,84.32,82.17,83.33,3498864.0
2022-07-01,83.29,84.32,82.17,83.33,3498864.0
2022-07-02,83.29,84.32,82.17,83.33,3498864.0
2022-07-03,83.29,84.32,82.17,83.33,3498864.0
2022-07-04,83.29,84.32,82.17,83.33,3498864.0
2022-07-05,83.29,84.32,82.17,83.33,3498864.0
2022-07-06,83.29,84.32,82.17,83.33,3498864.0
2022-07-07,83.29,84.32,82.17,83.33,3498864.0
2022-07-08,83.29,84.32,82.17,83.33,3498864.0
2022-07-09,83.29,84.32,82.17,83.33,3498864.0
2022-07-10,83.29,84.32,82.17,83.33,3498864.0
2022-07-11,83.29,84.32,82.17,83.33,3498864.0
2022-07-12,83.29,84.32,82.17,83.33,3498864.0
2022-07-13,83.29,84.32,82.17,83.33,3498864.0
2022-07-14,83.29,84.32,82.17,83.33,3498864.0
2022-07-15,83.29,84.32,82.17,83.33,3498864.0
2022-07-16,83.29,84.32,82.17,83.33,3498864.0
2022-07-17,83.29,84.32,82.17,83.33,3498864.0
2022-07-18,83.29,84.32,82.17,83.33,3498864.0
2022-07-19,83.29,84.32,82.17,83.33,3498864.0
2022-07-20,83.29,84.32,82.17,83.33,3498864.0
2022-07-21,83.29,84.32,82.17,83.33,3498864.0
2022-07-22,83.29,84.32,82.17,83.33,3498864.0
2022-07-23,83.29,84.32,82.17,83.33,3498864.0
2022-07-24,83.29,84.32,82.17,83.33,3498864.0
2022-07-25,83.29,84.32,82.17,83.33,3498864.0
2022-07-26,83.29,84.32,82.17,83.33,3498864.0
2022-07-27,83.29,84.32,82.17,83.33,3498864.0
2022-07-28,83.29,84.32,82.17,83.33,3498864.0
2022-07-29,83.29,84.32,82.17,83.33,3498864.0
2022-07-30,83.29,84.32,82.17,83.33,3498864.0
2022-07-31,83.29,84.32,82.17,83.33,3498864.0
2022-08-01,83.29,84.32,82.17,83.33,3498864.0
2022-08-02,83.29,84.32,82.17,83.33,3498864.0
2022-08-03,83.29,84.32,82.17,83.33,3498864.0
2022-08-04,83.29,84.32,82.17,83.33,3498864.0
2022-08-05,83.29,84.32,82.17,83.33,3498864.0
2022-08-06,83.29,84.32,82.17,83.33,3498864.0
2022-08-07,83.29,84.32,82.17,83.33,3498864.0
2022-08-08,83.29,84.32,82.17,83.33,3498864.0
2022-08-09,83.29,84.32,82.17,83.33,3498864.0
2022-08-10,83.29,84.32,82.17,83.33,3498864.0
2022-08-11,83.29,84.32,82.17,83.33,3498864.0
2022-08-12,83.29,84.32,82.17,83.33,3498864.0
2022-08-13,83.29,84.32,82.17,83.33,3498864.0
2022-08-14,83.29,84.32,82.17,83.33,3498864.0
2022-08-15,83.29,84.32,82.17,83.33,3498864.0
2022-08-16,83.29,84.32,82.17,83.33,3498864.0
2022-08-17,83.29,84.32,82.17,83.33,3498864.0
2022-08-18,83.29,84.32,82.17,83.33,3498864.0
2022-08-19,83.29,84.32,82.17,83.33,3498864.0
2022-08-20,83.29,84.32,82.17,83.33,3498864.0
2022-08-21,83.29,84.32,82.17,83.33,3498864.0
2022-08-22,83.29,84.32,82.17,83.33,3498864.0
2022-08-23,83.29,84.32,82.17,83.33,3498864.0
2022-08-24,83.29,84.32,82.17,83.33,3498864.0
2022-08-25,83.29,84.32,82.17,83.33,3498864.0
2022-08-26,83.29,84.32,82.17,83.33,3498864.0
2022-08-27,83.29,84.32,82.17,83.33,3498864.0
2022-08-28,83.29,84.32,82.17,83.33,3498864.0
2022-08-29,83.29,84.32,82.17,83.33,3498864.0
2022-08-30,83.29,84.32,82.17,83.33,3498864.0
2022-08-31,83.29,84.32,82.17,83.33,3498864.0
2022-09-01,83.29,84.32,82.17,83.33,3498864.0
2022-09-02,83.29,84.32,82.17,83.33,3498864.0
2022-09-03,83.29,84.32,82.17,83.33,3498864.0
2022-09-04,83.29,84.32,82.17,83.33,3498864.0
2022-09-05,83.29,84.32,82.17,83.33,3498864.0
2022-09-06,83.29,84.32,82.17,83.33,3498864.0
2022-09-07,83.29,84.32,82.17,83.33,3498864.0
2022-09-08,83.29,84.32,82.17,83.33,3498864.0
2022-09-09,83.29,84.32,82.17,83.33,3498864.0
2022-09-10,83.29,84.32,82.17,83.33,3498864.0
2022-09-11,83.29,84.32,82.17,83.33,3498864.0
2022-09-12,83.29,84.32,82.17,83.33,3498864.0
2022-09-13,83.29,84.32,82.17,83.33,3498864.0
2022-09-14,83.29,84.32,82.17,83.33,3498864.0
2022-09-15,83.29,84.32,82.17,83.33,3498864.0
2022-09-16,83.29,84.32,82.17,83.33,3498864.0
2022-09-17,83.29,84.32,82.17,83.33,3498864.0
2022-09-18,83.29,84.32,82.17,83.33,3498864.0
2022-09-19,83.29,84.32,82.17,83.33,3498864.0
2022-09-20,83.29,84.32,82.17,83.33,3498864.0
2022-09-21,83.29,84.32,82.17,83.33,3498864.0
2022-09-22,83.29,84.32,82.17,83.33,3498864.0
2022-09-23,83.29,84.32,82.17,83.33,3498864.0
2022-09-24,83.29,84.32,82.17,83.33,3498864.0
2022-09-25,83.29,84.32,82.17,83.33,3498864.0
2022-09-26,83.29,84.32,82.17,83.33,3498864.0
2022-09-27,83.29,84.32,82.17,83.33,3498864.0
2022-09-28,83.29,84.32,82.17,83.33,3498864.0
2022-09-29,83.29,84.32,82.17,83.33,3498864.0
2022-09-30,83.29,84.32,82.17,83.33,3498864.0
2022-10-01,83.29,84.32,82.17,83.33,3498864.0
2022-10-02,83.29,84.32,82.17,83.33,3498864.0
2022-10-03,83.29,84.32,82.17,83.33,3498864.0
2022-10-04,83.29,84.32,82.17,83.33,3498864.0
2022-10-05,83.29,84.32,82.17,83.33,3498864.0
2022-10-06,83.29,84.32,82.17,83.33,3498864.0
2022-10-07,83.29,84.32,82.17,83.33,3498864.0
2022-10-08,83.29,84.32,82.17,83.33,3498864.0
2022-10-09,83.29,84.32,82.17,83.33,3498864.0
2022-10-10,83.29,84.32,82.17,83.33,3498864.0
2022-10-11,83.29,84.32,82.17,83.33,3498864.0
2022-10-12,83.29,84.32,82.17,83.33,3498864.0
2022-10-13,83.29,84.32,82.17,83.33,3498864.0
2022-10-14,83.29,84.32,82.17,83.33,3498864.0
2022-10-15,83.29,84.32,82.17,83.33,3498864.0
2022-10-16,83.29,84.32,82.17,83.33,3498864.0
2022-10-17,83.29,84.32,82.17,83.33,3498864.0
2022-10-18,83.29,84.32,82.17,83.33,3498864.0
2022-10-19,83.29,84.32,82.17,83.33,3498864.0
2022-10-20,83.29,84.32,82.17,83.33,3498864.0
2022-10-21,83.29,84.32,82.17,83.33,3498864.0
2022-10-22,83.29,84.32,82.17,83.33,3498864.0
2022-10-23,83.29,84.32,82.17,83.33,3498864.0
2022-10-24,83.29,84.32,82.17,83.33,3498864.0
2022-10-25,83.29,84.32,82.17,83.33,3498864.0
2022-10-26,83.29,84.32,82.17,83.33,3498864.0
2022-10-27,83.29,84.32,82.17,83.33,3498864.0
2022-10-28,83.29,84.32,82.17,83.33,3498864.0
2022-10-29,83.29,84.32,82.17,83.33,3498864.0
2022-10-30,83.29,84.32,82.17,83.33,3498864.0
2022-10-31,83.29,84.32,82.17,83.33,3498864.0
2022-11-01,83.29,84.32,82.17,83.33,3498864.0
2022-11-02,83.29,84.32,82.17,83.33,3498864.0
2022-11-03,83.29,84.32,82.17,83.33,3498864.0
2022-11-04,83.29,84.32,82.17,83.33,3498864.0
2022-11-05,83.29,84.32,82.17,83.33,3498864.0
2022-11-06,83.29,84.32,82.17,83.33,3498864.0
2022-11-07,83.29,84.32,82.17,83.33,3498864.0
2022-11-08,83.29,84.32,82.17,83.33,3498864.0
2022-11-09,83.29,84.32,82.17,83.33,3498864.0
2022-11-10,83.29,84.32,82.17,83.33,3498864.0
2022-11-11,83.29,84.32,82.17,83.33,3498864.0
2022-11-12,83.29,84.32,82.17,83.33,3498864.0
2022-11-13,83.29,84.32,82.17,83.33,3498864.0
2022-11-14,83.29,84.32,82.17,83.33,3498864.0
2022-11-15,83.29,84.32,82.17,83.33,3498864.0
2022-11-16,83.29,84.32,82.17,83.33,3498864.0
2022-11-17,83.29,84.32,82.17,83.33,3498864.0
2022-11-18,83.29,84.32,82.17,83.33,3498864.0
2022-11-19,83.29,84.32,82.17,83.33,3498864.0
2022-11-20,83.29,84.32,82.17,83.33,3498864.0
2022-11-21,83.29,84.32,82.17,83.33,3498864.0
2022-11-22,83.29,84.32,82.17,83.33,3498864.0
2022-11-23,83.29,84.32,82.17,83.33,3498864.0
2022-11-24,83.29,84.32,82.17,83.33,3498864.0
2022-11-25,83.29,84.32,82.17,83.33,3498864.0
2022-11-26,83.29,84.32,82.17,83.33,3498864.0
2022-11-27,83.29,84.32,82.17,83.33,3498864.0
2022-11-28,83.29,84.32,82.17,83.33,3498864.0
2022-11-29,83.29,84.32,82.17,83.33,3498864.0
2022-11-30,83.29,84.32,82.17,83.33,3498864.0
2022-12-01,83.29,84.32,82.17,83.33,3498864.0
2022-12-02,83.29,84.32,82.17,83.33,3498864.0
2022-12-03,83.29,84.32,82.17,83.33,3498864.0
2022-12-04,83.29,84.32,82.17,83.33,3498864.0
2022-12-05,83.29,84.32,82.17,83.33,3498864.0
2022-12-06,83.29,84.32,82.17,83.33,3498864.0
2022-12-07,83.29,84.32,82.17,83.33,3498864.0
2022-12-08,83.29,84.32,82.17,83.33,3498864.0
2022-12-09,83.29,84.32,82.17,83.33,3498864.0
2022-12-10,83.29,84.32,82.17,83.33,3498864.0
2022-12-11,83.29,84.32,82.17,83.33,3498864.0
2022-12-12,83.29,84.32,82.17,83.33,3498864.0
2022-12-13,83.29,84.32,82.17,83.33,3498864.0
2022-12-14,83.29,84.32,82.17,83.33,3498864.0
2022-12-15,83.29,84.32,82.17,83.33,3498864.0
2022-12-16,83.29,84.32,82.17,83.33,3498864.0
2022-12-17,83.29,84.32,82.17,83.33,3498864.0
2022-12-18,83.29,84.32,82.17,83.33,3498864.0
2022-12-19,83.29,84.32,82.17,83.33,3498864.0
2022-12-20,83.29,84.32,82.17,83.33,3498864.0
