,DHI US Equity,DHI US Equity,DHI US Equity,DHI US Equity,DHI US Equity
2020-03-01,52.2942,52.4464,49.861,51.0297,8175514.0
2020-03-02,51.5566,52.7923,50.9243,52.5241,8169259.0
2020-03-03,52.7828,54.8328,52.2509,53.2522,6180958.0
2020-03-04,54.2963,56.126,53.9515,56.0972,6693625.0
2020-03-05,54.986,55.944,54.0552,54.3251,4097632.0
2020-03-06,52.4092,52.8115,50.9243,52.4954,6155113.0
2020-03-07,52.4092,52.8115,50.9243,52.4954,6155113.0
2020-03-08,52.4092,52.8115,50.9243,52.4954,6155113.0
2020-03-09,49.0947,49.3916,46.4412,47.0542,5103909.0
2020-03-10,48.29,49.0109,45.7323,48.8456,7057436.0
2020-03-11,46.8531,47.2363,43.5578,43.7014,6110503.0
2020-03-12,39.5248,40.1379,34.7063,37.5706,8171586.0
2020-03-13,39.8409,40.1954,34.8117,37.6472,7475201.0
2020-03-14,39.8409,40.1954,34.8117,37.6472,7475201.0
2020-03-15,39.8409,40.1954,34.8117,37.6472,7475201.0
2020-03-16,32.6468,33.4419,29.8879,30.0316,8400417.0
2020-03-17,30.9033,31.9379,26.7362,29.9166,9479033.0
2020-03-18,27.6942,28.7862,24.4372,27.5697,11532932.0
2020-03-19,27.1673,30.6063,26.4393,28.7479,7254789.0
2020-03-20,29.6197,31.1332,28.3552,30.0603,9398906.0
2020-03-21,29.6197,31.1332,28.3552,30.0603,9398906.0
2020-03-22,29.6197,31.1332,28.3552,30.0603,9398906.0
2020-03-23,29.5526,30.5489,26.9661,28.3168,9376953.0
2020-03-24,30.9799,33.2503,30.1848,31.5068,7444645.0
2020-03-25,32.8958,36.4306,31.184,35.4727,6941781.0
2020-03-26,35.9421,37.8197,35.5685,37.6185,6089893.0
2020-03-27,35.8271,36.3732,33.6334,35.329,4874596.0
2020-03-28,35.8271,36.3732,33.6334,35.329,4874596.0
2020-03-29,35.8271,36.3732,33.6334,35.329,4874596.0
2020-03-30,35.2045,35.7505,33.7197,35.2907,4434723.0
2020-03-31,34.9554,35.2715,32.139,32.5701,6891892.0
2020-04-01,31.2386,32.1869,30.3381,31.3056,8213731.0
2020-04-02,31.6122,32.3881,30.2998,31.229,6868584.0
2020-04-03,30.8267,31.5164,29.8879,30.7883,6685180.0
2020-04-04,30.8267,31.5164,29.8879,30.7883,6685180.0
2020-04-05,30.8267,31.5164,29.8879,30.7883,6685180.0
2020-04-06,32.7617,35.9134,32.5701,35.3003,6190708.0
2020-04-07,38.4423,38.4423,34.9362,35.0033,6108805.0
2020-04-08,35.693,38.5956,35.2428,37.9825,5381120.0
2020-04-09,39.2374,40.636,38.6243,39.3141,7529295.0
2020-04-10,39.2374,40.636,38.6243,39.3141,7529295.0
2020-04-11,39.2374,40.636,38.6243,39.3141,7529295.0
2020-04-12,39.2374,40.636,38.6243,39.3141,7529295.0
2020-04-13,39.1129,39.1799,36.4306,37.0054,7545867.0
2020-04-14,38.1933,39.1033,37.676,38.4711,4058234.0
2020-04-15,36.5935,37.312,35.9948,36.1337,5616686.0
2020-04-16,36.4115,37.5898,35.8559,37.0725,4100085.0
2020-04-17,38.7201,39.726,37.4461,38.2028,3940177.0
2020-04-18,38.7201,39.726,37.4461,38.2028,3940177.0
2020-04-19,38.7201,39.726,37.4461,38.2028,3940177.0
2020-04-20,37.082,37.5898,36.2869,36.6797,3070837.0
2020-04-21,35.9229,36.9192,35.4535,36.4211,3637412.0
2020-04-22,37.0341,37.7718,36.4115,37.2545,5084567.0
2020-04-23,37.7334,38.7489,36.7276,37.5323,4235201.0
2020-04-24,37.9442,39.5056,37.8837,39.2183,3955976.0
2020-04-25,37.9442,39.5056,37.8837,39.2183,3955976.0
2020-04-26,37.9442,39.5056,37.8837,39.2183,3955976.0
2020-04-27,39.8026,40.6648,39.3524,40.3391,5021002.0
2020-04-28,44.372,45.9718,42.9447,44.9564,7223029.0
2020-04-29,45.1192,47.0638,45.1192,46.5082,5850103.0
2020-04-30,45.2821,45.7419,44.6019,45.2342,6627854.0
2020-05-01,43.9122,44.6594,43.5194,44.5828,4422625.0
2020-05-02,43.9122,44.6594,43.5194,44.5828,4422625.0
2020-05-03,43.9122,44.6594,43.5194,44.5828,4422625.0
2020-05-04,43.893,44.5732,43.462,44.19,4311125.0
2020-05-05,44.9085,46.4028,44.6594,45.4257,4204353.0
2020-05-06,45.5982,46.0101,44.942,45.2725,4234606.0
2020-05-07,45.9814,46.5178,44.851,45.1767,3991837.0
2020-05-08,46.1911,47.9026,45.4603,47.6814,3074770.0
2020-05-09,46.1911,47.9026,45.4603,47.6814,3074770.0
2020-05-10,46.1911,47.9026,45.4603,47.6814,3074770.0
2020-05-11,46.5757,47.2968,46.2007,46.6622,2875797.0
2020-05-12,46.8449,47.018,45.22,45.268,2805928.0
2020-05-13,45.0277,45.0277,42.7489,43.9315,5495367.0
2020-05-14,42.8931,44.4315,42.1335,44.3834,3366306.0
2020-05-15,43.8065,45.7007,43.345,45.393,2893724.0
2020-05-16,43.8065,45.7007,43.345,45.393,2893724.0
2020-05-17,43.8065,45.7007,43.345,45.393,2893724.0
2020-05-18,47.7872,50.4987,47.6622,49.9121,4813461.0
2020-05-19,49.2583,51.4698,48.9506,49.9794,5662873.0
2020-05-20,51.2967,51.5179,49.3448,50.3833,3832914.0
2020-05-21,50.1814,51.7679,50.0371,50.9602,4043331.0
2020-05-22,51.3159,52.2102,50.7583,51.9794,2587137.0
2020-05-23,51.3159,52.2102,50.7583,51.9794,2587137.0
2020-05-24,51.3159,52.2102,50.7583,51.9794,2587137.0
2020-05-25,51.3159,52.2102,50.7583,51.9794,2587137.0
2020-05-26,54.3639,54.8519,53.0563,53.739,4557067.0
2020-05-27,55.4985,56.5658,54.6332,56.5658,7515954.0
2020-05-28,57.4504,57.5369,53.5082,53.7582,4857043.0
2020-05-29,53.4601,55.1524,52.9024,53.1717,6634023.0
2020-05-30,53.4601,55.1524,52.9024,53.1717,6634023.0
2020-05-31,53.4601,55.1524,52.9024,53.1717,6634023.0
2020-06-01,53.3832,54.0034,52.739,52.8736,6009355.0
2020-06-02,53.2678,53.4842,52.6717,53.0755,4176051.0
2020-06-03,54.1236,54.9024,53.6236,54.4889,4334084.0
2020-06-04,54.037,54.6332,51.2198,51.5179,5240140.0
2020-06-05,53.0851,54.9216,51.7006,54.3063,4899829.0
2020-06-06,53.0851,54.9216,51.7006,54.3063,4899829.0
2020-06-07,53.0851,54.9216,51.7006,54.3063,4899829.0
2020-06-08,53.912,55.2464,52.6813,52.9986,3834256.0
2020-06-09,52.2005,53.7293,51.7775,53.3928,3679292.0
2020-06-10,53.1813,55.2485,52.4025,54.114,3256699.0
2020-06-11,51.6621,52.5948,48.9699,49.1045,6118415.0
2020-06-12,51.2967,52.7005,50.4794,51.9217,5490483.0
2020-06-13,51.2967,52.7005,50.4794,51.9217,5490483.0
2020-06-14,51.2967,52.7005,50.4794,51.9217,5490483.0
2020-06-15,50.3448,53.7678,50.2294,53.7293,3496424.0
2020-06-16,55.662,56.1812,53.662,55.7774,7137702.0
2020-06-17,56.335,56.96,55.936,56.2774,4797488.0
2020-06-18,55.5178,56.0851,54.8639,55.1043,3336097.0
2020-06-19,56.3831,56.4312,53.5467,53.9024,5802001.0
2020-06-20,56.3831,56.4312,53.5467,53.9024,5802001.0
2020-06-21,56.3831,56.4312,53.5467,53.9024,5802001.0
2020-06-22,53.9024,54.4024,53.114,54.2774,3006885.0
2020-06-23,54.912,55.1139,53.7101,54.2293,2808981.0
2020-06-24,53.5274,53.8255,50.7871,52.0082,3410364.0
2020-06-25,50.3737,52.5178,50.2871,52.0275,3449653.0
2020-06-26,51.6236,51.8544,50.5852,50.989,3634144.0
2020-06-27,51.6236,51.8544,50.5852,50.989,3634144.0
2020-06-28,51.6236,51.8544,50.5852,50.989,3634144.0
2020-06-29,51.489,52.8976,50.2342,52.5178,2128890.0
2020-06-30,52.739,53.6043,51.9698,53.3159,2548819.0
2020-07-01,53.4217,53.4505,51.4409,51.7871,3325365.0
2020-07-02,52.9024,53.1236,51.7679,51.989,1881950.0
2020-07-03,52.9024,53.1236,51.7679,51.989,1881950.0
2020-07-04,52.9024,53.1236,51.7679,51.989,1881950.0
2020-07-05,52.9024,53.1236,51.7679,51.989,1881950.0
2020-07-06,52.9024,53.9666,52.7774,53.7678,1804347.0
2020-07-07,53.2871,54.9409,53.2871,54.3736,3889939.0
2020-07-08,54.9793,57.0754,54.8062,56.585,3887588.0
2020-07-09,56.9696,57.1427,55.3543,55.8062,4495178.0
2020-07-10,56.0466,56.8687,55.6428,56.4024,2384827.0
2020-07-11,56.0466,56.8687,55.6428,56.4024,2384827.0
2020-07-12,56.0466,56.8687,55.6428,56.4024,2384827.0
2020-07-13,56.8062,57.3735,54.5947,54.7197,3917489.0
2020-07-14,54.5178,56.9889,54.4986,56.8735,2572138.0
2020-07-15,58.4504,58.8638,56.5177,57.7389,3096287.0
2020-07-16,57.6908,60.2292,57.4033,60.133,4222885.0
2020-07-17,60.633,61.8926,60.3281,61.0368,7060713.0
2020-07-18,60.633,61.8926,60.3281,61.0368,7060713.0
2020-07-19,60.633,61.8926,60.3281,61.0368,7060713.0
2020-07-20,60.7772,61.2716,59.821,61.0561,2652786.0
2020-07-21,60.3926,60.8638,59.2965,60.2965,3105476.0
2020-07-22,60.1234,62.5945,60.0561,62.306,3082407.0
2020-07-23,63.806,64.0945,60.133,61.4214,5526119.0
2020-07-24,61.0945,61.7387,59.8638,61.2965,2935375.0
2020-07-25,61.0945,61.7387,59.8638,61.2965,2935375.0
2020-07-26,61.0945,61.7387,59.8638,61.2965,2935375.0
2020-07-27,62.0945,64.1041,61.7724,64.0079,3807254.0
2020-07-28,66.104,67.5847,61.7099,62.0945,8176417.0
2020-07-29,62.7195,64.4983,62.5777,64.0368,3535575.0
2020-07-30,63.181,63.9887,62.9791,63.5079,3000529.0
2020-07-31,63.5175,63.7291,62.1522,63.6137,5067027.0
2020-08-01,63.5175,63.7291,62.1522,63.6137,5067027.0
2020-08-02,63.5175,63.7291,62.1522,63.6137,5067027.0
2020-08-03,64.1329,65.8252,63.9791,65.6906,3349236.0
2020-08-04,65.4502,65.9502,64.3348,64.7483,2212930.0
2020-08-05,64.8348,65.5752,64.431,65.4694,2081404.0
2020-08-06,65.1617,65.7483,64.8829,65.0175,1777986.0
2020-08-07,64.8637,65.7771,64.6041,65.7483,2412630.0
2020-08-08,64.8637,65.7771,64.6041,65.7483,2412630.0
2020-08-09,64.8637,65.7771,64.6041,65.7483,2412630.0
2020-08-10,65.7675,69.0655,65.5944,67.0175,4634978.0
2020-08-11,67.7067,67.7645,65.962,66.55,6330021.0
2020-08-12,66.9259,68.7092,66.4343,68.6899,4018257.0
2020-08-13,68.1983,69.3646,67.4271,68.902,2772288.0
2020-08-14,68.4489,69.2008,67.7261,68.8152,1883959.0
2020-08-15,68.4489,69.2008,67.7261,68.8152,1883959.0
2020-08-16,68.4489,69.2008,67.7261,68.8152,1883959.0
2020-08-17,69.5189,71.3407,69.1622,70.6852,3521291.0
2020-08-18,71.3696,71.6588,70.4732,70.8877,3261276.0
2020-08-19,70.8009,71.6299,70.1069,71.36,3104003.0
2020-08-20,70.637,72.8155,70.2129,71.9094,3556553.0
2020-08-21,71.3793,74.194,71.1286,74.194,5956674.0
2020-08-22,71.3793,74.194,71.1286,74.194,5956674.0
2020-08-23,71.3793,74.194,71.1286,74.194,5956674.0
2020-08-24,74.406,74.6566,72.9794,73.4228,3159367.0
2020-08-25,73.7698,73.9241,71.842,72.7577,2350148.0
2020-08-26,73.0854,73.2107,71.3889,71.3985,3277389.0
2020-08-27,72.3336,72.5756,69.8273,69.8852,3862740.0
2020-08-28,70.5985,71.1286,68.9116,69.249,3594174.0
2020-08-29,70.5985,71.1286,68.9116,69.249,3594174.0
2020-08-30,70.5985,71.1286,68.9116,69.249,3594174.0
2020-08-31,69.4996,70.0105,68.2802,68.7959,4129894.0
2020-09-01,68.8923,70.7334,68.3622,70.7142,2618088.0
2020-09-02,71.3311,71.3696,69.2393,70.2611,2450130.0
2020-09-03,70.0008,70.3479,67.09,68.0151,4127086.0
2020-09-04,68.5549,69.1333,64.9788,65.7692,4543972.0
2020-09-05,68.5549,69.1333,64.9788,65.7692,4543972.0
2020-09-06,68.5549,69.1333,64.9788,65.7692,4543972.0
2020-09-07,68.5549,69.1333,64.9788,65.7692,4543972.0
2020-09-08,64.4679,66.8584,64.1112,65.5571,3736104.0
2020-09-09,66.521,68.2368,65.6728,67.5428,3427631.0
2020-09-10,67.5235,68.902,66.9355,67.2151,3035287.0
2020-09-11,67.7549,69.1237,67.4657,68.8152,2619188.0
2020-09-12,67.7549,69.1237,67.4657,68.8152,2619188.0
2020-09-13,67.7549,69.1237,67.4657,68.8152,2619188.0
2020-09-14,69.7888,70.3093,68.9405,70.0972,3633599.0
2020-09-15,70.0105,70.9744,69.0176,69.1815,2742837.0
2020-09-16,70.0394,72.6035,69.8563,71.6877,4378609.0
2020-09-17,70.4153,71.1672,69.49,70.6756,2828947.0
2020-09-18,70.5406,71.5623,69.1719,70.0683,3827841.0
2020-09-19,70.5406,71.5623,69.1719,70.0683,3827841.0
2020-09-20,70.5406,71.5623,69.1719,70.0683,3827841.0
2020-09-21,69.1815,69.7599,67.244,69.5189,2606302.0
2020-09-22,69.8177,73.1433,69.1911,72.7866,5443868.0
2020-09-23,72.777,72.8059,68.3622,68.6031,3830277.0
2020-09-24,68.4104,70.3864,67.7356,69.4032,3338767.0
2020-09-25,68.9309,70.0683,68.2561,69.2393,3337929.0
2020-09-26,68.9309,70.0683,68.2561,69.2393,3337929.0
2020-09-27,68.9309,70.0683,68.2561,69.2393,3337929.0
2020-09-28,70.3671,71.9865,69.4032,71.8034,3151204.0
2020-09-29,71.8612,72.1022,71.0082,71.3504,2285600.0
2020-09-30,71.7745,73.8373,71.4371,72.9023,3856287.0
2020-10-01,73.9433,74.8302,73.0469,74.7434,3514131.0
2020-10-02,73.0469,75.5435,72.8252,75.0808,2586891.0
2020-10-03,73.0469,75.5435,72.8252,75.0808,2586891.0
2020-10-04,73.0469,75.5435,72.8252,75.0808,2586891.0
2020-10-05,75.6688,75.9387,71.9576,72.9698,4174461.0
2020-10-06,73.1722,73.9048,71.9576,72.401,2440791.0
2020-10-07,73.3746,74.0879,72.5456,73.0276,2111082.0
2020-10-08,73.8855,75.1097,73.8588,74.9073,1786076.0
2020-10-09,75.6591,76.1218,74.7338,75.2736,1954356.0
2020-10-10,75.6591,76.1218,74.7338,75.2736,1954356.0
2020-10-11,75.6591,76.1218,74.7338,75.2736,1954356.0
2020-10-12,75.7748,75.963,74.6225,75.5242,1776572.0
2020-10-13,75.1579,75.7796,73.9626,75.0422,1952589.0
2020-10-14,75.4085,75.7652,74.541,75.4471,1695692.0
2020-10-15,74.2518,76.0929,73.9915,75.9772,2166418.0
2020-10-16,76.6327,78.281,74.1843,74.3096,3597706.0
2020-10-17,76.6327,78.281,74.1843,74.3096,3597706.0
2020-10-18,76.6327,78.281,74.1843,74.3096,3597706.0
2020-10-19,74.7241,75.476,72.5184,73.0565,1764722.0
2020-10-20,73.23,74.5988,72.9119,73.7602,2071047.0
2020-10-21,73.5578,73.7795,70.1936,70.4732,2818694.0
2020-10-22,70.7334,70.7334,67.7452,68.0441,3950172.0
2020-10-23,68.6224,70.5599,68.3911,70.425,2294914.0
2020-10-24,68.6224,70.5599,68.3911,70.425,2294914.0
2020-10-25,68.6224,70.5599,68.3911,70.425,2294914.0
2020-10-26,69.8466,70.1262,67.2344,68.285,3282194.0
2020-10-27,68.5357,68.6899,66.174,66.6078,2577906.0
2020-10-28,65.4318,67.7163,64.9498,66.3957,2523968.0
2020-10-29,66.8102,67.0416,65.2679,65.5764,2489565.0
2020-10-30,65.2679,66.1162,63.7449,64.4004,3353329.0
2020-10-31,65.2679,66.1162,63.7449,64.4004,3353329.0
2020-11-01,65.2679,66.1162,63.7449,64.4004,3353329.0
2020-11-02,66.1837,66.9934,65.5276,66.6849,2550530.0
2020-11-03,67.7067,68.0248,66.2415,66.9548,2723972.0
2020-11-04,68.6803,72.8155,68.1983,72.054,4198746.0
2020-11-05,72.43,72.8734,70.0972,70.2804,3106303.0
2020-11-06,70.1647,70.3093,67.1958,68.0633,2305151.0
2020-11-07,70.1647,70.3093,67.1958,68.0633,2305151.0
2020-11-08,70.1647,70.3093,67.1958,68.0633,2305151.0
2020-11-09,69.3068,69.7309,62.4822,62.6075,7374160.0
2020-11-10,64.5739,69.2201,63.9676,68.3236,7652814.0
2020-11-11,69.6153,70.2611,67.8898,70.2226,4285334.0
2020-11-12,69.9237,70.8395,68.1839,68.8441,2790568.0
2020-11-13,69.49,71.466,69.008,70.6274,2337784.0
2020-11-14,69.49,71.466,69.008,70.6274,2337784.0
2020-11-15,69.49,71.466,69.008,70.6274,2337784.0
2020-11-16,71.0033,71.6974,69.355,71.4564,2250983.0
2020-11-17,71.1865,72.6709,70.3864,70.8202,2783213.0
2020-11-18,71.0419,72.777,70.5985,71.8516,2741148.0
2020-11-19,71.8709,73.7313,71.5046,72.3914,3460099.0
2020-11-20,72.3625,73.2493,71.7166,72.295,2056238.0
2020-11-21,72.3625,73.2493,71.7166,72.295,2056238.0
2020-11-22,72.3625,73.2493,71.7166,72.295,2056238.0
2020-11-23,72.8348,74.7723,72.4541,74.4928,1943435.0
2020-11-24,75.0326,75.4278,71.3311,71.6106,3864188.0
2020-11-25,72.5553,73.7698,71.5817,73.3168,2363403.0
2020-11-26,72.5553,73.7698,71.5817,73.3168,2363403.0
2020-11-27,73.1529,74.4542,72.8444,73.2397,1215056.0
2020-11-28,73.1529,74.4542,72.8444,73.2397,1215056.0
2020-11-29,73.1529,74.4542,72.8444,73.2397,1215056.0
2020-11-30,73.2782,73.4999,70.5166,71.813,6141722.0
2020-12-01,71.9384,72.5842,69.2875,69.49,2873448.0
2020-12-02,69.249,69.4514,66.55,66.7717,3830598.0
2020-12-03,67.0713,70.2325,66.9747,69.9328,2752741.0
2020-12-04,69.4688,69.7298,68.0864,68.8984,2647370.0
2020-12-05,69.4688,69.7298,68.0864,68.8984,2647370.0
2020-12-06,69.4688,69.7298,68.0864,68.8984,2647370.0
2020-12-07,69.0145,71.4313,68.2991,71.3443,2818752.0
2020-12-08,70.6966,71.0929,68.0864,68.4731,3485805.0
2020-12-09,69.9522,69.9522,66.8393,67.5837,4876923.0
2020-12-10,66.9747,68.2894,66.6073,67.6417,2230759.0
2020-12-11,67.6224,68.8791,67.1874,67.5837,2028396.0
2020-12-12,67.6224,68.8791,67.1874,67.5837,2028396.0
2020-12-13,67.6224,68.8791,67.1874,67.5837,2028396.0
2020-12-14,68.5408,69.2948,67.9994,68.0574,2662767.0
2020-12-15,68.4054,69.3238,68.2701,68.5891,2101649.0
2020-12-16,69.0531,69.2078,67.835,68.8114,2001110.0
2020-12-17,69.7008,72.2143,69.7008,71.0252,4656885.0
2020-12-18,71.1122,71.3056,70.3582,70.7932,5122162.0
2020-12-19,71.1122,71.3056,70.3582,70.7932,5122162.0
2020-12-20,71.1122,71.3056,70.3582,70.7932,5122162.0
2020-12-21,69.8072,70.8126,68.7534,70.0972,2451094.0
2020-12-22,70.0875,70.6676,69.4108,69.9135,1836248.0
2020-12-23,70.0875,70.1359,68.1541,68.3957,2706809.0
2020-12-24,68.3957,69.812,67.806,69.4591,1634392.0
2020-12-25,68.3957,69.812,67.806,69.4591,1634392.0
2020-12-26,68.3957,69.812,67.806,69.4591,1634392.0
2020-12-27,68.3957,69.812,67.806,69.4591,1634392.0
2020-12-28,69.6042,69.6138,67.8737,68.0574,1983971.0
2020-12-29,68.4151,68.671,67.3614,67.661,2593847.0
2020-12-30,67.6804,68.8984,67.6562,67.7867,1506782.0
2020-12-31,67.6707,67.6707,66.5106,66.6266,2195353.0
2021-01-01,67.6707,67.6707,66.5106,66.6266,2195353.0
2021-01-02,67.6707,67.6707,66.5106,66.6266,2195353.0
2021-01-03,67.6707,67.6707,66.5106,66.6266,2195353.0
2021-01-04,66.936,67.1825,63.7071,65.0992,3439538.0
2021-01-05,64.7802,65.1958,63.9827,64.2002,2583108.0
2021-01-06,63.2044,64.2775,62.1797,63.6588,4356025.0
2021-01-07,63.8715,66.6266,63.8715,66.4043,3435242.0
2021-01-08,67.139,67.3904,64.3355,64.7319,3091764.0
2021-01-09,67.139,67.3904,64.3355,64.7319,3091764.0
2021-01-10,67.139,67.3904,64.3355,64.7319,3091764.0
2021-01-11,64.3838,66.5976,63.7071,65.7953,2404151.0
2021-01-12,65.9403,66.3076,64.8092,66.1529,3627008.0
2021-01-13,67.2743,69.0725,66.269,66.4333,2945356.0
2021-01-14,67.0423,67.0423,66.1046,66.733,3462734.0
2021-01-15,66.8393,67.9414,66.7427,67.052,2372021.0
2021-01-16,66.8393,67.9414,66.7427,67.052,2372021.0
2021-01-17,66.8393,67.9414,66.7427,67.052,2372021.0
2021-01-18,66.8393,67.9414,66.7427,67.052,2372021.0
2021-01-19,68.1541,69.4036,67.545,68.9371,3939427.0
2021-01-20,69.3625,73.6257,69.0435,72.6107,4669312.0
2021-01-21,73.7611,75.5592,72.8862,74.0221,3851146.0
2021-01-22,73.4711,75.4528,72.79,75.1242,3681610.0
2021-01-23,73.4711,75.4528,72.79,75.1242,3681610.0
2021-01-24,73.4711,75.4528,72.79,75.1242,3681610.0
2021-01-25,75.9942,78.2177,75.6945,76.3422,5327115.0
2021-01-26,77.8406,80.4798,74.2154,75.2015,4990181.0
2021-01-27,74.2154,76.1295,71.7309,72.1756,3849367.0
2021-01-28,72.2143,75.0081,71.1799,74.2444,3436304.0
2021-01-29,73.6064,75.0661,72.659,74.2444,5228229.0
2021-01-30,73.6064,75.0661,72.659,74.2444,5228229.0
2021-01-31,73.6064,75.0661,72.659,74.2444,5228229.0
2021-02-01,74.8728,75.2402,73.3744,74.5248,2717812.0
2021-02-02,74.8051,75.3658,73.3357,74.8438,2247658.0
2021-02-03,74.5538,75.2112,73.6644,74.0027,2495598.0
2021-02-04,74.0898,75.3562,73.0119,74.5151,2838386.0
2021-02-05,75.1725,78.092,74.2541,77.3573,2924480.0
2021-02-06,75.1725,78.092,74.2541,77.3573,2924480.0
2021-02-07,75.1725,78.092,74.2541,77.3573,2924480.0
2021-02-08,78.15,80.2961,77.8986,80.1995,2488168.0
2021-02-09,80.3831,80.5571,78.643,79.0781,2669929.0
2021-02-10,79.0394,80.7118,78.3337,79.8128,2238246.0
2021-02-11,80.2478,81.6012,79.8418,80.6731,1666067.0
2021-02-12,80.0544,80.9632,79.0974,79.4454,1779067.0
2021-02-13,80.0544,80.9632,79.0974,79.4454,1779067.0
2021-02-14,80.0544,80.9632,79.0974,79.4454,1779067.0
2021-02-15,80.0544,80.9632,79.0974,79.4454,1779067.0
2021-02-16,79.0869,79.4067,76.2087,76.5188,3708460.0
2021-02-17,75.8114,76.5285,74.1542,75.9664,3055208.0
2021-02-18,75.8017,76.7029,75.448,75.8211,1887793.0
2021-02-19,76.2475,77.2456,75.918,76.7611,2609807.0
2021-02-20,76.2475,77.2456,75.918,76.7611,2609807.0
2021-02-21,76.2475,77.2456,75.918,76.7611,2609807.0
2021-02-22,76.3637,76.8289,74.9877,75.0652,2844360.0
2021-02-23,74.8423,75.9374,73.2724,75.4916,2885959.0
2021-02-24,74.8617,77.6236,72.8363,77.5751,3835937.0
2021-02-25,76.5769,76.9355,71.8284,72.2258,6323633.0
2021-02-26,73.3208,75.5245,72.8363,74.4934,4991619.0
2021-02-27,73.3208,75.5245,72.8363,74.4934,4991619.0
2021-02-28,73.3208,75.5245,72.8363,74.4934,4991619.0
2021-03-01,75.9858,76.5091,74.8482,75.2396,2242811.0
2021-03-02,75.5885,76.8483,74.5516,76.3444,3377682.0
2021-03-03,75.7726,76.0052,73.66,73.6891,2418990.0
2021-03-04,73.6503,75.5013,70.3264,72.4971,4402364.0
2021-03-05,73.4759,76.8338,71.2761,76.5673,4396304.0
2021-03-06,73.4759,76.8338,71.2761,76.5673,4396304.0
2021-03-07,73.4759,76.8338,71.2761,76.5673,4396304.0
2021-03-08,76.9258,79.1741,76.4994,78.0209,3037688.0
2021-03-09,78.7283,80.1819,77.0712,77.2747,2770762.0
2021-03-10,78.0209,80.1819,77.3522,79.552,2850133.0
2021-03-11,82.3236,82.3721,79.6393,80.7343,4141164.0
2021-03-12,78.9318,79.6635,76.9355,78.1953,4332951.0
2021-03-13,78.9318,79.6635,76.9355,78.1953,4332951.0
2021-03-14,78.9318,79.6635,76.9355,78.1953,4332951.0
2021-03-15,78.6411,81.1607,78.2922,81.1316,2796504.0
2021-03-16,81.7809,83.157,80.6665,80.6859,3426140.0
2021-03-17,79.93,84.5428,79.0578,84.3005,4342883.0
2021-03-18,83.0504,83.3315,79.6005,80.1238,4208298.0
2021-03-19,80.1432,81.81,79.1868,81.0444,4835743.0
2021-03-20,80.1432,81.81,79.1868,81.0444,4835743.0
2021-03-21,80.1432,81.81,79.1868,81.0444,4835743.0
2021-03-22,81.9457,82.3624,80.2401,81.8778,2194077.0
2021-03-23,82.1104,82.8469,80.1916,80.8603,2470550.0
2021-03-24,81.2189,83.0698,80.87,80.9766,1968168.0
2021-03-25,79.6005,83.8354,79.2807,83.3896,2914406.0
2021-03-26,83.9032,87.1981,83.1861,87.0721,3499886.0
2021-03-27,83.9032,87.1981,83.1861,87.0721,3499886.0
2021-03-28,83.9032,87.1981,83.1861,87.0721,3499886.0
2021-03-29,87.0818,88.2349,84.8816,85.1533,3228839.0
2021-03-30,84.4168,87.0818,84.223,86.481,2003704.0
2021-03-31,87.2078,87.5373,85.8995,86.3647,2513231.0
2021-04-01,87.2659,88.3513,86.5779,88.235,2443345.0
2021-04-02,87.2659,88.3513,86.5779,88.235,2443345.0
2021-04-03,87.2659,88.3513,86.5779,88.235,2443345.0
2021-04-04,87.2659,88.3513,86.5779,88.235,2443345.0
2021-04-05,88.8649,89.9115,87.9249,89.7759,2481715.0
2021-04-06,89.5627,91.2876,89.175,90.493,2810831.0
2021-04-07,90.8612,91.0841,88.673,89.3204,2282147.0
2021-04-08,89.4658,89.6596,88.4191,88.642,2036571.0
2021-04-09,88.642,91.2779,88.0897,91.026,2169882.0
2021-04-10,88.642,91.2779,88.0897,91.026,2169882.0
2021-04-11,88.642,91.2779,88.0897,91.026,2169882.0
2021-04-12,91.0163,91.4136,90.0472,90.8515,2623715.0
2021-04-13,90.367,90.6965,89.0297,90.2604,2598252.0
2021-04-14,89.9212,90.9194,89.427,89.96,1938625.0
2021-04-15,91.0938,91.1423,89.9697,90.1732,2771919.0
2021-04-16,90.6965,93.8121,90.5996,93.3905,4065300.0
2021-04-17,90.6965,93.8121,90.5996,93.3905,4065300.0
2021-04-18,90.6965,93.8121,90.5996,93.3905,4065300.0
2021-04-19,93.8169,93.9138,91.9563,92.7606,2355861.0
2021-04-20,92.5281,92.9641,87.8668,89.0878,2984725.0
2021-04-21,89.3301,90.8322,89.2526,90.4155,2569788.0
2021-04-22,88.0897,92.0338,87.0237,91.9854,5456814.0
2021-04-23,92.7413,95.4934,92.0629,95.1737,4053075.0
2021-04-24,92.7413,95.4934,92.0629,95.1737,4053075.0
2021-04-25,92.7413,95.4934,92.0629,95.1737,4053075.0
2021-04-26,95.4644,97.7853,95.1155,97.3056,3697429.0
2021-04-27,97.9355,99.4231,97.2281,97.4704,3902725.0
2021-04-28,97.5382,97.795,96.26,96.7242,2618222.0
2021-04-29,97.577,98.5218,96.637,98.3329,2290552.0
2021-04-30,97.7708,97.7708,95.0089,95.2512,5110358.0
2021-05-01,97.7708,97.7708,95.0089,95.2512,5110358.0
2021-05-02,97.7708,97.7708,95.0089,95.2512,5110358.0
