,PNC US Equity,PNC US Equity,PNC US Equity,PNC US Equity,PNC US Equity
2022-05-04,155.5325,159.8997,154.615,159.3859,2186489.0
2022-05-05,157.3216,157.6152,152.6057,154.9361,1881591.0
2022-05-06,154.56,154.8994,151.0093,152.8718,2341990.0
2022-05-07,154.56,154.8994,151.0093,152.8718,2341990.0
2022-05-08,154.56,154.8994,151.0093,152.8718,2341990.0
2022-05-09,150.9909,151.9497,149.2761,150.1652,2050575.0
2022-05-10,151.1194,152.5094,146.4494,148.4862,2005616.0
2022-05-11,149.1284,152.8076,146.4769,146.642,1756153.0
2022-05-12,145.7704,147.2751,143.3145,146.1558,2030613.0
2022-05-13,147.7614,148.1284,143.8162,144.4492,2162096.0
2022-05-14,147.7614,148.1284,143.8162,144.4492,2162096.0
2022-05-15,147.7614,148.1284,143.8162,144.4492,2162096.0
2022-05-16,144.119,144.7337,140.4903,142.4583,2598488.0
2022-05-17,145.1282,147.9219,144.6603,147.1925,1846307.0
2022-05-18,145.9815,146.3668,142.5317,143.0638,1905163.0
2022-05-19,141.4215,143.2198,140.0912,141.9812,2049830.0
2022-05-20,142.7335,144.1924,139.7792,143.1097,2014476.0
2022-05-21,142.7335,144.1924,139.7792,143.1097,2014476.0
2022-05-22,142.7335,144.1924,139.7792,143.1097,2014476.0
2022-05-23,145.7154,150.1147,145.431,148.789,2047517.0
2022-05-24,148.3577,150.3028,145.6145,149.789,2218632.0
2022-05-25,149.422,155.2022,149.3945,153.7984,2814361.0
2022-05-26,154.9637,159.964,154.5691,158.6795,2648790.0
2022-05-27,158.5052,160.6154,158.3217,160.6062,1651803.0
2022-05-28,158.5052,160.6154,158.3217,160.6062,1651803.0
2022-05-29,158.5052,160.6154,158.3217,160.6062,1651803.0
2022-05-30,158.5052,160.6154,158.3217,160.6062,1651803.0
2022-05-31,158.2941,161.909,157.973,160.9365,2995528.0
2022-06-01,161.331,161.4778,156.1013,158.2116,1325903.0
2022-06-02,158.184,161.0741,156.8537,161.0282,1418036.0
2022-06-03,159.2575,160.7897,158.551,159.0006,1267324.0
2022-06-04,159.2575,160.7897,158.551,159.0006,1267324.0
2022-06-05,159.2575,160.7897,158.551,159.0006,1267324.0
2022-06-06,160.5512,161.7806,158.5602,158.7988,924790.0
2022-06-07,156.7252,159.0419,156.6335,158.9089,1221244.0
2022-06-08,157.5418,157.5418,154.9545,155.8811,1112766.0
2022-06-09,155.193,155.505,149.4954,149.5505,2103237.0
2022-06-10,145.7613,148.3577,144.4217,145.2658,2252315.0
2022-06-11,145.7613,148.3577,144.4217,145.2658,2252315.0
2022-06-12,145.7613,148.3577,144.4217,145.2658,2252315.0
2022-06-13,141.6509,145.5823,141.3481,142.6968,2955324.0
2022-06-14,143.2473,146.2567,141.55,142.8161,1932645.0
2022-06-15,143.752,145.8989,141.8069,143.596,1918205.0
2022-06-16,141.0545,141.2289,138.2379,138.981,3403839.0
2022-06-17,137.6231,142.6326,137.1736,141.3757,6732443.0
2022-06-18,137.6231,142.6326,137.1736,141.3757,6732443.0
2022-06-19,137.6231,142.6326,137.1736,141.3757,6732443.0
2022-06-20,137.6231,142.6326,137.1736,141.3757,6732443.0
2022-06-21,144.6144,145.6052,142.6418,143.5776,2184587.0
2022-06-22,142.1188,144.9997,142.0271,143.6877,1868480.0
2022-06-23,142.7886,143.5624,140.5224,142.9446,2157538.0
2022-06-24,143.963,149.5046,143.6052,149.4037,3039195.0
2022-06-25,143.963,149.5046,143.6052,149.4037,3039195.0
2022-06-26,143.963,149.5046,143.6052,149.4037,3039195.0
2022-06-27,150.468,150.8808,147.2201,148.1284,1462763.0
2022-06-28,149.156,151.3396,146.5503,146.5686,1577503.0
2022-06-29,147.0274,147.0274,144.1144,144.385,1132782.0
2022-06-30,141.3206,146.298,139.9536,144.752,2296078.0
2022-07-01,144.2933,148.1834,142.3941,147.9907,2165169.0
2022-07-02,144.2933,148.1834,142.3941,147.9907,2165169.0
2022-07-03,144.2933,148.1834,142.3941,147.9907,2165169.0
2022-07-04,144.2933,148.1834,142.3941,147.9907,2165169.0
2022-07-05,144.963,147.8531,142.8345,147.7981,1936283.0
2022-07-06,146.8806,148.1572,145.4493,146.8255,1692923.0
2022-07-07,147.7981,149.4954,147.2568,148.9174,1561105.0
2022-07-08,149.5321,150.1744,147.2957,148.0641,1456679.0
2022-07-09,149.5321,150.1744,147.2957,148.0641,1456679.0
2022-07-10,149.5321,150.1744,147.2957,148.0641,1456679.0
2022-07-11,147.6696,148.2476,145.7758,146.9999,1776981.0
2022-07-12,146.333,148.6021,144.6474,145.4902,1681330.0
2022-07-13,143.6842,144.3788,140.2389,142.9155,3068741.0
2022-07-14,139.4517,140.7066,138.4699,139.8129,2120397.0
2022-07-15,137.0714,142.7673,135.5803,142.0912,4838786.0
2022-07-16,137.0714,142.7673,135.5803,142.0912,4838786.0
2022-07-17,137.0714,142.7673,135.5803,142.0912,4838786.0
2022-07-18,144.5085,147.4537,142.0588,143.2489,2219902.0
2022-07-19,145.2679,148.9401,144.7886,148.3613,2018572.0
2022-07-20,147.2499,148.7503,146.2219,148.3242,1683082.0
2022-07-21,147.6204,149.7968,147.2342,149.6764,1547486.0
2022-07-22,149.908,151.6862,149.0189,149.8154,1457258.0
2022-07-23,149.908,151.6862,149.0189,149.8154,1457258.0
2022-07-24,149.908,151.6862,149.0189,149.8154,1457258.0
2022-07-25,151.2602,153.3533,150.2599,152.5383,1294186.0
2022-07-26,151.3713,153.909,149.7135,149.7783,1574147.0
2022-07-27,150.3803,152.3206,149.5931,150.9638,2153100.0
2022-07-28,150.7508,151.751,148.7179,150.8712,1732375.0
2022-07-29,151.4269,154.2702,151.1907,153.6867,2122171.0
2022-07-30,151.4269,154.2702,151.1907,153.6867,2122171.0
2022-07-31,151.4269,154.2702,151.1907,153.6867,2122171.0
2022-08-01,151.7788,154.0109,150.4915,153.7978,1159022.0
2022-08-02,153.307,153.483,151.1861,151.2509,1597444.0
2022-08-03,152.529,154.0201,151.3389,153.1403,1151934.0
2022-08-04,152.6957,153.5756,151.3435,151.9641,1473425.0
2022-08-05,152.0937,155.6726,151.5704,154.7055,1556221.0
2022-08-06,152.0937,155.6726,151.5704,154.7055,1556221.0
2022-08-07,152.0937,155.6726,151.5704,154.7055,1556221.0
2022-08-08,155.8632,156.3726,153.6219,153.7793,927275.0
2022-08-09,153.7978,154.6684,153.0569,153.6682,918926.0
2022-08-10,155.8169,158.299,155.1408,156.9468,2324251.0
2022-08-11,158.6417,159.8549,157.9841,159.2437,1563094.0
2022-08-12,160.2532,161.7443,159.0862,161.735,1188043.0
2022-08-13,160.2532,161.7443,159.0862,161.735,1188043.0
2022-08-14,160.2532,161.7443,159.0862,161.735,1188043.0
2022-08-15,160.1976,161.5591,159.6234,161.0867,910175.0
2022-08-16,160.3643,163.3188,160.3643,162.1147,948343.0
2022-08-17,160.0309,161.4479,159.6975,160.5403,936386.0
2022-08-18,161.0497,161.0636,159.5771,160.6885,691874.0
2022-08-19,159.3177,159.9707,157.4006,158.1786,1240786.0
2022-08-20,159.3177,159.9707,157.4006,158.1786,1240786.0
2022-08-21,159.3177,159.9707,157.4006,158.1786,1240786.0
2022-08-22,156.4189,156.4189,153.7978,154.1683,1269002.0
2022-08-23,154.4184,155.539,154.0479,154.1961,840420.0
2022-08-24,153.6311,155.2896,153.1125,155.0389,1383104.0
2022-08-25,155.2982,157.4469,154.8166,156.4281,1619735.0
2022-08-26,156.9375,157.2987,150.0654,150.2136,1641972.0
2022-08-27,156.9375,157.2987,150.0654,150.2136,1641972.0
2022-08-28,156.9375,157.2987,150.0654,150.2136,1641972.0
2022-08-29,149.3523,149.7922,147.4074,148.2965,1572110.0
2022-08-30,149.0559,149.0559,146.7405,147.537,1586755.0
2022-08-31,148.2779,148.5697,146.296,146.333,3090559.0
2022-09-01,145.9348,146.8517,144.2509,146.7498,1704510.0
2022-09-02,148.6299,150.0376,145.092,145.6384,1432997.0
2022-09-03,148.6299,150.0376,145.092,145.6384,1432997.0
2022-09-04,148.6299,150.0376,145.092,145.6384,1432997.0
2022-09-05,148.6299,150.0376,145.092,145.6384,1432997.0
2022-09-06,146.722,146.722,142.7673,144.8234,1857762.0
2022-09-07,143.6749,148.352,143.5082,147.8241,1921960.0
2022-09-08,147.1388,150.9823,146.3052,150.8249,1657899.0
2022-09-09,151.5751,152.9921,150.9731,152.2049,1984838.0
2022-09-10,151.5751,152.9921,150.9731,152.2049,1984838.0
2022-09-11,151.5751,152.9921,150.9731,152.2049,1984838.0
2022-09-12,153.2329,154.8907,152.9273,154.0016,2138745.0
2022-09-13,150.7971,151.714,148.2224,148.9726,1945842.0
2022-09-14,149.7876,150.8804,147.5648,150.4174,1929853.0
2022-09-15,151.0842,154.5666,150.6767,152.8624,1730987.0
2022-09-16,151.2139,152.0474,149.4079,151.7325,2569126.0
2022-09-17,151.2139,152.0474,149.4079,151.7325,2569126.0
2022-09-18,151.2139,152.0474,149.4079,151.7325,2569126.0
2022-09-19,149.7876,153.4366,149.1763,153.1032,1159410.0
2022-09-20,151.9363,152.6401,150.4359,151.7325,1330395.0
2022-09-21,151.7047,152.353,146.722,146.7498,1645173.0
2022-09-22,147.713,147.713,143.0313,143.2489,1642138.0
2022-09-23,141.4336,142.2672,138.8311,140.702,1630371.0
2022-09-24,141.4336,142.2672,138.8311,140.702,1630371.0
2022-09-25,141.4336,142.2672,138.8311,140.702,1630371.0
2022-09-26,139.6739,141.0493,137.3863,137.7568,1837216.0
2022-09-27,139.2849,139.8499,136.2379,137.0992,2082977.0
2022-09-28,137.2196,141.1975,137.2104,140.3963,1762864.0
2022-09-29,138.6274,140.4149,137.6364,139.5998,1633665.0
2022-09-30,139.6184,142.3413,138.2013,138.3866,2140660.0
2022-10-01,139.6184,142.3413,138.2013,138.3866,2140660.0
2022-10-02,139.6184,142.3413,138.2013,138.3866,2140660.0
2022-10-03,140.5908,143.5545,138.0624,142.4431,2236422.0
2022-10-04,144.6289,148.8707,144.5826,148.7781,2099940.0
2022-10-05,146.333,148.1668,145.8885,147.4722,1130821.0
2022-10-06,146.4164,147.2592,143.8833,144.2121,1756882.0
2022-10-07,143.11,143.3323,139.6091,140.1648,1688110.0
2022-10-08,143.11,143.3323,139.6091,140.1648,1688110.0
2022-10-09,143.11,143.3323,139.6091,140.1648,1688110.0
2022-10-10,141.1836,142.0958,138.8774,139.711,1244278.0
2022-10-11,138.8219,139.6461,136.3212,136.7751,1777149.0
2022-10-12,136.1453,137.3308,135.0107,135.3302,1723570.0
2022-10-13,133.2371,142.6932,132.9234,141.6744,3553043.0
2022-10-14,140.2995,144.8733,139.1865,140.0189,4734958.0
2022-10-15,140.2995,144.8733,139.1865,140.0189,4734958.0
2022-10-16,140.2995,144.8733,139.1865,140.0189,4734958.0
2022-10-17,143.4235,146.3511,142.3348,145.7712,2818060.0
2022-10-18,149.3816,149.5125,144.6488,146.0612,2485077.0
2022-10-19,144.7798,146.6644,141.1928,141.8896,1673077.0
2022-10-20,140.7952,143.0775,137.559,138.4102,1952115.0
2022-10-21,137.9518,146.5382,137.3906,146.2576,2624563.0
2022-10-22,137.9518,146.5382,137.3906,146.2576,2624563.0
2022-10-23,137.9518,146.5382,137.3906,146.2576,2624563.0
2022-10-24,147.0807,150.7846,146.4072,150.0644,2154831.0
2022-10-25,148.8765,153.5391,148.7502,152.6646,2061471.0
2022-10-26,153.2819,154.1845,151.1681,151.2616,1985947.0
2022-10-27,152.9545,154.2734,150.3917,150.5882,1753673.0
2022-10-28,151.4487,152.7394,150.1485,152.3372,2204512.0
2022-10-29,151.4487,152.7394,150.1485,152.3372,2204512.0
2022-10-30,151.4487,152.7394,150.1485,152.3372,2204512.0
2022-10-31,151.7293,152.6926,151.0091,151.3645,2192249.0
2022-11-01,152.384,152.8329,150.4151,151.3458,1495328.0
2022-11-02,150.7191,152.8142,148.3621,148.465,2300843.0
2022-11-03,146.8468,147.3987,143.0494,143.3955,2484942.0
2022-11-04,145.3222,147.1087,143.3206,146.3792,3575102.0
2022-11-05,145.3222,147.1087,143.3206,146.3792,3575102.0
2022-11-06,145.3222,147.1087,143.3206,146.3792,3575102.0
2022-11-07,148.0253,148.8812,145.6403,146.5662,2256321.0
2022-11-08,146.5101,149.8025,146.0424,148.3995,3290444.0
2022-11-09,146.9497,147.4829,144.1437,145.4906,2438178.0
2022-11-10,149.9802,153.8291,149.3535,153.2538,2781814.0
2022-11-11,154.2734,156.6678,153.5438,155.0403,2755091.0
2022-11-12,154.2734,156.6678,153.5438,155.0403,2755091.0
2022-11-13,154.2734,156.6678,153.5438,155.0403,2755091.0
2022-11-14,154.8439,155.1713,152.6646,152.7301,2741583.0
2022-11-15,154.7317,156.7894,151.0371,153.5251,2210396.0
2022-11-16,153.5531,153.946,151.0745,151.1961,1951203.0
2022-11-17,148.8017,149.5125,147.2116,148.5304,2030999.0
2022-11-18,150.9062,151.2616,149.5172,150.7378,1853136.0
2022-11-19,150.9062,151.2616,149.5172,150.7378,1853136.0
2022-11-20,150.9062,151.2616,149.5172,150.7378,1853136.0
2022-11-21,150.5882,152.7768,149.8586,152.1408,1420773.0
2022-11-22,153.5157,154.7971,153.2118,154.3108,1547810.0
2022-11-23,154.0956,156.0972,153.8618,155.7325,1278166.0
2022-11-24,154.0956,156.0972,153.8618,155.7325,1278166.0
2022-11-25,157.098,157.9024,156.2375,156.8081,597492.0
2022-11-26,157.098,157.9024,156.2375,156.8081,597492.0
2022-11-27,157.098,157.9024,156.2375,156.8081,597492.0
2022-11-28,155.3022,155.985,151.7947,152.094,1525786.0
2022-11-29,152.3933,154.2079,151.7667,153.7402,975481.0
2022-11-30,153.1884,157.6405,149.448,157.3786,3296824.0
2022-12-01,158.5852,159.2633,153.7496,154.1424,1854151.0
2022-12-02,152.1969,153.9553,151.7433,153.6093,1569945.0
2022-12-03,152.1969,153.9553,151.7433,153.6093,1569945.0
2022-12-04,152.1969,153.9553,151.7433,153.6093,1569945.0
2022-12-05,152.2437,152.3004,142.7127,143.2084,3811344.0
2022-12-06,143.0962,143.8444,140.0096,142.0392,2563111.0
2022-12-07,141.3284,146.2202,140.7859,145.0697,2628257.0
2022-12-08,145.7712,146.8609,143.6761,144.3589,1927215.0
2022-12-09,143.6854,145.7806,143.171,144.1157,1760973.0
2022-12-10,143.6854,145.7806,143.171,144.1157,1760973.0
2022-12-11,143.6854,145.7806,143.171,144.1157,1760973.0
2022-12-12,144.5927,146.6177,142.2964,146.5662,2349403.0
2022-12-13,150.3356,150.663,143.1336,144.0689,2621029.0
2022-12-14,143.4516,144.6675,139.5513,139.9441,3205773.0
2022-12-15,137.9612,140.683,137.559,140.4679,3043401.0
2022-12-16,139.2332,141.132,138.4756,140.6643,7000011.0
2022-12-17,139.2332,141.132,138.4756,140.6643,7000011.0
2022-12-18,139.2332,141.132,138.4756,140.6643,7000011.0
2022-12-19,140.5521,142.6753,139.3087,140.4492,2070659.0
2022-12-20,140.7485,143.7462,140.6269,141.8709,2144730.0
2022-12-21,143.7135,145.4345,143.344,143.9473,1541628.0
2022-12-22,143.2645,144.544,141.319,144.3121,1522145.0
2022-12-23,144.256,146.0451,144.2135,144.9949,1027556.0
2022-12-24,144.256,146.0451,144.2135,144.9949,1027556.0
2022-12-25,144.256,146.0451,144.2135,144.9949,1027556.0
2022-12-26,144.256,146.0451,144.2135,144.9949,1027556.0
2022-12-27,145.3129,146.5101,144.3495,145.8741,732960.0
2022-12-28,146.2108,146.8749,145.2989,145.7806,974570.0
2022-12-29,146.1453,147.8289,145.5467,147.6232,994277.0
2022-12-30,147.0713,148.3153,146.1173,147.726,1035061.0
2022-12-31,147.0713,148.3153,146.1173,147.726,1035061.0
2023-01-01,147.0713,148.3153,146.1173,147.726,1035061.0
2023-01-02,147.0713,148.3153,146.1173,147.726,1035061.0
2023-01-03,149.3255,151.1493,147.4735,149.2039,1650580.0
2023-01-04,151.1493,155.3583,150.2608,153.1416,2107655.0
2023-01-05,150.5507,151.1868,147.1368,149.0636,2174084.0
2023-01-06,151.9911,154.1284,148.638,153.5906,2250143.0
2023-01-07,151.9911,154.1284,148.638,153.5906,2250143.0
2023-01-08,151.9911,154.1284,148.638,153.5906,2250143.0
2023-01-09,154.2827,156.0692,152.543,153.656,2473784.0
2023-01-10,152.9171,154.3762,151.9537,154.2734,2139881.0
2023-01-11,154.4417,155.9102,154.3716,155.1151,3197947.0
2023-01-12,156.2001,158.1363,155.8634,157.9024,2169671.0
2023-01-13,155.4771,155.9583,152.2779,154.7693,4379375.0
2023-01-14,155.4771,155.9583,152.2779,154.7693,4379375.0
2023-01-15,155.4771,155.9583,152.2779,154.7693,4379375.0
2023-01-16,155.4771,155.9583,152.2779,154.7693,4379375.0
2023-01-17,153.9482,154.3446,152.0891,152.7403,3608198.0
2023-01-18,143.9071,146.474,141.1656,143.5107,6677796.0
2023-01-19,142.0291,142.3877,138.8205,139.6887,5764331.0
2023-01-20,140.0851,146.3796,139.0187,146.1531,4166545.0
2023-01-21,140.0851,146.3796,139.0187,146.1531,4166545.0
2023-01-22,140.0851,146.3796,139.0187,146.1531,4166545.0
2023-01-23,146.4834,151.9287,145.8512,150.3716,2433426.0
2023-01-24,150.7396,150.7396,148.6257,149.5033,1631647.0
2023-01-25,148.3709,151.6739,147.8141,151.1643,2227526.0
2023-01-26,151.957,152.8701,150.3432,152.8158,1397195.0
2023-01-27,152.8724,155.7979,152.8347,153.986,2046880.0
2023-01-28,152.8724,155.7979,152.8347,153.986,2046880.0
2023-01-29,152.8724,155.7979,152.8347,153.986,2046880.0
2023-01-30,153.0611,154.2502,152.929,153.6934,1947122.0
2023-01-31,153.8256,156.1282,152.6742,156.1188,2295075.0
2023-02-01,154.6277,157.1946,153.0423,155.5148,1844392.0
2023-02-02,156.1848,157.4211,153.9294,156.8171,1930117.0
2023-02-03,155.4299,157.7137,154.8636,156.081,1507727.0
2023-02-04,155.4299,157.7137,154.8636,156.081,1507727.0
2023-02-05,155.4299,157.7137,154.8636,156.081,1507727.0
2023-02-06,154.8353,155.4299,153.4339,153.8256,1567552.0
2023-02-07,153.3065,154.7693,151.3058,153.7689,3890919.0
2023-02-08,151.9947,153.9577,151.7119,152.4666,1929598.0
2023-02-09,153.2121,153.5424,149.3712,149.9374,1637440.0
2023-02-10,149.3052,150.3716,148.7201,150.3716,1863727.0
2023-02-11,149.3052,150.3716,148.7201,150.3716,1863727.0
2023-02-12,149.3052,150.3716,148.7201,150.3716,1863727.0
2023-02-13,150.079,152.2495,149.3807,151.9192,1227806.0
2023-02-14,151.3341,152.5987,150.1545,152.0608,1122089.0
2023-02-15,150.5131,152.6695,150.1262,150.9944,1813249.0
2023-02-16,149.5977,150.9378,149.0315,149.3901,1781726.0
2023-02-17,149.107,149.8053,148.0878,149.6638,1797073.0
2023-02-18,149.107,149.8053,148.0878,149.6638,1797073.0
2023-02-19,149.107,149.8053,148.0878,149.6638,1797073.0
2023-02-20,149.107,149.8053,148.0878,149.6638,1797073.0
2023-02-21,148.0311,148.6568,146.2404,146.7288,1843278.0
2023-02-22,146.5023,147.8518,146.0965,147.5027,2630674.0
2023-02-23,148.9843,149.7393,146.8421,149.2013,3004179.0
2023-02-24,147.7008,149.8053,146.5306,149.5694,1553375.0
2023-02-25,147.7008,149.8053,146.5306,149.5694,1553375.0
2023-02-26,147.7008,149.8053,146.5306,149.5694,1553375.0
2023-02-27,151.0605,152.0797,148.4369,148.8239,1488329.0
2023-02-28,149.6355,149.9374,148.5502,149.0315,2740887.0
2023-03-01,148.1444,148.4511,145.6058,146.474,2504796.0
2023-03-02,145.1906,145.6152,140.1794,141.7837,3523767.0
2023-03-03,143.0766,144.8367,142.6074,144.2846,2465772.0
2023-03-04,143.0766,144.8367,142.6074,144.2846,2465772.0
2023-03-05,143.0766,144.8367,142.6074,144.2846,2465772.0
2023-03-06,145.2189,146.592,144.0392,144.0864,2454240.0
2023-03-07,142.803,143.1097,136.9802,137.5182,3520481.0
2023-03-08,136.9991,138.0844,136.1026,136.9614,2574898.0
2023-03-09,135.8761,135.8761,129.7231,130.11,4319989.0
2023-03-10,126.656,133.6678,124.8535,129.44,6957836.0
2023-03-11,126.656,133.6678,124.8535,129.44,6957836.0
2023-03-12,126.656,133.6678,124.8535,129.44,6957836.0
2023-03-13,122.0507,125.4858,117.2188,122.7396,14700700.0
2023-03-14,129.7608,130.8933,119.7952,123.1831,8289469.0
2023-03-15,118.993,119.4932,115.8127,118.0116,7609795.0
2023-03-16,117.4925,124.1929,114.1423,122.7962,7679424.0
2023-03-17,120.5973,121.0786,115.4258,116.7564,9095274.0
2023-03-18,120.5973,121.0786,115.4258,116.7564,9095274.0
2023-03-19,120.5973,121.0786,115.4258,116.7564,9095274.0
2023-03-20,119.0119,123.1076,117.8889,120.1821,5179783.0
2023-03-21,124.0985,125.1177,122.4093,124.2118,4103873.0
2023-03-22,123.2303,123.7022,117.3887,117.3982,4249905.0
2023-03-23,118.5117,119.0119,114.7274,115.2559,5851323.0
2023-03-24,113.2458,117.1811,112.5569,117.1622,4144759.0
2023-03-25,113.2458,117.1811,112.5569,117.1622,4144759.0
2023-03-26,113.2458,117.1811,112.5569,117.1622,4144759.0
2023-03-27,121.475,122.2772,117.2566,117.9833,3467088.0
2023-03-28,117.4736,119.8235,117.0207,119.7197,2703892.0
2023-03-29,121.7109,122.4455,120.4699,121.6637,2575623.0
2023-03-30,123.7116,123.806,119.597,119.8801,3064236.0
2023-03-31,121.2202,121.6024,119.2478,119.9462,3600453.0
2023-04-01,121.2202,121.6024,119.2478,119.9462,3600453.0
2023-04-02,121.2202,121.6024,119.2478,119.9462,3600453.0
2023-04-03,119.7669,120.7012,117.6341,117.9644,4845275.0
2023-04-04,118.7948,119.144,114.4538,115.9165,3480211.0
2023-04-05,114.0102,116.2563,113.5525,114.5953,3550021.0
2023-04-06,113.2458,117.115,113.0476,115.02,3507218.0
2023-04-07,113.2458,117.115,113.0476,115.02,3507218.0
2023-04-08,113.2458,117.115,113.0476,115.02,3507218.0
2023-04-09,113.2458,117.115,113.0476,115.02,3507218.0
2023-04-10,114.3971,115.9817,114.0563,115.322,3234752.0
2023-04-11,115.2276,116.2751,114.5952,115.4258,2726735.0
2023-04-12,116.1241,116.3412,112.7268,112.9627,4446256.0
2023-04-13,113.2458,114.8407,111.8208,114.5764,4856231.0
2023-04-14,114.6614,115.4069,110.896,114.9917,12921143.0
2023-04-15,114.6614,115.4069,110.896,114.9917,12921143.0
2023-04-16,114.6614,115.4069,110.896,114.9917,12921143.0
2023-04-17,114.8292,119.5588,113.4247,119.5206,6292923.0
2023-04-18,119.5206,120.0079,116.6637,119.2053,4718775.0
2023-04-19,119.0524,123.8776,118.1353,122.6546,5967176.0
2023-04-20,120.9634,121.2787,118.7276,120.0079,3720503.0
2023-04-21,119.1814,119.7643,117.4186,117.8867,3537895.0
2023-04-22,119.1814,119.7643,117.4186,117.8867,3537895.0
2023-04-23,119.1814,119.7643,117.4186,117.8867,3537895.0
2023-04-24,118.4791,119.1002,117.1797,118.7371,2333630.0
2023-04-25,116.9886,119.1002,115.7274,118.1925,4996013.0
2023-04-26,117.9536,123.8203,117.9154,122.1577,6547406.0
2023-04-27,122.9317,123.6387,121.7039,122.3202,3124400.0
2023-04-28,121.0685,126.4478,120.7675,124.4509,3942922.0
2023-04-29,121.0685,126.4478,120.7675,124.4509,3942922.0
2023-04-30,121.0685,126.4478,120.7675,124.4509,3942922.0
2023-05-01,120.8487,121.1258,116.0045,116.5682,9064160.0
2023-05-02,117.7625,117.7625,112.5361,113.8355,8595075.0
2023-05-03,114.7432,115.521,111.3704,111.4564,5764521.0
2023-05-04,108.332,110.4627,106.8605,108.5804,6975881.0
2023-05-05,111.4182,112.7081,109.8321,111.0073,4790783.0
2023-05-06,111.4182,112.7081,109.8321,111.0073,4790783.0
2023-05-07,111.4182,112.7081,109.8321,111.0073,4790783.0
2023-05-08,112.7463,113.1093,110.3958,111.7812,2867240.0
2023-05-09,110.5009,111.3991,109.469,110.5487,3063763.0
2023-05-10,112.0631,112.4119,108.7142,108.8957,3473289.0
2023-05-11,107.5485,108.5708,106.2681,107.6823,2511285.0
2023-05-12,108.6377,108.6377,105.3987,106.6121,2212350.0
2023-05-13,108.6377,108.6377,105.3987,106.6121,2212350.0
2023-05-14,108.6377,108.6377,105.3987,106.6121,2212350.0
2023-05-15,106.9179,109.0773,106.7268,108.6091,2256128.0
2023-05-16,108.6664,109.2683,106.4401,106.6217,2244207.0
2023-05-17,108.4371,113.9788,108.4371,113.9406,4488253.0
2023-05-18,113.482,115.1063,112.2208,114.8006,3077077.0
2023-05-19,115.2687,115.2808,111.6953,113.2049,2680046.0
2023-05-20,115.2687,115.2808,111.6953,113.2049,2680046.0
2023-05-21,115.2687,115.2808,111.6953,113.2049,2680046.0
2023-05-22,114.1222,115.0872,112.5647,115.0585,2452430.0
2023-05-23,115.2114,119.0524,114.6907,116.0809,3221630.0
2023-05-24,114.8101,115.4503,113.9788,114.8961,2062630.0
2023-05-25,114.4375,115.2943,113.2527,113.6922,1776494.0
2023-05-26,113.998,114.0457,112.6125,113.4916,1803673.0
2023-05-27,113.998,114.0457,112.6125,113.4916,1803673.0
2023-05-28,113.998,114.0457,112.6125,113.4916,1803673.0
2023-05-29,113.998,114.0457,112.6125,113.4916,1803673.0
2023-05-30,114.2034,114.6572,111.6953,113.5584,1787374.0
2023-05-31,112.7463,113.0998,109.0906,110.6729,3715008.0
2023-06-01,112.0106,114.6859,109.6123,114.4088,2964858.0
2023-06-02,116.2624,118.6607,115.3834,118.0778,3105656.0
2023-06-03,116.2624,118.6607,115.3834,118.0778,3105656.0
2023-06-04,116.2624,118.6607,115.3834,118.0778,3105656.0
2023-06-05,118.4887,118.8518,116.4631,117.7912,2967789.0
2023-06-06,117.4759,122.1864,117.0455,120.7532,2509704.0
2023-06-07,120.6385,122.4754,118.9855,121.8806,3204006.0
2023-06-08,121.3265,123.6578,120.4474,123.1228,2942418.0
2023-06-09,122.9078,124.728,122.6641,123.1896,2365865.0
2023-06-10,122.9078,124.728,122.6641,123.1896,2365865.0
2023-06-11,122.9078,124.728,122.6641,123.1896,2365865.0
2023-06-12,122.7883,124.5368,120.1035,121.7373,2981227.0
2023-06-13,120.9825,123.6339,120.715,123.1228,3344545.0
2023-06-14,123.7343,124.5369,120.4952,120.8869,2024745.0
2023-06-15,120.8774,123.5241,120.6481,123.0559,2076871.0
2023-06-16,123.6196,123.6196,121.6991,122.7501,3465163.0
2023-06-17,123.6196,123.6196,121.6991,122.7501,3465163.0
2023-06-18,123.6196,123.6196,121.6991,122.7501,3465163.0
2023-06-19,123.6196,123.6196,121.6991,122.7501,3465163.0
2023-06-20,121.9189,122.2096,120.4283,120.8296,1809817.0
2023-06-21,120.7245,121.1545,119.6926,121.0207,2319272.0
2023-06-22,120.9156,121.2882,117.5046,117.9441,1688349.0
2023-06-23,116.8166,117.9441,116.3431,117.5523,2399166.0
2023-06-24,116.8166,117.9441,116.3431,117.5523,2399166.0
2023-06-25,116.8166,117.9441,116.3431,117.5523,2399166.0
2023-06-26,118.0874,119.5971,117.7816,118.2212,2031013.0
2023-06-27,117.9345,119.2435,117.1128,118.4887,1715701.0
2023-06-28,118.3645,118.3932,116.9599,118.0587,1501716.0
2023-06-29,119.1862,120.8678,118.9569,120.0843,2272146.0
2023-06-30,121.1449,121.6322,119.2817,120.3423,2257173.0
2023-07-01,121.1449,121.6322,119.2817,120.3423,2257173.0
2023-07-02,121.1449,121.6322,119.2817,120.3423,2257173.0
2023-07-03,120.8201,122.6164,120.4952,121.852,1193710.0
2023-07-04,120.8201,122.6164,120.4952,121.852,1193710.0
2023-07-05,120.8296,122.3393,119.8646,120.715,1854410.0
