,MAIN US Equity,MAIN US Equity,MAIN US Equity,MAIN US Equity,MAIN US Equity
2021-03-13,29.7571,30.3713,29.7493,30.2295,324650.0
2021-03-14,29.7571,30.3713,29.7493,30.2295,324650.0
2021-03-15,30.7098,31.0248,30.4972,30.9776,460103.0
2021-03-16,30.954,30.9776,30.5524,30.6154,340044.0
2021-03-17,30.8122,30.8673,30.4185,30.5996,322114.0
2021-03-18,30.639,30.7177,29.5405,29.5917,423907.0
2021-03-19,29.6232,30.513,29.4738,30.0405,581132.0
2021-03-20,29.6232,30.513,29.4738,30.0405,581132.0
2021-03-21,29.6232,30.513,29.4738,30.0405,581132.0
2021-03-22,30.4736,30.4815,30.0878,30.2689,323958.0
2021-03-23,30.1193,30.4468,29.7649,29.9303,331549.0
2021-03-24,30.0484,30.5917,30.0248,30.0878,320987.0
2021-03-25,30.0012,30.5557,29.7019,30.4894,376078.0
2021-03-26,30.8495,31.0791,30.62,31.0791,416480.0
2021-03-27,30.8495,31.0791,30.62,31.0791,416480.0
2021-03-28,30.8495,31.0791,30.62,31.0791,416480.0
2021-03-29,30.8891,31.1108,30.6754,30.992,334810.0
2021-03-30,30.992,31.4195,30.9129,31.3166,241591.0
2021-03-31,31.3166,31.4828,30.992,30.992,278912.0
2021-04-01,31.1504,31.5462,31.0683,31.5462,224411.0
2021-04-02,31.1504,31.5462,31.0683,31.5462,224411.0
2021-04-03,31.1504,31.5462,31.0683,31.5462,224411.0
2021-04-04,31.1504,31.5462,31.0683,31.5462,224411.0
2021-04-05,31.6649,32.1342,31.6214,31.942,393421.0
2021-04-06,31.9974,32.2903,31.9895,32.2903,244388.0
2021-04-07,32.2824,32.7969,32.2824,32.6782,326853.0
2021-04-08,32.8128,32.8232,32.417,32.694,283185.0
2021-04-09,32.8365,32.9236,32.5753,32.8286,229239.0
2021-04-10,32.8365,32.9236,32.5753,32.8286,229239.0
2021-04-11,32.8365,32.9236,32.5753,32.8286,229239.0
2021-04-12,32.7336,33.1373,32.7106,33.1057,269185.0
2021-04-13,33.0186,33.2402,32.7574,33.0423,227078.0
2021-04-14,33.0661,33.2482,32.7472,32.8682,245843.0
2021-04-15,32.8919,33.2244,32.8117,33.2086,234082.0
2021-04-16,33.2482,33.549,33.1373,33.4382,296377.0
2021-04-17,33.2482,33.549,33.1373,33.4382,296377.0
2021-04-18,33.2482,33.549,33.1373,33.4382,296377.0
2021-04-19,33.5094,33.6372,33.3273,33.5727,276217.0
2021-04-20,33.4619,33.5886,32.9553,33.3036,311559.0
2021-04-21,33.2482,33.83,33.2086,33.6836,284415.0
2021-04-22,33.8023,34.0319,33.6253,33.8102,292812.0
2021-04-23,33.8419,34.0408,33.7706,33.8973,353395.0
2021-04-24,33.8419,34.0408,33.7706,33.8973,353395.0
2021-04-25,33.8419,34.0408,33.7706,33.8973,353395.0
2021-04-26,33.9052,34.3089,33.8973,34.1031,358050.0
2021-04-27,34.1189,34.4831,34.1189,34.3644,329152.0
2021-04-28,34.2649,34.3445,33.907,34.0024,410817.0
2021-04-29,34.2013,34.2013,33.7081,33.9865,289543.0
2021-04-30,33.8831,34.0422,33.74,33.8752,242505.0
2021-05-01,33.8831,34.0422,33.74,33.8752,242505.0
2021-05-02,33.8831,34.0422,33.74,33.8752,242505.0
2021-05-03,33.8752,33.9627,33.6922,33.732,373290.0
2021-05-04,33.7081,33.7546,33.1514,33.4536,386749.0
2021-05-05,33.6604,33.7002,33.3502,33.4695,227911.0
2021-05-06,33.4854,33.5809,32.5867,33.0718,467477.0
2021-05-07,32.865,33.4616,32.8571,33.1434,318095.0
2021-05-08,32.865,33.4616,32.8571,33.1434,318095.0
2021-05-09,32.865,33.4616,32.8571,33.1434,318095.0
2021-05-10,33.223,33.5093,32.873,32.8889,289997.0
2021-05-11,32.531,32.5787,31.8549,32.2526,472631.0
2021-05-12,32.1094,32.2287,30.1528,30.3357,1229482.0
2021-05-13,30.4232,31.6799,30.3914,31.4095,575200.0
2021-05-14,31.7197,32.4037,31.6481,32.2447,396717.0
2021-05-15,31.7197,32.4037,31.6481,32.2447,396717.0
2021-05-16,31.7197,32.4037,31.6481,32.2447,396717.0
2021-05-17,32.2924,32.5071,31.7356,32.4912,356750.0
2021-05-18,32.6105,32.873,32.3162,32.3799,294584.0
2021-05-19,31.9026,32.4196,31.7356,32.4037,331982.0
2021-05-20,32.6503,32.6821,32.3162,32.5628,257503.0
2021-05-21,32.5708,32.806,32.523,32.6264,247095.0
2021-05-22,32.5708,32.806,32.523,32.6264,247095.0
2021-05-23,32.5708,32.806,32.523,32.6264,247095.0
2021-05-24,32.7696,33.0082,32.6026,32.8491,260851.0
2021-05-25,32.9684,33.2071,32.5628,32.6026,281850.0
2021-05-26,32.6105,32.9605,32.6105,32.9287,323554.0
2021-05-27,33.0526,33.0845,32.6529,32.8528,276361.0
2021-05-28,32.8528,32.9806,32.7245,32.8687,211443.0
2021-05-29,32.8528,32.9806,32.7245,32.8687,211443.0
2021-05-30,32.8528,32.9806,32.7245,32.8687,211443.0
2021-05-31,32.8528,32.9806,32.7245,32.8687,211443.0
2021-06-01,33.0926,33.3643,32.9327,33.1885,270642.0
2021-06-02,33.2284,33.3883,32.9327,33.1325,357411.0
2021-06-03,33.1725,33.3244,32.9647,33.1085,199270.0
2021-06-04,33.1885,33.4043,32.8927,32.9087,377376.0
2021-06-05,33.1885,33.4043,32.8927,32.9087,377376.0
2021-06-06,33.1885,33.4043,32.8927,32.9087,377376.0
2021-06-07,33.1965,33.6361,33.1005,33.2524,381354.0
2021-06-08,33.3723,33.4443,33.0926,33.3643,307724.0
2021-06-09,33.4123,33.5722,33.3324,33.4123,262330.0
2021-06-10,33.5482,33.5801,33.2164,33.2684,189107.0
2021-06-11,33.4203,33.6222,33.2844,33.5002,198423.0
2021-06-12,33.4203,33.6222,33.2844,33.5002,198423.0
2021-06-13,33.4203,33.6222,33.2844,33.5002,198423.0
2021-06-14,33.5801,33.7,33.4203,33.5722,292174.0
2021-06-15,33.6201,33.716,33.2684,33.3403,290347.0
2021-06-16,33.3324,33.804,33.2524,33.708,266693.0
2021-06-17,33.8519,34.1477,33.0126,33.2604,391686.0
2021-06-18,33.1725,33.2125,32.4611,32.605,409427.0
2021-06-19,33.1725,33.2125,32.4611,32.605,409427.0
2021-06-20,33.1725,33.2125,32.4611,32.605,409427.0
2021-06-21,32.7089,33.5322,32.6289,33.5322,319888.0
2021-06-22,33.5562,33.6281,33.2125,33.5881,210584.0
2021-06-23,33.6121,33.7507,33.5162,33.5961,199530.0
2021-06-24,33.756,33.8919,33.6521,33.796,229885.0
2021-06-25,33.8839,33.9319,33.6521,33.6601,338312.0
2021-06-26,33.8839,33.9319,33.6521,33.6601,338312.0
2021-06-27,33.8839,33.9319,33.6521,33.6601,338312.0
2021-06-28,33.5757,33.8087,33.1179,33.4071,427725.0
2021-06-29,33.391,33.4954,33.0616,33.1018,244601.0
2021-06-30,33.1259,33.138,32.7323,33.0054,371172.0
2021-07-01,33.0938,33.2253,32.9974,33.0938,202845.0
2021-07-02,33.2866,33.7043,33.1098,33.5436,256385.0
2021-07-03,33.2866,33.7043,33.1098,33.5436,256385.0
2021-07-04,33.2866,33.7043,33.1098,33.5436,256385.0
2021-07-05,33.2866,33.7043,33.1098,33.5436,256385.0
2021-07-06,33.6882,33.6882,33.3267,33.5998,233952.0
2021-07-07,33.4793,33.612,32.8697,32.9813,311630.0
2021-07-08,32.5315,32.7886,31.913,32.6922,454438.0
2021-07-09,33.0456,33.3508,32.9106,33.3348,186194.0
2021-07-10,33.0456,33.3508,32.9106,33.3348,186194.0
2021-07-11,33.0456,33.3508,32.9106,33.3348,186194.0
2021-07-12,33.2062,33.648,33.0938,33.64,213653.0
2021-07-13,33.6561,33.6561,33.3509,33.4151,181572.0
2021-07-14,33.5115,33.6234,33.1339,33.2303,214125.0
2021-07-15,33.2143,33.5757,33.0849,33.1902,218375.0
2021-07-16,33.3187,33.4472,32.9813,33.0054,238935.0
2021-07-17,33.3187,33.4472,32.9813,33.0054,238935.0
2021-07-18,33.3187,33.4472,32.9813,33.0054,238935.0
2021-07-19,32.5315,32.7966,31.8247,32.2905,455730.0
2021-07-20,32.2905,33.2544,32.2664,33.0777,205243.0
2021-07-21,33.391,33.64,33.1902,33.383,197194.0
2021-07-22,33.391,33.4901,33.15,33.2223,148285.0
2021-07-23,33.3669,33.5356,33.2628,33.3589,180529.0
2021-07-24,33.3669,33.5356,33.2628,33.3589,180529.0
2021-07-25,33.3669,33.5356,33.2628,33.3589,180529.0
2021-07-26,33.3348,33.7364,33.2866,33.6561,251601.0
2021-07-27,33.6962,33.7762,33.4231,33.7524,259594.0
2021-07-28,33.6273,33.8049,33.4498,33.6596,171203.0
2021-07-29,33.7646,33.8735,33.4659,33.4659,186645.0
2021-07-30,33.4982,33.6435,33.1027,33.1915,181743.0
2021-07-31,33.4982,33.6435,33.1027,33.1915,181743.0
2021-08-01,33.4982,33.6435,33.1027,33.1915,181743.0
2021-08-02,33.4578,33.7003,33.2722,33.3125,215033.0
2021-08-03,33.3125,33.6193,33.135,33.587,195453.0
2021-08-04,33.5547,33.6031,33.2318,33.4175,236307.0
2021-08-05,33.4578,33.7,33.4578,33.6516,210737.0
2021-08-06,33.6516,33.9543,33.4134,33.6919,248537.0
2021-08-07,33.6516,33.9543,33.4134,33.6919,248537.0
2021-08-08,33.6516,33.9543,33.4134,33.6919,248537.0
2021-08-09,33.7,33.9744,33.5927,33.9179,248250.0
2021-08-10,33.8614,34.37,33.8614,34.2004,309135.0
2021-08-11,34.3135,34.3457,34.1036,34.3215,180203.0
2021-08-12,34.3135,34.5395,34.1843,34.5314,227026.0
2021-08-13,34.6283,34.6686,34.2166,34.5556,245982.0
2021-08-14,34.6283,34.6686,34.2166,34.5556,245982.0
2021-08-15,34.6283,34.6686,34.2166,34.5556,245982.0
2021-08-16,34.4668,34.6444,34.1036,34.4668,220682.0
2021-08-17,34.3054,34.3861,33.6717,34.0471,264147.0
2021-08-18,34.0229,34.3457,33.7923,33.9341,199887.0
2021-08-19,33.9018,33.9032,32.8282,32.9735,432510.0
2021-08-20,32.9735,33.9341,32.8928,33.9099,254023.0
2021-08-21,32.9735,33.9341,32.8928,33.9099,254023.0
2021-08-22,32.9735,33.9341,32.8928,33.9099,254023.0
2021-08-23,34.1439,34.3054,33.7888,33.9906,282704.0
2021-08-24,33.9987,34.1762,33.9502,34.0632,238821.0
2021-08-25,34.1359,34.3861,34.0148,34.1924,311008.0
2021-08-26,34.2289,34.2289,33.6611,33.8152,312105.0
2021-08-27,33.7909,34.2126,33.7909,34.0747,177211.0
2021-08-28,33.7909,34.2126,33.7909,34.0747,177211.0
2021-08-29,33.7909,34.2126,33.7909,34.0747,177211.0
2021-08-30,34.0666,34.1072,33.8314,33.8395,163720.0
2021-08-31,33.8314,33.945,33.6935,33.7341,226647.0
2021-09-01,33.7665,33.9287,33.6101,33.6935,211191.0
2021-09-02,33.8233,33.9936,33.6611,33.9936,154991.0
2021-09-03,33.9774,33.9855,33.7016,33.7584,207575.0
2021-09-04,33.9774,33.9855,33.7016,33.7584,207575.0
2021-09-05,33.9774,33.9855,33.7016,33.7584,207575.0
2021-09-06,33.9774,33.9855,33.7016,33.7584,207575.0
2021-09-07,33.6935,33.7422,33.2717,33.3042,338368.0
2021-09-08,33.3691,33.6124,33.3204,33.5475,198024.0
2021-09-09,33.4989,33.8476,33.4178,33.6692,177581.0
2021-09-10,33.8639,33.8639,33.2555,33.2717,206355.0
2021-09-11,33.8639,33.8639,33.2555,33.2717,206355.0
2021-09-12,33.8639,33.8639,33.2555,33.2717,206355.0
2021-09-13,33.3447,33.5232,33.215,33.361,300000.0
2021-09-14,33.434,33.5962,33.3123,33.434,190399.0
2021-09-15,33.4989,33.8882,33.4056,33.8233,271187.0
2021-09-16,33.8233,33.9855,33.5475,33.5556,244028.0
2021-09-17,33.6205,33.653,33.4177,33.5232,353537.0
2021-09-18,33.6205,33.653,33.4177,33.5232,353537.0
2021-09-19,33.6205,33.653,33.4177,33.5232,353537.0
2021-09-20,33.1339,33.2555,32.5645,32.9067,449846.0
2021-09-21,33.1825,33.4147,33.0527,33.1176,256337.0
2021-09-22,33.4015,33.7503,33.2555,33.6449,241585.0
2021-09-23,33.7584,33.8557,33.6124,33.7422,245217.0
2021-09-24,33.7422,33.9206,33.6124,33.6611,238015.0
2021-09-25,33.7422,33.9206,33.6124,33.6611,238015.0
2021-09-26,33.7422,33.9206,33.6124,33.6611,238015.0
2021-09-27,33.8152,34.1072,33.6043,33.9855,401533.0
2021-09-28,33.8632,34.1404,33.6105,33.7002,328472.0
2021-09-29,33.7899,33.9774,33.663,33.8469,275200.0
2021-09-30,33.9692,34.01,33.5046,33.5046,306475.0
2021-10-01,33.6676,33.9122,33.3415,33.798,291283.0
2021-10-02,33.6676,33.9122,33.3415,33.798,291283.0
2021-10-03,33.6676,33.9122,33.3415,33.798,291283.0
2021-10-04,33.8225,33.9823,33.6178,33.8469,254966.0
2021-10-05,33.9203,34.1649,33.8062,33.8306,238149.0
2021-10-06,33.6431,33.8551,33.4393,33.8551,230773.0
2021-10-07,33.9529,34.1323,33.6595,33.7084,204551.0
2021-10-08,33.7084,34.1078,33.7002,34.01,179942.0
2021-10-09,33.7084,34.1078,33.7002,34.01,179942.0
2021-10-10,33.7084,34.1078,33.7002,34.01,179942.0
2021-10-11,34.0181,34.1404,33.8551,33.9122,155335.0
2021-10-12,33.9774,34.2219,33.9122,34.1241,140045.0
2021-10-13,34.2301,34.6051,34.0915,34.6051,266692.0
2021-10-14,34.6784,34.8619,34.5725,34.7844,204742.0
2021-10-15,34.8904,35.0127,34.7111,34.7274,236810.0
2021-10-16,34.8904,35.0127,34.7111,34.7274,236810.0
2021-10-17,34.8904,35.0127,34.7111,34.7274,236810.0
2021-10-18,34.6947,35.1187,34.6947,35.1023,253334.0
2021-10-19,35.2083,35.441,35.0966,35.404,193734.0
2021-10-20,35.4121,35.6974,35.3143,35.3225,232882.0
2021-10-21,35.3225,35.6159,35.3021,35.5915,159625.0
2021-10-22,35.6241,35.779,35.5426,35.673,212115.0
2021-10-23,35.6241,35.779,35.5426,35.673,212115.0
2021-10-24,35.6241,35.779,35.5426,35.673,212115.0
2021-10-25,35.7219,35.8768,35.673,35.7627,238517.0
2021-10-26,35.8768,35.9746,35.7382,35.9257,208012.0
2021-10-27,35.9909,36.0887,35.6893,35.6893,259356.0
2021-10-28,35.7958,35.9924,35.6975,35.9842,180472.0
2021-10-29,35.9842,35.9842,35.7917,35.8941,151446.0
2021-10-30,35.9842,35.9842,35.7917,35.8941,151446.0
2021-10-31,35.9842,35.9842,35.7917,35.8941,151446.0
2021-11-01,36.0006,36.0415,35.5009,35.5828,299456.0
2021-11-02,35.6729,35.9678,35.5173,35.8941,252657.0
2021-11-03,35.9187,36.1808,35.7548,35.8777,214432.0
2021-11-04,35.9023,36.0497,35.7139,35.9842,208900.0
2021-11-05,36.2053,37.3226,36.2053,37.3112,403447.0
2021-11-06,36.2053,37.3226,36.2053,37.3112,403447.0
2021-11-07,36.2053,37.3226,36.2053,37.3112,403447.0
2021-11-08,37.3603,38.0402,37.2784,37.5979,340566.0
2021-11-09,37.7043,37.8436,37.2374,37.4504,237901.0
2021-11-10,37.475,37.5078,37.2456,37.3439,195509.0
2021-11-11,37.434,37.7863,37.4177,37.5979,179478.0
2021-11-12,37.6429,37.6961,37.2948,37.5405,303075.0
2021-11-13,37.6429,37.6961,37.2948,37.5405,303075.0
2021-11-14,37.6429,37.6961,37.2948,37.5405,303075.0
2021-11-15,37.7207,37.7409,37.2497,37.4177,280836.0
2021-11-16,37.5241,37.7935,37.2702,37.6962,281387.0
2021-11-17,37.688,37.8272,37.5815,37.7863,269812.0
2021-11-18,37.8846,38.1794,37.6552,38.1631,239625.0
2021-11-19,38.0893,38.2777,37.8682,38.1794,317522.0
2021-11-20,38.0893,38.2777,37.8682,38.1794,317522.0
2021-11-21,38.0893,38.2777,37.8682,38.1794,317522.0
2021-11-22,38.3433,38.6054,38.0566,38.1549,445264.0
2021-11-23,38.2454,38.5251,37.908,38.3359,306026.0
2021-11-24,38.1549,38.3112,38.0973,38.1795,229402.0
2021-11-25,38.1549,38.3112,38.0973,38.1795,229402.0
2021-11-26,37.4884,37.5353,36.8712,37.2909,385400.0
2021-11-27,37.4884,37.5353,36.8712,37.2909,385400.0
2021-11-28,37.4884,37.5353,36.8712,37.2909,385400.0
2021-11-29,37.6612,37.7023,36.9288,37.0523,366490.0
2021-11-30,36.863,37.0193,36.1471,36.5668,467083.0
2021-12-01,37.0605,37.225,36.2451,36.2541,287856.0
2021-12-02,36.2623,36.8301,36.2623,36.5832,234605.0
2021-12-03,36.6738,36.7807,35.9579,36.18,319443.0
2021-12-04,36.6738,36.7807,35.9579,36.18,319443.0
2021-12-05,36.6738,36.7807,35.9579,36.18,319443.0
2021-12-06,36.4022,36.5421,36.0141,36.2294,344168.0
2021-12-07,36.4516,36.6902,36.213,36.3858,228782.0
2021-12-08,36.3858,36.5586,36.2706,36.3446,210724.0
2021-12-09,36.3528,36.5092,36.1142,36.1718,171860.0
2021-12-10,36.3858,36.4762,36.1307,36.1307,207591.0
2021-12-11,36.3858,36.4762,36.1307,36.1307,207591.0
2021-12-12,36.3858,36.4762,36.1307,36.1307,207591.0
2021-12-13,36.1554,36.2047,35.8756,35.8756,202940.0
2021-12-14,35.7933,35.9003,34.8059,34.88,380091.0
2021-12-15,35.0116,35.4313,34.8305,35.3161,299958.0
2021-12-16,35.6287,35.7275,35.1021,35.2667,289824.0
2021-12-17,35.2996,35.2996,34.773,34.8388,309761.0
2021-12-18,35.2996,35.2996,34.773,34.8388,309761.0
2021-12-19,35.2996,35.2996,34.773,34.8388,309761.0
2021-12-20,34.6167,34.7055,34.0243,34.6002,451179.0
2021-12-21,34.8889,35.3755,34.8889,35.293,255654.0
2021-12-22,35.3508,35.7219,35.1693,35.7219,208285.0
2021-12-23,35.8951,36.291,35.7993,36.291,356551.0
2021-12-24,35.8951,36.291,35.7993,36.291,356551.0
2021-12-25,35.8951,36.291,35.7993,36.291,356551.0
2021-12-26,35.8951,36.291,35.7993,36.291,356551.0
2021-12-27,36.423,36.6704,36.2415,36.6374,228533.0
2021-12-28,36.6539,36.9426,36.6127,36.6539,332213.0
2021-12-29,36.7034,36.9839,36.621,36.9179,253113.0
2021-12-30,36.9509,37.289,36.7859,36.7942,259096.0
2021-12-31,36.8684,37.2396,36.8189,37.0004,353141.0
2022-01-01,36.8684,37.2396,36.8189,37.0004,353141.0
2022-01-02,36.8684,37.2396,36.8189,37.0004,353141.0
2022-01-03,37.1288,37.2697,36.5653,36.7973,394640.0
2022-01-04,36.9714,37.3443,36.8802,37.1951,295907.0
2022-01-05,37.3277,37.4438,36.847,36.8719,249430.0
2022-01-06,36.8636,37.0542,36.5653,36.8802,210756.0
2022-01-07,36.9051,37.046,36.6068,36.7973,243652.0
2022-01-08,36.9051,37.046,36.6068,36.7973,243652.0
2022-01-09,36.9051,37.046,36.6068,36.7973,243652.0
2022-01-10,36.6316,36.7559,36.1094,36.557,303721.0
2022-01-11,36.6399,37.029,36.4658,36.9631,180148.0
2022-01-12,36.9216,37.2863,36.9142,37.162,203725.0
2022-01-13,37.2946,37.2946,36.847,36.847,248060.0
2022-01-14,36.7144,36.9009,36.5238,36.5404,392869.0
2022-01-15,36.7144,36.9009,36.5238,36.5404,392869.0
2022-01-16,36.7144,36.9009,36.5238,36.5404,392869.0
2022-01-17,36.7144,36.9009,36.5238,36.5404,392869.0
2022-01-18,36.5404,37.08,36.5238,36.9051,344585.0
2022-01-19,37.0625,37.2531,36.8222,36.9631,294055.0
2022-01-20,36.9714,37.0635,36.1177,36.1426,297720.0
2022-01-21,35.952,36.0514,34.8912,35.1481,629738.0
2022-01-22,35.952,36.0514,34.8912,35.1481,629738.0
2022-01-23,35.952,36.0514,34.8912,35.1481,629738.0
2022-01-24,34.6508,34.6674,32.5789,34.0458,1135649.0
2022-01-25,33.8386,35.9105,33.6646,35.5044,549060.0
2022-01-26,35.836,36.2752,35.2309,35.521,389752.0
2022-01-27,35.8111,36.1177,35.4216,35.4879,319221.0
2022-01-28,35.4879,35.6288,35.0652,35.6205,335109.0
2022-01-29,35.4879,35.6288,35.0652,35.6205,335109.0
2022-01-30,35.4879,35.6288,35.0652,35.6205,335109.0
2022-01-31,35.7531,36.7476,35.637,36.6647,441113.0
2022-02-01,36.7855,36.8271,36.3691,36.7022,348193.0
2022-02-02,36.8438,36.8937,36.3691,36.6522,285379.0
2022-02-03,36.3774,36.569,35.9283,35.9943,276285.0
2022-02-04,35.9777,36.519,35.7278,36.3941,282220.0
2022-02-05,35.9777,36.519,35.7278,36.3941,282220.0
2022-02-06,35.9777,36.519,35.7278,36.3941,282220.0
2022-02-07,36.4357,36.6606,36.2358,36.3358,271486.0
2022-02-08,36.3191,36.4357,36.0976,36.3358,274028.0
2022-02-09,36.5856,36.6356,36.2608,36.2775,219291.0
2022-02-10,36.1026,36.469,35.7611,35.8694,286811.0
2022-02-11,36.0443,36.0443,35.1448,35.3031,400506.0
2022-02-12,36.0443,36.0443,35.1448,35.3031,400506.0
2022-02-13,36.0443,36.0443,35.1448,35.3031,400506.0
2022-02-14,35.2281,35.4796,34.845,35.2198,314124.0
2022-02-15,35.4363,35.6695,35.3614,35.6445,255638.0
2022-02-16,35.6029,36.0693,35.6029,35.8277,253050.0
2022-02-17,35.7611,35.8028,35.4863,35.5612,198351.0
2022-02-18,35.5363,35.911,35.5363,35.7112,186352.0
2022-02-19,35.5363,35.911,35.5363,35.7112,186352.0
2022-02-20,35.5363,35.911,35.5363,35.7112,186352.0
2022-02-21,35.5363,35.911,35.5363,35.7112,186352.0
2022-02-22,35.3947,35.6112,34.9533,35.1615,332937.0
2022-02-23,35.378,35.6279,34.8867,34.92,258552.0
2022-02-24,33.5875,34.8867,33.3126,34.7034,672619.0
2022-02-25,34.8533,36.011,34.8117,35.8694,493509.0
2022-02-26,34.8533,36.011,34.8117,35.8694,493509.0
2022-02-27,34.8533,36.011,34.8117,35.8694,493509.0
2022-02-28,35.8194,36.4857,35.5862,36.3441,500783.0
2022-03-01,36.3483,36.5575,35.5099,35.7792,362513.0
2022-03-02,35.9884,36.4906,35.6871,36.273,424476.0
2022-03-03,36.3148,36.5575,36.1977,36.3148,227251.0
2022-03-04,35.9968,36.1168,35.3984,35.7373,337341.0
2022-03-05,35.9968,36.1168,35.3984,35.7373,337341.0
2022-03-06,35.9968,36.1168,35.3984,35.7373,337341.0
2022-03-07,35.4025,35.5867,33.8375,33.8375,696605.0
2022-03-08,33.9714,34.1722,33.1093,33.7119,678762.0
2022-03-09,34.3145,34.5782,34.122,34.2225,255904.0
2022-03-10,34.1053,34.2888,33.737,33.8207,296634.0
2022-03-11,34.0634,34.2149,33.6701,33.6784,240097.0
2022-03-12,34.0634,34.2149,33.6701,33.6784,240097.0
2022-03-13,34.0634,34.2149,33.6701,33.6784,240097.0
2022-03-14,33.737,33.9128,33.2935,33.4274,338641.0
2022-03-15,33.6617,34.302,33.5696,34.2225,263350.0
2022-03-16,34.3898,34.6577,33.8626,34.2727,304863.0
2022-03-17,34.3145,34.9924,34.1806,34.9841,272507.0
2022-03-18,34.9841,35.3272,34.6744,35.1264,529145.0
2022-03-19,34.9841,35.3272,34.6744,35.1264,529145.0
2022-03-20,34.9841,35.3272,34.6744,35.1264,529145.0
2022-03-21,35.2144,35.4995,35.1473,35.3737,225556.0
2022-03-22,35.4743,35.8768,35.3988,35.7426,238373.0
2022-03-23,35.5917,35.6587,34.9461,34.9545,295659.0
2022-03-24,35.206,35.206,34.9042,35.1809,196361.0
2022-03-25,35.1725,35.4072,35.0216,35.2731,247041.0
2022-03-26,35.1725,35.4072,35.0216,35.2731,247041.0
2022-03-27,35.1725,35.4072,35.0216,35.2731,247041.0
2022-03-28,35.3234,35.5916,35.1222,35.424,227689.0
2022-03-29,35.642,35.7845,35.4659,35.6168,392067.0
2022-03-30,35.5917,35.7756,35.4533,35.5833,403393.0
2022-03-31,35.7091,36.296,35.6001,35.751,459780.0
2022-04-01,35.831,35.9322,35.6288,35.8985,266705.0
2022-04-02,35.831,35.9322,35.6288,35.8985,266705.0
2022-04-03,35.831,35.9322,35.6288,35.8985,266705.0
2022-04-04,35.8816,35.8816,35.3591,35.4097,315888.0
2022-04-05,35.4097,35.6372,35.2664,35.3844,264679.0
2022-04-06,35.258,35.3928,34.5923,34.6681,410186.0
2022-04-07,34.7608,34.9841,34.5117,34.8198,322571.0
2022-04-08,34.7945,35.435,34.7945,35.0642,217421.0
2022-04-09,34.7945,35.435,34.7945,35.0642,217421.0
2022-04-10,34.7945,35.435,34.7945,35.0642,217421.0
2022-04-11,35.0136,35.14,34.6344,34.7355,242436.0
2022-04-12,34.803,35.2144,34.6934,34.7355,226603.0
2022-04-13,34.8114,35.2749,34.7524,35.2749,224501.0
2022-04-14,35.3507,35.7383,35.1316,35.14,317972.0
2022-04-15,35.3507,35.7383,35.1316,35.14,317972.0
2022-04-16,35.3507,35.7383,35.1316,35.14,317972.0
2022-04-17,35.3507,35.7383,35.1316,35.14,317972.0
2022-04-18,35.1232,35.5782,34.9884,35.4097,268609.0
2022-04-19,35.4518,36.2187,35.4181,36.185,305777.0
2022-04-20,36.2355,36.9181,36.2027,36.7833,438736.0
2022-04-21,36.7411,37.1985,36.1934,36.2692,357711.0
2022-04-22,36.2355,36.2945,35.553,35.553,332835.0
2022-04-23,36.2355,36.2945,35.553,35.553,332835.0
2022-04-24,36.2355,36.2945,35.553,35.553,332835.0
2022-04-25,35.5445,35.9246,35.1653,35.9153,327273.0
2022-04-26,35.7889,35.8395,34.053,34.0783,523136.0
2022-04-27,34.1962,34.9125,34.1962,34.567,376085.0
2022-04-28,34.7945,34.9881,34.1952,34.8367,281959.0
2022-04-29,34.803,34.9715,33.8676,33.9097,438540.0
2022-04-30,34.803,34.9715,33.8676,33.9097,438540.0
2022-05-01,34.803,34.9715,33.8676,33.9097,438540.0
2022-05-02,33.9733,34.1935,32.7024,33.2108,603534.0
2022-05-03,33.448,34.3799,33.3132,34.2189,331749.0
2022-05-04,34.1851,34.8967,33.9224,34.8628,307052.0
2022-05-05,34.5409,34.6087,33.3548,33.6428,393498.0
2022-05-06,33.6852,34.4053,33.3972,34.346,398240.0
2022-05-07,33.6852,34.4053,33.3972,34.346,398240.0
2022-05-08,33.6852,34.4053,33.3972,34.346,398240.0
2022-05-09,33.9224,33.9944,32.5754,32.7109,538410.0
2022-05-10,33.1515,33.7436,32.4017,32.9481,454044.0
2022-05-11,32.8295,33.1853,32.1602,32.2195,422033.0
2022-05-12,32.0247,32.084,30.8301,31.3215,589434.0
2022-05-13,31.6434,32.4059,31.6011,32.0416,436485.0
2022-05-14,31.6434,32.4059,31.6011,32.0416,436485.0
2022-05-15,31.6434,32.4059,31.6011,32.0416,436485.0
2022-05-16,31.9823,32.9481,31.9823,32.6092,334023.0
2022-05-17,33.2023,33.2955,32.8041,33.1684,259788.0
2022-05-18,33.0413,33.2108,31.9908,32.1009,303849.0
2022-05-19,31.8298,32.2026,31.5672,31.5926,291065.0
2022-05-20,31.6434,31.7363,29.9066,30.4658,680655.0
2022-05-21,31.6434,31.7363,29.9066,30.4658,680655.0
2022-05-22,31.6434,31.7363,29.9066,30.4658,680655.0
2022-05-23,30.4997,31.2897,30.4658,30.8894,341443.0
2022-05-24,30.8979,31.1266,30.182,30.6013,322475.0
2022-05-25,30.4997,31.5163,30.4997,31.2961,289569.0
2022-05-26,31.4401,32.0247,31.4401,31.8213,322014.0
2022-05-27,32.1348,32.6092,32.0162,32.5584,319966.0
