,LH US Equity,LH US Equity,LH US Equity,LH US Equity,LH US Equity
2022-09-13,199.829,199.837,192.173,192.497,629763.0
2022-09-14,192.489,192.784,186.194,187.888,889350.0
2022-09-15,189.43,192.101,188.402,188.865,639160.0
2022-09-16,188.208,189.839,186.489,188.756,1117210.0
2022-09-17,188.208,189.839,186.489,188.756,1117210.0
2022-09-18,188.208,189.839,186.489,188.756,1117210.0
2022-09-19,186.539,188.482,185.789,188.385,514786.0
2022-09-20,186.497,186.497,183.978,185.57,506560.0
2022-09-21,186.405,187.433,179.697,179.832,553857.0
2022-09-22,178.863,180.32,177.304,179.52,477230.0
2022-09-23,178.829,179.983,175.799,178.365,432571.0
2022-09-24,178.829,179.983,175.799,178.365,432571.0
2022-09-25,178.829,179.983,175.799,178.365,432571.0
2022-09-26,177.725,178.761,175.795,177.329,482671.0
2022-09-27,178.45,179.52,173.68,174.135,471313.0
2022-09-28,175.905,179.385,174.657,178.669,611949.0
2022-09-29,177.152,177.826,174.809,175.281,740387.0
2022-09-30,176.082,178.007,172.407,172.593,720110.0
2022-10-01,176.082,178.007,172.407,172.593,720110.0
2022-10-02,176.082,178.007,172.407,172.593,720110.0
2022-10-03,174.363,179.486,173.393,178.483,754705.0
2022-10-04,180.093,182.815,180.093,182.031,606386.0
2022-10-05,179.983,182.608,178.011,181.205,481502.0
2022-10-06,180.312,180.312,176.511,177.194,605193.0
2022-10-07,175.332,176.082,171.784,173.267,1003282.0
2022-10-08,175.332,176.082,171.784,173.267,1003282.0
2022-10-09,175.332,176.082,171.784,173.267,1003282.0
2022-10-10,173.806,174.67,172.121,173.351,478541.0
2022-10-11,172.753,173.874,170.039,172.163,820176.0
2022-10-12,172.534,173.916,170.697,172.61,557828.0
2022-10-13,169.753,177.472,168.809,176.368,542465.0
2022-10-14,178.113,179.823,175.837,175.837,631553.0
2022-10-15,178.113,179.823,175.837,175.837,631553.0
2022-10-16,178.113,179.823,175.837,175.837,631553.0
2022-10-17,178.096,179.791,177.667,179.014,543778.0
2022-10-18,182.848,183.295,178.492,179.486,512439.0
2022-10-19,178.466,178.466,174.118,175.972,768024.0
2022-10-20,176.579,181.466,175.525,177.944,944548.0
2022-10-21,177.438,179.891,174.148,178.407,1943674.0
2022-10-22,177.438,179.891,174.148,178.407,1943674.0
2022-10-23,177.438,179.891,174.148,178.407,1943674.0
2022-10-24,180.447,182.714,179.848,180.936,706196.0
2022-10-25,181.669,193.235,181.424,192.312,1496840.0
2022-10-26,193.037,196.121,191.941,193.778,1123561.0
2022-10-27,180.228,186.181,174.236,182.275,1564252.0
2022-10-28,181.323,189.628,180.025,189.009,1145782.0
2022-10-29,181.323,189.628,180.025,189.009,1145782.0
2022-10-30,181.323,189.628,180.025,189.009,1145782.0
2022-10-31,187.837,191.309,186.961,186.961,922895.0
2022-11-01,188.149,189.235,186.489,187.551,646370.0
2022-11-02,187.18,194.208,186.076,189.253,1074106.0
2022-11-03,186.278,189.674,185.242,188.41,1035904.0
2022-11-04,190.332,192.16,186.11,192.127,1119469.0
2022-11-05,190.332,192.16,186.11,192.127,1119469.0
2022-11-06,190.332,192.16,186.11,192.127,1119469.0
2022-11-07,193.804,197.613,191.832,196.997,873911.0
2022-11-08,196.07,199.407,195.75,198.531,875095.0
2022-11-09,197.554,198.995,194.141,194.275,969854.0
2022-11-10,199.989,205.18,199.239,204.834,956953.0
2022-11-11,205.121,211.113,203.966,209.806,948372.0
2022-11-12,205.121,211.113,203.966,209.806,948372.0
2022-11-13,205.121,211.113,203.966,209.806,948372.0
2022-11-14,209.082,209.958,206.57,206.57,784787.0
2022-11-15,207.683,210.076,205.542,207.118,586509.0
2022-11-16,208.107,208.386,204.794,206.053,513012.0
2022-11-17,203.492,204.895,192.868,196.9,1793968.0
2022-11-18,198.818,200.289,192.095,194.542,946102.0
2022-11-19,198.818,200.289,192.095,194.542,946102.0
2022-11-20,198.818,200.289,192.095,194.542,946102.0
2022-11-21,193.266,199.892,192.885,199.359,913460.0
2022-11-22,200.56,201.13,198.616,200.095,641050.0
2022-11-23,200.424,202.072,199.875,201.396,472505.0
2022-11-24,200.424,202.072,199.875,201.396,472505.0
2022-11-25,201.979,204.008,201.684,203.999,211058.0
2022-11-26,201.979,204.008,201.684,203.999,211058.0
2022-11-27,201.979,204.008,201.684,203.999,211058.0
2022-11-28,203.222,203.839,200.991,201.455,485437.0
2022-11-29,201.396,204.109,200.323,202.656,628414.0
2022-11-30,202.258,203.458,191.246,203.433,1668372.0
2022-12-01,205.614,207.038,203.433,204.337,569253.0
2022-12-02,201.92,204.456,200.729,204.168,749054.0
2022-12-03,201.92,204.456,200.729,204.168,749054.0
2022-12-04,201.92,204.456,200.729,204.168,749054.0
2022-12-05,202.326,202.858,197.673,199.79,676953.0
2022-12-06,199.647,200.796,197.052,197.897,597342.0
2022-12-07,197.948,199.562,196.9,197.5,726707.0
2022-12-08,198.066,199.528,195.455,199.19,522702.0
2022-12-09,198.954,199.613,196.959,197.399,438027.0
2022-12-10,198.954,199.613,196.959,197.399,438027.0
2022-12-11,198.954,199.613,196.959,197.399,438027.0
2022-12-12,195.505,195.505,190.688,192.319,1006548.0
2022-12-13,196.799,197.576,193.105,195.345,600210.0
2022-12-14,194.39,197.779,192.48,194.914,719577.0
2022-12-15,192.421,196.57,191.499,193.79,920191.0
2022-12-16,191.356,192.716,190.24,191.846,1145954.0
2022-12-17,191.356,192.716,190.24,191.846,1145954.0
2022-12-18,191.356,192.716,190.24,191.846,1145954.0
2022-12-19,191.009,194.128,188.372,193.553,725099.0
2022-12-20,193.409,195.472,190.984,191.668,770177.0
2022-12-21,193.68,196.674,192.953,196.021,624645.0
2022-12-22,194.677,196.072,192.666,195.835,414903.0
2022-12-23,195.446,196.376,193.79,195.784,374834.0
2022-12-24,195.446,196.376,193.79,195.784,374834.0
2022-12-25,195.446,196.376,193.79,195.784,374834.0
2022-12-26,195.446,196.376,193.79,195.784,374834.0
2022-12-27,195.59,197.263,194.711,196.891,340194.0
2022-12-28,197.61,198.996,194.795,195.463,349991.0
2022-12-29,196.706,199.817,196.511,199.03,374904.0
2022-12-30,198.371,199.241,197.323,199.021,666374.0
2022-12-31,198.371,199.241,197.323,199.021,666374.0
2023-01-01,198.371,199.241,197.323,199.021,666374.0
2023-01-02,198.371,199.241,197.323,199.021,666374.0
2023-01-03,199.883,201.316,198.159,200.965,664912.0
2023-01-04,203.18,203.949,200.965,202.588,607348.0
2023-01-05,200.712,203.213,199.233,202.816,662776.0
2023-01-06,204.523,205.88,202.098,205.394,481575.0
2023-01-07,204.523,205.88,202.098,205.394,481575.0
2023-01-08,204.523,205.88,202.098,205.394,481575.0
2023-01-09,206.619,207.617,204.608,205.757,592424.0
2023-01-10,205.935,207.697,205.842,207.312,373750.0
2023-01-11,209.307,215.037,209.307,214.86,961201.0
2023-01-12,215.13,215.257,211.614,213.262,702072.0
2023-01-13,212.451,214.509,210.744,212.738,601401.0
2023-01-14,212.451,214.509,210.744,212.738,601401.0
2023-01-15,212.451,214.509,210.744,212.738,601401.0
2023-01-16,212.451,214.509,210.744,212.738,601401.0
2023-01-17,212.975,215.747,211.901,215.316,662839.0
2023-01-18,215.722,216.073,212.13,212.434,564557.0
2023-01-19,212.13,213.736,211.065,213.482,375291.0
2023-01-20,213.989,216.44,212.536,216.018,505420.0
2023-01-21,213.989,216.44,212.536,216.018,505420.0
2023-01-22,213.989,216.44,212.536,216.018,505420.0
2023-01-23,216.204,217.987,214.725,217.911,442929.0
2023-01-24,216.001,218.815,214.471,214.665,439479.0
2023-01-25,213.423,215.24,212.231,214.42,393463.0
2023-01-26,214.944,215.654,213.355,214.851,347566.0
2023-01-27,213.736,215.671,211.811,214.927,477919.0
2023-01-28,213.736,215.671,211.811,214.927,477919.0
2023-01-29,213.736,215.671,211.811,214.927,477919.0
2023-01-30,213.972,215.249,211.881,212.24,371138.0
2023-01-31,212.189,213.715,211.327,213.085,596720.0
2023-02-01,211.454,212.962,207.397,211.412,747079.0
2023-02-02,211.107,216.373,209.054,215.511,847694.0
2023-02-03,214.589,214.665,209.662,210.735,480581.0
2023-02-04,214.589,214.665,209.662,210.735,480581.0
2023-02-05,214.589,214.665,209.662,210.735,480581.0
2023-02-06,208.741,210.803,205.597,206.645,1060718.0
2023-02-07,205.385,209.628,205.047,208.961,482460.0
2023-02-08,208.284,209.806,207.49,207.879,528215.0
2023-02-09,209.476,209.823,205.385,205.715,443876.0
2023-02-10,205.267,208.906,204.616,207.82,603446.0
2023-02-11,205.267,208.906,204.616,207.82,603446.0
2023-02-12,205.267,208.906,204.616,207.82,603446.0
2023-02-13,207.913,209.992,207.76,209.713,506486.0
2023-02-14,209.29,209.663,205.221,206.112,736415.0
2023-02-15,205.022,210.575,204.532,209.806,857507.0
2023-02-16,202.841,218.029,201.193,216.44,1320160.0
2023-02-17,217.04,218.274,214.835,216.584,816111.0
2023-02-18,217.04,218.274,214.835,216.584,816111.0
2023-02-19,217.04,218.274,214.835,216.584,816111.0
2023-02-20,217.04,218.274,214.835,216.584,816111.0
2023-02-21,214.243,215.553,208.682,209.028,600508.0
2023-02-22,208.52,208.52,200.408,205.46,1394246.0
2023-02-23,206.138,208.85,204.951,207.672,636729.0
2023-02-24,206.163,207.104,203.26,205.383,560377.0
2023-02-25,206.163,207.104,203.26,205.383,560377.0
2023-02-26,206.163,207.104,203.26,205.383,560377.0
2023-02-27,207.494,207.494,202.739,203.985,583187.0
2023-02-28,203.366,203.675,201.552,202.891,1140549.0
2023-03-01,201.959,203.603,201.467,201.637,388199.0
2023-03-02,200.323,203.391,199.357,202.976,735929.0
2023-03-03,204.485,204.629,202.323,202.883,383486.0
2023-03-04,204.485,204.629,202.323,202.883,383486.0
2023-03-05,204.485,204.629,202.323,202.883,383486.0
2023-03-06,202.611,202.934,199.857,200.984,689659.0
2023-03-07,201.009,201.23,195.881,196.237,625471.0
2023-03-08,195.805,196.712,194.254,194.923,548339.0
2023-03-09,195.279,196.152,189.922,189.999,522751.0
2023-03-10,189.473,191.859,186.964,188.668,1003341.0
2023-03-11,189.473,191.859,186.964,188.668,1003341.0
2023-03-12,189.473,191.859,186.964,188.668,1003341.0
2023-03-13,187.727,187.727,183.175,185.845,815321.0
2023-03-14,188.388,190.567,186.782,188.371,516521.0
2023-03-15,185.192,186.761,183.374,185.82,662190.0
2023-03-16,184.828,186.879,182.277,185.718,625005.0
2023-03-17,185.718,186.133,180.446,180.819,813715.0
2023-03-18,185.718,186.133,180.446,180.819,813715.0
2023-03-19,185.718,186.133,180.446,180.819,813715.0
2023-03-20,181.454,184.421,181.454,184.269,483953.0
2023-03-21,186.396,187.956,185.294,187.591,609055.0
2023-03-22,187.956,189.007,183.921,183.929,491373.0
2023-03-23,184.074,185.057,181.2,181.946,466291.0
2023-03-24,181.192,185.294,179.886,185.133,723333.0
2023-03-25,181.192,185.294,179.886,185.133,723333.0
2023-03-26,181.192,185.294,179.886,185.133,723333.0
2023-03-27,187.685,187.812,185.387,186.294,444724.0
2023-03-28,185.633,187.871,185.633,187.057,547802.0
2023-03-29,188.846,189.142,187.345,188.024,312527.0
2023-03-30,189.965,190.745,188.566,190.465,374100.0
2023-03-31,191.406,194.72,191.406,194.466,606671.0
2023-04-01,191.406,194.72,191.406,194.466,606671.0
2023-04-02,191.406,194.72,191.406,194.466,606671.0
2023-04-03,194.974,196.458,194.11,195.373,408362.0
2023-04-04,195.72,196.653,195.169,195.483,641241.0
2023-04-05,194.856,198.907,194.292,198.356,495682.0
2023-04-06,198.729,199.187,196.144,196.805,423244.0
2023-04-07,198.729,199.187,196.144,196.805,423244.0
2023-04-08,198.729,199.187,196.144,196.805,423244.0
2023-04-09,198.729,199.187,196.144,196.805,423244.0
2023-04-10,196.305,197.085,195.076,196.805,327582.0
2023-04-11,197.5,198.475,196.979,197.297,409591.0
2023-04-12,198.39,198.469,194.593,195.212,402348.0
2023-04-13,195.754,196.75,194.695,196.458,393821.0
2023-04-14,196.492,197.245,193.745,194.406,448581.0
2023-04-15,196.492,197.245,193.745,194.406,448581.0
2023-04-16,196.492,197.245,193.745,194.406,448581.0
2023-04-17,194.322,196.475,193.796,196.212,421966.0
2023-04-18,196.839,197.585,194.546,195.169,395607.0
2023-04-19,194.483,196.093,192.762,196.051,524086.0
2023-04-20,194.94,196.746,194.067,196.263,490135.0
2023-04-21,197.619,198.467,196.627,197.5,522338.0
2023-04-22,197.619,198.467,196.627,197.5,522338.0
2023-04-23,197.619,198.467,196.627,197.5,522338.0
2023-04-24,198.068,198.759,196.487,197.085,720249.0
2023-04-25,195.44,196.36,185.684,187.668,1328192.0
2023-04-26,186.023,189.21,184.243,187.964,908209.0
2023-04-27,187.634,190.77,184.794,190.456,990452.0
2023-04-28,189.676,193.033,189.676,192.169,542962.0
2023-04-29,189.676,193.033,189.676,192.169,542962.0
2023-04-30,189.676,193.033,189.676,192.169,542962.0
2023-05-01,192.686,195.11,192.232,194.669,525246.0
2023-05-02,191.897,193.775,187.405,191.524,526052.0
2023-05-03,193.237,194.512,191.211,191.558,497989.0
2023-05-04,190.49,191.012,187.786,187.956,476735.0
2023-05-05,189.507,190.702,187.918,189.753,424301.0
2023-05-06,189.507,190.702,187.918,189.753,424301.0
2023-05-07,189.507,190.702,187.918,189.753,424301.0
2023-05-08,189.329,189.634,186.854,188.659,508201.0
2023-05-09,188.422,189.223,187.812,188.837,642486.0
2023-05-10,190.711,191.236,188.558,189.456,493711.0
2023-05-11,187.998,189.181,186.032,186.549,756292.0
2023-05-12,186.413,187.574,184.786,187.134,523166.0
2023-05-13,186.413,187.574,184.786,187.134,523166.0
2023-05-14,186.413,187.574,184.786,187.134,523166.0
2023-05-15,186.956,189.88,186.642,188.939,479688.0
2023-05-16,187.617,187.913,184.184,184.438,564912.0
2023-05-17,184.787,185.391,182.423,184.617,535727.0
2023-05-18,184.353,184.353,180.985,183.766,811665.0
2023-05-19,184.6,185.863,183.979,184.396,498890.0
2023-05-20,184.6,185.863,183.979,184.396,498890.0
2023-05-21,184.6,185.863,183.979,184.396,498890.0
2023-05-22,185.059,187.1,183.452,185.926,463709.0
2023-05-23,185.408,187.219,183.537,186.156,710638.0
2023-05-24,184.778,184.812,181.487,183.418,596137.0
2023-05-25,182.337,183.137,178.965,181.461,706205.0
2023-05-26,181.972,183.571,181.028,183.358,595599.0
2023-05-27,181.972,183.571,181.028,183.358,595599.0
2023-05-28,181.972,183.571,181.028,183.358,595599.0
2023-05-29,181.972,183.571,181.028,183.358,595599.0
2023-05-30,182.712,183.499,179.926,180.237,503311.0
2023-05-31,179.446,181.908,177.779,180.747,1066456.0
2023-06-01,181.419,182.516,179.892,180.671,882847.0
2023-06-02,182.235,185.765,181.806,184.532,647934.0
2023-06-03,182.235,185.765,181.806,184.532,647934.0
2023-06-04,182.235,185.765,181.806,184.532,647934.0
2023-06-05,184.872,186.658,184.081,185.212,488471.0
2023-06-06,184.999,186.335,183.851,185.331,553943.0
2023-06-07,185.399,188.571,184.965,187.542,511522.0
2023-06-08,187.559,188.248,185.629,187.729,546149.0
2023-06-09,186.403,186.819,184.523,185.033,447174.0
2023-06-10,186.403,186.819,184.523,185.033,447174.0
2023-06-11,186.403,186.819,184.523,185.033,447174.0
2023-06-12,184.753,191.82,184.753,190.97,712200.0
2023-06-13,191.446,194.975,191.352,194.754,588931.0
2023-06-14,195.707,197.637,192.662,193.036,724622.0
2023-06-15,193.427,196.302,192.526,196.081,752649.0
2023-06-16,197.484,200.163,197.086,199.236,1054278.0
2023-06-17,197.484,200.163,197.086,199.236,1054278.0
2023-06-18,197.484,200.163,197.086,199.236,1054278.0
2023-06-19,197.484,200.163,197.086,199.236,1054278.0
2023-06-20,197.135,198.062,193.572,196.855,666832.0
2023-06-21,196.157,198.42,194.945,198.139,488975.0
2023-06-22,198.266,200.052,197.544,199.78,555682.0
2023-06-23,198.989,201.711,198.177,199.712,829627.0
2023-06-24,198.989,201.711,198.177,199.712,829627.0
2023-06-25,198.989,201.711,198.177,199.712,829627.0
2023-06-26,200.41,202.731,197.373,200.86,507096.0
2023-06-27,200.001,202.978,196.676,202.485,574425.0
2023-06-28,202.0,202.57,200.163,202.357,493538.0
2023-06-29,201.864,204.602,201.439,204.517,827859.0
2023-06-30,206.116,206.916,203.327,205.24,759870.0
2023-07-01,206.116,206.916,203.327,205.24,759870.0
2023-07-02,206.116,206.916,203.327,205.24,759870.0
2023-07-03,204.082,207.893,202.686,206.824,998851.0
2023-07-04,204.082,207.893,202.686,206.824,998851.0
2023-07-05,206.022,209.16,205.339,207.339,1178837.0
2023-07-06,206.25,208.621,204.715,207.359,1069154.0
2023-07-07,206.854,209.22,206.072,206.19,663702.0
2023-07-08,206.854,209.22,206.072,206.19,663702.0
2023-07-09,206.854,209.22,206.072,206.19,663702.0
2023-07-10,206.567,208.918,206.28,208.368,932856.0
2023-07-11,209.695,210.012,207.715,209.616,721078.0
2023-07-12,210.437,211.457,208.735,210.932,543558.0
2023-07-13,210.626,210.665,208.774,209.616,395128.0
2023-07-14,210.368,211.784,209.19,210.635,470059.0
2023-07-15,210.368,211.784,209.19,210.635,470059.0
2023-07-16,210.368,211.784,209.19,210.635,470059.0
2023-07-17,209.923,212.071,208.883,210.457,426093.0
2023-07-18,210.398,213.358,209.447,210.586,569472.0
2023-07-19,209.873,215.308,208.834,214.932,811513.0
2023-07-20,215.813,217.377,214.813,216.506,657812.0
2023-07-21,216.783,217.615,214.615,217.011,665385.0
2023-07-22,216.783,217.615,214.615,217.011,665385.0
2023-07-23,216.783,217.615,214.615,217.011,665385.0
2023-07-24,217.169,218.1,216.308,216.625,421171.0
2023-07-25,215.031,220.1,213.685,219.476,660648.0
2023-07-26,218.595,219.248,215.249,216.645,873075.0
2023-07-27,212.932,218.436,209.101,213.883,1650945.0
2023-07-28,215.952,217.12,208.269,212.487,711812.0
2023-07-29,215.952,217.12,208.269,212.487,711812.0
2023-07-30,215.952,217.12,208.269,212.487,711812.0
2023-07-31,212.645,212.843,210.037,211.784,728829.0
2023-08-01,209.695,212.615,208.539,211.467,899784.0
2023-08-02,210.329,213.407,210.21,212.784,669509.0
2023-08-03,213.744,214.175,211.269,213.1,384880.0
2023-08-04,212.833,215.506,212.407,213.071,518611.0
2023-08-05,212.833,215.506,212.407,213.071,518611.0
2023-08-06,212.833,215.506,212.407,213.071,518611.0
2023-08-07,214.074,214.491,212.177,212.961,326696.0
2023-08-08,211.332,212.807,209.748,212.435,381707.0
2023-08-09,213.458,216.666,213.438,214.769,507256.0
2023-08-10,214.551,216.656,211.958,212.584,763981.0
2023-08-11,212.207,216.587,211.472,216.537,743948.0
2023-08-12,212.207,216.587,211.472,216.537,743948.0
2023-08-13,212.207,216.587,211.472,216.537,743948.0
2023-08-14,216.14,217.838,215.916,216.527,861300.0
2023-08-15,216.011,217.193,214.417,214.71,985691.0
2023-08-16,215.286,215.37,212.961,213.667,968479.0
2023-08-17,213.468,214.114,210.399,211.472,910243.0
2023-08-18,211.263,213.848,211.263,212.991,670055.0
2023-08-19,211.263,213.848,211.263,212.991,670055.0
2023-08-20,211.263,213.848,211.263,212.991,670055.0
2023-08-21,213.289,215.107,213.011,214.183,590234.0
2023-08-22,213.935,214.898,212.822,213.339,1562586.0
2023-08-23,214.134,215.961,211.948,213.498,633389.0
2023-08-24,213.13,215.345,210.692,211.064,624109.0
2023-08-25,212.038,212.604,210.28,210.766,512424.0
2023-08-26,212.038,212.604,210.28,210.766,512424.0
2023-08-27,212.038,212.604,210.28,210.766,512424.0
2023-08-28,211.273,212.514,209.296,210.816,1411771.0
2023-08-29,210.895,211.094,208.67,209.912,803547.0
2023-08-30,210.17,211.71,209.465,210.935,821068.0
2023-08-31,211.968,212.087,206.515,206.704,837872.0
2023-09-01,207.399,208.462,204.558,205.194,766023.0
2023-09-02,207.399,208.462,204.558,205.194,766023.0
2023-09-03,207.399,208.462,204.558,205.194,766023.0
2023-09-04,207.399,208.462,204.558,205.194,766023.0
2023-09-05,204.717,204.717,200.292,203.078,864515.0
2023-09-06,201.777,203.555,199.989,203.227,897385.0
2023-09-07,203.684,204.111,202.065,203.873,812151.0
2023-09-08,203.158,203.932,201.509,201.946,583350.0
2023-09-09,203.158,203.932,201.509,201.946,583350.0
2023-09-10,203.158,203.932,201.509,201.946,583350.0
2023-09-11,201.966,202.949,200.535,200.575,468203.0
2023-09-12,200.565,202.105,199.741,200.237,899682.0
2023-09-13,200.158,203.327,200.158,203.138,1015245.0
2023-09-14,204.558,205.472,201.866,202.274,600315.0
2023-09-15,201.35,203.297,199.78,200.297,886099.0
2023-09-16,201.35,203.297,199.78,200.297,886099.0
2023-09-17,201.35,203.297,199.78,200.297,886099.0
2023-09-18,200.158,200.734,197.352,199.82,724616.0
2023-09-19,200.029,203.545,200.029,203.297,1230901.0
2023-09-20,204.121,204.975,202.78,203.823,850486.0
2023-09-21,203.327,206.177,202.532,203.764,1085355.0
2023-09-22,203.754,205.482,203.168,203.774,936012.0
2023-09-23,203.754,205.482,203.168,203.774,936012.0
2023-09-24,203.754,205.482,203.168,203.774,936012.0
2023-09-25,203.307,207.101,202.522,207.022,1018959.0
2023-09-26,206.277,207.329,203.942,203.982,938743.0
2023-09-27,204.727,205.478,202.244,203.476,757100.0
2023-09-28,203.893,205.532,201.628,201.896,809340.0
2023-09-29,202.85,203.197,199.413,199.701,1090832.0
2023-09-30,202.85,203.197,199.413,199.701,1090832.0
2023-10-01,202.85,203.197,199.413,199.701,1090832.0
2023-10-02,198.648,199.234,195.489,198.221,1012293.0
2023-10-03,197.695,200.148,197.292,199.125,674077.0
2023-10-04,199.165,200.476,196.125,199.91,690525.0
2023-10-05,200.436,200.933,197.486,199.443,496074.0
2023-10-06,198.31,202.244,198.31,200.039,472905.0
2023-10-07,198.31,202.244,198.31,200.039,472905.0
2023-10-08,198.31,202.244,198.31,200.039,472905.0
2023-10-09,199.026,201.797,199.026,201.052,507878.0
2023-10-10,200.655,202.686,200.655,201.221,544261.0
2023-10-11,201.181,201.181,196.9,198.549,902621.0
2023-10-12,198.688,198.688,195.35,196.542,811212.0
2023-10-13,195.946,200.357,195.946,200.208,741375.0
2023-10-14,195.946,200.357,195.946,200.208,741375.0
2023-10-15,195.946,200.357,195.946,200.208,741375.0
2023-10-16,200.972,202.115,198.618,199.989,717355.0
2023-10-17,199.045,203.058,198.41,201.588,753924.0
2023-10-18,201.558,202.159,200.198,200.396,687343.0
2023-10-19,200.635,201.35,197.928,198.092,674764.0
2023-10-20,199.065,199.929,197.984,198.519,570520.0
2023-10-21,199.065,199.929,197.984,198.519,570520.0
2023-10-22,199.065,199.929,197.984,198.519,570520.0
2023-10-23,197.814,200.237,196.572,196.602,892308.0
2023-10-24,196.354,198.936,195.728,197.317,928505.0
2023-10-25,196.473,197.153,193.811,196.364,1371568.0
2023-10-26,198.142,206.396,195.028,204.538,1634606.0
2023-10-27,203.515,204.926,197.58,197.625,1225672.0
2023-10-28,203.515,204.926,197.58,197.625,1225672.0
2023-10-29,203.515,204.926,197.58,197.625,1225672.0
2023-10-30,197.824,198.678,193.702,196.83,946382.0
2023-10-31,198.241,199.363,196.572,198.39,879091.0
2023-11-01,197.685,203.774,196.93,202.582,1020900.0
2023-11-02,203.029,205.835,202.184,203.783,744695.0
2023-11-03,206.445,209.733,206.196,208.809,643800.0
2023-11-04,206.445,209.733,206.196,208.809,643800.0
2023-11-05,206.445,209.733,206.196,208.809,643800.0
2023-11-06,209.028,210.126,207.588,208.134,628190.0
2023-11-07,208.353,208.353,206.17,206.29,799046.0
2023-11-08,207.247,207.247,204.087,205.164,749173.0
2023-11-09,204.964,205.543,203.3,203.609,527221.0
2023-11-10,204.446,204.715,202.214,204.107,650756.0
2023-11-11,204.446,204.715,202.214,204.107,650756.0
2023-11-12,204.446,204.715,202.214,204.107,650756.0
2023-11-13,204.356,205.697,203.489,203.739,646072.0
2023-11-14,205.523,208.812,204.991,207.357,766662.0
2023-11-15,207.496,210.965,207.496,209.23,913656.0
2023-11-16,210.257,210.257,207.561,210.038,705864.0
2023-11-17,211.632,211.839,210.337,211.024,1287260.0
2023-11-18,211.632,211.839,210.337,211.024,1287260.0
2023-11-19,211.632,211.839,210.337,211.024,1287260.0
2023-11-20,210.277,212.42,209.24,210.407,817742.0
2023-11-21,211.234,212.24,210.088,211.672,584888.0
2023-11-22,212.54,212.998,210.875,210.905,615485.0
2023-11-23,212.54,212.998,210.875,210.905,615485.0
2023-11-24,211.413,212.101,209.918,212.021,221423.0
2023-11-25,211.413,212.101,209.918,212.021,221423.0
2023-11-26,211.413,212.101,209.918,212.021,221423.0
2023-11-27,211.971,212.998,211.094,212.061,668224.0
2023-11-28,212.111,213.935,211.304,211.632,1187238.0
2023-11-29,211.991,213.795,211.662,213.387,756373.0
2023-11-30,213.576,216.267,211.772,216.197,1410320.0
2023-12-01,216.516,219.058,215.978,218.251,840951.0
2023-12-02,216.516,219.058,215.978,218.251,840951.0
2023-12-03,216.516,219.058,215.978,218.251,840951.0
2023-12-04,217.493,221.759,216.686,221.271,1438157.0
2023-12-05,221.42,222.028,216.158,216.307,598214.0
2023-12-06,216.486,218.679,216.327,217.154,521481.0
2023-12-07,217.892,218.546,216.377,216.915,506300.0
2023-12-08,216.905,216.905,214.971,215.888,508685.0
2023-12-09,216.905,216.905,214.971,215.888,508685.0
2023-12-10,216.905,216.905,214.971,215.888,508685.0
2023-12-11,215.5,216.995,214.084,215.44,701186.0
2023-12-12,216.237,218.779,214.653,216.835,1098140.0
2023-12-13,216.746,220.782,216.496,220.742,659639.0
2023-12-14,221.689,223.065,219.287,222.327,913021.0
2023-12-15,220.623,222.008,217.384,218.779,2135770.0
2023-12-16,220.623,222.008,217.384,218.779,2135770.0
2023-12-17,220.623,222.008,217.384,218.779,2135770.0
2023-12-18,220.284,220.633,217.543,219.208,702430.0
2023-12-19,220.194,224.221,218.5,223.314,1064054.0
2023-12-20,222.716,223.035,219.367,219.467,613781.0
2023-12-21,220.274,222.417,219.559,221.42,673848.0
2023-12-22,222.646,224.525,222.547,223.284,458866.0
2023-12-23,222.646,224.525,222.547,223.284,458866.0
2023-12-24,222.646,224.525,222.547,223.284,458866.0
2023-12-25,222.646,224.525,222.547,223.284,458866.0
2023-12-26,222.776,225.068,221.699,224.61,272317.0
2023-12-27,224.251,226.025,224.251,225.915,410699.0
2023-12-28,225.726,227.094,225.726,226.314,421440.0
2023-12-29,225.856,226.663,225.357,226.543,326080.0
2023-12-30,225.856,226.663,225.357,226.543,326080.0
2023-12-31,225.856,226.663,225.357,226.543,326080.0
2024-01-01,225.856,226.663,225.357,226.543,326080.0
2024-01-02,225.866,233.321,225.322,231.796,614932.0
2024-01-03,231.537,231.537,225.945,225.955,1231807.0
2024-01-04,225.965,226.982,224.052,224.48,547083.0
2024-01-05,223.483,226.199,222.736,224.679,638296.0
2024-01-06,223.483,226.199,222.736,224.679,638296.0
2024-01-07,223.483,226.199,222.736,224.679,638296.0
2024-01-08,224.47,225.342,222.925,225.248,543384.0
2024-01-09,224.261,227.58,223.284,227.44,644956.0
2024-01-10,227.371,228.955,222.716,224.63,1021184.0
2024-01-11,224.47,224.47,219.885,222.238,510224.0
2024-01-12,222.556,224.759,220.623,222.746,534099.0
2024-01-13,222.556,224.759,220.623,222.746,534099.0
2024-01-14,222.556,224.759,220.623,222.746,534099.0
2024-01-15,222.556,224.759,220.623,222.746,534099.0
2024-01-16,221.211,222.228,219.447,221.041,1023981.0
2024-01-17,220.334,224.64,219.905,222.267,660124.0
2024-01-18,220.653,227.356,219.696,226.573,834738.0
2024-01-19,227.56,227.56,223.12,225.407,744916.0
2024-01-20,227.56,227.56,223.12,225.407,744916.0
2024-01-21,227.56,227.56,223.12,225.407,744916.0
