,PH US Equity,PH US Equity,PH US Equity,PH US Equity,PH US Equity
2021-05-20,292.9028,293.1894,289.2621,291.565,984227.0
2021-05-21,293.887,295.7503,291.049,292.2243,631653.0
2021-05-22,293.887,295.7503,291.049,292.2243,631653.0
2021-05-23,293.887,295.7503,291.049,292.2243,631653.0
2021-05-24,294.0972,294.8712,290.0075,292.2721,508231.0
2021-05-25,292.6161,295.8458,290.6286,291.0872,496853.0
2021-05-26,291.2783,292.413,288.7844,291.393,506789.0
2021-05-27,295.7981,297.174,294.0781,294.3839,1378570.0
2021-05-28,295.4063,295.7981,292.8598,294.4507,718360.0
2021-05-29,295.4063,295.7981,292.8598,294.4507,718360.0
2021-05-30,295.4063,295.7981,292.8598,294.4507,718360.0
2021-05-31,295.4063,295.7981,292.8598,294.4507,718360.0
2021-06-01,298.4831,300.6522,296.5625,299.324,666608.0
2021-06-02,300.184,300.5846,295.9414,296.6676,561640.0
2021-06-03,295.1865,297.2912,292.4823,295.5018,512459.0
2021-06-04,295.4732,296.8717,292.8837,295.3012,598790.0
2021-06-05,295.4732,296.8717,292.8837,295.3012,598790.0
2021-06-06,295.4732,296.8717,292.8837,295.3012,598790.0
2021-06-07,295.8267,296.3905,291.4694,293.715,458008.0
2021-06-08,294.2596,298.3016,291.6223,297.1549,523659.0
2021-06-09,295.8649,295.8649,291.4408,291.823,617099.0
2021-06-10,294.5081,294.6801,288.6984,289.6826,719618.0
2021-06-11,291.9568,293.113,287.3224,288.555,771353.0
2021-06-12,291.9568,293.113,287.3224,288.555,771353.0
2021-06-13,291.9568,293.113,287.3224,288.555,771353.0
2021-06-14,288.0582,288.5264,282.0191,283.7104,1119524.0
2021-06-15,284.8666,284.9479,280.9489,282.7358,1746053.0
2021-06-16,282.2102,285.2106,278.7321,282.7931,866420.0
2021-06-17,282.7167,283.7773,269.4442,272.5688,1239214.0
2021-06-18,268.4504,273.1039,268.03,268.4982,1532791.0
2021-06-19,268.4504,273.1039,268.03,268.4982,1532791.0
2021-06-20,268.4504,273.1039,268.03,268.4982,1532791.0
2021-06-21,272.2248,276.0852,269.9984,275.2443,845856.0
2021-06-22,274.4321,277.7287,272.5497,276.4292,778287.0
2021-06-23,279.9265,284.6469,277.6618,282.1147,1295000.0
2021-06-24,283.2518,286.3955,281.656,285.5833,1111570.0
2021-06-25,286.9975,290.3037,286.5006,288.3257,1395974.0
2021-06-26,286.9975,290.3037,286.5006,288.3257,1395974.0
2021-06-27,286.9975,290.3037,286.5006,288.3257,1395974.0
2021-06-28,287.4753,291.4408,283.8633,290.3132,1160866.0
2021-06-29,292.6065,294.1641,288.985,289.1953,982524.0
2021-06-30,287.7428,293.9921,287.7428,293.457,957251.0
2021-07-01,296.0083,296.2185,292.3963,293.3805,996488.0
2021-07-02,293.7914,295.9796,292.2817,294.5654,709051.0
2021-07-03,293.7914,295.9796,292.2817,294.5654,709051.0
2021-07-04,293.7914,295.9796,292.2817,294.5654,709051.0
2021-07-05,293.7914,295.9796,292.2817,294.5654,709051.0
2021-07-06,293.1799,293.7341,288.125,290.4088,1176090.0
2021-07-07,289.8068,296.8109,289.8068,294.5367,879376.0
2021-07-08,289.8546,297.9146,287.8145,293.2372,1155782.0
2021-07-09,297.5085,299.668,296.5577,297.7187,649356.0
2021-07-10,297.5085,299.668,296.5577,297.7187,649356.0
2021-07-11,297.5085,299.668,296.5577,297.7187,649356.0
2021-07-12,295.263,299.5916,294.9298,299.4578,889356.0
2021-07-13,299.4482,299.668,295.5114,296.0274,675598.0
2021-07-14,297.8716,298.12,291.1923,293.1894,657604.0
2021-07-15,291.2019,296.7249,290.6572,292.6257,704506.0
2021-07-16,293.7341,294.4221,286.1853,286.6631,659005.0
2021-07-17,293.7341,294.4221,286.1853,286.6631,659005.0
2021-07-18,293.7341,294.4221,286.1853,286.6631,659005.0
2021-07-19,280.796,280.796,273.5052,277.0407,910679.0
2021-07-20,277.2987,286.9402,276.4913,286.214,1061706.0
2021-07-21,288.6028,293.3996,287.1599,291.6128,603471.0
2021-07-22,292.339,292.339,288.5312,289.4437,426202.0
2021-07-23,292.5397,294.0399,290.0457,293.0461,449469.0
2021-07-24,292.5397,294.0399,290.0457,293.0461,449469.0
2021-07-25,292.5397,294.0399,290.0457,293.0461,449469.0
2021-07-26,293.2659,295.607,292.2052,295.4827,451062.0
2021-07-27,293.7245,298.2013,291.9663,295.435,517455.0
2021-07-28,296.3427,296.744,291.8326,292.7021,516331.0
2021-07-29,295.263,297.1072,293.113,295.5878,519087.0
2021-07-30,294.6705,298.2825,294.3074,298.1583,491337.0
2021-07-31,294.6705,298.2825,294.3074,298.1583,491337.0
2021-08-01,294.6705,298.2825,294.3074,298.1583,491337.0
2021-08-02,292.3963,304.3406,291.6797,291.8803,1355867.0
2021-08-03,290.6381,296.5243,287.9339,295.6738,772399.0
2021-08-04,292.7212,296.5147,289.7495,289.8641,830939.0
2021-08-05,289.4246,291.8994,285.4877,286.8828,1172340.0
2021-08-06,280.4425,288.6315,279.8309,285.2584,1413426.0
2021-08-07,280.4425,288.6315,279.8309,285.2584,1413426.0
2021-08-08,280.4425,288.6315,279.8309,285.2584,1413426.0
2021-08-09,285.4017,286.4051,281.3025,283.9398,1110972.0
2021-08-10,283.6913,287.9244,282.3631,285.3731,1528578.0
2021-08-11,287.2555,288.4882,281.3789,282.8409,2338276.0
2021-08-12,282.0669,283.7964,281.14,281.5318,1644423.0
2021-08-13,282.4873,283.3664,277.2987,279.9743,1191544.0
2021-08-14,282.4873,283.3664,277.2987,279.9743,1191544.0
2021-08-15,282.4873,283.3664,277.2987,279.9743,1191544.0
2021-08-16,278.7512,288.7653,278.3116,285.7075,1846658.0
2021-08-17,283.6913,285.0912,280.5858,283.1658,1290093.0
2021-08-18,281.7325,282.8409,279.6876,280.0316,985490.0
2021-08-19,278.0823,281.8567,273.0657,274.5563,744727.0
2021-08-20,274.0212,276.8687,272.8077,275.0532,625702.0
2021-08-21,274.0212,276.8687,272.8077,275.0532,625702.0
2021-08-22,274.0212,276.8687,272.8077,275.0532,625702.0
2021-08-23,276.993,282.8122,275.9036,281.4649,828279.0
2021-08-24,282.0,287.867,281.9618,285.6789,1007973.0
2021-08-25,286.3477,291.6223,284.752,290.017,844966.0
2021-08-26,290.7554,293.2962,289.1022,291.4841,741679.0
2021-08-27,293.162,295.6549,291.695,291.9827,783029.0
2021-08-28,293.162,295.6549,291.695,291.9827,783029.0
2021-08-29,293.162,295.6549,291.695,291.9827,783029.0
2021-08-30,292.232,292.232,288.5789,289.1254,555671.0
2021-08-31,289.7295,289.7295,284.0822,284.4465,1452181.0
2021-09-01,284.4849,284.9067,279.2594,281.8482,751756.0
2021-09-02,283.1617,284.9882,281.5797,282.7303,811743.0
2021-09-03,281.6564,282.3947,277.3322,277.965,770398.0
2021-09-04,281.6564,282.3947,277.3322,277.965,770398.0
2021-09-05,281.6564,282.3947,277.3322,277.965,770398.0
2021-09-06,281.6564,282.3947,277.3322,277.965,770398.0
2021-09-07,277.4473,281.6564,276.2871,277.9555,1225154.0
2021-09-08,277.2459,277.4904,271.474,275.9036,1043712.0
2021-09-09,275.9036,277.5144,272.6629,276.1529,741744.0
2021-09-10,277.7158,279.0581,271.7233,272.3465,799741.0
2021-09-11,277.7158,279.0581,271.7233,272.3465,799741.0
2021-09-12,277.7158,279.0581,271.7233,272.3465,799741.0
2021-09-13,275.731,279.269,272.452,277.5911,907756.0
2021-09-14,279.6046,279.6813,273.0943,273.9381,643518.0
2021-09-15,274.3024,278.5978,273.4491,278.2335,577437.0
2021-09-16,277.3226,279.4032,275.1222,277.6103,640382.0
2021-09-17,281.7139,281.7475,273.1519,275.779,1302201.0
2021-09-18,281.7139,281.7475,273.1519,275.779,1302201.0
2021-09-19,281.7139,281.7475,273.1519,275.779,1302201.0
2021-09-20,269.4126,273.4203,267.6196,273.0081,1003614.0
2021-09-21,274.4079,274.4798,267.8401,267.9552,894888.0
2021-09-22,271.5699,275.4242,270.1125,273.6409,652886.0
2021-09-23,275.1941,281.5222,275.1366,279.106,1032589.0
2021-09-24,279.0581,279.9402,275.8461,275.9803,644989.0
2021-09-25,279.0581,279.9402,275.8461,275.9803,644989.0
2021-09-26,279.0581,279.9402,275.8461,275.9803,644989.0
2021-09-27,277.0734,283.9479,276.529,279.0389,706970.0
2021-09-28,278.4157,279.0101,273.1135,274.1778,917110.0
2021-09-29,275.5489,278.5787,273.708,276.6994,777311.0
2021-09-30,277.6199,278.1856,267.9456,268.099,918683.0
2021-10-01,270.8412,280.7168,269.1777,279.6717,1090500.0
2021-10-02,270.8412,280.7168,269.1777,279.6717,1090500.0
2021-10-03,270.8412,280.7168,269.1777,279.6717,1090500.0
2021-10-04,278.3869,280.2662,274.8489,277.0446,962736.0
2021-10-05,277.2364,283.411,276.2104,279.9114,940874.0
2021-10-06,276.7761,281.8338,272.9697,281.4838,995584.0
2021-10-07,284.1781,285.9518,277.0638,277.8212,835450.0
2021-10-08,278.8184,280.3429,275.8269,278.9622,469950.0
2021-10-09,278.8184,280.3429,275.8269,278.9622,469950.0
2021-10-10,278.8184,280.3429,275.8269,278.9622,469950.0
2021-10-11,279.4799,280.7695,275.3188,275.5872,584134.0
2021-10-12,276.7665,278.2047,272.1931,272.9793,416082.0
2021-10-13,273.0081,275.9324,271.3397,274.0436,510210.0
2021-10-14,277.1405,283.3391,276.379,282.3659,454622.0
2021-10-15,285.4341,289.2213,284.2422,285.6738,431863.0
2021-10-16,285.4341,289.2213,284.2422,285.6738,431863.0
2021-10-17,285.4341,289.2213,284.2422,285.6738,431863.0
2021-10-18,282.5289,284.9643,281.5414,283.5932,469377.0
2021-10-19,284.4945,285.2423,282.0687,284.0342,359482.0
2021-10-20,283.8041,288.7995,282.9316,287.9653,479933.0
2021-10-21,287.1024,287.1311,284.4273,286.8723,318246.0
2021-10-22,287.6681,290.0795,286.5463,286.9202,325340.0
2021-10-23,287.6681,290.0795,286.5463,286.9202,325340.0
2021-10-24,287.6681,290.0795,286.5463,286.9202,325340.0
2021-10-25,286.575,292.0546,285.5875,291.3786,738633.0
2021-10-26,291.8868,295.3097,290.113,291.6663,720664.0
2021-10-27,291.9443,292.951,285.4053,285.7025,869603.0
2021-10-28,285.9806,291.9155,285.6642,289.2501,774595.0
2021-10-29,287.7448,290.2377,284.0438,284.3698,713213.0
2021-10-30,287.7448,290.2377,284.0438,284.3698,713213.0
2021-10-31,287.7448,290.2377,284.0438,284.3698,713213.0
2021-11-01,285.0889,290.0123,283.7754,288.4255,613938.0
2021-11-02,289.8062,291.3882,288.5118,289.4898,1119850.0
2021-11-03,287.227,291.8197,285.8847,291.5512,850583.0
2021-11-04,306.8153,316.3361,305.5455,312.2229,1617594.0
2021-11-05,316.5183,316.9785,309.0924,312.3284,940550.0
2021-11-06,316.5183,316.9785,309.0924,312.3284,940550.0
2021-11-07,316.5183,316.9785,309.0924,312.3284,940550.0
2021-11-08,315.291,318.9057,313.1529,315.8951,883290.0
2021-11-09,316.6813,319.2796,314.3742,315.991,554255.0
2021-11-10,315.962,316.4237,312.3553,314.3077,557965.0
2021-11-11,314.6059,316.1351,311.9128,314.4135,419295.0
2021-11-12,316.5199,321.5693,314.2548,321.2423,920335.0
2021-11-13,316.5199,321.5693,314.2548,321.2423,920335.0
2021-11-14,316.5199,321.5693,314.2548,321.2423,920335.0
2021-11-15,321.954,322.1849,315.2791,315.7889,689795.0
2021-11-16,317.4336,321.9925,316.2986,319.7804,790469.0
2021-11-17,318.1742,319.8477,315.5484,316.7411,446423.0
2021-11-18,317.1066,319.7996,315.106,319.6072,761946.0
2021-11-19,320.5594,322.031,317.1354,317.1547,865516.0
2021-11-20,320.5594,322.031,317.1354,317.1547,865516.0
2021-11-21,320.5594,322.031,317.1354,317.1547,865516.0
2021-11-22,318.2992,319.6361,314.0096,314.1154,547645.0
2021-11-23,315.76,317.0585,313.0093,316.4525,697070.0
2021-11-24,314.4231,315.6542,312.3745,312.6246,499037.0
2021-11-25,314.4231,315.6542,312.3745,312.6246,499037.0
2021-11-26,303.9876,303.9876,295.3025,297.8128,684574.0
2021-11-27,303.9876,303.9876,295.3025,297.8128,684574.0
2021-11-28,303.9876,303.9876,295.3025,297.8128,684574.0
2021-11-29,301.5831,302.5449,293.2202,297.3319,716578.0
2021-11-30,293.9944,297.6204,288.4641,290.5223,1397804.0
2021-12-01,296.3124,297.5435,281.8661,281.9046,801156.0
2021-12-02,284.0013,295.3073,283.6166,293.2827,706204.0
2021-12-03,294.9851,295.4564,288.339,293.7347,650425.0
2021-12-04,294.9851,295.4564,288.339,293.7347,650425.0
2021-12-05,294.9851,295.4564,288.339,293.7347,650425.0
2021-12-06,298.0051,302.4968,295.3824,299.7556,710313.0
2021-12-07,302.9969,307.3635,301.5734,302.4487,552728.0
2021-12-08,302.9873,305.2571,301.3715,304.1511,409103.0
2021-12-09,302.8526,307.979,301.3715,306.1612,486500.0
2021-12-10,308.3445,310.4124,305.6544,306.7479,450981.0
2021-12-11,308.3445,310.4124,305.6544,306.7479,450981.0
2021-12-12,308.3445,310.4124,305.6544,306.7479,450981.0
2021-12-13,307.7771,308.258,301.8812,302.1024,636986.0
2021-12-14,300.5251,305.3341,297.7935,299.5056,624454.0
2021-12-15,300.1403,304.0549,295.466,303.0738,717840.0
2021-12-16,306.2574,306.6902,300.0153,301.1791,827353.0
2021-12-17,300.7078,300.8425,290.5993,291.0513,1554583.0
2021-12-18,300.7078,300.8425,290.5993,291.0513,1554583.0
2021-12-19,300.7078,300.8425,290.5993,291.0513,1554583.0
2021-12-20,286.2231,286.2231,278.7018,285.0593,823973.0
2021-12-21,288.8488,294.735,287.6802,293.6674,623281.0
2021-12-22,293.225,295.6103,292.4844,294.7735,426355.0
2021-12-23,296.1585,301.2368,295.0909,299.9768,633153.0
2021-12-24,296.1585,301.2368,295.0909,299.9768,633153.0
2021-12-25,296.1585,301.2368,295.0909,299.9768,633153.0
2021-12-26,296.1585,301.2368,295.0909,299.9768,633153.0
2021-12-27,300.6116,304.4877,299.948,304.4396,375249.0
2021-12-28,304.1992,306.8153,304.1992,305.2956,306135.0
2021-12-29,306.3055,307.7001,305.2668,306.4305,281617.0
2021-12-30,306.8826,307.7386,302.6747,302.9681,439688.0
2021-12-31,302.9681,307.1711,302.5941,305.9689,357297.0
2022-01-01,302.9681,307.1711,302.5941,305.9689,357297.0
2022-01-02,302.9681,307.1711,302.5941,305.9689,357297.0
2022-01-03,306.2478,309.7247,302.1313,303.9299,880447.0
2022-01-04,307.6232,314.5001,304.3819,311.6628,712451.0
2022-01-05,313.0478,314.2356,305.8535,306.2093,1015215.0
2022-01-06,308.258,313.3748,306.017,311.7493,594435.0
2022-01-07,312.1244,315.6927,310.4797,311.3742,621752.0
2022-01-08,312.1244,315.6927,310.4797,311.3742,621752.0
2022-01-09,312.1244,315.6927,310.4797,311.3742,621752.0
2022-01-10,308.4792,309.5756,303.2374,305.3245,576842.0
2022-01-11,305.6707,309.7488,300.0707,309.0947,543743.0
2022-01-12,312.1917,314.75,310.5567,312.6919,529094.0
2022-01-13,312.7592,317.876,312.0763,315.2695,499517.0
2022-01-14,311.8551,314.5097,308.0416,314.4424,775883.0
2022-01-15,311.8551,314.5097,308.0416,314.4424,775883.0
2022-01-16,311.8551,314.5097,308.0416,314.4424,775883.0
2022-01-17,311.8551,314.5097,308.0416,314.4424,775883.0
2022-01-18,311.2588,315.3946,309.4314,315.3657,816698.0
2022-01-19,315.5388,317.5875,310.2874,310.749,907727.0
2022-01-20,310.7298,313.9807,301.2464,302.2275,906192.0
2022-01-21,303.1027,305.5168,297.0145,301.5061,846279.0
2022-01-22,303.1027,305.5168,297.0145,301.5061,846279.0
2022-01-23,303.1027,305.5168,297.0145,301.5061,846279.0
2022-01-24,295.0813,303.3528,287.0117,302.1698,1018550.0
2022-01-25,295.6583,303.5836,290.4742,299.8903,812138.0
2022-01-26,303.5163,309.9796,297.0627,301.9004,861124.0
2022-01-27,306.2863,310.0758,292.6287,296.8895,915660.0
2022-01-28,294.5619,296.9087,286.3385,296.774,815655.0
2022-01-29,294.5619,296.9087,286.3385,296.774,815655.0
2022-01-30,294.5619,296.9087,286.3385,296.774,815655.0
2022-01-31,294.5427,299.5969,291.5611,298.1687,729376.0
2022-02-01,297.9474,305.9641,296.4086,305.0936,1104189.0
2022-02-02,303.449,308.7389,302.2852,307.4981,950740.0
2022-02-03,324.2143,327.0131,297.7262,299.6594,1607000.0
2022-02-04,298.159,299.6497,286.5501,291.3976,1173031.0
2022-02-05,298.159,299.6497,286.5501,291.3976,1173031.0
2022-02-06,298.159,299.6497,286.5501,291.3976,1173031.0
2022-02-07,291.4264,298.159,290.7387,292.167,1107703.0
2022-02-08,292.5325,293.3308,288.1659,293.0903,1026619.0
2022-02-09,295.4852,302.9873,294.5042,302.2467,708535.0
2022-02-10,297.6246,302.7872,291.5395,293.7551,799267.0
2022-02-11,293.3981,295.9842,287.5388,290.0014,733263.0
2022-02-12,293.3981,295.9842,287.5388,290.0014,733263.0
2022-02-13,293.3981,295.9842,287.5388,290.0014,733263.0
2022-02-14,290.3391,292.3742,286.6336,290.59,764819.0
2022-02-15,294.0832,298.1746,293.7262,295.6078,741516.0
2022-02-16,294.2762,300.2011,293.427,299.3616,664473.0
2022-02-17,296.7465,298.1457,291.333,292.4041,407149.0
2022-02-18,290.976,295.217,288.5346,289.5189,554968.0
2022-02-19,290.976,295.217,288.5346,289.5189,554968.0
2022-02-20,290.976,295.217,288.5346,289.5189,554968.0
2022-02-21,290.976,295.217,288.5346,289.5189,554968.0
2022-02-22,289.4321,291.6225,283.4879,284.9643,624294.0
2022-02-23,287.2995,287.2995,279.3433,279.7631,643260.0
2022-02-24,273.5005,279.8499,270.5284,279.0587,1310675.0
2022-02-25,279.5025,288.3706,278.6148,287.5504,555329.0
2022-02-26,279.5025,288.3706,278.6148,287.5504,555329.0
2022-02-27,279.5025,288.3706,278.6148,287.5504,555329.0
2022-02-28,283.0054,287.8785,281.2877,286.0064,755669.0
2022-03-01,285.7362,287.0607,274.9769,277.5437,944494.0
2022-03-02,280.9596,288.4092,280.4289,286.8942,756508.0
2022-03-03,289.3356,289.7022,282.2045,284.6362,584213.0
2022-03-04,279.6569,280.5351,272.6899,273.9057,1027073.0
2022-03-05,279.6569,280.5351,272.6899,273.9057,1027073.0
2022-03-06,279.6569,280.5351,272.6899,273.9057,1027073.0
2022-03-07,273.0855,274.9769,262.3454,262.3937,1243416.0
2022-03-08,265.1052,273.7224,259.1032,262.1042,1162227.0
2022-03-09,268.9362,276.1734,268.1449,268.3379,844160.0
2022-03-10,262.8569,266.8518,260.7243,265.9737,979731.0
2022-03-11,267.4887,269.4669,260.8401,261.4866,1002629.0
2022-03-12,267.4887,269.4669,260.8401,261.4866,1002629.0
2022-03-13,267.4887,269.4669,260.8401,261.4866,1002629.0
2022-03-14,264.9991,268.0966,261.5252,264.3719,868556.0
2022-03-15,268.4537,271.0108,266.1185,269.3607,684536.0
2022-03-16,272.4197,280.1732,269.3897,275.8936,653767.0
2022-03-17,270.345,278.7402,270.345,278.7402,463088.0
2022-03-18,276.7717,280.5158,273.0662,280.2166,982840.0
2022-03-19,276.7717,280.5158,273.0662,280.2166,982840.0
2022-03-20,276.7717,280.5158,273.0662,280.2166,982840.0
2022-03-21,278.6051,281.2684,276.7717,278.4218,699099.0
2022-03-22,279.8789,282.8703,278.5183,280.0526,511008.0
2022-03-23,278.4218,279.522,276.0866,276.6945,579658.0
2022-03-24,278.0165,279.2131,276.0576,279.0104,380669.0
2022-03-25,279.0104,281.8329,277.6981,280.2552,342823.0
2022-03-26,279.0104,281.8329,277.6981,280.2552,342823.0
2022-03-27,279.0104,281.8329,277.6981,280.2552,342823.0
2022-03-28,279.2999,279.9271,275.0155,276.6366,676639.0
2022-03-29,280.7667,287.4925,280.0188,287.3477,645202.0
2022-03-30,286.595,288.4574,281.3167,281.4325,566772.0
2022-03-31,279.2324,283.1598,273.7996,273.8189,777596.0
2022-04-01,276.8682,289.0702,270.152,272.3135,836919.0
2022-04-02,276.8682,289.0702,270.152,272.3135,836919.0
2022-04-03,276.8682,289.0702,270.152,272.3135,836919.0
2022-04-04,271.6381,275.0589,268.3186,274.1856,539135.0
2022-04-05,271.503,273.7224,264.2175,264.8158,791045.0
2022-04-06,260.7629,264.4394,257.5882,263.8508,1896420.0
2022-04-07,263.2525,268.5212,259.4505,266.9387,1160259.0
2022-04-08,266.6009,269.3221,263.8797,264.4587,587800.0
2022-04-09,266.6009,269.3221,263.8797,264.4587,587800.0
2022-04-10,266.6009,269.3221,263.8797,264.4587,587800.0
2022-04-11,264.3043,268.2028,260.4155,260.9462,609425.0
2022-04-12,263.1946,267.3922,259.6628,260.7918,428719.0
2022-04-13,260.1453,266.3308,259.8462,263.9666,490937.0
2022-04-14,266.1571,267.5949,263.1078,264.2754,509259.0
2022-04-15,266.1571,267.5949,263.1078,264.2754,509259.0
2022-04-16,266.1571,267.5949,263.1078,264.2754,509259.0
2022-04-17,266.1571,267.5949,263.1078,264.2754,509259.0
2022-04-18,263.1271,265.5588,260.0874,261.8147,468742.0
2022-04-19,263.3008,273.3654,263.1367,273.0373,549018.0
2022-04-20,275.0926,281.0127,275.0926,279.2999,623116.0
2022-04-21,282.2913,284.6541,274.7163,276.9164,619045.0
2022-04-22,274.2049,276.3471,266.6781,267.3633,617670.0
2022-04-23,274.2049,276.3471,266.6781,267.3633,617670.0
2022-04-24,274.2049,276.3471,266.6781,267.3633,617670.0
2022-04-25,264.9605,268.6563,258.833,268.5116,704609.0
2022-04-26,265.4816,269.6358,261.67,261.8726,512946.0
2022-04-27,262.7121,266.1088,260.4861,262.1814,661680.0
2022-04-28,263.5902,267.77,258.9295,266.6781,625368.0
2022-04-29,265.7518,270.9722,260.1936,261.3322,776777.0
2022-04-30,265.7518,270.9722,260.1936,261.3322,776777.0
2022-05-01,265.7518,270.9722,260.1936,261.3322,776777.0
2022-05-02,260.7629,267.9422,256.1214,263.4938,873504.0
2022-05-03,262.9823,269.0713,261.2743,266.7457,843500.0
2022-05-04,267.5177,281.0368,265.4382,280.4,1235286.0
2022-05-05,260.8883,273.0855,260.541,266.4851,1563791.0
2022-05-06,263.0788,265.9834,251.1132,262.027,798055.0
2022-05-07,263.0788,265.9834,251.1132,262.027,798055.0
2022-05-08,263.0788,265.9834,251.1132,262.027,798055.0
2022-05-09,257.4531,266.3404,256.3433,261.6893,1003817.0
2022-05-10,264.1306,265.0329,252.6861,256.4302,807242.0
2022-05-11,256.0346,263.6481,253.7968,255.61,558126.0
2022-05-12,253.8643,256.4053,246.1929,252.5841,1116904.0
2022-05-13,256.4246,259.3245,254.097,257.346,811197.0
2022-05-14,256.4246,259.3245,254.097,257.346,811197.0
2022-05-15,256.4246,259.3245,254.097,257.346,811197.0
2022-05-16,255.3481,260.624,251.0178,257.3945,719422.0
2022-05-17,263.8342,265.9969,258.8444,264.2318,638193.0
2022-05-18,261.109,262.7674,254.5723,255.4063,535806.0
2022-05-19,252.4774,259.1596,250.7511,254.7662,559413.0
2022-05-20,257.249,257.443,245.6886,250.9645,660017.0
2022-05-21,257.249,257.443,245.6886,250.9645,660017.0
2022-05-22,257.249,257.443,245.6886,250.9645,660017.0
2022-05-23,254.805,255.7749,251.3524,253.7382,592060.0
2022-05-24,252.1089,254.9505,246.3965,254.1649,481588.0
2022-05-25,252.749,257.1714,250.6832,254.6499,712041.0
2022-05-26,258.7523,261.4969,257.6563,259.9258,393734.0
2022-05-27,262.5346,265.1386,262.3794,264.4937,472230.0
2022-05-28,262.5346,265.1386,262.3794,264.4937,472230.0
2022-05-29,262.5346,265.1386,262.3794,264.4937,472230.0
2022-05-30,262.5346,265.1386,262.3794,264.4937,472230.0
2022-05-31,262.0594,265.4053,259.9355,263.9603,1075707.0
2022-06-01,265.1629,266.6176,260.6386,264.2803,648095.0
2022-06-02,266.8795,270.8558,264.4161,270.4097,501546.0
2022-06-03,267.6554,270.1721,266.5643,268.4894,340713.0
2022-06-04,267.6554,270.1721,266.5643,268.4894,340713.0
2022-06-05,267.6554,270.1721,266.5643,268.4894,340713.0
2022-06-06,270.2836,272.0778,267.6069,269.4205,574128.0
2022-06-07,267.539,275.5207,266.3218,275.2007,507516.0
2022-06-08,272.65,275.4334,271.0401,274.483,694705.0
2022-06-09,273.6586,275.3268,268.5379,268.6058,613282.0
2022-06-10,262.651,263.5383,255.5324,255.6585,632763.0
2022-06-11,262.651,263.5383,255.5324,255.6585,632763.0
2022-06-12,262.651,263.5383,255.5324,255.6585,632763.0
2022-06-13,244.6023,250.7608,243.6723,245.514,767448.0
2022-06-14,246.1929,249.6843,241.9935,245.0097,663467.0
2022-06-15,247.2403,250.2953,243.5549,247.1045,664975.0
2022-06-16,241.0043,241.0043,231.0731,233.2844,980116.0
2022-06-17,225.9621,232.14,223.489,229.2401,1518066.0
2022-06-18,225.9621,232.14,223.489,229.2401,1518066.0
2022-06-19,225.9621,232.14,223.489,229.2401,1518066.0
2022-06-20,225.9621,232.14,223.489,229.2401,1518066.0
2022-06-21,232.9352,235.0957,229.3177,234.6033,925645.0
2022-06-22,230.0354,238.4439,230.0354,236.5139,832442.0
2022-06-23,235.1949,237.0188,228.3964,232.7219,693412.0
2022-06-24,236.1648,245.8534,234.7973,245.4655,921181.0
2022-06-25,236.1648,245.8534,234.7973,245.4655,921181.0
2022-06-26,236.1648,245.8534,234.7973,245.4655,921181.0
2022-06-27,246.8718,247.8901,242.2796,244.2726,635391.0
2022-06-28,245.8049,249.1703,242.1147,242.459,808427.0
2022-06-29,243.8459,243.8459,238.2499,239.8695,906881.0
2022-06-30,235.9126,240.9655,233.5171,238.6282,1127802.0
2022-07-01,238.3954,243.1379,233.5365,241.5474,969404.0
2022-07-02,238.3954,243.1379,233.5365,241.5474,969404.0
2022-07-03,238.3954,243.1379,233.5365,241.5474,969404.0
2022-07-04,238.3954,243.1379,233.5365,241.5474,969404.0
2022-07-05,237.1734,239.1422,231.7132,238.8803,572383.0
2022-07-06,238.1335,240.0635,232.6928,236.7564,779141.0
2022-07-07,239.5883,243.6034,237.7844,243.3901,749949.0
2022-07-08,242.5851,243.3804,238.7445,240.5581,291801.0
2022-07-09,242.5851,243.3804,238.7445,240.5581,291801.0
2022-07-10,242.5851,243.3804,238.7445,240.5581,291801.0
2022-07-11,239.5689,242.8954,238.9143,240.5678,806833.0
2022-07-12,239.2392,246.3442,239.2392,241.5862,542527.0
2022-07-13,236.8437,239.7338,235.2046,237.7941,921288.0
2022-07-14,233.2747,238.1723,231.432,237.2801,751536.0
2022-07-15,242.459,243.7198,239.0549,240.8685,2553628.0
2022-07-16,242.459,243.7198,239.0549,240.8685,2553628.0
2022-07-17,242.459,243.7198,239.0549,240.8685,2553628.0
2022-07-18,243.7198,246.2705,239.2295,240.2866,785451.0
2022-07-19,244.292,253.5297,243.3513,252.1477,1015746.0
2022-07-20,252.3998,258.1461,250.3001,257.1908,784734.0
2022-07-21,256.2307,260.4543,254.1261,260.207,588145.0
2022-07-22,260.8665,262.2049,257.5941,259.79,464629.0
2022-07-23,260.8665,262.2049,257.5941,259.79,464629.0
2022-07-24,260.8665,262.2049,257.5941,259.79,464629.0
2022-07-25,259.6736,261.2835,257.6403,259.4796,396946.0
2022-07-26,259.499,263.1844,258.4225,262.1661,732012.0
2022-07-27,263.4657,271.1031,261.5163,268.6931,841800.0
2022-07-28,270.0799,274.6188,269.0422,274.4151,771612.0
2022-07-29,275.3752,281.3446,273.678,280.3699,800255.0
2022-07-30,275.3752,281.3446,273.678,280.3699,800255.0
2022-07-31,275.3752,281.3446,273.678,280.3699,800255.0
2022-08-01,277.0531,280.7093,275.9281,278.6339,1007405.0
