,PAG US Equity,PAG US Equity,PAG US Equity,PAG US Equity,PAG US Equity
2020-03-15,33.8845,34.1265,31.43,33.6333,561420.0
2020-03-16,26.1602,30.6738,26.1602,26.7,667800.0
2020-03-17,27.1746,27.5097,23.9449,24.727,695642.0
2020-03-18,22.8472,23.0519,18.65,20.2135,953053.0
2020-03-19,19.8133,22.4284,18.6035,21.7025,993349.0
2020-03-20,21.6559,23.2287,20.1297,20.5578,894414.0
2020-03-21,21.6559,23.2287,20.1297,20.5578,894414.0
2020-03-22,21.6559,23.2287,20.1297,20.5578,894414.0
2020-03-23,20.4089,20.6415,18.9013,19.8412,575887.0
2020-03-24,21.2651,23.0612,20.4368,22.9961,803857.0
2020-03-25,23.4428,27.8168,22.9774,26.458,570737.0
2020-03-26,27.0071,27.5557,26.002,26.4394,444643.0
2020-03-27,25.4995,25.881,24.5595,25.7135,398321.0
2020-03-28,25.4995,25.881,24.5595,25.7135,398321.0
2020-03-29,25.4995,25.881,24.5595,25.7135,398321.0
2020-03-30,25.6763,26.5139,24.299,26.458,700348.0
2020-03-31,26.2905,26.8841,25.4941,26.0579,368679.0
2020-04-01,24.8946,25.1923,23.4195,24.3362,510796.0
2020-04-02,23.815,24.4006,22.3818,22.8379,479996.0
2020-04-03,22.7076,23.0984,20.9114,21.4326,415264.0
2020-04-04,22.7076,23.0984,20.9114,21.4326,415264.0
2020-04-05,22.7076,23.0984,20.9114,21.4326,415264.0
2020-04-06,22.661,24.9969,22.6447,24.5223,481307.0
2020-04-07,26.1975,28.068,25.7787,26.6535,863605.0
2020-04-08,27.2677,30.6459,26.8117,29.5384,725280.0
2020-04-09,30.2457,33.4564,30.2457,31.2136,620901.0
2020-04-10,30.2457,33.4564,30.2457,31.2136,620901.0
2020-04-11,30.2457,33.4564,30.2457,31.2136,620901.0
2020-04-12,30.2457,33.4564,30.2457,31.2136,620901.0
2020-04-13,31.4463,31.4463,29.0778,29.7246,382046.0
2020-04-14,30.6738,31.2229,29.4873,29.7246,538652.0
2020-04-15,28.1797,28.9103,27.2305,28.2356,387638.0
2020-04-16,28.4961,28.552,27.6306,27.8726,466918.0
2020-04-17,29.1383,30.3574,29.1383,30.162,432970.0
2020-04-18,29.1383,30.3574,29.1383,30.162,432970.0
2020-04-19,29.1383,30.3574,29.1383,30.162,432970.0
2020-04-20,29.3895,29.5664,27.7888,28.068,372913.0
2020-04-21,27.035,27.8912,26.9978,27.3514,246314.0
2020-04-22,27.975,27.975,26.5883,26.9513,298839.0
2020-04-23,27.0629,28.7381,26.9885,27.8261,231314.0
2020-04-24,28.5147,29.4361,28.2356,29.101,248926.0
2020-04-25,28.5147,29.4361,28.2356,29.101,248926.0
2020-04-26,28.5147,29.4361,28.2356,29.101,248926.0
2020-04-27,30.1992,31.1764,29.5908,30.6459,297190.0
2020-04-28,31.3625,32.5258,31.2229,32.0605,260812.0
2020-04-29,33.4285,35.0106,33.1447,34.6476,307030.0
2020-04-30,34.3312,34.3312,33.0283,33.4843,287283.0
2020-05-01,32.5723,33.1307,30.9623,31.772,250325.0
2020-05-02,32.5723,33.1307,30.9623,31.772,250325.0
2020-05-03,32.5723,33.1307,30.9623,31.772,250325.0
2020-05-04,30.8413,31.9674,30.0782,31.865,193958.0
2020-05-05,32.3304,33.3029,31.4928,31.53,238714.0
2020-05-06,31.9581,32.5078,30.255,30.8134,350909.0
2020-05-07,31.4928,33.1865,31.4928,32.2931,420391.0
2020-05-08,33.2703,33.8845,32.5816,33.503,377578.0
2020-05-09,33.2703,33.8845,32.5816,33.503,377578.0
2020-05-10,33.2703,33.8845,32.5816,33.503,377578.0
2020-05-11,33.503,33.6426,32.6375,33.0376,496486.0
2020-05-12,33.2331,33.6146,31.0554,31.1019,267327.0
2020-05-13,30.711,31.074,29.3895,29.6222,413165.0
2020-05-14,28.7381,29.2965,27.5934,28.8591,466098.0
2020-05-15,28.3658,29.2034,27.9936,28.4868,506968.0
2020-05-16,28.3658,29.2034,27.9936,28.4868,506968.0
2020-05-17,28.3658,29.2034,27.9936,28.4868,506968.0
2020-05-18,30.2736,31.7068,30.2736,31.316,676566.0
2020-05-19,32.5258,33.503,31.0647,32.0326,577624.0
2020-05-20,32.7026,33.1209,31.7906,32.0419,375631.0
2020-05-21,32.1535,32.7305,32.0605,32.3862,301412.0
2020-05-22,32.228,32.3862,30.8553,31.7254,398589.0
2020-05-23,32.228,32.3862,30.8553,31.7254,398589.0
2020-05-24,32.228,32.3862,30.8553,31.7254,398589.0
2020-05-25,32.228,32.3862,30.8553,31.7254,398589.0
2020-05-26,33.1493,34.6476,33.0283,33.2703,676626.0
2020-05-27,34.2102,35.7551,34.2102,35.3735,1178105.0
2020-05-28,35.7551,35.7551,34.1823,34.3126,589378.0
2020-05-29,33.8101,34.2102,33.0144,33.2796,504133.0
2020-05-30,33.8101,34.2102,33.0144,33.2796,504133.0
2020-05-31,33.8101,34.2102,33.0144,33.2796,504133.0
2020-06-01,33.2796,34.222,32.8887,33.4937,351726.0
2020-06-02,33.9683,35.1316,33.9683,34.5732,335305.0
2020-06-03,35.4852,36.9835,35.1316,36.6951,464773.0
2020-06-04,36.3228,37.1743,35.9692,36.9649,504314.0
2020-06-05,39.0868,40.9201,38.8355,40.5944,667249.0
2020-06-06,39.0868,40.9201,38.8355,40.5944,667249.0
2020-06-07,39.0868,40.9201,38.8355,40.5944,667249.0
2020-06-08,41.3855,42.6697,40.8085,41.218,456007.0
2020-06-09,40.4827,40.6689,38.7425,40.3338,453770.0
2020-06-10,40.8178,40.8178,38.2678,38.3516,463947.0
2020-06-11,36.2577,37.0859,35.1595,35.448,381412.0
2020-06-12,37.1697,37.7281,35.904,36.9649,413822.0
2020-06-13,37.1697,37.7281,35.904,36.9649,413822.0
2020-06-14,37.1697,37.7281,35.904,36.9649,413822.0
2020-06-15,35.1781,37.9793,35.1781,37.6164,466669.0
2020-06-16,39.8034,39.9366,37.3372,38.0259,479129.0
2020-06-17,38.091,38.4446,36.7044,36.9277,286031.0
2020-06-18,36.3042,38.0724,36.146,37.5047,417279.0
2020-06-19,38.2027,38.2957,35.4387,35.5597,739689.0
2020-06-20,38.2027,38.2957,35.4387,35.5597,739689.0
2020-06-21,38.2027,38.2957,35.4387,35.5597,739689.0
2020-06-22,35.3829,36.5461,34.7524,36.3507,350118.0
2020-06-23,38.091,38.091,36.7695,37.6722,340829.0
2020-06-24,37.0022,37.1604,34.7407,35.0757,372643.0
2020-06-25,34.7221,34.871,33.9031,34.6104,581131.0
2020-06-26,34.5639,34.7035,33.8008,33.9217,602543.0
2020-06-27,34.5639,34.7035,33.8008,33.9217,602543.0
2020-06-28,34.5639,34.7035,33.8008,33.9217,602543.0
2020-06-29,34.5081,36.1925,33.7915,35.8668,319479.0
2020-06-30,35.5783,36.5368,35.4387,36.025,440621.0
2020-07-01,36.4531,37.2627,36.0948,36.3786,702174.0
2020-07-02,37.393,38.3144,36.4345,36.5555,305560.0
2020-07-03,37.393,38.3144,36.4345,36.5555,305560.0
2020-07-04,37.393,38.3144,36.4345,36.5555,305560.0
2020-07-05,37.393,38.3144,36.4345,36.5555,305560.0
2020-07-06,37.2255,38.0817,36.7973,37.635,396487.0
2020-07-07,37.1604,37.7188,36.7881,37.2348,321265.0
2020-07-08,37.3279,38.4167,37.1883,38.2213,375219.0
2020-07-09,38.454,38.6494,36.4345,36.6764,351926.0
2020-07-10,37.0394,38.1096,36.4903,38.0538,297232.0
2020-07-11,37.0394,38.1096,36.4903,38.0538,297232.0
2020-07-12,37.0394,38.1096,36.4903,38.0538,297232.0
2020-07-13,38.4446,38.9934,37.5978,37.6629,274964.0
2020-07-14,37.5698,39.4497,37.4489,39.4497,354155.0
2020-07-15,39.9151,41.8229,39.9151,41.6088,398424.0
2020-07-16,42.4929,43.74,41.7205,43.2002,660378.0
2020-07-17,42.6325,43.163,42.1579,42.828,467096.0
2020-07-18,42.6325,43.163,42.1579,42.828,467096.0
2020-07-19,42.6325,43.163,42.1579,42.828,467096.0
2020-07-20,42.8838,42.8838,41.6553,41.9718,273114.0
2020-07-21,42.3347,43.0885,41.9625,42.8838,275309.0
2020-07-22,43.0978,44.4287,42.6604,43.9726,478969.0
2020-07-23,44.6613,45.0615,43.1444,43.8889,620237.0
2020-07-24,43.4515,44.0704,43.3956,43.5259,298771.0
2020-07-25,43.4515,44.0704,43.3956,43.5259,298771.0
2020-07-26,43.4515,44.0704,43.3956,43.5259,298771.0
2020-07-27,43.5445,43.9819,42.9396,43.861,395224.0
2020-07-28,43.5725,44.2053,43.1816,43.2933,281749.0
2020-07-29,43.7307,44.5217,42.2975,44.4473,463808.0
2020-07-30,44.2611,44.3728,43.0234,43.2188,309465.0
2020-07-31,42.9955,43.3863,41.3296,41.7112,375020.0
2020-08-01,42.9955,43.3863,41.3296,41.7112,375020.0
2020-08-02,42.9955,43.3863,41.3296,41.7112,375020.0
2020-08-03,41.9532,42.5581,41.3064,41.6553,503398.0
2020-08-04,41.5437,42.5208,41.5158,41.7484,391411.0
2020-08-05,42.223,43.163,41.6647,43.0978,306726.0
2020-08-06,42.8186,43.4887,42.5767,42.6418,188896.0
2020-08-07,42.4743,42.7721,41.8787,42.465,200158.0
2020-08-08,42.4743,42.7721,41.8787,42.465,200158.0
2020-08-09,42.4743,42.7721,41.8787,42.465,200158.0
2020-08-10,42.4836,43.6004,42.4836,43.2374,217063.0
2020-08-11,43.9168,44.8288,43.9168,44.2332,307545.0
2020-08-12,44.7265,45.1545,44.1588,44.8474,285053.0
2020-08-13,44.4287,44.9498,43.7912,43.954,171795.0
2020-08-14,44.0099,44.652,44.0099,44.4193,188116.0
2020-08-15,44.0099,44.652,44.0099,44.4193,188116.0
2020-08-16,44.0099,44.652,44.0099,44.4193,188116.0
2020-08-17,44.2704,45.229,44.2704,45.0522,279758.0
2020-08-18,44.9312,45.7502,44.4193,45.5547,483950.0
2020-08-19,45.5454,45.5454,44.3728,44.6892,280895.0
2020-08-20,44.2891,44.7358,44.196,44.2984,232074.0
2020-08-21,44.1308,45.108,43.8432,44.6985,362637.0
2020-08-22,44.1308,45.108,43.8432,44.6985,362637.0
2020-08-23,44.1308,45.108,43.8432,44.6985,362637.0
2020-08-24,45.0056,45.564,44.6613,45.2569,250855.0
2020-08-25,45.5547,45.685,44.8102,45.3035,374408.0
2020-08-26,45.3035,45.3035,44.0192,44.6334,377485.0
2020-08-27,45.2104,45.8246,44.9963,45.4524,323227.0
2020-08-28,45.7409,46.6529,45.5454,45.5547,202430.0
2020-08-29,45.7409,46.6529,45.5454,45.5547,202430.0
2020-08-30,45.7409,46.6529,45.5454,45.5547,202430.0
2020-08-31,45.4896,45.5547,43.74,43.8982,321856.0
2020-09-01,43.8144,45.7036,43.5073,45.5175,305887.0
2020-09-02,45.4803,45.927,44.6799,45.8432,247403.0
2020-09-03,45.8246,46.2434,44.9591,45.2197,300529.0
2020-09-04,45.8898,46.0666,44.2332,44.9033,374290.0
2020-09-05,45.8898,46.0666,44.2332,44.9033,374290.0
2020-09-06,45.8898,46.0666,44.2332,44.9033,374290.0
2020-09-07,45.8898,46.0666,44.2332,44.9033,374290.0
2020-09-08,44.1588,45.5361,44.01,44.9126,356719.0
2020-09-09,45.0429,46.2899,44.8707,46.1596,276364.0
2020-09-10,46.7273,47.081,44.5589,44.7544,311131.0
2020-09-11,44.9684,45.0708,44.3356,44.6241,212128.0
2020-09-12,44.9684,45.0708,44.3356,44.6241,212128.0
2020-09-13,44.9684,45.0708,44.3356,44.6241,212128.0
2020-09-14,45.0894,45.8432,45.0522,45.6385,264609.0
2020-09-15,46.0759,46.8018,45.0615,46.2713,291758.0
2020-09-16,46.6622,46.8204,45.5454,45.9549,267117.0
2020-09-17,45.229,45.6757,44.7916,45.5733,328113.0
2020-09-18,45.5361,45.927,44.531,44.6706,450691.0
2020-09-19,45.5361,45.927,44.531,44.6706,450691.0
2020-09-20,45.5361,45.927,44.531,44.6706,450691.0
2020-09-21,43.7586,43.7586,42.5208,43.4143,278179.0
2020-09-22,43.861,44.6241,43.6748,43.9819,173586.0
2020-09-23,44.5124,45.1639,43.6655,43.7028,281649.0
2020-09-24,43.256,43.6562,42.4377,43.0234,307519.0
2020-09-25,42.7628,43.4049,42.4185,43.0978,251975.0
2020-09-26,42.7628,43.4049,42.4185,43.0978,251975.0
2020-09-27,42.7628,43.4049,42.4185,43.0978,251975.0
2020-09-28,43.9075,44.9777,43.8889,44.8381,340602.0
2020-09-29,44.9126,45.0243,44.0657,44.3263,240182.0
2020-09-30,44.5124,45.1266,44.0006,44.3542,379958.0
2020-10-01,44.7358,45.1545,43.7121,44.6427,541061.0
2020-10-02,43.7307,46.4761,43.7307,46.2248,286489.0
2020-10-03,43.7307,46.4761,43.7307,46.2248,286489.0
2020-10-04,43.7307,46.4761,43.7307,46.2248,286489.0
2020-10-05,46.4295,48.7096,46.4295,48.3839,449760.0
2020-10-06,49.4541,51.0548,49.1842,49.8357,514338.0
2020-10-07,50.7105,51.8738,50.7105,50.9524,586440.0
2020-10-08,51.3154,51.8365,50.5569,51.7621,381265.0
2020-10-09,52.0599,52.1716,51.3433,51.5666,308784.0
2020-10-10,52.0599,52.1716,51.3433,51.5666,308784.0
2020-10-11,52.0599,52.1716,51.3433,51.5666,308784.0
2020-10-12,51.7249,52.2181,50.9617,51.0269,250320.0
2020-10-13,50.5336,50.7477,49.5192,49.5472,260748.0
2020-10-14,49.8077,50.7033,48.7701,48.9702,232415.0
2020-10-15,48.3932,51.2781,48.2908,51.1106,195962.0
2020-10-16,51.1479,51.7621,50.4964,51.3061,193778.0
2020-10-17,51.1479,51.7621,50.4964,51.3061,193778.0
2020-10-18,51.1479,51.7621,50.4964,51.3061,193778.0
2020-10-19,52.1157,52.9347,51.8179,52.1064,404825.0
2020-10-20,52.6741,52.9812,51.8551,52.2088,333674.0
2020-10-21,52.7858,54.0887,52.2367,52.4135,524432.0
2020-10-22,52.702,53.6978,51.0548,51.4736,559467.0
2020-10-23,51.7714,52.1809,50.1056,51.3061,382551.0
2020-10-24,51.7714,52.1809,50.1056,51.3061,382551.0
2020-10-25,51.7714,52.1809,50.1056,51.3061,382551.0
2020-10-26,50.4313,50.6453,48.691,50.3475,589452.0
2020-10-27,50.0776,50.0776,48.4955,49.3238,378016.0
2020-10-28,48.0023,49.2028,47.4718,47.9558,339708.0
2020-10-29,47.7883,49.1935,47.3415,48.4397,288852.0
2020-10-30,48.0954,48.3373,46.9538,47.6114,216931.0
2020-10-31,48.0954,48.3373,46.9538,47.6114,216931.0
2020-11-01,48.0954,48.3373,46.9538,47.6114,216931.0
2020-11-02,48.2163,48.9609,48.0488,48.9236,210281.0
2020-11-03,49.8915,50.9059,49.5193,50.5243,225142.0
2020-11-04,49.817,50.6918,48.9143,50.5243,231775.0
2020-11-05,50.9803,52.9347,50.9803,52.0971,311165.0
2020-11-06,52.0413,52.3949,50.8966,51.2595,290348.0
2020-11-07,52.0413,52.3949,50.8966,51.2595,290348.0
2020-11-08,52.0413,52.3949,50.8966,51.2595,290348.0
2020-11-09,54.0025,56.3423,54.0025,54.4574,467173.0
2020-11-10,54.8888,56.9519,54.5887,56.1454,376089.0
2020-11-11,56.0798,56.2673,54.6731,55.9297,231201.0
2020-11-12,55.4139,55.8172,53.4117,54.2323,314308.0
2020-11-13,54.8419,56.0235,54.7012,55.8265,189297.0
2020-11-14,54.8419,56.0235,54.7012,55.8265,189297.0
2020-11-15,54.8419,56.0235,54.7012,55.8265,189297.0
2020-11-16,56.9988,57.8916,55.925,57.5427,297575.0
2020-11-17,57.177,57.5286,56.2486,57.3645,184162.0
2020-11-18,57.5333,58.8087,55.8359,55.9297,355182.0
2020-11-19,55.8641,56.3517,53.7681,54.4386,487434.0
2020-11-20,54.4011,54.4011,52.7131,53.2945,540693.0
2020-11-21,54.4011,54.4011,52.7131,53.2945,540693.0
2020-11-22,54.4011,54.4011,52.7131,53.2945,540693.0
2020-11-23,53.8197,55.5358,53.7165,55.2545,223277.0
2020-11-24,56.0798,57.6927,55.6577,56.7081,201701.0
2020-11-25,56.2579,56.2579,54.3542,55.3201,213928.0
2020-11-26,56.2579,56.2579,54.3542,55.3201,213928.0
2020-11-27,55.3295,55.6202,54.2042,54.3355,146184.0
2020-11-28,55.3295,55.6202,54.2042,54.3355,146184.0
2020-11-29,55.3295,55.6202,54.2042,54.3355,146184.0
2020-11-30,54.1667,54.4761,51.6065,51.644,634361.0
2020-12-01,52.4224,54.598,51.8503,53.8666,614146.0
2020-12-02,53.4633,54.3073,52.3192,53.9697,330258.0
2020-12-03,54.2229,55.8172,54.0729,54.4292,385363.0
2020-12-04,54.6824,55.4045,53.754,54.8888,173161.0
2020-12-05,54.6824,55.4045,53.754,54.8888,173161.0
2020-12-06,54.6824,55.4045,53.754,54.8888,173161.0
2020-12-07,55.0576,55.6296,53.1257,53.4352,330276.0
2020-12-08,52.9475,53.5102,52.4693,52.5537,311857.0
2020-12-09,53.1257,55.2451,52.9194,55.1701,378237.0
2020-12-10,54.795,54.8794,52.9288,53.3695,549749.0
2020-12-11,52.5537,54.7387,52.5537,54.3448,277501.0
2020-12-12,52.5537,54.7387,52.5537,54.3448,277501.0
2020-12-13,52.5537,54.7387,52.5537,54.3448,277501.0
2020-12-14,55.3201,55.4421,53.1445,53.1726,368425.0
2020-12-15,53.5946,54.6262,53.3133,54.5043,240034.0
2020-12-16,54.8981,54.9825,53.9498,54.6918,219919.0
2020-12-17,54.8981,55.3295,54.3542,55.0669,200402.0
2020-12-18,55.0669,55.3764,53.1914,53.6134,1160605.0
2020-12-19,55.0669,55.3764,53.1914,53.6134,1160605.0
2020-12-20,55.0669,55.3764,53.1914,53.6134,1160605.0
2020-12-21,52.3849,53.679,52.1786,53.1632,297153.0
2020-12-22,53.1632,53.5759,52.4693,52.5255,358535.0
2020-12-23,53.0132,54.6449,52.9569,54.5136,340779.0
2020-12-24,54.8606,54.8606,53.7353,54.101,90724.0
2020-12-25,54.8606,54.8606,53.7353,54.101,90724.0
2020-12-26,54.8606,54.8606,53.7353,54.101,90724.0
2020-12-27,54.8606,54.8606,53.7353,54.101,90724.0
2020-12-28,54.5418,54.8231,53.9041,54.3824,195660.0
2020-12-29,54.6543,54.7387,53.2101,54.3167,229220.0
2020-12-30,54.4105,55.9203,54.4105,55.1889,224754.0
2020-12-31,55.4139,55.8922,54.5043,55.6953,172985.0
2021-01-01,55.4139,55.8922,54.5043,55.6953,172985.0
2021-01-02,55.4139,55.8922,54.5043,55.6953,172985.0
2021-01-03,55.4139,55.8922,54.5043,55.6953,172985.0
2021-01-04,55.9109,56.3517,52.7506,53.8947,412721.0
2021-01-05,54.0072,55.4327,53.5477,55.217,266438.0
2021-01-06,55.9109,58.3492,55.9109,57.4677,832484.0
2021-01-07,57.8803,59.5589,57.8803,59.0713,673268.0
2021-01-08,59.3995,59.7653,58.0538,58.518,482877.0
2021-01-09,59.3995,59.7653,58.0538,58.518,482877.0
2021-01-10,59.3995,59.7653,58.0538,58.518,482877.0
2021-01-11,57.8991,59.3104,57.1676,59.0807,543656.0
2021-01-12,59.4558,60.9469,58.8556,60.8906,286475.0
2021-01-13,60.8531,61.3032,58.8744,58.9869,234244.0
2021-01-14,59.2776,61.1813,58.9681,60.7312,345109.0
2021-01-15,60.4967,60.8719,59.2964,60.403,192572.0
2021-01-16,60.4967,60.8719,59.2964,60.403,192572.0
2021-01-17,60.4967,60.8719,59.2964,60.403,192572.0
2021-01-18,60.4967,60.8719,59.2964,60.403,192572.0
2021-01-19,60.9656,61.1532,59.9059,60.1216,228088.0
2021-01-20,60.7687,62.3712,59.7185,61.7159,286794.0
2021-01-21,61.8284,62.6818,61.5939,61.9784,260130.0
2021-01-22,61.0594,61.4158,59.9481,61.2563,247400.0
2021-01-23,61.0594,61.4158,59.9481,61.2563,247400.0
2021-01-24,61.0594,61.4158,59.9481,61.2563,247400.0
2021-01-25,61.0969,61.5564,58.8181,60.1685,175663.0
2021-01-26,60.628,61.397,60.2435,61.3595,232201.0
2021-01-27,60.3373,60.6093,55.7468,56.8018,403766.0
2021-01-28,57.2426,58.7618,56.1642,58.0397,405777.0
2021-01-29,57.8991,58.5086,55.9485,56.1173,321089.0
2021-01-30,57.8991,58.5086,55.9485,56.1173,321089.0
2021-01-31,57.8991,58.5086,55.9485,56.1173,321089.0
2021-02-01,56.6237,57.8428,56.3236,57.4864,401903.0
2021-02-02,58.443,58.9963,56.9988,57.6365,185368.0
2021-02-03,57.8522,59.4089,56.6143,59.2589,248866.0
2021-02-04,59.2589,60.6468,59.0994,60.5249,243739.0
2021-02-05,60.8625,61.4158,60.2342,61.2376,194366.0
2021-02-06,60.8625,61.4158,60.2342,61.2376,194366.0
2021-02-07,60.8625,61.4158,60.2342,61.2376,194366.0
2021-02-08,61.4814,63.2632,61.458,62.6443,282282.0
2021-02-09,62.6726,62.8519,61.7287,61.9175,170532.0
2021-02-10,62.4366,63.22,60.832,62.2384,424840.0
2021-02-11,62.8519,63.3994,60.9453,61.7004,215779.0
2021-02-12,61.606,62.531,61.2757,62.4272,147335.0
2021-02-13,61.606,62.531,61.2757,62.4272,147335.0
2021-02-14,61.606,62.531,61.2757,62.4272,147335.0
2021-02-15,61.606,62.531,61.2757,62.4272,147335.0
2021-02-16,63.1728,63.8902,61.8042,62.0779,233842.0
2021-02-17,61.3229,62.6159,60.9076,61.1341,258959.0
2021-02-18,60.6527,61.4927,60.0298,60.0298,351108.0
2021-02-19,60.3884,62.4744,60.3884,62.2667,227759.0
2021-02-20,60.3884,62.4744,60.3884,62.2667,227759.0
2021-02-21,60.3884,62.4744,60.3884,62.2667,227759.0
2021-02-22,62.3705,63.6259,62.1006,62.6537,245025.0
2021-02-23,62.5782,62.7386,60.7328,62.5688,363816.0
2021-02-24,63.0784,65.7165,62.6339,65.5514,263022.0
2021-02-25,65.7968,66.0327,63.2767,63.2955,206834.0
2021-02-26,63.4277,65.5136,63.069,64.1639,212226.0
2021-02-27,63.4277,65.5136,63.069,64.1639,212226.0
2021-02-28,63.4277,65.5136,63.069,64.1639,212226.0
2021-03-01,65.7685,66.9955,65.4098,65.6646,288398.0
2021-03-02,65.523,66.448,64.9567,65.7873,136983.0
2021-03-03,66.5424,68.3904,66.4197,66.9766,172926.0
2021-03-04,66.684,68.2791,65.8746,67.4202,299554.0
2021-03-05,68.8832,73.612,68.4199,73.3666,543953.0
2021-03-06,68.8832,73.612,68.4199,73.3666,543953.0
2021-03-07,68.8832,73.612,68.4199,73.3666,543953.0
2021-03-08,73.5742,77.3024,73.4061,75.5658,440335.0
2021-03-09,75.6035,75.881,73.8998,75.0938,198787.0
2021-03-10,76.0471,79.294,75.5374,78.7466,321151.0
2021-03-11,78.6144,80.1529,77.6886,79.5206,298526.0
2021-03-12,79.983,80.7193,78.4257,80.0491,182340.0
2021-03-13,79.983,80.7193,78.4257,80.0491,182340.0
2021-03-14,79.983,80.7193,78.4257,80.0491,182340.0
2021-03-15,80.1246,80.3889,78.6906,80.2568,203505.0
2021-03-16,79.6338,80.4691,78.7466,80.0397,196957.0
2021-03-17,80.0774,80.757,79.3937,80.2568,235513.0
2021-03-18,79.9642,80.5399,77.4157,77.8122,542069.0
2021-03-19,77.227,78.6616,76.1613,76.9249,508534.0
2021-03-20,77.227,78.6616,76.1613,76.9249,508534.0
2021-03-21,77.227,78.6616,76.1613,76.9249,508534.0
2021-03-22,76.3869,76.5096,73.612,75.6318,320673.0
2021-03-23,74.5936,75.1977,72.5755,73.2627,252733.0
2021-03-24,74.301,75.2354,71.7242,72.0829,269707.0
2021-03-25,71.139,75.0466,70.5538,74.8862,169277.0
2021-03-26,75.5941,77.3591,74.9843,77.0004,131831.0
2021-03-27,75.5941,77.3591,74.9843,77.0004,131831.0
2021-03-28,75.5941,77.3591,74.9843,77.0004,131831.0
2021-03-29,77.0854,78.2463,75.0561,75.075,181869.0
2021-03-30,75.4053,78.1897,74.688,77.4724,218838.0
2021-03-31,77.6611,77.7508,75.6885,75.7357,225209.0
2021-04-01,76.2265,76.689,74.8862,76.3303,193694.0
2021-04-02,76.2265,76.689,74.8862,76.3303,193694.0
2021-04-03,76.2265,76.689,74.8862,76.3303,193694.0
2021-04-04,76.2265,76.689,74.8862,76.3303,193694.0
2021-04-05,77.4629,77.529,75.5091,77.4724,257391.0
2021-04-06,76.5285,78.0387,76.1557,76.906,347888.0
2021-04-07,76.7362,77.86,75.6177,76.217,178200.0
2021-04-08,75.915,76.6323,74.4426,76.5568,161299.0
2021-04-09,76.7456,78.9448,76.7456,78.7843,221327.0
2021-04-10,76.7456,78.9448,76.7456,78.7843,221327.0
2021-04-11,76.7456,78.9448,76.7456,78.7843,221327.0
2021-04-12,78.8787,80.5399,78.8787,80.0869,258974.0
2021-04-13,80.0586,80.2568,78.034,78.9731,252859.0
2021-04-14,79.228,82.3805,79.228,81.1818,390250.0
2021-04-15,81.3328,82.4087,79.8132,81.6442,234342.0
2021-04-16,82.1162,82.7533,81.5735,82.1162,367049.0
2021-04-17,82.1162,82.7533,81.5735,82.1162,367049.0
2021-04-18,82.1162,82.7533,81.5735,82.1162,367049.0
2021-04-19,81.8425,81.918,80.1572,81.6159,237521.0
2021-04-20,82.0124,82.5538,79.4073,80.3417,328886.0
2021-04-21,80.2662,82.7297,80.1435,82.3899,196314.0
2021-04-22,82.522,82.6259,80.4267,80.6532,201637.0
2021-04-23,81.5027,83.8812,80.2851,83.6264,195634.0
2021-04-24,81.5027,83.8812,80.2851,83.6264,195634.0
2021-04-25,81.5027,83.8812,80.2851,83.6264,195634.0
2021-04-26,84.3626,85.4858,82.8996,83.6169,247950.0
2021-04-27,83.381,84.4758,83.1827,83.4848,246719.0
2021-04-28,83.2299,85.1251,81.7481,83.7679,262617.0
2021-04-29,85.4575,86.0049,83.2488,83.8057,302315.0
2021-04-30,83.9378,84.4286,82.3521,82.7674,315990.0
2021-05-01,83.9378,84.4286,82.3521,82.7674,315990.0
2021-05-02,83.9378,84.4286,82.3521,82.7674,315990.0
2021-05-03,83.7491,86.2975,83.7491,85.2121,305210.0
2021-05-04,85.0327,86.3258,83.7774,85.4291,394741.0
2021-05-05,86.0615,86.7245,84.6788,85.4575,240795.0
2021-05-06,85.8822,87.2697,84.457,87.1847,231399.0
2021-05-07,86.7222,87.298,85.9608,86.9582,172542.0
2021-05-08,86.7222,87.298,85.9608,86.9582,172542.0
2021-05-09,86.7222,87.298,85.9608,86.9582,172542.0
2021-05-10,87.0243,88.2041,86.5712,86.6845,258192.0
2021-05-11,84.9478,85.8916,82.7958,84.4003,186339.0
2021-05-12,83.9756,84.1596,81.3705,81.7481,197432.0
2021-05-13,82.2766,84.5891,82.2766,83.8246,185042.0
2021-05-14,84.9289,87.1847,84.3437,86.9016,194408.0
2021-05-15,84.9289,87.1847,84.3437,86.9016,194408.0
2021-05-16,84.9289,87.1847,84.3437,86.9016,194408.0
2021-05-17,86.76,87.3546,85.6687,87.3169,154842.0
2021-05-18,87.1847,87.6378,84.9383,84.9478,193712.0
2021-05-19,83.0034,83.0034,78.0764,80.2568,447011.0
2021-05-20,80.5777,81.1723,79.6244,80.0491,248598.0
2021-05-21,81.3395,82.0889,80.884,81.4059,229390.0
2021-05-22,81.3395,82.0889,80.884,81.4059,229390.0
2021-05-23,81.3395,82.0889,80.884,81.4059,229390.0
2021-05-24,82.0321,82.07,80.9884,81.0453,140652.0
2021-05-25,81.1687,81.7474,79.4514,79.6316,301464.0
2021-05-26,80.4571,80.884,79.5652,80.8461,314340.0
2021-05-27,82.0036,82.9761,81.1402,81.273,216593.0
2021-05-28,81.8613,81.8613,80.1725,81.2066,161847.0
2021-05-29,81.8613,81.8613,80.1725,81.2066,161847.0
