,ETR US Equity,ETR US Equity,ETR US Equity,ETR US Equity,ETR US Equity
2021-03-05,77.8015,79.7295,77.4817,79.1875,2132594.0
2021-03-06,77.8015,79.7295,77.4817,79.1875,2132594.0
2021-03-07,77.8015,79.7295,77.4817,79.1875,2132594.0
2021-03-08,78.921,80.6002,78.3479,80.1026,2562676.0
2021-03-09,80.4136,81.0177,79.1253,80.6268,1840067.0
2021-03-10,80.7601,84.0518,80.4847,83.9052,2693831.0
2021-03-11,83.3988,84.8558,82.9279,82.9368,1573572.0
2021-03-12,83.612,85.2823,83.0034,85.0779,1090259.0
2021-03-13,83.612,85.2823,83.0034,85.0779,1090259.0
2021-03-14,83.612,85.2823,83.0034,85.0779,1090259.0
2021-03-15,85.2912,87.2724,85.2912,87.1836,1638835.0
2021-03-16,86.6327,87.9388,86.2862,87.8766,1640882.0
2021-03-17,87.841,88.7028,87.0681,87.9032,1485415.0
2021-03-18,87.9121,88.4452,86.7127,87.1125,1337233.0
2021-03-19,87.8499,88.5429,85.8953,87.459,4224961.0
2021-03-20,87.8499,88.5429,85.8953,87.459,4224961.0
2021-03-21,87.8499,88.5429,85.8953,87.459,4224961.0
2021-03-22,87.459,87.459,85.4333,86.7838,1473548.0
2021-03-23,86.5883,87.7611,86.1086,87.1658,1135157.0
2021-03-24,86.7927,87.8144,86.5084,86.5617,1595910.0
2021-03-25,87.0681,87.7078,86.0019,87.3435,1309687.0
2021-03-26,87.1658,87.8499,86.6061,87.459,718715.0
2021-03-27,87.1658,87.8499,86.6061,87.459,718715.0
2021-03-28,87.1658,87.8499,86.6061,87.459,718715.0
2021-03-29,87.1658,88.383,86.8904,88.0987,828357.0
2021-03-30,87.9299,87.9565,86.5883,87.6545,837288.0
2021-03-31,87.7255,88.5518,87.4412,88.3741,1365821.0
2021-04-01,87.9921,88.6584,87.4412,88.5251,941090.0
2021-04-02,87.9921,88.6584,87.4412,88.5251,941090.0
2021-04-03,87.9921,88.6584,87.4412,88.5251,941090.0
2021-04-04,87.9921,88.6584,87.4412,88.5251,941090.0
2021-04-05,88.845,90.3909,88.765,89.3159,1082115.0
2021-04-06,89.0937,90.5952,88.6229,90.533,1279673.0
2021-04-07,90.6219,90.9417,89.7778,90.3731,1690943.0
2021-04-08,90.533,90.8751,89.8756,89.9822,770262.0
2021-04-09,89.9733,90.6752,89.5291,89.8578,808464.0
2021-04-10,89.9733,90.6752,89.5291,89.8578,808464.0
2021-04-11,89.9733,90.6752,89.5291,89.8578,808464.0
2021-04-12,89.9111,90.8884,89.9111,90.5952,745272.0
2021-04-13,89.8578,92.1056,89.7201,91.8746,1110848.0
2021-04-14,91.6969,92.612,91.1914,92.5587,1004666.0
2021-04-15,92.3988,93.8914,92.3099,93.8114,977534.0
2021-04-16,94.2823,95.1974,93.9802,94.7443,1521208.0
2021-04-17,94.2823,95.1974,93.9802,94.7443,1521208.0
2021-04-18,94.2823,95.1974,93.9802,94.7443,1521208.0
2021-04-19,95.1352,95.1352,94.1046,94.691,726880.0
2021-04-20,94.8154,96.3435,94.6954,95.9437,716824.0
2021-04-21,96.2991,96.7344,95.153,95.6683,773608.0
2021-04-22,95.5617,95.7332,94.691,94.7087,797484.0
2021-04-23,94.5666,94.9886,93.8292,94.8065,1080966.0
2021-04-24,94.5666,94.9886,93.8292,94.8065,1080966.0
2021-04-25,94.5666,94.9886,93.8292,94.8065,1080966.0
2021-04-26,94.9042,95.1707,94.3356,95.0641,1248532.0
2021-04-27,94.6466,95.3484,94.2823,94.6554,1896646.0
2021-04-28,94.4333,95.0197,93.4383,94.691,2145294.0
2021-04-29,94.8509,96.7966,94.8509,96.4768,1499332.0
2021-04-30,96.6011,97.2231,96.0503,97.0987,1459343.0
2021-05-01,96.6011,97.2231,96.0503,97.0987,1459343.0
2021-05-02,96.6011,97.2231,96.0503,97.0987,1459343.0
2021-05-03,97.2053,98.0315,96.9565,97.0454,915721.0
2021-05-04,97.2675,97.383,95.9526,96.9388,1325120.0
2021-05-05,96.4369,96.8042,94.9849,95.8453,1417839.0
2021-05-06,96.0784,96.634,95.218,96.4638,1397712.0
2021-05-07,96.2487,97.6916,96.2487,97.0732,833691.0
2021-05-08,96.2487,97.6916,96.2487,97.0732,833691.0
2021-05-09,96.2487,97.6916,96.2487,97.0732,833691.0
2021-05-10,97.6379,98.4086,97.3779,97.7902,960184.0
2021-05-11,97.7633,98.0053,95.1149,95.926,974380.0
2021-05-12,95.8812,95.8812,93.0759,93.1028,1073042.0
2021-05-13,93.2552,95.8543,93.1028,95.0566,1279362.0
2021-05-14,95.3614,96.4548,95.3614,96.0604,718972.0
2021-05-15,95.3614,96.4548,95.3614,96.0604,718972.0
2021-05-16,95.3614,96.4548,95.3614,96.0604,718972.0
2021-05-17,96.1501,96.3383,94.5727,94.5727,1102382.0
2021-05-18,94.2769,94.9849,93.8108,94.5816,1445701.0
2021-05-19,94.3307,94.5368,93.049,94.1156,865307.0
2021-05-20,94.017,95.5048,94.017,94.7698,717360.0
2021-05-21,95.0118,95.7109,94.6533,95.5765,1901528.0
2021-05-22,95.0118,95.7109,94.6533,95.5765,1901528.0
2021-05-23,95.0118,95.7109,94.6533,95.5765,1901528.0
2021-05-24,95.8722,95.9708,95.1412,95.7199,936480.0
2021-05-25,95.7736,95.7736,94.6354,94.9312,908272.0
2021-05-26,94.9043,95.1015,94.2411,94.4024,840812.0
2021-05-27,94.8684,94.8684,93.9005,93.9274,1007481.0
2021-05-28,94.3934,94.7698,93.8825,94.3396,722570.0
2021-05-29,94.3934,94.7698,93.8825,94.3396,722570.0
2021-05-30,94.3934,94.7698,93.8825,94.3396,722570.0
2021-05-31,94.3934,94.7698,93.8825,94.3396,722570.0
2021-06-01,94.5547,94.7788,93.4434,93.775,889499.0
2021-06-02,93.7481,94.3845,93.1835,93.8198,881982.0
2021-06-03,93.3089,95.0566,93.1835,94.8326,710425.0
2021-06-04,95.0029,95.2897,94.6623,94.9312,570816.0
2021-06-05,95.0029,95.2897,94.6623,94.9312,570816.0
2021-06-06,95.0029,95.2897,94.6623,94.9312,570816.0
2021-06-07,95.2628,95.6123,94.8774,95.5317,714037.0
2021-06-08,95.4196,95.693,94.3396,95.1194,869679.0
2021-06-09,95.5048,96.6789,95.0118,96.4548,866917.0
2021-06-10,96.6609,97.6244,96.2397,97.3869,719333.0
2021-06-11,96.9208,97.6871,96.569,97.6379,639281.0
2021-06-12,96.9208,97.6871,96.569,97.6379,639281.0
2021-06-13,96.9208,97.6871,96.569,97.6379,639281.0
2021-06-14,97.8171,97.8171,96.9746,97.602,943412.0
2021-06-15,97.7096,98.3414,97.4138,97.8978,917995.0
2021-06-16,98.4445,98.794,96.0873,96.2576,1175698.0
2021-06-17,96.0515,97.127,95.6302,96.4817,920313.0
2021-06-18,96.2128,96.2128,92.2514,92.6636,2564622.0
2021-06-19,96.2128,96.2128,92.2514,92.6636,2564622.0
2021-06-20,96.2128,96.2128,92.2514,92.6636,2564622.0
2021-06-21,92.9863,94.1156,92.6816,93.6495,1141456.0
2021-06-22,93.3896,93.645,92.5113,92.5113,952683.0
2021-06-23,92.3141,92.3275,90.7546,90.8622,1056199.0
2021-06-24,91.0952,91.2207,90.1004,90.4857,1012638.0
2021-06-25,90.3513,91.0683,90.0376,91.0414,1311655.0
2021-06-26,90.3513,91.0683,90.0376,91.0414,1311655.0
2021-06-27,90.3513,91.0683,90.0376,91.0414,1311655.0
2021-06-28,91.2296,91.9466,90.9339,91.7136,892464.0
2021-06-29,91.4179,91.8749,89.7643,90.0376,1056547.0
2021-06-30,90.1631,90.3603,88.9711,89.3565,1195129.0
2021-07-01,89.3565,91.4901,89.1683,91.0235,771252.0
2021-07-02,91.1579,91.4896,90.5754,91.2476,776060.0
2021-07-03,91.1579,91.4896,90.5754,91.2476,776060.0
2021-07-04,91.1579,91.4896,90.5754,91.2476,776060.0
2021-07-05,91.1579,91.4896,90.5754,91.2476,776060.0
2021-07-06,90.9697,91.7495,90.0645,91.6957,774211.0
2021-07-07,91.5568,92.1707,91.0594,92.1259,775932.0
2021-07-08,91.6509,92.1707,91.382,91.6598,794060.0
2021-07-09,92.0632,92.4799,91.373,92.2424,673530.0
2021-07-10,92.0632,92.4799,91.373,92.2424,673530.0
2021-07-11,92.0632,92.4799,91.373,92.2424,673530.0
2021-07-12,91.8839,92.5382,91.5344,92.35,595123.0
2021-07-13,92.3858,92.4844,90.7591,91.1131,570183.0
2021-07-14,91.1759,92.3858,90.7188,91.8929,641891.0
2021-07-15,91.5792,92.9594,91.4985,92.8698,977446.0
2021-07-16,93.0221,94.4113,92.6636,93.8557,749223.0
2021-07-17,93.0221,94.4113,92.6636,93.8557,749223.0
2021-07-18,93.0221,94.4113,92.6636,93.8557,749223.0
2021-07-19,93.2552,93.6226,89.8046,91.0683,1156988.0
2021-07-20,91.1221,92.6188,91.1221,91.7315,767326.0
2021-07-21,92.2783,92.2783,90.5843,90.656,538537.0
2021-07-22,90.6291,91.0683,90.0287,90.423,578313.0
2021-07-23,90.6471,92.099,90.5664,92.0811,798678.0
2021-07-24,90.6471,92.099,90.5664,92.0811,798678.0
2021-07-25,90.6471,92.099,90.5664,92.0811,798678.0
2021-07-26,92.108,93.2193,91.8481,93.0132,1051466.0
2021-07-27,92.9056,94.9436,92.4934,94.4113,716346.0
2021-07-28,94.3396,94.5547,92.8339,93.4882,640004.0
2021-07-29,93.8646,94.0703,93.049,93.5509,558165.0
2021-07-30,93.6226,94.5637,92.0094,92.2424,1161354.0
2021-07-31,93.6226,94.5637,92.0094,92.2424,1161354.0
2021-08-01,93.6226,94.5637,92.0094,92.2424,1161354.0
2021-08-02,92.6278,93.3896,92.3231,92.8339,1678429.0
2021-08-03,92.9863,93.8377,92.4575,93.1835,944313.0
2021-08-04,92.0363,93.291,91.5523,92.9504,1264084.0
2021-08-05,93.2641,95.5406,92.8519,95.4151,1109619.0
2021-08-06,95.693,95.8005,94.6444,95.0835,1259603.0
2021-08-07,95.693,95.8005,94.6444,95.0835,1259603.0
2021-08-08,95.693,95.8005,94.6444,95.0835,1259603.0
2021-08-09,95.1732,95.8364,94.8236,95.7468,1111418.0
2021-08-10,95.7199,97.6154,95.4062,97.3959,1270386.0
2021-08-11,97.6581,98.8335,97.215,98.5622,1037858.0
2021-08-12,98.4266,98.9962,98.0197,98.2729,953917.0
2021-08-13,98.0559,99.4935,98.0197,99.3488,941823.0
2021-08-14,98.0559,99.4935,98.0197,99.3488,941823.0
2021-08-15,98.0559,99.4935,98.0197,99.3488,941823.0
2021-08-16,99.4212,101.0396,98.5622,99.7105,1723783.0
2021-08-17,99.7015,99.9682,98.4085,99.5478,1074354.0
2021-08-18,99.3669,99.9727,98.942,99.5839,1020964.0
2021-08-19,99.6563,101.4374,99.5297,101.0758,1622477.0
2021-08-20,100.904,103.7159,100.3796,103.6165,1987839.0
2021-08-21,100.904,103.7159,100.3796,103.6165,1987839.0
2021-08-22,100.904,103.7159,100.3796,103.6165,1987839.0
2021-08-23,103.6707,103.8696,102.4682,103.074,1680635.0
2021-08-24,103.092,103.1825,101.9528,102.8389,1999417.0
2021-08-25,102.6671,103.4266,102.1698,102.8841,1517029.0
2021-08-26,102.7937,103.3633,102.1246,102.7846,1948666.0
2021-08-27,102.7846,102.9248,100.6689,100.9854,2804797.0
2021-08-28,102.7846,102.9248,100.6689,100.9854,2804797.0
2021-08-29,102.7846,102.9248,100.6689,100.9854,2804797.0
2021-08-30,99.4573,99.5478,97.2512,98.8787,3076586.0
2021-08-31,98.6888,100.1083,98.291,100.0089,2852985.0
2021-09-01,100.3886,101.9799,99.9591,101.7449,1847574.0
2021-09-02,101.9799,102.8298,101.5731,102.8118,2068386.0
2021-09-03,102.423,102.5134,101.4646,101.772,1586656.0
2021-09-04,102.423,102.5134,101.4646,101.772,1586656.0
2021-09-05,102.423,102.5134,101.4646,101.772,1586656.0
2021-09-06,102.423,102.5134,101.4646,101.772,1586656.0
2021-09-07,101.4465,101.8534,100.4429,101.7177,2189084.0
2021-09-08,101.6635,103.9871,101.2662,103.8244,1516155.0
2021-09-09,103.6165,103.9691,102.0432,102.1156,1653534.0
2021-09-10,102.1156,102.1156,101.0306,101.121,762634.0
2021-09-11,102.1156,102.1156,101.0306,101.121,762634.0
2021-09-12,102.1156,102.1156,101.0306,101.121,762634.0
2021-09-13,102.0523,103.0016,101.6996,102.4863,954528.0
2021-09-14,103.1192,103.9917,102.5767,103.4266,2014476.0
2021-09-15,102.9835,103.3814,101.1029,102.0704,2652371.0
2021-09-16,101.9709,102.4501,101.1481,101.6364,1161364.0
2021-09-17,101.3741,101.8895,100.1716,100.3977,2375522.0
2021-09-18,101.3741,101.8895,100.1716,100.3977,2375522.0
2021-09-19,101.3741,101.8895,100.1716,100.3977,2375522.0
2021-09-20,100.036,100.6779,97.9836,99.0143,1413614.0
2021-09-21,99.1047,99.9275,97.6219,97.6309,1810092.0
2021-09-22,97.7349,98.2006,95.5333,95.8317,1614421.0
2021-09-23,95.3705,95.7503,92.6852,92.7756,2063548.0
2021-09-24,92.5044,93.0875,90.8226,91.1843,2409445.0
2021-09-25,92.5044,93.0875,90.8226,91.1843,2409445.0
2021-09-26,92.5044,93.0875,90.8226,91.1843,2409445.0
2021-09-27,90.8769,91.9619,90.3615,90.4338,2612128.0
2021-09-28,90.4158,91.2838,89.055,89.7467,2023941.0
2021-09-29,89.9185,91.9438,89.5749,91.0848,2021727.0
2021-09-30,91.3109,91.4284,89.7286,89.7919,1284308.0
2021-10-01,90.3253,90.9402,89.593,89.8461,1855621.0
2021-10-02,90.3253,90.9402,89.593,89.8461,1855621.0
2021-10-03,90.3253,90.9402,89.593,89.8461,1855621.0
2021-10-04,89.9004,92.0071,89.7919,91.6635,1638918.0
2021-10-05,91.7358,92.4049,91.347,91.7449,1238761.0
2021-10-06,91.4646,93.3362,90.8045,93.2819,1177568.0
2021-10-07,93.4356,94.593,93.291,93.5441,1123807.0
2021-10-08,93.4718,93.9781,92.8027,93.3,942793.0
2021-10-09,93.4718,93.9781,92.8027,93.3,942793.0
2021-10-10,93.4718,93.9781,92.8027,93.3,942793.0
2021-10-11,93.0559,93.4628,92.1246,92.8389,1073843.0
2021-10-12,93.083,93.8244,92.5857,92.9564,703178.0
2021-10-13,92.423,93.1644,91.8895,92.7304,1072558.0
2021-10-14,92.9474,93.8425,92.7666,93.5622,809157.0
2021-10-15,93.8606,94.2042,92.4139,92.4501,1543517.0
2021-10-16,93.8606,94.2042,92.4139,92.4501,1543517.0
2021-10-17,93.8606,94.2042,92.4139,92.4501,1543517.0
2021-10-18,91.6997,92.2874,90.6508,92.0161,1284271.0
2021-10-19,92.2241,92.5134,91.8986,92.2783,568722.0
2021-10-20,92.5767,94.6427,92.5224,94.0776,641602.0
2021-10-21,94.0686,94.6111,93.8877,93.9601,625128.0
2021-10-22,94.376,95.1038,94.2223,94.5839,661848.0
2021-10-23,94.376,95.1038,94.2223,94.5839,661848.0
2021-10-24,94.376,95.1038,94.2223,94.5839,661848.0
2021-10-25,94.4664,94.5749,93.7611,93.8425,674875.0
2021-10-26,93.951,94.8461,93.8787,93.942,643042.0
2021-10-27,94.3579,94.5478,93.083,93.2277,823704.0
2021-10-28,93.1463,93.725,92.3416,92.9474,796169.0
2021-10-29,92.8027,93.9239,92.4185,93.1463,1557222.0
2021-10-30,92.8027,93.9239,92.4185,93.1463,1557222.0
2021-10-31,92.8027,93.9239,92.4185,93.1463,1557222.0
2021-11-01,93.1192,94.5297,92.8479,93.5713,940448.0
2021-11-02,93.5894,93.951,92.1517,93.8516,1658927.0
2021-11-03,94.4935,96.008,92.7078,93.4537,1372930.0
2021-11-04,93.4899,94.0324,92.1119,93.0378,1711160.0
2021-11-05,93.3633,94.593,93.3543,94.2584,1328316.0
2021-11-06,93.3633,94.593,93.3543,94.2584,1328316.0
2021-11-07,93.3633,94.593,93.3543,94.2584,1328316.0
2021-11-08,94.4212,94.4212,90.6508,91.3922,1256964.0
2021-11-09,91.5912,92.6671,91.4103,92.5134,1719987.0
2021-11-10,92.8027,93.5803,92.6129,93.5261,1460420.0
2021-11-11,93.4899,94.4935,92.5993,93.2458,1340118.0
2021-11-12,93.2549,93.4831,91.5839,92.7709,1027242.0
2021-11-13,93.2549,93.4831,91.5839,92.7709,1027242.0
2021-11-14,93.2549,93.4831,91.5839,92.7709,1027242.0
2021-11-15,93.5105,95.9394,93.3644,95.912,1564886.0
2021-11-16,96.2498,96.8251,95.8755,96.1676,1417922.0
2021-11-17,95.8937,96.752,95.2545,96.5877,915940.0
2021-11-18,96.679,97.0168,95.8024,96.3137,968285.0
2021-11-19,96.5511,96.962,96.2864,96.7429,1395281.0
2021-11-20,96.5511,96.962,96.2864,96.7429,1395281.0
2021-11-21,96.5511,96.962,96.2864,96.7429,1395281.0
2021-11-22,96.3777,98.2404,96.2042,97.9756,1181480.0
2021-11-23,97.8843,97.9938,96.7109,97.0625,1702674.0
2021-11-24,97.1355,97.4551,95.9942,97.1538,1175894.0
2021-11-25,97.1355,97.4551,95.9942,97.1538,1175894.0
2021-11-26,96.3137,97.0853,93.7388,94.1314,898946.0
2021-11-27,96.3137,97.0853,93.7388,94.1314,898946.0
2021-11-28,96.3137,97.0853,93.7388,94.1314,898946.0
2021-11-29,94.9624,96.4142,94.3688,95.9394,1260433.0
2021-11-30,95.3276,95.4874,91.6113,91.6204,2155481.0
2021-12-01,92.5061,93.9306,91.6113,91.6752,1124884.0
2021-12-02,92.1135,94.2593,92.1135,93.127,1150633.0
2021-12-03,93.8484,94.3688,92.4102,94.2867,972849.0
2021-12-04,93.8484,94.3688,92.4102,94.2867,972849.0
2021-12-05,93.8484,94.3688,92.4102,94.2867,972849.0
2021-12-06,95.5467,97.6377,94.9715,95.8024,1393836.0
2021-12-07,95.7294,96.3594,95.2637,95.7385,802218.0
2021-12-08,95.9028,96.962,95.4463,96.3411,1053106.0
2021-12-09,96.4142,97.866,95.8755,97.0168,1430069.0
2021-12-10,97.4095,98.5326,97.099,98.076,1944137.0
2021-12-11,97.4095,98.5326,97.099,98.076,1944137.0
2021-12-12,97.4095,98.5326,97.099,98.076,1944137.0
2021-12-13,97.9299,99.053,97.1812,98.5052,1198758.0
2021-12-14,98.6421,99.5251,97.7245,97.9665,1103767.0
2021-12-15,97.729,100.5505,97.729,100.304,1089707.0
2021-12-16,100.5231,102.3676,100.2035,101.0527,1298154.0
2021-12-17,99.9387,101.2993,99.7105,100.0027,1891954.0
2021-12-18,99.9387,101.2993,99.7105,100.0027,1891954.0
2021-12-19,99.9387,101.2993,99.7105,100.0027,1891954.0
2021-12-20,99.117,100.1305,97.5556,99.9387,957994.0
2021-12-21,100.7788,101.5641,99.1444,99.7744,1032769.0
2021-12-22,99.4731,100.4227,99.2265,100.4227,513053.0
2021-12-23,100.5505,100.8975,100.2766,100.5231,459815.0
2021-12-24,100.5505,100.8975,100.2766,100.5231,459815.0
2021-12-25,100.5505,100.8975,100.2766,100.5231,459815.0
2021-12-26,100.5505,100.8975,100.2766,100.5231,459815.0
2021-12-27,100.6418,101.2627,100.2172,101.1988,436318.0
2021-12-28,101.3267,102.2306,101.208,102.1667,341042.0
2021-12-29,102.2032,102.7593,101.7467,102.7146,465649.0
2021-12-30,102.8333,102.8881,101.5001,101.9384,655682.0
2021-12-31,101.7376,103.2533,101.1532,102.8607,551297.0
2022-01-01,101.7376,103.2533,101.1532,102.8607,551297.0
2022-01-02,101.7376,103.2533,101.1532,102.8607,551297.0
2022-01-03,102.8607,102.8607,100.8427,101.7193,1029972.0
2022-01-04,101.7102,102.5685,101.2171,101.6097,1097277.0
2022-01-05,101.2262,102.7694,101.2262,101.8471,886560.0
2022-01-06,100.9432,101.3632,99.7287,100.1214,1572304.0
2022-01-07,100.304,103.0068,99.6192,102.3859,1267845.0
2022-01-08,100.304,103.0068,99.6192,102.3859,1267845.0
2022-01-09,100.304,103.0068,99.6192,102.3859,1267845.0
2022-01-10,102.1576,103.2685,101.7558,101.9932,1278181.0
2022-01-11,102.3859,102.3859,98.843,99.2904,1463092.0
2022-01-12,98.7426,99.9068,97.9573,99.747,1362565.0
2022-01-13,99.9296,101.8289,99.3635,101.0253,1133755.0
2022-01-14,101.3358,101.8197,100.4866,101.418,1124581.0
2022-01-15,101.3358,101.8197,100.4866,101.418,1124581.0
2022-01-16,101.3358,101.8197,100.4866,101.418,1124581.0
2022-01-17,101.3358,101.8197,100.4866,101.418,1124581.0
2022-01-18,101.2171,101.5549,98.7243,100.2949,1478302.0
2022-01-19,100.441,101.5001,99.852,100.7605,955597.0
2022-01-20,101.0162,101.8197,100.3451,100.4318,1027782.0
2022-01-21,101.2445,101.2445,99.82,99.9114,982694.0
2022-01-22,101.2445,101.2445,99.82,99.9114,982694.0
2022-01-23,101.2445,101.2445,99.82,99.9114,982694.0
2022-01-24,99.5279,99.9387,96.5877,98.7882,2138436.0
2022-01-25,97.3729,99.3452,97.099,98.3134,1920187.0
2022-01-26,98.2221,99.3544,97.5099,97.9573,1388729.0
2022-01-27,99.2265,100.966,98.3134,100.0666,1688938.0
2022-01-28,99.7653,101.5823,99.1626,101.5001,1429355.0
2022-01-29,99.7653,101.5823,99.1626,101.5001,1429355.0
2022-01-30,99.7653,101.5823,99.1626,101.5001,1429355.0
2022-01-31,100.8427,102.4772,100.3131,102.0571,1848940.0
2022-02-01,101.8197,102.2169,99.61,100.4501,1445993.0
2022-02-02,100.4683,102.4863,100.0392,102.2763,1582826.0
2022-02-03,102.5046,102.8059,101.6919,102.2398,1034921.0
2022-02-04,101.3449,102.2306,100.1944,101.2627,1140123.0
2022-02-05,101.3449,102.2306,100.1944,101.2627,1140123.0
2022-02-06,101.3449,102.2306,100.1944,101.2627,1140123.0
2022-02-07,101.0253,101.4271,99.8794,100.1305,1377503.0
2022-02-08,100.8975,101.0253,100.0209,100.4227,1140823.0
2022-02-09,101.071,102.048,100.6418,101.7832,1157819.0
2022-02-10,100.9539,101.4884,97.9961,98.0882,1071016.0
2022-02-11,98.3554,99.4612,97.0193,97.5077,1792846.0
2022-02-12,98.3554,99.4612,97.0193,97.5077,1792846.0
2022-02-13,98.3554,99.4612,97.0193,97.5077,1792846.0
2022-02-14,97.9777,98.3647,95.1764,96.2914,1347401.0
2022-02-15,96.8443,97.3183,94.7618,95.3055,1182569.0
2022-02-16,95.5082,96.3467,94.8309,95.7938,1211706.0
2022-02-17,95.3884,97.2497,95.0935,96.7061,1691210.0
2022-02-18,96.3006,97.2774,95.9689,96.402,894764.0
2022-02-19,96.3006,97.2774,95.9689,96.402,894764.0
2022-02-20,96.3006,97.2774,95.9689,96.402,894764.0
2022-02-21,96.3006,97.2774,95.9689,96.402,894764.0
2022-02-22,96.8074,97.0378,95.3607,96.3006,1523656.0
2022-02-23,96.2914,98.5167,95.8952,96.5126,1638054.0
2022-02-24,95.6648,96.0426,92.3107,94.2826,1457391.0
2022-02-25,95.5082,97.7012,95.241,97.2866,1419610.0
2022-02-26,95.5082,97.7012,95.241,97.2866,1419610.0
2022-02-27,95.5082,97.7012,95.241,97.2866,1419610.0
2022-02-28,96.4204,97.4156,95.9689,96.9456,1623328.0
2022-03-01,97.0378,97.4893,94.8171,95.7017,1113218.0
2022-03-02,95.5635,98.7148,95.5635,98.2449,1496264.0
2022-03-03,98.5305,101.3594,98.5029,100.7696,1254214.0
2022-03-04,100.1062,103.4971,99.7929,103.4234,1784906.0
2022-03-05,100.1062,103.4971,99.7929,103.4234,1784906.0
2022-03-06,100.1062,103.4971,99.7929,103.4234,1784906.0
2022-03-07,103.405,103.5893,101.8385,103.0733,1182461.0
2022-03-08,103.2023,103.663,100.7604,100.7973,843314.0
2022-03-09,101.7464,102.1426,99.4059,99.498,1833078.0
2022-03-10,98.7793,100.6591,98.7701,100.4471,1166880.0
2022-03-11,99.9956,100.8157,99.756,100.2076,885505.0
2022-03-12,99.9956,100.8157,99.756,100.2076,885505.0
2022-03-13,99.9956,100.8157,99.756,100.2076,885505.0
2022-03-14,101.3133,101.9998,100.4471,101.6082,811197.0
2022-03-15,102.9719,103.2668,102.0412,102.5112,1181443.0
2022-03-16,102.5665,102.8429,100.6314,101.8385,966718.0
2022-03-17,101.3594,102.2854,101.0645,101.7187,1403539.0
2022-03-18,101.9399,102.115,100.0233,100.8526,2216147.0
2022-03-19,101.9399,102.115,100.0233,100.8526,2216147.0
2022-03-20,101.9399,102.115,100.0233,100.8526,2216147.0
2022-03-21,101.5529,102.3085,101.0205,102.0689,1080570.0
2022-03-22,102.8613,102.8613,100.7696,101.0645,959975.0
2022-03-23,101.1843,102.6402,100.6222,102.1426,796699.0
2022-03-24,102.3085,103.9855,102.3085,103.8749,954141.0
2022-03-25,104.5568,106.0081,104.2251,105.81,767923.0
2022-03-26,104.5568,106.0081,104.2251,105.81,767923.0
2022-03-27,104.5568,106.0081,104.2251,105.81,767923.0
2022-03-28,105.8745,106.3076,104.953,106.2799,730275.0
2022-03-29,106.5932,107.2566,105.5685,107.229,695008.0
2022-03-30,106.9157,107.9201,106.6116,107.8464,624700.0
2022-03-31,107.874,109.2193,107.5699,107.5792,1020737.0
2022-04-01,107.5054,110.8042,107.2014,110.6568,2111022.0
2022-04-02,107.5054,110.8042,107.2014,110.6568,2111022.0
2022-04-03,107.5054,110.8042,107.2014,110.6568,2111022.0
2022-04-04,109.9933,110.2606,108.3716,110.0302,1231376.0
2022-04-05,110.408,112.5089,110.0671,111.781,1589866.0
2022-04-06,112.1772,114.0385,111.3755,113.8911,1468841.0
2022-04-07,113.587,114.0109,111.7717,113.329,1151017.0
2022-04-08,113.9648,114.3057,112.4444,113.6331,892244.0
2022-04-09,113.9648,114.3057,112.4444,113.6331,892244.0
2022-04-10,113.9648,114.3057,112.4444,113.6331,892244.0
2022-04-11,113.8911,114.5453,111.8639,112.2233,804898.0
2022-04-12,111.8455,114.103,111.0162,113.6239,1527651.0
2022-04-13,113.3935,113.9095,112.7024,113.6791,987077.0
2022-04-14,113.8911,114.96,113.5686,114.4439,925091.0
2022-04-15,113.8911,114.96,113.5686,114.4439,925091.0
2022-04-16,113.8911,114.96,113.5686,114.4439,925091.0
2022-04-17,113.8911,114.96,113.5686,114.4439,925091.0
2022-04-18,114.7665,115.0521,114.2597,114.6651,1027198.0
2022-04-19,114.831,115.0521,113.329,114.7665,839733.0
2022-04-20,115.7524,116.7752,115.1719,115.9551,1382866.0
2022-04-21,115.6879,116.8535,114.96,115.4852,1107230.0
2022-04-22,115.3009,115.3838,113.4949,113.6515,786886.0
2022-04-23,115.3009,115.3838,113.4949,113.6515,786886.0
2022-04-24,115.3009,115.3838,113.4949,113.6515,786886.0
2022-04-25,114.1307,114.1307,110.7029,112.6379,881537.0
2022-04-26,112.472,113.7736,111.1636,111.182,1002461.0
2022-04-27,110.4633,112.9328,108.8415,111.2004,1263456.0
2022-04-28,111.8455,113.2645,110.6199,112.7116,798640.0
2022-04-29,112.343,112.4168,109.3391,109.5142,1594483.0
2022-04-30,112.343,112.4168,109.3391,109.5142,1594483.0
2022-05-01,112.343,112.4168,109.3391,109.5142,1594483.0
2022-05-02,110.1223,110.8134,107.4133,108.7678,1156242.0
2022-05-03,109.2101,110.6153,108.0813,108.2979,907933.0
2022-05-04,108.9392,110.6587,108.363,110.2869,1214649.0
2022-05-05,109.72,110.8353,108.6604,109.9523,912564.0
2022-05-06,109.5991,111.1141,109.246,110.8539,822139.0
2022-05-07,109.5991,111.1141,109.246,110.8539,822139.0
2022-05-08,109.5991,111.1141,109.246,110.8539,822139.0
2022-05-09,110.2126,111.9971,108.8788,110.8446,1012855.0
2022-05-10,110.9004,112.2666,107.0153,108.1027,1272278.0
2022-05-11,108.521,111.0862,108.27,109.4133,1602896.0
