,BKE US Equity,BKE US Equity,BKE US Equity,BKE US Equity,BKE US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-03-09,13.1996,13.1996,12.5297,12.8168,740851.0
2020-03-10,13.2123,13.2123,11.8024,12.0895,656061.0
2020-03-11,11.745,11.8885,11.0215,11.056,682520.0
2020-03-12,8.8486,9.8247,8.8486,9.3143,1104714.0
2020-03-13,10.1501,10.7434,9.1804,9.7099,1289649.0
2020-03-14,10.1501,10.7434,9.1804,9.7099,1289649.0
2020-03-15,10.1501,10.7434,9.1804,9.7099,1289649.0
2020-03-16,8.4467,9.863,8.4467,9.2186,1328252.0
2020-03-17,9.2633,9.8566,8.5744,9.8375,1084821.0
2020-03-18,9.3335,9.9842,8.6189,9.1102,1180802.0
2020-03-19,9.2505,10.9029,9.0081,10.5456,842950.0
2020-03-20,10.5392,11.0241,9.6269,9.9778,852611.0
2020-03-21,10.5392,11.0241,9.6269,9.9778,852611.0
2020-03-22,10.5392,11.0241,9.6269,9.9778,852611.0
2020-03-23,9.9076,10.3542,9.5249,9.863,477760.0
2020-03-24,10.3096,11.2984,10.3096,11.1453,561331.0
2020-03-25,11.375,11.745,10.788,11.0815,842264.0
2020-03-26,11.1644,11.3558,10.7115,11.1581,474325.0
2020-03-27,10.7306,10.8518,9.6461,9.7354,1418032.0
2020-03-28,10.7306,10.8518,9.6461,9.7354,1418032.0
2020-03-29,10.7306,10.8518,9.6461,9.7354,1418032.0
2020-03-30,9.7354,10.1309,9.3654,9.544,652066.0
2020-03-31,9.4866,9.5249,8.6955,8.7465,896259.0
2020-04-01,8.2936,8.3957,7.7194,7.9937,596499.0
2020-04-02,7.898,8.4786,7.5025,8.4339,1114204.0
2020-04-03,8.3829,8.7721,8.1532,8.5233,911854.0
2020-04-04,8.3829,8.7721,8.1532,8.5233,911854.0
2020-04-05,8.3829,8.7721,8.1532,8.5233,911854.0
2020-04-06,8.9443,9.5249,8.6413,9.4866,669080.0
2020-04-07,10.048,10.2075,8.855,8.9698,794031.0
2020-04-08,9.0847,9.7418,8.9379,9.41,773906.0
2020-04-09,9.544,10.3351,9.544,9.9013,678321.0
2020-04-10,9.544,10.3351,9.544,9.9013,678321.0
2020-04-11,9.544,10.3351,9.544,9.9013,678321.0
2020-04-12,9.544,10.3351,9.544,9.9013,678321.0
2020-04-13,9.7992,9.8373,9.1804,9.4547,573299.0
2020-04-14,9.6971,9.8375,9.4355,9.678,330107.0
2020-04-15,9.2569,9.5057,8.8869,9.0974,417761.0
2020-04-16,9.091,9.4164,8.8997,9.1038,560485.0
2020-04-17,9.6652,10.0608,9.4196,9.6716,622316.0
2020-04-18,9.6652,10.0608,9.4196,9.6716,622316.0
2020-04-19,9.6652,10.0608,9.4196,9.6716,622316.0
2020-04-20,9.3781,9.5088,8.8741,9.0017,497069.0
2020-04-21,8.7274,8.9571,8.4786,8.7848,404816.0
2020-04-22,8.9954,9.0209,8.351,8.4722,481607.0
2020-04-23,8.4276,8.7083,8.3893,8.4786,554780.0
2020-04-24,8.6189,8.7784,8.3319,8.6636,443957.0
2020-04-25,8.6189,8.7784,8.3319,8.6636,443957.0
2020-04-26,8.6189,8.7784,8.3319,8.6636,443957.0
2020-04-27,8.8167,9.4483,8.6955,9.3462,522801.0
2020-04-28,9.729,9.997,9.3526,9.7163,488411.0
2020-04-29,10.1182,10.2649,9.93,9.9587,357442.0
2020-04-30,9.8885,10.1501,9.5057,9.7673,638864.0
2020-05-01,9.4611,9.4993,8.8167,9.1485,392550.0
2020-05-02,9.4611,9.4993,8.8167,9.1485,392550.0
2020-05-03,9.4611,9.4993,8.8167,9.1485,392550.0
2020-05-04,8.8359,9.1836,8.6955,9.0272,376770.0
2020-05-05,9.225,9.4547,8.804,8.8359,500747.0
2020-05-06,8.9698,9.1357,8.7593,8.8103,355248.0
2020-05-07,8.9762,9.2314,8.7848,8.906,580167.0
2020-05-08,9.091,9.7035,9.0336,9.6652,535341.0
2020-05-09,9.091,9.7035,9.0336,9.6652,535341.0
2020-05-10,9.091,9.7035,9.0336,9.6652,535341.0
2020-05-11,9.5057,9.9395,9.4547,9.7418,484202.0
2020-05-12,9.7482,9.8247,9.2505,9.2569,341229.0
2020-05-13,9.1867,9.1867,8.6253,8.7083,481638.0
2020-05-14,8.5488,8.6381,8.1405,8.6189,672139.0
2020-05-15,8.5488,9.2186,8.5233,9.0783,506606.0
2020-05-16,8.5488,9.2186,8.5233,9.0783,506606.0
2020-05-17,8.5488,9.2186,8.5233,9.0783,506606.0
2020-05-18,9.5249,9.9268,9.4802,9.8566,442614.0
2020-05-19,9.7482,9.8566,9.4292,9.4483,349315.0
2020-05-20,9.5249,9.6971,9.3845,9.4802,351332.0
2020-05-21,9.4674,10.2649,9.4674,10.048,619590.0
2020-05-22,9.4738,10.2968,9.1612,9.3909,1275661.0
2020-05-23,9.4738,10.2968,9.1612,9.3909,1275661.0
2020-05-24,9.4738,10.2968,9.1612,9.3909,1275661.0
2020-05-25,9.4738,10.2968,9.1612,9.3909,1275661.0
2020-05-26,9.7737,10.0352,9.3462,9.493,968838.0
2020-05-27,9.8056,9.9204,9.2697,9.8821,753342.0
2020-05-28,9.9651,9.9651,9.3462,9.3909,556820.0
2020-05-29,9.3207,9.3941,8.7274,8.9826,1229719.0
2020-05-30,9.3207,9.3941,8.7274,8.9826,1229719.0
2020-05-31,9.3207,9.3941,8.7274,8.9826,1229719.0
2020-06-01,8.9762,9.2633,8.8614,9.0719,463319.0
2020-06-02,9.1548,9.4674,8.8614,9.4355,541938.0
2020-06-03,9.6971,10.0352,9.5631,9.997,648900.0
2020-06-04,9.9332,10.788,9.9332,10.7817,1436552.0
2020-06-05,11.7003,12.1405,11.1772,11.2155,731364.0
2020-06-06,11.7003,12.1405,11.1772,11.2155,731364.0
2020-06-07,11.7003,12.1405,11.1772,11.2155,731364.0
2020-06-08,11.5026,11.5408,10.871,11.4707,658414.0
2020-06-09,11.1644,11.2857,10.8837,11.1134,484951.0
2020-06-10,11.0751,11.3558,10.8263,10.922,578231.0
2020-06-11,10.2649,10.3797,9.9395,9.9651,447480.0
2020-06-12,10.3797,10.4308,9.678,10.0544,643388.0
2020-06-13,10.3797,10.4308,9.678,10.0544,643388.0
2020-06-14,10.3797,10.4308,9.678,10.0544,643388.0
2020-06-15,9.4483,9.9778,9.3335,9.8949,851623.0
2020-06-16,10.5392,10.6668,9.9332,10.5265,970520.0
2020-06-17,10.5265,10.5552,10.1182,10.2202,762940.0
2020-06-18,10.0161,10.4372,9.9842,10.3223,565428.0
2020-06-19,10.5265,10.5265,9.8566,9.863,1190564.0
2020-06-20,10.5265,10.5265,9.8566,9.863,1190564.0
2020-06-21,10.5265,10.5265,9.8566,9.863,1190564.0
2020-06-22,9.8566,10.367,9.6844,10.3223,388332.0
2020-06-23,10.3861,10.4627,10.1182,10.3734,550611.0
2020-06-24,10.1501,10.2585,9.9587,9.9651,656238.0
2020-06-25,9.8438,9.8566,9.3526,9.6652,596020.0
2020-06-26,9.6716,9.9842,9.3271,9.4547,766377.0
2020-06-27,9.6716,9.9842,9.3271,9.4547,766377.0
2020-06-28,9.6716,9.9842,9.3271,9.4547,766377.0
2020-06-29,9.6206,10.0161,9.4802,9.8885,381687.0
2020-06-30,9.8247,10.1246,9.7992,10.0033,586857.0
2020-07-01,10.0544,10.2075,9.6556,9.8821,700144.0
2020-07-02,10.1182,10.4308,9.9778,10.2394,710136.0
2020-07-03,10.1182,10.4308,9.9778,10.2394,710136.0
2020-07-04,10.1182,10.4308,9.9778,10.2394,710136.0
2020-07-05,10.1182,10.4308,9.9778,10.2394,710136.0
2020-07-06,10.5201,10.7817,10.3606,10.7242,630823.0
2020-07-07,10.5392,10.5967,10.2458,10.3415,1054062.0
2020-07-08,10.2904,10.788,10.131,10.7689,553413.0
2020-07-09,11.1134,11.2282,10.0225,10.2649,905149.0
2020-07-10,10.2521,10.6541,10.2521,10.3415,298278.0
2020-07-11,10.2521,10.6541,10.2521,10.3415,298278.0
2020-07-12,10.2521,10.6541,10.2521,10.3415,298278.0
2020-07-13,10.4882,10.6158,10.182,10.2266,501285.0
2020-07-14,10.1373,10.2266,9.863,10.182,361211.0
2020-07-15,10.5775,10.8901,10.3861,10.6541,420083.0
2020-07-16,10.5392,10.7561,10.5265,10.6923,502486.0
2020-07-17,10.7306,10.7561,10.2139,10.2521,410249.0
2020-07-18,10.7306,10.7561,10.2139,10.2521,410249.0
2020-07-19,10.7306,10.7561,10.2139,10.2521,410249.0
2020-07-20,10.099,10.099,9.5504,9.7226,581906.0
2020-07-21,9.8694,10.2011,9.7992,10.099,320353.0
2020-07-22,9.9587,10.0863,9.6844,9.9714,324689.0
2020-07-23,9.9778,10.0225,9.6588,9.9395,567561.0
2020-07-24,9.9778,9.9778,9.595,9.6397,343628.0
2020-07-25,9.9778,9.9778,9.595,9.6397,343628.0
2020-07-26,9.9778,9.9778,9.595,9.6397,343628.0
2020-07-27,9.5376,9.5568,9.308,9.493,359851.0
2020-07-28,9.5376,10.048,9.5376,9.9651,451744.0
2020-07-29,10.0544,10.5201,10.0068,10.5073,386838.0
2020-07-30,10.3861,10.4563,10.2254,10.3734,627682.0
2020-07-31,10.3734,10.4308,10.1628,10.2266,832164.0
2020-08-01,10.3734,10.4308,10.1628,10.2266,832164.0
2020-08-02,10.3734,10.4308,10.1628,10.2266,832164.0
2020-08-03,10.2713,10.3415,9.5823,10.0225,688495.0
2020-08-04,10.0289,11.056,10.0225,10.9922,1044339.0
2020-08-05,11.1517,11.2219,10.4627,10.6923,770005.0
2020-08-06,10.552,10.6477,10.233,10.4435,386016.0
2020-08-07,10.4946,11.2601,10.4499,11.2155,496406.0
2020-08-08,10.4946,11.2601,10.4499,11.2155,496406.0
2020-08-09,10.4946,11.2601,10.4499,11.2155,496406.0
2020-08-10,11.3112,11.5089,11.1134,11.2282,415015.0
2020-08-11,11.4643,11.7897,11.2091,11.2665,616118.0
2020-08-12,11.5345,11.7833,11.1389,11.2091,476692.0
2020-08-13,11.0943,11.1772,10.9029,11.056,364504.0
2020-08-14,11.0496,11.292,10.9156,11.241,275270.0
2020-08-15,11.0496,11.292,10.9156,11.241,275270.0
2020-08-16,11.0496,11.292,10.9156,11.241,275270.0
2020-08-17,11.3431,11.4579,10.9731,11.3367,288561.0
2020-08-18,11.2027,11.2027,10.6923,10.7817,429928.0
2020-08-19,10.7306,10.8231,10.6285,10.7306,271198.0
2020-08-20,10.5839,10.7115,10.4308,10.4435,374584.0
2020-08-21,12.1852,13.2251,12.0002,12.4085,4236125.0
2020-08-22,12.1852,13.2251,12.0002,12.4085,4236125.0
2020-08-23,12.1852,13.2251,12.0002,12.4085,4236125.0
2020-08-24,12.3766,12.5233,11.3558,11.5472,1431288.0
2020-08-25,11.5408,11.9453,11.3367,11.8088,652108.0
2020-08-26,11.9172,12.3702,11.9172,12.3,576035.0
2020-08-27,12.1533,12.4787,12.1342,12.3,464520.0
2020-08-28,12.4085,12.4085,11.9683,12.1086,449664.0
2020-08-29,12.4085,12.4085,11.9683,12.1086,449664.0
2020-08-30,12.4085,12.4085,11.9683,12.1086,449664.0
2020-08-31,12.0321,12.1533,11.796,11.9555,497125.0
2020-09-01,11.8917,12.3255,11.7705,12.198,505916.0
2020-09-02,12.3319,12.8933,12.2321,12.8232,634277.0
2020-09-03,12.9444,13.2123,12.5807,12.804,775929.0
2020-09-04,13.0209,13.1996,12.7147,13.123,634031.0
2020-09-05,13.0209,13.1996,12.7147,13.123,634031.0
2020-09-06,13.0209,13.1996,12.7147,13.123,634031.0
2020-09-07,13.0209,13.1996,12.7147,13.123,634031.0
2020-09-08,13.0464,13.2953,12.8933,13.1804,402965.0
2020-09-09,13.1421,13.308,12.989,13.2889,351800.0
2020-09-10,13.3973,13.5568,13.0592,13.0975,423231.0
2020-09-11,13.2825,13.3782,12.9571,13.2442,245859.0
2020-09-12,13.2825,13.3782,12.9571,13.2442,245859.0
2020-09-13,13.2825,13.3782,12.9571,13.2442,245859.0
2020-09-14,13.442,14.0353,13.442,14.0162,477880.0
2020-09-15,14.131,14.2841,13.5441,13.5887,371838.0
2020-09-16,13.7163,14.1246,13.6206,13.9906,353045.0
2020-09-17,13.8311,13.9843,13.6532,13.8567,299742.0
2020-09-18,13.8567,13.9173,13.6812,13.7546,716424.0
2020-09-19,13.8567,13.9173,13.6812,13.7546,716424.0
2020-09-20,13.8567,13.9173,13.6812,13.7546,716424.0
2020-09-21,13.5249,13.5696,12.8997,13.0082,296268.0
2020-09-22,12.9699,13.2506,12.8614,13.1485,264438.0
2020-09-23,13.2697,13.5568,12.8359,12.8423,300775.0
2020-09-24,12.8232,13.1932,12.5999,12.9954,418650.0
2020-09-25,12.8997,13.1421,12.887,12.9571,303058.0
2020-09-26,12.8997,13.1421,12.887,12.9571,303058.0
2020-09-27,12.8997,13.1421,12.887,12.9571,303058.0
2020-09-28,13.1549,13.6079,13.123,13.2634,506958.0
2020-09-29,13.2059,13.2059,12.6063,12.938,349050.0
2020-09-30,13.0975,13.391,12.8901,13.0082,608660.0
2020-10-01,12.9508,13.6015,12.9508,13.5377,727146.0
2020-10-02,12.9444,13.8184,12.887,13.6972,481034.0
2020-10-03,12.9444,13.8184,12.887,13.6972,481034.0
2020-10-04,12.9444,13.8184,12.887,13.6972,481034.0
2020-10-05,13.8758,15.0369,13.8375,14.8009,989670.0
2020-10-06,14.8264,15.2474,14.5138,14.5903,932223.0
2020-10-07,14.9348,15.6685,14.9348,15.1836,786784.0
2020-10-08,15.4899,15.5537,14.9604,15.19,414808.0
2020-10-09,15.1964,15.4133,14.9795,15.0114,295292.0
2020-10-10,15.1964,15.4133,14.9795,15.0114,295292.0
2020-10-11,15.1964,15.4133,14.9795,15.0114,295292.0
2020-10-12,14.9923,15.2149,14.8519,14.9093,282338.0
2020-10-13,14.871,15.1709,14.6733,15.0752,397554.0
2020-10-14,15.101,15.408,14.9837,15.1657,329296.0
2020-10-15,14.9718,15.282,14.8972,15.2497,240248.0
2020-10-16,15.2432,15.2497,14.7844,14.8103,219627.0
2020-10-17,15.2432,15.2497,14.7844,14.8103,219627.0
2020-10-18,15.2432,15.2497,14.7844,14.8103,219627.0
2020-10-19,14.8749,15.0978,14.513,14.5583,311077.0
2020-10-20,14.7263,15.2044,14.6487,14.7004,307110.0
2020-10-21,14.7327,15.0364,14.5518,14.9266,215207.0
2020-10-22,14.9847,15.9863,14.9686,15.7084,493414.0
2020-10-23,15.7084,16.206,15.5793,16.1155,384185.0
2020-10-24,15.7084,16.206,15.5793,16.1155,384185.0
2020-10-25,15.7084,16.206,15.5793,16.1155,384185.0
2020-10-26,15.8764,15.8926,15.282,15.4177,349218.0
2020-10-27,15.3595,15.8764,15.2173,15.4564,386087.0
2020-10-28,15.0752,15.3918,14.8038,14.9007,481041.0
2020-10-29,14.849,15.3401,14.7327,15.2561,387232.0
2020-10-30,15.2626,15.5857,15.1767,15.4823,446069.0
2020-10-31,15.2626,15.5857,15.1767,15.4823,446069.0
2020-11-01,15.2626,15.5857,15.1767,15.4823,446069.0
2020-11-02,15.6697,16.1995,15.4952,16.0897,406762.0
2020-11-03,16.4192,16.9685,16.1672,16.8651,770236.0
2020-11-04,16.5355,16.7811,16.0703,16.7682,551324.0
2020-11-05,16.7165,16.8974,16.1285,16.5226,351642.0
2020-11-06,16.5485,16.8845,16.2512,16.3417,310473.0
2020-11-07,16.5485,16.8845,16.2512,16.3417,310473.0
2020-11-08,16.5485,16.8845,16.2512,16.3417,310473.0
2020-11-09,17.4596,19.2042,17.4596,18.8682,731630.0
2020-11-10,19.0556,20.1606,18.9651,20.0636,558298.0
2020-11-11,19.8892,19.8956,18.6421,18.7713,500958.0
2020-11-12,18.5516,18.5516,17.4983,17.7439,476200.0
2020-11-13,17.8667,18.1639,17.3124,17.7697,318394.0
2020-11-14,17.8667,18.1639,17.3124,17.7697,318394.0
2020-11-15,17.8667,18.1639,17.3124,17.7697,318394.0
2020-11-16,17.7956,18.1962,17.7051,17.9054,544644.0
2020-11-17,17.6922,18.0411,17.6276,17.9313,391451.0
2020-11-18,18.0411,18.445,17.8085,17.815,340902.0
2020-11-19,17.8214,18.6744,17.5048,18.6162,586036.0
2020-11-20,18.8424,19.0621,17.479,17.97,895110.0
2020-11-21,18.8424,19.0621,17.479,17.97,895110.0
2020-11-22,18.8424,19.0621,17.479,17.97,895110.0
2020-11-23,18.2608,18.5968,17.9765,18.0411,636061.0
2020-11-24,18.5128,18.5128,17.7762,18.1768,424849.0
2020-11-25,18.0153,18.5581,17.7762,18.4417,382017.0
2020-11-26,18.0153,18.5581,17.7762,18.4417,382017.0
2020-11-27,18.3577,18.5451,17.9636,18.1251,164257.0
2020-11-28,18.3577,18.5451,17.9636,18.1251,164257.0
2020-11-29,18.3577,18.5451,17.9636,18.1251,164257.0
2020-11-30,17.9894,17.9959,17.0525,17.3303,626692.0
2020-12-01,17.6276,17.8363,17.3174,17.802,450765.0
2020-12-02,17.8602,18.2931,17.6211,18.0023,348348.0
2020-12-03,18.0799,18.4094,17.9571,18.151,255296.0
2020-12-04,18.1316,18.3319,17.9183,18.2931,248795.0
2020-12-05,18.1316,18.3319,17.9183,18.2931,248795.0
2020-12-06,18.1316,18.3319,17.9183,18.2931,248795.0
2020-12-07,18.1704,19.3528,17.899,19.075,635100.0
2020-12-08,19.4885,21.0749,19.2301,20.0959,1395399.0
2020-12-09,20.3544,21.3107,20.3544,20.8714,631982.0
2020-12-10,20.6193,21.0006,20.3544,20.6129,578196.0
2020-12-11,20.5224,21.02,20.4836,20.9424,432351.0
2020-12-12,20.5224,21.02,20.4836,20.9424,432351.0
2020-12-13,20.5224,21.02,20.4836,20.9424,432351.0
2020-12-14,21.2267,21.6468,20.7421,20.7486,593224.0
2020-12-15,21.0135,21.4529,20.788,21.2332,404035.0
2020-12-16,21.272,21.6468,21.007,21.1104,423539.0
2020-12-17,21.1944,21.4012,20.6258,20.9812,714825.0
2020-12-18,21.0368,21.4402,20.7169,20.9186,1790415.0
2020-12-19,21.0368,21.4402,20.7169,20.9186,1790415.0
2020-12-20,21.0368,21.4402,20.7169,20.9186,1790415.0
2020-12-21,20.5639,20.943,20.258,20.7517,500040.0
2020-12-22,20.856,20.9325,20.0632,20.1606,419565.0
2020-12-23,20.2997,20.9882,20.2997,20.8421,343661.0
2020-12-24,20.9673,21.2524,20.6891,20.9047,170877.0
2020-12-25,20.9673,21.2524,20.6891,20.9047,170877.0
2020-12-26,20.9673,21.2524,20.6891,20.9047,170877.0
2020-12-27,20.9673,21.2524,20.6891,20.9047,170877.0
2020-12-28,20.9673,21.2246,20.7308,21.0925,464148.0
2020-12-29,21.0299,21.0751,20.4109,20.7587,278148.0
2020-12-30,20.703,21.2107,20.1536,20.2093,399220.0
2020-12-31,20.1884,20.5987,19.7294,20.3066,390136.0
2021-01-01,20.1884,20.5987,19.7294,20.3066,390136.0
2021-01-02,20.1884,20.5987,19.7294,20.3066,390136.0
2021-01-03,20.1884,20.5987,19.7294,20.3066,390136.0
2021-01-04,20.5153,20.6752,19.7781,19.9381,342264.0
2021-01-05,19.9311,21.2872,19.7642,20.9603,519688.0
2021-01-06,21.4541,22.6711,21.4471,22.5668,813164.0
2021-01-07,22.6572,23.0258,22.6016,22.7406,364298.0
2021-01-08,22.7963,22.9493,22.3999,22.8311,371986.0
2021-01-09,22.7963,22.9493,22.3999,22.8311,371986.0
2021-01-10,22.7963,22.9493,22.3999,22.8311,371986.0
2021-01-11,22.5946,23.6378,22.5946,23.3318,371434.0
2021-01-12,23.3179,24.0202,23.2831,23.603,485056.0
2021-01-13,23.2483,23.5508,22.9284,23.0119,354906.0
2021-01-14,23.1301,23.5334,23.0536,23.3318,350157.0
2021-01-15,22.9701,23.4048,22.4972,22.9423,314794.0
2021-01-16,22.9701,23.4048,22.4972,22.9423,314794.0
2021-01-17,22.9701,23.4048,22.4972,22.9423,314794.0
2021-01-18,22.9701,23.4048,22.4972,22.9423,314794.0
2021-01-19,23.2553,23.3074,22.3095,22.4207,271035.0
2021-01-20,22.4972,22.9493,22.4625,22.7406,262940.0
2021-01-21,22.9493,23.5613,22.8345,23.2692,310859.0
2021-01-22,23.1162,23.5126,22.8797,23.5056,302709.0
2021-01-23,23.1162,23.5126,22.8797,23.5056,302709.0
2021-01-24,23.1162,23.5126,22.8797,23.5056,302709.0
2021-01-25,23.603,24.6948,23.5682,24.0202,440022.0
2021-01-26,24.2289,24.4305,23.1718,23.9855,546548.0
2021-01-27,23.6795,25.5293,23.2692,25.1538,1123238.0
2021-01-28,25.5989,28.0885,25.3485,27.866,2118254.0
2021-01-29,27.713,29.4568,26.8993,27.3444,1420776.0
2021-01-30,27.713,29.4568,26.8993,27.3444,1420776.0
2021-01-31,27.713,29.4568,26.8993,27.3444,1420776.0
2021-02-01,27.3444,27.3444,24.8756,26.1344,683539.0
2021-02-02,26.3569,26.8924,25.3902,26.489,416793.0
2021-02-03,26.496,27.3096,26.4056,27.1706,321530.0
2021-02-04,27.6643,28.7979,27.5739,28.5266,463626.0
2021-02-05,28.7283,28.7283,27.3792,28.0885,451270.0
2021-02-06,28.7283,28.7283,27.3792,28.0885,451270.0
2021-02-07,28.7283,28.7283,27.3792,28.0885,451270.0
2021-02-08,28.1998,28.245,27.0245,27.1636,657587.0
2021-02-09,27.0801,27.4696,26.795,27.2679,390573.0
2021-02-10,27.6017,28.4154,27.0315,27.9355,380665.0
2021-02-11,28.0329,28.3876,27.3305,27.8243,518935.0
2021-02-12,27.5461,27.7199,26.9063,27.0454,338578.0
2021-02-13,27.5461,27.7199,26.9063,27.0454,338578.0
2021-02-14,27.5461,27.7199,26.9063,27.0454,338578.0
2021-02-15,27.5461,27.7199,26.9063,27.0454,338578.0
2021-02-16,27.2679,27.3027,26.372,26.9132,314072.0
2021-02-17,26.3708,27.254,26.2456,26.9132,266214.0
2021-02-18,26.7672,26.7672,25.9049,26.496,336307.0
2021-02-19,26.7116,27.0718,26.3778,26.8228,305644.0
2021-02-20,26.7116,27.0718,26.3778,26.8228,305644.0
2021-02-21,26.7116,27.0718,26.3778,26.8228,305644.0
2021-02-22,26.7394,27.6156,26.4961,27.2331,326965.0
2021-02-23,26.8576,27.4814,26.1661,27.1219,343405.0
2021-02-24,27.3305,28.0955,26.8089,27.414,595970.0
2021-02-25,27.4348,27.9512,26.4682,26.6142,447834.0
2021-02-26,26.4264,26.9272,25.5642,26.7324,525601.0
2021-02-27,26.4264,26.9272,25.5642,26.7324,525601.0
2021-02-28,26.4264,26.9272,25.5642,26.7324,525601.0
2021-03-01,27.1219,27.713,26.6907,27.0732,339992.0
2021-03-02,27.0315,27.1636,25.9431,26.0022,417787.0
2021-03-03,26.0648,26.8646,25.425,26.343,421142.0
2021-03-04,26.2665,26.6003,25.0356,25.7171,674675.0
2021-03-05,25.9188,26.2874,25.272,26.1204,436471.0
2021-03-06,25.9188,26.2874,25.272,26.1204,436471.0
2021-03-07,25.9188,26.2874,25.272,26.1204,436471.0
2021-03-08,26.4473,27.6365,26.1413,27.4348,624105.0
2021-03-09,27.5878,27.8382,27.2331,27.3722,436272.0
2021-03-10,27.4209,28.1442,27.1079,27.7895,439294.0
2021-03-11,27.9773,28.2867,27.8104,28.2832,339111.0
2021-03-12,28.1372,28.5127,27.4696,28.2693,549652.0
2021-03-13,28.1372,28.5127,27.4696,28.2693,549652.0
2021-03-14,28.1372,28.5127,27.4696,28.2693,549652.0
2021-03-15,28.318,29.9801,28.318,29.8132,615057.0
2021-03-16,29.3264,29.6463,28.3319,29.2847,498982.0
2021-03-17,29.0343,29.3299,28.5823,29.1595,316266.0
2021-03-18,28.9439,29.5698,28.2276,28.4501,331594.0
2021-03-19,28.471,28.8326,27.6713,28.4849,751860.0
2021-03-20,28.471,28.8326,27.6713,28.4849,751860.0
2021-03-21,28.471,28.8326,27.6713,28.4849,751860.0
2021-03-22,28.937,29.0969,27.9425,28.2276,298988.0
2021-03-23,28.1928,28.3737,27.1497,27.1775,587683.0
2021-03-24,27.5391,27.8104,26.5794,26.6768,437135.0
2021-03-25,26.3291,27.8521,25.5641,27.7825,527150.0
2021-03-26,28.3737,28.784,28.019,28.5127,410022.0
2021-03-27,28.3737,28.784,28.019,28.5127,410022.0
2021-03-28,28.3737,28.784,28.019,28.5127,410022.0
2021-03-29,28.4849,28.8048,26.8298,26.9272,406985.0
2021-03-30,27.0662,28.0816,26.9272,27.7269,293341.0
2021-03-31,27.5739,28.0607,27.2192,27.3166,350146.0
2021-04-01,27.5948,27.8469,27.0315,27.3722,463620.0
2021-04-02,27.5948,27.8469,27.0315,27.3722,463620.0
2021-04-03,27.5948,27.8469,27.0315,27.3722,463620.0
2021-04-04,27.5948,27.8469,27.0315,27.3722,463620.0
2021-04-05,27.5948,27.8173,26.9306,27.5948,313494.0
2021-04-06,27.7825,29.2158,27.6017,27.8521,708852.0
2021-04-07,28.0051,28.2902,27.4696,28.165,608417.0
2021-04-08,28.318,28.7491,27.6504,28.631,429292.0
2021-04-09,28.8674,29.8966,28.5962,29.8619,685213.0
2021-04-10,28.8674,29.8966,28.5962,29.8619,685213.0
2021-04-11,28.8674,29.8966,28.5962,29.8619,685213.0
2021-04-12,30.0427,30.6547,29.4655,30.4043,622349.0
2021-04-13,30.4043,30.5921,28.9856,29.4794,644816.0
2021-04-14,29.2831,30.5167,29.2201,30.0681,416852.0
2021-04-15,30.2083,30.3099,29.4794,29.6266,356940.0
2021-04-16,29.7668,30.4326,29.648,30.0331,337095.0
2021-04-17,29.7668,30.4326,29.648,30.0331,337095.0
2021-04-18,29.7668,30.4326,29.648,30.0331,337095.0
2021-04-19,30.0611,30.3976,29.5214,29.921,334434.0
2021-04-20,29.8018,29.8368,28.1547,28.5893,361790.0
2021-04-21,28.6804,29.7177,28.5577,29.6756,235953.0
2021-04-22,30.0331,30.5728,29.5004,29.7948,334163.0
2021-04-23,29.8439,30.9715,29.3322,30.6499,268962.0
2021-04-24,29.8439,30.9715,29.3322,30.6499,268962.0
2021-04-25,29.8439,30.9715,29.3322,30.6499,268962.0
2021-04-26,30.8391,31.151,29.3112,29.6686,295225.0
2021-04-27,29.5565,30.9232,29.5214,30.3835,266011.0
2021-04-28,30.4046,30.8304,30.0716,30.3625,147722.0
2021-04-29,30.769,31.9146,30.2293,30.5938,348201.0
2021-04-30,30.4046,30.6989,29.178,29.3953,401872.0
2021-05-01,30.4046,30.6989,29.178,29.3953,401872.0
2021-05-02,30.4046,30.6989,29.178,29.3953,401872.0
2021-05-03,29.7037,30.9092,29.5355,30.6148,347399.0
2021-05-04,30.5518,30.6359,29.5775,30.1242,476690.0
2021-05-05,30.3485,30.4957,29.5985,30.2504,252794.0
2021-05-06,30.5097,31.8484,30.2784,31.7573,518404.0
2021-05-07,31.54,32.346,31.3367,32.2479,311198.0
2021-05-08,31.54,32.346,31.3367,32.2479,311198.0
2021-05-09,31.54,32.346,31.3367,32.2479,311198.0
2021-05-10,32.5773,32.7474,30.9443,31.0984,353323.0
2021-05-11,30.3835,30.5798,28.9677,30.2153,386841.0
2021-05-12,30.0051,30.3905,28.5122,28.7715,435662.0
2021-05-13,28.8977,30.2083,28.8977,29.6967,480020.0
2021-05-14,29.928,31.8834,29.5074,31.7222,592987.0
2021-05-15,29.928,31.8834,29.5074,31.7222,592987.0
2021-05-16,29.928,31.8834,29.5074,31.7222,592987.0
2021-05-17,31.7152,32.3741,31.3928,31.8905,400890.0
2021-05-18,32.1708,32.2409,30.4817,30.5798,654587.0
2021-05-19,30.0822,30.0822,28.8065,29.4864,539681.0
2021-05-20,29.5074,29.6883,27.4749,27.9444,910575.0
2021-05-21,28.3299,29.0168,27.5379,28.2598,1077930.0
