,IBP US Equity,IBP US Equity,IBP US Equity,IBP US Equity,IBP US Equity
2020-03-14,42.5415,43.9926,37.331,43.9926,457927.0
2020-03-15,42.5415,43.9926,37.331,43.9926,457927.0
2020-03-16,41.6935,41.6935,32.0593,32.4409,740348.0
2020-03-17,33.0062,34.8059,29.2185,34.4949,734532.0
2020-03-18,30.9145,33.3548,28.2857,28.5683,534748.0
2020-03-19,28.427,34.7399,27.3435,34.005,479207.0
2020-03-20,34.5986,36.6809,32.5728,34.2405,610149.0
2020-03-21,34.5986,36.6809,32.5728,34.2405,610149.0
2020-03-22,34.5986,36.6809,32.5728,34.2405,610149.0
2020-03-23,34.1086,34.1086,30.0099,32.6482,453075.0
2020-03-24,35.032,37.825,33.9767,36.8693,341928.0
2020-03-25,36.728,42.6452,35.88,41.8537,526515.0
2020-03-26,42.2683,44.784,41.2318,44.3695,315077.0
2020-03-27,42.0799,42.7865,39.8383,41.6935,346349.0
2020-03-28,42.0799,42.7865,39.8383,41.6935,346349.0
2020-03-29,42.0799,42.7865,39.8383,41.6935,346349.0
2020-03-30,41.703,42.2871,37.3216,38.4429,385135.0
2020-03-31,38.1602,38.7067,36.1438,37.5666,318138.0
2020-04-01,35.3335,35.6858,31.3762,31.8284,284114.0
2020-04-02,33.7035,34.3913,31.395,32.3655,283783.0
2020-04-03,31.7342,32.8178,29.4729,29.6896,263309.0
2020-04-04,31.7342,32.8178,29.4729,29.6896,263309.0
2020-04-05,31.7342,32.8178,29.4729,29.6896,263309.0
2020-04-06,32.3278,36.5348,31.5269,35.9742,267389.0
2020-04-07,37.7645,39.4308,35.668,35.8894,249299.0
2020-04-08,36.8788,41.3355,36.3141,41.1376,272440.0
2020-04-09,42.5415,45.0102,40.1577,42.2306,250112.0
2020-04-10,42.5415,45.0102,40.1577,42.2306,250112.0
2020-04-11,42.5415,45.0102,40.1577,42.2306,250112.0
2020-04-12,42.5415,45.0102,40.1577,42.2306,250112.0
2020-04-13,41.5993,43.0409,37.2368,38.4805,268055.0
2020-04-14,39.517,40.496,38.5277,39.0836,282996.0
2020-04-15,37.5572,37.5572,35.2016,36.3228,291443.0
2020-04-16,36.0967,37.3876,33.5056,34.4007,312810.0
2020-04-17,36.5396,39.2061,36.5396,38.9611,210069.0
2020-04-18,36.5396,39.2061,36.5396,38.9611,210069.0
2020-04-19,36.5396,39.2061,36.5396,38.9611,210069.0
2020-04-20,37.2933,38.179,36.1815,36.549,262342.0
2020-04-21,35.1922,36.0308,34.7493,35.6068,248127.0
2020-04-22,36.4453,37.1332,34.8765,35.1733,219604.0
2020-04-23,35.3429,37.2368,34.6739,35.946,221823.0
2020-04-24,36.6997,38.5936,36.0025,37.9906,203575.0
2020-04-25,36.6997,38.5936,36.0025,37.9906,203575.0
2020-04-26,36.6997,38.5936,36.0025,37.9906,203575.0
2020-04-27,38.4805,41.0717,37.7739,40.4404,313313.0
2020-04-28,42.6263,44.5296,42.24,43.823,372584.0
2020-04-29,45.8393,50.9274,45.8393,49.7496,530741.0
2020-04-30,48.1007,48.9016,46.188,46.4612,403881.0
2020-05-01,44.605,46.6478,41.8443,43.9643,246459.0
2020-05-02,44.605,46.6478,41.8443,43.9643,246459.0
2020-05-03,44.605,46.6478,41.8443,43.9643,246459.0
2020-05-04,43.6063,44.2376,42.3758,44.1528,244987.0
2020-05-05,45.0667,47.6296,44.784,46.6685,428858.0
2020-05-06,46.7816,48.1949,45.1232,47.7332,340621.0
2020-05-07,48.3174,49.938,48.1572,48.8262,312292.0
2020-05-08,53.7069,57.1413,50.2113,52.1428,380060.0
2020-05-09,53.7069,57.1413,50.2113,52.1428,380060.0
2020-05-10,53.7069,57.1413,50.2113,52.1428,380060.0
2020-05-11,50.9368,51.3796,48.4587,49.759,240465.0
2020-05-12,50.0794,50.15,46.7062,46.8287,159632.0
2020-05-13,46.1503,46.1974,43.9737,45.095,139434.0
2020-05-14,43.4838,45.3965,42.1458,45.3211,239945.0
2020-05-15,45.3117,48.1384,44.7699,47.4317,186224.0
2020-05-16,45.3117,48.1384,44.7699,47.4317,186224.0
2020-05-17,45.3117,48.1384,44.7699,47.4317,186224.0
2020-05-18,50.8803,54.0556,50.5316,53.7917,236711.0
2020-05-19,52.8966,55.8364,52.1711,53.2924,274149.0
2020-05-20,54.8659,55.6479,52.727,54.1215,172275.0
2020-05-21,53.8106,56.9199,53.8106,55.9683,284211.0
2020-05-22,56.7032,58.3521,55.3087,58.0318,171323.0
2020-05-23,56.7032,58.3521,55.3087,58.0318,171323.0
2020-05-24,56.7032,58.3521,55.3087,58.0318,171323.0
2020-05-25,56.7032,58.3521,55.3087,58.0318,171323.0
2020-05-26,61.1128,62.9502,60.246,60.3873,280432.0
2020-05-27,62.1964,66.7097,61.2542,66.5966,458592.0
2020-05-28,67.9251,68.7731,61.7394,62.2435,578610.0
2020-05-29,61.5368,62.8936,59.8314,60.5663,307904.0
2020-05-30,61.5368,62.8936,59.8314,60.5663,307904.0
2020-05-31,61.5368,62.8936,59.8314,60.5663,307904.0
2020-06-01,61.0751,64.9383,60.067,63.9018,280327.0
2020-06-02,64.91,65.4942,63.572,64.8535,203972.0
2020-06-03,66.8227,67.3033,66.2574,66.7568,229852.0
2020-06-04,65.3717,68.1607,65.3717,66.8322,162985.0
2020-06-05,70.8084,70.8084,68.1701,69.998,310299.0
2020-06-06,70.8084,70.8084,68.1701,69.998,310299.0
2020-06-07,70.8084,70.8084,68.1701,69.998,310299.0
2020-06-08,71.7694,71.8448,65.9653,67.5859,275070.0
2020-06-09,65.9653,69.8002,65.5319,69.2631,308226.0
2020-06-10,68.7449,70.1771,67.5671,68.4905,257049.0
2020-06-11,64.665,66.0689,61.452,61.4991,224944.0
2020-06-12,65.0325,65.3717,61.4615,63.6003,227616.0
2020-06-13,65.0325,65.3717,61.4615,63.6003,227616.0
2020-06-14,65.0325,65.3717,61.4615,63.6003,227616.0
2020-06-15,61.2447,69.395,60.9527,68.4905,223276.0
2020-06-16,70.7612,70.7612,67.341,68.792,325200.0
2020-06-17,69.1783,69.9038,67.3315,67.5765,201604.0
2020-06-18,67.9063,68.5659,65.8428,66.0972,204645.0
2020-06-19,67.1242,67.1242,64.1939,65.6261,327531.0
2020-06-20,67.1242,67.1242,64.1939,65.6261,327531.0
2020-06-21,67.1242,67.1242,64.1939,65.6261,327531.0
2020-06-22,65.3623,65.5413,63.6945,65.4471,278927.0
2020-06-23,67.03,68.1795,65.8051,67.7932,357117.0
2020-06-24,66.427,67.6519,62.0174,63.5438,245936.0
2020-06-25,62.2624,63.6192,61.1034,62.611,227415.0
2020-06-26,61.8949,62.856,60.1989,60.3025,279408.0
2020-06-27,61.8949,62.856,60.1989,60.3025,279408.0
2020-06-28,61.8949,62.856,60.1989,60.3025,279408.0
2020-06-29,61.518,64.5143,60.1989,63.4401,244556.0
2020-06-30,63.459,65.2775,62.7146,64.8064,198549.0
2020-07-01,64.8252,64.8723,62.2124,63.2894,175447.0
2020-07-02,65.0796,66.361,63.6192,64.4012,223582.0
2020-07-03,65.0796,66.361,63.6192,64.4012,223582.0
2020-07-04,65.0796,66.361,63.6192,64.4012,223582.0
2020-07-05,65.0796,66.361,63.6192,64.4012,223582.0
2020-07-06,66.1914,67.1902,64.8299,66.7756,284931.0
2020-07-07,65.824,67.275,64.1609,64.2505,191603.0
2020-07-08,64.8346,68.7637,64.4389,68.6601,213202.0
2020-07-09,68.6601,68.792,65.7015,66.4082,219514.0
2020-07-10,66.6814,68.0759,66.248,67.633,152232.0
2020-07-11,66.6814,68.0759,66.248,67.633,152232.0
2020-07-12,66.6814,68.0759,66.248,67.633,152232.0
2020-07-13,68.7826,69.395,65.3623,65.5319,193687.0
2020-07-14,65.1738,67.9817,64.6839,67.8309,172392.0
2020-07-15,70.3184,71.7647,69.4044,71.4773,178211.0
2020-07-16,70.8366,72.9189,70.3938,72.8718,159029.0
2020-07-17,73.4749,73.7528,72.184,72.5326,228638.0
2020-07-18,73.4749,73.7528,72.184,72.5326,228638.0
2020-07-19,73.4749,73.7528,72.184,72.5326,228638.0
2020-07-20,71.9579,73.6539,71.515,73.1922,179924.0
2020-07-21,73.9931,74.1721,71.7958,72.3913,221417.0
2020-07-22,71.6187,77.7714,71.6187,76.8386,391494.0
2020-07-23,77.2438,78.5911,74.0025,74.8693,246643.0
2020-07-24,74.4548,75.2086,72.804,74.0873,133705.0
2020-07-25,74.4548,75.2086,72.804,74.0873,133705.0
2020-07-26,74.4548,75.2086,72.804,74.0873,133705.0
2020-07-27,74.0873,75.9623,73.6727,75.9529,275202.0
2020-07-28,75.6891,77.0318,73.1074,73.1733,160490.0
2020-07-29,73.8423,76.3204,73.8423,76.1225,136569.0
2020-07-30,74.4265,77.2061,74.0355,76.6407,239910.0
2020-07-31,76.4146,76.6454,72.4572,74.5396,352666.0
2020-08-01,76.4146,76.6454,72.4572,74.5396,352666.0
2020-08-02,76.4146,76.6454,72.4572,74.5396,352666.0
2020-08-03,75.6891,79.425,75.3593,79.0434,203074.0
2020-08-04,78.2614,78.6477,76.6407,76.8669,149711.0
2020-08-05,77.2814,79.9668,77.2814,79.7595,145766.0
2020-08-06,80.4002,82.5485,79.0246,80.0893,247752.0
2020-08-07,81.0221,81.0928,79.7454,80.8336,198005.0
2020-08-08,81.0221,81.0928,79.7454,80.8336,198005.0
2020-08-09,81.0221,81.0928,79.7454,80.8336,198005.0
2020-08-10,81.9926,85.1773,81.9833,82.2564,225379.0
2020-08-11,83.6603,84.8098,81.1446,81.5215,298003.0
2020-08-12,83.4153,83.7451,81.6911,83.274,235544.0
2020-08-13,82.8312,84.8664,82.8217,83.7545,165834.0
2020-08-14,82.8877,83.1421,81.9832,82.0962,223974.0
2020-08-15,82.8877,83.1421,81.9832,82.0962,223974.0
2020-08-16,82.8877,83.1421,81.9832,82.0962,223974.0
2020-08-17,82.8123,84.2351,82.247,82.7558,289040.0
2020-08-18,83.4907,85.0831,82.4637,82.4637,326224.0
2020-08-19,83.0479,83.0479,81.3896,82.6333,270775.0
2020-08-20,81.823,84.1126,81.5026,82.2093,120664.0
2020-08-21,81.6816,83.6132,81.4461,83.3588,157900.0
2020-08-22,81.6816,83.6132,81.4461,83.3588,157900.0
2020-08-23,81.6816,83.6132,81.4461,83.3588,157900.0
2020-08-24,84.791,84.791,82.28,83.1233,129610.0
2020-08-25,83.7169,83.7169,81.5874,83.3777,171485.0
2020-08-26,83.943,83.97,82.6145,82.6521,108094.0
2020-08-27,83.3588,84.2916,82.6804,83.0008,150947.0
2020-08-28,83.1704,84.7156,82.8029,83.2269,98044.0
2020-08-29,83.1704,84.7156,82.8029,83.2269,98044.0
2020-08-30,83.1704,84.7156,82.8029,83.2269,98044.0
2020-08-31,83.0479,83.0479,81.333,81.8041,221515.0
2020-09-01,81.3613,88.5316,81.1823,88.4751,276604.0
2020-09-02,88.9462,89.5577,85.7426,87.2596,245740.0
2020-09-03,86.9204,87.0288,83.4436,84.3764,297747.0
2020-09-04,85.8463,86.1007,80.5981,83.6886,334590.0
2020-09-05,85.8463,86.1007,80.5981,83.6886,334590.0
2020-09-06,85.8463,86.1007,80.5981,83.6886,334590.0
2020-09-07,85.8463,86.1007,80.5981,83.6886,334590.0
2020-09-08,82.0397,87.0995,81.823,85.281,320709.0
2020-09-09,86.2797,89.6623,85.9876,89.3608,240438.0
2020-09-10,89.3796,90.6281,87.7684,88.5222,258682.0
2020-09-11,89.1252,91.1567,88.3432,89.0404,233378.0
2020-09-12,89.1252,91.1567,88.3432,89.0404,233378.0
2020-09-13,89.1252,91.1567,88.3432,89.0404,233378.0
2020-09-14,89.6529,91.2829,87.8532,90.7082,359929.0
2020-09-15,90.9626,92.4362,89.8884,90.1523,273227.0
2020-09-16,91.2735,94.119,91.2735,93.1203,308593.0
2020-09-17,91.2735,93.2428,90.2559,91.1699,191534.0
2020-09-18,92.0179,92.88,90.1805,91.8577,469222.0
2020-09-19,92.0179,92.88,90.1805,91.8577,469222.0
2020-09-20,92.0179,92.88,90.1805,91.8577,469222.0
2020-09-21,90.5857,90.5857,85.7615,89.1818,229064.0
2020-09-22,90.3219,92.3429,89.097,92.1309,244399.0
2020-09-23,91.9896,93.0137,89.7754,89.9544,270347.0
2020-09-24,89.9261,91.8389,87.9851,90.6893,141511.0
2020-09-25,89.6435,90.7741,88.8237,90.0204,207416.0
2020-09-26,89.6435,90.7741,88.8237,90.0204,207416.0
2020-09-27,89.6435,90.7741,88.8237,90.0204,207416.0
2020-09-28,92.1027,95.2309,91.2547,94.854,178264.0
2020-09-29,94.8822,96.0318,93.8034,94.5242,139827.0
2020-09-30,94.9953,97.5299,94.8333,95.8716,217514.0
2020-10-01,96.8703,100.9031,95.4287,100.7523,193489.0
2020-10-02,98.1895,103.7109,97.6053,102.7498,188902.0
2020-10-03,98.1895,103.7109,97.6053,102.7498,188902.0
2020-10-04,98.1895,103.7109,97.6053,102.7498,188902.0
2020-10-05,101.4496,103.645,99.2448,102.4295,269947.0
2020-10-06,103.579,104.2951,101.8547,102.8912,290296.0
2020-10-07,105.341,106.0947,102.6509,104.5778,251584.0
2020-10-08,106.1513,108.0734,105.1902,107.3291,164004.0
2020-10-09,108.7236,111.8894,108.0169,111.8518,214051.0
2020-10-10,108.7236,111.8894,108.0169,111.8518,214051.0
2020-10-11,108.7236,111.8894,108.0169,111.8518,214051.0
2020-10-12,112.37,114.6407,111.6822,112.5867,234172.0
2020-10-13,110.8059,111.4784,107.1029,109.091,298117.0
2020-10-14,108.3561,110.3725,107.9886,108.2336,170276.0
2020-10-15,103.8899,109.3549,101.5815,108.5916,274499.0
2020-10-16,107.1124,109.2983,106.8297,106.8391,167544.0
2020-10-17,107.1124,109.2983,106.8297,106.8391,167544.0
2020-10-18,107.1124,109.2983,106.8297,106.8391,167544.0
2020-10-19,106.0382,107.0747,102.2787,102.7404,259697.0
2020-10-20,101.3648,103.9677,100.6864,101.4778,280907.0
2020-10-21,101.9678,101.9678,96.5406,98.4344,196018.0
2020-10-22,99.3201,99.3201,95.9281,97.5205,165261.0
2020-10-23,98.7454,100.7429,96.8138,100.3472,166682.0
2020-10-24,98.7454,100.7429,96.8138,100.3472,166682.0
2020-10-25,98.7454,100.7429,96.8138,100.3472,166682.0
2020-10-26,101.2517,102.2316,94.5713,95.2874,249017.0
2020-10-27,95.3816,95.636,92.5832,92.6869,135005.0
2020-10-28,90.5668,92.8376,89.2477,90.1994,178064.0
2020-10-29,90.8118,91.2453,87.5517,87.7779,202019.0
2020-10-30,87.335,89.1912,84.2068,85.3092,224904.0
2020-10-31,87.335,89.1912,84.2068,85.3092,224904.0
2020-11-01,87.335,89.1912,84.2068,85.3092,224904.0
2020-11-02,87.2879,89.879,86.6849,89.7565,220176.0
2020-11-03,91.575,92.2157,86.2232,88.918,340906.0
2020-11-04,88.3903,97.3791,88.3903,97.0211,233010.0
2020-11-05,94.9011,99.1223,92.6059,95.4005,379864.0
2020-11-06,95.7208,95.7208,89.0216,89.0216,246302.0
2020-11-07,95.7208,95.7208,89.0216,89.0216,246302.0
2020-11-08,95.7208,95.7208,89.0216,89.0216,246302.0
2020-11-09,95.4382,95.7208,80.2589,80.5227,426309.0
2020-11-10,81.9643,89.9827,80.6004,88.5222,374239.0
2020-11-11,88.5222,91.5656,86.6849,91.4808,330248.0
2020-11-12,90.482,92.8941,88.8237,89.7094,319337.0
2020-11-13,90.6799,93.4783,89.276,91.6221,235893.0
2020-11-14,90.6799,93.4783,89.276,91.6221,235893.0
2020-11-15,90.6799,93.4783,89.276,91.6221,235893.0
2020-11-16,93.4124,93.4124,90.4067,91.8765,192159.0
2020-11-17,91.4149,94.0531,89.5304,93.2993,207759.0
2020-11-18,92.8093,96.371,92.5439,93.3653,210828.0
2020-11-19,93.1957,96.4275,92.847,95.6455,216815.0
2020-11-20,94.9953,95.278,93.1391,94.7692,172659.0
2020-11-21,94.9953,95.278,93.1391,94.7692,172659.0
2020-11-22,94.9953,95.278,93.1391,94.7692,172659.0
2020-11-23,95.212,100.1305,93.827,99.8949,253528.0
2020-11-24,100.6958,101.1198,93.5631,94.5525,256558.0
2020-11-25,94.6561,97.0117,93.8222,95.2497,297464.0
2020-11-26,94.6561,97.0117,93.8222,95.2497,297464.0
2020-11-27,94.9859,95.8056,92.5549,95.0707,70206.0
2020-11-28,94.9859,95.8056,92.5549,95.0707,70206.0
2020-11-29,94.9859,95.8056,92.5549,95.0707,70206.0
2020-11-30,94.967,94.967,89.6623,93.1109,179336.0
2020-12-01,94.2415,94.2415,90.548,90.8589,254890.0
2020-12-02,90.9249,90.9249,88.4186,89.8319,165107.0
2020-12-03,89.8131,92.6115,89.6246,90.8401,337476.0
2020-12-04,91.1416,91.2641,87.3067,87.3821,193497.0
2020-12-05,91.1416,91.2641,87.3067,87.3821,193497.0
2020-12-06,91.1416,91.2641,87.3067,87.3821,193497.0
2020-12-07,87.3633,90.2324,86.5864,89.8319,194024.0
2020-12-08,89.031,89.7942,87.2973,87.3256,275305.0
2020-12-09,88.2867,90.4161,87.5046,87.9475,222375.0
2020-12-10,87.0995,89.4079,86.2971,88.6164,160569.0
2020-12-11,88.3997,89.5116,87.5517,88.3432,111905.0
2020-12-12,88.3997,89.5116,87.5517,88.3432,111905.0
2020-12-13,88.3997,89.5116,87.5517,88.3432,111905.0
2020-12-14,89.521,90.5763,88.0699,89.2383,226026.0
2020-12-15,90.5292,95.5512,90.2748,95.1084,246976.0
2020-12-16,95.8245,97.0023,93.3276,94.3075,206813.0
2020-12-17,95.4853,100.8748,95.4853,100.7429,226257.0
2020-12-18,101.6474,104.5872,100.7712,100.9313,421784.0
2020-12-19,101.6474,104.5872,100.7712,100.9313,421784.0
2020-12-20,101.6474,104.5872,100.7712,100.9313,421784.0
2020-12-21,98.1895,102.0903,97.2074,101.7982,212701.0
2020-12-22,102.5426,103.9936,102.0997,103.1644,133415.0
2020-12-23,103.7392,103.7392,99.8666,100.6864,88412.0
2020-12-24,101.8547,102.5473,100.366,102.4106,44926.0
2020-12-25,101.8547,102.5473,100.366,102.4106,44926.0
2020-12-26,101.8547,102.5473,100.366,102.4106,44926.0
2020-12-27,101.8547,102.5473,100.366,102.4106,44926.0
2020-12-28,102.9194,102.9194,98.7925,99.0375,115375.0
2020-12-29,99.763,99.763,96.1166,97.8408,125916.0
2020-12-30,98.4156,99.6523,97.2284,97.7937,137806.0
2020-12-31,97.6712,97.7749,95.2026,96.0412,129252.0
2021-01-01,97.6712,97.7749,95.2026,96.0412,129252.0
2021-01-02,97.6712,97.7749,95.2026,96.0412,129252.0
2021-01-03,97.6712,97.7749,95.2026,96.0412,129252.0
2021-01-04,99.7912,99.8478,95.4335,96.8609,199530.0
2021-01-05,95.8904,100.4131,95.278,98.9432,255578.0
2021-01-06,99.339,102.9666,97.1153,101.7417,302987.0
2021-01-07,102.8629,106.726,102.8629,106.368,179509.0
2021-01-08,106.9616,106.9616,100.008,100.432,148142.0
2021-01-09,106.9616,106.9616,100.008,100.432,148142.0
2021-01-10,106.9616,106.9616,100.008,100.432,148142.0
2021-01-11,98.6888,103.7015,98.001,102.5802,148159.0
2021-01-12,103.5036,104.2284,100.3095,103.8711,113167.0
2021-01-13,104.5589,107.4704,103.2963,103.4565,111814.0
2021-01-14,104.2762,106.4057,103.4565,105.3127,143907.0
2021-01-15,103.6921,105.7226,101.9866,104.8227,124931.0
2021-01-16,103.6921,105.7226,101.9866,104.8227,124931.0
2021-01-17,103.6921,105.7226,101.9866,104.8227,124931.0
2021-01-18,103.6921,105.7226,101.9866,104.8227,124931.0
2021-01-19,106.7637,113.8587,104.5589,108.422,346127.0
2021-01-20,109.1853,113.8681,108.6576,113.5101,229638.0
2021-01-21,115.3097,119.5874,110.853,112.549,380611.0
2021-01-22,111.4843,112.549,108.7895,110.3253,238213.0
2021-01-23,111.4843,112.549,108.7895,110.3253,238213.0
2021-01-24,111.4843,112.549,108.7895,110.3253,238213.0
2021-01-25,110.7211,113.0672,106.1984,108.1205,227723.0
2021-01-26,108.4692,108.5068,98.9244,99.4709,286221.0
2021-01-27,97.8974,100.366,95.0236,95.6172,327730.0
2021-01-28,96.3898,100.7429,93.6197,98.7265,214736.0
2021-01-29,97.8126,99.4615,95.1649,98.8679,275579.0
2021-01-30,97.8126,99.4615,95.1649,98.8679,275579.0
2021-01-31,97.8126,99.4615,95.1649,98.8679,275579.0
2021-02-01,100.1399,105.4446,99.6405,105.4069,230225.0
2021-02-02,107.8473,110.9378,104.2574,109.8825,227825.0
2021-02-03,110.0238,111.2016,105.7744,107.7813,160286.0
2021-02-04,108.2807,109.3125,106.792,108.1959,170347.0
2021-02-05,109.7317,111.7481,107.9792,111.7104,130122.0
2021-02-06,109.7317,111.7481,107.9792,111.7104,130122.0
2021-02-07,109.7317,111.7481,107.9792,111.7104,130122.0
2021-02-08,112.3888,115.1778,111.8612,115.0365,196559.0
2021-02-09,115.517,116.6194,112.4925,116.0447,114946.0
2021-02-10,116.8361,121.6886,115.2156,119.1163,249315.0
2021-02-11,119.5215,121.6886,118.5416,121.5473,145969.0
2021-02-12,121.1233,122.5931,120.6239,120.9725,150263.0
2021-02-13,121.1233,122.5931,120.6239,120.9725,150263.0
2021-02-14,121.1233,122.5931,120.6239,120.9725,150263.0
2021-02-15,121.1233,122.5931,120.6239,120.9725,150263.0
2021-02-16,120.8594,121.1233,115.6018,116.2048,145968.0
2021-02-17,114.9799,116.6006,112.3087,115.2155,204114.0
2021-02-18,115.1024,115.1119,112.2315,112.6809,117422.0
2021-02-19,114.1885,120.3224,114.1885,119.3142,318647.0
2021-02-20,114.1885,120.3224,114.1885,119.3142,318647.0
2021-02-21,114.1885,120.3224,114.1885,119.3142,318647.0
2021-02-22,118.9656,119.5403,115.583,116.1954,385431.0
2021-02-23,115.8939,116.7796,111.5408,115.8185,245247.0
2021-02-24,108.912,113.9812,102.3354,105.8121,576213.0
2021-02-25,106.3586,106.8391,100.8183,101.035,326573.0
2021-02-26,102.1091,105.1337,101.0538,103.0419,262979.0
2021-02-27,102.1091,105.1337,101.0538,103.0419,262979.0
2021-02-28,102.1091,105.1337,101.0538,103.0419,262979.0
2021-03-01,105.9911,109.8354,105.4635,108.4126,242858.0
2021-03-02,109.1758,110.0709,106.0005,106.547,258813.0
2021-03-03,106.2549,106.6507,102.1562,102.7027,171679.0
2021-03-04,102.1562,104.6579,96.6819,99.7159,168964.0
2021-03-05,100.9502,104.2951,97.0399,104.2762,222380.0
2021-03-06,100.9502,104.2951,97.0399,104.2762,222380.0
2021-03-07,100.9502,104.2951,97.0399,104.2762,222380.0
2021-03-08,104.3611,107.8567,103.1456,104.3611,116089.0
2021-03-09,107.15,108.6388,103.2021,103.2586,172803.0
2021-03-10,104.3045,108.8272,103.4094,105.6331,328228.0
2021-03-11,107.2725,109.4114,106.9993,108.3561,345385.0
2021-03-12,107.4492,110.6942,106.0133,109.3669,312959.0
2021-03-13,107.4492,110.6942,106.0133,109.3669,312959.0
2021-03-14,107.4492,110.6942,106.0133,109.3669,312959.0
2021-03-15,108.734,112.2218,106.7124,112.116,231749.0
2021-03-16,113.0418,114.7422,107.7799,107.8838,166206.0
2021-03-17,106.3817,110.562,104.3711,110.4911,160309.0
2021-03-18,108.904,109.2441,102.8297,103.2359,151332.0
2021-03-19,104.4545,107.1564,103.4059,105.5126,353525.0
2021-03-20,104.4545,107.1564,103.4059,105.5126,353525.0
2021-03-21,104.4545,107.1564,103.4059,105.5126,353525.0
2021-03-22,105.8621,108.3656,103.5335,105.6165,159433.0
2021-03-23,104.6435,105.6165,99.1737,99.1926,239241.0
2021-03-24,100.9592,103.0659,99.7878,99.9673,191774.0
2021-03-25,98.0968,103.4154,97.5866,102.5368,199095.0
2021-03-26,103.4437,107.402,103.2264,106.9958,134962.0
2021-03-27,103.4437,107.402,103.2264,106.9958,134962.0
2021-03-28,103.4437,107.402,103.2264,106.9958,134962.0
2021-03-29,106.9674,107.6334,102.4801,102.5179,198125.0
2021-03-30,101.4599,105.3992,100.4774,104.3506,190918.0
2021-03-31,105.6449,107.487,103.9917,104.7474,139820.0
2021-04-01,106.0794,110.3967,106.0794,109.896,167697.0
2021-04-02,106.0794,110.3967,106.0794,109.896,167697.0
2021-04-03,106.0794,110.3967,106.0794,109.896,167697.0
2021-04-04,106.0794,110.3967,106.0794,109.896,167697.0
2021-04-05,111.5492,112.2671,108.9135,110.5478,222747.0
2021-04-06,111.039,111.9554,109.1119,111.4831,184838.0
2021-04-07,111.2658,111.757,108.9418,109.1875,137146.0
2021-04-08,112.56,112.56,108.1766,110.3116,151154.0
2021-04-09,110.151,115.1768,110.0802,114.5722,229674.0
2021-04-10,110.151,115.1768,110.0802,114.5722,229674.0
2021-04-11,110.151,115.1768,110.0802,114.5722,229674.0
2021-04-12,114.4872,116.7261,112.8386,115.9798,141968.0
2021-04-13,115.3091,116.8961,114.166,116.4332,154151.0
2021-04-14,117.189,120.1175,117.0001,117.4441,172487.0
2021-04-15,119.0217,120.4765,116.2065,119.8719,164220.0
2021-04-16,121.0528,124.8788,120.7222,124.397,225245.0
2021-04-17,121.0528,124.8788,120.7222,124.397,225245.0
2021-04-18,121.0528,124.8788,120.7222,124.397,225245.0
2021-04-19,124.397,125.8613,122.5548,124.7654,279472.0
2021-04-20,125.2283,125.6156,118.8328,121.0622,266913.0
2021-04-21,120.8166,124.0758,120.8166,122.8005,237391.0
2021-04-22,123.2256,124.7843,120.4435,121.4401,237986.0
2021-04-23,122.9327,125.9274,121.0311,123.8774,554328.0
2021-04-24,122.9327,125.9274,121.0311,123.8774,554328.0
2021-04-25,122.9327,125.9274,121.0311,123.8774,554328.0
2021-04-26,124.9733,126.7398,124.2364,125.0961,107812.0
2021-04-27,125.1716,128.1256,124.9544,125.644,114853.0
2021-04-28,126.0974,126.1163,123.4901,124.8127,114083.0
2021-04-29,126.1069,128.8465,125.7479,128.4875,196407.0
2021-04-30,126.9949,128.0246,126.3714,127.2027,216362.0
2021-05-01,126.9949,128.0246,126.3714,127.2027,216362.0
2021-05-02,126.9949,128.0246,126.3714,127.2027,216362.0
2021-05-03,128.8843,130.3297,127.9301,130.0368,243268.0
2021-05-04,129.4511,132.0821,128.2702,131.8695,232989.0
2021-05-05,132.4835,132.8047,129.64,131.1137,299895.0
2021-05-06,132.0301,132.0301,126.9665,130.2919,444302.0
2021-05-07,117.4535,120.9205,115.3091,120.5143,856776.0
2021-05-08,117.4535,120.9205,115.3091,120.5143,856776.0
2021-05-09,117.4535,120.9205,115.3091,120.5143,856776.0
2021-05-10,118.5021,123.5373,116.9906,121.459,467003.0
2021-05-11,117.0851,118.9414,115.0115,115.4885,539721.0
2021-05-12,114.3455,115.9703,109.0741,109.4803,528775.0
2021-05-13,110.1888,114.9028,110.1888,114.3077,313720.0
2021-05-14,115.2146,117.6613,114.5627,116.4994,176966.0
2021-05-15,115.2146,117.6613,114.5627,116.4994,176966.0
2021-05-16,115.2146,117.6613,114.5627,116.4994,176966.0
2021-05-17,115.1862,115.7247,112.0593,114.2132,203293.0
2021-05-18,114.1565,114.3549,109.8062,110.0944,200854.0
2021-05-19,107.213,109.0174,105.0214,108.4884,206880.0
2021-05-20,108.8474,111.757,108.016,110.0282,184432.0
2021-05-21,111.5303,111.9932,107.8365,108.6395,218653.0
2021-05-22,111.5303,111.9932,107.8365,108.6395,218653.0
2021-05-23,111.5303,111.9932,107.8365,108.6395,218653.0
2021-05-24,109.8865,109.8865,108.2994,108.8568,433859.0
2021-05-25,109.8393,111.5019,109.0269,109.9338,472952.0
2021-05-26,110.5573,113.363,110.0991,112.6356,181788.0
2021-05-27,113.0229,113.363,111.2847,111.5775,178476.0
2021-05-28,112.8812,112.8906,110.5762,112.0404,155110.0
