,PARAA US Equity,PARAA US Equity,PARAA US Equity,PARAA US Equity,PARAA US Equity
2020-03-14,19.5715,19.8339,17.3999,18.5038,142571.0
2020-03-15,19.5715,19.8339,17.3999,18.5038,142571.0
2020-03-16,16.9656,16.9927,15.6897,16.3231,194713.0
2020-03-17,16.4679,16.4769,14.5407,15.2826,205194.0
2020-03-18,14.4773,14.7651,11.8714,13.3915,192270.0
2020-03-19,13.4186,15.8888,12.6767,15.7712,241208.0
2020-03-20,15.9702,16.2779,14.423,14.7759,328157.0
2020-03-21,15.9702,16.2779,14.423,14.7759,328157.0
2020-03-22,15.9702,16.2779,14.423,14.7759,328157.0
2020-03-23,14.8483,15.2999,12.8124,13.5362,169684.0
2020-03-24,14.4863,15.6988,13.8167,15.5178,224413.0
2020-03-25,15.7893,17.0922,15.0835,16.1964,232549.0
2020-03-26,16.4227,16.5674,14.7216,15.8436,166848.0
2020-03-27,15.0564,15.0564,13.8711,14.3054,124588.0
2020-03-28,15.0564,15.0564,13.8711,14.3054,124588.0
2020-03-29,15.0564,15.0564,13.8711,14.3054,124588.0
2020-03-30,14.4139,15.7169,13.862,15.545,170111.0
2020-03-31,15.5993,16.8932,15.5993,16.1331,212811.0
2020-04-01,15.5812,15.8526,14.3777,14.6944,117713.0
2020-04-02,14.7035,15.6264,14.5044,15.2554,201126.0
2020-04-03,15.4454,15.5088,14.1244,14.622,73805.0
2020-04-04,15.4454,15.5088,14.1244,14.622,73805.0
2020-04-05,15.4454,15.5088,14.1244,14.622,73805.0
2020-04-06,15.2102,16.2055,15.1468,16.1603,154671.0
2020-04-07,17.2008,18.3771,16.0064,16.1784,228111.0
2020-04-08,16.7393,17.5537,16.1784,17.3365,86286.0
2020-04-09,18.0694,18.5671,17.1284,17.6985,204500.0
2020-04-10,18.0694,18.5671,17.1284,17.6985,204500.0
2020-04-11,18.0694,18.5671,17.1284,17.6985,204500.0
2020-04-12,18.0694,18.5671,17.1284,17.6985,204500.0
2020-04-13,17.8613,17.8613,16.5855,17.1465,144387.0
2020-04-14,17.3999,17.6854,16.3819,16.9746,323812.0
2020-04-15,16.296,16.3457,15.554,15.916,138576.0
2020-04-16,15.8345,15.8345,15.0292,15.2283,121543.0
2020-04-17,15.2554,16.4136,15.2554,16.3955,157070.0
2020-04-18,15.2554,16.4136,15.2554,16.3955,157070.0
2020-04-19,15.2554,16.4136,15.2554,16.3955,157070.0
2020-04-20,15.9431,16.5568,15.4092,15.9883,57843.0
2020-04-21,15.8255,16.0155,15.4273,15.4816,158575.0
2020-04-22,15.9883,16.0517,15.4997,15.6445,88960.0
2020-04-23,15.8164,16.6054,15.4273,15.934,111951.0
2020-04-24,16.0426,16.9746,15.7802,16.8298,117422.0
2020-04-25,16.0426,16.9746,15.7802,16.8298,117422.0
2020-04-26,16.0426,16.9746,15.7802,16.8298,117422.0
2020-04-27,16.9656,18.2866,16.8298,18.0061,129631.0
2020-04-28,18.2776,18.8669,17.7075,18.1599,91857.0
2020-04-29,18.7843,20.1325,18.7843,19.5986,140211.0
2020-04-30,19.0014,19.4086,17.7618,17.7618,136064.0
2020-05-01,17.617,17.6713,16.8027,17.6713,82798.0
2020-05-02,17.617,17.6713,16.8027,17.6713,82798.0
2020-05-03,17.617,17.6713,16.8027,17.6713,82798.0
2020-05-04,17.418,17.5989,16.667,16.9475,76269.0
2020-05-05,17.2913,17.2913,15.9521,16.0698,92270.0
2020-05-06,16.0788,16.2915,15.554,15.6264,75384.0
2020-05-07,17.1918,18.1599,17.1284,17.617,201857.0
2020-05-08,18.2233,19.1281,17.884,18.8657,98503.0
2020-05-09,18.2233,19.1281,17.884,18.8657,98503.0
2020-05-10,18.2233,19.1281,17.884,18.8657,98503.0
2020-05-11,19.2276,19.3453,18.3047,19.0195,99981.0
2020-05-12,19.3543,19.6077,18.8351,19.2548,103293.0
2020-05-13,19.0738,19.0738,17.3049,17.6985,103977.0
2020-05-14,17.427,18.3318,16.9294,18.2957,86372.0
2020-05-15,18.0966,18.54,17.831,18.5038,94647.0
2020-05-16,18.0966,18.54,17.831,18.5038,94647.0
2020-05-17,18.0966,18.54,17.831,18.5038,94647.0
2020-05-18,19.8067,20.7477,19.4991,20.3134,125832.0
2020-05-19,20.2953,21.3721,19.904,20.8654,80525.0
2020-05-20,21.4173,21.8607,21.0101,21.1911,99129.0
2020-05-21,21.173,21.7069,21.1549,21.3268,61175.0
2020-05-22,21.4354,21.5258,20.4224,20.9197,81296.0
2020-05-23,21.4354,21.5258,20.4224,20.9197,81296.0
2020-05-24,21.4354,21.5258,20.4224,20.9197,81296.0
2020-05-25,21.4354,21.5258,20.4224,20.9197,81296.0
2020-05-26,21.7973,23.1817,21.2183,23.0008,168854.0
2020-05-27,23.6975,24.4304,23.1184,23.5256,144496.0
2020-05-28,23.7427,23.7427,22.8108,22.9555,71559.0
2020-05-29,22.666,22.7927,21.8969,22.1955,111437.0
2020-05-30,22.666,22.7927,21.8969,22.1955,111437.0
2020-05-31,22.666,22.7927,21.8969,22.1955,111437.0
2020-06-01,22.3312,23.5165,22.105,23.4894,109255.0
2020-06-02,23.6613,23.6794,22.9103,23.1003,96586.0
2020-06-03,23.5346,24.7652,23.5346,24.4033,113151.0
2020-06-04,24.4394,25.6881,24.0685,25.471,113570.0
2020-06-05,26.8191,27.7751,25.661,25.7514,155902.0
2020-06-06,26.8191,27.7751,25.661,25.7514,155902.0
2020-06-07,26.8191,27.7751,25.661,25.7514,155902.0
2020-06-08,26.412,28.8098,26.3396,28.7374,240569.0
2020-06-09,28.0407,28.0407,26.5115,26.602,120717.0
2020-06-10,26.3577,26.3577,24.3671,24.6476,126655.0
2020-06-11,22.8288,23.8423,22.6388,23.6341,166778.0
2020-06-12,25.4788,25.7528,22.9949,23.6524,128999.0
2020-06-13,25.4788,25.7528,22.9949,23.6524,128999.0
2020-06-14,25.4788,25.7528,22.9949,23.6524,128999.0
2020-06-15,22.9766,25.9446,22.6113,25.424,171343.0
2020-06-16,26.6478,27.1592,24.2095,24.8122,162413.0
2020-06-17,25.0588,25.1683,23.9355,23.972,124661.0
2020-06-18,23.6067,24.8944,23.5611,24.7483,188223.0
2020-06-19,24.9948,25.3601,23.8533,23.8533,252721.0
2020-06-20,24.9948,25.3601,23.8533,23.8533,252721.0
2020-06-21,24.9948,25.3601,23.8533,23.8533,252721.0
2020-06-22,23.7346,24.0634,23.3784,23.7072,142529.0
2020-06-23,23.9903,24.3373,23.7985,23.8442,254973.0
2020-06-24,23.3784,23.9994,22.4105,23.7072,145961.0
2020-06-25,23.3967,23.3967,22.5657,23.0588,96181.0
2020-06-26,22.7666,23.173,22.2004,22.2369,220707.0
2020-06-27,22.7666,23.173,22.2004,22.2369,220707.0
2020-06-28,22.7666,23.173,22.2004,22.2369,220707.0
2020-06-29,22.4378,23.5702,22.0451,23.351,82172.0
2020-06-30,23.2689,23.5702,22.7666,23.3784,118410.0
2020-07-01,23.4698,24.1638,23.2597,23.9172,114730.0
2020-07-02,24.4012,24.4652,23.3693,23.3876,135678.0
2020-07-03,24.4012,24.4652,23.3693,23.3876,135678.0
2020-07-04,24.4012,24.4652,23.3693,23.3876,135678.0
2020-07-05,24.4012,24.4652,23.3693,23.3876,135678.0
2020-07-06,23.9355,24.1637,23.3054,23.6067,83437.0
2020-07-07,23.3693,23.3693,22.7118,23.0405,83563.0
2020-07-08,22.7118,22.9675,22.3374,22.8762,72674.0
2020-07-09,22.9401,22.9766,21.7529,22.2278,87744.0
2020-07-10,22.3648,23.1429,21.9629,23.0497,95395.0
2020-07-11,22.3648,23.1429,21.9629,23.0497,95395.0
2020-07-12,22.3648,23.1429,21.9629,23.0497,95395.0
2020-07-13,23.4424,24.0177,22.7118,23.5611,120539.0
2020-07-14,23.3693,24.2003,23.135,24.1638,168130.0
2020-07-15,24.2003,25.1866,24.2003,24.9309,79667.0
2020-07-16,24.8305,25.5409,24.4286,25.2871,69318.0
2020-07-17,25.2688,25.3784,24.593,24.9674,62323.0
2020-07-18,25.2688,25.3784,24.593,24.9674,62323.0
2020-07-19,25.2688,25.3784,24.593,24.9674,62323.0
2020-07-20,24.9766,24.9948,24.0816,24.4195,97073.0
2020-07-21,24.5382,24.9492,24.2506,24.3556,59039.0
2020-07-22,24.3099,24.6569,24.0465,24.5474,45037.0
2020-07-23,24.5108,24.8213,24.3191,24.6022,57906.0
2020-07-24,24.3921,24.9126,24.036,24.4286,63049.0
2020-07-25,24.3921,24.9126,24.036,24.4286,63049.0
2020-07-26,24.3921,24.9126,24.036,24.4286,63049.0
2020-07-27,23.9172,24.2551,23.8259,24.2003,76331.0
2020-07-28,23.9812,24.2643,23.7529,23.9355,54293.0
2020-07-29,24.0725,24.7437,23.7163,24.6843,32545.0
2020-07-30,24.2643,25.2231,23.851,25.0405,52474.0
2020-07-31,25.1136,25.4788,24.6204,25.3327,56741.0
2020-08-01,25.1136,25.4788,24.6204,25.3327,56741.0
2020-08-02,25.1136,25.4788,24.6204,25.3327,56741.0
2020-08-03,25.3419,25.5062,24.7026,25.4788,82050.0
2020-08-04,25.3145,26.3007,25.3145,26.1638,72822.0
2020-08-05,26.4834,26.4834,25.3327,25.3419,75730.0
2020-08-06,25.6524,26.8213,25.3875,26.1912,137454.0
2020-08-07,25.972,26.109,25.0405,25.5793,81546.0
2020-08-08,25.972,26.109,25.0405,25.5793,81546.0
2020-08-09,25.972,26.109,25.0405,25.5793,81546.0
2020-08-10,25.7437,26.1546,25.424,25.8898,118437.0
2020-08-11,26.2094,27.3875,26.0633,26.2642,105120.0
2020-08-12,26.7026,26.9811,25.9446,26.3099,93939.0
2020-08-13,26.1546,27.0587,25.8167,26.73,80754.0
2020-08-14,26.73,28.182,26.6021,27.7254,133893.0
2020-08-15,26.73,28.182,26.6021,27.7254,133893.0
2020-08-16,26.73,28.182,26.6021,27.7254,133893.0
2020-08-17,27.7436,27.7436,27.0496,27.6614,58748.0
2020-08-18,27.6706,28.7847,26.9491,27.5062,153987.0
2020-08-19,27.4423,27.9445,27.4149,27.835,55440.0
2020-08-20,27.6614,27.6614,27.0984,27.214,53023.0
2020-08-21,27.3966,27.5519,26.9583,27.1683,66968.0
2020-08-22,27.3966,27.5519,26.9583,27.1683,66968.0
2020-08-23,27.3966,27.5519,26.9583,27.1683,66968.0
2020-08-24,27.214,28.0815,27.1866,27.9993,54686.0
2020-08-25,28.0359,28.2423,27.4971,27.9902,35597.0
2020-08-26,27.9263,28.1272,27.6249,28.1089,33957.0
2020-08-27,28.2733,28.9308,28.0541,28.5929,48958.0
2020-08-28,28.7208,28.7208,28.3372,28.5199,27301.0
2020-08-29,28.7208,28.7208,28.3372,28.5199,27301.0
2020-08-30,28.7208,28.7208,28.3372,28.5199,27301.0
2020-08-31,28.5473,28.5473,27.8897,27.8897,70013.0
2020-09-01,27.5884,28.0724,27.4971,27.9537,40630.0
2020-09-02,28.1089,28.4742,27.7345,28.3738,54109.0
2020-09-03,28.3098,29.0677,27.8258,28.1363,92532.0
2020-09-04,28.3098,28.6802,27.8806,28.4742,57670.0
2020-09-05,28.3098,28.6802,27.8806,28.4742,57670.0
2020-09-06,28.3098,28.6802,27.8806,28.4742,57670.0
2020-09-07,28.3098,28.6802,27.8806,28.4742,57670.0
2020-09-08,28.0633,28.8354,28.0541,28.4103,46602.0
2020-09-09,28.5199,28.7756,28.0907,28.5016,26323.0
2020-09-10,28.5655,29.3966,28.5655,29.287,75352.0
2020-09-11,29.3052,29.7344,28.8669,29.0221,43964.0
2020-09-12,29.3052,29.7344,28.8669,29.0221,43964.0
2020-09-13,29.3052,29.7344,28.8669,29.0221,43964.0
2020-09-14,29.1694,30.1447,29.1694,29.9423,46422.0
2020-09-15,29.8687,30.8165,29.8687,30.2184,52972.0
2020-09-16,30.5956,31.2029,30.0067,30.6508,67618.0
2020-09-17,30.2828,30.6232,29.7859,30.2736,54313.0
2020-09-18,30.292,30.5312,29.8374,30.3748,95730.0
2020-09-19,30.292,30.5312,29.8374,30.3748,95730.0
2020-09-20,30.292,30.5312,29.8374,30.3748,95730.0
2020-09-21,29.6663,29.7031,28.8473,29.2246,71919.0
2020-09-22,29.4454,29.8779,29.0405,29.4178,42697.0
2020-09-23,29.4178,29.8135,28.378,28.4976,86252.0
2020-09-24,28.4516,29.1004,27.9271,28.424,80055.0
2020-09-25,28.4056,29.2865,28.2308,29.243,63305.0
2020-09-26,28.4056,29.2865,28.2308,29.243,63305.0
2020-09-27,28.4056,29.2865,28.2308,29.243,63305.0
2020-09-28,29.427,29.6847,29.0958,29.3626,57539.0
2020-09-29,29.289,29.3626,28.4148,28.4332,74539.0
2020-09-30,28.9715,28.9715,27.6143,27.8719,56227.0
2020-10-01,27.9179,27.9179,26.9288,27.5407,71735.0
2020-10-02,27.0346,28.0284,26.9426,27.5867,39898.0
2020-10-03,27.0346,28.0284,26.9426,27.5867,39898.0
2020-10-04,27.0346,28.0284,26.9426,27.5867,39898.0
2020-10-05,28.056,28.3688,27.7339,28.0284,27436.0
2020-10-06,28.1204,29.0817,27.9915,28.102,44104.0
2020-10-07,28.3504,28.5621,28.1664,28.4516,21890.0
2020-10-08,28.4516,29.0405,28.3412,29.0405,30141.0
2020-10-09,29.4362,29.469,28.4056,28.4056,24398.0
2020-10-10,29.4362,29.469,28.4056,28.4056,24398.0
2020-10-11,29.4362,29.469,28.4056,28.4056,24398.0
2020-10-12,27.6235,28.3504,27.6235,27.9823,49415.0
2020-10-13,27.6051,27.8995,26.9058,27.1358,52404.0
2020-10-14,27.145,27.3842,26.9344,26.961,37318.0
2020-10-15,26.9794,27.5407,26.9702,27.4763,31399.0
2020-10-16,27.4947,27.6603,27.0944,27.6419,32526.0
2020-10-17,27.4947,27.6603,27.0944,27.6419,32526.0
2020-10-18,27.4947,27.6603,27.0944,27.6419,32526.0
2020-10-19,27.8259,27.86,26.6251,26.8689,67131.0
2020-10-20,27.0438,27.3152,26.7309,27.0346,38264.0
2020-10-21,27.0346,27.8903,26.7769,27.7431,40882.0
2020-10-22,27.9639,28.7829,27.8259,28.3044,49533.0
2020-10-23,28.5621,28.5621,27.9271,28.3688,22668.0
2020-10-24,28.5621,28.5621,27.9271,28.3688,22668.0
2020-10-25,28.5621,28.5621,27.9271,28.3688,22668.0
2020-10-26,28.1112,28.4332,27.5775,27.8811,34937.0
2020-10-27,27.7431,27.7431,27.2462,27.2462,26542.0
2020-10-28,26.8045,27.2908,26.5193,26.6205,78175.0
2020-10-29,26.4549,27.145,26.4549,27.0438,66229.0
2020-10-30,26.6849,27.4763,26.6849,27.4763,48429.0
2020-10-31,26.6849,27.4763,26.6849,27.4763,48429.0
2020-11-01,26.6849,27.4763,26.6849,27.4763,48429.0
2020-11-02,27.5683,28.3412,27.1358,28.3044,36290.0
2020-11-03,28.8105,29.151,28.5713,28.7921,31798.0
2020-11-04,28.5252,28.7277,28.1848,28.4976,27696.0
2020-11-05,28.6357,29.8319,28.6357,29.8319,33935.0
2020-11-06,30.0711,30.0711,27.8167,27.9547,52564.0
2020-11-07,30.0711,30.0711,27.8167,27.9547,52564.0
2020-11-08,30.0711,30.0711,27.8167,27.9547,52564.0
2020-11-09,29.7675,29.8779,27.7827,28.0652,71501.0
2020-11-10,28.3688,29.2062,27.9455,29.1694,48053.0
2020-11-11,28.516,29.1827,28.516,29.0866,18026.0
2020-11-12,28.8933,28.8933,27.9455,28.0652,35494.0
2020-11-13,28.1756,29.2798,28.1756,29.1602,37346.0
2020-11-14,28.1756,29.2798,28.1756,29.1602,37346.0
2020-11-15,28.1756,29.2798,28.1756,29.1602,37346.0
2020-11-16,29.4362,30.9568,29.4362,30.4208,72519.0
2020-11-17,30.1631,31.3318,29.5558,31.1293,57673.0
2020-11-18,31.5066,31.7734,30.9775,31.2489,22163.0
2020-11-19,30.9453,32.0679,30.9453,32.0127,41064.0
2020-11-20,31.9483,32.574,31.7458,32.5648,48977.0
2020-11-21,31.9483,32.574,31.7458,32.5648,48977.0
2020-11-22,31.9483,32.574,31.7458,32.5648,48977.0
2020-11-23,32.6844,33.7886,32.6844,33.1261,48976.0
2020-11-24,33.1261,33.2135,32.574,32.8224,56367.0
2020-11-25,33.2825,33.2825,31.9851,33.0617,47949.0
2020-11-26,33.2825,33.2825,31.9851,33.0617,47949.0
2020-11-27,32.804,33.5126,32.804,33.4574,24494.0
2020-11-28,32.804,33.5126,32.804,33.4574,24494.0
2020-11-29,32.804,33.5126,32.804,33.4574,24494.0
2020-11-30,33.2549,33.761,32.8776,33.5678,49958.0
2020-12-01,33.9634,35.2057,33.8895,34.4143,96762.0
2020-12-02,34.3683,34.6167,33.5862,34.3223,36041.0
2020-12-03,34.4971,34.9756,34.2395,34.4879,48886.0
2020-12-04,34.6812,34.948,34.3407,34.8284,29212.0
2020-12-05,34.6812,34.948,34.3407,34.8284,29212.0
2020-12-06,34.6812,34.948,34.3407,34.8284,29212.0
2020-12-07,34.8744,34.8744,34.1153,34.5984,47184.0
2020-12-08,34.5063,35.2931,34.3408,34.5984,32320.0
2020-12-09,34.8284,34.8284,34.0472,34.2303,35993.0
2020-12-10,34.2671,34.4649,33.761,33.899,29514.0
2020-12-11,33.6506,33.7886,33.0341,33.6874,27705.0
2020-12-12,33.6506,33.7886,33.0341,33.6874,27705.0
2020-12-13,33.6506,33.7886,33.0341,33.6874,27705.0
2020-12-14,33.9004,33.9653,32.6695,32.7519,90300.0
2020-12-15,33.0854,33.6504,32.8075,33.1872,26307.0
2020-12-16,33.9236,34.5396,33.039,33.9097,47362.0
2020-12-17,33.7986,34.3914,33.5948,34.3914,87495.0
2020-12-18,34.1598,34.1598,33.2938,33.6874,84909.0
2020-12-19,34.1598,34.1598,33.2938,33.6874,84909.0
2020-12-20,34.1598,34.1598,33.2938,33.6874,84909.0
2020-12-21,33.0298,33.2906,32.6083,33.1039,38907.0
2020-12-22,34.0301,34.0301,32.5272,33.2984,51427.0
2020-12-23,33.1131,34.6044,33.0159,34.345,60624.0
2020-12-24,34.1876,34.3728,33.7291,34.2987,17608.0
2020-12-25,34.1876,34.3728,33.7291,34.2987,17608.0
2020-12-26,34.1876,34.3728,33.7291,34.2987,17608.0
2020-12-27,34.1876,34.3728,33.7291,34.2987,17608.0
2020-12-28,34.2987,35.0545,34.2987,34.8823,46872.0
2020-12-29,34.8545,34.9297,34.4191,34.7063,41727.0
2020-12-30,34.4284,35.3083,34.4284,34.836,56518.0
2020-12-31,34.8267,35.2713,34.4099,35.0305,48288.0
2021-01-01,34.8267,35.2713,34.4099,35.0305,48288.0
2021-01-02,34.8267,35.2713,34.4099,35.0305,48288.0
2021-01-03,34.8267,35.2713,34.4099,35.0305,48288.0
2021-01-04,35.3546,35.5306,34.308,34.5766,36987.0
2021-01-05,34.4562,34.8174,34.0048,34.6322,51753.0
2021-01-06,35.5121,38.1982,35.3917,37.4572,109167.0
2021-01-07,37.9111,37.9759,37.0147,37.6517,46415.0
2021-01-08,37.7814,37.8277,37.1516,37.661,28276.0
2021-01-09,37.7814,37.8277,37.1516,37.661,28276.0
2021-01-10,37.7814,37.8277,37.1516,37.661,28276.0
2021-01-11,37.2905,38.7817,37.2905,38.4853,46841.0
2021-01-12,38.3835,39.947,38.2908,39.0596,55333.0
2021-01-13,39.2171,40.5694,39.1245,40.31,38540.0
2021-01-14,40.31,43.5889,40.097,42.8109,134381.0
2021-01-15,42.6164,43.0425,41.9032,42.4682,74273.0
2021-01-16,42.6164,43.0425,41.9032,42.4682,74273.0
2021-01-17,42.6164,43.0425,41.9032,42.4682,74273.0
2021-01-18,42.6164,43.0425,41.9032,42.4682,74273.0
2021-01-19,41.6809,42.0236,40.4953,40.7268,101788.0
2021-01-20,40.7454,41.2178,40.3193,40.6527,57644.0
2021-01-21,41.0881,42.6071,41.0881,42.0421,43464.0
2021-01-22,41.7828,42.7924,40.9167,42.6071,47653.0
2021-01-23,41.7828,42.7924,40.9167,42.6071,47653.0
2021-01-24,41.7828,42.7924,40.9167,42.6071,47653.0
2021-01-25,42.7368,47.5625,42.7368,44.3021,295988.0
2021-01-26,44.3207,48.2201,44.3207,47.9608,188762.0
2021-01-27,48.285,54.3519,48.1831,51.9066,499883.0
2021-01-28,50.8599,51.8788,44.6078,46.6826,246795.0
2021-01-29,47.3217,49.1834,44.779,45.0709,124258.0
2021-01-30,47.3217,49.1834,44.779,45.0709,124258.0
2021-01-31,47.3217,49.1834,44.779,45.0709,124258.0
2021-02-01,45.2747,48.674,45.108,48.5165,177747.0
2021-02-02,47.3495,48.2665,46.1732,46.59,92860.0
2021-02-03,46.2565,48.5165,45.6452,48.285,57171.0
2021-02-04,46.7937,48.2665,45.9416,48.2572,129236.0
2021-02-05,48.0997,50.8044,47.2116,50.0726,76331.0
2021-02-06,48.0997,50.8044,47.2116,50.0726,76331.0
2021-02-07,48.0997,50.8044,47.2116,50.0726,76331.0
2021-02-08,49.2668,51.2026,48.9982,50.545,74090.0
2021-02-09,50.3412,51.3601,48.8037,50.9711,72527.0
2021-02-10,50.9433,52.9625,50.5821,52.4345,75431.0
2021-02-11,52.3049,53.4997,52.1937,53.0181,75065.0
2021-02-12,52.805,54.5001,52.805,53.9628,69054.0
2021-02-13,52.805,54.5001,52.805,53.9628,69054.0
2021-02-14,52.805,54.5001,52.805,53.9628,69054.0
2021-02-15,52.805,54.5001,52.805,53.9628,69054.0
2021-02-16,53.8146,55.1299,53.1755,54.8983,108780.0
2021-02-17,54.2592,56.7323,54.2592,56.5193,90841.0
2021-02-18,57.0658,58.3023,56.9268,57.603,90749.0
2021-02-19,57.8438,58.909,57.705,58.0476,244545.0
2021-02-20,57.8438,58.909,57.705,58.0476,244545.0
2021-02-21,57.8438,58.909,57.705,58.0476,244545.0
2021-02-22,59.4555,62.1508,58.6682,61.132,171783.0
2021-02-23,61.5951,61.9193,58.6218,59.6592,155265.0
2021-02-24,59.1683,61.2061,59.1683,60.6966,141904.0
2021-02-25,62.0304,62.7714,57.4085,57.8531,235144.0
2021-02-26,58.0013,60.0344,56.6582,59.5203,228062.0
2021-02-27,58.0013,60.0344,56.6582,59.5203,228062.0
2021-02-28,58.0013,60.0344,56.6582,59.5203,228062.0
2021-03-01,60.2613,62.7807,59.7333,62.1416,97962.0
2021-03-02,62.1045,64.0033,61.9748,63.5772,111432.0
2021-03-03,63.9477,67.0877,63.9477,65.5316,195875.0
2021-03-04,65.7632,66.9488,64.8091,66.5319,244083.0
2021-03-05,66.2078,69.181,64.7813,68.7549,209807.0
2021-03-06,66.2078,69.181,64.7813,68.7549,209807.0
2021-03-07,66.2078,69.181,64.7813,68.7549,209807.0
2021-03-08,69.005,78.5638,68.7364,77.5079,284099.0
2021-03-09,77.5727,77.9803,71.4225,73.7381,373711.0
2021-03-10,74.0993,77.2393,73.2009,76.6928,150716.0
2021-03-11,76.8781,80.8146,76.7947,79.9069,184738.0
2021-03-12,79.6747,88.4242,79.6747,88.0155,370533.0
2021-03-13,79.6747,88.4242,79.6747,88.0155,370533.0
2021-03-14,79.6747,88.4242,79.6747,88.0155,370533.0
2021-03-15,87.8855,94.371,87.1889,89.5202,403179.0
2021-03-16,90.0589,91.9537,87.7276,89.288,197033.0
2021-03-17,87.2632,88.4242,80.1205,85.4613,377276.0
2021-03-18,84.3374,91.0156,83.5572,89.7524,417138.0
2021-03-19,88.74,91.5544,88.74,90.3376,204441.0
2021-03-20,88.74,91.5544,88.74,90.3376,204441.0
2021-03-21,88.74,91.5544,88.74,90.3376,204441.0
2021-03-22,91.6379,93.1426,89.6781,93.1148,171151.0
2021-03-23,86.3158,89.2416,84.003,84.6903,279774.0
2021-03-24,78.365,79.0059,65.2314,65.3429,359419.0
2021-03-25,62.1756,65.1757,60.1786,61.8134,280931.0
2021-03-26,61.5254,61.5254,37.8775,45.9862,1314866.0
2021-03-27,61.5254,61.5254,37.8775,45.9862,1314866.0
2021-03-28,61.5254,61.5254,37.8775,45.9862,1314866.0
2021-03-29,46.4506,47.398,42.0201,43.692,1948457.0
2021-03-30,46.4227,47.3794,44.3514,45.819,1516907.0
2021-03-31,46.562,46.6735,43.0418,43.8127,834727.0
2021-04-01,44.5836,45.8004,43.8136,44.1006,550871.0
2021-04-02,44.5836,45.8004,43.8136,44.1006,550871.0
2021-04-03,44.5836,45.8004,43.8136,44.1006,550871.0
2021-04-04,44.5836,45.8004,43.8136,44.1006,550871.0
2021-04-05,44.6394,44.6394,42.3545,43.4319,450547.0
2021-04-06,43.4319,44.997,42.9861,43.5898,565907.0
2021-04-07,44.6858,45.5125,43.7756,44.1842,406156.0
2021-04-08,44.3236,44.6301,42.8761,43.1904,250237.0
2021-04-09,43.3669,44.1192,42.726,43.5248,317632.0
2021-04-10,43.3669,44.1192,42.726,43.5248,317632.0
2021-04-11,43.3669,44.1192,42.726,43.5248,317632.0
2021-04-12,44.0171,44.0542,41.4396,41.76,313058.0
2021-04-13,41.8157,42.8282,41.6114,42.243,212318.0
2021-04-14,42.1315,43.2243,41.4256,41.5464,212011.0
2021-04-15,41.7321,42.1027,39.633,40.0231,354961.0
2021-04-16,39.5494,41.5278,39.5494,41.1656,199014.0
2021-04-17,39.5494,41.5278,39.5494,41.1656,199014.0
2021-04-18,39.5494,41.5278,39.5494,41.1656,199014.0
2021-04-19,41.3142,41.8733,39.8188,40.1253,143525.0
2021-04-20,39.9024,40.7726,38.7227,39.3172,162667.0
2021-04-21,39.4379,41.9829,39.1036,41.9365,175164.0
2021-04-22,43.1904,43.6595,41.7786,42.1687,235557.0
2021-04-23,42.7538,43.4226,42.308,43.2275,166071.0
2021-04-24,42.7538,43.4226,42.308,43.2275,166071.0
2021-04-25,42.7538,43.4226,42.308,43.2275,166071.0
2021-04-26,43.4598,43.757,42.4009,42.9675,151226.0
2021-04-27,43.1532,44.2678,43.1532,43.8034,188844.0
2021-04-28,43.7941,43.952,42.7817,42.9768,123094.0
2021-04-29,43.4226,43.8313,42.4009,43.0139,155802.0
2021-04-30,42.8653,43.3938,41.8761,41.9829,108843.0
2021-05-01,42.8653,43.3938,41.8761,41.9829,108843.0
2021-05-02,42.8653,43.3938,41.8761,41.9829,108843.0
2021-05-03,42.661,42.661,40.7213,40.859,98727.0
2021-05-04,40.8776,40.8776,39.7631,40.6547,111502.0
2021-05-05,40.8683,40.9798,39.763,40.1346,100537.0
2021-05-06,41.0077,41.7043,39.6594,40.4039,160331.0
2021-05-07,40.4318,41.6904,40.4039,41.1656,108249.0
2021-05-08,40.4318,41.6904,40.4039,41.1656,108249.0
2021-05-09,40.4318,41.6904,40.4039,41.1656,108249.0
2021-05-10,41.1656,41.7507,40.6928,40.8869,85244.0
2021-05-11,39.9859,41.2306,39.476,41.1005,73275.0
2021-05-12,40.6919,42.0056,40.1438,40.2925,91748.0
2021-05-13,40.7104,41.9597,39.7259,39.9674,71245.0
2021-05-14,40.4039,40.9798,40.0788,40.8962,110428.0
2021-05-15,40.4039,40.9798,40.0788,40.8962,110428.0
2021-05-16,40.4039,40.9798,40.0788,40.8962,110428.0
2021-05-17,42.0387,42.4566,40.2274,40.4039,138695.0
2021-05-18,40.7847,42.5309,40.7764,41.9272,126841.0
2021-05-19,40.8061,41.4721,40.6268,40.9148,108154.0
2021-05-20,42.1408,42.8189,41.565,42.5495,142431.0
2021-05-21,42.8096,43.2646,42.3637,42.6981,94394.0
2021-05-22,42.8096,43.2646,42.3637,42.6981,94394.0
2021-05-23,42.8096,43.2646,42.3637,42.6981,94394.0
2021-05-24,42.7446,42.8003,41.695,42.2523,104062.0
2021-05-25,42.6424,42.791,41.5185,41.8064,138334.0
2021-05-26,41.9736,43.6362,41.7554,43.6177,159082.0
2021-05-27,43.6455,44.2527,43.3437,44.0263,91491.0
2021-05-28,43.952,44.1285,43.0882,43.2275,54227.0
