,USB US Equity,USB US Equity,USB US Equity,USB US Equity,USB US Equity
2021-03-02,44.6276,44.8151,44.1089,44.1569,7360858.0
2021-03-03,44.3835,45.4907,44.2092,44.6015,7443060.0
2021-03-04,44.5492,44.924,43.6251,44.4794,10901427.0
2021-03-05,45.1071,45.931,43.9389,45.7435,10621011.0
2021-03-06,45.1071,45.931,43.9389,45.7435,10621011.0
2021-03-07,45.1071,45.931,43.9389,45.7435,10621011.0
2021-03-08,46.2056,47.4174,45.7958,47.121,9847595.0
2021-03-09,46.0923,46.9379,45.7392,46.1184,8899106.0
2021-03-10,46.2753,47.2256,46.0923,46.8856,8455095.0
2021-03-11,46.502,47.121,46.1184,46.5107,6141401.0
2021-03-12,47.243,47.7051,47.073,47.6354,5415501.0
2021-03-13,47.243,47.7051,47.073,47.6354,5415501.0
2021-03-14,47.243,47.7051,47.073,47.6354,5415501.0
2021-03-15,47.6354,47.7313,46.4759,47.06,6228113.0
2021-03-16,46.7112,46.9466,46.0312,46.9379,9928264.0
2021-03-17,47.3477,47.6789,46.8246,47.5046,7768991.0
2021-03-18,47.9492,49.7102,47.8882,49.0564,11183163.0
2021-03-19,48.6466,48.7774,47.8184,48.1323,28076670.0
2021-03-20,48.6466,48.7774,47.8184,48.1323,28076670.0
2021-03-21,48.6466,48.7774,47.8184,48.1323,28076670.0
2021-03-22,47.9492,47.9492,46.9336,47.2866,6976734.0
2021-03-23,46.7984,47.5525,46.3276,46.7112,10640124.0
2021-03-24,46.9641,47.6136,46.6153,46.6153,6880723.0
2021-03-25,46.6241,47.8882,46.4932,47.8533,8728226.0
2021-03-26,48.4113,49.0825,48.2195,49.0041,9628352.0
2021-03-27,48.4113,49.0825,48.2195,49.0041,9628352.0
2021-03-28,48.4113,49.0825,48.2195,49.0041,9628352.0
2021-03-29,48.4374,48.9082,47.7661,48.4723,11780206.0
2021-03-30,48.8939,49.3332,48.5513,49.0784,6623975.0
2021-03-31,48.8149,49.2365,48.5689,48.5865,6752673.0
2021-04-01,48.4284,49.0521,48.2439,49.0433,6219486.0
2021-04-02,48.4284,49.0521,48.2439,49.0433,6219486.0
2021-04-03,48.4284,49.0521,48.2439,49.0433,6219486.0
2021-04-04,48.4284,49.0521,48.2439,49.0433,6219486.0
2021-04-05,49.5791,49.847,49.3156,49.5176,4769160.0
2021-04-06,49.2717,49.5484,48.9466,49.3946,4513323.0
2021-04-07,49.6318,49.9568,49.4122,49.9041,5068891.0
2021-04-08,49.7372,50.1194,49.1311,49.8778,6361428.0
2021-04-09,50.3609,50.4663,49.8558,50.3258,5990377.0
2021-04-10,50.3609,50.4663,49.8558,50.3258,5990377.0
2021-04-11,50.3609,50.4663,49.8558,50.3258,5990377.0
2021-04-12,50.5981,50.7738,50.3434,50.6684,5185604.0
2021-04-13,50.2643,50.3346,49.7021,49.746,6099314.0
2021-04-14,49.6494,50.8002,49.4034,50.5805,6508856.0
2021-04-15,49.9305,50.238,47.9013,49.4825,13346377.0
2021-04-16,49.992,51.3492,49.6757,50.8265,7934314.0
2021-04-17,49.992,51.3492,49.6757,50.8265,7934314.0
2021-04-18,49.992,51.3492,49.6757,50.8265,7934314.0
2021-04-19,50.7826,51.1252,50.5366,50.7035,6586643.0
2021-04-20,50.115,50.3082,49.3288,49.3859,10680124.0
2021-04-21,49.1048,50.1501,48.6919,50.0623,6051483.0
2021-04-22,49.7197,49.9788,49.3332,49.3332,6050393.0
2021-04-23,49.3771,50.6508,49.2629,50.2731,6229597.0
2021-04-24,49.3771,50.6508,49.2629,50.2731,6229597.0
2021-04-25,49.3771,50.6508,49.2629,50.2731,6229597.0
2021-04-26,50.5542,51.1867,50.4049,50.765,5588653.0
2021-04-27,51.1164,51.2921,50.8002,51.2306,5627514.0
2021-04-28,51.3887,51.9948,51.3624,51.8016,5282011.0
2021-04-29,52.1705,52.8206,52.0739,52.7327,6111924.0
2021-04-30,52.3199,52.5922,51.8982,52.1354,6581829.0
2021-05-01,52.3199,52.5922,51.8982,52.1354,6581829.0
2021-05-02,52.3199,52.5922,51.8982,52.1354,6581829.0
2021-05-03,52.3813,52.7371,52.03,52.0827,4870429.0
2021-05-04,51.8279,53.2817,51.6698,53.2334,7908050.0
2021-05-05,53.2159,53.5672,52.6449,53.049,6789209.0
2021-05-06,53.3652,54.0065,53.0138,53.9713,5512934.0
2021-05-07,52.9962,53.9406,52.8645,53.9098,6158783.0
2021-05-08,52.9962,53.9406,52.8645,53.9098,6158783.0
2021-05-09,52.9962,53.9406,52.8645,53.9098,6158783.0
2021-05-10,54.2876,54.7004,53.6726,53.7341,7013490.0
2021-05-11,53.4003,54.0855,52.7459,52.8381,6943574.0
2021-05-12,53.6287,53.8396,52.2276,52.3199,9206806.0
2021-05-13,52.1442,54.1119,52.1002,53.6726,5329749.0
2021-05-14,53.8923,54.5423,53.8132,54.3842,4087727.0
2021-05-15,53.8923,54.5423,53.8132,54.3842,4087727.0
2021-05-16,53.8923,54.5423,53.8132,54.3842,4087727.0
2021-05-17,54.0767,54.8322,53.9889,54.6477,4151284.0
2021-05-18,54.6214,54.8761,53.4179,53.453,5832153.0
2021-05-19,52.8821,52.9743,51.9421,52.7679,8055165.0
2021-05-20,52.6888,52.8644,51.9246,52.3813,6338801.0
2021-05-21,52.5307,53.4267,52.3945,53.0314,5347841.0
2021-05-22,52.5307,53.4267,52.3945,53.0314,5347841.0
2021-05-23,52.5307,53.4267,52.3945,53.0314,5347841.0
2021-05-24,53.2159,53.3081,52.8293,53.0753,3504610.0
2021-05-25,53.1719,53.6683,52.3155,52.3989,5028534.0
2021-05-26,52.4868,52.5702,51.7401,52.4692,7436145.0
2021-05-27,53.1544,53.8044,52.9435,53.3564,12452989.0
2021-05-28,53.3828,53.5497,52.9172,53.3915,6126975.0
2021-05-29,53.3828,53.5497,52.9172,53.3915,6126975.0
2021-05-30,53.3828,53.5497,52.9172,53.3915,6126975.0
2021-05-31,53.3828,53.5497,52.9172,53.3915,6126975.0
2021-06-01,54.0328,54.2524,53.352,53.576,4967013.0
2021-06-02,53.576,53.8571,53.1104,53.2949,5573448.0
2021-06-03,53.1368,53.8264,52.9699,53.2686,4631461.0
2021-06-04,53.3125,53.3915,52.8118,53.3828,4581599.0
2021-06-05,53.3125,53.3915,52.8118,53.3828,4581599.0
2021-06-06,53.3125,53.3915,52.8118,53.3828,4581599.0
2021-06-07,53.5233,53.5409,53.0841,53.1807,4520809.0
2021-06-08,52.8908,53.2159,52.2584,52.9611,5617496.0
2021-06-09,52.5219,52.5834,52.0036,52.0475,6549801.0
2021-06-10,52.8118,52.9084,51.4765,51.4853,4873996.0
2021-06-11,51.6347,52.0256,51.459,51.9509,5659339.0
2021-06-12,51.6347,52.0256,51.459,51.9509,5659339.0
2021-06-13,51.6347,52.0256,51.459,51.9509,5659339.0
2021-06-14,51.7928,51.9333,50.7431,51.09,5035386.0
2021-06-15,51.0637,51.6435,50.8924,51.3975,5807947.0
2021-06-16,51.0285,51.7489,50.3697,51.336,8635304.0
2021-06-17,51.7313,51.7928,48.7753,48.9466,8333067.0
2021-06-18,48.1121,48.5162,47.4884,48.0858,19017377.0
2021-06-19,48.1121,48.5162,47.4884,48.0858,19017377.0
2021-06-20,48.1121,48.5162,47.4884,48.0858,19017377.0
2021-06-21,48.3669,49.298,48.3669,49.175,5680752.0
2021-06-22,49.4034,49.4122,48.6216,49.1399,4183308.0
2021-06-23,49.2102,49.6494,48.9906,49.3156,5656228.0
2021-06-24,49.4474,50.194,49.199,49.9656,5762088.0
2021-06-25,50.3609,50.9231,49.9085,50.8177,4931080.0
2021-06-26,50.3609,50.9231,49.9085,50.8177,4931080.0
2021-06-27,50.3609,50.9231,49.9085,50.8177,4931080.0
2021-06-28,50.6508,50.7474,50.0359,50.5454,5143351.0
2021-06-29,50.5985,51.1383,49.9525,50.1383,6974234.0
2021-06-30,50.1118,50.6295,49.9791,50.4127,4664149.0
2021-07-01,50.7489,50.9657,50.4348,50.9524,3660627.0
2021-07-02,50.979,51.094,50.5985,50.9436,3520860.0
2021-07-03,50.979,51.094,50.5985,50.9436,3520860.0
2021-07-04,50.979,51.094,50.5985,50.9436,3520860.0
2021-07-05,50.979,51.094,50.5985,50.9436,3520860.0
2021-07-06,50.5277,50.7312,49.2225,49.5632,5008737.0
2021-07-07,49.2623,49.9791,49.0765,49.5455,5125926.0
2021-07-08,48.7756,49.2357,48.3774,48.7048,5977663.0
2021-07-09,49.6251,50.4746,49.4216,50.4127,4437313.0
2021-07-10,49.6251,50.4746,49.4216,50.4127,4437313.0
2021-07-11,49.6251,50.4746,49.4216,50.4127,4437313.0
2021-07-12,49.9614,51.1029,49.5543,50.9524,5403136.0
2021-07-13,50.7932,50.9613,50.0321,50.3684,4387590.0
2021-07-14,50.4392,50.8153,49.7578,50.4304,6398054.0
2021-07-15,50.1118,52.855,49.8817,52.0497,10314836.0
2021-07-16,52.1648,52.2267,50.4834,50.5896,5779518.0
2021-07-17,52.1648,52.2267,50.4834,50.5896,5779518.0
2021-07-18,52.1648,52.2267,50.4834,50.5896,5779518.0
2021-07-19,49.4304,49.8463,47.9615,48.2358,8561041.0
2021-07-20,48.3154,50.2534,48.0588,49.6339,6271130.0
2021-07-21,50.0587,50.8905,49.9879,50.6162,5544804.0
2021-07-22,50.6073,50.6516,49.2357,49.3862,4042968.0
2021-07-23,49.8198,50.1826,49.1539,49.3065,3570865.0
2021-07-24,49.8198,50.1826,49.1539,49.3065,3570865.0
2021-07-25,49.8198,50.1826,49.1539,49.3065,3570865.0
2021-07-26,49.28,49.9171,49.1296,49.7136,3721656.0
2021-07-27,49.1119,49.8729,48.7579,49.687,4332411.0
2021-07-28,49.9968,50.0985,49.0853,49.5897,4063829.0
2021-07-29,50.0498,50.2534,49.395,49.9437,7565988.0
2021-07-30,49.6339,50.0498,48.78,49.1473,6478369.0
2021-07-31,49.6339,50.0498,48.78,49.1473,6478369.0
2021-08-01,49.6339,50.0498,48.78,49.1473,6478369.0
2021-08-02,49.4393,50.2799,48.7667,48.7844,4741273.0
2021-08-03,49.1384,49.572,48.0939,49.457,5102652.0
2021-08-04,48.9703,49.3242,48.5632,48.7225,4101442.0
2021-08-05,49.1473,49.5189,48.988,49.3862,3774521.0
2021-08-06,50.0498,50.8772,49.8817,50.4392,4756158.0
2021-08-07,50.0498,50.8772,49.8817,50.4392,4756158.0
2021-08-08,50.0498,50.8772,49.8817,50.4392,4756158.0
2021-08-09,50.3507,50.9215,49.9171,50.4746,3672342.0
2021-08-10,50.3419,51.2179,50.2976,51.0321,3759875.0
2021-08-11,51.2356,52.0541,50.8374,52.0232,5462177.0
2021-08-12,51.9701,52.209,51.5586,52.0763,3758222.0
2021-08-13,52.2267,52.3594,51.3905,51.5188,3630546.0
2021-08-14,52.2267,52.3594,51.3905,51.5188,3630546.0
2021-08-15,52.2267,52.3594,51.3905,51.5188,3630546.0
2021-08-16,51.1383,51.271,50.4038,50.9436,3219822.0
2021-08-17,50.5188,50.8993,49.6605,50.2268,3474533.0
2021-08-18,49.926,50.4746,49.5543,49.5985,4656756.0
2021-08-19,49.1119,49.5455,48.5101,48.9703,5568789.0
2021-08-20,48.8464,49.3552,48.6694,49.2711,3650926.0
2021-08-21,48.8464,49.3552,48.6694,49.2711,3650926.0
2021-08-22,48.8464,49.3552,48.6694,49.2711,3650926.0
2021-08-23,49.5189,49.9766,49.4924,49.7047,3674907.0
2021-08-24,49.8375,50.3596,49.6782,50.2711,3210394.0
2021-08-25,50.51,51.4657,50.333,51.0055,3983498.0
2021-08-26,51.2091,51.2976,50.5631,50.6516,3340666.0
2021-08-27,50.8197,51.6515,50.6693,51.5896,4432428.0
2021-08-28,50.8197,51.6515,50.6693,51.5896,4432428.0
2021-08-29,50.8197,51.6515,50.6693,51.5896,4432428.0
2021-08-30,51.5188,51.7046,50.3994,50.51,4848573.0
2021-08-31,50.6339,51.174,50.3507,50.7843,6869000.0
2021-09-01,50.979,50.979,49.6472,49.7047,6533596.0
2021-09-02,49.7755,50.2268,49.5764,49.9437,5307738.0
2021-09-03,49.9879,50.0409,49.3862,49.687,3921849.0
2021-09-04,49.9879,50.0409,49.3862,49.687,3921849.0
2021-09-05,49.9879,50.0409,49.3862,49.687,3921849.0
2021-09-06,49.9879,50.0409,49.3862,49.687,3921849.0
2021-09-07,49.8021,50.3905,49.3154,49.4039,4880073.0
2021-09-08,49.2269,49.4481,48.7667,48.9703,3501732.0
2021-09-09,48.9437,49.9614,48.8375,49.395,4810236.0
2021-09-10,49.718,49.8729,49.0366,49.0676,3856342.0
2021-09-11,49.718,49.8729,49.0366,49.0676,3856342.0
2021-09-12,49.718,49.8729,49.0366,49.0676,3856342.0
2021-09-13,49.5012,50.0498,49.4039,50.0321,5448403.0
2021-09-14,50.218,50.4038,49.072,49.4747,5432195.0
2021-09-15,49.7578,51.2976,49.6782,51.1471,7194322.0
2021-09-16,51.3241,51.625,50.2799,50.5277,6056121.0
2021-09-17,50.3242,50.8817,50.3153,50.4481,10014326.0
2021-09-18,50.3242,50.8817,50.3153,50.4481,10014326.0
2021-09-19,50.3242,50.8817,50.3153,50.4481,10014326.0
2021-09-20,49.0588,49.3596,48.3022,49.2711,8945153.0
2021-09-21,49.6605,50.8418,49.4481,50.5277,10332343.0
2021-09-22,51.2179,52.1382,51.0852,51.2533,8715688.0
2021-09-23,51.8462,52.7665,51.7577,52.4656,8216827.0
2021-09-24,52.563,53.3771,52.4479,52.9081,4770747.0
2021-09-25,52.563,53.3771,52.4479,52.9081,4770747.0
2021-09-26,52.563,53.3771,52.4479,52.9081,4770747.0
2021-09-27,53.5186,54.2708,53.4833,54.0673,5388381.0
2021-09-28,54.2531,54.5584,53.3682,53.4656,7223130.0
2021-09-29,53.5012,54.0853,53.1713,53.733,4934657.0
2021-09-30,54.054,54.0853,52.9484,53.0019,5652885.0
2021-10-01,53.2783,54.4999,53.1445,54.1789,6334029.0
2021-10-02,53.2783,54.4999,53.1445,54.1789,6334029.0
2021-10-03,53.2783,54.4999,53.1445,54.1789,6334029.0
2021-10-04,54.0005,54.9368,53.8222,53.9738,5305346.0
2021-10-05,54.3305,54.9992,53.9381,54.6515,5365327.0
2021-10-06,54.3394,54.8387,53.6617,54.7941,5037272.0
2021-10-07,55.2935,55.7572,54.9324,55.1776,5104884.0
2021-10-08,55.2222,55.833,54.9725,55.5788,4554686.0
2021-10-09,55.2222,55.833,54.9725,55.5788,4554686.0
2021-10-10,55.2222,55.833,54.9725,55.5788,4554686.0
2021-10-11,55.9801,56.1763,55.133,55.1508,3713463.0
2021-10-12,55.0082,55.405,54.5551,54.9814,4108266.0
2021-10-13,54.8209,54.9636,53.6706,54.8031,5001856.0
2021-10-14,53.5012,53.7955,52.2528,53.5725,8490979.0
2021-10-15,53.7152,54.0897,52.6318,53.7063,9158119.0
2021-10-16,53.7152,54.0897,52.6318,53.7063,9158119.0
2021-10-17,53.7152,54.0897,52.6318,53.7063,9158119.0
2021-10-18,53.3496,54.3394,53.3496,54.0184,5212195.0
2021-10-19,54.277,54.7228,54.0808,54.705,3506846.0
2021-10-20,54.5489,55.8107,54.1967,55.8018,4806538.0
2021-10-21,55.7928,55.989,55.0884,55.4451,4699103.0
2021-10-22,55.5253,56.0068,55.1865,55.9444,5251199.0
2021-10-23,55.5253,56.0068,55.1865,55.9444,5251199.0
2021-10-24,55.5253,56.0068,55.1865,55.9444,5251199.0
2021-10-25,56.0425,56.1852,55.6145,55.7483,3043630.0
2021-10-26,55.8107,55.9355,55.347,55.6769,3825608.0
2021-10-27,55.3648,55.4107,53.6528,53.7509,7255061.0
2021-10-28,54.0273,54.3661,53.7152,54.3305,3979075.0
2021-10-29,54.4196,54.5712,53.6751,53.8311,4008575.0
2021-10-30,54.4196,54.5712,53.6751,53.8311,4008575.0
2021-10-31,54.4196,54.5712,53.6751,53.8311,4008575.0
2021-11-01,54.3305,54.4642,53.7776,54.1967,2797458.0
2021-11-02,54.2413,54.4883,53.7598,54.2681,3588365.0
2021-11-03,54.0184,55.512,53.947,55.133,4187464.0
2021-11-04,54.812,54.8655,53.2872,53.7509,4260307.0
2021-11-05,54.3216,54.598,53.8846,54.1165,3907460.0
2021-11-06,54.3216,54.598,53.8846,54.1165,3907460.0
2021-11-07,54.3216,54.598,53.8846,54.1165,3907460.0
2021-11-08,54.3216,54.5043,53.733,54.1165,3563872.0
2021-11-09,53.5993,53.8935,53.1356,53.5636,4042860.0
2021-11-10,53.742,54.2948,53.626,53.9381,3580109.0
2021-11-11,53.9381,54.4865,53.8757,54.1967,2893682.0
2021-11-12,54.1432,54.2235,53.4655,53.947,3686046.0
2021-11-13,54.1432,54.2235,53.4655,53.947,3686046.0
2021-11-14,54.1432,54.2235,53.4655,53.947,3686046.0
2021-11-15,54.1789,54.2324,53.8133,53.9114,3190143.0
2021-11-16,54.0273,54.3751,53.3942,53.9649,3910531.0
2021-11-17,53.84,53.9158,52.877,52.8949,4177291.0
2021-11-18,52.9617,52.9686,52.0567,52.2974,3947078.0
2021-11-19,51.8962,51.9193,50.9822,51.3522,4302265.0
2021-11-20,51.8962,51.9193,50.9822,51.3522,4302265.0
2021-11-21,51.8962,51.9193,50.9822,51.3522,4302265.0
2021-11-22,52.128,53.3139,51.9943,52.5917,5534329.0
2021-11-23,53.0375,53.733,52.9064,53.5636,4686910.0
2021-11-24,53.4566,54.0361,53.0687,53.3585,2862823.0
2021-11-25,53.4566,54.0361,53.0687,53.3585,2862823.0
2021-11-26,51.5752,51.5885,50.4249,51.272,4654259.0
2021-11-27,51.5752,51.5885,50.4249,51.272,4654259.0
2021-11-28,51.5752,51.5885,50.4249,51.272,4654259.0
2021-11-29,51.1828,51.8872,50.6478,51.1828,4965292.0
2021-11-30,50.5943,50.6211,49.2791,49.3459,10031082.0
2021-12-01,50.4516,50.8886,48.8823,48.909,6293220.0
2021-12-02,49.5599,50.8975,49.0874,50.4695,5410864.0
2021-12-03,50.4873,50.6656,49.2389,49.5689,6285946.0
2021-12-04,50.4873,50.6656,49.2389,49.5689,6285946.0
2021-12-05,50.4873,50.6656,49.2389,49.5689,6285946.0
2021-12-06,50.5943,51.3166,50.2644,50.7191,6425524.0
2021-12-07,51.0669,51.7,50.8261,51.4414,8751675.0
2021-12-08,51.4325,51.6554,50.8083,50.8618,4190939.0
2021-12-09,50.6746,51.428,50.3,51.0134,5617021.0
2021-12-10,51.6108,51.6822,50.9792,51.5127,4034850.0
2021-12-11,51.6108,51.6822,50.9792,51.5127,4034850.0
2021-12-12,51.6108,51.6822,50.9792,51.5127,4034850.0
2021-12-13,51.3968,51.4949,50.5141,50.6656,4763111.0
2021-12-14,50.7637,51.6108,50.6567,51.1026,4585579.0
2021-12-15,51.2452,51.4057,50.309,50.5943,6417616.0
2021-12-16,51.2898,51.8694,50.8663,51.2096,7989281.0
2021-12-17,50.8886,50.9866,49.4886,49.6937,14928654.0
2021-12-18,50.8886,50.9866,49.4886,49.6937,14928654.0
2021-12-19,50.8886,50.9866,49.4886,49.6937,14928654.0
2021-12-20,48.9982,49.1319,48.0084,48.9268,6656014.0
2021-12-21,49.4886,50.1217,49.4886,49.7918,4620124.0
2021-12-22,49.6937,50.0236,49.4351,49.9969,4896012.0
2021-12-23,50.407,50.7548,50.0682,50.2109,4679588.0
2021-12-24,50.407,50.7548,50.0682,50.2109,4679588.0
2021-12-25,50.407,50.7548,50.0682,50.2109,4679588.0
2021-12-26,50.407,50.7548,50.0682,50.2109,4679588.0
2021-12-27,50.2287,50.6211,49.8899,50.5943,3711608.0
2021-12-28,50.3179,50.9064,50.1395,50.6032,3129012.0
2021-12-29,50.6835,50.8261,50.407,50.4695,4269191.0
2021-12-30,50.5144,50.9279,50.4425,50.4784,4346687.0
2021-12-31,50.3885,50.6852,50.2717,50.4964,3282523.0
2022-01-01,50.3885,50.6852,50.2717,50.4964,3282523.0
2022-01-02,50.3885,50.6852,50.2717,50.4964,3282523.0
2022-01-03,50.4155,51.6022,50.4155,51.4853,5430991.0
2022-01-04,52.2405,53.1125,52.0607,52.8338,7552730.0
2022-01-05,53.2114,53.3013,52.4967,52.5551,6527268.0
2022-01-06,53.517,54.0025,52.9866,53.9845,5783323.0
2022-01-07,53.8452,54.9869,53.6519,54.8386,7040145.0
2022-01-08,53.8452,54.9869,53.6519,54.8386,7040145.0
2022-01-09,53.8452,54.9869,53.6519,54.8386,7040145.0
2022-01-10,55.7376,55.7376,54.6228,55.1622,7635492.0
2022-01-11,55.4319,55.9039,54.8296,55.8454,6316812.0
2022-01-12,56.0432,56.265,55.7196,56.1781,5649591.0
2022-01-13,56.4298,57.149,56.277,56.8074,6612772.0
2022-01-14,55.9893,56.8883,55.5847,56.8613,7236685.0
2022-01-15,55.9893,56.8883,55.5847,56.8613,7236685.0
2022-01-16,55.9893,56.8883,55.5847,56.8613,7236685.0
2022-01-17,55.9893,56.8883,55.5847,56.8613,7236685.0
2022-01-18,56.9062,57.131,55.7016,55.9084,7625447.0
2022-01-19,52.3394,53.517,51.5033,51.5752,13764562.0
2022-01-20,50.865,52.4383,49.8941,51.1887,13476929.0
2022-01-21,50.9279,51.0358,49.5075,49.5345,13354010.0
2022-01-22,50.9279,51.0358,49.5075,49.5345,13354010.0
2022-01-23,50.9279,51.0358,49.5075,49.5345,13354010.0
2022-01-24,48.8333,51.3054,48.2579,51.0718,15291496.0
2022-01-25,50.7931,51.9618,49.975,51.6112,8466167.0
2022-01-26,52.1416,52.6091,50.9549,51.746,7507061.0
2022-01-27,52.4113,52.8068,51.2201,51.6381,7130048.0
2022-01-28,51.5572,52.2495,50.7931,52.2135,6843795.0
2022-01-29,51.5572,52.2495,50.7931,52.2135,6843795.0
2022-01-30,51.5572,52.2495,50.7931,52.2135,6843795.0
2022-01-31,51.7011,52.4068,50.9909,52.3124,9476115.0
2022-02-01,52.2674,53.3283,51.8989,53.2833,6341828.0
2022-02-02,53.0046,53.8946,52.8068,53.7328,7702272.0
2022-02-03,53.8766,54.016,53.0226,53.1754,4809314.0
2022-02-04,53.2743,54.1508,53.0226,53.6699,5307302.0
2022-02-05,53.2743,54.1508,53.0226,53.6699,5307302.0
2022-02-06,53.2743,54.1508,53.0226,53.6699,5307302.0
2022-02-07,53.6789,53.8946,53.135,53.562,5853100.0
2022-02-08,54.1194,54.3891,53.0406,53.562,11056078.0
2022-02-09,53.6609,53.9216,53.4271,53.7148,5928572.0
2022-02-10,53.6429,54.1553,53.0451,53.2294,6952959.0
2022-02-11,52.9057,53.8676,52.3169,52.636,7330358.0
2022-02-12,52.9057,53.8676,52.3169,52.636,7330358.0
2022-02-13,52.9057,53.8676,52.3169,52.636,7330358.0
2022-02-14,52.5911,52.9147,51.4763,52.0247,7279616.0
2022-02-15,52.5461,53.0046,52.3034,52.69,4312138.0
2022-02-16,52.1775,53.1215,52.1775,52.681,3994084.0
2022-02-17,52.1955,52.3394,51.2471,51.3595,4721782.0
2022-02-18,51.1887,51.9168,51.1527,51.3325,6264910.0
2022-02-19,51.1887,51.9168,51.1527,51.3325,6264910.0
2022-02-20,51.1887,51.9168,51.1527,51.3325,6264910.0
2022-02-21,51.1887,51.9168,51.1527,51.3325,6264910.0
2022-02-22,51.5123,52.3484,51.0988,51.9618,7458305.0
2022-02-23,52.3843,52.4203,50.7392,50.9279,8561171.0
2022-02-24,49.2109,49.8761,48.3388,49.7413,11719595.0
2022-02-25,50.1458,51.6471,50.1458,51.5482,10009654.0
2022-02-26,50.1458,51.6471,50.1458,51.5482,10009654.0
2022-02-27,50.1458,51.6471,50.1458,51.5482,10009654.0
2022-02-28,49.9391,50.9594,49.8312,50.8291,9501572.0
2022-03-01,50.1458,50.4695,48.1411,48.4198,13167657.0
2022-03-02,49.058,50.8066,49.058,50.5504,9063263.0
2022-03-03,50.7796,51.1797,50.2897,50.6223,8283037.0
2022-03-04,49.3727,49.7008,48.8333,49.6694,7772025.0
2022-03-05,49.3727,49.7008,48.8333,49.6694,7772025.0
2022-03-06,49.3727,49.7008,48.8333,49.6694,7772025.0
2022-03-07,49.3187,49.4086,47.7275,47.7365,10401811.0
2022-03-08,48.3658,49.1974,47.5208,47.8714,9850234.0
2022-03-09,49.4626,49.9211,48.7164,49.0041,7817771.0
2022-03-10,48.3658,48.7793,47.1432,47.6376,10672383.0
2022-03-11,47.9523,48.7344,47.296,47.332,7434605.0
2022-03-12,47.9523,48.7344,47.296,47.332,7434605.0
2022-03-13,47.9523,48.7344,47.296,47.332,7434605.0
2022-03-14,47.9613,49.13,47.8174,48.5007,9175188.0
2022-03-15,49.0131,49.1479,48.0602,48.9052,7606352.0
2022-03-16,49.7323,50.6493,49.6019,50.5953,9093765.0
2022-03-17,49.9031,50.9459,49.4491,50.9279,6955710.0
2022-03-18,50.919,50.9999,50.02,50.8201,18475707.0
2022-03-19,50.919,50.9999,50.02,50.8201,18475707.0
2022-03-20,50.919,50.9999,50.02,50.8201,18475707.0
2022-03-21,50.4964,51.1617,50.0289,50.4874,8431184.0
2022-03-22,51.4134,51.9438,51.0268,51.2606,4753978.0
2022-03-23,50.856,51.1707,50.1638,50.2087,6456426.0
2022-03-24,50.1818,50.5683,50.011,50.3885,6459882.0
2022-03-25,50.6043,51.4108,50.4335,51.3505,4079698.0
2022-03-26,50.6043,51.4108,50.4335,51.3505,4079698.0
2022-03-27,50.6043,51.4108,50.4335,51.3505,4079698.0
2022-03-28,50.9729,51.1976,50.2177,50.9819,6882515.0
2022-03-29,51.8719,52.0697,50.8156,51.1257,6182751.0
2022-03-30,51.3795,51.4339,49.7209,50.011,7908473.0
2022-03-31,49.866,50.165,48.1621,48.1711,9511280.0
2022-04-01,48.6152,48.7421,47.5503,47.9445,7514589.0
2022-04-02,48.6152,48.7421,47.5503,47.9445,7514589.0
2022-04-03,48.6152,48.7421,47.5503,47.9445,7514589.0
2022-04-04,47.6183,48.1893,47.0563,47.727,5617462.0
2022-04-05,47.3554,48.6651,47.3011,48.0352,7369998.0
2022-04-06,47.727,48.2799,47.6273,48.008,8299320.0
2022-04-07,48.2074,48.3252,47.1243,47.6545,8656079.0
2022-04-08,47.3192,47.6726,46.3449,47.3554,9974812.0
2022-04-09,47.3192,47.6726,46.3449,47.3554,9974812.0
2022-04-10,47.3192,47.6726,46.3449,47.3554,9974812.0
2022-04-11,47.0745,47.9355,46.8524,46.8751,8520769.0
2022-04-12,46.4854,47.2739,45.7966,46.0594,7387818.0
2022-04-13,45.5156,46.0685,45.1168,45.8691,10788116.0
2022-04-14,47.0654,48.3524,46.6122,47.7723,10824083.0
2022-04-15,47.0654,48.3524,46.6122,47.7723,10824083.0
2022-04-16,47.0654,48.3524,46.6122,47.7723,10824083.0
2022-04-17,47.0654,48.3524,46.6122,47.7723,10824083.0
2022-04-18,47.6817,48.7149,47.4642,47.7995,8467980.0
2022-04-19,48.1167,48.3343,47.5095,47.9264,7707071.0
2022-04-20,48.443,48.6968,47.9491,48.0805,7978844.0
2022-04-21,48.579,48.8327,47.4733,47.7089,6745087.0
2022-04-22,47.6545,47.6726,46.005,46.0685,6300915.0
2022-04-23,47.6545,47.6726,46.005,46.0685,6300915.0
2022-04-24,47.6545,47.6726,46.005,46.0685,6300915.0
2022-04-25,45.7603,46.1953,44.8268,46.0775,8400731.0
2022-04-26,45.3796,46.2814,45.2528,45.3434,6488143.0
2022-04-27,45.1259,45.4159,44.6999,44.9899,7795514.0
2022-04-28,45.434,45.5518,44.7725,45.3525,8219357.0
2022-04-29,45.434,45.579,43.8842,44.0111,8803621.0
2022-04-30,45.434,45.579,43.8842,44.0111,8803621.0
2022-05-01,45.434,45.579,43.8842,44.0111,8803621.0
2022-05-02,44.4643,44.6365,43.3631,44.2739,8139875.0
2022-05-03,44.7815,45.1712,44.3748,44.8359,5843048.0
