,VNOM US Equity,VNOM US Equity,VNOM US Equity,VNOM US Equity,VNOM US Equity
2021-03-10,12.6508,13.36,12.3736,13.2866,620975.0
2021-03-11,13.4007,13.9958,13.3355,13.6126,742856.0
2021-03-12,13.6615,13.9305,13.523,13.7594,336105.0
2021-03-13,13.6615,13.9305,13.523,13.7594,336105.0
2021-03-14,13.6615,13.9305,13.523,13.7594,336105.0
2021-03-15,13.6942,15.0717,13.58,14.6397,1498458.0
2021-03-16,14.4278,14.4685,13.7186,14.0528,618802.0
2021-03-17,14.0773,14.4604,13.8001,14.3626,421085.0
2021-03-18,14.281,14.281,13.1236,13.2132,587434.0
2021-03-19,13.36,13.8572,13.1236,13.6126,1887865.0
2021-03-20,13.36,13.8572,13.1236,13.6126,1887865.0
2021-03-21,13.36,13.8572,13.1236,13.6126,1887865.0
2021-03-22,13.4578,13.686,13.1643,13.1643,679173.0
2021-03-23,12.7649,13.1317,12.2758,12.4226,728531.0
2021-03-24,12.7323,13.0747,12.6426,12.6589,244767.0
2021-03-25,12.4226,12.6508,12.0068,12.5611,571976.0
2021-03-26,12.7731,12.8464,12.3166,12.7323,491859.0
2021-03-27,12.7731,12.8464,12.3166,12.7323,491859.0
2021-03-28,12.7731,12.8464,12.3166,12.7323,491859.0
2021-03-29,12.61,12.8953,12.015,12.015,640631.0
2021-03-30,11.9498,12.072,11.64,11.8194,724433.0
2021-03-31,11.8194,12.0557,11.6645,11.8683,540233.0
2021-04-01,11.9579,12.6345,11.9416,12.4796,599862.0
2021-04-02,11.9579,12.6345,11.9416,12.4796,599862.0
2021-04-03,11.9579,12.6345,11.9416,12.4796,599862.0
2021-04-04,11.9579,12.6345,11.9416,12.4796,599862.0
2021-04-05,12.4226,12.4307,11.6808,11.8764,524391.0
2021-04-06,11.9742,12.2188,11.7623,11.8275,219344.0
2021-04-07,11.7868,11.9742,11.6074,11.9335,275004.0
2021-04-08,12.1047,12.1047,11.6074,11.9009,1454023.0
2021-04-09,11.8194,12.3084,11.8194,12.3003,348513.0
2021-04-10,11.8194,12.3084,11.8194,12.3003,348513.0
2021-04-11,11.8194,12.3084,11.8194,12.3003,348513.0
2021-04-12,12.4552,12.8546,12.4552,12.7078,478278.0
2021-04-13,12.9687,13.5067,12.7477,13.1969,612906.0
2021-04-14,13.3029,14.0936,13.3029,13.7675,826024.0
2021-04-15,13.7431,13.8898,13.2458,13.8816,614312.0
2021-04-16,13.8327,13.9876,13.4252,13.5311,477314.0
2021-04-17,13.8327,13.9876,13.4252,13.5311,477314.0
2021-04-18,13.8327,13.9876,13.4252,13.5311,477314.0
2021-04-19,13.4985,13.7675,13.2866,13.5882,472668.0
2021-04-20,13.5963,13.7349,13.254,13.6779,585219.0
2021-04-21,13.5311,14.3952,13.5311,14.281,1198785.0
2021-04-22,14.3463,14.656,13.8653,14.281,471805.0
2021-04-23,14.2647,14.3626,13.8735,14.0854,532035.0
2021-04-24,14.2647,14.3626,13.8735,14.0854,532035.0
2021-04-25,14.2647,14.3626,13.8735,14.0854,532035.0
2021-04-26,13.9578,14.8027,13.7675,14.6805,656888.0
2021-04-27,14.7294,14.9168,14.3463,14.5745,532268.0
2021-04-28,14.6805,15.2837,14.6152,14.9984,599735.0
2021-04-29,15.2184,15.4956,14.7131,15.0473,380885.0
2021-04-30,14.8353,15.1288,14.6723,14.6805,416320.0
2021-05-01,14.8353,15.1288,14.6723,14.6805,416320.0
2021-05-02,14.8353,15.1288,14.6723,14.6805,416320.0
2021-05-03,14.8842,15.0554,14.7375,14.9739,419175.0
2021-05-04,14.6723,14.9087,14.0528,14.6805,530165.0
2021-05-05,14.8679,15.312,14.6601,15.1614,392918.0
2021-05-06,15.1532,15.1532,14.7049,15.0391,242868.0
2021-05-07,14.8435,15.5853,14.7457,15.4304,497227.0
2021-05-08,14.8435,15.5853,14.7457,15.4304,497227.0
2021-05-09,14.8435,15.5853,14.7457,15.4304,497227.0
2021-05-10,15.6668,15.8787,14.9698,15.088,2291366.0
2021-05-11,14.6723,15.0228,14.4767,14.819,412946.0
2021-05-12,14.819,15.4182,14.7942,15.0835,397691.0
2021-05-13,14.8686,15.1744,14.5132,14.9099,331697.0
2021-05-14,15.1331,15.5877,14.9595,15.3315,316483.0
2021-05-15,15.1331,15.5877,14.9595,15.3315,316483.0
2021-05-16,15.1331,15.5877,14.9595,15.3315,316483.0
2021-05-17,15.3728,15.7364,15.3397,15.6538,358953.0
2021-05-18,15.8191,16.067,15.2736,15.4141,340349.0
2021-05-19,15.0009,15.224,14.5669,14.7612,424022.0
2021-05-20,14.8438,14.989,14.4884,14.7942,269720.0
2021-05-21,15.0835,15.2819,14.7033,14.7116,255354.0
2021-05-22,15.0835,15.2819,14.7033,14.7116,255354.0
2021-05-23,15.0835,15.2819,14.7033,14.7116,255354.0
2021-05-24,14.7694,14.9761,14.5876,14.8686,530061.0
2021-05-25,14.786,14.8934,14.4058,14.5463,276093.0
2021-05-26,14.505,14.7116,14.414,14.6785,211264.0
2021-05-27,14.7281,14.9099,14.6289,14.8686,699002.0
2021-05-28,15.0422,15.0504,14.8438,14.9017,385238.0
2021-05-29,15.0422,15.0504,14.8438,14.9017,385238.0
2021-05-30,15.0422,15.0504,14.8438,14.9017,385238.0
2021-05-31,15.0422,15.0504,14.8438,14.9017,385238.0
2021-06-01,15.2819,15.7447,15.1744,15.4885,494364.0
2021-06-02,15.5877,15.6703,15.2984,15.4306,287023.0
2021-06-03,15.4141,15.6042,15.2901,15.4306,270699.0
2021-06-04,15.5959,15.6951,15.2736,15.4389,318087.0
2021-06-05,15.5959,15.6951,15.2736,15.4389,318087.0
2021-06-06,15.5959,15.6951,15.2736,15.4389,318087.0
2021-06-07,15.4389,15.6538,15.3138,15.4306,495495.0
2021-06-08,15.381,16.2241,15.2323,16.1662,2416791.0
2021-06-09,16.3976,16.4471,15.8604,15.91,520521.0
2021-06-10,16.0918,16.3442,15.5829,15.9348,250772.0
2021-06-11,15.9596,16.1001,15.753,15.8108,209361.0
2021-06-12,15.9596,16.1001,15.753,15.8108,209361.0
2021-06-13,15.9596,16.1001,15.753,15.8108,209361.0
2021-06-14,15.9017,16.0092,15.3934,15.472,395225.0
2021-06-15,15.381,15.8205,15.2901,15.8026,420668.0
2021-06-16,15.7116,15.9679,15.4058,15.7034,298806.0
2021-06-17,15.6373,15.8604,14.5876,15.1496,421875.0
2021-06-18,15.0835,15.3562,14.8934,15.1909,1121005.0
2021-06-19,15.0835,15.3562,14.8934,15.1909,1121005.0
2021-06-20,15.0835,15.3562,14.8934,15.1909,1121005.0
2021-06-21,15.5133,16.4885,15.2819,16.1497,1111629.0
2021-06-22,16.1662,16.2223,15.8273,15.9844,296230.0
2021-06-23,16.1745,16.6043,16.1001,16.1166,422544.0
2021-06-24,16.1166,16.2902,15.9348,16.1166,412614.0
2021-06-25,16.1497,16.2976,15.9596,15.9596,358098.0
2021-06-26,16.1497,16.2976,15.9596,15.9596,358098.0
2021-06-27,16.1497,16.2976,15.9596,15.9596,358098.0
2021-06-28,15.786,15.7902,15.2496,15.4141,326321.0
2021-06-29,15.5215,15.7034,15.3149,15.4554,387633.0
2021-06-30,15.6125,15.753,15.4058,15.5629,207039.0
2021-07-01,16.0092,16.067,15.6546,15.8521,400123.0
2021-07-02,15.8439,15.8439,15.5463,15.5629,187854.0
2021-07-03,15.8439,15.8439,15.5463,15.5629,187854.0
2021-07-04,15.8439,15.8439,15.5463,15.5629,187854.0
2021-07-05,15.8439,15.8439,15.5463,15.5629,187854.0
2021-07-06,15.5298,15.5298,15.0339,15.067,259124.0
2021-07-07,15.0422,15.1791,14.7198,14.7942,297976.0
2021-07-08,14.4636,14.9347,14.2157,14.414,359102.0
2021-07-09,14.6124,15.2157,14.5545,15.1166,278908.0
2021-07-10,14.6124,15.2157,14.5545,15.1166,278908.0
2021-07-11,14.6124,15.2157,14.5545,15.1166,278908.0
2021-07-12,14.9099,15.2319,14.8025,15.0752,242553.0
2021-07-13,15.0174,15.1827,14.8686,15.0339,278018.0
2021-07-14,15.1662,15.3728,14.538,14.5545,396364.0
2021-07-15,14.3231,14.3645,13.8272,14.1248,455809.0
2021-07-16,14.2983,14.3397,13.7322,13.8768,496523.0
2021-07-17,14.2983,14.3397,13.7322,13.8768,496523.0
2021-07-18,14.2983,14.3397,13.7322,13.8768,496523.0
2021-07-19,13.3644,13.7198,13.2074,13.4305,651766.0
2021-07-20,13.4305,13.8603,13.3892,13.7859,383220.0
2021-07-21,14.1578,14.4223,13.9677,14.2901,451563.0
2021-07-22,14.3892,14.7281,14.2157,14.5959,326845.0
2021-07-23,14.6785,14.7446,14.2818,14.4554,214123.0
2021-07-24,14.6785,14.7446,14.2818,14.4554,214123.0
2021-07-25,14.6785,14.7446,14.2818,14.4554,214123.0
2021-07-26,14.3727,14.9347,14.3727,14.6289,319418.0
2021-07-27,14.5298,14.6289,14.2653,14.2735,216044.0
2021-07-28,14.3066,14.6372,14.1826,14.4967,219116.0
2021-07-29,14.6868,14.9265,14.505,14.8686,318434.0
2021-07-30,14.8769,14.9926,14.6703,14.8851,335049.0
2021-07-31,14.8769,14.9926,14.6703,14.8851,335049.0
2021-08-01,14.8769,14.9926,14.6703,14.8851,335049.0
2021-08-02,14.8851,15.2571,14.6208,14.8686,493182.0
2021-08-03,14.8356,15.1909,14.5132,14.8521,588106.0
2021-08-04,14.5959,14.943,14.4306,14.505,487308.0
2021-08-05,14.5876,15.2075,14.4967,14.9265,354285.0
2021-08-06,15.0091,15.1083,14.6785,14.819,452817.0
2021-08-07,15.0091,15.1083,14.6785,14.819,452817.0
2021-08-08,15.0091,15.1083,14.6785,14.819,452817.0
2021-08-09,14.5711,14.9347,14.3397,14.7942,500684.0
2021-08-10,14.8769,15.6207,14.8521,15.5133,1175242.0
2021-08-11,15.5133,15.9087,15.3871,15.6815,505673.0
2021-08-12,15.6815,15.6984,15.1347,15.5301,339902.0
2021-08-13,15.488,15.5217,15.1263,15.1599,223597.0
2021-08-14,15.488,15.5217,15.1263,15.1599,223597.0
2021-08-15,15.488,15.5217,15.1263,15.1599,223597.0
2021-08-16,15.0506,15.0506,14.6299,14.6804,218942.0
2021-08-17,14.6552,14.958,14.5206,14.7056,193853.0
2021-08-18,14.7225,14.958,14.4869,14.5206,409427.0
2021-08-19,14.4112,14.4747,13.8686,14.1504,691921.0
2021-08-20,14.142,14.6888,14.1252,14.4448,203892.0
2021-08-21,14.142,14.6888,14.1252,14.4448,203892.0
2021-08-22,14.142,14.6888,14.1252,14.4448,203892.0
2021-08-23,14.7561,15.0422,14.7561,14.916,299317.0
2021-08-24,15.1179,15.2441,15.0169,15.0758,256619.0
2021-08-25,15.0337,15.2693,14.9917,15.202,239462.0
2021-08-26,15.0674,15.303,14.9749,15.1599,297059.0
2021-08-27,15.2777,15.5722,15.1515,15.345,273195.0
2021-08-28,15.2777,15.5722,15.1515,15.345,273195.0
2021-08-29,15.2777,15.5722,15.1515,15.345,273195.0
2021-08-30,15.3618,15.6815,15.2188,15.5638,182663.0
2021-08-31,15.4712,15.6815,15.3689,15.5806,260351.0
2021-09-01,15.3114,15.6058,15.3114,15.4796,107299.0
2021-09-02,15.6815,16.2788,15.6815,16.1527,468670.0
2021-09-03,16.262,16.262,15.7657,15.9592,187136.0
2021-09-04,16.262,16.262,15.7657,15.9592,187136.0
2021-09-05,16.262,16.262,15.7657,15.9592,187136.0
2021-09-06,16.262,16.262,15.7657,15.9592,187136.0
2021-09-07,15.8582,16.2031,15.6563,15.8161,201725.0
2021-09-08,15.9592,15.9592,15.4628,15.5301,217408.0
2021-09-09,15.488,16.1357,15.488,15.9507,250408.0
2021-09-10,16.0938,16.3209,15.7236,15.875,143069.0
2021-09-11,16.0938,16.3209,15.7236,15.875,143069.0
2021-09-12,16.0938,16.3209,15.7236,15.875,143069.0
2021-09-13,15.9928,16.5312,15.9844,16.2873,269414.0
2021-09-14,16.4555,16.4555,16.0012,16.0349,271017.0
2021-09-15,16.2452,16.8257,16.2452,16.7163,245099.0
2021-09-16,16.5733,16.9855,16.4892,16.8257,315741.0
2021-09-17,17.2295,17.4062,16.7079,17.3052,1229468.0
2021-09-18,17.2295,17.4062,16.7079,17.3052,1229468.0
2021-09-19,17.2295,17.4062,16.7079,17.3052,1229468.0
2021-09-20,16.4976,17.6165,16.4303,16.8425,647564.0
2021-09-21,16.9939,17.2396,16.5851,16.8762,264992.0
2021-09-22,17.0865,17.4735,16.9603,17.1201,315437.0
2021-09-23,17.2127,17.7259,17.0108,17.5912,283826.0
2021-09-24,17.4903,17.81,17.4651,17.6249,208301.0
2021-09-25,17.4903,17.81,17.4651,17.6249,208301.0
2021-09-26,17.4903,17.81,17.4651,17.6249,208301.0
2021-09-27,17.9698,18.9121,17.8436,18.2979,641821.0
2021-09-28,18.4578,18.5159,17.5744,17.7343,399751.0
2021-09-29,17.7343,18.9373,17.4987,18.5924,1008105.0
2021-09-30,18.6176,18.7774,18.1717,18.3821,282823.0
2021-10-01,18.5671,18.7521,18.0203,18.584,877757.0
2021-10-02,18.5671,18.7521,18.0203,18.584,877757.0
2021-10-03,18.5671,18.7521,18.0203,18.584,877757.0
2021-10-04,18.87,19.7365,18.6933,19.3243,471884.0
2021-10-05,19.6692,19.6795,18.7186,19.4252,487270.0
2021-10-06,19.1056,19.1981,18.4325,18.9962,247212.0
2021-10-07,18.8868,19.1729,18.6849,19.0971,393992.0
2021-10-08,19.3411,19.4337,19.0256,19.4252,408961.0
2021-10-09,19.3411,19.4337,19.0256,19.4252,408961.0
2021-10-10,19.3411,19.4337,19.0256,19.4252,408961.0
2021-10-11,19.8964,20.0224,19.4463,19.4841,452062.0
2021-10-12,19.4452,19.9721,19.4452,19.5767,274703.0
2021-10-13,19.543,19.6272,19.1813,19.4084,614929.0
2021-10-14,19.787,19.8097,19.2738,19.5683,608916.0
2021-10-15,19.787,20.3759,19.6187,20.1908,2289865.0
2021-10-16,19.787,20.3759,19.6187,20.1908,2289865.0
2021-10-17,19.787,20.3759,19.6187,20.1908,2289865.0
2021-10-18,20.5694,21.3013,20.2665,20.9227,891774.0
2021-10-19,20.948,21.0321,20.5357,20.6788,375708.0
2021-10-20,20.5105,20.8723,20.2834,20.5021,248843.0
2021-10-21,20.4937,20.4937,19.7029,19.9637,378095.0
2021-10-22,20.0226,20.2918,19.7702,20.1656,335306.0
2021-10-23,20.0226,20.2918,19.7702,20.1656,335306.0
2021-10-24,20.0226,20.2918,19.7702,20.1656,335306.0
2021-10-25,20.3507,20.6497,19.8711,20.1572,371005.0
2021-10-26,20.174,20.3927,19.9553,20.031,232470.0
2021-10-27,19.8459,19.8459,18.727,18.7859,626123.0
2021-10-28,18.7775,18.9583,18.584,18.8616,528494.0
2021-10-29,18.8868,19.1981,18.4283,18.5503,415584.0
2021-10-30,18.8868,19.1981,18.4283,18.5503,415584.0
2021-10-31,18.8868,19.1981,18.4283,18.5503,415584.0
2021-11-01,18.6681,19.0383,18.3568,18.8784,561327.0
2021-11-02,19.2233,19.3243,18.5251,18.971,403905.0
2021-11-03,18.6597,18.9836,18.3433,18.4073,366505.0
2021-11-04,18.7775,19.0971,18.4914,18.8111,486901.0
2021-11-05,18.8952,19.3495,18.7775,19.3327,226157.0
2021-11-06,18.8952,19.3495,18.7775,19.3327,226157.0
2021-11-07,18.8952,19.3495,18.7775,19.3327,226157.0
2021-11-08,19.5262,19.8291,18.9962,19.2486,824427.0
2021-11-09,19.1288,19.5737,18.8037,19.5309,528155.0
2021-11-10,19.3683,19.5737,18.9577,19.3341,1002602.0
2021-11-11,19.4026,19.6763,19.2828,19.2999,233273.0
2021-11-12,19.163,19.2828,18.932,19.2828,345200.0
2021-11-13,19.163,19.2828,18.932,19.2828,345200.0
2021-11-14,19.163,19.2828,18.932,19.2828,345200.0
2021-11-15,19.2828,19.5052,19.0433,19.3683,520929.0
2021-11-16,19.6849,20.6687,19.6763,20.5575,671142.0
2021-11-17,20.2837,20.5917,19.5223,19.6849,658881.0
2021-11-18,19.8046,20.2238,19.5565,20.1468,404288.0
2021-11-19,19.394,19.9961,18.9149,19.0005,365998.0
2021-11-20,19.394,19.9961,18.9149,19.0005,365998.0
2021-11-21,19.394,19.9961,18.9149,19.0005,365998.0
2021-11-22,19.009,19.4796,18.9663,18.9919,487899.0
2021-11-23,19.2486,19.6986,19.0176,19.6421,389784.0
2021-11-24,19.4539,20.0356,19.4539,19.8474,150854.0
2021-11-25,19.4539,20.0356,19.4539,19.8474,150854.0
2021-11-26,18.4872,18.6925,17.7515,18.3845,443486.0
2021-11-27,18.4872,18.6925,17.7515,18.3845,443486.0
2021-11-28,18.4872,18.6925,17.7515,18.3845,443486.0
2021-11-29,19.1972,19.24,18.3931,18.7267,477396.0
2021-11-30,18.3503,18.6241,17.9996,18.4444,536982.0
2021-12-01,18.8379,19.5993,17.6317,17.6745,560423.0
2021-12-02,17.6745,18.3811,17.4606,18.2648,186722.0
2021-12-03,18.4187,18.6155,17.902,18.1193,200166.0
2021-12-04,18.4187,18.6155,17.902,18.1193,200166.0
2021-12-05,18.4187,18.6155,17.902,18.1193,200166.0
2021-12-06,18.3161,18.7609,18.1364,18.7011,281750.0
2021-12-07,18.855,19.3256,18.855,19.0176,519500.0
2021-12-08,19.0775,19.4624,19.0176,19.0518,245752.0
2021-12-09,18.7866,19.0518,18.3417,18.6155,915954.0
2021-12-10,18.8893,18.9118,18.2391,18.4957,363527.0
2021-12-11,18.8893,18.9118,18.2391,18.4957,363527.0
2021-12-12,18.8893,18.9118,18.2391,18.4957,363527.0
2021-12-13,18.4701,18.4786,17.9653,17.991,456980.0
2021-12-14,17.7515,18.2049,17.4863,17.5718,326716.0
2021-12-15,17.6488,17.7857,17.05,17.6146,404812.0
2021-12-16,18.0765,18.4102,17.6488,17.6916,294935.0
2021-12-17,17.3665,17.8456,17.2039,17.5119,748818.0
2021-12-18,17.3665,17.8456,17.2039,17.5119,748818.0
2021-12-19,17.3665,17.8456,17.2039,17.5119,748818.0
2021-12-20,17.0243,17.5034,16.4169,17.4691,437556.0
2021-12-21,17.6916,18.2006,17.606,18.0765,269531.0
2021-12-22,18.068,18.2776,17.7087,18.0937,484467.0
2021-12-23,18.0765,18.2956,17.8883,18.0594,269098.0
2021-12-24,18.0765,18.2956,17.8883,18.0594,269098.0
2021-12-25,18.0765,18.2956,17.8883,18.0594,269098.0
2021-12-26,18.0765,18.2956,17.8883,18.0594,269098.0
2021-12-27,18.0937,19.0176,17.7001,18.9919,490534.0
2021-12-28,18.9748,19.24,18.6326,18.7866,381611.0
2021-12-29,18.8208,18.9663,18.4786,18.5556,285937.0
2021-12-30,18.5556,18.8208,18.3845,18.4786,226012.0
2021-12-31,18.3075,18.5879,18.2049,18.2305,209306.0
2022-01-01,18.3075,18.5879,18.2049,18.2305,209306.0
2022-01-02,18.3075,18.5879,18.2049,18.2305,209306.0
2022-01-03,18.3417,19.2229,18.3417,19.1972,352863.0
2022-01-04,19.2913,21.2162,19.2913,20.5233,2660738.0
2022-01-05,20.874,21.6012,20.7885,20.9681,1401680.0
2022-01-06,21.1948,22.1401,21.1734,21.6696,1273754.0
2022-01-07,21.8236,21.8878,21.4044,21.6097,629392.0
2022-01-08,21.8236,21.8878,21.4044,21.6097,629392.0
2022-01-09,21.8236,21.8878,21.4044,21.6097,629392.0
2022-01-10,21.6354,21.6503,21.2333,21.5584,592757.0
2022-01-11,21.7894,22.3711,21.6097,22.2685,1137214.0
2022-01-12,22.585,22.8663,22.3198,22.4994,866490.0
2022-01-13,22.4053,22.786,22.2685,22.4823,719633.0
2022-01-14,22.7818,22.8587,22.4738,22.6705,837378.0
2022-01-15,22.7818,22.8587,22.4738,22.6705,837378.0
2022-01-16,22.7818,22.8587,22.4738,22.6705,837378.0
2022-01-17,22.7818,22.8587,22.4738,22.6705,837378.0
2022-01-18,22.9272,23.3378,22.8416,23.1154,1248118.0
2022-01-19,23.2608,23.3122,22.7142,22.9443,709790.0
2022-01-20,22.585,23.2523,22.3711,22.4567,1002269.0
2022-01-21,21.9648,22.2856,21.3445,21.4386,1108262.0
2022-01-22,21.9648,22.2856,21.3445,21.4386,1108262.0
2022-01-23,21.9648,22.2856,21.3445,21.4386,1108262.0
2022-01-24,20.6601,22.2093,20.5318,21.9519,1446851.0
2022-01-25,21.7381,23.0042,21.5156,22.662,1061546.0
2022-01-26,23.1838,23.4405,22.6802,23.0983,1061813.0
2022-01-27,23.372,23.9452,23.0641,23.3122,655782.0
2022-01-28,23.3207,23.68,22.5679,22.8245,672682.0
2022-01-29,23.3207,23.68,22.5679,22.8245,672682.0
2022-01-30,23.3207,23.68,22.5679,22.8245,672682.0
2022-01-31,22.6705,23.4148,22.4567,23.1325,527447.0
2022-02-01,22.9101,23.6886,22.4139,23.6629,517179.0
2022-02-02,23.6544,23.7399,23.1411,23.4576,483654.0
2022-02-03,23.372,23.372,22.3711,23.0384,502961.0
2022-02-04,23.2352,23.8511,22.8587,23.1068,679425.0
2022-02-05,23.2352,23.8511,22.8587,23.1068,679425.0
2022-02-06,23.2352,23.8511,22.8587,23.1068,679425.0
2022-02-07,22.9101,23.4234,22.7133,23.3207,453253.0
2022-02-08,23.1496,23.2779,22.3882,22.6962,474298.0
2022-02-09,22.8587,23.2608,22.6534,22.9272,429383.0
2022-02-10,22.7522,23.6212,22.7522,23.1154,463460.0
2022-02-11,23.372,24.2789,23.3635,24.0735,572745.0
2022-02-12,23.372,24.2789,23.3635,24.0735,572745.0
2022-02-13,23.372,24.2789,23.3635,24.0735,572745.0
2022-02-14,24.0735,24.1249,23.4661,23.603,284545.0
2022-02-15,22.7989,23.2865,22.5081,23.2266,526754.0
2022-02-16,23.4918,24.0051,23.1325,23.2779,459608.0
2022-02-17,23.2009,23.6458,22.6107,22.7475,495862.0
2022-02-18,22.4567,22.893,22.0204,22.4224,447854.0
2022-02-19,22.4567,22.893,22.0204,22.4224,447854.0
2022-02-20,22.4567,22.893,22.0204,22.4224,447854.0
2022-02-21,22.4567,22.893,22.0204,22.4224,447854.0
2022-02-22,23.0384,23.1325,21.7038,22.0717,531664.0
2022-02-23,22.6021,23.6629,22.4909,23.5688,710957.0
2022-02-24,24.1163,24.9718,23.124,24.4243,1588119.0
2022-02-25,24.5098,24.8435,23.9632,24.373,757740.0
2022-02-26,24.5098,24.8435,23.9632,24.373,757740.0
2022-02-27,24.5098,24.8435,23.9632,24.373,757740.0
2022-02-28,24.373,25.4466,24.373,25.16,814613.0
2022-03-01,25.4509,25.9214,24.8777,25.2969,606321.0
2022-03-02,25.8701,25.9214,24.6809,25.2883,812778.0
2022-03-03,24.9406,25.8186,24.732,25.5926,792013.0
2022-03-04,25.6274,26.2959,25.4796,26.1142,1067427.0
2022-03-05,25.6274,26.2959,25.4796,26.1142,1067427.0
2022-03-06,25.6274,26.2959,25.4796,26.1142,1067427.0
2022-03-07,26.5836,26.827,24.4973,25.1232,1052423.0
2022-03-08,25.6969,26.2098,24.7841,25.2536,1146149.0
2022-03-09,24.4016,25.5926,23.9757,24.958,536750.0
2022-03-10,25.3579,25.9925,25.1626,25.8099,433355.0
2022-03-11,25.61,25.9751,24.8711,24.9493,465470.0
2022-03-12,25.61,25.9751,24.8711,24.9493,465470.0
2022-03-13,25.61,25.9751,24.8711,24.9493,465470.0
2022-03-14,24.7755,24.8537,23.6975,24.5581,519735.0
2022-03-15,23.854,24.4712,23.3585,24.1756,556737.0
2022-03-16,24.2973,24.7581,23.9658,24.3321,245494.0
2022-03-17,24.7407,25.9229,24.7407,25.8186,368430.0
2022-03-18,25.8186,25.9316,25.4622,25.6969,416357.0
2022-03-19,25.8186,25.9316,25.4622,25.6969,416357.0
2022-03-20,25.8186,25.9316,25.4622,25.6969,416357.0
2022-03-21,26.1064,26.2359,25.6013,25.9838,709456.0
2022-03-22,26.0707,26.149,25.4796,25.7578,406321.0
2022-03-23,26.2533,26.4185,25.9316,26.0186,421667.0
2022-03-24,25.9403,26.2446,25.736,26.1055,393255.0
2022-03-25,26.3054,27.4615,26.0533,27.3921,661014.0
2022-03-26,26.3054,27.4615,26.0533,27.3921,661014.0
2022-03-27,26.3054,27.4615,26.0533,27.3921,661014.0
2022-03-28,26.8531,26.94,25.8012,26.7923,422852.0
2022-03-29,25.8882,26.5749,25.5578,26.4619,421451.0
2022-03-30,26.7575,27.0791,25.9751,26.0186,416738.0
2022-03-31,25.6361,26.5836,25.5578,25.7056,502123.0
2022-04-01,25.8534,26.5054,25.8012,26.062,338538.0
2022-04-02,25.8534,26.5054,25.8012,26.062,338538.0
2022-04-03,25.8534,26.5054,25.8012,26.062,338538.0
2022-04-04,26.3924,26.827,25.9925,26.5228,433067.0
2022-04-05,26.8444,27.1139,26.6097,26.7836,555350.0
2022-04-06,27.0357,27.3834,26.6706,27.14,686259.0
2022-04-07,27.5138,27.7224,26.3924,27.0965,416465.0
2022-04-08,27.2182,27.679,27.1009,27.2008,372596.0
2022-04-09,27.2182,27.679,27.1009,27.2008,372596.0
2022-04-10,27.2182,27.679,27.1009,27.2008,372596.0
2022-04-11,26.4011,27.1748,26.149,26.4967,414998.0
2022-04-12,26.9053,27.5138,26.2359,26.2707,318283.0
2022-04-13,26.6358,27.2965,26.5228,27.2617,285665.0
2022-04-14,27.1313,27.7398,26.9922,27.366,199600.0
2022-04-15,27.1313,27.7398,26.9922,27.366,199600.0
2022-04-16,27.1313,27.7398,26.9922,27.366,199600.0
2022-04-17,27.1313,27.7398,26.9922,27.366,199600.0
2022-04-18,27.5442,28.0092,27.3399,27.6007,268105.0
2022-04-19,27.9658,27.9658,27.0531,27.1661,226775.0
2022-04-20,27.4529,27.9658,27.3747,27.8007,321916.0
2022-04-21,27.905,28.1223,26.3837,26.5315,262400.0
2022-04-22,26.175,26.9748,25.723,26.2098,513671.0
2022-04-23,26.175,26.9748,25.723,26.2098,513671.0
2022-04-24,26.175,26.9748,25.723,26.2098,513671.0
2022-04-25,25.4274,25.6317,23.854,25.2188,730502.0
2022-04-26,25.3492,25.5578,24.3582,24.4277,322269.0
2022-04-27,24.5842,25.2188,24.3582,24.9058,310134.0
2022-04-28,25.3144,25.4709,24.4451,25.184,474837.0
2022-04-29,25.3405,25.5432,24.7494,24.9754,501970.0
2022-04-30,25.3405,25.5432,24.7494,24.9754,501970.0
2022-05-01,25.3405,25.5432,24.7494,24.9754,501970.0
2022-05-02,24.6711,24.9406,24.0887,24.4886,813072.0
2022-05-03,25.597,27.1313,25.0623,26.9487,958325.0
2022-05-04,27.5833,27.5833,26.2794,27.2878,513417.0
2022-05-05,27.4182,27.6268,26.1403,26.3489,443017.0
2022-05-06,26.3315,27.1617,26.2359,26.5315,611753.0
2022-05-07,26.3315,27.1617,26.2359,26.5315,611753.0
2022-05-08,26.3315,27.1617,26.2359,26.5315,611753.0
2022-05-09,25.8969,26.3663,24.0887,24.2799,981505.0
2022-05-10,24.9667,25.8447,24.393,24.6972,642026.0
2022-05-11,24.9287,25.8012,24.5904,24.7506,503102.0
2022-05-12,24.5726,25.3203,24.2788,24.7684,690515.0
2022-05-13,25.3293,26.0505,25.2759,25.2848,447462.0
2022-05-14,25.3293,26.0505,25.2759,25.2848,447462.0
2022-05-15,25.3293,26.0505,25.2759,25.2848,447462.0
2022-05-16,25.4896,26.3977,25.4807,25.7834,554861.0
2022-05-17,26.0238,26.825,26.0238,26.6203,358131.0
2022-05-18,26.8696,26.8696,25.9169,26.2642,634939.0
2022-05-19,25.9347,26.7004,25.8635,25.8635,557566.0
2022-05-20,26.282,26.5491,25.6142,25.9793,356965.0
2022-05-21,26.282,26.5491,25.6142,25.9793,356965.0
2022-05-22,26.282,26.5491,25.6142,25.9793,356965.0
2022-05-23,26.0327,26.6559,26.0327,26.5312,448631.0
