,MC US Equity,MC US Equity,MC US Equity,MC US Equity,MC US Equity
2020-03-13,19.5257,20.9856,19.3213,20.9345,1009445.0
2020-03-14,19.5257,20.9856,19.3213,20.9345,1009445.0
2020-03-15,19.5257,20.9856,19.3213,20.9345,1009445.0
2020-03-16,17.7082,20.7301,17.7009,19.8761,1044024.0
2020-03-17,20.2483,21.8104,19.2045,20.8688,1181184.0
2020-03-18,19.8907,20.8031,16.1388,17.3943,1358048.0
2020-03-19,17.2556,19.7009,17.0147,18.7593,1140995.0
2020-03-20,18.9418,19.6936,17.8651,18.3651,1143120.0
2020-03-21,18.9418,19.6936,17.8651,18.3651,1143120.0
2020-03-22,18.9418,19.6936,17.8651,18.3651,1143120.0
2020-03-23,18.0147,19.5695,17.4162,18.7228,1131991.0
2020-03-24,19.4527,20.4016,19.2191,20.3067,735199.0
2020-03-25,20.3286,21.8177,19.9783,20.6717,644838.0
2020-03-26,20.9272,22.9491,20.9272,22.6863,738332.0
2020-03-27,21.971,22.7739,21.4557,21.8031,551231.0
2020-03-28,21.971,22.7739,21.4557,21.8031,551231.0
2020-03-29,21.971,22.7739,21.4557,21.8031,551231.0
2020-03-30,21.8761,22.263,21.3724,21.7812,597893.0
2020-03-31,21.5476,22.0002,20.0732,20.5111,775146.0
2020-04-01,19.5841,20.2921,19.5038,19.7739,773543.0
2020-04-02,19.6133,21.1462,19.4564,21.0367,1178634.0
2020-04-03,21.1681,21.9564,20.7228,21.7885,1102278.0
2020-04-04,21.1681,21.9564,20.7228,21.7885,1102278.0
2020-04-05,21.1681,21.9564,20.7228,21.7885,1102278.0
2020-04-06,22.7155,22.8542,21.7666,22.1827,629420.0
2020-04-07,22.9637,22.9929,20.9929,21.3505,615304.0
2020-04-08,21.4454,21.9856,20.9856,21.5476,761223.0
2020-04-09,21.7228,22.1462,21.3578,21.8615,739803.0
2020-04-10,21.7228,22.1462,21.3578,21.8615,739803.0
2020-04-11,21.7228,22.1462,21.3578,21.8615,739803.0
2020-04-12,21.7228,22.1462,21.3578,21.8615,739803.0
2020-04-13,21.6717,22.0513,21.1243,21.3286,947836.0
2020-04-14,21.0513,21.4673,20.6936,21.2265,805717.0
2020-04-15,20.4892,21.5184,20.4162,21.2411,575058.0
2020-04-16,21.2556,21.6717,20.8323,21.4673,583684.0
2020-04-17,22.1462,22.7374,21.5111,22.0513,805252.0
2020-04-18,22.1462,22.7374,21.5111,22.0513,805252.0
2020-04-19,22.1462,22.7374,21.5111,22.0513,805252.0
2020-04-20,21.6936,22.5257,21.6554,21.9491,499601.0
2020-04-21,21.4308,22.0367,21.4016,21.9418,427120.0
2020-04-22,22.3505,22.6498,22.106,22.606,898497.0
2020-04-23,21.2411,22.4673,20.5111,21.1827,1731620.0
2020-04-24,20.9199,21.0367,19.0111,19.3505,2036436.0
2020-04-25,20.9199,21.0367,19.0111,19.3505,2036436.0
2020-04-26,20.9199,21.0367,19.0111,19.3505,2036436.0
2020-04-27,19.3505,20.7812,19.3505,20.6279,893694.0
2020-04-28,21.2702,21.533,20.8396,21.3505,657832.0
2020-04-29,21.533,21.9126,21.4308,21.6425,744717.0
2020-04-30,21.3505,22.0732,21.071,21.8031,646776.0
2020-05-01,21.2841,21.446,20.5736,21.2767,678926.0
2020-05-02,21.2841,21.446,20.5736,21.2767,678926.0
2020-05-03,21.2841,21.446,20.5736,21.2767,678926.0
2020-05-04,21.0853,21.2104,20.6509,21.0411,524205.0
2020-05-05,21.3282,21.9908,21.2509,21.7405,753551.0
2020-05-06,21.9687,22.2264,21.4902,21.873,673209.0
2020-05-07,22.1234,22.8154,21.6743,21.9319,681488.0
2020-05-08,22.381,22.6498,22.2191,22.5283,435289.0
2020-05-09,22.381,22.6498,22.2191,22.5283,435289.0
2020-05-10,22.381,22.6498,22.2191,22.5283,435289.0
2020-05-11,22.278,23.1099,22.0865,22.7418,449589.0
2020-05-12,22.8448,22.9774,21.7111,21.7405,594489.0
2020-05-13,21.6375,21.6375,19.738,20.4742,551747.0
2020-05-14,20.1724,21.0926,20.1724,20.9086,494226.0
2020-05-15,20.835,21.1,20.7098,20.9454,304041.0
2020-05-16,20.835,21.1,20.7098,20.9454,304041.0
2020-05-17,20.835,21.1,20.7098,20.9454,304041.0
2020-05-18,21.3945,22.1675,21.3062,22.0056,425333.0
2020-05-19,21.851,22.116,21.343,21.343,316052.0
2020-05-20,21.7921,22.0203,21.6227,21.7405,434476.0
2020-05-21,21.6522,22.1823,21.4681,21.6154,445985.0
2020-05-22,21.689,21.9614,21.4902,21.9246,527224.0
2020-05-23,21.689,21.9614,21.4902,21.9246,527224.0
2020-05-24,21.689,21.9614,21.4902,21.9246,527224.0
2020-05-25,21.689,21.9614,21.4902,21.9246,527224.0
2020-05-26,22.4988,23.1835,22.3074,22.97,817539.0
2020-05-27,23.559,25.0277,23.4449,24.6339,615565.0
2020-05-28,25.0241,25.0241,24.3541,24.5234,784479.0
2020-05-29,24.2952,24.8842,24.148,24.759,686737.0
2020-05-30,24.2952,24.8842,24.148,24.759,686737.0
2020-05-31,24.2952,24.8842,24.148,24.759,686737.0
2020-06-01,24.7369,25.1897,24.4646,24.7517,440436.0
2020-06-02,24.8694,25.856,24.6928,25.6425,650349.0
2020-06-03,26.2241,26.4891,25.9222,26.3051,470618.0
2020-06-04,26.121,27.0855,26.0294,27.0413,420578.0
2020-06-05,27.9027,28.926,27.7628,27.8659,726566.0
2020-06-06,27.9027,28.926,27.7628,27.8659,726566.0
2020-06-07,27.9027,28.926,27.7628,27.8659,726566.0
2020-06-08,28.1898,28.4475,27.2622,27.7039,607627.0
2020-06-09,27.2916,27.9174,27.0266,27.5566,510168.0
2020-06-10,27.3947,27.9468,27.0928,27.299,617437.0
2020-06-11,26.4523,26.9161,25.9959,26.121,720181.0
2020-06-12,27.0707,27.1591,25.4437,25.5026,798743.0
2020-06-13,27.0707,27.1591,25.4437,25.5026,798743.0
2020-06-14,27.0707,27.1591,25.4437,25.5026,798743.0
2020-06-15,24.7737,25.9959,24.7737,25.8486,572187.0
2020-06-16,26.7689,26.9235,25.6425,25.9075,545274.0
2020-06-17,25.9222,26.1063,25.4805,25.5541,715119.0
2020-06-18,25.4584,26.364,25.3406,26.283,874857.0
2020-06-19,26.6364,26.7247,25.1492,25.1492,1040448.0
2020-06-20,26.6364,26.7247,25.1492,25.1492,1040448.0
2020-06-21,26.6364,26.7247,25.1492,25.1492,1040448.0
2020-06-22,25.1934,25.8413,25.105,25.4952,492806.0
2020-06-23,25.7824,26.0179,24.6135,24.8179,926228.0
2020-06-24,24.5382,24.6339,23.4338,23.4412,787998.0
2020-06-25,23.2866,23.7651,22.9185,23.7136,819871.0
2020-06-26,23.4485,23.4854,22.116,22.1602,1701136.0
2020-06-27,23.4485,23.4854,22.116,22.1602,1701136.0
2020-06-28,23.4485,23.4854,22.116,22.1602,1701136.0
2020-06-29,22.4178,22.7786,22.2117,22.6682,587765.0
2020-06-30,22.5356,23.051,22.4473,22.9406,608613.0
2020-07-01,22.97,23.3087,22.1896,22.543,585146.0
2020-07-02,23.0657,23.0952,22.4694,22.624,349232.0
2020-07-03,23.0657,23.0952,22.4694,22.624,349232.0
2020-07-04,23.0657,23.0952,22.4694,22.624,349232.0
2020-07-05,23.0657,23.0952,22.4694,22.624,349232.0
2020-07-06,23.0142,23.2645,22.8228,23.1541,286330.0
2020-07-07,22.0865,22.5798,21.4203,21.5123,1485522.0
2020-07-08,21.5638,21.9872,21.1664,21.9319,958419.0
2020-07-09,21.9835,22.1234,21.1147,21.3135,665061.0
2020-07-10,20.9012,21.8141,20.8202,21.7847,528667.0
2020-07-11,20.9012,21.8141,20.8202,21.7847,528667.0
2020-07-12,20.9012,21.8141,20.8202,21.7847,528667.0
2020-07-13,21.6154,21.8141,21.2031,21.4976,1028542.0
2020-07-14,21.5344,21.851,21.365,21.6448,538225.0
2020-07-15,22.1675,22.8485,21.8216,22.7123,467641.0
2020-07-16,22.5798,23.0547,22.3737,22.8596,275705.0
2020-07-17,22.8448,23.2719,22.6387,22.8743,486725.0
2020-07-18,22.8448,23.2719,22.6387,22.8743,486725.0
2020-07-19,22.8448,23.2719,22.6387,22.8743,486725.0
2020-07-20,22.705,23.1688,22.5209,23.1393,275518.0
2020-07-21,23.2498,23.6547,23.1393,23.5295,450233.0
2020-07-22,23.2645,23.397,22.3295,22.6829,520279.0
2020-07-23,22.543,22.8706,22.4547,22.5945,519969.0
2020-07-24,22.6534,23.1577,22.5136,22.5798,393102.0
2020-07-25,22.6534,23.1577,22.5136,22.5798,393102.0
2020-07-26,22.6534,23.1577,22.5136,22.5798,393102.0
2020-07-27,22.4547,22.6755,22.197,22.5504,483726.0
2020-07-28,22.6166,22.7491,22.2485,22.3,390920.0
2020-07-29,22.3958,22.4841,21.8068,22.2927,676285.0
2020-07-30,21.7184,22.2043,21.181,21.9687,1098112.0
2020-07-31,22.0129,22.0939,21.6816,21.9319,522626.0
2020-08-01,22.0129,22.0939,21.6816,21.9319,522626.0
2020-08-02,22.0129,22.0939,21.6816,21.9319,522626.0
2020-08-03,22.0424,22.6239,21.77,22.4178,626407.0
2020-08-04,22.3295,22.5209,22.0276,22.1896,290626.0
2020-08-05,21.4976,22.5798,21.4387,22.5798,478384.0
2020-08-06,22.5724,22.9663,22.462,22.8817,334099.0
2020-08-07,22.7221,23.1897,22.4103,23.1303,378773.0
2020-08-08,22.7221,23.1897,22.4103,23.1303,378773.0
2020-08-09,22.7221,23.1897,22.4103,23.1303,378773.0
2020-08-10,23.3011,23.5906,23.0784,23.5238,515003.0
2020-08-11,24.0211,24.5333,23.6527,23.7984,534428.0
2020-08-12,24.1547,24.3477,23.6246,23.9246,404815.0
2020-08-13,23.9023,24.01,23.5906,23.7687,334640.0
2020-08-14,23.6648,23.7984,23.4941,23.5609,275383.0
2020-08-15,23.6648,23.7984,23.4941,23.5609,275383.0
2020-08-16,23.6648,23.7984,23.4941,23.5609,275383.0
2020-08-17,23.6054,23.6054,23.1526,23.2046,311163.0
2020-08-18,23.1823,23.8058,22.9893,23.5386,486856.0
2020-08-19,23.4941,23.9988,23.4941,23.598,382623.0
2020-08-20,23.353,23.843,23.3308,23.5757,182105.0
2020-08-21,23.546,23.8281,23.071,23.791,277930.0
2020-08-22,23.546,23.8281,23.071,23.791,277930.0
2020-08-23,23.546,23.8281,23.071,23.791,277930.0
2020-08-24,24.0657,24.4813,23.6054,24.422,501715.0
2020-08-25,24.7189,25.116,24.511,24.6669,601524.0
2020-08-26,24.7486,24.8191,24.2772,24.4591,329840.0
2020-08-27,24.5704,25.2162,24.0211,24.1102,437605.0
2020-08-28,22.9745,24.0137,22.9745,23.843,434159.0
2020-08-29,22.9745,24.0137,22.9745,23.843,434159.0
2020-08-30,22.9745,24.0137,22.9745,23.843,434159.0
2020-08-31,23.9098,24.0285,23.5758,23.6871,336341.0
2020-09-01,23.5609,23.9914,23.2863,23.932,229143.0
2020-09-02,23.9098,24.2883,23.8111,24.1473,241202.0
2020-09-03,24.2661,24.4813,23.4718,23.6351,333631.0
2020-09-04,24.0508,24.0508,23.2862,23.4273,295381.0
2020-09-05,24.0508,24.0508,23.2862,23.4273,295381.0
2020-09-06,24.0508,24.0508,23.2862,23.4273,295381.0
2020-09-07,24.0508,24.0508,23.2862,23.4273,295381.0
2020-09-08,23.264,23.4644,22.7666,23.3382,429970.0
2020-09-09,23.5906,23.8504,23.019,23.6277,746674.0
2020-09-10,23.6425,23.6425,22.8037,22.8186,1450153.0
2020-09-11,22.9819,23.3085,22.6256,23.2268,510773.0
2020-09-12,22.9819,23.3085,22.6256,23.2268,510773.0
2020-09-13,22.9819,23.3085,22.6256,23.2268,510773.0
2020-09-14,23.4198,24.4368,23.3976,24.3774,337916.0
2020-09-15,24.5704,24.5704,24.125,24.1622,239251.0
2020-09-16,24.318,25.1568,24.0441,24.7783,468298.0
2020-09-17,24.5927,25.2088,24.4962,25.1717,461894.0
2020-09-18,25.3127,25.4835,24.8377,25.3944,848805.0
2020-09-19,25.3127,25.4835,24.8377,25.3944,848805.0
2020-09-20,25.3127,25.4835,24.8377,25.3944,848805.0
2020-09-21,25.0084,25.1272,24.0211,24.3477,640475.0
2020-09-22,24.2809,24.7115,24.0508,24.5704,310176.0
2020-09-23,24.615,24.7634,23.984,24.1399,708560.0
2020-09-24,24.229,24.6075,24.0619,24.3032,491135.0
2020-09-25,24.1176,24.5259,24.1028,24.4591,385508.0
2020-09-26,24.1176,24.5259,24.1028,24.4591,385508.0
2020-09-27,24.1176,24.5259,24.1028,24.4591,385508.0
2020-09-28,24.8154,25.5725,24.8154,25.4167,264571.0
2020-09-29,25.3647,25.4983,24.9416,25.3795,297734.0
2020-09-30,25.4463,26.2889,25.4463,26.0847,425379.0
2020-10-01,26.2555,26.352,25.721,26.0773,291184.0
2020-10-02,26.352,27.1945,26.0773,26.7454,625826.0
2020-10-03,26.352,27.1945,26.0773,26.7454,625826.0
2020-10-04,26.352,27.1945,26.0773,26.7454,625826.0
2020-10-05,27.0052,27.458,26.545,27.2205,437920.0
2020-10-06,27.4654,27.8663,27.0943,27.2353,556196.0
2020-10-07,27.651,27.9628,27.4654,27.703,594244.0
2020-10-08,27.9925,28.3265,27.844,28.282,572974.0
2020-10-09,27.8217,28.8832,27.792,28.475,551605.0
2020-10-10,27.8217,28.8832,27.792,28.475,551605.0
2020-10-11,27.8217,28.8832,27.792,28.475,551605.0
2020-10-12,28.8164,29.0911,28.3339,28.7942,495447.0
2020-10-13,28.6977,28.7793,28.2448,28.5269,540462.0
2020-10-14,28.5715,29.336,28.2152,28.2894,465434.0
2020-10-15,28.0815,28.5269,27.9999,28.2745,415206.0
2020-10-16,28.2968,28.4897,28.1558,28.3413,351508.0
2020-10-17,28.2968,28.4897,28.1558,28.3413,351508.0
2020-10-18,28.2968,28.4897,28.1558,28.3413,351508.0
2020-10-19,28.4824,28.4824,27.896,27.9553,427530.0
2020-10-20,28.23,28.9129,28.1446,28.2152,510162.0
2020-10-21,28.2374,28.5863,28.0222,28.3859,434274.0
2020-10-22,28.4304,28.8907,28.1706,28.6086,398024.0
2020-10-23,28.668,29.0837,28.5121,28.9723,402011.0
2020-10-24,28.668,29.0837,28.5121,28.9723,402011.0
2020-10-25,28.668,29.0837,28.5121,28.9723,402011.0
2020-10-26,28.7051,28.7273,28.1001,28.371,334684.0
2020-10-27,29.774,31.266,29.1059,29.1579,1558872.0
2020-10-28,27.985,28.4082,27.1314,27.1388,911380.0
2020-10-29,27.124,27.9776,26.6192,27.8217,421022.0
2020-10-30,27.7104,27.9888,27.1982,27.6139,454911.0
2020-10-31,27.7104,27.9888,27.1982,27.6139,454911.0
2020-11-01,27.7104,27.9888,27.1982,27.6139,454911.0
2020-11-02,27.8885,28.2745,27.5397,27.9257,381297.0
2020-11-03,28.3785,28.5343,27.6362,27.792,308841.0
2020-11-04,27.7623,28.9797,27.3244,28.2152,585988.0
2020-11-05,28.4345,28.7119,28.262,28.3295,565417.0
2020-11-06,28.577,28.577,27.4222,27.4597,251937.0
2020-11-07,28.577,28.577,27.4222,27.4597,251937.0
2020-11-08,28.577,28.577,27.4222,27.4597,251937.0
2020-11-09,28.7269,29.3718,27.7446,27.7596,547013.0
2020-11-10,28.0371,28.8881,27.8946,28.7419,480028.0
2020-11-11,28.7194,28.7832,27.6621,28.127,357894.0
2020-11-12,27.9921,28.2695,27.3922,27.8871,344332.0
2020-11-13,28.2545,28.7194,28.0146,28.2095,333668.0
2020-11-14,28.2545,28.7194,28.0146,28.2095,333668.0
2020-11-15,28.2545,28.7194,28.0146,28.2095,333668.0
2020-11-16,28.7869,29.0044,28.262,28.6594,238853.0
2020-11-17,28.547,29.1056,28.382,28.9444,310103.0
2020-11-18,28.9744,29.2218,28.5995,28.5995,393599.0
2020-11-19,28.4045,28.5807,28.1795,28.547,270358.0
2020-11-20,28.3595,28.7419,28.187,28.6444,294813.0
2020-11-21,28.3595,28.7419,28.187,28.6444,294813.0
2020-11-22,28.3595,28.7419,28.187,28.6444,294813.0
2020-11-23,28.8544,29.3718,28.7644,29.3418,384326.0
2020-11-24,29.7542,30.5566,29.6942,29.8367,509542.0
2020-11-25,29.5968,30.1741,29.5068,29.9342,196958.0
2020-11-26,29.5968,30.1741,29.5068,29.9342,196958.0
2020-11-27,29.9942,29.9942,29.7167,29.7617,99123.0
2020-11-28,29.9942,29.9942,29.7167,29.7617,99123.0
2020-11-29,29.9942,29.9942,29.7167,29.7617,99123.0
2020-11-30,29.8067,29.8441,29.3193,29.4243,215270.0
2020-12-01,29.7017,30.2266,29.4318,30.1517,374040.0
2020-12-02,30.2491,30.8115,29.9342,30.6466,286592.0
2020-12-03,30.834,31.4639,30.7853,31.2989,390078.0
2020-12-04,31.4114,31.8538,31.4114,31.6739,240103.0
2020-12-05,31.4114,31.8538,31.4114,31.6739,240103.0
2020-12-06,31.4114,31.8538,31.4114,31.6739,240103.0
2020-12-07,31.5539,32.1988,31.4039,32.1163,224953.0
2020-12-08,32.6037,33.2411,32.1838,32.3487,628941.0
2020-12-09,32.4537,32.8736,31.9363,32.6037,446254.0
2020-12-10,32.3637,32.6937,32.0938,32.6337,277826.0
2020-12-11,32.4912,33.4865,32.4425,33.436,374201.0
2020-12-12,32.4912,33.4865,32.4425,33.436,374201.0
2020-12-13,32.4912,33.4865,32.4425,33.436,374201.0
2020-12-14,33.7435,34.5908,33.4585,33.7435,577378.0
2020-12-15,34.0359,34.5233,33.7809,34.3433,320435.0
2020-12-16,34.5083,34.5308,33.5785,34.0434,625028.0
2020-12-17,33.6904,34.1375,33.4316,33.8865,444114.0
2020-12-18,34.0356,35.173,33.9113,35.1102,1323688.0
2020-12-19,34.0356,35.173,33.9113,35.1102,1323688.0
2020-12-20,34.0356,35.173,33.9113,35.1102,1323688.0
2020-12-21,34.616,35.7142,34.514,35.6436,506316.0
2020-12-22,35.7299,36.7104,35.6122,36.4594,447563.0
2020-12-23,36.7575,37.6438,36.5457,37.2595,760529.0
2020-12-24,37.3771,37.6085,36.9065,37.032,88443.0
2020-12-25,37.3771,37.6085,36.9065,37.032,88443.0
2020-12-26,37.3771,37.6085,36.9065,37.032,88443.0
2020-12-27,37.3771,37.6085,36.9065,37.032,88443.0
2020-12-28,37.0948,37.4399,36.3496,36.9849,494658.0
2020-12-29,36.9693,37.2163,35.9966,36.1848,613478.0
2020-12-30,36.2398,36.7418,36.1299,36.4359,240987.0
2020-12-31,36.4359,36.7339,36.1692,36.679,227309.0
2021-01-01,36.4359,36.7339,36.1692,36.679,227309.0
2021-01-02,36.4359,36.7339,36.1692,36.679,227309.0
2021-01-03,36.4359,36.7339,36.1692,36.679,227309.0
2021-01-04,37.1183,37.1183,35.5965,36.028,324354.0
2021-01-05,36.7575,37.0438,36.2554,36.2711,442958.0
2021-01-06,36.9536,39.4401,36.6633,39.0872,843746.0
2021-01-07,40.1069,41.0168,39.6519,40.6403,544741.0
2021-01-08,40.7658,41.158,39.55,40.2481,411970.0
2021-01-09,40.7658,41.158,39.55,40.2481,411970.0
2021-01-10,40.7658,41.158,39.55,40.2481,411970.0
2021-01-11,40.0441,41.2914,40.0441,41.0482,416518.0
2021-01-12,41.4169,42.2483,40.9305,41.5031,558182.0
2021-01-13,41.3384,41.7855,40.8913,41.613,268191.0
2021-01-14,42.0052,43.37,41.8287,42.7425,400034.0
2021-01-15,42.1071,43.3622,41.8483,43.2916,420522.0
2021-01-16,42.1071,43.3622,41.8483,43.2916,420522.0
2021-01-17,42.1071,43.3622,41.8483,43.2916,420522.0
2021-01-18,42.1071,43.3622,41.8483,43.2916,420522.0
2021-01-19,43.4328,43.8956,42.7582,43.1661,503119.0
2021-01-20,43.1739,43.927,42.1267,43.1818,458433.0
2021-01-21,43.2759,43.6054,42.264,42.5543,283773.0
2021-01-22,42.0679,42.7974,41.9032,42.7347,270484.0
2021-01-23,42.0679,42.7974,41.9032,42.7347,270484.0
2021-01-24,42.0679,42.7974,41.9032,42.7347,270484.0
2021-01-25,42.3895,42.9935,41.5973,41.8169,450502.0
2021-01-26,42.115,42.2719,40.2246,40.3579,404719.0
2021-01-27,39.55,39.8323,38.2478,38.7263,688153.0
2021-01-28,39.1656,40.6481,38.9381,40.154,480410.0
2021-01-29,40.0834,40.1069,38.4283,38.993,341016.0
2021-01-30,40.0834,40.1069,38.4283,38.993,341016.0
2021-01-31,40.0834,40.1069,38.4283,38.993,341016.0
2021-02-01,39.0558,40.2324,38.9303,40.201,348225.0
2021-02-02,40.7423,41.3933,40.5383,40.758,392989.0
2021-02-03,40.6089,41.4639,40.4207,41.1658,300310.0
2021-02-04,41.26,41.8169,40.5893,40.8129,229447.0
2021-02-05,41.0952,41.6757,40.3422,40.5619,377560.0
2021-02-06,41.0952,41.6757,40.3422,40.5619,377560.0
2021-02-07,41.0952,41.6757,40.3422,40.5619,377560.0
2021-02-08,40.554,41.5581,40.3971,41.3698,412656.0
2021-02-09,41.4012,42.0679,40.7972,41.5581,285540.0
2021-02-10,41.7542,43.0641,41.7542,42.9857,419256.0
2021-02-11,42.8366,44.2172,41.0368,42.3503,780593.0
2021-02-12,41.911,43.1896,41.1423,42.868,443072.0
2021-02-13,41.911,43.1896,41.1423,42.868,443072.0
2021-02-14,41.911,43.1896,41.1423,42.868,443072.0
2021-02-15,41.911,43.1896,41.1423,42.868,443072.0
2021-02-16,42.468,43.6446,42.468,42.9935,619596.0
2021-02-17,42.9465,43.4132,42.0523,43.2445,346476.0
2021-02-18,43.1426,43.9034,42.4523,42.5621,571247.0
2021-02-19,42.7443,43.8855,42.7443,43.3862,430828.0
2021-02-20,42.7443,43.8855,42.7443,43.3862,430828.0
2021-02-21,42.7443,43.8855,42.7443,43.3862,430828.0
2021-02-22,43.1881,44.1628,42.6889,43.2119,659029.0
2021-02-23,39.7093,42.5938,39.3685,41.9915,1156741.0
2021-02-24,41.9915,42.6255,41.4447,42.0945,745543.0
2021-02-25,42.1817,42.5082,40.0976,40.1531,405687.0
2021-02-26,40.3353,41.4527,39.5904,40.9217,612011.0
2021-02-27,40.3353,41.4527,39.5904,40.9217,612011.0
2021-02-28,40.3353,41.4527,39.5904,40.9217,612011.0
2021-03-01,41.7855,43.4734,41.6666,43.1881,1094067.0
2021-03-02,43.1485,43.3783,42.1659,42.2768,421384.0
2021-03-03,42.4511,43.5843,42.261,42.3481,372419.0
2021-03-04,42.6096,42.6572,40.1134,41.2466,593915.0
2021-03-05,41.9598,42.1976,39.9153,42.1738,463402.0
2021-03-06,41.9598,42.1976,39.9153,42.1738,463402.0
2021-03-07,41.9598,42.1976,39.9153,42.1738,463402.0
2021-03-08,42.3798,44.1549,42.2808,43.3941,444108.0
2021-03-09,43.8221,44.7254,43.204,43.9251,545548.0
2021-03-10,44.1232,44.6304,43.7745,44.1945,342520.0
2021-03-11,44.5511,45.4466,44.2975,45.2802,360610.0
2021-03-12,45.3277,45.9934,44.7571,44.8919,362434.0
2021-03-13,45.3277,45.9934,44.7571,44.8919,362434.0
2021-03-14,45.3277,45.9934,44.7571,44.8919,362434.0
2021-03-15,44.9394,44.9394,43.5685,44.4877,358604.0
2021-03-16,44.6621,45.1058,44.139,44.8047,375202.0
2021-03-17,44.9236,45.93,44.4798,45.93,431353.0
2021-03-18,45.93,47.2533,45.0979,45.1375,594321.0
2021-03-19,45.296,45.4149,43.8617,44.8364,896915.0
2021-03-20,45.296,45.4149,43.8617,44.8364,896915.0
2021-03-21,45.296,45.4149,43.8617,44.8364,896915.0
2021-03-22,44.8047,45.3198,43.6398,44.25,395201.0
2021-03-23,43.9885,44.4322,43.41,43.5764,404238.0
2021-03-24,43.9409,44.5432,43.2119,43.2515,312198.0
2021-03-25,43.1168,43.7706,42.0867,43.5289,370108.0
2021-03-26,43.9806,44.4481,43.307,44.353,323348.0
2021-03-27,43.9806,44.4481,43.307,44.353,323348.0
2021-03-28,43.9806,44.4481,43.307,44.353,323348.0
2021-03-29,44.0598,44.4322,43.5011,43.616,245161.0
2021-03-30,43.6873,44.567,43.6002,43.83,417511.0
2021-03-31,43.9092,44.4798,42.9028,43.4892,468091.0
2021-04-01,43.8141,44.5273,43.7111,44.4956,536742.0
2021-04-02,43.8141,44.5273,43.7111,44.4956,536742.0
2021-04-03,43.8141,44.5273,43.7111,44.4956,536742.0
2021-04-04,43.8141,44.5273,43.7111,44.4956,536742.0
2021-04-05,44.9394,45.9181,44.1945,45.7477,527312.0
2021-04-06,45.6764,46.2707,44.979,45.1771,324654.0
2021-04-07,45.296,45.399,44.4441,44.7017,428251.0
2021-04-08,44.8443,44.8866,43.3387,43.5526,406044.0
2021-04-09,43.1881,43.5447,41.9202,42.9425,416147.0
2021-04-10,43.1881,43.5447,41.9202,42.9425,416147.0
2021-04-11,43.1881,43.5447,41.9202,42.9425,416147.0
2021-04-12,42.9425,43.5209,42.4828,43.0692,217720.0
2021-04-13,43.1643,43.2761,41.5002,41.7221,475721.0
2021-04-14,41.6428,43.1802,41.5596,41.9677,413281.0
2021-04-15,41.9994,42.4432,40.9376,41.3179,502856.0
2021-04-16,41.6428,43.0613,41.6428,42.9662,460009.0
2021-04-17,41.6428,43.0613,41.6428,42.9662,460009.0
2021-04-18,41.6428,43.0613,41.6428,42.9662,460009.0
2021-04-19,42.8711,43.7507,42.0787,43.6873,474384.0
2021-04-20,43.5606,43.6793,42.0391,42.6651,405558.0
2021-04-21,42.673,43.7349,42.1976,43.719,221649.0
2021-04-22,43.6873,44.5353,43.0772,43.8617,365003.0
2021-04-23,44.036,45.4228,43.8617,45.1217,298177.0
2021-04-24,44.036,45.4228,43.8617,45.1217,298177.0
2021-04-25,44.036,45.4228,43.8617,45.1217,298177.0
2021-04-26,45.2722,45.3673,44.6779,44.7571,382791.0
2021-04-27,45.1296,45.4069,44.6773,45.2326,476681.0
2021-04-28,45.0107,45.296,44.3649,44.9711,281009.0
2021-04-29,45.7239,45.8824,43.4496,44.4956,507878.0
2021-04-30,44.0677,44.7175,42.9979,43.0138,834352.0
2021-05-01,44.0677,44.7175,42.9979,43.0138,834352.0
2021-05-02,44.0677,44.7175,42.9979,43.0138,834352.0
2021-05-03,43.6002,43.7983,42.4576,43.2198,441321.0
2021-05-04,43.2277,43.7111,42.3085,43.2277,497791.0
2021-05-05,43.41,44.3213,43.1406,44.0439,372785.0
2021-05-06,44.2421,44.3134,43.2832,44.1866,382097.0
2021-05-07,44.1118,44.8011,43.5056,44.5769,418526.0
2021-05-08,44.1118,44.8011,43.5056,44.5769,418526.0
2021-05-09,44.1118,44.8011,43.5056,44.5769,418526.0
2021-05-10,44.7596,45.1333,43.7631,43.788,351625.0
2021-05-11,43.0572,43.514,42.4053,42.5341,488515.0
2021-05-12,42.4842,43.5177,42.2309,42.5673,592775.0
2021-05-13,42.7749,44.0122,42.7749,43.5555,565897.0
2021-05-14,43.9125,44.3195,43.5223,44.1783,370841.0
2021-05-15,43.9125,44.3195,43.5223,44.1783,370841.0
2021-05-16,43.9125,44.3195,43.5223,44.1783,370841.0
2021-05-17,43.8793,44.0952,43.0987,44.0537,308670.0
2021-05-18,44.2364,44.4025,43.0738,43.0821,428581.0
2021-05-19,42.3514,43.9873,42.2019,43.8461,525639.0
2021-05-20,43.8212,43.9943,43.0406,43.68,357951.0
2021-05-21,44.0371,44.4689,43.5762,44.0205,348201.0
2021-05-22,44.0371,44.4689,43.5762,44.0205,348201.0
2021-05-23,44.0371,44.4689,43.5762,44.0205,348201.0
2021-05-24,44.2198,44.4256,43.6634,44.1451,278737.0
2021-05-25,44.2447,44.8177,43.3811,43.4309,321854.0
2021-05-26,43.406,44.3111,43.2067,44.2032,237941.0
2021-05-27,44.8343,44.8343,43.871,44.3942,226201.0
2021-05-28,44.361,44.5852,43.8959,44.5852,162031.0
