,NBHC US Equity,NBHC US Equity,NBHC US Equity,NBHC US Equity,NBHC US Equity
2021-03-14,39.2173,40.0042,38.6803,39.0321,173443.0
2021-03-15,38.9118,38.9118,37.5045,38.06,121992.0
2021-03-16,37.8656,37.8656,37.2175,37.6064,128601.0
2021-03-17,38.0045,38.722,37.162,37.6619,113494.0
2021-03-18,38.1063,39.0229,37.5601,37.8471,115419.0
2021-03-19,37.6064,38.4118,37.2638,38.273,391761.0
2021-03-20,37.6064,38.4118,37.2638,38.273,391761.0
2021-03-21,37.6064,38.4118,37.2638,38.273,391761.0
2021-03-22,37.9026,38.4211,37.0324,37.3009,162327.0
2021-03-23,36.8194,37.486,36.5695,36.8472,191013.0
2021-03-24,37.2175,37.9536,36.5602,36.5787,265663.0
2021-03-25,36.3843,37.0139,36.0279,36.8194,174402.0
2021-03-26,37.4027,38.2267,37.0602,38.1341,295044.0
2021-03-27,37.4027,38.2267,37.0602,38.1341,295044.0
2021-03-28,37.4027,38.2267,37.0602,38.1341,295044.0
2021-03-29,37.736,38.3563,36.7454,36.7546,193230.0
2021-03-30,37.1898,37.5971,36.8842,37.2638,124418.0
2021-03-31,37.2361,38.0508,36.4676,36.7361,193377.0
2021-04-01,36.6806,37.1805,36.3936,37.1805,202393.0
2021-04-02,36.6806,37.1805,36.3936,37.1805,202393.0
2021-04-03,36.6806,37.1805,36.3936,37.1805,202393.0
2021-04-04,36.6806,37.1805,36.3936,37.1805,202393.0
2021-04-05,37.6064,37.6804,36.6343,37.3009,113312.0
2021-04-06,37.5045,37.5416,36.551,36.9305,105356.0
2021-04-07,37.0324,37.162,36.4954,36.9028,227412.0
2021-04-08,36.9398,37.1435,36.4028,37.0787,186552.0
2021-04-09,37.2916,37.3842,36.7824,37.0602,104703.0
2021-04-10,37.2916,37.3842,36.7824,37.0602,104703.0
2021-04-11,37.2916,37.3842,36.7824,37.0602,104703.0
2021-04-12,37.1157,37.2731,36.8472,37.1342,83413.0
2021-04-13,36.9953,37.1064,36.4213,36.4862,115327.0
2021-04-14,36.2917,37.0787,36.2917,36.6621,93182.0
2021-04-15,36.912,36.912,35.8283,36.5232,74620.0
2021-04-16,37.0416,37.0416,36.4213,36.7269,62424.0
2021-04-17,37.0416,37.0416,36.4213,36.7269,62424.0
2021-04-18,37.0416,37.0416,36.4213,36.7269,62424.0
2021-04-19,36.6065,36.8472,36.2177,36.5787,165824.0
2021-04-20,36.4399,36.6806,36.0881,36.0881,217087.0
2021-04-21,35.8011,36.3658,35.7918,36.264,126698.0
2021-04-22,36.4584,36.4584,35.6066,35.7362,133627.0
2021-04-23,36.8102,37.1712,35.9121,36.8102,164938.0
2021-04-24,36.8102,37.1712,35.9121,36.8102,164938.0
2021-04-25,36.8102,37.1712,35.9121,36.8102,164938.0
2021-04-26,37.3194,38.023,36.9012,37.5508,263093.0
2021-04-27,37.6342,37.6434,37.1805,37.5786,159824.0
2021-04-28,37.6804,38.3841,37.2959,37.5416,209069.0
2021-04-29,37.8008,38.1526,37.0139,37.1342,129405.0
2021-04-30,36.912,37.2361,36.7083,36.9398,153853.0
2021-05-01,36.912,37.2361,36.7083,36.9398,153853.0
2021-05-02,36.912,37.2361,36.7083,36.9398,153853.0
2021-05-03,37.2453,37.3379,36.5139,36.7546,217035.0
2021-05-04,36.6621,37.0972,36.2917,36.8565,219111.0
2021-05-05,37.1435,37.6712,36.4584,37.2823,133501.0
2021-05-06,37.3472,38.06,36.9722,38.06,328453.0
2021-05-07,37.5786,38.3007,37.5693,38.0137,142744.0
2021-05-08,37.5786,38.3007,37.5693,38.0137,142744.0
2021-05-09,37.5786,38.3007,37.5693,38.0137,142744.0
2021-05-10,38.023,38.9395,37.9397,37.9582,183393.0
2021-05-11,37.6064,38.023,37.3472,37.6342,140566.0
2021-05-12,37.8934,38.0693,36.3797,36.5047,114879.0
2021-05-13,36.5232,38.3933,36.5232,38.1063,150456.0
2021-05-14,38.3563,38.56,38.1156,38.4118,109577.0
2021-05-15,38.3563,38.56,38.1156,38.4118,109577.0
2021-05-16,38.3563,38.56,38.1156,38.4118,109577.0
2021-05-17,38.2915,38.6248,37.8841,38.3285,333176.0
2021-05-18,38.3748,38.3748,37.5138,37.5231,95580.0
2021-05-19,37.2268,37.5138,36.551,37.486,241627.0
2021-05-20,37.486,37.486,36.7546,37.2546,133357.0
2021-05-21,37.5786,38.1711,37.5416,38.1156,430459.0
2021-05-22,37.5786,38.1711,37.5416,38.1156,430459.0
2021-05-23,37.5786,38.1711,37.5416,38.1156,430459.0
2021-05-24,38.4026,38.4026,37.2638,37.4397,86953.0
2021-05-25,37.486,37.611,36.588,36.6065,288686.0
2021-05-26,36.7083,36.9398,36.5695,36.8287,131115.0
2021-05-27,37.1452,37.3593,36.8194,36.959,222334.0
2021-05-28,36.9497,36.9544,36.3353,36.8659,85226.0
2021-05-29,36.9497,36.9544,36.3353,36.8659,85226.0
2021-05-30,36.9497,36.9544,36.3353,36.8659,85226.0
2021-05-31,36.9497,36.9544,36.3353,36.8659,85226.0
2021-06-01,36.9683,37.6759,36.8752,37.5083,472285.0
2021-06-02,37.7038,37.7038,36.6611,36.7356,89206.0
2021-06-03,36.8659,37.3966,36.5959,37.1545,128748.0
2021-06-04,37.0056,37.2569,36.5308,36.838,138787.0
2021-06-05,37.0056,37.2569,36.5308,36.838,138787.0
2021-06-06,37.0056,37.2569,36.5308,36.838,138787.0
2021-06-07,37.1266,37.35,36.689,36.9125,71942.0
2021-06-08,36.8008,37.3221,36.5494,37.2104,78421.0
2021-06-09,36.9404,37.6479,36.6704,37.0521,115430.0
2021-06-10,37.5548,37.5548,36.8008,36.8194,203909.0
2021-06-11,36.8845,37.3035,36.5215,36.6984,105711.0
2021-06-12,36.8845,37.3035,36.5215,36.6984,105711.0
2021-06-13,36.8845,37.3035,36.5215,36.6984,105711.0
2021-06-14,36.8659,37.0335,36.2701,36.568,112991.0
2021-06-15,36.7356,37.2849,36.4842,36.7542,100500.0
2021-06-16,36.6425,37.3779,36.4004,37.1918,103162.0
2021-06-17,37.3314,37.4524,35.5998,35.6557,216478.0
2021-06-18,35.3112,35.3671,33.9427,34.0172,387201.0
2021-06-19,35.3112,35.3671,33.9427,34.0172,387201.0
2021-06-20,35.3112,35.3671,33.9427,34.0172,387201.0
2021-06-21,34.4641,35.125,34.4641,34.9202,203755.0
2021-06-22,34.7061,34.9761,34.1568,34.8271,74346.0
2021-06-23,34.8271,35.1995,34.5571,34.7899,137409.0
2021-06-24,35.0599,35.3717,34.6782,35.274,104735.0
2021-06-25,35.4136,35.6184,35.1018,35.1623,462414.0
2021-06-26,35.4136,35.6184,35.1018,35.1623,462414.0
2021-06-27,35.4136,35.6184,35.1018,35.1623,462414.0
2021-06-28,35.0226,35.0226,33.9241,34.0358,104662.0
2021-06-29,34.371,34.371,33.8031,33.831,61618.0
2021-06-30,34.8364,35.4695,34.5944,35.1343,243982.0
2021-07-01,35.4229,35.5253,34.9295,35.0878,159817.0
2021-07-02,34.8085,35.0878,34.3058,34.5385,138249.0
2021-07-03,34.8085,35.0878,34.3058,34.5385,138249.0
2021-07-04,34.8085,35.0878,34.3058,34.5385,138249.0
2021-07-05,34.8085,35.0878,34.3058,34.5385,138249.0
2021-07-06,34.5385,34.5385,33.5377,34.0731,194102.0
2021-07-07,33.682,34.2499,33.2073,33.4214,135858.0
2021-07-08,32.8535,33.3841,32.4718,33.0211,109268.0
2021-07-09,33.6541,34.1848,33.4772,34.1568,117003.0
2021-07-10,33.6541,34.1848,33.4772,34.1568,117003.0
2021-07-11,33.6541,34.1848,33.4772,34.1568,117003.0
2021-07-12,33.9706,34.5106,33.8031,34.492,123905.0
2021-07-13,34.3151,34.613,33.4121,33.4214,115517.0
2021-07-14,33.561,33.7751,33.0583,33.2724,73400.0
2021-07-15,33.0304,33.6076,32.8768,33.5052,98858.0
2021-07-16,33.831,33.831,32.9326,33.049,116362.0
2021-07-17,33.831,33.831,32.9326,33.049,116362.0
2021-07-18,33.831,33.831,32.9326,33.049,116362.0
2021-07-19,32.2298,32.537,31.755,31.9598,173390.0
2021-07-20,31.9598,33.319,31.9598,32.8721,238993.0
2021-07-21,33.2538,33.6262,33.1514,33.4493,121438.0
2021-07-22,33.1514,33.1514,32.4439,32.6487,94421.0
2021-07-23,33.0397,33.1421,32.8163,32.9838,83465.0
2021-07-24,33.0397,33.1421,32.8163,32.9838,83465.0
2021-07-25,33.0397,33.1421,32.8163,32.9838,83465.0
2021-07-26,33.1235,33.5517,33.1235,33.3376,128493.0
2021-07-27,32.3601,33.1514,32.3601,32.9559,120290.0
2021-07-28,32.7511,33.6215,32.7511,33.2073,145457.0
2021-07-29,33.3562,33.8869,33.17,33.5145,80898.0
2021-07-30,33.5424,33.71,32.9931,33.0118,111122.0
2021-07-31,33.5424,33.71,32.9931,33.0118,111122.0
2021-08-01,33.5424,33.71,32.9931,33.0118,111122.0
2021-08-02,33.049,33.8124,32.5835,32.7697,135976.0
2021-08-03,32.9745,33.1514,32.4439,33.1328,138751.0
2021-08-04,32.6021,32.7604,32.2763,32.3135,291475.0
2021-08-05,32.5835,32.9187,32.4532,32.8907,84504.0
2021-08-06,33.4493,34.1522,33.0304,33.9427,78311.0
2021-08-07,33.4493,34.1522,33.0304,33.9427,78311.0
2021-08-08,33.4493,34.1522,33.0304,33.9427,78311.0
2021-08-09,33.8543,34.1755,33.3469,33.8962,109510.0
2021-08-10,33.7658,34.328,33.682,34.2499,56808.0
2021-08-11,34.3803,34.8178,34.0637,34.7992,85337.0
2021-08-12,34.8271,34.8271,34.2872,34.3058,69696.0
2021-08-13,34.3523,34.6223,34.1615,34.492,121432.0
2021-08-14,34.3523,34.6223,34.1615,34.492,121432.0
2021-08-15,34.3523,34.6223,34.1615,34.492,121432.0
2021-08-16,34.1568,34.5665,33.8496,34.3989,83308.0
2021-08-17,34.1941,34.5106,33.9055,34.0731,193738.0
2021-08-18,34.0451,34.4827,33.7751,33.8031,114620.0
2021-08-19,33.4493,33.7007,33.2817,33.682,128311.0
2021-08-20,33.589,34.4641,33.589,34.4454,92188.0
2021-08-21,33.589,34.4641,33.589,34.4454,92188.0
2021-08-22,33.589,34.4641,33.589,34.4454,92188.0
2021-08-23,34.5478,34.8178,34.3989,34.6596,69951.0
2021-08-24,34.7433,34.8737,34.5851,34.6596,70804.0
2021-08-25,34.7526,35.0506,34.6689,34.7154,106470.0
2021-08-26,34.8184,34.8184,34.4064,34.4157,88746.0
2021-08-27,34.4345,35.5021,34.4345,35.4084,84880.0
2021-08-28,34.4345,35.5021,34.4345,35.4084,84880.0
2021-08-29,34.4345,35.5021,34.4345,35.4084,84880.0
2021-08-30,35.4459,35.4459,34.7061,34.7248,106563.0
2021-08-31,34.6873,35.2586,34.6405,35.1181,163434.0
2021-09-01,35.0526,35.0526,34.5656,34.9308,84279.0
2021-09-02,35.0619,35.2258,34.8465,34.8653,94655.0
2021-09-03,34.7903,34.9121,34.4813,34.8653,78053.0
2021-09-04,34.7903,34.9121,34.4813,34.8653,78053.0
2021-09-05,34.7903,34.9121,34.4813,34.8653,78053.0
2021-09-06,34.7903,34.9121,34.4813,34.8653,78053.0
2021-09-07,34.7903,35.0713,34.5,34.5188,88351.0
2021-09-08,34.2846,34.3877,33.8913,34.0786,88032.0
2021-09-09,33.8726,34.4064,33.7227,33.9475,129426.0
2021-09-10,34.0973,34.5468,33.5635,33.6478,99796.0
2021-09-11,34.0973,34.5468,33.5635,33.6478,99796.0
2021-09-12,34.0973,34.5468,33.5635,33.6478,99796.0
2021-09-13,33.8351,33.9475,33.3763,33.8632,103635.0
2021-09-14,33.8913,33.8913,32.6645,32.7394,146119.0
2021-09-15,32.6645,33.1328,32.6037,32.9829,135538.0
2021-09-16,32.9642,33.1421,32.4913,32.6833,115791.0
2021-09-17,32.6645,33.7312,32.6645,33.6947,516343.0
2021-09-18,32.6645,33.7312,32.6645,33.6947,516343.0
2021-09-19,32.6645,33.7312,32.6645,33.6947,516343.0
2021-09-20,33.4324,34.0318,33.1421,33.882,203867.0
2021-09-21,34.1067,34.4438,33.7134,34.088,164620.0
2021-09-22,34.4532,35.0806,34.4532,34.678,119340.0
2021-09-23,34.9683,36.0921,34.7154,35.68,109657.0
2021-09-24,35.6425,36.373,35.6425,36.064,75326.0
2021-09-25,35.6425,36.373,35.6425,36.064,75326.0
2021-09-26,35.6425,36.373,35.6425,36.064,75326.0
2021-09-27,36.3917,37.553,36.3496,37.0754,132371.0
2021-09-28,37.375,37.4113,36.5041,36.785,100836.0
2021-09-29,36.9911,37.6092,36.757,37.4874,92391.0
2021-09-30,37.8245,38.2179,37.375,37.9088,166222.0
2021-10-01,38.1804,39.1263,38.0587,38.7704,147294.0
2021-10-02,38.1804,39.1263,38.0587,38.7704,147294.0
2021-10-03,38.1804,39.1263,38.0587,38.7704,147294.0
2021-10-04,38.7891,39.042,38.1804,38.4801,115854.0
2021-10-05,38.6112,39.0326,38.2834,38.8547,117002.0
2021-10-06,38.5456,39.1824,38.054,39.145,78047.0
2021-10-07,39.4072,39.6881,39.351,39.6413,107250.0
2021-10-08,39.8754,40.0627,39.5008,39.6881,79715.0
2021-10-09,39.8754,40.0627,39.5008,39.6881,79715.0
2021-10-10,39.8754,40.0627,39.5008,39.6881,79715.0
2021-10-11,39.8005,40.0534,39.3136,39.3885,100309.0
2021-10-12,39.3323,39.8005,39.0607,39.248,104804.0
2021-10-13,39.1637,39.1637,38.3022,38.7142,58311.0
2021-10-14,39.0045,39.1918,38.6299,38.9577,81551.0
2021-10-15,39.6226,39.6226,38.7236,38.761,96916.0
2021-10-16,39.6226,39.6226,38.7236,38.761,96916.0
2021-10-17,39.6226,39.6226,38.7236,38.761,96916.0
2021-10-18,38.5644,39.1075,38.4988,38.5925,83220.0
2021-10-19,38.6486,38.6486,38.2179,38.5831,79324.0
2021-10-20,38.3022,39.3697,38.3022,39.3604,97141.0
2021-10-21,39.838,40.3905,39.5196,40.3062,146435.0
2021-10-22,40.5684,40.9524,40.325,40.7745,99085.0
2021-10-23,40.5684,40.9524,40.325,40.7745,99085.0
2021-10-24,40.5684,40.9524,40.325,40.7745,99085.0
2021-10-25,40.8026,41.1584,40.5029,41.0648,116428.0
2021-10-26,41.1584,41.2802,40.6059,40.7745,66105.0
2021-10-27,40.4373,40.9243,40.2313,40.5965,175068.0
2021-10-28,40.6434,41.6173,40.3999,40.5216,102889.0
2021-10-29,40.7089,40.723,40.2688,40.6153,62140.0
2021-10-30,40.7089,40.723,40.2688,40.6153,62140.0
2021-10-31,40.7089,40.723,40.2688,40.6153,62140.0
2021-11-01,40.8213,41.6922,40.531,41.6173,147316.0
2021-11-02,41.8046,41.8046,40.7745,40.7932,88062.0
2021-11-03,40.5965,42.0294,40.5965,41.8421,85109.0
2021-11-04,41.7016,42.1605,41.018,42.0949,127928.0
2021-11-05,42.5257,42.7411,42.0387,42.0574,208260.0
2021-11-06,42.5257,42.7411,42.0387,42.0574,208260.0
2021-11-07,42.5257,42.7411,42.0387,42.0574,208260.0
2021-11-08,42.3384,42.6381,41.9263,42.226,184407.0
2021-11-09,41.9825,42.507,41.6829,42.4133,193247.0
2021-11-10,42.5819,42.9846,42.2073,42.8816,131327.0
2021-11-11,42.9658,43.3311,42.5819,42.8628,149626.0
2021-11-12,43.0969,43.0969,42.2588,42.4039,110268.0
2021-11-13,43.0969,43.0969,42.2588,42.4039,110268.0
2021-11-14,43.0969,43.0969,42.2588,42.4039,110268.0
2021-11-15,42.6193,42.6193,42.1417,42.4414,221050.0
2021-11-16,42.123,42.7411,42.0387,42.3197,105276.0
2021-11-17,42.0668,42.4695,41.5419,42.329,89740.0
2021-11-18,42.3478,42.816,42.0106,42.6287,88228.0
2021-11-19,42.0762,42.5444,42.0387,42.3384,83634.0
2021-11-20,42.0762,42.5444,42.0387,42.3384,83634.0
2021-11-21,42.0762,42.5444,42.0387,42.3384,83634.0
2021-11-22,42.8628,43.5652,42.4039,42.432,98639.0
2021-11-23,42.5819,42.905,42.3311,42.6755,100130.0
2021-11-24,42.6285,43.6072,42.6191,43.3813,141310.0
2021-11-25,42.6285,43.6072,42.6191,43.3813,141310.0
2021-11-26,42.0827,42.0827,40.37,41.0382,98216.0
2021-11-27,42.0827,42.0827,40.37,41.0382,98216.0
2021-11-28,42.0827,42.0827,40.37,41.0382,98216.0
2021-11-29,41.4616,41.6404,40.4171,40.6335,141014.0
2021-11-30,40.0877,40.6617,40.0124,40.1065,241249.0
2021-12-01,41.1605,41.6028,40.4265,40.4453,194821.0
2021-12-02,40.8405,41.9227,40.817,41.4428,173891.0
2021-12-03,41.6969,41.6969,40.6053,40.9723,177023.0
2021-12-04,41.6969,41.6969,40.6053,40.9723,177023.0
2021-12-05,41.6969,41.6969,40.6053,40.9723,177023.0
2021-12-06,41.7157,42.4591,41.5839,41.9039,173180.0
2021-12-07,42.3462,42.3462,40.7182,40.9346,104899.0
2021-12-08,41.0382,41.0946,40.5488,41.0287,106053.0
2021-12-09,40.6335,40.8311,40.4829,40.7182,85383.0
2021-12-10,40.9346,41.1323,40.2947,41.0758,81136.0
2021-12-11,40.9346,41.1323,40.2947,41.0758,81136.0
2021-12-12,40.9346,41.1323,40.2947,41.0758,81136.0
2021-12-13,40.8782,40.897,40.2947,40.323,153598.0
2021-12-14,40.4735,41.3675,40.2477,40.4265,131463.0
2021-12-15,40.5959,41.1699,40.1207,40.4547,311597.0
2021-12-16,41.057,41.791,40.53,41.0664,245562.0
2021-12-17,40.6617,41.1134,39.7631,41.0946,584034.0
2021-12-18,40.6617,41.1134,39.7631,41.0946,584034.0
2021-12-19,40.6617,41.1134,39.7631,41.0946,584034.0
2021-12-20,40.6617,40.6617,39.0996,39.6548,283949.0
2021-12-21,40.1254,40.944,40.1254,40.6806,144074.0
2021-12-22,40.5865,40.8405,40.3324,40.6806,76124.0
2021-12-23,41.0005,41.2075,40.8405,40.9629,59084.0
2021-12-24,41.0005,41.2075,40.8405,40.9629,59084.0
2021-12-25,41.0005,41.2075,40.8405,40.9629,59084.0
2021-12-26,41.0005,41.2075,40.8405,40.9629,59084.0
2021-12-27,40.944,41.3675,40.7276,41.3299,67828.0
2021-12-28,41.3016,41.6592,40.7464,41.3675,54958.0
2021-12-29,41.3487,41.5745,41.0664,41.5181,83982.0
2021-12-30,41.5463,41.9133,41.264,41.3863,104678.0
2021-12-31,41.2922,41.6122,41.0334,41.3487,66304.0
2022-01-01,41.2922,41.6122,41.0334,41.3487,66304.0
2022-01-02,41.2922,41.6122,41.0334,41.3487,66304.0
2022-01-03,41.7345,42.2333,41.2922,41.6498,94036.0
2022-01-04,42.1109,43.0425,41.8992,42.9296,130195.0
2022-01-05,43.1461,43.8142,43.0708,43.1555,134564.0
2022-01-06,43.5507,44.4823,43.3437,44.3035,85797.0
2022-01-07,44.0212,44.8493,43.8236,44.6046,143211.0
2022-01-08,44.0212,44.8493,43.8236,44.6046,143211.0
2022-01-09,44.0212,44.8493,43.8236,44.6046,143211.0
2022-01-10,45.0093,45.0987,44.5576,44.9622,159639.0
2022-01-11,44.9058,44.9058,43.8989,44.1906,102905.0
2022-01-12,44.2565,44.5388,43.6354,44.04,129135.0
2022-01-13,44.3223,44.8869,44.1435,44.5011,72392.0
2022-01-14,43.9459,44.6799,43.5131,44.6141,76549.0
2022-01-15,43.9459,44.6799,43.5131,44.6141,76549.0
2022-01-16,43.9459,44.6799,43.5131,44.6141,76549.0
2022-01-17,43.9459,44.6799,43.5131,44.6141,76549.0
2022-01-18,44.2941,44.7834,43.6448,43.8424,96586.0
2022-01-19,43.7859,43.7859,42.2991,42.3085,89763.0
2022-01-20,42.5344,42.6567,41.1464,41.3769,80036.0
2022-01-21,41.0852,43.2496,41.0852,42.1015,204007.0
2022-01-22,41.0852,43.2496,41.0852,42.1015,204007.0
2022-01-23,41.0852,43.2496,41.0852,42.1015,204007.0
2022-01-24,42.2238,44.9905,41.9886,44.6611,326019.0
2022-01-25,44.407,45.3904,43.6918,44.774,195925.0
2022-01-26,44.6987,45.2822,43.5554,44.0777,220209.0
2022-01-27,43.9083,44.3976,42.8637,43.0708,160943.0
2022-01-28,43.1084,43.2496,41.7533,42.732,205493.0
2022-01-29,43.1084,43.2496,41.7533,42.732,205493.0
2022-01-30,43.1084,43.2496,41.7533,42.732,205493.0
2022-01-31,42.5344,42.8543,41.9415,42.7226,202037.0
2022-02-01,42.5344,43.1366,41.791,42.9861,175610.0
2022-02-02,42.7132,43.0802,42.1486,42.5156,124936.0
2022-02-03,42.525,43.1931,42.325,42.572,98814.0
2022-02-04,42.5626,43.1084,42.1956,42.9484,83270.0
2022-02-05,42.5626,43.1084,42.1956,42.9484,83270.0
2022-02-06,42.5626,43.1084,42.1956,42.9484,83270.0
2022-02-07,42.6849,43.1837,42.5062,43.1084,76251.0
2022-02-08,43.4001,44.5858,43.3437,44.567,124342.0
2022-02-09,44.3506,44.4823,44.0494,44.1247,157990.0
2022-02-10,43.9553,44.5952,43.7859,44.4353,190631.0
2022-02-11,44.2094,44.9246,44.2094,44.5764,196687.0
2022-02-12,44.2094,44.9246,44.2094,44.5764,196687.0
2022-02-13,44.2094,44.9246,44.2094,44.5764,196687.0
2022-02-14,44.4635,44.6799,43.0802,43.1649,349088.0
2022-02-15,43.6824,44.4635,43.6824,44.0777,95104.0
2022-02-16,43.8989,44.3129,43.2119,43.6824,135998.0
2022-02-17,43.3343,43.3343,42.6379,42.732,127950.0
2022-02-18,42.3744,43.3719,42.3368,43.0237,428697.0
2022-02-19,42.3744,43.3719,42.3368,43.0237,428697.0
2022-02-20,42.3744,43.3719,42.3368,43.0237,428697.0
2022-02-21,42.3744,43.3719,42.3368,43.0237,428697.0
2022-02-22,43.099,43.2588,42.5814,42.8073,142519.0
2022-02-23,43.2025,43.2966,41.9509,42.0733,104793.0
2022-02-24,41.1368,41.6192,39.3018,40.6166,201166.0
2022-02-25,40.7396,42.253,40.7396,41.9976,109528.0
2022-02-26,40.7396,42.253,40.7396,41.9976,109528.0
2022-02-27,40.7396,42.253,40.7396,41.9976,109528.0
2022-02-28,41.2314,42.2435,41.1747,41.9787,133182.0
2022-03-01,41.4017,41.8179,38.5262,39.1599,379705.0
2022-03-02,39.5761,41.326,39.5761,40.995,171555.0
2022-03-03,41.0139,41.3071,40.295,40.7112,130676.0
2022-03-04,40.0585,40.0585,39.2025,39.491,148946.0
2022-03-05,40.0585,40.0585,39.2025,39.491,148946.0
2022-03-06,40.0585,40.0585,39.2025,39.491,148946.0
2022-03-07,39.3018,39.6045,38.1478,38.2519,176906.0
2022-03-08,38.5735,39.5194,38.2987,38.3654,194814.0
2022-03-09,39.4721,39.9166,39.1221,39.1788,124910.0
2022-03-10,38.687,39.3727,38.687,39.3396,70049.0
2022-03-11,39.5572,40.0585,39.3396,39.595,102760.0
2022-03-12,39.5572,40.0585,39.3396,39.595,102760.0
2022-03-13,39.5572,40.0585,39.3396,39.595,102760.0
2022-03-14,40.2855,40.8058,39.963,40.3423,93936.0
2022-03-15,40.6828,40.8909,39.7558,40.0396,134166.0
2022-03-16,40.5125,40.8531,40.0207,40.749,126313.0
2022-03-17,40.2855,40.5409,39.7464,40.3707,68627.0
2022-03-18,40.399,40.399,39.018,40.295,365881.0
2022-03-19,40.399,40.399,39.018,40.295,365881.0
2022-03-20,40.399,40.399,39.018,40.295,365881.0
2022-03-21,40.3517,40.5031,39.7653,40.2193,117683.0
2022-03-22,40.5315,41.1274,39.9545,39.9828,104746.0
2022-03-23,39.8599,39.8599,38.3654,38.4505,104676.0
2022-03-24,38.7343,38.9424,38.2235,38.8005,71700.0
2022-03-25,39.0748,39.5477,39.0653,39.5288,87745.0
2022-03-26,39.0748,39.5477,39.0653,39.5288,87745.0
2022-03-27,39.0748,39.5477,39.0653,39.5288,87745.0
2022-03-28,39.264,39.264,38.5262,39.0748,93242.0
2022-03-29,39.5572,40.0112,39.1788,39.6707,131912.0
2022-03-30,39.8504,39.9923,38.3275,38.6113,142107.0
2022-03-31,38.5167,39.0984,37.9776,38.1005,105795.0
2022-04-01,38.5356,38.8289,38.1005,38.6208,201151.0
2022-04-02,38.5356,38.8289,38.1005,38.6208,201151.0
2022-04-03,38.5356,38.8289,38.1005,38.6208,201151.0
2022-04-04,39.0937,39.0937,38.1195,38.46,121259.0
2022-04-05,38.6491,39.0843,37.9303,37.9965,120893.0
2022-04-06,37.8735,38.1147,37.2303,37.2492,184746.0
2022-04-07,37.5046,37.5046,36.5114,36.8803,180937.0
2022-04-08,37.0317,37.1263,36.3979,36.4736,96679.0
2022-04-09,37.0317,37.1263,36.3979,36.4736,96679.0
2022-04-10,37.0317,37.1263,36.3979,36.4736,96679.0
2022-04-11,36.4452,37.4148,36.4452,36.5871,102810.0
2022-04-12,36.6722,37.2398,36.3506,36.5682,90381.0
2022-04-13,36.3601,37.0033,36.3601,36.956,88728.0
2022-04-14,36.8425,37.1735,36.3317,36.5966,81731.0
2022-04-15,36.8425,37.1735,36.3317,36.5966,81731.0
2022-04-16,36.8425,37.1735,36.3317,36.5966,81731.0
2022-04-17,36.8425,37.1735,36.3317,36.5966,81731.0
2022-04-18,36.2466,36.7668,35.9723,36.7574,162220.0
2022-04-19,36.5966,37.7789,36.5209,37.5897,166640.0
2022-04-20,38.11,38.6018,37.9492,37.9586,109109.0
2022-04-21,38.3654,38.4694,36.9844,37.1735,112786.0
2022-04-22,37.079,37.1594,36.5587,36.5966,100917.0
2022-04-23,37.079,37.1594,36.5587,36.5966,100917.0
2022-04-24,37.079,37.1594,36.5587,36.5966,100917.0
2022-04-25,36.1047,36.502,34.7804,35.8398,200234.0
2022-04-26,35.3764,35.8209,34.3926,34.5723,131025.0
2022-04-27,34.544,34.7615,34.1656,34.3643,153311.0
2022-04-28,34.7142,35.121,34.1562,35.0453,119382.0
2022-04-29,34.8183,35.4426,34.0899,34.5345,186619.0
2022-04-30,34.8183,35.4426,34.0899,34.5345,186619.0
2022-05-01,34.8183,35.4426,34.0899,34.5345,186619.0
2022-05-02,34.7899,35.4993,34.317,35.0264,642416.0
2022-05-03,35.0453,35.7263,34.7615,35.4047,108448.0
2022-05-04,35.4899,36.4547,35.3764,36.4168,134903.0
2022-05-05,36.0101,36.0101,35.1352,35.8966,175128.0
2022-05-06,35.7736,36.0432,35.4709,35.9628,181388.0
2022-05-07,35.7736,36.0432,35.4709,35.9628,181388.0
2022-05-08,35.7736,36.0432,35.4709,35.9628,181388.0
2022-05-09,35.5277,36.6533,35.452,36.2087,137399.0
2022-05-10,36.3222,37.3816,35.0595,35.6696,191611.0
2022-05-11,35.7358,36.3695,35.348,35.8115,150763.0
2022-05-12,35.6223,35.925,35.3291,35.8588,165406.0
2022-05-13,36.2371,37.0695,35.8304,36.4074,371881.0
2022-05-14,36.2371,37.0695,35.8304,36.4074,371881.0
2022-05-15,36.2371,37.0695,35.8304,36.4074,371881.0
2022-05-16,36.3412,36.6911,35.802,36.2655,433288.0
2022-05-17,36.9938,37.9492,36.9938,37.8357,159988.0
2022-05-18,37.3438,37.8735,37.183,37.6843,285261.0
2022-05-19,37.0979,37.7127,36.8709,36.8709,220486.0
2022-05-20,37.1263,37.4668,36.0952,36.7479,154742.0
2022-05-21,37.1263,37.4668,36.0952,36.7479,154742.0
2022-05-22,37.1263,37.4668,36.0952,36.7479,154742.0
2022-05-23,37.4952,37.8262,37.0033,37.2492,112017.0
2022-05-24,37.3154,37.4762,36.4168,37.2776,94765.0
2022-05-25,37.06,38.0532,37.06,37.8451,96591.0
2022-05-26,38.2447,38.4921,37.8642,38.3779,86240.0
2022-05-27,38.6158,39.2532,38.5492,39.2056,90255.0
2022-05-28,38.6158,39.2532,38.5492,39.2056,90255.0
