,POOL US Equity,POOL US Equity,POOL US Equity,POOL US Equity,POOL US Equity
2021-05-29,416.9436,424.8977,416.9436,422.9407,286724.0
2021-05-30,416.9436,424.8977,416.9436,422.9407,286724.0
2021-05-31,416.9436,424.8977,416.9436,422.9407,286724.0
2021-06-01,426.7288,428.0755,421.9525,425.0527,204860.0
2021-06-02,426.1281,429.2865,423.4154,426.845,285082.0
2021-06-03,423.6673,427.872,422.1172,424.733,198542.0
2021-06-04,428.2014,430.575,417.1568,424.3842,195137.0
2021-06-05,428.2014,430.575,417.1568,424.3842,195137.0
2021-06-06,428.2014,430.575,417.1568,424.3842,195137.0
2021-06-07,424.8686,427.0097,418.1886,421.9719,157462.0
2021-06-08,422.2916,426.7021,416.9727,426.2831,168012.0
2021-06-09,425.9247,427.1066,418.765,420.102,149049.0
2021-06-10,421.0224,422.3303,414.5749,415.626,182186.0
2021-06-11,414.9963,419.356,412.7868,418.1644,161484.0
2021-06-12,414.9963,419.356,412.7868,418.1644,161484.0
2021-06-13,414.9963,419.356,412.7868,418.1644,161484.0
2021-06-14,423.6285,423.6285,414.1001,417.5249,179575.0
2021-06-15,416.1298,421.2113,413.2427,420.8674,168397.0
2021-06-16,421.129,423.4057,416.5949,419.0363,208267.0
2021-06-17,417.99,424.3648,414.8025,422.9213,224027.0
2021-06-18,420.2764,430.7785,416.7886,428.2402,443247.0
2021-06-19,420.2764,430.7785,416.7886,428.2402,443247.0
2021-06-20,420.2764,430.7785,416.7886,428.2402,443247.0
2021-06-21,428.6083,449.564,428.6083,438.781,476636.0
2021-06-22,443.2569,448.5661,436.2814,445.4271,279368.0
2021-06-23,446.5994,448.0139,439.8661,440.7186,192120.0
2021-06-24,442.7047,446.0375,439.6868,444.7199,223715.0
2021-06-25,446.3766,448.0526,439.8079,441.5615,299707.0
2021-06-26,446.3766,448.0526,439.8079,441.5615,299707.0
2021-06-27,446.3766,448.0526,439.8079,441.5615,299707.0
2021-06-28,443.8285,444.8071,440.5345,442.3075,222552.0
2021-06-29,441.4937,455.4932,441.4937,450.5425,371812.0
2021-06-30,451.4726,452.9743,437.754,444.3614,431866.0
2021-07-01,445.2237,448.0623,442.8791,447.6457,193346.0
2021-07-02,449.1958,454.2047,448.2368,452.2767,202047.0
2021-07-03,449.1958,454.2047,448.2368,452.2767,202047.0
2021-07-04,449.1958,454.2047,448.2368,452.2767,202047.0
2021-07-05,449.1958,454.2047,448.2368,452.2767,202047.0
2021-07-06,453.4587,453.7239,441.0925,450.0484,223191.0
2021-07-07,450.8235,457.6052,449.6027,455.6579,283764.0
2021-07-08,450.9494,459.4751,448.014,454.1562,357671.0
2021-07-09,455.8129,461.8293,455.0185,461.3934,249698.0
2021-07-10,455.8129,461.8293,455.0185,461.3934,249698.0
2021-07-11,455.8129,461.8293,455.0185,461.3934,249698.0
2021-07-12,459.4654,463.7476,457.426,460.6861,249756.0
2021-07-13,459.3298,462.1781,455.0475,456.2004,232170.0
2021-07-14,457.2952,458.3222,450.9714,454.1562,236557.0
2021-07-15,451.9764,453.6718,443.286,445.4852,249308.0
2021-07-16,447.4229,450.3487,443.6009,444.5842,224076.0
2021-07-17,447.4229,450.3487,443.6009,444.5842,224076.0
2021-07-18,447.4229,450.3487,443.6009,444.5842,224076.0
2021-07-19,439.4785,442.3172,428.9086,439.3816,363854.0
2021-07-20,440.2439,443.9932,436.6205,438.4031,364310.0
2021-07-21,441.174,443.4216,438.5097,443.4216,275155.0
2021-07-22,435.9714,441.9343,429.0831,436.4752,606452.0
2021-07-23,439.9532,449.0021,433.0843,447.9557,346678.0
2021-07-24,439.9532,449.0021,433.0843,447.9557,346678.0
2021-07-25,439.9532,449.0021,433.0843,447.9557,346678.0
2021-07-26,448.5564,461.2771,448.5564,452.4027,332095.0
2021-07-27,452.4414,458.0461,447.5973,457.1596,237473.0
2021-07-28,457.1596,459.0294,450.4262,453.0518,168534.0
2021-07-29,455.2122,463.6459,453.5846,462.9047,176500.0
2021-07-30,458.1672,469.3135,457.4696,462.9241,270819.0
2021-07-31,458.1672,469.3135,457.4696,462.9241,270819.0
2021-08-01,458.1672,469.3135,457.4696,462.9241,270819.0
2021-08-02,464.3773,467.2063,457.2952,461.6549,191763.0
2021-08-03,463.9607,470.4712,461.7579,465.4624,186177.0
2021-08-04,465.104,474.0559,465.104,471.7888,219487.0
2021-08-05,471.7695,479.7817,469.173,471.6338,203792.0
2021-08-06,472.1376,474.9472,465.1524,466.0922,147914.0
2021-08-07,472.1376,474.9472,465.1524,466.0922,147914.0
2021-08-08,472.1376,474.9472,465.1524,466.0922,147914.0
2021-08-09,465.9178,471.1827,464.1933,470.2678,154575.0
2021-08-10,470.0353,475.1797,466.9933,469.0858,154850.0
2021-08-11,470.9004,472.783,465.1458,468.8819,166779.0
2021-08-12,469.4253,472.4822,467.6009,470.3958,175554.0
2021-08-13,469.503,472.3754,468.5473,470.8616,96922.0
2021-08-14,469.503,472.3754,468.5473,470.8616,96922.0
2021-08-15,469.503,472.3754,468.5473,470.8616,96922.0
2021-08-16,469.4836,479.3043,465.0221,478.8094,180356.0
2021-08-17,473.899,474.1764,463.7969,465.7959,306136.0
2021-08-18,465.7959,471.0764,460.3615,462.545,179112.0
2021-08-19,461.4872,473.21,458.969,470.0464,188441.0
2021-08-20,471.6573,477.2082,469.9106,472.0455,204049.0
2021-08-21,471.6573,477.2082,469.9106,472.0455,204049.0
2021-08-22,471.6573,477.2082,469.9106,472.0455,204049.0
2021-08-23,472.4434,472.4434,460.7788,460.8565,203852.0
2021-08-24,462.5741,463.8163,458.4207,463.4669,221021.0
2021-08-25,464.7964,472.2687,464.0686,470.6772,117346.0
2021-08-26,470.4443,470.4443,462.5062,463.3505,147025.0
2021-08-27,463.2146,468.4054,459.7987,466.6887,146037.0
2021-08-28,463.2146,468.4054,459.7987,466.6887,146037.0
2021-08-29,463.2146,468.4054,459.7987,466.6887,146037.0
2021-08-30,468.125,479.1102,467.7853,476.8976,156794.0
2021-08-31,477.2082,481.8274,472.5501,479.6828,329803.0
2021-09-01,479.6828,479.6828,466.2812,476.7036,211101.0
2021-09-02,479.8477,484.1953,477.344,482.5552,164896.0
2021-09-03,481.4004,483.5936,474.4619,482.1962,113476.0
2021-09-04,481.4004,483.5936,474.4619,482.1962,113476.0
2021-09-05,481.4004,483.5936,474.4619,482.1962,113476.0
2021-09-06,481.4004,483.5936,474.4619,482.1962,113476.0
2021-09-07,482.8367,482.9386,475.3935,476.5289,131310.0
2021-09-08,475.8108,486.0391,472.6375,482.6814,161488.0
2021-09-09,481.546,481.546,471.1915,477.1014,232595.0
2021-09-10,477.1208,484.0206,476.7424,478.8385,198620.0
2021-09-11,477.1208,484.0206,476.7424,478.8385,198620.0
2021-09-12,477.1208,484.0206,476.7424,478.8385,198620.0
2021-09-13,480.9055,481.1675,461.3999,464.7576,291238.0
2021-09-14,467.7756,470.1046,456.8777,460.643,218635.0
2021-09-15,459.2747,466.5723,457.4308,463.0399,214062.0
2021-09-16,464.6508,464.6508,450.4826,456.771,249091.0
2021-09-17,455.228,457.4114,448.2312,450.3176,372320.0
2021-09-18,455.228,457.4114,448.2312,450.3176,372320.0
2021-09-19,455.228,457.4114,448.2312,450.3176,372320.0
2021-09-20,445.3975,451.589,439.0316,448.8426,196696.0
2021-09-21,452.2876,452.9481,443.1073,446.1351,254366.0
2021-09-22,448.4932,452.0634,441.5449,442.5154,226449.0
2021-09-23,441.7099,455.1309,441.5983,452.5787,220726.0
2021-09-24,452.2876,452.8989,449.3278,451.7247,157709.0
2021-09-25,452.2876,452.8989,449.3278,451.7247,157709.0
2021-09-26,452.2876,452.8989,449.3278,451.7247,157709.0
2021-09-27,450.1915,450.7349,433.5389,442.2825,238946.0
2021-09-28,438.6434,438.6434,426.2122,430.9479,202344.0
2021-09-29,432.6461,436.3823,431.6854,433.6165,157139.0
2021-09-30,435.5671,436.6443,420.9039,421.5638,321961.0
2021-10-01,421.5638,427.3124,413.1114,424.4654,259092.0
2021-10-02,421.5638,427.3124,413.1114,424.4654,259092.0
2021-10-03,421.5638,427.3124,413.1114,424.4654,259092.0
2021-10-04,424.0093,425.9696,414.5476,423.0292,354009.0
2021-10-05,425.5911,432.3938,424.0543,427.3864,281705.0
2021-10-06,426.7459,430.9187,423.4853,427.9104,222496.0
2021-10-07,432.8984,443.0297,430.7052,439.1577,250962.0
2021-10-08,440.2252,443.1364,431.6175,433.3254,139493.0
2021-10-09,440.2252,443.1364,431.6175,433.3254,139493.0
2021-10-10,440.2252,443.1364,431.6175,433.3254,139493.0
2021-10-11,433.7718,438.6919,431.9086,432.3453,97530.0
2021-10-12,435.7418,437.7603,426.25,427.8231,198895.0
2021-10-13,430.123,433.3642,426.3577,427.3476,180024.0
2021-10-14,428.8614,439.8758,426.2316,439.4779,254449.0
2021-10-15,440.2737,446.6009,438.7889,439.8176,182240.0
2021-10-16,440.2737,446.6009,438.7889,439.8176,182240.0
2021-10-17,440.2737,446.6009,438.7889,439.8176,182240.0
2021-10-18,437.6632,447.4063,436.7122,446.8435,168139.0
2021-10-19,450.2691,453.5588,446.8532,450.7737,148234.0
2021-10-20,453.6268,455.5385,447.2802,450.1235,200699.0
2021-10-21,448.9202,485.4132,447.8624,484.564,392995.0
2021-10-22,486.4758,499.7318,482.7105,488.2031,317503.0
2021-10-23,486.4758,499.7318,482.7105,488.2031,317503.0
2021-10-24,486.4758,499.7318,482.7105,488.2031,317503.0
2021-10-25,488.3487,501.7279,487.2715,493.5793,182472.0
2021-10-26,494.7826,495.1804,484.4864,488.7272,227148.0
2021-10-27,488.4457,493.8801,484.302,485.0007,150693.0
2021-10-28,486.1846,498.9167,486.1846,491.6579,162587.0
2021-10-29,490.2604,503.6621,490.2604,499.9259,206921.0
2021-10-30,490.2604,503.6621,490.2604,499.9259,206921.0
2021-10-31,490.2604,503.6621,490.2604,499.9259,206921.0
2021-11-01,500.7508,504.7295,494.9767,499.7221,212120.0
2021-11-02,502.5752,506.0881,497.0001,500.1685,235598.0
2021-11-03,501.6533,503.6524,494.1713,501.1584,236251.0
2021-11-04,504.6034,508.7645,502.7693,506.7286,155487.0
2021-11-05,508.6501,513.114,501.5271,502.6528,175331.0
2021-11-06,508.6501,513.114,501.5271,502.6528,175331.0
2021-11-07,508.6501,513.114,501.5271,502.6528,175331.0
2021-11-08,506.2046,506.2046,499.8046,505.1856,167889.0
2021-11-09,505.3607,513.3499,501.405,511.5324,199936.0
2021-11-10,509.6177,514.2344,504.9817,511.7365,246348.0
2021-11-11,517.7722,539.3099,517.7722,538.3672,399229.0
2021-11-12,539.5821,556.2408,535.1793,555.2398,270195.0
2021-11-13,539.5821,556.2408,535.1793,555.2398,270195.0
2021-11-14,539.5821,556.2408,535.1793,555.2398,270195.0
2021-11-15,552.7128,561.4406,551.5756,553.8791,211933.0
2021-11-16,552.3143,565.4158,552.3143,557.621,279341.0
2021-11-17,559.2149,562.675,551.3132,556.9115,190011.0
2021-11-18,557.7959,563.7344,556.9115,561.6253,163997.0
2021-11-19,565.4838,565.9163,560.1917,560.7992,203200.0
2021-11-20,565.4838,565.9163,560.1917,560.7992,203200.0
2021-11-21,565.4838,565.9163,560.1917,560.7992,203200.0
2021-11-22,560.7992,562.8693,541.8807,543.5184,238331.0
2021-11-23,541.662,547.3963,538.8434,545.8024,200425.0
2021-11-24,543.5573,554.122,542.2063,552.4989,129217.0
2021-11-25,543.5573,554.122,542.2063,552.4989,129217.0
2021-11-26,550.4773,553.9957,541.7398,543.4892,88899.0
2021-11-27,550.4773,553.9957,541.7398,543.4892,88899.0
2021-11-28,550.4773,553.9957,541.7398,543.4892,88899.0
2021-11-29,548.5335,553.5778,540.3596,544.3737,180773.0
2021-11-30,541.3413,546.5411,530.6307,538.5616,487006.0
2021-12-01,544.2862,556.6769,536.1512,536.7149,313608.0
2021-12-02,537.648,544.2279,535.5195,541.0691,204636.0
2021-12-03,542.0702,542.0702,523.2927,529.5421,213949.0
2021-12-04,542.0702,542.0702,523.2927,529.5421,213949.0
2021-12-05,542.0702,542.0702,523.2927,529.5421,213949.0
2021-12-06,533.6048,534.1928,522.4082,532.5648,229125.0
2021-12-07,539.5626,548.3294,535.4125,547.3575,219065.0
2021-12-08,547.6782,550.1469,537.0114,548.9125,158272.0
2021-12-09,548.9125,550.1663,532.2635,533.9644,165993.0
2021-12-10,537.4341,551.804,537.0697,546.8715,205038.0
2021-12-11,537.4341,551.804,537.0697,546.8715,205038.0
2021-12-12,537.4341,551.804,537.0697,546.8715,205038.0
2021-12-13,545.9968,550.2587,540.4277,546.4147,209200.0
2021-12-14,541.3413,545.6372,537.473,543.013,287350.0
2021-12-15,543.3823,552.4503,535.1302,551.6145,424315.0
2021-12-16,554.1026,555.405,526.7965,536.0734,348102.0
2021-12-17,536.1415,537.784,521.1933,525.4601,604939.0
2021-12-18,536.1415,537.784,521.1933,525.4601,604939.0
2021-12-19,536.1415,537.784,521.1933,525.4601,604939.0
2021-12-20,521.1058,525.4989,507.7905,523.1566,440771.0
2021-12-21,528.473,531.8456,514.9876,526.257,404342.0
2021-12-22,528.5313,534.1588,523.905,533.7117,221235.0
2021-12-23,531.1458,542.4784,531.1458,534.2171,246605.0
2021-12-24,531.1458,542.4784,531.1458,534.2171,246605.0
2021-12-25,531.1458,542.4784,531.1458,534.2171,246605.0
2021-12-26,531.1458,542.4784,531.1458,534.2171,246605.0
2021-12-27,537.473,545.7441,532.5697,545.1609,327918.0
2021-12-28,546.716,549.6998,534.6642,545.4525,264635.0
2021-12-29,547.9115,553.0238,543.1004,551.6922,180548.0
2021-12-30,550.73,553.4709,537.3467,545.0637,208512.0
2021-12-31,545.0637,553.2279,541.8272,550.108,144994.0
2022-01-01,545.0637,553.2279,541.8272,550.108,144994.0
2022-01-02,545.0637,553.2279,541.8272,550.108,144994.0
2022-01-03,550.108,550.108,525.0713,534.8002,285986.0
2022-01-04,536.6372,540.0389,531.4568,534.4503,200849.0
2022-01-05,530.6987,536.2678,513.3791,514.5162,278504.0
2022-01-06,509.6955,517.7965,496.419,505.905,280934.0
2022-01-07,503.2808,504.8796,488.0935,489.0421,316003.0
2022-01-08,503.2808,504.8796,488.0935,489.0421,316003.0
2022-01-09,503.2808,504.8796,488.0935,489.0421,316003.0
2022-01-10,483.0745,483.2884,471.6642,482.3747,544448.0
2022-01-11,482.3747,491.6177,474.7209,487.9633,386229.0
2022-01-12,490.8207,505.9827,490.8207,498.4115,469223.0
2022-01-13,499.0529,500.3164,488.459,492.9881,434876.0
2022-01-14,487.0497,489.6836,469.4385,480.2268,332077.0
2022-01-15,487.0497,489.6836,469.4385,480.2268,332077.0
2022-01-16,487.0497,489.6836,469.4385,480.2268,332077.0
2022-01-17,487.0497,489.6836,469.4385,480.2268,332077.0
2022-01-18,470.8866,483.6091,463.7333,480.0421,353917.0
2022-01-19,483.3953,490.1889,476.6064,476.8834,244351.0
2022-01-20,479.9352,488.5853,462.567,463.0529,277423.0
2022-01-21,463.0821,470.6485,455.8461,457.6588,337146.0
2022-01-22,463.0821,470.6485,455.8461,457.6588,337146.0
2022-01-23,463.0821,470.6485,455.8461,457.6588,337146.0
2022-01-24,451.9439,466.3283,436.9374,464.2095,632562.0
2022-01-25,455.3456,461.4104,442.594,447.0745,409563.0
2022-01-26,452.3909,459.8566,435.2074,438.5896,319012.0
2022-01-27,445.7333,449.7862,437.3164,439.0659,322846.0
2022-01-28,440.1058,446.851,428.7635,446.8121,285615.0
2022-01-29,440.1058,446.851,428.7635,446.8121,285615.0
2022-01-30,440.1058,446.851,428.7635,446.8121,285615.0
2022-01-31,446.0832,463.7041,445.189,462.878,302976.0
2022-02-01,462.4212,469.1955,452.4007,460.4287,348951.0
2022-02-02,461.4687,466.0902,456.0842,458.0378,253711.0
2022-02-03,450.6026,456.1134,444.2657,445.189,314479.0
2022-02-04,443.1285,444.8585,434.9061,436.0238,370248.0
2022-02-05,443.1285,444.8585,434.9061,436.0238,370248.0
2022-02-06,443.1285,444.8585,434.9061,436.0238,370248.0
2022-02-07,439.0853,442.8078,432.7338,436.4903,356843.0
2022-02-08,435.8294,443.2159,429.3467,439.4741,313213.0
2022-02-09,448.1825,457.338,446.2533,451.9827,246097.0
2022-02-10,442.2441,451.973,438.0454,440.9417,207546.0
2022-02-11,441.8359,445.9568,428.1804,434.0119,246848.0
2022-02-12,441.8359,445.9568,428.1804,434.0119,246848.0
2022-02-13,441.8359,445.9568,428.1804,434.0119,246848.0
2022-02-14,433.2246,440.6404,432.2236,438.2786,366405.0
2022-02-15,443.2354,453.9363,438.9616,446.6663,299748.0
2022-02-16,446.5983,447.8326,441.9233,447.2592,464889.0
2022-02-17,451.9439,454.3931,432.2819,433.3996,820835.0
2022-02-18,435.2462,456.5994,434.4298,442.0594,678410.0
2022-02-19,435.2462,456.5994,434.4298,442.0594,678410.0
2022-02-20,435.2462,456.5994,434.4298,442.0594,678410.0
2022-02-21,435.2462,456.5994,434.4298,442.0594,678410.0
2022-02-22,439.7948,444.1053,415.3899,418.0432,579372.0
2022-02-23,418.8207,421.2651,401.9579,403.756,442659.0
2022-02-24,390.703,424.3996,390.2365,423.8261,498701.0
2022-02-25,423.8261,439.6102,420.9493,436.7722,443392.0
2022-02-26,423.8261,439.6102,420.9493,436.7722,443392.0
2022-02-27,423.8261,439.6102,420.9493,436.7722,443392.0
2022-02-28,428.8121,447.4244,428.8121,445.7041,611054.0
2022-03-01,443.8186,452.4687,443.8186,449.5238,447192.0
2022-03-02,450.243,467.4266,449.9223,462.1296,447593.0
2022-03-03,464.1998,469.8564,452.0799,456.2689,387570.0
2022-03-04,455.8315,456.2689,438.8715,452.7311,387205.0
2022-03-05,455.8315,456.2689,438.8715,452.7311,387205.0
2022-03-06,455.8315,456.2689,438.8715,452.7311,387205.0
2022-03-07,452.8769,452.8769,437.3747,438.8715,393773.0
2022-03-08,438.8132,449.3099,423.9136,424.73,377151.0
2022-03-09,434.0193,450.7476,429.8811,444.7301,360702.0
2022-03-10,438.0699,443.9901,430.9424,440.1926,212836.0
2022-03-11,445.8304,445.8304,429.9882,430.475,220512.0
2022-03-12,445.8304,445.8304,429.9882,430.475,220512.0
2022-03-13,445.8304,445.8304,429.9882,430.475,220512.0
2022-03-14,432.364,436.0738,425.1099,429.4819,230969.0
2022-03-15,433.9414,442.6853,428.6932,440.9034,185034.0
2022-03-16,444.3211,456.9403,443.2368,455.4116,348353.0
2022-03-17,455.694,462.9189,451.8381,462.656,216208.0
2022-03-18,459.3259,475.8984,455.5479,474.5936,471023.0
2022-03-19,459.3259,475.8984,455.5479,474.5936,471023.0
2022-03-20,459.3259,475.8984,455.5479,474.5936,471023.0
2022-03-21,472.5683,475.6257,458.4593,463.3084,234353.0
2022-03-22,464.0679,469.5125,458.9559,464.3405,285271.0
2022-03-23,460.0075,462.5099,444.7009,448.0309,307315.0
2022-03-24,448.8781,449.7349,433.9512,438.6736,326744.0
2022-03-25,439.3942,441.1955,416.8042,419.9006,425213.0
2022-03-26,439.3942,441.1955,416.8042,419.9006,425213.0
2022-03-27,439.3942,441.1955,416.8042,419.9006,425213.0
2022-03-28,422.0038,429.0632,415.0223,428.6737,375386.0
2022-03-29,437.6707,454.1555,434.0875,442.5392,341644.0
2022-03-30,441.8382,442.3445,431.9843,437.622,273620.0
2022-03-31,440.4166,446.1809,409.5404,411.7312,673020.0
2022-04-01,414.7302,418.7261,410.9133,413.8539,418381.0
2022-04-02,414.7302,418.7261,410.9133,413.8539,418381.0
2022-04-03,414.7302,418.7261,410.9133,413.8539,418381.0
2022-04-04,414.9639,423.9415,410.9474,419.4137,366659.0
2022-04-05,420.3388,431.994,417.7828,422.1401,407977.0
2022-04-06,415.2366,417.8558,395.6067,408.8685,552386.0
2022-04-07,405.4313,420.0953,403.7371,414.4868,374956.0
2022-04-08,413.8734,418.6494,409.4527,410.9912,305410.0
2022-04-09,413.8734,418.6494,409.4527,410.9912,305410.0
2022-04-10,413.8734,418.6494,409.4527,410.9912,305410.0
2022-04-11,408.4596,408.4596,397.7975,404.1266,549652.0
2022-04-12,408.5569,417.515,399.5599,400.1636,216280.0
2022-04-13,400.1636,411.5024,398.6641,410.3583,300214.0
2022-04-14,414.0097,419.8373,402.8608,403.1723,224312.0
2022-04-15,414.0097,419.8373,402.8608,403.1723,224312.0
2022-04-16,414.0097,419.8373,402.8608,403.1723,224312.0
2022-04-17,414.0097,419.8373,402.8608,403.1723,224312.0
2022-04-18,400.3778,405.6066,393.9124,399.6962,282815.0
2022-04-19,404.7108,419.5793,403.0944,418.4887,273053.0
2022-04-20,424.0583,426.2053,420.2706,420.4653,472174.0
2022-04-21,440.6016,461.5167,415.2268,415.9571,966123.0
2022-04-22,411.5852,417.5832,404.7692,404.8082,504947.0
2022-04-23,411.5852,417.5832,404.7692,404.8082,504947.0
2022-04-24,411.5852,417.5832,404.7692,404.8082,504947.0
2022-04-25,404.5745,418.2356,395.3048,416.3953,529441.0
2022-04-26,414.9152,417.5296,404.2337,404.555,362950.0
2022-04-27,404.9542,416.0545,394.2581,394.3019,419835.0
2022-04-28,398.3525,408.9562,391.1373,406.6777,391145.0
2022-04-29,402.481,410.4167,393.6544,394.5648,318224.0
2022-04-30,402.481,410.4167,393.6544,394.5648,318224.0
2022-05-01,402.481,410.4167,393.6544,394.5648,318224.0
2022-05-02,395.7819,403.1431,388.8686,401.2444,445007.0
2022-05-03,402.9387,405.368,391.3905,395.4801,477660.0
2022-05-04,394.3506,407.3106,382.2961,405.9571,392486.0
2022-05-05,401.7507,403.4158,384.5308,390.0273,508456.0
2022-05-06,384.2435,390.1539,370.3877,383.9319,447496.0
2022-05-07,384.2435,390.1539,370.3877,383.9319,447496.0
2022-05-08,384.2435,390.1539,370.3877,383.9319,447496.0
2022-05-09,379.745,391.6729,377.2815,389.3263,426848.0
2022-05-10,396.2882,400.5044,372.4422,385.5288,539230.0
2022-05-11,383.0945,389.5697,370.1053,371.3809,498616.0
2022-05-12,367.5932,393.3087,367.5932,393.1334,500492.0
2022-05-13,395.8081,403.3145,395.691,401.3427,338844.0
2022-05-14,395.8081,403.3145,395.691,401.3427,338844.0
2022-05-15,395.8081,403.3145,395.691,401.3427,338844.0
2022-05-16,398.8146,398.8146,387.1597,391.601,300619.0
2022-05-17,395.5738,400.0054,385.0512,395.5348,315652.0
2022-05-18,389.1802,390.4004,375.8464,378.0622,397448.0
2022-05-19,373.7868,393.8754,373.1621,384.0653,461304.0
2022-05-20,386.8571,398.4241,385.4319,395.896,826847.0
2022-05-21,386.8571,398.4241,385.4319,395.896,826847.0
2022-05-22,386.8571,398.4241,385.4319,395.896,826847.0
2022-05-23,395.0955,399.7445,390.381,395.0955,592337.0
2022-05-24,393.7387,395.2761,373.3866,379.9071,440488.0
2022-05-25,377.1934,388.3115,370.0385,384.0946,562995.0
2022-05-26,389.2486,393.8412,385.0122,391.2887,702783.0
2022-05-27,392.8505,399.3026,388.0919,396.3059,534037.0
2022-05-28,392.8505,399.3026,388.0919,396.3059,534037.0
2022-05-29,392.8505,399.3026,388.0919,396.3059,534037.0
2022-05-30,392.8505,399.3026,388.0919,396.3059,534037.0
2022-05-31,396.9307,396.9307,385.9395,389.1021,770533.0
2022-06-01,390.4101,393.6118,378.3941,383.6554,339488.0
2022-06-02,384.2313,405.1008,384.2313,404.6127,224988.0
2022-06-03,398.1215,405.0813,395.6812,397.5456,331339.0
2022-06-04,398.1215,405.0813,395.6812,397.5456,331339.0
2022-06-05,398.1215,405.0813,395.6812,397.5456,331339.0
2022-06-06,400.2104,403.4658,394.7441,401.782,318659.0
2022-06-07,398.9707,402.3091,392.4112,400.9913,350658.0
2022-06-08,399.1855,402.4262,395.6617,397.1552,197073.0
2022-06-09,391.8841,411.836,391.8841,406.4478,477655.0
2022-06-10,397.7994,399.532,373.9137,375.8366,519128.0
2022-06-11,397.7994,399.532,373.9137,375.8366,519128.0
2022-06-12,397.7994,399.532,373.9137,375.8366,519128.0
2022-06-13,364.8162,371.6783,357.9248,360.0625,584303.0
2022-06-14,358.7057,359.8965,329.2365,341.0964,931123.0
2022-06-15,342.8046,353.0442,337.8166,345.3718,524925.0
2022-06-16,337.6019,337.6019,321.7789,324.2485,490657.0
2022-06-17,326.0739,331.4523,323.4091,324.9806,538003.0
2022-06-18,326.0739,331.4523,323.4091,324.9806,538003.0
2022-06-19,326.0739,331.4523,323.4091,324.9806,538003.0
2022-06-20,326.0739,331.4523,323.4091,324.9806,538003.0
2022-06-21,327.9773,332.2625,323.7702,324.8147,342312.0
2022-06-22,322.1792,329.1682,316.4005,327.7626,419713.0
2022-06-23,328.4459,345.1132,327.7723,344.6007,385319.0
2022-06-24,346.8555,356.2995,345.9868,348.4173,583887.0
2022-06-25,346.8555,356.2995,345.9868,348.4173,583887.0
2022-06-26,346.8555,356.2995,345.9868,348.4173,583887.0
2022-06-27,349.0713,351.2871,344.8252,347.9098,300070.0
2022-06-28,346.7775,350.8186,342.1897,344.6495,587154.0
2022-06-29,345.0497,345.4255,335.879,341.6235,424043.0
2022-06-30,337.1724,346.0063,333.385,342.8437,456098.0
2022-07-01,343.361,349.9358,338.744,343.5172,450180.0
2022-07-02,343.361,349.9358,338.744,343.5172,450180.0
2022-07-03,343.361,349.9358,338.744,343.5172,450180.0
2022-07-04,343.361,349.9358,338.744,343.5172,450180.0
2022-07-05,340.2179,356.8218,335.2006,354.7621,485479.0
2022-07-06,358.0321,368.6133,357.0902,363.8303,473010.0
2022-07-07,362.1611,379.1652,361.1557,378.3746,461871.0
2022-07-08,376.9982,377.8963,365.6361,369.1795,274531.0
2022-07-09,376.9982,377.8963,365.6361,369.1795,274531.0
2022-07-10,376.9982,377.8963,365.6361,369.1795,274531.0
2022-07-11,369.3454,371.2586,361.2338,362.2197,304478.0
2022-07-12,363.4692,373.6696,361.1655,364.8162,415022.0
2022-07-13,358.5104,362.8249,355.3869,359.1352,439506.0
2022-07-14,350.6331,360.7165,348.2124,360.1991,396759.0
2022-07-15,366.0461,367.2126,361.4486,364.9236,289074.0
2022-07-16,366.0461,367.2126,361.4486,364.9236,289074.0
2022-07-17,366.0461,367.2126,361.4486,364.9236,289074.0
2022-07-18,365.8997,370.8096,362.7859,363.8108,262885.0
2022-07-19,369.3064,378.6186,365.2262,377.2618,322157.0
2022-07-20,381.5177,388.946,378.6479,387.2768,506240.0
2022-07-21,362.1807,366.0461,342.6777,348.0562,1220955.0
2022-07-22,346.5334,367.8715,344.8252,354.44,1041492.0
2022-07-23,346.5334,367.8715,344.8252,354.44,1041492.0
2022-07-24,346.5334,367.8715,344.8252,354.44,1041492.0
2022-07-25,352.9075,355.2307,342.3069,346.5237,428957.0
2022-07-26,339.0075,342.463,333.1508,334.9566,424052.0
2022-07-27,339.5932,347.0508,334.1074,346.631,480380.0
2022-07-28,346.0649,352.2535,334.7516,351.2969,574957.0
2022-07-29,351.6385,353.0442,345.3718,349.1592,506886.0
2022-07-30,351.6385,353.0442,345.3718,349.1592,506886.0
2022-07-31,351.6385,353.0442,345.3718,349.1592,506886.0
2022-08-01,349.657,356.2507,346.6408,354.645,361338.0
2022-08-02,354.4595,361.634,350.6234,351.3359,300604.0
2022-08-03,354.8305,356.3727,349.8669,354.44,302510.0
2022-08-04,354.85,364.172,353.8153,361.8683,300569.0
2022-08-05,357.1927,364.8064,354.3424,364.7186,336382.0
2022-08-06,357.1927,364.8064,354.3424,364.7186,336382.0
2022-08-07,357.1927,364.8064,354.3424,364.7186,336382.0
2022-08-08,366.0168,378.4722,366.0168,372.5569,343715.0
2022-08-09,370.4972,375.7634,357.3684,361.0581,325454.0
2022-08-10,372.5781,377.5893,369.2307,374.3594,581679.0
2022-08-11,376.8259,379.263,366.9403,367.3416,540233.0
