,SPR US Equity,SPR US Equity,SPR US Equity,SPR US Equity,SPR US Equity
2020-03-09,43.5469,43.7263,41.3546,41.9924,2095289.0
2020-03-10,43.4074,44.5933,41.6038,43.9555,2015007.0
2020-03-11,44.095,44.2146,38.4947,39.0228,3613353.0
2020-03-12,34.9771,35.0269,31.7883,33.6318,5301557.0
2020-03-13,36.0533,36.4419,33.4823,35.3258,1837745.0
2020-03-14,36.0533,36.4419,33.4823,35.3258,1837745.0
2020-03-15,36.0533,36.4419,33.4823,35.3258,1837745.0
2020-03-16,31.1405,31.1405,26.7161,26.756,1671973.0
2020-03-17,27.3439,27.3439,21.8333,23.9359,2712976.0
2020-03-18,19.0231,19.8004,13.6421,18.774,3244567.0
2020-03-19,18.0661,24.2676,17.6161,19.0532,2878843.0
2020-03-20,19.6115,22.2138,18.6643,18.7242,4730857.0
2020-03-21,19.6115,22.2138,18.6643,18.7242,4730857.0
2020-03-22,19.6115,22.2138,18.6643,18.7242,4730857.0
2020-03-23,19.3124,22.0883,17.5676,21.137,2990534.0
2020-03-24,23.2507,27.179,23.2507,25.5039,3564554.0
2020-03-25,28.0563,33.352,28.0563,31.9248,4388751.0
2020-03-26,33.2508,37.6178,32.513,36.7604,3503446.0
2020-03-27,34.218,34.6965,29.4621,29.6516,2030667.0
2020-03-28,34.218,34.6965,29.4621,29.6516,2030667.0
2020-03-29,34.218,34.6965,29.4621,29.6516,2030667.0
2020-03-30,28.854,28.854,23.5298,24.1779,4639275.0
2020-03-31,24.5667,25.9227,23.5996,23.8589,2857452.0
2020-04-01,22.4032,23.2606,19.5118,19.5517,3363188.0
2020-04-02,19.452,20.3992,17.9076,18.6743,4185220.0
2020-04-03,19.103,19.462,18.0562,18.3752,2621643.0
2020-04-04,19.103,19.462,18.0562,18.3752,2621643.0
2020-04-05,19.103,19.462,18.0562,18.3752,2621643.0
2020-04-06,20.0402,20.6983,19.3224,19.3922,3882833.0
2020-04-07,20.9376,21.8548,18.1459,18.3054,7163788.0
2020-04-08,18.9435,21.3364,18.6943,21.2367,6464554.0
2020-04-09,23.3603,25.2447,22.3733,22.5129,4816893.0
2020-04-10,23.3603,25.2447,22.3733,22.5129,4816893.0
2020-04-11,23.3603,25.2447,22.3733,22.5129,4816893.0
2020-04-12,23.3603,25.2447,22.3733,22.5129,4816893.0
2020-04-13,23.1111,23.9483,20.2496,20.5886,2920670.0
2020-04-14,22.1539,22.2836,19.6115,19.9306,3876506.0
2020-04-15,19.2426,21.1071,18.5746,20.8578,4214816.0
2020-04-16,20.6385,20.8578,18.7541,19.0332,4295536.0
2020-04-17,20.9376,22.8718,20.8379,22.5727,6688816.0
2020-04-18,20.9376,22.8718,20.8379,22.5727,6688816.0
2020-04-19,20.9376,22.8718,20.8379,22.5727,6688816.0
2020-04-20,21.3862,22.5318,20.5886,20.808,4510929.0
2020-04-21,19.791,20.808,19.0432,19.3124,4336793.0
2020-04-22,19.9306,20.2895,18.8039,18.8538,3066857.0
2020-04-23,19.123,19.8907,18.8637,19.2825,3951045.0
2020-04-24,19.442,19.5716,17.9265,18.0362,4727489.0
2020-04-25,19.442,19.5716,17.9265,18.0362,4727489.0
2020-04-26,19.442,19.5716,17.9265,18.0362,4727489.0
2020-04-27,18.1758,19.3922,17.448,19.0831,3400301.0
2020-04-28,20.11,20.8379,19.4021,20.4391,3789985.0
2020-04-29,21.9844,24.5468,21.7323,23.5298,7480707.0
2020-04-30,22.9316,23.2706,21.1968,22.0941,5097500.0
2020-05-01,21.4361,21.5009,20.0104,20.4091,3561327.0
2020-05-02,21.4361,21.5009,20.0104,20.4091,3561327.0
2020-05-03,21.4361,21.5009,20.0104,20.4091,3561327.0
2020-05-04,19.0831,20.3593,18.4251,20.2696,3830574.0
2020-05-05,20.5886,21.1569,18.6943,18.7441,3996732.0
2020-05-06,18.9834,19.4221,17.5178,17.777,7802103.0
2020-05-07,17.9465,19.5716,17.6972,18.7142,5154265.0
2020-05-08,19.5018,20.5786,19.4021,20.4291,5492216.0
2020-05-09,19.5018,20.5786,19.4021,20.4291,5492216.0
2020-05-10,19.5018,20.5786,19.4021,20.4291,5492216.0
2020-05-11,19.8807,19.9007,18.7541,18.9435,4692718.0
2020-05-12,19.0432,19.452,18.1957,18.1957,3445211.0
2020-05-13,17.9465,18.0911,16.8298,17.109,5439287.0
2020-05-14,16.4011,17.9265,15.6134,17.8966,6337957.0
2020-05-15,17.4978,18.6843,17.3623,18.2456,5589473.0
2020-05-16,17.4978,18.6843,17.3623,18.2456,5589473.0
2020-05-17,17.4978,18.6843,17.3623,18.2456,5589473.0
2020-05-18,19.7411,21.2367,19.6913,21.117,5745355.0
2020-05-19,21.3463,21.3763,19.8408,19.9605,4456032.0
2020-05-20,20.7182,20.9675,19.6414,19.9804,4306732.0
2020-05-21,20.1399,21.8249,20.0702,20.5587,5637439.0
2020-05-22,20.8678,21.0401,20.0004,20.8877,3612361.0
2020-05-23,20.8678,21.0401,20.0004,20.8877,3612361.0
2020-05-24,20.8678,21.0401,20.0004,20.8877,3612361.0
2020-05-25,20.8678,21.0401,20.0004,20.8877,3612361.0
2020-05-26,22.812,22.8319,21.6554,21.9246,6600313.0
2020-05-27,23.131,24.3175,21.6255,24.2776,7259156.0
2020-05-28,26.0324,26.172,22.7123,22.8618,8811870.0
2020-05-29,21.9346,22.812,21.5657,21.6056,13123954.0
2020-05-30,21.9346,22.812,21.5657,21.6056,13123954.0
2020-05-31,21.9346,22.812,21.5657,21.6056,13123954.0
2020-06-01,21.7053,23.794,21.5258,23.7193,5083006.0
2020-06-02,24.3275,24.6066,22.9914,23.0313,3916115.0
2020-06-03,23.7791,27.9566,23.7193,27.9467,10650224.0
2020-06-04,29.5618,32.2837,29.5469,31.0574,13841732.0
2020-06-05,36.1323,36.2419,33.1412,33.6098,11992599.0
2020-06-06,36.1323,36.2419,33.1412,33.6098,11992599.0
2020-06-07,36.1323,36.2419,33.1412,33.6098,11992599.0
2020-06-08,35.893,36.7205,34.9408,36.6308,8523994.0
2020-06-09,34.4373,35.1456,32.513,33.211,5813541.0
2020-06-10,32.4133,32.872,28.9138,30.9178,7407603.0
2020-06-11,26.5209,29.0235,25.9327,26.0922,6929851.0
2020-06-12,29.4136,29.5731,26.5312,28.107,5877113.0
2020-06-13,29.4136,29.5731,26.5312,28.107,5877113.0
2020-06-14,29.4136,29.5731,26.5312,28.107,5877113.0
2020-06-15,26.2917,29.0246,25.9625,27.9374,6474768.0
2020-06-16,30.1018,30.411,28.0279,28.3763,5023502.0
2020-06-17,28.3164,28.9647,27.5085,27.5285,3552773.0
2020-06-18,26.6807,28.2398,26.3216,27.7678,3731766.0
2020-06-19,28.3463,28.4162,26.5909,27.0896,5779402.0
2020-06-20,28.3463,28.4162,26.5909,27.0896,5779402.0
2020-06-21,28.3463,28.4162,26.5909,27.0896,5779402.0
2020-06-22,26.7106,27.1594,25.7531,27.1395,3354756.0
2020-06-23,25.6234,25.6434,23.0401,23.5189,15139087.0
2020-06-24,22.8706,22.9703,21.3794,22.4816,7147370.0
2020-06-25,21.8432,23.4989,21.6238,23.4291,5239015.0
2020-06-26,23.2994,23.3892,21.8831,22.2621,6928590.0
2020-06-27,23.2994,23.3892,21.8831,22.2621,6928590.0
2020-06-28,23.2994,23.3892,21.8831,22.2621,6928590.0
2020-06-29,23.1,26.2119,22.5614,26.1121,8544647.0
2020-06-30,24.9252,25.0449,23.4391,23.8779,8265103.0
2020-07-01,24.1572,24.9053,23.09,23.1,5552565.0
2020-07-02,23.7782,24.7756,23.4914,23.5687,4410411.0
2020-07-03,23.7782,24.7756,23.4914,23.5687,4410411.0
2020-07-04,23.7782,24.7756,23.4914,23.5687,4410411.0
2020-07-05,23.7782,24.7756,23.4914,23.5687,4410411.0
2020-07-06,24.4265,24.4764,23.0501,23.9577,3558043.0
2020-07-07,23.5588,23.6008,22.2721,22.332,3787730.0
2020-07-08,21.9829,22.9304,21.6438,22.6711,4534204.0
2020-07-09,22.312,22.4317,21.1002,21.155,5648021.0
2020-07-10,20.8558,22.3719,20.6563,22.3719,4828864.0
2020-07-11,20.8558,22.3719,20.6563,22.3719,4828864.0
2020-07-12,20.8558,22.3719,20.6563,22.3719,4828864.0
2020-07-13,22.5813,23.085,21.4542,22.2322,5330352.0
2020-07-14,22.0128,23.07,21.7934,23.0401,3454430.0
2020-07-15,24.1173,24.4963,23.1199,24.4864,5851161.0
2020-07-16,23.3493,23.9777,22.8805,23.1798,4418289.0
2020-07-17,23.0501,23.6984,22.5215,22.5414,2575872.0
2020-07-18,23.0501,23.6984,22.5215,22.5414,2575872.0
2020-07-19,23.0501,23.6984,22.5215,22.5414,2575872.0
2020-07-20,22.5215,22.5813,21.4243,21.5839,4244796.0
2020-07-21,22.0627,23.2197,21.9829,22.7808,3750325.0
2020-07-22,22.3918,23.3892,22.1923,22.8307,3044892.0
2020-07-23,22.8007,23.7932,22.2422,23.2097,3624998.0
2020-07-24,23.2695,23.2695,22.0228,22.0228,2519642.0
2020-07-25,23.2695,23.2695,22.0228,22.0228,2519642.0
2020-07-26,23.2695,23.2695,22.0228,22.0228,2519642.0
2020-07-27,22.5314,22.6511,21.2049,21.3445,2924105.0
2020-07-28,21.2947,21.8482,21.155,21.4642,2440585.0
2020-07-29,21.564,21.5739,20.1975,20.4469,4529678.0
2020-07-30,20.1377,20.6164,19.5791,20.2773,3326959.0
2020-07-31,20.1177,20.1676,19.0505,19.5193,5017801.0
2020-08-01,20.1177,20.1676,19.0505,19.5193,5017801.0
2020-08-02,20.1177,20.1676,19.0505,19.5193,5017801.0
2020-08-03,18.9009,19.6988,18.1229,19.4395,5505239.0
2020-08-04,18.0032,19.1802,17.714,19.0804,10543985.0
2020-08-05,19.1103,21.1949,19.1103,20.776,7740130.0
2020-08-06,20.7062,21.5939,20.5765,20.8658,5354180.0
2020-08-07,20.6264,20.9256,20.1576,20.766,3812577.0
2020-08-08,20.6264,20.9256,20.1576,20.766,3812577.0
2020-08-09,20.6264,20.9256,20.1576,20.766,3812577.0
2020-08-10,20.9456,22.5215,20.9456,22.3519,5524297.0
2020-08-11,23.6386,24.1173,22.8925,23.0601,8349659.0
2020-08-12,23.6386,23.6984,21.7136,22.1425,5010977.0
2020-08-13,21.8033,22.8606,21.4443,21.7834,5010574.0
2020-08-14,21.544,22.721,21.4343,22.3419,4373070.0
2020-08-15,21.544,22.721,21.4343,22.3419,4373070.0
2020-08-16,21.544,22.721,21.4343,22.3419,4373070.0
2020-08-17,22.4417,22.4616,20.8159,20.8558,4711555.0
2020-08-18,20.5865,20.8757,20.1825,20.1875,4105257.0
2020-08-19,20.1676,20.9954,19.8883,20.6463,4015608.0
2020-08-20,20.0978,20.6563,19.7686,20.4668,3102448.0
2020-08-21,20.2973,20.5366,19.5991,19.6689,4030577.0
2020-08-22,20.2973,20.5366,19.5991,19.6689,4030577.0
2020-08-23,20.2973,20.5366,19.5991,19.6689,4030577.0
2020-08-24,19.8285,21.3645,19.3597,21.3445,5898020.0
2020-08-25,21.4941,21.6936,20.3671,20.9855,3731180.0
2020-08-26,20.7461,20.8857,20.0878,20.3072,4047298.0
2020-08-27,20.4668,21.2747,20.4568,20.9456,5409013.0
2020-08-28,21.0453,21.4201,20.8259,21.2847,3064884.0
2020-08-29,21.0453,21.4201,20.8259,21.2847,3064884.0
2020-08-30,21.0453,21.4201,20.8259,21.2847,3064884.0
2020-08-31,21.2847,21.3346,20.1676,20.5067,4206851.0
2020-09-01,20.2474,20.9356,20.1277,20.3272,2978457.0
2020-09-02,20.387,20.6563,20.2458,20.4868,2818522.0
2020-09-03,20.5865,21.7435,20.3471,20.5167,5998179.0
2020-09-04,20.7162,21.3246,20.028,21.2548,5583398.0
2020-09-05,20.7162,21.3246,20.028,21.2548,5583398.0
2020-09-06,20.7162,21.3246,20.028,21.2548,5583398.0
2020-09-07,20.7162,21.3246,20.028,21.2548,5583398.0
2020-09-08,20.4768,20.8458,20.0479,20.1676,5727626.0
2020-09-09,20.387,20.4269,18.9707,19.3597,6404145.0
2020-09-10,19.5193,19.9581,18.9687,18.9807,5478119.0
2020-09-11,18.9607,19.9187,18.7212,19.5694,4830278.0
2020-09-12,18.9607,19.9187,18.7212,19.5694,4830278.0
2020-09-13,18.9607,19.9187,18.7212,19.5694,4830278.0
2020-09-14,19.789,20.7969,19.5195,20.727,4119538.0
2020-09-15,20.757,21.3358,20.1882,20.3179,4495130.0
2020-09-16,20.0983,21.5154,19.8788,20.9765,5740033.0
2020-09-17,20.767,20.9067,20.2181,20.7171,3525192.0
2020-09-18,20.6871,21.6252,20.6173,20.9067,6500324.0
2020-09-19,20.6871,21.6252,20.6173,20.9067,6500324.0
2020-09-20,20.6871,21.6252,20.6173,20.9067,6500324.0
2020-09-21,20.1582,20.2381,19.2451,19.5295,6344146.0
2020-09-22,19.6593,20.4975,18.9258,18.9707,7060338.0
2020-09-23,19.2002,19.4996,17.7532,17.7632,9407852.0
2020-09-24,17.7732,18.8183,17.2243,18.352,7073945.0
2020-09-25,18.352,19.779,18.1324,19.7591,7960411.0
2020-09-26,18.352,19.779,18.1324,19.7591,7960411.0
2020-09-27,18.352,19.779,18.1324,19.7591,7960411.0
2020-09-28,20.1383,20.767,19.7891,19.9387,6380049.0
2020-09-29,19.6393,19.6393,18.811,18.9607,5124461.0
2020-09-30,18.9607,19.4597,18.7212,18.8709,6904804.0
2020-10-01,19.0605,19.769,19.0207,19.5794,4547724.0
2020-10-02,18.8509,19.7591,18.7412,19.6593,4097227.0
2020-10-03,18.8509,19.7591,18.7412,19.6593,4097227.0
2020-10-04,18.8509,19.7591,18.7412,19.6593,4097227.0
2020-10-05,19.8588,19.9586,18.9906,19.0106,4798658.0
2020-10-06,19.3798,20.0385,18.4418,18.4617,7070824.0
2020-10-07,18.9407,19.3,18.6613,19.1703,4256178.0
2020-10-08,19.3499,20.0085,19.2401,19.779,4991253.0
2020-10-09,19.9487,20.0285,19.3599,19.3798,3158709.0
2020-10-10,19.9487,20.0285,19.3599,19.3798,3158709.0
2020-10-11,19.9487,20.0285,19.3599,19.3798,3158709.0
2020-10-12,19.4098,19.6942,18.9707,19.5295,3708235.0
2020-10-13,19.1902,19.2002,18.4667,18.6214,7793150.0
2020-10-14,18.5516,18.8609,18.1923,18.5316,4997601.0
2020-10-15,18.3619,18.6414,17.5636,18.6314,5471127.0
2020-10-16,19.4098,19.7291,19.0106,19.1902,6110306.0
2020-10-17,19.4098,19.7291,19.0106,19.1902,6110306.0
2020-10-18,19.4098,19.7291,19.0106,19.1902,6110306.0
2020-10-19,19.2501,19.6493,19.09,19.1403,3298741.0
2020-10-20,19.3898,19.7341,19.2301,19.4597,3405681.0
2020-10-21,19.3798,19.3799,18.5915,18.9008,5706333.0
2020-10-22,18.9208,20.1582,18.8609,20.0285,5456860.0
2020-10-23,20.1383,20.6622,19.779,20.4376,4259598.0
2020-10-24,20.1383,20.6622,19.779,20.4376,4259598.0
2020-10-25,20.1383,20.6622,19.779,20.4376,4259598.0
2020-10-26,19.9586,19.9586,18.7811,18.9407,4816831.0
2020-10-27,18.831,19.0306,18.7312,18.7412,3216816.0
2020-10-28,18.2622,18.5715,17.9528,18.1025,3818138.0
2020-10-29,18.0925,18.7412,17.9827,18.5116,3492849.0
2020-10-30,18.4318,18.7611,17.6784,18.1524,4479437.0
2020-10-31,18.4318,18.7611,17.6784,18.1524,4479437.0
2020-11-01,18.4318,18.7611,17.6784,18.1524,4479437.0
2020-11-02,18.3021,18.9757,17.9628,18.7911,3649973.0
2020-11-03,19.0505,19.9087,18.8332,19.8189,5151181.0
2020-11-04,20.0684,20.2979,19.3998,19.7191,3797855.0
2020-11-05,19.8788,21.5753,19.8788,21.4356,4675896.0
2020-11-06,20.9566,21.9345,20.8668,21.6651,3690895.0
2020-11-07,20.9566,21.9345,20.8668,21.6651,3690895.0
2020-11-08,20.9566,21.9345,20.8668,21.6651,3690895.0
2020-11-09,25.8464,27.5428,25.0431,26.7047,10681359.0
2020-11-10,27.3034,30.5367,27.044,30.0876,14387081.0
2020-11-11,29.7184,29.8382,27.1936,27.4531,6815992.0
2020-11-12,26.8244,28.94,26.4153,27.3733,5616805.0
2020-11-13,27.7026,30.2274,27.483,30.2074,4955887.0
2020-11-14,27.7026,30.2274,27.483,30.2074,4955887.0
2020-11-15,27.7026,30.2274,27.483,30.2074,4955887.0
2020-11-16,32.5326,33.1812,30.8261,32.3031,8162871.0
2020-11-17,31.9039,33.9896,31.1854,33.7101,6964737.0
2020-11-18,34.9675,35.0274,31.9139,31.9338,12393099.0
2020-11-19,31.7342,32.8419,31.2353,32.5226,5113820.0
2020-11-20,33.1114,33.5405,32.1733,32.3629,4227081.0
2020-11-21,33.1114,33.5405,32.1733,32.3629,4227081.0
2020-11-22,33.1114,33.5405,32.1733,32.3629,4227081.0
2020-11-23,32.9318,35.105,32.8918,34.8877,5563473.0
2020-11-24,36.4245,37.0233,35.0873,35.4066,5467740.0
2020-11-25,34.9276,36.6141,33.9996,36.1351,5383111.0
2020-11-26,34.9276,36.6141,33.9996,36.1351,5383111.0
2020-11-27,36.0054,36.4744,35.3767,35.5663,1809021.0
2020-11-28,36.0054,36.4744,35.3767,35.5663,1809021.0
2020-11-29,36.0054,36.4744,35.3767,35.5663,1809021.0
2020-11-30,35.3368,35.7996,33.5804,33.9297,4129251.0
2020-12-01,34.6981,35.2967,33.5954,33.6902,3964770.0
2020-12-02,33.5006,37.8416,33.1912,37.4324,6337037.0
2020-12-03,37.7817,41.4341,37.632,40.2566,9289022.0
2020-12-04,40.6657,41.6237,38.9343,39.0092,7616739.0
2020-12-05,40.6657,41.6237,38.9343,39.0092,7616739.0
2020-12-06,40.6657,41.6237,38.9343,39.0092,7616739.0
2020-12-07,40.3963,40.6957,38.4403,38.62,5873348.0
2020-12-08,38.4204,39.9173,38.3006,39.7576,3741226.0
2020-12-09,40.2067,40.3164,37.4624,38.4902,4681347.0
2020-12-10,37.5622,38.8694,37.4923,38.6399,3806321.0
2020-12-11,38.2107,38.5601,36.943,37.3622,3700358.0
2020-12-12,38.2107,38.5601,36.943,37.3622,3700358.0
2020-12-13,38.2107,38.5601,36.943,37.3622,3700358.0
2020-12-14,38.2905,38.58,35.7651,35.9947,4484905.0
2020-12-15,36.4539,37.6018,35.5555,37.502,3007672.0
2020-12-16,37.2025,37.5319,36.2942,36.7833,2484653.0
2020-12-17,37.1925,37.3822,36.0646,36.3041,2835469.0
2020-12-18,36.404,37.3423,35.7851,37.1426,5161666.0
2020-12-19,36.404,37.3423,35.7851,37.1426,5161666.0
2020-12-20,36.404,37.3423,35.7851,37.1426,5161666.0
2020-12-21,35.1862,36.4539,34.2678,36.2343,3571624.0
2020-12-22,36.7533,37.1127,36.1847,36.6835,2181042.0
2020-12-23,37.1826,39.159,37.1485,38.3904,4230114.0
2020-12-24,38.3405,38.4203,37.0129,37.9711,1367392.0
2020-12-25,38.3405,38.4203,37.0129,37.9711,1367392.0
2020-12-26,38.3405,38.4203,37.0129,37.9711,1367392.0
2020-12-27,38.3405,38.4203,37.0129,37.9711,1367392.0
2020-12-28,37.9711,38.2955,37.2924,37.3722,1847249.0
2020-12-29,37.7415,38.7896,36.953,37.3722,2265729.0
2020-12-30,37.3722,39.6203,37.3722,38.6499,3242971.0
2020-12-31,38.5601,39.2587,38.051,39.0192,2032269.0
2021-01-01,38.5601,39.2587,38.051,39.0192,2032269.0
2021-01-02,38.5601,39.2587,38.051,39.0192,2032269.0
2021-01-03,38.5601,39.2587,38.051,39.0192,2032269.0
2021-01-04,39.1789,39.3886,36.4639,36.6036,5005378.0
2021-01-05,37.0328,39.5682,37.0328,39.4484,2764330.0
2021-01-06,38.9494,41.2102,38.9394,39.678,3334544.0
2021-01-07,40.7161,41.2452,39.8976,39.9575,2583596.0
2021-01-08,39.9276,40.5104,39.3886,39.9276,1976733.0
2021-01-09,39.9276,40.5104,39.3886,39.9276,1976733.0
2021-01-10,39.9276,40.5104,39.3886,39.9276,1976733.0
2021-01-11,38.4103,40.816,38.3704,40.247,2706308.0
2021-01-12,40.3269,41.0156,39.9376,40.8958,2145202.0
2021-01-13,40.3368,40.4267,38.6499,39.0092,3302636.0
2021-01-14,39.5133,40.816,39.4285,40.1871,2832193.0
2021-01-15,40.1072,40.1871,38.2007,38.6998,2580705.0
2021-01-16,40.1072,40.1871,38.2007,38.6998,2580705.0
2021-01-17,40.1072,40.1871,38.2007,38.6998,2580705.0
2021-01-18,40.1072,40.1871,38.2007,38.6998,2580705.0
2021-01-19,39.8278,40.1471,38.9294,39.7279,1727679.0
2021-01-20,39.9276,40.3867,39.5283,39.7379,1468564.0
2021-01-21,40.6163,40.796,38.1308,38.8595,2657614.0
2021-01-22,37.9312,38.9893,37.532,38.8495,1746427.0
2021-01-23,37.9312,38.9893,37.532,38.8495,1746427.0
2021-01-24,37.9312,38.9893,37.532,38.8495,1746427.0
2021-01-25,38.4902,38.4902,36.7334,38.1308,3281423.0
2021-01-26,38.6299,39.2987,36.7633,36.7733,2595427.0
2021-01-27,36.1844,36.4339,33.5691,33.8985,5924670.0
2021-01-28,34.8468,35.7551,33.9575,35.0664,3141457.0
2021-01-29,34.9366,35.7352,32.8735,33.8087,4508596.0
2021-01-30,34.9366,35.7352,32.8735,33.8087,4508596.0
2021-01-31,34.9366,35.7352,32.8735,33.8087,4508596.0
2021-02-01,34.2878,35.1063,33.2397,34.6971,2541510.0
2021-02-02,35.5256,37.8813,35.296,37.5718,3433587.0
2021-02-03,37.3622,38.8595,36.943,38.6998,4584029.0
2021-02-04,38.9993,39.6694,38.3305,39.0691,2733944.0
2021-02-05,39.5283,39.8477,38.1807,38.4003,1987670.0
2021-02-06,39.5283,39.8477,38.1807,38.4003,1987670.0
2021-02-07,39.5283,39.8477,38.1807,38.4003,1987670.0
2021-02-08,38.7597,40.267,38.6599,40.1472,2817192.0
2021-02-09,39.6481,40.1472,39.2222,39.4684,1719541.0
2021-02-10,39.678,39.678,38.3504,39.0292,1786143.0
2021-02-11,38.9893,39.9475,38.1508,38.8895,1815122.0
2021-02-12,38.5601,39.5882,38.3205,39.0092,1533077.0
2021-02-13,38.5601,39.5882,38.3205,39.0092,1533077.0
2021-02-14,38.5601,39.5882,38.3205,39.0092,1533077.0
2021-02-15,38.5601,39.5882,38.3205,39.0092,1533077.0
2021-02-16,39.9176,39.9176,38.7218,39.718,1928447.0
2021-02-17,39.3486,40.3967,38.7014,40.1671,2010545.0
2021-02-18,39.4484,40.2171,38.7896,39.3486,1657433.0
2021-02-19,39.5582,42.5927,39.4884,42.423,4239488.0
2021-02-20,39.5582,42.5927,39.4884,42.423,4239488.0
2021-02-21,39.5582,42.5927,39.4884,42.423,4239488.0
2021-02-22,41.6045,44.3995,41.4367,42.6726,4000997.0
2021-02-23,41.4249,43.7407,40.7361,43.2715,4580591.0
2021-02-24,43.5211,46.326,43.5011,44.3995,4090483.0
2021-02-25,45.1381,45.3477,42.8924,43.3015,5132033.0
2021-02-26,43.1517,44.0501,42.1535,42.7525,2538580.0
2021-02-27,43.1517,44.0501,42.1535,42.7525,2538580.0
2021-02-28,43.1517,44.0501,42.1535,42.7525,2538580.0
2021-03-01,44.8886,46.6454,43.5211,46.2761,4040941.0
2021-03-02,46.0764,48.6418,45.8369,47.1145,3587903.0
2021-03-03,48.0129,49.7398,47.434,47.434,6539421.0
2021-03-04,48.7316,49.4004,44.1799,46.316,3635948.0
2021-03-05,47.0546,47.5338,42.7824,47.0347,2900423.0
2021-03-06,47.0546,47.5338,42.7824,47.0347,2900423.0
2021-03-07,47.0546,47.5338,42.7824,47.0347,2900423.0
2021-03-08,48.1127,49.0209,46.2461,46.5256,3014215.0
2021-03-09,46.9448,48.3822,45.4276,47.4439,2571515.0
2021-03-10,47.8133,49.041,47.4639,48.2625,2506013.0
2021-03-11,48.6817,50.7782,48.3099,49.7398,3566702.0
2021-03-12,50.4884,51.9558,50.0592,51.3069,4198254.0
2021-03-13,50.4884,51.9558,50.0592,51.3069,4198254.0
2021-03-14,50.4884,51.9558,50.0592,51.3069,4198254.0
2021-03-15,52.7244,53.5329,51.0075,51.816,3202990.0
2021-03-16,51.836,51.836,49.4214,50.0692,2504482.0
2021-03-17,49.9095,51.9458,49.9095,51.9158,2519206.0
2021-03-18,51.6063,52.2752,49.6395,49.959,2272019.0
2021-03-19,49.6695,50.568,48.5029,50.2585,4167358.0
2021-03-20,49.6695,50.568,48.5029,50.2585,4167358.0
2021-03-21,49.6695,50.568,48.5029,50.2585,4167358.0
2021-03-22,50.2585,50.2885,48.1719,48.1919,1969984.0
2021-03-23,47.6727,48.1434,45.5262,45.8357,2881294.0
2021-03-24,46.6543,48.1718,44.9471,45.0769,2209991.0
2021-03-25,43.7091,48.9706,43.2798,48.8109,3513875.0
2021-03-26,49.0405,49.1303,47.1136,48.2617,1691930.0
2021-03-27,49.0405,49.1303,47.1136,48.2617,1691930.0
2021-03-28,49.0405,49.1303,47.1136,48.2617,1691930.0
2021-03-29,48.9606,50.0389,47.3532,48.2218,2271993.0
2021-03-30,48.3616,49.6595,47.9423,49.4199,2576164.0
2021-03-31,49.7893,50.408,48.5712,48.5712,3090565.0
2021-04-01,49.31,50.0988,48.9906,49.5097,1678306.0
2021-04-02,49.31,50.0988,48.9906,49.5097,1678306.0
2021-04-03,49.31,50.0988,48.9906,49.5097,1678306.0
2021-04-04,49.31,50.0988,48.9906,49.5097,1678306.0
2021-04-05,50.3883,51.4166,49.1703,49.2701,1745517.0
2021-04-06,48.8807,49.9191,48.1719,48.8408,2605505.0
2021-04-07,49.0205,49.1004,47.8424,48.4514,1196542.0
2021-04-08,47.8225,48.9406,47.483,48.9406,1572322.0
2021-04-09,47.8624,48.2118,47.0237,47.8324,3107537.0
2021-04-10,47.8624,48.2118,47.0237,47.8324,3107537.0
2021-04-11,47.8624,48.2118,47.0237,47.8324,3107537.0
2021-04-12,47.7825,47.8324,46.8141,47.5329,1856871.0
2021-04-13,46.9938,47.9223,45.8857,47.3832,2378957.0
2021-04-14,47.9423,49.1503,47.2534,47.3332,1667891.0
2021-04-15,47.6328,47.7724,46.255,46.6344,1797797.0
2021-04-16,47.1236,47.473,45.7259,46.4347,1298582.0
2021-04-17,47.1236,47.473,45.7259,46.4347,1298582.0
2021-04-18,47.1236,47.473,45.7259,46.4347,1298582.0
2021-04-19,46.0753,46.5114,45.606,46.0953,1430272.0
2021-04-20,45.4064,45.5162,43.5294,44.5877,2607666.0
2021-04-21,44.1484,45.8556,43.2499,45.666,2551424.0
2021-04-22,46.0354,46.8279,45.1767,45.3565,1258276.0
2021-04-23,45.1668,46.3447,44.9172,46.0953,1051841.0
2021-04-24,45.1668,46.3447,44.9172,46.0953,1051841.0
2021-04-25,45.1668,46.3447,44.9172,46.0953,1051841.0
2021-04-26,46.7941,47.493,46.5146,46.9738,1115901.0
2021-04-27,47.2134,47.4531,46.2949,46.8041,1387770.0
2021-04-28,46.6344,47.2134,45.666,45.8157,1817004.0
2021-04-29,46.7442,47.0138,44.7175,45.7658,1419060.0
2021-04-30,45.3365,46.1252,45.0569,45.616,1535258.0
2021-05-01,45.3365,46.1252,45.0569,45.616,1535258.0
2021-05-02,45.3365,46.1252,45.0569,45.616,1535258.0
2021-05-03,45.8956,46.245,45.346,45.5761,1909639.0
2021-05-04,45.636,45.9255,44.2033,45.4463,1681543.0
2021-05-05,45.037,45.6759,42.7607,42.9803,3749677.0
2021-05-06,42.9204,44.2383,42.2515,44.1584,1779384.0
2021-05-07,43.5793,44.9871,43.4995,44.0186,2096564.0
2021-05-08,43.5793,44.9871,43.4995,44.0186,2096564.0
2021-05-09,43.5793,44.9871,43.4995,44.0186,2096564.0
2021-05-10,44.2083,46.3249,44.0885,44.6975,2756159.0
