,PCAR US Equity,PCAR US Equity,PCAR US Equity,PCAR US Equity,PCAR US Equity
2020-03-01,37.7793,38.8911,37.5316,38.5397,6290855.0
2020-03-02,38.7817,40.147,38.171,40.1412,3874041.0
2020-03-03,39.8186,40.9477,38.7356,38.9142,3978449.0
2020-03-04,39.4499,40.0491,39.0294,40.0087,2535120.0
2020-03-05,38.7529,38.8338,37.4509,37.6526,3414377.0
2020-03-06,35.9243,37.4337,35.8091,37.1917,4055229.0
2020-03-07,35.9243,37.4337,35.8091,37.1917,4055229.0
2020-03-08,35.9243,37.4337,35.8091,37.1917,4055229.0
2020-03-09,34.8413,35.6881,34.392,35.089,5191434.0
2020-03-10,36.2642,37.2493,35.1236,37.2435,3783734.0
2020-03-11,35.9704,36.8172,35.2388,35.9992,3914768.0
2020-03-12,32.9921,36.1893,32.9921,34.1097,6842676.0
2020-03-13,35.5268,37.5431,34.2191,37.5201,5591427.0
2020-03-14,35.5268,37.5431,34.2191,37.5201,5591427.0
2020-03-15,35.5268,37.5431,34.2191,37.5201,5591427.0
2020-03-16,33.4184,36.8461,33.4126,34.6627,5261337.0
2020-03-17,34.8183,35.4692,33.7295,34.3747,5362197.0
2020-03-18,32.9806,33.6373,30.9297,32.1164,4993155.0
2020-03-19,31.8111,33.5739,30.3191,32.2777,4474269.0
2020-03-20,31.9494,32.4794,29.9792,30.129,5266017.0
2020-03-21,31.9494,32.4794,29.9792,30.129,5266017.0
2020-03-22,31.9494,32.4794,29.9792,30.129,5266017.0
2020-03-23,30.4055,31.0046,28.2913,28.7521,5001224.0
2020-03-24,30.0944,32.9172,29.8815,32.8365,4988301.0
2020-03-25,32.5831,35.0833,32.2201,33.9772,4676031.0
2020-03-26,34.0521,35.1293,33.2283,34.824,4130828.0
2020-03-27,33.5624,35.0919,33.2686,34.271,2693697.0
2020-03-28,33.5624,35.0919,33.2686,34.271,2693697.0
2020-03-29,33.5624,35.0919,33.2686,34.271,2693697.0
2020-03-30,33.7928,36.005,33.6719,35.8725,3334400.0
2020-03-31,34.9047,35.8091,34.5763,35.2157,3396753.0
2020-04-01,34.1212,34.8701,33.5336,34.6339,4752791.0
2020-04-02,34.7146,35.7544,34.1702,35.066,3669893.0
2020-04-03,35.1524,35.7457,34.8384,35.4923,3533465.0
2020-04-04,35.1524,35.7457,34.8384,35.4923,3533465.0
2020-04-05,35.1524,35.7457,34.8384,35.4923,3533465.0
2020-04-06,37.1341,37.5834,36.1202,37.4106,3939315.0
2020-04-07,38.1422,38.9833,37.5201,37.7505,3205920.0
2020-04-08,37.883,38.5455,37.4279,38.2863,3413652.0
2020-04-09,38.6089,39.2598,37.9521,38.7529,2984756.0
2020-04-10,38.6089,39.2598,37.9521,38.7529,2984756.0
2020-04-11,38.6089,39.2598,37.9521,38.7529,2984756.0
2020-04-12,38.6089,39.2598,37.9521,38.7529,2984756.0
2020-04-13,38.4936,38.534,37.618,37.9809,3354752.0
2020-04-14,38.6549,38.8825,37.906,38.4879,3205458.0
2020-04-15,37.8484,37.8484,37.2724,37.6641,4103502.0
2020-04-16,37.6065,38.9142,37.088,38.1307,3724284.0
2020-04-17,39.0294,39.7322,38.4879,38.9718,5486442.0
2020-04-18,39.0294,39.7322,38.4879,38.9718,5486442.0
2020-04-19,39.0294,39.7322,38.4879,38.9718,5486442.0
2020-04-20,38.5685,39.4615,37.8542,38.7126,3576552.0
2020-04-21,39.5248,39.7437,37.3645,37.8628,4485662.0
2020-04-22,38.5224,38.701,37.5201,38.1019,2902158.0
2020-04-23,38.0673,38.8854,37.9636,37.9694,2765501.0
2020-04-24,38.3957,39.0006,38.0213,38.8739,2311961.0
2020-04-25,38.3957,39.0006,38.0213,38.8739,2311961.0
2020-04-26,38.3957,39.0006,38.0213,38.8739,2311961.0
2020-04-27,39.0006,39.8388,38.8681,39.64,3665741.0
2020-04-28,40.4869,40.8844,39.7956,39.8417,3667964.0
2020-04-29,40.5272,40.5762,39.7207,40.0894,3149832.0
2020-04-30,39.6919,40.026,39.2598,39.882,2944010.0
2020-05-01,39.231,39.5882,38.6837,39.3405,3137469.0
2020-05-02,39.231,39.5882,38.6837,39.3405,3137469.0
2020-05-03,39.231,39.5882,38.6837,39.3405,3137469.0
2020-05-04,39.1734,39.4384,38.6204,39.3866,2596824.0
2020-05-05,39.4845,39.9281,39.1965,39.208,2340482.0
2020-05-06,39.5824,39.7207,39.1734,39.3462,2485241.0
2020-05-07,39.7265,39.9108,39.3174,39.5248,2196864.0
2020-05-08,39.882,40.2046,39.6228,40.1067,2381619.0
2020-05-09,39.882,40.2046,39.6228,40.1067,2381619.0
2020-05-10,39.882,40.2046,39.6228,40.1067,2381619.0
2020-05-11,40.0488,40.1298,39.5713,39.8346,2077356.0
2020-05-12,38.9839,39.8404,38.6685,38.6829,3422442.0
2020-05-13,38.4167,38.845,38.0058,38.1968,5876430.0
2020-05-14,37.5313,38.6424,37.184,38.5498,3320940.0
2020-05-15,38.3994,39.1228,38.1737,38.6772,5569437.0
2020-05-16,38.3994,39.1228,38.1737,38.6772,5569437.0
2020-05-17,38.3994,39.1228,38.1737,38.6772,5569437.0
2020-05-18,40.0835,40.5928,39.7247,40.4944,3373811.0
2020-05-19,40.3497,40.6507,39.6379,39.6726,2608547.0
2020-05-20,39.7594,40.3902,39.7131,39.9504,2940410.0
2020-05-21,39.9446,40.0517,39.3717,39.4642,1911203.0
2020-05-22,39.2906,39.6552,39.0707,39.5974,2117334.0
2020-05-23,39.2906,39.6552,39.0707,39.5974,2117334.0
2020-05-24,39.2906,39.6552,39.0707,39.5974,2117334.0
2020-05-25,39.2906,39.6552,39.0707,39.5974,2117334.0
2020-05-26,40.4713,42.1033,40.234,41.9818,3501594.0
2020-05-27,42.8672,43.4691,42.3406,43.4402,2769303.0
2020-05-28,43.4981,43.7064,42.4968,42.8296,2927490.0
2020-05-29,42.6589,43.0119,42.0802,42.7457,3601875.0
2020-05-30,42.6589,43.0119,42.0802,42.7457,3601875.0
2020-05-31,42.6589,43.0119,42.0802,42.7457,3601875.0
2020-06-01,42.8557,43.1103,42.2219,42.3174,1793315.0
2020-06-02,42.1149,42.5431,42.1091,42.4968,2642258.0
2020-06-03,42.7283,43.3765,42.711,43.1913,2209878.0
2020-06-04,42.983,43.8222,42.7833,43.8048,1973298.0
2020-06-05,44.5919,45.4889,44.2562,45.1127,3774395.0
2020-06-06,44.5919,45.4889,44.2562,45.1127,3774395.0
2020-06-07,44.5919,45.4889,44.2562,45.1127,3774395.0
2020-06-08,45.0144,45.923,44.8581,45.622,2671260.0
2020-06-09,45.0954,45.9982,44.8465,45.6915,2113352.0
2020-06-10,45.4484,45.515,44.4414,44.4472,2950581.0
2020-06-11,43.6312,43.6312,41.9702,42.0049,3108689.0
2020-06-12,43.1682,43.1798,41.2931,42.3464,2625602.0
2020-06-13,43.1682,43.1798,41.2931,42.3464,2625602.0
2020-06-14,43.1682,43.1798,41.2931,42.3464,2625602.0
2020-06-15,41.3046,42.7689,41.0268,42.6647,2019798.0
2020-06-16,43.9495,44.2678,42.6705,43.1219,2622315.0
2020-06-17,43.365,43.5154,42.8094,43.0003,1509692.0
2020-06-18,43.1913,43.4923,42.7746,43.0987,1262592.0
2020-06-19,43.6312,43.8048,42.7573,43.3823,4041368.0
2020-06-20,43.6312,43.8048,42.7573,43.3823,4041368.0
2020-06-21,43.6312,43.8048,42.7573,43.3823,4041368.0
2020-06-22,43.0003,43.4113,42.5258,43.2434,1443426.0
2020-06-23,43.689,43.8742,43.1682,43.2724,1816896.0
2020-06-24,42.7862,42.7862,41.7792,41.9702,1864227.0
2020-06-25,41.7676,42.4505,41.4435,42.3927,1962362.0
2020-06-26,42.138,42.4505,41.7329,41.9239,3288437.0
2020-06-27,42.138,42.4505,41.7329,41.9239,3288437.0
2020-06-28,42.138,42.4505,41.7329,41.9239,3288437.0
2020-06-29,42.5374,43.1045,41.6721,42.6415,2056787.0
2020-06-30,42.2711,43.5444,42.1265,43.3187,3024653.0
2020-07-01,43.7296,43.7701,42.8267,42.9714,2039781.0
2020-07-02,43.6312,44.6208,43.2579,43.799,2224431.0
2020-07-03,43.6312,44.6208,43.2579,43.799,2224431.0
2020-07-04,43.6312,44.6208,43.2579,43.799,2224431.0
2020-07-05,43.6312,44.6208,43.2579,43.799,2224431.0
2020-07-06,44.5572,44.8002,44.1868,44.6555,2978775.0
2020-07-07,44.262,44.5803,43.7527,43.8511,1974473.0
2020-07-08,43.8511,44.2446,43.3939,43.6717,1779983.0
2020-07-09,43.4749,43.799,42.9251,43.0756,2083953.0
2020-07-10,43.0351,43.6948,42.9946,43.5444,2109264.0
2020-07-11,43.0351,43.6948,42.9946,43.5444,2109264.0
2020-07-12,43.0351,43.6948,42.9946,43.5444,2109264.0
2020-07-13,43.6427,44.3662,43.1335,43.7759,2872698.0
2020-07-14,43.5733,44.6642,43.3129,44.5919,3206921.0
2020-07-15,45.1706,45.7204,44.725,45.5584,2725895.0
2020-07-16,45.2285,46.0416,45.159,45.9809,2656152.0
2020-07-17,46.1429,46.2876,45.7146,45.9693,5457363.0
2020-07-18,46.1429,46.2876,45.7146,45.9693,5457363.0
2020-07-19,46.1429,46.2876,45.7146,45.9693,5457363.0
2020-07-20,45.7204,46.1834,45.4368,46.114,3435312.0
2020-07-21,45.7899,48.5678,45.6657,48.4173,5535720.0
2020-07-22,48.5157,50.0031,48.4231,49.3375,4293149.0
2020-07-23,49.3838,50.0552,49.1929,49.8063,3952895.0
2020-07-24,50.061,50.4892,49.2623,49.6211,4018046.0
2020-07-25,50.061,50.4892,49.2623,49.6211,4018046.0
2020-07-26,50.061,50.4892,49.2623,49.6211,4018046.0
2020-07-27,49.6211,50.2874,49.3491,49.7253,2380325.0
2020-07-28,49.7542,50.1362,49.1986,49.4533,2995722.0
2020-07-29,49.2276,49.8873,49.1986,49.7658,2465741.0
2020-07-30,49.2681,49.2681,48.6286,48.9672,1857602.0
2020-07-31,48.7472,49.2449,48.4405,49.2392,2282241.0
2020-08-01,48.7472,49.2449,48.4405,49.2392,2282241.0
2020-08-02,48.7472,49.2449,48.4405,49.2392,2282241.0
2020-08-03,49.1755,49.8758,49.0453,49.5459,1963692.0
2020-08-04,49.025,49.3665,48.9035,49.1408,2122985.0
2020-08-05,49.5401,50.333,49.1929,50.2925,2201805.0
2020-08-06,50.0783,50.576,50.0783,50.5587,2152350.0
2020-08-07,50.3851,51.2937,50.2404,51.2763,2042501.0
2020-08-08,50.3851,51.2937,50.2404,51.2763,2042501.0
2020-08-09,50.3851,51.2937,50.2404,51.2763,2042501.0
2020-08-10,51.4506,52.6471,50.742,52.1883,3394394.0
2020-08-11,52.5542,53.0305,52.165,52.5019,2284146.0
2020-08-12,52.6297,52.8504,52.1999,52.4671,2363499.0
2020-08-13,52.287,52.287,51.2589,51.4041,2325113.0
2020-08-14,51.4041,51.9588,51.1195,51.6655,2048399.0
2020-08-15,51.4041,51.9588,51.1195,51.6655,2048399.0
2020-08-16,51.4041,51.9588,51.1195,51.6655,2048399.0
2020-08-17,51.8397,52.0024,51.3286,51.468,2785047.0
2020-08-18,51.6713,51.9712,51.333,51.439,1479783.0
2020-08-19,51.3809,51.7236,50.9743,51.1776,2103080.0
2020-08-20,50.922,51.3175,50.469,50.6374,1476656.0
2020-08-21,50.5561,50.7884,50.2192,50.5445,1950560.0
2020-08-22,50.5561,50.7884,50.2192,50.5445,1950560.0
2020-08-23,50.5561,50.7884,50.2192,50.5445,1950560.0
2020-08-24,50.6781,51.0614,50.3586,50.4748,2543418.0
2020-08-25,50.8,51.0208,50.0508,50.1902,1986971.0
2020-08-26,49.9927,50.6723,49.6152,50.4574,1654638.0
2020-08-27,50.7884,50.8523,49.9317,50.1437,1658478.0
2020-08-28,50.0043,50.2424,49.6732,50.2366,1724834.0
2020-08-29,50.0043,50.2424,49.6732,50.2366,1724834.0
2020-08-30,50.0043,50.2424,49.6732,50.2366,1724834.0
2020-08-31,49.9346,50.3383,49.772,49.8591,2153462.0
2020-09-01,49.9404,50.6084,49.377,50.5619,2595642.0
2020-09-02,50.5561,51.2299,50.5561,51.044,2302116.0
2020-09-03,51.6132,51.712,49.2492,49.6326,2415852.0
2020-09-04,50.1786,50.3993,49.377,49.7313,2235594.0
2020-09-05,50.1786,50.3993,49.377,49.7313,2235594.0
2020-09-06,50.1786,50.3993,49.377,49.7313,2235594.0
2020-09-07,50.1786,50.3993,49.377,49.7313,2235594.0
2020-09-08,49.2666,49.5106,48.4186,48.4941,2628819.0
2020-09-09,48.7207,49.6674,48.529,49.348,3194250.0
2020-09-10,49.104,49.7371,47.8378,48.1166,2123774.0
2020-09-11,48.2386,48.9239,48.1514,48.7265,4264314.0
2020-09-12,48.2386,48.9239,48.1514,48.7265,4264314.0
2020-09-13,48.2386,48.9239,48.1514,48.7265,4264314.0
2020-09-14,49.1621,50.2947,48.9065,50.1582,2327283.0
2020-09-15,50.1786,50.5212,49.7545,49.8184,2614574.0
2020-09-16,50.3993,50.7013,49.8649,50.196,1993157.0
2020-09-17,49.3944,50.4748,48.9239,49.8707,2432522.0
2020-09-18,49.9172,50.0914,48.7787,48.9298,3355661.0
2020-09-19,49.9172,50.0914,48.7787,48.9298,3355661.0
2020-09-20,49.9172,50.0914,48.7787,48.9298,3355661.0
2020-09-21,48.4477,48.5464,46.6761,47.5474,2498769.0
2020-09-22,47.3266,48.3083,47.0304,47.8262,2013746.0
2020-09-23,47.9656,48.529,47.1466,47.4021,2198576.0
2020-09-24,47.193,48.3257,46.7051,47.7216,1640774.0
2020-09-25,47.9423,48.8484,47.5161,48.5174,1789301.0
2020-09-26,47.9423,48.8484,47.5161,48.5174,1789301.0
2020-09-27,47.9423,48.8484,47.5161,48.5174,1789301.0
2020-09-28,49.1795,50.3296,49.1795,50.2715,2382485.0
2020-09-29,50.103,50.649,49.8242,50.0392,1697324.0
2020-09-30,50.2599,50.9394,49.1853,49.5338,2976974.0
2020-10-01,49.9578,50.0798,48.5348,49.075,1704018.0
2020-10-02,48.529,49.8591,48.1224,49.3654,1558382.0
2020-10-03,48.529,49.8591,48.1224,49.3654,1558382.0
2020-10-04,48.529,49.8591,48.1224,49.3654,1558382.0
2020-10-05,49.9114,51.3635,49.7662,51.166,1793775.0
2020-10-06,51.1602,52.1883,50.7942,50.9278,1879959.0
2020-10-07,51.5609,52.2754,51.3286,52.2115,1590299.0
2020-10-08,52.0488,52.2521,51.1137,52.2405,1169258.0
2020-10-09,52.2754,52.833,51.5958,51.8223,2756435.0
2020-10-10,52.2754,52.833,51.5958,51.8223,2756435.0
2020-10-11,52.2754,52.833,51.5958,51.8223,2756435.0
2020-10-12,52.4032,52.4293,51.77,52.1476,2619492.0
2020-10-13,51.6597,52.2144,50.8814,51.4274,2500608.0
2020-10-14,51.2647,52.2754,51.2647,51.6771,1774182.0
2020-10-15,51.1021,51.831,51.0324,51.7875,1392057.0
2020-10-16,52.0488,53.0479,51.0847,52.2405,2877351.0
2020-10-17,52.0488,53.0479,51.0847,52.2405,2877351.0
2020-10-18,52.0488,53.0479,51.0847,52.2405,2877351.0
2020-10-19,52.258,53.2047,52.258,52.8911,3894320.0
2020-10-20,53.074,53.4371,51.6945,52.4729,5894082.0
2020-10-21,52.3277,53.3093,52.287,52.8039,3807912.0
2020-10-22,53.4487,53.7159,52.6239,53.257,2595138.0
2020-10-23,53.4777,53.9947,53.2831,53.8088,2334663.0
2020-10-24,53.4777,53.9947,53.2831,53.8088,2334663.0
2020-10-25,53.4777,53.9947,53.2831,53.8088,2334663.0
2020-10-26,53.0072,53.0973,51.9791,52.6065,2845181.0
2020-10-27,52.7168,53.0827,51.3286,51.3751,2009537.0
2020-10-28,50.4109,50.8349,49.3073,49.3073,2782575.0
2020-10-29,49.1679,50.2889,48.9181,49.7603,1892490.0
2020-10-30,49.4002,49.8823,49.0053,49.5919,2036762.0
2020-10-31,49.4002,49.8823,49.0053,49.5919,2036762.0
2020-11-01,49.4002,49.8823,49.0053,49.5919,2036762.0
2020-11-02,50.3296,51.6423,50.1727,51.5958,2248092.0
2020-11-03,52.3277,53.6287,52.0024,53.3093,2461376.0
2020-11-04,53.8553,54.1921,51.468,51.5493,2282159.0
2020-11-05,51.8107,53.0348,51.1631,52.6297,1827675.0
2020-11-06,53.2221,53.2221,52.0837,52.3277,1696848.0
2020-11-07,53.2221,53.2221,52.0837,52.3277,1696848.0
2020-11-08,53.2221,53.2221,52.0837,52.3277,1696848.0
2020-11-09,55.3763,55.8542,52.7124,52.8115,3680922.0
2020-11-10,52.3976,53.9831,52.281,53.1146,3037256.0
2020-11-11,53.476,53.5634,52.2402,52.5608,2242611.0
2020-11-12,52.316,52.5492,51.5407,51.873,1984241.0
2020-11-13,52.3626,52.5666,51.8963,52.4093,1906919.0
2020-11-14,52.3626,52.5666,51.8963,52.4093,1906919.0
2020-11-15,52.3626,52.5666,51.8963,52.4093,1906919.0
2020-11-16,52.8115,53.1962,51.2959,52.4151,2078787.0
2020-11-17,52.1061,52.1061,51.3134,51.7739,1605762.0
2020-11-18,52.1353,53.0155,51.5203,52.3685,1549497.0
2020-11-19,52.042,52.5958,51.3076,52.485,1533444.0
2020-11-20,51.3833,52.3451,51.156,51.7506,2490501.0
2020-11-21,51.3833,52.3451,51.156,51.7506,2490501.0
2020-11-22,51.3833,52.3451,51.156,51.7506,2490501.0
2020-11-23,52.8872,52.8872,51.5874,52.2052,1720097.0
2020-11-24,51.7797,52.9397,51.7797,52.7007,2967099.0
2020-11-25,52.8056,52.9106,51.6136,51.7739,1957070.0
2020-11-26,52.8056,52.9106,51.6136,51.7739,1957070.0
2020-11-27,51.7914,52.2752,51.0453,51.1443,885581.0
2020-11-28,51.7914,52.2752,51.0453,51.1443,885581.0
2020-11-29,51.7914,52.2752,51.0453,51.1443,885581.0
2020-11-30,50.8529,51.2376,50.3458,50.748,3139629.0
2020-12-01,51.2679,51.8089,50.8646,50.8762,2129979.0
2020-12-02,50.713,51.2959,50.4332,50.8004,1891128.0
2020-12-03,50.7655,51.0336,50.1767,50.2758,3105392.0
2020-12-04,50.3224,50.9403,49.9552,50.5381,3064035.0
2020-12-05,50.3224,50.9403,49.9552,50.5381,3064035.0
2020-12-06,50.3224,50.9403,49.9552,50.5381,3064035.0
2020-12-07,50.3691,50.6022,49.9844,50.3108,2357829.0
2020-12-08,50.2234,50.6314,50.1942,50.3691,1327866.0
2020-12-09,50.3691,51.0569,50.1913,50.9345,2576553.0
2020-12-10,50.5614,50.7946,49.8445,49.9844,1553715.0
2020-12-11,49.5005,50.0893,49.3606,49.8153,1697688.0
2020-12-12,49.5005,50.0893,49.3606,49.8153,1697688.0
2020-12-13,49.5005,50.0893,49.3606,49.8153,1697688.0
2020-12-14,49.9357,50.3807,49.1858,49.2324,1634091.0
2020-12-15,50.2234,51.0161,49.9202,50.882,2625638.0
2020-12-16,50.6664,51.0511,50.4798,50.6489,2119110.0
2020-12-17,50.8193,51.0485,50.0436,50.4021,2556437.0
2020-12-18,50.6959,50.8722,49.9496,50.5431,5576694.0
2020-12-19,50.6959,50.8722,49.9496,50.5431,5576694.0
2020-12-20,50.6959,50.8722,49.9496,50.5431,5576694.0
2020-12-21,49.7733,50.643,49.4001,50.4491,1786173.0
2020-12-22,50.355,50.3609,49.7498,49.8732,1375442.0
2020-12-23,49.9613,50.2434,49.7615,50.0025,1427064.0
2020-12-24,50.1846,50.6547,49.9496,50.6019,559437.0
2020-12-25,50.1846,50.6547,49.9496,50.6019,559437.0
2020-12-26,50.1846,50.6547,49.9496,50.6019,559437.0
2020-12-27,50.1846,50.6547,49.9496,50.6019,559437.0
2020-12-28,50.9721,51.1131,50.1729,50.2904,880272.0
2020-12-29,50.5431,50.7723,49.5382,50.1376,1276419.0
2020-12-30,50.2904,50.5842,50.0495,50.4608,842379.0
2020-12-31,50.2728,50.7429,50.1428,50.7018,1319657.0
2021-01-01,50.2728,50.7429,50.1428,50.7018,1319657.0
2021-01-02,50.2728,50.7429,50.1428,50.7018,1319657.0
2021-01-03,50.2728,50.7429,50.1428,50.7018,1319657.0
2021-01-04,50.8957,51.3423,49.5206,49.785,2526285.0
2021-01-05,49.7792,50.3492,49.4971,50.214,1727286.0
2021-01-06,50.3727,52.8466,50.167,52.1885,3052919.0
2021-01-07,51.5891,52.7879,51.5362,51.9476,2577878.0
2021-01-08,52.1062,52.2708,50.8898,51.595,1901241.0
2021-01-09,52.1062,52.2708,50.8898,51.595,1901241.0
2021-01-10,52.1062,52.2708,50.8898,51.595,1901241.0
2021-01-11,51.4304,51.8712,51.1631,51.8418,1252829.0
2021-01-12,51.9769,52.688,51.5186,52.5705,1446305.0
2021-01-13,52.735,52.829,51.786,52.2708,1736352.0
2021-01-14,52.3001,52.8173,52.1474,52.4529,1377207.0
2021-01-15,52.1415,52.1415,50.7605,51.8065,1810152.0
2021-01-16,52.1415,52.1415,50.7605,51.8065,1810152.0
2021-01-17,52.1415,52.1415,50.7605,51.8065,1810152.0
2021-01-18,52.1415,52.1415,50.7605,51.8065,1810152.0
2021-01-19,51.8095,52.641,51.7066,52.4235,1940651.0
2021-01-20,53.9984,54.6213,52.4147,52.5293,3984654.0
2021-01-21,54.6037,60.6388,53.9896,58.0238,12144186.0
2021-01-22,57.6183,59.2049,57.1899,58.0884,5181813.0
2021-01-23,57.6183,59.2049,57.1899,58.0884,5181813.0
2021-01-24,57.6183,59.2049,57.1899,58.0884,5181813.0
2021-01-25,59.3518,59.8161,57.3891,57.5507,4620686.0
2021-01-26,56.3372,57.6771,55.2912,57.4773,4657430.0
2021-01-27,56.7955,57.9004,55.8758,56.6487,4785596.0
2021-01-28,57.2598,58.1178,54.9269,54.9739,3852033.0
2021-01-29,54.5567,55.0839,52.7057,53.6047,4598295.0
2021-01-30,54.5567,55.0839,52.7057,53.6047,4598295.0
2021-01-31,54.5567,55.0839,52.7057,53.6047,4598295.0
2021-02-01,53.9455,54.1688,53.211,53.5812,2765954.0
2021-02-02,54.21,54.2511,52.9172,53.9984,3072617.0
2021-02-03,54.5919,56.4783,54.2041,56.2197,4891067.0
2021-02-04,57.0835,57.583,56.2961,57.06,3530100.0
2021-02-05,57.3539,57.8063,56.4959,56.7545,2593832.0
2021-02-06,57.3539,57.8063,56.4959,56.7545,2593832.0
2021-02-07,57.3539,57.8063,56.4959,56.7545,2593832.0
2021-02-08,57.4207,57.4207,56.5009,57.0551,1815984.0
2021-02-09,57.2556,58.7768,56.6247,58.6117,3751815.0
2021-02-10,59.1423,59.7852,58.1459,58.7237,2280008.0
2021-02-11,58.9477,59.0951,56.9431,58.1341,1911596.0
2021-02-12,58.0457,58.4112,56.9018,57.7803,1953587.0
2021-02-13,58.0457,58.4112,56.9018,57.7803,1953587.0
2021-02-14,58.0457,58.4112,56.9018,57.7803,1953587.0
2021-02-15,58.0457,58.4112,56.9018,57.7803,1953587.0
2021-02-16,58.1813,58.2971,56.7545,57.2674,2354312.0
2021-02-17,56.6955,56.9785,55.7345,56.6277,1953149.0
2021-02-18,56.2238,56.3535,55.08,55.9231,2067486.0
2021-02-19,55.9998,56.7191,55.7286,56.1236,2233862.0
2021-02-20,55.9998,56.7191,55.7286,56.1236,2233862.0
2021-02-21,55.9998,56.7191,55.7286,56.1236,2233862.0
2021-02-22,56.0116,56.3476,55.2392,55.8229,2297364.0
2021-02-23,55.4809,55.7403,53.8595,55.0269,3316020.0
2021-02-24,53.9951,55.6637,53.9834,55.5871,3006009.0
2021-02-25,55.4809,55.8877,54.3312,54.6673,2022788.0
2021-02-26,54.738,54.9503,53.5588,53.6473,4063515.0
2021-02-27,54.738,54.9503,53.5588,53.6473,4063515.0
2021-02-28,54.738,54.9503,53.5588,53.6473,4063515.0
2021-03-01,54.1484,55.8936,53.9775,55.2569,3041439.0
2021-03-02,55.4632,55.8347,54.7262,55.5281,3070638.0
2021-03-03,55.2215,56.8783,55.0092,56.1531,3019554.0
2021-03-04,55.9526,56.6306,53.8772,54.4786,3377331.0
2021-03-05,55.0446,55.6342,53.152,55.5104,2965985.0
2021-03-06,55.0446,55.6342,53.152,55.5104,2965985.0
2021-03-07,55.0446,55.6342,53.152,55.5104,2965985.0
2021-03-08,54.9798,55.8995,54.4845,55.0918,2634098.0
2021-03-09,55.705,57.1554,55.304,56.1472,4379000.0
2021-03-10,56.7368,57.5463,56.4921,56.949,2663358.0
2021-03-11,57.3382,57.9336,56.9136,57.6329,2427660.0
2021-03-12,57.6035,57.6624,56.6483,57.1613,2241024.0
2021-03-13,57.6035,57.6624,56.6483,57.1613,2241024.0
2021-03-14,57.6035,57.6624,56.6483,57.1613,2241024.0
2021-03-15,57.1377,58.6529,57.0139,58.6294,2262399.0
2021-03-16,58.3699,58.6117,56.2592,56.4184,1913322.0
2021-03-17,56.1943,57.0787,55.8465,56.7014,1732808.0
2021-03-18,56.3594,57.3323,55.876,56.0823,2800998.0
2021-03-19,56.324,56.554,55.2097,56.0469,4708739.0
2021-03-20,56.324,56.554,55.2097,56.0469,4708739.0
2021-03-21,56.324,56.554,55.2097,56.0469,4708739.0
2021-03-22,55.7403,56.4361,55.0918,55.1743,2431793.0
2021-03-23,54.2369,54.9031,53.5235,53.7534,2679864.0
2021-03-24,53.7062,54.5136,53.4468,53.4704,2153579.0
2021-03-25,53.665,54.685,52.8336,54.402,3184106.0
2021-03-26,54.3902,55.2923,54.2251,55.2333,2301504.0
2021-03-27,54.3902,55.2923,54.2251,55.2333,2301504.0
2021-03-28,54.3902,55.2923,54.2251,55.2333,2301504.0
2021-03-29,55.2451,55.6224,54.4197,54.9444,2502600.0
2021-03-30,54.7439,55.2305,54.5847,55.021,1815965.0
2021-03-31,55.4514,55.6283,54.5258,54.7852,3570620.0
2021-04-01,54.7321,55.1861,53.8595,54.2605,2433257.0
2021-04-02,54.7321,55.1861,53.8595,54.2605,2433257.0
2021-04-03,54.7321,55.1861,53.8595,54.2605,2433257.0
2021-04-04,54.7321,55.1861,53.8595,54.2605,2433257.0
2021-04-05,54.8029,55.5458,54.6083,55.3984,2564600.0
2021-04-06,54.4432,55.3866,54.2686,54.7439,2617950.0
2021-04-07,54.6201,54.9621,54.458,54.5199,1611117.0
2021-04-08,54.5906,54.7999,54.0305,54.738,1518023.0
2021-04-09,54.7498,55.1684,54.514,55.0446,1832804.0
2021-04-10,54.7498,55.1684,54.514,55.0446,1832804.0
2021-04-11,54.7498,55.1684,54.514,55.0446,1832804.0
2021-04-12,54.8795,56.2238,54.8795,56.1825,1955963.0
2021-04-13,56.0292,56.1884,55.3542,55.8465,3267104.0
2021-04-14,56.2651,56.4125,55.0977,55.1979,2075222.0
2021-04-15,55.5787,56.0646,55.1449,56.0292,2205677.0
2021-04-16,56.0351,56.495,55.4043,55.9644,1874513.0
2021-04-17,56.0351,56.495,55.4043,55.9644,1874513.0
2021-04-18,56.0351,56.495,55.4043,55.9644,1874513.0
2021-04-19,55.758,55.8642,54.6808,55.0387,2342315.0
2021-04-20,54.9267,55.2628,54.0718,54.3017,3412917.0
2021-04-21,54.4079,55.2392,53.6591,55.2038,3263714.0
2021-04-22,55.1449,55.2628,54.1425,54.3636,2723465.0
2021-04-23,55.3335,55.3335,54.455,55.0387,2584454.0
2021-04-24,55.3335,55.3335,54.455,55.0387,2584454.0
2021-04-25,55.3335,55.3335,54.455,55.0387,2584454.0
2021-04-26,55.1036,55.3217,54.7321,55.0328,2630429.0
2021-04-27,54.6437,55.0741,53.2405,53.8183,4588328.0
2021-04-28,54.5671,54.6673,53.0931,53.4645,4892850.0
2021-04-29,53.7416,54.2074,53.3171,54.1838,3772898.0
2021-04-30,53.6945,53.9303,52.9044,52.9928,4103139.0
2021-05-01,53.6945,53.9303,52.9044,52.9928,4103139.0
2021-05-02,53.6945,53.9303,52.9044,52.9928,4103139.0
