,WDP BB Equity,WDP BB Equity,WDP BB Equity,WDP BB Equity,WDP BB Equity
2013-09-25,4.8787,4.8967,4.8389,4.8626,44389.0
2013-09-26,4.838,4.9213,4.837,4.8882,57126.0
2013-09-27,5.0113,5.0113,4.8806,4.9545,52902.0
2013-09-28,5.0113,5.0113,4.8806,4.9545,52902.0
2013-09-29,5.0113,5.0113,4.8806,4.9545,52902.0
2013-09-30,4.9138,4.9213,4.8787,4.9071,120254.0
2013-10-01,4.8834,5.0255,4.8834,5.0208,221841.0
2013-10-02,5.018,5.018,4.9356,4.9782,59045.0
2013-10-03,4.9772,5.0066,4.9251,4.9251,65639.0
2013-10-04,4.9564,4.9564,4.8891,4.8891,52951.0
2013-10-05,4.9564,4.9564,4.8891,4.8891,52951.0
2013-10-06,4.9564,4.9564,4.8891,4.8891,52951.0
2013-10-07,4.8891,4.9318,4.8891,4.9157,27026.0
2013-10-08,4.9194,4.9535,4.8882,4.9498,53593.0
2013-10-09,4.8891,4.9621,4.8891,4.9176,57698.0
2013-10-10,4.9498,4.9687,4.9024,4.9403,75809.0
2013-10-11,4.9403,4.9924,4.9213,4.9829,35362.0
2013-10-12,4.9403,4.9924,4.9213,4.9829,35362.0
2013-10-13,4.9403,4.9924,4.9213,4.9829,35362.0
2013-10-14,4.9734,5.0019,4.9592,4.9867,39749.0
2013-10-15,4.9877,5.0208,4.9829,5.0208,42386.0
2013-10-16,5.0151,5.0634,4.999,5.0634,52331.0
2013-10-17,4.9886,5.1155,4.9886,5.1099,69736.0
2013-10-18,5.0966,5.1155,5.0653,5.1155,77600.0
2013-10-19,5.0966,5.1155,5.0653,5.1155,77600.0
2013-10-20,5.0966,5.1155,5.0653,5.1155,77600.0
2013-10-21,5.1155,5.1155,5.0786,5.0805,32061.0
2013-10-22,5.0795,5.0956,4.999,5.0227,46956.0
2013-10-23,5.0644,5.1061,5.0398,5.0795,37971.0
2013-10-24,5.0947,5.1155,5.0502,5.1155,63467.0
2013-10-25,5.1061,5.1904,5.0682,5.1686,120135.0
2013-10-26,5.1061,5.1904,5.0682,5.1686,120135.0
2013-10-27,5.1061,5.1904,5.0682,5.1686,120135.0
2013-10-28,5.126,5.2756,5.126,5.2103,138965.0
2013-10-29,5.1724,5.2472,5.1544,5.2472,99259.0
2013-10-30,5.1676,5.233,5.1298,5.1923,52415.0
2013-10-31,5.1809,5.1809,5.1373,5.1809,39967.0
2013-11-01,5.1809,5.2103,5.143,5.1629,21623.0
2013-11-02,5.1809,5.2103,5.143,5.1629,21623.0
2013-11-03,5.1809,5.2103,5.143,5.1629,21623.0
2013-11-04,5.1534,5.2292,5.1534,5.1686,56760.0
2013-11-05,5.1676,5.2197,5.1345,5.1629,105994.0
2013-11-06,5.2055,5.2084,5.1155,5.1155,102249.0
2013-11-07,5.107,5.1345,5.0682,5.1155,113103.0
2013-11-08,5.1203,5.1203,5.0776,5.0824,55236.0
2013-11-09,5.1203,5.1203,5.0776,5.0824,55236.0
2013-11-10,5.1203,5.1203,5.0776,5.0824,55236.0
2013-11-11,5.1146,5.162,5.0833,5.162,16376.0
2013-11-12,5.1629,5.1629,5.1155,5.1155,74314.0
2013-11-13,5.1288,5.1354,5.036,5.036,48959.0
2013-11-14,5.0776,5.0843,5.0445,5.0596,55053.0
2013-11-15,5.0445,5.1534,5.0445,5.1534,41491.0
2013-11-16,5.0445,5.1534,5.0445,5.1534,41491.0
2013-11-17,5.0445,5.1534,5.0445,5.1534,41491.0
2013-11-18,5.1534,5.1724,5.144,5.1629,88772.0
2013-11-19,5.1459,5.1629,5.0729,5.0729,52937.0
2013-11-20,5.1136,5.1203,5.0587,5.0871,25206.0
2013-11-21,5.0776,5.0776,5.0312,5.0312,47020.0
2013-11-22,5.0322,5.054,4.9829,5.0284,59193.0
2013-11-23,5.0322,5.054,4.9829,5.0284,59193.0
2013-11-24,5.0322,5.054,4.9829,5.0284,59193.0
2013-11-25,5.0255,5.0521,5.0019,5.0113,42316.0
2013-11-26,5.0398,5.0445,4.9498,5.0208,77515.0
2013-11-27,5.0255,5.0255,4.9791,4.9914,42584.0
2013-11-28,5.0113,5.0199,4.9829,5.0142,27230.0
2013-11-29,5.0199,5.0445,4.9734,5.0161,44086.0
2013-11-30,5.0199,5.0445,4.9734,5.0161,44086.0
2013-12-01,5.0199,5.0445,4.9734,5.0161,44086.0
2013-12-02,5.0379,5.0398,4.9687,4.9895,78679.0
2013-12-03,4.9744,5.0341,4.9261,4.945,41956.0
2013-12-04,4.9261,4.981,4.8891,4.8986,32971.0
2013-12-05,4.8692,4.964,4.8503,4.9261,117793.0
2013-12-06,4.9374,4.9858,4.928,4.9858,46646.0
2013-12-07,4.9374,4.9858,4.928,4.9858,46646.0
2013-12-08,4.9374,4.9858,4.928,4.9858,46646.0
2013-12-09,4.9971,5.0483,4.9744,5.0483,52154.0
2013-12-10,5.0682,5.1155,5.0274,5.0568,172952.0
2013-12-11,5.0075,5.0663,4.9782,5.0398,41089.0
2013-12-12,5.0398,5.0398,4.9697,4.9734,43035.0
2013-12-13,4.9554,5.0151,4.9261,4.9261,78714.0
2013-12-14,4.9554,5.0151,4.9261,4.9261,78714.0
2013-12-15,4.9554,5.0151,4.9261,4.9261,78714.0
2013-12-16,5.0113,5.0113,4.9261,4.9261,51153.0
2013-12-17,4.9687,5.054,4.9412,4.963,96600.0
2013-12-18,4.9791,5.0208,4.9772,4.9772,64306.0
2013-12-19,5.0161,5.0341,4.9858,4.9933,87946.0
2013-12-20,5.0398,5.0729,4.8598,4.9602,185181.0
2013-12-21,5.0398,5.0729,4.8598,4.9602,185181.0
2013-12-22,5.0398,5.0729,4.8598,4.9602,185181.0
2013-12-23,4.8607,5.0833,4.8607,5.0398,127180.0
2013-12-24,5.0445,5.1155,5.0445,5.1155,40214.0
2013-12-25,5.0445,5.1155,5.0445,5.1155,40214.0
2013-12-26,5.0445,5.1155,5.0445,5.1155,40214.0
2013-12-27,5.1155,5.1155,4.9734,4.9734,35214.0
2013-12-28,5.1155,5.1155,4.9734,4.9734,35214.0
2013-12-29,5.1155,5.1155,4.9734,4.9734,35214.0
2013-12-30,5.0492,5.0492,4.9744,5.0445,18626.0
2013-12-31,5.0445,5.0483,4.9782,4.9924,10106.0
2014-01-01,5.0445,5.0483,4.9782,4.9924,10106.0
2014-01-02,4.9971,5.0398,4.9734,5.0322,41427.0
2014-01-03,5.0322,5.1089,5.0085,5.0521,31102.0
2014-01-04,5.0322,5.1089,5.0085,5.0521,31102.0
2014-01-05,5.0322,5.1089,5.0085,5.0521,31102.0
2014-01-06,5.0246,5.1146,5.0246,5.0824,53424.0
2014-01-07,5.1061,5.1155,4.9962,4.9962,45609.0
2014-01-08,5.0019,5.0199,4.9791,4.9839,37428.0
2014-01-09,4.9763,4.9924,4.9763,4.9905,51343.0
2014-01-10,4.9914,5.0625,4.9914,5.0615,39452.0
2014-01-11,4.9914,5.0625,4.9914,5.0615,39452.0
2014-01-12,4.9914,5.0625,4.9914,5.0615,39452.0
2014-01-13,5.0634,5.0824,5.0473,5.0824,32668.0
2014-01-14,5.1136,5.1136,5.0445,5.0966,67945.0
2014-01-15,5.0966,5.1155,5.0682,5.1155,56541.0
2014-01-16,5.1155,5.1155,5.0824,5.1155,57493.0
2014-01-17,5.1155,5.1345,5.0729,5.0881,142209.0
2014-01-18,5.1155,5.1345,5.0729,5.0881,142209.0
2014-01-19,5.1155,5.1345,5.0729,5.0881,142209.0
2014-01-20,5.1146,5.1345,5.0947,5.1155,111530.0
2014-01-21,5.1155,5.1298,5.0388,5.0587,75407.0
2014-01-22,5.0199,5.1136,5.0047,5.1136,125784.0
2014-01-23,5.0871,5.1155,5.0701,5.1136,74328.0
2014-01-24,5.0966,5.1136,5.0682,5.0682,31434.0
2014-01-25,5.0966,5.1136,5.0682,5.0682,31434.0
2014-01-26,5.0966,5.1136,5.0682,5.0682,31434.0
2014-01-27,5.1108,5.1155,5.0682,5.1155,86324.0
2014-01-28,5.1155,5.1155,5.0596,5.0596,119923.0
2014-01-29,5.0776,5.0776,5.0407,5.0634,47796.0
2014-01-30,5.0776,5.0776,4.9924,4.9924,87876.0
2014-01-31,5.0066,5.0379,4.9734,5.0113,61993.0
2014-02-01,5.0066,5.0379,4.9734,5.0113,61993.0
2014-02-02,5.0066,5.0379,4.9734,5.0113,61993.0
2014-02-03,5.035,5.035,4.9573,4.9573,71605.0
2014-02-04,4.9545,4.9734,4.9033,4.9422,94456.0
2014-02-05,4.945,4.945,4.8863,4.9251,44805.0
2014-02-06,4.927,4.9431,4.8834,4.9147,389573.0
2014-02-07,4.9176,4.9356,4.9176,4.9261,98603.0
2014-02-08,4.9176,4.9356,4.9176,4.9261,98603.0
2014-02-09,4.9176,4.9356,4.9176,4.9261,98603.0
2014-02-10,4.9308,4.9403,4.8834,4.8958,106897.0
2014-02-11,4.8797,4.9583,4.8797,4.9261,139261.0
2014-02-12,4.9498,5.0776,4.9479,5.0208,184038.0
2014-02-13,5.0208,5.0208,5.0019,5.0208,119507.0
2014-02-14,5.0019,5.0255,4.9573,4.9573,104640.0
2014-02-15,5.0019,5.0255,4.9573,4.9573,104640.0
2014-02-16,5.0019,5.0255,4.9573,4.9573,104640.0
2014-02-17,5.0104,5.0208,4.9782,4.9971,63819.0
2014-02-18,5.0019,5.0739,4.9895,5.0435,79406.0
2014-02-19,5.0208,5.0398,4.9886,5.018,73622.0
2014-02-20,5.0208,5.0767,4.9877,5.0293,74307.0
2014-02-21,5.0208,5.1108,5.0208,5.1108,122406.0
2014-02-22,5.0208,5.1108,5.0208,5.1108,122406.0
2014-02-23,5.0208,5.1108,5.0208,5.1108,122406.0
2014-02-24,5.1108,5.1298,5.0786,5.0805,96910.0
2014-02-25,5.0966,5.1241,5.09,5.1155,57789.0
2014-02-26,5.1146,5.1904,5.1146,5.1563,69602.0
2014-02-27,5.1392,5.1961,5.1392,5.1961,71041.0
2014-02-28,5.1913,5.2017,5.1724,5.2017,41385.0
2014-03-01,5.1913,5.2017,5.1724,5.2017,41385.0
2014-03-02,5.1913,5.2017,5.1724,5.2017,41385.0
2014-03-03,5.1828,5.2008,5.1629,5.1913,43649.0
2014-03-04,5.2027,5.2804,5.1724,5.2804,100028.0
2014-03-05,5.215,5.2813,5.2112,5.2605,49439.0
2014-03-06,5.2766,5.2861,5.2576,5.2813,57698.0
2014-03-07,5.2908,5.2908,5.2387,5.2813,44855.0
2014-03-08,5.2908,5.2908,5.2387,5.2813,44855.0
2014-03-09,5.2908,5.2908,5.2387,5.2813,44855.0
2014-03-10,5.2898,5.2898,5.2103,5.2103,122391.0
2014-03-11,5.2567,5.2567,5.1582,5.1999,43790.0
2014-03-12,5.1999,5.1999,5.0814,5.0814,210218.0
2014-03-13,5.125,5.125,5.036,5.036,73989.0
2014-03-14,5.0445,5.1051,4.9772,5.0255,117278.0
2014-03-15,5.0445,5.1051,4.9772,5.0255,117278.0
2014-03-16,5.0445,5.1051,4.9772,5.0255,117278.0
2014-03-17,5.0303,5.2008,5.0303,5.2008,45638.0
2014-03-18,5.2017,5.2576,5.1676,5.2576,38352.0
2014-03-19,5.2103,5.2813,5.1743,5.2813,110740.0
2014-03-20,5.2766,5.2766,5.0274,5.1241,152196.0
2014-03-21,5.125,5.2425,5.0776,5.2425,199378.0
2014-03-22,5.125,5.2425,5.0776,5.2425,199378.0
2014-03-23,5.125,5.2425,5.0776,5.2425,199378.0
2014-03-24,5.269,5.269,5.1061,5.1222,79138.0
2014-03-25,5.1629,5.2046,5.1013,5.2046,82833.0
2014-03-26,5.2093,5.2093,5.0208,5.0208,120106.0
2014-03-27,5.0682,5.2046,5.0492,5.2046,72212.0
2014-03-28,5.2008,5.2008,5.126,5.1837,39650.0
2014-03-29,5.2008,5.2008,5.126,5.1837,39650.0
2014-03-30,5.2008,5.2008,5.126,5.1837,39650.0
2014-03-31,5.1639,5.2482,5.125,5.1657,74130.0
2014-04-01,5.144,5.1705,5.1212,5.144,58325.0
2014-04-02,5.1421,5.1525,5.1155,5.1525,61139.0
2014-04-03,5.161,5.161,5.1155,5.1155,55483.0
2014-04-04,5.1155,5.1496,5.0966,5.1496,82368.0
2014-04-05,5.1155,5.1496,5.0966,5.1496,82368.0
2014-04-06,5.1155,5.1496,5.0966,5.1496,82368.0
2014-04-07,5.1165,5.1999,5.1165,5.1894,50490.0
2014-04-08,5.1904,5.1913,5.0739,5.0748,29720.0
2014-04-09,5.1155,5.125,5.0748,5.1146,20784.0
2014-04-10,5.1108,5.144,5.0814,5.1203,43056.0
2014-04-11,5.0776,5.1629,5.0776,5.1155,123999.0
2014-04-12,5.0776,5.1629,5.0776,5.1155,123999.0
2014-04-13,5.0776,5.1629,5.0776,5.1155,123999.0
2014-04-14,5.0966,5.1752,5.0947,5.1752,51082.0
2014-04-15,5.1961,5.1961,5.1629,5.1629,25594.0
2014-04-16,5.1629,5.2055,5.1392,5.1894,67839.0
2014-04-17,5.2103,5.2529,5.1639,5.2226,45031.0
2014-04-18,5.2103,5.2529,5.1639,5.2226,45031.0
2014-04-19,5.2103,5.2529,5.1639,5.2226,45031.0
2014-04-20,5.2103,5.2529,5.1639,5.2226,45031.0
2014-04-21,5.2103,5.2529,5.1639,5.2226,45031.0
2014-04-22,5.2482,5.2851,5.2103,5.2851,103236.0
2014-04-23,5.2861,5.2908,5.2576,5.2766,82382.0
2014-04-24,5.2823,5.2908,5.2624,5.2861,31913.0
2014-04-25,5.2813,5.2813,5.1771,5.2188,62797.0
2014-04-26,5.2813,5.2813,5.1771,5.2188,62797.0
2014-04-27,5.2813,5.2813,5.1771,5.2188,62797.0
2014-04-28,5.2614,5.2662,5.233,5.2576,42831.0
2014-04-29,5.2482,5.2624,5.1923,5.2472,71203.0
2014-04-30,5.2624,5.2671,5.2122,5.2671,46569.0
2014-05-01,5.2624,5.2671,5.2122,5.2671,46569.0
2014-05-02,5.2671,5.3344,5.2548,5.3344,48677.0
2014-05-03,5.2671,5.3344,5.2548,5.3344,48677.0
2014-05-04,5.2671,5.3344,5.2548,5.3344,48677.0
2014-05-05,5.3334,5.3514,5.2681,5.2861,64912.0
2014-05-06,5.4323,5.5228,5.4313,5.5178,138126.0
2014-05-07,5.5057,5.5278,5.4675,5.5228,125086.0
2014-05-08,5.4725,5.5429,5.4433,5.5429,88842.0
2014-05-09,5.5429,5.5429,5.4725,5.4765,65709.0
2014-05-10,5.5429,5.5429,5.4725,5.4765,65709.0
2014-05-11,5.5429,5.5429,5.4725,5.4765,65709.0
2014-05-12,5.5067,5.5077,5.4463,5.4725,79801.0
2014-05-13,5.4725,5.5027,5.4423,5.4725,84561.0
2014-05-14,5.4725,5.4976,5.397,5.4614,152062.0
2014-05-15,5.4675,5.4725,5.39,5.4081,60060.0
2014-05-16,5.4121,5.4302,5.3427,5.4041,64419.0
2014-05-17,5.4121,5.4302,5.3427,5.4041,64419.0
2014-05-18,5.4121,5.4302,5.3427,5.4041,64419.0
2014-05-19,5.4011,5.4373,5.3538,5.4121,60519.0
2014-05-20,5.4373,5.5027,5.3789,5.4152,79173.0
2014-05-21,5.4323,5.4675,5.392,5.392,161668.0
2014-05-22,5.4323,5.4775,5.392,5.4323,108660.0
2014-05-23,5.4323,5.4826,5.4242,5.4574,106706.0
2014-05-24,5.4323,5.4826,5.4242,5.4574,106706.0
2014-05-25,5.4323,5.4826,5.4242,5.4574,106706.0
2014-05-26,5.4826,5.4826,5.4423,5.4826,63530.0
2014-05-27,5.4916,5.4997,5.4403,5.4725,101487.0
2014-05-28,5.4524,5.4574,5.4061,5.4061,245530.0
2014-05-29,5.4323,5.4413,5.4071,5.4091,25009.0
2014-05-30,5.4172,5.5077,5.4172,5.5077,157528.0
2014-05-31,5.4172,5.5077,5.4172,5.5077,157528.0
2014-06-01,5.4172,5.5077,5.4172,5.5077,157528.0
2014-06-02,5.4795,5.5057,5.4645,5.4826,65604.0
2014-06-03,5.4876,5.4906,5.4433,5.4826,86931.0
2014-06-04,5.4634,5.4826,5.4383,5.4675,149770.0
2014-06-05,5.4524,5.4826,5.4333,5.4826,80964.0
2014-06-06,5.4826,5.5319,5.4675,5.5319,162380.0
2014-06-07,5.4826,5.5319,5.4675,5.5319,162380.0
2014-06-08,5.4826,5.5319,5.4675,5.5319,162380.0
2014-06-09,5.5329,5.6073,5.5329,5.5832,75900.0
2014-06-10,5.6324,5.6324,5.5399,5.5711,56887.0
2014-06-11,5.5832,5.5932,5.5228,5.5932,99562.0
2014-06-12,5.555,5.6314,5.553,5.6314,84928.0
2014-06-13,5.6324,5.6324,5.555,5.5862,212517.0
2014-06-14,5.6324,5.6324,5.555,5.5862,212517.0
2014-06-15,5.6324,5.6324,5.555,5.5862,212517.0
2014-06-16,5.6234,5.6234,5.5037,5.553,74927.0
2014-06-17,5.556,5.5731,5.5228,5.5329,65413.0
2014-06-18,5.5329,5.5329,5.4725,5.4765,83997.0
2014-06-19,5.4906,5.5701,5.4775,5.5228,73785.0
2014-06-20,5.5329,5.5329,5.4826,5.4826,138239.0
2014-06-21,5.5329,5.5329,5.4826,5.4826,138239.0
2014-06-22,5.5329,5.5329,5.4826,5.4826,138239.0
2014-06-23,5.5027,5.5027,5.386,5.386,132970.0
2014-06-24,5.4323,5.5178,5.396,5.4514,115677.0
2014-06-25,5.4473,5.5127,5.392,5.4413,138704.0
2014-06-26,5.4282,5.5228,5.4282,5.4494,107383.0
2014-06-27,5.5208,5.5228,5.4453,5.4453,98864.0
2014-06-28,5.5208,5.5228,5.4453,5.4453,98864.0
2014-06-29,5.5208,5.5228,5.4453,5.4453,98864.0
2014-06-30,5.4624,5.5329,5.4484,5.5047,98046.0
2014-07-01,5.4826,5.5228,5.4494,5.4775,83348.0
2014-07-02,5.4745,5.556,5.4604,5.5188,84914.0
2014-07-03,5.5127,5.5731,5.5127,5.5731,62761.0
2014-07-04,5.5791,5.6083,5.5097,5.5097,76775.0
2014-07-05,5.5791,5.6083,5.5097,5.5097,76775.0
2014-07-06,5.5791,5.6083,5.5097,5.5097,76775.0
2014-07-07,5.5329,5.5852,5.5308,5.5852,71556.0
2014-07-08,5.56,5.6023,5.5349,5.5811,204357.0
2014-07-09,5.563,5.5982,5.5429,5.5982,68368.0
2014-07-10,5.5832,5.6838,5.5811,5.6838,124218.0
2014-07-11,5.6385,5.6737,5.6143,5.6596,30326.0
2014-07-12,5.6385,5.6737,5.6143,5.6596,30326.0
2014-07-13,5.6385,5.6737,5.6143,5.6596,30326.0
2014-07-14,5.6335,5.7341,5.5952,5.7341,62105.0
2014-07-15,5.733,5.733,5.6888,5.733,53924.0
2014-07-16,5.7039,5.7642,5.7039,5.7592,110338.0
2014-07-17,5.7632,5.7783,5.7139,5.7612,43642.0
2014-07-18,5.7512,5.8135,5.7491,5.7602,60737.0
2014-07-19,5.7512,5.8135,5.7491,5.7602,60737.0
2014-07-20,5.7512,5.8135,5.7491,5.7602,60737.0
2014-07-21,5.7341,5.7491,5.727,5.7441,41773.0
2014-07-22,5.7341,5.7642,5.7049,5.7109,48564.0
2014-07-23,5.6888,5.7441,5.6888,5.7341,66619.0
2014-07-24,5.7341,5.7441,5.6888,5.7441,49531.0
2014-07-25,5.7089,5.7341,5.6838,5.6838,49474.0
2014-07-26,5.7089,5.7341,5.6838,5.6838,49474.0
2014-07-27,5.7089,5.7341,5.6838,5.6838,49474.0
2014-07-28,5.6838,5.7341,5.6838,5.6988,32731.0
2014-07-29,5.733,5.7743,5.7089,5.7139,96755.0
2014-07-30,5.7642,5.7652,5.7039,5.7039,59299.0
2014-07-31,5.6888,5.7491,5.6807,5.6807,78171.0
2014-08-01,5.7381,5.7391,5.5972,5.5972,99139.0
2014-08-02,5.7381,5.7391,5.5972,5.5972,99139.0
2014-08-03,5.7381,5.7391,5.5972,5.5972,99139.0
2014-08-04,5.6385,5.6687,5.558,5.5741,38500.0
2014-08-05,5.6274,5.6324,5.5188,5.5188,122589.0
2014-08-06,5.4836,5.5329,5.4725,5.4876,51385.0
2014-08-07,5.4826,5.6103,5.4735,5.6103,342892.0
2014-08-08,5.6133,5.6133,5.5379,5.5379,62225.0
2014-08-09,5.6133,5.6133,5.5379,5.5379,62225.0
2014-08-10,5.6133,5.6133,5.5379,5.5379,62225.0
2014-08-11,5.6033,5.6033,5.553,5.553,54679.0
2014-08-12,5.5691,5.5882,5.5449,5.5459,83179.0
2014-08-13,5.5862,5.6335,5.5832,5.6234,32400.0
2014-08-14,5.6204,5.6838,5.5982,5.6838,59976.0
2014-08-15,5.6335,5.6938,5.6133,5.6133,48452.0
2014-08-16,5.6335,5.6938,5.6133,5.6133,48452.0
2014-08-17,5.6335,5.6938,5.6133,5.6133,48452.0
2014-08-18,5.6033,5.6435,5.6033,5.6324,31067.0
2014-08-19,5.6335,5.6827,5.6143,5.6153,65907.0
2014-08-20,5.6133,5.6536,5.6133,5.6425,32301.0
2014-08-21,5.6435,5.6737,5.6264,5.6717,49869.0
2014-08-22,5.6717,5.7109,5.6586,5.7089,52888.0
2014-08-23,5.6717,5.7109,5.6586,5.7089,52888.0
2014-08-24,5.6717,5.7109,5.6586,5.7089,52888.0
2014-08-25,5.7149,5.7341,5.6838,5.7159,52676.0
2014-08-26,5.724,5.733,5.6838,5.7059,39093.0
2014-08-27,5.6838,5.727,5.6838,5.727,47358.0
2014-08-28,5.7049,5.7512,5.7039,5.733,52909.0
2014-08-29,5.7059,5.7592,5.7059,5.7592,46978.0
2014-08-30,5.7059,5.7592,5.7059,5.7592,46978.0
2014-08-31,5.7059,5.7592,5.7059,5.7592,46978.0
2014-09-01,5.73,5.7642,5.4725,5.7341,96085.0
2014-09-02,5.7341,5.7592,5.7069,5.7341,65484.0
2014-09-03,5.7341,5.7783,5.729,5.7341,58431.0
2014-09-04,5.7843,5.8095,5.7341,5.8095,58276.0
2014-09-05,5.7642,5.8145,5.7622,5.7662,43599.0
2014-09-06,5.7642,5.8145,5.7622,5.7662,43599.0
2014-09-07,5.7642,5.8145,5.7622,5.7662,43599.0
2014-09-08,5.7642,5.7833,5.6868,5.7341,60681.0
2014-09-09,5.7129,5.7341,5.6948,5.7079,101791.0
2014-09-10,5.7139,5.7139,5.6566,5.7089,67804.0
2014-09-11,5.7139,5.723,5.6868,5.719,82636.0
2014-09-12,5.6938,5.719,5.6767,5.7039,212108.0
2014-09-13,5.6938,5.719,5.6767,5.7039,212108.0
2014-09-14,5.6938,5.719,5.6767,5.7039,212108.0
2014-09-15,5.723,5.723,5.6324,5.6324,63340.0
2014-09-16,5.6807,5.6807,5.5832,5.5832,57923.0
2014-09-17,5.5852,5.6485,5.5832,5.5862,63558.0
2014-09-18,5.6153,5.6314,5.5821,5.6244,48360.0
2014-09-19,5.6284,5.6596,5.561,5.561,168826.0
2014-09-20,5.6284,5.6596,5.561,5.561,168826.0
2014-09-21,5.6284,5.6596,5.561,5.561,168826.0
2014-09-22,5.5731,5.6073,5.5731,5.5882,22590.0
2014-09-23,5.5882,5.5962,5.5731,5.5731,35150.0
2014-09-24,5.5731,5.6314,5.557,5.6314,75865.0
2014-09-25,5.6033,5.6938,5.6033,5.6385,68714.0
2014-09-26,5.6797,5.7029,5.6536,5.7029,25834.0
2014-09-27,5.6797,5.7029,5.6536,5.7029,25834.0
2014-09-28,5.6797,5.7029,5.6536,5.7029,25834.0
2014-09-29,5.7139,5.7341,5.6777,5.6988,98511.0
2014-09-30,5.6838,5.7592,5.6838,5.7461,96536.0
2014-10-01,5.7441,5.7823,5.7341,5.7592,116968.0
2014-10-02,5.7501,5.7592,5.6133,5.6335,83687.0
2014-10-03,5.6335,5.6345,5.5882,5.5882,113519.0
2014-10-04,5.6335,5.6345,5.5882,5.5882,113519.0
2014-10-05,5.6335,5.6345,5.5882,5.5882,113519.0
2014-10-06,5.5882,5.6314,5.5741,5.5741,66238.0
2014-10-07,5.5912,5.5912,5.5349,5.5479,63375.0
2014-10-08,5.5379,5.556,5.5017,5.5017,93278.0
2014-10-09,5.5047,5.557,5.5047,5.557,48360.0
2014-10-10,5.5329,5.558,5.5319,5.5329,59919.0
2014-10-11,5.5329,5.558,5.5319,5.5329,59919.0
2014-10-12,5.5329,5.558,5.5319,5.5329,59919.0
2014-10-13,5.5329,5.5479,5.4886,5.4886,139720.0
2014-10-14,5.4876,5.5027,5.4876,5.4926,117391.0
2014-10-15,5.5228,5.5228,5.4574,5.4574,112497.0
2014-10-16,5.4574,5.5278,5.2612,5.2864,215190.0
2014-10-17,5.2934,5.4876,5.2914,5.4353,164757.0
2014-10-18,5.2934,5.4876,5.2914,5.4353,164757.0
2014-10-19,5.2934,5.4876,5.2914,5.4353,164757.0
2014-10-20,5.4624,5.5228,5.4393,5.5228,40412.0
2014-10-21,5.4966,5.6838,5.4966,5.6385,76951.0
2014-10-22,5.6586,5.6838,5.5872,5.6465,107623.0
2014-10-23,5.5751,5.73,5.559,5.7139,94787.0
2014-10-24,5.7139,5.7341,5.6536,5.7341,159312.0
2014-10-25,5.7139,5.7341,5.6536,5.7341,159312.0
2014-10-26,5.7139,5.7341,5.6536,5.7341,159312.0
2014-10-27,5.7351,5.7391,5.7089,5.7341,40172.0
2014-10-28,5.724,5.733,5.7139,5.719,90140.0
2014-10-29,5.719,5.732,5.6817,5.7159,55046.0
2014-10-30,5.7119,5.7139,5.6636,5.6928,51160.0
2014-10-31,5.7139,5.733,5.6737,5.733,96402.0
2014-11-01,5.7139,5.733,5.6737,5.733,96402.0
2014-11-02,5.7139,5.733,5.6737,5.733,96402.0
2014-11-03,5.7341,5.7341,5.6878,5.7079,61139.0
2014-11-04,5.7099,5.7341,5.6838,5.731,135820.0
2014-11-05,5.733,5.7833,5.7139,5.7461,84759.0
2014-11-06,5.7662,5.7944,5.722,5.722,113780.0
2014-11-07,5.7341,5.7843,5.6737,5.6737,66210.0
2014-11-08,5.7341,5.7843,5.6737,5.6737,66210.0
2014-11-09,5.7341,5.7843,5.6737,5.6737,66210.0
2014-11-10,5.731,5.7491,5.6858,5.7491,45158.0
2014-11-11,5.7491,5.7984,5.731,5.7602,54778.0
2014-11-12,5.7542,5.7843,5.722,5.7501,43987.0
2014-11-13,5.7843,5.8165,5.7723,5.7984,48050.0
2014-11-14,5.7562,5.7854,5.7481,5.7602,85584.0
2014-11-15,5.7562,5.7854,5.7481,5.7602,85584.0
2014-11-16,5.7562,5.7854,5.7481,5.7602,85584.0
2014-11-17,5.7592,5.7592,5.7089,5.7441,65061.0
2014-11-18,5.724,5.8125,5.7139,5.7843,97023.0
2014-11-19,5.8145,5.8196,5.7733,5.8196,79582.0
2014-11-20,5.6838,5.722,5.6506,5.6606,138817.0
2014-11-21,5.722,5.722,5.6858,5.72,110374.0
2014-11-22,5.722,5.722,5.6858,5.72,110374.0
2014-11-23,5.722,5.722,5.6858,5.72,110374.0
2014-11-24,5.733,5.8035,5.6948,5.7743,91050.0
2014-11-25,5.7743,5.8145,5.7552,5.8145,129599.0
2014-11-26,5.7854,5.8246,5.7854,5.8196,73467.0
2014-11-27,5.8196,5.8246,5.7924,5.8055,54185.0
2014-11-28,5.7994,5.8336,5.7703,5.7703,103448.0
2014-11-29,5.7994,5.8336,5.7703,5.7703,103448.0
2014-11-30,5.7994,5.8336,5.7703,5.7703,103448.0
2014-12-01,5.8015,5.8236,5.7552,5.8095,93518.0
2014-12-02,5.8236,5.8397,5.8065,5.8326,106114.0
2014-12-03,5.7944,5.8538,5.7944,5.8346,119923.0
2014-12-04,5.8246,5.8849,5.8246,5.8598,121799.0
2014-12-05,5.8638,5.9242,5.8357,5.9242,136701.0
2014-12-06,5.8638,5.9242,5.8357,5.9242,136701.0
2014-12-07,5.8638,5.9242,5.8357,5.9242,136701.0
2014-12-08,5.9202,6.0077,5.9202,5.9906,105909.0
