,OMV AV Equity,OMV AV Equity,OMV AV Equity,OMV AV Equity,OMV AV Equity
2010-03-02,14.252,14.335,14.112,14.304,466166.0
2010-03-03,14.309,14.309,13.9,13.941,925817.0
2010-03-04,13.941,14.097,13.615,13.615,907241.0
2010-03-05,13.775,14.18,13.713,14.149,545312.0
2010-03-06,13.775,14.18,13.713,14.149,545312.0
2010-03-07,13.775,14.18,13.713,14.149,545312.0
2010-03-08,14.18,14.237,13.889,14.2,521711.0
2010-03-09,14.263,14.428,14.117,14.123,583365.0
2010-03-10,14.123,14.32,13.993,14.32,611598.0
2010-03-11,14.237,14.672,14.169,14.283,642292.0
2010-03-12,14.309,14.527,14.283,14.283,466544.0
2010-03-13,14.309,14.527,14.283,14.283,466544.0
2010-03-14,14.309,14.527,14.283,14.283,466544.0
2010-03-15,14.454,14.454,14.014,14.029,564336.0
2010-03-16,14.045,14.496,14.029,14.485,600794.0
2010-03-17,14.511,14.848,14.439,14.745,761598.0
2010-03-18,14.465,14.61,14.299,14.459,652755.0
2010-03-19,14.397,14.408,13.946,14.055,1472851.0
2010-03-20,14.397,14.408,13.946,14.055,1472851.0
2010-03-21,14.397,14.408,13.946,14.055,1472851.0
2010-03-22,14.097,14.143,13.765,13.952,640912.0
2010-03-23,14.06,14.226,13.993,14.071,466463.0
2010-03-24,14.149,14.2,14.003,14.102,254231.0
2010-03-25,14.029,14.356,14.029,14.356,357561.0
2010-03-26,14.382,14.392,14.097,14.143,429301.0
2010-03-27,14.382,14.392,14.097,14.143,429301.0
2010-03-28,14.382,14.392,14.097,14.143,429301.0
2010-03-29,14.2,14.252,14.123,14.174,335522.0
2010-03-30,14.299,14.449,14.174,14.263,822695.0
2010-03-31,14.304,14.397,14.123,14.397,610756.0
2010-04-01,14.459,14.833,14.439,14.776,660870.0
2010-04-02,14.459,14.833,14.439,14.776,660870.0
2010-04-03,14.459,14.833,14.439,14.776,660870.0
2010-04-04,14.459,14.833,14.439,14.776,660870.0
2010-04-05,14.459,14.833,14.439,14.776,660870.0
2010-04-06,14.9,15.418,14.9,15.263,800434.0
2010-04-07,15.289,15.651,15.107,15.6,1094666.0
2010-04-08,15.46,15.677,15.04,15.677,899871.0
2010-04-09,15.646,15.926,15.455,15.869,847900.0
2010-04-10,15.646,15.926,15.455,15.869,847900.0
2010-04-11,15.646,15.926,15.455,15.869,847900.0
2010-04-12,15.838,16.066,15.677,16.066,633751.0
2010-04-13,15.947,16.019,15.584,15.833,684439.0
2010-04-14,15.683,15.911,15.662,15.911,520074.0
2010-04-15,15.885,16.014,15.569,15.605,590023.0
2010-04-16,15.553,15.553,15.081,15.278,1028602.0
2010-04-17,15.553,15.553,15.081,15.278,1028602.0
2010-04-18,15.553,15.553,15.081,15.278,1028602.0
2010-04-19,15.133,15.18,14.729,15.019,773957.0
2010-04-20,15.164,15.299,15.097,15.128,357043.0
2010-04-21,15.335,15.351,15.107,15.169,465384.0
2010-04-22,15.273,15.273,14.833,14.895,514523.0
2010-04-23,15.019,15.144,15.004,15.004,446171.0
2010-04-24,15.019,15.144,15.004,15.004,446171.0
2010-04-25,15.019,15.144,15.004,15.004,446171.0
2010-04-26,15.159,15.284,15.107,15.112,353464.0
2010-04-27,15.112,15.185,14.77,14.77,416503.0
2010-04-28,14.77,14.879,14.221,14.278,1334495.0
2010-04-29,14.304,14.402,14.226,14.226,888290.0
2010-04-30,14.356,14.382,14.029,14.029,755971.0
2010-05-01,14.356,14.382,14.029,14.029,755971.0
2010-05-02,14.356,14.382,14.029,14.029,755971.0
2010-05-03,14.143,14.273,14.081,14.226,800694.0
2010-05-04,14.304,14.387,13.884,13.884,957906.0
2010-05-05,13.827,13.936,13.48,13.496,864217.0
2010-05-06,13.475,13.755,13.319,13.319,995019.0
2010-05-07,13.273,13.273,12.573,12.614,1622048.0
2010-05-08,13.273,13.273,12.573,12.614,1622048.0
2010-05-09,13.273,13.273,12.573,12.614,1622048.0
2010-05-10,13.47,13.677,13.242,13.475,1661590.0
2010-05-11,13.553,13.62,13.371,13.454,797656.0
2010-05-12,13.553,14.102,13.527,13.796,1102662.0
2010-05-13,13.553,14.102,13.527,13.796,1102662.0
2010-05-14,13.915,13.931,13.63,13.646,609134.0
2010-05-15,13.915,13.931,13.63,13.646,609134.0
2010-05-16,13.915,13.931,13.63,13.646,609134.0
2010-05-17,13.553,13.972,13.527,13.682,573090.0
2010-05-18,13.967,14.278,13.889,14.097,663076.0
2010-05-19,13.931,13.983,13.47,13.47,748143.0
2010-05-20,13.594,13.724,13.138,13.195,625564.0
2010-05-21,13.19,13.304,12.91,13.226,798785.0
2010-05-22,13.19,13.304,12.91,13.226,798785.0
2010-05-23,13.19,13.304,12.91,13.226,798785.0
2010-05-24,13.19,13.304,12.91,13.226,798785.0
2010-05-25,12.962,13.086,12.718,13.045,740466.0
2010-05-26,13.242,13.459,13.148,13.319,896474.0
2010-05-27,13.511,13.672,13.454,13.656,635618.0
2010-05-28,13.822,13.941,13.713,13.941,673596.0
2010-05-29,13.822,13.941,13.713,13.941,673596.0
2010-05-30,13.822,13.941,13.713,13.941,673596.0
2010-05-31,14.183,14.183,13.887,13.963,489666.0
2010-06-01,13.941,13.941,13.484,13.753,771534.0
2010-06-02,13.694,13.753,13.521,13.699,546160.0
2010-06-03,13.694,13.753,13.521,13.699,546160.0
2010-06-04,13.839,14.103,13.538,13.624,859067.0
2010-06-05,13.839,14.103,13.538,13.624,859067.0
2010-06-06,13.839,14.103,13.538,13.624,859067.0
2010-06-07,13.564,13.753,13.457,13.586,681738.0
2010-06-08,13.618,13.721,13.435,13.532,395929.0
2010-06-09,13.667,13.887,13.618,13.823,546075.0
2010-06-10,13.737,14.108,13.688,14.027,454705.0
2010-06-11,14.14,14.313,14.049,14.216,408279.0
2010-06-12,14.14,14.313,14.049,14.216,408279.0
2010-06-13,14.14,14.313,14.049,14.216,408279.0
2010-06-14,14.264,14.506,14.189,14.506,406461.0
2010-06-15,14.323,14.479,14.183,14.388,399405.0
2010-06-16,14.49,14.528,14.286,14.372,281533.0
2010-06-17,14.345,14.361,14.237,14.27,410502.0
2010-06-18,14.189,14.264,14.006,14.017,1202314.0
2010-06-19,14.189,14.264,14.006,14.017,1202314.0
2010-06-20,14.189,14.264,14.006,14.017,1202314.0
2010-06-21,14.248,14.35,14.2,14.35,457328.0
2010-06-22,14.313,14.469,14.21,14.372,539535.0
2010-06-23,14.345,14.372,13.893,13.947,699499.0
2010-06-24,14.13,14.13,13.71,13.769,457018.0
2010-06-25,13.828,13.887,13.462,13.462,474177.0
2010-06-26,13.828,13.887,13.462,13.462,474177.0
2010-06-27,13.828,13.887,13.462,13.462,474177.0
2010-06-28,13.505,13.753,13.484,13.699,291257.0
2010-06-29,13.634,13.634,13.123,13.228,492850.0
2010-06-30,13.236,13.389,13.188,13.317,530569.0
2010-07-01,13.338,13.338,13.026,13.029,607454.0
2010-07-02,13.134,13.29,12.999,13.126,364221.0
2010-07-03,13.134,13.29,12.999,13.126,364221.0
2010-07-04,13.134,13.29,12.999,13.126,364221.0
2010-07-05,13.349,13.349,13.048,13.048,282817.0
2010-07-06,13.085,13.177,12.983,12.983,743785.0
2010-07-07,12.978,13.236,12.843,13.236,1019778.0
2010-07-08,13.511,13.551,13.328,13.486,523094.0
2010-07-09,13.613,13.613,13.435,13.486,247010.0
2010-07-10,13.613,13.613,13.435,13.486,247010.0
2010-07-11,13.613,13.613,13.435,13.486,247010.0
2010-07-12,13.616,13.753,13.559,13.745,358429.0
2010-07-13,13.651,14.011,13.651,14.011,378037.0
2010-07-14,14.038,14.146,13.686,13.869,281572.0
2010-07-15,13.825,13.957,13.715,13.79,367224.0
2010-07-16,13.788,13.879,13.317,13.317,686700.0
2010-07-17,13.788,13.879,13.317,13.317,686700.0
2010-07-18,13.788,13.879,13.317,13.317,686700.0
2010-07-19,13.381,13.4,13.064,13.247,618635.0
2010-07-20,13.344,13.478,13.136,13.215,355622.0
2010-07-21,13.29,13.521,13.29,13.381,308986.0
2010-07-22,13.295,13.694,13.258,13.529,494000.0
2010-07-23,13.564,13.793,13.494,13.645,382069.0
2010-07-24,13.564,13.793,13.494,13.645,382069.0
2010-07-25,13.564,13.793,13.494,13.645,382069.0
2010-07-26,13.71,13.785,13.532,13.694,293712.0
2010-07-27,13.694,14.006,13.677,13.729,710037.0
2010-07-28,13.78,13.968,13.758,13.801,298007.0
2010-07-29,13.887,14.043,13.812,13.812,312517.0
2010-07-30,13.828,13.86,13.618,13.825,409325.0
2010-07-31,13.828,13.86,13.618,13.825,409325.0
2010-08-01,13.828,13.86,13.618,13.825,409325.0
2010-08-02,13.965,14.076,13.871,14.076,393638.0
2010-08-03,14.113,14.372,14.076,14.237,605012.0
2010-08-04,14.372,14.56,14.264,14.485,756696.0
2010-08-05,14.587,14.638,14.323,14.525,543148.0
2010-08-06,14.453,14.673,14.356,14.361,658655.0
2010-08-07,14.453,14.673,14.356,14.361,658655.0
2010-08-08,14.453,14.673,14.356,14.361,658655.0
2010-08-09,14.528,14.587,14.372,14.447,264395.0
2010-08-10,14.426,14.447,14.073,14.178,495203.0
2010-08-11,14.103,14.151,13.764,13.887,480184.0
2010-08-12,13.782,13.984,13.769,13.769,361310.0
2010-08-13,13.882,14.095,13.839,14.095,416936.0
2010-08-14,13.882,14.095,13.839,14.095,416936.0
2010-08-15,13.882,14.095,13.839,14.095,416936.0
2010-08-16,14.17,14.189,13.952,14.065,387806.0
2010-08-17,14.178,14.388,14.078,14.307,360486.0
2010-08-18,14.318,14.372,14.14,14.27,348406.0
2010-08-19,14.364,14.649,14.113,14.113,570573.0
2010-08-20,14.148,14.208,13.898,13.898,358230.0
2010-08-21,14.148,14.208,13.898,13.898,358230.0
2010-08-22,14.148,14.208,13.898,13.898,358230.0
2010-08-23,14.006,14.194,13.801,14.194,332529.0
2010-08-24,14.035,14.081,13.904,13.93,378858.0
2010-08-25,13.882,14.049,13.756,13.839,342712.0
2010-08-26,13.984,14.049,13.731,13.877,196816.0
2010-08-27,13.879,13.952,13.538,13.952,331082.0
2010-08-28,13.879,13.952,13.538,13.952,331082.0
2010-08-29,13.879,13.952,13.538,13.952,331082.0
2010-08-30,14.006,14.078,13.836,13.836,144407.0
2010-08-31,13.777,13.858,13.626,13.683,431912.0
2010-09-01,13.78,13.99,13.653,13.99,367335.0
2010-09-02,14.054,14.097,13.828,14.097,345382.0
2010-09-03,14.178,14.248,14.017,14.087,325456.0
2010-09-04,14.178,14.248,14.017,14.087,325456.0
2010-09-05,14.178,14.248,14.017,14.087,325456.0
2010-09-06,14.237,14.399,14.189,14.337,359604.0
2010-09-07,14.372,14.415,14.132,14.251,314483.0
2010-09-08,14.103,14.35,14.092,14.315,191569.0
2010-09-09,14.226,14.426,14.226,14.418,194526.0
2010-09-10,14.426,14.453,14.318,14.453,146328.0
2010-09-11,14.426,14.453,14.318,14.453,146328.0
2010-09-12,14.426,14.453,14.318,14.453,146328.0
2010-09-13,14.479,14.528,14.442,14.463,232203.0
2010-09-14,14.506,14.514,14.345,14.375,206953.0
2010-09-15,14.41,14.479,14.318,14.431,298465.0
2010-09-16,14.474,14.63,14.461,14.568,327827.0
2010-09-17,14.622,14.883,14.566,14.662,887615.0
2010-09-18,14.622,14.883,14.566,14.662,887615.0
2010-09-19,14.622,14.883,14.566,14.662,887615.0
2010-09-20,14.662,14.695,14.34,14.504,388980.0
2010-09-21,14.444,14.759,14.42,14.636,425457.0
2010-09-22,14.743,14.743,14.461,14.539,336303.0
2010-09-23,14.587,14.681,14.318,14.35,220269.0
2010-09-24,14.318,14.587,14.318,14.587,256938.0
2010-09-25,14.318,14.587,14.318,14.587,256938.0
2010-09-26,14.318,14.587,14.318,14.587,256938.0
2010-09-27,14.665,14.8,14.436,14.466,345901.0
2010-09-28,14.458,14.528,14.385,14.471,281490.0
2010-09-29,14.533,14.759,14.523,14.711,332725.0
2010-09-30,14.738,15.002,14.668,14.781,544128.0
2010-10-01,14.835,15.206,14.835,15.206,662230.0
2010-10-02,14.835,15.206,14.835,15.206,662230.0
2010-10-03,14.835,15.206,14.835,15.206,662230.0
2010-10-04,15.206,15.413,15.069,15.072,503133.0
2010-10-05,15.152,15.282,15.077,15.171,523933.0
2010-10-06,15.273,15.314,15.136,15.212,425161.0
2010-10-07,15.233,15.438,15.214,15.341,487675.0
2010-10-08,15.341,15.341,15.039,15.179,412704.0
2010-10-09,15.341,15.341,15.039,15.179,412704.0
2010-10-10,15.341,15.341,15.039,15.179,412704.0
2010-10-11,15.238,15.395,15.152,15.287,311180.0
2010-10-12,15.233,15.255,15.104,15.152,326417.0
2010-10-13,15.225,15.604,15.179,15.604,446279.0
2010-10-14,15.61,15.61,15.354,15.454,405838.0
2010-10-15,15.508,15.578,15.346,15.405,421995.0
2010-10-16,15.508,15.578,15.346,15.405,421995.0
2010-10-17,15.508,15.578,15.346,15.405,421995.0
2010-10-18,15.395,15.642,15.354,15.637,296641.0
2010-10-19,15.642,15.798,15.43,15.43,426671.0
2010-10-20,15.405,15.508,15.257,15.306,327875.0
2010-10-21,15.072,15.072,14.644,14.644,1536664.0
2010-10-22,14.722,14.907,14.63,14.749,695395.0
2010-10-23,14.722,14.907,14.63,14.749,695395.0
2010-10-24,14.722,14.907,14.63,14.749,695395.0
2010-10-25,14.673,14.907,14.587,14.687,620302.0
2010-10-26,14.673,14.907,14.587,14.687,620302.0
2010-10-27,14.544,14.662,14.396,14.396,745143.0
2010-10-28,14.426,14.523,14.41,14.479,489980.0
2010-10-29,14.506,14.506,14.313,14.45,512976.0
2010-10-30,14.506,14.506,14.313,14.45,512976.0
2010-10-31,14.506,14.506,14.313,14.45,512976.0
2010-11-01,14.506,14.506,14.313,14.45,512976.0
2010-11-02,14.533,14.749,14.463,14.649,771559.0
2010-11-03,14.716,14.732,14.501,14.501,542153.0
2010-11-04,14.614,14.776,14.509,14.679,612968.0
2010-11-05,14.792,14.792,14.49,14.528,492425.0
2010-11-06,14.792,14.792,14.49,14.528,492425.0
2010-11-07,14.792,14.792,14.49,14.528,492425.0
2010-11-08,14.662,14.843,14.563,14.708,461269.0
2010-11-09,14.792,14.95,14.668,14.948,573244.0
2010-11-10,15.055,15.276,14.937,14.937,952624.0
2010-11-11,14.953,15.018,14.687,14.749,580066.0
2010-11-12,14.641,14.738,14.528,14.633,388682.0
2010-11-13,14.641,14.738,14.528,14.633,388682.0
2010-11-14,14.641,14.738,14.528,14.633,388682.0
2010-11-15,14.56,14.846,14.56,14.767,293977.0
2010-11-16,14.749,14.824,14.531,14.547,395785.0
2010-11-17,14.517,14.676,14.361,14.418,627976.0
2010-11-18,14.56,14.652,14.479,14.641,482727.0
2010-11-19,14.662,14.797,14.539,14.601,328097.0
2010-11-20,14.662,14.797,14.539,14.601,328097.0
2010-11-21,14.662,14.797,14.539,14.601,328097.0
2010-11-22,14.743,14.759,14.587,14.719,341501.0
2010-11-23,14.587,14.716,14.28,14.28,608568.0
2010-11-24,14.418,14.418,14.081,14.173,692602.0
2010-11-25,14.21,14.593,14.138,14.444,522419.0
2010-11-26,14.45,14.45,14.302,14.383,458404.0
2010-11-27,14.45,14.45,14.302,14.383,458404.0
2010-11-28,14.45,14.45,14.302,14.383,458404.0
2010-11-29,14.506,14.517,14.07,14.07,503078.0
2010-11-30,14.076,14.221,13.887,13.936,621982.0
2010-12-01,14.06,14.377,14.049,14.358,579961.0
2010-12-02,14.479,14.668,14.375,14.625,669533.0
2010-12-03,14.668,14.846,14.547,14.582,605079.0
2010-12-04,14.668,14.846,14.547,14.582,605079.0
2010-12-05,14.668,14.846,14.547,14.582,605079.0
2010-12-06,14.722,14.732,14.56,14.676,380005.0
2010-12-07,14.732,14.824,14.636,14.797,472464.0
2010-12-08,14.732,14.824,14.636,14.797,472464.0
2010-12-09,14.899,15.475,14.859,15.456,1578400.0
2010-12-10,15.448,15.637,15.397,15.413,648540.0
2010-12-11,15.448,15.637,15.397,15.413,648540.0
2010-12-12,15.448,15.637,15.397,15.413,648540.0
2010-12-13,15.421,15.58,15.354,15.529,420771.0
2010-12-14,15.578,15.578,15.217,15.362,603337.0
2010-12-15,15.419,15.968,15.343,15.847,998639.0
2010-12-16,15.852,16.005,15.599,15.599,653056.0
2010-12-17,15.61,16.105,15.564,15.917,1564978.0
2010-12-18,15.61,16.105,15.564,15.917,1564978.0
2010-12-19,15.61,16.105,15.564,15.917,1564978.0
2010-12-20,16.04,16.417,15.992,16.31,909820.0
2010-12-21,16.471,16.482,16.366,16.366,548688.0
2010-12-22,16.579,16.877,16.417,16.506,869911.0
2010-12-23,16.63,16.633,16.337,16.404,487186.0
2010-12-24,16.63,16.633,16.337,16.404,487186.0
2010-12-25,16.63,16.633,16.337,16.404,487186.0
2010-12-26,16.63,16.633,16.337,16.404,487186.0
2010-12-27,16.525,16.579,16.39,16.571,267002.0
2010-12-28,16.627,16.713,16.536,16.692,315203.0
2010-12-29,16.713,17.063,16.711,16.966,542331.0
2010-12-30,17.063,17.079,16.735,16.74,631163.0
2010-12-31,17.063,17.079,16.735,16.74,631163.0
2011-01-01,17.063,17.079,16.735,16.74,631163.0
2011-01-02,17.063,17.079,16.735,16.74,631163.0
2011-01-03,16.74,16.929,16.708,16.929,269480.0
2011-01-04,16.746,17.004,16.471,16.686,763622.0
2011-01-05,16.686,16.751,16.579,16.751,648717.0
2011-01-06,16.686,16.751,16.579,16.751,648717.0
2011-01-07,16.633,16.869,16.406,16.651,907253.0
2011-01-08,16.633,16.869,16.406,16.651,907253.0
2011-01-09,16.633,16.869,16.406,16.651,907253.0
2011-01-10,16.584,16.641,16.31,16.337,761949.0
2011-01-11,16.468,16.767,16.423,16.633,466047.0
2011-01-12,16.536,16.956,16.536,16.956,496672.0
2011-01-13,16.859,16.953,16.686,16.864,396035.0
2011-01-14,16.848,16.888,16.528,16.842,374018.0
2011-01-15,16.848,16.888,16.528,16.842,374018.0
2011-01-16,16.848,16.888,16.528,16.842,374018.0
2011-01-17,16.689,16.794,16.385,16.525,536713.0
2011-01-18,16.546,17.074,16.546,17.052,431385.0
2011-01-19,17.079,17.747,17.079,17.448,1061093.0
2011-01-20,17.292,17.319,16.902,17.117,884836.0
2011-01-21,17.252,17.252,16.853,17.026,469587.0
2011-01-22,17.252,17.252,16.853,17.026,469587.0
2011-01-23,17.252,17.252,16.853,17.026,469587.0
2011-01-24,17.012,17.381,16.891,17.381,411681.0
2011-01-25,17.41,17.435,16.934,17.069,422703.0
2011-01-26,17.09,17.278,17.036,17.225,333242.0
2011-01-27,17.322,17.787,17.262,17.763,410235.0
2011-01-28,17.494,17.723,17.303,17.332,335673.0
2011-01-29,17.494,17.723,17.303,17.332,335673.0
2011-01-30,17.494,17.723,17.303,17.332,335673.0
2011-01-31,17.225,17.44,17.02,17.44,511479.0
2011-02-01,17.653,18.274,17.612,18.269,761252.0
2011-02-02,18.328,18.552,18.164,18.188,601215.0
2011-02-03,18.29,18.387,17.941,18.255,335424.0
2011-02-04,17.801,17.924,17.451,17.569,882090.0
2011-02-05,17.801,17.924,17.451,17.569,882090.0
2011-02-06,17.801,17.924,17.451,17.569,882090.0
2011-02-07,17.755,17.892,17.658,17.79,658224.0
2011-02-08,17.871,18.089,17.758,18.089,450241.0
2011-02-09,18.032,18.032,17.763,17.978,333443.0
2011-02-10,17.924,18.328,17.709,18.328,465926.0
2011-02-11,18.355,18.436,17.72,18.086,650530.0
2011-02-12,18.355,18.436,17.72,18.086,650530.0
2011-02-13,18.355,18.436,17.72,18.086,650530.0
2011-02-14,18.247,18.67,18.177,18.67,623731.0
2011-02-15,18.57,18.839,18.315,18.613,635472.0
2011-02-16,18.495,18.7,17.967,18.301,574715.0
2011-02-17,18.425,18.678,18.199,18.522,568874.0
2011-02-18,18.592,18.624,18.059,18.29,525979.0
2011-02-19,18.592,18.624,18.059,18.29,525979.0
2011-02-20,18.592,18.624,18.059,18.29,525979.0
2011-02-21,18.14,18.167,17.117,17.531,1092995.0
2011-02-22,17.225,17.628,16.988,17.176,1159206.0
2011-02-23,16.686,16.686,15.825,16.188,2469394.0
2011-02-24,16.148,16.735,16.094,16.659,1077511.0
2011-02-25,16.783,16.818,16.552,16.818,620951.0
2011-02-26,16.783,16.818,16.552,16.818,620951.0
2011-02-27,16.783,16.818,16.552,16.818,620951.0
2011-02-28,16.956,16.956,16.546,16.579,746633.0
2011-03-01,16.767,17.047,16.7,16.781,548547.0
2011-03-02,16.829,16.947,16.493,16.517,441712.0
2011-03-03,16.552,16.735,16.428,16.493,359890.0
2011-03-04,16.579,16.845,16.511,16.511,551118.0
2011-03-05,16.579,16.845,16.511,16.511,551118.0
2011-03-06,16.579,16.845,16.511,16.511,551118.0
2011-03-07,16.633,16.713,16.493,16.573,357194.0
2011-03-08,16.686,16.686,16.498,16.579,328672.0
2011-03-09,16.546,16.711,16.385,16.53,520392.0
2011-03-10,16.404,16.708,16.21,16.38,419404.0
2011-03-11,16.148,16.342,16.081,16.283,481336.0
2011-03-12,16.148,16.342,16.081,16.283,481336.0
2011-03-13,16.148,16.342,16.081,16.283,481336.0
2011-03-14,15.909,16.398,15.796,16.148,640327.0
2011-03-15,15.884,15.884,15.252,15.712,1129881.0
2011-03-16,15.712,15.804,15.462,15.621,629586.0
2011-03-17,15.744,16.31,15.696,16.283,653138.0
2011-03-18,16.38,16.848,16.345,16.345,1902298.0
2011-03-19,16.38,16.848,16.345,16.345,1902298.0
2011-03-20,16.38,16.848,16.345,16.345,1902298.0
2011-03-21,16.471,16.751,16.385,16.584,483782.0
2011-03-22,16.471,16.657,16.471,16.555,476315.0
2011-03-23,16.369,16.805,16.369,16.525,287238.0
2011-03-24,16.436,16.808,16.436,16.808,249695.0
2011-03-25,16.808,16.808,16.544,16.606,507611.0
2011-03-26,16.808,16.808,16.544,16.606,507611.0
2011-03-27,16.808,16.808,16.544,16.606,507611.0
2011-03-28,16.452,16.939,16.452,16.821,368938.0
2011-03-29,16.794,17.214,16.721,16.842,441593.0
2011-03-30,17.036,17.612,17.009,17.171,727218.0
2011-03-31,17.036,17.305,16.888,17.165,446937.0
2011-04-01,17.488,17.488,16.958,17.117,435780.0
2011-04-02,17.488,17.488,16.958,17.117,435780.0
2011-04-03,17.488,17.488,16.958,17.117,435780.0
2011-04-04,17.152,17.671,17.09,17.225,418243.0
2011-04-05,17.176,17.432,16.966,17.278,392923.0
2011-04-06,17.34,17.499,17.128,17.225,348822.0
2011-04-07,17.27,17.386,17.106,17.106,305774.0
2011-04-08,17.165,17.429,17.165,17.383,223400.0
2011-04-09,17.165,17.429,17.165,17.383,223400.0
2011-04-10,17.165,17.429,17.165,17.383,223400.0
2011-04-11,17.413,17.548,17.327,17.33,204593.0
2011-04-12,17.128,17.184,16.641,16.762,527874.0
2011-04-13,16.686,17.655,16.686,17.209,621207.0
2011-04-14,17.343,17.494,16.767,16.808,509434.0
2011-04-15,16.929,17.155,16.713,17.044,355618.0
2011-04-16,16.929,17.155,16.713,17.044,355618.0
2011-04-17,16.929,17.155,16.713,17.044,355618.0
2011-04-18,17.141,17.141,16.353,16.525,318531.0
2011-04-19,16.485,16.649,16.049,16.624,430693.0
2011-04-20,16.681,17.139,16.681,17.139,514869.0
2011-04-21,16.993,17.174,16.853,16.921,264009.0
2011-04-22,16.993,17.174,16.853,16.921,264009.0
2011-04-23,16.993,17.174,16.853,16.921,264009.0
2011-04-24,16.993,17.174,16.853,16.921,264009.0
2011-04-25,16.993,17.174,16.853,16.921,264009.0
2011-04-26,16.956,16.956,16.832,16.848,264055.0
2011-04-27,16.816,17.093,16.816,17.093,328519.0
2011-04-28,16.958,17.09,16.686,16.686,470946.0
2011-04-29,16.606,16.635,16.415,16.573,485593.0
2011-04-30,16.606,16.635,16.415,16.573,485593.0
2011-05-01,16.606,16.635,16.415,16.573,485593.0
2011-05-02,16.686,16.88,16.681,16.794,226120.0
2011-05-03,16.929,16.929,16.46,16.686,544872.0
2011-05-04,16.525,16.738,16.148,16.148,615972.0
2011-05-05,16.385,16.385,16.094,16.154,414790.0
2011-05-06,16.256,16.471,15.979,16.315,440082.0
2011-05-07,16.256,16.471,15.979,16.315,440082.0
2011-05-08,16.256,16.471,15.979,16.315,440082.0
