,042670 KS Equity,042670 KS Equity,042670 KS Equity,042670 KS Equity,042670 KS Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2010-01-01,13174.0,13214.0,12780.0,12898.0,774283.0
2010-01-02,13174.0,13214.0,12780.0,12898.0,774283.0
2010-01-03,13174.0,13214.0,12780.0,12898.0,774283.0
2010-01-04,12977.0,13253.0,12977.0,13174.0,479134.0
2010-01-05,13253.0,13647.0,13056.0,13529.0,859805.0
2010-01-06,13647.0,13845.0,13490.0,13608.0,1036418.0
2010-01-07,13726.0,14594.0,13608.0,14239.0,2697762.0
2010-01-08,14555.0,14870.0,14357.0,14752.0,1952283.0
2010-01-09,14555.0,14870.0,14357.0,14752.0,1952283.0
2010-01-10,14555.0,14870.0,14357.0,14752.0,1952283.0
2010-01-11,14988.0,15422.0,14634.0,15225.0,1986607.0
2010-01-12,15304.0,15659.0,14949.0,15304.0,1502289.0
2010-01-13,15028.0,15501.0,14910.0,14988.0,773965.0
2010-01-14,14988.0,15107.0,14712.0,14752.0,1092944.0
2010-01-15,14910.0,16645.0,14831.0,16566.0,2586056.0
2010-01-16,14910.0,16645.0,14831.0,16566.0,2586056.0
2010-01-17,14910.0,16645.0,14831.0,16566.0,2586056.0
2010-01-18,16566.0,16921.0,16408.0,16606.0,1550820.0
2010-01-19,16763.0,17118.0,16330.0,16882.0,1226380.0
2010-01-20,17118.0,17118.0,16330.0,16369.0,1334656.0
2010-01-21,15975.0,16172.0,15501.0,15698.0,1830755.0
2010-01-22,15146.0,15462.0,15067.0,15225.0,1380645.0
2010-01-23,15146.0,15462.0,15067.0,15225.0,1380645.0
2010-01-24,15146.0,15462.0,15067.0,15225.0,1380645.0
2010-01-25,15146.0,15541.0,14634.0,14791.0,1088973.0
2010-01-26,14870.0,15186.0,14200.0,14397.0,1087499.0
2010-01-27,14673.0,14712.0,14279.0,14397.0,994057.0
2010-01-28,14594.0,14910.0,14318.0,14791.0,895012.0
2010-01-29,14357.0,14357.0,13687.0,13805.0,1462725.0
2010-01-30,14357.0,14357.0,13687.0,13805.0,1462725.0
2010-01-31,14357.0,14357.0,13687.0,13805.0,1462725.0
2010-02-01,13805.0,14318.0,13726.0,14200.0,665319.0
2010-02-02,14397.0,14634.0,14002.0,14002.0,885265.0
2010-02-03,14436.0,14634.0,14200.0,14357.0,680712.0
2010-02-04,14515.0,14791.0,14121.0,14673.0,903924.0
2010-02-05,14002.0,14318.0,13924.0,14121.0,734082.0
2010-02-06,14002.0,14318.0,13924.0,14121.0,734082.0
2010-02-07,14002.0,14318.0,13924.0,14121.0,734082.0
2010-02-08,14318.0,14357.0,13726.0,13805.0,570210.0
2010-02-09,13687.0,14555.0,13687.0,14555.0,610777.0
2010-02-10,14752.0,14831.0,14397.0,14752.0,836818.0
2010-02-11,14712.0,14791.0,14279.0,14515.0,1092659.0
2010-02-12,14673.0,14870.0,14200.0,14239.0,1174375.0
2010-02-13,14673.0,14870.0,14200.0,14239.0,1174375.0
2010-02-14,14673.0,14870.0,14200.0,14239.0,1174375.0
2010-02-15,14673.0,14870.0,14200.0,14239.0,1174375.0
2010-02-16,14200.0,14515.0,14160.0,14476.0,656482.0
2010-02-17,14476.0,14476.0,14121.0,14279.0,1037840.0
2010-02-18,14318.0,14791.0,14279.0,14555.0,1080379.0
2010-02-19,14397.0,14594.0,14160.0,14160.0,740464.0
2010-02-20,14397.0,14594.0,14160.0,14160.0,740464.0
2010-02-21,14397.0,14594.0,14160.0,14160.0,740464.0
2010-02-22,14476.0,14634.0,14397.0,14594.0,554934.0
2010-02-23,14515.0,14831.0,14436.0,14791.0,674222.0
2010-02-24,14712.0,15107.0,14673.0,15107.0,847807.0
2010-02-25,15107.0,15225.0,14436.0,14476.0,690263.0
2010-02-26,14594.0,14712.0,14357.0,14712.0,288162.0
2010-02-27,14594.0,14712.0,14357.0,14712.0,288162.0
2010-02-28,14594.0,14712.0,14357.0,14712.0,288162.0
2010-03-01,14594.0,14712.0,14357.0,14712.0,288162.0
2010-03-02,14910.0,15028.0,14712.0,14831.0,381137.0
2010-03-03,14831.0,14910.0,14634.0,14712.0,262781.0
2010-03-04,14831.0,14949.0,14594.0,14791.0,379284.0
2010-03-05,14831.0,15107.0,14752.0,14988.0,602627.0
2010-03-06,14831.0,15107.0,14752.0,14988.0,602627.0
2010-03-07,14831.0,15107.0,14752.0,14988.0,602627.0
2010-03-08,15186.0,15383.0,15067.0,15225.0,713619.0
2010-03-09,15186.0,15738.0,15107.0,15620.0,1096732.0
2010-03-10,15738.0,15738.0,15422.0,15580.0,555197.0
2010-03-11,15698.0,15935.0,15383.0,15383.0,899559.0
2010-03-12,15462.0,15541.0,15146.0,15383.0,605274.0
2010-03-13,15462.0,15541.0,15146.0,15383.0,605274.0
2010-03-14,15462.0,15541.0,15146.0,15383.0,605274.0
2010-03-15,15343.0,15383.0,14831.0,14949.0,955312.0
2010-03-16,15107.0,15304.0,14988.0,15067.0,641231.0
2010-03-17,15225.0,15541.0,15107.0,15541.0,760730.0
2010-03-18,15422.0,15856.0,15383.0,15738.0,953851.0
2010-03-19,15817.0,16093.0,15738.0,16093.0,1160697.0
2010-03-20,15817.0,16093.0,15738.0,16093.0,1160697.0
2010-03-21,15817.0,16093.0,15738.0,16093.0,1160697.0
2010-03-22,15935.0,15975.0,15541.0,15698.0,616592.0
2010-03-23,15935.0,15935.0,15343.0,15422.0,1022917.0
2010-03-24,15580.0,15896.0,15265.0,15383.0,1042041.0
2010-03-25,15343.0,15541.0,15186.0,15304.0,707766.0
2010-03-26,15422.0,15975.0,15383.0,15896.0,1626565.0
2010-03-27,15422.0,15975.0,15383.0,15896.0,1626565.0
2010-03-28,15422.0,15975.0,15383.0,15896.0,1626565.0
2010-03-29,15777.0,16527.0,15777.0,16369.0,1763829.0
2010-03-30,16566.0,16645.0,16251.0,16448.0,1362067.0
2010-03-31,16527.0,16645.0,16172.0,16172.0,766315.0
2010-04-01,16290.0,16566.0,15975.0,16487.0,1121533.0
2010-04-02,16645.0,16961.0,16211.0,16290.0,1151594.0
2010-04-03,16645.0,16961.0,16211.0,16290.0,1151594.0
2010-04-04,16645.0,16961.0,16211.0,16290.0,1151594.0
2010-04-05,16487.0,16882.0,16172.0,16803.0,1046006.0
2010-04-06,16961.0,17118.0,16645.0,17000.0,834116.0
2010-04-07,17079.0,17237.0,16842.0,17158.0,616545.0
2010-04-08,16961.0,17158.0,16763.0,17158.0,502003.0
2010-04-09,17197.0,17592.0,17040.0,17513.0,1093789.0
2010-04-10,17197.0,17592.0,17040.0,17513.0,1093789.0
2010-04-11,17197.0,17592.0,17040.0,17513.0,1093789.0
2010-04-12,17671.0,17828.0,17434.0,17710.0,999098.0
2010-04-13,17750.0,17750.0,17237.0,17316.0,756571.0
2010-04-14,17434.0,17592.0,17040.0,17552.0,970867.0
2010-04-15,17750.0,17986.0,17434.0,17907.0,949915.0
2010-04-16,17947.0,18105.0,17710.0,18026.0,607182.0
