,004170 KS Equity,004170 KS Equity,004170 KS Equity,004170 KS Equity,004170 KS Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2010-01-01,309661.0,314939.0,309074.0,314939.0,26985.0
2010-01-02,309661.0,314939.0,309074.0,314939.0,26985.0
2010-01-03,309661.0,314939.0,309074.0,314939.0,26985.0
2010-01-04,314939.0,315526.0,312007.0,314939.0,24212.0
2010-01-05,313180.0,313766.0,303796.0,303796.0,66439.0
2010-01-06,303796.0,307315.0,302623.0,304969.0,54500.0
2010-01-07,304383.0,308488.0,302623.0,304383.0,42315.0
2010-01-08,305555.0,306728.0,299691.0,302037.0,36299.0
2010-01-09,305555.0,306728.0,299691.0,302037.0,36299.0
2010-01-10,305555.0,306728.0,299691.0,302037.0,36299.0
2010-01-11,299104.0,300277.0,290600.0,290600.0,114779.0
2010-01-12,291773.0,297345.0,290600.0,297345.0,54983.0
2010-01-13,293239.0,296172.0,292360.0,294999.0,48007.0
2010-01-14,293826.0,296172.0,290307.0,291480.0,48775.0
2010-01-15,291480.0,292946.0,285615.0,286495.0,53915.0
2010-01-16,291480.0,292946.0,285615.0,286495.0,53915.0
2010-01-17,291480.0,292946.0,285615.0,286495.0,53915.0
2010-01-18,287375.0,290014.0,282976.0,287961.0,48418.0
2010-01-19,288548.0,298518.0,288254.0,297345.0,58184.0
2010-01-20,300864.0,307315.0,299104.0,305555.0,87871.0
2010-01-21,303210.0,307315.0,299104.0,300864.0,56273.0
2010-01-22,299104.0,300864.0,295585.0,299104.0,37895.0
2010-01-23,299104.0,300864.0,295585.0,299104.0,37895.0
2010-01-24,299104.0,300864.0,295585.0,299104.0,37895.0
2010-01-25,293826.0,305555.0,293826.0,304969.0,41687.0
2010-01-26,306728.0,312593.0,303796.0,307315.0,87634.0
2010-01-27,308488.0,310834.0,304969.0,310834.0,38672.0
2010-01-28,310834.0,310834.0,307315.0,309074.0,41904.0
2010-01-29,310834.0,312007.0,304969.0,307901.0,65374.0
2010-01-30,310834.0,312007.0,304969.0,307901.0,65374.0
2010-01-31,310834.0,312007.0,304969.0,307901.0,65374.0
2010-02-01,309074.0,312593.0,304969.0,306728.0,41369.0
2010-02-02,306142.0,306142.0,292653.0,293826.0,59707.0
2010-02-03,297931.0,301450.0,294412.0,299104.0,29802.0
2010-02-04,299104.0,300864.0,294412.0,295585.0,18616.0
2010-02-05,291480.0,293239.0,289427.0,290307.0,30848.0
2010-02-06,291480.0,293239.0,289427.0,290307.0,30848.0
2010-02-07,291480.0,293239.0,289427.0,290307.0,30848.0
2010-02-08,290307.0,291773.0,284149.0,288548.0,16504.0
2010-02-09,289134.0,295585.0,288548.0,293239.0,24733.0
2010-02-10,291773.0,293239.0,290014.0,293239.0,17539.0
2010-02-11,294999.0,296172.0,290600.0,295585.0,20192.0
2010-02-12,292360.0,294999.0,290014.0,293826.0,30495.0
2010-02-13,292360.0,294999.0,290014.0,293826.0,30495.0
2010-02-14,292360.0,294999.0,290014.0,293826.0,30495.0
2010-02-15,292360.0,294999.0,290014.0,293826.0,30495.0
2010-02-16,292946.0,294412.0,291187.0,293239.0,16904.0
2010-02-17,293239.0,297931.0,293239.0,295585.0,27401.0
2010-02-18,294999.0,302623.0,294999.0,302623.0,31205.0
2010-02-19,302623.0,311420.0,302037.0,304969.0,51137.0
2010-02-20,302623.0,311420.0,302037.0,304969.0,51137.0
2010-02-21,302623.0,311420.0,302037.0,304969.0,51137.0
2010-02-22,305555.0,310834.0,305555.0,308488.0,25891.0
2010-02-23,311420.0,312007.0,308488.0,310247.0,24627.0
2010-02-24,307901.0,311420.0,306728.0,310247.0,20945.0
2010-02-25,311420.0,312593.0,306142.0,310247.0,24828.0
2010-02-26,311420.0,311420.0,306728.0,310834.0,16300.0
2010-02-27,311420.0,311420.0,306728.0,310834.0,16300.0
2010-02-28,311420.0,311420.0,306728.0,310834.0,16300.0
2010-03-01,311420.0,311420.0,306728.0,310834.0,16300.0
2010-03-02,316112.0,316112.0,310834.0,313766.0,30261.0
2010-03-03,311420.0,317872.0,311420.0,314353.0,28278.0
2010-03-04,312593.0,316699.0,306142.0,312007.0,20224.0
2010-03-05,310834.0,315526.0,309661.0,313180.0,19094.0
2010-03-06,310834.0,315526.0,309661.0,313180.0,19094.0
2010-03-07,310834.0,315526.0,309661.0,313180.0,19094.0
2010-03-08,316112.0,321977.0,314939.0,321390.0,35782.0
2010-03-09,320804.0,321977.0,319045.0,319631.0,27529.0
2010-03-10,321390.0,322563.0,316699.0,320804.0,13304.0
2010-03-11,320804.0,324323.0,320804.0,323150.0,33594.0
2010-03-12,324909.0,326669.0,317872.0,319631.0,34985.0
2010-03-13,324909.0,326669.0,317872.0,319631.0,34985.0
2010-03-14,324909.0,326669.0,317872.0,319631.0,34985.0
2010-03-15,317872.0,321977.0,314939.0,318458.0,14494.0
2010-03-16,320804.0,323736.0,317872.0,320217.0,30998.0
2010-03-17,325496.0,327255.0,320804.0,324909.0,40987.0
2010-03-18,321977.0,324323.0,319045.0,319045.0,28047.0
2010-03-19,321390.0,322563.0,318458.0,320804.0,20253.0
2010-03-20,321390.0,322563.0,318458.0,320804.0,20253.0
2010-03-21,321390.0,322563.0,318458.0,320804.0,20253.0
2010-03-22,321977.0,323736.0,317872.0,319631.0,13854.0
2010-03-23,321390.0,323736.0,318458.0,322563.0,31518.0
2010-03-24,322563.0,324909.0,321977.0,322563.0,22109.0
2010-03-25,325496.0,326669.0,321977.0,326082.0,30804.0
2010-03-26,323736.0,324909.0,317872.0,323150.0,54644.0
2010-03-27,323736.0,324909.0,317872.0,323150.0,54644.0
2010-03-28,323736.0,324909.0,317872.0,323150.0,54644.0
2010-03-29,322563.0,322563.0,308488.0,310247.0,61639.0
2010-03-30,312593.0,319631.0,309661.0,317872.0,44625.0
2010-03-31,320804.0,323150.0,313766.0,313766.0,39543.0
2010-04-01,314353.0,319045.0,313766.0,313766.0,31412.0
2010-04-02,313180.0,313180.0,307901.0,310834.0,28652.0
2010-04-03,313180.0,313180.0,307901.0,310834.0,28652.0
2010-04-04,313180.0,313180.0,307901.0,310834.0,28652.0
2010-04-05,310247.0,313766.0,309661.0,310834.0,19389.0
2010-04-06,313180.0,313180.0,309661.0,311420.0,16036.0
2010-04-07,310834.0,316699.0,310834.0,313766.0,32872.0
2010-04-08,312007.0,317872.0,311420.0,317285.0,28513.0
2010-04-09,318458.0,319045.0,314939.0,317285.0,29898.0
2010-04-10,318458.0,319045.0,314939.0,317285.0,29898.0
2010-04-11,318458.0,319045.0,314939.0,317285.0,29898.0
2010-04-12,316699.0,319631.0,316699.0,318458.0,26250.0
2010-04-13,318458.0,318458.0,312007.0,316112.0,29720.0
2010-04-14,317872.0,319631.0,315526.0,319631.0,24958.0
2010-04-15,317285.0,325496.0,316699.0,322563.0,30415.0
2010-04-16,321390.0,321390.0,314353.0,319631.0,18814.0
2010-04-17,321390.0,321390.0,314353.0,319631.0,18814.0
2010-04-18,321390.0,321390.0,314353.0,319631.0,18814.0
2010-04-19,319045.0,319045.0,311420.0,311420.0,17305.0
2010-04-20,311420.0,313766.0,309661.0,313180.0,15904.0
2010-04-21,313766.0,313766.0,309661.0,310834.0,26644.0
2010-04-22,309074.0,310834.0,302623.0,303796.0,60344.0
2010-04-23,305555.0,306728.0,301450.0,302037.0,47513.0
2010-04-24,305555.0,306728.0,301450.0,302037.0,47513.0
2010-04-25,305555.0,306728.0,301450.0,302037.0,47513.0
2010-04-26,304383.0,307315.0,303210.0,303796.0,36778.0
2010-04-27,304383.0,310247.0,303796.0,307901.0,35437.0
2010-04-28,304969.0,306142.0,302037.0,304383.0,26663.0
2010-04-29,303210.0,304383.0,297345.0,300277.0,30054.0
2010-04-30,299691.0,303210.0,296172.0,298518.0,43993.0
2010-05-01,299691.0,303210.0,296172.0,298518.0,43993.0
2010-05-02,299691.0,303210.0,296172.0,298518.0,43993.0
2010-05-03,299104.0,300277.0,295585.0,296172.0,20301.0
2010-05-04,297345.0,299104.0,295585.0,297931.0,18212.0
2010-05-05,297345.0,299104.0,295585.0,297931.0,18212.0
2010-05-06,290307.0,294412.0,290307.0,291187.0,25204.0
2010-05-07,286202.0,291187.0,283856.0,287081.0,35576.0
2010-05-08,286202.0,291187.0,283856.0,287081.0,35576.0
2010-05-09,286202.0,291187.0,283856.0,287081.0,35576.0
2010-05-10,287375.0,288841.0,285029.0,285615.0,28553.0
2010-05-11,288254.0,297931.0,285908.0,293826.0,51625.0
2010-05-12,297931.0,304969.0,296758.0,301450.0,71603.0
2010-05-13,301450.0,303210.0,294412.0,298518.0,44149.0
2010-05-14,294999.0,296758.0,289721.0,290894.0,44604.0
2010-05-15,294999.0,296758.0,289721.0,290894.0,44604.0
2010-05-16,294999.0,296758.0,289721.0,290894.0,44604.0
2010-05-17,290014.0,290014.0,280337.0,283269.0,34018.0
2010-05-18,283856.0,285029.0,280044.0,282096.0,39700.0
2010-05-19,283563.0,285029.0,280630.0,282683.0,30861.0
2010-05-20,280337.0,283856.0,279457.0,279750.0,26639.0
2010-05-21,280337.0,283856.0,279457.0,279750.0,26639.0
2010-05-22,280337.0,283856.0,279457.0,279750.0,26639.0
2010-05-23,280337.0,283856.0,279457.0,279750.0,26639.0
2010-05-24,277698.0,287668.0,277698.0,281510.0,22587.0
2010-05-25,279457.0,281510.0,272713.0,274472.0,35849.0
2010-05-26,272713.0,279457.0,269194.0,279457.0,37817.0
2010-05-27,272713.0,275645.0,269780.0,272419.0,48110.0
2010-05-28,275059.0,275352.0,270953.0,275352.0,34983.0
2010-05-29,275059.0,275352.0,270953.0,275352.0,34983.0
2010-05-30,275059.0,275352.0,270953.0,275352.0,34983.0
2010-05-31,275352.0,283269.0,275059.0,283269.0,26029.0
2010-06-01,280923.0,284442.0,280337.0,284149.0,19579.0
2010-06-02,280923.0,284442.0,280337.0,284149.0,19579.0
2010-06-03,289721.0,296758.0,285029.0,294999.0,44314.0
2010-06-04,293239.0,294412.0,291480.0,293239.0,39165.0
2010-06-05,293239.0,294412.0,291480.0,293239.0,39165.0
2010-06-06,293239.0,294412.0,291480.0,293239.0,39165.0
2010-06-07,290894.0,293239.0,285322.0,285615.0,25241.0
2010-06-08,288254.0,290014.0,284442.0,288254.0,32276.0
2010-06-09,290307.0,291480.0,286495.0,291480.0,20116.0
2010-06-10,293239.0,297345.0,292066.0,293826.0,25513.0
2010-06-11,297931.0,304969.0,297345.0,303796.0,56291.0
2010-06-12,297931.0,304969.0,297345.0,303796.0,56291.0
2010-06-13,297931.0,304969.0,297345.0,303796.0,56291.0
2010-06-14,304383.0,310247.0,303796.0,308488.0,44033.0
2010-06-15,308488.0,314939.0,303210.0,311420.0,43629.0
2010-06-16,310247.0,314939.0,309074.0,310834.0,25347.0
2010-06-17,312593.0,312593.0,302623.0,307315.0,26628.0
2010-06-18,303210.0,305555.0,301450.0,303796.0,20067.0
2010-06-19,303210.0,305555.0,301450.0,303796.0,20067.0
2010-06-20,303210.0,305555.0,301450.0,303796.0,20067.0
2010-06-21,312007.0,313766.0,309074.0,310247.0,31328.0
2010-06-22,313180.0,317285.0,311420.0,316699.0,41527.0
2010-06-23,317285.0,319045.0,307901.0,312593.0,33899.0
2010-06-24,309074.0,316112.0,309074.0,311420.0,16539.0
2010-06-25,304969.0,308488.0,303210.0,306142.0,24126.0
2010-06-26,304969.0,308488.0,303210.0,306142.0,24126.0
2010-06-27,304969.0,308488.0,303210.0,306142.0,24126.0
2010-06-28,314353.0,314353.0,306728.0,309661.0,15226.0
2010-06-29,309661.0,319045.0,309661.0,312593.0,31872.0
2010-06-30,310834.0,314939.0,306142.0,311420.0,26452.0
2010-07-01,305555.0,310247.0,302037.0,308488.0,21591.0
2010-07-02,306728.0,310247.0,302623.0,306728.0,17055.0
2010-07-03,306728.0,310247.0,302623.0,306728.0,17055.0
2010-07-04,306728.0,310247.0,302623.0,306728.0,17055.0
2010-07-05,308488.0,309661.0,302623.0,303796.0,20740.0
2010-07-06,303796.0,303796.0,294999.0,302037.0,28903.0
2010-07-07,303796.0,303796.0,296172.0,303210.0,19759.0
2010-07-08,302037.0,306728.0,301450.0,306728.0,19637.0
2010-07-09,304969.0,307901.0,302037.0,306142.0,16831.0
2010-07-10,304969.0,307901.0,302037.0,306142.0,16831.0
2010-07-11,304969.0,307901.0,302037.0,306142.0,16831.0
2010-07-12,307315.0,310247.0,306142.0,308488.0,12192.0
2010-07-13,308488.0,316112.0,308488.0,316112.0,19478.0
2010-07-14,314353.0,322563.0,314353.0,318458.0,28067.0
2010-07-15,319045.0,319631.0,314353.0,316699.0,16890.0
2010-07-16,314353.0,323150.0,314353.0,322563.0,14838.0
2010-07-17,314353.0,323150.0,314353.0,322563.0,14838.0
2010-07-18,314353.0,323150.0,314353.0,322563.0,14838.0
2010-07-19,322563.0,323150.0,315526.0,320804.0,14750.0
2010-07-20,319045.0,324323.0,314353.0,321390.0,16236.0
2010-07-21,322563.0,324909.0,317872.0,322563.0,16424.0
2010-07-22,319631.0,325496.0,319631.0,322563.0,17870.0
2010-07-23,324909.0,327842.0,324323.0,326082.0,15470.0
2010-07-24,324909.0,327842.0,324323.0,326082.0,15470.0
2010-07-25,324909.0,327842.0,324323.0,326082.0,15470.0
2010-07-26,324323.0,325496.0,319631.0,320217.0,13524.0
2010-07-27,320804.0,321390.0,316699.0,318458.0,17337.0
2010-07-28,319631.0,328428.0,318458.0,324323.0,19234.0
2010-07-29,327842.0,333706.0,326669.0,333706.0,35913.0
2010-07-30,336052.0,340158.0,329015.0,331947.0,23312.0
2010-07-31,336052.0,340158.0,329015.0,331947.0,23312.0
2010-08-01,336052.0,340158.0,329015.0,331947.0,23312.0
2010-08-02,330774.0,339571.0,330188.0,339571.0,17792.0
2010-08-03,337812.0,340158.0,334293.0,336639.0,13820.0
2010-08-04,340744.0,341331.0,333706.0,336639.0,20182.0
2010-08-05,333706.0,342504.0,333706.0,338398.0,14162.0
2010-08-06,341917.0,342504.0,335466.0,337225.0,14528.0
2010-08-07,341917.0,342504.0,335466.0,337225.0,14528.0
2010-08-08,341917.0,342504.0,335466.0,337225.0,14528.0
2010-08-09,334879.0,340158.0,322563.0,338985.0,14311.0
2010-08-10,335466.0,341331.0,333120.0,333120.0,9766.0
2010-08-11,330774.0,336639.0,330188.0,331947.0,12545.0
2010-08-12,334293.0,337225.0,321977.0,321977.0,28540.0
2010-08-13,325496.0,325496.0,319045.0,321390.0,40505.0
2010-08-14,325496.0,325496.0,319045.0,321390.0,40505.0
2010-08-15,325496.0,325496.0,319045.0,321390.0,40505.0
2010-08-16,320217.0,321977.0,313180.0,317285.0,24392.0
2010-08-17,317285.0,323150.0,313766.0,319631.0,16934.0
2010-08-18,322563.0,327255.0,321977.0,324323.0,13342.0
2010-08-19,327255.0,336052.0,324909.0,334293.0,22733.0
2010-08-20,340158.0,340158.0,333706.0,334879.0,11145.0
2010-08-21,340158.0,340158.0,333706.0,334879.0,11145.0
2010-08-22,340158.0,340158.0,333706.0,334879.0,11145.0
2010-08-23,340158.0,341917.0,333706.0,334879.0,10411.0
2010-08-24,334879.0,337812.0,326669.0,334879.0,10365.0
2010-08-25,339571.0,339571.0,329601.0,329601.0,8382.0
2010-08-26,327255.0,331361.0,323736.0,327255.0,6868.0
2010-08-27,331947.0,333706.0,324909.0,330188.0,13482.0
2010-08-28,331947.0,333706.0,324909.0,330188.0,13482.0
2010-08-29,331947.0,333706.0,324909.0,330188.0,13482.0
2010-08-30,334293.0,339571.0,330188.0,339571.0,13705.0
2010-08-31,338985.0,341917.0,335466.0,338398.0,13928.0
2010-09-01,343090.0,353647.0,341917.0,348955.0,53364.0
2010-09-02,351301.0,357166.0,346609.0,355406.0,30652.0
2010-09-03,355993.0,360685.0,348955.0,359512.0,34271.0
2010-09-04,355993.0,360685.0,348955.0,359512.0,34271.0
2010-09-05,355993.0,360685.0,348955.0,359512.0,34271.0
2010-09-06,366549.0,366549.0,354820.0,361271.0,29342.0
2010-09-07,357166.0,360098.0,351887.0,355406.0,17302.0
2010-09-08,350714.0,355406.0,349541.0,352474.0,17926.0
2010-09-09,358339.0,360098.0,351301.0,354820.0,32499.0
2010-09-10,355406.0,358925.0,352474.0,352474.0,22939.0
2010-09-11,355406.0,358925.0,352474.0,352474.0,22939.0
2010-09-12,355406.0,358925.0,352474.0,352474.0,22939.0
2010-09-13,348955.0,355993.0,343090.0,347782.0,28882.0
2010-09-14,350714.0,351301.0,340158.0,347782.0,24234.0
2010-09-15,345436.0,348955.0,343677.0,346609.0,26324.0
2010-09-16,347782.0,358925.0,347195.0,356579.0,20138.0
2010-09-17,350714.0,361857.0,350714.0,356579.0,16126.0
2010-09-18,350714.0,361857.0,350714.0,356579.0,16126.0
2010-09-19,350714.0,361857.0,350714.0,356579.0,16126.0
2010-09-20,363030.0,363617.0,343677.0,343677.0,17984.0
2010-09-21,363030.0,363617.0,343677.0,343677.0,17984.0
2010-09-22,363030.0,363617.0,343677.0,343677.0,17984.0
2010-09-23,363030.0,363617.0,343677.0,343677.0,17984.0
2010-09-24,351887.0,357752.0,346023.0,357752.0,38229.0
2010-09-25,351887.0,357752.0,346023.0,357752.0,38229.0
2010-09-26,351887.0,357752.0,346023.0,357752.0,38229.0
2010-09-27,356579.0,360098.0,353647.0,354233.0,11150.0
2010-09-28,349541.0,353647.0,344263.0,344263.0,19027.0
2010-09-29,346609.0,351301.0,346023.0,350714.0,23352.0
2010-09-30,346609.0,352474.0,346609.0,352474.0,22127.0
2010-10-01,358925.0,361857.0,358339.0,358925.0,25217.0
2010-10-02,358925.0,361857.0,358339.0,358925.0,25217.0
2010-10-03,358925.0,361857.0,358339.0,358925.0,25217.0
2010-10-04,358925.0,360685.0,358339.0,358925.0,21228.0
2010-10-05,358925.0,364790.0,358339.0,361857.0,31864.0
2010-10-06,360098.0,373587.0,359512.0,368309.0,24734.0
2010-10-07,364790.0,368309.0,361271.0,365376.0,14613.0
2010-10-08,363617.0,369482.0,362444.0,363617.0,11734.0
2010-10-09,363617.0,369482.0,362444.0,363617.0,11734.0
2010-10-10,363617.0,369482.0,362444.0,363617.0,11734.0
2010-10-11,370068.0,370068.0,362444.0,364790.0,8736.0
2010-10-12,360685.0,364203.0,357166.0,358925.0,10604.0
2010-10-13,358925.0,361271.0,346023.0,346023.0,21974.0
2010-10-14,348955.0,357752.0,348955.0,353647.0,25937.0
2010-10-15,363030.0,363030.0,352474.0,355406.0,21189.0
2010-10-16,363030.0,363030.0,352474.0,355406.0,21189.0
2010-10-17,363030.0,363030.0,352474.0,355406.0,21189.0
2010-10-18,355406.0,358925.0,350714.0,353647.0,14609.0
2010-10-19,351887.0,353647.0,343090.0,343090.0,17631.0
2010-10-20,346023.0,351301.0,337225.0,345436.0,14291.0
2010-10-21,351887.0,351887.0,343090.0,348955.0,18719.0
2010-10-22,353060.0,353647.0,349541.0,353060.0,9239.0
2010-10-23,353060.0,353647.0,349541.0,353060.0,9239.0
2010-10-24,353060.0,353647.0,349541.0,353060.0,9239.0
