,011780 KS Equity,011780 KS Equity,011780 KS Equity,011780 KS Equity,011780 KS Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2010-01-01,14314.0,16414.0,14314.0,15765.0,2860762.0
2010-01-02,14314.0,16414.0,14314.0,15765.0,2860762.0
2010-01-03,14314.0,16414.0,14314.0,15765.0,2860762.0
2010-01-04,16032.0,16261.0,15040.0,15917.0,421611.0
2010-01-05,15650.0,15879.0,15269.0,15765.0,396849.0
2010-01-06,15956.0,17292.0,15803.0,16795.0,632315.0
2010-01-07,16872.0,17368.0,16261.0,17101.0,314684.0
2010-01-08,17177.0,17177.0,16299.0,16452.0,188504.0
2010-01-09,17177.0,17177.0,16299.0,16452.0,188504.0
2010-01-10,17177.0,17177.0,16299.0,16452.0,188504.0
2010-01-11,16643.0,16643.0,15956.0,16070.0,182309.0
2010-01-12,15879.0,16719.0,15765.0,16299.0,124124.0
2010-01-13,16108.0,16414.0,15994.0,15994.0,71477.0
2010-01-14,16299.0,16299.0,16032.0,16146.0,78693.0
2010-01-15,16185.0,16299.0,15956.0,16032.0,104872.0
2010-01-16,16185.0,16299.0,15956.0,16032.0,104872.0
2010-01-17,16185.0,16299.0,15956.0,16032.0,104872.0
2010-01-18,16185.0,17139.0,15994.0,16948.0,247735.0
2010-01-19,16948.0,16948.0,16223.0,16376.0,141572.0
2010-01-20,16490.0,16719.0,16032.0,16223.0,123527.0
2010-01-21,16032.0,16299.0,15307.0,16108.0,125884.0
2010-01-22,15917.0,16605.0,15688.0,15994.0,186925.0
2010-01-23,15917.0,16605.0,15688.0,15994.0,186925.0
2010-01-24,15917.0,16605.0,15688.0,15994.0,186925.0
2010-01-25,15536.0,15956.0,15498.0,15688.0,91745.0
2010-01-26,15574.0,15994.0,15536.0,15765.0,176750.0
2010-01-27,15688.0,16032.0,15269.0,15383.0,88936.0
2010-01-28,15688.0,15688.0,14352.0,15154.0,100966.0
2010-01-29,14734.0,15040.0,14352.0,14505.0,89429.0
2010-01-30,14734.0,15040.0,14352.0,14505.0,89429.0
2010-01-31,14734.0,15040.0,14352.0,14505.0,89429.0
2010-02-01,14505.0,14505.0,12864.0,13284.0,202141.0
2010-02-02,13360.0,14162.0,13131.0,13856.0,151246.0
2010-02-03,13665.0,14085.0,13360.0,13513.0,90437.0
2010-02-04,13513.0,13665.0,13360.0,13513.0,72446.0
2010-02-05,12673.0,14047.0,12673.0,13589.0,194315.0
2010-02-06,12673.0,14047.0,12673.0,13589.0,194315.0
2010-02-07,12673.0,14047.0,12673.0,13589.0,194315.0
2010-02-08,12444.0,13284.0,11604.0,12291.0,660709.0
2010-02-09,13665.0,14123.0,13436.0,14123.0,209096.0
2010-02-10,15269.0,15574.0,14734.0,15154.0,597912.0
2010-02-11,14696.0,15154.0,14391.0,15040.0,144298.0
2010-02-12,15040.0,15498.0,14734.0,15269.0,95200.0
2010-02-13,15040.0,15498.0,14734.0,15269.0,95200.0
