,006360 KS Equity,006360 KS Equity,006360 KS Equity,006360 KS Equity,006360 KS Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2010-01-01,81628.0,82373.0,80137.0,80882.0,278903.0
2010-01-02,81628.0,82373.0,80137.0,80882.0,278903.0
2010-01-03,81628.0,82373.0,80137.0,80882.0,278903.0
2010-01-04,81255.0,82000.0,78646.0,79391.0,427386.0
2010-01-05,80509.0,80882.0,78646.0,80882.0,535158.0
2010-01-06,81628.0,84237.0,80882.0,82373.0,548309.0
2010-01-07,82373.0,83118.0,81255.0,82000.0,213991.0
2010-01-08,82373.0,83491.0,79018.0,79764.0,478266.0
2010-01-09,82373.0,83491.0,79018.0,79764.0,478266.0
2010-01-10,82373.0,83491.0,79018.0,79764.0,478266.0
2010-01-11,80509.0,84609.0,80137.0,84237.0,573373.0
2010-01-12,85355.0,85355.0,82746.0,84982.0,296785.0
2010-01-13,83864.0,83864.0,81628.0,82000.0,307819.0
2010-01-14,81628.0,82373.0,80509.0,82000.0,294608.0
2010-01-15,81255.0,81255.0,77155.0,77155.0,730796.0
2010-01-16,81255.0,81255.0,77155.0,77155.0,730796.0
2010-01-17,81255.0,81255.0,77155.0,77155.0,730796.0
2010-01-18,76409.0,77155.0,74546.0,75291.0,633109.0
2010-01-19,76037.0,77155.0,75664.0,76409.0,278252.0
2010-01-20,77155.0,77528.0,73278.0,74248.0,619455.0
2010-01-21,74546.0,77528.0,74322.0,76037.0,435980.0
2010-01-22,74546.0,75664.0,73577.0,73726.0,438967.0
2010-01-23,74546.0,75664.0,73577.0,73726.0,438967.0
2010-01-24,74546.0,75664.0,73577.0,73726.0,438967.0
2010-01-25,71489.0,72160.0,70297.0,70595.0,541013.0
2010-01-26,70148.0,70371.0,66644.0,67538.0,1008080.0
2010-01-27,68358.0,68955.0,65451.0,66271.0,772005.0
2010-01-28,66793.0,68657.0,66793.0,67986.0,468535.0
2010-01-29,66420.0,67389.0,65153.0,66271.0,526525.0
2010-01-30,66420.0,67389.0,65153.0,66271.0,526525.0
2010-01-31,66420.0,67389.0,65153.0,66271.0,526525.0
2010-02-01,66122.0,67017.0,63513.0,63811.0,743852.0
2010-02-02,64780.0,64780.0,62618.0,62618.0,626560.0
2010-02-03,64407.0,68731.0,63960.0,68358.0,1043945.0
