,TYRES FH Equity,TYRES FH Equity,TYRES FH Equity,TYRES FH Equity,TYRES FH Equity
2010-03-17,10.6353,10.6571,10.4502,10.4829,1141195.0
2010-03-18,10.4611,10.5645,10.363,10.4012,1367869.0
2010-03-19,10.4284,10.4829,10.2596,10.3249,918346.0
2010-03-20,10.4284,10.4829,10.2596,10.3249,918346.0
2010-03-21,10.4284,10.4829,10.2596,10.3249,918346.0
2010-03-22,10.216,10.4556,10.1997,10.4556,463036.0
2010-03-23,10.4829,10.6462,10.3576,10.5264,555489.0
2010-03-24,10.5645,10.6898,10.3739,10.619,428279.0
2010-03-25,10.6299,10.8586,10.5972,10.815,478067.0
2010-03-26,10.815,10.8858,10.6027,10.6408,685014.0
2010-03-27,10.815,10.8858,10.6027,10.6408,685014.0
2010-03-28,10.815,10.8858,10.6027,10.6408,685014.0
2010-03-29,10.6081,10.7116,10.5046,10.5428,371590.0
2010-03-30,10.6734,10.717,10.4883,10.521,391936.0
2010-03-31,10.521,10.619,10.2596,10.472,818045.0
2010-04-01,10.5645,10.5809,10.2977,10.4556,585857.0
2010-04-02,10.5645,10.5809,10.2977,10.4556,585857.0
2010-04-03,10.5645,10.5809,10.2977,10.4556,585857.0
2010-04-04,10.5645,10.5809,10.2977,10.4556,585857.0
2010-04-05,10.5645,10.5809,10.2977,10.4556,585857.0
2010-04-06,10.6135,10.6734,10.5428,10.6734,862063.0
2010-04-07,10.7007,10.7007,10.265,10.3249,1099952.0
2010-04-08,10.0472,10.0744,9.8239,9.9492,2666928.0
2010-04-09,10.0828,10.2944,10.016,10.2554,1670607.0
2010-04-10,10.0828,10.2944,10.016,10.2554,1670607.0
2010-04-11,10.0828,10.2944,10.016,10.2554,1670607.0
2010-04-12,10.3166,10.4391,10.1942,10.2331,561160.0
2010-04-13,10.2331,10.261,10.0828,10.2164,474682.0
2010-04-14,10.2164,10.3445,10.1719,10.3278,764325.0
2010-04-15,10.3556,10.4169,10.2665,10.2832,669754.0
2010-04-16,10.2832,10.3723,10.055,10.055,731677.0
2010-04-17,10.2832,10.3723,10.055,10.055,731677.0
2010-04-18,10.2832,10.3723,10.055,10.055,731677.0
2010-04-19,10.0438,10.0717,9.9158,9.938,485114.0
2010-04-20,10.0216,10.2999,10.0216,10.2665,782853.0
2010-04-21,10.2777,10.3556,10.0828,10.0828,432976.0
2010-04-22,10.1329,10.2109,9.9213,10.0216,530627.0
2010-04-23,10.0661,10.2331,9.9993,10.1106,397562.0
2010-04-24,10.0661,10.2331,9.9993,10.1106,397562.0
2010-04-25,10.0661,10.2331,9.9993,10.1106,397562.0
2010-04-26,10.2164,10.2331,10.0995,10.1218,409418.0
2010-04-27,10.1496,10.1496,9.8434,9.8434,705076.0
2010-04-28,9.6597,9.8323,9.3089,9.5984,1251374.0
2010-04-29,9.5595,9.81,9.437,9.8044,865437.0
2010-04-30,9.8044,10.0271,9.7766,9.8879,1035028.0
2010-05-01,9.8044,10.0271,9.7766,9.8879,1035028.0
2010-05-02,9.8044,10.0271,9.7766,9.8879,1035028.0
2010-05-03,9.8879,10.2276,9.8211,10.0939,442667.0
2010-05-04,10.0494,10.0939,9.7989,9.8879,1691910.0
2010-05-05,9.771,9.8768,9.565,9.6931,905689.0
2010-05-06,9.7432,10.4336,9.7432,10.0939,2667637.0
2010-05-07,9.9046,10.055,9.5483,9.7042,1754410.0
2010-05-08,9.9046,10.055,9.5483,9.7042,1754410.0
2010-05-09,9.9046,10.055,9.5483,9.7042,1754410.0
2010-05-10,10.0216,10.7954,10.0216,10.7119,1706105.0
2010-05-11,10.6451,10.7342,10.4948,10.7064,1527399.0
2010-05-12,10.6897,11.1462,10.6284,11.0627,999446.0
2010-05-13,10.6897,11.1462,10.6284,11.0627,999446.0
2010-05-14,11.1017,11.4079,10.8623,10.9012,979401.0
2010-05-15,11.1017,11.4079,10.8623,10.9012,979401.0
2010-05-16,11.1017,11.4079,10.8623,10.9012,979401.0
2010-05-17,10.7509,11.1184,10.7342,10.8511,703447.0
2010-05-18,10.9291,11.0571,10.7565,10.7954,584301.0
2010-05-19,10.6897,10.6897,10.1997,10.3389,1065364.0
2010-05-20,10.3556,10.5393,10.0494,10.2443,1606158.0
2010-05-21,10.261,10.467,10.055,10.3166,723127.0
2010-05-22,10.261,10.467,10.055,10.3166,723127.0
2010-05-23,10.261,10.467,10.055,10.3166,723127.0
2010-05-24,10.4057,10.4336,10.0772,10.2944,684914.0
2010-05-25,10.0383,10.1329,9.7432,9.8824,1306016.0
2010-05-26,10.0271,10.35,10.0216,10.2443,539565.0
2010-05-27,10.2498,10.6507,10.2443,10.5894,512941.0
2010-05-28,10.6062,10.6563,10.4781,10.5338,494283.0
2010-05-29,10.6062,10.6563,10.4781,10.5338,494283.0
2010-05-30,10.6062,10.6563,10.4781,10.5338,494283.0
2010-05-31,10.4725,10.7008,10.4224,10.5505,129718.0
2010-06-01,10.5338,10.6062,10.2443,10.4948,412198.0
2010-06-02,10.4614,10.8957,10.3333,10.8845,932906.0
2010-06-03,11.0181,11.1907,11.007,11.085,702278.0
2010-06-04,11.0738,11.2353,10.7787,10.8177,738177.0
2010-06-05,11.0738,11.2353,10.7787,10.8177,738177.0
2010-06-06,11.0738,11.2353,10.7787,10.8177,738177.0
2010-06-07,10.7453,10.9346,10.6117,10.801,376996.0
2010-06-08,10.8567,10.9012,10.4892,10.6897,518376.0
2010-06-09,10.7899,11.2464,10.7008,11.2464,811562.0
2010-06-10,11.1852,11.7698,11.0905,11.7586,1255545.0
2010-06-11,11.792,11.9145,11.2464,11.3856,1285676.0
2010-06-12,11.792,11.9145,11.2464,11.3856,1285676.0
2010-06-13,11.792,11.9145,11.2464,11.3856,1285676.0
2010-06-14,11.4691,11.6751,11.419,11.664,648907.0
2010-06-15,11.6361,11.6918,11.5304,11.6528,481884.0
2010-06-16,11.6863,11.6863,11.3633,11.4079,414643.0
2010-06-17,11.4134,11.6361,11.3077,11.6361,489463.0
2010-06-18,11.6083,11.6918,11.4079,11.5248,865251.0
2010-06-19,11.6083,11.6918,11.4079,11.5248,865251.0
2010-06-20,11.6083,11.6918,11.4079,11.5248,865251.0
2010-06-21,11.6695,11.7308,11.5582,11.6139,677022.0
2010-06-22,11.5304,11.792,11.4413,11.7364,395844.0
2010-06-23,11.6863,11.7809,11.5359,11.625,342906.0
2010-06-24,11.664,11.7085,11.3299,11.38,558987.0
2010-06-25,11.664,11.7085,11.3299,11.38,558987.0
2010-06-26,11.664,11.7085,11.3299,11.38,558987.0
2010-06-27,11.664,11.7085,11.3299,11.38,558987.0
2010-06-28,11.497,11.6584,11.4691,11.586,730554.0
2010-06-29,11.5025,11.5526,11.0404,11.0794,420818.0
2010-06-30,11.0627,11.3856,10.9736,11.2186,637629.0
2010-07-01,11.1351,11.174,10.8289,10.8734,456721.0
2010-07-02,11.007,11.0683,10.84,10.8623,344268.0
2010-07-03,11.007,11.0683,10.84,10.8623,344268.0
2010-07-04,11.007,11.0683,10.84,10.8623,344268.0
2010-07-05,10.8678,10.9291,10.7732,10.801,156747.0
2010-07-06,10.9124,11.3299,10.7899,11.2464,273982.0
2010-07-07,11.1351,11.3522,11.0126,11.3411,334065.0
2010-07-08,11.3856,11.5081,11.2019,11.4357,363532.0
2010-07-09,11.458,11.5638,11.4357,11.5638,140666.0
2010-07-10,11.458,11.5638,11.4357,11.5638,140666.0
2010-07-11,11.458,11.5638,11.4357,11.5638,140666.0
2010-07-12,11.5805,11.7642,11.5248,11.6918,496391.0
2010-07-13,11.6528,12.0593,11.6528,12.0593,412538.0
2010-07-14,12.0815,12.1372,11.7308,11.8978,200471.0
2010-07-15,11.8032,11.9591,11.6528,11.792,317268.0
2010-07-16,11.8867,11.9702,11.6027,11.6361,316384.0
2010-07-17,11.8867,11.9702,11.6027,11.6361,316384.0
2010-07-18,11.8867,11.9702,11.6027,11.6361,316384.0
2010-07-19,11.5916,11.6918,11.4023,11.5916,372100.0
2010-07-20,11.6361,11.664,11.4413,11.5248,342060.0
2010-07-21,11.6194,11.7865,11.6194,11.6918,436447.0
2010-07-22,11.6584,12.037,11.6027,12.0092,232404.0
2010-07-23,12.0481,12.1094,11.9702,11.998,208562.0
2010-07-24,12.0481,12.1094,11.9702,11.998,208562.0
2010-07-25,12.0481,12.1094,11.9702,11.998,208562.0
2010-07-26,12.0537,12.1094,11.9702,12.0092,245065.0
2010-07-27,12.037,12.1094,11.7698,11.7753,347381.0
2010-07-28,11.8867,11.8978,11.6361,11.7753,219545.0
2010-07-29,11.8366,11.8366,11.6139,11.7531,257117.0
2010-07-30,11.7753,12.1038,11.7197,11.9869,363192.0
2010-07-31,11.7753,12.1038,11.7197,11.9869,363192.0
2010-08-01,11.7753,12.1038,11.7197,11.9869,363192.0
2010-08-02,12.0259,12.2374,11.9424,12.1372,559423.0
2010-08-03,12.1929,12.282,12.0593,12.1873,329979.0
2010-08-04,12.1985,12.2486,11.9702,12.2096,438881.0
2010-08-05,13.1728,13.5291,12.9835,13.0837,2649436.0
2010-08-06,13.1394,13.3732,12.9445,12.9835,840409.0
2010-08-07,13.1394,13.3732,12.9445,12.9835,840409.0
2010-08-08,13.1394,13.3732,12.9445,12.9835,840409.0
2010-08-09,13.1951,13.4456,13.1505,13.3231,566803.0
2010-08-10,13.3342,13.3565,13.1338,13.1338,386491.0
2010-08-11,13.0837,13.0837,12.7162,12.7162,458502.0
2010-08-12,12.6773,12.8666,12.6105,12.7218,583382.0
2010-08-13,12.8053,13.0113,12.7719,12.9891,553034.0
2010-08-14,12.8053,13.0113,12.7719,12.9891,553034.0
2010-08-15,12.8053,13.0113,12.7719,12.9891,553034.0
2010-08-16,12.9724,13.0893,12.8666,13.0781,404483.0
2010-08-17,13.106,13.1672,13.0392,13.1672,581743.0
2010-08-18,13.1728,13.1728,12.9222,13.1171,401974.0
2010-08-19,13.1171,13.1672,12.7775,12.8109,443937.0
2010-08-20,12.7497,12.861,12.4657,12.5214,435057.0
2010-08-21,12.7497,12.861,12.4657,12.5214,435057.0
2010-08-22,12.7497,12.861,12.4657,12.5214,435057.0
2010-08-23,12.5269,12.6105,12.4045,12.4267,358008.0
2010-08-24,12.3878,12.5604,12.2541,12.4991,533560.0
2010-08-25,12.5158,12.5882,12.0481,12.1372,484581.0
2010-08-26,12.2987,12.4212,12.2374,12.3098,248957.0
2010-08-27,12.3265,12.3878,12.115,12.3878,318554.0
2010-08-28,12.3265,12.3878,12.115,12.3878,318554.0
2010-08-29,12.3265,12.3878,12.115,12.3878,318554.0
2010-08-30,12.4713,12.4824,12.3321,12.4045,238527.0
2010-08-31,12.282,12.5993,12.1595,12.5938,684470.0
2010-09-01,12.6439,13.2953,12.6439,13.2953,717678.0
2010-09-02,13.2953,13.3287,13.1449,13.2173,872460.0
2010-09-03,13.2507,13.3064,13.1282,13.2118,666549.0
2010-09-04,13.2507,13.3064,13.1282,13.2118,666549.0
2010-09-05,13.2507,13.3064,13.1282,13.2118,666549.0
2010-09-06,13.2507,13.3509,13.2006,13.3454,805557.0
2010-09-07,13.2674,13.3064,12.9,12.9946,551866.0
2010-09-08,12.9946,13.3899,12.9556,13.3899,718764.0
2010-09-09,13.3454,13.5068,13.2953,13.4623,550785.0
2010-09-10,13.4679,13.8576,13.3621,13.6627,931668.0
2010-09-11,13.4679,13.8576,13.3621,13.6627,931668.0
2010-09-12,13.4679,13.8576,13.3621,13.6627,931668.0
2010-09-13,13.7796,13.8242,13.6182,13.6961,581023.0
2010-09-14,13.7574,13.7796,13.5903,13.6071,498780.0
2010-09-15,13.7407,13.7574,13.5291,13.5848,356148.0
2010-09-16,13.5347,13.6405,13.5124,13.6182,260199.0
2010-09-17,13.6627,13.7852,13.5736,13.6683,1003737.0
2010-09-18,13.6627,13.7852,13.5736,13.6683,1003737.0
2010-09-19,13.6627,13.7852,13.5736,13.6683,1003737.0
2010-09-20,13.685,13.9801,13.6572,13.9188,401928.0
2010-09-21,13.9188,13.9912,13.8019,13.8632,530280.0
2010-09-22,13.8854,13.8854,13.6293,13.7518,901168.0
2010-09-23,13.9077,13.9077,13.5903,13.6182,488039.0
2010-09-24,13.6293,13.891,13.5347,13.891,535991.0
2010-09-25,13.6293,13.891,13.5347,13.891,535991.0
2010-09-26,13.6293,13.891,13.5347,13.891,535991.0
2010-09-27,13.9133,13.9634,13.5736,13.6238,770295.0
2010-09-28,13.6572,13.6572,13.312,13.6516,794437.0
2010-09-29,13.6572,13.8576,13.6516,13.813,460365.0
2010-09-30,13.8019,14.1304,13.7629,14.0246,786596.0
2010-10-01,14.0692,14.2417,14.0246,14.0747,665438.0
2010-10-02,14.0692,14.2417,14.0246,14.0747,665438.0
2010-10-03,14.0692,14.2417,14.0246,14.0747,665438.0
2010-10-04,14.0914,14.1304,13.9021,13.9578,581337.0
2010-10-05,13.93,14.1248,13.8854,14.0914,840538.0
2010-10-06,14.1916,14.2028,14.0135,14.1582,763748.0
2010-10-07,14.1471,14.3587,14.0302,14.2919,368004.0
2010-10-08,14.3364,14.3364,14.1081,14.3197,393473.0
2010-10-09,14.3364,14.3364,14.1081,14.3197,393473.0
2010-10-10,14.3364,14.3364,14.1081,14.3197,393473.0
2010-10-11,14.303,14.5925,14.303,14.5257,592845.0
2010-10-12,14.5146,14.8764,14.3308,14.6649,722256.0
2010-10-13,14.8041,14.8653,14.6816,14.8096,366974.0
2010-10-14,14.8486,14.96,14.6092,14.6092,548491.0
2010-10-15,14.6148,14.6426,14.1471,14.2306,760835.0
2010-10-16,14.6148,14.6426,14.1471,14.2306,760835.0
2010-10-17,14.6148,14.6426,14.1471,14.2306,760835.0
2010-10-18,14.2529,14.2807,14.019,14.1415,489952.0
2010-10-19,14.1415,14.1471,13.7407,13.7407,821465.0
2010-10-20,13.6627,13.7963,13.6071,13.6906,728109.0
2010-10-21,13.6961,13.9411,13.6961,13.9077,680557.0
2010-10-22,13.9021,14.2139,13.8409,14.1638,432524.0
2010-10-23,13.9021,14.2139,13.8409,14.1638,432524.0
2010-10-24,13.9021,14.2139,13.8409,14.1638,432524.0
2010-10-25,14.2417,14.6704,14.2417,14.6148,700372.0
2010-10-26,14.6315,14.6315,14.1081,14.1638,678267.0
2010-10-27,14.225,14.225,13.8242,13.8687,458228.0
2010-10-28,13.9188,13.9745,13.7295,13.7796,339474.0
2010-10-29,13.7518,13.8743,13.6739,13.8632,518468.0
2010-10-30,13.7518,13.8743,13.6739,13.8632,518468.0
2010-10-31,13.7518,13.8743,13.6739,13.8632,518468.0
2010-11-01,13.9912,14.1026,13.852,13.9244,373789.0
2010-11-02,13.9188,13.9188,13.6794,13.7351,591698.0
2010-11-03,13.3342,14.1916,13.2786,13.646,3195822.0
2010-11-04,13.9745,14.5034,13.9745,14.3253,1338922.0
2010-11-05,14.4199,14.5257,14.2696,14.3531,431028.0
2010-11-06,14.4199,14.5257,14.2696,14.3531,431028.0
2010-11-07,14.4199,14.5257,14.2696,14.3531,431028.0
2010-11-08,14.431,14.4645,14.225,14.2529,246637.0
2010-11-09,14.3364,14.5981,14.2529,14.5981,489561.0
2010-11-10,14.5869,14.5925,14.2863,14.3364,426903.0
2010-11-11,14.3531,14.4812,14.2529,14.2807,211142.0
2010-11-12,14.1916,14.2863,13.93,14.136,425867.0
2010-11-13,14.1916,14.2863,13.93,14.136,425867.0
2010-11-14,14.1916,14.2863,13.93,14.136,425867.0
2010-11-15,14.1137,14.3754,14.0413,14.2696,266010.0
2010-11-16,14.2529,14.2529,13.8743,13.8966,402928.0
2010-11-17,13.8353,14.1137,13.7685,13.9745,375418.0
2010-11-18,14.0859,14.2807,14.0859,14.264,294674.0
2010-11-19,14.3698,14.3698,14.058,14.2362,318742.0
2010-11-20,14.3698,14.3698,14.058,14.2362,318742.0
2010-11-21,14.3698,14.3698,14.058,14.2362,318742.0
2010-11-22,14.3197,14.4756,14.1193,14.2139,281894.0
2010-11-23,14.1916,14.303,13.8687,13.8687,517570.0
2010-11-24,14.019,14.7818,13.9467,14.7094,1151734.0
2010-11-25,14.7094,15.127,14.431,14.4589,793340.0
2010-11-26,14.4477,14.5591,14.1638,14.47,641305.0
2010-11-27,14.4477,14.5591,14.1638,14.47,641305.0
2010-11-28,14.4477,14.5591,14.1638,14.47,641305.0
2010-11-29,14.4756,14.6036,13.9634,13.9968,593880.0
2010-11-30,13.9968,14.1304,13.8019,13.8019,839599.0
2010-12-01,14.019,14.2083,13.9522,14.1026,525709.0
2010-12-02,14.1248,14.6426,14.0859,14.548,1054050.0
2010-12-03,14.509,14.548,14.1137,14.3141,867755.0
2010-12-04,14.509,14.548,14.1137,14.3141,867755.0
2010-12-05,14.509,14.548,14.1137,14.3141,867755.0
2010-12-06,14.509,14.548,14.1137,14.3141,867755.0
2010-12-07,14.3698,14.8152,14.3642,14.7373,831687.0
2010-12-08,14.6927,15.0602,14.5647,14.8932,960693.0
2010-12-09,15.0379,15.1326,14.4589,14.4589,1122593.0
2010-12-10,14.5869,14.8542,14.303,14.3698,637524.0
2010-12-11,14.5869,14.8542,14.303,14.3698,637524.0
2010-12-12,14.5869,14.8542,14.303,14.3698,637524.0
2010-12-13,14.4979,14.8375,14.4867,14.8375,471155.0
2010-12-14,14.8375,15.0769,14.6593,15.0379,826206.0
2010-12-15,15.0156,15.4221,14.9488,15.255,1087242.0
2010-12-16,15.3386,15.5111,15.2328,15.3107,708988.0
2010-12-17,15.4221,15.5278,15.1326,15.1326,674093.0
2010-12-18,15.4221,15.5278,15.1326,15.1326,674093.0
2010-12-19,15.4221,15.5278,15.1326,15.1326,674093.0
2010-12-20,15.1994,15.3107,15.1771,15.2328,517650.0
2010-12-21,15.2717,15.5835,15.2606,15.5835,307442.0
2010-12-22,15.5891,15.7004,15.5,15.5223,471105.0
2010-12-23,15.5223,15.539,15.3107,15.3386,238652.0
2010-12-24,15.5223,15.539,15.3107,15.3386,238652.0
2010-12-25,15.5223,15.539,15.3107,15.3386,238652.0
2010-12-26,15.5223,15.539,15.3107,15.3386,238652.0
2010-12-27,15.3386,15.3608,15.0268,15.1771,334025.0
2010-12-28,15.1994,15.333,15.1437,15.2606,227217.0
2010-12-29,15.294,15.3775,15.2884,15.3107,287171.0
2010-12-30,15.3386,15.4221,15.1604,15.2829,198589.0
2010-12-31,15.3386,15.4221,15.1604,15.2829,198589.0
2011-01-01,15.3386,15.4221,15.1604,15.2829,198589.0
2011-01-02,15.3386,15.4221,15.1604,15.2829,198589.0
2011-01-03,15.3497,15.6893,15.3497,15.6448,190556.0
2011-01-04,15.6726,15.7951,15.4109,15.4944,376272.0
2011-01-05,15.4722,15.6002,15.0657,15.2884,459426.0
2011-01-06,15.4722,15.6002,15.0657,15.2884,459426.0
2011-01-07,15.3107,15.461,15.1994,15.2439,537437.0
2011-01-08,15.3107,15.461,15.1994,15.2439,537437.0
2011-01-09,15.3107,15.461,15.1994,15.2439,537437.0
2011-01-10,15.2495,15.2996,15.0713,15.1938,374127.0
2011-01-11,15.2049,15.7283,15.166,15.6559,378044.0
2011-01-12,15.6615,15.7004,15.3998,15.4777,389333.0
2011-01-13,15.4889,15.5891,15.2049,15.2606,332005.0
2011-01-14,15.294,15.5446,15.255,15.4221,538806.0
2011-01-15,15.294,15.5446,15.255,15.4221,538806.0
2011-01-16,15.294,15.5446,15.255,15.4221,538806.0
2011-01-17,15.4499,16.2572,15.3163,15.8118,1072224.0
2011-01-18,15.8953,16.196,15.6448,15.912,928883.0
2011-01-19,15.951,16.1625,15.9231,16.0623,805274.0
2011-01-20,15.8675,15.8675,15.1437,15.1437,1497321.0
2011-01-21,15.2216,15.4555,14.9767,14.9767,1380032.0
2011-01-22,15.2216,15.4555,14.9767,14.9767,1380032.0
2011-01-23,15.2216,15.4555,14.9767,14.9767,1380032.0
2011-01-24,15.127,15.1548,14.6593,14.9154,1007792.0
2011-01-25,15.0156,15.3775,14.9433,14.9767,486196.0
2011-01-26,15.0602,15.3553,15.0602,15.2606,519885.0
2011-01-27,15.2606,15.461,15.0936,15.2049,342901.0
2011-01-28,15.2773,15.3887,14.96,14.96,653223.0
2011-01-29,15.2773,15.3887,14.96,14.96,653223.0
2011-01-30,15.2773,15.3887,14.96,14.96,653223.0
2011-01-31,14.9154,14.9154,14.6872,14.6872,893559.0
2011-02-01,14.754,14.921,14.6816,14.8096,864376.0
2011-02-02,14.9043,14.9433,14.5146,14.7428,521246.0
2011-02-03,14.7373,14.9822,14.5424,14.9266,461313.0
2011-02-04,14.9822,15.0268,14.8709,14.9377,300720.0
2011-02-05,14.9822,15.0268,14.8709,14.9377,300720.0
2011-02-06,14.9822,15.0268,14.8709,14.9377,300720.0
2011-02-07,15.0435,15.2439,14.9822,15.2272,334898.0
2011-02-08,15.3107,15.5947,15.1604,15.5947,1069836.0
2011-02-09,16.1458,16.6191,16.0067,16.1124,2754657.0
2011-02-10,16.1458,16.53,16.0902,16.5022,1223855.0
2011-02-11,16.5133,16.903,16.4688,16.7805,1185044.0
2011-02-12,16.5133,16.903,16.4688,16.7805,1185044.0
2011-02-13,16.5133,16.903,16.4688,16.7805,1185044.0
2011-02-14,16.8418,16.9921,16.8139,16.981,987625.0
2011-02-15,16.981,17.3317,16.903,17.0645,1469849.0
2011-02-16,17.0868,17.1925,16.8418,16.8418,843972.0
2011-02-17,16.9086,17.0923,16.7249,17.0923,849614.0
2011-02-18,17.1202,17.1703,16.8585,16.9309,731704.0
2011-02-19,17.1202,17.1703,16.8585,16.9309,731704.0
2011-02-20,17.1202,17.1703,16.8585,16.9309,731704.0
2011-02-21,16.942,17.2371,16.7471,16.8139,413843.0
2011-02-22,16.6748,16.9476,16.5578,16.8585,466795.0
2011-02-23,16.6525,16.8139,16.1403,16.3407,1078518.0
2011-02-24,16.1458,16.2683,15.8452,16.1069,635334.0
2011-02-25,16.1514,16.4242,16.0234,16.3073,740469.0
2011-02-26,16.1514,16.4242,16.0234,16.3073,740469.0
2011-02-27,16.1514,16.4242,16.0234,16.3073,740469.0
2011-02-28,16.3129,16.4576,16.1793,16.3908,498399.0
2011-03-01,16.4799,16.6915,16.1069,16.2628,633239.0
2011-03-02,16.2238,16.2238,15.8229,15.8675,953627.0
2011-03-03,15.9788,16.2294,15.9009,16.1236,461412.0
2011-03-04,16.196,16.3351,15.6726,15.706,462840.0
2011-03-05,16.196,16.3351,15.6726,15.706,462840.0
2011-03-06,16.196,16.3351,15.6726,15.706,462840.0
2011-03-07,15.7338,16.0623,15.5334,15.7171,611569.0
2011-03-08,15.8786,16.285,15.7951,15.9621,609573.0
2011-03-09,16.0345,16.3797,16.0067,16.3129,705010.0
2011-03-10,16.1347,16.3184,15.9844,16.0234,533117.0
2011-03-11,15.8619,16.0178,15.7728,15.7728,391449.0
2011-03-12,15.8619,16.0178,15.7728,15.7728,391449.0
2011-03-13,15.8619,16.0178,15.7728,15.7728,391449.0
