,HD US Equity
2019-06-28,137477.0
2019-06-29,137477.0
2019-06-30,137477.0
2019-07-01,137477.0
2019-07-02,137477.0
2019-07-03,137477.0
2019-07-04,137477.0
2019-07-05,137477.0
2019-07-06,137477.0
2019-07-07,137477.0
2019-07-08,137477.0
2019-07-09,137477.0
2019-07-10,137477.0
2019-07-11,168257.0
2019-07-12,168257.0
2019-07-13,168257.0
2019-07-14,168257.0
2019-07-15,168257.0
2019-07-16,168257.0
2019-07-17,168257.0
2019-07-18,168257.0
2019-07-19,168257.0
2019-07-20,168257.0
2019-07-21,168257.0
2019-07-22,168257.0
2019-07-23,168257.0
2019-07-24,168257.0
2019-07-25,168257.0
2019-07-26,168257.0
2019-07-27,168257.0
2019-07-28,168257.0
2019-07-29,168257.0
2019-07-30,168257.0
2019-07-31,168257.0
2019-08-01,168257.0
2019-08-02,168257.0
2019-08-03,168257.0
2019-08-04,168257.0
2019-08-05,168257.0
2019-08-06,168257.0
2019-08-07,168257.0
2019-08-08,168257.0
2019-08-09,168257.0
2019-08-10,168257.0
2019-08-11,168257.0
2019-08-12,168257.0
2019-08-13,168257.0
2019-08-14,168257.0
2019-08-15,168257.0
2019-08-16,168257.0
2019-08-17,168257.0
2019-08-18,168257.0
2019-08-19,168257.0
2019-08-20,168257.0
2019-08-21,168257.0
2019-08-22,168257.0
2019-08-23,168257.0
2019-08-24,168257.0
2019-08-25,168257.0
2019-08-26,168257.0
2019-08-27,168257.0
2019-08-28,168257.0
2019-08-29,168257.0
2019-08-30,168257.0
2019-08-31,168257.0
2019-09-01,168257.0
2019-09-02,168257.0
2019-09-03,168257.0
2019-09-04,168257.0
2019-09-05,168257.0
2019-09-06,168257.0
2019-09-07,168257.0
2019-09-08,168257.0
2019-09-09,168257.0
2019-09-10,168257.0
2019-09-11,168257.0
2019-09-12,168257.0
2019-09-13,168257.0
2019-09-14,168257.0
2019-09-15,168257.0
2019-09-16,168257.0
2019-09-17,168257.0
2019-09-18,168257.0
2019-09-19,168257.0
2019-09-20,168257.0
2019-09-21,168257.0
2019-09-22,168257.0
2019-09-23,168257.0
2019-09-24,168257.0
2019-09-25,168257.0
2019-09-26,168257.0
2019-09-27,168257.0
2019-09-28,168257.0
2019-09-29,168257.0
2019-09-30,168257.0
2019-10-01,168257.0
2019-10-02,168257.0
2019-10-03,168257.0
2019-10-04,168257.0
2019-10-05,168257.0
2019-10-06,168257.0
2019-10-07,168257.0
2019-10-08,168257.0
2019-10-09,168257.0
2019-10-10,168257.0
2019-10-11,168257.0
2019-10-12,168257.0
2019-10-13,168257.0
2019-10-14,168257.0
2019-10-15,168257.0
2019-10-16,168257.0
2019-10-17,168257.0
2019-10-18,168257.0
2019-10-19,168257.0
2019-10-20,168257.0
2019-10-21,168257.0
2019-10-22,168257.0
2019-10-23,168257.0
2019-10-24,168257.0
2019-10-25,168257.0
2019-10-26,168257.0
2019-10-27,168257.0
2019-10-28,168257.0
2019-10-29,168257.0
2019-10-30,168257.0
2019-10-31,168257.0
2019-11-01,168257.0
2019-11-02,168257.0
2019-11-03,168257.0
2019-11-04,168257.0
2019-11-05,168257.0
2019-11-06,168257.0
2019-11-07,168257.0
2019-11-08,168257.0
2019-11-09,168257.0
2019-11-10,168257.0
2019-11-11,168257.0
2019-11-12,168257.0
2019-11-13,168257.0
2019-11-14,168257.0
2019-11-15,168257.0
2019-11-16,168257.0
2019-11-17,168257.0
2019-11-18,168257.0
2019-11-19,168257.0
2019-11-20,168257.0
2019-11-21,168257.0
2019-11-22,168257.0
2019-11-23,168257.0
2019-11-24,168257.0
2019-11-25,168257.0
2019-11-26,168257.0
2019-11-27,168257.0
2019-11-28,168257.0
2019-11-29,168257.0
2019-11-30,168257.0
2019-12-01,168257.0
2019-12-02,168257.0
2019-12-03,168257.0
2019-12-04,168257.0
2019-12-05,168257.0
2019-12-06,168257.0
2019-12-07,168257.0
2019-12-08,168257.0
2019-12-09,168257.0
2019-12-10,168257.0
2019-12-11,168257.0
2019-12-12,168257.0
2019-12-13,168257.0
2019-12-14,168257.0
2019-12-15,168257.0
2019-12-16,168257.0
2019-12-17,168257.0
2019-12-18,168257.0
2019-12-19,168257.0
2019-12-20,168257.0
2019-12-21,168257.0
2019-12-22,168257.0
2019-12-23,168257.0
2019-12-24,168257.0
2019-12-25,168257.0
2019-12-26,168257.0
2019-12-27,168257.0
2019-12-28,168257.0
2019-12-29,168257.0
2019-12-30,168257.0
2019-12-31,168257.0
2020-01-01,168257.0
2020-01-02,168257.0
2020-01-03,168257.0
2020-01-04,168257.0
2020-01-05,168257.0
2020-01-06,168257.0
2020-01-07,168257.0
2020-01-08,168257.0
2020-01-09,168257.0
2020-01-10,168257.0
2020-01-11,168257.0
2020-01-12,168257.0
2020-01-13,168257.0
2020-01-14,168257.0
2020-01-15,168257.0
2020-01-16,168257.0
2020-01-17,168257.0
2020-01-18,168257.0
2020-01-19,168257.0
2020-01-20,168257.0
2020-01-21,168257.0
2020-01-22,168257.0
2020-01-23,168257.0
2020-01-24,168257.0
2020-01-25,168257.0
2020-01-26,168257.0
2020-01-27,168257.0
2020-01-28,168257.0
2020-01-29,168257.0
2020-01-30,168257.0
2020-01-31,168257.0
2020-02-01,168257.0
2020-02-02,168257.0
2020-02-03,168257.0
2020-02-04,168257.0
2020-02-05,168257.0
2020-02-06,168257.0
2020-02-07,168257.0
2020-02-08,168257.0
2020-02-09,168257.0
2020-02-10,168257.0
2020-02-11,168257.0
2020-02-12,168257.0
2020-02-13,168257.0
2020-02-14,168257.0
2020-02-15,168257.0
2020-02-16,168257.0
2020-02-17,168257.0
2020-02-18,168257.0
2020-02-19,168257.0
2020-02-20,168257.0
2020-02-21,168257.0
2020-02-22,168257.0
2020-02-23,168257.0
2020-02-24,168257.0
2020-02-25,168257.0
2020-02-26,168257.0
2020-02-27,168257.0
2020-02-28,168257.0
2020-02-29,168257.0
2020-03-01,168257.0
2020-03-02,168257.0
2020-03-03,168257.0
2020-03-04,168257.0
2020-03-05,168257.0
2020-03-06,168257.0
2020-03-07,168257.0
2020-03-08,168257.0
2020-03-09,168257.0
2020-03-10,168257.0
2020-03-11,168257.0
2020-03-12,168257.0
2020-03-13,168257.0
2020-03-14,168257.0
2020-03-15,168257.0
2020-03-16,168257.0
2020-03-17,168257.0
2020-03-18,168257.0
2020-03-19,168257.0
2020-03-20,168257.0
2020-03-21,168257.0
2020-03-22,168257.0
2020-03-23,168257.0
2020-03-24,168257.0
2020-03-25,168257.0
2020-03-26,168257.0
2020-03-27,148071.5
2020-03-28,148071.5
2020-03-29,148071.5
2020-03-30,148071.5
2020-03-31,148071.5
2020-04-01,148071.5
2020-04-02,148071.5
2020-04-03,148071.5
2020-04-04,148071.5
2020-04-05,148071.5
2020-04-06,148071.5
2020-04-07,148071.5
2020-04-08,148071.5
2020-04-09,148071.5
2020-04-10,148071.5
2020-04-11,148071.5
2020-04-12,148071.5
2020-04-13,148071.5
2020-04-14,148071.5
2020-04-15,148071.5
2020-04-16,148071.5
2020-04-17,148071.5
2020-04-18,148071.5
2020-04-19,148071.5
2020-04-20,148071.5
2020-04-21,148071.5
2020-04-22,148071.5
2020-04-23,148071.5
2020-04-24,148071.5
2020-04-25,148071.5
2020-04-26,148071.5
2020-04-27,148071.5
2020-04-28,148071.5
2020-04-29,148071.5
2020-04-30,148071.5
2020-05-01,148071.5
2020-05-02,148071.5
2020-05-03,148071.5
2020-05-04,148071.5
2020-05-05,148071.5
2020-05-06,148071.5
2020-05-07,148071.5
2020-05-08,148071.5
2020-05-09,148071.5
2020-05-10,148071.5
2020-05-11,148071.5
2020-05-12,148071.5
2020-05-13,148071.5
2020-05-14,148071.5
2020-05-15,148071.5
2020-05-16,148071.5
2020-05-17,148071.5
2020-05-18,148071.5
2020-05-19,151941.0
2020-05-20,151941.0
2020-05-21,151941.0
2020-05-22,151941.0
2020-05-23,151941.0
2020-05-24,151941.0
2020-05-25,151941.0
2020-05-26,151941.0
2020-05-27,145703.667
2020-05-28,145703.667
2020-05-29,145703.667
2020-05-30,145703.667
2020-05-31,145703.667
2020-06-01,145703.667
2020-06-02,145703.667
2020-06-03,145703.667
2020-06-04,145703.667
2020-06-05,145703.667
2020-06-06,145703.667
2020-06-07,145703.667
2020-06-08,145703.667
2020-06-09,145703.667
2020-06-10,145703.667
2020-06-11,145703.667
2020-06-12,145703.667
2020-06-13,145703.667
2020-06-14,145703.667
2020-06-15,145703.667
2020-06-16,145703.667
2020-06-17,145703.667
2020-06-18,145703.667
2020-06-19,145703.667
2020-06-20,145703.667
2020-06-21,145703.667
2020-06-22,145703.667
2020-06-23,145703.667
2020-06-24,146599.0
2020-06-25,146599.0
2020-06-26,146599.0
2020-06-27,146599.0
2020-06-28,146599.0
2020-06-29,146599.0
2020-06-30,146599.0
2020-07-01,146599.0
2020-07-02,146599.0
2020-07-03,146599.0
2020-07-04,146599.0
2020-07-05,146599.0
2020-07-06,146599.0
2020-07-07,146599.0
2020-07-08,146599.0
2020-07-09,146599.0
2020-07-10,146599.0
2020-07-11,146599.0
2020-07-12,146599.0
2020-07-13,146599.0
2020-07-14,146599.0
2020-07-15,146599.0
2020-07-16,146599.0
2020-07-17,146599.0
2020-07-18,146599.0
2020-07-19,146599.0
2020-07-20,146599.0
2020-07-21,146599.0
2020-07-22,146599.0
2020-07-23,146599.0
2020-07-24,146599.0
2020-07-25,146599.0
2020-07-26,146599.0
2020-07-27,146599.0
2020-07-28,146599.0
2020-07-29,146599.0
2020-07-30,146599.0
2020-07-31,146599.0
2020-08-01,146599.0
2020-08-02,146599.0
2020-08-03,146599.0
2020-08-04,146599.0
2020-08-05,146599.0
2020-08-06,146599.0
2020-08-07,146599.0
2020-08-08,146599.0
2020-08-09,146599.0
2020-08-10,146599.0
2020-08-11,146599.0
2020-08-12,146599.0
2020-08-13,146599.0
2020-08-14,146599.0
2020-08-15,146599.0
2020-08-16,146599.0
2020-08-17,146599.0
2020-08-18,150705.0
2020-08-19,150705.0
2020-08-20,150705.0
2020-08-21,153987.333
2020-08-22,153987.333
2020-08-23,153987.333
2020-08-24,153987.333
2020-08-25,153987.333
2020-08-26,153987.333
2020-08-27,153987.333
2020-08-28,153987.333
2020-08-29,153987.333
2020-08-30,153987.333
2020-08-31,153987.333
2020-09-01,153987.333
2020-09-02,153987.333
2020-09-03,153987.333
2020-09-04,153987.333
2020-09-05,153987.333
2020-09-06,153987.333
2020-09-07,153987.333
2020-09-08,153987.333
2020-09-09,153987.333
2020-09-10,153987.333
2020-09-11,153987.333
2020-09-12,153987.333
2020-09-13,153987.333
2020-09-14,153987.333
2020-09-15,153987.333
2020-09-16,153987.333
2020-09-17,153987.333
2020-09-18,153987.333
2020-09-19,153987.333
2020-09-20,153987.333
2020-09-21,153987.333
2020-09-22,153987.333
2020-09-23,153987.333
2020-09-24,153987.333
2020-09-25,153987.333
2020-09-26,153987.333
2020-09-27,153987.333
2020-09-28,153987.333
2020-09-29,153987.333
2020-09-30,153987.333
2020-10-01,153987.333
2020-10-02,153987.333
2020-10-03,153987.333
2020-10-04,153987.333
2020-10-05,153987.333
2020-10-06,153987.333
2020-10-07,153987.333
2020-10-08,153987.333
2020-10-09,153987.333
2020-10-10,153987.333
2020-10-11,153987.333
2020-10-12,153987.333
2020-10-13,153987.333
2020-10-14,153987.333
2020-10-15,153987.333
2020-10-16,153987.333
2020-10-17,153987.333
2020-10-18,153987.333
2020-10-19,153987.333
2020-10-20,153987.333
2020-10-21,153987.333
2020-10-22,153987.333
2020-10-23,153987.333
2020-10-24,153987.333
2020-10-25,153987.333
2020-10-26,153987.333
2020-10-27,153987.333
2020-10-28,153987.333
2020-10-29,153987.333
2020-10-30,153987.333
2020-10-31,153987.333
2020-11-01,153987.333
2020-11-02,153987.333
2020-11-03,153987.333
2020-11-04,153987.333
2020-11-05,153987.333
2020-11-06,153987.333
2020-11-07,153987.333
2020-11-08,153987.333
2020-11-09,153987.333
2020-11-10,153987.333
2020-11-11,153987.333
2020-11-12,153987.333
2020-11-13,153987.333
2020-11-14,153987.333
2020-11-15,153987.333
2020-11-16,153987.333
2020-11-17,154655.5
2020-11-18,154655.5
2020-11-19,154655.5
2020-11-20,157997.75
2020-11-21,157997.75
2020-11-22,157997.75
2020-11-23,157997.75
2020-11-24,157997.75
2020-11-25,157997.75
2020-11-26,157997.75
2020-11-27,157997.75
2020-11-28,157997.75
2020-11-29,157997.75
2020-11-30,157997.75
2020-12-01,157997.75
2020-12-02,157997.75
2020-12-03,157997.75
2020-12-04,157997.75
2020-12-05,157997.75
2020-12-06,157997.75
2020-12-07,160955.333
2020-12-08,160955.333
2020-12-09,160955.333
2020-12-10,160955.333
2020-12-11,160955.333
2020-12-12,160955.333
2020-12-13,160955.333
2020-12-14,160955.333
2020-12-15,160955.333
2020-12-16,160955.333
2020-12-17,160955.333
2020-12-18,160955.333
2020-12-19,160955.333
2020-12-20,160955.333
2020-12-21,160955.333
2020-12-22,160955.333
2020-12-23,160955.333
2020-12-24,160955.333
2020-12-25,160955.333
2020-12-26,160955.333
2020-12-27,160955.333
2020-12-28,160955.333
2020-12-29,160955.333
2020-12-30,160955.333
2020-12-31,160955.333
2021-01-01,160955.333
2021-01-02,160955.333
2021-01-03,160955.333
2021-01-04,160955.333
2021-01-05,160955.333
2021-01-06,160955.333
2021-01-07,160955.333
2021-01-08,160955.333
2021-01-09,160955.333
2021-01-10,160955.333
2021-01-11,160955.333
2021-01-12,160955.333
2021-01-13,160955.333
2021-01-14,160955.333
2021-01-15,160955.333
2021-01-16,160955.333
2021-01-17,160955.333
2021-01-18,160955.333
2021-01-19,160955.333
2021-01-20,160955.333
2021-01-21,160955.333
2021-01-22,160955.333
2021-01-23,160955.333
2021-01-24,160955.333
2021-01-25,160955.333
2021-01-26,160955.333
2021-01-27,160955.333
2021-01-28,160955.333
2021-01-29,160955.333
2021-01-30,160955.333
2021-01-31,160955.333
2021-02-01,160955.333
2021-02-02,160955.333
2021-02-03,160955.333
2021-02-04,160955.333
2021-02-05,160955.333
2021-02-06,160955.333
2021-02-07,160955.333
2021-02-08,160955.333
2021-02-09,160955.333
2021-02-10,160955.333
2021-02-11,160955.333
2021-02-12,160955.333
2021-02-13,160955.333
2021-02-14,160955.333
2021-02-15,160955.333
2021-02-16,160955.333
2021-02-17,160955.333
2021-02-18,160955.333
2021-02-19,160955.333
2021-02-20,160955.333
2021-02-21,160955.333
2021-02-22,160955.333
2021-02-23,158934.75
2021-02-24,158343.2
2021-02-25,158343.2
2021-02-26,158343.2
2021-02-27,158343.2
2021-02-28,158343.2
2021-03-01,158343.2
2021-03-02,158343.2
2021-03-03,157143.8
2021-03-04,157143.8
2021-03-05,157143.8
2021-03-06,157143.8
2021-03-07,157143.8
2021-03-08,157143.8
2021-03-09,157143.8
2021-03-10,157143.8
2021-03-11,157143.8
2021-03-12,157143.8
2021-03-13,157143.8
2021-03-14,157143.8
2021-03-15,157143.8
2021-03-16,157143.8
2021-03-17,157143.8
2021-03-18,157143.8
2021-03-19,157143.8
2021-03-20,157143.8
2021-03-21,157143.8
2021-03-22,157143.8
2021-03-23,157143.8
2021-03-24,157143.8
2021-03-25,157143.8
2021-03-26,157143.8
2021-03-27,157143.8
2021-03-28,157143.8
2021-03-29,157143.8
2021-03-30,157143.8
2021-03-31,157143.8
2021-04-01,157143.8
2021-04-02,157143.8
2021-04-03,157143.8
2021-04-04,157143.8
2021-04-05,157143.8
2021-04-06,157143.8
2021-04-07,157143.8
2021-04-08,157143.8
2021-04-09,157143.8
2021-04-10,157143.8
2021-04-11,157143.8
2021-04-12,157441.8
2021-04-13,157441.8
2021-04-14,157441.8
2021-04-15,157441.8
2021-04-16,157441.8
2021-04-17,157441.8
2021-04-18,157441.8
2021-04-19,157441.8
2021-04-20,157441.8
2021-04-21,157441.8
2021-04-22,157441.8
2021-04-23,157441.8
2021-04-24,157441.8
2021-04-25,157441.8
2021-04-26,157441.8
2021-04-27,157441.8
2021-04-28,157441.8
2021-04-29,157595.2
2021-04-30,157595.2
2021-05-01,157595.2
2021-05-02,157595.2
2021-05-03,157595.2
2021-05-04,157595.2
2021-05-05,157595.2
2021-05-06,157595.2
2021-05-07,157595.2
2021-05-08,157595.2
2021-05-09,157595.2
2021-05-10,157595.2
2021-05-11,157595.2
2021-05-12,157595.2
2021-05-13,157595.2
2021-05-14,157595.2
2021-05-15,157595.2
2021-05-16,157953.4
2021-05-17,157953.4
2021-05-18,159697.0
2021-05-19,159697.0
2021-05-20,161223.8
2021-05-21,161223.8
2021-05-22,161223.8
2021-05-23,161223.8
2021-05-24,161223.8
2021-05-25,161223.8
2021-05-26,161223.8
2021-05-27,161223.8
2021-05-28,161223.8
2021-05-29,161223.8
2021-05-30,161223.8
2021-05-31,161223.8
2021-06-01,161223.8
2021-06-02,161223.8
2021-06-03,161223.8
2021-06-04,161223.8
2021-06-05,161223.8
2021-06-06,161223.8
2021-06-07,161223.8
2021-06-08,161223.8
2021-06-09,161223.8
2021-06-10,161223.8
2021-06-11,161223.8
2021-06-12,161223.8
2021-06-13,161223.8
2021-06-14,161223.8
2021-06-15,161223.8
2021-06-16,161223.8
2021-06-17,161223.8
2021-06-18,161223.8
2021-06-19,161223.8
2021-06-20,161223.8
2021-06-21,161223.8
2021-06-22,161223.8
2021-06-23,161223.8
2021-06-24,161223.8
2021-06-25,161223.8
2021-06-26,161223.8
2021-06-27,161223.8
2021-06-28,161223.8
2021-06-29,161223.8
2021-06-30,161223.8
2021-07-01,161223.8
2021-07-02,161223.8
2021-07-03,161223.8
2021-07-04,161223.8
2021-07-05,161223.8
2021-07-06,161223.8
2021-07-07,161223.8
2021-07-08,161223.8
2021-07-09,161223.8
2021-07-10,161223.8
2021-07-11,161223.8
2021-07-12,161223.8
2021-07-13,161223.8
2021-07-14,161223.8
2021-07-15,161223.8
2021-07-16,161223.8
2021-07-17,161223.8
2021-07-18,161223.8
2021-07-19,161223.8
2021-07-20,161223.8
2021-07-21,161223.8
2021-07-22,161223.8
2021-07-23,161223.8
2021-07-24,161223.8
2021-07-25,161223.8
2021-07-26,161223.8
2021-07-27,161223.8
2021-07-28,161223.8
2021-07-29,161223.8
2021-07-30,161223.8
2021-07-31,161223.8
2021-08-01,161223.8
2021-08-02,161223.8
2021-08-03,161223.8
2021-08-04,161223.8
2021-08-05,161223.8
2021-08-06,161223.8
2021-08-07,161223.8
2021-08-08,161223.8
2021-08-09,161223.8
2021-08-10,161223.8
2021-08-11,161223.8
2021-08-12,161223.8
2021-08-13,161223.8
2021-08-14,161223.8
2021-08-15,161223.8
2021-08-16,161223.8
2021-08-17,164382.333
2021-08-18,164382.333
2021-08-19,164382.333
2021-08-20,164382.333
2021-08-21,164722.167
2021-08-22,164722.167
2021-08-23,164722.167
2021-08-24,164722.167
2021-08-25,164722.167
2021-08-26,164722.167
2021-08-27,164722.167
2021-08-28,164722.167
2021-08-29,164722.167
2021-08-30,164722.167
2021-08-31,164722.167
2021-09-01,164722.167
2021-09-02,164722.167
2021-09-03,164722.167
2021-09-04,164722.167
2021-09-05,164722.167
2021-09-06,164722.167
2021-09-07,164722.167
2021-09-08,164722.167
2021-09-09,164722.167
2021-09-10,164722.167
2021-09-11,164722.167
2021-09-12,164722.167
2021-09-13,164722.167
2021-09-14,164722.167
2021-09-15,164722.167
2021-09-16,164722.167
2021-09-17,164722.167
2021-09-18,164722.167
2021-09-19,164722.167
2021-09-20,164722.167
2021-09-21,164722.167
2021-09-22,164722.167
2021-09-23,164722.167
2021-09-24,164722.167
2021-09-25,164722.167
2021-09-26,164722.167
2021-09-27,164722.167
2021-09-28,164722.167
2021-09-29,164722.167
2021-09-30,164722.167
2021-10-01,164722.167
2021-10-02,164722.167
2021-10-03,164722.167
2021-10-04,164722.167
2021-10-05,164722.167
2021-10-06,164722.167
2021-10-07,164722.167
2021-10-08,162132.833
2021-10-09,162132.833
2021-10-10,162132.833
2021-10-11,162132.833
2021-10-12,162132.833
2021-10-13,162132.833
2021-10-14,162132.833
2021-10-15,162132.833
2021-10-16,162132.833
2021-10-17,162132.833
2021-10-18,162132.833
2021-10-19,162132.833
2021-10-20,162132.833
2021-10-21,162132.833
2021-10-22,162132.833
2021-10-23,162132.833
2021-10-24,162132.833
2021-10-25,162132.833
2021-10-26,162132.833
2021-10-27,162132.833
2021-10-28,162132.833
2021-10-29,162132.833
2021-10-30,162132.833
2021-10-31,162132.833
2021-11-01,162132.833
2021-11-02,162132.833
2021-11-03,162132.833
2021-11-04,162132.833
2021-11-05,162132.833
2021-11-06,162132.833
2021-11-07,162132.833
2021-11-08,162132.833
2021-11-09,162132.833
2021-11-10,162132.833
2021-11-11,162132.833
2021-11-12,162132.833
2021-11-13,162132.833
2021-11-14,162132.833
2021-11-15,162132.833
2021-11-16,164849.333
2021-11-17,165853.167
2021-11-18,165853.167
2021-11-19,165853.167
2021-11-20,166903.5
2021-11-21,166903.5
2021-11-22,166903.5
2021-11-23,166903.5
2021-11-24,166903.5
2021-11-25,166903.5
2021-11-26,166903.5
2021-11-27,166903.5
2021-11-28,166903.5
2021-11-29,166903.5
2021-11-30,166903.5
2021-12-01,166903.5
2021-12-02,166903.5
2021-12-03,166903.5
2021-12-04,166903.5
2021-12-05,166903.5
2021-12-06,166472.429
2021-12-07,166472.429
2021-12-08,166472.429
2021-12-09,166472.429
2021-12-10,166472.429
2021-12-11,166472.429
2021-12-12,166472.429
2021-12-13,166472.429
2021-12-14,166472.429
2021-12-15,166472.429
2021-12-16,166472.429
2021-12-17,166472.429
2021-12-18,166472.429
2021-12-19,166472.429
2021-12-20,166472.429
2021-12-21,166472.429
2021-12-22,166472.429
2021-12-23,166472.429
2021-12-24,166472.429
2021-12-25,166472.429
2021-12-26,166472.429
2021-12-27,166472.429
2021-12-28,166472.429
2021-12-29,166472.429
2021-12-30,166472.429
2021-12-31,166472.429
2022-01-01,166472.429
2022-01-02,166472.429
2022-01-03,166472.429
2022-01-04,166472.429
2022-01-05,166472.429
2022-01-06,166472.429
2022-01-07,166472.429
2022-01-08,166472.429
2022-01-09,166472.429
2022-01-10,166636.0
2022-01-11,166636.0
2022-01-12,166636.0
2022-01-13,166636.0
2022-01-14,166636.0
2022-01-15,166636.0
2022-01-16,166636.0
2022-01-17,166636.0
2022-01-18,166636.0
2022-01-19,166636.0
2022-01-20,166636.0
2022-01-21,166636.0
2022-01-22,166636.0
2022-01-23,166636.0
2022-01-24,166636.0
2022-01-25,166636.0
2022-01-26,166636.0
2022-01-27,166636.0
2022-01-28,166636.0
2022-01-29,166636.0
2022-01-30,166636.0
2022-01-31,166636.0
2022-02-01,166636.0
2022-02-02,166636.0
2022-02-03,166636.0
2022-02-04,166636.0
2022-02-05,166636.0
2022-02-06,166636.0
2022-02-07,166636.0
2022-02-08,166636.0
2022-02-09,166636.0
2022-02-10,166636.0
2022-02-11,166636.0
2022-02-12,166636.0
2022-02-13,166636.0
2022-02-14,166636.0
2022-02-15,166636.0
2022-02-16,166636.0
2022-02-17,166638.333
2022-02-18,166638.333
2022-02-19,166638.333
2022-02-20,166641.667
2022-02-21,166641.667
2022-02-22,165230.5
2022-02-23,165572.846
2022-02-24,165572.846
2022-02-25,165572.846
2022-02-26,165572.846
2022-02-27,165572.846
2022-02-28,165572.846
2022-03-01,165572.846
2022-03-02,165572.846
2022-03-03,165740.769
2022-03-04,165754.462
2022-03-05,165754.462
2022-03-06,165754.462
2022-03-07,165754.462
2022-03-08,165754.462
2022-03-09,165754.462
