,TJX US Equity
,BEST_SALES
2019-01-01,55446.0
2019-01-02,55446.0
2019-01-03,55446.0
2019-01-04,55446.0
2019-01-05,55446.0
2019-01-06,55446.0
2019-01-07,55446.0
2019-01-08,55446.0
2019-01-09,55446.0
2019-01-10,55446.0
2019-01-11,55446.0
2019-01-12,55446.0
2019-01-13,55446.0
2019-01-14,55446.0
2019-01-15,55446.0
2019-01-16,55446.0
2019-01-17,55446.0
2019-01-18,55446.0
2019-01-19,55446.0
2019-01-20,55446.0
2019-01-21,55446.0
2019-01-22,55446.0
2019-01-23,55446.0
2019-01-24,55446.0
2019-01-25,55446.0
2019-01-26,55446.0
2019-01-27,55446.0
2019-01-28,55446.0
2019-01-29,55446.0
2019-01-30,55446.0
2019-01-31,55446.0
2019-02-01,55446.0
2019-02-02,55446.0
2019-02-03,55446.0
2019-02-04,55446.0
2019-02-05,55446.0
2019-02-06,55446.0
2019-02-07,55446.0
2019-02-08,55446.0
2019-02-09,55446.0
2019-02-10,55446.0
2019-02-11,55446.0
2019-02-12,55446.0
2019-02-13,55446.0
2019-02-14,55446.0
2019-02-15,55446.0
2019-02-16,55446.0
2019-02-17,55446.0
2019-02-18,55446.0
2019-02-19,55446.0
2019-02-20,55446.0
2019-02-21,55446.0
2019-02-22,55446.0
2019-02-23,55446.0
2019-02-24,55446.0
2019-02-25,55446.0
2019-02-26,55446.0
2019-02-27,55446.0
2019-02-28,55446.0
2019-03-01,55446.0
2019-03-02,55446.0
2019-03-03,55446.0
2019-03-04,55446.0
2019-03-05,55446.0
2019-03-06,55446.0
2019-03-07,55446.0
2019-03-08,55446.0
2019-03-09,55446.0
2019-03-10,55446.0
2019-03-11,55446.0
2019-03-12,55446.0
2019-03-13,55446.0
2019-03-14,55446.0
2019-03-15,55446.0
2019-03-16,55446.0
2019-03-17,55446.0
2019-03-18,55446.0
2019-03-19,55446.0
2019-03-20,55446.0
2019-03-21,55446.0
2019-03-22,55446.0
2019-03-23,55446.0
2019-03-24,55446.0
2019-03-25,55446.0
2019-03-26,55446.0
2019-03-27,55446.0
2019-03-28,55446.0
2019-03-29,55446.0
2019-03-30,55446.0
2019-03-31,55446.0
2019-04-01,55446.0
2019-04-02,55446.0
2019-04-03,55446.0
2019-04-04,55446.0
2019-04-05,55446.0
2019-04-06,55446.0
2019-04-07,55446.0
2019-04-08,55446.0
2019-04-09,55446.0
2019-04-10,55446.0
2019-04-11,55446.0
2019-04-12,55446.0
2019-04-13,55446.0
2019-04-14,55446.0
2019-04-15,55446.0
2019-04-16,55446.0
2019-04-17,55446.0
2019-04-18,55446.0
2019-04-19,55446.0
2019-04-20,55446.0
2019-04-21,55446.0
2019-04-22,55446.0
2019-04-23,55446.0
2019-04-24,55446.0
2019-04-25,55446.0
2019-04-26,55446.0
2019-04-27,55446.0
2019-04-28,55446.0
2019-04-29,55446.0
2019-04-30,55446.0
2019-05-01,55446.0
2019-05-02,55446.0
2019-05-03,55446.0
2019-05-04,55446.0
2019-05-05,55446.0
2019-05-06,55446.0
2019-05-07,55446.0
2019-05-08,55446.0
2019-05-09,55446.0
2019-05-10,55446.0
2019-05-11,55446.0
2019-05-12,55446.0
2019-05-13,55446.0
2019-05-14,55446.0
2019-05-15,55446.0
2019-05-16,55446.0
2019-05-17,55446.0
2019-05-18,55446.0
2019-05-19,55446.0
2019-05-20,55446.0
2019-05-21,55446.0
2019-05-22,52869.0
2019-05-23,52869.0
2019-05-24,52869.0
2019-05-25,52869.0
2019-05-26,52869.0
2019-05-27,52869.0
2019-05-28,52869.0
2019-05-29,52869.0
2019-05-30,52869.0
2019-05-31,52869.0
2019-06-01,52869.0
2019-06-02,52869.0
2019-06-03,52869.0
2019-06-04,52869.0
2019-06-05,52869.0
2019-06-06,52869.0
2019-06-07,52869.0
2019-06-08,52869.0
2019-06-09,52869.0
2019-06-10,52869.0
2019-06-11,52869.0
2019-06-12,52869.0
2019-06-13,52869.0
2019-06-14,52869.0
2019-06-15,52869.0
2019-06-16,52869.0
2019-06-17,52869.0
2019-06-18,52869.0
2019-06-19,52869.0
2019-06-20,52869.0
2019-06-21,52869.0
2019-06-22,52869.0
2019-06-23,52869.0
2019-06-24,52869.0
2019-06-25,52869.0
2019-06-26,52869.0
2019-06-27,52869.0
2019-06-28,52869.0
2019-06-29,52869.0
2019-06-30,52869.0
2019-07-01,52869.0
2019-07-02,52869.0
2019-07-03,52869.0
2019-07-04,52869.0
2019-07-05,52869.0
2019-07-06,52869.0
2019-07-07,52869.0
2019-07-08,52869.0
2019-07-09,52869.0
2019-07-10,52869.0
2019-07-11,52869.0
2019-07-12,52869.0
2019-07-13,52869.0
2019-07-14,52869.0
2019-07-15,52869.0
2019-07-16,52869.0
2019-07-17,52869.0
2019-07-18,52869.0
2019-07-19,52869.0
2019-07-20,52869.0
2019-07-21,52869.0
2019-07-22,52869.0
2019-07-23,52869.0
2019-07-24,52869.0
2019-07-25,52869.0
2019-07-26,52869.0
2019-07-27,52869.0
2019-07-28,52869.0
2019-07-29,52869.0
2019-07-30,52869.0
2019-07-31,52869.0
2019-08-01,52869.0
2019-08-02,52869.0
2019-08-03,52869.0
2019-08-04,52869.0
2019-08-05,52869.0
2019-08-06,52869.0
2019-08-07,52869.0
2019-08-08,52869.0
2019-08-09,52869.0
2019-08-10,52869.0
2019-08-11,52869.0
2019-08-12,52869.0
2019-08-13,52869.0
2019-08-14,52869.0
2019-08-15,52869.0
2019-08-16,52869.0
2019-08-17,52869.0
2019-08-18,52869.0
2019-08-19,52869.0
2019-08-20,52869.0
2019-08-21,52869.0
2019-08-22,52869.0
2019-08-23,52869.0
2019-08-24,52869.0
2019-08-25,52869.0
2019-08-26,52869.0
2019-08-27,52869.0
2019-08-28,52869.0
2019-08-29,52869.0
2019-08-30,52869.0
2019-08-31,52869.0
2019-09-01,52869.0
2019-09-02,52869.0
2019-09-03,52869.0
2019-09-04,52869.0
2019-09-05,52869.0
2019-09-06,52869.0
2019-09-07,52869.0
2019-09-08,52869.0
2019-09-09,52869.0
2019-09-10,52869.0
2019-09-11,52869.0
2019-09-12,52869.0
2019-09-13,52869.0
2019-09-14,52869.0
2019-09-15,52869.0
2019-09-16,52869.0
2019-09-17,52869.0
2019-09-18,52869.0
2019-09-19,52869.0
2019-09-20,52869.0
2019-09-21,52869.0
2019-09-22,52869.0
2019-09-23,52869.0
2019-09-24,52869.0
2019-09-25,52869.0
2019-09-26,52869.0
2019-09-27,52869.0
2019-09-28,52869.0
2019-09-29,52869.0
2019-09-30,52869.0
2019-10-01,52869.0
2019-10-02,52869.0
2019-10-03,52869.0
2019-10-04,52869.0
2019-10-05,52869.0
2019-10-06,52869.0
2019-10-07,52869.0
2019-10-08,52869.0
2019-10-09,52869.0
2019-10-10,52869.0
2019-10-11,52869.0
2019-10-12,52869.0
2019-10-13,52869.0
2019-10-14,52869.0
2019-10-15,52869.0
2019-10-16,52869.0
2019-10-17,52869.0
2019-10-18,52869.0
2019-10-19,52869.0
2019-10-20,52869.0
2019-10-21,52869.0
2019-10-22,52869.0
2019-10-23,52869.0
2019-10-24,52869.0
2019-10-25,52869.0
2019-10-26,52869.0
2019-10-27,52869.0
2019-10-28,52869.0
2019-10-29,52869.0
2019-10-30,52869.0
2019-10-31,52869.0
2019-11-01,52869.0
2019-11-02,52869.0
2019-11-03,52869.0
2019-11-04,52869.0
2019-11-05,52869.0
2019-11-06,52869.0
2019-11-07,52869.0
2019-11-08,52869.0
2019-11-09,52869.0
2019-11-10,52869.0
2019-11-11,52869.0
2019-11-12,52869.0
2019-11-13,52869.0
2019-11-14,52869.0
2019-11-15,52869.0
2019-11-16,52869.0
2019-11-17,52869.0
2019-11-18,52869.0
2019-11-19,52869.0
2019-11-20,52803.0
2019-11-21,52803.0
2019-11-22,52803.0
2019-11-23,52803.0
2019-11-24,52803.0
2019-11-25,52803.0
2019-11-26,52803.0
2019-11-27,52803.0
2019-11-28,52803.0
2019-11-29,52803.0
2019-11-30,52803.0
2019-12-01,52803.0
2019-12-02,52803.0
2019-12-03,52803.0
2019-12-04,52803.0
2019-12-05,52803.0
2019-12-06,52803.0
2019-12-07,52803.0
2019-12-08,52803.0
2019-12-09,52803.0
2019-12-10,52803.0
2019-12-11,52803.0
2019-12-12,52803.0
2019-12-13,52803.0
2019-12-14,52803.0
2019-12-15,52803.0
2019-12-16,52803.0
2019-12-17,52803.0
2019-12-18,52803.0
2019-12-19,52803.0
2019-12-20,52803.0
2019-12-21,52803.0
2019-12-22,52803.0
2019-12-23,52803.0
2019-12-24,52803.0
2019-12-25,52803.0
2019-12-26,52803.0
2019-12-27,52803.0
2019-12-28,52803.0
2019-12-29,52803.0
2019-12-30,52803.0
2019-12-31,52803.0
2020-01-01,52803.0
2020-01-02,52803.0
2020-01-03,52803.0
2020-01-04,52803.0
2020-01-05,52803.0
2020-01-06,52803.0
2020-01-07,52803.0
2020-01-08,52803.0
2020-01-09,52803.0
2020-01-10,52803.0
2020-01-11,52803.0
2020-01-12,52803.0
2020-01-13,52803.0
2020-01-14,52803.0
2020-01-15,52803.0
2020-01-16,52803.0
2020-01-17,52803.0
2020-01-18,52803.0
2020-01-19,52803.0
2020-01-20,52803.0
2020-01-21,52803.0
2020-01-22,52803.0
2020-01-23,52803.0
2020-01-24,52803.0
2020-01-25,52803.0
2020-01-26,52803.0
2020-01-27,52803.0
2020-01-28,52803.0
2020-01-29,52803.0
2020-01-30,52803.0
2020-01-31,52803.0
2020-02-01,52803.0
2020-02-02,52803.0
2020-02-03,52803.0
2020-02-04,52803.0
2020-02-05,52803.0
2020-02-06,52803.0
2020-02-07,52803.0
2020-02-08,52803.0
2020-02-09,52803.0
2020-02-10,52803.0
2020-02-11,52803.0
2020-02-12,52803.0
2020-02-13,52803.0
2020-02-14,52803.0
2020-02-15,52803.0
2020-02-16,52803.0
2020-02-17,52803.0
2020-02-18,52803.0
2020-02-19,52803.0
2020-02-20,52803.0
2020-02-21,52803.0
2020-02-22,52803.0
2020-02-23,52803.0
2020-02-24,52803.0
2020-02-25,52803.0
2020-02-26,52803.0
2020-02-27,56330.0
2020-02-28,56330.0
2020-02-29,56330.0
2020-03-01,56330.0
2020-03-02,56330.0
2020-03-03,56330.0
2020-03-04,56330.0
2020-03-05,56330.0
2020-03-06,56330.0
2020-03-07,56330.0
2020-03-08,56330.0
2020-03-09,56330.0
2020-03-10,56330.0
2020-03-11,56330.0
2020-03-12,56330.0
2020-03-13,56330.0
2020-03-14,56330.0
2020-03-15,56330.0
2020-03-16,56330.0
2020-03-17,56330.0
2020-03-18,56330.0
2020-03-19,51299.0
2020-03-20,51299.0
2020-03-21,51299.0
2020-03-22,51299.0
2020-03-23,51299.0
2020-03-24,51299.0
2020-03-25,51299.0
2020-03-26,51299.0
2020-03-27,51299.0
2020-03-28,51299.0
2020-03-29,51299.0
2020-03-30,51299.0
2020-03-31,51299.0
2020-04-01,51299.0
2020-04-02,51299.0
2020-04-03,51299.0
2020-04-04,51299.0
2020-04-05,51299.0
2020-04-06,51299.0
2020-04-07,51299.0
2020-04-08,48427.0
2020-04-09,48427.0
2020-04-10,48427.0
2020-04-11,48427.0
2020-04-12,48427.0
2020-04-13,48427.0
2020-04-14,48427.0
2020-04-15,48427.0
2020-04-16,48427.0
2020-04-17,48427.0
2020-04-18,48427.0
2020-04-19,48427.0
2020-04-20,48427.0
2020-04-21,48427.0
2020-04-22,48427.0
2020-04-23,48427.0
2020-04-24,48427.0
2020-04-25,48427.0
2020-04-26,48427.0
2020-04-27,48427.0
2020-04-28,48427.0
2020-04-29,48427.0
2020-04-30,48427.0
2020-05-01,48427.0
2020-05-02,48427.0
