,PVH US Equity
2019-10-08,11436.0
2019-10-09,11436.0
2019-10-10,11436.0
2019-10-11,11436.0
2019-10-12,11436.0
2019-10-13,11436.0
2019-10-14,11436.0
2019-10-15,11436.0
2019-10-16,11436.0
2019-10-17,11436.0
2019-10-18,11436.0
2019-10-19,11436.0
2019-10-20,11436.0
2019-10-21,11436.0
2019-10-22,11436.0
2019-10-23,11436.0
2019-10-24,11436.0
2019-10-25,11436.0
2019-10-26,11436.0
2019-10-27,11436.0
2019-10-28,11436.0
2019-10-29,11436.0
2019-10-30,11436.0
2019-10-31,11436.0
2019-11-01,11436.0
2019-11-02,11436.0
2019-11-03,11436.0
2019-11-04,11436.0
2019-11-05,11436.0
2019-11-06,11436.0
2019-11-07,11436.0
2019-11-08,11436.0
2019-11-09,11436.0
2019-11-10,11436.0
2019-11-11,11436.0
2019-11-12,11436.0
2019-11-13,11436.0
2019-11-14,11436.0
2019-11-15,11436.0
2019-11-16,11436.0
2019-11-17,11436.0
2019-11-18,11436.0
2019-11-19,11436.0
2019-11-20,11436.0
2019-11-21,11436.0
2019-11-22,11436.0
2019-11-23,11436.0
2019-11-24,11436.0
2019-11-25,11436.0
2019-11-26,11436.0
2019-11-27,11436.0
2019-11-28,11436.0
2019-11-29,11436.0
2019-11-30,11436.0
2019-12-01,11436.0
2019-12-02,11436.0
2019-12-03,11436.0
2019-12-04,11436.0
2019-12-05,11436.0
2019-12-06,11436.0
2019-12-07,11436.0
2019-12-08,11436.0
2019-12-09,11436.0
2019-12-10,11436.0
2019-12-11,11436.0
2019-12-12,11436.0
2019-12-13,11436.0
2019-12-14,11436.0
2019-12-15,11436.0
2019-12-16,11436.0
2019-12-17,11436.0
2019-12-18,11436.0
2019-12-19,11436.0
2019-12-20,11436.0
2019-12-21,11436.0
2019-12-22,11436.0
2019-12-23,11436.0
2019-12-24,11436.0
2019-12-25,11436.0
2019-12-26,11436.0
2019-12-27,11436.0
2019-12-28,11436.0
2019-12-29,11436.0
2019-12-30,11436.0
2019-12-31,11436.0
2020-01-01,11436.0
2020-01-02,11436.0
2020-01-03,11436.0
2020-01-04,11436.0
2020-01-05,11436.0
2020-01-06,11436.0
2020-01-07,11436.0
2020-01-08,11436.0
2020-01-09,11436.0
2020-01-10,11554.0
2020-01-11,11554.0
2020-01-12,11554.0
2020-01-13,11554.0
2020-01-14,11554.0
2020-01-15,11554.0
2020-01-16,11554.0
2020-01-17,11554.0
2020-01-18,11554.0
2020-01-19,11554.0
2020-01-20,11554.0
2020-01-21,11554.0
2020-01-22,11554.0
2020-01-23,11554.0
2020-01-24,11554.0
2020-01-25,11554.0
2020-01-26,11554.0
2020-01-27,11554.0
2020-01-28,11554.0
2020-01-29,11554.0
2020-01-30,11554.0
2020-01-31,11554.0
2020-02-01,11554.0
2020-02-02,11554.0
2020-02-03,11554.0
2020-02-04,11554.0
2020-02-05,11554.0
2020-02-06,11554.0
2020-02-07,11554.0
2020-02-08,11554.0
2020-02-09,11554.0
2020-02-10,11554.0
2020-02-11,11554.0
2020-02-12,11554.0
2020-02-13,11554.0
2020-02-14,11554.0
2020-02-15,11554.0
2020-02-16,11554.0
2020-02-17,11554.0
2020-02-18,11554.0
2020-02-19,11554.0
2020-02-20,11554.0
2020-02-21,11554.0
2020-02-22,11554.0
2020-02-23,11554.0
2020-02-24,11554.0
2020-02-25,11554.0
2020-02-26,11554.0
2020-02-27,11554.0
2020-02-28,11554.0
2020-02-29,11554.0
2020-03-01,11554.0
2020-03-02,11554.0
2020-03-03,11554.0
2020-03-04,11554.0
2020-03-05,11554.0
2020-03-06,11554.0
2020-03-07,11554.0
2020-03-08,11554.0
2020-03-09,11554.0
2020-03-10,11554.0
2020-03-11,11554.0
2020-03-12,11554.0
2020-03-13,11554.0
2020-03-14,11554.0
2020-03-15,11554.0
2020-03-16,11554.0
2020-03-17,11554.0
2020-03-18,11554.0
2020-03-19,11554.0
2020-03-20,11554.0
2020-03-21,11554.0
2020-03-22,11554.0
2020-03-23,11554.0
2020-03-24,11554.0
2020-03-25,11554.0
2020-03-26,11554.0
2020-03-27,11554.0
2020-03-28,11554.0
2020-03-29,11554.0
2020-03-30,11554.0
2020-03-31,11554.0
2020-04-01,11554.0
2020-04-02,10786.0
2020-04-03,10786.0
2020-04-04,10786.0
2020-04-05,10786.0
2020-04-06,10786.0
2020-04-07,10786.0
2020-04-08,10786.0
2020-04-09,10786.0
2020-04-10,10786.0
2020-04-11,10786.0
2020-04-12,10786.0
2020-04-13,10786.0
2020-04-14,10786.0
2020-04-15,10786.0
2020-04-16,10786.0
2020-04-17,10786.0
2020-04-18,10786.0
2020-04-19,10786.0
2020-04-20,10786.0
2020-04-21,10786.0
2020-04-22,10786.0
2020-04-23,10786.0
2020-04-24,10786.0
2020-04-25,10786.0
2020-04-26,10786.0
2020-04-27,10786.0
2020-04-28,10786.0
2020-04-29,10786.0
2020-04-30,10786.0
2020-05-01,10786.0
2020-05-02,10786.0
2020-05-03,10786.0
2020-05-04,10786.0
2020-05-05,10786.0
2020-05-06,10786.0
2020-05-07,10786.0
2020-05-08,10786.0
2020-05-09,10786.0
2020-05-10,10786.0
2020-05-11,10786.0
2020-05-12,10786.0
2020-05-13,10786.0
2020-05-14,10786.0
2020-05-15,10786.0
2020-05-16,10786.0
2020-05-17,10786.0
2020-05-18,10786.0
2020-05-19,10786.0
2020-05-20,10786.0
2020-05-21,10786.0
2020-05-22,10786.0
2020-05-23,10786.0
2020-05-24,10786.0
2020-05-25,10786.0
2020-05-26,10786.0
2020-05-27,10786.0
2020-05-28,10786.0
2020-05-29,10786.0
2020-05-30,10786.0
2020-05-31,10786.0
2020-06-01,10786.0
2020-06-02,10786.0
2020-06-03,10786.0
2020-06-04,10786.0
2020-06-05,10786.0
2020-06-06,10786.0
2020-06-07,10786.0
2020-06-08,10786.0
2020-06-09,10786.0
2020-06-10,10786.0
2020-06-11,10786.0
2020-06-12,10439.5
2020-06-13,10439.5
2020-06-14,10439.5
2020-06-15,10576.5
2020-06-16,9787.0
2020-06-17,9787.0
2020-06-18,9767.8
2020-06-19,9767.8
2020-06-20,9767.8
2020-06-21,9767.8
2020-06-22,9767.8
2020-06-23,9767.8
2020-06-24,9767.8
2020-06-25,9767.8
2020-06-26,9767.8
2020-06-27,9767.8
2020-06-28,9767.8
2020-06-29,9767.8
2020-06-30,9767.8
2020-07-01,9767.8
2020-07-02,9767.8
2020-07-03,9767.8
2020-07-04,9767.8
2020-07-05,9767.8
2020-07-06,9767.8
2020-07-07,9767.8
2020-07-08,9767.8
2020-07-09,9767.8
2020-07-10,9767.8
2020-07-11,9767.8
2020-07-12,9767.8
2020-07-13,9767.8
2020-07-14,9767.8
2020-07-15,9767.8
2020-07-16,9767.8
2020-07-17,9767.8
2020-07-18,9767.8
2020-07-19,9767.8
2020-07-20,9767.8
2020-07-21,9767.8
2020-07-22,9767.8
2020-07-23,9767.8
2020-07-24,9767.8
2020-07-25,9767.8
2020-07-26,9767.8
2020-07-27,9767.8
2020-07-28,9767.8
2020-07-29,9767.8
2020-07-30,9767.8
2020-07-31,9767.8
2020-08-01,9767.8
2020-08-02,9767.8
2020-08-03,9767.8
2020-08-04,9767.8
2020-08-05,9767.8
2020-08-06,9767.8
2020-08-07,9767.8
2020-08-08,9767.8
2020-08-09,9767.8
2020-08-10,9767.8
2020-08-11,9767.8
2020-08-12,9767.8
2020-08-13,9767.8
2020-08-14,9767.8
2020-08-15,9767.8
2020-08-16,9767.8
2020-08-17,9767.8
2020-08-18,9767.8
2020-08-19,9767.8
2020-08-20,9767.8
2020-08-21,9767.8
2020-08-22,9767.8
2020-08-23,9767.8
2020-08-24,9767.8
2020-08-25,9767.8
2020-08-26,9767.8
2020-08-27,9767.8
2020-08-28,9767.8
2020-08-29,9767.8
2020-08-30,9767.8
2020-08-31,9767.8
2020-09-01,9767.8
2020-09-02,9767.8
2020-09-03,9868.2
2020-09-04,9575.2
2020-09-05,9575.2
2020-09-06,9575.2
2020-09-07,9575.2
2020-09-08,9575.2
2020-09-09,9575.2
2020-09-10,9575.2
2020-09-11,9399.2
2020-09-12,9399.2
2020-09-13,9399.2
2020-09-14,9399.2
2020-09-15,9399.2
2020-09-16,9387.6
2020-09-17,9387.6
2020-09-18,9387.6
2020-09-19,9387.6
2020-09-20,9387.6
2020-09-21,9387.6
2020-09-22,9387.6
2020-09-23,9387.6
2020-09-24,9387.6
2020-09-25,9387.6
2020-09-26,9387.6
2020-09-27,9387.6
2020-09-28,9387.6
2020-09-29,9387.6
2020-09-30,9317.2
2020-10-01,9317.2
2020-10-02,9317.2
2020-10-03,9317.2
2020-10-04,9317.2
2020-10-05,9317.2
2020-10-06,9317.2
2020-10-07,9317.2
2020-10-08,9317.2
2020-10-09,9317.2
2020-10-10,9317.2
2020-10-11,9317.2
2020-10-12,9317.2
2020-10-13,9317.2
2020-10-14,9317.2
2020-10-15,9317.2
2020-10-16,9317.2
2020-10-17,9317.2
2020-10-18,9317.2
2020-10-19,9317.2
2020-10-20,9317.2
2020-10-21,9317.2
2020-10-22,9317.2
2020-10-23,9317.2
2020-10-24,9317.2
2020-10-25,9317.2
2020-10-26,9317.2
2020-10-27,9317.2
2020-10-28,9317.2
2020-10-29,9317.2
2020-10-30,9317.2
2020-10-31,9317.2
2020-11-01,9317.2
2020-11-02,9317.2
2020-11-03,9317.2
2020-11-04,9317.2
2020-11-05,9317.2
2020-11-06,9317.2
2020-11-07,9317.2
2020-11-08,9317.2
2020-11-09,9317.2
2020-11-10,9317.2
2020-11-11,9317.2
2020-11-12,9317.2
2020-11-13,9317.2
2020-11-14,9317.2
2020-11-15,9317.2
2020-11-16,9317.2
2020-11-17,9317.2
2020-11-18,9317.2
2020-11-19,9317.2
2020-11-20,9317.2
2020-11-21,9317.2
2020-11-22,9317.2
2020-11-23,9317.2
2020-11-24,9317.2
2020-11-25,9317.2
2020-11-26,9317.2
2020-11-27,9317.2
2020-11-28,9317.2
2020-11-29,9317.2
2020-11-30,9344.167
2020-12-01,9344.167
2020-12-02,9426.0
2020-12-03,9518.667
2020-12-04,9525.833
2020-12-05,9525.833
2020-12-06,9525.833
2020-12-07,9525.833
2020-12-08,9525.833
2020-12-09,9525.833
2020-12-10,9525.833
2020-12-11,9525.833
2020-12-12,9525.833
2020-12-13,9525.833
2020-12-14,9525.833
2020-12-15,9525.833
2020-12-16,9525.833
2020-12-17,9525.833
2020-12-18,9525.833
2020-12-19,9525.833
2020-12-20,9525.833
2020-12-21,9525.833
2020-12-22,9504.4
2020-12-23,9504.4
2020-12-24,9504.4
2020-12-25,9504.4
2020-12-26,9504.4
2020-12-27,9504.4
2020-12-28,9504.4
2020-12-29,9504.4
2020-12-30,9504.4
2020-12-31,9504.4
2021-01-01,9504.4
2021-01-02,9504.4
2021-01-03,9504.4
2021-01-04,9504.4
2021-01-05,9504.4
2021-01-06,9504.4
2021-01-07,9504.4
2021-01-08,9504.4
2021-01-09,9504.4
2021-01-10,9504.4
2021-01-11,9504.4
2021-01-12,9504.4
2021-01-13,9504.4
2021-01-14,9504.4
2021-01-15,9504.4
2021-01-16,9504.4
2021-01-17,9504.4
2021-01-18,9504.4
2021-01-19,9504.4
2021-01-20,9504.4
2021-01-21,9504.4
2021-01-22,9504.4
2021-01-23,9504.4
2021-01-24,9504.4
2021-01-25,9504.4
2021-01-26,9504.4
2021-01-27,9504.4
2021-01-28,9504.4
2021-01-29,9504.4
2021-01-30,9504.4
2021-01-31,9504.4
2021-02-01,9504.4
2021-02-02,9504.4
2021-02-03,9504.4
2021-02-04,9504.4
2021-02-05,9504.4
2021-02-06,9504.4
2021-02-07,9504.4
2021-02-08,9504.4
2021-02-09,9504.4
2021-02-10,9504.4
2021-02-11,9504.4
2021-02-12,9504.4
2021-02-13,9504.4
2021-02-14,9504.4
2021-02-15,9504.4
2021-02-16,9504.4
2021-02-17,9504.4
2021-02-18,9504.4
2021-02-19,9504.4
2021-02-20,9504.4
2021-02-21,9504.4
2021-02-22,9504.4
2021-02-23,9504.4
2021-02-24,9504.4
2021-02-25,9504.4
2021-02-26,9504.4
2021-02-27,9504.4
2021-02-28,9504.4
2021-03-01,9504.4
2021-03-02,9504.4
2021-03-03,9504.4
2021-03-04,9504.4
2021-03-05,9504.4
2021-03-06,9504.4
2021-03-07,9504.4
2021-03-08,9504.4
2021-03-09,9504.4
2021-03-10,9504.4
2021-03-11,9504.4
2021-03-12,9504.4
2021-03-13,9504.4
2021-03-14,9504.4
2021-03-15,9504.4
2021-03-16,9504.4
2021-03-17,9504.4
2021-03-18,9504.4
2021-03-19,9504.4
2021-03-20,9504.4
2021-03-21,9504.4
2021-03-22,9504.4
2021-03-23,9504.4
2021-03-24,9504.4
2021-03-25,9504.4
2021-03-26,9504.4
2021-03-27,9504.4
2021-03-28,9504.4
2021-03-29,9570.4
2021-03-30,9570.4
2021-03-31,9723.6
2021-04-01,9723.6
2021-04-02,9723.6
2021-04-03,9723.6
2021-04-04,9723.6
2021-04-05,9687.6
2021-04-06,9872.2
2021-04-07,9872.2
2021-04-08,9872.2
2021-04-09,9872.2
2021-04-10,9872.2
2021-04-11,9872.2
2021-04-12,9872.2
2021-04-13,9872.2
2021-04-14,9872.2
2021-04-15,9872.2
2021-04-16,9872.2
2021-04-17,9872.2
2021-04-18,9872.2
2021-04-19,9872.2
2021-04-20,9872.2
2021-04-21,9872.2
2021-04-22,9872.2
2021-04-23,9872.2
2021-04-24,9872.2
2021-04-25,9872.2
2021-04-26,9872.2
2021-04-27,9872.2
2021-04-28,9872.2
2021-04-29,9872.2
2021-04-30,9872.2
2021-05-01,9872.2
2021-05-02,9872.2
2021-05-03,9872.2
2021-05-04,9872.2
2021-05-05,9872.2
2021-05-06,9872.2
2021-05-07,9872.2
2021-05-08,9872.2
2021-05-09,9872.2
2021-05-10,9872.2
2021-05-11,9872.2
2021-05-12,9872.2
2021-05-13,9872.2
2021-05-14,9872.2
2021-05-15,9872.2
2021-05-16,9872.2
2021-05-17,9872.2
2021-05-18,9872.2
2021-05-19,9872.2
2021-05-20,9872.2
2021-05-21,9872.2
2021-05-22,9872.2
2021-05-23,9872.2
2021-05-24,9872.2
2021-05-25,9872.2
2021-05-26,9872.2
2021-05-27,9872.2
2021-05-28,9872.2
2021-05-29,9872.2
2021-05-30,9872.2
2021-05-31,9872.2
2021-06-01,9872.2
2021-06-02,9931.4
2021-06-03,9942.8
2021-06-04,9993.6
2021-06-05,9993.6
2021-06-06,9993.6
2021-06-07,10061.25
2021-06-08,10061.25
2021-06-09,10061.25
2021-06-10,10061.25
2021-06-11,10061.25
2021-06-12,10090.6
2021-06-13,10090.6
2021-06-14,10090.6
2021-06-15,10070.5
2021-06-16,10070.5
2021-06-17,10070.5
2021-06-18,10070.5
2021-06-19,10070.5
2021-06-20,10070.5
2021-06-21,10070.5
2021-06-22,10070.5
2021-06-23,10070.5
2021-06-24,10011.0
2021-06-25,10011.0
2021-06-26,10011.0
2021-06-27,10011.0
2021-06-28,10011.0
2021-06-29,10011.0
2021-06-30,10011.0
2021-07-01,10011.0
2021-07-02,10011.0
2021-07-03,10011.0
2021-07-04,10011.0
2021-07-05,10011.0
2021-07-06,10011.0
2021-07-07,10011.0
2021-07-08,10011.0
2021-07-09,10011.0
2021-07-10,10011.0
2021-07-11,10011.0
2021-07-12,10011.0
2021-07-13,10011.0
2021-07-14,10052.6
2021-07-15,10052.6
2021-07-16,10052.6
2021-07-17,10052.6
2021-07-18,10052.6
2021-07-19,10052.6
2021-07-20,10052.6
2021-07-21,10052.6
2021-07-22,10052.6
2021-07-23,10052.6
2021-07-24,10052.6
2021-07-25,10052.6
2021-07-26,10052.6
2021-07-27,10052.6
2021-07-28,10052.6
2021-07-29,10052.6
2021-07-30,10052.6
2021-07-31,10052.6
2021-08-01,10052.6
2021-08-02,10052.6
2021-08-03,10052.6
2021-08-04,10052.6
2021-08-05,10052.6
2021-08-06,10052.6
2021-08-07,10052.6
2021-08-08,10052.6
2021-08-09,10052.6
2021-08-10,10052.6
2021-08-11,10052.6
2021-08-12,10052.6
2021-08-13,10052.6
2021-08-14,10052.6
2021-08-15,10052.6
2021-08-16,10052.6
2021-08-17,10052.6
2021-08-18,10052.6
2021-08-19,10052.6
2021-08-20,10052.6
2021-08-21,10052.6
2021-08-22,10052.6
2021-08-23,10052.6
2021-08-24,10052.6
2021-08-25,10052.6
2021-08-26,10052.6
2021-08-27,10052.6
2021-08-28,10052.6
2021-08-29,10052.6
2021-08-30,10052.6
2021-08-31,9988.0
2021-09-01,9975.2
2021-09-02,9975.2
2021-09-03,9975.2
2021-09-04,9975.2
2021-09-05,9975.2
2021-09-06,9975.2
2021-09-07,9975.2
2021-09-08,9975.2
2021-09-09,9975.2
2021-09-10,9975.2
2021-09-11,9975.2
2021-09-12,9975.2
2021-09-13,9975.2
2021-09-14,9975.2
2021-09-15,9975.2
2021-09-16,9975.2
2021-09-17,9975.2
2021-09-18,9975.2
2021-09-19,9975.2
2021-09-20,9975.2
2021-09-21,9975.2
2021-09-22,9975.2
2021-09-23,9975.2
2021-09-24,9975.2
2021-09-25,9975.2
2021-09-26,9975.2
2021-09-27,9975.2
2021-09-28,9975.2
2021-09-29,10005.4
2021-09-30,10005.4
2021-10-01,10005.4
2021-10-02,10005.4
2021-10-03,10005.4
2021-10-04,10005.4
2021-10-05,10005.4
2021-10-06,10005.4
2021-10-07,10005.4
2021-10-08,10005.4
2021-10-09,10005.4
2021-10-10,10005.4
2021-10-11,10005.4
2021-10-12,10005.4
2021-10-13,10005.4
2021-10-14,10005.4
2021-10-15,10005.4
2021-10-16,10005.4
2021-10-17,10005.4
2021-10-18,10005.4
2021-10-19,10005.4
2021-10-20,10005.4
2021-10-21,10065.333
2021-10-22,10065.333
2021-10-23,10065.333
2021-10-24,10065.333
2021-10-25,10065.333
2021-10-26,10065.333
2021-10-27,10065.333
2021-10-28,10065.333
2021-10-29,10065.333
2021-10-30,10065.333
2021-10-31,10065.333
2021-11-01,10065.333
2021-11-02,10065.333
2021-11-03,10065.333
2021-11-04,10065.333
2021-11-05,10065.333
2021-11-06,10065.333
2021-11-07,10065.333
2021-11-08,10065.333
2021-11-09,10065.333
2021-11-10,10065.333
2021-11-11,10065.333
2021-11-12,10065.333
2021-11-13,10065.333
2021-11-14,10065.333
2021-11-15,10065.333
2021-11-16,10164.429
2021-11-17,10164.429
2021-11-18,10164.429
2021-11-19,10164.429
2021-11-20,10164.429
2021-11-21,10164.429
2021-11-22,10164.429
2021-11-23,10164.429
2021-11-24,10164.429
2021-11-25,10164.429
2021-11-26,10164.429
2021-11-27,10164.429
2021-11-28,10164.429
2021-11-29,10164.429
2021-11-30,10164.429
2021-12-01,10144.0
2021-12-02,10141.571
2021-12-03,10155.429
2021-12-04,10155.429
2021-12-05,10155.429
2021-12-06,10131.714
2021-12-07,10131.714
2021-12-08,10131.714
2021-12-09,10131.714
2021-12-10,10151.714
2021-12-11,10151.714
2021-12-12,10151.714
2021-12-13,10151.714
2021-12-14,10151.714
2021-12-15,10151.714
2021-12-16,10151.714
2021-12-17,10151.714
2021-12-18,10151.714
2021-12-19,10151.714
2021-12-20,10151.714
2021-12-21,10151.714
2021-12-22,10151.714
2021-12-23,10151.714
2021-12-24,10151.714
2021-12-25,10151.714
2021-12-26,10151.714
2021-12-27,10151.714
2021-12-28,10151.714
2021-12-29,10151.714
2021-12-30,10151.714
2021-12-31,10151.714
2022-01-01,10151.714
2022-01-02,10151.714
2022-01-03,10151.714
2022-01-04,10151.714
2022-01-05,10151.714
2022-01-06,10151.714
2022-01-07,10151.714
2022-01-08,10151.714
2022-01-09,10151.714
2022-01-10,10151.714
2022-01-11,10151.714
2022-01-12,10151.714
2022-01-13,10151.714
2022-01-14,10151.714
2022-01-15,10151.714
2022-01-16,10151.714
2022-01-17,10151.714
2022-01-18,10151.714
2022-01-19,10151.714
2022-01-20,10151.714
2022-01-21,10151.714
2022-01-22,10151.714
2022-01-23,10151.714
2022-01-24,10151.714
2022-01-25,10151.714
2022-01-26,10151.714
2022-01-27,10151.714
2022-01-28,10151.714
2022-01-29,10151.714
2022-01-30,10151.714
2022-01-31,10151.714
2022-02-01,10151.714
2022-02-02,10151.714
2022-02-03,10151.714
2022-02-04,10140.5
2022-02-05,10140.5
2022-02-06,10140.5
2022-02-07,10140.5
2022-02-08,10140.5
2022-02-09,10140.5
2022-02-10,10140.5
2022-02-11,10140.5
2022-02-12,10140.5
2022-02-13,10140.5
2022-02-14,10140.5
2022-02-15,10140.5
2022-02-16,10140.5
2022-02-17,10140.5
2022-02-18,10140.5
2022-02-19,10140.5
2022-02-20,10140.5
2022-02-21,10140.5
2022-02-22,10140.5
2022-02-23,10140.5
2022-02-24,10140.5
2022-02-25,10140.5
2022-02-26,10140.5
2022-02-27,10140.5
2022-02-28,10140.5
2022-03-01,10140.5
2022-03-02,10140.5
2022-03-03,10140.5
2022-03-04,10140.5
2022-03-05,10140.5
2022-03-06,10140.5
2022-03-07,10140.5
2022-03-08,10140.5
2022-03-09,10140.5
