,GTII CN Equity
2021-06-17,49.484
2021-06-18,48.0172
2021-06-19,48.0172
2021-06-20,48.0172
2021-06-21,50.3459
2021-06-22,49.4426
2021-06-23,52.1092
2021-06-24,55.5958
2021-06-25,56.3389
2021-06-26,56.3389
2021-06-27,56.3389
2021-06-28,57.8881
2021-06-29,57.1234
2021-06-30,58.5487
2021-07-01,58.5487
2021-07-02,58.1386
2021-07-03,58.1386
2021-07-04,58.1386
2021-07-05,58.5887
2021-07-06,58.5887
2021-07-07,58.9625
2021-07-08,58.4739
2021-07-09,60.4293
2021-07-10,60.4293
2021-07-11,60.4293
2021-07-12,57.5134
2021-07-13,59.5334
2021-07-14,52.8333
2021-07-15,52.1864
2021-07-16,50.7405
2021-07-17,50.7405
2021-07-18,50.7405
2021-07-19,49.0446
2021-07-20,50.5081
2021-07-21,50.8897
2021-07-22,52.4515
2021-07-23,50.3912
2021-07-24,50.3912
2021-07-25,50.3912
2021-07-26,50.1802
2021-07-27,46.9922
2021-07-28,47.2136
2021-07-29,46.1283
2021-07-30,47.7019
2021-07-31,47.7019
2021-08-01,47.7019
2021-08-02,47.7019
2021-08-03,51.8984
2021-08-04,51.8263
2021-08-05,55.375
2021-08-06,55.4976
2021-08-07,55.4976
2021-08-08,55.4976
2021-08-09,56.8366
2021-08-10,56.9287
2021-08-11,51.3154
2021-08-12,54.7896
2021-08-13,52.3512
2021-08-14,52.3512
2021-08-15,52.3512
2021-08-16,50.5084
2021-08-17,48.8155
2021-08-18,49.9012
2021-08-19,48.5173
2021-08-20,45.7888
2021-08-21,45.7888
2021-08-22,45.7888
2021-08-23,45.2911
2021-08-24,48.7805
2021-08-25,48.8024
2021-08-26,49.2506
2021-08-27,49.2965
2021-08-28,49.2965
2021-08-29,49.2965
2021-08-30,47.6895
2021-08-31,48.7458
2021-09-01,47.5494
2021-09-02,45.3549
2021-09-03,46.862
2021-09-04,46.862
2021-09-05,46.862
2021-09-06,46.862
2021-09-07,45.7525
2021-09-08,43.2005
2021-09-09,39.9924
2021-09-10,37.8177
2021-09-11,37.8177
2021-09-12,37.8177
2021-09-13,40.2594
2021-09-14,39.0319
2021-09-15,44.8756
2021-09-16,44.7839
2021-09-17,43.1415
2021-09-18,43.1415
2021-09-19,43.1415
2021-09-20,41.0643
2021-09-21,44.6484
2021-09-22,44.9592
2021-09-23,44.4977
2021-09-24,47.7385
2021-09-25,47.7385
2021-09-26,47.7385
2021-09-27,48.8805
2021-09-28,46.992
2021-09-29,45.9587
2021-09-30,46.1854
2021-10-01,46.7629
2021-10-02,46.7629
2021-10-03,46.7629
2021-10-04,43.4805
2021-10-05,45.1213
2021-10-06,43.5337
2021-10-07,43.4222
2021-10-08,41.3399
2021-10-09,41.3399
2021-10-10,41.3399
2021-10-11,41.3399
2021-10-12,41.7203
2021-10-13,40.0199
2021-10-14,38.3192
2021-10-15,37.4146
2021-10-16,37.4146
2021-10-17,37.4146
2021-10-18,35.5969
2021-10-19,38.9582
2021-10-20,39.5795
2021-10-21,39.4239
2021-10-22,37.866
2021-10-23,37.866
2021-10-24,37.866
2021-10-25,36.5524
2021-10-26,35.7192
2021-10-27,32.8857
2021-10-28,31.814
2021-10-29,33.3973
2021-10-30,33.3973
2021-10-31,33.3973
2021-11-01,33.8308
2021-11-02,32.5171
2021-11-03,32.017
2021-11-04,30.3607
2021-11-05,39.0576
2021-11-06,39.0576
2021-11-07,39.0576
2021-11-08,42.4279
2021-11-09,42.7666
2021-11-10,41.7337
2021-11-11,50.5626
2021-11-12,54.3989
2021-11-13,54.3989
2021-11-14,54.3989
2021-11-15,48.2864
2021-11-16,45.832
2021-11-17,45.949
2021-11-18,44.3626
2021-11-19,44.5042
2021-11-20,44.5042
2021-11-21,44.5042
2021-11-22,42.9088
2021-11-23,45.9425
2021-11-24,47.3638
2021-11-25,48.367
2021-11-26,47.7395
2021-11-27,47.7395
2021-11-28,47.7395
2021-11-29,45.627
2021-11-30,44.7075
2021-12-01,41.9565
2021-12-02,44.4932
2021-12-03,44.1086
2021-12-04,44.1086
2021-12-05,44.1086
2021-12-06,41.7838
2021-12-07,41.7161
2021-12-08,46.896
2021-12-09,47.1464
2021-12-10,47.4881
2021-12-11,47.4881
2021-12-12,47.4881
2021-12-13,45.4227
2021-12-14,43.9964
2021-12-15,43.8076
2021-12-16,42.8565
2021-12-17,43.0729
2021-12-18,43.0729
2021-12-19,43.0729
2021-12-20,41.9088
2021-12-21,41.7293
2021-12-22,44.1422
2021-12-23,46.3612
2021-12-24,46.3612
2021-12-25,46.3612
2021-12-26,46.3612
2021-12-27,46.3612
2021-12-28,46.3612
2021-12-29,48.118
2021-12-30,48.2155
2021-12-31,49.7583
2022-01-01,49.7583
2022-01-02,49.7583
2022-01-03,49.7583
2022-01-04,48.0343
2022-01-05,45.6848
2022-01-06,45.9335
2022-01-07,47.1436
2022-01-08,47.1436
2022-01-09,47.1436
2022-01-10,46.9562
2022-01-11,46.7638
2022-01-12,46.1382
2022-01-13,44.4465
2022-01-14,45.7329
2022-01-15,45.7329
2022-01-16,45.7329
2022-01-17,45.4361
2022-01-18,45.1933
2022-01-19,46.7389
2022-01-20,43.4774
2022-01-21,42.217
2022-01-22,42.217
2022-01-23,42.217
2022-01-24,42.1981
2022-01-25,41.2997
2022-01-26,41.1839
2022-01-27,39.2307
2022-01-28,38.678
2022-01-29,38.678
2022-01-30,38.678
2022-01-31,40.4148
2022-02-01,43.531
2022-02-02,41.8673
2022-02-03,40.2381
2022-02-04,44.7153
2022-02-05,44.7153
2022-02-06,44.7153
2022-02-07,46.0837
2022-02-08,46.6448
2022-02-09,49.8381
2022-02-10,49.2773
2022-02-11,50.4088
2022-02-12,50.4088
2022-02-13,50.4088
2022-02-14,52.0789
2022-02-15,54.2541
2022-02-16,54.2754
2022-02-17,53.3773
2022-02-18,52.0783
2022-02-19,52.0783
2022-02-20,52.0783
2022-02-21,52.0783
2022-02-22,49.3961
2022-02-23,47.3328
2022-02-24,48.1543
2022-02-25,45.6331
2022-02-26,45.6331
2022-02-27,45.6331
2022-02-28,47.7614
2022-03-01,44.9556
2022-03-02,42.5102
2022-03-03,41.6595
2022-03-04,39.8799
2022-03-05,39.8799
2022-03-06,39.8799
2022-03-07,37.3608
2022-03-08,38.7138
2022-03-09,39.4978
2022-03-10,39.9636
2022-03-11,39.0847
2022-03-12,39.0847
2022-03-13,39.0847
2022-03-14,38.5728
2022-03-15,41.2997
2022-03-16,44.1833
2022-03-17,44.781
2022-03-18,46.9032
2022-03-19,46.9032
2022-03-20,46.9032
2022-03-21,47.4071
2022-03-22,46.2272
2022-03-23,44.8289
2022-03-24,44.4097
2022-03-25,45.0807
2022-03-26,45.0807
2022-03-27,45.0807
2022-03-28,44.6165
2022-03-29,45.0264
2022-03-30,47.0813
2022-03-31,49.6845
2022-04-01,50.74
2022-04-02,50.74
2022-04-03,50.74
2022-04-04,49.6887
2022-04-05,49.5254
2022-04-06,47.4032
2022-04-07,46.6184
2022-04-08,46.3275
2022-04-09,46.3275
2022-04-10,46.3275
2022-04-11,45.0069
2022-04-12,42.7144
2022-04-13,43.4026
2022-04-14,43.3001
2022-04-15,43.3001
2022-04-16,43.3001
2022-04-17,43.3001
2022-04-18,41.8434
2022-04-19,43.5997
2022-04-20,42.6845
2022-04-21,42.007
2022-04-22,41.354
2022-04-23,41.354
2022-04-24,41.354
2022-04-25,41.116
2022-04-26,41.8849
2022-04-27,37.6393
2022-04-28,39.7941
2022-04-29,37.2261
2022-04-30,37.2261
2022-05-01,37.2261
2022-05-02,36.4302
2022-05-03,34.2621
2022-05-04,33.6388
2022-05-05,31.896
2022-05-06,37.4805
2022-05-07,37.4805
2022-05-08,37.4805
2022-05-09,35.006
2022-05-10,34.2756
2022-05-11,34.2566
2022-05-12,37.8149
2022-05-13,40.1924
2022-05-14,40.1924
2022-05-15,40.1924
2022-05-16,38.9976
2022-05-17,37.1292
2022-05-18,36.1148
2022-05-19,38.2368
2022-05-20,41.6943
2022-05-21,41.6943
2022-05-22,41.6943
2022-05-23,41.6943
2022-05-24,39.1715
2022-05-25,38.5629
2022-05-26,37.8731
2022-05-27,36.9481
2022-05-28,36.9481
2022-05-29,36.9481
2022-05-30,38.2705
2022-05-31,37.0743
2022-06-01,36.4644
2022-06-02,37.5971
2022-06-03,36.8954
2022-06-04,36.8954
2022-06-05,36.8954
2022-06-06,38.1262
2022-06-07,38.4549
2022-06-08,38.0139
2022-06-09,38.2068
2022-06-10,37.8654
2022-06-11,37.8654
2022-06-12,37.8654
2022-06-13,35.5423
2022-06-14,33.891
2022-06-15,33.7842
2022-06-16,32.8627
2022-06-17,32.7124
2022-06-18,32.7124
2022-06-19,32.7124
2022-06-20,33.8303
2022-06-21,32.6844
2022-06-22,32.2632
2022-06-23,31.5982
2022-06-24,31.5982
2022-06-25,31.5982
2022-06-26,31.5982
2022-06-27,33.3144
2022-06-28,32.6605
2022-06-29,31.3631
2022-06-30,30.8333
2022-07-01,30.8333
2022-07-02,30.8333
2022-07-03,30.8333
2022-07-04,31.7665
2022-07-05,37.6637
2022-07-06,39.0047
2022-07-07,39.8964
2022-07-08,39.0692
2022-07-09,39.0692
2022-07-10,39.0692
2022-07-11,38.3063
2022-07-12,38.64
2022-07-13,38.9814
2022-07-14,41.8506
2022-07-15,41.2158
2022-07-16,41.2158
2022-07-17,41.2158
2022-07-18,42.5909
2022-07-19,42.5554
2022-07-20,44.0513
2022-07-21,46.6918
2022-07-22,46.4531
2022-07-23,46.4531
2022-07-24,46.4531
2022-07-25,45.1399
2022-07-26,42.9332
2022-07-27,41.4165
2022-07-28,40.4315
2022-07-29,40.6921
2022-07-30,40.6921
2022-07-31,40.6921
2022-08-01,40.6921
2022-08-02,43.6015
2022-08-03,44.0498
2022-08-04,42.8365
2022-08-05,46.752
2022-08-06,46.752
2022-08-07,46.752
2022-08-08,47.312
2022-08-09,47.5024
2022-08-10,48.4656
2022-08-11,51.022
2022-08-12,52.6564
2022-08-13,52.6564
2022-08-14,52.6564
2022-08-15,52.7446
2022-08-16,52.9711
2022-08-17,49.3036
2022-08-18,52.6498
2022-08-19,52.6934
2022-08-20,52.6934
2022-08-21,52.6934
2022-08-22,53.9237
2022-08-23,55.5468
2022-08-24,60.5417
2022-08-25,65.064
2022-08-26,62.9322
2022-08-27,62.9322
2022-08-28,62.9322
2022-08-29,64.3699
2022-08-30,61.5071
2022-08-31,62.1673
2022-09-01,60.1306
2022-09-02,60.4497
2022-09-03,60.4497
2022-09-04,60.4497
2022-09-05,60.4497
2022-09-06,59.4164
2022-09-07,57.6683
2022-09-08,57.1849
2022-09-09,57.807
2022-09-10,57.807
2022-09-11,57.807
2022-09-12,53.7664
2022-09-13,50.1408
2022-09-14,50.9459
2022-09-15,49.4989
2022-09-16,49.5835
2022-09-17,49.5835
2022-09-18,49.5835
2022-09-19,49.1996
2022-09-20,50.0006
2022-09-21,50.6269
2022-09-22,47.3404
2022-09-23,44.3613
2022-09-24,44.3613
2022-09-25,44.3613
2022-09-26,43.6043
2022-09-27,42.1174
2022-09-28,44.042
2022-09-29,41.7935
2022-09-30,45.2091
2022-10-01,45.2091
2022-10-02,45.2091
2022-10-03,47.8473
2022-10-04,47.8473
2022-10-05,46.6065
2022-10-06,61.2334
2022-10-07,61.6077
2022-10-08,61.6077
2022-10-09,61.6077
2022-10-10,61.6077
2022-10-11,49.0102
2022-10-12,48.3478
2022-10-13,48.0256
2022-10-14,47.0257
2022-10-15,47.0257
2022-10-16,47.0257
2022-10-17,48.3779
2022-10-18,50.9674
2022-10-19,51.883
2022-10-20,54.2401
2022-10-21,53.7449
2022-10-22,53.7449
2022-10-23,53.7449
2022-10-24,51.3214
2022-10-25,51.3781
2022-10-26,51.8997
2022-10-27,50.8647
2022-10-28,51.5014
2022-10-29,51.5014
2022-10-30,51.5014
2022-10-31,54.1085
2022-11-01,53.5398
2022-11-02,52.5319
2022-11-03,55.9624
2022-11-04,54.8016
2022-11-05,54.8016
2022-11-06,54.8016
2022-11-07,52.642
2022-11-08,53.9138
2022-11-09,56.3917
2022-11-10,57.0553
2022-11-11,58.8929
2022-11-12,58.8929
2022-11-13,58.8929
2022-11-14,59.5734
2022-11-15,60.3776
2022-11-16,60.8807
2022-11-17,57.4827
2022-11-18,54.4439
2022-11-19,54.4439
2022-11-20,54.4439
2022-11-21,54.0701
2022-11-22,54.4525
2022-11-23,55.9693
2022-11-24,56.8274
2022-11-25,55.2675
2022-11-26,55.2675
2022-11-27,55.2675
2022-11-28,54.1329
2022-11-29,53.8379
2022-11-30,55.1344
2022-12-01,60.3096
2022-12-02,63.5699
2022-12-03,63.5699
2022-12-04,63.5699
2022-12-05,64.5522
2022-12-06,54.5734
2022-12-07,51.9274
2022-12-08,46.5833
2022-12-09,47.1072
2022-12-10,47.1072
2022-12-11,47.1072
2022-12-12,43.8799
2022-12-13,42.9355
2022-12-14,41.899
2022-12-15,40.5424
2022-12-16,43.6951
2022-12-17,43.6951
2022-12-18,43.6951
2022-12-19,40.2457
2022-12-20,39.0786
2022-12-21,38.7877
2022-12-22,38.6575
2022-12-23,39.9682
2022-12-24,39.9682
2022-12-25,39.9682
2022-12-26,39.9682
2022-12-27,39.9682
2022-12-28,39.2002
2022-12-29,41.9235
2022-12-30,42.1566
2022-12-31,42.1566
2023-01-01,42.1566
2023-01-02,42.1566
2023-01-03,40.9248
2023-01-04,41.0783
2023-01-05,41.6742
2023-01-06,41.1307
2023-01-07,41.1307
2023-01-08,41.1307
2023-01-09,39.8971
2023-01-10,40.0324
2023-01-11,39.9626
2023-01-12,40.3571
2023-01-13,40.7597
2023-01-14,40.7597
2023-01-15,40.7597
2023-01-16,41.2817
2023-01-17,41.6615
2023-01-18,41.6058
2023-01-19,40.2158
2023-01-20,39.8303
2023-01-21,39.8303
2023-01-22,39.8303
2023-01-23,39.7459
2023-01-24,39.6011
2023-01-25,39.1877
2023-01-26,37.7605
2023-01-27,37.9037
2023-01-28,37.9037
2023-01-29,37.9037
2023-01-30,38.2468
2023-01-31,41.8099
2023-02-01,42.9451
2023-02-02,42.7038
2023-02-03,45.0754
2023-02-04,45.0754
2023-02-05,45.0754
2023-02-06,46.614
2023-02-07,45.3743
2023-02-08,43.8038
2023-02-09,42.6324
2023-02-10,43.81
2023-02-11,43.81
2023-02-12,43.81
2023-02-13,44.7025
2023-02-14,45.8268
2023-02-15,47.5728
2023-02-16,48.388
2023-02-17,49.5157
2023-02-18,49.5157
2023-02-19,49.5157
2023-02-20,49.5157
2023-02-21,46.3712
2023-02-22,46.5584
2023-02-23,46.3909
2023-02-24,46.7379
2023-02-25,46.7379
2023-02-26,46.7379
2023-02-27,45.0569
2023-02-28,45.2658
2023-03-01,45.1769
2023-03-02,47.3674
2023-03-03,49.8449
2023-03-04,49.8449
2023-03-05,49.8449
2023-03-06,48.7311
2023-03-07,47.1208
2023-03-08,47.2269
2023-03-09,45.4349
2023-03-10,45.8266
2023-03-11,45.8266
2023-03-12,45.8266
2023-03-13,44.5964
2023-03-14,44.5013
2023-03-15,43.9203
2023-03-16,45.2153
2023-03-17,46.4936
2023-03-18,46.4936
