,TRUL CN Equity
,RSI_30D
2020-01-01,54.7249
2020-01-02,52.6454
2020-01-03,50.829
2020-01-04,50.829
2020-01-05,50.829
2020-01-06,48.0831
2020-01-07,45.6137
2020-01-08,46.1215
2020-01-09,45.4038
2020-01-10,44.9615
2020-01-11,44.9615
2020-01-12,44.9615
2020-01-13,46.242
2020-01-14,46.1566
2020-01-15,47.6575
2020-01-16,50.4217
2020-01-17,50.3269
2020-01-18,50.3269
2020-01-19,50.3269
2020-01-20,50.9941
2020-01-21,50.5924
2020-01-22,49.9814
2020-01-23,52.9682
2020-01-24,52.7014
2020-01-25,52.7014
2020-01-26,52.7014
2020-01-27,51.4152
2020-01-28,50.669
2020-01-29,53.084
2020-01-30,52.5298
2020-01-31,50.7749
2020-02-01,50.7749
2020-02-02,50.7749
2020-02-03,47.8304
2020-02-04,47.7801
2020-02-05,47.8369
2020-02-06,47.8369
2020-02-07,46.1727
2020-02-08,46.1727
2020-02-09,46.1727
2020-02-10,45.8533
2020-02-11,46.805
2020-02-12,45.6972
2020-02-13,47.1213
2020-02-14,50.5941
2020-02-15,50.5941
2020-02-16,50.5941
2020-02-17,50.5941
2020-02-18,52.2998
2020-02-19,52.4695
2020-02-20,53.6081
2020-02-21,50.4807
2020-02-22,50.4807
2020-02-23,50.4807
2020-02-24,47.6619
2020-02-25,45.0089
2020-02-26,43.9461
2020-02-27,40.7688
2020-02-28,44.1951
2020-02-29,44.1951
2020-03-01,44.1951
2020-03-02,42.8433
2020-03-03,40.7957
2020-03-04,41.5495
2020-03-05,41.2327
2020-03-06,40.8187
2020-03-07,40.8187
2020-03-08,40.8187
2020-03-09,37.3687
2020-03-10,38.7085
2020-03-11,35.3452
2020-03-12,29.6444
2020-03-13,33.2748
2020-03-14,33.2748
2020-03-15,33.2748
2020-03-16,31.403
2020-03-17,33.2016
2020-03-18,32.215
2020-03-19,34.6264
2020-03-20,36.7329
2020-03-21,36.7329
2020-03-22,36.7329
2020-03-23,42.9847
2020-03-24,47.7686
2020-03-25,47.8898
2020-03-26,50.5028
2020-03-27,50.3445
2020-03-28,50.3445
2020-03-29,50.3445
2020-03-30,51.2533
2020-03-31,52.0427
2020-04-01,51.5676
2020-04-02,53.5231
2020-04-03,53.0707
2020-04-04,53.0707
2020-04-05,53.0707
2020-04-06,56.1746
2020-04-07,55.518
2020-04-08,54.2072
2020-04-09,54.0188
2020-04-10,54.0188
2020-04-11,54.0188
2020-04-12,54.0188
2020-04-13,51.2534
2020-04-14,51.3822
2020-04-15,50.9185
2020-04-16,50.1691
2020-04-17,50.4051
2020-04-18,50.4051
2020-04-19,50.4051
2020-04-20,52.8091
2020-04-21,51.2283
2020-04-22,51.3225
2020-04-23,53.7706
2020-04-24,54.3531
2020-04-25,54.3531
2020-04-26,54.3531
2020-04-27,56.7388
2020-04-28,57.5321
2020-04-29,58.3226
2020-04-30,57.6795
2020-05-01,54.8366
2020-05-02,54.8366
2020-05-03,54.8366
2020-05-04,54.0104
2020-05-05,56.0647
2020-05-06,56.862
2020-05-07,56.567
2020-05-08,57.0283
2020-05-09,57.0283
2020-05-10,57.0283
2020-05-11,59.2233
2020-05-12,63.0126
2020-05-13,62.8853
2020-05-14,63.0782
2020-05-15,67.8784
2020-05-16,67.8784
2020-05-17,67.8784
2020-05-18,67.8784
2020-05-19,71.145
2020-05-20,66.9889
2020-05-21,67.5013
2020-05-22,65.5144
2020-05-23,65.5144
2020-05-24,65.5144
2020-05-25,67.4114
2020-05-26,66.2514
2020-05-27,65.9579
2020-05-28,65.2994
2020-05-29,63.05
2020-05-30,63.05
2020-05-31,63.05
2020-06-01,58.9586
2020-06-02,58.2714
2020-06-03,60.1208
2020-06-04,62.0686
2020-06-05,60.6459
2020-06-06,60.6459
2020-06-07,60.6459
2020-06-08,61.8969
2020-06-09,61.1153
2020-06-10,60.1611
2020-06-11,55.3253
2020-06-12,55.6061
2020-06-13,55.6061
2020-06-14,55.6061
2020-06-15,56.3364
2020-06-16,56.1242
2020-06-17,56.3792
2020-06-18,56.4228
2020-06-19,56.3645
2020-06-20,56.3645
2020-06-21,56.3645
2020-06-22,54.6112
2020-06-23,56.9215
2020-06-24,54.898
2020-06-25,54.898
2020-06-26,56.0912
2020-06-27,56.0912
2020-06-28,56.0912
2020-06-29,54.5971
2020-06-30,56.3762
2020-07-01,56.3762
2020-07-02,57.4484
2020-07-03,57.9136
2020-07-04,57.9136
2020-07-05,57.9136
2020-07-06,57.2659
2020-07-07,54.016
2020-07-08,55.3273
2020-07-09,56.0749
2020-07-10,66.6572
2020-07-11,66.6572
2020-07-12,66.6572
2020-07-13,69.4532
2020-07-14,70.6142
2020-07-15,66.6277
2020-07-16,63.5019
2020-07-17,60.185
2020-07-18,60.185
2020-07-19,60.185
2020-07-20,59.8471
2020-07-21,62.3462
2020-07-22,62.7063
2020-07-23,62.2954
2020-07-24,61.1044
2020-07-25,61.1044
2020-07-26,61.1044
2020-07-27,64.0419
2020-07-28,66.7995
2020-07-29,64.7646
2020-07-30,65.4452
2020-07-31,63.7138
2020-08-01,63.7138
2020-08-02,63.7138
2020-08-03,63.7138
2020-08-04,70.4655
2020-08-05,70.9188
2020-08-06,73.9734
2020-08-07,69.1141
2020-08-08,69.1141
2020-08-09,69.1141
2020-08-10,74.9861
2020-08-11,68.8237
2020-08-12,72.4159
2020-08-13,72.6496
2020-08-14,75.8672
2020-08-15,75.8672
2020-08-16,75.8672
2020-08-17,70.4114
2020-08-18,66.2339
2020-08-19,65.0063
2020-08-20,62.5453
2020-08-21,59.6632
2020-08-22,59.6632
2020-08-23,59.6632
2020-08-24,60.5304
2020-08-25,60.5773
2020-08-26,58.792
2020-08-27,60.6561
2020-08-28,63.5485
2020-08-29,63.5485
2020-08-30,63.5485
2020-08-31,63.3263
2020-09-01,60.7378
2020-09-02,58.2515
2020-09-03,55.4428
2020-09-04,56.1267
2020-09-05,56.1267
2020-09-06,56.1267
2020-09-07,56.1267
2020-09-08,56.3863
2020-09-09,56.5813
2020-09-10,55.3937
2020-09-11,56.4143
2020-09-12,56.4143
2020-09-13,56.4143
2020-09-14,56.7862
2020-09-15,55.9223
2020-09-16,53.817
2020-09-17,52.7543
2020-09-18,52.3267
2020-09-19,52.3267
2020-09-20,52.3267
2020-09-21,49.1449
2020-09-22,48.9014
2020-09-23,47.5718
2020-09-24,46.2281
2020-09-25,50.064
2020-09-26,50.064
2020-09-27,50.064
2020-09-28,51.8725
2020-09-29,51.6394
2020-09-30,51.0697
2020-10-01,50.2335
2020-10-02,50.8284
2020-10-03,50.8284
2020-10-04,50.8284
2020-10-05,51.7121
2020-10-06,51.4793
2020-10-07,54.9959
2020-10-08,58.4799
2020-10-09,58.1492
2020-10-10,58.1492
2020-10-11,58.1492
2020-10-12,58.1492
2020-10-13,59.6443
2020-10-14,59.4419
2020-10-15,59.2933
2020-10-16,59.1098
2020-10-17,59.1098
2020-10-18,59.1098
2020-10-19,56.8942
2020-10-20,57.5259
2020-10-21,60.178
2020-10-22,63.3711
2020-10-23,64.3161
2020-10-24,64.3161
2020-10-25,64.3161
2020-10-26,63.2021
2020-10-27,63.2021
2020-10-28,59.2486
2020-10-29,61.4089
2020-10-30,61.8883
2020-10-31,61.8883
2020-11-01,61.8883
2020-11-02,64.3441
2020-11-03,61.1212
2020-11-04,60.4416
2020-11-05,62.4508
2020-11-06,64.4578
2020-11-07,64.4578
2020-11-08,64.4578
2020-11-09,66.3814
2020-11-10,65.5488
2020-11-11,65.2977
2020-11-12,66.6203
2020-11-13,67.5789
2020-11-14,67.5789
2020-11-15,67.5789
2020-11-16,65.9462
2020-11-17,66.1996
2020-11-18,65.6939
2020-11-19,63.357
2020-11-20,56.9234
2020-11-21,56.9234
2020-11-22,56.9234
2020-11-23,59.8466
2020-11-24,62.8727
2020-11-25,64.0081
2020-11-26,64.8656
2020-11-27,65.68
2020-11-28,65.68
2020-11-29,65.68
2020-11-30,67.0623
2020-12-01,67.9573
2020-12-02,66.5768
2020-12-03,65.416
2020-12-04,66.3581
2020-12-05,66.3581
2020-12-06,66.3581
2020-12-07,62.8459
2020-12-08,63.122
2020-12-09,65.1958
2020-12-10,63.4688
2020-12-11,64.5735
2020-12-12,64.5735
2020-12-13,64.5735
2020-12-14,63.0203
2020-12-15,63.9686
2020-12-16,67.1385
2020-12-17,68.237
2020-12-18,67.7439
2020-12-19,67.7439
2020-12-20,67.7439
2020-12-21,64.232
2020-12-22,64.1732
2020-12-23,64.9047
2020-12-24,64.4714
2020-12-25,64.4714
2020-12-26,64.4714
2020-12-27,64.4714
2020-12-28,64.4714
2020-12-29,65.4762
2020-12-30,65.3143
2020-12-31,61.6844
2021-01-01,61.6844
2021-01-02,61.6844
2021-01-03,61.6844
2021-01-04,65.8805
2021-01-05,67.5682
2021-01-06,72.0053
2021-01-07,74.0222
2021-01-08,75.2701
2021-01-09,75.2701
2021-01-10,75.2701
2021-01-11,76.3461
2021-01-12,77.4547
2021-01-13,80.9981
2021-01-14,78.9194
2021-01-15,73.6341
2021-01-16,73.6341
2021-01-17,73.6341
2021-01-18,74.0123
2021-01-19,74.0708
2021-01-20,74.5787
2021-01-21,72.9769
2021-01-22,71.9441
2021-01-23,71.9441
2021-01-24,71.9441
2021-01-25,72.1287
2021-01-26,68.4504
2021-01-27,61.4484
2021-01-28,61.9946
2021-01-29,61.7273
2021-01-30,61.7273
2021-01-31,61.7273
2021-02-01,62.5747
2021-02-02,65.7377
2021-02-03,66.1384
2021-02-04,69.72
2021-02-05,70.6063
2021-02-06,70.6063
2021-02-07,70.6063
2021-02-08,73.9198
2021-02-09,73.793
2021-02-10,74.9351
2021-02-11,66.4357
2021-02-12,66.7305
2021-02-13,66.7305
2021-02-14,66.7305
2021-02-15,66.7305
2021-02-16,68.9768
2021-02-17,65.1038
2021-02-18,63.1867
2021-02-19,63.5473
2021-02-20,63.5473
2021-02-21,63.5473
2021-02-22,61.15
2021-02-23,60.2227
2021-02-24,61.1269
2021-02-25,60.1079
2021-02-26,61.0292
2021-02-27,61.0292
2021-02-28,61.0292
2021-03-01,60.9094
2021-03-02,62.993
2021-03-03,64.3605
2021-03-04,57.7243
2021-03-05,56.6089
2021-03-06,56.6089
2021-03-07,56.6089
2021-03-08,53.2455
2021-03-09,57.7291
2021-03-10,56.2555
2021-03-11,59.8577
2021-03-12,59.7329
2021-03-13,59.7329
2021-03-14,59.7329
2021-03-15,61.121
2021-03-16,63.1829
2021-03-17,61.356
2021-03-18,62.3233
2021-03-19,58.8031
2021-03-20,58.8031
2021-03-21,58.8031
2021-03-22,58.0759
2021-03-23,55.305
2021-03-24,55.4039
2021-03-25,57.0489
2021-03-26,55.4907
2021-03-27,55.4907
2021-03-28,55.4907
2021-03-29,52.0705
2021-03-30,48.4053
2021-03-31,50.9906
2021-04-01,50.8779
2021-04-02,50.8779
2021-04-03,50.8779
2021-04-04,50.8779
2021-04-05,50.0764
2021-04-06,48.7596
2021-04-07,47.5443
2021-04-08,44.7198
2021-04-09,44.4538
2021-04-10,44.4538
2021-04-11,44.4538
2021-04-12,42.8807
2021-04-13,44.3911
2021-04-14,45.7209
2021-04-15,43.7054
2021-04-16,42.5828
2021-04-17,42.5828
2021-04-18,42.5828
2021-04-19,40.8518
2021-04-20,38.9722
2021-04-21,42.757
2021-04-22,43.2477
2021-04-23,42.6506
2021-04-24,42.6506
2021-04-25,42.6506
2021-04-26,42.4284
2021-04-27,45.2707
2021-04-28,45.8835
2021-04-29,44.0178
2021-04-30,47.7133
2021-05-01,47.7133
2021-05-02,47.7133
2021-05-03,50.1964
2021-05-04,47.4875
2021-05-05,46.9314
2021-05-06,44.329
2021-05-07,46.7184
2021-05-08,46.7184
2021-05-09,46.7184
2021-05-10,43.6583
2021-05-11,45.0471
2021-05-12,45.0175
2021-05-13,44.5918
2021-05-14,44.8743
2021-05-15,44.8743
2021-05-16,44.8743
2021-05-17,45.6686
2021-05-18,45.6574
2021-05-19,44.6972
2021-05-20,44.2555
2021-05-21,44.4303
2021-05-22,44.4303
2021-05-23,44.4303
2021-05-24,44.4303
2021-05-25,43.2607
2021-05-26,43.3841
2021-05-27,43.4953
2021-05-28,42.9838
2021-05-29,42.9838
2021-05-30,42.9838
2021-05-31,41.5061
2021-06-01,42.3434
2021-06-02,43.4876
2021-06-03,43.8318
2021-06-04,45.3303
2021-06-05,45.3303
2021-06-06,45.3303
2021-06-07,45.6406
2021-06-08,44.6928
2021-06-09,44.3847
