,NTB BH Equity,NTB BH Equity,NTB BH Equity,NTB BH Equity,NTB BH Equity
2010-02-26,13.487,13.487,13.487,13.487,1730.0
2010-02-27,13.487,13.487,13.487,13.487,1730.0
2010-02-28,13.487,13.487,13.487,13.487,1730.0
2010-03-01,13.487,13.487,13.255,13.255,3959.0
2010-03-02,13.487,13.487,13.255,13.255,3959.0
2010-03-03,14.185,14.185,6.976,9.302,83405.0
2010-03-04,8.372,9.302,8.139,9.302,38075.0
2010-03-05,9.302,11.627,8.604,11.627,99116.0
2010-03-06,9.302,11.627,8.604,11.627,99116.0
2010-03-07,9.302,11.627,8.604,11.627,99116.0
2010-03-08,15.328,15.328,12.774,12.774,810.0
2010-03-09,13.412,15.328,13.412,15.328,1574.0
2010-03-10,15.967,17.564,11.177,11.177,3170.0
2010-03-11,13.412,13.412,12.774,12.774,1820.0
2010-03-12,12.774,12.774,11.177,11.177,2778.0
2010-03-13,12.774,12.774,11.177,11.177,2778.0
2010-03-14,12.774,12.774,11.177,11.177,2778.0
2010-03-15,12.774,12.774,12.774,12.774,3520.0
2010-03-16,12.774,12.774,11.177,12.774,6300.0
2010-03-17,12.774,12.774,12.454,12.454,1260.0
2010-03-18,12.774,12.774,12.454,12.454,1260.0
2010-03-19,11.496,12.454,11.496,12.454,5570.0
2010-03-20,11.496,12.454,11.496,12.454,5570.0
2010-03-21,11.496,12.454,11.496,12.454,5570.0
2010-03-22,11.496,12.774,11.177,12.774,13560.0
2010-03-23,11.815,11.815,11.177,11.177,1310.0
2010-03-24,11.177,11.177,10.857,10.857,70.0
2010-03-25,10.538,10.538,10.219,10.219,8370.0
2010-03-26,9.899,9.899,9.58,9.899,10380.0
2010-03-27,9.899,9.899,9.58,9.899,10380.0
2010-03-28,9.899,9.899,9.58,9.899,10380.0
2010-03-29,9.58,9.58,9.261,9.261,5493.0
2010-03-30,9.261,9.261,9.261,9.261,1100.0
2010-03-31,9.261,9.261,9.261,9.261,5680.0
2010-04-01,9.261,9.261,9.261,9.261,3660.0
2010-04-02,9.261,9.261,9.261,9.261,3660.0
2010-04-03,9.261,9.261,9.261,9.261,3660.0
2010-04-04,9.261,9.261,9.261,9.261,3660.0
2010-04-05,9.261,9.261,9.261,9.261,6350.0
2010-04-06,9.261,9.261,8.941,9.261,6500.0
2010-04-07,9.261,9.58,9.261,9.261,7450.0
2010-04-08,9.261,9.261,9.261,9.261,5350.0
2010-04-09,8.941,9.261,8.941,9.261,390.0
2010-04-10,8.941,9.261,8.941,9.261,390.0
2010-04-11,8.941,9.261,8.941,9.261,390.0
2010-04-12,9.261,9.58,9.261,9.261,12042.0
2010-04-13,9.261,9.261,9.261,9.261,19270.0
2010-04-14,9.261,9.261,9.261,9.261,5119.0
2010-04-15,8.941,9.261,8.941,9.261,261.0
2010-04-16,9.261,9.261,8.303,8.303,3688.0
2010-04-17,9.261,9.261,8.303,8.303,3688.0
2010-04-18,9.261,9.261,8.303,8.303,3688.0
2010-04-19,8.941,8.941,8.303,8.303,1440.0
2010-04-20,8.622,8.622,8.303,8.303,3000.0
2010-04-21,8.303,8.941,8.303,8.941,3392.0
2010-04-22,8.303,8.941,8.303,8.941,3392.0
2010-04-23,8.941,8.941,8.622,8.622,935.0
2010-04-24,8.941,8.941,8.622,8.622,935.0
2010-04-25,8.941,8.941,8.622,8.622,935.0
2010-04-26,8.941,9.261,8.941,9.261,740.0
2010-04-27,8.941,8.941,8.941,8.941,200.0
2010-04-28,8.941,9.261,8.941,9.261,2708.0
2010-04-29,9.261,9.261,8.622,8.622,7140.0
2010-04-30,8.622,8.622,8.622,8.622,1800.0
2010-05-01,8.622,8.622,8.622,8.622,1800.0
2010-05-02,8.622,8.622,8.622,8.622,1800.0
2010-05-03,8.303,8.622,7.983,7.983,3340.0
2010-05-04,8.622,8.622,8.622,8.622,3340.0
2010-05-05,8.303,8.303,7.983,8.303,2229.0
2010-05-06,8.622,8.622,8.622,8.622,3542.0
2010-05-07,8.622,8.622,8.622,8.622,1490.0
2010-05-08,8.622,8.622,8.622,8.622,1490.0
2010-05-09,8.622,8.622,8.622,8.622,1490.0
2010-05-10,8.622,8.622,8.622,8.622,384.0
2010-05-11,8.622,8.622,8.303,8.303,854.0
2010-05-12,8.303,8.303,8.303,8.303,750.0
2010-05-13,8.303,8.303,8.303,8.303,1550.0
2010-05-14,8.303,8.303,8.303,8.303,320.0
2010-05-15,8.303,8.303,8.303,8.303,320.0
2010-05-16,8.303,8.303,8.303,8.303,320.0
2010-05-17,8.303,8.303,8.303,8.303,320.0
2010-05-18,8.622,8.622,8.622,8.622,680.0
2010-05-19,8.622,8.622,8.622,8.622,590.0
2010-05-20,8.622,8.622,8.622,8.622,880.0
2010-05-21,8.622,8.622,8.622,8.622,1010.0
2010-05-22,8.622,8.622,8.622,8.622,1010.0
2010-05-23,8.622,8.622,8.622,8.622,1010.0
2010-05-24,8.622,8.622,8.622,8.622,1010.0
2010-05-25,8.622,8.941,8.622,8.941,14375.0
2010-05-26,8.941,8.941,8.622,8.941,3506.0
2010-05-27,8.941,8.941,8.622,8.941,3506.0
2010-05-28,8.941,8.941,8.622,8.941,3.0
2010-05-29,8.941,8.941,8.622,8.941,3.0
2010-05-30,8.941,8.941,8.622,8.941,3.0
2010-05-31,9.58,9.58,9.58,9.58,900.0
2010-06-01,10.857,12.774,10.857,12.774,3619.0
2010-06-02,12.454,12.774,12.135,12.135,5260.0
2010-06-03,12.135,12.135,12.135,12.135,13180.0
2010-06-04,11.815,11.815,11.815,11.815,300.0
2010-06-05,11.815,11.815,11.815,11.815,300.0
2010-06-06,11.815,11.815,11.815,11.815,300.0
2010-06-07,11.815,11.815,11.815,11.815,500.0
2010-06-08,11.815,12.135,11.815,12.135,3860.0
2010-06-09,12.135,12.135,12.135,12.135,350.0
2010-06-10,12.135,12.135,12.135,12.135,4270.0
2010-06-11,12.135,12.135,12.135,12.135,3.0
2010-06-12,12.135,12.135,12.135,12.135,3.0
2010-06-13,12.135,12.135,12.135,12.135,3.0
2010-06-14,11.815,11.815,11.815,11.815,395.0
2010-06-15,11.815,11.815,11.815,11.815,1040.0
2010-06-16,11.815,11.815,11.815,11.815,1040.0
2010-06-17,11.815,11.815,11.815,11.815,1040.0
2010-06-18,11.496,11.496,11.177,11.177,730.0
2010-06-19,11.496,11.496,11.177,11.177,730.0
2010-06-20,11.496,11.496,11.177,11.177,730.0
2010-06-21,11.496,11.496,11.177,11.177,730.0
2010-06-22,10.219,10.857,10.219,10.857,350.0
2010-06-23,10.219,10.219,10.219,10.219,200.0
2010-06-24,10.219,10.219,10.219,10.219,30.0
2010-06-25,9.58,9.58,9.58,9.58,2613.0
2010-06-26,9.58,9.58,9.58,9.58,2613.0
2010-06-27,9.58,9.58,9.58,9.58,2613.0
2010-06-28,9.58,9.58,9.58,9.58,60.0
2010-06-29,9.58,9.58,9.261,9.58,1040.0
2010-06-30,8.941,8.941,8.941,8.941,612.0
2010-07-01,9.58,9.58,9.58,9.58,191.0
2010-07-02,9.58,9.58,9.58,9.58,191.0
2010-07-03,9.58,9.58,9.58,9.58,191.0
2010-07-04,9.58,9.58,9.58,9.58,191.0
2010-07-05,9.58,9.58,9.58,9.58,191.0
2010-07-06,9.58,9.58,9.58,9.58,6121.0
2010-07-07,9.58,9.58,9.58,9.58,1270.0
2010-07-08,9.58,9.58,9.58,9.58,500.0
2010-07-09,8.941,8.941,8.941,8.941,920.0
2010-07-10,8.941,8.941,8.941,8.941,920.0
2010-07-11,8.941,8.941,8.941,8.941,920.0
2010-07-12,9.261,9.261,9.261,9.261,600.0
2010-07-13,9.261,9.261,9.261,9.261,127.0
2010-07-14,9.261,9.261,9.261,9.261,127.0
2010-07-15,9.261,9.261,9.261,9.261,127.0
2010-07-16,8.941,8.941,8.941,8.941,250.0
2010-07-17,8.941,8.941,8.941,8.941,250.0
2010-07-18,8.941,8.941,8.941,8.941,250.0
2010-07-19,8.941,8.941,8.941,8.941,250.0
2010-07-20,8.941,8.941,8.941,8.941,2400.0
2010-07-21,8.941,8.941,8.941,8.941,2400.0
2010-07-22,8.941,8.941,8.941,8.941,1004.0
2010-07-23,8.941,8.941,8.941,8.941,1004.0
2010-07-24,8.941,8.941,8.941,8.941,1004.0
2010-07-25,8.941,8.941,8.941,8.941,1004.0
2010-07-26,8.941,8.941,8.941,8.941,200.0
2010-07-27,8.941,9.261,8.941,9.261,800.0
2010-07-28,9.261,9.261,9.261,9.261,3450.0
2010-07-29,9.261,9.261,9.261,9.261,3450.0
2010-07-30,9.261,9.261,9.261,9.261,3450.0
2010-07-31,9.261,9.261,9.261,9.261,3450.0
2010-08-01,9.261,9.261,9.261,9.261,3450.0
2010-08-02,9.261,9.261,9.261,9.261,3450.0
2010-08-03,9.261,9.261,9.261,9.261,1257.0
2010-08-04,9.261,9.261,9.261,9.261,3194.0
2010-08-05,9.261,9.261,9.261,9.261,3194.0
2010-08-06,9.261,9.261,9.261,9.261,100.0
2010-08-07,9.261,9.261,9.261,9.261,100.0
2010-08-08,9.261,9.261,9.261,9.261,100.0
2010-08-09,9.261,9.261,9.261,9.261,121.0
2010-08-10,9.58,9.58,9.58,9.58,120.0
2010-08-11,9.261,9.58,9.261,9.58,10130.0
2010-08-12,9.58,9.58,9.58,9.58,1330.0
2010-08-13,9.58,9.58,9.58,9.58,280.0
2010-08-14,9.58,9.58,9.58,9.58,280.0
2010-08-15,9.58,9.58,9.58,9.58,280.0
2010-08-16,9.58,9.58,9.58,9.58,5000.0
2010-08-17,9.58,9.58,9.58,9.58,5000.0
2010-08-18,10.538,10.538,10.219,10.538,2160.0
2010-08-19,11.177,11.177,11.177,11.177,1000.0
2010-08-20,10.857,10.857,10.857,10.857,220.0
2010-08-21,10.857,10.857,10.857,10.857,220.0
2010-08-22,10.857,10.857,10.857,10.857,220.0
2010-08-23,10.538,10.538,10.538,10.538,40.0
2010-08-24,10.538,10.538,10.538,10.538,40.0
2010-08-25,10.538,10.538,10.538,10.538,16.0
2010-08-26,9.899,9.899,9.261,9.58,1430.0
2010-08-27,9.899,9.899,9.261,9.58,1430.0
2010-08-28,9.899,9.899,9.261,9.58,1430.0
2010-08-29,9.899,9.899,9.261,9.58,1430.0
2010-08-30,9.58,9.58,9.58,9.58,1670.0
2010-08-31,9.58,9.58,9.58,9.58,6.0
2010-09-01,9.58,9.58,9.58,9.58,323.0
2010-09-02,9.58,9.58,9.58,9.58,4930.0
2010-09-03,9.58,9.58,9.58,9.58,1125.0
2010-09-04,9.58,9.58,9.58,9.58,1125.0
2010-09-05,9.58,9.58,9.58,9.58,1125.0
2010-09-06,9.58,9.58,9.58,9.58,1125.0
2010-09-07,9.58,9.58,9.58,9.58,580.0
2010-09-08,9.58,10.538,9.58,10.538,1130.0
2010-09-09,9.58,10.538,9.58,10.538,1130.0
2010-09-10,9.899,9.899,9.261,9.58,3340.0
2010-09-11,9.899,9.899,9.261,9.58,3340.0
2010-09-12,9.899,9.899,9.261,9.58,3340.0
2010-09-13,9.58,9.58,9.58,9.58,1500.0
2010-09-14,9.58,9.58,9.58,9.58,1500.0
2010-09-15,9.58,9.58,9.58,9.58,1000.0
2010-09-16,9.58,9.58,9.58,9.58,200.0
2010-09-17,9.58,9.58,9.58,9.58,200.0
2010-09-18,9.58,9.58,9.58,9.58,200.0
2010-09-19,9.58,9.58,9.58,9.58,200.0
2010-09-20,9.58,9.58,9.58,9.58,200.0
2010-09-21,9.261,9.58,8.941,9.58,3310.0
2010-09-22,9.58,9.58,9.58,9.58,500.0
2010-09-23,9.58,9.58,9.58,9.58,12.0
2010-09-24,9.58,9.58,9.58,9.58,671.0
2010-09-25,9.58,9.58,9.58,9.58,671.0
2010-09-26,9.58,9.58,9.58,9.58,671.0
2010-09-27,9.58,9.58,9.58,9.58,1500.0
2010-09-28,9.58,9.58,9.58,9.58,1500.0
2010-09-29,9.58,9.58,9.58,9.58,39.0
2010-09-30,9.58,9.58,9.58,9.58,39.0
2010-10-01,9.069,9.58,9.069,9.58,4600.0
2010-10-02,9.069,9.58,9.069,9.58,4600.0
2010-10-03,9.069,9.58,9.069,9.58,4600.0
2010-10-04,9.58,9.58,9.58,9.58,3330.0
2010-10-05,9.58,9.58,9.58,9.58,3330.0
2010-10-06,9.58,9.58,9.58,9.58,3330.0
2010-10-07,9.197,9.197,8.941,8.941,3745.0
2010-10-08,9.197,9.197,8.941,8.941,3745.0
2010-10-09,9.197,9.197,8.941,8.941,3745.0
2010-10-10,9.197,9.197,8.941,8.941,3745.0
2010-10-11,8.941,9.261,8.941,9.261,790.0
2010-10-12,8.941,9.261,8.941,9.261,4.0
2010-10-13,9.325,9.325,9.325,9.325,5180.0
2010-10-14,9.516,9.516,9.516,9.516,15.0
2010-10-15,9.516,9.516,9.516,9.516,15.0
2010-10-16,9.516,9.516,9.516,9.516,15.0
2010-10-17,9.516,9.516,9.516,9.516,15.0
2010-10-18,9.516,9.516,9.516,9.516,15.0
2010-10-19,9.58,9.58,9.516,9.516,1590.0
2010-10-20,9.261,9.261,9.261,9.261,103.0
2010-10-21,9.005,9.005,9.005,9.005,100.0
2010-10-22,9.005,9.005,9.005,9.005,100.0
2010-10-23,9.005,9.005,9.005,9.005,100.0
2010-10-24,9.005,9.005,9.005,9.005,100.0
2010-10-25,9.261,9.261,9.261,9.261,2840.0
2010-10-26,9.516,9.516,9.516,9.516,13.0
2010-10-27,9.516,9.516,9.516,9.516,13.0
2010-10-28,9.516,9.516,9.516,9.516,13.0
2010-10-29,9.389,9.389,9.389,9.389,1352.0
2010-10-30,9.389,9.389,9.389,9.389,1352.0
2010-10-31,9.389,9.389,9.389,9.389,1352.0
2010-11-01,9.389,9.389,9.325,9.389,1565.0
2010-11-02,9.516,9.516,9.389,9.389,2710.0
2010-11-03,9.389,9.389,9.389,9.389,2010.0
2010-11-04,9.389,9.389,9.389,9.389,360.0
2010-11-05,9.389,9.389,9.389,9.389,360.0
2010-11-06,9.389,9.389,9.389,9.389,360.0
2010-11-07,9.389,9.389,9.389,9.389,360.0
2010-11-08,9.069,9.069,9.069,9.069,4947.0
2010-11-09,9.069,9.069,9.069,9.069,4947.0
2010-11-10,9.069,9.069,9.069,9.069,185.0
2010-11-11,9.069,9.069,9.069,9.069,185.0
2010-11-12,9.069,9.069,9.069,9.069,1905.0
2010-11-13,9.069,9.069,9.069,9.069,1905.0
2010-11-14,9.069,9.069,9.069,9.069,1905.0
2010-11-15,9.069,9.069,9.069,9.069,1905.0
2010-11-16,9.069,9.069,9.069,9.069,1905.0
2010-11-17,8.941,8.941,8.941,8.941,110.0
2010-11-18,8.878,8.941,8.878,8.941,880.0
2010-11-19,8.622,8.622,8.622,8.622,27.0
2010-11-20,8.622,8.622,8.622,8.622,27.0
2010-11-21,8.622,8.622,8.622,8.622,27.0
2010-11-22,8.111,8.111,7.983,7.983,3657.0
2010-11-23,7.983,7.983,7.983,7.983,20.0
2010-11-24,7.983,7.983,7.983,7.983,4290.0
2010-11-25,8.494,8.494,8.494,8.494,50.0
2010-11-26,8.494,8.494,8.494,8.494,87.0
2010-11-27,8.494,8.494,8.494,8.494,87.0
2010-11-28,8.494,8.494,8.494,8.494,87.0
2010-11-29,8.494,8.494,8.494,8.494,2713.0
2010-11-30,8.878,8.941,8.622,8.622,4870.0
2010-12-01,8.814,8.814,8.814,8.814,461.0
2010-12-02,8.814,8.814,8.814,8.814,461.0
2010-12-03,8.047,8.047,7.983,7.983,1750.0
2010-12-04,8.047,8.047,7.983,7.983,1750.0
2010-12-05,8.047,8.047,7.983,7.983,1750.0
2010-12-06,7.983,7.983,7.983,7.983,200.0
2010-12-07,7.983,7.983,7.983,7.983,200.0
2010-12-08,7.664,7.983,6.706,7.983,12407.0
2010-12-09,7.983,7.983,7.664,7.664,620.0
2010-12-10,7.983,7.983,7.664,7.664,620.0
2010-12-11,7.983,7.983,7.664,7.664,620.0
2010-12-12,7.983,7.983,7.664,7.664,620.0
2010-12-13,7.983,7.983,7.664,7.664,620.0
2010-12-14,6.898,7.983,6.898,7.983,250.0
2010-12-15,7.664,7.664,7.664,7.664,3710.0
2010-12-16,7.664,7.664,7.664,7.664,3710.0
2010-12-17,8.303,8.622,8.303,8.622,75.0
2010-12-18,8.303,8.622,8.303,8.622,75.0
2010-12-19,8.303,8.622,8.303,8.622,75.0
2010-12-20,8.303,8.303,8.303,8.303,60.0
2010-12-21,7.664,8.303,7.664,8.303,874.0
2010-12-22,7.664,8.303,7.664,8.303,874.0
2010-12-23,8.303,8.303,8.303,8.303,27.0
2010-12-24,8.303,8.303,8.303,8.303,20.0
2010-12-25,8.303,8.303,8.303,8.303,20.0
2010-12-26,8.303,8.303,8.303,8.303,20.0
2010-12-27,8.303,8.303,8.303,8.303,20.0
2010-12-28,8.303,8.303,8.303,8.303,20.0
2010-12-29,8.303,8.303,8.303,8.303,20.0
2010-12-30,8.303,8.303,8.303,8.303,20.0
2010-12-31,7.983,7.983,7.983,7.983,180.0
2011-01-01,7.983,7.983,7.983,7.983,180.0
2011-01-02,7.983,7.983,7.983,7.983,180.0
2011-01-03,7.983,7.983,7.983,7.983,180.0
2011-01-04,7.983,8.303,7.664,8.303,1040.0
2011-01-05,7.983,8.303,7.664,8.303,1040.0
2011-01-06,7.983,8.303,7.664,8.303,1040.0
2011-01-07,8.239,8.239,7.664,7.983,1206.0
2011-01-08,8.239,8.239,7.664,7.983,1206.0
2011-01-09,8.239,8.239,7.664,7.983,1206.0
2011-01-10,8.239,8.239,7.664,7.983,1206.0
2011-01-11,7.983,7.983,7.983,7.983,500.0
2011-01-12,7.983,7.983,7.983,7.983,200.0
2011-01-13,7.664,7.664,7.664,7.664,100.0
2011-01-14,7.664,7.664,7.664,7.664,100.0
2011-01-15,7.664,7.664,7.664,7.664,100.0
2011-01-16,7.664,7.664,7.664,7.664,100.0
2011-01-17,7.664,7.983,7.664,7.983,542.0
2011-01-18,7.983,7.983,7.983,7.983,10.0
2011-01-19,7.664,7.664,7.664,7.664,220.0
2011-01-20,7.664,7.664,7.664,7.664,2170.0
2011-01-21,7.792,7.792,7.664,7.664,740.0
2011-01-22,7.792,7.792,7.664,7.664,740.0
2011-01-23,7.792,7.792,7.664,7.664,740.0
2011-01-24,7.983,7.983,7.728,7.728,550.0
2011-01-25,7.983,7.983,7.983,7.983,150.0
2011-01-26,8.239,8.239,8.239,8.239,200.0
2011-01-27,8.239,8.303,8.239,8.303,200.0
2011-01-28,8.239,8.303,8.239,8.303,200.0
2011-01-29,8.239,8.303,8.239,8.303,200.0
2011-01-30,8.239,8.303,8.239,8.303,200.0
2011-01-31,8.239,8.303,8.239,8.303,200.0
2011-02-01,8.303,8.303,8.303,8.303,2000.0
2011-02-02,8.239,8.239,8.239,8.239,230.0
2011-02-03,8.239,8.239,8.239,8.239,230.0
2011-02-04,8.239,8.303,7.983,8.303,230.0
2011-02-05,8.239,8.303,7.983,8.303,230.0
2011-02-06,8.239,8.303,7.983,8.303,230.0
2011-02-07,7.983,7.983,7.983,7.983,80.0
2011-02-08,8.303,8.303,8.303,8.303,47.0
2011-02-09,7.983,7.983,7.983,7.983,260.0
2011-02-10,7.983,7.983,7.983,7.983,450.0
2011-02-11,7.983,7.983,7.983,7.983,450.0
2011-02-12,7.983,7.983,7.983,7.983,450.0
2011-02-13,7.983,7.983,7.983,7.983,450.0
2011-02-14,7.728,7.728,7.728,7.728,1350.0
2011-02-15,7.728,7.728,7.728,7.728,1350.0
2011-02-16,7.728,7.728,7.728,7.728,1350.0
2011-02-17,7.792,7.792,7.792,7.792,770.0
2011-02-18,7.983,7.983,7.792,7.792,100.0
2011-02-19,7.983,7.983,7.792,7.792,100.0
2011-02-20,7.983,7.983,7.792,7.792,100.0
2011-02-21,7.792,7.792,7.728,7.728,1890.0
2011-02-22,7.728,7.792,7.728,7.792,2850.0
2011-02-23,7.983,7.983,7.983,7.983,9500.0
2011-02-24,7.983,7.983,7.983,7.983,10000.0
2011-02-25,7.856,7.983,7.856,7.983,2620.0
2011-02-26,7.856,7.983,7.856,7.983,2620.0
2011-02-27,7.856,7.983,7.856,7.983,2620.0
2011-02-28,7.983,7.983,7.983,7.983,380.0
2011-03-01,7.983,7.983,7.856,7.856,17260.0
2011-03-02,7.92,8.239,7.792,8.239,1505.0
2011-03-03,7.983,7.983,7.728,7.728,21149.0
2011-03-04,8.239,8.303,8.239,8.303,1190.0
2011-03-05,8.239,8.303,8.239,8.303,1190.0
2011-03-06,8.239,8.303,8.239,8.303,1190.0
2011-03-07,7.983,8.303,7.983,8.303,410.0
2011-03-08,8.303,8.303,8.303,8.303,150.0
2011-03-09,8.558,8.558,8.111,8.111,890.0
2011-03-10,8.303,8.558,8.303,8.558,190.0
2011-03-11,8.558,8.558,8.558,8.558,659.0
2011-03-12,8.558,8.558,8.558,8.558,659.0
2011-03-13,8.558,8.558,8.558,8.558,659.0
2011-03-14,8.303,8.303,8.303,8.303,50.0
2011-03-15,8.303,8.303,8.303,8.303,600.0
2011-03-16,8.303,8.303,8.303,8.303,402.0
2011-03-17,8.303,8.303,8.303,8.303,402.0
2011-03-18,8.303,8.303,8.047,8.047,194.0
2011-03-19,8.303,8.303,8.047,8.047,194.0
2011-03-20,8.303,8.303,8.047,8.047,194.0
2011-03-21,8.303,8.303,8.047,8.047,2.0
2011-03-22,8.303,8.303,8.047,8.047,2.0
2011-03-23,8.303,8.303,8.303,8.303,190.0
2011-03-24,8.111,8.111,8.047,8.047,653.0
2011-03-25,8.175,8.175,8.175,8.175,120.0
2011-03-26,8.175,8.175,8.175,8.175,120.0
2011-03-27,8.175,8.175,8.175,8.175,120.0
2011-03-28,8.047,8.047,8.047,8.047,247.0
2011-03-29,8.047,8.047,8.047,8.047,247.0
2011-03-30,8.303,8.303,8.303,8.303,32.0
2011-03-31,8.047,8.047,8.047,8.047,1000.0
2011-04-01,8.047,8.047,8.047,8.047,1000.0
2011-04-02,8.047,8.047,8.047,8.047,1000.0
2011-04-03,8.047,8.047,8.047,8.047,1000.0
2011-04-04,8.303,8.303,8.303,8.303,150.0
2011-04-05,8.047,8.303,7.983,8.303,2850.0
2011-04-06,8.047,8.303,7.983,8.303,2850.0
2011-04-07,8.047,8.303,7.983,8.303,2850.0
2011-04-08,8.239,8.239,8.239,8.239,400.0
2011-04-09,8.239,8.239,8.239,8.239,400.0
2011-04-10,8.239,8.239,8.239,8.239,400.0
2011-04-11,8.239,8.239,8.239,8.239,400.0
2011-04-12,8.111,8.239,8.111,8.239,2290.0
2011-04-13,8.303,8.303,8.303,8.303,2000.0
2011-04-14,8.303,8.303,8.303,8.303,11.0
2011-04-15,8.303,8.303,8.303,8.303,10.0
2011-04-16,8.303,8.303,8.303,8.303,10.0
2011-04-17,8.303,8.303,8.303,8.303,10.0
2011-04-18,8.303,8.303,8.303,8.303,4210.0
2011-04-19,8.111,8.303,8.111,8.303,1687.0
2011-04-20,8.303,8.303,8.303,8.303,6740.0
2011-04-21,8.303,8.303,8.303,8.303,1740.0
2011-04-22,8.303,8.303,8.303,8.303,1740.0
2011-04-23,8.303,8.303,8.303,8.303,1740.0
2011-04-24,8.303,8.303,8.303,8.303,1740.0
2011-04-25,8.494,8.494,8.494,8.494,2170.0
2011-04-26,8.494,8.686,8.303,8.686,8231.0
2011-04-27,8.686,8.878,8.686,8.878,4380.0
2011-04-28,8.878,8.878,8.814,8.878,2590.0
2011-04-29,8.814,8.814,8.75,8.814,2401.0
2011-04-30,8.814,8.814,8.75,8.814,2401.0
2011-05-01,8.814,8.814,8.75,8.814,2401.0
2011-05-02,8.622,8.622,8.622,8.622,3000.0
2011-05-03,8.622,8.622,8.622,8.622,68.0
2011-05-04,8.622,8.622,8.622,8.622,710.0
2011-05-05,8.622,8.75,8.622,8.75,540.0
2011-05-06,8.622,8.75,8.622,8.75,540.0
2011-05-07,8.622,8.75,8.622,8.75,540.0
2011-05-08,8.622,8.75,8.622,8.75,540.0
2011-05-09,8.75,8.75,8.75,8.75,10.0
2011-05-10,8.622,8.75,8.622,8.75,3700.0
2011-05-11,8.75,8.75,8.75,8.75,730.0
2011-05-12,8.622,8.622,8.303,8.303,8363.0
2011-05-13,8.303,8.558,8.303,8.558,20710.0
2011-05-14,8.303,8.558,8.303,8.558,20710.0
2011-05-15,8.303,8.558,8.303,8.558,20710.0
2011-05-16,8.558,8.558,8.303,8.303,2970.0
2011-05-17,8.303,8.303,8.303,8.303,2044.0
2011-05-18,8.303,8.303,8.111,8.111,20170.0
2011-05-19,8.431,8.814,8.431,8.814,720.0
