,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity
2011-05-20,8.871,8.871,8.871,8.871,509100.0
2011-05-21,8.871,8.871,8.871,8.871,509100.0
2011-05-22,8.871,8.871,8.871,8.871,509100.0
2011-05-23,8.871,8.871,8.871,8.871,509100.0
2011-05-24,8.871,8.871,8.871,8.871,509100.0
2011-05-25,8.871,8.871,8.871,8.871,509100.0
2011-05-26,8.871,8.871,8.871,8.871,509100.0
2011-05-27,8.871,8.871,8.871,8.871,509100.0
2011-05-28,8.871,8.871,8.871,8.871,509100.0
2011-05-29,8.871,8.871,8.871,8.871,509100.0
2011-05-30,8.871,8.871,8.871,8.871,509100.0
2011-05-31,8.871,8.871,8.871,8.871,509100.0
2011-06-01,8.871,8.871,8.871,8.871,509100.0
2011-06-02,8.871,8.871,8.871,8.871,509100.0
2011-06-03,8.871,8.871,8.871,8.871,509100.0
2011-06-04,8.871,8.871,8.871,8.871,509100.0
2011-06-05,8.871,8.871,8.871,8.871,509100.0
2011-06-06,8.871,8.871,8.871,8.871,509100.0
2011-06-07,8.871,8.871,8.871,8.871,509100.0
2011-06-08,8.871,8.871,8.871,8.871,509100.0
2011-06-09,8.871,8.871,8.871,8.871,509100.0
2011-06-10,8.871,8.871,8.871,8.871,509100.0
2011-06-11,8.871,8.871,8.871,8.871,509100.0
2011-06-12,8.871,8.871,8.871,8.871,509100.0
2011-06-13,8.871,8.871,8.871,8.871,509100.0
2011-06-14,8.871,8.871,8.871,8.871,509100.0
2011-06-15,8.871,8.871,8.871,8.871,509100.0
2011-06-16,8.871,8.871,8.871,8.871,509100.0
2011-06-17,8.871,8.871,8.871,8.871,509100.0
2011-06-18,8.871,8.871,8.871,8.871,509100.0
2011-06-19,8.871,8.871,8.871,8.871,509100.0
2011-06-20,8.871,8.871,8.871,8.871,509100.0
2011-06-21,8.871,8.871,8.871,8.871,509100.0
2011-06-22,8.871,8.871,8.871,8.871,509100.0
2011-06-23,8.871,8.871,8.871,8.871,509100.0
2011-06-24,8.871,8.871,8.871,8.871,509100.0
2011-06-25,8.871,8.871,8.871,8.871,509100.0
2011-06-26,8.871,8.871,8.871,8.871,509100.0
2011-06-27,8.871,8.871,8.871,8.871,509100.0
2011-06-28,8.871,8.871,8.871,8.871,509100.0
2011-06-29,8.871,8.871,8.871,8.871,509100.0
2011-06-30,8.871,8.871,8.871,8.871,509100.0
2011-07-01,8.871,8.871,8.871,8.871,509100.0
2011-07-02,8.871,8.871,8.871,8.871,509100.0
2011-07-03,8.871,8.871,8.871,8.871,509100.0
2011-07-04,8.871,8.871,8.871,8.871,509100.0
2011-07-05,8.871,8.871,8.871,8.871,509100.0
2011-07-06,8.871,8.871,8.871,8.871,509100.0
2011-07-07,8.726,8.726,8.726,8.726,9800.0
2011-07-08,8.726,8.726,8.726,8.726,700.0
2011-07-09,8.726,8.726,8.726,8.726,700.0
2011-07-10,8.726,8.726,8.726,8.726,700.0
2011-07-11,8.726,8.726,8.726,8.726,700.0
2011-07-12,8.726,8.726,8.726,8.726,700.0
2011-07-13,8.726,8.726,8.726,8.726,700.0
2011-07-14,8.726,8.726,8.726,8.726,700.0
2011-07-15,8.726,8.726,8.726,8.726,700.0
2011-07-16,8.726,8.726,8.726,8.726,700.0
2011-07-17,8.726,8.726,8.726,8.726,700.0
2011-07-18,8.726,8.726,8.726,8.726,700.0
2011-07-19,8.726,8.726,8.726,8.726,700.0
2011-07-20,8.726,8.726,8.726,8.726,700.0
2011-07-21,8.726,8.726,8.726,8.726,9500.0
2011-07-22,8.726,8.726,8.726,8.726,9500.0
2011-07-23,8.726,8.726,8.726,8.726,9500.0
2011-07-24,8.726,8.726,8.726,8.726,9500.0
2011-07-25,8.726,8.726,8.726,8.726,9500.0
2011-07-26,8.726,8.726,8.726,8.726,9500.0
2011-07-27,8.726,8.726,8.726,8.726,9500.0
2011-07-28,8.726,8.726,8.726,8.726,9500.0
2011-07-29,8.726,8.726,8.726,8.726,9500.0
2011-07-30,8.726,8.726,8.726,8.726,9500.0
2011-07-31,8.726,8.726,8.726,8.726,9500.0
2011-08-01,8.726,8.726,8.726,8.726,9500.0
2011-08-02,8.726,8.726,8.726,8.726,9500.0
2011-08-03,8.726,8.726,8.726,8.726,9500.0
2011-08-04,8.726,8.726,8.726,8.726,9500.0
2011-08-05,8.726,8.726,8.726,8.726,9500.0
2011-08-06,8.726,8.726,8.726,8.726,9500.0
2011-08-07,8.726,8.726,8.726,8.726,9500.0
2011-08-08,8.726,8.726,8.726,8.726,9500.0
2011-08-09,8.726,8.726,8.726,8.726,9500.0
2011-08-10,8.726,8.726,8.726,8.726,9500.0
2011-08-11,8.726,8.726,8.726,8.726,9500.0
2011-08-12,8.726,8.726,8.726,8.726,9500.0
2011-08-13,8.726,8.726,8.726,8.726,9500.0
2011-08-14,8.726,8.726,8.726,8.726,9500.0
2011-08-15,8.726,8.726,8.726,8.726,9500.0
2011-08-16,8.726,8.726,8.726,8.726,9500.0
2011-08-17,8.726,8.726,8.726,8.726,9500.0
2011-08-18,8.726,8.726,8.726,8.726,9500.0
2011-08-19,8.726,8.726,8.726,8.726,9500.0
2011-08-20,8.726,8.726,8.726,8.726,9500.0
2011-08-21,8.726,8.726,8.726,8.726,9500.0
2011-08-22,8.726,8.726,8.726,8.726,9500.0
2011-08-23,8.726,8.726,8.726,8.726,9500.0
2011-08-24,8.726,8.726,8.726,8.726,9500.0
2011-08-25,8.726,8.726,8.726,8.726,9500.0
2011-08-26,8.726,8.726,8.726,8.726,9500.0
2011-08-27,8.726,8.726,8.726,8.726,9500.0
2011-08-28,8.726,8.726,8.726,8.726,9500.0
2011-08-29,8.726,8.726,8.726,8.726,9500.0
2011-08-30,8.726,8.726,8.726,8.726,9500.0
2011-08-31,8.726,8.726,8.726,8.726,9500.0
2011-09-01,8.726,8.726,8.726,8.726,9500.0
2011-09-02,8.726,8.726,8.726,8.726,9500.0
2011-09-03,8.726,8.726,8.726,8.726,9500.0
2011-09-04,8.726,8.726,8.726,8.726,9500.0
2011-09-05,8.726,8.726,8.726,8.726,9500.0
2011-09-06,8.726,8.726,8.726,8.726,9500.0
2011-09-07,8.726,8.726,8.726,8.726,9500.0
2011-09-08,8.726,8.726,8.726,8.726,9500.0
2011-09-09,8.726,8.726,8.726,8.726,9500.0
2011-09-10,8.726,8.726,8.726,8.726,9500.0
2011-09-11,8.726,8.726,8.726,8.726,9500.0
2011-09-12,8.726,8.726,8.726,8.726,9500.0
2011-09-13,8.726,8.726,8.726,8.726,9500.0
2011-09-14,8.726,8.726,8.726,8.726,9500.0
2011-09-15,8.726,8.726,8.726,8.726,9500.0
2011-09-16,8.726,8.726,8.726,8.726,9500.0
2011-09-17,8.726,8.726,8.726,8.726,9500.0
2011-09-18,8.726,8.726,8.726,8.726,9500.0
2011-09-19,8.726,8.726,8.726,8.726,9500.0
2011-09-20,8.726,8.726,8.726,8.726,9500.0
2011-09-21,8.726,8.726,8.726,8.726,9500.0
2011-09-22,8.726,8.726,8.726,8.726,9500.0
2011-09-23,8.726,8.726,8.726,8.726,9500.0
2011-09-24,8.726,8.726,8.726,8.726,9500.0
2011-09-25,8.726,8.726,8.726,8.726,9500.0
2011-09-26,8.726,8.726,8.726,8.726,9500.0
2011-09-27,8.726,8.726,8.726,8.726,9500.0
2011-09-28,8.726,8.726,8.726,8.726,9500.0
2011-09-29,8.726,8.726,8.726,8.726,9500.0
2011-09-30,8.726,8.726,8.726,8.726,9500.0
2011-10-01,8.726,8.726,8.726,8.726,9500.0
2011-10-02,8.726,8.726,8.726,8.726,9500.0
2011-10-03,8.726,8.726,8.726,8.726,9500.0
2011-10-04,8.726,8.726,8.726,8.726,9500.0
2011-10-05,8.726,8.726,8.726,8.726,9500.0
2011-10-06,8.726,8.726,8.726,8.726,9500.0
2011-10-07,8.726,8.726,8.726,8.726,9500.0
2011-10-08,8.726,8.726,8.726,8.726,9500.0
2011-10-09,8.726,8.726,8.726,8.726,9500.0
2011-10-10,8.726,8.726,8.726,8.726,9500.0
2011-10-11,8.726,8.726,8.726,8.726,9500.0
2011-10-12,8.726,8.726,8.726,8.726,9500.0
2011-10-13,8.726,8.726,8.726,8.726,9500.0
2011-10-14,8.726,8.726,8.726,8.726,9500.0
2011-10-15,8.726,8.726,8.726,8.726,9500.0
2011-10-16,8.726,8.726,8.726,8.726,9500.0
2011-10-17,8.726,8.726,8.726,8.726,9500.0
2011-10-18,8.726,8.726,8.726,8.726,9500.0
2011-10-19,8.726,8.726,8.726,8.726,9500.0
2011-10-20,8.726,8.726,8.726,8.726,9500.0
2011-10-21,8.726,8.726,8.726,8.726,9500.0
2011-10-22,8.726,8.726,8.726,8.726,9500.0
2011-10-23,8.726,8.726,8.726,8.726,9500.0
2011-10-24,8.726,8.726,8.726,8.726,9500.0
2011-10-25,8.726,8.726,8.726,8.726,9500.0
2011-10-26,8.726,8.726,8.726,8.726,9500.0
2011-10-27,8.726,8.726,8.726,8.726,9500.0
2011-10-28,8.726,8.726,8.726,8.726,9500.0
2011-10-29,8.726,8.726,8.726,8.726,9500.0
2011-10-30,8.726,8.726,8.726,8.726,9500.0
2011-10-31,8.726,8.726,8.726,8.726,9500.0
2011-11-01,8.726,8.726,8.726,8.726,9500.0
2011-11-02,8.726,8.726,8.726,8.726,9500.0
2011-11-03,8.726,8.726,8.726,8.726,9500.0
2011-11-04,8.726,8.726,8.726,8.726,9500.0
2011-11-05,8.726,8.726,8.726,8.726,9500.0
2011-11-06,8.726,8.726,8.726,8.726,9500.0
2011-11-07,8.057,8.057,8.057,8.057,20000.0
2011-11-08,8.057,8.057,8.057,8.057,800.0
2011-11-09,8.057,8.057,8.057,8.057,800.0
2011-11-10,8.057,8.057,8.057,8.057,800.0
2011-11-11,8.057,8.057,8.057,8.057,800.0
2011-11-12,8.057,8.057,8.057,8.057,800.0
2011-11-13,8.057,8.057,8.057,8.057,800.0
2011-11-14,8.057,8.057,8.057,8.057,800.0
2011-11-15,8.057,8.057,8.057,8.057,800.0
2011-11-16,8.057,8.057,8.057,8.057,800.0
2011-11-17,8.057,8.057,8.057,8.057,800.0
2011-11-18,8.057,8.057,8.057,8.057,800.0
2011-11-19,8.057,8.057,8.057,8.057,800.0
2011-11-20,8.057,8.057,8.057,8.057,800.0
2011-11-21,8.057,8.057,8.057,8.057,800.0
2011-11-22,7.65,7.65,7.65,7.65,4000.0
2011-11-23,7.65,7.65,7.65,7.65,4000.0
2011-11-24,7.65,7.65,7.65,7.65,4000.0
2011-11-25,7.65,7.65,7.65,7.65,4000.0
2011-11-26,7.65,7.65,7.65,7.65,4000.0
2011-11-27,7.65,7.65,7.65,7.65,4000.0
2011-11-28,7.65,7.65,7.65,7.65,4000.0
2011-11-29,7.65,7.65,7.65,7.65,4000.0
2011-11-30,7.65,7.65,7.65,7.65,4000.0
2011-12-01,7.65,7.65,7.65,7.65,4000.0
2011-12-02,7.65,7.65,7.65,7.65,4000.0
2011-12-03,7.65,7.65,7.65,7.65,4000.0
2011-12-04,7.65,7.65,7.65,7.65,4000.0
2011-12-05,7.65,7.65,7.65,7.65,4000.0
2011-12-06,7.65,7.65,7.65,7.65,4000.0
2011-12-07,7.65,7.65,7.65,7.65,4000.0
2011-12-08,8.726,8.726,8.726,8.726,47800.0
2011-12-09,8.726,8.726,8.726,8.726,47800.0
2011-12-10,8.726,8.726,8.726,8.726,47800.0
2011-12-11,8.726,8.726,8.726,8.726,47800.0
2011-12-12,8.726,8.726,8.726,8.726,47800.0
2011-12-13,8.726,8.726,8.726,8.726,47800.0
2011-12-14,8.726,8.726,8.726,8.726,47800.0
2011-12-15,8.726,8.726,8.726,8.726,200.0
2011-12-16,8.726,8.726,8.726,8.726,200.0
2011-12-17,8.726,8.726,8.726,8.726,200.0
2011-12-18,8.726,8.726,8.726,8.726,200.0
2011-12-19,8.726,8.726,8.726,8.726,200.0
2011-12-20,8.726,8.726,8.726,8.726,200.0
2011-12-21,8.726,8.726,8.726,8.726,200.0
2011-12-22,8.726,8.726,8.726,8.726,200.0
2011-12-23,8.726,8.726,8.726,8.726,200.0
2011-12-24,8.726,8.726,8.726,8.726,200.0
2011-12-25,8.726,8.726,8.726,8.726,200.0
2011-12-26,8.726,8.726,8.726,8.726,200.0
2011-12-27,8.726,8.726,8.726,8.726,200.0
2011-12-28,8.726,8.726,8.726,8.726,200.0
2011-12-29,8.726,8.726,8.726,8.726,200.0
2011-12-30,8.726,8.726,8.726,8.726,200.0
2011-12-31,8.726,8.726,8.726,8.726,200.0
2012-01-01,8.726,8.726,8.726,8.726,200.0
2012-01-02,8.726,8.726,8.726,8.726,200.0
2012-01-03,8.726,8.726,8.726,8.726,200.0
2012-01-04,8.726,8.726,8.726,8.726,200.0
2012-01-05,8.726,8.726,8.726,8.726,200.0
2012-01-06,8.726,8.726,8.726,8.726,200.0
2012-01-07,8.726,8.726,8.726,8.726,200.0
2012-01-08,8.726,8.726,8.726,8.726,200.0
2012-01-09,8.726,8.726,8.726,8.726,200.0
2012-01-10,8.726,8.726,8.726,8.726,200.0
2012-01-11,8.726,8.726,8.726,8.726,200.0
2012-01-12,8.726,8.726,8.726,8.726,200.0
2012-01-13,8.726,8.726,8.726,8.726,200.0
2012-01-14,8.726,8.726,8.726,8.726,200.0
2012-01-15,8.726,8.726,8.726,8.726,200.0
2012-01-16,8.726,8.726,8.726,8.726,200.0
2012-01-17,8.726,8.726,8.726,8.726,200.0
2012-01-18,8.726,8.726,8.726,8.726,200.0
2012-01-19,8.726,8.726,8.726,8.726,200.0
2012-01-20,8.726,8.726,8.726,8.726,200.0
2012-01-21,8.726,8.726,8.726,8.726,200.0
2012-01-22,8.726,8.726,8.726,8.726,200.0
2012-01-23,8.726,8.726,8.726,8.726,200.0
2012-01-24,8.726,8.726,8.726,8.726,200.0
2012-01-25,8.726,8.726,8.726,8.726,200.0
2012-01-26,8.726,8.726,8.726,8.726,200.0
2012-01-27,8.726,8.726,8.726,8.726,200.0
2012-01-28,8.726,8.726,8.726,8.726,200.0
2012-01-29,8.726,8.726,8.726,8.726,200.0
2012-01-30,8.726,8.726,8.726,8.726,200.0
2012-01-31,8.726,8.726,8.726,8.726,200.0
2012-02-01,8.726,8.726,8.726,8.726,200.0
2012-02-02,8.726,8.726,8.726,8.726,200.0
2012-02-03,8.726,8.726,8.726,8.726,200.0
2012-02-04,8.726,8.726,8.726,8.726,200.0
2012-02-05,8.726,8.726,8.726,8.726,200.0
2012-02-06,8.726,8.726,8.726,8.726,200.0
2012-02-07,8.726,8.726,8.726,8.726,200.0
2012-02-08,8.726,8.726,8.726,8.726,200.0
2012-02-09,8.726,8.726,8.726,8.726,200.0
2012-02-10,8.726,8.726,8.726,8.726,200.0
2012-02-11,8.726,8.726,8.726,8.726,200.0
2012-02-12,8.726,8.726,8.726,8.726,200.0
2012-02-13,8.726,8.726,8.726,8.726,200.0
2012-02-14,8.726,8.726,8.726,8.726,200.0
2012-02-15,8.726,8.726,8.726,8.726,200.0
2012-02-16,8.726,8.726,8.726,8.726,10000.0
2012-02-17,8.726,8.726,8.726,8.726,10000.0
2012-02-18,8.726,8.726,8.726,8.726,10000.0
2012-02-19,8.726,8.726,8.726,8.726,10000.0
2012-02-20,8.726,8.726,8.726,8.726,10000.0
2012-02-21,8.726,8.726,8.726,8.726,10000.0
2012-02-22,8.726,8.726,8.726,8.726,10000.0
2012-02-23,8.726,8.726,8.726,8.726,100.0
2012-02-24,8.726,8.726,8.726,8.726,100.0
2012-02-25,8.726,8.726,8.726,8.726,100.0
2012-02-26,8.726,8.726,8.726,8.726,100.0
2012-02-27,8.726,8.726,8.726,8.726,100.0
2012-02-28,8.726,8.726,8.726,8.726,100.0
2012-02-29,8.726,8.726,8.726,8.726,100.0
2012-03-01,8.726,8.726,8.726,8.726,100.0
2012-03-02,8.726,8.726,8.726,8.726,100.0
2012-03-03,8.726,8.726,8.726,8.726,100.0
2012-03-04,8.726,8.726,8.726,8.726,100.0
2012-03-05,8.726,8.726,8.726,8.726,100.0
2012-03-06,8.726,8.726,8.726,8.726,100.0
2012-03-07,8.726,8.726,8.726,8.726,100.0
2012-03-08,8.726,8.726,8.726,8.726,100.0
2012-03-09,8.726,8.726,8.726,8.726,100.0
2012-03-10,8.726,8.726,8.726,8.726,100.0
2012-03-11,8.726,8.726,8.726,8.726,100.0
2012-03-12,8.726,8.726,8.726,8.726,100.0
2012-03-13,8.726,8.726,8.726,8.726,100.0
2012-03-14,8.726,8.726,8.726,8.726,100.0
2012-03-15,8.726,8.726,8.726,8.726,100.0
2012-03-16,8.726,8.726,8.726,8.726,100.0
2012-03-17,8.726,8.726,8.726,8.726,100.0
2012-03-18,8.726,8.726,8.726,8.726,100.0
2012-03-19,8.726,8.726,8.726,8.726,100.0
2012-03-20,8.726,8.726,8.726,8.726,100.0
2012-03-21,8.916,8.916,8.916,8.916,200.0
2012-03-22,8.916,8.916,8.916,8.916,200.0
2012-03-23,8.916,8.916,8.916,8.916,200.0
2012-03-24,8.916,8.916,8.916,8.916,200.0
2012-03-25,8.916,8.916,8.916,8.916,200.0
2012-03-26,8.916,8.916,8.916,8.916,200.0
2012-03-27,8.916,8.916,8.916,8.916,200.0
2012-03-28,8.916,8.916,8.916,8.916,200.0
2012-03-29,8.916,8.916,8.916,8.916,200.0
2012-03-30,8.916,8.916,8.916,8.916,200.0
2012-03-31,8.916,8.916,8.916,8.916,200.0
2012-04-01,8.916,8.916,8.916,8.916,200.0
2012-04-02,8.916,8.916,8.916,8.916,200.0
2012-04-03,8.916,8.916,8.916,8.916,200.0
2012-04-04,8.916,8.916,8.916,8.916,200.0
2012-04-05,8.916,8.916,8.916,8.916,200.0
2012-04-06,8.916,8.916,8.916,8.916,200.0
2012-04-07,8.916,8.916,8.916,8.916,200.0
2012-04-08,8.916,8.916,8.916,8.916,200.0
2012-04-09,8.916,8.916,8.916,8.916,200.0
2012-04-10,8.916,8.916,8.916,8.916,200.0
2012-04-11,8.916,8.916,8.916,8.916,200.0
2012-04-12,8.916,8.916,8.916,8.916,200.0
2012-04-13,8.916,8.916,8.916,8.916,200.0
2012-04-14,8.916,8.916,8.916,8.916,200.0
2012-04-15,8.916,8.916,8.916,8.916,200.0
2012-04-16,8.916,8.916,8.916,8.916,200.0
2012-04-17,8.916,8.916,8.916,8.916,200.0
2012-04-18,8.916,8.916,8.916,8.916,200.0
2012-04-19,8.916,8.916,8.916,8.916,200.0
2012-04-20,8.916,8.916,8.916,8.916,200.0
2012-04-21,8.916,8.916,8.916,8.916,200.0
2012-04-22,8.916,8.916,8.916,8.916,200.0
2012-04-23,8.349,8.349,8.349,8.349,34900.0
2012-04-24,8.349,8.349,8.349,8.349,34900.0
2012-04-25,8.349,8.349,8.349,8.349,34900.0
2012-04-26,8.349,8.349,8.349,8.349,34900.0
2012-04-27,8.349,8.349,8.349,8.349,34900.0
2012-04-28,8.349,8.349,8.349,8.349,34900.0
2012-04-29,8.349,8.349,8.349,8.349,34900.0
2012-04-30,8.349,8.349,8.349,8.349,34900.0
2012-05-01,8.349,8.349,8.349,8.349,34900.0
2012-05-02,8.349,8.349,8.349,8.349,34900.0
2012-05-03,8.349,8.349,8.349,8.349,34900.0
2012-05-04,8.349,8.349,8.349,8.349,34900.0
2012-05-05,8.349,8.349,8.349,8.349,34900.0
2012-05-06,8.349,8.349,8.349,8.349,34900.0
2012-05-07,8.349,8.349,8.349,8.349,34900.0
2012-05-08,8.349,8.349,8.349,8.349,35000.0
2012-05-09,8.349,8.349,8.349,8.349,35000.0
2012-05-10,8.349,8.349,8.349,8.349,35000.0
2012-05-11,8.349,8.349,8.349,8.349,35000.0
2012-05-12,8.349,8.349,8.349,8.349,35000.0
2012-05-13,8.349,8.349,8.349,8.349,35000.0
2012-05-14,8.349,8.349,8.349,8.349,35000.0
2012-05-15,8.349,8.349,8.349,8.349,35000.0
2012-05-16,8.349,8.349,8.349,8.349,35000.0
2012-05-17,8.349,8.349,8.349,8.349,35000.0
2012-05-18,8.349,8.349,8.349,8.349,35000.0
2012-05-19,8.349,8.349,8.349,8.349,35000.0
2012-05-20,8.349,8.349,8.349,8.349,35000.0
2012-05-21,8.349,8.349,8.349,8.349,35000.0
2012-05-22,8.349,8.349,8.349,8.349,35000.0
2012-05-23,8.349,8.349,8.349,8.349,35000.0
2012-05-24,8.349,8.349,8.349,8.349,35000.0
2012-05-25,8.349,8.349,8.349,8.349,35000.0
2012-05-26,8.349,8.349,8.349,8.349,35000.0
2012-05-27,8.349,8.349,8.349,8.349,35000.0
2012-05-28,8.349,8.349,8.349,8.349,35000.0
2012-05-29,8.349,8.349,8.349,8.349,35000.0
2012-05-30,8.349,8.349,8.349,8.349,35000.0
2012-05-31,8.349,8.349,8.349,8.349,35000.0
2012-06-01,8.349,8.349,8.349,8.349,35000.0
2012-06-02,8.349,8.349,8.349,8.349,35000.0
2012-06-03,8.349,8.349,8.349,8.349,35000.0
2012-06-04,8.349,8.349,8.349,8.349,35000.0
2012-06-05,8.349,8.349,8.349,8.349,35000.0
2012-06-06,8.349,8.349,8.349,8.349,35000.0
2012-06-07,8.349,8.349,8.349,8.349,35000.0
2012-06-08,8.349,8.349,8.349,8.349,35000.0
2012-06-09,8.349,8.349,8.349,8.349,35000.0
2012-06-10,8.349,8.349,8.349,8.349,35000.0
2012-06-11,8.349,8.349,8.349,8.349,35000.0
2012-06-12,8.349,8.349,8.349,8.349,35000.0
2012-06-13,8.349,8.349,8.349,8.349,35000.0
2012-06-14,8.349,8.349,8.349,8.349,35000.0
2012-06-15,8.349,8.349,8.349,8.349,35000.0
2012-06-16,8.349,8.349,8.349,8.349,35000.0
2012-06-17,8.349,8.349,8.349,8.349,35000.0
2012-06-18,8.349,8.349,8.349,8.349,35000.0
2012-06-19,8.349,8.349,8.349,8.349,35000.0
2012-06-20,8.349,8.349,8.349,8.349,35000.0
2012-06-21,8.349,8.349,8.349,8.349,35000.0
2012-06-22,8.349,8.349,8.349,8.349,35000.0
2012-06-23,8.349,8.349,8.349,8.349,35000.0
2012-06-24,8.349,8.349,8.349,8.349,35000.0
2012-06-25,8.349,8.349,8.349,8.349,35000.0
2012-06-26,8.349,8.349,8.349,8.349,35000.0
2012-06-27,8.349,8.349,8.349,8.349,35000.0
2012-06-28,8.349,8.349,8.349,8.349,35000.0
2012-06-29,8.349,8.349,8.349,8.349,35000.0
2012-06-30,8.349,8.349,8.349,8.349,35000.0
2012-07-01,8.349,8.349,8.349,8.349,35000.0
2012-07-02,8.349,8.349,8.349,8.349,35000.0
2012-07-03,8.349,8.349,8.349,8.349,35000.0
2012-07-04,8.349,8.349,8.349,8.349,35000.0
2012-07-05,8.349,8.349,8.349,8.349,35000.0
2012-07-06,8.349,8.349,8.349,8.349,35000.0
2012-07-07,8.349,8.349,8.349,8.349,35000.0
2012-07-08,8.349,8.349,8.349,8.349,35000.0
2012-07-09,8.349,8.349,8.349,8.349,35000.0
2012-07-10,8.349,8.349,8.349,8.349,35000.0
2012-07-11,8.349,8.349,8.349,8.349,35000.0
2012-07-12,8.349,8.349,8.349,8.349,35000.0
2012-07-13,8.349,8.349,8.349,8.349,35000.0
2012-07-14,8.349,8.349,8.349,8.349,35000.0
2012-07-15,8.349,8.349,8.349,8.349,35000.0
2012-07-16,8.349,8.349,8.349,8.349,35000.0
2012-07-17,8.349,8.349,8.349,8.349,35000.0
2012-07-18,8.349,8.349,8.349,8.349,35000.0
2012-07-19,8.349,8.349,8.349,8.349,35000.0
2012-07-20,8.349,8.349,8.349,8.349,35000.0
2012-07-21,8.349,8.349,8.349,8.349,35000.0
2012-07-22,8.349,8.349,8.349,8.349,35000.0
2012-07-23,8.349,8.349,8.349,8.349,35000.0
2012-07-24,8.349,8.349,8.349,8.349,35000.0
2012-07-25,8.349,8.349,8.349,8.349,35000.0
2012-07-26,9.542,9.542,9.542,9.542,9902.0
2012-07-27,9.542,9.542,9.542,9.542,9902.0
2012-07-28,9.542,9.542,9.542,9.542,9902.0
2012-07-29,9.542,9.542,9.542,9.542,9902.0
2012-07-30,9.542,9.542,9.542,9.542,9902.0
2012-07-31,9.542,9.542,9.542,9.542,9902.0
2012-08-01,9.542,9.542,9.542,9.542,9902.0
2012-08-02,9.542,9.542,9.542,9.542,9902.0
2012-08-03,9.542,9.542,9.542,9.542,9902.0
2012-08-04,9.542,9.542,9.542,9.542,9902.0
2012-08-05,9.542,9.542,9.542,9.542,9902.0
2012-08-06,9.542,9.542,9.542,9.542,9902.0
2012-08-07,9.542,9.542,9.542,9.542,9902.0
2012-08-08,8.349,8.349,8.349,8.349,13042.0
2012-08-09,8.349,8.349,8.349,8.349,13042.0
2012-08-10,8.349,8.349,8.349,8.349,13042.0
2012-08-11,8.349,8.349,8.349,8.349,13042.0
2012-08-12,8.349,8.349,8.349,8.349,13042.0
2012-08-13,8.349,8.349,8.349,8.349,13042.0
2012-08-14,8.349,8.349,8.349,8.349,13042.0
2012-08-15,8.349,8.349,8.349,8.349,13042.0
2012-08-16,8.349,8.349,8.349,8.349,13042.0
2012-08-17,8.349,8.349,8.349,8.349,13042.0
2012-08-18,8.349,8.349,8.349,8.349,13042.0
2012-08-19,8.349,8.349,8.349,8.349,13042.0
2012-08-20,8.349,8.349,8.349,8.349,13042.0
2012-08-21,8.349,8.349,8.349,8.349,13042.0
2012-08-22,8.349,8.349,8.349,8.349,13042.0
2012-08-23,8.349,8.349,8.349,8.349,13042.0
2012-08-24,8.349,8.349,8.349,8.349,13042.0
2012-08-25,8.349,8.349,8.349,8.349,13042.0
2012-08-26,8.349,8.349,8.349,8.349,13042.0
2012-08-27,8.349,8.349,8.349,8.349,13042.0
2012-08-28,8.349,8.349,8.349,8.349,13042.0
2012-08-29,8.349,8.349,8.349,8.349,13042.0
2012-08-30,8.349,8.349,8.349,8.349,13042.0
2012-08-31,17.891,17.891,17.891,17.891,400.0
2012-09-01,17.891,17.891,17.891,17.891,400.0
2012-09-02,17.891,17.891,17.891,17.891,400.0
2012-09-03,18.01,18.01,17.861,17.861,5634.0
2012-09-04,17.891,17.891,17.891,17.891,2200.0
2012-09-05,17.891,17.891,17.891,17.891,23300.0
2012-09-06,18.488,18.935,18.488,18.935,1600.0
2012-09-07,19.084,19.084,19.084,19.084,500.0
2012-09-08,19.084,19.084,19.084,19.084,500.0
2012-09-09,19.084,19.084,19.084,19.084,500.0
2012-09-10,20.18,20.241,20.18,20.18,6260.0
2012-09-11,20.673,20.673,20.365,20.427,1554.0
2012-09-12,20.673,20.858,20.673,20.858,1100.0
2012-09-13,20.427,20.427,20.427,20.427,1361.0
2012-09-14,20.42,20.42,19.748,19.748,230.0
2012-09-15,20.42,20.42,19.748,19.748,230.0
2012-09-16,20.42,20.42,19.748,19.748,230.0
2012-09-17,19.131,22.679,19.131,22.623,9279.0
2012-09-18,19.131,22.679,19.131,22.623,9279.0
2012-09-19,21.908,22.623,21.908,22.216,8650.0
2012-09-20,21.908,22.623,21.908,22.216,8650.0
2012-09-21,21.105,21.105,21.105,21.105,550.0
2012-09-22,21.105,21.105,21.105,21.105,550.0
2012-09-23,21.105,21.105,21.105,21.105,550.0
2012-09-24,21.29,21.29,20.038,20.087,947.0
2012-09-25,21.068,21.068,19.748,19.748,7238.0
2012-09-26,19.748,21.044,19.686,20.618,154491559.0
2012-09-27,20.92,21.229,20.618,21.13,46778533.0
2012-09-28,21.167,21.901,20.92,21.642,30356995.0
2012-09-29,21.167,21.901,20.92,21.642,30356995.0
2012-09-30,21.167,21.901,20.92,21.642,30356995.0
2012-10-01,21.599,22.154,20.92,21.809,12689504.0
2012-10-02,21.815,21.92,21.34,21.809,28166500.0
2012-10-03,21.846,21.846,21.42,21.556,9645388.0
