,CYL IN Equity,CYL IN Equity,CYL IN Equity,CYL IN Equity,CYL IN Equity
2011-05-11,116.96,119.94,116.96,118.48,10308.0
2011-05-12,121.35,121.35,117.07,118.89,7287.0
2011-05-13,117.74,120.98,115.69,116.96,10621.0
2011-05-14,117.74,120.98,115.69,116.96,10621.0
2011-05-15,117.74,120.98,115.69,116.96,10621.0
2011-05-16,114.69,119.86,114.69,117.81,7932.0
2011-05-17,118.37,121.35,116.59,119.12,16616.0
2011-05-18,117.85,119.82,117.63,118.15,6492.0
2011-05-19,117.7,118.3,113.27,114.02,5136.0
2011-05-20,115.39,116.85,111.82,113.27,5027.0
2011-05-21,115.39,116.85,111.82,113.27,5027.0
2011-05-22,115.39,116.85,111.82,113.27,5027.0
2011-05-23,112.42,114.8,110.26,112.53,2961.0
2011-05-24,113.01,113.16,109.36,110.26,4631.0
2011-05-25,110.18,112.42,109.4,109.48,9288.0
2011-05-26,106.13,119.08,106.13,109.48,149196.0
2011-05-27,110.18,110.18,107.2,108.14,23002.0
2011-05-28,110.18,110.18,107.2,108.14,23002.0
2011-05-29,110.18,110.18,107.2,108.14,23002.0
2011-05-30,108.73,110.7,104.23,104.93,22736.0
2011-05-31,104.97,107.28,97.64,105.01,199536.0
2011-06-01,111.3,111.3,102.74,104.93,31407.0
2011-06-02,103.48,107.2,103.48,105.75,397641.0
2011-06-03,103.48,108.58,103.48,105.79,408370.0
2011-06-04,103.48,108.58,103.48,105.79,408370.0
2011-06-05,103.48,108.58,103.48,105.79,408370.0
2011-06-06,104.97,106.39,103.85,105.75,405599.0
2011-06-07,106.31,108.32,105.01,105.75,7263.0
2011-06-08,107.95,107.95,104.52,105.75,9862.0
2011-06-09,107.2,107.2,104.86,105.72,9994.0
2011-06-10,103.85,106.46,103.85,105.57,5363.0
2011-06-11,103.85,106.46,103.85,105.57,5363.0
2011-06-12,103.85,106.46,103.85,105.57,5363.0
2011-06-13,97.71,107.24,97.71,105.9,52455.0
2011-06-14,105.34,107.06,101.62,105.05,59117.0
2011-06-15,104.0,104.41,99.28,101.47,21294.0
2011-06-16,101.47,102.74,99.2,101.4,27098.0
2011-06-17,101.1,102.66,99.91,101.06,19426.0
2011-06-18,101.1,102.66,99.91,101.06,19426.0
2011-06-19,101.1,102.66,99.91,101.06,19426.0
2011-06-20,100.62,102.74,97.56,101.55,46976.0
2011-06-21,101.06,102.55,100.88,102.03,11145.0
2011-06-22,99.98,105.72,99.98,103.52,10009.0
2011-06-23,102.37,105.6,101.25,104.9,8071.0
2011-06-24,104.23,106.83,103.0,105.86,9956.0
2011-06-25,104.23,106.83,103.0,105.86,9956.0
2011-06-26,104.23,106.83,103.0,105.86,9956.0
2011-06-27,107.2,108.32,105.01,106.5,215423.0
2011-06-28,104.64,107.95,104.64,106.87,6561.0
2011-06-29,104.3,110.93,104.3,109.14,11796.0
2011-06-30,110.18,110.18,106.87,107.61,2391.0
2011-07-01,106.46,110.93,100.95,103.48,10930.0
2011-07-02,106.46,110.93,100.95,103.48,10930.0
2011-07-03,106.46,110.93,100.95,103.48,10930.0
2011-07-04,103.89,105.72,102.18,103.59,3015.0
2011-07-05,104.23,106.42,102.78,104.82,4819.0
2011-07-06,104.52,106.46,102.78,103.11,4057.0
2011-07-07,104.23,115.28,102.74,103.93,37208.0
2011-07-08,104.04,105.68,102.66,103.26,13357.0
2011-07-09,104.04,105.68,102.66,103.26,13357.0
2011-07-10,104.04,105.68,102.66,103.26,13357.0
2011-07-11,105.85,105.85,103.0,104.01,3002.0
2011-07-12,101.91,105.93,101.42,103.82,11808.0
2011-07-13,102.92,105.17,102.92,104.12,2515.0
2011-07-14,106.68,106.68,102.73,105.51,3807.0
2011-07-15,104.27,107.2,101.42,102.4,7395.0
2011-07-16,104.27,107.2,101.42,102.4,7395.0
2011-07-17,104.27,107.2,101.42,102.4,7395.0
2011-07-18,103.37,106.0,102.4,103.52,7944.0
2011-07-19,102.96,111.18,102.96,105.29,45523.0
2011-07-20,105.93,106.15,102.47,104.09,86632.0
2011-07-21,102.92,107.84,101.49,103.33,9713.0
2011-07-22,104.42,104.8,102.58,103.26,10453.0
2011-07-23,104.42,104.8,102.58,103.26,10453.0
2011-07-24,104.42,104.8,102.58,103.26,10453.0
2011-07-25,102.92,105.93,101.91,102.66,3513.0
2011-07-26,103.67,103.94,101.42,102.24,5037.0
2011-07-27,101.53,103.48,101.53,102.28,1267.0
2011-07-28,103.67,103.67,101.04,102.17,7008.0
2011-07-29,100.29,105.17,100.29,102.36,10748.0
2011-07-30,100.29,105.17,100.29,102.36,10748.0
2011-07-31,100.29,105.17,100.29,102.36,10748.0
2011-08-01,102.17,103.67,99.69,100.07,4971.0
2011-08-02,100.67,101.38,98.86,100.1,6305.0
2011-08-03,102.92,102.92,98.83,100.07,9367.0
2011-08-04,99.99,102.51,98.9,100.52,6107.0
2011-08-05,99.92,102.17,84.7,93.61,117019.0
2011-08-06,99.92,102.17,84.7,93.61,117019.0
2011-08-07,99.92,102.17,84.7,93.61,117019.0
2011-08-08,93.61,104.27,87.6,95.93,33639.0
2011-08-09,87.97,96.84,87.97,92.37,6854.0
2011-08-10,93.91,101.42,90.45,91.13,10833.0
2011-08-11,90.9,93.79,89.55,90.56,395593.0
2011-08-12,92.74,93.15,87.14,88.5,5562.0
2011-08-13,92.74,93.15,87.14,88.5,5562.0
2011-08-14,92.74,93.15,87.14,88.5,5562.0
2011-08-15,92.74,93.15,87.14,88.5,5562.0
2011-08-16,89.17,90.15,86.77,89.25,7539.0
2011-08-17,86.43,90.11,86.39,86.73,4472.0
2011-08-18,86.39,86.47,80.95,82.04,11959.0
2011-08-19,82.64,94.66,78.17,84.63,49490.0
2011-08-20,82.64,94.66,78.17,84.63,49490.0
2011-08-21,82.64,94.66,78.17,84.63,49490.0
2011-08-22,85.64,86.24,80.76,84.22,7811.0
2011-08-23,84.52,88.61,84.33,86.84,5012.0
2011-08-24,87.9,90.11,86.39,89.02,16992.0
2011-08-25,87.9,90.15,82.83,88.27,9721.0
2011-08-26,85.64,92.4,85.64,89.02,4820.0
2011-08-27,85.64,92.4,85.64,89.02,4820.0
2011-08-28,85.64,92.4,85.64,89.02,4820.0
2011-08-29,88.65,92.18,87.22,90.04,5933.0
2011-08-30,93.08,97.25,89.74,90.98,824.0
2011-08-31,93.08,97.25,89.74,90.98,824.0
2011-09-01,93.08,97.25,89.74,90.98,824.0
2011-09-02,91.65,92.14,88.65,90.0,4329.0
2011-09-03,91.65,92.14,88.65,90.0,4329.0
2011-09-04,91.65,92.14,88.65,90.0,4329.0
2011-09-05,90.45,92.74,87.97,90.26,13474.0
2011-09-06,91.5,94.96,90.23,93.91,90560.0
2011-09-07,96.8,96.8,90.15,92.52,4059.0
2011-09-08,95.03,97.59,93.57,95.26,5130.0
2011-09-09,98.38,98.38,91.65,92.22,4009.0
2011-09-10,98.38,98.38,91.65,92.22,4009.0
2011-09-11,98.38,98.38,91.65,92.22,4009.0
2011-09-12,95.37,95.37,90.23,91.43,1486.0
2011-09-13,88.87,96.12,87.71,94.36,3612.0
2011-09-14,97.02,97.02,92.1,93.91,938.0
2011-09-15,93.15,93.15,92.03,92.4,3580.0
2011-09-16,94.58,95.37,90.3,90.86,2447.0
2011-09-17,94.58,95.37,90.3,90.86,2447.0
2011-09-18,94.58,95.37,90.3,90.86,2447.0
2011-09-19,88.65,93.12,88.65,89.62,1898.0
2011-09-20,92.29,95.37,89.44,92.4,110144.0
2011-09-21,96.08,96.08,89.51,90.34,354216.0
2011-09-22,89.44,90.9,85.68,86.54,176446.0
2011-09-23,86.39,89.21,86.39,86.84,16809.0
2011-09-24,86.39,89.21,86.39,86.84,16809.0
2011-09-25,86.39,89.21,86.39,86.84,16809.0
2011-09-26,86.39,90.11,84.74,87.03,10928.0
2011-09-27,87.9,93.04,85.94,86.51,11014.0
2011-09-28,89.02,89.02,86.17,87.48,3716.0
2011-09-29,86.43,87.86,86.39,86.54,2494.0
2011-09-30,87.14,89.21,84.14,86.39,4870.0
2011-10-01,87.14,89.21,84.14,86.39,4870.0
2011-10-02,87.14,89.21,84.14,86.39,4870.0
2011-10-03,85.64,88.65,82.0,84.37,4724.0
2011-10-04,84.89,86.36,82.67,83.84,6348.0
2011-10-05,83.46,86.21,81.21,81.81,10320.0
2011-10-06,83.46,86.21,81.21,81.81,10320.0
2011-10-07,81.89,88.95,81.13,86.36,43624.0
2011-10-08,81.89,88.95,81.13,86.36,43624.0
2011-10-09,81.89,88.95,81.13,86.36,43624.0
2011-10-10,85.27,93.12,83.43,84.22,3338.0
2011-10-11,86.39,86.39,84.14,84.18,2333.0
2011-10-12,87.14,87.14,84.55,85.23,6804.0
2011-10-13,86.96,86.96,83.88,85.23,1427.0
2011-10-14,85.6,87.14,81.89,83.46,5008.0
2011-10-15,85.6,87.14,81.89,83.46,5008.0
2011-10-16,85.6,87.14,81.89,83.46,5008.0
2011-10-17,84.89,90.9,84.89,88.23,38795.0
2011-10-18,86.39,88.65,84.14,88.61,10178.0
2011-10-19,89.55,92.74,84.33,86.77,81421.0
2011-10-20,86.39,87.07,82.83,84.37,14301.0
2011-10-21,84.89,87.11,83.46,85.68,36265.0
2011-10-22,84.89,87.11,83.46,85.68,36265.0
2011-10-23,84.89,87.11,83.46,85.68,36265.0
2011-10-24,85.72,86.32,84.14,85.64,8449.0
2011-10-25,86.73,87.14,84.89,86.47,8207.0
2011-10-26,86.39,86.92,84.55,86.88,1115.0
2011-10-27,86.39,86.92,84.55,86.88,1115.0
2011-10-28,87.75,89.77,86.54,88.16,15600.0
2011-10-29,87.75,89.77,86.54,88.16,15600.0
2011-10-30,87.75,89.77,86.54,88.16,15600.0
2011-10-31,88.16,89.89,87.14,88.42,8655.0
2011-11-01,86.81,89.32,86.81,88.8,2422.0
2011-11-02,90.49,95.33,87.93,93.94,62015.0
2011-11-03,93.15,94.66,90.3,93.91,11282.0
2011-11-04,93.15,96.76,91.16,94.24,3876.0
2011-11-05,93.15,96.76,91.16,94.24,3876.0
2011-11-06,93.15,96.76,91.16,94.24,3876.0
2011-11-07,93.15,96.76,91.16,94.24,3876.0
2011-11-08,93.75,97.09,93.71,94.55,5197.0
2011-11-09,95.34,98.53,92.01,94.09,4376.0
2011-11-10,95.34,98.53,92.01,94.09,4376.0
2011-11-11,92.57,93.98,90.22,91.55,7495.0
2011-11-12,92.57,93.98,90.22,91.55,7495.0
2011-11-13,92.57,93.98,90.22,91.55,7495.0
2011-11-14,91.82,104.26,91.82,97.17,2773856.0
2011-11-15,95.91,96.37,89.31,91.89,23402.0
2011-11-16,91.06,94.43,86.5,91.28,17614.0
2011-11-17,90.34,90.87,88.02,88.78,5204.0
2011-11-18,88.02,90.91,87.64,88.86,6458.0
2011-11-19,88.02,90.91,87.64,88.86,6458.0
2011-11-20,88.02,90.91,87.64,88.86,6458.0
2011-11-21,87.26,90.83,86.54,88.78,16840.0
2011-11-22,87.26,91.82,87.23,89.27,6021.0
2011-11-23,88.02,90.03,86.96,88.1,2446.0
2011-11-24,87.95,89.5,86.62,88.59,6902.0
2011-11-25,90.22,90.22,87.26,89.43,2691.0
2011-11-26,90.22,90.22,87.26,89.43,2691.0
2011-11-27,90.22,90.22,87.26,89.43,2691.0
2011-11-28,88.1,95.38,88.02,94.17,51117.0
2011-11-29,93.37,96.98,91.06,94.97,13011.0
2011-11-30,94.09,99.33,91.82,97.81,10300.0
2011-12-01,99.4,99.4,94.59,98.8,12147.0
2011-12-02,89.24,100.16,89.24,98.65,44417.0
2011-12-03,89.24,100.16,89.24,98.65,44417.0
2011-12-04,89.24,100.16,89.24,98.65,44417.0
2011-12-05,98.65,100.88,94.93,97.24,1007.0
2011-12-06,98.65,100.88,94.93,97.24,1007.0
2011-12-07,99.52,99.52,94.32,96.6,1403.0
2011-12-08,95.61,95.99,91.82,94.7,404139.0
2011-12-09,94.09,95.5,92.57,93.98,1377.0
2011-12-10,94.09,95.5,92.57,93.98,1377.0
2011-12-11,94.09,95.5,92.57,93.98,1377.0
2011-12-12,92.57,94.85,92.57,93.56,1219.0
2011-12-13,91.06,94.85,89.81,91.06,3878.0
2011-12-14,86.66,96.33,86.66,92.65,892900.0
2011-12-15,96.29,96.29,88.14,91.93,2367.0
2011-12-16,91.51,94.81,88.78,89.5,4339.0
2011-12-17,91.51,94.81,88.78,89.5,4339.0
2011-12-18,91.51,94.81,88.78,89.5,4339.0
2011-12-19,85.44,90.79,83.73,85.78,4680.0
2011-12-20,86.5,87.26,84.23,84.8,4775.0
2011-12-21,85.4,87.19,84.23,85.48,2217.0
2011-12-22,86.5,88.29,80.43,85.97,3277.0
2011-12-23,85.78,87.64,75.99,79.6,21811.0
2011-12-24,85.78,87.64,75.99,79.6,21811.0
2011-12-25,85.78,87.64,75.99,79.6,21811.0
2011-12-26,79.52,87.57,78.04,83.28,30783.0
2011-12-27,81.95,84.46,81.19,83.28,59200.0
2011-12-28,83.43,84.49,81.95,83.58,3530.0
2011-12-29,83.43,86.39,83.13,85.1,6231.0
2011-12-30,87.07,88.44,79.11,83.51,1389.0
2011-12-31,87.07,88.44,79.11,83.51,1389.0
2012-01-01,87.07,88.44,79.11,83.51,1389.0
2012-01-02,86.12,86.88,80.21,84.15,11408.0
2012-01-03,83.96,88.02,80.93,84.87,17833.0
2012-01-04,82.03,89.54,82.03,87.41,6342.0
2012-01-05,87.49,88.33,85.02,86.58,12514.0
2012-01-06,87.19,87.26,83.39,86.01,2514.0
2012-01-07,87.41,88.74,85.52,86.73,128.0
2012-01-08,87.41,88.74,85.52,86.73,128.0
2012-01-09,85.94,89.5,85.94,87.87,5032.0
2012-01-10,90.3,92.57,87.26,91.1,8030.0
2012-01-11,91.82,93.33,91.21,92.61,7867.0
2012-01-12,94.81,94.81,90.68,91.25,7668.0
2012-01-13,94.85,98.65,88.93,91.51,466782.0
2012-01-14,94.85,98.65,88.93,91.51,466782.0
2012-01-15,94.85,98.65,88.93,91.51,466782.0
2012-01-16,92.57,92.57,90.53,91.1,47051.0
2012-01-17,91.85,97.47,91.06,94.7,1967145.0
2012-01-18,95.53,99.82,94.47,96.07,253676.0
2012-01-19,97.89,104.18,96.29,102.78,92889.0
2012-01-20,103.96,103.96,98.65,102.55,35777.0
2012-01-21,103.96,103.96,98.65,102.55,35777.0
2012-01-22,103.96,103.96,98.65,102.55,35777.0
2012-01-23,107.71,110.03,100.92,103.43,14579.0
2012-01-24,105.44,105.7,102.44,104.68,10864.0
2012-01-25,105.59,106.8,102.59,105.21,305840.0
2012-01-26,105.59,106.8,102.59,105.21,305840.0
2012-01-27,105.47,106.35,102.82,104.11,106317.0
2012-01-28,105.47,106.35,102.82,104.11,106317.0
2012-01-29,105.47,106.35,102.82,104.11,106317.0
2012-01-30,103.92,104.34,99.59,100.88,4512.0
2012-01-31,101.0,103.65,98.65,102.44,354043.0
2012-02-01,101.68,102.89,99.94,102.44,4164.0
2012-02-02,103.96,105.44,99.67,101.87,6755.0
2012-02-03,100.92,103.54,100.92,103.2,12033.0
2012-02-04,100.92,103.54,100.92,103.2,12033.0
2012-02-05,100.92,103.54,100.92,103.2,12033.0
2012-02-06,105.85,107.37,102.14,106.57,14612.0
2012-02-07,104.34,107.52,104.34,106.2,15366.0
2012-02-08,106.23,107.75,104.03,106.92,16276.0
2012-02-09,106.23,106.99,104.72,106.31,4841.0
2012-02-10,104.79,108.89,104.79,108.13,4789.0
2012-02-11,104.79,108.89,104.79,108.13,4789.0
2012-02-12,104.79,108.89,104.79,108.13,4789.0
2012-02-13,106.99,107.37,104.98,106.99,18350.0
2012-02-14,107.75,109.27,98.65,109.15,11416.0
2012-02-15,107.9,111.39,107.64,110.33,23159.0
2012-02-16,112.3,112.3,108.51,110.22,4521.0
2012-02-17,110.79,113.71,107.86,113.1,24682.0
2012-02-18,110.79,113.71,107.86,113.1,24682.0
2012-02-19,110.79,113.71,107.86,113.1,24682.0
2012-02-20,110.79,113.71,107.86,113.1,24682.0
2012-02-21,112.99,113.75,109.31,111.81,11293.0
2012-02-22,110.79,112.76,103.24,107.6,15647.0
2012-02-23,105.02,107.75,105.02,107.14,37412.0
2012-02-24,107.75,112.68,106.35,111.17,55536.0
2012-02-25,107.75,112.68,106.35,111.17,55536.0
2012-02-26,107.75,112.68,106.35,111.17,55536.0
2012-02-27,110.03,111.51,106.23,109.34,14302.0
2012-02-28,112.68,113.06,110.03,112.42,7941.0
2012-02-29,112.76,113.82,110.03,113.56,8334.0
2012-03-01,116.29,135.6,115.34,123.91,589187.0
2012-03-02,124.48,124.75,113.9,117.65,124430.0
2012-03-03,116.86,119.06,116.17,116.78,1091.0
2012-03-04,116.86,119.06,116.17,116.78,1091.0
2012-03-05,116.29,118.3,111.7,113.52,23624.0
2012-03-06,113.75,116.86,110.22,115.53,27605.0
2012-03-07,116.1,116.63,110.86,115.49,10420.0
2012-03-08,116.1,116.63,110.86,115.49,10420.0
2012-03-09,115.53,116.86,113.82,115.68,9724.0
2012-03-10,115.53,116.86,113.82,115.68,9724.0
2012-03-11,115.53,116.86,113.82,115.68,9724.0
2012-03-12,116.1,117.62,114.66,115.79,8479.0
2012-03-13,118.37,120.12,113.82,116.14,12634.0
2012-03-14,116.25,119.59,113.82,115.07,18322.0
2012-03-15,115.72,116.14,113.82,113.82,4948.0
2012-03-16,113.06,116.1,111.17,113.63,5567.0
2012-03-17,113.06,116.1,111.17,113.63,5567.0
2012-03-18,113.06,116.1,111.17,113.63,5567.0
2012-03-19,113.97,115.34,106.23,113.82,13616.0
2012-03-20,110.03,114.54,110.03,113.37,3943.0
2012-03-21,113.37,117.2,109.88,115.0,17132.0
2012-03-22,112.61,115.34,112.42,113.4,8957.0
2012-03-23,112.04,116.78,109.38,113.63,55708.0
2012-03-24,112.04,116.78,109.38,113.63,55708.0
2012-03-25,112.04,116.78,109.38,113.63,55708.0
2012-03-26,116.55,116.55,112.46,114.09,16554.0
2012-03-27,113.82,117.62,112.34,116.17,12931.0
2012-03-28,113.9,115.53,112.61,113.67,29233.0
2012-03-29,112.38,114.39,112.38,113.37,6637.0
2012-03-30,113.82,116.1,112.53,113.29,1098675.0
2012-03-31,113.82,116.1,112.53,113.29,1098675.0
2012-04-01,113.82,116.1,112.53,113.29,1098675.0
2012-04-02,106.27,117.54,106.27,116.55,9106.0
2012-04-03,115.41,118.37,115.41,117.54,11388.0
2012-04-04,114.01,118.37,114.01,117.54,4662.0
2012-04-05,114.01,118.37,114.01,117.54,4662.0
2012-04-06,114.01,118.37,114.01,117.54,4662.0
2012-04-07,114.01,118.37,114.01,117.54,4662.0
2012-04-08,114.01,118.37,114.01,117.54,4662.0
2012-04-09,117.62,123.72,115.6,122.21,54755.0
2012-04-10,120.84,130.55,119.47,127.18,26674.0
2012-04-11,126.34,127.82,121.86,124.41,7692.0
2012-04-12,124.41,125.17,121.49,124.82,7671.0
2012-04-13,127.1,127.1,121.52,125.24,16320.0
2012-04-14,127.1,127.1,121.52,125.24,16320.0
2012-04-15,127.1,127.1,121.52,125.24,16320.0
2012-04-16,125.2,126.57,122.78,125.24,12250.0
2012-04-17,125.96,125.96,124.52,125.39,14747.0
2012-04-18,127.1,138.1,125.2,127.02,437104.0
2012-04-19,128.77,129.83,125.2,125.47,82182.0
2012-04-20,128.2,132.03,118.18,125.36,40329.0
2012-04-21,128.2,132.03,118.18,125.36,40329.0
2012-04-22,128.2,132.03,118.18,125.36,40329.0
2012-04-23,126.72,126.72,114.35,121.37,15682.0
2012-04-24,121.79,123.31,119.21,121.41,8286.0
2012-04-25,121.41,124.41,120.69,121.98,10618.0
2012-04-26,118.15,122.13,117.62,121.41,8319.0
2012-04-27,119.93,123.12,119.93,121.98,10473.0
2012-04-28,120.73,124.41,119.51,120.31,472.0
2012-04-29,120.73,124.41,119.51,120.31,472.0
2012-04-30,122.24,124.44,120.31,123.0,5374.0
2012-05-01,122.24,124.44,120.31,123.0,5374.0
2012-05-02,124.37,128.77,122.17,127.02,19567.0
2012-05-03,125.24,127.48,122.21,123.12,4621.0
2012-05-04,122.24,127.48,121.14,127.4,38348.0
2012-05-05,122.24,127.48,121.14,127.4,38348.0
2012-05-06,122.24,127.48,121.14,127.4,38348.0
2012-05-07,126.72,126.72,122.17,125.2,4108.0
2012-05-08,123.0,126.34,123.0,125.09,4290.0
2012-05-09,122.17,125.2,117.62,122.78,21290.0
2012-05-10,123.69,127.1,121.22,126.61,6278.0
2012-05-11,126.68,126.72,119.63,121.3,6677.0
2012-05-12,126.68,126.72,119.63,121.3,6677.0
2012-05-13,126.68,126.72,119.63,121.3,6677.0
2012-05-14,121.45,124.41,119.36,123.46,4569.0
2012-05-15,121.41,124.82,120.27,124.6,4143.0
2012-05-16,121.14,126.34,121.14,125.43,9083.0
2012-05-17,122.93,127.44,121.26,126.27,13249.0
2012-05-18,124.44,126.34,122.55,125.32,3081.0
2012-05-19,124.44,126.34,122.55,125.32,3081.0
2012-05-20,124.44,126.34,122.55,125.32,3081.0
2012-05-21,124.44,128.2,122.7,125.2,5622.0
2012-05-22,123.88,127.29,121.86,122.66,4450.0
2012-05-23,123.31,125.24,119.89,121.9,2950.0
2012-05-24,120.08,123.31,120.08,121.94,2018.0
2012-05-25,123.69,123.69,119.89,121.37,4056.0
2012-05-26,123.69,123.69,119.89,121.37,4056.0
2012-05-27,123.69,123.69,119.89,121.37,4056.0
2012-05-28,114.81,127.29,114.81,125.62,9022.0
2012-05-29,123.76,126.72,123.34,125.89,4135.0
2012-05-30,123.84,130.89,123.84,129.68,16128.0
2012-05-31,127.48,131.27,127.48,130.48,11961.0
2012-06-01,130.52,131.27,126.34,126.87,152741.0
2012-06-02,130.52,131.27,126.34,126.87,152741.0
2012-06-03,130.52,131.27,126.34,126.87,152741.0
2012-06-04,124.18,130.52,123.69,128.96,44437.0
2012-06-05,128.62,131.5,124.82,125.55,6920.0
2012-06-06,124.52,128.24,124.44,126.0,1625.0
2012-06-07,127.1,127.44,125.96,126.27,896.0
2012-06-08,129.0,129.0,123.69,125.58,272183.0
2012-06-09,129.0,129.0,123.69,125.58,272183.0
2012-06-10,129.0,129.0,123.69,125.58,272183.0
2012-06-11,125.96,132.79,123.76,124.33,6425.0
2012-06-12,125.2,127.44,121.56,122.09,5219.0
2012-06-13,124.79,124.9,121.56,121.79,1212.0
2012-06-14,121.49,124.07,119.97,123.72,23660.0
2012-06-15,121.49,123.5,121.49,123.04,4871.0
2012-06-16,121.49,123.5,121.49,123.04,4871.0
2012-06-17,121.49,123.5,121.49,123.04,4871.0
2012-06-18,122.93,125.77,121.86,124.37,12728.0
2012-06-19,121.56,124.37,121.37,121.64,9720.0
2012-06-20,121.41,122.51,116.86,118.98,163662.0
2012-06-21,119.06,119.06,116.1,117.84,4731.0
2012-06-22,117.43,117.62,114.58,114.62,5978.0
2012-06-23,117.43,117.62,114.58,114.62,5978.0
2012-06-24,117.43,117.62,114.58,114.62,5978.0
2012-06-25,114.96,118.15,114.2,115.23,7700.0
2012-06-26,115.95,119.66,114.96,117.69,16984.0
2012-06-27,114.54,122.17,114.54,121.45,12510.0
2012-06-28,121.41,123.57,121.41,122.62,5468.0
2012-06-29,124.22,124.22,119.21,121.86,268557.0
2012-06-30,124.22,124.22,119.21,121.86,268557.0
2012-07-01,124.22,124.22,119.21,121.86,268557.0
2012-07-02,121.41,128.2,121.41,126.72,32341.0
2012-07-03,128.05,128.24,121.79,122.97,23116.0
2012-07-04,124.44,128.43,122.17,127.63,22395.0
2012-07-05,126.72,132.03,124.44,130.59,26963.0
2012-07-06,129.0,132.03,125.96,131.46,19075.0
2012-07-07,129.0,132.03,125.96,131.46,19075.0
2012-07-08,129.0,132.03,125.96,131.46,19075.0
2012-07-09,129.15,133.55,129.0,132.75,18155.0
2012-07-10,130.74,142.66,129.07,138.48,67989.0
2012-07-11,137.53,151.85,137.53,144.94,14651505.0
2012-07-12,145.17,145.93,136.84,139.82,933976.0
2012-07-13,139.9,143.64,138.02,139.74,35188.0
2012-07-14,139.9,143.64,138.02,139.74,35188.0
2012-07-15,139.9,143.64,138.02,139.74,35188.0
2012-07-16,139.32,140.89,134.7,137.83,40280.0
2012-07-17,138.9,140.55,134.09,137.6,37295.0
2012-07-18,138.6,142.11,135.24,138.44,637417.0
2012-07-19,139.36,142.07,136.84,138.98,171172.0
2012-07-20,138.98,140.55,135.35,136.15,12939.0
2012-07-21,138.98,140.55,135.35,136.15,12939.0
2012-07-22,138.98,140.55,135.35,136.15,12939.0
2012-07-23,139.4,139.4,133.75,136.34,16345.0
2012-07-24,136.88,137.57,132.22,134.05,10725.0
2012-07-25,133.71,136.76,131.53,133.86,10047.0
2012-07-26,133.86,134.43,127.6,128.74,13918.0
2012-07-27,129.89,132.71,124.04,126.83,16253.0
2012-07-28,129.89,132.71,124.04,126.83,16253.0
2012-07-29,129.89,132.71,124.04,126.83,16253.0
2012-07-30,129.89,133.33,124.58,130.96,518295.0
2012-07-31,129.51,137.53,129.51,134.78,568412.0
2012-08-01,133.13,135.58,131.42,131.91,35174.0
2012-08-02,131.72,133.67,130.35,131.64,171327.0
2012-08-03,132.56,133.67,129.51,131.84,8943.0
2012-08-04,132.56,133.67,129.51,131.84,8943.0
2012-08-05,132.56,133.67,129.51,131.84,8943.0
2012-08-06,132.94,132.94,130.73,131.42,25636.0
2012-08-07,129.96,132.87,129.96,130.77,69886.0
2012-08-08,131.42,134.82,129.28,133.06,335564.0
2012-08-09,132.94,139.93,132.94,135.54,96095.0
2012-08-10,134.62,137.53,132.94,134.85,11996.0
2012-08-11,134.62,137.53,132.94,134.85,11996.0
2012-08-12,134.62,137.53,132.94,134.85,11996.0
2012-08-13,136.0,136.0,132.94,133.67,13164.0
2012-08-14,134.85,139.06,133.75,137.91,22433.0
2012-08-15,134.85,139.06,133.75,137.91,22433.0
2012-08-16,138.64,150.52,138.29,139.9,71461.0
2012-08-17,140.97,141.69,136.38,137.26,57168.0
2012-08-18,140.97,141.69,136.38,137.26,57168.0
2012-08-19,140.97,141.69,136.38,137.26,57168.0
2012-08-20,140.97,141.69,136.38,137.26,57168.0
2012-08-21,136.23,139.9,134.55,137.95,22904.0
2012-08-22,136.84,139.06,131.64,136.19,809298.0
2012-08-23,136.8,138.67,134.85,137.53,47411.0
2012-08-24,137.72,138.29,136.38,137.57,14292.0
2012-08-25,137.72,138.29,136.38,137.57,14292.0
2012-08-26,137.72,138.29,136.38,137.57,14292.0
2012-08-27,137.91,139.44,134.82,136.76,75027.0
2012-08-28,136.76,139.06,133.9,136.23,88618.0
2012-08-29,136.76,139.06,134.59,137.53,94884.0
2012-08-30,135.39,137.34,134.51,135.39,5109.0
2012-08-31,134.66,141.2,134.62,139.25,47776.0
2012-09-01,134.66,141.2,134.62,139.25,47776.0
2012-09-02,134.66,141.2,134.62,139.25,47776.0
2012-09-03,139.06,141.35,134.7,138.14,136899.0
2012-09-04,139.78,141.27,136.0,137.34,151859.0
2012-09-05,137.53,137.83,136.11,137.07,4077.0
2012-09-06,136.76,140.55,133.75,139.86,41975.0
2012-09-07,139.44,143.56,139.09,141.69,33358.0
