,POONAWAL IN Equity,POONAWAL IN Equity,POONAWAL IN Equity,POONAWAL IN Equity,POONAWAL IN Equity
2011-05-04,63.09,63.09,60.32,62.12,437699.0
2011-05-05,61.7,66.86,61.11,64.38,1129993.0
2011-05-06,62.63,64.47,60.46,61.2,794658.0
2011-05-07,62.63,64.47,60.46,61.2,794658.0
2011-05-08,62.63,64.47,60.46,61.2,794658.0
2011-05-09,61.89,62.4,60.46,61.2,731052.0
2011-05-10,60.78,62.07,60.55,61.11,441247.0
2011-05-11,61.52,63.45,61.06,62.17,856729.0
2011-05-12,62.17,62.9,60.65,61.06,366792.0
2011-05-13,61.61,63.78,61.2,62.9,504211.0
2011-05-14,61.61,63.78,61.2,62.9,504211.0
2011-05-15,61.61,63.78,61.2,62.9,504211.0
2011-05-16,62.21,62.63,60.92,61.57,284315.0
2011-05-17,62.72,62.72,60.23,60.88,118704.0
2011-05-18,61.06,61.89,60.32,60.69,157521.0
2011-05-19,60.78,61.93,59.13,60.19,693046.0
2011-05-20,60.78,64.74,60.32,63.91,1318025.0
2011-05-21,60.78,64.74,60.32,63.91,1318025.0
2011-05-22,60.78,64.74,60.32,63.91,1318025.0
2011-05-23,64.24,70.09,64.01,69.03,4536235.0
2011-05-24,69.53,73.08,66.49,71.84,3850793.0
2011-05-25,71.97,71.97,68.15,68.98,714071.0
2011-05-26,68.98,69.99,67.69,69.44,666146.0
2011-05-27,69.95,69.95,67.05,68.8,1102939.0
2011-05-28,69.95,69.95,67.05,68.8,1102939.0
2011-05-29,69.95,69.95,67.05,68.8,1102939.0
2011-05-30,68.61,69.62,67.69,68.2,165376.0
2011-05-31,67.74,69.07,67.41,68.06,157956.0
2011-06-01,68.15,69.99,67.69,68.66,271745.0
2011-06-02,68.57,68.57,67.64,67.83,117568.0
2011-06-03,67.55,68.57,67.51,68.24,143119.0
2011-06-04,67.55,68.57,67.51,68.24,143119.0
2011-06-05,67.55,68.57,67.51,68.24,143119.0
2011-06-06,68.52,68.57,67.23,68.29,62575.0
2011-06-07,68.15,69.62,67.83,68.98,238538.0
2011-06-08,69.07,69.3,67.92,68.93,293459.0
2011-06-09,67.23,69.35,67.23,68.57,39815.0
2011-06-10,68.61,68.8,66.45,67.37,106582.0
2011-06-11,68.61,68.8,66.45,67.37,106582.0
2011-06-12,68.61,68.8,66.45,67.37,106582.0
2011-06-13,66.86,67.97,66.86,67.46,128628.0
2011-06-14,67.37,68.25,66.95,67.18,96734.0
2011-06-15,65.93,67.32,65.93,66.81,150167.0
2011-06-16,67.79,67.79,65.23,66.58,49372.0
2011-06-17,66.39,67.6,65.46,66.35,33209.0
2011-06-18,66.39,67.6,65.46,66.35,33209.0
2011-06-19,66.39,67.6,65.46,66.35,33209.0
2011-06-20,64.07,67.23,62.86,64.3,67109.0
2011-06-21,64.91,64.91,63.38,64.12,73337.0
2011-06-22,64.07,66.3,61.8,64.4,114675.0
2011-06-23,65.6,66.63,63.42,66.3,150659.0
2011-06-24,64.54,68.44,64.54,65.6,34362.0
2011-06-25,64.54,68.44,64.54,65.6,34362.0
2011-06-26,64.54,68.44,64.54,65.6,34362.0
2011-06-27,64.77,66.39,64.35,65.51,117206.0
2011-06-28,66.3,68.25,65.14,67.6,185335.0
2011-06-29,68.48,69.46,67.6,68.76,434953.0
2011-06-30,69.13,69.13,67.0,67.74,17959.0
2011-07-01,66.95,69.37,66.95,68.9,88868.0
2011-07-02,66.95,69.37,66.95,68.9,88868.0
2011-07-03,66.95,69.37,66.95,68.9,88868.0
2011-07-04,70.06,70.06,68.34,68.9,88849.0
2011-07-05,69.13,70.11,68.07,69.88,340562.0
2011-07-06,70.2,74.24,70.2,73.64,573384.0
2011-07-07,73.59,75.68,73.54,74.94,701022.0
2011-07-08,75.17,75.17,71.04,71.64,76397.0
2011-07-09,75.17,75.17,71.04,71.64,76397.0
2011-07-10,75.17,75.17,71.04,71.64,76397.0
2011-07-11,71.45,74.19,68.9,73.13,75291.0
2011-07-12,72.43,73.36,66.44,68.2,429352.0
2011-07-13,69.64,69.64,66.39,67.83,186730.0
2011-07-14,67.93,68.9,66.44,67.6,84128.0
2011-07-15,80.79,80.79,67.42,67.79,51824.0
2011-07-16,80.79,80.79,67.42,67.79,51824.0
2011-07-17,80.79,80.79,67.42,67.79,51824.0
2011-07-18,68.53,69.04,67.32,68.34,56290.0
2011-07-19,67.51,70.94,67.51,70.11,193064.0
2011-07-20,70.57,71.41,69.64,70.71,73379.0
2011-07-21,70.02,71.32,69.64,70.34,51758.0
2011-07-22,76.14,76.14,69.64,69.92,22682.0
2011-07-23,76.14,76.14,69.64,69.92,22682.0
2011-07-24,76.14,76.14,69.64,69.92,22682.0
2011-07-25,68.81,72.8,68.81,70.9,101504.0
2011-07-26,72.24,72.24,68.44,69.27,48475.0
2011-07-27,70.06,70.39,66.95,68.44,77632.0
2011-07-28,68.72,68.72,66.21,67.55,54496.0
2011-07-29,67.55,68.48,67.0,67.97,33555.0
2011-07-30,67.55,68.48,67.0,67.97,33555.0
2011-07-31,67.55,68.48,67.0,67.97,33555.0
2011-08-01,68.34,70.06,66.49,67.83,123138.0
2011-08-02,68.11,70.99,65.7,69.55,692355.0
2011-08-03,69.46,69.64,67.88,68.2,11181.0
2011-08-04,67.04,69.18,67.04,68.07,105343.0
2011-08-05,66.49,67.6,65.23,66.9,274770.0
2011-08-06,66.49,67.6,65.23,66.9,274770.0
2011-08-07,66.49,67.6,65.23,66.9,274770.0
2011-08-08,65.0,71.5,61.15,70.43,696409.0
2011-08-09,67.6,68.62,65.93,66.21,39535.0
2011-08-10,68.44,69.18,66.02,66.63,64367.0
2011-08-11,66.39,68.11,66.07,67.42,73959.0
2011-08-12,66.02,69.18,66.02,68.62,414367.0
2011-08-13,66.02,69.18,66.02,68.62,414367.0
2011-08-14,66.02,69.18,66.02,68.62,414367.0
2011-08-15,66.02,69.18,66.02,68.62,414367.0
2011-08-16,68.99,70.15,67.79,69.04,193216.0
2011-08-17,69.64,71.13,67.93,70.25,746074.0
2011-08-18,70.57,71.45,68.25,69.27,108018.0
2011-08-19,67.79,68.72,66.02,66.63,30041.0
2011-08-20,67.79,68.72,66.02,66.63,30041.0
2011-08-21,67.79,68.72,66.02,66.63,30041.0
2011-08-22,66.86,67.93,65.65,66.86,22942.0
2011-08-23,67.79,67.79,66.39,66.86,4204.0
2011-08-24,66.49,68.44,66.11,66.9,32896.0
2011-08-25,66.63,67.69,65.23,67.23,4195243.0
2011-08-26,66.86,67.46,65.23,66.72,46394.0
2011-08-27,66.86,67.46,65.23,66.72,46394.0
2011-08-28,66.86,67.46,65.23,66.72,46394.0
2011-08-29,66.25,67.79,65.74,67.09,12346.0
2011-08-30,68.11,71.41,66.11,70.29,412782.0
2011-08-31,68.11,71.41,66.11,70.29,412782.0
2011-09-01,68.11,71.41,66.11,70.29,412782.0
2011-09-02,71.04,71.5,66.63,66.86,33649.0
2011-09-03,71.04,71.5,66.63,66.86,33649.0
2011-09-04,71.04,71.5,66.63,66.86,33649.0
2011-09-05,66.21,68.11,66.16,67.28,12281.0
2011-09-06,67.79,67.79,66.16,67.09,12163.0
2011-09-07,68.72,68.72,66.86,67.55,4627.0
2011-09-08,68.25,68.25,66.9,67.79,15169.0
2011-09-09,68.44,72.2,66.77,67.28,12024.0
2011-09-10,68.44,72.2,66.77,67.28,12024.0
2011-09-11,68.44,72.2,66.77,67.28,12024.0
2011-09-12,66.11,67.74,65.37,67.18,23125.0
2011-09-13,68.25,68.25,66.53,67.88,6727.0
2011-09-14,67.32,67.79,66.16,67.32,35440.0
2011-09-15,67.6,67.69,66.67,67.32,108758.0
2011-09-16,66.9,67.6,66.11,67.32,21376.0
2011-09-17,66.9,67.6,66.11,67.32,21376.0
2011-09-18,66.9,67.6,66.11,67.32,21376.0
2011-09-19,67.32,68.16,67.09,68.02,50181.0
2011-09-20,67.51,69.55,67.32,67.46,46974.0
2011-09-21,68.25,70.57,67.51,68.44,120128.0
2011-09-22,68.44,68.44,66.86,67.23,20949.0
2011-09-23,66.86,68.53,66.86,67.28,48138.0
2011-09-24,66.86,68.53,66.86,67.28,48138.0
2011-09-25,66.86,68.53,66.86,67.28,48138.0
2011-09-26,67.79,68.25,64.07,65.37,115371.0
2011-09-27,67.69,67.74,65.51,66.86,14637.0
2011-09-28,66.49,66.86,65.14,66.02,4058.0
2011-09-29,65.93,66.39,63.61,65.6,9051.0
2011-09-30,66.39,66.39,64.07,64.63,6463.0
2011-10-01,66.39,66.39,64.07,64.63,6463.0
2011-10-02,66.39,66.39,64.07,64.63,6463.0
2011-10-03,64.3,65.0,61.89,63.61,9847.0
2011-10-04,62.26,65.33,61.8,64.07,6642.0
2011-10-05,65.0,65.0,62.21,63.61,380243.0
2011-10-06,65.0,65.0,62.21,63.61,380243.0
2011-10-07,63.65,64.95,63.28,64.07,3120.0
2011-10-08,63.65,64.95,63.28,64.07,3120.0
2011-10-09,63.65,64.95,63.28,64.07,3120.0
2011-10-10,64.3,65.56,61.8,64.77,327564.0
2011-10-11,66.07,66.07,63.28,64.3,25548.0
2011-10-12,64.12,67.23,63.7,66.44,246567.0
2011-10-13,68.48,68.48,64.58,65.51,41216.0
2011-10-14,65.0,65.79,59.94,62.17,171365.0
2011-10-15,65.0,65.79,59.94,62.17,171365.0
2011-10-16,65.0,65.79,59.94,62.17,171365.0
2011-10-17,64.07,64.07,60.91,62.26,33525.0
2011-10-18,60.82,61.75,56.64,61.1,60574.0
2011-10-19,59.61,61.7,59.61,60.26,11302.0
2011-10-20,59.61,61.66,57.8,59.43,52022.0
2011-10-21,59.61,60.36,58.04,58.78,33346.0
2011-10-22,59.61,60.36,58.04,58.78,33346.0
2011-10-23,59.61,60.36,58.04,58.78,33346.0
2011-10-24,59.89,62.03,58.22,59.43,36530.0
2011-10-25,59.89,60.13,58.04,58.87,80760.0
2011-10-26,59.43,60.17,58.13,59.66,5081.0
2011-10-27,59.43,60.17,58.13,59.66,5081.0
2011-10-28,59.85,60.78,58.59,59.15,12746.0
2011-10-29,59.85,60.78,58.59,59.15,12746.0
2011-10-30,59.85,60.78,58.59,59.15,12746.0
2011-10-31,58.64,58.96,57.34,58.5,17415.0
2011-11-01,58.04,58.96,57.71,58.04,1778.0
2011-11-02,55.81,59.89,55.81,57.57,1979.0
2011-11-03,58.5,58.5,56.18,57.53,37889.0
2011-11-04,57.57,58.04,57.01,57.29,9814.0
2011-11-05,57.57,58.04,57.01,57.29,9814.0
2011-11-06,57.57,58.04,57.01,57.29,9814.0
2011-11-07,57.57,58.04,57.01,57.29,9814.0
2011-11-08,57.57,58.5,56.74,57.43,8149.0
2011-11-09,57.57,57.57,55.76,56.13,6178.0
2011-11-10,57.57,57.57,55.76,56.13,6178.0
2011-11-11,56.23,57.11,54.37,55.71,71649.0
2011-11-12,56.23,57.11,54.37,55.71,71649.0
2011-11-13,56.23,57.11,54.37,55.71,71649.0
2011-11-14,55.11,57.57,53.86,55.71,105727.0
2011-11-15,55.71,55.71,53.02,53.58,11460.0
2011-11-16,55.16,57.57,52.0,56.46,40940.0
2011-11-17,55.71,56.09,53.9,55.34,119880.0
2011-11-18,56.27,56.27,44.29,50.14,722037.0
2011-11-19,56.27,56.27,44.29,50.14,722037.0
2011-11-20,56.27,56.27,44.29,50.14,722037.0
2011-11-21,50.14,50.89,47.54,50.42,140203.0
2011-11-22,52.0,53.39,49.03,50.89,348340.0
2011-11-23,50.14,50.89,48.75,50.14,150150.0
2011-11-24,49.21,50.84,49.21,50.33,265314.0
2011-11-25,48.75,50.75,48.75,50.05,226664.0
2011-11-26,48.75,50.75,48.75,50.05,226664.0
2011-11-27,48.75,50.75,48.75,50.05,226664.0
2011-11-28,49.68,51.54,49.68,50.14,262229.0
2011-11-29,50.14,54.23,49.21,51.35,6680.0
2011-11-30,50.14,56.36,49.73,52.6,14316.0
2011-12-01,52.93,53.21,50.19,52.0,117171.0
2011-12-02,53.86,55.62,41.79,53.67,123440.0
2011-12-03,53.86,55.62,41.79,53.67,123440.0
2011-12-04,53.86,55.62,41.79,53.67,123440.0
2011-12-05,52.93,54.51,49.63,53.67,1036379.0
2011-12-06,52.93,54.51,49.63,53.67,1036379.0
2011-12-07,52.56,54.32,52.19,53.25,8228.0
2011-12-08,52.46,52.46,50.61,52.33,61551.0
2011-12-09,52.93,53.39,50.38,51.4,776163.0
2011-12-10,52.93,53.39,50.38,51.4,776163.0
2011-12-11,52.93,53.39,50.38,51.4,776163.0
2011-12-12,51.07,52.05,48.75,49.91,212258.0
2011-12-13,49.35,50.61,48.98,50.0,1121084.0
2011-12-14,49.31,49.91,47.59,49.21,92353.0
2011-12-15,48.47,49.54,46.52,47.5,163107.0
2011-12-16,49.59,49.59,47.4,48.47,9040.0
2011-12-17,49.59,49.59,47.4,48.47,9040.0
2011-12-18,49.59,49.59,47.4,48.47,9040.0
2011-12-19,50.14,50.14,44.94,47.36,40634.0
2011-12-20,46.43,48.98,44.57,47.36,148571.0
2011-12-21,47.36,50.14,46.15,49.73,18386.0
2011-12-22,47.59,50.24,47.59,50.14,324213.0
2011-12-23,50.14,50.14,49.59,50.14,56136.0
2011-12-24,50.14,50.14,49.59,50.14,56136.0
2011-12-25,50.14,50.14,49.59,50.14,56136.0
2011-12-26,50.19,50.19,49.08,50.1,26407.0
2011-12-27,49.03,50.14,49.03,50.14,55008.0
2011-12-28,50.14,50.61,48.29,50.61,50131.0
2011-12-29,52.56,52.6,49.31,50.05,48424.0
2011-12-30,49.26,50.61,49.26,50.14,4607.0
2011-12-31,49.26,50.61,49.26,50.14,4607.0
2012-01-01,49.26,50.61,49.26,50.14,4607.0
2012-01-02,50.19,50.61,48.29,50.33,19945.0
2012-01-03,51.21,51.21,50.14,50.61,4352.0
2012-01-04,50.61,50.61,48.47,50.0,43614.0
2012-01-05,49.45,50.61,49.4,50.51,9370.0
2012-01-06,50.19,50.61,49.21,50.38,9178.0
2012-01-07,50.19,50.61,49.21,50.38,9178.0
2012-01-08,50.19,50.61,49.21,50.38,9178.0
2012-01-09,50.61,50.61,49.82,50.47,18689.0
2012-01-10,51.07,52.93,49.91,52.0,216801.0
2012-01-11,50.89,52.93,50.89,52.7,319525.0
2012-01-12,52.88,52.93,52.0,52.6,8520.0
2012-01-13,52.93,54.32,52.0,53.44,463666.0
2012-01-14,52.93,54.32,52.0,53.44,463666.0
2012-01-15,52.93,54.32,52.0,53.44,463666.0
2012-01-16,53.86,54.32,50.7,52.14,97865.0
2012-01-17,46.57,54.32,46.43,53.35,238381.0
2012-01-18,52.93,53.86,51.07,52.84,1416.0
2012-01-19,53.9,53.9,51.26,53.11,11007.0
2012-01-20,54.32,54.32,52.09,54.32,31797.0
2012-01-21,54.32,54.32,52.09,54.32,31797.0
2012-01-22,54.32,54.32,52.09,54.32,31797.0
2012-01-23,54.32,54.32,51.68,53.44,66535.0
2012-01-24,52.09,55.25,52.09,53.81,12419.0
2012-01-25,55.25,55.25,53.39,53.39,518430.0
2012-01-26,55.25,55.25,53.39,53.39,518430.0
2012-01-27,53.86,54.79,52.46,54.18,7414.0
2012-01-28,53.86,54.79,52.46,54.18,7414.0
2012-01-29,53.86,54.79,52.46,54.18,7414.0
2012-01-30,52.19,55.25,52.19,53.9,1406611.0
2012-01-31,54.79,55.25,52.51,53.16,25475.0
2012-02-01,52.51,53.21,52.37,52.79,8735.0
2012-02-02,53.86,55.25,52.98,53.95,72496.0
2012-02-03,53.44,55.71,51.81,55.2,78343.0
2012-02-04,53.44,55.71,51.81,55.2,78343.0
2012-02-05,53.44,55.71,51.81,55.2,78343.0
2012-02-06,55.71,60.54,53.95,58.64,133914.0
2012-02-07,60.36,61.7,55.81,56.5,17421.0
2012-02-08,54.79,60.36,54.55,59.38,50413.0
2012-02-09,58.96,59.8,58.04,58.92,3296.0
2012-02-10,61.01,67.6,58.83,61.19,208872.0
2012-02-11,61.01,67.6,58.83,61.19,208872.0
2012-02-12,61.01,67.6,58.83,61.19,208872.0
2012-02-13,60.36,62.21,58.83,60.36,25388.0
2012-02-14,53.02,64.91,53.02,64.12,95602.0
2012-02-15,64.07,66.39,63.65,65.09,59006.0
2012-02-16,70.29,70.29,61.66,65.05,33433.0
2012-02-17,66.07,69.46,63.65,65.33,132055.0
2012-02-18,66.07,69.46,63.65,65.33,132055.0
2012-02-19,66.07,69.46,63.65,65.33,132055.0
2012-02-20,66.07,69.46,63.65,65.33,132055.0
2012-02-21,65.93,66.86,64.16,65.19,19297.0
2012-02-22,64.07,66.86,63.14,65.74,59171.0
2012-02-23,61.75,66.86,61.75,65.23,29691.0
2012-02-24,69.64,69.64,63.28,65.05,17406.0
2012-02-25,69.64,69.64,63.28,65.05,17406.0
2012-02-26,69.64,69.64,63.28,65.05,17406.0
2012-02-27,64.07,66.86,61.66,63.98,24844.0
2012-02-28,63.38,65.93,63.38,65.28,5002.0
2012-02-29,65.0,66.81,64.49,65.0,7961.0
2012-03-01,64.86,65.7,62.82,65.0,7992.0
2012-03-02,64.58,65.93,64.58,65.0,9402.0
2012-03-03,64.35,64.4,64.35,64.35,225.0
2012-03-04,64.35,64.4,64.35,64.35,225.0
2012-03-05,64.07,65.84,62.91,65.0,18394.0
2012-03-06,63.42,65.0,63.42,64.91,37080.0
2012-03-07,65.93,65.93,59.01,60.5,13480.0
2012-03-08,65.93,65.93,59.01,60.5,13480.0
2012-03-09,62.12,63.14,60.45,62.91,6769.0
2012-03-10,62.12,63.14,60.45,62.91,6769.0
2012-03-11,62.12,63.14,60.45,62.91,6769.0
2012-03-12,63.61,65.0,62.35,64.35,14024.0
2012-03-13,64.91,65.0,63.7,64.86,9691.0
2012-03-14,65.0,65.05,62.26,65.0,85909.0
2012-03-15,64.07,69.5,62.82,68.58,1705751.0
2012-03-16,69.13,69.13,65.65,67.04,24786.0
2012-03-17,69.13,69.13,65.65,67.04,24786.0
2012-03-18,69.13,69.13,65.65,67.04,24786.0
2012-03-19,66.86,67.79,65.98,67.28,5843.0
2012-03-20,66.86,67.79,63.14,66.81,30558.0
2012-03-21,66.81,67.74,65.14,66.86,6845.0
2012-03-22,66.16,67.6,65.0,66.77,17757.0
2012-03-23,65.93,68.72,65.74,67.74,33160.0
2012-03-24,65.93,68.72,65.74,67.74,33160.0
2012-03-25,65.93,68.72,65.74,67.74,33160.0
2012-03-26,66.49,69.18,66.49,68.25,853374.0
2012-03-27,68.2,70.25,65.93,66.81,20536.0
2012-03-28,65.93,67.79,65.51,67.32,37685.0
2012-03-29,66.25,67.55,64.07,65.56,16242.0
2012-03-30,64.58,71.13,64.58,69.74,31428.0
2012-03-31,64.58,71.13,64.58,69.74,31428.0
2012-04-01,64.58,71.13,64.58,69.74,31428.0
2012-04-02,69.41,69.88,67.6,69.32,21580.0
2012-04-03,68.72,70.57,68.25,70.2,30861.0
2012-04-04,68.3,70.57,68.25,70.48,13686.0
2012-04-05,68.3,70.57,68.25,70.48,13686.0
2012-04-06,68.3,70.57,68.25,70.48,13686.0
2012-04-07,68.3,70.57,68.25,70.48,13686.0
2012-04-08,68.3,70.57,68.25,70.48,13686.0
2012-04-09,70.39,70.39,67.79,68.07,8630.0
2012-04-10,67.55,68.72,64.81,65.88,8545.0
2012-04-11,65.46,65.93,63.51,65.0,8473.0
2012-04-12,65.0,67.74,64.16,64.63,4305.0
2012-04-13,64.63,65.93,62.21,62.91,12668.0
2012-04-14,64.63,65.93,62.21,62.91,12668.0
2012-04-15,64.63,65.93,62.21,62.91,12668.0
2012-04-16,62.4,64.54,62.4,63.1,1201.0
2012-04-17,64.77,64.77,62.03,63.89,8810.0
2012-04-18,63.61,65.51,63.61,65.0,10094.0
2012-04-19,66.21,67.18,65.0,65.98,9043.0
2012-04-20,65.0,68.95,64.12,67.37,11308.0
2012-04-21,65.0,68.95,64.12,67.37,11308.0
2012-04-22,65.0,68.95,64.12,67.37,11308.0
2012-04-23,67.04,67.79,65.56,66.11,3379.0
2012-04-24,66.86,67.32,65.05,65.7,5170.0
2012-04-25,65.0,65.65,63.14,63.56,2638.0
2012-04-26,64.07,66.21,64.07,64.81,3176.0
2012-04-27,65.0,66.67,62.73,65.37,17094.0
2012-04-28,64.54,64.54,64.54,64.54,200.0
2012-04-29,64.54,64.54,64.54,64.54,200.0
2012-04-30,65.14,65.93,64.63,65.14,7968.0
2012-05-01,65.14,65.93,64.63,65.14,7968.0
2012-05-02,64.12,65.93,63.61,64.26,2095.0
2012-05-03,65.0,65.46,64.54,65.0,6290.0
2012-05-04,64.54,65.88,63.65,64.3,17276.0
2012-05-05,64.54,65.88,63.65,64.3,17276.0
2012-05-06,64.54,65.88,63.65,64.3,17276.0
2012-05-07,63.14,63.98,62.21,62.68,3463.0
2012-05-08,64.07,65.0,62.21,62.68,1422.0
2012-05-09,63.14,63.14,54.32,55.85,75487.0
2012-05-10,55.71,59.8,54.37,58.31,8341.0
2012-05-11,58.04,59.43,56.69,58.83,738.0
2012-05-12,58.04,59.43,56.69,58.83,738.0
2012-05-13,58.04,59.43,56.69,58.83,738.0
2012-05-14,58.5,60.45,57.34,59.1,2684.0
2012-05-15,57.62,58.96,54.83,55.99,14387.0
2012-05-16,54.79,55.71,52.0,53.16,17760.0
2012-05-17,50.38,56.18,50.38,54.79,6078.0
2012-05-18,53.86,56.92,53.86,56.69,3647.0
2012-05-19,53.86,56.92,53.86,56.69,3647.0
2012-05-20,53.86,56.92,53.86,56.69,3647.0
2012-05-21,55.71,56.64,54.37,55.3,3500.0
2012-05-22,54.79,55.71,54.37,54.55,1756.0
2012-05-23,52.93,57.29,52.93,53.86,2136.0
2012-05-24,54.04,56.13,53.11,54.74,187261.0
2012-05-25,54.93,55.71,53.39,54.55,3661.0
2012-05-26,54.93,55.71,53.39,54.55,3661.0
2012-05-27,54.93,55.71,53.39,54.55,3661.0
2012-05-28,54.04,55.71,54.04,54.65,2922.0
2012-05-29,54.79,55.71,53.49,54.51,5331.0
2012-05-30,54.32,56.6,53.53,54.0,1455.0
2012-05-31,55.25,55.25,52.0,54.0,2658.0
2012-06-01,52.98,56.18,52.79,54.46,8336.0
2012-06-02,52.98,56.18,52.79,54.46,8336.0
2012-06-03,52.98,56.18,52.79,54.46,8336.0
2012-06-04,53.02,56.92,53.02,55.3,1755.0
2012-06-05,55.76,56.5,53.9,54.6,2286.0
2012-06-06,54.32,56.46,54.0,54.79,165.0
2012-06-07,57.57,57.57,53.58,55.99,6084.0
2012-06-08,55.3,56.97,54.79,55.25,712.0
2012-06-09,55.3,56.97,54.79,55.25,712.0
2012-06-10,55.3,56.97,54.79,55.25,712.0
2012-06-11,53.35,56.92,52.51,54.55,2481.0
2012-06-12,54.79,54.79,53.86,53.9,827.0
2012-06-13,55.25,55.25,53.53,54.18,2679.0
2012-06-14,53.95,55.99,53.86,54.23,7691.0
2012-06-15,54.79,55.44,51.68,53.35,8549.0
2012-06-16,54.79,55.44,51.68,53.35,8549.0
2012-06-17,54.79,55.44,51.68,53.35,8549.0
2012-06-18,59.8,59.8,51.72,52.05,8901.0
2012-06-19,52.88,52.93,52.23,52.33,3359.0
2012-06-20,52.93,53.86,52.93,53.44,2559.0
2012-06-21,51.07,54.32,51.07,54.09,6159.0
2012-06-22,54.32,55.71,53.63,55.53,2442.0
2012-06-23,54.32,55.71,53.63,55.53,2442.0
2012-06-24,54.32,55.71,53.63,55.53,2442.0
2012-06-25,56.64,56.64,53.07,54.69,6671.0
2012-06-26,54.55,56.18,52.09,53.44,6647.0
2012-06-27,56.5,56.5,53.86,53.9,1730.0
2012-06-28,53.95,55.2,53.39,53.39,2561.0
2012-06-29,55.71,56.55,53.3,54.79,2293.0
2012-06-30,55.71,56.55,53.3,54.79,2293.0
2012-07-01,55.71,56.55,53.3,54.79,2293.0
2012-07-02,55.71,56.97,54.37,56.23,2260.0
2012-07-03,54.83,59.01,54.83,58.69,14773.0
2012-07-04,58.17,58.97,57.28,58.73,4295.0
2012-07-05,59.06,60.19,58.26,59.81,3156.0
2012-07-06,59.06,59.91,57.84,58.87,1822.0
2012-07-07,59.06,59.91,57.84,58.87,1822.0
2012-07-08,59.06,59.91,57.84,58.87,1822.0
2012-07-09,57.19,59.06,57.19,58.22,2612.0
2012-07-10,58.12,59.76,58.12,58.69,5034.0
2012-07-11,57.19,59.25,56.86,59.06,102412.0
2012-07-12,58.17,63.66,58.12,62.34,40138.0
2012-07-13,62.81,66.0,62.11,63.7,101677.0
2012-07-14,62.81,66.0,62.11,63.7,101677.0
2012-07-15,62.81,66.0,62.11,63.7,101677.0
2012-07-16,62.81,65.62,60.89,61.78,17981.0
2012-07-17,64.41,66.0,60.47,62.06,41236.0
2012-07-18,61.87,65.48,59.11,63.8,17388.0
2012-07-19,64.41,65.34,62.81,64.59,36900.0
2012-07-20,64.41,64.69,62.81,64.17,14013.0
2012-07-21,64.41,64.69,62.81,64.17,14013.0
2012-07-22,64.41,64.69,62.81,64.17,14013.0
2012-07-23,63.75,66.47,62.81,63.94,21382.0
2012-07-24,63.19,64.5,63.19,63.84,6833.0
2012-07-25,63.33,63.42,60.47,62.72,15058.0
2012-07-26,62.39,64.08,61.87,63.19,14147.0
2012-07-27,64.59,67.5,63.89,65.2,22032.0
2012-07-28,64.59,67.5,63.89,65.2,22032.0
2012-07-29,64.59,67.5,63.89,65.2,22032.0
2012-07-30,64.22,64.64,63.28,64.08,3329.0
2012-07-31,63.75,63.75,62.86,63.0,1266.0
2012-08-01,61.41,63.94,61.41,62.91,3012.0
2012-08-02,63.0,63.66,61.41,62.11,4079.0
2012-08-03,62.81,62.81,61.87,62.34,1920.0
2012-08-04,62.81,62.81,61.87,62.34,1920.0
2012-08-05,62.81,62.81,61.87,62.34,1920.0
2012-08-06,63.37,64.12,61.36,61.97,9325.0
2012-08-07,61.87,66.09,61.87,64.26,13543.0
2012-08-08,63.75,64.69,62.34,63.37,743.0
2012-08-09,62.39,64.64,59.48,61.31,12096.0
2012-08-10,61.87,62.81,60.94,60.94,1138.0
2012-08-11,61.87,62.81,60.94,60.94,1138.0
2012-08-12,61.87,62.81,60.94,60.94,1138.0
2012-08-13,60.94,63.28,60.94,61.92,45839.0
2012-08-14,63.94,63.98,61.41,62.95,54020.0
2012-08-15,63.94,63.98,61.41,62.95,54020.0
2012-08-16,62.34,63.28,61.87,62.81,3994.0
2012-08-17,67.87,67.87,61.03,62.39,2186.0
2012-08-18,67.87,67.87,61.03,62.39,2186.0
2012-08-19,67.87,67.87,61.03,62.39,2186.0
2012-08-20,67.87,67.87,61.03,62.39,2186.0
2012-08-21,63.7,63.7,61.87,63.05,1702.0
2012-08-22,62.39,63.28,61.92,62.11,1218.0
2012-08-23,60.98,63.28,60.98,62.86,1660.0
2012-08-24,64.69,65.39,61.17,61.92,2828.0
2012-08-25,64.69,65.39,61.17,61.92,2828.0
2012-08-26,64.69,65.39,61.17,61.92,2828.0
2012-08-27,62.11,63.94,61.41,62.3,2419.0
2012-08-28,61.87,61.87,57.84,59.58,6170.0
2012-08-29,60.42,60.94,57.19,58.36,5943.0
2012-08-30,58.12,62.11,58.12,60.19,1897.0
2012-08-31,58.36,61.31,57.19,58.64,8033.0
2012-09-01,58.36,61.31,57.19,58.64,8033.0
2012-09-02,58.36,61.31,57.19,58.64,8033.0
2012-09-03,58.12,60.94,58.12,60.09,1044.0
2012-09-04,58.12,61.17,58.12,60.8,3903.0
2012-09-05,60.94,61.17,58.73,59.11,5226.0
2012-09-06,59.06,60.47,59.06,60.0,5144.0
2012-09-07,60.05,60.89,59.06,59.16,3298.0
2012-09-08,58.41,60.84,58.41,60.84,157.0
2012-09-09,58.41,60.84,58.41,60.84,157.0
2012-09-10,60.09,60.33,58.12,58.97,2714.0
2012-09-11,58.87,60.0,58.59,58.92,920.0
