,ONGC IN Equity,ONGC IN Equity,ONGC IN Equity,ONGC IN Equity,ONGC IN Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2017-04-21,123.05,123.79,122.03,122.54,4641879.0
2017-04-22,123.05,123.79,122.03,122.54,4641879.0
2017-04-23,123.05,123.79,122.03,122.54,4641879.0
2017-04-24,122.71,123.86,122.71,123.35,4609094.0
2017-04-25,124.34,124.34,122.64,123.39,6291361.0
2017-04-26,123.66,123.66,122.23,122.43,5173592.0
2017-04-27,123.05,123.05,121.21,121.75,7817348.0
2017-04-28,121.89,127.29,121.89,126.82,12414098.0
2017-04-29,121.89,127.29,121.89,126.82,12414098.0
2017-04-30,121.89,127.29,121.89,126.82,12414098.0
2017-05-01,121.89,127.29,121.89,126.82,12414098.0
2017-05-02,127.87,131.81,127.43,130.8,18985353.0
2017-05-03,131.95,132.39,129.44,129.91,7381734.0
2017-05-04,130.73,130.83,127.91,128.42,4801548.0
2017-05-05,128.14,128.21,123.9,124.95,8876598.0
2017-05-06,128.14,128.21,123.9,124.95,8876598.0
2017-05-07,128.14,128.21,123.9,124.95,8876598.0
2017-05-08,125.49,127.94,125.08,126.41,6490598.0
2017-05-09,126.44,127.63,126.1,126.51,5975341.0
2017-05-10,127.4,128.11,126.17,127.77,4346362.0
2017-05-11,127.77,129.33,124.47,124.81,11338035.0
2017-05-12,125.08,126.72,125.05,125.66,6549359.0
2017-05-13,125.08,126.72,125.05,125.66,6549359.0
2017-05-14,125.08,126.72,125.05,125.66,6549359.0
2017-05-15,127.16,128.01,126.55,126.95,6447194.0
2017-05-16,127.19,127.46,125.46,125.87,7641642.0
2017-05-17,125.9,126.89,124.88,125.42,6756447.0
2017-05-18,125.36,125.36,122.71,122.98,5078013.0
2017-05-19,124.37,124.37,121.79,122.4,6772524.0
2017-05-20,124.37,124.37,121.79,122.4,6772524.0
2017-05-21,124.37,124.37,121.79,122.4,6772524.0
2017-05-22,123.73,123.73,120.05,120.43,6326660.0
2017-05-23,121.04,121.04,118.05,118.73,6210143.0
2017-05-24,119.34,119.82,117.54,118.08,7151765.0
2017-05-25,118.97,119.41,117.91,118.39,9356333.0
2017-05-26,118.97,120.94,118.35,119.48,7536925.0
2017-05-27,118.97,120.94,118.35,119.48,7536925.0
2017-05-28,118.97,120.94,118.35,119.48,7536925.0
2017-05-29,118.97,120.53,116.38,119.48,7715958.0
2017-05-30,119.37,121.92,117.67,121.45,7846427.0
2017-05-31,121.24,121.38,119.14,120.33,13774551.0
2017-06-01,120.26,120.67,117.34,118.29,9251686.0
2017-06-02,118.97,119.31,117.67,118.29,4271232.0
2017-06-03,118.97,119.31,117.67,118.29,4271232.0
2017-06-04,118.97,119.31,117.67,118.29,4271232.0
2017-06-05,118.9,121.35,118.35,119.48,8041880.0
2017-06-06,119.03,119.65,116.32,116.55,10958781.0
2017-06-07,116.93,118.29,116.59,116.96,8498285.0
2017-06-08,116.32,116.72,114.89,115.94,6539464.0
2017-06-09,116.93,116.93,114.07,115.02,7504099.0
2017-06-10,116.93,116.93,114.07,115.02,7504099.0
2017-06-11,116.93,116.93,114.07,115.02,7504099.0
2017-06-12,115.02,115.91,114.28,114.55,4928218.0
2017-06-13,114.89,115.4,114.11,114.96,6453356.0
2017-06-14,115.02,115.6,114.31,115.23,6076179.0
2017-06-15,115.84,116.21,113.39,113.63,8935846.0
2017-06-16,113.53,114.21,112.3,113.63,9944398.0
2017-06-17,113.53,114.21,112.3,113.63,9944398.0
2017-06-18,113.53,114.21,112.3,113.63,9944398.0
2017-06-19,114.28,114.41,111.9,112.88,5495987.0
2017-06-20,114.21,115.81,112.71,114.96,7057757.0
2017-06-21,114.68,114.68,111.73,112.03,8877714.0
2017-06-22,113.09,113.09,108.8,109.08,9798706.0
2017-06-23,109.28,109.69,106.93,107.48,6298968.0
2017-06-24,109.28,109.69,106.93,107.48,6298968.0
2017-06-25,109.28,109.69,106.93,107.48,6298968.0
2017-06-26,109.28,109.69,106.93,107.48,6298968.0
2017-06-27,107.55,109.35,105.51,108.74,7621676.0
2017-06-28,110.13,110.13,107.07,107.48,8064064.0
2017-06-29,108.63,109.45,106.9,107.31,9526393.0
2017-06-30,108.09,108.09,106.25,106.93,6304574.0
2017-07-01,108.09,108.09,106.25,106.93,6304574.0
2017-07-02,108.09,108.09,106.25,106.93,6304574.0
2017-07-03,106.93,108.43,105.98,108.16,7131766.0
2017-07-04,108.7,109.96,108.09,108.7,5949483.0
2017-07-05,108.77,111.15,108.74,110.67,6107659.0
2017-07-06,110.67,111.22,108.84,109.93,7735097.0
2017-07-07,110.06,110.13,108.16,108.5,5723984.0
2017-07-08,110.06,110.13,108.16,108.5,5723984.0
2017-07-09,110.06,110.13,108.16,108.5,5723984.0
2017-07-10,108.5,112.17,108.09,110.4,4850834.0
2017-07-11,110.81,111.08,108.77,108.94,8468125.0
2017-07-12,109.01,112.78,109.01,110.71,15107710.0
2017-07-13,112.03,112.03,107.82,108.02,10025991.0
2017-07-14,108.43,108.84,107.17,107.65,7679644.0
2017-07-15,108.43,108.84,107.17,107.65,7679644.0
2017-07-16,108.43,108.84,107.17,107.65,7679644.0
2017-07-17,108.77,109.38,107.95,108.8,7074724.0
2017-07-18,109.31,110.13,108.36,109.93,6152939.0
2017-07-19,110.13,111.15,108.63,110.81,10508127.0
2017-07-20,110.3,114.11,110.13,112.75,18589205.0
2017-07-21,113.19,113.39,111.22,111.73,7753401.0
2017-07-22,113.19,113.39,111.22,111.73,7753401.0
2017-07-23,113.19,113.39,111.22,111.73,7753401.0
2017-07-24,112.17,112.17,109.93,110.98,10902095.0
2017-07-25,111.42,111.49,109.96,111.01,7035209.0
2017-07-26,111.66,111.9,111.01,111.49,9492346.0
2017-07-27,112.17,112.24,110.13,110.74,13961961.0
2017-07-28,109.86,112.51,108.94,112.0,11053852.0
2017-07-29,109.86,112.51,108.94,112.0,11053852.0
2017-07-30,109.86,112.51,108.94,112.0,11053852.0
2017-07-31,112.3,115.57,112.17,115.16,14838867.0
2017-08-01,115.57,116.11,113.39,113.8,7097787.0
2017-08-02,113.87,114.21,111.56,112.44,8064096.0
2017-08-03,112.44,113.39,110.91,112.64,7503087.0
2017-08-04,113.53,113.73,111.22,113.12,6959382.0
2017-08-05,113.53,113.73,111.22,113.12,6959382.0
2017-08-06,113.53,113.73,111.22,113.12,6959382.0
2017-08-07,113.22,113.7,112.24,112.78,3624499.0
2017-08-08,112.92,113.46,110.47,111.49,6407872.0
2017-08-09,111.15,113.12,110.47,112.64,6605766.0
2017-08-10,111.83,112.58,110.23,111.28,9136906.0
2017-08-11,110.13,110.13,107.75,108.53,7332949.0
2017-08-12,110.13,110.13,107.75,108.53,7332949.0
2017-08-13,110.13,110.13,107.75,108.53,7332949.0
2017-08-14,108.91,110.33,108.77,109.93,4145649.0
2017-08-15,108.91,110.33,108.77,109.93,4145649.0
2017-08-16,110.13,110.13,108.43,109.42,6493569.0
2017-08-17,109.45,109.89,108.77,109.18,5429623.0
2017-08-18,109.42,109.93,108.43,109.38,5912979.0
2017-08-19,109.42,109.93,108.43,109.38,5912979.0
2017-08-20,109.42,109.93,108.43,109.38,5912979.0
2017-08-21,110.1,111.9,106.32,106.83,11591318.0
2017-08-22,107.48,109.04,107.07,108.4,5974732.0
2017-08-23,109.79,109.79,108.19,108.57,2531825.0
2017-08-24,109.04,109.04,108.12,108.4,3975451.0
2017-08-25,109.04,109.04,108.12,108.4,3975451.0
2017-08-26,109.04,109.04,108.12,108.4,3975451.0
2017-08-27,109.04,109.04,108.12,108.4,3975451.0
2017-08-28,109.45,109.76,108.5,109.18,3914049.0
2017-08-29,108.77,109.18,106.73,106.9,8209030.0
2017-08-30,108.19,108.19,107.17,107.68,5623473.0
2017-08-31,108.8,109.21,106.08,106.7,17427412.0
2017-09-01,107.72,109.04,106.93,108.74,7027241.0
2017-09-02,107.72,109.04,106.93,108.74,7027241.0
2017-09-03,107.72,109.04,106.93,108.74,7027241.0
2017-09-04,108.7,110.33,108.09,109.99,5333394.0
2017-09-05,110.74,111.25,109.72,110.67,6595965.0
2017-09-06,110.16,111.39,110.06,110.33,4117114.0
2017-09-07,110.5,110.94,109.86,110.33,9808662.0
2017-09-08,110.47,111.01,108.33,110.03,11036669.0
2017-09-09,110.47,111.01,108.33,110.03,11036669.0
2017-09-10,110.47,111.01,108.33,110.03,11036669.0
2017-09-11,109.82,111.42,109.45,110.84,9991837.0
2017-09-12,110.88,111.15,109.79,110.33,10814996.0
2017-09-13,110.2,111.05,109.35,109.48,7613721.0
2017-09-14,110.33,110.47,107.58,108.33,15826745.0
2017-09-15,108.43,114.11,108.09,113.36,26824901.0
2017-09-16,108.43,114.11,108.09,113.36,26824901.0
2017-09-17,108.43,114.11,108.09,113.36,26824901.0
2017-09-18,113.6,114.17,112.03,112.3,9907333.0
2017-09-19,112.1,113.22,111.32,112.78,9043858.0
2017-09-20,112.92,116.32,111.83,114.0,13281427.0
2017-09-21,114.45,114.89,111.85,113.32,8232588.0
2017-09-22,112.81,112.91,111.54,112.33,10607473.0
2017-09-23,112.81,112.91,111.54,112.33,10607473.0
2017-09-24,112.81,112.91,111.54,112.33,10607473.0
2017-09-25,112.3,112.91,110.01,112.57,10279218.0
2017-09-26,113.12,117.86,113.12,117.08,21244299.0
2017-09-27,117.83,118.72,115.75,116.26,8002897.0
2017-09-28,115.78,118.41,113.87,117.18,15095636.0
2017-09-29,117.49,119.09,116.12,116.77,6846682.0
2017-09-30,117.49,119.09,116.12,116.77,6846682.0
2017-10-01,117.49,119.09,116.12,116.77,6846682.0
2017-10-02,117.49,119.09,116.12,116.77,6846682.0
2017-10-03,118.38,118.89,116.12,116.57,5946422.0
2017-10-04,117.01,118.03,116.19,117.56,5324850.0
2017-10-05,117.56,117.97,116.6,116.94,3985812.0
2017-10-06,116.8,119.33,116.8,118.75,6486925.0
2017-10-07,116.8,119.33,116.8,118.75,6486925.0
2017-10-08,116.8,119.33,116.8,118.75,6486925.0
2017-10-09,118.51,118.55,116.39,116.6,3195822.0
2017-10-10,116.8,117.59,115.51,116.36,3362299.0
2017-10-11,116.94,117.59,114.76,115.54,4450843.0
2017-10-12,115.81,116.57,114.58,115.92,5210680.0
2017-10-13,115.81,116.5,114.96,115.88,5603270.0
2017-10-14,115.81,116.5,114.96,115.88,5603270.0
2017-10-15,115.81,116.5,114.96,115.88,5603270.0
2017-10-16,116.22,118.1,116.16,117.52,5330812.0
2017-10-17,117.32,117.49,116.12,116.94,7026862.0
2017-10-18,116.16,119.5,116.16,119.16,8266684.0
2017-10-19,119.54,119.88,117.01,117.52,1333849.0
2017-10-20,119.54,119.88,117.01,117.52,1333849.0
2017-10-21,119.54,119.88,117.01,117.52,1333849.0
2017-10-22,119.54,119.88,117.01,117.52,1333849.0
2017-10-23,117.93,118.44,116.5,117.28,4415065.0
2017-10-24,117.25,121.07,116.84,120.22,11670704.0
2017-10-25,120.6,122.03,119.91,120.8,6502313.0
2017-10-26,120.83,123.02,120.01,121.14,15779777.0
2017-10-27,121.38,126.3,121.04,125.68,10801167.0
2017-10-28,121.38,126.3,121.04,125.68,10801167.0
2017-10-29,121.38,126.3,121.04,125.68,10801167.0
2017-10-30,128.21,130.7,127.05,127.46,17711101.0
2017-10-31,127.05,131.15,126.09,130.53,11766231.0
2017-11-01,131.15,131.97,129.85,130.47,5720965.0
2017-11-02,131.15,131.29,128.11,128.42,4399478.0
2017-11-03,129.91,133.55,129.11,133.17,8588924.0
2017-11-04,129.91,133.55,129.11,133.17,8588924.0
2017-11-05,129.91,133.55,129.11,133.17,8588924.0
2017-11-06,134.59,139.14,132.65,138.31,18173644.0
2017-11-07,140.56,142.65,133.9,134.53,22119451.0
2017-11-08,134.73,135.84,132.51,133.66,7133217.0
2017-11-09,133.97,135.36,129.01,131.61,8366474.0
2017-11-10,130.53,133.73,130.53,132.65,6696960.0
2017-11-11,130.53,133.73,130.53,132.65,6696960.0
2017-11-12,130.53,133.73,130.53,132.65,6696960.0
2017-11-13,131.85,132.1,127.38,127.86,7701570.0
2017-11-14,128.35,128.49,125.88,126.33,5221096.0
2017-11-15,125.67,125.99,121.93,123.25,8907960.0
2017-11-16,126.68,126.89,122.93,124.36,7752070.0
2017-11-17,127.51,127.51,122.93,123.28,7493838.0
2017-11-18,127.51,127.51,122.93,123.28,7493838.0
2017-11-19,127.51,127.51,122.93,123.28,7493838.0
2017-11-20,123.56,125.36,123.35,124.95,4446563.0
2017-11-21,125.08,126.33,123.7,125.57,5625278.0
2017-11-22,125.57,126.85,124.95,125.85,3659561.0
2017-11-23,125.47,126.85,125.29,126.13,3829100.0
2017-11-24,126.13,126.75,125.22,125.64,2536074.0
2017-11-25,126.13,126.75,125.22,125.64,2536074.0
2017-11-26,126.13,126.75,125.22,125.64,2536074.0
2017-11-27,125.71,128.03,125.71,127.76,7604403.0
2017-11-28,127.24,127.51,124.95,125.81,11032732.0
2017-11-29,124.95,127.9,124.95,126.65,5791459.0
2017-11-30,125.64,126.33,124.56,125.4,9960999.0
2017-12-01,126.33,127.1,124.25,124.7,3726754.0
2017-12-02,126.33,127.1,124.25,124.7,3726754.0
2017-12-03,126.33,127.1,124.25,124.7,3726754.0
2017-12-04,126.26,127.58,125.36,126.06,6731469.0
2017-12-05,124.95,125.43,123.07,123.84,4908025.0
2017-12-06,123.63,124.39,121.54,122.07,4500988.0
2017-12-07,122.03,123.18,121.72,122.9,4590936.0
2017-12-08,123.21,126.23,123.18,125.12,5213048.0
2017-12-09,123.21,126.23,123.18,125.12,5213048.0
2017-12-10,123.21,126.23,123.18,125.12,5213048.0
2017-12-11,125.29,126.3,123.35,124.18,2512643.0
2017-12-12,124.74,127.86,124.74,127.24,7580672.0
2017-12-13,127.17,129.8,127.1,127.65,12367259.0
2017-12-14,129.28,129.6,126.61,127.97,6335657.0
2017-12-15,128.1,129.18,126.4,127.03,7548448.0
2017-12-16,128.1,129.18,126.4,127.03,7548448.0
2017-12-17,128.1,129.18,126.4,127.03,7548448.0
2017-12-18,127.03,127.65,122.86,127.06,5590541.0
2017-12-19,126.37,129.11,126.37,128.56,4822111.0
2017-12-20,132.16,132.65,130.08,130.5,9436586.0
2017-12-21,130.85,131.61,129.87,130.5,4184852.0
2017-12-22,130.98,134.56,130.33,134.25,9993111.0
2017-12-23,130.98,134.56,130.33,134.25,9993111.0
2017-12-24,130.98,134.56,130.33,134.25,9993111.0
2017-12-25,130.98,134.56,130.33,134.25,9993111.0
2017-12-26,134.66,136.92,133.76,134.46,14528153.0
2017-12-27,136.05,136.19,132.82,133.69,8145917.0
2017-12-28,134.32,134.94,133.31,133.97,13194902.0
2017-12-29,135.22,135.98,133.59,135.5,6256171.0
2017-12-30,135.22,135.98,133.59,135.5,6256171.0
2017-12-31,135.22,135.98,133.59,135.5,6256171.0
2018-01-01,134.66,135.84,133.1,133.52,6384659.0
2018-01-02,135.36,137.09,135.29,136.64,13732557.0
2018-01-03,137.09,137.09,133.97,134.28,8351463.0
2018-01-04,135.22,138.83,135.22,138.48,13789026.0
2018-01-05,138.48,139.49,135.98,137.75,7482046.0
2018-01-06,138.48,139.49,135.98,137.75,7482046.0
2018-01-07,138.48,139.49,135.98,137.75,7482046.0
2018-01-08,137.93,138.76,136.33,137.02,5130762.0
2018-01-09,137.44,138.13,136.4,136.75,4890170.0
2018-01-10,137.96,138.83,136.68,137.37,8529594.0
2018-01-11,137.79,138.62,136.4,137.37,6358207.0
2018-01-12,138.07,140.18,136.85,139.35,10181053.0
2018-01-13,138.07,140.18,136.85,139.35,10181053.0
2018-01-14,138.07,140.18,136.85,139.35,10181053.0
2018-01-15,139.0,139.07,135.77,136.47,4871019.0
2018-01-16,137.09,137.61,135.36,136.89,6414823.0
2018-01-17,136.75,137.89,134.73,135.84,6627254.0
2018-01-18,136.33,137.09,134.14,134.73,6554116.0
2018-01-19,134.32,136.16,133.03,134.46,5596475.0
2018-01-20,134.32,136.16,133.03,134.46,5596475.0
2018-01-21,134.32,136.16,133.03,134.46,5596475.0
2018-01-22,138.13,142.99,137.44,139.31,25038932.0
2018-01-23,140.04,144.87,139.07,143.93,19498070.0
2018-01-24,145.21,147.16,144.38,146.36,17300977.0
2018-01-25,147.44,147.78,143.69,144.73,10791534.0
2018-01-26,147.44,147.78,143.69,144.73,10791534.0
2018-01-27,147.44,147.78,143.69,144.73,10791534.0
2018-01-28,147.44,147.78,143.69,144.73,10791534.0
2018-01-29,144.69,144.69,141.67,142.4,8333065.0
2018-01-30,141.95,144.38,141.15,142.16,10352185.0
2018-01-31,140.74,142.02,137.82,141.22,12703376.0
2018-02-01,141.61,143.76,134.66,135.29,10809352.0
2018-02-02,134.66,137.41,130.5,133.76,13452996.0
2018-02-03,134.66,137.41,130.5,133.76,13452996.0
2018-02-04,134.66,137.41,130.5,133.76,13452996.0
2018-02-05,133.28,133.59,130.5,131.02,8021823.0
2018-02-06,128.0,129.8,125.02,128.73,6568724.0
2018-02-07,130.5,132.93,129.8,131.89,9370838.0
2018-02-08,132.58,133.28,130.5,130.98,4858525.0
2018-02-09,130.08,132.03,128.14,130.05,8003715.0
2018-02-10,130.08,132.03,128.14,130.05,8003715.0
2018-02-11,130.08,132.03,128.14,130.05,8003715.0
2018-02-12,133.28,135.01,132.1,132.58,16429940.0
2018-02-13,133.28,135.01,132.1,132.58,16429940.0
2018-02-14,132.89,133.28,127.93,128.94,6160838.0
2018-02-15,130.5,131.19,128.42,130.71,5431493.0
2018-02-16,129.8,131.4,129.11,129.74,4391387.0
2018-02-17,129.8,131.4,129.11,129.74,4391387.0
2018-02-18,129.8,131.4,129.11,129.74,4391387.0
2018-02-19,129.74,130.08,126.23,128.62,4577514.0
2018-02-20,128.97,130.85,127.76,129.8,5614898.0
2018-02-21,129.84,132.44,128.21,131.99,4971991.0
2018-02-22,131.12,131.12,128.45,129.18,9075549.0
2018-02-23,129.84,132.58,129.46,131.75,5208326.0
2018-02-24,129.84,132.58,129.46,131.75,5208326.0
2018-02-25,129.84,132.58,129.46,131.75,5208326.0
2018-02-26,132.58,133.24,131.54,132.13,2905837.0
2018-02-27,132.58,134.91,129.18,130.85,7011990.0
2018-02-28,130.36,132.03,129.25,130.71,6317511.0
2018-03-01,130.43,132.1,130.05,131.68,3736637.0
2018-03-02,130.43,132.1,130.05,131.68,3736637.0
2018-03-03,130.43,132.1,130.05,131.68,3736637.0
2018-03-04,130.43,132.1,130.05,131.68,3736637.0
2018-03-05,131.89,131.96,127.86,128.8,5415611.0
2018-03-06,128.42,129.84,128.07,128.69,3110299.0
2018-03-07,128.42,128.59,124.11,125.99,4841388.0
2018-03-08,125.71,126.82,124.49,125.05,3485105.0
2018-03-09,125.64,126.99,124.25,124.88,2192098.0
2018-03-10,125.64,126.99,124.25,124.88,2192098.0
2018-03-11,125.64,126.99,124.25,124.88,2192098.0
2018-03-12,124.81,128.07,124.25,127.62,5132900.0
2018-03-13,127.97,129.45,127.3,129.02,2895418.0
2018-03-14,128.88,129.38,126.32,126.92,6110999.0
2018-03-15,127.27,127.83,125.62,126.7,7599583.0
2018-03-16,127.2,127.2,123.75,124.49,8682007.0
2018-03-17,127.2,127.2,123.75,124.49,8682007.0
2018-03-18,127.2,127.2,123.75,124.49,8682007.0
2018-03-19,125.09,125.37,123.75,124.28,5975948.0
2018-03-20,125.09,125.09,122.0,122.35,3228403.0
2018-03-21,122.7,124.6,122.03,123.37,4312327.0
2018-03-22,124.32,127.69,124.07,125.72,8919423.0
2018-03-23,124.39,126.18,123.75,124.67,7246691.0
2018-03-24,124.39,126.18,123.75,124.67,7246691.0
2018-03-25,124.39,126.18,123.75,124.67,7246691.0
2018-03-26,126.35,126.49,123.68,125.72,4649138.0
2018-03-27,125.51,127.27,124.42,126.21,4053889.0
2018-03-28,125.09,125.79,123.75,124.95,6392392.0
2018-03-29,125.09,125.79,123.75,124.95,6392392.0
2018-03-30,125.09,125.79,123.75,124.95,6392392.0
2018-03-31,125.09,125.79,123.75,124.95,6392392.0
2018-04-01,125.09,125.79,123.75,124.95,6392392.0
2018-04-02,125.44,127.13,125.37,126.46,2421857.0
2018-04-03,125.12,125.93,123.96,124.74,3748214.0
2018-04-04,125.76,125.76,122.77,123.26,3500547.0
2018-04-05,124.98,125.02,123.3,124.7,5518785.0
2018-04-06,126.42,126.42,123.89,124.35,4098817.0
2018-04-07,126.42,126.42,123.89,124.35,4098817.0
2018-04-08,126.42,126.42,123.89,124.35,4098817.0
2018-04-09,124.46,125.9,123.89,125.37,4261572.0
2018-04-10,125.37,127.02,125.23,126.63,5366580.0
2018-04-11,127.9,130.39,126.7,128.0,12245892.0
2018-04-12,128.6,129.3,127.02,127.72,4491361.0
2018-04-13,127.76,128.95,126.95,128.25,3194119.0
2018-04-14,127.76,128.95,126.95,128.25,3194119.0
2018-04-15,127.76,128.95,126.95,128.25,3194119.0
2018-04-16,127.72,128.18,126.35,127.55,2434711.0
2018-04-17,127.72,127.97,126.0,127.06,2830422.0
2018-04-18,126.56,128.57,126.0,127.97,3417810.0
2018-04-19,128.6,130.89,126.85,129.27,5324486.0
2018-04-20,130.01,130.01,127.27,128.15,1792001.0
2018-04-21,130.01,130.01,127.27,128.15,1792001.0
2018-04-22,130.01,130.01,127.27,128.15,1792001.0
2018-04-23,128.25,129.66,126.07,127.23,4120078.0
2018-04-24,127.97,128.64,127.55,128.36,4335152.0
2018-04-25,128.22,128.22,125.58,126.11,3813304.0
2018-04-26,126.11,128.04,124.6,127.06,7005822.0
2018-04-27,127.2,128.6,126.18,126.99,4898474.0
2018-04-28,127.2,128.6,126.18,126.99,4898474.0
2018-04-29,127.2,128.6,126.18,126.99,4898474.0
2018-04-30,126.11,127.86,125.3,126.88,3438349.0
2018-05-01,126.11,127.86,125.3,126.88,3438349.0
2018-05-02,127.2,127.55,125.97,126.53,4898278.0
2018-05-03,126.46,128.15,126.28,127.27,2930543.0
2018-05-04,127.9,130.11,125.97,126.67,5558374.0
2018-05-05,127.9,130.11,125.97,126.67,5558374.0
2018-05-06,127.9,130.11,125.97,126.67,5558374.0
2018-05-07,127.2,129.66,127.06,129.23,5020570.0
2018-05-08,129.87,130.82,126.07,128.67,6119287.0
2018-05-09,129.59,130.53,128.04,128.5,3258725.0
2018-05-10,129.8,133.06,128.95,132.29,11274263.0
2018-05-11,132.19,132.82,130.5,131.76,5171357.0
2018-05-12,132.19,132.82,130.5,131.76,5171357.0
2018-05-13,132.19,132.82,130.5,131.76,5171357.0
2018-05-14,131.76,132.47,129.9,131.59,3406025.0
2018-05-15,132.33,134.93,129.45,132.82,6318359.0
2018-05-16,130.08,133.52,123.54,130.85,8923634.0
2018-05-17,130.68,133.1,129.97,132.54,4747552.0
2018-05-18,132.82,134.75,129.73,130.04,5074983.0
2018-05-19,132.82,134.75,129.73,130.04,5074983.0
2018-05-20,132.82,134.75,129.73,130.04,5074983.0
2018-05-21,130.71,132.57,129.52,130.53,3574678.0
2018-05-22,131.76,133.17,127.02,130.15,4057249.0
2018-05-23,131.41,131.41,122.49,123.26,5887469.0
2018-05-24,123.68,124.39,109.03,117.85,36684132.0
2018-05-25,117.15,124.21,114.44,123.3,13149254.0
2018-05-26,117.15,124.21,114.44,123.3,13149254.0
2018-05-27,117.15,124.21,114.44,123.3,13149254.0
2018-05-28,124.0,125.65,122.07,123.4,8759999.0
2018-05-29,123.33,124.67,121.75,123.37,11335211.0
2018-05-30,123.68,125.44,121.36,122.28,13081072.0
2018-05-31,125.09,126.74,123.02,125.02,24508942.0
2018-06-01,123.89,123.89,119.89,121.72,10273307.0
2018-06-02,123.89,123.89,119.89,121.72,10273307.0
2018-06-03,123.89,123.89,119.89,121.72,10273307.0
2018-06-04,122.98,123.26,119.47,120.24,5564431.0
2018-06-05,119.82,121.08,118.9,120.31,6146111.0
2018-06-06,119.89,121.05,119.33,119.68,3435856.0
2018-06-07,121.33,122.1,119.54,121.33,5324269.0
2018-06-08,121.01,122.91,120.94,122.07,4485355.0
2018-06-09,121.01,122.91,120.94,122.07,4485355.0
2018-06-10,121.01,122.91,120.94,122.07,4485355.0
2018-06-11,122.45,122.49,121.22,121.79,4312756.0
2018-06-12,121.57,123.4,119.99,120.45,4734439.0
2018-06-13,120.52,120.87,118.48,119.47,5662978.0
2018-06-14,119.47,120.17,117.36,118.41,4389159.0
2018-06-15,118.06,118.27,115.64,116.27,7933426.0
2018-06-16,118.06,118.27,115.64,116.27,7933426.0
2018-06-17,118.06,118.27,115.64,116.27,7933426.0
2018-06-18,115.95,117.64,114.72,115.67,4575538.0
2018-06-19,116.66,117.22,114.9,115.81,4563669.0
2018-06-20,115.95,116.87,113.95,114.37,5964008.0
2018-06-21,114.41,115.04,111.21,112.23,14031161.0
2018-06-22,112.44,113.14,111.49,112.12,5551659.0
2018-06-23,112.44,113.14,111.49,112.12,5551659.0
2018-06-24,112.44,113.14,111.49,112.12,5551659.0
2018-06-25,112.51,112.93,109.7,110.08,7181881.0
2018-06-26,109.98,111.67,109.66,111.24,6221101.0
2018-06-27,111.74,111.74,108.22,109.8,7373541.0
2018-06-28,109.35,111.46,106.68,107.87,17928157.0
2018-06-29,108.57,111.98,108.33,111.31,7305584.0
2018-06-30,108.57,111.98,108.33,111.31,7305584.0
2018-07-01,108.57,111.98,108.33,111.31,7305584.0
2018-07-02,110.33,111.03,107.87,109.28,9402014.0
2018-07-03,108.93,113.56,108.71,110.82,12461458.0
2018-07-04,111.03,111.03,108.96,109.63,5779546.0
2018-07-05,109.63,110.75,108.36,109.91,6954676.0
2018-07-06,109.91,110.58,109.1,109.24,3836446.0
2018-07-07,109.91,110.58,109.1,109.24,3836446.0
2018-07-08,109.91,110.58,109.1,109.24,3836446.0
2018-07-09,109.63,111.31,109.07,110.61,4567960.0
2018-07-10,111.38,112.3,110.54,111.0,5504925.0
2018-07-11,111.63,111.63,109.98,111.1,6967185.0
2018-07-12,111.6,112.58,108.75,111.7,9217299.0
2018-07-13,111.74,111.77,107.94,108.29,3741318.0
2018-07-14,111.74,111.77,107.94,108.29,3741318.0
2018-07-15,111.74,111.77,107.94,108.29,3741318.0
2018-07-16,108.93,109.73,107.55,108.08,3836952.0
2018-07-17,108.4,110.44,107.13,109.73,4203833.0
2018-07-18,110.68,115.81,110.23,112.65,17516607.0
2018-07-19,114.06,116.09,112.9,113.67,8867481.0
2018-07-20,113.67,114.27,110.05,111.0,5842522.0
2018-07-21,113.67,114.27,110.05,111.0,5842522.0
2018-07-22,113.67,114.27,110.05,111.0,5842522.0
2018-07-23,111.07,111.74,108.78,110.01,4814245.0
2018-07-24,110.16,111.17,109.52,110.47,4164378.0
2018-07-25,110.68,112.97,110.51,111.77,4282483.0
2018-07-26,112.09,115.25,111.17,114.23,9009621.0
2018-07-27,114.2,114.41,112.54,113.35,3746126.0
2018-07-28,114.2,114.41,112.54,113.35,3746126.0
2018-07-29,114.2,114.41,112.54,113.35,3746126.0
2018-07-30,114.48,116.97,113.25,115.32,9957006.0
2018-07-31,115.95,117.18,114.55,116.44,7228149.0
2018-08-01,117.01,118.59,116.06,117.5,5053447.0
2018-08-02,119.29,120.03,115.43,116.94,8750908.0
2018-08-03,119.78,120.17,116.76,117.22,13018791.0
2018-08-04,119.78,120.17,116.76,117.22,13018791.0
2018-08-05,119.78,120.17,116.76,117.22,13018791.0
2018-08-06,117.36,119.26,117.22,118.94,5527578.0
2018-08-07,119.04,119.47,116.76,117.74,10087042.0
2018-08-08,118.27,121.5,117.78,121.22,8357242.0
2018-08-09,121.57,122.28,118.31,118.69,4742406.0
2018-08-10,118.76,120.1,118.17,118.94,4537594.0
2018-08-11,118.76,120.1,118.17,118.94,4537594.0
2018-08-12,118.76,120.1,118.17,118.94,4537594.0
