,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity
2014-03-12,296.73,303.2,296.62,298.93,605548.0
2014-03-13,298.81,299.76,286.02,288.29,515131.0
2014-03-14,283.98,289.16,283.18,285.26,362338.0
2014-03-15,283.98,289.16,283.18,285.26,362338.0
2014-03-16,283.98,289.16,283.18,285.26,362338.0
2014-03-17,283.98,289.16,283.18,285.26,362338.0
2014-03-18,284.05,302.79,284.05,293.82,707302.0
2014-03-19,295.97,298.93,285.38,286.78,813067.0
2014-03-20,289.16,295.22,287.99,292.27,587946.0
2014-03-21,290.3,294.38,286.74,287.57,582428.0
2014-03-22,289.01,291.39,286.25,288.9,33948.0
2014-03-23,289.01,291.39,286.25,288.9,33948.0
2014-03-24,287.27,291.43,283.26,286.51,488131.0
2014-03-25,284.58,296.73,284.58,295.71,308486.0
2014-03-26,296.47,301.12,293.67,295.94,445586.0
2014-03-27,293.93,305.74,293.93,301.05,866351.0
2014-03-28,301.27,303.24,291.58,295.52,1027003.0
2014-03-29,301.27,303.24,291.58,295.52,1027003.0
2014-03-30,301.27,303.24,291.58,295.52,1027003.0
2014-03-31,299.23,307.82,295.52,304.11,1180435.0
2014-04-01,308.84,313.35,304.0,306.87,789487.0
2014-04-02,306.57,309.71,304.91,307.25,297970.0
2014-04-03,306.57,311.76,298.62,300.4,1176826.0
2014-04-04,300.97,309.6,299.83,306.53,383730.0
2014-04-05,300.97,309.6,299.83,306.53,383730.0
2014-04-06,300.97,309.6,299.83,306.53,383730.0
2014-04-07,302.79,311.87,300.52,303.47,279917.0
2014-04-08,302.79,311.87,300.52,303.47,279917.0
2014-04-09,303.47,317.93,301.12,305.47,443651.0
2014-04-10,304.04,308.09,301.27,302.64,438498.0
2014-04-11,301.35,305.78,296.5,299.72,415775.0
2014-04-12,301.35,305.78,296.5,299.72,415775.0
2014-04-13,301.35,305.78,296.5,299.72,415775.0
2014-04-14,301.35,305.78,296.5,299.72,415775.0
2014-04-15,299.76,306.42,295.97,302.37,352397.0
2014-04-16,299.76,304.23,293.93,298.85,213509.0
2014-04-17,298.25,304.3,297.64,302.9,268643.0
2014-04-18,298.25,304.3,297.64,302.9,268643.0
2014-04-19,298.25,304.3,297.64,302.9,268643.0
2014-04-20,298.25,304.3,297.64,302.9,268643.0
2014-04-21,302.14,303.51,295.86,296.92,218722.0
2014-04-22,297.87,299.0,289.5,294.2,570474.0
2014-04-23,292.23,303.35,292.23,298.96,579566.0
2014-04-24,292.23,303.35,292.23,298.96,579566.0
2014-04-25,298.47,304.49,297.68,301.05,761203.0
2014-04-26,298.47,304.49,297.68,301.05,761203.0
2014-04-27,298.47,304.49,297.68,301.05,761203.0
2014-04-28,298.59,302.33,295.97,297.49,277051.0
2014-04-29,297.26,299.76,284.66,286.36,512291.0
2014-04-30,288.4,291.51,280.08,284.62,519141.0
2014-05-01,288.4,291.51,280.08,284.62,519141.0
2014-05-02,283.11,289.39,283.11,285.76,358773.0
2014-05-03,283.11,289.39,283.11,285.76,358773.0
2014-05-04,283.11,289.39,283.11,285.76,358773.0
2014-05-05,283.11,286.13,276.82,278.9,420264.0
2014-05-06,279.32,279.62,274.82,277.54,186576.0
2014-05-07,274.93,279.89,273.3,275.42,265696.0
2014-05-08,274.06,280.08,273.27,275.35,275289.0
2014-05-09,272.58,278.56,272.58,275.23,367639.0
2014-05-10,272.58,278.56,272.58,275.23,367639.0
2014-05-11,272.58,278.56,272.58,275.23,367639.0
2014-05-12,272.66,282.35,271.33,272.58,874276.0
2014-05-13,274.02,289.12,273.27,286.85,1020258.0
2014-05-14,285.6,288.03,279.7,280.95,668941.0
2014-05-15,282.54,287.65,276.79,280.57,836887.0
2014-05-16,279.25,296.73,279.25,293.85,998996.0
2014-05-17,279.25,296.73,279.25,293.85,998996.0
2014-05-18,279.25,296.73,279.25,293.85,998996.0
2014-05-19,296.35,311.79,285.98,305.02,975932.0
2014-05-20,305.66,324.17,300.93,322.39,973866.0
2014-05-21,321.71,326.74,307.71,312.06,359973.0
2014-05-22,314.07,331.55,312.63,328.98,665469.0
2014-05-23,327.77,331.25,317.43,322.54,650500.0
2014-05-24,327.77,331.25,317.43,322.54,650500.0
2014-05-25,327.77,331.25,317.43,322.54,650500.0
2014-05-26,326.14,326.93,304.64,313.31,1797555.0
2014-05-27,317.09,317.36,309.07,313.12,301661.0
2014-05-28,313.42,316.41,305.81,310.58,235199.0
2014-05-29,310.58,321.67,308.09,314.78,777710.0
2014-05-30,315.35,329.28,311.64,312.82,692408.0
2014-05-31,315.35,329.28,311.64,312.82,692408.0
2014-06-01,315.35,329.28,311.64,312.82,692408.0
2014-06-02,314.52,319.44,303.54,317.21,726229.0
2014-06-03,315.28,327.09,315.28,321.67,1271939.0
2014-06-04,323.98,326.25,315.88,322.35,648059.0
2014-06-05,323.23,331.17,321.71,326.56,817133.0
2014-06-06,330.79,330.79,321.71,323.41,686623.0
2014-06-07,330.79,330.79,321.71,323.41,686623.0
2014-06-08,330.79,330.79,321.71,323.41,686623.0
2014-06-09,323.23,369.4,312.63,351.76,2350987.0
2014-06-10,355.47,355.7,342.15,348.09,971571.0
2014-06-11,347.45,352.33,335.3,337.15,652659.0
2014-06-12,336.96,345.93,334.58,339.2,398995.0
2014-06-13,339.88,351.27,330.57,335.9,561142.0
2014-06-14,339.88,351.27,330.57,335.9,561142.0
2014-06-15,339.88,351.27,330.57,335.9,561142.0
2014-06-16,335.94,341.39,325.12,335.94,300550.0
2014-06-17,336.77,336.85,323.23,328.98,545025.0
2014-06-18,324.74,332.38,317.21,319.06,944356.0
2014-06-19,318.83,323.23,311.11,317.89,638486.0
2014-06-20,314.22,329.32,314.22,325.42,797823.0
2014-06-21,314.22,329.32,314.22,325.42,797823.0
2014-06-22,314.22,329.32,314.22,325.42,797823.0
2014-06-23,327.69,336.09,327.09,334.88,797141.0
2014-06-24,334.88,339.01,329.09,333.14,544722.0
2014-06-25,330.19,335.64,330.04,334.13,359239.0
2014-06-26,333.52,345.03,333.52,342.57,923306.0
2014-06-27,343.93,347.94,337.83,342.83,729922.0
2014-06-28,343.93,347.94,337.83,342.83,729922.0
2014-06-29,343.93,347.94,337.83,342.83,729922.0
2014-06-30,340.07,351.61,340.07,347.41,221408.0
2014-07-01,342.38,355.77,341.73,349.23,362930.0
2014-07-02,350.48,354.3,345.97,351.54,311506.0
2014-07-03,351.23,354.34,348.32,350.32,301255.0
2014-07-04,347.52,360.35,347.52,354.98,596654.0
2014-07-05,347.52,360.35,347.52,354.98,596654.0
2014-07-06,347.52,360.35,347.52,354.98,596654.0
2014-07-07,355.81,360.32,348.92,356.04,388718.0
2014-07-08,361.07,361.07,346.39,352.56,421812.0
2014-07-09,345.18,354.11,341.51,345.03,531640.0
2014-07-10,341.39,353.77,333.82,340.45,261890.0
2014-07-11,340.64,343.32,323.49,335.11,375822.0
2014-07-12,340.64,343.32,323.49,335.11,375822.0
2014-07-13,340.64,343.32,323.49,335.11,375822.0
2014-07-14,331.78,334.96,323.26,326.97,316043.0
2014-07-15,330.15,333.67,325.04,332.61,211805.0
2014-07-16,332.08,341.51,330.95,339.58,449249.0
2014-07-17,335.94,343.89,335.94,342.41,310506.0
2014-07-18,337.76,344.42,335.9,338.74,148012.0
2014-07-19,337.76,344.42,335.9,338.74,148012.0
2014-07-20,337.76,344.42,335.9,338.74,148012.0
2014-07-21,340.26,357.29,336.32,351.04,242669.0
2014-07-22,352.78,355.02,345.14,349.19,271496.0
2014-07-23,342.91,343.63,306.57,322.81,4346482.0
2014-07-24,325.5,326.25,305.63,308.12,2787778.0
2014-07-25,312.63,316.68,307.33,310.7,1532185.0
2014-07-26,312.63,316.68,307.33,310.7,1532185.0
2014-07-27,312.63,316.68,307.33,310.7,1532185.0
2014-07-28,308.84,316.26,302.79,304.04,632255.0
2014-07-29,308.84,316.26,302.79,304.04,632255.0
2014-07-30,304.49,309.6,302.79,307.18,1050130.0
2014-07-31,308.01,323.11,307.44,321.52,1760180.0
2014-08-01,313.38,317.13,305.93,307.25,673406.0
2014-08-02,313.38,317.13,305.93,307.25,673406.0
2014-08-03,313.38,317.13,305.93,307.25,673406.0
2014-08-04,306.57,313.69,306.57,309.03,502967.0
2014-08-05,306.65,316.79,306.65,315.69,540069.0
2014-08-06,311.87,319.25,310.51,317.17,545562.0
2014-08-07,314.63,322.47,314.63,319.74,672384.0
2014-08-08,318.68,323.15,312.63,317.32,807679.0
2014-08-09,318.68,323.15,312.63,317.32,807679.0
2014-08-10,318.68,323.15,312.63,317.32,807679.0
2014-08-11,317.17,317.17,299.46,301.08,691734.0
2014-08-12,305.59,310.36,295.82,299.65,789873.0
2014-08-13,298.43,299.57,281.87,284.53,773777.0
2014-08-14,284.57,287.77,279.47,281.18,1162330.0
2014-08-15,284.57,287.77,279.47,281.18,1162330.0
2014-08-16,284.57,287.77,279.47,281.18,1162330.0
2014-08-17,284.57,287.77,279.47,281.18,1162330.0
2014-08-18,281.22,287.05,274.07,281.64,1506811.0
2014-08-19,283.28,287.5,277.11,278.02,1603326.0
2014-08-20,279.47,287.01,277.95,283.92,2137311.0
2014-08-21,284.91,289.29,278.86,280.61,1517253.0
2014-08-22,281.03,283.16,275.89,277.68,988080.0
2014-08-23,281.03,283.16,275.89,277.68,988080.0
2014-08-24,281.03,283.16,275.89,277.68,988080.0
2014-08-25,278.63,280.08,274.07,275.66,524361.0
2014-08-26,272.92,277.19,271.44,273.69,800354.0
2014-08-27,273.3,275.89,267.29,269.92,1073653.0
2014-08-28,267.98,273.3,262.15,268.13,2846599.0
2014-08-29,267.98,273.3,262.15,268.13,2846599.0
2014-08-30,267.98,273.3,262.15,268.13,2846599.0
2014-08-31,267.98,273.3,262.15,268.13,2846599.0
2014-09-01,263.07,281.6,258.92,280.19,1729666.0
2014-09-02,277.42,281.72,274.37,277.42,867307.0
2014-09-03,274.68,285.18,274.68,282.71,1315338.0
2014-09-04,283.58,285.87,276.08,278.22,1892655.0
2014-09-05,275.51,282.74,274.18,275.74,600103.0
2014-09-06,275.51,282.74,274.18,275.74,600103.0
2014-09-07,275.51,282.74,274.18,275.74,600103.0
2014-09-08,277.87,280.92,265.81,268.89,1759909.0
2014-09-09,267.1,275.13,264.93,266.45,2301468.0
2014-09-10,264.97,270.79,264.97,267.56,2490705.0
2014-09-11,267.29,269.61,262.65,264.06,632848.0
2014-09-12,263.41,268.24,261.5,265.39,557114.0
2014-09-13,263.41,268.24,261.5,265.39,557114.0
2014-09-14,263.41,268.24,261.5,265.39,557114.0
2014-09-15,262.72,274.45,262.65,273.72,953229.0
2014-09-16,273.69,277.11,263.29,264.93,585630.0
2014-09-17,267.38,270.6,256.39,261.21,855712.0
2014-09-18,261.21,266.65,257.46,261.94,1159764.0
2014-09-19,262.9,265.51,260.56,263.28,1537293.0
2014-09-20,262.9,265.51,260.56,263.28,1537293.0
2014-09-21,262.9,265.51,260.56,263.28,1537293.0
2014-09-22,262.06,264.2,244.74,255.01,1649705.0
2014-09-23,254.62,259.6,252.17,254.09,613457.0
2014-09-24,254.16,257.15,244.85,246.77,376341.0
2014-09-25,246.77,256.69,244.66,246.46,1119901.0
2014-09-26,244.43,252.86,241.37,247.31,682388.0
2014-09-27,244.43,252.86,241.37,247.31,682388.0
2014-09-28,244.43,252.86,241.37,247.31,682388.0
2014-09-29,251.64,256.31,248.26,254.97,902719.0
2014-09-30,257.42,260.37,251.71,259.11,510913.0
2014-10-01,261.29,263.97,257.31,262.63,754682.0
2014-10-02,261.29,263.97,257.31,262.63,754682.0
2014-10-03,261.29,263.97,257.31,262.63,754682.0
2014-10-04,261.29,263.97,257.31,262.63,754682.0
2014-10-05,261.29,263.97,257.31,262.63,754682.0
2014-10-06,261.29,263.97,257.31,262.63,754682.0
2014-10-07,260.79,268.15,254.55,257.08,551351.0
2014-10-08,256.27,263.59,252.86,261.87,543894.0
2014-10-09,261.02,264.28,254.47,260.6,505303.0
2014-10-10,258.0,258.99,253.55,256.46,623186.0
2014-10-11,258.0,258.99,253.55,256.46,623186.0
2014-10-12,258.0,258.99,253.55,256.46,623186.0
2014-10-13,253.63,256.16,248.38,249.95,641030.0
2014-10-14,248.26,251.33,234.59,235.81,1103334.0
2014-10-15,248.26,251.33,234.59,235.81,1103334.0
2014-10-16,233.51,239.45,231.37,234.55,845924.0
2014-10-17,232.36,238.95,232.36,235.85,502601.0
2014-10-18,232.36,238.95,232.36,235.85,502601.0
2014-10-19,232.36,238.95,232.36,235.85,502601.0
2014-10-20,239.07,239.84,228.76,237.65,515358.0
2014-10-21,235.77,239.84,234.28,237.5,779367.0
2014-10-22,239.07,244.13,235.31,236.89,904289.0
2014-10-23,239.15,240.6,237.46,238.07,77916.0
2014-10-24,239.15,240.6,237.46,238.07,77916.0
2014-10-25,239.15,240.6,237.46,238.07,77916.0
2014-10-26,239.15,240.6,237.46,238.07,77916.0
2014-10-27,239.45,244.82,236.5,241.14,491583.0
2014-10-28,242.13,244.47,235.85,237.35,645829.0
2014-10-29,236.54,246.35,236.54,244.78,2400124.0
2014-10-30,244.47,251.83,242.13,244.62,1650812.0
2014-10-31,245.12,251.29,245.12,250.22,347920.0
2014-11-01,245.12,251.29,245.12,250.22,347920.0
2014-11-02,245.12,251.29,245.12,250.22,347920.0
2014-11-03,251.33,255.89,250.33,253.05,513576.0
2014-11-04,251.33,255.89,250.33,253.05,513576.0
2014-11-05,253.63,256.5,251.48,253.7,383306.0
2014-11-06,253.63,256.5,251.48,253.7,383306.0
2014-11-07,256.69,256.69,245.97,248.76,466138.0
2014-11-08,256.69,256.69,245.97,248.76,466138.0
2014-11-09,256.69,256.69,245.97,248.76,466138.0
2014-11-10,252.86,257.46,245.58,248.3,1316083.0
2014-11-11,249.76,252.1,245.28,248.26,382671.0
2014-11-12,248.88,252.25,247.54,251.21,572071.0
2014-11-13,253.8,255.15,248.71,251.37,505666.0
2014-11-14,252.29,253.84,243.46,244.23,601392.0
2014-11-15,252.29,253.84,243.46,244.23,601392.0
2014-11-16,252.29,253.84,243.46,244.23,601392.0
2014-11-17,232.04,246.51,232.04,244.15,847630.0
2014-11-18,249.98,249.98,242.96,246.86,733702.0
2014-11-19,246.93,249.09,240.76,243.77,608526.0
2014-11-20,243.77,245.66,237.67,239.33,425823.0
2014-11-21,239.18,249.63,237.83,245.54,624782.0
2014-11-22,239.18,249.63,237.83,245.54,624782.0
2014-11-23,239.18,249.63,237.83,245.54,624782.0
2014-11-24,245.66,252.99,243.88,250.98,625799.0
2014-11-25,250.83,252.68,244.77,246.32,765463.0
2014-11-26,245.35,251.25,243.65,247.78,434884.0
2014-11-27,247.7,249.48,243.46,245.66,1586862.0
2014-11-28,246.89,250.67,246.51,247.67,1224925.0
2014-11-29,246.89,250.67,246.51,247.67,1224925.0
2014-11-30,246.89,250.67,246.51,247.67,1224925.0
2014-12-01,245.43,250.33,238.83,240.14,1376641.0
2014-12-02,237.71,247.67,237.64,245.43,1635997.0
2014-12-03,245.12,279.22,244.58,276.29,5229341.0
2014-12-04,279.03,291.99,277.91,289.21,3249262.0
2014-12-05,290.1,294.73,281.57,288.33,1192670.0
2014-12-06,290.1,294.73,281.57,288.33,1192670.0
2014-12-07,290.1,294.73,281.57,288.33,1192670.0
2014-12-08,288.56,296.12,281.73,293.03,1352383.0
2014-12-09,292.72,296.31,282.81,285.43,1290149.0
2014-12-10,285.47,299.9,284.2,290.33,1300938.0
2014-12-11,289.33,296.12,285.05,290.37,845629.0
2014-12-12,292.26,292.88,247.32,265.95,2409223.0
2014-12-13,292.26,292.88,247.32,265.95,2409223.0
2014-12-14,292.26,292.88,247.32,265.95,2409223.0
2014-12-15,262.86,273.9,260.09,269.77,874422.0
2014-12-16,267.73,273.36,254.61,260.01,1468022.0
2014-12-17,259.32,272.89,250.75,264.83,1469443.0
2014-12-18,267.07,278.53,266.95,276.14,1406747.0
2014-12-19,280.92,281.73,264.18,267.88,990843.0
2014-12-20,280.92,281.73,264.18,267.88,990843.0
2014-12-21,280.92,281.73,264.18,267.88,990843.0
2014-12-22,266.18,280.07,263.95,277.06,999037.0
2014-12-23,277.76,281.69,272.89,280.73,1068887.0
2014-12-24,281.61,290.76,279.3,288.13,1265244.0
2014-12-25,281.61,290.76,279.3,288.13,1265244.0
2014-12-26,287.21,297.62,284.16,296.39,1279930.0
2014-12-27,287.21,297.62,284.16,296.39,1279930.0
2014-12-28,287.21,297.62,284.16,296.39,1279930.0
2014-12-29,296.2,303.53,290.79,299.94,794310.0
2014-12-30,300.82,303.99,292.41,297.78,862741.0
2014-12-31,298.59,299.9,290.95,293.96,1237873.0
2015-01-01,293.96,297.01,290.33,292.11,495029.0
2015-01-02,292.41,295.89,287.44,289.87,472985.0
2015-01-03,292.41,295.89,287.44,289.87,472985.0
2015-01-04,292.41,295.89,287.44,289.87,472985.0
2015-01-05,289.33,291.8,278.53,285.47,445143.0
2015-01-06,282.93,284.7,268.54,270.08,886370.0
2015-01-07,270.12,272.35,260.05,264.14,758865.0
2015-01-08,266.18,275.33,265.03,268.3,1609389.0
2015-01-09,270.81,276.6,270.12,272.86,1506491.0
2015-01-10,270.81,276.6,270.12,272.86,1506491.0
2015-01-11,270.81,276.6,270.12,272.86,1506491.0
2015-01-12,273.28,293.23,270.85,291.3,1569295.0
2015-01-13,292.41,293.46,283.5,286.24,391589.0
2015-01-14,286.24,287.44,273.9,282.11,533176.0
2015-01-15,288.94,297.78,283.47,289.6,391349.0
2015-01-16,297.04,331.3,295.15,322.62,5397051.0
2015-01-17,297.04,331.3,295.15,322.62,5397051.0
2015-01-18,297.04,331.3,295.15,322.62,5397051.0
2015-01-19,324.01,325.44,310.74,312.4,1219667.0
2015-01-20,314.79,318.92,312.4,316.1,621918.0
2015-01-21,317.1,339.25,312.4,318.15,2380276.0
2015-01-22,314.79,315.64,286.67,302.06,3182037.0
2015-01-23,307.07,314.71,296.58,307.04,1151839.0
2015-01-24,307.07,314.71,296.58,307.04,1151839.0
2015-01-25,307.07,314.71,296.58,307.04,1151839.0
2015-01-26,307.07,314.71,296.58,307.04,1151839.0
2015-01-27,307.65,313.56,303.22,310.31,1237833.0
2015-01-28,313.09,322.74,282.38,312.09,2533372.0
2015-01-29,312.48,323.66,305.92,320.07,1428455.0
2015-01-30,320.96,322.51,312.13,314.37,653859.0
2015-01-31,320.96,322.51,312.13,314.37,653859.0
2015-02-01,320.96,322.51,312.13,314.37,653859.0
2015-02-02,314.06,320.04,311.78,316.26,589988.0
2015-02-03,316.33,323.59,316.33,320.31,557326.0
2015-02-04,320.85,323.12,314.06,319.38,482323.0
2015-02-05,319.38,326.83,308.62,312.24,421201.0
2015-02-06,313.94,317.88,291.03,294.0,1362626.0
2015-02-07,313.94,317.88,291.03,294.0,1362626.0
2015-02-08,313.94,317.88,291.03,294.0,1362626.0
2015-02-09,304.68,324.63,300.79,321.66,3359901.0
2015-02-10,321.66,329.45,312.78,325.17,989100.0
2015-02-11,328.7,343.4,323.83,339.59,941237.0
2015-02-12,339.52,346.53,335.6,339.44,1151242.0
2015-02-13,340.22,346.34,337.16,343.2,509551.0
2015-02-14,340.22,346.34,337.16,343.2,509551.0
2015-02-15,340.22,346.34,337.16,343.2,509551.0
2015-02-16,343.4,344.18,335.6,337.87,374013.0
2015-02-17,343.4,344.18,335.6,337.87,374013.0
2015-02-18,337.95,345.4,334.11,338.18,650993.0
2015-02-19,338.97,344.53,332.11,341.63,624824.0
2015-02-20,342.65,344.85,336.42,337.24,589656.0
2015-02-21,342.65,344.85,336.42,337.24,589656.0
2015-02-22,342.65,344.85,336.42,337.24,589656.0
2015-02-23,337.95,345.0,330.89,337.99,511449.0
2015-02-24,339.56,355.32,332.97,349.51,934484.0
2015-02-25,352.69,353.63,336.81,343.12,1055740.0
2015-02-26,343.36,345.4,336.22,337.4,560329.0
2015-02-27,337.95,341.08,331.24,335.01,450973.0
2015-02-28,335.71,337.95,313.25,321.13,461966.0
2015-03-01,335.71,337.95,313.25,321.13,461966.0
2015-03-02,326.19,331.28,322.11,328.54,730464.0
2015-03-03,328.54,333.64,325.68,331.75,584632.0
2015-03-04,334.5,338.73,328.62,330.66,506254.0
2015-03-05,330.89,341.83,326.38,340.14,411600.0
2015-03-06,330.89,341.83,326.38,340.14,411600.0
2015-03-07,330.89,341.83,326.38,340.14,411600.0
2015-03-08,330.89,341.83,326.38,340.14,411600.0
2015-03-09,341.08,344.93,332.46,341.91,449350.0
2015-03-10,341.87,345.4,336.38,342.69,284613.0
2015-03-11,342.65,342.65,313.72,317.95,547795.0
2015-03-12,320.27,330.11,318.42,326.85,568197.0
2015-03-13,329.32,331.6,321.56,327.52,574180.0
2015-03-14,329.32,331.6,321.56,327.52,574180.0
2015-03-15,329.32,331.6,321.56,327.52,574180.0
2015-03-16,328.54,334.54,320.7,327.17,794713.0
2015-03-17,326.89,345.08,326.89,342.06,452089.0
2015-03-18,339.67,346.57,336.07,342.77,245317.0
2015-03-19,344.22,350.96,340.73,343.63,500550.0
2015-03-20,343.44,360.65,328.7,334.3,1770166.0
2015-03-21,343.44,360.65,328.7,334.3,1770166.0
2015-03-22,343.44,360.65,328.7,334.3,1770166.0
2015-03-23,335.6,339.44,321.48,323.32,306340.0
2015-03-24,325.36,330.89,321.56,324.85,453693.0
2015-03-25,326.19,330.46,325.01,328.58,258916.0
2015-03-26,326.97,341.36,326.97,337.91,574300.0
2015-03-27,337.12,340.69,329.01,330.89,274157.0
2015-03-28,337.12,340.69,329.01,330.89,274157.0
2015-03-29,337.12,340.69,329.01,330.89,274157.0
2015-03-30,332.46,335.4,326.07,333.2,235879.0
2015-03-31,334.81,349.87,333.13,346.46,432973.0
2015-04-01,344.81,359.9,336.07,357.55,1020232.0
2015-04-02,344.81,359.9,336.07,357.55,1020232.0
2015-04-03,344.81,359.9,336.07,357.55,1020232.0
2015-04-04,344.81,359.9,336.07,357.55,1020232.0
2015-04-05,344.81,359.9,336.07,357.55,1020232.0
2015-04-06,329.32,340.97,310.39,322.3,3574606.0
2015-04-07,323.05,329.09,317.09,318.31,1592739.0
2015-04-08,320.27,325.4,291.88,302.27,2901159.0
2015-04-09,305.8,309.64,299.92,303.33,1701743.0
2015-04-10,304.23,309.72,302.0,306.78,1030630.0
2015-04-11,304.23,309.72,302.0,306.78,1030630.0
2015-04-12,304.23,309.72,302.0,306.78,1030630.0
2015-04-13,308.7,310.5,304.27,307.76,1140418.0
2015-04-14,308.7,310.5,304.27,307.76,1140418.0
2015-04-15,309.72,312.86,298.47,299.72,1186961.0
2015-04-16,298.74,302.27,287.92,290.43,1264698.0
2015-04-17,293.18,296.66,288.16,292.16,477983.0
2015-04-18,293.18,296.66,288.16,292.16,477983.0
2015-04-19,293.18,296.66,288.16,292.16,477983.0
2015-04-20,290.16,294.86,280.83,281.85,604382.0
2015-04-21,281.53,291.69,281.1,281.92,735292.0
2015-04-22,282.98,285.06,279.53,282.08,660040.0
2015-04-23,283.84,286.9,278.75,279.1,629120.0
2015-04-24,280.12,281.81,276.0,278.32,436310.0
2015-04-25,280.12,281.81,276.0,278.32,436310.0
2015-04-26,280.12,281.81,276.0,278.32,436310.0
2015-04-27,279.14,282.43,274.44,277.65,575709.0
2015-04-28,278.36,279.14,272.12,274.2,723558.0
2015-04-29,272.87,283.14,270.91,273.06,437399.0
2015-04-30,273.26,278.04,270.67,272.16,1053683.0
2015-05-01,273.26,278.04,270.67,272.16,1053683.0
2015-05-02,273.26,278.04,270.67,272.16,1053683.0
2015-05-03,273.26,278.04,270.67,272.16,1053683.0
2015-05-04,273.65,291.65,273.65,289.65,644626.0
2015-05-05,290.13,292.08,281.76,284.79,382318.0
2015-05-06,283.35,287.77,271.0,273.35,552044.0
2015-05-07,270.28,285.26,268.45,282.31,1051620.0
2015-05-08,282.51,292.84,276.26,288.65,687583.0
2015-05-09,282.51,292.84,276.26,288.65,687583.0
2015-05-10,282.51,292.84,276.26,288.65,687583.0
2015-05-11,288.65,294.83,284.55,292.56,355818.0
2015-05-12,292.56,292.56,279.13,285.34,527696.0
2015-05-13,285.7,289.73,275.5,279.41,561649.0
2015-05-14,279.76,285.1,276.58,283.35,378701.0
2015-05-15,283.75,284.51,275.1,276.85,520460.0
2015-05-16,283.75,284.51,275.1,276.85,520460.0
2015-05-17,283.75,284.51,275.1,276.85,520460.0
2015-05-18,278.17,293.67,274.98,289.25,495901.0
2015-05-19,290.13,290.13,278.17,279.52,720352.0
2015-05-20,281.36,284.83,278.97,282.43,377964.0
2015-05-21,282.55,289.33,281.52,286.62,477445.0
2015-05-22,285.34,292.56,282.95,285.1,688693.0
2015-05-23,285.34,292.56,282.95,285.1,688693.0
2015-05-24,285.34,292.56,282.95,285.1,688693.0
2015-05-25,284.55,292.52,279.45,289.61,387628.0
2015-05-26,290.84,298.69,286.14,295.82,498683.0
2015-05-27,294.23,303.72,290.25,302.72,724555.0
2015-05-28,302.72,309.89,297.3,308.5,840284.0
2015-05-29,308.9,310.41,295.59,302.24,525414.0
2015-05-30,308.9,310.41,295.59,302.24,525414.0
2015-05-31,308.9,310.41,295.59,302.24,525414.0
2015-06-01,306.86,308.06,287.89,289.25,512026.0
2015-06-02,288.53,291.28,279.76,283.43,433764.0
