,NMDC IN Equity,NMDC IN Equity,NMDC IN Equity,NMDC IN Equity,NMDC IN Equity
2016-10-06,54.85,56.62,54.85,55.99,9949895.0
2016-10-07,56.69,57.4,55.97,57.08,5951968.0
2016-10-08,56.69,57.4,55.97,57.08,5951968.0
2016-10-09,56.69,57.4,55.97,57.08,5951968.0
2016-10-10,57.66,58.03,57.28,57.47,4749303.0
2016-10-11,57.66,58.03,57.28,57.47,4749303.0
2016-10-12,57.66,58.03,57.28,57.47,4749303.0
2016-10-13,57.95,57.95,55.34,56.79,4985277.0
2016-10-14,57.08,57.4,55.92,56.89,2292314.0
2016-10-15,57.08,57.4,55.92,56.89,2292314.0
2016-10-16,57.08,57.4,55.92,56.89,2292314.0
2016-10-17,57.47,57.47,55.43,55.92,2328798.0
2016-10-18,56.16,56.91,56.02,56.55,2313504.0
2016-10-19,57.61,59.55,56.28,59.14,7321728.0
2016-10-20,60.06,61.27,59.17,60.79,6344501.0
2016-10-21,60.59,60.62,59.0,59.94,3414076.0
2016-10-22,60.59,60.62,59.0,59.94,3414076.0
2016-10-23,60.59,60.62,59.0,59.94,3414076.0
2016-10-24,59.96,60.18,58.83,59.31,3257923.0
2016-10-25,59.12,60.16,58.63,59.53,2875539.0
2016-10-26,58.87,60.04,57.81,58.32,2237102.0
2016-10-27,57.86,60.57,57.83,59.65,5790339.0
2016-10-28,60.23,64.74,59.77,63.53,12349474.0
2016-10-29,60.23,64.74,59.77,63.53,12349474.0
2016-10-30,64.01,64.91,63.07,64.42,1826747.0
2016-10-31,64.01,64.91,63.07,64.42,1826747.0
2016-11-01,64.28,67.79,64.13,67.04,10605949.0
2016-11-02,66.82,69.12,65.73,66.99,9774937.0
2016-11-03,65.9,67.67,64.01,64.71,6694363.0
2016-11-04,64.45,65.42,61.03,61.44,7828019.0
2016-11-05,64.45,65.42,61.03,61.44,7828019.0
2016-11-06,64.45,65.42,61.03,61.44,7828019.0
2016-11-07,62.29,63.28,61.39,61.73,5300362.0
2016-11-08,62.36,62.94,60.67,61.76,4713057.0
2016-11-09,58.27,60.74,55.51,60.11,6925831.0
2016-11-10,61.54,65.66,61.54,63.21,10017633.0
2016-11-11,62.51,63.91,60.59,60.98,5579245.0
2016-11-12,62.51,63.91,60.59,60.98,5579245.0
2016-11-13,62.51,63.91,60.59,60.98,5579245.0
2016-11-14,62.51,63.91,60.59,60.98,5579245.0
2016-11-15,60.81,60.91,56.69,57.03,5979506.0
2016-11-16,58.15,58.63,53.01,55.68,8724288.0
2016-11-17,55.72,57.83,55.34,56.65,5161974.0
2016-11-18,57.03,57.32,54.71,55.17,3912446.0
2016-11-19,57.03,57.32,54.71,55.17,3912446.0
2016-11-20,57.03,57.32,54.71,55.17,3912446.0
2016-11-21,55.72,55.89,52.28,52.62,4705770.0
2016-11-22,53.21,55.48,52.7,55.14,4573214.0
2016-11-23,56.45,56.62,55.22,55.7,7846779.0
2016-11-24,55.72,58.56,55.72,57.98,10238077.0
2016-11-25,58.87,60.91,58.34,59.24,10371322.0
2016-11-26,58.87,60.91,58.34,59.24,10371322.0
2016-11-27,58.87,60.91,58.34,59.24,10371322.0
2016-11-28,59.84,60.72,58.95,59.46,4941042.0
2016-11-29,59.7,60.35,58.2,58.75,4212878.0
2016-11-30,59.14,59.6,57.81,59.17,5590679.0
2016-12-01,59.43,59.46,56.74,57.06,3662678.0
2016-12-02,56.69,58.29,55.85,56.4,4449359.0
2016-12-03,56.69,58.29,55.85,56.4,4449359.0
2016-12-04,56.69,58.29,55.85,56.4,4449359.0
2016-12-05,58.15,59.58,57.32,59.43,6973593.0
2016-12-06,59.84,60.52,59.58,59.92,4816068.0
2016-12-07,60.84,60.96,58.58,59.87,4587785.0
2016-12-08,60.76,62.85,60.47,62.29,5648649.0
2016-12-09,62.94,62.94,61.05,61.32,3799769.0
2016-12-10,62.94,62.94,61.05,61.32,3799769.0
2016-12-11,62.94,62.94,61.05,61.32,3799769.0
2016-12-12,61.15,63.62,60.89,62.51,8382700.0
2016-12-13,62.99,63.21,61.88,62.17,3467111.0
2016-12-14,62.61,63.7,61.66,61.95,6472480.0
2016-12-15,61.05,63.36,60.98,62.99,3814890.0
2016-12-16,63.48,64.2,61.54,61.85,4833337.0
2016-12-17,63.48,64.2,61.54,61.85,4833337.0
2016-12-18,63.48,64.2,61.54,61.85,4833337.0
2016-12-19,62.39,62.82,61.59,61.93,1946501.0
2016-12-20,62.05,62.44,60.33,60.96,2136577.0
2016-12-21,61.25,61.64,60.67,61.01,1270247.0
2016-12-22,60.81,61.03,59.19,59.77,2057290.0
2016-12-23,59.65,60.96,59.12,59.65,2335257.0
2016-12-24,59.65,60.96,59.12,59.65,2335257.0
2016-12-25,59.65,60.96,59.12,59.65,2335257.0
2016-12-26,59.75,59.75,57.01,57.66,2654284.0
2016-12-27,57.66,59.21,57.23,59.04,2145589.0
2016-12-28,59.26,60.06,58.44,58.68,2278016.0
2016-12-29,59.21,60.21,58.63,59.6,6102832.0
2016-12-30,60.11,60.28,59.5,59.8,1423818.0
2016-12-31,60.11,60.28,59.5,59.8,1423818.0
2017-01-01,60.11,60.28,59.5,59.8,1423818.0
2017-01-02,60.04,62.9,59.41,62.12,2682183.0
2017-01-03,62.51,63.45,62.07,63.11,4300561.0
2017-01-04,63.91,66.7,63.53,65.05,9035145.0
2017-01-05,65.08,66.05,64.45,65.39,3569094.0
2017-01-06,65.44,67.06,65.42,65.88,4261621.0
2017-01-07,65.44,67.06,65.42,65.88,4261621.0
2017-01-08,65.44,67.06,65.42,65.88,4261621.0
2017-01-09,65.9,67.06,65.22,65.95,3335923.0
2017-01-10,65.9,67.48,65.44,66.89,3582109.0
2017-01-11,67.48,69.2,67.14,68.08,4800483.0
2017-01-12,68.13,68.81,66.72,67.38,4202849.0
2017-01-13,67.84,69.97,67.09,69.75,6001090.0
2017-01-14,67.84,69.97,67.09,69.75,6001090.0
2017-01-15,67.84,69.97,67.09,69.75,6001090.0
2017-01-16,69.92,70.75,69.44,69.92,4634172.0
2017-01-17,69.97,70.5,69.0,69.34,2868992.0
2017-01-18,69.78,71.23,68.74,70.7,4197833.0
2017-01-19,70.96,71.18,69.97,70.89,2717410.0
2017-01-20,71.21,71.21,68.27,68.57,3486158.0
2017-01-21,71.21,71.21,68.27,68.57,3486158.0
2017-01-22,71.21,71.21,68.27,68.57,3486158.0
2017-01-23,68.66,70.65,68.47,70.43,3516001.0
2017-01-24,70.72,71.62,69.92,71.23,3709723.0
2017-01-25,71.26,71.76,69.97,70.29,10544646.0
2017-01-26,71.26,71.76,69.97,70.29,10544646.0
2017-01-27,70.38,72.22,70.21,70.94,3161668.0
2017-01-28,70.38,72.22,70.21,70.94,3161668.0
2017-01-29,70.38,72.22,70.21,70.94,3161668.0
2017-01-30,70.75,71.4,70.16,70.6,2102519.0
2017-01-31,71.09,71.33,69.51,69.7,2664519.0
2017-02-01,69.61,72.68,69.29,72.27,3367216.0
2017-02-02,72.27,72.68,70.75,71.76,4408937.0
2017-02-03,71.67,72.39,70.79,71.91,2891944.0
2017-02-04,71.67,72.39,70.79,71.91,2891944.0
2017-02-05,71.67,72.39,70.79,71.91,2891944.0
2017-02-06,71.76,72.32,70.84,71.35,2161946.0
2017-02-07,71.42,72.39,70.75,71.16,1941030.0
2017-02-08,71.21,71.86,69.78,70.41,2810927.0
2017-02-09,70.75,71.88,70.46,71.59,2497459.0
2017-02-10,71.96,72.01,70.16,70.6,2720419.0
2017-02-11,71.96,72.01,70.16,70.6,2720419.0
2017-02-12,71.96,72.01,70.16,70.6,2720419.0
2017-02-13,71.18,71.74,69.9,70.19,3074579.0
2017-02-14,71.01,71.47,66.92,67.33,6593444.0
2017-02-15,66.92,68.08,65.46,65.83,3764345.0
2017-02-16,65.66,66.51,64.08,66.26,6012108.0
2017-02-17,66.58,66.87,65.34,66.0,2725532.0
2017-02-18,66.58,66.87,65.34,66.0,2725532.0
2017-02-19,66.58,66.87,65.34,66.0,2725532.0
2017-02-20,66.19,68.42,65.46,67.79,4090306.0
2017-02-21,68.61,69.78,67.96,69.39,3666109.0
2017-02-22,70.21,70.26,68.23,68.83,4636723.0
2017-02-23,68.95,69.95,68.35,68.81,9673722.0
2017-02-24,68.95,69.95,68.35,68.81,9673722.0
2017-02-25,68.95,69.95,68.35,68.81,9673722.0
2017-02-26,68.95,69.95,68.35,68.81,9673722.0
2017-02-27,69.73,70.26,69.12,69.97,2864963.0
2017-02-28,69.78,73.29,69.44,72.81,10058231.0
2017-03-01,73.17,73.65,72.1,72.81,5853058.0
2017-03-02,73.61,73.9,69.85,70.36,4882812.0
2017-03-03,70.75,71.76,69.75,70.84,6115837.0
2017-03-04,70.75,71.76,69.75,70.84,6115837.0
2017-03-05,70.75,71.76,69.75,70.84,6115837.0
2017-03-06,71.23,71.33,70.04,70.99,2906228.0
2017-03-07,71.5,71.93,70.19,71.35,5839139.0
2017-03-08,71.33,71.67,67.89,68.3,10925241.0
2017-03-09,67.84,68.78,67.45,68.23,2720979.0
2017-03-10,68.08,68.64,67.45,67.77,3750395.0
2017-03-11,68.08,68.64,67.45,67.77,3750395.0
2017-03-12,68.08,68.64,67.45,67.77,3750395.0
2017-03-13,68.08,68.64,67.45,67.77,3750395.0
2017-03-14,68.81,69.0,67.14,67.38,7393719.0
2017-03-15,68.13,68.57,67.72,68.15,3912835.0
2017-03-16,68.45,69.43,68.18,68.93,4878942.0
2017-03-17,69.03,70.15,68.9,69.15,4266011.0
2017-03-18,69.03,70.15,68.9,69.15,4266011.0
2017-03-19,69.03,70.15,68.9,69.15,4266011.0
2017-03-20,69.4,69.7,68.15,68.6,2490628.0
2017-03-21,68.83,68.98,67.7,68.33,1933193.0
2017-03-22,68.33,68.33,66.46,66.73,2798593.0
2017-03-23,67.65,67.83,66.63,67.65,4151779.0
2017-03-24,67.9,69.63,67.9,68.4,9070010.0
2017-03-25,67.9,69.63,67.9,68.4,9070010.0
2017-03-26,67.9,69.63,67.9,68.4,9070010.0
2017-03-27,68.25,68.4,66.61,66.78,2585630.0
2017-03-28,66.76,67.83,66.61,66.88,1996712.0
2017-03-29,67.16,67.16,66.56,66.83,2062368.0
2017-03-30,66.81,67.13,65.76,65.96,3094823.0
2017-03-31,66.13,66.98,66.11,66.46,1854644.0
2017-04-01,66.13,66.98,66.11,66.46,1854644.0
2017-04-02,66.13,66.98,66.11,66.46,1854644.0
2017-04-03,66.51,67.38,66.48,66.78,1394131.0
2017-04-04,66.51,67.38,66.48,66.78,1394131.0
2017-04-05,67.58,68.3,67.13,67.95,2864316.0
2017-04-06,68.4,68.7,67.45,68.45,2299712.0
2017-04-07,68.3,68.4,67.31,67.5,1785668.0
2017-04-08,68.3,68.4,67.31,67.5,1785668.0
2017-04-09,68.3,68.4,67.31,67.5,1785668.0
2017-04-10,67.85,68.05,66.96,67.28,2319059.0
2017-04-11,67.28,68.15,66.83,67.68,3133433.0
2017-04-12,67.48,67.7,66.46,66.78,1471340.0
2017-04-13,67.33,67.33,64.56,64.73,2966743.0
2017-04-14,67.33,67.33,64.56,64.73,2966743.0
2017-04-15,67.33,67.33,64.56,64.73,2966743.0
2017-04-16,67.33,67.33,64.56,64.73,2966743.0
2017-04-17,64.51,64.78,63.61,63.93,2485948.0
2017-04-18,63.91,65.73,62.74,63.29,2466414.0
2017-04-19,63.21,63.29,62.41,63.01,2436451.0
2017-04-20,63.11,64.06,63.09,63.51,2078401.0
2017-04-21,64.16,65.31,63.71,64.48,2904998.0
2017-04-22,64.16,65.31,63.71,64.48,2904998.0
2017-04-23,64.16,65.31,63.71,64.48,2904998.0
2017-04-24,64.88,65.63,64.41,65.21,2290700.0
2017-04-25,65.41,65.68,64.66,65.31,1622517.0
2017-04-26,65.38,65.46,64.16,64.58,2191169.0
2017-04-27,64.43,64.78,62.71,63.04,5491083.0
2017-04-28,63.09,64.28,62.81,63.66,1649411.0
2017-04-29,63.09,64.28,62.81,63.66,1649411.0
2017-04-30,63.09,64.28,62.81,63.66,1649411.0
2017-05-01,63.09,64.28,62.81,63.66,1649411.0
2017-05-02,64.03,64.51,63.21,63.74,2122538.0
2017-05-03,63.83,65.06,63.71,64.13,3008374.0
2017-05-04,64.31,64.31,62.69,63.96,2991298.0
2017-05-05,63.91,63.91,61.46,62.01,5242170.0
2017-05-06,63.91,63.91,61.46,62.01,5242170.0
2017-05-07,63.91,63.91,61.46,62.01,5242170.0
2017-05-08,62.51,62.79,61.36,62.14,3096713.0
2017-05-09,62.16,63.29,61.86,62.69,1648576.0
2017-05-10,63.41,64.11,62.49,62.89,2418316.0
2017-05-11,63.41,63.49,61.81,62.11,2972739.0
2017-05-12,62.51,63.01,61.84,62.81,2485622.0
2017-05-13,62.51,63.01,61.84,62.81,2485622.0
2017-05-14,62.51,63.01,61.84,62.81,2485622.0
2017-05-15,62.91,64.36,62.91,64.13,3071562.0
2017-05-16,64.41,64.51,63.54,63.98,1715644.0
2017-05-17,63.91,64.58,63.49,63.93,3029226.0
2017-05-18,63.41,63.66,61.76,62.01,1757617.0
2017-05-19,62.41,62.69,60.41,61.46,2622798.0
2017-05-20,62.41,62.69,60.41,61.46,2622798.0
2017-05-21,62.41,62.69,60.41,61.46,2622798.0
2017-05-22,61.51,62.46,60.66,60.94,1978326.0
2017-05-23,61.04,61.09,58.87,59.47,3037270.0
2017-05-24,59.82,59.92,57.02,57.57,3527874.0
2017-05-25,58.42,59.39,57.44,58.42,4991293.0
2017-05-26,57.54,59.77,56.0,58.19,7373924.0
2017-05-27,57.54,59.77,56.0,58.19,7373924.0
2017-05-28,57.54,59.77,56.0,58.19,7373924.0
2017-05-29,58.34,59.32,56.12,56.5,2878425.0
2017-05-30,56.15,56.52,54.55,56.07,4621032.0
2017-05-31,55.45,56.72,54.95,55.25,6501197.0
2017-06-01,55.57,56.82,55.32,56.4,3454203.0
2017-06-02,56.92,57.22,56.35,56.52,2624920.0
2017-06-03,56.92,57.22,56.35,56.52,2624920.0
2017-06-04,56.92,57.22,56.35,56.52,2624920.0
2017-06-05,57.14,57.14,55.95,56.15,1834706.0
2017-06-06,57.32,57.32,56.1,56.52,3470638.0
2017-06-07,56.57,58.07,56.32,57.72,2933716.0
2017-06-08,58.39,59.07,57.27,57.57,3964080.0
2017-06-09,57.97,58.14,57.17,57.54,2185622.0
2017-06-10,57.97,58.14,57.17,57.54,2185622.0
2017-06-11,57.97,58.14,57.17,57.54,2185622.0
2017-06-12,57.67,58.14,56.82,57.14,1697252.0
2017-06-13,56.97,57.27,56.17,56.4,1940204.0
2017-06-14,56.65,56.65,55.45,55.67,2754735.0
2017-06-15,55.67,56.87,55.62,56.1,2323449.0
2017-06-16,56.22,56.99,55.97,56.12,2113553.0
2017-06-17,56.22,56.99,55.97,56.12,2113553.0
2017-06-18,56.22,56.99,55.97,56.12,2113553.0
2017-06-19,56.47,56.67,56.15,56.45,1072592.0
2017-06-20,56.42,56.77,56.17,56.35,929114.0
2017-06-21,56.42,56.45,55.42,55.62,2486910.0
2017-06-22,56.92,56.92,54.4,54.67,1639127.0
2017-06-23,54.0,54.57,53.2,53.57,2168171.0
2017-06-24,54.0,54.57,53.2,53.57,2168171.0
2017-06-25,54.0,54.57,53.2,53.57,2168171.0
2017-06-26,54.0,54.57,53.2,53.57,2168171.0
2017-06-27,54.07,54.07,51.33,51.95,2679798.0
2017-06-28,51.85,53.42,51.8,53.22,1747706.0
2017-06-29,53.22,54.42,53.17,53.8,2367380.0
2017-06-30,53.62,54.6,53.13,54.05,2140023.0
2017-07-01,53.62,54.6,53.13,54.05,2140023.0
2017-07-02,53.62,54.6,53.13,54.05,2140023.0
2017-07-03,54.07,56.79,54.07,56.42,5078179.0
2017-07-04,56.42,56.99,55.42,55.82,2228288.0
2017-07-05,55.62,55.82,55.05,55.52,2268713.0
2017-07-06,55.52,57.02,55.52,56.55,3209691.0
2017-07-07,56.62,58.24,56.2,57.89,4704280.0
2017-07-08,56.62,58.24,56.2,57.89,4704280.0
2017-07-09,56.62,58.24,56.2,57.89,4704280.0
2017-07-10,58.32,60.91,58.19,58.74,1563898.0
2017-07-11,59.17,59.37,58.39,58.64,2592301.0
2017-07-12,58.69,59.79,58.67,59.64,3245906.0
2017-07-13,59.67,60.17,58.94,59.69,2314808.0
2017-07-14,59.74,60.17,59.27,59.89,1930085.0
2017-07-15,59.74,60.17,59.27,59.89,1930085.0
2017-07-16,59.74,60.17,59.27,59.89,1930085.0
2017-07-17,59.92,60.36,59.29,59.99,1967896.0
2017-07-18,59.62,60.51,59.32,59.72,1393907.0
2017-07-19,59.47,60.17,59.47,59.94,960445.0
2017-07-20,59.92,62.24,59.79,61.61,5122167.0
2017-07-21,62.41,62.41,60.17,61.16,2888911.0
2017-07-22,62.41,62.41,60.17,61.16,2888911.0
2017-07-23,62.41,62.41,60.17,61.16,2888911.0
2017-07-24,60.84,61.84,60.71,61.11,1593130.0
2017-07-25,60.02,61.04,59.99,60.59,1613165.0
2017-07-26,60.96,62.11,60.46,61.79,3515950.0
2017-07-27,62.66,62.74,60.69,61.16,2760717.0
2017-07-28,60.91,61.59,60.51,61.36,1404362.0
2017-07-29,60.91,61.59,60.51,61.36,1404362.0
2017-07-30,60.91,61.59,60.51,61.36,1404362.0
2017-07-31,61.31,64.11,61.31,63.29,5072835.0
2017-08-01,63.91,63.91,62.49,62.89,2887973.0
2017-08-02,63.16,63.16,61.44,61.94,2489503.0
2017-08-03,61.91,62.34,60.22,60.56,2344484.0
2017-08-04,60.41,62.76,59.84,62.51,2993949.0
2017-08-05,60.41,62.76,59.84,62.51,2993949.0
2017-08-06,60.41,62.76,59.84,62.51,2993949.0
2017-08-07,63.34,63.34,62.51,62.79,1687783.0
2017-08-08,63.19,64.23,62.39,63.74,4737730.0
2017-08-09,63.46,65.11,61.54,62.99,6549919.0
2017-08-10,64.63,64.78,59.27,60.79,11273899.0
2017-08-11,60.12,61.76,57.59,58.74,6742325.0
2017-08-12,60.12,61.76,57.59,58.74,6742325.0
2017-08-13,60.12,61.76,57.59,58.74,6742325.0
2017-08-14,59.67,60.89,59.27,60.39,3006512.0
2017-08-15,59.67,60.89,59.27,60.39,3006512.0
2017-08-16,60.89,61.01,59.57,60.49,2876823.0
2017-08-17,60.66,62.61,60.66,61.36,3041591.0
2017-08-18,61.41,61.41,59.74,60.29,2531995.0
2017-08-19,61.41,61.41,59.74,60.29,2531995.0
2017-08-20,61.41,61.41,59.74,60.29,2531995.0
2017-08-21,60.69,62.86,60.19,60.54,5972042.0
2017-08-22,60.81,62.14,60.49,60.86,2729662.0
2017-08-23,61.14,61.84,60.54,61.46,2404148.0
2017-08-24,61.41,61.84,60.89,61.01,1665716.0
2017-08-25,61.41,61.84,60.89,61.01,1665716.0
2017-08-26,61.41,61.84,60.89,61.01,1665716.0
2017-08-27,61.41,61.84,60.89,61.01,1665716.0
2017-08-28,60.04,61.66,60.04,61.11,3608394.0
2017-08-29,61.11,61.54,60.41,60.81,1757318.0
2017-08-30,61.16,63.71,61.16,63.16,6729174.0
2017-08-31,63.71,63.88,62.96,63.24,3157141.0
2017-09-01,63.46,66.51,63.41,66.16,7448856.0
2017-09-02,63.46,66.51,63.41,66.16,7448856.0
2017-09-03,63.46,66.51,63.41,66.16,7448856.0
2017-09-04,66.91,68.0,65.81,67.16,8699820.0
2017-09-05,67.9,67.9,66.58,67.33,3460437.0
2017-09-06,67.4,67.63,66.56,67.11,2973684.0
2017-09-07,66.71,69.13,66.63,68.68,6188851.0
2017-09-08,69.1,69.55,66.71,67.18,5126401.0
2017-09-09,69.1,69.55,66.71,67.18,5126401.0
2017-09-10,69.1,69.55,66.71,67.18,5126401.0
2017-09-11,66.66,68.2,66.48,67.4,4198833.0
2017-09-12,67.4,67.95,67.08,67.55,2818645.0
2017-09-13,67.63,68.8,66.03,66.48,5565076.0
2017-09-14,66.41,67.76,66.23,66.93,2345453.0
2017-09-15,66.66,66.98,65.78,66.41,4303790.0
2017-09-16,66.66,66.98,65.78,66.41,4303790.0
2017-09-17,66.66,66.98,65.78,66.41,4303790.0
2017-09-18,66.41,67.81,66.41,67.29,2169992.0
2017-09-19,67.91,67.91,66.46,66.61,1474811.0
2017-09-20,66.41,66.81,65.65,66.0,2447346.0
2017-09-21,65.95,66.36,64.27,64.54,3390027.0
2017-09-22,63.89,64.14,61.1,61.4,4505731.0
2017-09-23,63.89,64.14,61.1,61.4,4505731.0
2017-09-24,63.89,64.14,61.1,61.4,4505731.0
2017-09-25,61.07,61.55,59.21,60.62,3289816.0
2017-09-26,60.37,62.38,60.37,61.85,2337422.0
2017-09-27,62.36,62.36,59.11,59.49,3049107.0
2017-09-28,59.51,60.42,58.36,58.81,4199957.0
2017-09-29,59.31,59.74,58.86,59.24,1872761.0
2017-09-30,59.31,59.74,58.86,59.24,1872761.0
2017-10-01,59.31,59.74,58.86,59.24,1872761.0
2017-10-02,59.31,59.74,58.86,59.24,1872761.0
2017-10-03,60.37,60.57,58.91,59.82,3479497.0
2017-10-04,60.57,60.72,59.66,59.89,2535813.0
2017-10-05,59.82,60.37,59.09,59.87,1524895.0
2017-10-06,59.94,61.7,59.94,61.53,2240358.0
2017-10-07,59.94,61.7,59.94,61.53,2240358.0
2017-10-08,59.94,61.7,59.94,61.53,2240358.0
2017-10-09,61.37,61.78,60.72,61.02,1259029.0
2017-10-10,61.35,61.53,60.39,60.62,1604214.0
2017-10-11,60.72,61.58,59.74,60.14,1903086.0
2017-10-12,60.24,60.37,59.21,60.07,1995251.0
2017-10-13,60.37,61.07,60.07,60.6,2010515.0
2017-10-14,60.37,61.07,60.07,60.6,2010515.0
2017-10-15,60.37,61.07,60.07,60.6,2010515.0
2017-10-16,60.87,62.31,60.8,61.88,3073015.0
2017-10-17,62.33,62.53,61.37,62.13,1833374.0
2017-10-18,62.63,62.71,61.4,61.58,2009335.0
2017-10-19,62.63,62.63,61.22,61.43,442641.0
2017-10-20,62.63,62.63,61.22,61.43,442641.0
2017-10-21,62.63,62.63,61.22,61.43,442641.0
2017-10-22,62.63,62.63,61.22,61.43,442641.0
2017-10-23,61.68,61.68,60.27,60.52,2649630.0
2017-10-24,60.65,61.7,60.47,60.9,2510345.0
2017-10-25,60.47,61.6,60.47,61.12,5330907.0
2017-10-26,61.55,65.1,60.87,64.02,10795023.0
2017-10-27,64.9,66.03,64.57,65.0,6205547.0
2017-10-28,64.9,66.03,64.57,65.0,6205547.0
2017-10-29,64.9,66.03,64.57,65.0,6205547.0
2017-10-30,65.65,66.31,65.02,65.4,3819228.0
2017-10-31,65.37,65.7,64.04,64.47,2536614.0
2017-11-01,64.52,65.3,64.39,64.64,3110194.0
2017-11-02,63.89,66.25,63.89,64.82,4009226.0
2017-11-03,64.9,65.45,64.17,64.34,2119798.0
2017-11-04,64.9,65.45,64.17,64.34,2119798.0
2017-11-05,64.9,65.45,64.17,64.34,2119798.0
2017-11-06,65.35,66.2,64.07,65.73,4751899.0
2017-11-07,66.41,67.71,64.7,65.48,8438834.0
2017-11-08,66.2,66.2,63.59,64.14,2816909.0
2017-11-09,63.89,64.7,62.58,63.39,2143329.0
2017-11-10,63.39,64.44,62.56,63.44,2217838.0
2017-11-11,63.39,64.44,62.56,63.44,2217838.0
2017-11-12,63.39,64.44,62.56,63.44,2217838.0
2017-11-13,64.44,64.44,63.21,63.44,2616233.0
2017-11-14,64.14,64.54,62.76,63.14,3646330.0
2017-11-15,62.43,63.04,61.27,61.58,3815930.0
2017-11-16,61.37,62.63,61.37,62.26,2353343.0
2017-11-17,62.63,63.39,62.1,62.66,2486413.0
2017-11-18,62.63,63.39,62.1,62.66,2486413.0
2017-11-19,62.63,63.39,62.1,62.66,2486413.0
2017-11-20,62.48,63.64,62.1,63.39,1840778.0
2017-11-21,63.49,64.39,63.06,63.59,1922604.0
2017-11-22,63.39,64.07,62.93,63.29,1470292.0
2017-11-23,63.26,64.77,62.66,63.76,3611148.0
2017-11-24,63.89,64.44,63.44,63.84,1453897.0
2017-11-25,63.89,64.44,63.44,63.84,1453897.0
2017-11-26,63.89,64.44,63.44,63.84,1453897.0
2017-11-27,63.61,63.94,63.14,63.46,1533207.0
2017-11-28,63.39,64.07,63.21,63.69,1372441.0
2017-11-29,62.88,64.52,62.88,64.14,1986931.0
2017-11-30,64.14,65.3,63.81,64.19,4990030.0
2017-12-01,65.05,66.66,64.22,65.02,6758909.0
2017-12-02,65.05,66.66,64.22,65.02,6758909.0
2017-12-03,65.05,66.66,64.22,65.02,6758909.0
2017-12-04,65.83,67.41,65.4,66.88,8424353.0
2017-12-05,67.36,67.74,65.93,66.41,4049609.0
2017-12-06,66.53,66.76,64.42,64.52,3717342.0
2017-12-07,64.39,65.78,64.39,65.3,2338368.0
2017-12-08,65.15,66.56,65.15,66.18,2387854.0
2017-12-09,65.15,66.56,65.15,66.18,2387854.0
2017-12-10,65.15,66.56,65.15,66.18,2387854.0
2017-12-11,66.41,66.91,65.7,65.88,1937460.0
2017-12-12,65.45,66.51,65.2,65.4,1995207.0
2017-12-13,65.2,65.9,64.19,64.7,1498591.0
2017-12-14,65.15,65.17,63.39,64.44,1667619.0
2017-12-15,64.87,66.03,64.67,65.7,1935482.0
2017-12-16,64.87,66.03,64.67,65.7,1935482.0
2017-12-17,64.87,66.03,64.67,65.7,1935482.0
2017-12-18,66.15,67.41,62.36,66.98,4065538.0
2017-12-19,67.91,68.75,67.64,68.27,5257506.0
2017-12-20,68.62,68.62,67.34,68.04,2856545.0
2017-12-21,68.17,68.42,67.16,67.66,1604330.0
2017-12-22,67.76,68.32,67.56,68.02,1306759.0
2017-12-23,67.76,68.32,67.56,68.02,1306759.0
2017-12-24,67.76,68.32,67.56,68.02,1306759.0
2017-12-25,67.76,68.32,67.56,68.02,1306759.0
2017-12-26,67.86,70.78,67.56,70.63,6576591.0
2017-12-27,70.43,70.91,68.57,69.07,4180367.0
2017-12-28,69.93,70.18,68.67,69.7,3338759.0
2017-12-29,70.13,70.61,69.0,69.32,2819828.0
2017-12-30,70.13,70.61,69.0,69.32,2819828.0
2017-12-31,70.13,70.61,69.0,69.32,2819828.0
2018-01-01,69.37,72.44,69.15,70.96,6307231.0
2018-01-02,71.06,75.06,71.06,74.76,18613175.0
2018-01-03,75.16,76.89,74.51,75.08,9994006.0
2018-01-04,75.46,78.18,75.11,77.85,7728132.0
2018-01-05,78.33,80.44,77.57,79.76,7152448.0
2018-01-06,78.33,80.44,77.57,79.76,7152448.0
2018-01-07,78.33,80.44,77.57,79.76,7152448.0
2018-01-08,79.94,81.85,79.64,81.42,6056148.0
2018-01-09,78.2,78.63,77.52,77.83,16209041.0
2018-01-10,77.93,79.39,77.47,78.13,13832282.0
2018-01-11,79.49,79.71,77.88,78.15,18086703.0
2018-01-12,78.48,78.66,77.55,77.95,4791415.0
2018-01-13,78.48,78.66,77.55,77.95,4791415.0
2018-01-14,78.48,78.66,77.55,77.95,4791415.0
2018-01-15,78.63,78.63,77.32,77.7,4295186.0
2018-01-16,77.47,78.03,74.0,74.63,5587734.0
2018-01-17,74.0,75.39,72.32,75.18,5239889.0
2018-01-18,75.51,75.89,71.18,72.34,6815793.0
2018-01-19,72.69,73.95,72.04,73.65,3060597.0
2018-01-20,72.69,73.95,72.04,73.65,3060597.0
2018-01-21,72.69,73.95,72.04,73.65,3060597.0
2018-01-22,74.86,74.86,71.99,72.52,2970697.0
2018-01-23,72.95,76.62,72.62,75.18,8214610.0
2018-01-24,75.21,75.66,72.52,73.0,5930311.0
2018-01-25,73.35,74.08,71.46,72.29,15220251.0
2018-01-26,73.35,74.08,71.46,72.29,15220251.0
2018-01-27,73.35,74.08,71.46,72.29,15220251.0
2018-01-28,73.35,74.08,71.46,72.29,15220251.0
2018-01-29,73.85,74.28,71.74,72.09,3477349.0
