,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity
2014-07-10,107.16,110.56,103.48,107.94,7611480.0
2014-07-11,107.17,108.29,101.13,101.93,7668100.0
2014-07-12,107.17,108.29,101.13,101.93,7668100.0
2014-07-13,107.17,108.29,101.13,101.93,7668100.0
2014-07-14,101.08,104.38,100.87,102.98,4279040.0
2014-07-15,103.93,106.26,103.49,105.72,4000400.0
2014-07-16,106.63,108.23,105.64,107.6,3416320.0
2014-07-17,107.52,110.56,106.2,109.82,6222590.0
2014-07-18,109.2,109.94,108.1,109.26,6387860.0
2014-07-19,109.2,109.94,108.1,109.26,6387860.0
2014-07-20,109.2,109.94,108.1,109.26,6387860.0
2014-07-21,109.76,110.81,106.72,107.78,5530520.0
2014-07-22,107.61,109.75,106.97,108.78,7066120.0
2014-07-23,109.04,109.64,105.82,106.29,6881100.0
2014-07-24,106.82,110.21,105.28,109.52,7922020.0
2014-07-25,109.59,110.48,103.98,105.63,8293670.0
2014-07-26,109.59,110.48,103.98,105.63,8293670.0
2014-07-27,109.59,110.48,103.98,105.63,8293670.0
2014-07-28,105.59,107.25,104.52,106.91,3836980.0
2014-07-29,105.59,107.25,104.52,106.91,3836980.0
2014-07-30,106.79,107.73,104.08,106.02,4360080.0
2014-07-31,105.77,107.41,105.11,105.76,7325510.0
2014-08-01,105.25,108.4,102.59,104.78,13305730.0
2014-08-02,105.25,108.4,102.59,104.78,13305730.0
2014-08-03,105.25,108.4,102.59,104.78,13305730.0
2014-08-04,106.26,107.46,104.65,105.98,5942380.0
2014-08-05,106.17,107.34,104.84,106.89,4075620.0
2014-08-06,106.01,107.64,104.11,104.66,4428880.0
2014-08-07,104.83,106.74,104.29,105.3,4595680.0
2014-08-08,104.74,105.16,102.06,103.47,7195190.0
2014-08-09,104.74,105.16,102.06,103.47,7195190.0
2014-08-10,104.74,105.16,102.06,103.47,7195190.0
2014-08-11,103.49,105.08,102.97,104.07,4462690.0
2014-08-12,104.38,105.54,103.67,104.91,4055690.0
2014-08-13,104.44,106.24,103.42,105.41,8343590.0
2014-08-14,105.07,114.89,105.07,114.15,16172940.0
2014-08-15,105.07,114.89,105.07,114.15,16172940.0
2014-08-16,105.07,114.89,105.07,114.15,16172940.0
2014-08-17,105.07,114.89,105.07,114.15,16172940.0
2014-08-18,113.79,115.84,111.9,114.31,11832090.0
2014-08-19,116.02,116.43,113.97,115.23,7761440.0
2014-08-20,115.58,116.48,113.79,115.14,6808380.0
2014-08-21,115.13,115.43,112.91,114.18,3809200.0
2014-08-22,114.24,116.17,113.95,115.56,5479650.0
2014-08-23,114.24,116.17,113.95,115.56,5479650.0
2014-08-24,114.24,116.17,113.95,115.56,5479650.0
2014-08-25,116.03,116.03,110.34,111.28,8468130.0
2014-08-26,111.1,113.58,110.65,111.99,5850450.0
2014-08-27,112.98,113.43,111.46,112.34,5094900.0
2014-08-28,112.45,112.75,110.67,111.42,7185630.0
2014-08-29,112.45,112.75,110.67,111.42,7185630.0
2014-08-30,112.45,112.75,110.67,111.42,7185630.0
2014-08-31,112.45,112.75,110.67,111.42,7185630.0
2014-09-01,111.65,119.16,106.44,118.36,9658610.0
2014-09-02,118.27,122.44,116.03,118.26,9461990.0
2014-09-03,118.37,119.22,114.96,115.97,6725530.0
2014-09-04,115.97,117.21,113.71,114.82,6958020.0
2014-09-05,115.49,118.36,114.7,117.33,7110080.0
2014-09-06,115.49,118.36,114.7,117.33,7110080.0
2014-09-07,115.49,118.36,114.7,117.33,7110080.0
2014-09-08,117.46,119.88,116.98,119.53,4824830.0
2014-09-09,119.17,120.44,117.68,119.76,5227620.0
2014-09-10,118.83,120.24,118.05,119.92,4447130.0
2014-09-11,119.93,120.96,118.73,119.85,5047520.0
2014-09-12,120.96,120.96,118.54,120.69,3847140.0
2014-09-13,120.96,120.96,118.54,120.69,3847140.0
2014-09-14,120.96,120.96,118.54,120.69,3847140.0
2014-09-15,119.27,120.65,118.81,119.46,4093050.0
2014-09-16,119.17,120.6,113.7,114.29,5826710.0
2014-09-17,115.15,118.68,114.83,117.45,6526550.0
2014-09-18,116.93,120.06,116.68,119.19,3652370.0
2014-09-19,119.26,119.88,114.15,114.74,11702390.0
2014-09-20,119.26,119.88,114.15,114.74,11702390.0
2014-09-21,119.26,119.88,114.15,114.74,11702390.0
2014-09-22,114.59,115.58,111.04,111.83,5277100.0
2014-09-23,111.91,113.07,107.22,108.04,5230330.0
2014-09-24,108.08,111.35,105.73,109.59,7981080.0
2014-09-25,109.22,110.21,105.01,106.03,4736690.0
2014-09-26,105.38,110.64,105.28,109.63,4389320.0
2014-09-27,105.38,110.64,105.28,109.63,4389320.0
2014-09-28,105.38,110.64,105.28,109.63,4389320.0
2014-09-29,109.31,110.73,107.89,108.35,2842560.0
2014-09-30,107.52,112.0,102.59,103.58,7060160.0
2014-10-01,103.04,106.14,102.81,105.4,5611580.0
2014-10-02,103.04,106.14,102.81,105.4,5611580.0
2014-10-03,103.04,106.14,102.81,105.4,5611580.0
2014-10-04,103.04,106.14,102.81,105.4,5611580.0
2014-10-05,103.04,106.14,102.81,105.4,5611580.0
2014-10-06,103.04,106.14,102.81,105.4,5611580.0
2014-10-07,104.83,107.38,102.41,103.17,5053170.0
2014-10-08,103.12,105.73,101.97,105.24,4413100.0
2014-10-09,106.26,109.22,105.51,108.72,4995000.0
2014-10-10,108.06,108.06,101.36,102.43,7348900.0
2014-10-11,108.06,108.06,101.36,102.43,7348900.0
2014-10-12,108.06,108.06,101.36,102.43,7348900.0
2014-10-13,102.23,103.11,100.71,102.19,6794500.0
2014-10-14,102.6,104.29,99.95,102.42,9520750.0
2014-10-15,102.6,104.29,99.95,102.42,9520750.0
2014-10-16,102.42,103.04,96.41,97.95,11647620.0
2014-10-17,97.93,103.04,97.22,101.39,8874360.0
2014-10-18,97.93,103.04,97.22,101.39,8874360.0
2014-10-19,97.93,103.04,97.22,101.39,8874360.0
2014-10-20,103.13,103.84,100.26,102.65,4317140.0
2014-10-21,103.04,106.26,102.32,105.37,7256500.0
2014-10-22,106.44,108.4,105.82,107.6,4559740.0
2014-10-23,108.4,108.41,107.52,107.93,560540.0
2014-10-24,108.4,108.41,107.52,107.93,560540.0
2014-10-25,108.4,108.41,107.52,107.93,560540.0
2014-10-26,108.4,108.41,107.52,107.93,560540.0
2014-10-27,109.22,112.56,107.75,110.51,10703560.0
2014-10-28,106.17,110.21,105.73,108.42,8946920.0
2014-10-29,108.87,112.89,108.13,111.81,5703240.0
2014-10-30,110.91,112.89,110.21,111.7,7956870.0
2014-10-31,112.2,113.79,111.55,113.14,7129200.0
2014-11-01,112.2,113.79,111.55,113.14,7129200.0
2014-11-02,112.2,113.79,111.55,113.14,7129200.0
2014-11-03,113.43,114.23,111.38,112.28,3887140.0
2014-11-04,113.43,114.23,111.38,112.28,3887140.0
2014-11-05,112.36,112.91,109.67,110.42,4114770.0
2014-11-06,112.36,112.91,109.67,110.42,4114770.0
2014-11-07,110.92,111.07,108.02,108.48,6175040.0
2014-11-08,110.92,111.07,108.02,108.48,6175040.0
2014-11-09,110.92,111.07,108.02,108.48,6175040.0
2014-11-10,108.85,110.95,107.62,110.35,6538120.0
2014-11-11,110.39,111.91,109.49,111.7,5694070.0
2014-11-12,111.19,112.05,109.42,109.74,6800340.0
2014-11-13,110.3,110.77,106.96,108.01,5740310.0
2014-11-14,108.16,112.0,107.07,110.86,8870220.0
2014-11-15,108.16,112.0,107.07,110.86,8870220.0
2014-11-16,108.16,112.0,107.07,110.86,8870220.0
2014-11-17,111.1,111.38,108.78,110.9,4547980.0
2014-11-18,111.17,113.97,110.21,111.42,8596920.0
2014-11-19,111.46,112.42,107.88,108.36,7309040.0
2014-11-20,108.77,109.22,107.46,108.5,3478460.0
2014-11-21,107.98,109.03,106.0,106.58,3718200.0
2014-11-22,107.98,109.03,106.0,106.58,3718200.0
2014-11-23,107.98,109.03,106.0,106.58,3718200.0
2014-11-24,107.33,110.55,107.08,109.55,4784390.0
2014-11-25,110.03,110.2,105.73,106.95,6176160.0
2014-11-26,107.07,108.15,105.39,106.76,5042400.0
2014-11-27,107.07,108.29,106.4,107.09,4134290.0
2014-11-28,107.53,109.39,106.64,107.6,4732990.0
2014-11-29,107.53,109.39,106.64,107.6,4732990.0
2014-11-30,107.53,109.39,106.64,107.6,4732990.0
2014-12-01,107.52,109.31,104.49,105.04,5665060.0
2014-12-02,104.83,106.44,103.93,105.44,5126850.0
2014-12-03,105.28,106.53,104.08,104.86,4357950.0
2014-12-04,105.19,105.68,103.24,104.71,4287670.0
2014-12-05,104.65,106.26,103.31,104.0,4027990.0
2014-12-06,104.65,106.26,103.31,104.0,4027990.0
2014-12-07,104.65,106.26,103.31,104.0,4027990.0
2014-12-08,104.12,104.92,100.53,101.41,4050440.0
2014-12-09,100.44,101.41,98.56,99.28,4819810.0
2014-12-10,99.5,101.65,99.03,100.14,4497110.0
2014-12-11,99.55,101.38,98.67,99.79,3497930.0
2014-12-12,100.34,101.16,98.34,99.15,3886510.0
2014-12-13,100.34,101.16,98.34,99.15,3886510.0
2014-12-14,100.34,101.16,98.34,99.15,3886510.0
2014-12-15,98.16,100.12,96.84,97.81,5614990.0
2014-12-16,97.24,97.84,91.52,92.27,5705200.0
2014-12-17,92.47,93.54,89.03,91.9,7924520.0
2014-12-18,92.58,95.69,92.07,92.97,7202040.0
2014-12-19,93.72,97.57,93.45,94.66,7516990.0
2014-12-20,93.72,97.57,93.45,94.66,7516990.0
2014-12-21,93.72,97.57,93.45,94.66,7516990.0
2014-12-22,94.71,97.21,94.08,96.04,3994380.0
2014-12-23,96.77,96.95,92.73,93.62,4236230.0
2014-12-24,92.83,95.06,91.84,92.81,5673280.0
2014-12-25,92.83,95.06,91.84,92.81,5673280.0
2014-12-26,92.73,94.39,91.85,93.75,3264570.0
2014-12-27,92.73,94.39,91.85,93.75,3264570.0
2014-12-28,92.73,94.39,91.85,93.75,3264570.0
2014-12-29,93.89,97.37,93.89,95.8,5255520.0
2014-12-30,96.01,96.61,92.92,93.62,3734630.0
2014-12-31,93.18,94.93,93.18,93.88,3451710.0
2015-01-01,93.98,96.05,93.36,95.5,3145080.0
2015-01-02,95.88,96.73,95.27,95.79,4065450.0
2015-01-03,95.88,96.73,95.27,95.79,4065450.0
2015-01-04,95.88,96.73,95.27,95.79,4065450.0
2015-01-05,95.79,97.39,94.8,95.57,3999350.0
2015-01-06,94.45,94.97,91.39,92.08,6461530.0
2015-01-07,91.03,91.91,89.35,90.66,5838380.0
2015-01-08,91.84,92.73,89.47,91.58,5489060.0
2015-01-09,92.02,92.73,89.96,90.76,5756260.0
2015-01-10,92.02,92.73,89.96,90.76,5756260.0
2015-01-11,92.02,92.73,89.96,90.76,5756260.0
2015-01-12,90.5,90.67,89.39,89.66,2799760.0
2015-01-13,90.13,90.89,88.52,89.01,5915600.0
2015-01-14,89.15,89.49,86.27,86.75,6537630.0
2015-01-15,87.62,88.52,85.71,87.0,7612220.0
2015-01-16,87.24,88.93,86.1,87.85,5644150.0
2015-01-17,87.24,88.93,86.1,87.85,5644150.0
2015-01-18,87.24,88.93,86.1,87.85,5644150.0
2015-01-19,88.34,88.9,87.12,87.51,3909500.0
2015-01-20,87.77,90.36,87.27,90.06,7138940.0
2015-01-21,90.5,90.76,87.99,89.59,5655880.0
2015-01-22,89.69,90.46,88.36,88.99,4522610.0
2015-01-23,90.49,91.48,89.07,90.97,6215670.0
2015-01-24,90.49,91.48,89.07,90.97,6215670.0
2015-01-25,90.49,91.48,89.07,90.97,6215670.0
2015-01-26,90.49,91.48,89.07,90.97,6215670.0
2015-01-27,91.04,91.81,89.74,91.08,5230790.0
2015-01-28,90.94,91.16,88.7,89.16,5404600.0
2015-01-29,89.04,89.85,87.66,89.34,7692310.0
2015-01-30,89.24,90.09,85.8,87.58,8964570.0
2015-01-31,89.24,90.09,85.8,87.58,8964570.0
2015-02-01,89.24,90.09,85.8,87.58,8964570.0
2015-02-02,87.65,90.46,87.54,89.33,5687220.0
2015-02-03,89.33,90.13,87.63,88.3,5792250.0
2015-02-04,88.52,90.28,88.3,89.15,5728300.0
2015-02-05,89.24,89.68,87.0,87.49,5968070.0
2015-02-06,87.7,88.34,85.48,86.09,5450660.0
2015-02-07,87.7,88.34,85.48,86.09,5450660.0
2015-02-08,87.7,88.34,85.48,86.09,5450660.0
2015-02-09,85.12,86.01,82.61,83.87,8023550.0
2015-02-10,83.6,86.36,83.06,84.1,4767350.0
2015-02-11,83.94,88.68,83.94,87.61,5847130.0
2015-02-12,87.91,88.42,86.15,87.08,5654520.0
2015-02-13,87.79,89.54,87.09,88.34,7237010.0
2015-02-14,87.79,89.54,87.09,88.34,7237010.0
2015-02-15,87.79,89.54,87.09,88.34,7237010.0
2015-02-16,88.88,89.87,88.17,88.81,5176570.0
2015-02-17,88.88,89.87,88.17,88.81,5176570.0
2015-02-18,89.04,89.63,86.78,87.2,5191770.0
2015-02-19,87.7,94.26,87.37,92.97,12727870.0
2015-02-20,94.09,94.8,91.42,91.77,6988620.0
2015-02-21,94.09,94.8,91.42,91.77,6988620.0
2015-02-22,94.09,94.8,91.42,91.77,6988620.0
2015-02-23,92.11,92.54,88.7,89.34,6590980.0
2015-02-24,89.6,92.54,87.94,91.37,6748860.0
2015-02-25,92.71,92.73,89.07,89.61,4504740.0
2015-02-26,90.32,91.06,88.25,88.9,7488180.0
2015-02-27,89.87,91.36,89.15,90.46,8599030.0
2015-02-28,90.49,94.23,87.54,90.57,11460060.0
2015-03-01,90.49,94.23,87.54,90.57,11460060.0
2015-03-02,90.63,91.59,88.81,90.21,5986770.0
2015-03-03,89.87,91.66,88.88,89.75,8667340.0
2015-03-04,91.39,91.56,88.26,88.88,10261830.0
2015-03-05,90.58,91.18,88.09,88.85,7115810.0
2015-03-06,90.58,91.18,88.09,88.85,7115810.0
2015-03-07,90.58,91.18,88.09,88.85,7115810.0
2015-03-08,90.58,91.18,88.09,88.85,7115810.0
2015-03-09,89.22,89.22,85.57,85.99,5106710.0
2015-03-10,86.46,86.69,84.22,84.63,5466500.0
2015-03-11,85.12,85.4,83.08,83.38,5220560.0
2015-03-12,83.77,86.45,83.77,85.31,5309590.0
2015-03-13,85.66,86.03,83.6,84.48,5005260.0
2015-03-14,85.66,86.03,83.6,84.48,5005260.0
2015-03-15,85.66,86.03,83.6,84.48,5005260.0
2015-03-16,85.13,85.35,81.98,82.33,5023750.0
2015-03-17,83.86,84.46,82.07,84.0,8904100.0
2015-03-18,85.21,85.38,83.51,84.17,6563960.0
2015-03-19,85.12,86.46,84.55,85.1,9096110.0
2015-03-20,85.07,85.33,82.03,82.52,8649540.0
2015-03-21,85.07,85.33,82.03,82.52,8649540.0
2015-03-22,85.07,85.33,82.03,82.52,8649540.0
2015-03-23,82.61,83.69,81.29,82.27,7236190.0
2015-03-24,82.27,82.68,80.17,80.87,7656120.0
2015-03-25,80.54,81.71,80.28,81.52,7245580.0
2015-03-26,81.36,81.36,78.86,79.28,10337570.0
2015-03-27,79.43,82.34,79.29,81.71,6547560.0
2015-03-28,79.43,82.34,79.29,81.71,6547560.0
2015-03-29,79.43,82.34,79.29,81.71,6547560.0
2015-03-30,82.25,82.62,80.28,81.71,6278660.0
2015-03-31,82.89,82.96,80.82,81.23,7839300.0
2015-04-01,81.44,82.14,80.64,81.5,7377090.0
2015-04-02,81.44,82.14,80.64,81.5,7377090.0
2015-04-03,81.44,82.14,80.64,81.5,7377090.0
2015-04-04,81.44,82.14,80.64,81.5,7377090.0
2015-04-05,81.44,82.14,80.64,81.5,7377090.0
2015-04-06,81.98,81.98,79.95,80.71,4805420.0
2015-04-07,81.09,84.43,80.74,84.01,8543880.0
2015-04-08,84.4,84.91,82.01,83.51,6266000.0
2015-04-09,83.77,86.01,82.3,85.36,14077130.0
2015-04-10,85.39,86.64,83.97,85.29,8798930.0
2015-04-11,85.39,86.64,83.97,85.29,8798930.0
2015-04-12,85.39,86.64,83.97,85.29,8798930.0
2015-04-13,85.3,86.37,83.86,84.43,7131650.0
2015-04-14,85.3,86.37,83.86,84.43,7131650.0
2015-04-15,84.4,85.3,82.54,83.21,3284070.0
2015-04-16,83.21,84.93,82.97,84.37,5726810.0
2015-04-17,84.66,87.78,83.83,85.68,9373800.0
2015-04-18,84.66,87.78,83.83,85.68,9373800.0
2015-04-19,84.66,87.78,83.83,85.68,9373800.0
2015-04-20,86.21,88.07,84.85,86.26,10958700.0
2015-04-21,86.53,87.3,84.67,85.16,8205750.0
2015-04-22,85.57,86.73,84.67,86.06,7040610.0
2015-04-23,86.91,88.97,86.55,88.3,11108500.0
2015-04-24,88.45,89.0,85.01,85.71,8003390.0
2015-04-25,88.45,89.0,85.01,85.71,8003390.0
2015-04-26,88.45,89.0,85.01,85.71,8003390.0
2015-04-27,85.93,86.54,83.08,84.02,7453160.0
2015-04-28,83.69,85.3,83.2,84.69,6082940.0
2015-04-29,84.8,86.23,84.04,85.76,9673390.0
2015-04-30,85.21,85.39,82.76,83.52,12092310.0
2015-05-01,85.21,85.39,82.76,83.52,12092310.0
2015-05-02,85.21,85.39,82.76,83.52,12092310.0
2015-05-03,85.21,85.39,82.76,83.52,12092310.0
2015-05-04,83.78,85.03,83.06,84.04,5898350.0
2015-05-05,84.2,87.81,83.99,87.2,12213100.0
2015-05-06,86.82,88.42,82.71,83.37,12090670.0
2015-05-07,83.37,83.69,78.4,79.37,13090610.0
2015-05-08,79.74,81.17,79.3,79.77,5949270.0
2015-05-09,79.74,81.17,79.3,79.77,5949270.0
2015-05-10,79.74,81.17,79.3,79.77,5949270.0
2015-05-11,80.64,82.25,80.39,80.93,5879270.0
2015-05-12,81.06,81.16,78.4,78.87,5277050.0
2015-05-13,79.21,80.19,78.13,79.47,4651180.0
2015-05-14,79.56,81.71,78.96,81.19,8343970.0
2015-05-15,80.55,81.03,77.95,78.52,11243620.0
2015-05-16,80.55,81.03,77.95,78.52,11243620.0
2015-05-17,80.55,81.03,77.95,78.52,11243620.0
2015-05-18,78.02,81.96,76.3,81.7,12981660.0
2015-05-19,81.71,83.28,81.01,82.66,6439670.0
2015-05-20,83.0,83.54,81.59,82.6,7634290.0
2015-05-21,82.62,83.38,80.73,82.77,6437720.0
2015-05-22,82.84,83.18,81.98,82.62,4356870.0
2015-05-23,82.84,83.18,81.98,82.62,4356870.0
2015-05-24,82.84,83.18,81.98,82.62,4356870.0
2015-05-25,83.25,83.25,80.62,81.28,6344340.0
2015-05-26,81.53,82.53,78.74,82.18,7940060.0
2015-05-27,81.39,82.77,81.09,82.43,5295190.0
2015-05-28,82.34,82.79,81.19,82.08,11758860.0
2015-05-29,81.74,83.69,81.19,82.1,11469990.0
2015-05-30,81.74,83.69,81.19,82.1,11469990.0
2015-05-31,81.74,83.69,81.19,82.1,11469990.0
2015-06-01,81.99,82.37,81.11,81.47,4622820.0
2015-06-02,81.8,81.8,78.01,78.69,6314220.0
2015-06-03,78.73,79.43,77.37,78.81,9775800.0
2015-06-04,78.4,79.56,77.54,78.52,8120340.0
2015-06-05,77.95,79.45,77.53,78.53,8844500.0
2015-06-06,77.95,79.45,77.53,78.53,8844500.0
2015-06-07,77.95,79.45,77.53,78.53,8844500.0
2015-06-08,79.21,79.46,77.45,77.93,5633130.0
2015-06-09,77.94,78.92,77.1,78.57,5156610.0
2015-06-10,78.44,80.64,78.04,79.98,6108010.0
2015-06-11,80.28,81.36,77.63,78.23,5052120.0
2015-06-12,78.11,78.52,75.03,75.55,5292830.0
2015-06-13,78.11,78.52,75.03,75.55,5292830.0
2015-06-14,78.11,78.52,75.03,75.55,5292830.0
2015-06-15,75.11,76.94,74.73,75.47,5409270.0
2015-06-16,75.23,75.71,74.5,75.26,4881100.0
2015-06-17,75.76,79.38,74.94,77.73,12461450.0
2015-06-18,77.17,79.81,76.25,79.22,8699400.0
2015-06-19,80.26,81.69,79.16,81.15,8039040.0
2015-06-20,80.26,81.69,79.16,81.15,8039040.0
2015-06-21,80.26,81.69,79.16,81.15,8039040.0
2015-06-22,81.49,81.98,80.82,81.1,4403470.0
2015-06-23,81.02,81.85,80.83,81.36,4324230.0
2015-06-24,81.71,82.07,79.74,80.03,6436560.0
2015-06-25,79.14,81.8,78.92,81.32,9208970.0
2015-06-26,80.59,81.18,79.03,79.96,4701580.0
2015-06-27,80.59,81.18,79.03,79.96,4701580.0
2015-06-28,80.59,81.18,79.03,79.96,4701580.0
2015-06-29,78.67,78.85,77.05,78.08,6262620.0
2015-06-30,77.95,78.76,77.14,78.15,8625130.0
2015-07-01,78.4,80.1,78.24,79.88,3875590.0
2015-07-02,80.82,80.94,79.12,79.4,3713970.0
2015-07-03,79.38,80.19,77.61,77.86,4345310.0
2015-07-04,79.38,80.19,77.61,77.86,4345310.0
2015-07-05,79.38,80.19,77.61,77.86,4345310.0
2015-07-06,77.93,80.31,76.6,79.97,5094610.0
2015-07-07,80.04,80.68,78.95,79.54,6054490.0
2015-07-08,78.9,79.4,76.53,77.03,6578920.0
2015-07-09,77.23,78.0,75.74,76.14,5553990.0
2015-07-10,77.13,77.13,74.23,75.31,9086380.0
2015-07-11,77.13,77.13,74.23,75.31,9086380.0
2015-07-12,77.13,77.13,74.23,75.31,9086380.0
2015-07-13,75.78,76.3,74.41,75.76,7788660.0
2015-07-14,76.23,76.67,75.05,75.42,9293450.0
2015-07-15,75.76,76.36,74.55,74.83,9822230.0
2015-07-16,75.32,79.18,74.9,78.81,9867730.0
2015-07-17,78.66,78.66,77.45,77.89,6805130.0
2015-07-18,78.66,78.66,77.45,77.89,6805130.0
2015-07-19,78.66,78.66,77.45,77.89,6805130.0
2015-07-20,77.77,78.58,77.14,77.33,3611630.0
2015-07-21,77.5,77.58,75.34,75.87,4310500.0
2015-07-22,75.67,78.3,75.32,77.96,4760370.0
2015-07-23,78.22,78.72,77.37,78.0,4636660.0
2015-07-24,77.95,78.83,76.27,76.72,4108650.0
2015-07-25,77.95,78.83,76.27,76.72,4108650.0
2015-07-26,77.95,78.83,76.27,76.72,4108650.0
2015-07-27,76.41,77.14,73.6,73.86,4659120.0
2015-07-28,74.05,74.87,72.6,73.48,6243930.0
2015-07-29,73.46,74.3,72.6,73.78,7431100.0
2015-07-30,73.5,77.59,72.8,77.15,19326010.0
2015-07-31,77.14,77.48,74.9,75.45,6921160.0
2015-08-01,77.14,77.48,74.9,75.45,6921160.0
2015-08-02,77.14,77.48,74.9,75.45,6921160.0
2015-08-03,75.41,76.45,74.32,75.69,5248280.0
2015-08-04,76.14,83.26,74.91,79.84,13248560.0
2015-08-05,80.77,82.9,80.22,80.42,8745390.0
2015-08-06,80.58,82.76,79.05,81.88,10858060.0
2015-08-07,81.94,84.47,81.54,83.71,7737890.0
2015-08-08,81.94,84.47,81.54,83.71,7737890.0
2015-08-09,81.94,84.47,81.54,83.71,7737890.0
2015-08-10,83.67,84.84,82.4,83.13,6340320.0
2015-08-11,82.77,83.59,80.73,81.34,8294070.0
2015-08-12,80.75,82.85,79.18,79.64,13564010.0
2015-08-13,80.31,81.49,77.25,77.8,12710710.0
2015-08-14,78.5,82.13,77.61,81.73,10744440.0
2015-08-15,78.5,82.13,77.61,81.73,10744440.0
2015-08-16,78.5,82.13,77.61,81.73,10744440.0
2015-08-17,81.67,88.73,80.86,87.73,16980490.0
2015-08-18,88.25,91.93,86.56,89.58,23134740.0
2015-08-19,89.39,90.29,86.8,88.46,9851410.0
2015-08-20,87.26,88.96,86.49,87.26,18763840.0
2015-08-21,85.48,86.48,84.49,85.95,13311200.0
2015-08-22,85.48,86.48,84.49,85.95,13311200.0
2015-08-23,85.48,86.48,84.49,85.95,13311200.0
2015-08-24,82.58,83.49,77.41,78.66,11347670.0
2015-08-25,79.77,81.67,75.2,80.6,10351920.0
2015-08-26,80.4,82.65,78.04,80.89,9061060.0
2015-08-27,81.58,85.08,81.36,84.59,13859210.0
2015-08-28,86.21,86.29,82.82,84.02,6731890.0
2015-08-29,86.21,86.29,82.82,84.02,6731890.0
2015-08-30,86.21,86.29,82.82,84.02,6731890.0
2015-08-31,84.3,84.75,82.77,83.49,5521810.0
2015-09-01,81.96,83.49,81.04,81.86,5899950.0
2015-09-02,81.94,83.94,80.34,80.86,9500710.0
2015-09-03,81.4,85.3,81.13,84.4,17190420.0
2015-09-04,83.94,84.21,80.95,81.99,6544840.0
2015-09-05,83.94,84.21,80.95,81.99,6544840.0
2015-09-06,83.94,84.21,80.95,81.99,6544840.0
2015-09-07,82.22,83.35,80.36,80.84,7615910.0
2015-09-08,81.22,86.3,80.86,85.54,11463750.0
2015-09-09,87.92,90.66,86.64,89.07,13715410.0
2015-09-10,87.71,89.56,86.43,88.54,10250350.0
2015-09-11,89.3,89.65,86.85,87.44,7711920.0
2015-09-12,89.3,89.65,86.85,87.44,7711920.0
2015-09-13,89.3,89.65,86.85,87.44,7711920.0
2015-09-14,88.95,90.7,87.44,90.13,9708800.0
2015-09-15,90.61,91.27,85.51,85.98,10717820.0
2015-09-16,86.85,87.61,85.39,86.25,7731390.0
2015-09-17,86.85,87.61,85.39,86.25,7731390.0
2015-09-18,87.21,88.66,84.05,85.69,16363240.0
2015-09-19,87.21,88.66,84.05,85.69,16363240.0
2015-09-20,87.21,88.66,84.05,85.69,16363240.0
2015-09-21,84.86,86.0,83.79,84.05,9266920.0
2015-09-22,84.22,84.76,81.95,82.74,8974160.0
2015-09-23,81.66,81.76,78.55,79.34,12550400.0
2015-09-24,78.95,81.26,78.41,79.88,11283480.0
2015-09-25,78.95,81.26,78.41,79.88,11283480.0
2015-09-26,78.95,81.26,78.41,79.88,11283480.0
2015-09-27,78.95,81.26,78.41,79.88,11283480.0
2015-09-28,79.95,80.54,77.75,78.49,5942790.0
2015-09-29,76.25,78.5,75.33,76.24,7581960.0
2015-09-30,77.86,81.2,77.14,80.7,11197540.0
2015-10-01,80.58,80.77,79.04,79.53,6686980.0
2015-10-02,80.58,80.77,79.04,79.53,6686980.0
2015-10-03,80.58,80.77,79.04,79.53,6686980.0
2015-10-04,80.58,80.77,79.04,79.53,6686980.0
2015-10-05,80.13,83.03,79.79,82.42,10433680.0
2015-10-06,82.92,83.38,81.41,81.7,8725070.0
2015-10-07,82.12,83.89,81.45,83.04,10661010.0
2015-10-08,82.94,84.2,81.85,82.9,8820910.0
2015-10-09,83.85,84.49,82.13,82.52,8872540.0
2015-10-10,83.85,84.49,82.13,82.52,8872540.0
2015-10-11,83.85,84.49,82.13,82.52,8872540.0
2015-10-12,82.93,83.93,81.04,81.91,11756720.0
2015-10-13,82.04,83.62,80.88,83.27,11085850.0
2015-10-14,82.85,85.39,81.73,82.16,13135470.0
2015-10-15,82.58,83.67,81.68,82.83,10950240.0
2015-10-16,82.94,83.49,81.22,81.63,7867490.0
2015-10-17,82.94,83.49,81.22,81.63,7867490.0
2015-10-18,82.94,83.49,81.22,81.63,7867490.0
2015-10-19,81.43,82.3,80.08,80.82,9717270.0
2015-10-20,80.67,82.1,80.27,81.09,13167760.0
2015-10-21,80.91,82.92,80.33,82.23,12181610.0
2015-10-22,80.91,82.92,80.33,82.23,12181610.0
2015-10-23,83.4,83.58,81.85,83.08,12558470.0
2015-10-24,83.4,83.58,81.85,83.08,12558470.0
2015-10-25,83.4,83.58,81.85,83.08,12558470.0
2015-10-26,83.4,83.94,82.23,82.47,7810540.0
2015-10-27,82.16,83.03,81.38,82.69,7563940.0
2015-10-28,82.46,83.2,82.13,82.73,6478150.0
2015-10-29,82.51,83.94,82.19,83.62,14150670.0
2015-10-30,83.58,85.28,82.32,82.61,9561230.0
2015-10-31,83.58,85.28,82.32,82.61,9561230.0
2015-11-01,83.58,85.28,82.32,82.61,9561230.0
2015-11-02,82.66,83.12,80.55,81.31,5997890.0
