,GDPL IN Equity,GDPL IN Equity,GDPL IN Equity,GDPL IN Equity,GDPL IN Equity
2014-11-26,241.07,244.32,237.13,239.5,250878.0
2014-11-27,239.54,246.69,238.62,240.88,647085.0
2014-11-28,241.41,243.48,225.62,235.22,842520.0
2014-11-29,241.41,243.48,225.62,235.22,842520.0
2014-11-30,241.41,243.48,225.62,235.22,842520.0
2014-12-01,235.52,243.9,235.22,237.43,113778.0
2014-12-02,240.72,245.88,237.78,243.13,253919.0
2014-12-03,243.21,248.68,241.33,244.55,301838.0
2014-12-04,247.64,247.8,240.19,243.82,115963.0
2014-12-05,246.15,255.06,243.97,252.65,298202.0
2014-12-06,246.15,255.06,243.97,252.65,298202.0
2014-12-07,246.15,255.06,243.97,252.65,298202.0
2014-12-08,255.44,261.1,253.42,257.17,194196.0
2014-12-09,256.71,256.71,239.8,246.84,171962.0
2014-12-10,247.11,254.68,247.11,254.26,85244.0
2014-12-11,251.62,256.97,245.66,248.71,88058.0
2014-12-12,249.33,255.02,235.56,240.19,111626.0
2014-12-13,249.33,255.02,235.56,240.19,111626.0
2014-12-14,249.33,255.02,235.56,240.19,111626.0
2014-12-15,240.19,246.65,236.55,241.45,96907.0
2014-12-16,240.22,246.27,233.3,244.55,126583.0
2014-12-17,242.44,267.15,229.79,251.43,4789748.0
2014-12-18,254.68,267.53,254.68,257.01,448477.0
2014-12-19,259.92,271.51,257.09,267.26,293826.0
2014-12-20,259.92,271.51,257.09,267.26,293826.0
2014-12-21,259.92,271.51,257.09,267.26,293826.0
2014-12-22,269.98,277.47,267.49,268.56,348556.0
2014-12-23,266.92,269.9,259.12,262.94,126767.0
2014-12-24,260.8,263.86,255.94,260.61,117536.0
2014-12-25,260.8,263.86,255.94,260.61,117536.0
2014-12-26,260.3,265.88,258.5,260.03,63761.0
2014-12-27,260.3,265.88,258.5,260.03,63761.0
2014-12-28,260.3,265.88,258.5,260.03,63761.0
2014-12-29,262.29,268.83,260.03,267.53,161282.0
2014-12-30,268.41,275.25,267.68,269.17,193898.0
2014-12-31,267.95,274.56,267.57,269.13,142271.0
2015-01-01,269.13,271.43,265.39,268.71,61937.0
2015-01-02,268.71,272.27,266.99,267.95,79604.0
2015-01-03,268.71,272.27,266.99,267.95,79604.0
2015-01-04,268.71,272.27,266.99,267.95,79604.0
2015-01-05,266.34,274.26,266.34,268.87,73135.0
2015-01-06,268.83,272.12,258.5,264.93,879999.0
2015-01-07,266.92,268.45,260.76,263.25,101183.0
2015-01-08,263.48,285.85,263.48,270.36,549028.0
2015-01-09,271.2,276.09,267.87,269.75,93213.0
2015-01-10,271.2,276.09,267.87,269.75,93213.0
2015-01-11,271.2,276.09,267.87,269.75,93213.0
2015-01-12,270.97,278.31,269.21,272.73,458262.0
2015-01-13,271.51,280.68,270.51,277.36,221215.0
2015-01-14,279.0,284.66,272.5,274.41,165430.0
2015-01-15,274.56,279.15,272.19,273.57,288424.0
2015-01-16,272.27,281.14,272.04,279.34,241051.0
2015-01-17,272.27,281.14,272.04,279.34,241051.0
2015-01-18,272.27,281.14,272.04,279.34,241051.0
2015-01-19,282.52,311.28,282.52,293.65,1177968.0
2015-01-20,295.9,351.35,289.48,324.62,2532666.0
2015-01-21,324.01,324.01,303.63,306.15,723360.0
2015-01-22,308.29,313.38,291.77,293.26,840924.0
2015-01-23,298.89,304.7,287.57,291.35,243327.0
2015-01-24,298.89,304.7,287.57,291.35,243327.0
2015-01-25,298.89,304.7,287.57,291.35,243327.0
2015-01-26,298.89,304.7,287.57,291.35,243327.0
2015-01-27,291.28,302.98,287.87,296.48,253298.0
2015-01-28,300.91,310.24,300.64,303.51,367676.0
2015-01-29,304.97,314.33,292.61,298.69,1063240.0
2015-01-30,302.63,305.23,289.86,293.46,345634.0
2015-01-31,302.63,305.23,289.86,293.46,345634.0
2015-02-01,302.63,305.23,289.86,293.46,345634.0
2015-02-02,292.92,302.1,290.74,292.81,205236.0
2015-02-03,292.92,299.76,290.63,292.65,126781.0
2015-02-04,292.61,295.9,287.53,290.59,206872.0
2015-02-05,292.08,307.87,289.29,300.8,903698.0
2015-02-06,302.25,306.61,300.03,303.09,182548.0
2015-02-07,302.25,306.61,300.03,303.09,182548.0
2015-02-08,302.25,306.61,300.03,303.09,182548.0
2015-02-09,302.33,309.75,298.31,300.53,387288.0
2015-02-10,300.49,305.54,297.24,302.98,89021.0
2015-02-11,300.61,306.23,300.61,304.43,165920.0
2015-02-12,305.12,307.87,300.57,302.21,110585.0
2015-02-13,301.26,309.75,299.8,306.84,292206.0
2015-02-14,301.26,309.75,299.8,306.84,292206.0
2015-02-15,301.26,309.75,299.8,306.84,292206.0
2015-02-16,306.84,309.67,299.11,303.82,105719.0
2015-02-17,306.84,309.67,299.11,303.82,105719.0
2015-02-18,305.92,325.77,302.02,320.64,770807.0
2015-02-19,324.93,331.54,318.12,325.88,258914.0
2015-02-20,330.47,336.59,325.96,330.51,322471.0
2015-02-21,330.47,336.59,325.96,330.51,322471.0
2015-02-22,330.47,336.59,325.96,330.51,322471.0
2015-02-23,331.92,335.75,315.14,318.35,236343.0
2015-02-24,321.18,321.22,310.74,318.08,286581.0
2015-02-25,321.06,326.76,317.39,325.04,98005.0
2015-02-26,323.89,325.04,309.71,317.66,144569.0
2015-02-27,319.23,319.23,310.51,313.53,182559.0
2015-02-28,317.39,318.85,312.04,316.78,61573.0
2015-03-01,317.39,318.85,312.04,316.78,61573.0
2015-03-02,313.61,317.47,306.04,314.79,115151.0
2015-03-03,317.39,324.89,313.61,315.94,477511.0
2015-03-04,313.57,320.45,312.19,318.04,267133.0
2015-03-05,319.23,319.23,309.75,311.85,682732.0
2015-03-06,319.23,319.23,309.75,311.85,682732.0
2015-03-07,319.23,319.23,309.75,311.85,682732.0
2015-03-08,319.23,319.23,309.75,311.85,682732.0
2015-03-09,313.57,313.57,307.15,310.24,76408.0
2015-03-10,312.88,333.07,312.88,328.64,480470.0
2015-03-11,330.74,336.51,321.83,326.19,297285.0
2015-03-12,328.71,334.98,327.34,333.0,234988.0
2015-03-13,333.45,347.99,333.45,338.96,472613.0
2015-03-14,333.45,347.99,333.45,338.96,472613.0
2015-03-15,333.45,347.99,333.45,338.96,472613.0
2015-03-16,340.26,341.22,317.39,326.07,214168.0
2015-03-17,329.36,340.34,326.57,334.64,494466.0
2015-03-18,335.67,344.16,325.04,337.74,209493.0
2015-03-19,338.81,344.16,329.63,333.53,164910.0
2015-03-20,333.53,334.87,302.1,322.1,515672.0
2015-03-21,333.53,334.87,302.1,322.1,515672.0
2015-03-22,333.53,334.87,302.1,322.1,515672.0
2015-03-23,322.1,327.34,312.19,321.06,111855.0
2015-03-24,321.22,325.04,313.61,317.85,80659.0
2015-03-25,316.63,328.37,316.32,321.29,66490.0
2015-03-26,322.75,322.75,309.52,316.25,75560.0
2015-03-27,317.39,321.45,308.98,312.84,88978.0
2015-03-28,317.39,321.45,308.98,312.84,88978.0
2015-03-29,317.39,321.45,308.98,312.84,88978.0
2015-03-30,314.03,314.33,305.16,310.97,95115.0
2015-03-31,322.67,322.67,309.78,314.26,120894.0
2015-04-01,314.26,325.0,314.26,321.29,173774.0
2015-04-02,314.26,325.0,314.26,321.29,173774.0
2015-04-03,314.26,325.0,314.26,321.29,173774.0
2015-04-04,314.26,325.0,314.26,321.29,173774.0
2015-04-05,314.26,325.0,314.26,321.29,173774.0
2015-04-06,322.75,324.51,313.61,314.6,85061.0
2015-04-07,315.18,316.86,306.69,310.97,275379.0
2015-04-08,311.28,317.78,302.52,306.53,127297.0
2015-04-09,311.28,317.39,291.47,293.99,358514.0
2015-04-10,298.96,299.04,282.21,284.43,1187358.0
2015-04-11,298.96,299.04,282.21,284.43,1187358.0
2015-04-12,298.96,299.04,282.21,284.43,1187358.0
2015-04-13,284.43,287.38,278.62,280.87,530219.0
2015-04-14,284.43,287.38,278.62,280.87,530219.0
2015-04-15,288.48,294.41,286.84,291.31,866453.0
2015-04-16,292.92,294.45,280.76,284.09,508994.0
2015-04-17,284.85,285.88,275.41,278.66,164018.0
2015-04-18,284.85,285.88,275.41,278.66,164018.0
2015-04-19,284.85,285.88,275.41,278.66,164018.0
2015-04-20,279.15,282.94,271.51,275.6,202528.0
2015-04-21,279.23,284.51,275.33,282.1,329625.0
2015-04-22,283.51,284.28,267.34,270.63,416245.0
2015-04-23,270.74,282.98,270.63,279.92,168522.0
2015-04-24,282.14,282.75,271.51,274.41,120719.0
2015-04-25,282.14,282.75,271.51,274.41,120719.0
2015-04-26,282.14,282.75,271.51,274.41,120719.0
2015-04-27,274.41,278.77,268.68,274.22,210011.0
2015-04-28,271.51,279.73,271.51,276.78,276824.0
2015-04-29,278.27,284.43,270.24,275.25,706694.0
2015-04-30,276.71,278.58,265.54,269.44,254147.0
2015-05-01,276.71,278.58,265.54,269.44,254147.0
2015-05-02,276.71,278.58,265.54,269.44,254147.0
2015-05-03,276.71,278.58,265.54,269.44,254147.0
2015-05-04,270.05,279.88,270.05,275.6,70445.0
2015-05-05,278.07,279.72,275.64,277.8,43182.0
2015-05-06,277.56,277.64,268.12,270.62,163555.0
2015-05-07,270.62,270.62,257.36,260.83,230403.0
2015-05-08,261.98,273.63,261.98,267.35,97489.0
2015-05-09,261.98,273.63,261.98,267.35,97489.0
2015-05-10,261.98,273.63,261.98,267.35,97489.0
2015-05-11,271.47,271.78,261.1,262.99,180940.0
2015-05-12,267.08,267.11,252.23,262.37,188576.0
2015-05-13,268.27,271.47,260.29,268.66,141740.0
2015-05-14,268.35,276.02,264.11,271.36,196038.0
2015-05-15,273.78,279.76,271.28,277.06,123925.0
2015-05-16,273.78,279.76,271.28,277.06,123925.0
2015-05-17,273.78,279.76,271.28,277.06,123925.0
2015-05-18,278.41,278.41,270.7,273.21,73563.0
2015-05-19,275.17,276.14,268.54,273.28,215987.0
2015-05-20,274.63,278.37,269.5,271.28,79912.0
2015-05-21,274.21,274.25,268.27,269.89,225572.0
2015-05-22,272.71,273.32,264.26,269.0,560196.0
2015-05-23,272.71,273.32,264.26,269.0,560196.0
2015-05-24,272.71,273.32,264.26,269.0,560196.0
2015-05-25,267.77,273.01,267.77,270.24,2650199.0
2015-05-26,268.39,275.64,267.31,271.12,137904.0
2015-05-27,269.93,273.36,268.5,271.24,57023.0
2015-05-28,270.35,272.32,269.93,271.51,47204.0
2015-05-29,271.9,279.8,268.62,276.52,219349.0
2015-05-30,271.9,279.8,268.62,276.52,219349.0
2015-05-31,271.9,279.8,268.62,276.52,219349.0
2015-06-01,277.64,296.84,275.48,290.67,370766.0
2015-06-02,293.07,308.26,284.31,289.79,670588.0
2015-06-03,289.59,297.58,276.87,283.85,206803.0
2015-06-04,284.5,293.84,279.65,281.19,130365.0
2015-06-05,279.18,289.21,274.56,285.2,152940.0
2015-06-06,279.18,289.21,274.56,285.2,152940.0
2015-06-07,279.18,289.21,274.56,285.2,152940.0
2015-06-08,284.54,285.35,279.65,281.96,41795.0
2015-06-09,281.5,284.58,278.18,279.88,62038.0
2015-06-10,279.88,283.46,274.94,277.22,152448.0
2015-06-11,280.49,280.73,275.67,277.1,53401.0
2015-06-12,271.47,281.88,270.12,280.96,148665.0
2015-06-13,271.47,281.88,270.12,280.96,148665.0
2015-06-14,271.47,281.88,270.12,280.96,148665.0
2015-06-15,285.16,285.16,274.56,276.52,59586.0
2015-06-16,281.03,287.24,274.56,281.23,67570.0
2015-06-17,281.5,282.89,276.21,281.23,52371.0
2015-06-18,281.46,287.67,281.38,284.58,173250.0
2015-06-19,285.35,287.63,277.49,279.49,84113.0
2015-06-20,285.35,287.63,277.49,279.49,84113.0
2015-06-21,285.35,287.63,277.49,279.49,84113.0
2015-06-22,284.31,285.31,278.41,280.92,176744.0
2015-06-23,281.0,282.35,277.64,278.64,82224.0
2015-06-24,280.69,281.81,274.71,276.29,652654.0
2015-06-25,277.56,279.95,273.4,275.13,140307.0
2015-06-26,273.78,280.38,271.63,274.13,146811.0
2015-06-27,273.78,280.38,271.63,274.13,146811.0
2015-06-28,273.78,280.38,271.63,274.13,146811.0
2015-06-29,270.7,270.7,265.69,268.93,285514.0
2015-06-30,266.96,274.52,262.22,264.41,1167319.0
2015-07-01,267.61,278.72,264.53,273.82,278197.0
2015-07-02,276.06,280.65,273.98,275.44,77562.0
2015-07-03,277.45,277.45,265.38,268.73,106548.0
2015-07-04,277.45,277.45,265.38,268.73,106548.0
2015-07-05,277.45,277.45,265.38,268.73,106548.0
2015-07-06,262.22,273.67,261.56,263.84,1143026.0
2015-07-07,265.61,269.62,258.82,259.75,331902.0
2015-07-08,256.09,260.98,246.87,248.68,199654.0
2015-07-09,249.11,252.96,242.16,243.51,164018.0
2015-07-10,249.72,257.59,246.02,255.47,107069.0
2015-07-11,249.72,257.59,246.02,255.47,107069.0
2015-07-12,249.72,257.59,246.02,255.47,107069.0
2015-07-13,258.36,259.71,255.7,258.32,170179.0
2015-07-14,259.9,259.9,251.57,253.5,158473.0
2015-07-15,251.46,259.13,246.79,254.23,1095117.0
2015-07-16,257.59,262.22,254.89,257.4,127513.0
2015-07-17,256.05,258.9,244.02,251.65,265722.0
2015-07-18,256.05,258.9,244.02,251.65,265722.0
2015-07-19,256.05,258.9,244.02,251.65,265722.0
2015-07-20,251.88,256.43,245.98,253.04,466913.0
2015-07-21,254.5,256.39,248.41,252.69,128855.0
2015-07-22,254.5,261.45,249.11,257.63,171482.0
2015-07-23,258.36,266.81,256.82,259.67,192680.0
2015-07-24,256.05,264.45,255.35,256.89,261834.0
2015-07-25,256.05,264.45,255.35,256.89,261834.0
2015-07-26,256.05,264.45,255.35,256.89,261834.0
2015-07-27,258.05,260.52,249.11,251.84,69565.0
2015-07-28,253.96,259.13,251.03,257.16,199980.0
2015-07-29,259.75,277.1,258.36,274.36,461699.0
2015-07-30,277.1,289.98,276.99,288.48,318537.0
2015-07-31,291.48,291.52,274.29,285.55,200894.0
2015-08-01,291.48,291.52,274.29,285.55,200894.0
2015-08-02,291.48,291.52,274.29,285.55,200894.0
2015-08-03,286.12,288.4,278.41,281.57,109433.0
2015-08-04,281.57,286.74,279.18,282.35,121864.0
2015-08-05,286.9,291.83,279.3,283.12,131859.0
2015-08-06,283.12,289.21,270.74,278.68,238807.0
2015-08-07,276.87,281.81,270.89,272.97,75612.0
2015-08-08,276.87,281.81,270.89,272.97,75612.0
2015-08-09,276.87,281.81,270.89,272.97,75612.0
2015-08-10,266.07,280.03,259.13,273.82,195573.0
2015-08-11,275.17,281.27,265.11,268.04,43832.0
2015-08-12,269.93,272.09,254.16,262.56,135017.0
2015-08-13,267.46,267.92,256.82,259.94,108368.0
2015-08-14,259.9,267.0,257.59,265.42,92905.0
2015-08-15,259.9,267.0,257.59,265.42,92905.0
2015-08-16,259.9,267.0,257.59,265.42,92905.0
2015-08-17,265.61,272.09,260.67,262.83,99092.0
2015-08-18,265.3,271.93,252.96,264.45,98987.0
2015-08-19,266.07,273.01,263.14,269.77,104820.0
2015-08-20,267.61,273.32,260.67,265.88,115880.0
2015-08-21,262.99,269.04,241.51,259.36,200697.0
2015-08-22,262.99,269.04,241.51,259.36,200697.0
2015-08-23,262.99,269.04,241.51,259.36,200697.0
2015-08-24,251.42,256.7,233.06,252.92,607011.0
2015-08-25,254.5,257.59,238.35,243.28,723820.0
2015-08-26,249.84,255.28,240.97,251.77,193031.0
2015-08-27,247.99,259.94,247.99,258.78,58041.0
2015-08-28,262.22,283.54,262.22,280.34,295761.0
2015-08-29,262.22,283.54,262.22,280.34,295761.0
2015-08-30,262.22,283.54,262.22,280.34,295761.0
2015-08-31,282.89,289.13,275.33,278.26,189933.0
2015-09-01,272.32,280.46,265.26,266.92,61354.0
2015-09-02,275.87,275.87,261.18,263.6,112427.0
2015-09-03,263.84,268.39,255.85,257.16,74008.0
2015-09-04,253.93,258.13,241.86,247.99,949315.0
2015-09-05,253.93,258.13,241.86,247.99,949315.0
2015-09-06,253.93,258.13,241.86,247.99,949315.0
2015-09-07,250.65,253.58,246.79,248.33,75100.0
2015-09-08,248.33,255.28,246.44,250.22,57863.0
2015-09-09,252.58,257.59,249.76,253.54,117731.0
2015-09-10,251.38,260.67,246.79,253.89,382648.0
2015-09-11,256.82,259.9,249.3,252.19,211500.0
2015-09-12,256.82,259.9,249.3,252.19,211500.0
2015-09-13,256.82,259.9,249.3,252.19,211500.0
2015-09-14,254.5,256.43,249.65,250.49,87372.0
2015-09-15,251.42,256.66,247.56,251.73,460523.0
2015-09-16,254.5,255.35,250.46,252.88,103368.0
2015-09-17,254.5,255.35,250.46,252.88,103368.0
2015-09-18,251.42,257.59,251.3,254.93,285279.0
2015-09-19,251.42,257.59,251.3,254.93,285279.0
2015-09-20,251.42,257.59,251.3,254.93,285279.0
2015-09-21,254.5,268.89,253.73,265.3,417802.0
2015-09-22,266.84,270.7,256.86,261.75,102827.0
2015-09-23,262.29,273.36,258.36,271.39,69138.0
2015-09-24,268.0,271.47,266.07,269.2,65488.0
2015-09-25,268.0,271.47,266.07,269.2,65488.0
2015-09-26,268.0,271.47,266.07,269.2,65488.0
2015-09-27,268.0,271.47,266.07,269.2,65488.0
2015-09-28,269.93,271.59,262.45,265.53,47596.0
2015-09-29,266.15,266.77,258.78,263.87,139121.0
2015-09-30,264.53,279.18,259.13,275.37,128409.0
2015-10-01,278.57,279.84,271.47,273.75,251685.0
2015-10-02,278.57,279.84,271.47,273.75,251685.0
2015-10-03,278.57,279.84,271.47,273.75,251685.0
2015-10-04,278.57,279.84,271.47,273.75,251685.0
2015-10-05,274.56,279.11,261.06,263.06,159986.0
2015-10-06,264.45,267.92,259.13,264.41,157890.0
2015-10-07,266.03,267.61,256.82,259.25,101604.0
2015-10-08,261.83,262.25,256.12,260.06,158487.0
2015-10-09,262.91,262.99,257.97,258.94,81608.0
2015-10-10,262.91,262.99,257.97,258.94,81608.0
2015-10-11,262.91,262.99,257.97,258.94,81608.0
2015-10-12,261.91,261.91,250.65,257.05,338850.0
2015-10-13,255.35,262.99,250.76,255.93,295904.0
2015-10-14,256.01,267.46,254.43,265.53,10185583.0
2015-10-15,269.85,272.97,259.13,262.18,463767.0
2015-10-16,264.53,266.84,259.59,265.42,176462.0
2015-10-17,264.53,266.84,259.59,265.42,176462.0
2015-10-18,264.53,266.84,259.59,265.42,176462.0
2015-10-19,266.92,274.75,263.76,273.24,558242.0
2015-10-20,271.55,272.24,261.45,265.49,185814.0
2015-10-21,266.84,268.46,257.59,259.44,105738.0
2015-10-22,266.84,268.46,257.59,259.44,105738.0
2015-10-23,260.21,266.46,259.52,263.33,144358.0
2015-10-24,260.21,266.46,259.52,263.33,144358.0
2015-10-25,260.21,266.46,259.52,263.33,144358.0
2015-10-26,267.58,267.58,260.29,262.76,45717.0
2015-10-27,263.76,266.96,261.02,262.29,60654.0
2015-10-28,261.68,262.22,256.12,258.59,231199.0
2015-10-29,265.3,265.3,259.17,261.33,72281.0
2015-10-30,262.29,266.84,255.28,257.47,155975.0
2015-10-31,262.29,266.84,255.28,257.47,155975.0
2015-11-01,262.29,266.84,255.28,257.47,155975.0
2015-11-02,257.97,263.76,257.67,261.29,63476.0
2015-11-03,260.67,265.57,259.86,262.06,58523.0
2015-11-04,265.22,265.22,259.29,262.1,61296.0
2015-11-05,259.98,270.66,258.98,267.42,398472.0
2015-11-06,269.93,271.16,248.64,258.05,315285.0
2015-11-07,269.93,271.16,248.64,258.05,315285.0
2015-11-08,269.93,271.16,248.64,258.05,315285.0
2015-11-09,254.47,257.97,243.82,253.08,106967.0
2015-11-10,253.04,259.9,252.42,255.7,269119.0
2015-11-11,254.5,260.29,253.73,259.25,15589.0
2015-11-12,254.5,260.29,253.73,259.25,15589.0
2015-11-13,251.65,259.13,249.14,250.19,43509.0
2015-11-14,251.65,259.13,249.14,250.19,43509.0
2015-11-15,251.65,259.13,249.14,250.19,43509.0
2015-11-16,249.11,257.2,249.11,252.58,87741.0
2015-11-17,255.28,255.28,250.34,251.73,25163.0
2015-11-18,253.04,260.21,251.42,258.28,83781.0
2015-11-19,258.4,268.31,258.09,260.02,84320.0
2015-11-20,262.6,264.22,255.58,258.09,78697.0
2015-11-21,262.6,264.22,255.58,258.09,78697.0
2015-11-22,262.6,264.22,255.58,258.09,78697.0
2015-11-23,258.36,262.49,256.32,258.13,88012.0
2015-11-24,258.05,264.53,256.43,262.14,104674.0
2015-11-25,258.05,264.53,256.43,262.14,104674.0
2015-11-26,263.76,269.74,259.9,264.38,88585.0
2015-11-27,267.61,273.71,263.14,269.77,149914.0
2015-11-28,267.61,273.71,263.14,269.77,149914.0
2015-11-29,267.61,273.71,263.14,269.77,149914.0
2015-11-30,269.93,271.43,261.91,263.6,170235.0
2015-12-01,264.03,274.25,259.9,261.68,236477.0
2015-12-02,261.68,264.38,256.82,258.9,220179.0
2015-12-03,256.12,260.83,251.5,252.77,135437.0
2015-12-04,252.15,257.59,247.1,248.8,114242.0
2015-12-05,252.15,257.59,247.1,248.8,114242.0
2015-12-06,252.15,257.59,247.1,248.8,114242.0
2015-12-07,253.69,253.69,248.33,249.68,46046.0
2015-12-08,252.11,254.35,248.37,252.38,89040.0
2015-12-09,252.88,252.88,245.64,249.95,52290.0
2015-12-10,252.19,252.19,246.02,248.87,42428.0
2015-12-11,249.11,253.93,248.41,251.73,118905.0
2015-12-12,249.11,253.93,248.41,251.73,118905.0
2015-12-13,249.11,253.93,248.41,251.73,118905.0
2015-12-14,250.65,250.65,243.75,246.44,64099.0
2015-12-15,245.25,251.84,245.25,246.83,1087508.0
2015-12-16,246.87,250.57,239.08,240.2,152077.0
2015-12-17,241.01,262.22,241.01,255.51,281119.0
2015-12-18,253.73,260.4,244.52,246.56,167681.0
2015-12-19,253.73,260.4,244.52,246.56,167681.0
2015-12-20,253.73,260.4,244.52,246.56,167681.0
2015-12-21,246.56,249.53,243.09,244.17,93317.0
2015-12-22,246.52,246.79,242.55,245.56,170866.0
2015-12-23,245.56,251.3,244.63,248.76,397970.0
2015-12-24,249.88,251.42,243.71,247.18,129999.0
2015-12-25,249.88,251.42,243.71,247.18,129999.0
2015-12-26,249.88,251.42,243.71,247.18,129999.0
2015-12-27,249.88,251.42,243.71,247.18,129999.0
2015-12-28,249.76,250.49,246.29,247.95,88225.0
2015-12-29,247.18,248.72,243.78,245.06,43207.0
2015-12-30,247.25,247.25,243.98,244.94,30775.0
2015-12-31,244.02,252.73,242.94,249.3,70947.0
2016-01-01,250.03,252.15,246.79,248.18,48961.0
2016-01-02,250.03,252.15,246.79,248.18,48961.0
2016-01-03,250.03,252.15,246.79,248.18,48961.0
2016-01-04,250.57,250.57,240.62,241.78,129960.0
2016-01-05,241.93,246.29,241.89,245.33,140471.0
2016-01-06,242.94,250.49,242.86,249.22,179759.0
2016-01-07,244.48,251.42,242.13,244.59,99865.0
2016-01-08,247.25,250.26,245.33,246.71,98316.0
2016-01-09,247.25,250.26,245.33,246.71,98316.0
2016-01-10,247.25,250.26,245.33,246.71,98316.0
2016-01-11,242.2,249.84,240.62,246.6,378691.0
2016-01-12,247.18,249.8,242.97,246.98,53713.0
2016-01-13,246.02,263.76,246.02,258.36,420285.0
2016-01-14,253.73,277.64,248.76,262.52,464205.0
2016-01-15,263.3,269.47,260.67,264.65,2289834.0
2016-01-16,263.3,269.47,260.67,264.65,2289834.0
2016-01-17,263.3,269.47,260.67,264.65,2289834.0
2016-01-18,264.61,267.61,242.94,247.02,141621.0
2016-01-19,246.79,258.75,240.24,241.89,177309.0
2016-01-20,240.62,247.56,234.84,237.54,77638.0
2016-01-21,237.61,246.48,233.18,239.58,171054.0
2016-01-22,240.62,243.71,233.68,237.85,83239.0
2016-01-23,240.62,243.71,233.68,237.85,83239.0
2016-01-24,240.62,243.71,233.68,237.85,83239.0
2016-01-25,238.77,245.17,236.77,238.42,86624.0
2016-01-26,238.77,245.17,236.77,238.42,86624.0
2016-01-27,239.08,239.54,235.69,236.8,52720.0
2016-01-28,236.84,237.92,235.22,235.57,113046.0
2016-01-29,234.18,239.31,231.37,233.18,121426.0
2016-01-30,234.18,239.31,231.37,233.18,121426.0
2016-01-31,234.18,239.31,231.37,233.18,121426.0
2016-02-01,235.03,235.92,223.77,226.43,150149.0
2016-02-02,226.78,226.78,212.86,216.83,184052.0
2016-02-03,216.83,219.8,205.15,209.5,559202.0
2016-02-04,211.32,222.88,205.99,219.03,112875.0
2016-02-05,218.99,219.57,212.09,214.4,83971.0
2016-02-06,218.99,219.57,212.09,214.4,83971.0
2016-02-07,218.99,219.57,212.09,214.4,83971.0
2016-02-08,216.52,216.52,210.12,212.47,165268.0
2016-02-09,211.28,215.63,205.92,212.74,28709.0
2016-02-10,217.12,217.12,210.59,213.13,21075.0
2016-02-11,216.77,216.77,198.62,202.3,62087.0
2016-02-12,202.69,203.47,187.23,190.44,128174.0
2016-02-13,202.69,203.47,187.23,190.44,128174.0
2016-02-14,202.69,203.47,187.23,190.44,128174.0
2016-02-15,190.17,207.15,185.9,194.66,140026.0
2016-02-16,196.43,202.69,177.8,179.44,66906.0
2016-02-17,179.6,179.6,164.18,169.66,933560.0
2016-02-18,172.52,174.51,164.42,166.73,235461.0
2016-02-19,167.47,170.21,161.21,164.89,256108.0
2016-02-20,167.47,170.21,161.21,164.89,256108.0
2016-02-21,167.47,170.21,161.21,164.89,256108.0
2016-02-22,165.12,170.21,160.9,163.4,69327.0
2016-02-23,162.97,167.39,161.52,162.81,260287.0
2016-02-24,162.81,172.17,161.05,167.27,839011.0
2016-02-25,168.17,175.3,165.12,171.5,441170.0
2016-02-26,172.95,184.49,169.78,176.98,404474.0
2016-02-27,172.95,184.49,169.78,176.98,404474.0
2016-02-28,172.95,184.49,169.78,176.98,404474.0
2016-02-29,176.59,192.47,172.17,185.98,226000.0
2016-03-01,185.98,197.13,185.43,194.59,139992.0
2016-03-02,196.39,205.03,196.39,201.63,217842.0
2016-03-03,201.98,215.99,191.73,214.19,240377.0
2016-03-04,214.82,214.82,203.59,206.64,82227.0
2016-03-05,214.82,214.82,203.59,206.64,82227.0
2016-03-06,214.82,214.82,203.59,206.64,82227.0
2016-03-07,214.82,214.82,203.59,206.64,82227.0
2016-03-08,206.64,221.08,202.65,213.02,218598.0
2016-03-09,213.02,218.69,200.81,212.35,164814.0
2016-03-10,205.82,215.21,204.64,208.01,83929.0
