,SOTL IN Equity,SOTL IN Equity,SOTL IN Equity,SOTL IN Equity,SOTL IN Equity
2011-05-03,41.61,42.63,40.87,41.26,885650.0
2011-05-04,41.26,41.86,40.48,41.4,521730.0
2011-05-05,41.5,42.03,40.03,40.34,464183.0
2011-05-06,40.8,41.96,40.17,41.75,524832.0
2011-05-07,40.8,41.96,40.17,41.75,524832.0
2011-05-08,40.8,41.96,40.17,41.75,524832.0
2011-05-09,39.92,42.21,39.92,41.36,338125.0
2011-05-10,41.19,41.4,40.52,40.76,292164.0
2011-05-11,40.94,44.67,40.17,43.61,2302508.0
2011-05-12,43.02,43.75,41.26,41.5,680430.0
2011-05-13,41.89,43.05,41.47,42.59,856250.0
2011-05-14,41.89,43.05,41.47,42.59,856250.0
2011-05-15,41.89,43.05,41.47,42.59,856250.0
2011-05-16,41.82,43.47,41.29,41.43,392625.0
2011-05-17,41.43,41.93,40.66,40.84,411133.0
2011-05-18,41.15,41.19,40.2,40.45,383451.0
2011-05-19,40.76,41.33,39.6,40.1,452272.0
2011-05-20,40.13,42.14,40.13,40.94,677881.0
2011-05-21,40.13,42.14,40.13,40.94,677881.0
2011-05-22,40.13,42.14,40.13,40.94,677881.0
2011-05-23,40.45,40.73,39.32,39.64,358164.0
2011-05-24,39.89,40.1,38.69,39.04,414859.0
2011-05-25,39.29,39.36,38.34,38.55,270592.0
2011-05-26,38.69,38.87,37.35,38.16,984563.0
2011-05-27,38.69,39.15,38.06,38.44,837116.0
2011-05-28,38.69,39.15,38.06,38.44,837116.0
2011-05-29,38.69,39.15,38.06,38.44,837116.0
2011-05-30,38.94,38.94,37.99,38.13,574882.0
2011-05-31,38.48,39.25,37.99,38.65,1701176.0
2011-06-01,38.94,40.06,38.58,39.64,2433186.0
2011-06-02,39.53,40.48,38.83,39.64,2634864.0
2011-06-03,40.1,40.24,38.55,38.76,1011065.0
2011-06-04,40.1,40.24,38.55,38.76,1011065.0
2011-06-05,40.1,40.24,38.55,38.76,1011065.0
2011-06-06,36.86,39.11,36.86,38.87,483659.0
2011-06-07,38.9,39.5,38.48,39.01,634189.0
2011-06-08,38.83,39.6,38.37,38.8,692820.0
2011-06-09,38.69,38.97,38.2,38.55,445276.0
2011-06-10,38.41,38.65,37.14,37.32,744275.0
2011-06-11,38.41,38.65,37.14,37.32,744275.0
2011-06-12,38.41,38.65,37.14,37.32,744275.0
2011-06-13,37.28,37.56,35.7,36.65,1028416.0
2011-06-14,36.93,37.6,36.76,36.93,940502.0
2011-06-15,36.93,37.18,36.33,36.54,620617.0
2011-06-16,36.4,36.65,36.12,36.3,590905.0
2011-06-17,36.3,36.4,35.24,35.88,1106823.0
2011-06-18,36.3,36.4,35.24,35.88,1106823.0
2011-06-19,36.3,36.4,35.24,35.88,1106823.0
2011-06-20,36.02,36.37,32.11,32.57,1304210.0
2011-06-21,33.06,33.94,32.71,33.2,609140.0
2011-06-22,32.53,34.26,32.53,32.75,550898.0
2011-06-23,32.43,34.33,32.15,34.01,880795.0
2011-06-24,34.15,35.17,33.98,34.75,699679.0
2011-06-25,34.15,35.17,33.98,34.75,699679.0
2011-06-26,34.15,35.17,33.98,34.75,699679.0
2011-06-27,34.36,35.74,33.94,35.31,643379.0
2011-06-28,35.77,36.68,34.82,35.91,856496.0
2011-06-29,36.3,37.14,36.05,36.54,972626.0
2011-06-30,36.65,37.6,35.91,36.33,1769604.0
2011-07-01,36.54,38.55,36.3,37.78,1565410.0
2011-07-02,36.54,38.55,36.3,37.78,1565410.0
2011-07-03,36.54,38.55,36.3,37.78,1565410.0
2011-07-04,38.2,39.18,38.16,38.97,1253440.0
2011-07-05,38.69,39.99,38.55,39.71,1708664.0
2011-07-06,39.71,40.2,39.04,39.36,1052883.0
2011-07-07,39.6,39.82,39.15,39.36,689383.0
2011-07-08,39.64,39.74,38.55,38.83,871102.0
2011-07-09,39.64,39.74,38.55,38.83,871102.0
2011-07-10,39.64,39.74,38.55,38.83,871102.0
2011-07-11,38.69,39.11,36.93,37.53,451809.0
2011-07-12,37.21,37.42,36.16,36.54,534140.0
2011-07-13,36.93,37.56,36.58,37.25,297093.0
2011-07-14,37.35,38.13,36.68,37.32,542221.0
2011-07-15,37.32,37.92,36.79,37.28,309620.0
2011-07-16,37.32,37.92,36.79,37.28,309620.0
2011-07-17,37.32,37.92,36.79,37.28,309620.0
2011-07-18,37.28,37.81,37.28,37.46,170637.0
2011-07-19,37.28,39.18,37.21,38.23,823679.0
2011-07-20,38.65,39.11,37.28,37.56,587226.0
2011-07-21,37.32,37.56,36.61,36.76,293545.0
2011-07-22,37.28,38.41,37.0,37.92,483235.0
2011-07-23,37.28,38.41,37.0,37.92,483235.0
2011-07-24,37.28,38.41,37.0,37.92,483235.0
2011-07-25,38.55,41.33,38.13,40.48,2406218.0
2011-07-26,40.8,41.08,38.69,38.8,1142316.0
2011-07-27,38.69,39.18,37.63,37.92,613555.0
2011-07-28,37.63,38.41,37.0,37.53,1080811.0
2011-07-29,37.92,37.92,34.82,35.21,1896537.0
2011-07-30,37.92,37.92,34.82,35.21,1896537.0
2011-07-31,37.92,37.92,34.82,35.21,1896537.0
2011-08-01,35.74,36.47,34.12,36.09,1453532.0
2011-08-02,35.59,37.46,35.31,35.91,1074762.0
2011-08-03,35.88,36.23,34.89,35.91,415422.0
2011-08-04,36.19,36.79,34.96,35.14,590811.0
2011-08-05,34.47,34.47,32.08,33.48,1584296.0
2011-08-06,34.47,34.47,32.08,33.48,1584296.0
2011-08-07,34.47,34.47,32.08,33.48,1584296.0
2011-08-08,32.99,32.99,31.3,31.51,886472.0
2011-08-09,31.51,31.51,28.84,29.23,1194136.0
2011-08-10,30.25,31.16,29.69,30.35,1236166.0
2011-08-11,30.25,30.95,29.65,29.86,542154.0
2011-08-12,30.74,30.74,29.23,29.83,772745.0
2011-08-13,30.74,30.74,29.23,29.83,772745.0
2011-08-14,30.74,30.74,29.23,29.83,772745.0
2011-08-15,30.74,30.74,29.23,29.83,772745.0
2011-08-16,30.32,30.53,27.01,27.26,1028030.0
2011-08-17,27.26,27.93,26.2,26.98,695809.0
2011-08-18,26.98,28.49,26.63,27.15,964964.0
2011-08-19,25.92,27.79,25.92,27.29,728014.0
2011-08-20,25.92,27.79,25.92,27.29,728014.0
2011-08-21,25.92,27.79,25.92,27.29,728014.0
2011-08-22,27.43,28.67,27.29,28.42,746558.0
2011-08-23,28.84,28.91,27.54,27.89,414655.0
2011-08-24,28.14,28.38,27.08,27.4,519381.0
2011-08-25,27.4,27.89,25.75,26.2,1846431.0
2011-08-26,25.32,26.48,25.32,25.71,584749.0
2011-08-27,25.32,26.48,25.32,25.71,584749.0
2011-08-28,25.32,26.48,25.32,25.71,584749.0
2011-08-29,26.48,27.47,25.82,27.05,731342.0
2011-08-30,27.61,28.1,27.01,27.65,909438.0
2011-08-31,27.61,28.1,27.01,27.65,909438.0
2011-09-01,27.61,28.1,27.01,27.65,909438.0
2011-09-02,27.82,28.14,27.43,27.75,470780.0
2011-09-03,27.82,28.14,27.43,27.75,470780.0
2011-09-04,27.82,28.14,27.43,27.75,470780.0
2011-09-05,27.12,28.63,27.12,28.35,641391.0
2011-09-06,28.31,28.74,27.86,28.35,482931.0
2011-09-07,28.7,31.09,28.35,29.86,2027211.0
2011-09-08,30.32,30.81,29.58,30.56,859459.0
2011-09-09,30.81,30.96,29.03,29.43,668619.0
2011-09-10,30.81,30.96,29.03,29.43,668619.0
2011-09-11,30.81,30.96,29.03,29.43,668619.0
2011-09-12,29.18,29.18,27.47,27.68,634221.0
2011-09-13,28.61,29.03,27.58,27.86,752568.0
2011-09-14,28.29,28.64,27.83,28.36,649910.0
2011-09-15,28.47,29.36,28.32,28.5,629595.0
2011-09-16,29.36,29.36,28.22,28.36,386422.0
2011-09-17,29.36,29.36,28.22,28.36,386422.0
2011-09-18,29.36,29.36,28.22,28.36,386422.0
2011-09-19,28.47,28.61,27.54,27.72,297142.0
2011-09-20,28.04,28.54,27.75,28.43,522978.0
2011-09-21,28.43,30.21,28.25,29.68,2430957.0
2011-09-22,29.32,29.39,27.4,27.72,865714.0
2011-09-23,27.22,27.83,26.54,27.18,553446.0
2011-09-24,27.22,27.83,26.54,27.18,553446.0
2011-09-25,27.22,27.83,26.54,27.18,553446.0
2011-09-26,27.22,27.36,26.08,26.76,497845.0
2011-09-27,28.47,28.47,26.79,27.47,320814.0
2011-09-28,27.61,27.75,26.79,26.94,308701.0
2011-09-29,26.51,27.4,25.76,26.19,1179835.0
2011-09-30,26.65,26.69,25.55,25.69,572965.0
2011-10-01,26.65,26.69,25.55,25.69,572965.0
2011-10-02,26.65,26.69,25.55,25.69,572965.0
2011-10-03,25.62,25.8,25.05,25.51,295622.0
2011-10-04,27.4,27.4,25.05,25.23,338941.0
2011-10-05,25.3,25.83,24.23,24.52,370352.0
2011-10-06,25.3,25.83,24.23,24.52,370352.0
2011-10-07,26.12,26.12,24.98,25.23,447069.0
2011-10-08,26.12,26.12,24.98,25.23,447069.0
2011-10-09,26.12,26.12,24.98,25.23,447069.0
2011-10-10,25.3,27.01,25.26,26.76,1220984.0
2011-10-11,27.04,27.75,26.37,26.54,561612.0
2011-10-12,26.54,27.11,26.54,26.97,329535.0
2011-10-13,27.04,27.9,26.97,27.47,569632.0
2011-10-14,27.4,27.86,27.11,27.5,324822.0
2011-10-15,27.4,27.86,27.11,27.5,324822.0
2011-10-16,27.4,27.86,27.11,27.5,324822.0
2011-10-17,28.11,28.11,25.19,27.18,330200.0
2011-10-18,27.04,27.04,26.37,26.44,192543.0
2011-10-19,26.69,27.9,26.33,27.61,748909.0
2011-10-20,27.4,28.04,26.37,27.26,1847501.0
2011-10-21,26.69,27.61,25.69,26.3,465997.0
2011-10-22,26.69,27.61,25.69,26.3,465997.0
2011-10-23,26.69,27.61,25.69,26.3,465997.0
2011-10-24,26.72,26.9,25.55,25.69,373117.0
2011-10-25,25.76,28.07,25.62,27.68,2433925.0
2011-10-26,28.11,28.15,27.54,27.68,372463.0
2011-10-27,28.11,28.15,27.54,27.68,372463.0
2011-10-28,28.11,28.96,27.97,28.71,825494.0
2011-10-29,28.11,28.96,27.97,28.71,825494.0
2011-10-30,28.11,28.96,27.97,28.71,825494.0
2011-10-31,29.11,29.11,27.75,28.11,213206.0
2011-11-01,28.47,28.47,27.33,27.43,410562.0
2011-11-02,27.15,28.11,27.01,27.72,247135.0
2011-11-03,27.75,27.97,27.15,27.33,337982.0
2011-11-04,27.75,29.03,27.5,28.64,884214.0
2011-11-05,27.75,29.03,27.5,28.64,884214.0
2011-11-06,27.75,29.03,27.5,28.64,884214.0
2011-11-07,27.75,29.03,27.5,28.64,884214.0
2011-11-08,28.96,29.07,28.18,28.54,298489.0
2011-11-09,29.18,29.18,27.29,27.43,403972.0
2011-11-10,29.18,29.18,27.29,27.43,403972.0
2011-11-11,27.11,27.68,26.54,26.69,351437.0
2011-11-12,27.11,27.68,26.54,26.69,351437.0
2011-11-13,27.11,27.68,26.54,26.69,351437.0
2011-11-14,27.04,27.5,26.54,27.22,430308.0
2011-11-15,27.22,28.22,25.83,26.08,379278.0
2011-11-16,25.62,26.33,25.26,25.58,385350.0
2011-11-17,25.69,25.97,25.16,25.69,754559.0
2011-11-18,25.62,25.65,24.69,25.05,260473.0
2011-11-19,25.62,25.65,24.69,25.05,260473.0
2011-11-20,25.62,25.65,24.69,25.05,260473.0
2011-11-21,24.91,25.26,23.34,23.77,453224.0
2011-11-22,23.13,24.34,23.13,23.95,483273.0
2011-11-23,23.98,24.34,21.88,22.2,825030.0
2011-11-24,22.42,25.83,21.06,24.66,1180014.0
2011-11-25,24.37,25.33,23.06,24.3,1008588.0
2011-11-26,24.37,25.33,23.06,24.3,1008588.0
2011-11-27,24.37,25.33,23.06,24.3,1008588.0
2011-11-28,24.73,25.26,24.34,24.87,325579.0
2011-11-29,24.91,25.09,23.34,23.66,264149.0
2011-11-30,23.24,24.16,23.2,23.88,277024.0
2011-12-01,25.19,25.83,23.84,24.27,764068.0
2011-12-02,24.34,25.48,24.27,25.3,512970.0
2011-12-03,24.34,25.48,24.27,25.3,512970.0
2011-12-04,24.34,25.48,24.27,25.3,512970.0
2011-12-05,25.26,26.51,24.69,25.9,462043.0
2011-12-06,25.26,26.51,24.69,25.9,462043.0
2011-12-07,26.01,26.58,24.77,25.3,499559.0
2011-12-08,25.26,25.44,23.91,24.23,454150.0
2011-12-09,23.95,24.44,23.52,24.09,208489.0
2011-12-10,23.95,24.44,23.52,24.09,208489.0
2011-12-11,23.95,24.44,23.52,24.09,208489.0
2011-12-12,24.27,25.12,23.24,23.48,309984.0
2011-12-13,23.41,23.98,23.09,23.63,228817.0
2011-12-14,23.66,24.05,22.63,22.91,318111.0
2011-12-15,22.77,22.77,21.56,22.35,438133.0
2011-12-16,22.42,22.95,21.06,21.46,466279.0
2011-12-17,22.42,22.95,21.06,21.46,466279.0
2011-12-18,22.42,22.95,21.06,21.46,466279.0
2011-12-19,21.21,21.35,20.21,20.39,527580.0
2011-12-20,20.46,20.85,19.93,20.03,289660.0
2011-12-21,21.28,21.42,20.21,21.14,490152.0
2011-12-22,21.06,21.21,20.28,21.03,337585.0
2011-12-23,21.35,22.2,21.14,21.38,322393.0
2011-12-24,21.35,22.2,21.14,21.38,322393.0
2011-12-25,21.35,22.2,21.14,21.38,322393.0
2011-12-26,21.7,21.74,21.35,21.49,190761.0
2011-12-27,21.46,21.85,20.32,20.53,285453.0
2011-12-28,20.35,20.57,19.5,19.93,513580.0
2011-12-29,19.93,20.99,19.57,19.93,1336978.0
2011-12-30,20.28,20.85,19.93,20.17,307459.0
2011-12-31,20.28,20.85,19.93,20.17,307459.0
2012-01-01,20.28,20.85,19.93,20.17,307459.0
2012-01-02,20.14,20.5,19.85,20.14,225164.0
2012-01-03,20.6,21.35,20.21,21.24,514034.0
2012-01-04,21.42,21.85,20.92,21.03,380939.0
2012-01-05,21.67,21.74,20.99,21.46,519660.0
2012-01-06,21.74,22.59,21.06,22.17,805727.0
2012-01-07,22.56,23.73,22.13,23.34,445187.0
2012-01-08,22.56,23.73,22.13,23.34,445187.0
2012-01-09,23.48,24.37,22.88,23.95,1065346.0
2012-01-10,24.2,25.55,24.02,24.91,691610.0
2012-01-11,25.41,25.9,25.12,25.51,901786.0
2012-01-12,25.69,26.12,24.84,25.09,551494.0
2012-01-13,24.98,26.05,24.98,25.55,488049.0
2012-01-14,24.98,26.05,24.98,25.55,488049.0
2012-01-15,24.98,26.05,24.98,25.55,488049.0
2012-01-16,25.26,25.87,24.98,25.44,220657.0
2012-01-17,25.9,28.04,25.48,27.04,1526565.0
2012-01-18,26.9,27.26,24.77,25.19,662394.0
2012-01-19,25.8,25.94,25.09,25.69,413402.0
2012-01-20,25.9,26.58,24.8,25.37,602132.0
2012-01-21,25.9,26.58,24.8,25.37,602132.0
2012-01-22,25.9,26.58,24.8,25.37,602132.0
2012-01-23,25.94,26.33,24.91,25.26,354583.0
2012-01-24,25.26,26.44,24.84,26.01,517242.0
2012-01-25,26.19,27.61,26.08,27.04,1917756.0
2012-01-26,26.19,27.61,26.08,27.04,1917756.0
2012-01-27,26.69,27.75,26.26,26.72,913523.0
2012-01-28,26.69,27.75,26.26,26.72,913523.0
2012-01-29,26.69,27.75,26.26,26.72,913523.0
2012-01-30,26.72,29.25,26.72,27.79,2528041.0
2012-01-31,27.9,28.71,27.61,28.04,1030408.0
2012-02-01,28.25,28.61,27.83,28.39,1116859.0
2012-02-02,28.89,28.89,27.61,27.86,748817.0
2012-02-03,28.11,28.18,27.4,27.61,538793.0
2012-02-04,28.11,28.18,27.4,27.61,538793.0
2012-02-05,28.11,28.18,27.4,27.61,538793.0
2012-02-06,27.75,29.71,27.47,28.43,2947619.0
2012-02-07,29.18,29.5,26.37,26.9,1872209.0
2012-02-08,27.04,27.97,25.94,27.01,2254773.0
2012-02-09,27.04,27.86,26.58,26.94,1922981.0
2012-02-10,27.33,27.72,26.51,26.69,1738333.0
2012-02-11,27.33,27.72,26.51,26.69,1738333.0
2012-02-12,27.33,27.72,26.51,26.69,1738333.0
2012-02-13,27.01,27.15,26.15,26.33,1185565.0
2012-02-14,26.69,26.9,25.05,26.54,1773567.0
2012-02-15,27.36,30.21,26.83,29.85,8879897.0
2012-02-16,30.07,30.24,28.89,29.64,2284939.0
2012-02-17,28.96,30.81,28.57,28.86,2483094.0
2012-02-18,28.96,30.81,28.57,28.86,2483094.0
2012-02-19,28.96,30.81,28.57,28.86,2483094.0
2012-02-20,28.96,30.81,28.57,28.86,2483094.0
2012-02-21,29.18,30.24,28.61,29.96,2680934.0
2012-02-22,30.28,33.45,29.25,29.75,14066436.0
2012-02-23,29.92,31.6,29.25,31.06,4660240.0
2012-02-24,31.81,32.95,30.99,32.31,5143040.0
2012-02-25,31.81,32.95,30.99,32.31,5143040.0
2012-02-26,31.81,32.95,30.99,32.31,5143040.0
2012-02-27,32.31,32.95,28.32,28.93,3934990.0
2012-02-28,29.71,30.64,29.32,30.17,3096624.0
2012-02-29,30.6,30.96,29.43,30.1,1716072.0
2012-03-01,30.03,31.88,29.57,30.64,4296617.0
2012-03-02,31.13,31.63,30.17,30.78,1658963.0
2012-03-03,30.96,31.45,25.9,30.46,600721.0
2012-03-04,30.96,31.45,25.9,30.46,600721.0
2012-03-05,30.46,30.46,29.07,29.78,1184747.0
2012-03-06,28.82,30.74,28.18,28.43,1456228.0
2012-03-07,28.47,28.96,27.83,28.54,1348937.0
2012-03-08,28.47,28.96,27.83,28.54,1348937.0
2012-03-09,28.82,30.21,28.82,29.85,1216184.0
2012-03-10,28.82,30.21,28.82,29.85,1216184.0
2012-03-11,28.82,30.21,28.82,29.85,1216184.0
2012-03-12,29.89,30.46,29.53,30.0,669339.0
2012-03-13,30.24,32.09,30.14,31.77,3498887.0
2012-03-14,32.45,33.38,30.6,31.45,4473776.0
2012-03-15,31.63,31.63,29.75,30.07,1482620.0
2012-03-16,29.6,30.49,29.07,29.43,1091683.0
2012-03-17,29.6,30.49,29.07,29.43,1091683.0
2012-03-18,29.6,30.49,29.07,29.43,1091683.0
2012-03-19,29.39,29.64,28.32,28.61,816912.0
2012-03-20,28.82,29.5,28.39,29.18,783148.0
2012-03-21,29.25,30.49,28.89,30.17,1225185.0
2012-03-22,29.89,30.56,27.75,28.22,1300371.0
2012-03-23,28.82,29.36,27.9,28.86,1125877.0
2012-03-24,28.82,29.36,27.9,28.86,1125877.0
2012-03-25,28.82,29.36,27.9,28.86,1125877.0
2012-03-26,28.68,28.82,27.61,27.75,682456.0
2012-03-27,28.11,28.47,27.43,27.65,966706.0
2012-03-28,27.65,27.83,26.62,26.83,641917.0
2012-03-29,26.33,26.97,26.01,26.3,1279568.0
2012-03-30,26.69,28.36,26.54,28.04,1399025.0
2012-03-31,26.69,28.36,26.54,28.04,1399025.0
2012-04-01,26.69,28.36,26.54,28.04,1399025.0
2012-04-02,28.25,29.03,26.69,28.61,1056993.0
2012-04-03,29.11,29.25,28.36,28.89,1278751.0
2012-04-04,29.11,29.5,28.57,28.89,1346207.0
2012-04-05,29.11,29.5,28.57,28.89,1346207.0
2012-04-06,29.11,29.5,28.57,28.89,1346207.0
2012-04-07,29.11,29.5,28.57,28.89,1346207.0
2012-04-08,29.11,29.5,28.57,28.89,1346207.0
2012-04-09,28.75,28.75,27.75,27.9,502453.0
2012-04-10,28.11,28.11,27.4,27.79,363861.0
2012-04-11,27.68,28.07,27.18,27.4,474446.0
2012-04-12,27.47,28.36,27.4,28.0,802212.0
2012-04-13,28.07,28.43,26.9,27.15,656397.0
2012-04-14,28.07,28.43,26.9,27.15,656397.0
2012-04-15,28.07,28.43,26.9,27.15,656397.0
2012-04-16,27.04,27.83,26.9,27.54,453913.0
2012-04-17,27.4,28.0,27.18,27.86,507872.0
2012-04-18,28.07,28.57,27.83,27.9,732936.0
2012-04-19,28.11,29.18,27.9,28.89,1835004.0
2012-04-20,29.14,29.18,27.75,27.9,1143097.0
2012-04-21,29.14,29.18,27.75,27.9,1143097.0
2012-04-22,29.14,29.18,27.75,27.9,1143097.0
2012-04-23,28.18,28.18,25.9,26.05,1184959.0
2012-04-24,26.33,26.83,25.65,26.51,1151139.0
2012-04-25,26.33,26.47,25.44,26.01,737628.0
2012-04-26,26.69,27.65,25.9,26.69,2234469.0
2012-04-27,27.04,27.75,24.87,25.23,1693713.0
2012-04-28,24.69,26.26,24.69,25.58,184714.0
2012-04-29,24.69,26.26,24.69,25.58,184714.0
2012-04-30,25.73,26.47,25.65,26.01,756327.0
2012-05-01,25.73,26.47,25.65,26.01,756327.0
2012-05-02,26.26,26.44,25.73,25.94,479624.0
2012-05-03,25.94,26.01,24.94,25.12,522584.0
2012-05-04,24.91,25.09,23.91,24.02,618496.0
2012-05-05,24.91,25.09,23.91,24.02,618496.0
2012-05-06,24.91,25.09,23.91,24.02,618496.0
2012-05-07,23.84,25.26,22.99,24.73,830470.0
2012-05-08,25.09,25.26,22.91,23.41,821676.0
2012-05-09,23.38,23.8,22.99,23.13,527970.0
2012-05-10,23.16,23.66,22.2,22.35,665569.0
2012-05-11,22.49,22.49,21.63,22.24,488372.0
2012-05-12,22.49,22.49,21.63,22.24,488372.0
2012-05-13,22.49,22.49,21.63,22.24,488372.0
2012-05-14,22.42,22.52,20.28,21.06,551758.0
2012-05-15,20.92,21.99,20.64,21.78,680300.0
2012-05-16,21.49,21.78,20.74,21.1,725488.0
2012-05-17,21.42,22.06,21.17,21.42,748298.0
2012-05-18,21.35,21.35,19.64,20.67,1877678.0
2012-05-19,21.35,21.35,19.64,20.67,1877678.0
2012-05-20,21.35,21.35,19.64,20.67,1877678.0
2012-05-21,20.82,21.21,20.64,21.06,544568.0
2012-05-22,21.28,21.35,20.1,20.42,662177.0
2012-05-23,20.28,20.82,20.1,20.21,425568.0
2012-05-24,20.42,21.24,20.14,20.99,631278.0
2012-05-25,21.78,21.78,20.74,20.99,288899.0
2012-05-26,21.78,21.78,20.74,20.99,288899.0
2012-05-27,21.78,21.78,20.74,20.99,288899.0
2012-05-28,21.06,21.74,20.99,21.56,605606.0
2012-05-29,21.78,21.92,21.49,21.63,349463.0
2012-05-30,21.78,21.81,20.32,20.57,599959.0
2012-05-31,20.07,20.92,19.89,20.35,1316394.0
2012-06-01,20.99,20.99,19.89,19.96,561862.0
2012-06-02,20.99,20.99,19.89,19.96,561862.0
2012-06-03,20.99,20.99,19.89,19.96,561862.0
2012-06-04,19.93,20.53,19.71,20.32,281433.0
2012-06-05,20.39,21.24,20.21,20.82,517786.0
2012-06-06,20.96,22.03,20.96,21.81,640512.0
2012-06-07,22.06,22.67,21.85,22.24,824736.0
2012-06-08,22.63,22.63,21.7,22.13,530208.0
2012-06-09,22.63,22.63,21.7,22.13,530208.0
2012-06-10,22.63,22.63,21.7,22.13,530208.0
2012-06-11,22.35,23.06,22.06,22.17,867452.0
2012-06-12,21.7,22.74,21.7,22.56,386648.0
2012-06-13,22.7,22.91,22.24,22.42,338865.0
2012-06-14,22.1,22.42,21.03,21.31,415558.0
2012-06-15,21.35,21.99,21.35,21.78,310698.0
2012-06-16,21.35,21.99,21.35,21.78,310698.0
2012-06-17,21.35,21.99,21.35,21.78,310698.0
2012-06-18,21.99,22.2,21.1,21.21,335763.0
2012-06-19,21.28,22.2,20.85,21.28,1289387.0
2012-06-20,21.56,21.92,21.28,21.74,430440.0
2012-06-21,21.95,22.59,21.42,22.03,1237438.0
2012-06-22,21.78,22.27,21.63,21.88,479770.0
2012-06-23,21.78,22.27,21.63,21.88,479770.0
2012-06-24,21.78,22.27,21.63,21.88,479770.0
2012-06-25,22.06,22.31,21.7,21.85,250132.0
2012-06-26,21.81,22.59,21.67,22.31,718566.0
2012-06-27,22.77,22.99,22.2,22.31,886841.0
2012-06-28,23.48,23.48,21.53,21.7,1372865.0
2012-06-29,22.03,22.56,21.92,22.42,1359652.0
2012-06-30,22.03,22.56,21.92,22.42,1359652.0
2012-07-01,22.03,22.56,21.92,22.42,1359652.0
2012-07-02,22.7,23.48,22.45,23.2,1394652.0
2012-07-03,23.41,23.7,23.2,23.45,1038905.0
2012-07-04,23.7,26.19,23.59,25.8,5352817.0
2012-07-05,25.8,26.44,25.55,25.9,2068816.0
2012-07-06,25.94,25.94,24.94,25.16,797873.0
2012-07-07,25.94,25.94,24.94,25.16,797873.0
2012-07-08,25.94,25.94,24.94,25.16,797873.0
2012-07-09,25.09,25.12,24.23,24.44,580658.0
2012-07-10,24.69,26.26,24.44,25.94,1866030.0
2012-07-11,25.94,26.76,25.41,25.8,2123107.0
2012-07-12,24.27,25.8,24.27,25.16,930964.0
2012-07-13,25.16,25.9,25.05,25.16,775162.0
2012-07-14,25.16,25.9,25.05,25.16,775162.0
2012-07-15,25.16,25.9,25.05,25.16,775162.0
2012-07-16,25.16,25.58,24.34,24.48,597498.0
2012-07-17,24.77,24.87,23.2,23.41,867469.0
2012-07-18,23.41,23.8,22.49,23.59,871433.0
2012-07-19,23.91,24.16,23.66,23.8,461171.0
2012-07-20,23.63,24.12,23.16,23.8,588415.0
2012-07-21,23.63,24.12,23.16,23.8,588415.0
2012-07-22,23.63,24.12,23.16,23.8,588415.0
2012-07-23,23.56,24.59,23.27,23.73,1205617.0
2012-07-24,24.41,24.41,23.63,23.84,499768.0
2012-07-25,23.95,23.95,22.1,22.24,1500773.0
2012-07-26,22.27,23.84,21.81,23.02,2325748.0
2012-07-27,23.8,24.48,22.06,22.81,2850229.0
2012-07-28,23.8,24.48,22.06,22.81,2850229.0
2012-07-29,23.8,24.48,22.06,22.81,2850229.0
2012-07-30,23.38,23.84,22.81,23.48,1199432.0
2012-07-31,23.48,23.63,22.88,23.27,559218.0
2012-08-01,23.73,24.12,23.24,23.88,1222088.0
2012-08-02,23.98,24.12,23.48,23.66,446158.0
2012-08-03,23.34,23.56,22.95,23.16,713461.0
2012-08-04,23.34,23.56,22.95,23.16,713461.0
2012-08-05,23.34,23.56,22.95,23.16,713461.0
2012-08-06,23.63,23.66,23.24,23.34,462378.0
2012-08-07,23.31,23.8,23.2,23.34,397448.0
2012-08-08,23.48,23.73,22.84,22.99,694929.0
2012-08-09,23.09,23.27,22.42,22.52,467304.0
2012-08-10,21.63,22.95,21.63,22.67,390043.0
2012-08-11,21.63,22.95,21.63,22.67,390043.0
2012-08-12,21.63,22.95,21.63,22.67,390043.0
2012-08-13,22.45,22.7,22.17,22.2,616034.0
2012-08-14,22.2,22.63,22.13,22.2,553747.0
2012-08-15,22.2,22.63,22.13,22.2,553747.0
2012-08-16,22.42,22.91,21.88,22.17,1264954.0
2012-08-17,22.2,22.49,21.74,21.88,757932.0
2012-08-18,22.2,22.49,21.74,21.88,757932.0
2012-08-19,22.2,22.49,21.74,21.88,757932.0
2012-08-20,22.2,22.49,21.74,21.88,757932.0
2012-08-21,22.06,22.38,21.88,22.17,617732.0
2012-08-22,22.24,22.95,21.92,22.56,1106645.0
2012-08-23,22.84,23.06,22.35,22.52,803950.0
2012-08-24,22.35,22.38,21.99,22.17,327742.0
2012-08-25,22.35,22.38,21.99,22.17,327742.0
2012-08-26,22.35,22.38,21.99,22.17,327742.0
2012-08-27,21.46,22.38,21.42,21.53,353415.0
2012-08-28,21.35,21.6,20.5,20.74,721533.0
2012-08-29,20.5,20.89,20.35,20.42,612448.0
2012-08-30,20.5,20.89,20.03,20.17,958118.0
2012-08-31,20.0,20.67,20.0,20.25,328674.0
2012-09-01,20.0,20.67,20.0,20.25,328674.0
2012-09-02,20.0,20.67,20.0,20.25,328674.0
2012-09-03,20.53,21.28,20.21,20.35,267058.0
2012-09-04,20.57,20.6,20.03,20.24,614792.0
2012-09-05,20.28,20.42,20.03,20.1,495504.0
2012-09-06,20.03,20.35,19.99,20.1,571952.0
