,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity
2020-08-20,39.06,39.86,38.64,38.97,555881.0
2020-08-21,40.05,40.05,39.11,39.49,702645.0
2020-08-22,40.05,40.05,39.11,39.49,702645.0
2020-08-23,40.05,40.05,39.11,39.49,702645.0
2020-08-24,40.0,40.0,38.78,39.3,899772.0
2020-08-25,39.49,39.58,37.84,38.68,416874.0
2020-08-26,38.17,39.58,38.17,39.01,541782.0
2020-08-27,39.58,41.79,38.87,40.47,7076559.0
2020-08-28,41.56,41.56,39.16,39.39,1669431.0
2020-08-29,41.56,41.56,39.16,39.39,1669431.0
2020-08-30,41.56,41.56,39.16,39.39,1669431.0
2020-08-31,38.21,40.24,36.09,37.22,1084116.0
2020-09-01,36.85,38.26,36.56,37.98,297548.0
2020-09-02,37.84,38.17,37.22,37.6,208149.0
2020-09-03,37.69,38.64,37.6,38.07,248636.0
2020-09-04,37.41,37.88,36.89,37.32,166965.0
2020-09-05,37.41,37.88,36.89,37.32,166965.0
2020-09-06,37.41,37.88,36.89,37.32,166965.0
2020-09-07,37.69,37.88,36.66,37.55,200529.0
2020-09-08,37.93,37.93,36.19,36.61,245160.0
2020-09-09,36.28,36.52,34.77,36.05,302291.0
2020-09-10,36.56,37.74,36.09,36.66,137951.0
2020-09-11,38.83,38.83,36.38,36.47,107378.0
2020-09-12,38.83,38.83,36.38,36.47,107378.0
2020-09-13,38.83,38.83,36.38,36.47,107378.0
2020-09-14,35.9,38.17,35.9,37.32,244630.0
2020-09-15,37.65,37.74,36.38,36.47,416123.0
2020-09-16,36.71,36.94,36.28,36.61,207443.0
2020-09-17,36.61,36.75,35.67,36.14,325705.0
2020-09-18,36.05,36.75,36.0,36.09,193990.0
2020-09-19,36.05,36.75,36.0,36.09,193990.0
2020-09-20,36.05,36.75,36.0,36.09,193990.0
2020-09-21,37.03,37.03,34.68,35.39,551306.0
2020-09-22,34.63,36.09,34.3,34.77,337510.0
2020-09-23,34.73,35.29,34.3,34.44,282471.0
2020-09-24,34.3,35.72,33.45,34.3,482733.0
2020-09-25,35.1,35.72,34.3,35.1,344793.0
2020-09-26,35.1,35.72,34.3,35.1,344793.0
2020-09-27,35.1,35.72,34.3,35.1,344793.0
2020-09-28,35.1,36.05,34.58,34.96,473399.0
2020-09-29,35.15,35.48,34.77,35.01,102242.0
2020-09-30,34.91,35.29,34.87,35.1,96228.0
2020-10-01,35.34,35.39,34.96,35.01,183373.0
2020-10-02,35.34,35.39,34.96,35.01,183373.0
2020-10-03,35.34,35.39,34.96,35.01,183373.0
2020-10-04,35.34,35.39,34.96,35.01,183373.0
2020-10-05,35.15,35.57,34.25,35.06,243285.0
2020-10-06,36.42,36.42,34.91,35.1,175074.0
2020-10-07,35.34,35.34,34.25,34.44,216452.0
2020-10-08,34.44,35.1,33.93,34.49,125989.0
2020-10-09,34.54,34.77,27.85,34.21,255502.0
2020-10-10,34.54,34.77,27.85,34.21,255502.0
2020-10-11,34.54,34.77,27.85,34.21,255502.0
2020-10-12,35.01,35.34,34.3,35.01,289793.0
2020-10-13,34.87,35.01,33.93,34.07,160186.0
2020-10-14,34.02,34.35,33.93,34.02,107916.0
2020-10-15,34.07,34.4,33.93,34.21,82751.0
2020-10-16,34.4,35.34,34.02,34.16,108076.0
2020-10-17,34.4,35.34,34.02,34.16,108076.0
2020-10-18,34.4,35.34,34.02,34.16,108076.0
2020-10-19,34.96,35.34,33.93,34.35,142392.0
2020-10-20,33.93,34.44,33.93,34.11,66946.0
2020-10-21,34.16,35.1,33.08,33.6,522273.0
2020-10-22,33.27,34.96,33.27,34.82,303470.0
2020-10-23,34.49,34.87,34.44,34.73,156531.0
2020-10-24,34.49,34.87,34.44,34.73,156531.0
2020-10-25,34.49,34.87,34.44,34.73,156531.0
2020-10-26,34.73,35.2,34.4,34.87,392413.0
2020-10-27,34.63,35.48,34.25,34.82,137195.0
2020-10-28,34.3,35.06,33.93,34.11,146802.0
2020-10-29,33.97,34.4,32.04,34.02,130304.0
2020-10-30,34.4,34.82,34.02,34.63,139741.0
2020-10-31,34.4,34.82,34.02,34.63,139741.0
2020-11-01,34.4,34.82,34.02,34.63,139741.0
2020-11-02,34.44,34.91,34.4,34.63,71728.0
2020-11-03,34.96,37.69,34.25,35.62,495491.0
2020-11-04,35.34,35.9,34.11,34.58,217383.0
2020-11-05,34.68,34.87,34.3,34.63,141329.0
2020-11-06,34.77,35.34,34.11,34.96,210103.0
2020-11-07,34.77,35.34,34.11,34.96,210103.0
2020-11-08,34.77,35.34,34.11,34.96,210103.0
2020-11-09,34.68,37.22,34.02,34.91,200403.0
2020-11-10,34.91,35.34,34.49,34.73,220579.0
2020-11-11,35.29,35.29,34.16,34.3,205532.0
2020-11-12,35.24,35.24,33.93,34.73,84358.0
2020-11-13,33.97,34.91,33.97,34.77,120611.0
2020-11-14,34.4,35.39,34.3,35.1,61495.0
2020-11-15,34.4,35.39,34.3,35.1,61495.0
2020-11-16,34.4,35.39,34.3,35.1,61495.0
2020-11-17,35.24,36.19,34.63,35.06,310311.0
2020-11-18,35.15,35.48,34.4,35.34,313915.0
2020-11-19,34.87,35.62,34.87,35.29,256706.0
2020-11-20,35.53,40.71,35.53,38.45,4168436.0
2020-11-21,35.53,40.71,35.53,38.45,4168436.0
2020-11-22,35.53,40.71,35.53,38.45,4168436.0
2020-11-23,38.87,39.01,37.22,37.55,620067.0
2020-11-24,37.41,38.21,36.89,37.36,458003.0
2020-11-25,37.46,37.88,36.89,37.08,256684.0
2020-11-26,37.51,37.84,36.23,37.03,264175.0
2020-11-27,37.51,38.5,36.47,37.46,455874.0
2020-11-28,37.51,38.5,36.47,37.46,455874.0
2020-11-29,37.51,38.5,36.47,37.46,455874.0
2020-11-30,37.51,38.5,36.47,37.46,455874.0
2020-12-01,37.32,38.83,37.32,38.26,498545.0
2020-12-02,39.06,39.11,37.6,38.64,542228.0
2020-12-03,39.2,40.57,38.5,39.25,682520.0
2020-12-04,39.58,40.76,38.64,39.11,1054428.0
2020-12-05,39.58,40.76,38.64,39.11,1054428.0
2020-12-06,39.58,40.76,38.64,39.11,1054428.0
2020-12-07,39.58,41.84,39.3,41.46,1824157.0
2020-12-08,42.41,43.21,40.1,40.66,1235478.0
2020-12-09,41.18,41.89,40.57,41.23,593116.0
2020-12-10,41.18,41.46,39.58,40.47,527951.0
2020-12-11,40.9,42.64,40.9,41.56,1139326.0
2020-12-12,40.9,42.64,40.9,41.56,1139326.0
2020-12-13,40.9,42.64,40.9,41.56,1139326.0
2020-12-14,42.31,44.2,42.31,43.54,1535326.0
2020-12-15,44.24,44.24,42.64,43.35,595820.0
2020-12-16,43.68,44.15,42.83,43.02,690577.0
2020-12-17,43.35,43.87,41.13,41.61,643014.0
2020-12-18,41.89,42.22,40.24,40.71,430693.0
2020-12-19,41.89,42.22,40.24,40.71,430693.0
2020-12-20,41.89,42.22,40.24,40.71,430693.0
2020-12-21,40.47,41.13,37.69,37.84,781290.0
2020-12-22,37.98,39.96,36.8,39.01,621767.0
2020-12-23,38.64,39.91,38.64,39.53,268942.0
2020-12-24,40.47,40.47,38.92,39.53,252533.0
2020-12-25,40.47,40.47,38.92,39.53,252533.0
2020-12-26,40.47,40.47,38.92,39.53,252533.0
2020-12-27,40.47,40.47,38.92,39.53,252533.0
2020-12-28,40.05,40.52,39.58,40.14,232141.0
2020-12-29,40.24,40.95,39.63,39.91,274665.0
2020-12-30,39.91,40.71,39.39,40.47,358416.0
2020-12-31,40.71,41.18,39.77,40.19,281948.0
2021-01-01,40.38,40.85,39.58,40.66,229569.0
2021-01-02,40.38,40.85,39.58,40.66,229569.0
2021-01-03,40.38,40.85,39.58,40.66,229569.0
2021-01-04,40.52,42.31,40.52,41.89,663368.0
2021-01-05,41.46,43.82,40.99,43.44,1288853.0
2021-01-06,43.44,43.77,41.98,42.59,875496.0
2021-01-07,42.5,44.01,42.45,42.78,596568.0
2021-01-08,43.63,43.82,42.41,42.88,473732.0
2021-01-09,43.63,43.82,42.41,42.88,473732.0
2021-01-10,43.63,43.82,42.41,42.88,473732.0
2021-01-11,43.25,43.73,41.56,41.94,407962.0
2021-01-12,41.94,43.63,41.28,43.11,732668.0
2021-01-13,43.44,44.1,42.17,42.64,485510.0
2021-01-14,42.88,43.3,42.17,42.31,393160.0
2021-01-15,42.31,42.64,41.32,41.51,318456.0
2021-01-16,42.31,42.64,41.32,41.51,318456.0
2021-01-17,42.31,42.64,41.32,41.51,318456.0
2021-01-18,40.99,42.83,40.05,40.29,311945.0
2021-01-19,41.79,43.21,40.33,41.51,890700.0
2021-01-20,41.89,42.03,40.05,40.9,275632.0
2021-01-21,42.97,42.97,39.44,39.72,536635.0
2021-01-22,40.05,40.47,38.31,38.5,372873.0
2021-01-23,40.05,40.47,38.31,38.5,372873.0
2021-01-24,40.05,40.47,38.31,38.5,372873.0
2021-01-25,38.5,39.3,37.74,38.26,297488.0
2021-01-26,38.5,39.3,37.74,38.26,297488.0
2021-01-27,38.45,38.59,36.89,37.79,213868.0
2021-01-28,37.79,39.39,37.36,39.06,198826.0
2021-01-29,38.83,40.14,38.45,38.78,207759.0
2021-01-30,38.83,40.14,38.45,38.78,207759.0
2021-01-31,38.83,40.14,38.45,38.78,207759.0
2021-02-01,38.45,39.06,37.98,38.68,272610.0
2021-02-02,39.58,39.77,38.26,38.83,249018.0
2021-02-03,39.58,41.18,38.83,40.62,659182.0
2021-02-04,40.52,41.65,40.19,41.18,441363.0
2021-02-05,41.46,41.84,40.43,40.62,234270.0
2021-02-06,41.46,41.84,40.43,40.62,234270.0
2021-02-07,41.46,41.84,40.43,40.62,234270.0
2021-02-08,40.99,41.84,37.6,41.28,360458.0
2021-02-09,43.35,43.73,41.42,42.12,1759945.0
2021-02-10,42.55,42.55,41.42,41.7,205789.0
2021-02-11,42.74,42.74,40.29,40.85,456060.0
2021-02-12,40.57,42.03,40.57,41.37,396534.0
2021-02-13,40.57,42.03,40.57,41.37,396534.0
2021-02-14,40.57,42.03,40.57,41.37,396534.0
2021-02-15,43.25,43.25,40.38,40.9,276523.0
2021-02-16,41.46,43.02,40.57,41.42,763455.0
2021-02-17,41.42,45.14,41.28,44.1,3491005.0
2021-02-18,45.09,45.94,43.07,43.82,1461054.0
2021-02-19,44.48,46.79,43.25,46.18,1690015.0
2021-02-20,44.48,46.79,43.25,46.18,1690015.0
2021-02-21,44.48,46.79,43.25,46.18,1690015.0
2021-02-22,51.83,54.47,49.05,50.65,10667464.0
2021-02-23,51.55,51.83,49.47,50.79,1644251.0
2021-02-24,51.17,52.16,50.04,50.98,824961.0
2021-02-25,51.64,52.44,50.65,51.41,745914.0
2021-02-26,50.98,56.92,50.56,56.26,3593959.0
2021-02-27,50.98,56.92,50.56,56.26,3593959.0
2021-02-28,50.98,56.92,50.56,56.26,3593959.0
2021-03-01,60.31,63.8,56.64,57.58,4798463.0
2021-03-02,58.43,59.75,52.35,53.95,3066137.0
2021-03-03,52.11,52.54,51.31,51.88,2110444.0
2021-03-04,52.21,54.19,51.17,53.48,1589884.0
2021-03-05,53.76,56.07,53.15,53.95,1123882.0
2021-03-06,53.76,56.07,53.15,53.95,1123882.0
2021-03-07,53.76,56.07,53.15,53.95,1123882.0
2021-03-08,54.14,55.22,53.71,54.23,614624.0
2021-03-09,55.13,55.13,52.35,53.34,636574.0
2021-03-10,53.71,53.71,52.77,53.01,407977.0
2021-03-11,53.71,53.71,52.77,53.01,407977.0
2021-03-12,53.1,54.8,52.87,53.76,724286.0
2021-03-13,53.1,54.8,52.87,53.76,724286.0
2021-03-14,53.1,54.8,52.87,53.76,724286.0
2021-03-15,52.96,54.99,52.35,54.66,837998.0
2021-03-16,54.8,57.48,53.9,56.64,1567876.0
2021-03-17,55.22,56.64,54.66,54.8,478362.0
2021-03-18,55.13,56.92,54.94,56.59,2274519.0
2021-03-19,56.31,56.31,54.8,55.36,522113.0
2021-03-20,56.31,56.31,54.8,55.36,522113.0
2021-03-21,56.31,56.31,54.8,55.36,522113.0
2021-03-22,55.98,56.35,55.36,55.69,361836.0
2021-03-23,56.35,58.38,55.69,56.78,1202271.0
2021-03-24,57.3,57.3,56.4,56.54,553363.0
2021-03-25,55.13,56.16,54.23,55.46,447452.0
2021-03-26,56.45,56.45,55.08,55.41,241046.0
2021-03-27,56.45,56.45,55.08,55.41,241046.0
2021-03-28,56.45,56.45,55.08,55.41,241046.0
2021-03-29,56.45,56.45,55.08,55.41,241046.0
2021-03-30,55.98,56.07,55.32,55.36,301319.0
2021-03-31,55.6,56.54,54.61,55.36,352870.0
2021-04-01,55.55,55.93,55.18,55.6,1646376.0
2021-04-02,55.55,55.93,55.18,55.6,1646376.0
2021-04-03,55.55,55.93,55.18,55.6,1646376.0
2021-04-04,55.55,55.93,55.18,55.6,1646376.0
2021-04-05,56.49,56.49,54.7,55.55,661541.0
2021-04-06,55.27,55.88,55.03,55.79,1719497.0
2021-04-07,56.54,56.54,54.7,55.79,1750455.0
2021-04-08,55.6,55.93,55.41,55.84,471234.0
2021-04-09,55.84,56.49,54.7,56.07,1386005.0
2021-04-10,55.84,56.49,54.7,56.07,1386005.0
2021-04-11,55.84,56.49,54.7,56.07,1386005.0
2021-04-12,56.07,56.16,52.35,55.46,1643574.0
2021-04-13,55.6,56.07,55.13,55.32,1403678.0
2021-04-14,55.6,56.07,55.13,55.32,1403678.0
2021-04-15,53.71,55.32,53.24,54.8,390635.0
2021-04-16,55.13,55.18,53.81,54.66,420650.0
2021-04-17,55.13,55.18,53.81,54.66,420650.0
2021-04-18,55.13,55.18,53.81,54.66,420650.0
2021-04-19,53.71,55.13,47.35,53.9,625136.0
2021-04-20,54.19,55.41,53.81,54.28,201312.0
2021-04-21,54.19,55.41,53.81,54.28,201312.0
2021-04-22,53.53,54.66,53.24,54.04,396054.0
2021-04-23,54.52,55.03,53.95,54.23,473024.0
2021-04-24,54.52,55.03,53.95,54.23,473024.0
2021-04-25,54.52,55.03,53.95,54.23,473024.0
2021-04-26,54.66,54.75,53.62,54.47,2169084.0
2021-04-27,55.88,55.88,53.76,54.23,463296.0
2021-04-28,54.47,54.61,53.24,53.48,781461.0
2021-04-29,53.48,53.9,51.88,52.11,225633.0
2021-04-30,51.74,52.21,50.09,51.08,224432.0
2021-05-01,51.74,52.21,50.09,51.08,224432.0
2021-05-02,51.74,52.21,50.09,51.08,224432.0
2021-05-03,50.79,52.4,49.29,51.69,359368.0
2021-05-04,51.78,53.53,51.69,53.06,1570023.0
2021-05-05,53.53,54.37,52.44,53.38,603831.0
2021-05-06,53.76,53.95,50.98,51.64,471911.0
2021-05-07,51.36,52.11,50.32,50.75,293700.0
2021-05-08,51.36,52.11,50.32,50.75,293700.0
2021-05-09,51.36,52.11,50.32,50.75,293700.0
2021-05-10,50.89,52.25,50.51,52.02,471021.0
2021-05-11,52.58,52.58,51.59,52.02,662724.0
2021-05-12,51.59,52.77,51.59,51.97,354276.0
2021-05-13,51.59,52.77,51.59,51.97,354276.0
2021-05-14,52.58,53.2,51.45,51.83,488763.0
2021-05-15,52.58,53.2,51.45,51.83,488763.0
2021-05-16,52.58,53.2,51.45,51.83,488763.0
2021-05-17,51.5,52.35,51.36,51.69,277463.0
2021-05-18,51.36,52.3,50.56,50.98,900925.0
2021-05-19,51.36,51.97,50.89,51.26,310448.0
2021-05-20,52.21,52.21,50.89,51.17,347347.0
2021-05-21,51.69,51.83,51.08,51.31,232035.0
2021-05-22,51.69,51.83,51.08,51.31,232035.0
2021-05-23,51.69,51.83,51.08,51.31,232035.0
2021-05-24,51.92,55.03,51.45,54.52,2732939.0
2021-05-25,55.41,58.14,54.75,56.21,3402031.0
2021-05-26,57.01,59.37,55.46,56.16,619229.0
2021-05-27,56.02,56.82,54.28,54.66,351682.0
2021-05-28,56.07,56.07,53.81,54.14,299635.0
2021-05-29,56.07,56.07,53.81,54.14,299635.0
2021-05-30,56.07,56.07,53.81,54.14,299635.0
2021-05-31,53.15,56.49,53.15,53.86,711156.0
2021-06-01,53.71,54.47,51.5,53.1,603249.0
2021-06-02,52.82,55.13,52.82,54.7,533140.0
2021-06-03,55.6,56.35,54.66,55.84,716067.0
2021-06-04,54.89,57.96,54.89,57.44,1228172.0
2021-06-05,54.89,57.96,54.89,57.44,1228172.0
2021-06-06,54.89,57.96,54.89,57.44,1228172.0
2021-06-07,58.43,58.9,56.59,57.01,891238.0
2021-06-08,57.44,63.47,56.59,60.03,4375534.0
2021-06-09,60.55,61.82,56.21,56.97,1475983.0
2021-06-10,57.39,59.79,57.39,58.29,894304.0
2021-06-11,58.76,59.09,57.39,58.0,543126.0
2021-06-12,58.76,59.09,57.39,58.0,543126.0
2021-06-13,58.76,59.09,57.39,58.0,543126.0
2021-06-14,58.0,58.43,54.66,57.3,551266.0
2021-06-15,57.01,60.83,57.01,58.94,3455459.0
2021-06-16,59.13,60.69,57.25,58.57,1462724.0
2021-06-17,58.29,60.12,57.91,58.9,3005644.0
2021-06-18,60.31,60.64,55.69,57.58,1625394.0
2021-06-19,60.31,60.64,55.69,57.58,1625394.0
2021-06-20,60.31,60.64,55.69,57.58,1625394.0
2021-06-21,56.92,58.47,56.45,57.44,343230.0
2021-06-22,58.14,63.14,57.58,59.93,5478312.0
2021-06-23,59.89,63.61,59.84,61.96,3358744.0
2021-06-24,63.14,65.35,61.72,64.13,4507495.0
2021-06-25,64.69,65.54,62.43,62.81,961614.0
2021-06-26,64.69,65.54,62.43,62.81,961614.0
2021-06-27,64.69,65.54,62.43,62.81,961614.0
2021-06-28,64.88,64.88,59.32,59.75,884730.0
2021-06-29,60.22,61.44,59.04,59.7,605872.0
2021-06-30,60.45,62.38,59.37,61.3,1056538.0
2021-07-01,61.72,61.91,59.37,59.56,367545.0
2021-07-02,59.98,61.07,59.18,59.75,360661.0
2021-07-03,59.98,61.07,59.18,59.75,360661.0
2021-07-04,59.98,61.07,59.18,59.75,360661.0
2021-07-05,60.31,62.67,59.93,61.77,623166.0
2021-07-06,62.81,64.83,61.25,62.57,1687271.0
2021-07-07,62.43,63.28,61.49,61.91,444843.0
2021-07-08,62.1,63.14,60.55,61.07,434685.0
2021-07-09,61.39,62.95,60.83,61.72,455397.0
2021-07-10,61.39,62.95,60.83,61.72,455397.0
2021-07-11,61.39,62.95,60.83,61.72,455397.0
2021-07-12,62.76,63.14,61.35,61.87,346437.0
2021-07-13,63.14,63.99,62.15,63.19,691362.0
2021-07-14,63.19,67.38,63.19,64.41,2486918.0
2021-07-15,64.98,66.3,62.86,63.19,961565.0
2021-07-16,62.67,63.89,62.2,62.67,502207.0
2021-07-17,62.67,63.89,62.2,62.67,502207.0
2021-07-18,62.67,63.89,62.2,62.67,502207.0
2021-07-19,60.31,63.7,60.31,62.53,403179.0
2021-07-20,62.86,62.86,59.42,60.17,599926.0
2021-07-21,62.86,62.86,59.42,60.17,599926.0
2021-07-22,60.31,61.72,59.37,59.98,416094.0
2021-07-23,60.03,60.78,59.51,60.08,291514.0
2021-07-24,60.03,60.78,59.51,60.08,291514.0
2021-07-25,60.03,60.78,59.51,60.08,291514.0
2021-07-26,59.98,63.99,59.65,63.56,1168927.0
2021-07-27,63.23,64.5,61.49,61.82,415609.0
2021-07-28,61.68,63.8,60.55,62.34,472918.0
2021-07-29,62.43,64.55,62.01,62.71,477263.0
2021-07-30,62.2,64.83,62.01,63.28,625127.0
2021-07-31,62.2,64.83,62.01,63.28,625127.0
2021-08-01,62.2,64.83,62.01,63.28,625127.0
2021-08-02,63.14,66.3,62.9,65.64,1020521.0
2021-08-03,66.25,66.77,64.65,64.93,676762.0
2021-08-04,65.02,65.73,63.37,63.75,263447.0
2021-08-05,63.52,65.02,60.88,62.1,424220.0
2021-08-06,62.29,63.09,61.3,61.63,197976.0
2021-08-07,62.29,63.09,61.3,61.63,197976.0
2021-08-08,62.29,63.09,61.3,61.63,197976.0
2021-08-09,60.83,62.29,60.36,60.74,185452.0
2021-08-10,61.16,61.39,58.33,59.13,343089.0
2021-08-11,60.59,60.59,55.08,59.32,643646.0
2021-08-12,58.71,62.1,58.38,61.82,717038.0
2021-08-13,60.69,63.09,59.84,60.74,347541.0
2021-08-14,60.69,63.09,59.84,60.74,347541.0
2021-08-15,60.69,63.09,59.84,60.74,347541.0
2021-08-16,59.46,60.31,58.9,59.18,161574.0
2021-08-17,59.37,59.7,56.64,57.44,262566.0
2021-08-18,57.53,58.14,55.18,55.65,211177.0
2021-08-19,57.53,58.14,55.18,55.65,211177.0
2021-08-20,63.14,63.14,53.34,54.47,224083.0
2021-08-21,63.14,63.14,53.34,54.47,224083.0
2021-08-22,63.14,63.14,53.34,54.47,224083.0
2021-08-23,54.66,55.51,50.18,50.89,254857.0
2021-08-24,51.36,55.93,50.7,54.47,624470.0
2021-08-25,53.71,56.16,52.87,53.29,280961.0
2021-08-26,53.29,54.52,51.88,54.04,164330.0
2021-08-27,53.24,54.28,52.25,53.1,177582.0
2021-08-28,53.24,54.28,52.25,53.1,177582.0
2021-08-29,53.24,54.28,52.25,53.1,177582.0
2021-08-30,53.71,54.19,52.4,52.96,152955.0
2021-08-31,53.67,54.61,52.82,53.15,178677.0
2021-09-01,53.57,56.92,53.2,56.35,464736.0
2021-09-02,56.68,57.01,53.57,54.52,495872.0
2021-09-03,54.42,56.64,54.42,55.36,357242.0
2021-09-04,54.42,56.64,54.42,55.36,357242.0
2021-09-05,54.42,56.64,54.42,55.36,357242.0
2021-09-06,55.13,55.88,54.66,55.03,108293.0
2021-09-07,56.78,56.78,53.71,53.95,116091.0
2021-09-08,53.95,54.8,53.67,54.47,65100.0
2021-09-09,54.66,54.7,53.06,53.62,145979.0
2021-09-10,54.66,54.7,53.06,53.62,145979.0
2021-09-11,54.66,54.7,53.06,53.62,145979.0
2021-09-12,54.66,54.7,53.06,53.62,145979.0
2021-09-13,53.71,54.66,53.15,53.29,187919.0
2021-09-14,53.34,56.31,53.34,55.27,363875.0
2021-09-15,55.6,58.0,54.8,57.63,390665.0
2021-09-16,57.48,59.32,57.01,58.66,303612.0
2021-09-17,57.81,60.64,54.66,59.51,623882.0
2021-09-18,57.81,60.64,54.66,59.51,623882.0
2021-09-19,57.81,60.64,54.66,59.51,623882.0
2021-09-20,59.79,59.79,57.11,57.72,171109.0
2021-09-21,55.69,58.24,55.69,56.97,179967.0
2021-09-22,58.0,60.5,56.73,58.9,317693.0
2021-09-23,58.9,60.08,56.73,57.48,188793.0
2021-09-24,58.29,58.29,55.84,56.35,101357.0
2021-09-25,58.29,58.29,55.84,56.35,101357.0
2021-09-26,58.29,58.29,55.84,56.35,101357.0
2021-09-27,57.01,57.48,55.13,56.87,178413.0
2021-09-28,57.48,57.91,55.74,56.21,82744.0
2021-09-29,56.21,57.01,55.41,55.69,92635.0
2021-09-30,56.54,57.01,55.69,56.07,107506.0
2021-10-01,56.07,56.54,55.88,56.4,95343.0
2021-10-02,56.07,56.54,55.88,56.4,95343.0
2021-10-03,56.07,56.54,55.88,56.4,95343.0
2021-10-04,57.11,58.29,56.12,56.59,176603.0
2021-10-05,57.01,59.09,56.45,58.61,269089.0
2021-10-06,57.96,60.26,57.01,57.44,134867.0
2021-10-07,57.11,58.33,57.01,57.34,98069.0
2021-10-08,57.48,58.9,56.45,57.86,211209.0
2021-10-09,57.48,58.9,56.45,57.86,211209.0
2021-10-10,57.48,58.9,56.45,57.86,211209.0
2021-10-11,57.48,59.37,57.48,58.14,117882.0
2021-10-12,58.19,58.61,56.64,57.44,118278.0
2021-10-13,58.66,59.6,57.48,58.47,322670.0
2021-10-14,58.85,59.84,57.96,58.47,180114.0
2021-10-15,58.85,59.84,57.96,58.47,180114.0
2021-10-16,58.85,59.84,57.96,58.47,180114.0
2021-10-17,58.85,59.84,57.96,58.47,180114.0
2021-10-18,59.32,61.72,58.24,60.45,565719.0
2021-10-19,60.83,61.16,56.54,57.81,237482.0
2021-10-20,57.67,58.24,56.26,57.44,173555.0
2021-10-21,57.48,57.96,56.68,57.34,104655.0
2021-10-22,57.48,60.69,57.34,58.47,485711.0
2021-10-23,57.48,60.69,57.34,58.47,485711.0
2021-10-24,57.48,60.69,57.34,58.47,485711.0
2021-10-25,58.9,59.7,57.15,58.05,161570.0
2021-10-26,62.95,67.28,61.25,63.0,6178562.0
2021-10-27,62.71,63.23,60.36,60.78,585028.0
2021-10-28,61.54,61.54,58.94,59.23,298460.0
2021-10-29,59.23,59.42,57.72,58.43,193042.0
2021-10-30,59.23,59.42,57.72,58.43,193042.0
2021-10-31,59.23,59.42,57.72,58.43,193042.0
2021-11-01,58.52,60.41,58.52,60.12,293769.0
2021-11-02,60.26,62.53,60.03,60.92,310056.0
2021-11-03,61.63,61.63,59.65,60.41,150062.0
2021-11-04,60.41,62.86,60.31,62.38,173554.0
2021-11-05,60.41,62.86,60.31,62.38,173554.0
2021-11-06,60.41,62.86,60.31,62.38,173554.0
2021-11-07,60.41,62.86,60.31,62.38,173554.0
2021-11-08,63.14,63.14,61.25,61.77,205776.0
2021-11-09,62.1,65.02,61.16,64.36,453642.0
2021-11-10,62.76,65.45,62.76,64.74,345533.0
2021-11-11,66.53,66.53,62.2,62.48,199342.0
2021-11-12,62.34,63.42,61.54,61.91,242490.0
2021-11-13,62.34,63.42,61.54,61.91,242490.0
2021-11-14,62.34,63.42,61.54,61.91,242490.0
2021-11-15,62.29,64.65,61.77,62.81,267294.0
2021-11-16,63.89,64.79,62.48,63.23,270624.0
2021-11-17,63.23,64.74,62.15,62.48,199984.0
2021-11-18,63.14,63.56,60.26,60.83,207437.0
2021-11-19,63.14,63.56,60.26,60.83,207437.0
2021-11-20,63.14,63.56,60.26,60.83,207437.0
2021-11-21,63.14,63.56,60.26,60.83,207437.0
2021-11-22,60.83,62.48,59.6,60.17,352354.0
2021-11-23,57.53,61.63,57.53,61.3,140040.0
2021-11-24,62.29,63.89,61.82,62.57,216148.0
2021-11-25,63.42,64.93,62.67,63.99,361922.0
2021-11-26,63.7,64.08,60.88,61.25,212452.0
2021-11-27,63.7,64.08,60.88,61.25,212452.0
2021-11-28,63.7,64.08,60.88,61.25,212452.0
2021-11-29,62.1,62.2,58.47,58.9,148475.0
2021-11-30,58.43,60.12,57.58,58.0,289700.0
2021-12-01,57.58,59.51,57.53,58.24,111676.0
2021-12-02,58.43,59.27,58.14,58.47,89727.0
2021-12-03,59.32,59.84,58.52,59.37,100501.0
2021-12-04,59.32,59.84,58.52,59.37,100501.0
2021-12-05,59.32,59.84,58.52,59.37,100501.0
2021-12-06,59.51,59.84,58.24,58.99,84464.0
2021-12-07,58.99,59.89,58.38,59.6,159304.0
2021-12-08,60.41,62.2,54.66,61.63,184379.0
2021-12-09,61.63,62.1,60.5,60.83,89441.0
2021-12-10,61.63,63.61,60.88,63.0,336069.0
2021-12-11,61.63,63.61,60.88,63.0,336069.0
2021-12-12,61.63,63.61,60.88,63.0,336069.0
2021-12-13,63.99,64.98,61.44,62.48,287084.0
2021-12-14,62.48,63.14,60.97,61.44,127191.0
2021-12-15,62.05,62.2,59.37,59.6,157452.0
2021-12-16,59.65,60.78,58.94,59.46,97783.0
2021-12-17,58.05,59.98,57.34,57.67,165697.0
2021-12-18,58.05,59.98,57.34,57.67,165697.0
2021-12-19,58.05,59.98,57.34,57.67,165697.0
2021-12-20,57.67,57.67,55.69,56.12,123745.0
2021-12-21,57.48,57.48,56.31,57.01,62643.0
2021-12-22,56.26,57.53,56.21,56.45,166806.0
2021-12-23,56.49,57.77,56.35,56.4,96957.0
2021-12-24,57.48,57.48,55.65,56.35,112643.0
2021-12-25,57.48,57.48,55.65,56.35,112643.0
2021-12-26,57.48,57.48,55.65,56.35,112643.0
2021-12-27,57.72,57.72,54.0,55.74,74136.0
