,GAIL IN Equity,GAIL IN Equity,GAIL IN Equity,GAIL IN Equity,GAIL IN Equity
2013-01-11,46.78,47.04,45.84,46.21,6720424.0
2013-01-12,46.78,47.04,45.84,46.21,6720424.0
2013-01-13,46.78,47.04,45.84,46.21,6720424.0
2013-01-14,46.61,47.3,46.18,47.03,1836347.0
2013-01-15,46.74,47.55,46.41,47.2,6761272.0
2013-01-16,47.52,47.8,46.92,47.28,8450777.0
2013-01-17,47.05,48.31,46.3,47.73,10583598.0
2013-01-18,47.83,50.19,47.83,48.65,21218326.0
2013-01-19,47.83,50.19,47.83,48.65,21218326.0
2013-01-20,47.83,50.19,47.83,48.65,21218326.0
2013-01-21,48.76,49.46,48.7,49.2,9491078.0
2013-01-22,49.2,49.2,46.69,46.91,6410484.0
2013-01-23,47.02,47.38,46.15,46.4,5019074.0
2013-01-24,46.55,46.86,43.95,44.32,13711685.0
2013-01-25,44.62,45.21,44.08,44.83,4766504.0
2013-01-26,44.62,45.21,44.08,44.83,4766504.0
2013-01-27,44.62,45.21,44.08,44.83,4766504.0
2013-01-28,44.87,46.28,44.7,45.41,7034151.0
2013-01-29,45.17,45.58,44.38,44.45,3305132.0
2013-01-30,44.65,45.25,42.86,43.0,14563965.0
2013-01-31,42.98,43.81,42.52,43.4,17829146.0
2013-02-01,43.53,44.13,43.15,43.52,10258814.0
2013-02-02,43.53,44.13,43.15,43.52,10258814.0
2013-02-03,43.53,44.13,43.15,43.52,10258814.0
2013-02-04,43.75,44.0,42.87,43.09,3763776.0
2013-02-05,43.09,43.93,43.09,43.73,8555896.0
2013-02-06,44.0,44.0,43.21,43.59,8869314.0
2013-02-07,43.38,43.59,42.37,42.53,6254697.0
2013-02-08,42.53,42.82,42.24,42.55,3023282.0
2013-02-09,42.53,42.82,42.24,42.55,3023282.0
2013-02-10,42.53,42.82,42.24,42.55,3023282.0
2013-02-11,42.71,43.05,42.22,42.51,5835120.0
2013-02-12,42.52,42.98,42.1,42.27,3792528.0
2013-02-13,42.29,42.46,41.21,41.6,5184898.0
2013-02-14,41.43,42.73,41.34,42.43,6523859.0
2013-02-15,42.73,43.3,42.19,42.95,7258759.0
2013-02-16,42.73,43.3,42.19,42.95,7258759.0
2013-02-17,42.73,43.3,42.19,42.95,7258759.0
2013-02-18,43.2,43.87,42.96,43.65,9786821.0
2013-02-19,43.76,43.88,42.54,42.91,3760342.0
2013-02-20,43.33,43.52,42.73,43.37,5557174.0
2013-02-21,43.21,43.52,42.99,43.39,6243049.0
2013-02-22,43.43,44.23,43.31,43.76,6751021.0
2013-02-23,43.43,44.23,43.31,43.76,6751021.0
2013-02-24,43.43,44.23,43.31,43.76,6751021.0
2013-02-25,44.01,44.27,43.37,44.04,5381463.0
2013-02-26,44.06,44.14,43.27,43.59,4714094.0
2013-02-27,43.65,43.84,42.32,42.8,6271124.0
2013-02-28,42.98,43.33,42.13,42.67,13353585.0
2013-03-01,42.82,43.31,41.71,42.61,7494811.0
2013-03-02,42.82,43.31,41.71,42.61,7494811.0
2013-03-03,42.82,43.31,41.71,42.61,7494811.0
2013-03-04,42.47,43.11,41.7,42.35,5448289.0
2013-03-05,42.59,43.7,42.09,43.24,5751270.0
2013-03-06,43.27,43.6,42.37,42.86,5575371.0
2013-03-07,42.51,42.82,42.29,42.54,6477326.0
2013-03-08,42.79,44.13,42.65,43.83,7349548.0
2013-03-09,42.79,44.13,42.65,43.83,7349548.0
2013-03-10,42.79,44.13,42.65,43.83,7349548.0
2013-03-11,43.95,45.04,43.76,44.38,7789248.0
2013-03-12,44.55,44.81,44.01,44.44,4341423.0
2013-03-13,44.2,44.26,43.26,43.58,5228124.0
2013-03-14,43.37,43.82,42.24,42.67,6375348.0
2013-03-15,42.73,43.1,41.3,41.48,8561171.0
2013-03-16,42.73,43.1,41.3,41.48,8561171.0
2013-03-17,42.73,43.1,41.3,41.48,8561171.0
2013-03-18,41.2,41.57,40.16,40.25,6929858.0
2013-03-19,40.41,41.68,40.29,41.5,12940508.0
2013-03-20,41.1,41.69,40.42,40.89,4913021.0
2013-03-21,40.87,41.68,40.68,40.91,5142797.0
2013-03-22,40.91,41.27,40.75,40.95,6615998.0
2013-03-23,40.91,41.27,40.75,40.95,6615998.0
2013-03-24,40.91,41.27,40.75,40.95,6615998.0
2013-03-25,41.22,42.09,40.03,40.27,3675734.0
2013-03-26,40.34,40.42,38.53,38.98,9732933.0
2013-03-27,40.34,40.42,38.53,38.98,9732933.0
2013-03-28,39.14,41.32,38.93,40.84,16434376.0
2013-03-29,39.14,41.32,38.93,40.84,16434376.0
2013-03-30,39.14,41.32,38.93,40.84,16434376.0
2013-03-31,39.14,41.32,38.93,40.84,16434376.0
2013-04-01,41.01,41.66,40.81,41.23,4252788.0
2013-04-02,41.41,41.57,40.89,41.29,3953813.0
2013-04-03,41.25,41.44,40.16,40.32,5594273.0
2013-04-04,39.98,41.12,39.93,40.05,3965322.0
2013-04-05,39.97,41.27,39.97,40.61,3976426.0
2013-04-06,39.97,41.27,39.97,40.61,3976426.0
2013-04-07,39.97,41.27,39.97,40.61,3976426.0
2013-04-08,40.55,41.29,40.5,41.11,1894960.0
2013-04-09,41.2,41.42,39.97,40.27,3398999.0
2013-04-10,40.51,40.68,40.06,40.49,3175405.0
2013-04-11,40.62,40.78,39.8,40.46,3971701.0
2013-04-12,40.51,40.8,40.03,40.55,1465591.0
2013-04-13,40.51,40.8,40.03,40.55,1465591.0
2013-04-14,40.51,40.8,40.03,40.55,1465591.0
2013-04-15,40.45,41.32,40.45,40.75,2419001.0
2013-04-16,40.84,41.32,40.7,41.18,4148666.0
2013-04-17,41.36,42.05,41.12,41.36,4279231.0
2013-04-18,41.42,43.11,41.2,42.74,2818840.0
2013-04-19,41.42,43.11,41.2,42.74,2818840.0
2013-04-20,41.42,43.11,41.2,42.74,2818840.0
2013-04-21,41.42,43.11,41.2,42.74,2818840.0
2013-04-22,42.76,43.18,42.49,43.04,3436172.0
2013-04-23,43.37,43.37,42.1,42.35,3215906.0
2013-04-24,43.37,43.37,42.1,42.35,3215906.0
2013-04-25,42.22,44.9,42.22,44.19,8250217.0
2013-04-26,43.9,45.29,43.88,45.04,9770453.0
2013-04-27,43.9,45.29,43.88,45.04,9770453.0
2013-04-28,43.9,45.29,43.88,45.04,9770453.0
2013-04-29,45.38,45.62,44.72,45.03,4129669.0
2013-04-30,44.92,45.55,44.53,45.06,8400958.0
2013-05-01,44.92,45.55,44.53,45.06,8400958.0
2013-05-02,45.06,45.25,44.1,44.5,2721011.0
2013-05-03,44.47,44.53,42.86,43.0,4184495.0
2013-05-04,44.47,44.53,42.86,43.0,4184495.0
2013-05-05,44.47,44.53,42.86,43.0,4184495.0
2013-05-06,43.24,43.81,43.11,43.61,3196429.0
2013-05-07,43.78,44.2,43.5,43.97,5751942.0
2013-05-08,43.71,44.7,43.02,43.95,3601105.0
2013-05-09,43.95,44.26,43.31,43.6,4347145.0
2013-05-10,43.51,44.19,43.37,43.92,3909333.0
2013-05-11,43.51,44.01,43.43,43.77,205749.0
2013-05-12,43.51,44.01,43.43,43.77,205749.0
2013-05-13,44.16,44.22,42.22,42.59,7445249.0
2013-05-14,42.67,43.76,42.49,43.31,4740819.0
2013-05-15,43.37,44.01,43.37,43.61,9572907.0
2013-05-16,43.11,44.47,43.11,43.4,5078141.0
2013-05-17,43.37,44.06,42.73,43.23,6036335.0
2013-05-18,43.37,44.06,42.73,43.23,6036335.0
2013-05-19,43.37,44.06,42.73,43.23,6036335.0
2013-05-20,43.79,43.93,43.05,43.18,1972341.0
2013-05-21,43.47,43.74,42.77,43.17,4273162.0
2013-05-22,43.37,43.43,42.26,42.32,6121530.0
2013-05-23,41.83,43.04,41.45,41.61,5451585.0
2013-05-24,41.45,41.93,40.89,41.31,3713531.0
2013-05-25,41.45,41.93,40.89,41.31,3713531.0
2013-05-26,41.45,41.93,40.89,41.31,3713531.0
2013-05-27,41.27,42.34,40.91,41.64,3554646.0
2013-05-28,42.09,42.99,41.71,41.91,9212028.0
2013-05-29,41.89,42.45,41.14,41.27,4494622.0
2013-05-30,41.18,41.4,40.76,41.12,7510011.0
2013-05-31,41.19,41.95,38.92,39.27,26992192.0
2013-06-01,41.19,41.95,38.92,39.27,26992192.0
2013-06-02,41.19,41.95,38.92,39.27,26992192.0
2013-06-03,39.18,40.23,38.99,39.96,5112823.0
2013-06-04,39.87,40.24,39.65,39.93,3135218.0
2013-06-05,40.01,40.78,39.94,40.41,4980829.0
2013-06-06,40.03,40.23,39.23,39.84,4929816.0
2013-06-07,39.59,40.2,39.3,39.4,5525841.0
2013-06-08,39.59,40.2,39.3,39.4,5525841.0
2013-06-09,39.59,40.2,39.3,39.4,5525841.0
2013-06-10,39.42,40.12,38.85,38.98,3322050.0
2013-06-11,38.88,39.78,38.63,39.26,4765710.0
2013-06-12,39.39,39.68,39.01,39.13,8277113.0
2013-06-13,38.98,39.23,37.52,38.05,6134431.0
2013-06-14,38.24,39.12,38.24,38.83,3993488.0
2013-06-15,38.24,39.12,38.24,38.83,3993488.0
2013-06-16,38.24,39.12,38.24,38.83,3993488.0
2013-06-17,38.89,39.14,38.11,38.46,7677883.0
2013-06-18,38.26,38.49,37.63,37.77,4106639.0
2013-06-19,37.67,38.34,37.67,38.22,5940917.0
2013-06-20,37.74,37.98,37.21,37.39,6732168.0
2013-06-21,37.28,37.92,36.7,37.17,9897701.0
2013-06-22,37.28,37.92,36.7,37.17,9897701.0
2013-06-23,37.28,37.92,36.7,37.17,9897701.0
2013-06-24,36.95,37.17,35.43,36.6,5482172.0
2013-06-25,36.72,37.21,36.3,36.71,4134005.0
2013-06-26,36.9,38.4,36.4,38.04,5247900.0
2013-06-27,38.24,39.26,38.02,38.37,8652366.0
2013-06-28,37.85,40.74,36.73,40.2,15017804.0
2013-06-29,37.85,40.74,36.73,40.2,15017804.0
2013-06-30,37.85,40.74,36.73,40.2,15017804.0
2013-07-01,40.16,42.22,39.85,41.69,8177311.0
2013-07-02,41.45,42.92,40.95,42.67,15822180.0
2013-07-03,42.28,43.22,41.45,42.25,12770802.0
2013-07-04,41.96,43.1,41.45,42.82,7147874.0
2013-07-05,42.7,42.91,41.74,41.95,9183825.0
2013-07-06,42.7,42.91,41.74,41.95,9183825.0
2013-07-07,42.7,42.91,41.74,41.95,9183825.0
2013-07-08,41.68,41.89,40.48,40.8,5859744.0
2013-07-09,41.19,41.43,40.55,40.72,3540476.0
2013-07-10,40.32,40.8,40.23,40.37,4499284.0
2013-07-11,40.86,41.57,40.43,41.12,6956552.0
2013-07-12,41.25,41.64,40.75,41.41,6279673.0
2013-07-13,41.25,41.64,40.75,41.41,6279673.0
2013-07-14,41.25,41.64,40.75,41.41,6279673.0
2013-07-15,41.2,41.67,41.08,41.45,2234943.0
2013-07-16,40.71,41.96,40.64,41.57,6323417.0
2013-07-17,41.25,42.54,40.97,41.28,8425833.0
2013-07-18,41.14,41.95,40.87,41.64,12024442.0
2013-07-19,41.7,42.97,41.25,42.69,4644419.0
2013-07-20,41.7,42.97,41.25,42.69,4644419.0
2013-07-21,41.7,42.97,41.25,42.69,4644419.0
2013-07-22,42.6,42.6,41.86,42.35,2077941.0
2013-07-23,42.55,43.18,42.16,42.63,3546278.0
2013-07-24,42.38,43.16,42.1,42.39,6311983.0
2013-07-25,42.72,42.99,41.68,42.26,14939575.0
2013-07-26,42.13,42.77,40.68,40.95,5147698.0
2013-07-27,42.13,42.77,40.68,40.95,5147698.0
2013-07-28,42.13,42.77,40.68,40.95,5147698.0
2013-07-29,40.8,41.06,39.39,40.78,4557769.0
2013-07-30,40.82,41.45,38.96,39.28,6923997.0
2013-07-31,38.65,38.99,37.48,38.65,8369486.0
2013-08-01,38.88,40.41,38.01,39.14,9274998.0
2013-08-02,39.27,39.76,38.31,39.08,3159735.0
2013-08-03,39.27,39.76,38.31,39.08,3159735.0
2013-08-04,39.27,39.76,38.31,39.08,3159735.0
2013-08-05,39.01,40.14,38.21,39.16,3892667.0
2013-08-06,39.01,39.5,38.37,38.87,8103226.0
2013-08-07,38.88,39.35,38.24,39.1,2574302.0
2013-08-08,39.02,39.2,38.41,38.89,6644462.0
2013-08-09,39.02,39.2,38.41,38.89,6644462.0
2013-08-10,39.02,39.2,38.41,38.89,6644462.0
2013-08-11,39.02,39.2,38.41,38.89,6644462.0
2013-08-12,39.48,39.48,38.43,38.51,3695163.0
2013-08-13,38.49,40.03,38.03,39.6,4194463.0
2013-08-14,40.42,41.19,39.44,40.96,4529577.0
2013-08-15,40.42,41.19,39.44,40.96,4529577.0
2013-08-16,40.92,41.53,37.99,38.28,14105631.0
2013-08-17,40.92,41.53,37.99,38.28,14105631.0
2013-08-18,40.92,41.53,37.99,38.28,14105631.0
2013-08-19,38.88,39.13,37.51,38.41,4751992.0
2013-08-20,38.11,38.62,37.22,38.1,6927229.0
2013-08-21,38.17,38.98,37.68,38.24,9632667.0
2013-08-22,37.88,39.53,37.44,39.21,7667211.0
2013-08-23,39.26,39.49,38.19,39.11,6661166.0
2013-08-24,39.26,39.49,38.19,39.11,6661166.0
2013-08-25,39.26,39.49,38.19,39.11,6661166.0
2013-08-26,39.28,39.5,37.53,37.86,8861373.0
2013-08-27,37.72,38.37,37.15,37.6,6558243.0
2013-08-28,37.37,37.65,34.93,36.18,12494632.0
2013-08-29,36.13,37.56,35.53,37.06,10741981.0
2013-08-30,36.92,38.34,35.93,37.91,5183362.0
2013-08-31,36.92,38.34,35.93,37.91,5183362.0
2013-09-01,36.92,38.34,35.93,37.91,5183362.0
2013-09-02,37.92,39.01,37.45,38.77,2619539.0
2013-09-03,38.77,39.38,38.19,38.58,6518979.0
2013-09-04,38.62,39.39,37.85,38.8,4184847.0
2013-09-05,39.52,39.86,38.33,38.83,8194500.0
2013-09-06,38.89,39.65,38.08,39.36,9326006.0
2013-09-07,38.89,39.65,38.08,39.36,9326006.0
2013-09-08,38.89,39.65,38.08,39.36,9326006.0
2013-09-09,38.89,39.65,38.08,39.36,9326006.0
2013-09-10,39.61,40.14,38.98,39.51,7778347.0
2013-09-11,39.74,40.27,39.09,39.66,9883194.0
2013-09-12,40.06,40.97,39.74,40.41,6136383.0
2013-09-13,40.4,41.14,40.23,41.02,4824147.0
2013-09-14,40.4,41.14,40.23,41.02,4824147.0
2013-09-15,40.4,41.14,40.23,41.02,4824147.0
2013-09-16,41.61,41.84,40.32,40.76,2464969.0
2013-09-17,40.67,41.78,40.08,41.44,4456494.0
2013-09-18,41.7,41.7,40.79,41.47,2918461.0
2013-09-19,41.98,43.4,41.63,42.9,6685891.0
2013-09-20,43.21,44.97,42.06,44.45,19806106.0
2013-09-21,43.21,44.97,42.06,44.45,19806106.0
2013-09-22,43.21,44.97,42.06,44.45,19806106.0
2013-09-23,43.93,44.32,43.16,43.8,5500460.0
2013-09-24,43.27,44.83,43.27,44.05,8217103.0
2013-09-25,44.57,44.6,43.36,43.73,7463089.0
2013-09-26,43.41,44.23,42.46,42.69,7136215.0
2013-09-27,43.14,43.23,42.27,42.66,3538406.0
2013-09-28,43.14,43.23,42.27,42.66,3538406.0
2013-09-29,43.14,43.23,42.27,42.66,3538406.0
2013-09-30,42.1,43.26,41.78,42.86,4563433.0
2013-10-01,42.79,42.95,42.03,42.46,3595670.0
2013-10-02,42.79,42.95,42.03,42.46,3595670.0
2013-10-03,42.71,43.79,42.28,43.5,4252564.0
2013-10-04,43.16,43.73,42.77,43.35,2952365.0
2013-10-05,43.16,43.73,42.77,43.35,2952365.0
2013-10-06,43.16,43.73,42.77,43.35,2952365.0
2013-10-07,43.14,44.05,42.72,43.8,2700371.0
2013-10-08,43.93,44.19,43.4,43.64,4496638.0
2013-10-09,43.25,43.93,43.13,43.73,3091970.0
2013-10-10,43.67,43.93,43.08,43.34,3612139.0
2013-10-11,44.06,44.31,43.4,43.97,5684491.0
2013-10-12,44.06,44.31,43.4,43.97,5684491.0
2013-10-13,44.06,44.31,43.4,43.97,5684491.0
2013-10-14,43.83,44.06,43.02,43.16,2729566.0
2013-10-15,43.27,43.67,42.25,42.58,3246391.0
2013-10-16,43.27,43.67,42.25,42.58,3246391.0
2013-10-17,42.87,43.06,42.26,42.53,2434447.0
2013-10-18,42.62,43.14,42.44,42.78,3357036.0
2013-10-19,42.62,43.14,42.44,42.78,3357036.0
2013-10-20,42.62,43.14,42.44,42.78,3357036.0
2013-10-21,43.23,43.3,42.57,42.86,3713878.0
2013-10-22,42.69,43.77,42.64,43.65,6521006.0
2013-10-23,44.45,45.85,44.45,45.37,16970535.0
2013-10-24,45.76,46.21,44.72,46.02,12392931.0
2013-10-25,45.76,45.76,44.63,44.92,4716296.0
2013-10-26,45.76,45.76,44.63,44.92,4716296.0
2013-10-27,45.76,45.76,44.63,44.92,4716296.0
2013-10-28,45.89,45.95,44.71,45.08,5831973.0
2013-10-29,45.1,45.5,44.72,45.07,5872923.0
2013-10-30,45.48,45.84,44.91,45.1,5846005.0
2013-10-31,45.12,46.9,44.33,46.23,8462921.0
2013-11-01,45.76,46.27,45.35,45.89,3397265.0
2013-11-02,45.76,46.27,45.35,45.89,3397265.0
2013-11-03,45.95,46.03,45.56,45.87,310250.0
2013-11-04,45.95,46.03,45.56,45.87,310250.0
2013-11-05,45.57,45.79,44.85,45.21,3007085.0
2013-11-06,45.27,45.52,44.78,45.12,5160044.0
2013-11-07,44.86,45.37,44.35,44.53,6474030.0
2013-11-08,44.57,44.84,43.48,44.38,3350785.0
2013-11-09,44.57,44.84,43.48,44.38,3350785.0
2013-11-10,44.57,44.84,43.48,44.38,3350785.0
2013-11-11,44.32,44.45,43.57,43.97,4777838.0
2013-11-12,43.8,44.12,43.14,43.36,2613822.0
2013-11-13,42.77,43.37,42.1,42.19,4276511.0
2013-11-14,42.5,42.84,41.7,41.85,5091986.0
2013-11-15,42.5,42.84,41.7,41.85,5091986.0
2013-11-16,42.5,42.84,41.7,41.85,5091986.0
2013-11-17,42.5,42.84,41.7,41.85,5091986.0
2013-11-18,42.24,45.4,40.53,42.0,5682320.0
2013-11-19,42.32,42.95,42.12,42.8,5540710.0
2013-11-20,42.84,43.31,42.19,42.51,3888283.0
2013-11-21,42.51,43.01,41.67,42.04,4534868.0
2013-11-22,41.98,43.1,41.9,42.89,4699827.0
2013-11-23,41.98,43.1,41.9,42.89,4699827.0
2013-11-24,41.98,43.1,41.9,42.89,4699827.0
2013-11-25,43.14,43.69,42.95,43.51,7152066.0
2013-11-26,43.93,44.16,42.63,43.0,4873347.0
2013-11-27,42.74,43.47,42.23,43.01,5340183.0
2013-11-28,43.4,43.72,42.99,43.36,7444140.0
2013-11-29,43.56,44.71,43.39,44.25,4432260.0
2013-11-30,43.56,44.71,43.39,44.25,4432260.0
2013-12-01,43.56,44.71,43.39,44.25,4432260.0
2013-12-02,44.2,44.64,43.23,43.61,2763192.0
2013-12-03,43.91,45.08,43.65,44.8,6732232.0
2013-12-04,45.1,45.21,44.14,44.41,4887827.0
2013-12-05,45.1,45.47,44.65,45.07,5198839.0
2013-12-06,45.21,45.61,44.64,45.31,4034144.0
2013-12-07,45.21,45.61,44.64,45.31,4034144.0
2013-12-08,45.21,45.61,44.64,45.31,4034144.0
2013-12-09,46.4,46.4,45.48,46.14,5399649.0
2013-12-10,46.2,46.48,45.1,45.75,10692675.0
2013-12-11,45.63,45.76,44.64,45.02,3992677.0
2013-12-12,44.71,45.69,44.71,45.21,4561587.0
2013-12-13,45.12,45.43,43.86,44.2,3803787.0
2013-12-14,45.12,45.43,43.86,44.2,3803787.0
2013-12-15,45.12,45.43,43.86,44.2,3803787.0
2013-12-16,44.19,44.52,43.54,43.71,2133455.0
2013-12-17,43.74,44.18,43.4,43.73,2482159.0
2013-12-18,43.74,45.23,43.59,44.82,3434684.0
2013-12-19,45.1,45.3,43.8,44.0,2801726.0
2013-12-20,44.06,44.79,43.73,44.4,4267060.0
2013-12-21,44.06,44.79,43.73,44.4,4267060.0
2013-12-22,44.06,44.79,43.73,44.4,4267060.0
2013-12-23,44.46,45.09,44.2,44.63,4997608.0
2013-12-24,44.95,45.1,43.99,44.22,1955147.0
2013-12-25,44.95,45.1,43.99,44.22,1955147.0
2013-12-26,44.28,44.78,44.15,44.5,5906384.0
2013-12-27,44.52,44.83,44.12,44.48,1963333.0
2013-12-28,44.52,44.83,44.12,44.48,1963333.0
2013-12-29,44.52,44.83,44.12,44.48,1963333.0
2013-12-30,44.53,45.25,44.33,44.7,3358097.0
2013-12-31,44.76,45.1,44.5,44.75,3734976.0
2014-01-01,44.97,45.09,44.62,44.9,818942.0
2014-01-02,44.97,45.62,44.06,44.29,2635417.0
2014-01-03,44.19,44.43,43.6,44.11,3810624.0
2014-01-04,44.19,44.43,43.6,44.11,3810624.0
2014-01-05,44.19,44.43,43.6,44.11,3810624.0
2014-01-06,44.21,44.65,43.8,43.95,1604289.0
2014-01-07,43.96,44.57,43.44,44.19,4096954.0
2014-01-08,44.14,45.48,43.74,45.23,6075178.0
2014-01-09,45.31,45.62,44.46,45.43,3500710.0
2014-01-10,45.44,45.84,44.45,45.14,8976935.0
2014-01-11,45.44,45.84,44.45,45.14,8976935.0
2014-01-12,45.44,45.84,44.45,45.14,8976935.0
2014-01-13,45.2,45.65,44.38,45.07,5887504.0
2014-01-14,45.13,45.48,44.74,45.12,5530577.0
2014-01-15,45.31,45.88,44.97,45.61,4952269.0
2014-01-16,45.85,46.24,45.47,45.91,3908667.0
2014-01-17,45.89,46.48,45.51,45.97,3681078.0
2014-01-18,45.89,46.48,45.51,45.97,3681078.0
2014-01-19,45.89,46.48,45.51,45.97,3681078.0
2014-01-20,46.1,46.27,45.49,45.69,2665331.0
2014-01-21,45.7,46.0,44.71,44.97,1348706.0
2014-01-22,44.86,45.21,44.65,44.87,2655257.0
2014-01-23,44.88,46.22,44.67,45.88,5222252.0
2014-01-24,45.69,46.28,45.22,45.77,3576054.0
2014-01-25,45.69,46.28,45.22,45.77,3576054.0
2014-01-26,45.69,46.28,45.22,45.77,3576054.0
2014-01-27,45.5,45.74,44.76,45.08,5469052.0
2014-01-28,45.14,45.51,44.48,45.12,3860864.0
2014-01-29,45.1,46.1,44.57,45.23,8499785.0
2014-01-30,45.09,46.46,44.46,45.8,16013103.0
2014-01-31,46.11,47.32,45.76,46.84,7660800.0
2014-02-01,46.11,47.32,45.76,46.84,7660800.0
2014-02-02,46.11,47.32,45.76,46.84,7660800.0
2014-02-03,46.93,48.36,46.93,47.74,7934218.0
2014-02-04,47.69,47.69,45.77,46.37,7543099.0
2014-02-05,46.63,47.72,46.06,47.13,4398319.0
2014-02-06,47.13,47.68,45.46,46.69,9026253.0
2014-02-07,46.82,47.23,46.15,46.57,2448660.0
2014-02-08,46.82,47.23,46.15,46.57,2448660.0
2014-02-09,46.82,47.23,46.15,46.57,2448660.0
2014-02-10,46.69,46.97,46.23,46.38,2281524.0
2014-02-11,46.48,46.65,45.88,46.08,1985664.0
2014-02-12,46.32,47.73,46.01,47.25,6129610.0
2014-02-13,47.28,47.56,46.45,46.5,1949691.0
2014-02-14,46.36,47.93,45.88,47.77,3021960.0
2014-02-15,46.36,47.93,45.88,47.77,3021960.0
2014-02-16,46.36,47.93,45.88,47.77,3021960.0
2014-02-17,47.81,48.24,47.46,48.09,3148674.0
2014-02-18,47.87,48.15,46.71,47.38,3712203.0
2014-02-19,47.44,48.04,47.15,47.69,2309679.0
2014-02-20,47.34,47.74,46.79,46.97,5623958.0
2014-02-21,47.05,47.79,47.05,47.4,2575646.0
2014-02-22,47.05,47.79,47.05,47.4,2575646.0
2014-02-23,47.05,47.79,47.05,47.4,2575646.0
2014-02-24,47.22,48.7,46.9,48.18,4004266.0
2014-02-25,48.33,48.45,46.83,47.23,4632057.0
2014-02-26,47.4,48.99,47.26,48.82,7535649.0
2014-02-27,47.4,48.99,47.26,48.82,7535649.0
2014-02-28,48.73,49.39,48.49,49.09,5971136.0
2014-03-01,48.73,49.39,48.49,49.09,5971136.0
2014-03-02,48.73,49.39,48.49,49.09,5971136.0
2014-03-03,48.96,49.77,48.68,48.89,3746198.0
2014-03-04,48.8,50.64,48.74,50.39,8472019.0
2014-03-05,50.39,50.84,49.41,49.65,2603406.0
2014-03-06,49.88,50.98,49.79,50.81,8087844.0
2014-03-07,50.52,51.9,49.81,51.34,6143562.0
2014-03-08,50.52,51.9,49.81,51.34,6143562.0
2014-03-09,50.52,51.9,49.81,51.34,6143562.0
2014-03-10,51.51,51.69,50.08,50.46,6999223.0
2014-03-11,50.5,50.98,48.83,49.06,6065685.0
2014-03-12,49.46,49.95,48.59,49.09,3156274.0
2014-03-13,49.26,50.5,48.6,48.87,8829245.0
2014-03-14,48.62,49.84,48.36,49.3,8255097.0
2014-03-15,48.62,49.84,48.36,49.3,8255097.0
2014-03-16,48.62,49.84,48.36,49.3,8255097.0
2014-03-17,48.62,49.84,48.36,49.3,8255097.0
2014-03-18,49.41,50.44,48.61,48.93,3583382.0
2014-03-19,48.99,50.02,47.41,47.67,12039962.0
2014-03-20,47.83,48.06,45.95,46.44,13032849.0
2014-03-21,46.74,47.51,46.34,46.75,9997738.0
2014-03-22,46.69,47.0,46.51,46.66,264933.0
2014-03-23,46.69,47.0,46.51,46.66,264933.0
2014-03-24,46.97,49.26,46.44,48.96,8508563.0
2014-03-25,48.49,50.31,48.2,48.67,10141908.0
2014-03-26,49.03,50.03,48.53,49.45,6418318.0
2014-03-27,49.51,50.96,49.4,50.2,11347755.0
2014-03-28,50.35,51.37,49.85,50.47,6402697.0
2014-03-29,50.35,51.37,49.85,50.47,6402697.0
2014-03-30,50.35,51.37,49.85,50.47,6402697.0
2014-03-31,50.47,51.1,49.28,49.79,9590304.0
2014-04-01,49.8,50.05,49.12,49.65,3945637.0
2014-04-02,49.67,50.37,49.47,50.0,8799016.0
2014-04-03,49.92,50.18,48.4,48.7,7865114.0
2014-04-04,48.4,48.72,47.22,47.96,37991266.0
2014-04-05,48.4,48.72,47.22,47.96,37991266.0
2014-04-06,48.4,48.72,47.22,47.96,37991266.0
2014-04-07,48.18,49.65,47.8,48.29,8725389.0
2014-04-08,48.18,49.65,47.8,48.29,8725389.0
2014-04-09,48.71,49.81,48.29,49.45,9220844.0
2014-04-10,49.6,50.38,49.1,49.96,16059433.0
2014-04-11,49.79,49.92,48.94,49.19,7883546.0
2014-04-12,49.79,49.92,48.94,49.19,7883546.0
2014-04-13,49.79,49.92,48.94,49.19,7883546.0
2014-04-14,49.79,49.92,48.94,49.19,7883546.0
2014-04-15,49.24,49.58,48.33,48.73,8346222.0
2014-04-16,48.59,49.59,48.47,48.73,9818373.0
2014-04-17,49.26,49.64,48.74,49.5,5496966.0
2014-04-18,49.26,49.64,48.74,49.5,5496966.0
2014-04-19,49.26,49.64,48.74,49.5,5496966.0
2014-04-20,49.26,49.64,48.74,49.5,5496966.0
2014-04-21,49.65,50.04,49.27,49.45,5336604.0
2014-04-22,49.88,51.05,49.65,50.18,9665499.0
2014-04-23,50.47,51.48,50.45,50.82,11154065.0
2014-04-24,50.47,51.48,50.45,50.82,11154065.0
2014-04-25,50.71,51.1,49.67,50.27,7992133.0
2014-04-26,50.71,51.1,49.67,50.27,7992133.0
2014-04-27,50.71,51.1,49.67,50.27,7992133.0
2014-04-28,50.3,50.98,48.8,49.0,5954224.0
2014-04-29,48.99,49.65,48.46,48.75,5063639.0
2014-04-30,48.73,50.39,48.68,49.0,10706232.0
2014-05-01,48.73,50.39,48.68,49.0,10706232.0
2014-05-02,48.55,49.51,48.2,49.15,5917701.0
2014-05-03,48.55,49.51,48.2,49.15,5917701.0
2014-05-04,48.55,49.51,48.2,49.15,5917701.0
2014-05-05,49.0,50.04,48.9,49.26,4844019.0
2014-05-06,49.45,49.65,48.85,48.96,2807086.0
