,CAB MK Equity
2011-03-09,24.3537
2011-03-10,24.3537
2011-03-11,24.3537
2011-03-12,24.3537
2011-03-13,24.3537
2011-03-14,24.3537
2011-03-15,24.3537
2011-03-16,24.3537
2011-03-17,24.3537
2011-03-18,24.3537
2011-03-19,24.3537
2011-03-20,24.3537
2011-03-21,24.3537
2011-03-22,24.3537
2011-03-23,24.3537
2011-03-24,24.3537
2011-03-25,24.3537
2011-03-26,24.3537
2011-03-27,24.3537
2011-03-28,24.3537
2011-03-29,24.3537
2011-03-30,24.3537
2011-03-31,24.468
2011-04-01,24.468
2011-04-02,24.468
2011-04-03,24.468
2011-04-04,24.468
2011-04-05,24.468
2011-04-06,24.468
2011-04-07,24.468
2011-04-08,24.468
2011-04-09,24.468
2011-04-10,24.468
2011-04-11,24.468
2011-04-12,24.468
2011-04-13,24.468
2011-04-14,24.468
2011-04-15,24.468
2011-04-16,24.468
2011-04-17,24.468
2011-04-18,24.468
2011-04-19,24.468
2011-04-20,24.468
2011-04-21,24.468
2011-04-22,24.468
2011-04-23,24.468
2011-04-24,24.468
2011-04-25,24.468
2011-04-26,24.468
2011-04-27,24.468
2011-04-28,24.468
2011-04-29,24.468
2011-04-30,24.468
2011-05-01,24.468
2011-05-02,24.468
2011-05-03,24.468
2011-05-04,24.468
2011-05-05,24.468
2011-05-06,24.468
2011-05-07,24.468
2011-05-08,24.468
2011-05-09,24.468
2011-05-10,24.468
2011-05-11,24.468
2011-05-12,24.468
2011-05-13,24.468
2011-05-14,24.468
2011-05-15,24.468
2011-05-16,24.468
2011-05-17,24.468
2011-05-18,24.468
2011-05-19,24.468
2011-05-20,24.468
2011-05-21,24.468
2011-05-22,24.468
2011-05-23,24.468
2011-05-24,24.468
2011-05-25,24.468
2011-05-26,24.468
2011-05-27,24.468
2011-05-28,24.468
2011-05-29,24.468
2011-05-30,24.468
2011-05-31,24.468
2011-06-01,24.468
2011-06-02,24.468
2011-06-03,24.468
2011-06-04,24.468
2011-06-05,24.468
2011-06-06,24.468
2011-06-07,24.468
2011-06-08,24.468
2011-06-09,24.468
2011-06-10,24.468
2011-06-11,24.468
2011-06-12,24.468
2011-06-13,24.468
2011-06-14,24.468
2011-06-15,24.468
2011-06-16,24.468
2011-06-17,24.468
2011-06-18,24.468
2011-06-19,24.468
2011-06-20,24.468
2011-06-21,24.468
2011-06-22,24.468
2011-06-23,24.468
2011-06-24,24.468
2011-06-25,24.468
2011-06-26,24.468
2011-06-27,24.468
2011-06-28,24.468
2011-06-29,24.468
2011-06-30,26.4211
2011-07-01,26.4211
2011-07-02,26.4211
2011-07-03,26.4211
2011-07-04,26.4211
2011-07-05,26.4211
2011-07-06,26.4211
2011-07-07,26.4211
2011-07-08,26.4211
2011-07-09,26.4211
2011-07-10,26.4211
2011-07-11,26.4211
2011-07-12,26.4211
2011-07-13,26.4211
2011-07-14,26.4211
2011-07-15,26.4211
2011-07-16,26.4211
2011-07-17,26.4211
2011-07-18,26.4211
2011-07-19,26.4211
2011-07-20,26.4211
2011-07-21,26.4211
2011-07-22,26.4211
2011-07-23,26.4211
2011-07-24,26.4211
2011-07-25,26.4211
2011-07-26,26.4211
2011-07-27,26.4211
2011-07-28,26.4211
2011-07-29,26.4211
2011-07-30,26.4211
2011-07-31,26.4211
2011-08-01,26.4211
2011-08-02,26.4211
2011-08-03,26.4211
2011-08-04,26.4211
2011-08-05,26.4211
2011-08-06,26.4211
2011-08-07,26.4211
2011-08-08,26.4211
2011-08-09,26.4211
2011-08-10,26.4211
2011-08-11,26.4211
2011-08-12,26.4211
2011-08-13,26.4211
2011-08-14,26.4211
2011-08-15,26.4211
2011-08-16,26.4211
2011-08-17,26.4211
2011-08-18,26.4211
2011-08-19,26.4211
2011-08-20,26.4211
2011-08-21,26.4211
2011-08-22,26.4211
2011-08-23,26.4211
2011-08-24,26.4211
2011-08-25,26.4211
2011-08-26,26.4211
2011-08-27,26.4211
2011-08-28,26.4211
2011-08-29,26.4211
2011-08-30,26.4211
2011-08-31,26.4211
2011-09-01,26.4211
2011-09-02,26.4211
2011-09-03,26.4211
2011-09-04,26.4211
2011-09-05,26.4211
2011-09-06,26.4211
2011-09-07,26.4211
2011-09-08,26.4211
2011-09-09,26.4211
2011-09-10,26.4211
2011-09-11,26.4211
2011-09-12,26.4211
2011-09-13,26.4211
2011-09-14,26.4211
2011-09-15,26.4211
2011-09-16,26.4211
2011-09-17,26.4211
2011-09-18,26.4211
2011-09-19,26.4211
2011-09-20,26.4211
2011-09-21,26.4211
2011-09-22,26.4211
2011-09-23,26.4211
2011-09-24,26.4211
2011-09-25,26.4211
2011-09-26,26.4211
2011-09-27,26.4211
2011-09-28,26.4211
2011-09-29,26.4211
2011-09-30,27.0882
2011-10-01,27.0882
2011-10-02,27.0882
2011-10-03,27.0882
2011-10-04,27.0882
2011-10-05,27.0882
2011-10-06,27.0882
2011-10-07,27.0882
2011-10-08,27.0882
2011-10-09,27.0882
2011-10-10,27.0882
2011-10-11,27.0882
2011-10-12,27.0882
2011-10-13,27.0882
2011-10-14,27.0882
2011-10-15,27.0882
2011-10-16,27.0882
2011-10-17,27.0882
2011-10-18,27.0882
2011-10-19,27.0882
2011-10-20,27.0882
2011-10-21,27.0882
2011-10-22,27.0882
2011-10-23,27.0882
2011-10-24,27.0882
2011-10-25,27.0882
2011-10-26,27.0882
2011-10-27,27.0882
2011-10-28,27.0882
2011-10-29,27.0882
2011-10-30,27.0882
2011-10-31,27.0882
2011-11-01,27.0882
2011-11-02,27.0882
2011-11-03,27.0882
2011-11-04,27.0882
2011-11-05,27.0882
2011-11-06,27.0882
2011-11-07,27.0882
2011-11-08,27.0882
2011-11-09,27.0882
2011-11-10,27.0882
2011-11-11,27.0882
2011-11-12,27.0882
2011-11-13,27.0882
2011-11-14,27.0882
2011-11-15,27.0882
2011-11-16,27.0882
2011-11-17,27.0882
2011-11-18,27.0882
2011-11-19,27.0882
2011-11-20,27.0882
2011-11-21,27.0882
2011-11-22,27.0882
2011-11-23,27.0882
2011-11-24,27.0882
2011-11-25,27.0882
2011-11-26,27.0882
2011-11-27,27.0882
2011-11-28,27.0882
2011-11-29,27.0882
2011-11-30,27.0882
2011-12-01,27.0882
2011-12-02,27.0882
2011-12-03,27.0882
2011-12-04,27.0882
2011-12-05,27.0882
2011-12-06,27.0882
2011-12-07,27.0882
2011-12-08,27.0882
2011-12-09,27.0882
2011-12-10,27.0882
2011-12-11,27.0882
2011-12-12,27.0882
2011-12-13,27.0882
2011-12-14,27.0882
2011-12-15,27.0882
2011-12-16,27.0882
2011-12-17,27.0882
2011-12-18,27.0882
2011-12-19,27.0882
2011-12-20,27.0882
2011-12-21,27.0882
2011-12-22,27.0882
2011-12-23,27.0882
2011-12-24,27.0882
2011-12-25,27.0882
2011-12-26,27.0882
2011-12-27,27.0882
2011-12-28,27.0882
2011-12-29,27.0882
2011-12-30,27.0882
2011-12-31,38.424
2012-01-01,38.424
2012-01-02,38.424
2012-01-03,38.424
2012-01-04,38.424
2012-01-05,38.424
2012-01-06,38.424
2012-01-07,38.424
2012-01-08,38.424
2012-01-09,38.424
2012-01-10,38.424
2012-01-11,38.424
2012-01-12,38.424
2012-01-13,38.424
2012-01-14,38.424
2012-01-15,38.424
2012-01-16,38.424
2012-01-17,38.424
2012-01-18,38.424
2012-01-19,38.424
2012-01-20,38.424
2012-01-21,38.424
2012-01-22,38.424
2012-01-23,38.424
2012-01-24,38.424
2012-01-25,38.424
2012-01-26,38.424
2012-01-27,38.424
2012-01-28,38.424
2012-01-29,38.424
2012-01-30,38.424
2012-01-31,38.424
2012-02-01,38.424
2012-02-02,38.424
2012-02-03,38.424
2012-02-04,38.424
2012-02-05,38.424
2012-02-06,38.424
2012-02-07,38.424
2012-02-08,38.424
2012-02-09,38.424
2012-02-10,38.424
2012-02-11,38.424
2012-02-12,38.424
2012-02-13,38.424
2012-02-14,38.424
2012-02-15,38.424
2012-02-16,38.424
2012-02-17,38.424
2012-02-18,38.424
2012-02-19,38.424
2012-02-20,38.424
2012-02-21,38.424
2012-02-22,38.424
2012-02-23,38.424
2012-02-24,38.424
2012-02-25,38.424
2012-02-26,38.424
2012-02-27,38.424
2012-02-28,38.424
2012-02-29,38.424
2012-03-01,38.424
2012-03-02,38.424
2012-03-03,38.424
2012-03-04,38.424
2012-03-05,38.424
2012-03-06,38.424
2012-03-07,38.424
2012-03-08,38.424
2012-03-09,38.424
2012-03-10,38.424
2012-03-11,38.424
2012-03-12,38.424
2012-03-13,38.424
2012-03-14,38.424
2012-03-15,38.424
2012-03-16,38.424
2012-03-17,38.424
2012-03-18,38.424
2012-03-19,38.424
2012-03-20,38.424
2012-03-21,38.424
2012-03-22,38.424
2012-03-23,38.424
2012-03-24,38.424
2012-03-25,38.424
2012-03-26,38.424
2012-03-27,38.424
2012-03-28,38.424
2012-03-29,38.424
2012-03-30,38.424
2012-03-31,35.3416
2012-04-01,35.3416
2012-04-02,35.3416
2012-04-03,35.3416
2012-04-04,35.3416
2012-04-05,35.3416
2012-04-06,35.3416
2012-04-07,35.3416
2012-04-08,35.3416
2012-04-09,35.3416
2012-04-10,35.3416
2012-04-11,35.3416
2012-04-12,35.3416
2012-04-13,35.3416
2012-04-14,35.3416
2012-04-15,35.3416
2012-04-16,35.3416
2012-04-17,35.3416
2012-04-18,35.3416
2012-04-19,35.3416
2012-04-20,35.3416
2012-04-21,35.3416
2012-04-22,35.3416
2012-04-23,35.3416
2012-04-24,35.3416
2012-04-25,35.3416
2012-04-26,35.3416
2012-04-27,35.3416
2012-04-28,35.3416
2012-04-29,35.3416
2012-04-30,35.3416
2012-05-01,35.3416
2012-05-02,35.3416
2012-05-03,35.3416
2012-05-04,35.3416
2012-05-05,35.3416
2012-05-06,35.3416
2012-05-07,35.3416
2012-05-08,35.3416
2012-05-09,35.3416
2012-05-10,35.3416
2012-05-11,35.3416
2012-05-12,35.3416
2012-05-13,35.3416
2012-05-14,35.3416
2012-05-15,35.3416
2012-05-16,35.3416
2012-05-17,35.3416
2012-05-18,35.3416
2012-05-19,35.3416
2012-05-20,35.3416
2012-05-21,35.3416
2012-05-22,35.3416
2012-05-23,35.3416
2012-05-24,35.3416
2012-05-25,35.3416
2012-05-26,35.3416
2012-05-27,35.3416
2012-05-28,35.3416
2012-05-29,35.3416
2012-05-30,35.3416
2012-05-31,35.3416
2012-06-01,35.3416
2012-06-02,35.3416
2012-06-03,35.3416
2012-06-04,35.3416
2012-06-05,35.3416
2012-06-06,35.3416
2012-06-07,35.3416
2012-06-08,35.3416
2012-06-09,35.3416
2012-06-10,35.3416
2012-06-11,35.3416
2012-06-12,35.3416
2012-06-13,35.3416
2012-06-14,35.3416
2012-06-15,35.3416
2012-06-16,35.3416
2012-06-17,35.3416
2012-06-18,35.3416
2012-06-19,35.3416
2012-06-20,35.3416
2012-06-21,35.3416
2012-06-22,35.3416
2012-06-23,35.3416
2012-06-24,35.3416
2012-06-25,35.3416
2012-06-26,35.3416
2012-06-27,35.3416
2012-06-28,35.3416
2012-06-29,35.3416
2012-06-30,45.9468
2012-07-01,45.9468
2012-07-02,45.9468
2012-07-03,45.9468
2012-07-04,45.9468
2012-07-05,45.9468
2012-07-06,45.9468
2012-07-07,45.9468
2012-07-08,45.9468
2012-07-09,45.9468
2012-07-10,45.9468
2012-07-11,45.9468
2012-07-12,45.9468
2012-07-13,45.9468
2012-07-14,45.9468
2012-07-15,45.9468
2012-07-16,45.9468
2012-07-17,45.9468
2012-07-18,45.9468
2012-07-19,45.9468
2012-07-20,45.9468
2012-07-21,45.9468
2012-07-22,45.9468
2012-07-23,45.9468
2012-07-24,45.9468
2012-07-25,45.9468
2012-07-26,45.9468
2012-07-27,45.9468
2012-07-28,45.9468
2012-07-29,45.9468
2012-07-30,45.9468
2012-07-31,45.9468
2012-08-01,45.9468
2012-08-02,45.9468
2012-08-03,45.9468
2012-08-04,45.9468
2012-08-05,45.9468
2012-08-06,45.9468
2012-08-07,45.9468
2012-08-08,45.9468
2012-08-09,45.9468
2012-08-10,45.9468
2012-08-11,45.9468
2012-08-12,45.9468
2012-08-13,45.9468
2012-08-14,45.9468
2012-08-15,45.9468
2012-08-16,45.9468
2012-08-17,45.9468
2012-08-18,45.9468
2012-08-19,45.9468
2012-08-20,45.9468
2012-08-21,45.9468
2012-08-22,45.9468
2012-08-23,45.9468
2012-08-24,45.9468
2012-08-25,45.9468
2012-08-26,45.9468
2012-08-27,45.9468
2012-08-28,45.9468
2012-08-29,45.9468
2012-08-30,45.9468
2012-08-31,45.9468
2012-09-01,45.9468
2012-09-02,45.9468
2012-09-03,45.9468
2012-09-04,45.9468
2012-09-05,45.9468
2012-09-06,45.9468
2012-09-07,45.9468
2012-09-08,45.9468
2012-09-09,45.9468
2012-09-10,45.9468
2012-09-11,45.9468
2012-09-12,45.9468
2012-09-13,45.9468
2012-09-14,45.9468
2012-09-15,45.9468
2012-09-16,45.9468
2012-09-17,45.9468
2012-09-18,45.9468
2012-09-19,45.9468
2012-09-20,45.9468
2012-09-21,45.9468
2012-09-22,45.9468
2012-09-23,45.9468
2012-09-24,45.9468
2012-09-25,45.9468
2012-09-26,45.9468
2012-09-27,45.9468
2012-09-28,45.9468
2012-09-29,45.9468
2012-09-30,42.9831
2012-10-01,42.9831
2012-10-02,42.9831
2012-10-03,42.9831
2012-10-04,42.9831
2012-10-05,42.9831
2012-10-06,42.9831
2012-10-07,42.9831
2012-10-08,42.9831
2012-10-09,42.9831
2012-10-10,42.9831
2012-10-11,42.9831
2012-10-12,42.9831
2012-10-13,42.9831
2012-10-14,42.9831
2012-10-15,42.9831
2012-10-16,42.9831
2012-10-17,42.9831
2012-10-18,42.9831
2012-10-19,42.9831
2012-10-20,42.9831
2012-10-21,42.9831
2012-10-22,42.9831
2012-10-23,42.9831
2012-10-24,42.9831
2012-10-25,42.9831
2012-10-26,42.9831
2012-10-27,42.9831
2012-10-28,42.9831
2012-10-29,42.9831
2012-10-30,42.9831
2012-10-31,42.9831
2012-11-01,42.9831
2012-11-02,42.9831
2012-11-03,42.9831
2012-11-04,42.9831
2012-11-05,42.9831
2012-11-06,42.9831
2012-11-07,42.9831
2012-11-08,42.9831
2012-11-09,42.9831
2012-11-10,42.9831
2012-11-11,42.9831
2012-11-12,42.9831
2012-11-13,42.9831
2012-11-14,42.9831
2012-11-15,42.9831
2012-11-16,42.9831
2012-11-17,42.9831
2012-11-18,42.9831
2012-11-19,42.9831
2012-11-20,42.9831
2012-11-21,42.9831
2012-11-22,42.9831
2012-11-23,42.9831
2012-11-24,42.9831
2012-11-25,42.9831
2012-11-26,42.9831
2012-11-27,42.9831
2012-11-28,42.9831
2012-11-29,42.9831
2012-11-30,42.9831
2012-12-01,42.9831
2012-12-02,42.9831
2012-12-03,42.9831
2012-12-04,42.9831
2012-12-05,42.9831
2012-12-06,42.9831
2012-12-07,42.9831
2012-12-08,42.9831
2012-12-09,42.9831
2012-12-10,42.9831
2012-12-11,42.9831
2012-12-12,42.9831
2012-12-13,42.9831
2012-12-14,42.9831
2012-12-15,42.9831
2012-12-16,42.9831
2012-12-17,42.9831
2012-12-18,42.9831
2012-12-19,42.9831
2012-12-20,42.9831
2012-12-21,42.9831
2012-12-22,42.9831
2012-12-23,42.9831
2012-12-24,42.9831
2012-12-25,42.9831
2012-12-26,42.9831
2012-12-27,42.9831
2012-12-28,42.9831
2012-12-29,42.9831
2012-12-30,42.9831
2012-12-31,65.5727
2013-01-01,65.5727
2013-01-02,65.5727
2013-01-03,65.5727
2013-01-04,65.5727
2013-01-05,65.5727
2013-01-06,65.5727
2013-01-07,65.5727
2013-01-08,65.5727
2013-01-09,65.5727
2013-01-10,65.5727
2013-01-11,65.5727
2013-01-12,65.5727
2013-01-13,65.5727
2013-01-14,65.5727
2013-01-15,65.5727
2013-01-16,65.5727
2013-01-17,65.5727
2013-01-18,65.5727
2013-01-19,65.5727
2013-01-20,65.5727
2013-01-21,65.5727
2013-01-22,65.5727
2013-01-23,65.5727
2013-01-24,65.5727
2013-01-25,65.5727
2013-01-26,65.5727
2013-01-27,65.5727
2013-01-28,65.5727
2013-01-29,65.5727
2013-01-30,65.5727
2013-01-31,65.5727
2013-02-01,65.5727
2013-02-02,65.5727
2013-02-03,65.5727
2013-02-04,65.5727
2013-02-05,65.5727
2013-02-06,65.5727
2013-02-07,65.5727
2013-02-08,65.5727
2013-02-09,65.5727
2013-02-10,65.5727
2013-02-11,65.5727
2013-02-12,65.5727
2013-02-13,65.5727
2013-02-14,65.5727
2013-02-15,65.5727
2013-02-16,65.5727
2013-02-17,65.5727
2013-02-18,65.5727
2013-02-19,65.5727
2013-02-20,65.5727
2013-02-21,65.5727
2013-02-22,65.5727
2013-02-23,65.5727
2013-02-24,65.5727
2013-02-25,65.5727
2013-02-26,65.5727
2013-02-27,65.5727
2013-02-28,65.5727
2013-03-01,65.5727
2013-03-02,65.5727
2013-03-03,65.5727
2013-03-04,65.5727
2013-03-05,65.5727
2013-03-06,65.5727
2013-03-07,65.5727
2013-03-08,65.5727
2013-03-09,65.5727
2013-03-10,65.5727
2013-03-11,65.5727
2013-03-12,65.5727
2013-03-13,65.5727
2013-03-14,65.5727
2013-03-15,65.5727
2013-03-16,65.5727
2013-03-17,65.5727
2013-03-18,65.5727
2013-03-19,65.5727
2013-03-20,65.5727
2013-03-21,65.5727
2013-03-22,65.5727
2013-03-23,65.5727
2013-03-24,65.5727
