,NESZ MK Equity
2011-01-21,66.3095
2011-01-22,66.3095
2011-01-23,66.3095
2011-01-24,66.3095
2011-01-25,66.3095
2011-01-26,66.3095
2011-01-27,66.3095
2011-01-28,66.3095
2011-01-29,66.3095
2011-01-30,66.3095
2011-01-31,66.3095
2011-02-01,66.3095
2011-02-02,66.3095
2011-02-03,66.3095
2011-02-04,66.3095
2011-02-05,66.3095
2011-02-06,66.3095
2011-02-07,66.3095
2011-02-08,66.3095
2011-02-09,66.3095
2011-02-10,66.3095
2011-02-11,66.3095
2011-02-12,66.3095
2011-02-13,66.3095
2011-02-14,66.3095
2011-02-15,66.3095
2011-02-16,66.3095
2011-02-17,66.3095
2011-02-18,66.3095
2011-02-19,66.3095
2011-02-20,66.3095
2011-02-21,66.3095
2011-02-22,66.3095
2011-02-23,66.3095
2011-02-24,66.3095
2011-02-25,66.3095
2011-02-26,66.3095
2011-02-27,66.3095
2011-02-28,66.3095
2011-03-01,66.3095
2011-03-02,66.3095
2011-03-03,66.3095
2011-03-04,66.3095
2011-03-05,66.3095
2011-03-06,66.3095
2011-03-07,66.3095
2011-03-08,66.3095
2011-03-09,66.3095
2011-03-10,66.3095
2011-03-11,66.3095
2011-03-12,66.3095
2011-03-13,66.3095
2011-03-14,66.3095
2011-03-15,66.3095
2011-03-16,66.3095
2011-03-17,66.3095
2011-03-18,66.3095
2011-03-19,66.3095
2011-03-20,66.3095
2011-03-21,66.3095
2011-03-22,66.3095
2011-03-23,66.3095
2011-03-24,66.3095
2011-03-25,66.3095
2011-03-26,66.3095
2011-03-27,66.3095
2011-03-28,66.3095
2011-03-29,66.3095
2011-03-30,66.3095
2011-03-31,54.0686
2011-04-01,54.0686
2011-04-02,54.0686
2011-04-03,54.0686
2011-04-04,54.0686
2011-04-05,54.0686
2011-04-06,54.0686
2011-04-07,54.0686
2011-04-08,54.0686
2011-04-09,54.0686
2011-04-10,54.0686
2011-04-11,54.0686
2011-04-12,54.0686
2011-04-13,54.0686
2011-04-14,54.0686
2011-04-15,54.0686
2011-04-16,54.0686
2011-04-17,54.0686
2011-04-18,54.0686
2011-04-19,54.0686
2011-04-20,54.0686
2011-04-21,54.0686
2011-04-22,54.0686
2011-04-23,54.0686
2011-04-24,54.0686
2011-04-25,54.0686
2011-04-26,54.0686
2011-04-27,54.0686
2011-04-28,54.0686
2011-04-29,54.0686
2011-04-30,54.0686
2011-05-01,54.0686
2011-05-02,54.0686
2011-05-03,54.0686
2011-05-04,54.0686
2011-05-05,54.0686
2011-05-06,54.0686
2011-05-07,54.0686
2011-05-08,54.0686
2011-05-09,54.0686
2011-05-10,54.0686
2011-05-11,54.0686
2011-05-12,54.0686
2011-05-13,54.0686
2011-05-14,54.0686
2011-05-15,54.0686
2011-05-16,54.0686
2011-05-17,54.0686
2011-05-18,54.0686
2011-05-19,54.0686
2011-05-20,54.0686
2011-05-21,54.0686
2011-05-22,54.0686
2011-05-23,54.0686
2011-05-24,54.0686
2011-05-25,54.0686
2011-05-26,54.0686
2011-05-27,54.0686
2011-05-28,54.0686
2011-05-29,54.0686
2011-05-30,54.0686
2011-05-31,54.0686
2011-06-01,54.0686
2011-06-02,54.0686
2011-06-03,54.0686
2011-06-04,54.0686
2011-06-05,54.0686
2011-06-06,54.0686
2011-06-07,54.0686
2011-06-08,54.0686
2011-06-09,54.0686
2011-06-10,54.0686
2011-06-11,54.0686
2011-06-12,54.0686
2011-06-13,54.0686
2011-06-14,54.0686
2011-06-15,54.0686
2011-06-16,54.0686
2011-06-17,54.0686
2011-06-18,54.0686
2011-06-19,54.0686
2011-06-20,54.0686
2011-06-21,54.0686
2011-06-22,54.0686
2011-06-23,54.0686
2011-06-24,54.0686
2011-06-25,54.0686
2011-06-26,54.0686
2011-06-27,54.0686
2011-06-28,54.0686
2011-06-29,54.0686
2011-06-30,67.2625
2011-07-01,67.2625
2011-07-02,67.2625
2011-07-03,67.2625
2011-07-04,67.2625
2011-07-05,67.2625
2011-07-06,67.2625
2011-07-07,67.2625
2011-07-08,67.2625
2011-07-09,67.2625
2011-07-10,67.2625
2011-07-11,67.2625
2011-07-12,67.2625
2011-07-13,67.2625
2011-07-14,67.2625
2011-07-15,67.2625
2011-07-16,67.2625
2011-07-17,67.2625
2011-07-18,67.2625
2011-07-19,67.2625
2011-07-20,67.2625
2011-07-21,67.2625
2011-07-22,67.2625
2011-07-23,67.2625
2011-07-24,67.2625
2011-07-25,67.2625
2011-07-26,67.2625
2011-07-27,67.2625
2011-07-28,67.2625
2011-07-29,67.2625
2011-07-30,67.2625
2011-07-31,67.2625
2011-08-01,67.2625
2011-08-02,67.2625
2011-08-03,67.2625
2011-08-04,67.2625
2011-08-05,67.2625
2011-08-06,67.2625
2011-08-07,67.2625
2011-08-08,67.2625
2011-08-09,67.2625
2011-08-10,67.2625
2011-08-11,67.2625
2011-08-12,67.2625
2011-08-13,67.2625
2011-08-14,67.2625
2011-08-15,67.2625
2011-08-16,67.2625
2011-08-17,67.2625
2011-08-18,67.2625
2011-08-19,67.2625
2011-08-20,67.2625
2011-08-21,67.2625
2011-08-22,67.2625
2011-08-23,67.2625
2011-08-24,67.2625
2011-08-25,67.2625
2011-08-26,67.2625
2011-08-27,67.2625
2011-08-28,67.2625
2011-08-29,67.2625
2011-08-30,67.2625
2011-08-31,67.2625
2011-09-01,67.2625
2011-09-02,67.2625
2011-09-03,67.2625
2011-09-04,67.2625
2011-09-05,67.2625
2011-09-06,67.2625
2011-09-07,67.2625
2011-09-08,67.2625
2011-09-09,67.2625
2011-09-10,67.2625
2011-09-11,67.2625
2011-09-12,67.2625
2011-09-13,67.2625
2011-09-14,67.2625
2011-09-15,67.2625
2011-09-16,67.2625
2011-09-17,67.2625
2011-09-18,67.2625
2011-09-19,67.2625
2011-09-20,67.2625
2011-09-21,67.2625
2011-09-22,67.2625
2011-09-23,67.2625
2011-09-24,67.2625
2011-09-25,67.2625
2011-09-26,67.2625
2011-09-27,67.2625
2011-09-28,67.2625
2011-09-29,67.2625
2011-09-30,56.8616
2011-10-01,56.8616
2011-10-02,56.8616
2011-10-03,56.8616
2011-10-04,56.8616
2011-10-05,56.8616
2011-10-06,56.8616
2011-10-07,56.8616
2011-10-08,56.8616
2011-10-09,56.8616
2011-10-10,56.8616
2011-10-11,56.8616
2011-10-12,56.8616
2011-10-13,56.8616
2011-10-14,56.8616
2011-10-15,56.8616
2011-10-16,56.8616
2011-10-17,56.8616
2011-10-18,56.8616
2011-10-19,56.8616
2011-10-20,56.8616
2011-10-21,56.8616
2011-10-22,56.8616
2011-10-23,56.8616
2011-10-24,56.8616
2011-10-25,56.8616
2011-10-26,56.8616
2011-10-27,56.8616
2011-10-28,56.8616
2011-10-29,56.8616
2011-10-30,56.8616
2011-10-31,56.8616
2011-11-01,56.8616
2011-11-02,56.8616
2011-11-03,56.8616
2011-11-04,56.8616
2011-11-05,56.8616
2011-11-06,56.8616
2011-11-07,56.8616
2011-11-08,56.8616
2011-11-09,56.8616
2011-11-10,56.8616
2011-11-11,56.8616
2011-11-12,56.8616
2011-11-13,56.8616
2011-11-14,56.8616
2011-11-15,56.8616
2011-11-16,56.8616
2011-11-17,56.8616
2011-11-18,56.8616
2011-11-19,56.8616
2011-11-20,56.8616
2011-11-21,56.8616
2011-11-22,56.8616
2011-11-23,56.8616
2011-11-24,56.8616
2011-11-25,56.8616
2011-11-26,56.8616
2011-11-27,56.8616
2011-11-28,56.8616
2011-11-29,56.8616
2011-11-30,56.8616
2011-12-01,56.8616
2011-12-02,56.8616
2011-12-03,56.8616
2011-12-04,56.8616
2011-12-05,56.8616
2011-12-06,56.8616
2011-12-07,56.8616
2011-12-08,56.8616
2011-12-09,56.8616
2011-12-10,56.8616
2011-12-11,56.8616
2011-12-12,56.8616
2011-12-13,56.8616
2011-12-14,56.8616
2011-12-15,56.8616
2011-12-16,56.8616
2011-12-17,56.8616
2011-12-18,56.8616
2011-12-19,56.8616
2011-12-20,56.8616
2011-12-21,56.8616
2011-12-22,56.8616
2011-12-23,56.8616
2011-12-24,56.8616
2011-12-25,56.8616
2011-12-26,56.8616
2011-12-27,56.8616
2011-12-28,56.8616
2011-12-29,56.8616
2011-12-30,56.8616
2011-12-31,67.4737
2012-01-01,67.4737
2012-01-02,67.4737
2012-01-03,67.4737
2012-01-04,67.4737
2012-01-05,67.4737
2012-01-06,67.4737
2012-01-07,67.4737
2012-01-08,67.4737
2012-01-09,67.4737
2012-01-10,67.4737
2012-01-11,67.4737
2012-01-12,67.4737
2012-01-13,67.4737
2012-01-14,67.4737
2012-01-15,67.4737
2012-01-16,67.4737
2012-01-17,67.4737
2012-01-18,67.4737
2012-01-19,67.4737
2012-01-20,67.4737
2012-01-21,67.4737
2012-01-22,67.4737
2012-01-23,67.4737
2012-01-24,67.4737
2012-01-25,67.4737
2012-01-26,67.4737
2012-01-27,67.4737
2012-01-28,67.4737
2012-01-29,67.4737
2012-01-30,67.4737
2012-01-31,67.4737
2012-02-01,67.4737
2012-02-02,67.4737
2012-02-03,67.4737
2012-02-04,67.4737
2012-02-05,67.4737
2012-02-06,67.4737
2012-02-07,67.4737
2012-02-08,67.4737
2012-02-09,67.4737
2012-02-10,67.4737
2012-02-11,67.4737
2012-02-12,67.4737
2012-02-13,67.4737
2012-02-14,67.4737
2012-02-15,67.4737
2012-02-16,67.4737
2012-02-17,67.4737
2012-02-18,67.4737
2012-02-19,67.4737
2012-02-20,67.4737
2012-02-21,67.4737
2012-02-22,67.4737
2012-02-23,67.4737
2012-02-24,67.4737
2012-02-25,67.4737
2012-02-26,67.4737
2012-02-27,67.4737
2012-02-28,67.4737
2012-02-29,67.4737
2012-03-01,67.4737
2012-03-02,67.4737
2012-03-03,67.4737
2012-03-04,67.4737
2012-03-05,67.4737
2012-03-06,67.4737
2012-03-07,67.4737
2012-03-08,67.4737
2012-03-09,67.4737
2012-03-10,67.4737
2012-03-11,67.4737
2012-03-12,67.4737
2012-03-13,67.4737
2012-03-14,67.4737
2012-03-15,67.4737
2012-03-16,67.4737
2012-03-17,67.4737
2012-03-18,67.4737
2012-03-19,67.4737
2012-03-20,67.4737
2012-03-21,67.4737
2012-03-22,67.4737
2012-03-23,67.4737
2012-03-24,67.4737
2012-03-25,67.4737
2012-03-26,67.4737
2012-03-27,67.4737
2012-03-28,67.4737
2012-03-29,67.4737
2012-03-30,67.4737
2012-03-31,54.5752
2012-04-01,54.5752
2012-04-02,54.5752
2012-04-03,54.5752
2012-04-04,54.5752
2012-04-05,54.5752
2012-04-06,54.5752
2012-04-07,54.5752
2012-04-08,54.5752
2012-04-09,54.5752
2012-04-10,54.5752
2012-04-11,54.5752
2012-04-12,54.5752
2012-04-13,54.5752
2012-04-14,54.5752
2012-04-15,54.5752
2012-04-16,54.5752
2012-04-17,54.5752
2012-04-18,54.5752
2012-04-19,54.5752
2012-04-20,54.5752
2012-04-21,54.5752
2012-04-22,54.5752
2012-04-23,54.5752
2012-04-24,54.5752
2012-04-25,54.5752
2012-04-26,54.5752
2012-04-27,54.5752
2012-04-28,54.5752
2012-04-29,54.5752
2012-04-30,54.5752
2012-05-01,54.5752
2012-05-02,54.5752
2012-05-03,54.5752
2012-05-04,54.5752
2012-05-05,54.5752
2012-05-06,54.5752
2012-05-07,54.5752
2012-05-08,54.5752
2012-05-09,54.5752
2012-05-10,54.5752
2012-05-11,54.5752
2012-05-12,54.5752
2012-05-13,54.5752
2012-05-14,54.5752
2012-05-15,54.5752
2012-05-16,54.5752
2012-05-17,54.5752
2012-05-18,54.5752
2012-05-19,54.5752
2012-05-20,54.5752
2012-05-21,54.5752
2012-05-22,54.5752
2012-05-23,54.5752
2012-05-24,54.5752
2012-05-25,54.5752
2012-05-26,54.5752
2012-05-27,54.5752
2012-05-28,54.5752
2012-05-29,54.5752
2012-05-30,54.5752
2012-05-31,54.5752
2012-06-01,54.5752
2012-06-02,54.5752
2012-06-03,54.5752
2012-06-04,54.5752
2012-06-05,54.5752
2012-06-06,54.5752
2012-06-07,54.5752
2012-06-08,54.5752
2012-06-09,54.5752
2012-06-10,54.5752
2012-06-11,54.5752
2012-06-12,54.5752
2012-06-13,54.5752
2012-06-14,54.5752
2012-06-15,54.5752
2012-06-16,54.5752
2012-06-17,54.5752
2012-06-18,54.5752
2012-06-19,54.5752
2012-06-20,54.5752
2012-06-21,54.5752
2012-06-22,54.5752
2012-06-23,54.5752
2012-06-24,54.5752
2012-06-25,54.5752
2012-06-26,54.5752
2012-06-27,54.5752
2012-06-28,54.5752
2012-06-29,54.5752
2012-06-30,72.7822
2012-07-01,72.7822
2012-07-02,72.7822
2012-07-03,72.7822
2012-07-04,72.7822
2012-07-05,72.7822
2012-07-06,72.7822
2012-07-07,72.7822
2012-07-08,72.7822
2012-07-09,72.7822
2012-07-10,72.7822
2012-07-11,72.7822
2012-07-12,72.7822
2012-07-13,72.7822
2012-07-14,72.7822
2012-07-15,72.7822
2012-07-16,72.7822
2012-07-17,72.7822
2012-07-18,72.7822
2012-07-19,72.7822
2012-07-20,72.7822
2012-07-21,72.7822
2012-07-22,72.7822
2012-07-23,72.7822
2012-07-24,72.7822
2012-07-25,72.7822
2012-07-26,72.7822
2012-07-27,72.7822
2012-07-28,72.7822
2012-07-29,72.7822
2012-07-30,72.7822
2012-07-31,72.7822
2012-08-01,72.7822
2012-08-02,72.7822
2012-08-03,72.7822
2012-08-04,72.7822
2012-08-05,72.7822
2012-08-06,72.7822
2012-08-07,72.7822
2012-08-08,72.7822
2012-08-09,72.7822
2012-08-10,72.7822
2012-08-11,72.7822
2012-08-12,72.7822
2012-08-13,72.7822
2012-08-14,72.7822
2012-08-15,72.7822
2012-08-16,72.7822
2012-08-17,72.7822
2012-08-18,72.7822
2012-08-19,72.7822
2012-08-20,72.7822
2012-08-21,72.7822
2012-08-22,72.7822
2012-08-23,72.7822
2012-08-24,72.7822
2012-08-25,72.7822
2012-08-26,72.7822
2012-08-27,72.7822
2012-08-28,72.7822
2012-08-29,72.7822
2012-08-30,72.7822
2012-08-31,72.7822
2012-09-01,72.7822
2012-09-02,72.7822
2012-09-03,72.7822
2012-09-04,72.7822
2012-09-05,72.7822
2012-09-06,72.7822
2012-09-07,72.7822
2012-09-08,72.7822
2012-09-09,72.7822
2012-09-10,72.7822
2012-09-11,72.7822
2012-09-12,72.7822
2012-09-13,72.7822
2012-09-14,72.7822
2012-09-15,72.7822
2012-09-16,72.7822
2012-09-17,72.7822
2012-09-18,72.7822
2012-09-19,72.7822
2012-09-20,72.7822
2012-09-21,72.7822
2012-09-22,72.7822
2012-09-23,72.7822
2012-09-24,72.7822
2012-09-25,72.7822
2012-09-26,72.7822
2012-09-27,72.7822
2012-09-28,72.7822
2012-09-29,72.7822
2012-09-30,65.2282
2012-10-01,65.2282
2012-10-02,65.2282
2012-10-03,65.2282
2012-10-04,65.2282
2012-10-05,65.2282
2012-10-06,65.2282
2012-10-07,65.2282
2012-10-08,65.2282
2012-10-09,65.2282
2012-10-10,65.2282
2012-10-11,65.2282
2012-10-12,65.2282
2012-10-13,65.2282
2012-10-14,65.2282
2012-10-15,65.2282
2012-10-16,65.2282
2012-10-17,65.2282
2012-10-18,65.2282
2012-10-19,65.2282
2012-10-20,65.2282
2012-10-21,65.2282
2012-10-22,65.2282
2012-10-23,65.2282
2012-10-24,65.2282
2012-10-25,65.2282
2012-10-26,65.2282
2012-10-27,65.2282
2012-10-28,65.2282
2012-10-29,65.2282
2012-10-30,65.2282
2012-10-31,65.2282
2012-11-01,65.2282
2012-11-02,65.2282
2012-11-03,65.2282
2012-11-04,65.2282
2012-11-05,65.2282
2012-11-06,65.2282
2012-11-07,65.2282
2012-11-08,65.2282
2012-11-09,65.2282
2012-11-10,65.2282
2012-11-11,65.2282
2012-11-12,65.2282
2012-11-13,65.2282
2012-11-14,65.2282
2012-11-15,65.2282
2012-11-16,65.2282
2012-11-17,65.2282
2012-11-18,65.2282
2012-11-19,65.2282
2012-11-20,65.2282
2012-11-21,65.2282
2012-11-22,65.2282
2012-11-23,65.2282
2012-11-24,65.2282
2012-11-25,65.2282
2012-11-26,65.2282
2012-11-27,65.2282
2012-11-28,65.2282
2012-11-29,65.2282
2012-11-30,65.2282
2012-12-01,65.2282
2012-12-02,65.2282
2012-12-03,65.2282
2012-12-04,65.2282
2012-12-05,65.2282
2012-12-06,65.2282
2012-12-07,65.2282
2012-12-08,65.2282
2012-12-09,65.2282
2012-12-10,65.2282
2012-12-11,65.2282
2012-12-12,65.2282
2012-12-13,65.2282
2012-12-14,65.2282
2012-12-15,65.2282
2012-12-16,65.2282
2012-12-17,65.2282
2012-12-18,65.2282
2012-12-19,65.2282
2012-12-20,65.2282
2012-12-21,65.2282
2012-12-22,65.2282
2012-12-23,65.2282
2012-12-24,65.2282
2012-12-25,65.2282
2012-12-26,65.2282
2012-12-27,65.2282
2012-12-28,65.2282
2012-12-29,65.2282
2012-12-30,65.2282
2012-12-31,71.9915
2013-01-01,71.9915
2013-01-02,71.9915
2013-01-03,71.9915
2013-01-04,71.9915
2013-01-05,71.9915
2013-01-06,71.9915
2013-01-07,71.9915
2013-01-08,71.9915
2013-01-09,71.9915
2013-01-10,71.9915
2013-01-11,71.9915
2013-01-12,71.9915
2013-01-13,71.9915
2013-01-14,71.9915
2013-01-15,71.9915
2013-01-16,71.9915
2013-01-17,71.9915
2013-01-18,71.9915
2013-01-19,71.9915
2013-01-20,71.9915
2013-01-21,71.9915
2013-01-22,71.9915
2013-01-23,71.9915
2013-01-24,71.9915
2013-01-25,71.9915
2013-01-26,71.9915
2013-01-27,71.9915
2013-01-28,71.9915
2013-01-29,71.9915
2013-01-30,71.9915
2013-01-31,71.9915
2013-02-01,71.9915
2013-02-02,71.9915
2013-02-03,71.9915
2013-02-04,71.9915
2013-02-05,71.9915
2013-02-06,71.9915
2013-02-07,71.9915
2013-02-08,71.9915
2013-02-09,71.9915
2013-02-10,71.9915
2013-02-11,71.9915
2013-02-12,71.9915
2013-02-13,71.9915
2013-02-14,71.9915
2013-02-15,71.9915
2013-02-16,71.9915
2013-02-17,71.9915
2013-02-18,71.9915
2013-02-19,71.9915
2013-02-20,71.9915
2013-02-21,71.9915
2013-02-22,71.9915
2013-02-23,71.9915
2013-02-24,71.9915
2013-02-25,71.9915
2013-02-26,71.9915
2013-02-27,71.9915
2013-02-28,71.9915
2013-03-01,71.9915
2013-03-02,71.9915
2013-03-03,71.9915
2013-03-04,71.9915
2013-03-05,71.9915
2013-03-06,71.9915
2013-03-07,71.9915
2013-03-08,71.9915
