,HEIM MK Equity
2010-04-27,31.7017
2010-04-28,31.7017
2010-04-29,31.7017
2010-04-30,31.7017
2010-05-01,31.7017
2010-05-02,31.7017
2010-05-03,31.7017
2010-05-04,31.7017
2010-05-05,31.7017
2010-05-06,31.7017
2010-05-07,31.7017
2010-05-08,31.7017
2010-05-09,31.7017
2010-05-10,31.7017
2010-05-11,31.7017
2010-05-12,31.7017
2010-05-13,31.7017
2010-05-14,31.7017
2010-05-15,31.7017
2010-05-16,31.7017
2010-05-17,31.7017
2010-05-18,31.7017
2010-05-19,31.7017
2010-05-20,31.7017
2010-05-21,31.7017
2010-05-22,31.7017
2010-05-23,31.7017
2010-05-24,31.7017
2010-05-25,31.7017
2010-05-26,31.7017
2010-05-27,31.7017
2010-05-28,31.7017
2010-05-29,31.7017
2010-05-30,31.7017
2010-05-31,31.7017
2010-06-01,31.7017
2010-06-02,31.7017
2010-06-03,31.7017
2010-06-04,31.7017
2010-06-05,31.7017
2010-06-06,31.7017
2010-06-07,31.7017
2010-06-08,31.7017
2010-06-09,31.7017
2010-06-10,31.7017
2010-06-11,31.7017
2010-06-12,31.7017
2010-06-13,31.7017
2010-06-14,31.7017
2010-06-15,31.7017
2010-06-16,31.7017
2010-06-17,31.7017
2010-06-18,31.7017
2010-06-19,31.7017
2010-06-20,31.7017
2010-06-21,31.7017
2010-06-22,31.7017
2010-06-23,31.7017
2010-06-24,31.7017
2010-06-25,31.7017
2010-06-26,31.7017
2010-06-27,31.7017
2010-06-28,31.7017
2010-06-29,31.7017
2010-06-30,33.4293
2010-07-01,33.4293
2010-07-02,33.4293
2010-07-03,33.4293
2010-07-04,33.4293
2010-07-05,33.4293
2010-07-06,33.4293
2010-07-07,33.4293
2010-07-08,33.4293
2010-07-09,33.4293
2010-07-10,33.4293
2010-07-11,33.4293
2010-07-12,33.4293
2010-07-13,33.4293
2010-07-14,33.4293
2010-07-15,33.4293
2010-07-16,33.4293
2010-07-17,33.4293
2010-07-18,33.4293
2010-07-19,33.4293
2010-07-20,33.4293
2010-07-21,33.4293
2010-07-22,33.4293
2010-07-23,33.4293
2010-07-24,33.4293
2010-07-25,33.4293
2010-07-26,33.4293
2010-07-27,33.4293
2010-07-28,33.4293
2010-07-29,33.4293
2010-07-30,33.4293
2010-07-31,33.4293
2010-08-01,33.4293
2010-08-02,33.4293
2010-08-03,33.4293
2010-08-04,33.4293
2010-08-05,33.4293
2010-08-06,33.4293
2010-08-07,33.4293
2010-08-08,33.4293
2010-08-09,33.4293
2010-08-10,33.4293
2010-08-11,33.4293
2010-08-12,33.4293
2010-08-13,33.4293
2010-08-14,33.4293
2010-08-15,33.4293
2010-08-16,33.4293
2010-08-17,33.4293
2010-08-18,33.4293
2010-08-19,33.4293
2010-08-20,33.4293
2010-08-21,33.4293
2010-08-22,33.4293
2010-08-23,33.4293
2010-08-24,33.4293
2010-08-25,33.4293
2010-08-26,33.4293
2010-08-27,33.4293
2010-08-28,33.4293
2010-08-29,33.4293
2010-08-30,33.4293
2010-08-31,33.4293
2010-09-01,33.4293
2010-09-02,33.4293
2010-09-03,33.4293
2010-09-04,33.4293
2010-09-05,33.4293
2010-09-06,33.4293
2010-09-07,33.4293
2010-09-08,33.4293
2010-09-09,33.4293
2010-09-10,33.4293
2010-09-11,33.4293
2010-09-12,33.4293
2010-09-13,33.4293
2010-09-14,33.4293
2010-09-15,33.4293
2010-09-16,33.4293
2010-09-17,33.4293
2010-09-18,33.4293
2010-09-19,33.4293
2010-09-20,33.4293
2010-09-21,33.4293
2010-09-22,33.4293
2010-09-23,33.4293
2010-09-24,33.4293
2010-09-25,33.4293
2010-09-26,33.4293
2010-09-27,33.4293
2010-09-28,33.4293
2010-09-29,33.4293
2010-09-30,33.6443
2010-10-01,33.6443
2010-10-02,33.6443
2010-10-03,33.6443
2010-10-04,33.6443
2010-10-05,33.6443
2010-10-06,33.6443
2010-10-07,33.6443
2010-10-08,33.6443
2010-10-09,33.6443
2010-10-10,33.6443
2010-10-11,33.6443
2010-10-12,33.6443
2010-10-13,33.6443
2010-10-14,33.6443
2010-10-15,33.6443
2010-10-16,33.6443
2010-10-17,33.6443
2010-10-18,33.6443
2010-10-19,33.6443
2010-10-20,33.6443
2010-10-21,33.6443
2010-10-22,33.6443
2010-10-23,33.6443
2010-10-24,33.6443
2010-10-25,33.6443
2010-10-26,33.6443
2010-10-27,33.6443
2010-10-28,33.6443
2010-10-29,33.6443
2010-10-30,33.6443
2010-10-31,33.6443
2010-11-01,33.6443
2010-11-02,33.6443
2010-11-03,33.6443
2010-11-04,33.6443
2010-11-05,33.6443
2010-11-06,33.6443
2010-11-07,33.6443
2010-11-08,33.6443
2010-11-09,33.6443
2010-11-10,33.6443
2010-11-11,33.6443
2010-11-12,33.6443
2010-11-13,33.6443
2010-11-14,33.6443
2010-11-15,33.6443
2010-11-16,33.6443
2010-11-17,33.6443
2010-11-18,33.6443
2010-11-19,33.6443
2010-11-20,33.6443
2010-11-21,33.6443
2010-11-22,33.6443
2010-11-23,33.6443
2010-11-24,33.6443
2010-11-25,33.6443
2010-11-26,33.6443
2010-11-27,33.6443
2010-11-28,33.6443
2010-11-29,33.6443
2010-11-30,33.6443
2010-12-01,33.6443
2010-12-02,33.6443
2010-12-03,33.6443
2010-12-04,33.6443
2010-12-05,33.6443
2010-12-06,33.6443
2010-12-07,33.6443
2010-12-08,33.6443
2010-12-09,33.6443
2010-12-10,33.6443
2010-12-11,33.6443
2010-12-12,33.6443
2010-12-13,33.6443
2010-12-14,33.6443
2010-12-15,33.6443
2010-12-16,33.6443
2010-12-17,33.6443
2010-12-18,33.6443
2010-12-19,33.6443
2010-12-20,33.6443
2010-12-21,33.6443
2010-12-22,33.6443
2010-12-23,33.6443
2010-12-24,33.6443
2010-12-25,33.6443
2010-12-26,33.6443
2010-12-27,33.6443
2010-12-28,33.6443
2010-12-29,33.6443
2010-12-30,33.6443
2010-12-31,41.7757
2011-01-01,41.7757
2011-01-02,41.7757
2011-01-03,41.7757
2011-01-04,41.7757
2011-01-05,41.7757
2011-01-06,41.7757
2011-01-07,41.7757
2011-01-08,41.7757
2011-01-09,41.7757
2011-01-10,41.7757
2011-01-11,41.7757
2011-01-12,41.7757
2011-01-13,41.7757
2011-01-14,41.7757
2011-01-15,41.7757
2011-01-16,41.7757
2011-01-17,41.7757
2011-01-18,41.7757
2011-01-19,41.7757
2011-01-20,41.7757
2011-01-21,41.7757
2011-01-22,41.7757
2011-01-23,41.7757
2011-01-24,41.7757
2011-01-25,41.7757
2011-01-26,41.7757
2011-01-27,41.7757
2011-01-28,41.7757
2011-01-29,41.7757
2011-01-30,41.7757
2011-01-31,41.7757
2011-02-01,41.7757
2011-02-02,41.7757
2011-02-03,41.7757
2011-02-04,41.7757
2011-02-05,41.7757
2011-02-06,41.7757
2011-02-07,41.7757
2011-02-08,41.7757
2011-02-09,41.7757
2011-02-10,41.7757
2011-02-11,41.7757
2011-02-12,41.7757
2011-02-13,41.7757
2011-02-14,41.7757
2011-02-15,41.7757
2011-02-16,41.7757
2011-02-17,41.7757
2011-02-18,41.7757
2011-02-19,41.7757
2011-02-20,41.7757
2011-02-21,41.7757
2011-02-22,41.7757
2011-02-23,41.7757
2011-02-24,41.7757
2011-02-25,41.7757
2011-02-26,41.7757
2011-02-27,41.7757
2011-02-28,41.7757
2011-03-01,41.7757
2011-03-02,41.7757
2011-03-03,41.7757
2011-03-04,41.7757
2011-03-05,41.7757
2011-03-06,41.7757
2011-03-07,41.7757
2011-03-08,41.7757
2011-03-09,41.7757
2011-03-10,41.7757
2011-03-11,41.7757
2011-03-12,41.7757
2011-03-13,41.7757
2011-03-14,41.7757
2011-03-15,41.7757
2011-03-16,41.7757
2011-03-17,41.7757
2011-03-18,41.7757
2011-03-19,41.7757
2011-03-20,41.7757
2011-03-21,41.7757
2011-03-22,41.7757
2011-03-23,41.7757
2011-03-24,41.7757
2011-03-25,41.7757
2011-03-26,41.7757
2011-03-27,41.7757
2011-03-28,41.7757
2011-03-29,41.7757
2011-03-30,41.7757
2011-03-31,38.2311
2011-04-01,38.2311
2011-04-02,38.2311
2011-04-03,38.2311
2011-04-04,38.2311
2011-04-05,38.2311
2011-04-06,38.2311
2011-04-07,38.2311
2011-04-08,38.2311
2011-04-09,38.2311
2011-04-10,38.2311
2011-04-11,38.2311
2011-04-12,38.2311
2011-04-13,38.2311
2011-04-14,38.2311
2011-04-15,38.2311
2011-04-16,38.2311
2011-04-17,38.2311
2011-04-18,38.2311
2011-04-19,38.2311
2011-04-20,38.2311
2011-04-21,38.2311
2011-04-22,38.2311
2011-04-23,38.2311
2011-04-24,38.2311
2011-04-25,38.2311
2011-04-26,38.2311
2011-04-27,38.2311
2011-04-28,38.2311
2011-04-29,38.2311
2011-04-30,38.2311
2011-05-01,38.2311
2011-05-02,38.2311
2011-05-03,38.2311
2011-05-04,38.2311
2011-05-05,38.2311
2011-05-06,38.2311
2011-05-07,38.2311
2011-05-08,38.2311
2011-05-09,38.2311
2011-05-10,38.2311
2011-05-11,38.2311
2011-05-12,38.2311
2011-05-13,38.2311
2011-05-14,38.2311
2011-05-15,38.2311
2011-05-16,38.2311
2011-05-17,38.2311
2011-05-18,38.2311
2011-05-19,38.2311
2011-05-20,38.2311
2011-05-21,38.2311
2011-05-22,38.2311
2011-05-23,38.2311
2011-05-24,38.2311
2011-05-25,38.2311
2011-05-26,38.2311
2011-05-27,38.2311
2011-05-28,38.2311
2011-05-29,38.2311
2011-05-30,38.2311
2011-05-31,38.2311
2011-06-01,38.2311
2011-06-02,38.2311
2011-06-03,38.2311
2011-06-04,38.2311
2011-06-05,38.2311
2011-06-06,38.2311
2011-06-07,38.2311
2011-06-08,38.2311
2011-06-09,38.2311
2011-06-10,38.2311
2011-06-11,38.2311
2011-06-12,38.2311
2011-06-13,38.2311
2011-06-14,38.2311
2011-06-15,38.2311
2011-06-16,38.2311
2011-06-17,38.2311
2011-06-18,38.2311
2011-06-19,38.2311
2011-06-20,38.2311
2011-06-21,38.2311
2011-06-22,38.2311
2011-06-23,38.2311
2011-06-24,38.2311
2011-06-25,38.2311
2011-06-26,38.2311
2011-06-27,38.2311
2011-06-28,38.2311
2011-06-29,38.2311
2011-06-30,36.7331
2011-07-01,36.7331
2011-07-02,36.7331
2011-07-03,36.7331
2011-07-04,36.7331
2011-07-05,36.7331
2011-07-06,36.7331
2011-07-07,36.7331
2011-07-08,36.7331
2011-07-09,36.7331
2011-07-10,36.7331
2011-07-11,36.7331
2011-07-12,36.7331
2011-07-13,36.7331
2011-07-14,36.7331
2011-07-15,36.7331
2011-07-16,36.7331
2011-07-17,36.7331
2011-07-18,36.7331
2011-07-19,36.7331
2011-07-20,36.7331
2011-07-21,36.7331
2011-07-22,36.7331
2011-07-23,36.7331
2011-07-24,36.7331
2011-07-25,36.7331
2011-07-26,36.7331
2011-07-27,36.7331
2011-07-28,36.7331
2011-07-29,36.7331
2011-07-30,36.7331
2011-07-31,36.7331
2011-08-01,36.7331
2011-08-02,36.7331
2011-08-03,36.7331
2011-08-04,36.7331
2011-08-05,36.7331
2011-08-06,36.7331
2011-08-07,36.7331
2011-08-08,36.7331
2011-08-09,36.7331
2011-08-10,36.7331
2011-08-11,36.7331
2011-08-12,36.7331
2011-08-13,36.7331
2011-08-14,36.7331
2011-08-15,36.7331
2011-08-16,36.7331
2011-08-17,36.7331
2011-08-18,36.7331
2011-08-19,36.7331
2011-08-20,36.7331
2011-08-21,36.7331
2011-08-22,36.7331
2011-08-23,36.7331
2011-08-24,36.7331
2011-08-25,36.7331
2011-08-26,36.7331
2011-08-27,36.7331
2011-08-28,36.7331
2011-08-29,36.7331
2011-08-30,36.7331
2011-08-31,36.7331
2011-09-01,36.7331
2011-09-02,36.7331
2011-09-03,36.7331
2011-09-04,36.7331
2011-09-05,36.7331
2011-09-06,36.7331
2011-09-07,36.7331
2011-09-08,36.7331
2011-09-09,36.7331
2011-09-10,36.7331
2011-09-11,36.7331
2011-09-12,36.7331
2011-09-13,36.7331
2011-09-14,36.7331
2011-09-15,36.7331
2011-09-16,36.7331
2011-09-17,36.7331
2011-09-18,36.7331
2011-09-19,36.7331
2011-09-20,36.7331
2011-09-21,36.7331
2011-09-22,36.7331
2011-09-23,36.7331
2011-09-24,36.7331
2011-09-25,36.7331
2011-09-26,36.7331
2011-09-27,36.7331
2011-09-28,36.7331
2011-09-29,36.7331
2011-09-30,36.5961
2011-10-01,36.5961
2011-10-02,36.5961
2011-10-03,36.5961
2011-10-04,36.5961
2011-10-05,36.5961
2011-10-06,36.5961
2011-10-07,36.5961
2011-10-08,36.5961
2011-10-09,36.5961
2011-10-10,36.5961
2011-10-11,36.5961
2011-10-12,36.5961
2011-10-13,36.5961
2011-10-14,36.5961
2011-10-15,36.5961
2011-10-16,36.5961
2011-10-17,36.5961
2011-10-18,36.5961
2011-10-19,36.5961
2011-10-20,36.5961
2011-10-21,36.5961
2011-10-22,36.5961
2011-10-23,36.5961
2011-10-24,36.5961
2011-10-25,36.5961
2011-10-26,36.5961
2011-10-27,36.5961
2011-10-28,36.5961
2011-10-29,36.5961
2011-10-30,36.5961
2011-10-31,36.5961
2011-11-01,36.5961
2011-11-02,36.5961
2011-11-03,36.5961
2011-11-04,36.5961
2011-11-05,36.5961
2011-11-06,36.5961
2011-11-07,36.5961
2011-11-08,36.5961
2011-11-09,36.5961
2011-11-10,36.5961
2011-11-11,36.5961
2011-11-12,36.5961
2011-11-13,36.5961
2011-11-14,36.5961
2011-11-15,36.5961
2011-11-16,36.5961
2011-11-17,36.5961
2011-11-18,36.5961
2011-11-19,36.5961
2011-11-20,36.5961
2011-11-21,36.5961
2011-11-22,36.5961
2011-11-23,36.5961
2011-11-24,36.5961
2011-11-25,36.5961
2011-11-26,36.5961
2011-11-27,36.5961
2011-11-28,36.5961
2011-11-29,36.5961
2011-11-30,36.5961
2011-12-01,36.5961
2011-12-02,36.5961
2011-12-03,36.5961
2011-12-04,36.5961
2011-12-05,36.5961
2011-12-06,36.5961
2011-12-07,36.5961
2011-12-08,36.5961
2011-12-09,36.5961
2011-12-10,36.5961
2011-12-11,36.5961
2011-12-12,36.5961
2011-12-13,36.5961
2011-12-14,36.5961
2011-12-15,36.5961
2011-12-16,36.5961
2011-12-17,36.5961
2011-12-18,36.5961
2011-12-19,36.5961
2011-12-20,36.5961
2011-12-21,36.5961
2011-12-22,36.5961
2011-12-23,36.5961
2011-12-24,36.5961
2011-12-25,36.5961
2011-12-26,36.5961
2011-12-27,36.5961
2011-12-28,36.5961
2011-12-29,36.5961
2011-12-30,36.5961
2011-12-31,40.9057
2012-01-01,40.9057
2012-01-02,40.9057
2012-01-03,40.9057
2012-01-04,40.9057
2012-01-05,40.9057
2012-01-06,40.9057
2012-01-07,40.9057
2012-01-08,40.9057
2012-01-09,40.9057
2012-01-10,40.9057
2012-01-11,40.9057
2012-01-12,40.9057
2012-01-13,40.9057
2012-01-14,40.9057
2012-01-15,40.9057
2012-01-16,40.9057
2012-01-17,40.9057
2012-01-18,40.9057
2012-01-19,40.9057
2012-01-20,40.9057
2012-01-21,40.9057
2012-01-22,40.9057
2012-01-23,40.9057
2012-01-24,40.9057
2012-01-25,40.9057
2012-01-26,40.9057
2012-01-27,40.9057
2012-01-28,40.9057
2012-01-29,40.9057
2012-01-30,40.9057
2012-01-31,40.9057
2012-02-01,40.9057
2012-02-02,40.9057
2012-02-03,40.9057
2012-02-04,40.9057
2012-02-05,40.9057
2012-02-06,40.9057
2012-02-07,40.9057
2012-02-08,40.9057
2012-02-09,40.9057
2012-02-10,40.9057
2012-02-11,40.9057
2012-02-12,40.9057
2012-02-13,40.9057
2012-02-14,40.9057
2012-02-15,40.9057
2012-02-16,40.9057
2012-02-17,40.9057
2012-02-18,40.9057
2012-02-19,40.9057
2012-02-20,40.9057
2012-02-21,40.9057
2012-02-22,40.9057
2012-02-23,40.9057
2012-02-24,40.9057
2012-02-25,40.9057
2012-02-26,40.9057
2012-02-27,40.9057
2012-02-28,40.9057
2012-02-29,40.9057
2012-03-01,40.9057
2012-03-02,40.9057
2012-03-03,40.9057
2012-03-04,40.9057
2012-03-05,40.9057
2012-03-06,40.9057
2012-03-07,40.9057
2012-03-08,40.9057
2012-03-09,40.9057
2012-03-10,40.9057
2012-03-11,40.9057
2012-03-12,40.9057
2012-03-13,40.9057
2012-03-14,40.9057
2012-03-15,40.9057
2012-03-16,40.9057
2012-03-17,40.9057
2012-03-18,40.9057
2012-03-19,40.9057
2012-03-20,40.9057
2012-03-21,40.9057
2012-03-22,40.9057
2012-03-23,40.9057
2012-03-24,40.9057
2012-03-25,40.9057
2012-03-26,40.9057
2012-03-27,40.9057
2012-03-28,40.9057
2012-03-29,40.9057
2012-03-30,40.9057
2012-03-31,45.1803
2012-04-01,45.1803
2012-04-02,45.1803
2012-04-03,45.1803
2012-04-04,45.1803
2012-04-05,45.1803
2012-04-06,45.1803
2012-04-07,45.1803
2012-04-08,45.1803
2012-04-09,45.1803
2012-04-10,45.1803
2012-04-11,45.1803
2012-04-12,45.1803
2012-04-13,45.1803
2012-04-14,45.1803
2012-04-15,45.1803
2012-04-16,45.1803
2012-04-17,45.1803
2012-04-18,45.1803
2012-04-19,45.1803
2012-04-20,45.1803
2012-04-21,45.1803
2012-04-22,45.1803
2012-04-23,45.1803
2012-04-24,45.1803
2012-04-25,45.1803
2012-04-26,45.1803
2012-04-27,45.1803
2012-04-28,45.1803
2012-04-29,45.1803
2012-04-30,45.1803
2012-05-01,45.1803
2012-05-02,45.1803
2012-05-03,45.1803
2012-05-04,45.1803
2012-05-05,45.1803
2012-05-06,45.1803
2012-05-07,45.1803
2012-05-08,45.1803
2012-05-09,45.1803
2012-05-10,45.1803
2012-05-11,45.1803
2012-05-12,45.1803
2012-05-13,45.1803
2012-05-14,45.1803
2012-05-15,45.1803
2012-05-16,45.1803
2012-05-17,45.1803
2012-05-18,45.1803
2012-05-19,45.1803
2012-05-20,45.1803
2012-05-21,45.1803
2012-05-22,45.1803
2012-05-23,45.1803
2012-05-24,45.1803
2012-05-25,45.1803
2012-05-26,45.1803
2012-05-27,45.1803
2012-05-28,45.1803
2012-05-29,45.1803
2012-05-30,45.1803
2012-05-31,45.1803
2012-06-01,45.1803
2012-06-02,45.1803
2012-06-03,45.1803
2012-06-04,45.1803
2012-06-05,45.1803
2012-06-06,45.1803
2012-06-07,45.1803
2012-06-08,45.1803
2012-06-09,45.1803
2012-06-10,45.1803
2012-06-11,45.1803
2012-06-12,45.1803
2012-06-13,45.1803
2012-06-14,45.1803
2012-06-15,45.1803
2012-06-16,45.1803
2012-06-17,45.1803
2012-06-18,45.1803
2012-06-19,45.1803
2012-06-20,45.1803
2012-06-21,45.1803
2012-06-22,45.1803
2012-06-23,45.1803
2012-06-24,45.1803
2012-06-25,45.1803
2012-06-26,45.1803
2012-06-27,45.1803
2012-06-28,45.1803
2012-06-29,45.1803
2012-06-30,46.2779
2012-07-01,46.2779
2012-07-02,46.2779
2012-07-03,46.2779
2012-07-04,46.2779
2012-07-05,46.2779
2012-07-06,46.2779
2012-07-07,46.2779
2012-07-08,46.2779
2012-07-09,46.2779
2012-07-10,46.2779
2012-07-11,46.2779
2012-07-12,46.2779
2012-07-13,46.2779
2012-07-14,46.2779
2012-07-15,46.2779
2012-07-16,46.2779
2012-07-17,46.2779
2012-07-18,46.2779
2012-07-19,46.2779
2012-07-20,46.2779
2012-07-21,46.2779
2012-07-22,46.2779
2012-07-23,46.2779
2012-07-24,46.2779
2012-07-25,46.2779
2012-07-26,46.2779
2012-07-27,46.2779
2012-07-28,46.2779
2012-07-29,46.2779
2012-07-30,46.2779
2012-07-31,46.2779
2012-08-01,46.2779
2012-08-02,46.2779
2012-08-03,46.2779
2012-08-04,46.2779
2012-08-05,46.2779
2012-08-06,46.2779
2012-08-07,46.2779
2012-08-08,46.2779
2012-08-09,46.2779
2012-08-10,46.2779
2012-08-11,46.2779
2012-08-12,46.2779
2012-08-13,46.2779
2012-08-14,46.2779
2012-08-15,46.2779
2012-08-16,46.2779
2012-08-17,46.2779
2012-08-18,46.2779
2012-08-19,46.2779
2012-08-20,46.2779
2012-08-21,46.2779
2012-08-22,46.2779
2012-08-23,46.2779
2012-08-24,46.2779
2012-08-25,46.2779
2012-08-26,46.2779
2012-08-27,46.2779
2012-08-28,46.2779
2012-08-29,46.2779
2012-08-30,46.2779
2012-08-31,46.2779
2012-09-01,46.2779
2012-09-02,46.2779
2012-09-03,46.2779
2012-09-04,46.2779
2012-09-05,46.2779
2012-09-06,46.2779
2012-09-07,46.2779
2012-09-08,46.2779
2012-09-09,46.2779
2012-09-10,46.2779
2012-09-11,46.2779
2012-09-12,46.2779
2012-09-13,46.2779
2012-09-14,46.2779
2012-09-15,46.2779
2012-09-16,46.2779
2012-09-17,46.2779
2012-09-18,46.2779
2012-09-19,46.2779
2012-09-20,46.2779
2012-09-21,46.2779
2012-09-22,46.2779
2012-09-23,46.2779
2012-09-24,46.2779
2012-09-25,46.2779
2012-09-26,46.2779
2012-09-27,46.2779
2012-09-28,46.2779
2012-09-29,46.2779
2012-09-30,41.4568
2012-10-01,41.4568
2012-10-02,41.4568
2012-10-03,41.4568
2012-10-04,41.4568
2012-10-05,41.4568
2012-10-06,41.4568
2012-10-07,41.4568
2012-10-08,41.4568
2012-10-09,41.4568
2012-10-10,41.4568
2012-10-11,41.4568
2012-10-12,41.4568
2012-10-13,41.4568
2012-10-14,41.4568
2012-10-15,41.4568
2012-10-16,41.4568
2012-10-17,41.4568
2012-10-18,41.4568
2012-10-19,41.4568
2012-10-20,41.4568
2012-10-21,41.4568
2012-10-22,41.4568
2012-10-23,41.4568
2012-10-24,41.4568
2012-10-25,41.4568
2012-10-26,41.4568
2012-10-27,41.4568
2012-10-28,41.4568
2012-10-29,41.4568
2012-10-30,41.4568
2012-10-31,41.4568
2012-11-01,41.4568
2012-11-02,41.4568
2012-11-03,41.4568
2012-11-04,41.4568
2012-11-05,41.4568
2012-11-06,41.4568
2012-11-07,41.4568
2012-11-08,41.4568
2012-11-09,41.4568
2012-11-10,41.4568
2012-11-11,41.4568
2012-11-12,41.4568
2012-11-13,41.4568
2012-11-14,41.4568
2012-11-15,41.4568
2012-11-16,41.4568
2012-11-17,41.4568
2012-11-18,41.4568
2012-11-19,41.4568
2012-11-20,41.4568
2012-11-21,41.4568
2012-11-22,41.4568
2012-11-23,41.4568
2012-11-24,41.4568
2012-11-25,41.4568
2012-11-26,41.4568
2012-11-27,41.4568
2012-11-28,41.4568
2012-11-29,41.4568
2012-11-30,41.4568
2012-12-01,41.4568
2012-12-02,41.4568
2012-12-03,41.4568
2012-12-04,41.4568
2012-12-05,41.4568
2012-12-06,41.4568
2012-12-07,41.4568
2012-12-08,41.4568
2012-12-09,41.4568
2012-12-10,41.4568
2012-12-11,41.4568
2012-12-12,41.4568
2012-12-13,41.4568
2012-12-14,41.4568
2012-12-15,41.4568
2012-12-16,41.4568
2012-12-17,41.4568
2012-12-18,41.4568
2012-12-19,41.4568
2012-12-20,41.4568
2012-12-21,41.4568
2012-12-22,41.4568
2012-12-23,41.4568
2012-12-24,41.4568
2012-12-25,41.4568
2012-12-26,41.4568
2012-12-27,41.4568
2012-12-28,41.4568
2012-12-29,41.4568
2012-12-30,41.4568
2012-12-31,49.7724
2013-01-01,49.7724
2013-01-02,49.7724
2013-01-03,49.7724
2013-01-04,49.7724
2013-01-05,49.7724
2013-01-06,49.7724
2013-01-07,49.7724
2013-01-08,49.7724
2013-01-09,49.7724
2013-01-10,49.7724
2013-01-11,49.7724
2013-01-12,49.7724
2013-01-13,49.7724
2013-01-14,49.7724
2013-01-15,49.7724
2013-01-16,49.7724
2013-01-17,49.7724
2013-01-18,49.7724
2013-01-19,49.7724
2013-01-20,49.7724
2013-01-21,49.7724
2013-01-22,49.7724
2013-01-23,49.7724
2013-01-24,49.7724
2013-01-25,49.7724
2013-01-26,49.7724
2013-01-27,49.7724
2013-01-28,49.7724
2013-01-29,49.7724
2013-01-30,49.7724
2013-01-31,49.7724
2013-02-01,49.7724
2013-02-02,49.7724
2013-02-03,49.7724
2013-02-04,49.7724
2013-02-05,49.7724
2013-02-06,49.7724
2013-02-07,49.7724
2013-02-08,49.7724
2013-02-09,49.7724
2013-02-10,49.7724
2013-02-11,49.7724
2013-02-12,49.7724
2013-02-13,49.7724
2013-02-14,49.7724
2013-02-15,49.7724
2013-02-16,49.7724
2013-02-17,49.7724
2013-02-18,49.7724
2013-02-19,49.7724
2013-02-20,49.7724
2013-02-21,49.7724
2013-02-22,49.7724
2013-02-23,49.7724
2013-02-24,49.7724
2013-02-25,49.7724
2013-02-26,49.7724
2013-02-27,49.7724
2013-02-28,49.7724
2013-03-01,49.7724
2013-03-02,49.7724
2013-03-03,49.7724
2013-03-04,49.7724
2013-03-05,49.7724
2013-03-06,49.7724
2013-03-07,49.7724
2013-03-08,49.7724
