Column Name,Index
PSN LN Equity BEST_EPS,257
PSN LN Equity BEST_EPS_NXT_YR,258
RDW LN Equity BEST_EPS,259
RDW LN Equity BEST_EPS_NXT_YR,260
REL LN Equity BEST_EPS,261
REL LN Equity BEST_EPS_NXT_YR,262
RHIM LN Equity BEST_EPS,263
RHIM LN Equity BEST_EPS_NXT_YR,264
RMV LN Equity BEST_EPS,265
RMV LN Equity BEST_EPS_NXT_YR,266
SCT LN Equity BEST_EPS,267
SCT LN Equity BEST_EPS_NXT_YR,268
SMWH LN Equity BEST_EPS,269
SMWH LN Equity BEST_EPS_NXT_YR,270
SSE LN Equity BEST_EPS,271
SSE LN Equity BEST_EPS_NXT_YR,272
ULVR LN Equity BEST_EPS,273
ULVR LN Equity BEST_EPS_NXT_YR,274
WIZZ LN Equity BEST_EPS,275
WIZZ LN Equity BEST_EPS_NXT_YR,276
WTB LN Equity BEST_EPS,277
WTB LN Equity BEST_EPS_NXT_YR,278
RTL LX Equity BEST_EPS,279
RTL LX Equity BEST_EPS_NXT_YR,280
CAB MK Equity BEST_EPS,281
CAB MK Equity BEST_EPS_NXT_YR,282
HEIM MK Equity BEST_EPS,283
HEIM MK Equity BEST_EPS_NXT_YR,284
NESZ MK Equity BEST_EPS,285
NESZ MK Equity BEST_EPS_NXT_YR,286
ALPEKA MM Equity BEST_EPS,287
ALPEKA MM Equity BEST_EPS_NXT_YR,288
BBAJIOO MM Equity BEST_EPS,289
BBAJIOO MM Equity BEST_EPS_NXT_YR,290
BSMXB MM Equity BEST_EPS,291
BSMXB MM Equity BEST_EPS_NXT_YR,292
FUNO11 MM Equity BEST_EPS,293
FUNO11 MM Equity BEST_EPS_NXT_YR,294
GFNORTEO MM Equity BEST_EPS,295
GFNORTEO MM Equity BEST_EPS_NXT_YR,296
KIMBERA MM Equity BEST_EPS,297
KIMBERA MM Equity BEST_EPS_NXT_YR,298
OMAB MM Equity BEST_EPS,299
OMAB MM Equity BEST_EPS_NXT_YR,300
RA MM Equity BEST_EPS,301
RA MM Equity BEST_EPS_NXT_YR,302
AKZA NA Equity BEST_EPS,303
AKZA NA Equity BEST_EPS_NXT_YR,304
ASRNL NA Equity BEST_EPS,305
ASRNL NA Equity BEST_EPS_NXT_YR,306
UNAT NA Equity BEST_EPS,307
UNAT NA Equity BEST_EPS_NXT_YR,308
GJF NO Equity BEST_EPS,309
GJF NO Equity BEST_EPS_NXT_YR,310
SALM NO Equity BEST_EPS,311
SALM NO Equity BEST_EPS_NXT_YR,312
SRBNK NO Equity BEST_EPS,313
SRBNK NO Equity BEST_EPS_NXT_YR,314
VEI NO Equity BEST_EPS,315
VEI NO Equity BEST_EPS_NXT_YR,316
APL PA Equity BEST_EPS,317
APL PA Equity BEST_EPS_NXT_YR,318
EFERT PA Equity BEST_EPS,319
EFERT PA Equity BEST_EPS_NXT_YR,320
AC PM Equity BEST_EPS,321
AC PM Equity BEST_EPS_NXT_YR,322
CEB PM Equity BEST_EPS,323
CEB PM Equity BEST_EPS_NXT_YR,324
GLO PM Equity BEST_EPS,325
GLO PM Equity BEST_EPS_NXT_YR,326
MER PM Equity BEST_EPS,327
MER PM Equity BEST_EPS_NXT_YR,328
KTY PW Equity BEST_EPS,329
KTY PW Equity BEST_EPS_NXT_YR,330
ACS SM Equity BEST_EPS,331
ACS SM Equity BEST_EPS_NXT_YR,332
CIE SM Equity BEST_EPS,333
CIE SM Equity BEST_EPS_NXT_YR,334
LOG SM Equity BEST_EPS,335
LOG SM Equity BEST_EPS_NXT_YR,336
BETSB SS Equity BEST_EPS,337
BETSB SS Equity BEST_EPS_NXT_YR,338
BILL SS Equity BEST_EPS,339
BILL SS Equity BEST_EPS_NXT_YR,340
EVO SS Equity BEST_EPS,341
EVO SS Equity BEST_EPS_NXT_YR,342
IPCO SS Equity BEST_EPS,343
IPCO SS Equity BEST_EPS_NXT_YR,344
JM SS Equity BEST_EPS,345
JM SS Equity BEST_EPS_NXT_YR,346
KINDSDB SS Equity BEST_EPS,347
KINDSDB SS Equity BEST_EPS_NXT_YR,348
KLOVB SS Equity BEST_EPS,349
KLOVB SS Equity BEST_EPS_NXT_YR,350
NETB SS Equity BEST_EPS,351
NETB SS Equity BEST_EPS_NXT_YR,352
PEABB SS Equity BEST_EPS,353
PEABB SS Equity BEST_EPS_NXT_YR,354
SWEDA SS Equity BEST_EPS,355
SWEDA SS Equity BEST_EPS_NXT_YR,356
VOLVB SS Equity BEST_EPS,357
VOLVB SS Equity BEST_EPS_NXT_YR,358
DOKA SW Equity BEST_EPS,359
DOKA SW Equity BEST_EPS_NXT_YR,360
ROG SW Equity BEST_EPS,361
ROG SW Equity BEST_EPS_NXT_YR,362
SGSN SW Equity BEST_EPS,363
SGSN SW Equity BEST_EPS_NXT_YR,364
ADVANC TB Equity BEST_EPS,365
ADVANC TB Equity BEST_EPS_NXT_YR,366
INTUCH TB Equity BEST_EPS,367
INTUCH TB Equity BEST_EPS_NXT_YR,368
CCOLA TI Equity BEST_EPS,369
CCOLA TI Equity BEST_EPS_NXT_YR,370
PGSUS TI Equity BEST_EPS,371
PGSUS TI Equity BEST_EPS_NXT_YR,372
2439 TT Equity BEST_EPS,373
2439 TT Equity BEST_EPS_NXT_YR,374
5871 TT Equity BEST_EPS,375
5871 TT Equity BEST_EPS_NXT_YR,376
5904 TT Equity BEST_EPS,377
5904 TT Equity BEST_EPS_NXT_YR,378
6488 TT Equity BEST_EPS,379
6488 TT Equity BEST_EPS_NXT_YR,380
6669 TT Equity BEST_EPS,381
6669 TT Equity BEST_EPS_NXT_YR,382
8436 TT Equity BEST_EPS,383
8436 TT Equity BEST_EPS_NXT_YR,384
8464 TT Equity BEST_EPS,385
8464 TT Equity BEST_EPS_NXT_YR,386
9910 TT Equity BEST_EPS,387
9910 TT Equity BEST_EPS_NXT_YR,388
AER US Equity BEST_EPS,389
AER US Equity BEST_EPS_NXT_YR,390
ALLE US Equity BEST_EPS,391
ALLE US Equity BEST_EPS_NXT_YR,392
CSIQ US Equity BEST_EPS,393
CSIQ US Equity BEST_EPS_NXT_YR,394
EVTC US Equity BEST_EPS,395
EVTC US Equity BEST_EPS_NXT_YR,396
RACE US Equity BEST_EPS,397
RACE US Equity BEST_EPS_NXT_YR,398
TX US Equity BEST_EPS,399
TX US Equity BEST_EPS_NXT_YR,400
TCB VN Equity BEST_EPS,401
TCB VN Equity BEST_EPS_NXT_YR,402
VHM VN Equity BEST_EPS,403
VHM VN Equity BEST_EPS_NXT_YR,404
