,ROG SW Equity
2010-05-18,30.028
2010-05-19,30.028
2010-05-20,30.028
2010-05-21,30.028
2010-05-22,30.028
2010-05-23,30.028
2010-05-24,30.028
2010-05-25,30.028
2010-05-26,30.028
2010-05-27,30.028
2010-05-28,30.028
2010-05-29,30.028
2010-05-30,30.028
2010-05-31,30.028
2010-06-01,30.028
2010-06-02,30.028
2010-06-03,30.028
2010-06-04,30.028
2010-06-05,30.028
2010-06-06,30.028
2010-06-07,30.028
2010-06-08,30.028
2010-06-09,30.028
2010-06-10,30.028
2010-06-11,30.028
2010-06-12,30.028
2010-06-13,30.028
2010-06-14,30.028
2010-06-15,30.028
2010-06-16,30.028
2010-06-17,30.028
2010-06-18,30.028
2010-06-19,30.028
2010-06-20,30.028
2010-06-21,30.028
2010-06-22,30.028
2010-06-23,30.028
2010-06-24,30.028
2010-06-25,30.028
2010-06-26,30.028
2010-06-27,30.028
2010-06-28,30.028
2010-06-29,30.028
2010-06-30,219.4569
2010-07-01,219.4569
2010-07-02,219.4569
2010-07-03,219.4569
2010-07-04,219.4569
2010-07-05,219.4569
2010-07-06,219.4569
2010-07-07,219.4569
2010-07-08,219.4569
2010-07-09,219.4569
2010-07-10,219.4569
2010-07-11,219.4569
2010-07-12,219.4569
2010-07-13,219.4569
2010-07-14,219.4569
2010-07-15,219.4569
2010-07-16,219.4569
2010-07-17,219.4569
2010-07-18,219.4569
2010-07-19,219.4569
2010-07-20,219.4569
2010-07-21,219.4569
2010-07-22,219.4569
2010-07-23,219.4569
2010-07-24,219.4569
2010-07-25,219.4569
2010-07-26,219.4569
2010-07-27,219.4569
2010-07-28,219.4569
2010-07-29,219.4569
2010-07-30,219.4569
2010-07-31,219.4569
2010-08-01,219.4569
2010-08-02,219.4569
2010-08-03,219.4569
2010-08-04,219.4569
2010-08-05,219.4569
2010-08-06,219.4569
2010-08-07,219.4569
2010-08-08,219.4569
2010-08-09,219.4569
2010-08-10,219.4569
2010-08-11,219.4569
2010-08-12,219.4569
2010-08-13,219.4569
2010-08-14,219.4569
2010-08-15,219.4569
2010-08-16,219.4569
2010-08-17,219.4569
2010-08-18,219.4569
2010-08-19,219.4569
2010-08-20,219.4569
2010-08-21,219.4569
2010-08-22,219.4569
2010-08-23,219.4569
2010-08-24,219.4569
2010-08-25,219.4569
2010-08-26,219.4569
2010-08-27,219.4569
2010-08-28,219.4569
2010-08-29,219.4569
2010-08-30,219.4569
2010-08-31,219.4569
2010-09-01,219.4569
2010-09-02,219.4569
2010-09-03,219.4569
2010-09-04,219.4569
2010-09-05,219.4569
2010-09-06,219.4569
2010-09-07,219.4569
2010-09-08,219.4569
2010-09-09,219.4569
2010-09-10,219.4569
2010-09-11,219.4569
2010-09-12,219.4569
2010-09-13,219.4569
2010-09-14,219.4569
2010-09-15,219.4569
2010-09-16,219.4569
2010-09-17,219.4569
2010-09-18,219.4569
2010-09-19,219.4569
2010-09-20,219.4569
2010-09-21,219.4569
2010-09-22,219.4569
2010-09-23,219.4569
2010-09-24,219.4569
2010-09-25,219.4569
2010-09-26,219.4569
2010-09-27,219.4569
2010-09-28,219.4569
2010-09-29,219.4569
2010-09-30,219.4569
2010-10-01,219.4569
2010-10-02,219.4569
2010-10-03,219.4569
2010-10-04,219.4569
2010-10-05,219.4569
2010-10-06,219.4569
2010-10-07,219.4569
2010-10-08,219.4569
2010-10-09,219.4569
2010-10-10,219.4569
2010-10-11,219.4569
2010-10-12,219.4569
2010-10-13,219.4569
2010-10-14,219.4569
2010-10-15,219.4569
2010-10-16,219.4569
2010-10-17,219.4569
2010-10-18,219.4569
2010-10-19,219.4569
2010-10-20,219.4569
2010-10-21,219.4569
2010-10-22,219.4569
2010-10-23,219.4569
2010-10-24,219.4569
2010-10-25,219.4569
2010-10-26,219.4569
2010-10-27,219.4569
2010-10-28,219.4569
2010-10-29,219.4569
2010-10-30,219.4569
2010-10-31,219.4569
2010-11-01,219.4569
2010-11-02,219.4569
2010-11-03,219.4569
2010-11-04,219.4569
2010-11-05,219.4569
2010-11-06,219.4569
2010-11-07,219.4569
2010-11-08,219.4569
2010-11-09,219.4569
2010-11-10,219.4569
2010-11-11,219.4569
2010-11-12,219.4569
2010-11-13,219.4569
2010-11-14,219.4569
2010-11-15,219.4569
2010-11-16,219.4569
2010-11-17,219.4569
2010-11-18,219.4569
2010-11-19,219.4569
2010-11-20,219.4569
2010-11-21,219.4569
2010-11-22,219.4569
2010-11-23,219.4569
2010-11-24,219.4569
2010-11-25,219.4569
2010-11-26,219.4569
2010-11-27,219.4569
2010-11-28,219.4569
2010-11-29,219.4569
2010-11-30,219.4569
2010-12-01,219.4569
2010-12-02,219.4569
2010-12-03,219.4569
2010-12-04,219.4569
2010-12-05,219.4569
2010-12-06,219.4569
2010-12-07,219.4569
2010-12-08,219.4569
2010-12-09,219.4569
2010-12-10,219.4569
2010-12-11,219.4569
2010-12-12,219.4569
2010-12-13,219.4569
2010-12-14,219.4569
2010-12-15,219.4569
2010-12-16,219.4569
2010-12-17,219.4569
2010-12-18,219.4569
2010-12-19,219.4569
2010-12-20,219.4569
2010-12-21,219.4569
2010-12-22,219.4569
2010-12-23,219.4569
2010-12-24,219.4569
2010-12-25,219.4569
2010-12-26,219.4569
2010-12-27,219.4569
2010-12-28,219.4569
2010-12-29,219.4569
2010-12-30,219.4569
2010-12-31,102.9522
2011-01-01,102.9522
2011-01-02,102.9522
2011-01-03,102.9522
2011-01-04,102.9522
2011-01-05,102.9522
2011-01-06,102.9522
2011-01-07,102.9522
2011-01-08,102.9522
2011-01-09,102.9522
2011-01-10,102.9522
2011-01-11,102.9522
2011-01-12,102.9522
2011-01-13,102.9522
2011-01-14,102.9522
2011-01-15,102.9522
2011-01-16,102.9522
2011-01-17,102.9522
2011-01-18,102.9522
2011-01-19,102.9522
2011-01-20,102.9522
2011-01-21,102.9522
2011-01-22,102.9522
2011-01-23,102.9522
2011-01-24,102.9522
2011-01-25,102.9522
2011-01-26,102.9522
2011-01-27,102.9522
2011-01-28,102.9522
2011-01-29,102.9522
2011-01-30,102.9522
2011-01-31,102.9522
2011-02-01,102.9522
2011-02-02,102.9522
2011-02-03,102.9522
2011-02-04,102.9522
2011-02-05,102.9522
2011-02-06,102.9522
2011-02-07,102.9522
2011-02-08,102.9522
2011-02-09,102.9522
2011-02-10,102.9522
2011-02-11,102.9522
2011-02-12,102.9522
2011-02-13,102.9522
2011-02-14,102.9522
2011-02-15,102.9522
2011-02-16,102.9522
2011-02-17,102.9522
2011-02-18,102.9522
2011-02-19,102.9522
2011-02-20,102.9522
2011-02-21,102.9522
2011-02-22,102.9522
2011-02-23,102.9522
2011-02-24,102.9522
2011-02-25,102.9522
2011-02-26,102.9522
2011-02-27,102.9522
2011-02-28,102.9522
2011-03-01,102.9522
2011-03-02,102.9522
2011-03-03,102.9522
2011-03-04,102.9522
2011-03-05,102.9522
2011-03-06,102.9522
2011-03-07,102.9522
2011-03-08,102.9522
2011-03-09,102.9522
2011-03-10,102.9522
2011-03-11,102.9522
2011-03-12,102.9522
2011-03-13,102.9522
2011-03-14,102.9522
2011-03-15,102.9522
2011-03-16,102.9522
2011-03-17,102.9522
2011-03-18,102.9522
2011-03-19,102.9522
2011-03-20,102.9522
2011-03-21,102.9522
2011-03-22,102.9522
2011-03-23,102.9522
2011-03-24,102.9522
2011-03-25,102.9522
2011-03-26,102.9522
2011-03-27,102.9522
2011-03-28,102.9522
2011-03-29,102.9522
2011-03-30,102.9522
2011-03-31,102.9522
2011-04-01,102.9522
2011-04-02,102.9522
2011-04-03,102.9522
2011-04-04,102.9522
2011-04-05,102.9522
2011-04-06,102.9522
2011-04-07,102.9522
2011-04-08,102.9522
2011-04-09,102.9522
2011-04-10,102.9522
2011-04-11,102.9522
2011-04-12,102.9522
2011-04-13,102.9522
2011-04-14,102.9522
2011-04-15,102.9522
2011-04-16,102.9522
2011-04-17,102.9522
2011-04-18,102.9522
2011-04-19,102.9522
2011-04-20,102.9522
2011-04-21,102.9522
2011-04-22,102.9522
2011-04-23,102.9522
2011-04-24,102.9522
2011-04-25,102.9522
2011-04-26,102.9522
2011-04-27,102.9522
2011-04-28,102.9522
2011-04-29,102.9522
2011-04-30,102.9522
2011-05-01,102.9522
2011-05-02,102.9522
2011-05-03,102.9522
2011-05-04,102.9522
2011-05-05,102.9522
2011-05-06,102.9522
2011-05-07,102.9522
2011-05-08,102.9522
2011-05-09,102.9522
2011-05-10,102.9522
2011-05-11,102.9522
2011-05-12,102.9522
2011-05-13,102.9522
2011-05-14,102.9522
2011-05-15,102.9522
2011-05-16,102.9522
2011-05-17,102.9522
2011-05-18,102.9522
2011-05-19,102.9522
2011-05-20,102.9522
2011-05-21,102.9522
2011-05-22,102.9522
2011-05-23,102.9522
2011-05-24,102.9522
2011-05-25,102.9522
2011-05-26,102.9522
2011-05-27,102.9522
2011-05-28,102.9522
2011-05-29,102.9522
2011-05-30,102.9522
2011-05-31,102.9522
2011-06-01,102.9522
2011-06-02,102.9522
2011-06-03,102.9522
2011-06-04,102.9522
2011-06-05,102.9522
2011-06-06,102.9522
2011-06-07,102.9522
2011-06-08,102.9522
2011-06-09,102.9522
2011-06-10,102.9522
2011-06-11,102.9522
2011-06-12,102.9522
2011-06-13,102.9522
2011-06-14,102.9522
2011-06-15,102.9522
2011-06-16,102.9522
2011-06-17,102.9522
2011-06-18,102.9522
2011-06-19,102.9522
2011-06-20,102.9522
2011-06-21,102.9522
2011-06-22,102.9522
2011-06-23,102.9522
2011-06-24,102.9522
2011-06-25,102.9522
2011-06-26,102.9522
2011-06-27,102.9522
2011-06-28,102.9522
2011-06-29,102.9522
2011-06-30,116.2004
2011-07-01,116.2004
2011-07-02,116.2004
2011-07-03,116.2004
2011-07-04,116.2004
2011-07-05,116.2004
2011-07-06,116.2004
2011-07-07,116.2004
2011-07-08,116.2004
2011-07-09,116.2004
2011-07-10,116.2004
2011-07-11,116.2004
2011-07-12,116.2004
2011-07-13,116.2004
2011-07-14,116.2004
2011-07-15,116.2004
2011-07-16,116.2004
2011-07-17,116.2004
2011-07-18,116.2004
2011-07-19,116.2004
2011-07-20,116.2004
2011-07-21,116.2004
2011-07-22,116.2004
2011-07-23,116.2004
2011-07-24,116.2004
2011-07-25,116.2004
2011-07-26,116.2004
2011-07-27,116.2004
2011-07-28,116.2004
2011-07-29,116.2004
2011-07-30,116.2004
2011-07-31,116.2004
2011-08-01,116.2004
2011-08-02,116.2004
2011-08-03,116.2004
2011-08-04,116.2004
2011-08-05,116.2004
2011-08-06,116.2004
2011-08-07,116.2004
2011-08-08,116.2004
2011-08-09,116.2004
2011-08-10,116.2004
2011-08-11,116.2004
2011-08-12,116.2004
2011-08-13,116.2004
2011-08-14,116.2004
2011-08-15,116.2004
2011-08-16,116.2004
2011-08-17,116.2004
2011-08-18,116.2004
2011-08-19,116.2004
2011-08-20,116.2004
2011-08-21,116.2004
2011-08-22,116.2004
2011-08-23,116.2004
2011-08-24,116.2004
2011-08-25,116.2004
2011-08-26,116.2004
2011-08-27,116.2004
2011-08-28,116.2004
2011-08-29,116.2004
2011-08-30,116.2004
2011-08-31,116.2004
2011-09-01,116.2004
2011-09-02,116.2004
2011-09-03,116.2004
2011-09-04,116.2004
2011-09-05,116.2004
2011-09-06,116.2004
2011-09-07,116.2004
2011-09-08,116.2004
2011-09-09,116.2004
2011-09-10,116.2004
2011-09-11,116.2004
2011-09-12,116.2004
2011-09-13,116.2004
2011-09-14,116.2004
2011-09-15,116.2004
2011-09-16,116.2004
2011-09-17,116.2004
2011-09-18,116.2004
2011-09-19,116.2004
2011-09-20,116.2004
2011-09-21,116.2004
2011-09-22,116.2004
2011-09-23,116.2004
2011-09-24,116.2004
2011-09-25,116.2004
2011-09-26,116.2004
2011-09-27,116.2004
2011-09-28,116.2004
2011-09-29,116.2004
2011-09-30,116.2004
2011-10-01,116.2004
2011-10-02,116.2004
2011-10-03,116.2004
2011-10-04,116.2004
2011-10-05,116.2004
2011-10-06,116.2004
2011-10-07,116.2004
2011-10-08,116.2004
2011-10-09,116.2004
2011-10-10,116.2004
2011-10-11,116.2004
2011-10-12,116.2004
2011-10-13,116.2004
2011-10-14,116.2004
2011-10-15,116.2004
2011-10-16,116.2004
2011-10-17,116.2004
2011-10-18,116.2004
2011-10-19,116.2004
2011-10-20,116.2004
2011-10-21,116.2004
2011-10-22,116.2004
2011-10-23,116.2004
2011-10-24,116.2004
2011-10-25,116.2004
2011-10-26,116.2004
2011-10-27,116.2004
2011-10-28,116.2004
2011-10-29,116.2004
2011-10-30,116.2004
2011-10-31,116.2004
2011-11-01,116.2004
2011-11-02,116.2004
2011-11-03,116.2004
2011-11-04,116.2004
2011-11-05,116.2004
2011-11-06,116.2004
2011-11-07,116.2004
2011-11-08,116.2004
2011-11-09,116.2004
2011-11-10,116.2004
2011-11-11,116.2004
2011-11-12,116.2004
2011-11-13,116.2004
2011-11-14,116.2004
2011-11-15,116.2004
2011-11-16,116.2004
2011-11-17,116.2004
2011-11-18,116.2004
2011-11-19,116.2004
2011-11-20,116.2004
2011-11-21,116.2004
2011-11-22,116.2004
2011-11-23,116.2004
2011-11-24,116.2004
2011-11-25,116.2004
2011-11-26,116.2004
2011-11-27,116.2004
2011-11-28,116.2004
2011-11-29,116.2004
2011-11-30,116.2004
2011-12-01,116.2004
2011-12-02,116.2004
2011-12-03,116.2004
2011-12-04,116.2004
2011-12-05,116.2004
2011-12-06,116.2004
2011-12-07,116.2004
2011-12-08,116.2004
2011-12-09,116.2004
2011-12-10,116.2004
2011-12-11,116.2004
2011-12-12,116.2004
2011-12-13,116.2004
2011-12-14,116.2004
2011-12-15,116.2004
2011-12-16,116.2004
2011-12-17,116.2004
2011-12-18,116.2004
2011-12-19,116.2004
2011-12-20,116.2004
2011-12-21,116.2004
2011-12-22,116.2004
2011-12-23,116.2004
2011-12-24,116.2004
2011-12-25,116.2004
2011-12-26,116.2004
2011-12-27,116.2004
2011-12-28,116.2004
2011-12-29,116.2004
2011-12-30,116.2004
2011-12-31,86.6537
2012-01-01,86.6537
2012-01-02,86.6537
2012-01-03,86.6537
2012-01-04,86.6537
2012-01-05,86.6537
2012-01-06,86.6537
2012-01-07,86.6537
2012-01-08,86.6537
2012-01-09,86.6537
2012-01-10,86.6537
2012-01-11,86.6537
2012-01-12,86.6537
2012-01-13,86.6537
2012-01-14,86.6537
2012-01-15,86.6537
2012-01-16,86.6537
2012-01-17,86.6537
2012-01-18,86.6537
2012-01-19,86.6537
2012-01-20,86.6537
2012-01-21,86.6537
2012-01-22,86.6537
2012-01-23,86.6537
2012-01-24,86.6537
2012-01-25,86.6537
2012-01-26,86.6537
2012-01-27,86.6537
2012-01-28,86.6537
2012-01-29,86.6537
2012-01-30,86.6537
2012-01-31,86.6537
2012-02-01,86.6537
2012-02-02,86.6537
2012-02-03,86.6537
2012-02-04,86.6537
2012-02-05,86.6537
2012-02-06,86.6537
2012-02-07,86.6537
2012-02-08,86.6537
2012-02-09,86.6537
2012-02-10,86.6537
2012-02-11,86.6537
2012-02-12,86.6537
2012-02-13,86.6537
2012-02-14,86.6537
2012-02-15,86.6537
2012-02-16,86.6537
2012-02-17,86.6537
2012-02-18,86.6537
2012-02-19,86.6537
2012-02-20,86.6537
2012-02-21,86.6537
2012-02-22,86.6537
2012-02-23,86.6537
2012-02-24,86.6537
2012-02-25,86.6537
2012-02-26,86.6537
2012-02-27,86.6537
2012-02-28,86.6537
2012-02-29,86.6537
2012-03-01,86.6537
2012-03-02,86.6537
2012-03-03,86.6537
2012-03-04,86.6537
2012-03-05,86.6537
2012-03-06,86.6537
2012-03-07,86.6537
2012-03-08,86.6537
2012-03-09,86.6537
2012-03-10,86.6537
2012-03-11,86.6537
2012-03-12,86.6537
2012-03-13,86.6537
2012-03-14,86.6537
2012-03-15,86.6537
2012-03-16,86.6537
2012-03-17,86.6537
2012-03-18,86.6537
2012-03-19,86.6537
2012-03-20,86.6537
2012-03-21,86.6537
2012-03-22,86.6537
2012-03-23,86.6537
2012-03-24,86.6537
2012-03-25,86.6537
2012-03-26,86.6537
2012-03-27,86.6537
2012-03-28,86.6537
2012-03-29,86.6537
2012-03-30,86.6537
2012-03-31,86.6537
2012-04-01,86.6537
2012-04-02,86.6537
2012-04-03,86.6537
2012-04-04,86.6537
2012-04-05,86.6537
2012-04-06,86.6537
2012-04-07,86.6537
2012-04-08,86.6537
2012-04-09,86.6537
2012-04-10,86.6537
2012-04-11,86.6537
2012-04-12,86.6537
2012-04-13,86.6537
2012-04-14,86.6537
2012-04-15,86.6537
2012-04-16,86.6537
2012-04-17,86.6537
2012-04-18,86.6537
2012-04-19,86.6537
2012-04-20,86.6537
2012-04-21,86.6537
2012-04-22,86.6537
2012-04-23,86.6537
2012-04-24,86.6537
2012-04-25,86.6537
2012-04-26,86.6537
2012-04-27,86.6537
2012-04-28,86.6537
2012-04-29,86.6537
2012-04-30,86.6537
2012-05-01,86.6537
2012-05-02,86.6537
2012-05-03,86.6537
2012-05-04,86.6537
2012-05-05,86.6537
2012-05-06,86.6537
2012-05-07,86.6537
2012-05-08,86.6537
2012-05-09,86.6537
2012-05-10,86.6537
2012-05-11,86.6537
2012-05-12,86.6537
2012-05-13,86.6537
2012-05-14,86.6537
2012-05-15,86.6537
2012-05-16,86.6537
2012-05-17,86.6537
2012-05-18,86.6537
2012-05-19,86.6537
2012-05-20,86.6537
2012-05-21,86.6537
2012-05-22,86.6537
2012-05-23,86.6537
2012-05-24,86.6537
2012-05-25,86.6537
2012-05-26,86.6537
2012-05-27,86.6537
2012-05-28,86.6537
2012-05-29,86.6537
2012-05-30,86.6537
2012-05-31,86.6537
2012-06-01,86.6537
2012-06-02,86.6537
2012-06-03,86.6537
2012-06-04,86.6537
2012-06-05,86.6537
2012-06-06,86.6537
2012-06-07,86.6537
2012-06-08,86.6537
2012-06-09,86.6537
2012-06-10,86.6537
2012-06-11,86.6537
2012-06-12,86.6537
2012-06-13,86.6537
2012-06-14,86.6537
2012-06-15,86.6537
2012-06-16,86.6537
2012-06-17,86.6537
2012-06-18,86.6537
2012-06-19,86.6537
2012-06-20,86.6537
2012-06-21,86.6537
2012-06-22,86.6537
2012-06-23,86.6537
2012-06-24,86.6537
2012-06-25,86.6537
2012-06-26,86.6537
2012-06-27,86.6537
2012-06-28,86.6537
2012-06-29,86.6537
2012-06-30,90.9939
2012-07-01,90.9939
2012-07-02,90.9939
2012-07-03,90.9939
2012-07-04,90.9939
2012-07-05,90.9939
2012-07-06,90.9939
2012-07-07,90.9939
2012-07-08,90.9939
2012-07-09,90.9939
2012-07-10,90.9939
2012-07-11,90.9939
2012-07-12,90.9939
2012-07-13,90.9939
2012-07-14,90.9939
2012-07-15,90.9939
2012-07-16,90.9939
2012-07-17,90.9939
2012-07-18,90.9939
2012-07-19,90.9939
2012-07-20,90.9939
2012-07-21,90.9939
2012-07-22,90.9939
2012-07-23,90.9939
2012-07-24,90.9939
2012-07-25,90.9939
2012-07-26,90.9939
2012-07-27,90.9939
2012-07-28,90.9939
2012-07-29,90.9939
2012-07-30,90.9939
2012-07-31,90.9939
2012-08-01,90.9939
2012-08-02,90.9939
2012-08-03,90.9939
2012-08-04,90.9939
2012-08-05,90.9939
2012-08-06,90.9939
2012-08-07,90.9939
2012-08-08,90.9939
2012-08-09,90.9939
2012-08-10,90.9939
2012-08-11,90.9939
2012-08-12,90.9939
2012-08-13,90.9939
2012-08-14,90.9939
2012-08-15,90.9939
2012-08-16,90.9939
2012-08-17,90.9939
2012-08-18,90.9939
2012-08-19,90.9939
2012-08-20,90.9939
2012-08-21,90.9939
2012-08-22,90.9939
2012-08-23,90.9939
2012-08-24,90.9939
2012-08-25,90.9939
2012-08-26,90.9939
2012-08-27,90.9939
2012-08-28,90.9939
2012-08-29,90.9939
2012-08-30,90.9939
2012-08-31,90.9939
2012-09-01,90.9939
2012-09-02,90.9939
2012-09-03,90.9939
2012-09-04,90.9939
2012-09-05,90.9939
2012-09-06,90.9939
2012-09-07,90.9939
2012-09-08,90.9939
2012-09-09,90.9939
2012-09-10,90.9939
2012-09-11,90.9939
2012-09-12,90.9939
2012-09-13,90.9939
2012-09-14,90.9939
2012-09-15,90.9939
2012-09-16,90.9939
2012-09-17,90.9939
2012-09-18,90.9939
2012-09-19,90.9939
2012-09-20,90.9939
2012-09-21,90.9939
2012-09-22,90.9939
2012-09-23,90.9939
2012-09-24,90.9939
2012-09-25,90.9939
2012-09-26,90.9939
2012-09-27,90.9939
2012-09-28,90.9939
2012-09-29,90.9939
2012-09-30,90.9939
2012-10-01,90.9939
2012-10-02,90.9939
2012-10-03,90.9939
2012-10-04,90.9939
2012-10-05,90.9939
2012-10-06,90.9939
2012-10-07,90.9939
2012-10-08,90.9939
2012-10-09,90.9939
2012-10-10,90.9939
2012-10-11,90.9939
2012-10-12,90.9939
2012-10-13,90.9939
2012-10-14,90.9939
2012-10-15,90.9939
2012-10-16,90.9939
2012-10-17,90.9939
2012-10-18,90.9939
2012-10-19,90.9939
2012-10-20,90.9939
2012-10-21,90.9939
2012-10-22,90.9939
2012-10-23,90.9939
2012-10-24,90.9939
2012-10-25,90.9939
2012-10-26,90.9939
2012-10-27,90.9939
2012-10-28,90.9939
2012-10-29,90.9939
2012-10-30,90.9939
2012-10-31,90.9939
2012-11-01,90.9939
2012-11-02,90.9939
2012-11-03,90.9939
2012-11-04,90.9939
2012-11-05,90.9939
2012-11-06,90.9939
2012-11-07,90.9939
2012-11-08,90.9939
2012-11-09,90.9939
2012-11-10,90.9939
2012-11-11,90.9939
2012-11-12,90.9939
2012-11-13,90.9939
2012-11-14,90.9939
2012-11-15,90.9939
2012-11-16,90.9939
2012-11-17,90.9939
2012-11-18,90.9939
2012-11-19,90.9939
2012-11-20,90.9939
2012-11-21,90.9939
2012-11-22,90.9939
2012-11-23,90.9939
2012-11-24,90.9939
2012-11-25,90.9939
2012-11-26,90.9939
2012-11-27,90.9939
2012-11-28,90.9939
2012-11-29,90.9939
2012-11-30,90.9939
2012-12-01,90.9939
2012-12-02,90.9939
2012-12-03,90.9939
2012-12-04,90.9939
2012-12-05,90.9939
2012-12-06,90.9939
2012-12-07,90.9939
2012-12-08,90.9939
2012-12-09,90.9939
2012-12-10,90.9939
2012-12-11,90.9939
2012-12-12,90.9939
2012-12-13,90.9939
2012-12-14,90.9939
2012-12-15,90.9939
2012-12-16,90.9939
2012-12-17,90.9939
2012-12-18,90.9939
2012-12-19,90.9939
2012-12-20,90.9939
2012-12-21,90.9939
2012-12-22,90.9939
2012-12-23,90.9939
2012-12-24,90.9939
2012-12-25,90.9939
2012-12-26,90.9939
2012-12-27,90.9939
2012-12-28,90.9939
2012-12-29,90.9939
2012-12-30,90.9939
2012-12-31,70.8557
2013-01-01,70.8557
2013-01-02,70.8557
2013-01-03,70.8557
2013-01-04,70.8557
2013-01-05,70.8557
2013-01-06,70.8557
2013-01-07,70.8557
2013-01-08,70.8557
2013-01-09,70.8557
2013-01-10,70.8557
2013-01-11,70.8557
2013-01-12,70.8557
2013-01-13,70.8557
2013-01-14,70.8557
2013-01-15,70.8557
2013-01-16,70.8557
2013-01-17,70.8557
2013-01-18,70.8557
2013-01-19,70.8557
2013-01-20,70.8557
2013-01-21,70.8557
2013-01-22,70.8557
2013-01-23,70.8557
2013-01-24,70.8557
2013-01-25,70.8557
2013-01-26,70.8557
2013-01-27,70.8557
2013-01-28,70.8557
2013-01-29,70.8557
2013-01-30,70.8557
2013-01-31,70.8557
2013-02-01,70.8557
2013-02-02,70.8557
2013-02-03,70.8557
2013-02-04,70.8557
2013-02-05,70.8557
2013-02-06,70.8557
2013-02-07,70.8557
2013-02-08,70.8557
2013-02-09,70.8557
2013-02-10,70.8557
2013-02-11,70.8557
2013-02-12,70.8557
2013-02-13,70.8557
2013-02-14,70.8557
2013-02-15,70.8557
2013-02-16,70.8557
2013-02-17,70.8557
2013-02-18,70.8557
2013-02-19,70.8557
2013-02-20,70.8557
2013-02-21,70.8557
2013-02-22,70.8557
2013-02-23,70.8557
2013-02-24,70.8557
2013-02-25,70.8557
2013-02-26,70.8557
2013-02-27,70.8557
2013-02-28,70.8557
2013-03-01,70.8557
2013-03-02,70.8557
2013-03-03,70.8557
2013-03-04,70.8557
2013-03-05,70.8557
2013-03-06,70.8557
2013-03-07,70.8557
2013-03-08,70.8557
2013-03-09,70.8557
2013-03-10,70.8557
2013-03-11,70.8557
2013-03-12,70.8557
2013-03-13,70.8557
2013-03-14,70.8557
2013-03-15,70.8557
2013-03-16,70.8557
2013-03-17,70.8557
2013-03-18,70.8557
2013-03-19,70.8557
2013-03-20,70.8557
2013-03-21,70.8557
2013-03-22,70.8557
2013-03-23,70.8557
