,SGSN SW Equity
2010-07-28,31.0778
2010-07-29,31.0778
2010-07-30,31.0778
2010-07-31,31.0778
2010-08-01,31.0778
2010-08-02,31.0778
2010-08-03,31.0778
2010-08-04,31.0778
2010-08-05,31.0778
2010-08-06,31.0778
2010-08-07,31.0778
2010-08-08,31.0778
2010-08-09,31.0778
2010-08-10,31.0778
2010-08-11,31.0778
2010-08-12,31.0778
2010-08-13,31.0778
2010-08-14,31.0778
2010-08-15,31.0778
2010-08-16,31.0778
2010-08-17,31.0778
2010-08-18,31.0778
2010-08-19,31.0778
2010-08-20,31.0778
2010-08-21,31.0778
2010-08-22,31.0778
2010-08-23,31.0778
2010-08-24,31.0778
2010-08-25,31.0778
2010-08-26,31.0778
2010-08-27,31.0778
2010-08-28,31.0778
2010-08-29,31.0778
2010-08-30,31.0778
2010-08-31,31.0778
2010-09-01,31.0778
2010-09-02,31.0778
2010-09-03,31.0778
2010-09-04,31.0778
2010-09-05,31.0778
2010-09-06,31.0778
2010-09-07,31.0778
2010-09-08,31.0778
2010-09-09,31.0778
2010-09-10,31.0778
2010-09-11,31.0778
2010-09-12,31.0778
2010-09-13,31.0778
2010-09-14,31.0778
2010-09-15,31.0778
2010-09-16,31.0778
2010-09-17,31.0778
2010-09-18,31.0778
2010-09-19,31.0778
2010-09-20,31.0778
2010-09-21,31.0778
2010-09-22,31.0778
2010-09-23,31.0778
2010-09-24,31.0778
2010-09-25,31.0778
2010-09-26,31.0778
2010-09-27,31.0778
2010-09-28,31.0778
2010-09-29,31.0778
2010-09-30,31.0778
2010-10-01,31.0778
2010-10-02,31.0778
2010-10-03,31.0778
2010-10-04,31.0778
2010-10-05,31.0778
2010-10-06,31.0778
2010-10-07,31.0778
2010-10-08,31.0778
2010-10-09,31.0778
2010-10-10,31.0778
2010-10-11,31.0778
2010-10-12,31.0778
2010-10-13,31.0778
2010-10-14,31.0778
2010-10-15,31.0778
2010-10-16,31.0778
2010-10-17,31.0778
2010-10-18,31.0778
2010-10-19,31.0778
2010-10-20,31.0778
2010-10-21,31.0778
2010-10-22,31.0778
2010-10-23,31.0778
2010-10-24,31.0778
2010-10-25,31.0778
2010-10-26,31.0778
2010-10-27,31.0778
2010-10-28,31.0778
2010-10-29,31.0778
2010-10-30,31.0778
2010-10-31,31.0778
2010-11-01,31.0778
2010-11-02,31.0778
2010-11-03,31.0778
2010-11-04,31.0778
2010-11-05,31.0778
2010-11-06,31.0778
2010-11-07,31.0778
2010-11-08,31.0778
2010-11-09,31.0778
2010-11-10,31.0778
2010-11-11,31.0778
2010-11-12,31.0778
2010-11-13,31.0778
2010-11-14,31.0778
2010-11-15,31.0778
2010-11-16,31.0778
2010-11-17,31.0778
2010-11-18,31.0778
2010-11-19,31.0778
2010-11-20,31.0778
2010-11-21,31.0778
2010-11-22,31.0778
2010-11-23,31.0778
2010-11-24,31.0778
2010-11-25,31.0778
2010-11-26,31.0778
2010-11-27,31.0778
2010-11-28,31.0778
2010-11-29,31.0778
2010-11-30,31.0778
2010-12-01,31.0778
2010-12-02,31.0778
2010-12-03,31.0778
2010-12-04,31.0778
2010-12-05,31.0778
2010-12-06,31.0778
2010-12-07,31.0778
2010-12-08,31.0778
2010-12-09,31.0778
2010-12-10,31.0778
2010-12-11,31.0778
2010-12-12,31.0778
2010-12-13,31.0778
2010-12-14,31.0778
2010-12-15,31.0778
2010-12-16,31.0778
2010-12-17,31.0778
2010-12-18,31.0778
2010-12-19,31.0778
2010-12-20,31.0778
2010-12-21,31.0778
2010-12-22,31.0778
2010-12-23,31.0778
2010-12-24,31.0778
2010-12-25,31.0778
2010-12-26,31.0778
2010-12-27,31.0778
2010-12-28,31.0778
2010-12-29,31.0778
2010-12-30,31.0778
2010-12-31,28.3921
2011-01-01,28.3921
2011-01-02,28.3921
2011-01-03,28.3921
2011-01-04,28.3921
2011-01-05,28.3921
2011-01-06,28.3921
2011-01-07,28.3921
2011-01-08,28.3921
2011-01-09,28.3921
2011-01-10,28.3921
2011-01-11,28.3921
2011-01-12,28.3921
2011-01-13,28.3921
2011-01-14,28.3921
2011-01-15,28.3921
2011-01-16,28.3921
2011-01-17,28.3921
2011-01-18,28.3921
2011-01-19,28.3921
2011-01-20,28.3921
2011-01-21,28.3921
2011-01-22,28.3921
2011-01-23,28.3921
2011-01-24,28.3921
2011-01-25,28.3921
2011-01-26,28.3921
2011-01-27,28.3921
2011-01-28,28.3921
2011-01-29,28.3921
2011-01-30,28.3921
2011-01-31,28.3921
2011-02-01,28.3921
2011-02-02,28.3921
2011-02-03,28.3921
2011-02-04,28.3921
2011-02-05,28.3921
2011-02-06,28.3921
2011-02-07,28.3921
2011-02-08,28.3921
2011-02-09,28.3921
2011-02-10,28.3921
2011-02-11,28.3921
2011-02-12,28.3921
2011-02-13,28.3921
2011-02-14,28.3921
2011-02-15,28.3921
2011-02-16,28.3921
2011-02-17,28.3921
2011-02-18,28.3921
2011-02-19,28.3921
2011-02-20,28.3921
2011-02-21,28.3921
2011-02-22,28.3921
2011-02-23,28.3921
2011-02-24,28.3921
2011-02-25,28.3921
2011-02-26,28.3921
2011-02-27,28.3921
2011-02-28,28.3921
2011-03-01,28.3921
2011-03-02,28.3921
2011-03-03,28.3921
2011-03-04,28.3921
2011-03-05,28.3921
2011-03-06,28.3921
2011-03-07,28.3921
2011-03-08,28.3921
2011-03-09,28.3921
2011-03-10,28.3921
2011-03-11,28.3921
2011-03-12,28.3921
2011-03-13,28.3921
2011-03-14,28.3921
2011-03-15,28.3921
2011-03-16,28.3921
2011-03-17,28.3921
2011-03-18,28.3921
2011-03-19,28.3921
2011-03-20,28.3921
2011-03-21,28.3921
2011-03-22,28.3921
2011-03-23,28.3921
2011-03-24,28.3921
2011-03-25,28.3921
2011-03-26,28.3921
2011-03-27,28.3921
2011-03-28,28.3921
2011-03-29,28.3921
2011-03-30,28.3921
2011-03-31,28.3921
2011-04-01,28.3921
2011-04-02,28.3921
2011-04-03,28.3921
2011-04-04,28.3921
2011-04-05,28.3921
2011-04-06,28.3921
2011-04-07,28.3921
2011-04-08,28.3921
2011-04-09,28.3921
2011-04-10,28.3921
2011-04-11,28.3921
2011-04-12,28.3921
2011-04-13,28.3921
2011-04-14,28.3921
2011-04-15,28.3921
2011-04-16,28.3921
2011-04-17,28.3921
2011-04-18,28.3921
2011-04-19,28.3921
2011-04-20,28.3921
2011-04-21,28.3921
2011-04-22,28.3921
2011-04-23,28.3921
2011-04-24,28.3921
2011-04-25,28.3921
2011-04-26,28.3921
2011-04-27,28.3921
2011-04-28,28.3921
2011-04-29,28.3921
2011-04-30,28.3921
2011-05-01,28.3921
2011-05-02,28.3921
2011-05-03,28.3921
2011-05-04,28.3921
2011-05-05,28.3921
2011-05-06,28.3921
2011-05-07,28.3921
2011-05-08,28.3921
2011-05-09,28.3921
2011-05-10,28.3921
2011-05-11,28.3921
2011-05-12,28.3921
2011-05-13,28.3921
2011-05-14,28.3921
2011-05-15,28.3921
2011-05-16,28.3921
2011-05-17,28.3921
2011-05-18,28.3921
2011-05-19,28.3921
2011-05-20,28.3921
2011-05-21,28.3921
2011-05-22,28.3921
2011-05-23,28.3921
2011-05-24,28.3921
2011-05-25,28.3921
2011-05-26,28.3921
2011-05-27,28.3921
2011-05-28,28.3921
2011-05-29,28.3921
2011-05-30,28.3921
2011-05-31,28.3921
2011-06-01,28.3921
2011-06-02,28.3921
2011-06-03,28.3921
2011-06-04,28.3921
2011-06-05,28.3921
2011-06-06,28.3921
2011-06-07,28.3921
2011-06-08,28.3921
2011-06-09,28.3921
2011-06-10,28.3921
2011-06-11,28.3921
2011-06-12,28.3921
2011-06-13,28.3921
2011-06-14,28.3921
2011-06-15,28.3921
2011-06-16,28.3921
2011-06-17,28.3921
2011-06-18,28.3921
2011-06-19,28.3921
2011-06-20,28.3921
2011-06-21,28.3921
2011-06-22,28.3921
2011-06-23,28.3921
2011-06-24,28.3921
2011-06-25,28.3921
2011-06-26,28.3921
2011-06-27,28.3921
2011-06-28,28.3921
2011-06-29,28.3921
2011-06-30,31.73
2011-07-01,31.73
2011-07-02,31.73
2011-07-03,31.73
2011-07-04,31.73
2011-07-05,31.73
2011-07-06,31.73
2011-07-07,31.73
2011-07-08,31.73
2011-07-09,31.73
2011-07-10,31.73
2011-07-11,31.73
2011-07-12,31.73
2011-07-13,31.73
2011-07-14,31.73
2011-07-15,31.73
2011-07-16,31.73
2011-07-17,31.73
2011-07-18,31.73
2011-07-19,31.73
2011-07-20,31.73
2011-07-21,31.73
2011-07-22,31.73
2011-07-23,31.73
2011-07-24,31.73
2011-07-25,31.73
2011-07-26,31.73
2011-07-27,31.73
2011-07-28,31.73
2011-07-29,31.73
2011-07-30,31.73
2011-07-31,31.73
2011-08-01,31.73
2011-08-02,31.73
2011-08-03,31.73
2011-08-04,31.73
2011-08-05,31.73
2011-08-06,31.73
2011-08-07,31.73
2011-08-08,31.73
2011-08-09,31.73
2011-08-10,31.73
2011-08-11,31.73
2011-08-12,31.73
2011-08-13,31.73
2011-08-14,31.73
2011-08-15,31.73
2011-08-16,31.73
2011-08-17,31.73
2011-08-18,31.73
2011-08-19,31.73
2011-08-20,31.73
2011-08-21,31.73
2011-08-22,31.73
2011-08-23,31.73
2011-08-24,31.73
2011-08-25,31.73
2011-08-26,31.73
2011-08-27,31.73
2011-08-28,31.73
2011-08-29,31.73
2011-08-30,31.73
2011-08-31,31.73
2011-09-01,31.73
2011-09-02,31.73
2011-09-03,31.73
2011-09-04,31.73
2011-09-05,31.73
2011-09-06,31.73
2011-09-07,31.73
2011-09-08,31.73
2011-09-09,31.73
2011-09-10,31.73
2011-09-11,31.73
2011-09-12,31.73
2011-09-13,31.73
2011-09-14,31.73
2011-09-15,31.73
2011-09-16,31.73
2011-09-17,31.73
2011-09-18,31.73
2011-09-19,31.73
2011-09-20,31.73
2011-09-21,31.73
2011-09-22,31.73
2011-09-23,31.73
2011-09-24,31.73
2011-09-25,31.73
2011-09-26,31.73
2011-09-27,31.73
2011-09-28,31.73
2011-09-29,31.73
2011-09-30,31.73
2011-10-01,31.73
2011-10-02,31.73
2011-10-03,31.73
2011-10-04,31.73
2011-10-05,31.73
2011-10-06,31.73
2011-10-07,31.73
2011-10-08,31.73
2011-10-09,31.73
2011-10-10,31.73
2011-10-11,31.73
2011-10-12,31.73
2011-10-13,31.73
2011-10-14,31.73
2011-10-15,31.73
2011-10-16,31.73
2011-10-17,31.73
2011-10-18,31.73
2011-10-19,31.73
2011-10-20,31.73
2011-10-21,31.73
2011-10-22,31.73
2011-10-23,31.73
2011-10-24,31.73
2011-10-25,31.73
2011-10-26,31.73
2011-10-27,31.73
2011-10-28,31.73
2011-10-29,31.73
2011-10-30,31.73
2011-10-31,31.73
2011-11-01,31.73
2011-11-02,31.73
2011-11-03,31.73
2011-11-04,31.73
2011-11-05,31.73
2011-11-06,31.73
2011-11-07,31.73
2011-11-08,31.73
2011-11-09,31.73
2011-11-10,31.73
2011-11-11,31.73
2011-11-12,31.73
2011-11-13,31.73
2011-11-14,31.73
2011-11-15,31.73
2011-11-16,31.73
2011-11-17,31.73
2011-11-18,31.73
2011-11-19,31.73
2011-11-20,31.73
2011-11-21,31.73
2011-11-22,31.73
2011-11-23,31.73
2011-11-24,31.73
2011-11-25,31.73
2011-11-26,31.73
2011-11-27,31.73
2011-11-28,31.73
2011-11-29,31.73
2011-11-30,31.73
2011-12-01,31.73
2011-12-02,31.73
2011-12-03,31.73
2011-12-04,31.73
2011-12-05,31.73
2011-12-06,31.73
2011-12-07,31.73
2011-12-08,31.73
2011-12-09,31.73
2011-12-10,31.73
2011-12-11,31.73
2011-12-12,31.73
2011-12-13,31.73
2011-12-14,31.73
2011-12-15,31.73
2011-12-16,31.73
2011-12-17,31.73
2011-12-18,31.73
2011-12-19,31.73
2011-12-20,31.73
2011-12-21,31.73
2011-12-22,31.73
2011-12-23,31.73
2011-12-24,31.73
2011-12-25,31.73
2011-12-26,31.73
2011-12-27,31.73
2011-12-28,31.73
2011-12-29,31.73
2011-12-30,31.73
2011-12-31,26.2795
2012-01-01,26.2795
2012-01-02,26.2795
2012-01-03,26.2795
2012-01-04,26.2795
2012-01-05,26.2795
2012-01-06,26.2795
2012-01-07,26.2795
2012-01-08,26.2795
2012-01-09,26.2795
2012-01-10,26.2795
2012-01-11,26.2795
2012-01-12,26.2795
2012-01-13,26.2795
2012-01-14,26.2795
2012-01-15,26.2795
2012-01-16,26.2795
2012-01-17,26.2795
2012-01-18,26.2795
2012-01-19,26.2795
2012-01-20,26.2795
2012-01-21,26.2795
2012-01-22,26.2795
2012-01-23,26.2795
2012-01-24,26.2795
2012-01-25,26.2795
2012-01-26,26.2795
2012-01-27,26.2795
2012-01-28,26.2795
2012-01-29,26.2795
2012-01-30,26.2795
2012-01-31,26.2795
2012-02-01,26.2795
2012-02-02,26.2795
2012-02-03,26.2795
2012-02-04,26.2795
2012-02-05,26.2795
2012-02-06,26.2795
2012-02-07,26.2795
2012-02-08,26.2795
2012-02-09,26.2795
2012-02-10,26.2795
2012-02-11,26.2795
2012-02-12,26.2795
2012-02-13,26.2795
2012-02-14,26.2795
2012-02-15,26.2795
2012-02-16,26.2795
2012-02-17,26.2795
2012-02-18,26.2795
2012-02-19,26.2795
2012-02-20,26.2795
2012-02-21,26.2795
2012-02-22,26.2795
2012-02-23,26.2795
2012-02-24,26.2795
2012-02-25,26.2795
2012-02-26,26.2795
2012-02-27,26.2795
2012-02-28,26.2795
2012-02-29,26.2795
2012-03-01,26.2795
2012-03-02,26.2795
2012-03-03,26.2795
2012-03-04,26.2795
2012-03-05,26.2795
2012-03-06,26.2795
2012-03-07,26.2795
2012-03-08,26.2795
2012-03-09,26.2795
2012-03-10,26.2795
2012-03-11,26.2795
2012-03-12,26.2795
2012-03-13,26.2795
2012-03-14,26.2795
2012-03-15,26.2795
2012-03-16,26.2795
2012-03-17,26.2795
2012-03-18,26.2795
2012-03-19,26.2795
2012-03-20,26.2795
2012-03-21,26.2795
2012-03-22,26.2795
2012-03-23,26.2795
2012-03-24,26.2795
2012-03-25,26.2795
2012-03-26,26.2795
2012-03-27,26.2795
2012-03-28,26.2795
2012-03-29,26.2795
2012-03-30,26.2795
2012-03-31,26.2795
2012-04-01,26.2795
2012-04-02,26.2795
2012-04-03,26.2795
2012-04-04,26.2795
2012-04-05,26.2795
2012-04-06,26.2795
2012-04-07,26.2795
2012-04-08,26.2795
2012-04-09,26.2795
2012-04-10,26.2795
2012-04-11,26.2795
2012-04-12,26.2795
2012-04-13,26.2795
2012-04-14,26.2795
2012-04-15,26.2795
2012-04-16,26.2795
2012-04-17,26.2795
2012-04-18,26.2795
2012-04-19,26.2795
2012-04-20,26.2795
2012-04-21,26.2795
2012-04-22,26.2795
2012-04-23,26.2795
2012-04-24,26.2795
2012-04-25,26.2795
2012-04-26,26.2795
2012-04-27,26.2795
2012-04-28,26.2795
2012-04-29,26.2795
2012-04-30,26.2795
2012-05-01,26.2795
2012-05-02,26.2795
2012-05-03,26.2795
2012-05-04,26.2795
2012-05-05,26.2795
2012-05-06,26.2795
2012-05-07,26.2795
2012-05-08,26.2795
2012-05-09,26.2795
2012-05-10,26.2795
2012-05-11,26.2795
2012-05-12,26.2795
2012-05-13,26.2795
2012-05-14,26.2795
2012-05-15,26.2795
2012-05-16,26.2795
2012-05-17,26.2795
2012-05-18,26.2795
2012-05-19,26.2795
2012-05-20,26.2795
2012-05-21,26.2795
2012-05-22,26.2795
2012-05-23,26.2795
2012-05-24,26.2795
2012-05-25,26.2795
2012-05-26,26.2795
2012-05-27,26.2795
2012-05-28,26.2795
2012-05-29,26.2795
2012-05-30,26.2795
2012-05-31,26.2795
2012-06-01,26.2795
2012-06-02,26.2795
2012-06-03,26.2795
2012-06-04,26.2795
2012-06-05,26.2795
2012-06-06,26.2795
2012-06-07,26.2795
2012-06-08,26.2795
2012-06-09,26.2795
2012-06-10,26.2795
2012-06-11,26.2795
2012-06-12,26.2795
2012-06-13,26.2795
2012-06-14,26.2795
2012-06-15,26.2795
2012-06-16,26.2795
2012-06-17,26.2795
2012-06-18,26.2795
2012-06-19,26.2795
2012-06-20,26.2795
2012-06-21,26.2795
2012-06-22,26.2795
2012-06-23,26.2795
2012-06-24,26.2795
2012-06-25,26.2795
2012-06-26,26.2795
2012-06-27,26.2795
2012-06-28,26.2795
2012-06-29,26.2795
2012-06-30,30.617
2012-07-01,30.617
2012-07-02,30.617
2012-07-03,30.617
2012-07-04,30.617
2012-07-05,30.617
2012-07-06,30.617
2012-07-07,30.617
2012-07-08,30.617
2012-07-09,30.617
2012-07-10,30.617
2012-07-11,30.617
2012-07-12,30.617
2012-07-13,30.617
2012-07-14,30.617
2012-07-15,30.617
2012-07-16,30.617
2012-07-17,30.617
2012-07-18,30.617
2012-07-19,30.617
2012-07-20,30.617
2012-07-21,30.617
2012-07-22,30.617
2012-07-23,30.617
2012-07-24,30.617
2012-07-25,30.617
2012-07-26,30.617
2012-07-27,30.617
2012-07-28,30.617
2012-07-29,30.617
2012-07-30,30.617
2012-07-31,30.617
2012-08-01,30.617
2012-08-02,30.617
2012-08-03,30.617
2012-08-04,30.617
2012-08-05,30.617
2012-08-06,30.617
2012-08-07,30.617
2012-08-08,30.617
2012-08-09,30.617
2012-08-10,30.617
2012-08-11,30.617
2012-08-12,30.617
2012-08-13,30.617
2012-08-14,30.617
2012-08-15,30.617
2012-08-16,30.617
2012-08-17,30.617
2012-08-18,30.617
2012-08-19,30.617
2012-08-20,30.617
2012-08-21,30.617
2012-08-22,30.617
2012-08-23,30.617
2012-08-24,30.617
2012-08-25,30.617
2012-08-26,30.617
2012-08-27,30.617
2012-08-28,30.617
2012-08-29,30.617
2012-08-30,30.617
2012-08-31,30.617
2012-09-01,30.617
2012-09-02,30.617
2012-09-03,30.617
2012-09-04,30.617
2012-09-05,30.617
2012-09-06,30.617
2012-09-07,30.617
2012-09-08,30.617
2012-09-09,30.617
2012-09-10,30.617
2012-09-11,30.617
2012-09-12,30.617
2012-09-13,30.617
2012-09-14,30.617
2012-09-15,30.617
2012-09-16,30.617
2012-09-17,30.617
2012-09-18,30.617
2012-09-19,30.617
2012-09-20,30.617
2012-09-21,30.617
2012-09-22,30.617
2012-09-23,30.617
2012-09-24,30.617
2012-09-25,30.617
2012-09-26,30.617
2012-09-27,30.617
2012-09-28,30.617
2012-09-29,30.617
2012-09-30,30.617
2012-10-01,30.617
2012-10-02,30.617
2012-10-03,30.617
2012-10-04,30.617
2012-10-05,30.617
2012-10-06,30.617
2012-10-07,30.617
2012-10-08,30.617
2012-10-09,30.617
2012-10-10,30.617
2012-10-11,30.617
2012-10-12,30.617
2012-10-13,30.617
2012-10-14,30.617
2012-10-15,30.617
2012-10-16,30.617
2012-10-17,30.617
2012-10-18,30.617
2012-10-19,30.617
2012-10-20,30.617
2012-10-21,30.617
2012-10-22,30.617
2012-10-23,30.617
2012-10-24,30.617
2012-10-25,30.617
2012-10-26,30.617
2012-10-27,30.617
2012-10-28,30.617
2012-10-29,30.617
2012-10-30,30.617
2012-10-31,30.617
2012-11-01,30.617
2012-11-02,30.617
2012-11-03,30.617
2012-11-04,30.617
2012-11-05,30.617
2012-11-06,30.617
2012-11-07,30.617
2012-11-08,30.617
2012-11-09,30.617
2012-11-10,30.617
2012-11-11,30.617
2012-11-12,30.617
2012-11-13,30.617
2012-11-14,30.617
2012-11-15,30.617
2012-11-16,30.617
2012-11-17,30.617
2012-11-18,30.617
2012-11-19,30.617
2012-11-20,30.617
2012-11-21,30.617
2012-11-22,30.617
2012-11-23,30.617
2012-11-24,30.617
2012-11-25,30.617
2012-11-26,30.617
2012-11-27,30.617
2012-11-28,30.617
2012-11-29,30.617
2012-11-30,30.617
2012-12-01,30.617
2012-12-02,30.617
2012-12-03,30.617
2012-12-04,30.617
2012-12-05,30.617
2012-12-06,30.617
2012-12-07,30.617
2012-12-08,30.617
2012-12-09,30.617
2012-12-10,30.617
2012-12-11,30.617
2012-12-12,30.617
2012-12-13,30.617
2012-12-14,30.617
2012-12-15,30.617
2012-12-16,30.617
2012-12-17,30.617
2012-12-18,30.617
2012-12-19,30.617
2012-12-20,30.617
2012-12-21,30.617
2012-12-22,30.617
2012-12-23,30.617
2012-12-24,30.617
2012-12-25,30.617
2012-12-26,30.617
2012-12-27,30.617
2012-12-28,30.617
2012-12-29,30.617
2012-12-30,30.617
2012-12-31,26.8804
2013-01-01,26.8804
2013-01-02,26.8804
2013-01-03,26.8804
2013-01-04,26.8804
2013-01-05,26.8804
2013-01-06,26.8804
2013-01-07,26.8804
2013-01-08,26.8804
2013-01-09,26.8804
2013-01-10,26.8804
2013-01-11,26.8804
2013-01-12,26.8804
2013-01-13,26.8804
2013-01-14,26.8804
2013-01-15,26.8804
2013-01-16,26.8804
2013-01-17,26.8804
2013-01-18,26.8804
2013-01-19,26.8804
2013-01-20,26.8804
2013-01-21,26.8804
2013-01-22,26.8804
2013-01-23,26.8804
2013-01-24,26.8804
2013-01-25,26.8804
2013-01-26,26.8804
2013-01-27,26.8804
2013-01-28,26.8804
2013-01-29,26.8804
2013-01-30,26.8804
2013-01-31,26.8804
2013-02-01,26.8804
2013-02-02,26.8804
2013-02-03,26.8804
2013-02-04,26.8804
2013-02-05,26.8804
2013-02-06,26.8804
2013-02-07,26.8804
2013-02-08,26.8804
2013-02-09,26.8804
2013-02-10,26.8804
2013-02-11,26.8804
2013-02-12,26.8804
2013-02-13,26.8804
2013-02-14,26.8804
2013-02-15,26.8804
2013-02-16,26.8804
2013-02-17,26.8804
2013-02-18,26.8804
2013-02-19,26.8804
2013-02-20,26.8804
2013-02-21,26.8804
2013-02-22,26.8804
2013-02-23,26.8804
2013-02-24,26.8804
2013-02-25,26.8804
2013-02-26,26.8804
2013-02-27,26.8804
2013-02-28,26.8804
2013-03-01,26.8804
2013-03-02,26.8804
2013-03-03,26.8804
2013-03-04,26.8804
2013-03-05,26.8804
2013-03-06,26.8804
2013-03-07,26.8804
2013-03-08,26.8804
2013-03-09,26.8804
2013-03-10,26.8804
2013-03-11,26.8804
2013-03-12,26.8804
2013-03-13,26.8804
2013-03-14,26.8804
2013-03-15,26.8804
2013-03-16,26.8804
2013-03-17,26.8804
2013-03-18,26.8804
2013-03-19,26.8804
2013-03-20,26.8804
2013-03-21,26.8804
2013-03-22,26.8804
2013-03-23,26.8804
2013-03-24,26.8804
2013-03-25,26.8804
2013-03-26,26.8804
2013-03-27,26.8804
2013-03-28,26.8804
2013-03-29,26.8804
2013-03-30,26.8804
2013-03-31,26.8804
2013-04-01,26.8804
2013-04-02,26.8804
2013-04-03,26.8804
2013-04-04,26.8804
2013-04-05,26.8804
2013-04-06,26.8804
2013-04-07,26.8804
2013-04-08,26.8804
