,DOKA SW Equity
2011-05-29,28.0735
2011-05-30,28.0735
2011-05-31,28.0735
2011-06-01,28.0735
2011-06-02,28.0735
2011-06-03,28.0735
2011-06-04,28.0735
2011-06-05,28.0735
2011-06-06,28.0735
2011-06-07,28.0735
2011-06-08,28.0735
2011-06-09,28.0735
2011-06-10,28.0735
2011-06-11,28.0735
2011-06-12,28.0735
2011-06-13,28.0735
2011-06-14,28.0735
2011-06-15,28.0735
2011-06-16,28.0735
2011-06-17,28.0735
2011-06-18,28.0735
2011-06-19,28.0735
2011-06-20,28.0735
2011-06-21,28.0735
2011-06-22,28.0735
2011-06-23,28.0735
2011-06-24,28.0735
2011-06-25,28.0735
2011-06-26,28.0735
2011-06-27,28.0735
2011-06-28,28.0735
2011-06-29,28.0735
2011-06-30,53.359
2011-07-01,53.359
2011-07-02,53.359
2011-07-03,53.359
2011-07-04,53.359
2011-07-05,53.359
2011-07-06,53.359
2011-07-07,53.359
2011-07-08,53.359
2011-07-09,53.359
2011-07-10,53.359
2011-07-11,53.359
2011-07-12,53.359
2011-07-13,53.359
2011-07-14,53.359
2011-07-15,53.359
2011-07-16,53.359
2011-07-17,53.359
2011-07-18,53.359
2011-07-19,53.359
2011-07-20,53.359
2011-07-21,53.359
2011-07-22,53.359
2011-07-23,53.359
2011-07-24,53.359
2011-07-25,53.359
2011-07-26,53.359
2011-07-27,53.359
2011-07-28,53.359
2011-07-29,53.359
2011-07-30,53.359
2011-07-31,53.359
2011-08-01,53.359
2011-08-02,53.359
2011-08-03,53.359
2011-08-04,53.359
2011-08-05,53.359
2011-08-06,53.359
2011-08-07,53.359
2011-08-08,53.359
2011-08-09,53.359
2011-08-10,53.359
2011-08-11,53.359
2011-08-12,53.359
2011-08-13,53.359
2011-08-14,53.359
2011-08-15,53.359
2011-08-16,53.359
2011-08-17,53.359
2011-08-18,53.359
2011-08-19,53.359
2011-08-20,53.359
2011-08-21,53.359
2011-08-22,53.359
2011-08-23,53.359
2011-08-24,53.359
2011-08-25,53.359
2011-08-26,53.359
2011-08-27,53.359
2011-08-28,53.359
2011-08-29,53.359
2011-08-30,53.359
2011-08-31,53.359
2011-09-01,53.359
2011-09-02,53.359
2011-09-03,53.359
2011-09-04,53.359
2011-09-05,53.359
2011-09-06,53.359
2011-09-07,53.359
2011-09-08,53.359
2011-09-09,53.359
2011-09-10,53.359
2011-09-11,53.359
2011-09-12,53.359
2011-09-13,53.359
2011-09-14,53.359
2011-09-15,53.359
2011-09-16,53.359
2011-09-17,53.359
2011-09-18,53.359
2011-09-19,53.359
2011-09-20,53.359
2011-09-21,53.359
2011-09-22,53.359
2011-09-23,53.359
2011-09-24,53.359
2011-09-25,53.359
2011-09-26,53.359
2011-09-27,53.359
2011-09-28,53.359
2011-09-29,53.359
2011-09-30,53.359
2011-10-01,53.359
2011-10-02,53.359
2011-10-03,53.359
2011-10-04,53.359
2011-10-05,53.359
2011-10-06,53.359
2011-10-07,53.359
2011-10-08,53.359
2011-10-09,53.359
2011-10-10,53.359
2011-10-11,53.359
2011-10-12,53.359
2011-10-13,53.359
2011-10-14,53.359
2011-10-15,53.359
2011-10-16,53.359
2011-10-17,53.359
2011-10-18,53.359
2011-10-19,53.359
2011-10-20,53.359
2011-10-21,53.359
2011-10-22,53.359
2011-10-23,53.359
2011-10-24,53.359
2011-10-25,53.359
2011-10-26,53.359
2011-10-27,53.359
2011-10-28,53.359
2011-10-29,53.359
2011-10-30,53.359
2011-10-31,53.359
2011-11-01,53.359
2011-11-02,53.359
2011-11-03,53.359
2011-11-04,53.359
2011-11-05,53.359
2011-11-06,53.359
2011-11-07,53.359
2011-11-08,53.359
2011-11-09,53.359
2011-11-10,53.359
2011-11-11,53.359
2011-11-12,53.359
2011-11-13,53.359
2011-11-14,53.359
2011-11-15,53.359
2011-11-16,53.359
2011-11-17,53.359
2011-11-18,53.359
2011-11-19,53.359
2011-11-20,53.359
2011-11-21,53.359
2011-11-22,53.359
2011-11-23,53.359
2011-11-24,53.359
2011-11-25,53.359
2011-11-26,53.359
2011-11-27,53.359
2011-11-28,53.359
2011-11-29,53.359
2011-11-30,53.359
2011-12-01,53.359
2011-12-02,53.359
2011-12-03,53.359
2011-12-04,53.359
2011-12-05,53.359
2011-12-06,53.359
2011-12-07,53.359
2011-12-08,53.359
2011-12-09,53.359
2011-12-10,53.359
2011-12-11,53.359
2011-12-12,53.359
2011-12-13,53.359
2011-12-14,53.359
2011-12-15,53.359
2011-12-16,53.359
2011-12-17,53.359
2011-12-18,53.359
2011-12-19,53.359
2011-12-20,53.359
2011-12-21,53.359
2011-12-22,53.359
2011-12-23,53.359
2011-12-24,53.359
2011-12-25,53.359
2011-12-26,53.359
2011-12-27,53.359
2011-12-28,53.359
2011-12-29,53.359
2011-12-30,53.359
2011-12-31,53.6105
2012-01-01,53.6105
2012-01-02,53.6105
2012-01-03,53.6105
2012-01-04,53.6105
2012-01-05,53.6105
2012-01-06,53.6105
2012-01-07,53.6105
2012-01-08,53.6105
2012-01-09,53.6105
2012-01-10,53.6105
2012-01-11,53.6105
2012-01-12,53.6105
2012-01-13,53.6105
2012-01-14,53.6105
2012-01-15,53.6105
2012-01-16,53.6105
2012-01-17,53.6105
2012-01-18,53.6105
2012-01-19,53.6105
2012-01-20,53.6105
2012-01-21,53.6105
2012-01-22,53.6105
2012-01-23,53.6105
2012-01-24,53.6105
2012-01-25,53.6105
2012-01-26,53.6105
2012-01-27,53.6105
2012-01-28,53.6105
2012-01-29,53.6105
2012-01-30,53.6105
2012-01-31,53.6105
2012-02-01,53.6105
2012-02-02,53.6105
2012-02-03,53.6105
2012-02-04,53.6105
2012-02-05,53.6105
2012-02-06,53.6105
2012-02-07,53.6105
2012-02-08,53.6105
2012-02-09,53.6105
2012-02-10,53.6105
2012-02-11,53.6105
2012-02-12,53.6105
2012-02-13,53.6105
2012-02-14,53.6105
2012-02-15,53.6105
2012-02-16,53.6105
2012-02-17,53.6105
2012-02-18,53.6105
2012-02-19,53.6105
2012-02-20,53.6105
2012-02-21,53.6105
2012-02-22,53.6105
2012-02-23,53.6105
2012-02-24,53.6105
2012-02-25,53.6105
2012-02-26,53.6105
2012-02-27,53.6105
2012-02-28,53.6105
2012-02-29,53.6105
2012-03-01,53.6105
2012-03-02,53.6105
2012-03-03,53.6105
2012-03-04,53.6105
2012-03-05,53.6105
2012-03-06,53.6105
2012-03-07,53.6105
2012-03-08,53.6105
2012-03-09,53.6105
2012-03-10,53.6105
2012-03-11,53.6105
2012-03-12,53.6105
2012-03-13,53.6105
2012-03-14,53.6105
2012-03-15,53.6105
2012-03-16,53.6105
2012-03-17,53.6105
2012-03-18,53.6105
2012-03-19,53.6105
2012-03-20,53.6105
2012-03-21,53.6105
2012-03-22,53.6105
2012-03-23,53.6105
2012-03-24,53.6105
2012-03-25,53.6105
2012-03-26,53.6105
2012-03-27,53.6105
2012-03-28,53.6105
2012-03-29,53.6105
2012-03-30,53.6105
2012-03-31,53.6105
2012-04-01,53.6105
2012-04-02,53.6105
2012-04-03,53.6105
2012-04-04,53.6105
2012-04-05,53.6105
2012-04-06,53.6105
2012-04-07,53.6105
2012-04-08,53.6105
2012-04-09,53.6105
2012-04-10,53.6105
2012-04-11,53.6105
2012-04-12,53.6105
2012-04-13,53.6105
2012-04-14,53.6105
2012-04-15,53.6105
2012-04-16,53.6105
2012-04-17,53.6105
2012-04-18,53.6105
2012-04-19,53.6105
2012-04-20,53.6105
2012-04-21,53.6105
2012-04-22,53.6105
2012-04-23,53.6105
2012-04-24,53.6105
2012-04-25,53.6105
2012-04-26,53.6105
2012-04-27,53.6105
2012-04-28,53.6105
2012-04-29,53.6105
2012-04-30,53.6105
2012-05-01,53.6105
2012-05-02,53.6105
2012-05-03,53.6105
2012-05-04,53.6105
2012-05-05,53.6105
2012-05-06,53.6105
2012-05-07,53.6105
2012-05-08,53.6105
2012-05-09,53.6105
2012-05-10,53.6105
2012-05-11,53.6105
2012-05-12,53.6105
2012-05-13,53.6105
2012-05-14,53.6105
2012-05-15,53.6105
2012-05-16,53.6105
2012-05-17,53.6105
2012-05-18,53.6105
2012-05-19,53.6105
2012-05-20,53.6105
2012-05-21,53.6105
2012-05-22,53.6105
2012-05-23,53.6105
2012-05-24,53.6105
2012-05-25,53.6105
2012-05-26,53.6105
2012-05-27,53.6105
2012-05-28,53.6105
2012-05-29,53.6105
2012-05-30,53.6105
2012-05-31,53.6105
2012-06-01,53.6105
2012-06-02,53.6105
2012-06-03,53.6105
2012-06-04,53.6105
2012-06-05,53.6105
2012-06-06,53.6105
2012-06-07,53.6105
2012-06-08,53.6105
2012-06-09,53.6105
2012-06-10,53.6105
2012-06-11,53.6105
2012-06-12,53.6105
2012-06-13,53.6105
2012-06-14,53.6105
2012-06-15,53.6105
2012-06-16,53.6105
2012-06-17,53.6105
2012-06-18,53.6105
2012-06-19,53.6105
2012-06-20,53.6105
2012-06-21,53.6105
2012-06-22,53.6105
2012-06-23,53.6105
2012-06-24,53.6105
2012-06-25,53.6105
2012-06-26,53.6105
2012-06-27,53.6105
2012-06-28,53.6105
2012-06-29,53.6105
2012-06-30,17.4827
2012-07-01,17.4827
2012-07-02,17.4827
2012-07-03,17.4827
2012-07-04,17.4827
2012-07-05,17.4827
2012-07-06,17.4827
2012-07-07,17.4827
2012-07-08,17.4827
2012-07-09,17.4827
2012-07-10,17.4827
2012-07-11,17.4827
2012-07-12,17.4827
2012-07-13,17.4827
2012-07-14,17.4827
2012-07-15,17.4827
2012-07-16,17.4827
2012-07-17,17.4827
2012-07-18,17.4827
2012-07-19,17.4827
2012-07-20,17.4827
2012-07-21,17.4827
2012-07-22,17.4827
2012-07-23,17.4827
2012-07-24,17.4827
2012-07-25,17.4827
2012-07-26,17.4827
2012-07-27,17.4827
2012-07-28,17.4827
2012-07-29,17.4827
2012-07-30,17.4827
2012-07-31,17.4827
2012-08-01,17.4827
2012-08-02,17.4827
2012-08-03,17.4827
2012-08-04,17.4827
2012-08-05,17.4827
2012-08-06,17.4827
2012-08-07,17.4827
2012-08-08,17.4827
2012-08-09,17.4827
2012-08-10,17.4827
2012-08-11,17.4827
2012-08-12,17.4827
2012-08-13,17.4827
2012-08-14,17.4827
2012-08-15,17.4827
2012-08-16,17.4827
2012-08-17,17.4827
2012-08-18,17.4827
2012-08-19,17.4827
2012-08-20,17.4827
2012-08-21,17.4827
2012-08-22,17.4827
2012-08-23,17.4827
2012-08-24,17.4827
2012-08-25,17.4827
2012-08-26,17.4827
2012-08-27,17.4827
2012-08-28,17.4827
2012-08-29,17.4827
2012-08-30,17.4827
2012-08-31,17.4827
2012-09-01,17.4827
2012-09-02,17.4827
2012-09-03,17.4827
2012-09-04,17.4827
2012-09-05,17.4827
2012-09-06,17.4827
2012-09-07,17.4827
2012-09-08,17.4827
2012-09-09,17.4827
2012-09-10,17.4827
2012-09-11,17.4827
2012-09-12,17.4827
2012-09-13,17.4827
2012-09-14,17.4827
2012-09-15,17.4827
2012-09-16,17.4827
2012-09-17,17.4827
2012-09-18,17.4827
2012-09-19,17.4827
2012-09-20,17.4827
2012-09-21,17.4827
2012-09-22,17.4827
2012-09-23,17.4827
2012-09-24,17.4827
2012-09-25,17.4827
2012-09-26,17.4827
2012-09-27,17.4827
2012-09-28,17.4827
2012-09-29,17.4827
2012-09-30,17.4827
2012-10-01,17.4827
2012-10-02,17.4827
2012-10-03,17.4827
2012-10-04,17.4827
2012-10-05,17.4827
2012-10-06,17.4827
2012-10-07,17.4827
2012-10-08,17.4827
2012-10-09,17.4827
2012-10-10,17.4827
2012-10-11,17.4827
2012-10-12,17.4827
2012-10-13,17.4827
2012-10-14,17.4827
2012-10-15,17.4827
2012-10-16,17.4827
2012-10-17,17.4827
2012-10-18,17.4827
2012-10-19,17.4827
2012-10-20,17.4827
2012-10-21,17.4827
2012-10-22,17.4827
2012-10-23,17.4827
2012-10-24,17.4827
2012-10-25,17.4827
2012-10-26,17.4827
2012-10-27,17.4827
2012-10-28,17.4827
2012-10-29,17.4827
2012-10-30,17.4827
2012-10-31,17.4827
2012-11-01,17.4827
2012-11-02,17.4827
2012-11-03,17.4827
2012-11-04,17.4827
2012-11-05,17.4827
2012-11-06,17.4827
2012-11-07,17.4827
2012-11-08,17.4827
2012-11-09,17.4827
2012-11-10,17.4827
2012-11-11,17.4827
2012-11-12,17.4827
2012-11-13,17.4827
2012-11-14,17.4827
2012-11-15,17.4827
2012-11-16,17.4827
2012-11-17,17.4827
2012-11-18,17.4827
2012-11-19,17.4827
2012-11-20,17.4827
2012-11-21,17.4827
2012-11-22,17.4827
2012-11-23,17.4827
2012-11-24,17.4827
2012-11-25,17.4827
2012-11-26,17.4827
2012-11-27,17.4827
2012-11-28,17.4827
2012-11-29,17.4827
2012-11-30,17.4827
2012-12-01,17.4827
2012-12-02,17.4827
2012-12-03,17.4827
2012-12-04,17.4827
2012-12-05,17.4827
2012-12-06,17.4827
2012-12-07,17.4827
2012-12-08,17.4827
2012-12-09,17.4827
2012-12-10,17.4827
2012-12-11,17.4827
2012-12-12,17.4827
2012-12-13,17.4827
2012-12-14,17.4827
2012-12-15,17.4827
2012-12-16,17.4827
2012-12-17,17.4827
2012-12-18,17.4827
2012-12-19,17.4827
2012-12-20,17.4827
2012-12-21,17.4827
2012-12-22,17.4827
2012-12-23,17.4827
2012-12-24,17.4827
2012-12-25,17.4827
2012-12-26,17.4827
2012-12-27,17.4827
2012-12-28,17.4827
2012-12-29,17.4827
2012-12-30,17.4827
2012-12-31,16.9756
2013-01-01,16.9756
2013-01-02,16.9756
2013-01-03,16.9756
2013-01-04,16.9756
2013-01-05,16.9756
2013-01-06,16.9756
2013-01-07,16.9756
2013-01-08,16.9756
2013-01-09,16.9756
2013-01-10,16.9756
2013-01-11,16.9756
2013-01-12,16.9756
2013-01-13,16.9756
2013-01-14,16.9756
2013-01-15,16.9756
2013-01-16,16.9756
2013-01-17,16.9756
2013-01-18,16.9756
2013-01-19,16.9756
2013-01-20,16.9756
2013-01-21,16.9756
2013-01-22,16.9756
2013-01-23,16.9756
2013-01-24,16.9756
2013-01-25,16.9756
2013-01-26,16.9756
2013-01-27,16.9756
2013-01-28,16.9756
2013-01-29,16.9756
2013-01-30,16.9756
2013-01-31,16.9756
2013-02-01,16.9756
2013-02-02,16.9756
2013-02-03,16.9756
2013-02-04,16.9756
2013-02-05,16.9756
2013-02-06,16.9756
2013-02-07,16.9756
2013-02-08,16.9756
2013-02-09,16.9756
2013-02-10,16.9756
2013-02-11,16.9756
2013-02-12,16.9756
2013-02-13,16.9756
2013-02-14,16.9756
2013-02-15,16.9756
2013-02-16,16.9756
2013-02-17,16.9756
2013-02-18,16.9756
2013-02-19,16.9756
2013-02-20,16.9756
2013-02-21,16.9756
2013-02-22,16.9756
2013-02-23,16.9756
2013-02-24,16.9756
2013-02-25,16.9756
2013-02-26,16.9756
2013-02-27,16.9756
2013-02-28,16.9756
2013-03-01,16.9756
2013-03-02,16.9756
2013-03-03,16.9756
2013-03-04,16.9756
2013-03-05,16.9756
2013-03-06,16.9756
2013-03-07,16.9756
2013-03-08,16.9756
2013-03-09,16.9756
2013-03-10,16.9756
2013-03-11,16.9756
2013-03-12,16.9756
2013-03-13,16.9756
2013-03-14,16.9756
2013-03-15,16.9756
2013-03-16,16.9756
2013-03-17,16.9756
2013-03-18,16.9756
2013-03-19,16.9756
2013-03-20,16.9756
2013-03-21,16.9756
2013-03-22,16.9756
2013-03-23,16.9756
2013-03-24,16.9756
