,KO US Equity
2020-04-06,2.84
2020-04-07,2.84
2020-04-08,2.84
2020-04-09,2.84
2020-04-10,2.84
2020-04-11,2.84
2020-04-12,2.84
2020-04-13,2.84
2020-04-14,2.84
2020-04-15,2.84
2020-04-16,2.84
2020-04-17,2.84
2020-04-18,2.84
2020-04-19,2.84
2020-04-20,2.84
2020-04-21,2.84
2020-04-22,2.835
2020-04-23,2.835
2020-04-24,2.835
2020-04-25,2.835
2020-04-26,2.835
2020-04-27,2.835
2020-04-28,2.835
2020-04-29,2.835
2020-04-30,2.835
2020-05-01,2.835
2020-05-02,2.835
2020-05-03,2.835
2020-05-04,2.835
2020-05-05,2.835
2020-05-06,2.835
2020-05-07,2.835
2020-05-08,2.835
2020-05-09,2.835
2020-05-10,2.835
2020-05-11,2.835
2020-05-12,2.835
2020-05-13,2.835
2020-05-14,2.835
2020-05-15,2.835
2020-05-16,2.835
2020-05-17,2.835
2020-05-18,2.835
2020-05-19,2.835
2020-05-20,2.835
2020-05-21,2.835
2020-05-22,2.835
2020-05-23,2.835
2020-05-24,2.835
2020-05-25,2.835
2020-05-26,2.835
2020-05-27,2.835
2020-05-28,2.835
2020-05-29,2.835
2020-05-30,2.835
2020-05-31,2.835
2020-06-01,2.835
2020-06-02,2.835
2020-06-03,2.835
2020-06-04,2.835
2020-06-05,2.835
2020-06-06,2.835
2020-06-07,2.835
2020-06-08,2.883
2020-06-09,2.883
2020-06-10,2.883
2020-06-11,2.883
2020-06-12,2.883
2020-06-13,2.883
2020-06-14,2.883
2020-06-15,2.883
2020-06-16,2.883
2020-06-17,2.883
2020-06-18,2.883
2020-06-19,2.883
2020-06-20,2.883
2020-06-21,2.883
2020-06-22,2.883
2020-06-23,2.883
2020-06-24,2.81
2020-06-25,2.81
2020-06-26,2.81
2020-06-27,2.81
2020-06-28,2.81
2020-06-29,2.81
2020-06-30,2.81
2020-07-01,2.81
2020-07-02,2.81
2020-07-03,2.81
2020-07-04,2.81
2020-07-05,2.81
2020-07-06,2.81
2020-07-07,2.81
2020-07-08,2.81
2020-07-09,2.81
2020-07-10,2.81
2020-07-11,2.81
2020-07-12,2.81
2020-07-13,2.81
2020-07-14,2.81
2020-07-15,2.753
2020-07-16,2.753
2020-07-17,2.753
2020-07-18,2.753
2020-07-19,2.753
2020-07-20,2.753
2020-07-21,2.753
2020-07-22,2.793
2020-07-23,2.793
2020-07-24,2.793
2020-07-25,2.775
2020-07-26,2.775
2020-07-27,2.775
2020-07-28,2.775
2020-07-29,2.775
2020-07-30,2.775
2020-07-31,2.775
2020-08-01,2.775
2020-08-02,2.775
2020-08-03,2.775
2020-08-04,2.775
2020-08-05,2.775
2020-08-06,2.775
2020-08-07,2.775
2020-08-08,2.775
2020-08-09,2.775
2020-08-10,2.775
2020-08-11,2.775
2020-08-12,2.775
2020-08-13,2.775
2020-08-14,2.775
2020-08-15,2.775
2020-08-16,2.775
2020-08-17,2.775
2020-08-18,2.775
2020-08-19,2.775
2020-08-20,2.775
2020-08-21,2.775
2020-08-22,2.775
2020-08-23,2.775
2020-08-24,2.775
2020-08-25,2.775
2020-08-26,2.775
2020-08-27,2.775
2020-08-28,2.775
2020-08-29,2.775
2020-08-30,2.775
2020-08-31,2.775
2020-09-01,2.775
2020-09-02,2.775
2020-09-03,2.775
2020-09-04,2.775
2020-09-05,2.775
2020-09-06,2.775
2020-09-07,2.775
2020-09-08,2.775
2020-09-09,2.775
2020-09-10,2.775
2020-09-11,2.775
2020-09-12,2.775
2020-09-13,2.775
2020-09-14,2.775
2020-09-15,2.775
2020-09-16,2.775
2020-09-17,2.775
2020-09-18,2.775
2020-09-19,2.775
2020-09-20,2.775
2020-09-21,2.775
2020-09-22,2.775
2020-09-23,2.775
2020-09-24,2.775
2020-09-25,2.775
2020-09-26,2.775
2020-09-27,2.775
2020-09-28,2.775
2020-09-29,2.775
2020-09-30,2.775
2020-10-01,2.775
2020-10-02,2.775
2020-10-03,2.775
2020-10-04,2.775
2020-10-05,2.775
2020-10-06,2.775
2020-10-07,2.77
2020-10-08,2.77
2020-10-09,2.77
2020-10-10,2.77
2020-10-11,2.77
2020-10-12,2.77
2020-10-13,2.77
2020-10-14,2.77
2020-10-15,2.77
2020-10-16,2.77
2020-10-17,2.77
2020-10-18,2.77
2020-10-19,2.773
2020-10-20,2.773
2020-10-21,2.773
2020-10-22,2.773
2020-10-23,2.793
2020-10-24,2.793
2020-10-25,2.793
2020-10-26,2.793
2020-10-27,2.785
2020-10-28,2.785
2020-10-29,2.785
2020-10-30,2.785
2020-10-31,2.785
2020-11-01,2.785
2020-11-02,2.785
2020-11-03,2.785
2020-11-04,2.785
2020-11-05,2.785
2020-11-06,2.785
2020-11-07,2.785
2020-11-08,2.785
2020-11-09,2.785
2020-11-10,2.785
2020-11-11,2.785
2020-11-12,2.785
2020-11-13,2.785
2020-11-14,2.785
2020-11-15,2.785
2020-11-16,2.785
2020-11-17,2.785
2020-11-18,2.785
2020-11-19,2.785
2020-11-20,2.785
2020-11-21,2.785
2020-11-22,2.785
2020-11-23,2.785
2020-11-24,2.785
2020-11-25,2.785
2020-11-26,2.785
2020-11-27,2.785
2020-11-28,2.785
2020-11-29,2.785
2020-11-30,2.785
2020-12-01,2.785
2020-12-02,2.785
2020-12-03,2.785
2020-12-04,2.785
2020-12-05,2.785
2020-12-06,2.785
2020-12-07,2.785
2020-12-08,2.785
2020-12-09,2.785
2020-12-10,2.785
2020-12-11,2.785
2020-12-12,2.785
2020-12-13,2.785
2020-12-14,2.785
2020-12-15,2.785
2020-12-16,2.778
2020-12-17,2.778
2020-12-18,2.778
2020-12-19,2.778
2020-12-20,2.778
2020-12-21,2.778
2020-12-22,2.778
2020-12-23,2.778
2020-12-24,2.778
2020-12-25,2.778
2020-12-26,2.778
2020-12-27,2.778
2020-12-28,2.778
2020-12-29,2.778
2020-12-30,2.778
2020-12-31,2.778
2021-01-01,2.778
2021-01-02,2.778
2021-01-03,2.778
2021-01-04,2.778
2021-01-05,2.74
2021-01-06,2.74
2021-01-07,2.74
2021-01-08,2.74
2021-01-09,2.74
2021-01-10,2.74
2021-01-11,2.74
2021-01-12,2.74
2021-01-13,2.74
2021-01-14,2.74
2021-01-15,2.74
2021-01-16,2.74
2021-01-17,2.74
2021-01-18,2.74
2021-01-19,2.724
2021-01-20,2.724
2021-01-21,2.724
2021-01-22,2.724
2021-01-23,2.724
2021-01-24,2.724
2021-01-25,2.724
2021-01-26,2.724
2021-01-27,2.724
2021-01-28,2.724
2021-01-29,2.724
2021-01-30,2.724
2021-01-31,2.724
2021-02-01,2.724
2021-02-02,2.722
2021-02-03,2.722
2021-02-04,2.72
2021-02-05,2.72
2021-02-06,2.72
2021-02-07,2.72
2021-02-08,2.72
2021-02-09,2.72
2021-02-10,2.72
2021-02-11,2.692
2021-02-12,2.692
2021-02-13,2.692
2021-02-14,2.692
2021-02-15,2.692
2021-02-16,2.692
2021-02-17,2.692
2021-02-18,2.692
2021-02-19,2.692
2021-02-20,2.692
2021-02-21,2.692
2021-02-22,2.692
2021-02-23,2.692
2021-02-24,2.692
2021-02-25,2.69
2021-02-26,2.69
2021-02-27,2.69
2021-02-28,2.69
2021-03-01,2.69
2021-03-02,2.69
2021-03-03,2.69
2021-03-04,2.69
2021-03-05,2.69
2021-03-06,2.69
2021-03-07,2.69
2021-03-08,2.69
2021-03-09,2.69
2021-03-10,2.69
2021-03-11,2.69
2021-03-12,2.69
2021-03-13,2.69
2021-03-14,2.69
2021-03-15,2.69
2021-03-16,2.71
2021-03-17,2.704
2021-03-18,2.704
2021-03-19,2.704
2021-03-20,2.704
2021-03-21,2.704
2021-03-22,2.704
2021-03-23,2.704
2021-03-24,2.704
2021-03-25,2.704
2021-03-26,2.704
2021-03-27,2.704
2021-03-28,2.704
2021-03-29,2.704
2021-03-30,2.704
2021-03-31,2.704
2021-04-01,2.704
2021-04-02,2.704
2021-04-03,2.704
2021-04-04,2.704
2021-04-05,2.704
2021-04-06,2.704
2021-04-07,2.704
2021-04-08,2.704
2021-04-09,2.704
2021-04-10,2.704
2021-04-11,2.704
2021-04-12,2.706
2021-04-13,2.706
2021-04-14,2.706
2021-04-15,2.704
2021-04-16,2.704
2021-04-17,2.704
2021-04-18,2.704
2021-04-19,2.745
2021-04-20,2.762
2021-04-21,2.762
2021-04-22,2.763
2021-04-23,2.763
2021-04-24,2.763
2021-04-25,2.763
2021-04-26,2.763
2021-04-27,2.763
2021-04-28,2.763
2021-04-29,2.763
2021-04-30,2.763
2021-05-01,2.763
2021-05-02,2.763
2021-05-03,2.763
2021-05-04,2.763
2021-05-05,2.763
2021-05-06,2.763
2021-05-07,2.763
2021-05-08,2.763
2021-05-09,2.763
2021-05-10,2.763
2021-05-11,2.763
2021-05-12,2.763
2021-05-13,2.763
2021-05-14,2.763
2021-05-15,2.763
2021-05-16,2.763
2021-05-17,2.763
2021-05-18,2.763
2021-05-19,2.763
2021-05-20,2.763
2021-05-21,2.763
2021-05-22,2.763
2021-05-23,2.763
2021-05-24,2.763
2021-05-25,2.763
2021-05-26,2.763
2021-05-27,2.763
2021-05-28,2.763
2021-05-29,2.763
2021-05-30,2.763
2021-05-31,2.763
2021-06-01,2.763
2021-06-02,2.763
2021-06-03,2.763
2021-06-04,2.763
2021-06-05,2.763
2021-06-06,2.763
2021-06-07,2.763
2021-06-08,2.763
2021-06-09,2.763
2021-06-10,2.763
2021-06-11,2.763
2021-06-12,2.763
2021-06-13,2.763
2021-06-14,2.763
2021-06-15,2.763
2021-06-16,2.763
2021-06-17,2.763
2021-06-18,2.763
2021-06-19,2.763
2021-06-20,2.763
2021-06-21,2.763
2021-06-22,2.763
2021-06-23,2.763
2021-06-24,2.763
2021-06-25,2.763
2021-06-26,2.763
2021-06-27,2.763
2021-06-28,2.763
2021-06-29,2.763
2021-06-30,2.763
2021-07-01,2.763
2021-07-02,2.763
2021-07-03,2.763
2021-07-04,2.763
2021-07-05,2.763
2021-07-06,2.763
2021-07-07,2.763
2021-07-08,2.763
2021-07-09,2.763
2021-07-10,2.763
2021-07-11,2.763
2021-07-12,2.763
2021-07-13,2.763
2021-07-14,2.763
2021-07-15,2.763
2021-07-16,2.763
2021-07-17,2.763
2021-07-18,2.763
2021-07-19,2.763
2021-07-20,2.763
2021-07-21,2.77
2021-07-22,2.793
2021-07-23,2.793
2021-07-24,2.799
2021-07-25,2.799
2021-07-26,2.799
2021-07-27,2.799
2021-07-28,2.799
2021-07-29,2.799
2021-07-30,2.809
2021-07-31,2.809
2021-08-01,2.809
2021-08-02,2.809
2021-08-03,2.809
2021-08-04,2.809
2021-08-05,2.809
2021-08-06,2.809
2021-08-07,2.809
2021-08-08,2.809
2021-08-09,2.809
2021-08-10,2.809
2021-08-11,2.809
2021-08-12,2.809
2021-08-13,2.809
2021-08-14,2.809
2021-08-15,2.809
2021-08-16,2.809
2021-08-17,2.809
2021-08-18,2.809
2021-08-19,2.809
2021-08-20,2.809
2021-08-21,2.809
2021-08-22,2.809
2021-08-23,2.809
2021-08-24,2.809
2021-08-25,2.809
2021-08-26,2.809
2021-08-27,2.809
2021-08-28,2.809
2021-08-29,2.809
2021-08-30,2.809
2021-08-31,2.809
2021-09-01,2.809
2021-09-02,2.809
2021-09-03,2.809
2021-09-04,2.809
2021-09-05,2.809
2021-09-06,2.809
2021-09-07,2.809
2021-09-08,2.809
2021-09-09,2.809
2021-09-10,2.809
2021-09-11,2.809
2021-09-12,2.809
2021-09-13,2.809
2021-09-14,2.809
2021-09-15,2.809
2021-09-16,2.809
2021-09-17,2.809
2021-09-18,2.809
2021-09-19,2.809
2021-09-20,2.809
2021-09-21,2.809
2021-09-22,2.809
2021-09-23,2.809
2021-09-24,2.809
2021-09-25,2.809
2021-09-26,2.809
2021-09-27,2.809
2021-09-28,2.809
2021-09-29,2.809
2021-09-30,2.809
2021-10-01,2.809
2021-10-02,2.809
2021-10-03,2.809
2021-10-04,2.809
2021-10-05,2.809
2021-10-06,2.809
2021-10-07,2.809
2021-10-08,2.809
2021-10-09,2.809
2021-10-10,2.806
2021-10-11,2.806
2021-10-12,2.807
2021-10-13,2.807
2021-10-14,2.807
2021-10-15,2.806
2021-10-16,2.806
2021-10-17,2.806
2021-10-18,2.806
2021-10-19,2.806
2021-10-20,2.806
2021-10-21,2.806
2021-10-22,2.797
2021-10-23,2.797
2021-10-24,2.797
2021-10-25,2.797
2021-10-26,2.797
2021-10-27,2.794
2021-10-28,2.796
2021-10-29,2.796
2021-10-30,2.796
2021-10-31,2.796
2021-11-01,2.796
2021-11-02,2.793
2021-11-03,2.793
2021-11-04,2.799
2021-11-05,2.799
2021-11-06,2.799
2021-11-07,2.799
2021-11-08,2.799
2021-11-09,2.799
2021-11-10,2.803
2021-11-11,2.803
2021-11-12,2.803
2021-11-13,2.803
2021-11-14,2.803
2021-11-15,2.803
2021-11-16,2.803
2021-11-17,2.803
2021-11-18,2.803
2021-11-19,2.803
2021-11-20,2.803
2021-11-21,2.803
2021-11-22,2.803
2021-11-23,2.803
2021-11-24,2.803
2021-11-25,2.803
2021-11-26,2.803
2021-11-27,2.803
2021-11-28,2.803
2021-11-29,2.803
2021-11-30,2.803
2021-12-01,2.803
2021-12-02,2.793
2021-12-03,2.793
2021-12-04,2.793
2021-12-05,2.793
2021-12-06,2.793
2021-12-07,2.793
2021-12-08,2.793
2021-12-09,2.793
2021-12-10,2.793
2021-12-11,2.793
2021-12-12,2.793
2021-12-13,2.793
2021-12-14,2.793
2021-12-15,2.793
2021-12-16,2.793
2021-12-17,2.793
2021-12-18,2.793
2021-12-19,2.793
2021-12-20,2.793
2021-12-21,2.793
2021-12-22,2.793
2021-12-23,2.793
2021-12-24,2.793
2021-12-25,2.793
2021-12-26,2.793
2021-12-27,2.793
2021-12-28,2.793
2021-12-29,2.793
2021-12-30,2.793
2021-12-31,2.793
2022-01-01,2.793
2022-01-02,2.793
2022-01-03,2.793
2022-01-04,2.793
2022-01-05,2.788
2022-01-06,2.788
2022-01-07,2.788
2022-01-08,2.788
2022-01-09,2.788
2022-01-10,2.788
2022-01-11,2.788
2022-01-12,2.788
2022-01-13,2.787
2022-01-14,2.787
2022-01-15,2.787
2022-01-16,2.787
2022-01-17,2.787
2022-01-18,2.787
2022-01-19,2.787
2022-01-20,2.787
2022-01-21,2.787
2022-01-22,2.787
2022-01-23,2.787
2022-01-24,2.787
2022-01-25,2.787
2022-01-26,2.788
2022-01-27,2.788
2022-01-28,2.788
2022-01-29,2.788
2022-01-30,2.788
2022-01-31,2.788
2022-02-01,2.788
2022-02-02,2.788
2022-02-03,2.788
2022-02-04,2.788
2022-02-05,2.788
2022-02-06,2.788
2022-02-07,2.788
2022-02-08,2.788
2022-02-09,2.788
2022-02-10,2.818
2022-02-11,2.818
2022-02-12,2.818
2022-02-13,2.818
2022-02-14,2.821
2022-02-15,2.82
2022-02-16,2.82
2022-02-17,2.82
2022-02-18,2.82
2022-02-19,2.82
2022-02-20,2.82
2022-02-21,2.82
2022-02-22,2.82
2022-02-23,2.821
2022-02-24,2.821
2022-02-25,2.821
2022-02-26,2.821
2022-02-27,2.821
2022-02-28,2.821
2022-03-01,2.821
2022-03-02,2.821
2022-03-03,2.819
2022-03-04,2.819
2022-03-05,2.819
2022-03-06,2.819
2022-03-07,2.819
2022-03-08,2.819
2022-03-09,2.819
2022-03-10,2.819
2022-03-11,2.819
2022-03-12,2.819
2022-03-13,2.819
2022-03-14,2.821
2022-03-15,2.821
2022-03-16,2.821
2022-03-17,2.821
2022-03-18,2.821
2022-03-19,2.821
2022-03-20,2.821
2022-03-21,2.821
2022-03-22,2.821
2022-03-23,2.821
2022-03-24,2.821
2022-03-25,2.821
2022-03-26,2.821
2022-03-27,2.821
2022-03-28,2.821
2022-03-29,2.821
2022-03-30,2.821
2022-03-31,2.821
2022-04-01,2.818
2022-04-02,2.818
2022-04-03,2.818
2022-04-04,2.818
2022-04-05,2.818
2022-04-06,2.818
2022-04-07,2.818
2022-04-08,2.818
2022-04-09,2.818
2022-04-10,2.818
2022-04-11,2.818
2022-04-12,2.816
2022-04-13,2.815
2022-04-14,2.815
2022-04-15,2.815
2022-04-16,2.815
2022-04-17,2.815
2022-04-18,2.815
2022-04-19,2.815
2022-04-20,2.815
2022-04-21,2.815
2022-04-22,2.815
2022-04-23,2.815
2022-04-24,2.815
2022-04-25,2.835
2022-04-26,2.848
2022-04-27,2.849
2022-04-28,2.849
2022-04-29,2.849
2022-04-30,2.849
2022-05-01,2.849
2022-05-02,2.849
2022-05-03,2.849
2022-05-04,2.849
2022-05-05,2.849
2022-05-06,2.849
2022-05-07,2.849
2022-05-08,2.849
2022-05-09,2.849
2022-05-10,2.849
2022-05-11,2.849
2022-05-12,2.849
2022-05-13,2.849
2022-05-14,2.849
2022-05-15,2.849
2022-05-16,2.849
2022-05-17,2.849
2022-05-18,2.849
2022-05-19,2.849
2022-05-20,2.849
2022-05-21,2.849
2022-05-22,2.849
2022-05-23,2.849
2022-05-24,2.849
2022-05-25,2.849
2022-05-26,2.849
2022-05-27,2.849
2022-05-28,2.842
2022-05-29,2.842
2022-05-30,2.842
2022-05-31,2.842
2022-06-01,2.842
2022-06-02,2.842
2022-06-03,2.842
2022-06-04,2.842
2022-06-05,2.842
2022-06-06,2.842
2022-06-07,2.842
2022-06-08,2.842
2022-06-09,2.842
2022-06-10,2.842
2022-06-11,2.842
2022-06-12,2.842
2022-06-13,2.844
2022-06-14,2.844
2022-06-15,2.844
2022-06-16,2.844
2022-06-17,2.844
2022-06-18,2.851
2022-06-19,2.851
2022-06-20,2.851
2022-06-21,2.849
2022-06-22,2.849
2022-06-23,2.849
2022-06-24,2.846
2022-06-25,2.846
2022-06-26,2.846
2022-06-27,2.846
2022-06-28,2.846
2022-06-29,2.839
2022-06-30,2.839
2022-07-01,2.83
2022-07-02,2.83
2022-07-03,2.83
2022-07-04,2.83
2022-07-05,2.83
2022-07-06,2.83
2022-07-07,2.83
2022-07-08,2.83
2022-07-09,2.83
2022-07-10,2.83
2022-07-11,2.83
2022-07-12,2.83
2022-07-13,2.83
2022-07-14,2.83
2022-07-15,2.83
2022-07-16,2.83
2022-07-17,2.83
2022-07-18,2.824
2022-07-19,2.824
2022-07-20,2.81
2022-07-21,2.808
2022-07-22,2.801
2022-07-23,2.801
2022-07-24,2.801
2022-07-25,2.799
2022-07-26,2.788
2022-07-27,2.778
2022-07-28,2.778
2022-07-29,2.781
2022-07-30,2.778
2022-07-31,2.778
2022-08-01,2.778
2022-08-02,2.778
2022-08-03,2.778
2022-08-04,2.778
2022-08-05,2.778
2022-08-06,2.778
2022-08-07,2.778
2022-08-08,2.771
2022-08-09,2.767
2022-08-10,2.767
2022-08-11,2.767
2022-08-12,2.767
2022-08-13,2.767
2022-08-14,2.767
2022-08-15,2.767
2022-08-16,2.767
2022-08-17,2.764
2022-08-18,2.764
2022-08-19,2.764
2022-08-20,2.764
2022-08-21,2.764
2022-08-22,2.764
2022-08-23,2.764
2022-08-24,2.764
2022-08-25,2.764
2022-08-26,2.764
2022-08-27,2.764
2022-08-28,2.764
2022-08-29,2.764
2022-08-30,2.764
2022-08-31,2.785
2022-09-01,2.785
2022-09-02,2.785
2022-09-03,2.785
2022-09-04,2.785
2022-09-05,2.785
2022-09-06,2.778
2022-09-07,2.778
2022-09-08,2.778
2022-09-09,2.778
2022-09-10,2.778
2022-09-11,2.778
2022-09-12,2.778
2022-09-13,2.778
2022-09-14,2.778
2022-09-15,2.778
2022-09-16,2.778
2022-09-17,2.778
2022-09-18,2.778
2022-09-19,2.778
2022-09-20,2.777
2022-09-21,2.777
2022-09-22,2.777
2022-09-23,2.777
2022-09-24,2.777
2022-09-25,2.777
2022-09-26,2.777
2022-09-27,2.777
2022-09-28,2.777
2022-09-29,2.777
2022-09-30,2.773
2022-10-01,2.773
2022-10-02,2.771
2022-10-03,2.766
2022-10-04,2.758
2022-10-05,2.758
2022-10-06,2.758
2022-10-07,2.758
2022-10-08,2.758
2022-10-09,2.758
2022-10-10,2.752
2022-10-11,2.749
2022-10-12,2.749
2022-10-13,2.739
2022-10-14,2.739
2022-10-15,2.739
2022-10-16,2.739
2022-10-17,2.739
2022-10-18,2.729
2022-10-19,2.729
2022-10-20,2.729
2022-10-21,2.729
2022-10-22,2.729
2022-10-23,2.729
2022-10-24,2.729
2022-10-25,2.738
2022-10-26,2.743
2022-10-27,2.738
2022-10-28,2.738
2022-10-29,2.738
2022-10-30,2.738
2022-10-31,2.738
2022-11-01,2.738
2022-11-02,2.738
2022-11-03,2.738
2022-11-04,2.738
2022-11-05,2.738
2022-11-06,2.738
2022-11-07,2.738
2022-11-08,2.736
2022-11-09,2.737
2022-11-10,2.737
2022-11-11,2.737
2022-11-12,2.732
2022-11-13,2.732
2022-11-14,2.732
2022-11-15,2.733
2022-11-16,2.733
2022-11-17,2.733
2022-11-18,2.733
2022-11-19,2.733
2022-11-20,2.733
2022-11-21,2.733
2022-11-22,2.733
2022-11-23,2.733
2022-11-24,2.733
2022-11-25,2.733
2022-11-26,2.733
2022-11-27,2.733
2022-11-28,2.733
2022-11-29,2.727
2022-11-30,2.727
2022-12-01,2.728
2022-12-02,2.728
2022-12-03,2.728
2022-12-04,2.728
2022-12-05,2.731
2022-12-06,2.731
2022-12-07,2.731
2022-12-08,2.731
2022-12-09,2.731
2022-12-10,2.731
2022-12-11,2.731
2022-12-12,2.733
2022-12-13,2.733
2022-12-14,2.733
2022-12-15,2.733
2022-12-16,2.733
2022-12-17,2.733
2022-12-18,2.733
2022-12-19,2.733
2022-12-20,2.733
2022-12-21,2.733
2022-12-22,2.733
2022-12-23,2.733
2022-12-24,2.733
2022-12-25,2.733
2022-12-26,2.733
2022-12-27,2.733
2022-12-28,2.733
2022-12-29,2.733
2022-12-30,2.733
2022-12-31,2.733
2023-01-01,2.733
2023-01-02,2.733
2023-01-03,2.735
2023-01-04,2.741
2023-01-05,2.741
2023-01-06,2.741
2023-01-07,2.741
2023-01-08,2.741
2023-01-09,2.741
2023-01-10,2.741
2023-01-11,2.741
2023-01-12,2.744
2023-01-13,2.743
2023-01-14,2.743
2023-01-15,2.743
2023-01-16,2.743
2023-01-17,2.746
2023-01-18,2.746
2023-01-19,2.746
2023-01-20,2.751
2023-01-21,2.751
2023-01-22,2.751
2023-01-23,2.751
2023-01-24,2.751
2023-01-25,2.751
2023-01-26,2.751
2023-01-27,2.751
2023-01-28,2.751
2023-01-29,2.751
2023-01-30,2.752
2023-01-31,2.752
2023-02-01,2.752
2023-02-02,2.756
2023-02-03,2.756
2023-02-04,2.756
2023-02-05,2.756
2023-02-06,2.756
2023-02-07,2.76
2023-02-08,2.76
2023-02-09,2.76
2023-02-10,2.76
2023-02-11,2.76
2023-02-12,2.76
2023-02-13,2.76
2023-02-14,2.788
2023-02-15,2.79
2023-02-16,2.79
2023-02-17,2.793
2023-02-18,2.793
2023-02-19,2.793
2023-02-20,2.793
2023-02-21,2.793
2023-02-22,2.793
2023-02-23,2.793
2023-02-24,2.791
2023-02-25,2.791
2023-02-26,2.791
2023-02-27,2.791
2023-02-28,2.793
2023-03-01,2.794
2023-03-02,2.794
2023-03-03,2.797
2023-03-04,2.797
2023-03-05,2.797
2023-03-06,2.797
2023-03-07,2.792
2023-03-08,2.792
2023-03-09,2.792
2023-03-10,2.792
2023-03-11,2.792
2023-03-12,2.792
2023-03-13,2.792
2023-03-14,2.792
2023-03-15,2.792
2023-03-16,2.792
2023-03-17,2.792
2023-03-18,2.792
2023-03-19,2.792
2023-03-20,2.792
2023-03-21,2.792
2023-03-22,2.792
2023-03-23,2.792
2023-03-24,2.792
2023-03-25,2.792
2023-03-26,2.792
2023-03-27,2.792
2023-03-28,2.792
2023-03-29,2.792
2023-03-30,2.792
2023-03-31,2.792
2023-04-01,2.792
2023-04-02,2.792
2023-04-03,2.791
2023-04-04,2.791
2023-04-05,2.791
2023-04-06,2.791
2023-04-07,2.791
2023-04-08,2.791
2023-04-09,2.791
2023-04-10,2.791
2023-04-11,2.791
2023-04-12,2.792
2023-04-13,2.793
2023-04-14,2.793
2023-04-15,2.793
2023-04-16,2.794
2023-04-17,2.794
2023-04-18,2.797
2023-04-19,2.797
2023-04-20,2.797
2023-04-21,2.797
2023-04-22,2.797
2023-04-23,2.797
2023-04-24,2.8
2023-04-25,2.803
2023-04-26,2.803
2023-04-27,2.804
2023-04-28,2.803
2023-04-29,2.803
2023-04-30,2.803
2023-05-01,2.803
2023-05-02,2.808
2023-05-03,2.808
2023-05-04,2.808
2023-05-05,2.808
2023-05-06,2.808
2023-05-07,2.808
2023-05-08,2.808
2023-05-09,2.808
2023-05-10,2.808
2023-05-11,2.808
2023-05-12,2.808
2023-05-13,2.808
2023-05-14,2.808
2023-05-15,2.808
2023-05-16,2.808
2023-05-17,2.808
2023-05-18,2.808
2023-05-19,2.811
2023-05-20,2.811
2023-05-21,2.811
2023-05-22,2.811
2023-05-23,2.811
2023-05-24,2.811
2023-05-25,2.811
2023-05-26,2.811
2023-05-27,2.811
2023-05-28,2.811
2023-05-29,2.811
2023-05-30,2.812
2023-05-31,2.812
2023-06-01,2.812
2023-06-02,2.812
2023-06-03,2.812
2023-06-04,2.812
2023-06-05,2.812
2023-06-06,2.812
2023-06-07,2.812
2023-06-08,2.812
2023-06-09,2.812
2023-06-10,2.812
2023-06-11,2.812
2023-06-12,2.812
2023-06-13,2.812
2023-06-14,2.812
2023-06-15,2.812
2023-06-16,2.812
2023-06-17,2.812
2023-06-18,2.812
2023-06-19,2.812
2023-06-20,2.812
2023-06-21,2.812
2023-06-22,2.812
2023-06-23,2.812
