,APO US Equity
2023-06-24,7.813
2023-06-25,7.813
2023-06-26,7.813
2023-06-27,7.781
2023-06-28,7.781
2023-06-29,7.781
2023-06-30,7.781
2023-07-01,7.781
2023-07-02,7.781
2023-07-03,7.781
2023-07-04,7.781
2023-07-05,7.781
2023-07-06,7.784
2023-07-07,7.784
2023-07-08,7.784
2023-07-09,7.784
2023-07-10,7.787
2023-07-11,7.831
2023-07-12,7.837
2023-07-13,7.837
2023-07-14,7.82
2023-07-15,7.82
2023-07-16,7.82
2023-07-17,7.834
2023-07-18,7.836
2023-07-19,7.852
2023-07-20,7.852
2023-07-21,7.852
2023-07-22,7.852
2023-07-23,7.852
2023-07-24,7.852
2023-07-25,7.852
2023-07-26,7.852
2023-07-27,7.852
2023-07-28,7.852
2023-07-29,7.859
2023-07-30,7.859
2023-07-31,7.859
2023-08-01,7.859
2023-08-02,7.859
2023-08-03,8.057
2023-08-04,8.125
2023-08-05,8.125
2023-08-06,8.125
2023-08-07,8.186
2023-08-08,8.183
2023-08-09,8.17
2023-08-10,8.17
2023-08-11,8.17
2023-08-12,8.17
2023-08-13,8.17
2023-08-14,8.17
2023-08-15,8.177
2023-08-16,8.177
2023-08-17,8.191
2023-08-18,8.191
2023-08-19,8.191
2023-08-20,8.191
2023-08-21,8.191
2023-08-22,8.191
2023-08-23,8.191
2023-08-24,8.191
2023-08-25,8.191
2023-08-26,8.191
2023-08-27,8.191
2023-08-28,8.191
2023-08-29,8.191
2023-08-30,8.191
2023-08-31,8.191
2023-09-01,8.191
2023-09-02,8.191
2023-09-03,8.191
2023-09-04,8.191
2023-09-05,8.191
2023-09-06,8.191
2023-09-07,8.184
2023-09-08,8.199
2023-09-09,8.199
2023-09-10,8.199
2023-09-11,8.199
2023-09-12,8.199
2023-09-13,8.199
2023-09-14,8.211
2023-09-15,8.211
2023-09-16,8.211
2023-09-17,8.211
2023-09-18,8.211
2023-09-19,8.211
2023-09-20,8.211
2023-09-21,8.211
2023-09-22,8.211
2023-09-23,8.211
2023-09-24,8.211
2023-09-25,8.211
2023-09-26,8.211
2023-09-27,8.211
2023-09-28,8.211
2023-09-29,8.211
2023-09-30,8.211
2023-10-01,8.211
2023-10-02,8.205
2023-10-03,8.205
2023-10-04,8.189
2023-10-05,8.173
2023-10-06,8.173
2023-10-07,8.178
2023-10-08,8.178
2023-10-09,8.143
2023-10-10,8.158
2023-10-11,8.169
2023-10-12,8.169
2023-10-13,8.169
2023-10-14,8.169
2023-10-15,8.169
2023-10-16,8.169
2023-10-17,8.171
2023-10-18,8.159
2023-10-19,8.159
2023-10-20,8.141
2023-10-21,8.141
2023-10-22,8.141
2023-10-23,8.141
2023-10-24,8.13
2023-10-25,8.13
2023-10-26,8.13
2023-10-27,8.13
2023-10-28,8.13
2023-10-29,8.13
2023-10-30,8.13
2023-10-31,8.13
2023-11-01,8.049
2023-11-02,8.043
2023-11-03,8.043
2023-11-04,8.043
2023-11-05,8.043
2023-11-06,8.019
2023-11-07,8.019
2023-11-08,8.021
2023-11-09,8.021
2023-11-10,8.021
2023-11-11,8.021
2023-11-12,8.021
2023-11-13,8.021
2023-11-14,8.021
2023-11-15,8.021
2023-11-16,8.021
2023-11-17,8.011
2023-11-18,8.011
2023-11-19,8.011
2023-11-20,8.011
2023-11-21,8.011
2023-11-22,8.011
2023-11-23,8.011
2023-11-24,8.011
2023-11-25,8.011
2023-11-26,8.011
2023-11-27,8.011
2023-11-28,8.007
2023-11-29,7.998
2023-11-30,7.998
2023-12-01,8.016
2023-12-02,8.016
2023-12-03,8.016
2023-12-04,8.016
2023-12-05,8.013
2023-12-06,8.013
2023-12-07,8.013
2023-12-08,8.013
2023-12-09,8.013
2023-12-10,8.013
2023-12-11,8.013
2023-12-12,8.013
2023-12-13,8.013
2023-12-14,8.013
2023-12-15,8.013
2023-12-16,8.013
2023-12-17,8.013
2023-12-18,7.986
2023-12-19,7.986
2023-12-20,7.986
2023-12-21,7.986
2023-12-22,7.985
2023-12-23,7.985
2023-12-24,7.985
2023-12-25,7.985
2023-12-26,7.985
2023-12-27,7.985
2023-12-28,7.985
2023-12-29,7.985
2023-12-30,7.985
2023-12-31,7.985
2024-01-01,7.985
2024-01-02,7.991
2024-01-03,7.991
2024-01-04,7.991
2024-01-05,7.991
2024-01-06,7.991
2024-01-07,7.991
2024-01-08,7.981
2024-01-09,7.951
2024-01-10,7.935
2024-01-11,7.947
2024-01-12,7.947
2024-01-13,7.947
2024-01-14,7.947
2024-01-15,7.947
2024-01-16,7.947
2024-01-17,7.947
2024-01-18,7.947
2024-01-19,7.954
2024-01-20,7.954
2024-01-21,7.954
2024-01-22,7.898
2024-01-23,7.898
2024-01-24,7.891
2024-01-25,7.891
2024-01-26,7.891
2024-01-27,7.891
2024-01-28,7.884
2024-01-29,7.884
2024-01-30,7.891
2024-01-31,7.891
2024-02-01,7.891
2024-02-02,7.891
2024-02-03,7.891
2024-02-04,7.891
2024-02-05,7.891
2024-02-06,7.891
2024-02-07,7.891
2024-02-08,7.887
2024-02-09,7.852
2024-02-10,7.852
2024-02-11,7.852
2024-02-12,7.841
2024-02-13,7.811
2024-02-14,7.811
2024-02-15,7.806
2024-02-16,7.808
2024-02-17,7.808
2024-02-18,7.808
2024-02-19,7.808
2024-02-20,7.808
2024-02-21,7.808
2024-02-22,7.808
2024-02-23,7.808
2024-02-24,7.808
2024-02-25,7.808
2024-02-26,7.809
2024-02-27,7.805
2024-02-28,7.775
2024-02-29,7.775
2024-03-01,7.775
2024-03-02,7.775
2024-03-03,7.775
2024-03-04,7.775
2024-03-05,7.775
2024-03-06,7.775
2024-03-07,7.775
2024-03-08,7.781
2024-03-09,7.781
2024-03-10,7.781
2024-03-11,7.781
2024-03-12,7.781
2024-03-13,7.781
2024-03-14,7.781
2024-03-15,7.781
2024-03-16,7.781
2024-03-17,7.77
2024-03-18,7.77
2024-03-19,7.77
2024-03-20,7.77
2024-03-21,7.77
2024-03-22,7.77
2024-03-23,7.77
2024-03-24,7.77
2024-03-25,7.77
2024-03-26,7.77
2024-03-27,7.787
2024-03-28,7.787
2024-03-29,7.787
2024-03-30,7.787
2024-03-31,7.787
2024-04-01,7.78
2024-04-02,7.78
2024-04-03,7.781
2024-04-04,7.784
2024-04-05,7.789
2024-04-06,7.789
2024-04-07,7.773
2024-04-08,7.766
